mai	bolj	mai	bolj	ADV	ADV;CMPR
secretar	minister	secretar	minister	N;INDF;MASC;SG	N;NOM;MASC;SG
transport	prevoz	transport	prevoz	N;INDF;MASC;SG	N;NOM;MASC;SG
transport	prevoz	transport	prevoz	N;INDF;MASC;SG	N;NOM;MASC;SG
transport	transport	transport	transport	N;INDF;MASC;SG	N;NOM;MASC;SG
transport	promet	transport	promet	N;INDF;MASC;SG	N;NOM;MASC;SG
menționat	omenjeno	menționat	omenjen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
menționat	omenjen	menționat	omenjen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
exact	natančno	exact	natančno	ADV	ADV
grupuri	skupine	grup	skupina	N;INDF;FEM;PL	N;NOM;FEM;PL
grupuri	skupin	grup	skupina	N;INDF;FEM;PL	N;GEN;FEM;PL
grupuri	skupinami	grup	skupina	N;INDF;FEM;PL	N;DAT;FEM;PL
studiu	študija	studiu	študij	N;INDF;MASC;SG	N;NOM;FEM;SG
fier	železo	fier	želez	N;INDF;MASC;SG	N;NOM;NEUT;SG
fier	železov	fier	želez	N;INDF;MASC;SG	N;NOM;MASC;SG
fier	železa	fier	železo	N;INDF;MASC;SG	N;GEN;NEUT;SG
motive	razlogi	motiv	razlog	N;INDF;FEM;PL	N;NOM;MASC;PL
motive	prošnje	motiv	prošnja	N;INDF;FEM;PL	N;NOM;FEM;PL
pian	klavir	pian	klavir	N;INDF;MASC;SG	N;NOM;MASC;SG
ucis	umorjen	ucis	umorjen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
ucis	umorjena	ucis	umorjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
ucis	ubit	ucis	ubit	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
ucis	umorjen	ucis	umorjen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
ucis	umorjena	ucis	umorjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
știe	ve	ști	vedeti	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
soldați	vojaki	soldat	vojak	N;INDF;MASC;PL	N;NOM;MASC;PL
ortodoxe	pravoslavne	ortodox	pravoslaven	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
necesare	zahtevani	necesar	zahtevan	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
comentariu	komentar	comentariu	komentar	N;INDF;MASC;SG	N;NOM;MASC;SG
king	kralj	king	kralj	N;INDF;MASC;SG	N;NOM;MASC;SG
viitor	bodočnost	viitor	bodočnost	N;INDF;MASC;SG	N;NOM;FEM;SG
viitor	prihodnosti	viitor	prihodnost	N;INDF;MASC;SG	N;GEN;FEM;SG
viitor	prihodnost	viitor	prihodnost	N;INDF;MASC;SG	N;NOM;FEM;SG
tânăr	mlad	tânăr	mlad	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
tânăr	mlada	tânăr	mlad	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
tânăr	mlado	tânăr	mlad	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
bronz	bron	bronz	bron	N;INDF;MASC;SG	N;NOM;MASC;SG
episcop	tekač	episcop	tekač	N;INDF;MASC;SG	N;NOM;MASC;SG
episcop	škof	episcop	škof	N;INDF;MASC;SG	N;NOM;MASC;SG
habsburg	habsburg	habsburg	habsburg	N;INDF;MASC;SG	N;NOM;MASC;SG
încheiat	končano	încheia	končan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
încheiat	izpolnjeno	încheia	izpolnjen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
încheiat	končana	încheia	končan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
încheiat	zaključena	încheia	zaključen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
retras	upokojen	retrage	upokojen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
retras	odvzeta	retrage	odvzet	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
retras	umaknjena	retrage	umaknjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
retras	odvzeto	retrage	odvzeto	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
sediu	poveljstvo	sediu	poveljstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
sediu	štab	sediu	štab	N;INDF;MASC;SG	N;NOM;MASC;SG
sediu	sedež	sediu	sedež	N;INDF;MASC;SG	N;NOM;MASC;SG
records	evidenca	records	evidenca	N;INDF;MASC;SG	N;NOM;FEM;SG
introdus	uvedeno	introduce	uvedeno	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
introdus	uveden	introduce	uveden	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
introdus	uvedena	introduce	uveden	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
introdus	vstavljen	introduce	vstavljen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
medic	zdravnik	medic	zdravnik	N;INDF;MASC;SG	N;NOM;MASC;SG
medic	zdravnika	medic	zdravnik	N;INDF;MASC;SG	N;ACC;MASC;SG
medic	bolničar	medic	bolničar	N;INDF;MASC;SG	N;NOM;MASC;SG
comandant	komandant	comandant	komandant	N;INDF;MASC;SG	N;NOM;MASC;SG
comandant	poveljnik	comandant	poveljnik	N;INDF;MASC;SG	N;NOM;MASC;SG
bărbați	možje	bărbat	mož	N;INDF;MASC;PL	N;NOM;MASC;PL
bărbați	moški	bărbat	moški	N;INDF;MASC;PL	N;NOM;MASC;PL
documente	dokumenti	document	dokument	N;INDF;FEM;PL	N;NOM;MASC;PL
documente	listine	document	listina	N;INDF;FEM;PL	N;NOM;FEM;PL
documente	dokumentov	document	dokument	N;INDF;FEM;PL	N;GEN;MASC;PL
documente	dokumente	document	dokument	N;INDF;FEM;PL	N;ACC;MASC;PL
inclus	vključena	include	vključen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
inclus	vključen	include	vključen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
inclus	vključeno	include	vključen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
volum	volumen	volum	volumen	N;INDF;MASC;SG	N;NOM;MASC;SG
volum	glasnost	volum	glasnost	N;INDF;MASC;SG	N;NOM;FEM;SG
volum	prostornina	volum	prostornina	N;INDF;MASC;SG	N;NOM;FEM;SG
volum	zvezek	volum	zvezek	N;INDF;MASC;SG	N;NOM;MASC;SG
volum	obseg	volum	obseg	N;INDF;MASC;SG	N;NOM;MASC;SG
max	max	max	maxa	N;INDF;MASC;SG	N;NOM;MASC;SG
meciuri	vžigalice	meci	vžigalica	N;INDF;FEM;PL	N;NOM;FEM;PL
corp	truplo	corp	truplo	N;INDF;MASC;SG	N;NOM;NEUT;SG
corp	body	corp	body	N;INDF;MASC;SG	N;NOM;MASC;SG
corp	telo	corp	telo	N;INDF;MASC;SG	N;NOM;NEUT;SG
servicii	storitve	serviciu	storitev	N;INDF;FEM;PL	N;NOM;FEM;PL
servicii	storitve	serviciu	storitev	N;INDF;FEM;PL	N;NOM;FEM;PL
house	hiša	hou	hiša	N;INDF;MASC;SG	N;NOM;FEM;SG
house	hisa	hou	hisa	N;INDF;MASC;SG	N;NOM;FEM;SG
house	hiška	hou	hiška	N;INDF;MASC;SG	N;NOM;FEM;SG
caracter	lik	caracter	lika	N;INDF;MASC;SG	N;NOM;MASC;SG
caracter	karakter	caracter	karakter	N;INDF;MASC;SG	N;NOM;MASC;SG
valign	valign	valign	valign		
teritoriu	ozemlje	teritoriu	ozemlje	N;INDF;MASC;SG	N;NOM;NEUT;SG
speciale	posebne	special	poseben	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
south	jug	south	jug	N;INDF;MASC;SG	N;NOM;MASC;SG
înlocuit	zamenjana	înlocui	zamenjan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
înlocuit	nadomeščen	înlocui	nadomeščen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
săptămâni	tedne	săptămână	teden	N;INDF;FEM;PL	N;ACC;MASC;PL
săptămâni	tednov	săptămână	teden	N;INDF;FEM;PL	N;GEN;MASC;PL
săptămâni	tedni	săptămână	teden	N;INDF;FEM;PL	N;NOM;MASC;PL
săptămâni	tednih	săptămână	teden	N;INDF;FEM;PL	N;ESS;MASC;PL
marin	marin	marin	marin	N;INDF;MASC;SG	N;NOM;MASC;SG
marin	marinec	marin	marinec	N;INDF;MASC;SG	N;NOM;MASC;SG
albume	albume	album	album	N;INDF;FEM;PL	N;ACC;MASC;PL
albume	albumov	album	album	N;INDF;FEM;PL	N;GEN;MASC;PL
oscar	oscarja	oscar	oscarjati	N;INDF;MASC;SG	N;NOM;MASC;SG
oscar	oskar	oscar	oskar	N;INDF;MASC;SG	N;NOM;MASC;SG
conflict	navzkrižje	conflict	navzkrižje	N;INDF;MASC;SG	N;NOM;NEUT;SG
conflict	spor	conflict	spor	N;INDF;MASC;SG	N;NOM;MASC;SG
conflict	konflikt	conflict	konflikt	N;INDF;MASC;SG	N;NOM;MASC;SG
conflict	spopad	conflict	spopad	N;INDF;MASC;SG	N;NOM;MASC;SG
următor	naslednja	următor	naslednji	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
jocuri	tekme	joc	tekma	N;INDF;FEM;PL	N;NOM;FEM;PL
jocuri	igre	joc	igra	N;INDF;FEM;PL	N;NOM;FEM;PL
jocuri	igrah	joc	igra	N;INDF;FEM;PL	N;ESS;FEM;PL
jocuri	igrice	joc	igrica	N;INDF;FEM;PL	N;NOM;FEM;PL
jocuri	iger	joc	igra	N;INDF;FEM;PL	N;GEN;FEM;PL
categorii	kategorije	categorie	kategorija	N;INDF;FEM;PL	N;NOM;FEM;PL
acces	dostop	acces	dostop	N;INDF;MASC;SG	N;NOM;MASC;SG
specifice	specifični	specific	specifičen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL
groeneveld	groeneveld	groeneveld	groeneveld	N;INDF;MASC;SG	N;NOM;MASC;SG
primește	prejeti	primi	prejeti	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
primește	prejema	primi	prejem	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
primește	prejme	primi	prejeti	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
povestiri	zgodb	povestire	zgodba	N;INDF;FEM;PL	N;GEN;FEM;PL
povestiri	zgodbice	povestire	zgodbica	N;INDF;FEM;PL	N;NOM;FEM;PL
povestiri	zgodbe	povestire	zgodba	N;INDF;FEM;PL	N;NOM;FEM;PL
scor	zadetek	scor	zadetek	N;INDF;MASC;SG	N;NOM;MASC;SG
scor	rezultat	scor	rezultat	N;INDF;MASC;SG	N;NOM;MASC;SG
red	red	red	red	N;INDF;MASC;SG	N;NOM;MASC;SG
comunități	skupnostim	comunitate	skupnost	N;INDF;FEM;PL	N;DAT;FEM;PL
comunități	skupnosti	comunitate	skupnost	N;INDF;FEM;PL	N;GEN;FEM;PL
guvern	vlado	guvern	vlada	N;INDF;MASC;SG	N;ACC;FEM;SG
guvern	vlada	guvern	vlada	N;INDF;MASC;SG	N;NOM;FEM;SG
occidental	zahodna	occidental	zahoden	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
anglo	anglo	anglo	anglo	N;INDF;MASC;SG	N;NOM;MASC;SG
propus	predlagano	propune	predlagan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
propus	predlagan	propune	predlagan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
propus	predlagana	propune	predlagan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
adevărat	res	adevărat	res	ADV	ADV
adevărat	resnično	adevărat	resnično	ADV	ADV
cuvânt	beseda	cuvânt	beseda	N;INDF;MASC;SG	N;NOM;FEM;SG
cuvânt	besedo	cuvânt	beseda	N;INDF;MASC;SG	N;ACC;FEM;SG
dinamo	dinamo	dinamo	dinama	N;INDF;MASC;SG	N;ACC;FEM;SG
dinamo	dinamo	dinamo	dinama	N;INDF;MASC;SG	N;ACC;FEM;SG
refuzat	zavrnjena	refuza	zavrnjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
refuzat	zavrnjeno	refuza	zavrnjen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
refuzat	zavrnjen	refuza	zavrnjen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
refuzat	zavrnjena	refuza	zavrnjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
refuzat	zavrnjena	refuza	zavrnjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
refuzat	zavrnjeno	refuza	zavrnjen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
oferit	ponujena	oferit	ponujen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
oferit	ponujeno	oferit	ponujen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
independent	samostojno	independent	samostojen	ADV	ADV
independent	neodvisno	independent	neodvisen	ADV	ADV
independent	neodvisno	independent	neodvisen	ADV	ADV
independent	samostojno	independent	samostojen	ADV	ADV
terminat	končano	termina	končan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
terminat	končana	termina	končan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
calificat	kvalificirano	califica	kvalificiran	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
calificat	usposobljena	califica	usposobljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
calificat	kvalificiran	califica	kvalificiran	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
calificat	usposobljeno	califica	usposobljen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
calificat	usposobljen	califica	usposobljen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
relații	odnosi	relație	odnos	N;INDF;FEM;PL	N;NOM;MASC;PL
relații	razmerja	relație	razmerje	N;INDF;FEM;PL	N;NOM;NEUT;PL
relații	zveze	relație	zveza	N;INDF;FEM;PL	N;NOM;FEM;PL
relații	odnosi	relație	odnos	N;INDF;FEM;PL	N;NOM;MASC;PL
relații	razmerja	relație	razmerje	N;INDF;FEM;PL	N;NOM;NEUT;PL
democrat	demokrat	democrat	demokrat	N;INDF;MASC;SG	N;NOM;MASC;SG
html	html	html	htme	N;INDF;MASC;SG	N;NOM;MASC;SG
ternopil	ternopil	ternopil	ternopiti	N;INDF;MASC;SG	N;NOM;MASC;SG
trăit	živel	trăi	živeti	V;MASC;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
trăit	živela	trăi	živeti	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
pro	pro	prubi	pro	N;INDF	N;NOM;MASC;SG
pro	profesionalci	prubi	profesionalec	N;INDF	N;NOM;MASC;PL
parțial	delno	parțial	delno	ADV	ADV
parțial	deloma	parțial	deloma	ADV	ADV
parțial	delno	parțial	delno	ADV	ADV
parțial	delno	parțial	delno	ADV	ADV
parțial	deloma	parțial	deloma	ADV	ADV
modern	moderna	modern	moderen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
modern	sodobno	modern	sodoben	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
modern	sodobna	modern	sodoben	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
modern	sodobni	modern	sodoben	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
critic	kritična	critic	kritičen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
critic	kritičen	critic	kritičen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
spectatori	gledalci	spectator	gledalec	N;INDF;MASC;PL	N;NOM;MASC;PL
spectatori	gledalce	spectator	gledalec	N;INDF;MASC;PL	N;ACC;MASC;PL
spectatori	gledalci	spectator	gledalec	N;INDF;MASC;PL	N;NOM;MASC;PL
spectatori	gledalcem	spectator	gledalec	N;INDF;MASC;PL	N;DAT;MASC;PL
personaje	liki	personaj	lik	N;INDF;FEM;PL	N;NOM;MASC;PL
personaje	znaki	personaj	znak	N;INDF;FEM;PL	N;NOM;MASC;PL
personaje	znakov	personaj	znak	N;INDF;FEM;PL	N;GEN;MASC;PL
disc	diska	disc	disk	N;INDF;MASC;SG	N;NOM;MASC;SG
disc	disk	disc	disk	N;INDF;MASC;SG	N;NOM;MASC;SG
disc	disk	disc	disk	N;INDF;MASC;SG	N;NOM;MASC;SG
activități	dejavnosti	activitate	dejavnost	N;INDF;FEM;PL	N;NOM;FEM;PL
activități	aktivnosti	activitate	aktivnost	N;INDF;FEM;PL	N;NOM;FEM;PL
suferit	trpel	suferi	trpeti	V;MASC;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
suferit	trpela	suferi	trpeti	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
prinț	princa	prințe	princ	N;INDF;MASC;SG	N;ACC;MASC;SG
prinț	knez	prințe	knez	N;INDF;MASC;SG	N;NOM;MASC;SG
prinț	princ	prințe	princ	N;INDF;MASC;SG	N;NOM;MASC;SG
champagne	šampanjec	champagn	šampanjec	N;INDF;MASC;SG	N;NOM;MASC;SG
air	zrak	air	zrak	N;INDF;MASC;SG	N;NOM;MASC;SG
air	air	air	air	N;INDF;MASC;SG	N;NOM;MASC;SG
comerciale	komercialne	comercial	komercialen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
învins	poražen	învins	poražen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
învins	premagan	învins	premagan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
premiu	nagrada	premiu	nagrada	N;INDF;MASC;SG	N;NOM;FEM;SG
premiu	nagrado	premiu	nagrada	N;INDF;MASC;SG	N;ACC;FEM;SG
premiu	nagrada	premiu	nagrada	N;INDF;MASC;SG	N;NOM;FEM;SG
premiu	nagrado	premiu	nagrada	N;INDF;MASC;SG	N;ACC;FEM;SG
recunoscut	priznana	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
recunoscut	priznan	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
recunoscut	priznan	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
recunoscut	priznana	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
recunoscut	priznano	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
recunoscut	priznan	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
recunoscut	priznana	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
recunoscut	priznano	recunoscut	priznan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
dimensiuni	mere	dimensiune	mera	N;INDF;FEM;PL	N;NOM;FEM;PL
dimensiuni	dimenzije	dimensiune	dimenzija	N;INDF;FEM;PL	N;NOM;FEM;PL
activ	aktivna	activ	aktiven	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
activ	aktiven	activ	aktiven	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
grad	stopnja	grad	stopnja	N;INDF;MASC;SG	N;NOM;FEM;SG
grad	grad	grad	grad	N;INDF;MASC;SG	N;NOM;MASC;SG
grad	stopnja	grad	stopnja	N;INDF;MASC;SG	N;NOM;FEM;SG
grad	čin	grad	čin	N;INDF;MASC;SG	N;NOM;MASC;SG
interviu	razgovor	interviu	razgovor	N;INDF;MASC;SG	N;NOM;MASC;SG
interviu	intervju	interviu	intervju	N;INDF;MASC;SG	N;NOM;MASC;SG
tratat	pogodba	tratat	pogodba	N;INDF;MASC;SG	N;NOM;FEM;SG
sisteme	sistemi	sistem	sistem	N;INDF;FEM;PL	N;NOM;MASC;PL
indicativ	okvirni	indicativ	okviren	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
indicativ	okvirna	indicativ	okviren	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
arbitru	sodnik	arbitru	sodnik	N;INDF;MASC;SG	N;NOM;MASC;SG
arbitru	sodnik	arbitru	sodnik	N;INDF;MASC;SG	N;NOM;MASC;SG
arbitru	sklic	arbitru	sklic	N;INDF;MASC;SG	N;NOM;MASC;SG
cântec	pesem	cântec	pesem	N;INDF;MASC;SG	N;NOM;FEM;SG
ajutor	pomagaj	ajutor	pomagaj	N;INDF;MASC;SG	N;ACC;MASC;SG
ajutor	pomoč	ajutor	pomoč	N;INDF;MASC;SG	N;NOM;FEM;SG
titular	imetnik	titular	imetnik	N;INDF;MASC;SG	N;NOM;MASC;SG
foc	ogenj	foc	ogenj	N;INDF;MASC;SG	N;NOM;MASC;SG
foc	požar	foc	požar	N;INDF;MASC;SG	N;NOM;MASC;SG
curent	tok	curent	tok	N;INDF;MASC;SG	N;NOM;MASC;SG
funcții	funkcije	funcție	funkcija	N;INDF;FEM;PL	N;NOM;FEM;PL
funcții	funkcij	funcție	funkcija	N;INDF;FEM;PL	N;GEN;FEM;PL
exterior	zunanjost	exterior	zunanjost	N;INDF;MASC;SG	N;NOM;FEM;SG
exterior	zunanjosti	exterior	zunanjost	N;INDF;MASC;SG	N;GEN;FEM;SG
maghiar	madžarsko	maghiar	madžarski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
maghiar	madžarska	maghiar	madžarski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
scriitori	pisateljev	scriitor	pisatelj	N;INDF;MASC;PL	N;GEN;MASC;PL
scriitori	pisatelji	scriitor	pisatelj	N;INDF;MASC;PL	N;NOM;MASC;PL
școli	šole	școală	šola	N;INDF;FEM;PL	N;NOM;FEM;PL
școli	šol	școală	šola	N;INDF;FEM;PL	N;GEN;FEM;PL
grand	jurja	grand	jurje	N;INDF;MASC;SG	N;NOM;NEUT;SG
grand	grand	grand	grand	N;INDF;MASC;SG	N;NOM;MASC;SG
construite	zgrajeni	construit	zgrajen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
personale	osebne	personal	oseben	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
personaj	lik	personaj	lika	N;INDF;MASC;SG	N;NOM;MASC;SG
personaj	karakter	personaj	karakter	N;INDF;MASC;SG	N;NOM;MASC;SG
cezar	cezar	cezar	cezar	N;INDF;MASC;SG	N;NOM;MASC;SG
cezar	cezarja	cezar	cezar	N;INDF;MASC;SG	N;ACC;MASC;SG
avioane	letala	avion	letalo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	zrakoplovi	avion	zrakoplov	N;INDF;FEM;PL	N;NOM;MASC;PL
avioane	letala	avion	letalo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	letala	avion	letalo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	letala	avion	letalo	N;INDF;FEM;PL	N;NOM;NEUT;PL
inginer	inženir	inginer	inženir	N;INDF;MASC;SG	N;NOM;MASC;SG
sovietic	sovjetski	sovietic	sovjetski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
sovietic	sovjetska	sovietic	sovjetski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
sovietic	sovjetsko	sovietic	sovjetski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
anual	letno	anual	letno	ADV	ADV
anual	letno	anual	letno	ADV	ADV
luxemburg	luksemburg	luxemburg	luksemburg	N;INDF;MASC;SG	N;NOM;MASC;SG
cercetări	raziskave	cercetare	raziskava	N;INDF;FEM;PL	N;NOM;FEM;PL
titluri	naslovnice	titlu	naslovnica	N;INDF;FEM;PL	N;NOM;FEM;PL
titluri	naslovi	titlu	naslov	N;INDF;FEM;PL	N;NOM;MASC;PL
titluri	naslovov	titlu	naslov	N;INDF;FEM;PL	N;GEN;MASC;PL
dovedit	dokazano	dovedi	dokazano	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
dovedit	dokazano	dovedi	dokazano	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
dovedit	dokazana	dovedi	dokazan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
existente	obstoječe	existent	obstoječ	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
existente	obstoječi	existent	obstoječ	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
linii	črte	linie	črta	N;INDF;FEM;PL	N;NOM;FEM;PL
linii	vrstice	linie	vrstica	N;INDF;FEM;PL	N;NOM;FEM;PL
linii	proge	linie	proga	N;INDF;FEM;PL	N;NOM;FEM;PL
linii	vrstic	linie	vrstica	N;INDF;FEM;PL	N;GEN;FEM;PL
litere	pisma	literă	pismo	N;INDF;FEM;PL	N;NOM;NEUT;PL
litere	črke	literă	črka	N;INDF;FEM;PL	N;NOM;FEM;PL
litere	pisem	literă	pisem	N;INDF;FEM;PL	N;GEN;FEM;PL
practic	praktično	practic	praktično	ADV	ADV
practic	praktično	practic	praktično	ADV	ADV
feminin	ženski	feminin	ženski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
drepturi	pravice	drept	pravica	N;INDF;FEM;PL	N;NOM;FEM;PL
magazine	trgovine	magazine	trgovina	N;INDF;FEM;PL	N;NOM;FEM;PL
magazine	trgovine	magazine	trgovina	N;INDF;FEM;PL	N;NOM;FEM;PL
clădiri	stavbe	clădire	stavba	N;INDF;FEM;PL	N;NOM;FEM;PL
clădiri	stavb	clădire	stavba	N;INDF;FEM;PL	N;GEN;FEM;PL
clădiri	poslopja	clădire	poslopje	N;INDF;FEM;PL	N;NOM;NEUT;PL
clădiri	zgradbe	clădire	zgradba	N;INDF;FEM;PL	N;NOM;FEM;PL
leon	leon	leon	leon	N;INDF;MASC;SG	N;NOM;MASC;SG
act	dejanje	act	dejanje	N;INDF;MASC;SG	N;NOM;NEUT;SG
act	akt	act	akt	N;INDF;MASC;SG	N;NOM;MASC;SG
editor	založnik	editor	založnik	N;INDF;MASC;SG	N;NOM;MASC;SG
editor	izdajatelj	editor	izdajatelj	N;INDF;MASC;SG	N;NOM;MASC;SG
editor	urednik	editor	urednik	N;INDF;MASC;SG	N;NOM;MASC;SG
editor	urejevalnik	editor	urejevalnik	N;INDF;MASC;SG	N;NOM;MASC;SG
exemple	primeri	exemplu	primer	N;INDF;FEM;PL	N;NOM;MASC;PL
alegeri	izbire	alegere	izbira	N;INDF;FEM;PL	N;NOM;FEM;PL
alegeri	volitve	alegere	volitev	N;INDF;FEM;PL	N;NOM;FEM;PL
alegeri	volitve	alegere	volitev	N;INDF;FEM;PL	N;NOM;FEM;PL
