اتھاہ	עמוק	اتھاہ	עמוק		
اندھیر	הפקרות	اندھیر	הפקרה	N;NOM;MASC;SG;3	N;FEM;SG
اندھیر	חושך	اندھیر	חושך	N;NOM;MASC;SG;3	N;MASC;SG
اندھیر	אסון	اندھیر	אסון	N;NOM;MASC;SG;3	N;MASC;SG
اندھیر	עריצות	اندھیر	עריצה	N;NOM;MASC;SG;3	N;FEM;SG
انڈا	אשך	انڈا	אשך	N;NOM;MASC;SG;3	N;MASC;SG
اُنس	המצורף	ونس	המצורף		
اِنصاف	צדק	اِنصاف	צדק	N;NOM;MASC;SG;3	N;MASC;SG
اِنصاف	חוק	اِنصاف	חוק	N;NOM;MASC;SG;3	N;MASC;SG
انفال	שלל	انفال	שלל		
اِنفرادیت	סינגולריות	اِنفرادیت	סינגולריות	N;NOM;MASC;SG;3	N;FEM;SG
اِنقطاعی	אחרונה	اِنقطاعی	אחרון	ADJ	ADJ;FEM;SG
اِنقطاعی	אחרונים	اِنقطاعی	אחרון	ADJ	ADJ;MASC;PL
اِنقطاعی	אחרון	اِنقطاعی	אחרון	ADJ	ADJ;MASC;SG
اِنقلابی	מהפכני	اِنقلابی	None	ADJ	ADJ
انکارکرنا	לסרב	انکارکرنا	סירב	V;NFIN;ACT	V;NFIN;ACT
انکارکرنا	תסרב	انکارکرنا	תסרב	V;NFIN;ACT	V;FEM;SG;3;FUT;ACT
انکارکرنا	מסרב	انکارکرنا	סירב	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
انکڑنا	להתכווץ	انکڑنا	התכווץ	V;SG;NFIN;ACT	V;NFIN
انگ	לשתף	انگ	שיתף	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
انگیخت	הסתה	انگیخت	הסתה	N;NOM;MASC;SG;3	N;MASC;SG
انگیخت	ההסתה	انگیخت	ההסתה	N;NOM;MASC;SG;3	N;FEM;SG
انواع	מינים	انواع	מין	N;NOM;MASC;PL;3	N;MASC;PL
انوکھا	נפלא	انوکھا	נפלא	ADJ;NOM;MASC;SG	ADJ;MASC;SG
انوکھا	נפלאה	انوکھا	נפלא	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	נדירה	انوکھا	נדיר	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	ייחודי	انوکھا	ייחודי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
انوکھا	מוזרה	انوکھا	מוזר	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	מוזר	انوکھا	מוזר	ADJ;NOM;MASC;SG	ADJ;MASC;SG
انوکھا	סקרנית	انوکھا	סקרני	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	סקרן	انوکھا	סקרן	ADJ;NOM;MASC;SG	ADJ;MASC;SG
انوکھا	נפלא	انوکھا	נפלא	ADJ;NOM;MASC;SG	ADJ;MASC;SG
انوکھا	נפלאה	انوکھا	נפלא	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	נדירה	انوکھا	נדיר	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	ייחודי	انوکھا	ייחודי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
انوکھا	מוזרה	انوکھا	מוזר	ADJ;NOM;MASC;SG	ADJ;FEM;SG
انوکھا	מוזר	انوکھا	מוזר	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بادشاہانہ	מלכותי	بادشاہانہ	מלכותי	N;NOM;MASC;SG;3	N;MASC;SG
بادشاہانہ	מלכותי	بادشاہانہ	מלכותי	N;NOM;MASC;SG;3	N;MASC;SG
دوستانہ	ידידותי	دوستانہ	ידידותי	ADJ	ADJ;MASC;SG
دوستانہ	חברותית	دوستانہ	חברותי	ADJ	ADJ;FEM;SG
دوستانہ	חברותי	دوستانہ	חברותי	ADJ	ADJ;MASC;SG
انیس	מלווה	انیس	ליווה		
اوامر	פקודה	اوامر	פקודה	N;NOM;MASC;SG;3	N;FEM;SG
اُوپر	בחוץ	اُوپر	בחוץ		
اُوپر	מחוץ	اُوپر	מחוץ		
اوٹ	הסתר	اوٹ	הסתר		
اوٹ	הגדר	اوٹ	הגדר		
اوٹ	נסתר	اوٹ	נסתר		
اوٹ	כסה	اوٹ	כסה		
اَوٹنا	להרתיח	اَوٹنا	הרתיח	V;NFIN	V;NFIN;ACT
اوٹنا	להסתיר	اوٹنا	הסתיר	V;SG;NFIN;ACT	V;NFIN;ACT
اوٹنا	מכסה	اوٹنا	כיסה	V;SG;NFIN;ACT	V;FEM;SG;V.PTCP;ACT
اوٹنا	לכסות	اوٹنا	כיסה	V;SG;NFIN;ACT	V;NFIN;ACT
اَوج	טופ	اَوج	טופ		
اوجھ	אומץ	اوجھ	אומץ		
اوجھل	פרטיות	اوجھل	פרטי	ADJ	ADJ;FEM;PL
اوجھل	חבוי	اوجھل	חבוי	ADJ	ADJ;MASC;SG
اوڑھنا	מחפה	اوڑھنا	חיפה	V;MASC;SG;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
اوڑھنا	מכסה	اوڑھنا	כיסה	V;MASC;SG;NFIN;ACT	V;FEM;SG;V.PTCP;ACT
اَوقات	הנסיבות	ووق	הנסיבות	N;NOM;MASC;PL;3	N;FEM;PL
اَوقات	נסיבות	ووق	נסיבה	N;NOM;MASC;PL;3	N;FEM;PL
اَوقات	שעות	ووق	שעה	N;NOM;MASC;PL;3	N;FEM;PL
اَوقات	משאבים	ووق	משאב	N;NOM;MASC;PL;3	N;MASC;PL
اَوقات	אמצעים	ووق	אמצעי	N;NOM;MASC;PL;3	N;MASC;PL
اَوقات	פעמים	ووق	פעם	N;NOM;MASC;PL;3	N;FEM;PL
اَوقات	זמנים	ووق	זמן	N;NOM;MASC;PL;3	N;MASC;PL
اوکنا	קיא	اوک	קיא		
اوکنا	קיא	اوک	קיא		
اول	רגלי	اول	רגל		
اولا	סוד	اولا	סוד		
اُونٹ	שוטה	اُونٹ	שוטה		
اُونٹ	גמל	اُونٹ	גמל		
اُونھ	נאי	اُونھ	נאי		
اہا	תמה	اہا	None		
اہار	הדבק	اہار	הדבק		
اَہل	אשתו	اَہل	אשת		
اَہل	חסיד	اَہل	חסיד		
اَہل	האדם	اَہل	האדם		
اَہل	בכושר	اَہل	בכושר		
اہلہ	מבול	اہلہ	מבול		
اہلیت	מיומנות	اہلیت	מיומנות	N;NOM;MASC;SG;3	N;FEM;SG
اہلیت	כשירות	اہلیت	כשירות	N;NOM;MASC;SG;3	N;FEM;SG
اہلیت	כשירות	اہلیت	כשירות	N;NOM;MASC;SG;3	N;FEM;SG
اہلیت	כושר	اہلیت	כושר	N;NOM;MASC;SG;3	N;MASC;SG
اہلیہ	אשה	اہلیہ	איש	N;NOM;MASC;SG;3	N;FEM;SG
اہلیہ	אישה	اہلیہ	איש	N;NOM;MASC;SG;3	N;FEM;SG
اہم	חשובות	اہم	חשוב	ADJ	ADJ;FEM;PL
اہم	חשובים	اہم	חשוב	ADJ	ADJ;MASC;PL
اہم	חשוב	اہم	חשוב	ADJ	ADJ;MASC;SG
اہم	חשובה	اہم	חשוב	ADJ	ADJ;FEM;SG
اہم	חשובות	اہم	חשוב	ADJ	ADJ;FEM;PL
اہم	חשובים	اہم	חשוב	ADJ	ADJ;MASC;PL
اہم	חשוב	اہم	חשוב	ADJ	ADJ;MASC;SG
اہم	חשובה	اہم	חשוב	ADJ	ADJ;FEM;SG
اہم	משמעותי	اہم	משמעותי	ADJ	ADJ;MASC;SG
اہم	משמעותיים	اہم	משמעותי	ADJ	ADJ;MASC;PL
اہم	משמעותיות	اہم	משמעותי	ADJ	ADJ;FEM;PL
اِیجابی	חיובי	اِیجابی	חיובי	ADJ	ADJ;MASC;SG
اِیجابی	חיוביות	اِیجابی	חיובי	ADJ	ADJ;FEM;PL
اِیجابی	חיובי	اِیجابی	חיובי	ADJ	ADJ;MASC;SG
ایک	אחת	ایک	אחת	NUM	NUM;FEM;SG
ایک	אחד	ایک	אחד	NUM	NUM;MASC;SG
ایک	אחת	ایک	אחת	NUM	NUM;FEM;SG
ایک	אחד	ایک	אחד	NUM	NUM;MASC;SG
ایکتا	התבודדות	ایک	התבודדות	N;NOM;MASC;SG;3	N;FEM;SG
ایکتا	איגוד	ایک	איגוד	N;NOM;MASC;SG;3	N;MASC;SG
ایکتا	איחוד	ایک	None	N;NOM;MASC;SG;3	N;MASC;SG
ایکتا	בדידות	ایک	בדידות	N;NOM;MASC;SG;3	N;FEM;SG
ایکتا	האחדות	ایک	האחדה	N;NOM;MASC;SG;3	N;FEM;SG
ایکتا	הרמוניה	ایک	הרמוניה	N;NOM;MASC;SG;3	N;FEM;SG
ایلچی	שליחה	ایلچی	שליחה	N;NOM;MASC;SG;3	N;FEM;SG
ایلچی	שליח	ایلچی	שליח	N;NOM;MASC;SG;3	N;MASC;SG
ایلچی	נציג	ایلچی	נציג	N;NOM;MASC;SG;3	N;MASC;SG
ایلچی	דיפלומט	ایلچی	דיפלומט	N;NOM;MASC;SG;3	N;MASC;SG
ایلچی	שליחה	ایلچی	שליחה	N;NOM;MASC;SG;3	N;FEM;SG
ایلچی	שליח	ایلچی	שליח	N;NOM;MASC;SG;3	N;MASC;SG
ایلچی	נציג	ایلچی	נציג	N;NOM;MASC;SG;3	N;MASC;SG
ایلچی	דיפלומט	ایلچی	דיפלומט	N;NOM;MASC;SG;3	N;MASC;SG
اِیں	זה	یہ	זה	PRO;SG;3	PRO;MASC;SG;3
اینچ	מותח	اینچ	מתח		
اینچنا	לכתוב	اینچنا	כתב	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
اینچنا	תכתוב	اینچنا	כתב	V;MASC;SG;NFIN;ACT	V;MASC;SG;2;FUT;ACT
اینچنا	למשוך	اینچنا	משך	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
اینچنا	לצייר	اینچنا	צייר	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
آب	כבוד	آب	כבוד	N;NOM;MASC;SG;3	N;MASC;SG
آب	הברקה	آب	הברקה	N;NOM;MASC;SG;3	N;FEM;SG
آب	אלגנטיות	آب	אלגנטיות	N;NOM;MASC;SG;3	N;FEM;SG
آب	בהירות	آب	בהירות	N;NOM;MASC;SG;3	N;FEM;SG
آب	זיעה	آب	זיעה	N;NOM;MASC;SG;3	N;FEM;SG
آب	מוניטין	آب	מוניטין	N;NOM;MASC;SG;3	N;MASC;SG
آب	כבוד	آب	כבוד	N;NOM;MASC;SG;3	N;MASC;SG
آب	הברקה	آب	הברקה	N;NOM;MASC;SG;3	N;FEM;SG
آب	אלגנטיות	آب	אלגנטיות	N;NOM;MASC;SG;3	N;FEM;SG
آب	בהירות	آب	בהירות	N;NOM;MASC;SG;3	N;FEM;SG
آب	זיעה	آب	זיעה	N;NOM;MASC;SG;3	N;FEM;SG
آب	מוניטין	آب	מוניטין	N;NOM;MASC;SG;3	N;MASC;SG
آبادی	הסדר	آبادی	הסדר	N;NOM;FEM;SG;3	N;MASC;SG
آبادی	יישוב	آبادی	יישוב	N;NOM;FEM;SG;3	N;MASC;SG
آبادی	אוכלוסיית	آبادی	אוכלוסייה	N;NOM;FEM;SG;3	N;PSSD;FEM;SG
آبادی	אוכלוסייה	آبادی	אוכלוסייה	N;NOM;FEM;SG;3	N;FEM;SG
آبادی	אוכלוסיה	آبادی	אוכלוסיה	N;NOM;FEM;SG;3	N;FEM;SG
آبادی	פעילות	آبادی	פעילות	N;NOM;FEM;SG;3	N;FEM;SG
آبادیاتی	דמוגרפיים	آبادیاتی	דמוגרפי	ADJ;NOM	ADJ;MASC;PL
آباہن	בברכה	آباہن	בברכה		
آبائی	תורשתי	آبائی	תורשתי	ADJ	ADJ;MASC;SG
آپ	עצמך	آپ	עצמו	PRO;ACC	PRO;MASC;SG;2;REFL
آپ	אתה	آپ	הוא	PRO;ACC	PRO;MASC;SG;2
آپ	עצמי	آپ	עצמו	PRO;ACC	PRO;SG;1;REFL
آپ	עצמך	آپ	עצמו	PRO;ACC	PRO;MASC;SG;2;REFL
آتا	בא	آ	בא	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST;ACT
آتا	מגיע	آ	הגיע	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
آتش	כעס	آتش	כעס	N;NOM;MASC;SG;3	N;MASC;SG
آتش	אהבה	آتش	אהבה	N;NOM;MASC;SG;3	N;FEM;SG
آتش	להבה	آتش	להבה	N;NOM;MASC;SG;3	N;FEM;SG
آتش	להט	آتش	להט	N;NOM;MASC;SG;3	N;MASC;SG
آتش	תשוקה	آتش	תשוקה	N;NOM;MASC;SG;3	N;FEM;SG
آتش	אש	آتش	אש	N;NOM;MASC;SG;3	N;FEM;SG
آتش	שריפה	آتش	שריף	N;NOM;MASC;SG;3	N;FEM;SG
آتش	זעם	آتش	זעם	N;NOM;MASC;SG;3	N;MASC;SG
آتِشگیر	נפץ	آتِشگیر	נפץ	N;NOM;MASC;SG;3	N;MASC;SG
آتی	בא	آ	בא	V;IPFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;3;PST;ACT
آتی	מגיע	آ	הגיע	V;IPFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
آتے	באים	آ	בא	V;IPFV;MASC;PL;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
آٹا	ארוחה	آٹا	ארוחה	N;NOM;MASC;SG;3	N;FEM;SG
آٹھ	שמונה	آٹھ	שמונה	NUM	NUM;FEM;SG
آثار	תסמין	آثار	תסמין	N;NOM;MASC;SG;3	N;MASC;SG
آثار	סימפטומים	آثار	סימפטום	N;NOM;MASC;SG;3	N
آثار	בסיס	آثار	בסיס	N;NOM;MASC;SG;3	N;MASC;SG
آخِری	אחרונה	آخِری	אחרון	ADJ	ADJ;FEM;SG
آخِری	אחרונים	آخِری	אחרון	ADJ	ADJ;MASC;PL
آخِری	אחרון	آخِری	אחרון	ADJ	ADJ;MASC;SG
آخِری	קיצוניות	آخِری	קיצוני	ADJ	ADJ;FEM;PL
آخِریں	אחרונות	آخِر	אחרון	N;NOM;MASC;PL;3	N;FEM;PL
آخِریں	סופיות	آخِر	סופיות	N;NOM;MASC;PL;3	N;FEM;PL
آخور	טינופת	آخور	טינופת		
آخور	סרב	آخور	סרב		
آخور	זבל	آخور	זבל		
آخیر	סופו	آخیر	סופה		
آخیر	קץ	آخیر	קץ		
آخیر	סופי	آخیر	סופי		
آد	עתיקות	آد	עתיקות		
آد	עתיק	آد	עתיק		
آد	המקור	آد	המקור		
آداب	נימוס	آداب	נימוס	N;NOM;MASC;SG;3	N;MASC;SG
آداب	פרוטוקול	آداب	פרוטוקול	N;NOM;MASC;SG;3	N;MASC;SG
آداب	אדיבות	آداب	אדיבות	N;NOM;MASC;SG;3	N;FEM;SG
آدرش	ראי	آدرش	ראי		
آدرش	שלט	آدرش	שלט		
آدرش	יעד	آدرش	יעד		
آدرش	כוון	آدرش	כוון		
آدمی	שליחה	آدمی	שליחה	N;NOM;MASC;SG;3	N;FEM;SG
آدمی	שליח	آدمی	שליח	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	משרת	آدمی	משרה	N;NOM;MASC;SG;3	N;FEM;SG
آدمی	גבר	آدمی	גבר	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	אדם	آدمی	אדם	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	בעל	آدمی	בעל	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	בוגרת	آدمی	בוגר	N;NOM;MASC;SG;3	N;FEM;SG
آدمی	שליחה	آدمی	שליחה	N;NOM;MASC;SG;3	N;FEM;SG
آدمی	שליח	آدمی	שליח	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	אדם	آدمی	אדם	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	משרת	آدمی	משרה	N;NOM;MASC;SG;3	N;FEM;SG
آدمی	גבר	آدمی	גבר	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	אדם	آدمی	אדם	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	בעל	آدمی	בעל	N;NOM;MASC;SG;3	N;MASC;SG
آدمی	בוגרת	آدمی	בוגר	N;NOM;MASC;SG;3	N;FEM;SG
آرائش	הלבשה	آرائش	הלבשה	N;NOM;MASC;SG;3	N;FEM;SG
آرائش	הסדר	آرائش	הסדר	N;NOM;MASC;SG;3	N;MASC;SG
آرائش	סידור	آرائش	סידור	N;NOM;MASC;SG;3	N;MASC;SG
آرائش	הלבשה	آرائش	הלבשה	N;NOM;MASC;SG;3	N;FEM;SG
آرائش	קישוט	آرائش	קישוט	N;NOM;MASC;SG;3	N;MASC;SG
آرائش	הסדר	آرائش	הסדר	N;NOM;MASC;SG;3	N;MASC;SG
آرائش	סידור	آرائش	סידור	N;NOM;MASC;SG;3	N;MASC;SG
آرائی	הסדר	آرائی	הסדר	N;NOM;MASC;SG;3	N;MASC;SG
آرائی	סידור	آرائی	סידור	N;NOM;MASC;SG;3	N;MASC;SG
آرد	קמח	آرد	קמח		
آرمیدگی	נוחות	آرمیدگی	נוחות	N;NOM;MASC;SG;3	N;FEM;SG
آرمیدہ	נחים	آرمیدہ	נחים	ADJ	ADJ;MASC;PL
آڑ	קיר	آڑ	קיר	N;NOM;MASC;SG;3	N;MASC;SG
آڑ	גדר	آڑ	גדר	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	סמויה	آڑ	סמוי	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	עקמומיות	آڑ	עקמומיות	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	הגנה	آڑ	הגנה	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	כיסוי	آڑ	כיסוי	N;NOM;MASC;SG;3	N;MASC;SG
آڑ	חיפוי	آڑ	חיפוי	N;NOM;MASC;SG;3	N;MASC;SG
آڑ	ערובה	آڑ	ערובה	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	תמיכה	آڑ	תמיכה	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	בטיחות	آڑ	בטיחות	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	קיר	آڑ	קיר	N;NOM;MASC;SG;3	N;MASC;SG
آڑ	גדר	آڑ	גדר	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	סמויה	آڑ	סמוי	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	עקמומיות	آڑ	עקמומיות	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	הגנה	آڑ	הגנה	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	כיסוי	آڑ	כיסוי	N;NOM;MASC;SG;3	N;MASC;SG
آڑ	חיפוי	آڑ	חיפוי	N;NOM;MASC;SG;3	N;MASC;SG
آڑ	ערובה	آڑ	ערובה	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	תמיכה	آڑ	תמיכה	N;NOM;MASC;SG;3	N;FEM;SG
آڑ	בטיחות	آڑ	בטיחות	N;NOM;MASC;SG;3	N;FEM;SG
آزادی	שחרור	آزادی	שחרור	N;NOM;MASC;SG;3	N;MASC;SG
آزادی	עצמאות	آزادی	עצמאות	N;NOM;MASC;SG;3	N;FEM;SG
آزادی	חופש	آزادی	חופש	N;NOM;MASC;SG;3	N;MASC;SG
آزادی	חירות	آزادی	חירות	N;NOM;MASC;SG;3	N;FEM;SG
آزادی	שחרור	آزادی	שחרור	N;NOM;MASC;SG;3	N;MASC;SG
آزادی	עצמאות	آزادی	עצמאות	N;NOM;MASC;SG;3	N;FEM;SG
آزار	אבוי	آزار	אבוי		
آزار	צרה	آزار	צר		
آزاری	אכזריות	آزاری	אכזרי	N;NOM;FEM;SG;3	N;FEM;SG
آزاری	האכזריות	آزاری	האכזריות	N;NOM;FEM;SG;3	N;FEM;SG
آزاری	עינוי	آزاری	עינוי	N;NOM;FEM;SG;3	N;MASC;SG
آزُردگی	מצוקה	آزُردگی	מצוקה	N;NOM;MASC;SG;3	N;FEM;SG
آزُردگی	כעס	آزُردگی	כעס	N;NOM;MASC;SG;3	N;MASC;SG
آزُردہ	עצוב	آزُردہ	עצוב	ADJ	ADJ;MASC;SG
آزُردہ	עצובה	آزُردہ	עצוב	ADJ	ADJ;FEM;SG
آزمانا	תנסי	آزما	תנסי	V;SG;ACT	V;SG;1;PST;ACT
آزمانا	תנסה	آزما	ניסה	V;SG;ACT	V;FEM;SG;3;FUT;ACT
آزمائش	משפט	آزمائش	משפט	N;NOM;MASC;SG;3	N;MASC;SG
آزمائش	מבחן	آزمائش	מבחן	N;NOM;MASC;SG;3	N;MASC;SG
آزمائش	בדיקה	آزمائش	בדיקה	N;NOM;MASC;SG;3	N;FEM;SG
آزمُودہ	מוכחת	آزمُودہ	מוכחה	ADJ	ADJ;FEM;SG
آزمُودہ	מוכח	آزمُودہ	מוכח	ADJ	ADJ;MASC;SG
آس	האמונה	آس	האמונה		
آس	פיית	آس	פיית		
آس	חשק	آس	חשק		
آس	הדס	آس	הדס		
آس	הופ	آس	הופ		
آس	משאלה	آس	משאלה		
آس	הלוואי	آس	הלוואי		
آسان	נוחה	آسان	נוח	ADJ	ADJ;FEM;SG
آسان	קל	آسان	קל	ADJ	ADJ;MASC;SG
آسان	נוחה	آسان	נוח	ADJ	ADJ;FEM;SG
آسانی	מתקן	آسانی	מתקן	N;NOM;MASC;SG;3	N;MASC;SG
آسائش	נוחות	آسائش	נוחות	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	נסיגה	آسرا	נסיגה	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	אמון	آسرا	אמון	N;NOM;MASC;SG;3	N;MASC;SG
آسرا	הבטחה	آسرا	הבטחה	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	ציפייה	آسرا	ציפייה	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	הציפייה	آسرا	הציפייה	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	הסתמכות	آسرا	הסתמכות	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	התקווה	آسرا	התקווה	N;NOM;MASC;SG;3	N
آسرا	תקווה	آسرا	תקווה	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	אמונה	آسرا	אמונה	N;NOM;MASC;SG;3	N;FEM;SG
آسرا	אמון	آسرا	אמון	N;NOM;MASC;SG;3	N;MASC;SG
آسرا	ביטחון	آسرا	ביטחון	N;NOM;MASC;SG;3	N;MASC;SG
آسمان	שמיים	آسمان	שמיים	N;NOM;MASC;SG;3	N
آسمان	שמיים	آسمان	שמיים	N;NOM;MASC;SG;3	N
آسمانی	גבוה	آسمانی	גבוה	ADJ	ADJ;MASC;SG
آسمانی	עליון	آسمانی	עליון	ADJ	ADJ;MASC;SG
آشکار	גלוי	آشکار	גלוי	ADJ	ADJ;MASC;SG
آشکار	ברור	آشکار	ברור	ADJ	ADJ;MASC;SG
آشکار	נקי	آشکار	נקי	ADJ	ADJ;MASC;SG
آشکار	גלוי	آشکار	גלוי	ADJ	ADJ;MASC;SG
آشکار	ברור	آشکار	ברור	ADJ	ADJ;MASC;SG
آشکار	נקי	آشکار	נקי	ADJ	ADJ;MASC;SG
آشمال	משרת	آشمال	משרה	N	N;FEM;SG
آشنا	מודע	آشنا	מודע	ADJ	ADJ;MASC;SG
آشنا	מודעת	آشنا	מודעה	ADJ	ADJ;FEM;SG
آشوب	הפחד	آشوب	הפחד		
آغاز	התחלה	آغاز	התחלה	N;NOM;MASC;SG;3	N;FEM;SG
آغاز	מקור	آغاز	מקור	N;NOM;MASC;SG;3	N;MASC;SG
آغاز	התחלה	آغاز	התחלה	N;NOM;MASC;SG;3	N;FEM;SG
آغاز	התחלה	آغاز	התחלה	N;NOM;MASC;SG;3	N;FEM;SG
آغاز	מקור	آغاز	מקור	N;NOM;MASC;SG;3	N;MASC;SG
آغاز	התחלה	آغاز	התחלה	N;NOM;MASC;SG;3	N;FEM;SG
آغوش	צד	آغوش	צד	N;NOM;MASC;SG;3	N;MASC;SG
آغوش	אבזם	آغوش	אבזם	N;NOM;MASC;SG;3	N;MASC;SG
آفت	מצוקה	آفت	מצוקה	N;NOM;FEM;SG;3	N;FEM;SG
آفت	רעש	آفت	רעש	N;NOM;FEM;SG;3	N;MASC;SG
آفت	אכזריות	آفت	אכזרי	N;NOM;FEM;SG;3	N;FEM;SG
آفت	האכזריות	آفت	האכזריות	N;NOM;FEM;SG;3	N;FEM;SG
آفت	אכזריות	آفت	אכזרי	N;NOM;FEM;SG;3	N;FEM;SG
آفت	קושי	آفت	קושי	N;NOM;FEM;SG;3	N;MASC;SG
آفت	אומללות	آفت	אומללות	N;NOM;FEM;SG;3	N;FEM;SG
آفت	הרוע	آفت	הרוע	N;NOM;FEM;SG;3	N;MASC;SG
آفت	אסון	آفت	אסון	N;NOM;FEM;SG;3	N;MASC;SG
آفت	אומללות	آفت	אומללות	N;NOM;FEM;SG;3	N;FEM;SG
آفت	בעייה	آفت	בעיה	N;NOM;FEM;SG;3	N;FEM;SG
آفت	בעיה	آفت	בעיה	N;NOM;FEM;SG;3	N;FEM;SG
آفریں	שבחים	آفر	שבח	N;NOM;MASC;PL;3	N;MASC;PL
آقا	אדון	آقا	אדון		
آقا	אדון	آقا	אדון		
آگ	תאווה	آگ	תאווה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	תשוקה	آگ	תשוקה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	מרד	آگ	מרד	N;NOM;FEM;SG;3	N;MASC;SG
آگ	כעס	آگ	כעס	N;NOM;FEM;SG;3	N;MASC;SG
آگ	התלהבות	آگ	התלהבות	N;NOM;FEM;SG;3	N;FEM;SG
آگ	להבה	آگ	להבה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	קנאה	آگ	קנאה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	קינאה	آگ	קינא	N;NOM;FEM;SG;3	N;FEM;SG
آگ	שנאה	آگ	שנאה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	להט	آگ	להט	N;NOM;FEM;SG;3	N;MASC;SG
آگ	תשוקה	آگ	תשוקה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	אש	آگ	אש	N;NOM;FEM;SG;3	N;FEM;SG
آگ	שריפה	آگ	שריף	N;NOM;FEM;SG;3	N;FEM;SG
آگ	קנאה	آگ	קנאה	N;NOM;FEM;SG;3	N;FEM;SG
آگ	תשוקה	آگ	תשוקה	N;NOM;FEM;SG;3	N;FEM;SG
آگا	חזית	آگا	חזית	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	ערנות	آگاہی	ערנות	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	תובנה	آگاہی	תובן	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	מידע	آگاہی	מידע	N;NOM;MASC;SG;3	N;MASC;SG
آگاہی	אינפורמציה	آگاہی	אינפורמציה	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	ידע	آگاہی	ידע	N;NOM;MASC;SG;3	N;MASC;SG
آگاہی	המודעות	آگاہی	המודעות	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	ערנות	آگاہی	ערנות	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	תובנה	آگاہی	תובן	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	מידע	آگاہی	מידע	N;NOM;MASC;SG;3	N;MASC;SG
آگاہی	אינפורמציה	آگاہی	אינפורמציה	N;NOM;MASC;SG;3	N;FEM;SG
آگاہی	ידע	آگاہی	ידע	N;NOM;MASC;SG;3	N;MASC;SG
آگہی	המודעות	آگہی	המודעות	N;NOM;MASC;SG;3	N;FEM;SG
آگے	הלאה	آگے	הלאה	ADV;NOM;MASC;SG;3	ADV
