for	pre	for	pre	ADP	ADP;ACC
indsats	snahu	indsats	snaha	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
video	video	video	video	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
video	videa	video	videa	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
udlandet	zahraničí	udland	zahraničie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
leksikon	lexikón	leksikon	lexikón	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
klaver	piano	klave	piano	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
klaver	klavír	klave	klavír	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rum	úsek	rum	úsek	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
rum	oddelenie	rum	oddelenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
rum	miestnosť	rum	miestnosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
rum	izbu	rum	izba	N;INDF;NEUT;SG	N;ACC;FEM;SG
rum	izba	rum	izba	N;INDF;NEUT;SG	N;NOM;FEM;SG
rum	priestor	rum	priestor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
rum	priestoru	rum	priestor	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
omfattede	zahrnúť	omfatte	zahrnúť	V;IND;PST;FIN;ACT	V;PFV;POS;NFIN
øerne	ostrovov	øerne	ostrov	N;DEF;NEUT;PL	N;INAN;GEN;MASC;PL
øerne	ostrovy	øerne	ostrov	N;DEF;NEUT;PL	N;INAN;NOM;MASC;PL
aftale	vymenovanie	aftale	vymenovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
aftale	menovanie	aftale	menovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
aftale	stretnutie	aftale	stretnutie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
aftale	dohoda	aftale	dohoda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
aftale	dohodou	aftale	dohoda	N;INDF;MASC+FEM;SG	N;INS;FEM;SG
aftale	dohodu	aftale	dohoda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
aftale	dohoda	aftale	dohoda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
websted	web	websted	web	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
websted	webe	websted	wiaba	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
generation	generácia	generation	generácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
generation	generáciu	generation	generácia	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
generation	generovanie	generation	generovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sønner	synovia	søn	syn	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
sønner	synov	søn	syn	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
parken	parku	park	park	N;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
parken	park	park	park	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hitler	hitlera	hitle	hitler	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
hitler	hitler	hitle	hitler	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
anvendelse	prihláška	anvendelse	prihláška	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
anvendelse	aplikácia	anvendelse	aplikácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
anvendelse	žiadosť	anvendelse	žiadosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
anvendelse	uplatňovanie	anvendelse	uplatňovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anvendelse	používanie	anvendelse	používanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anvendelse	použitie	anvendelse	použitie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anvendelse	uplatnenie	anvendelse	uplatnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anvendelse	uplatňovanie	anvendelse	uplatňovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
farver	farieb	farve	farba	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
farver	farbivá	farve	farbivý	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
farver	farby	farve	farba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
farver	farby	farve	farba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
farver	farby	farve	farba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
farver	farby	farve	farba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
stærke	silní	stærk	silný	ADJ;PL	ADJ;ANIM;NOM;MASC;PL
ydre	vonkajšie	ydre	vonkajší	ADJ	ADJ;NOM;NEUT;SG
ydre	vonkajší	ydre	vonkajší	ADJ	ADJ;INAN;NOM;MASC;SG
ydre	vonkajšia	ydre	vonkajší	ADJ	ADJ;NOM;FEM;SG
webside	web	webside	web	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
webside	webe	webside	wiaba	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vækst	rast	vækst	rast	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vækst	nárast	vækst	nárast	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vækst	rastu	vækst	rast	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
bredde	šírka	bredde	šírka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bredde	šírka	bredde	šírka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
arena	arena	arena	arena	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
arena	aréne	arena	arén	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
karen	keren	kar	keren	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
toppen	vrchol	top	vrchol	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
toppen	vrch	top	vrch	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
udvalg	výber	udvalg	výber	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
udvalg	výbor	udvalg	výbor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
udvalg	výbore	udvalg	výbor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
udvalg	výboru	udvalg	výbor	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
kærlighed	laska	kærlighed	laska	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kærlighed	láska	kærlighed	láska	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opgaver	úlohy	opgave	úloha	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
opgaver	úloh	opgave	úloha	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
opgaver	clá	opgave	clo	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
opgaver	povinnosti	opgave	povinnosť	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gården	dvore	gård	dvor	N;DEF;MASC+FEM;SG	N;INAN;ESS;MASC;SG
gården	dvor	gård	dvor	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
internationalt	medzinárodný	international	medzinárodný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
internationalt	medzinárodná	international	medzinárodný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
internationalt	medzinárodné	international	medzinárodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
opfattelse	vnímanie	opfattelse	vnímanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opfattelse	vnímanie	opfattelse	vnímanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ringe	volať	ringe	volať	V;NFIN;ACT	V;IPFV;POS;NFIN
ringe	zavolať	ringe	zavolať	V;NFIN;ACT	V;PFV;POS;NFIN
ringe	volajte	ringe	volať	V;NFIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
sikkert	pravdepodobne	sikkert	pravdepodobne	ADV	ADV
landbrug	poľnohospodárstvo	landbrug	poľnohospodárstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
koncerter	koncertov	koncert	koncert	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
koncerter	koncerty	koncert	koncert	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
ødelagt	zničil	ødelægge	zničiť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ødelagt	pokazil	ødelægge	pokaziť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
jøder	židia	jøde	žid	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
jøder	židom	jøde	žid	N;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
jøder	židov	jøde	žid	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
jøder	židia	jøde	žid	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
flertal	väčšina	flertal	väčšina	N;INDF;NEUT;SG	N;NOM;FEM;SG
flertal	väčšinu	flertal	väčšina	N;INDF;NEUT;SG	N;ACC;FEM;SG
flertal	plurál	flertal	plurál	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
leje	prenájom	leje	prenáj	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
leje	prenájom	leje	prenáj	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
leje	prenájom	leje	prenáj	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
leje	prenájom	leje	prenáj	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
leje	nájom	leje	náj	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
pladser	reštaurácie	plads	reštaurácia	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
pladser	miest	plads	mesto	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
pladser	miesta	plads	miesto	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
pladser	sedačky	plads	sedačka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
pladser	sedadiel	plads	sedadiel	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
pladser	kreslá	plads	kreslo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
pladser	sedadlá	plads	sedadlo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
varer	tovary	vare	tovar	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
varer	tovarov	vare	tovar	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
varer	výrobky	vare	výrobok	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
varer	produkty	vare	produkt	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
varer	produktov	vare	produkt	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
politiet	polícia	politi	polícia	N;DEF;NEUT;SG	N;NOM;FEM;SG
politiet	políciu	politi	polícia	N;DEF;NEUT;SG	N;ACC;FEM;SG
grønne	zelených	grøn	zelený	ADJ;PL	ADJ;GEN;MASC;PL
skabelonen	šablónu	skabelon	šablón	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
teknisk	technický	teknisk	technický	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
teknisk	technická	teknisk	technický	ADJ;INDF;SG	ADJ;NOM;FEM;SG
teknisk	technickej	teknisk	technický	ADJ;INDF;SG	ADJ;GEN;FEM;SG
teknisk	technické	teknisk	technický	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
undersøgelser	obhliadky	undersøgelse	obhliadka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
undersøgelser	prieskumy	undersøgelse	prieskum	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
undersøgelser	zisťovania	undersøgelse	zisťovanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
undersøgelser	prieskumov	undersøgelse	prieskum	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
undersøgelser	štúdie	undersøgelse	štúdia	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
undersøgelser	vyšetrovania	undersøgelse	vyšetrovanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
undersøgelser	vyšetrovania	undersøgelse	vyšetrovanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
undersøgelser	vyšetrenia	undersøgelse	vyšetrenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
burde	malo	burde	mať	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
forbund	aliancia	forbund	aliancia	N;INDF;NEUT;SG	N;NOM;FEM;SG
forbund	spojenectvo	forbund	spojenectvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
forbund	alianciu	forbund	aliancia	N;INDF;NEUT;SG	N;ACC;FEM;SG
forbund	federácia	forbund	federácia	N;INDF;NEUT;SG	N;NOM;FEM;SG
forbund	konfederáciou	forbund	konfederácia	N;INDF;NEUT;SG	N;INS;FEM;SG
forbund	konfederácia	forbund	konfederácia	N;INDF;NEUT;SG	N;NOM;FEM;SG
starter	štartuje	starte	štartovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
starter	začne	starte	začať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
starter	začína	starte	začínať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
starter	začína	starte	začínať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
starter	začíname	starte	začínať	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;1;POS;PRS;FIN
starter	začať	starte	začať	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
starter	spustiť	starte	spustiť	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
masse	hmota	masse	hmota	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
masse	omšu	masse	ono	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
masse	hmotnosť	masse	hmotnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
revolution	revolúciu	revolution	revolúcia	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
revolution	revolúcia	revolution	revolúcia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
årtier	desaťročia	årti	desaťročie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
kongeriget	kráľovstvo	kongerig	kráľovstvo	N;DEF;NEUT;SG	N;NOM;NEUT;SG
youtube	youtube	youtube	youtuba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
aktiviteter	aktivít	aktivitet	aktivita	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
aktiviteter	činnosti	aktivitet	činnosť	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
aktiviteter	aktivity	aktivitet	aktivita	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kanoner	delá	kanon	delo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
kanoner	delá	kanon	delo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
kanoner	zbrane	kanon	zbraň	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kanoner	pištole	kanon	pištol	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kanoner	delá	kanon	delo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
episode	epizóda	episode	epizóda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
titler	názvy	titel	názov	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
titler	tituly	titel	titula	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
populær	populárny	populær	populárny	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
populær	obľúbené	populær	obľúbený	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
populær	populárna	populær	populárny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tekster	textov	tekster	text	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
tekster	znenia	tekster	znenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
tekster	texty	tekster	text	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
tekster	textov	tekster	text	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
tekster	texty	tekster	text	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
kloster	kláštore	kloste	kláštor	N;INDF;NEUT;SG	N;INAN;ESS;MASC;SG
kloster	kláštor	kloste	kláštor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kloster	kláštora	kloste	kláštor	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
kloster	kláštore	kloste	kláštor	N;INDF;NEUT;SG	N;INAN;ESS;MASC;SG
kloster	kláštor	kloste	kláštor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kloster	kláštor	kloste	kláštor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
valdemar	valdemar	valdemar	valdemar	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kinesisk	čínska	kinesisk	čínsky	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kinesisk	čínske	kinesisk	čínsky	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
kinesisk	čínsky	kinesisk	čínsky	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
filosofi	filozofia	filosofi	filozofie	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
filosofi	filozofiu	filosofi	filozofia	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
trådte	vstúpil	træde	vstúpiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
trådte	stúpil	træde	stúpiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
indeholdt	obsahovala	indeholde	obsahovať	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
indeholdt	obsahoval	indeholde	obsahovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
indeholdt	obsahovali	indeholde	obsahovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
årligt	každoročne	årligt	každoročne	ADV	ADV
årligt	ročne	årligt	ročnúť	ADV	ADV
årligt	každoročne	årligt	každoročne	ADV	ADV
årligt	ročne	årligt	ročnúť	ADV	ADV
årligt	ročne	årligt	ročnúť	ADV	ADV
offentlig	verejný	offentlig	verejný	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
offentlig	verejné	offentlig	verejný	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
offentlig	verejná	offentlig	verejný	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
pige	dievča	pige	dievča	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
pige	dievčatko	pige	dievčatko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ramt	udrieť	ramme	udrieť	V;INDF;SG;PST;V.PTCP	V;PFV;POS;NFIN
ramt	udrel	ramme	udrieť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
århundreder	storočia	århundrede	storočie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
århundreder	stáročia	århundrede	stáročie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
virginia	virginia	virginia	virginie	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
veje	ciest	vej	ciesto	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
veje	cesty	vej	cesta	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
grundlæggende	zásadný	grundlæggende	zásadný	ADJ	ADJ;INAN;NOM;MASC;SG
grundlæggende	zásadná	grundlæggende	zásadný	ADJ	ADJ;NOM;FEM;SG
grundlæggende	základný	grundlæggende	základný	ADJ	ADJ;INAN;NOM;MASC;SG
grundlæggende	základné	grundlæggende	základný	ADJ	ADJ;NOM;NEUT;SG
grundlæggende	základného	grundlæggende	základný	ADJ	ADJ;GEN;NEUT;SG
grundlæggende	základná	grundlæggende	základný	ADJ	ADJ;NOM;FEM;SG
lavere	nižšia	lav	nízky	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
efterfølger	pokračovanie	efterfølge	pokračovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
efterfølger	nástupca	efterfølge	nástupca	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
efterfølger	nástupcu	efterfølge	nástupca	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
efterfølger	nástupcom	efterfølge	nástupca	N;INDF;MASC+FEM;SG	N;ANIM;INS;MASC;SG
linjer	čiary	linje	čiara	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
linjer	riadkov	linje	riadok	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
linjer	linky	linje	linka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
linjer	riadky	linje	riadok	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
linjer	trate	linje	triata	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ønske	želanie	ønske	želanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ønske	túžbu	ønske	túžba	N;INDF;NEUT;SG	N;ACC;FEM;SG
ønske	túžba	ønske	túžba	N;INDF;NEUT;SG	N;NOM;FEM;SG
ønske	želanie	ønske	želanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
oprette	vytvárať	oprette	vytvárať	V;NFIN;ACT	V;IPFV;POS;NFIN
oprette	vytvorte	oprette	vytvoriť	V;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
oprette	vytvoriť	oprette	vytvoriť	V;NFIN;ACT	V;PFV;POS;NFIN
oprette	vytvára	oprette	vytvárať	V;NFIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
oprettede	vytvorili	oprette	vytvoriť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
oprettede	vytvoril	oprette	vytvoriť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
måder	spôsoby	måde	spôsob	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
måder	spôsobov	måde	spôsob	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
forsøger	skúša	forsøge	skúša	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
forsøger	pokúša	forsøge	pokúšať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
forsøger	pokúsi	forsøge	pokúsi	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
forsøger	skúšam	forsøge	skúšať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
ophold	bydlisko	ophold	bydlisko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ophold	pobyt	ophold	pobyt	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ophold	zostaň	ophold	zostať	N;INDF;NEUT;SG	N;ANIM;VOC;MASC;SG
bro	braček	bro	braček	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bro	most	bro	most	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bro	mostík	bro	mostík	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bro	mosta	bro	most	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
kinesiske	čínskych	kinesisk	čínsky	ADJ;PL	ADJ;GEN;MASC;PL
tidlig	skoré	tidlig	skorý	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
diverse	rozličné	diverse	rozličný	ADJ	ADJ;NOM;NEUT;SG
diverse	rôzne	diverse	rôzny	ADJ	ADJ;NOM;NEUT;SG
les	les	les	les	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
egenskaber	ukazovatele	egenskab	ukazovateľ	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
egenskaber	vlastnosti	egenskab	vlastnosť	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	charakteristiky	egenskab	charakteristika	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	funkcie	egenskab	funkcia	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	vlastnosti	egenskab	vlastnosť	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	charakteristiky	egenskab	charakteristika	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	prvky	egenskab	prvok	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
egenskaber	vlastnosti	egenskab	vlastnosť	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	nehnuteľnosti	egenskab	nehnuteľnosť	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
egenskaber	atribúty	egenskab	atribút	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
egenskaber	atribútov	egenskab	atribút	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
udvikle	rozvíjať	udvikle	rozvíjať	V;NFIN;ACT	V;IPFV;POS;NFIN
udvikle	vyvíjať	udvikle	vyvíjať	V;NFIN;ACT	V;IPFV;POS;NFIN
udvikle	vyvinúť	udvikle	vyvinúť	V;NFIN;ACT	V;PFV;POS;NFIN
udvikle	rozvinúť	udvikle	rozvinúť	V;NFIN;ACT	V;PFV;POS;NFIN
teori	teória	teori	teória	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ankom	došiel	ankomme	dojsť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ankom	prišiel	ankomme	prísť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ankom	dorazil	ankomme	doraziť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ankom	prišli	ankomme	prísť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ankom	dorazili	ankomme	doraziť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ankom	prišla	ankomme	prísť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
kraftigt	ostro	kraftigt	ostro	ADV	ADV
kraftigt	dôrazne	kraftigt	dôrazne	ADV	ADV
kraftigt	silno	kraftigt	silno	ADV	ADV
kraftigt	silne	kraftigt	silne	ADV	ADV
kraftigt	rázne	kraftigt	rázne	ADV	ADV
kraftigt	dôrazne	kraftigt	dôrazne	ADV	ADV
drift	fungovanie	drift	fungovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
drift	operácia	drift	operácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
drift	prevádzka	drift	prevádzka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vokser	rastie	vokse	rásť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
vokser	rastie	vokse	rásť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
