من	از	مِن	از	ADP	ADP
مدير	کارگردان	مُدِير	کارگردان	N;NOM;INDF;SG	N;SG
مدير	مدیر	مُدِير	مدیر	N;NOM;INDF;SG	N;SG
السابع	هفتم	سَابِع	هفتم	ADJ;NOM;DEF;MASC;SG	ADJ
السابع	هفتم	سَابِع	هفتم	ADJ;NOM;DEF;MASC;SG	ADJ
المصادر	منابع	مَصدَر	منبع	N;NOM;DEF;PL	N;PL
حالات	وضعیتهای	حَالَة	وضعیت	N;NOM;INDF;PL	N;PL
حالات	موارد	حَالَة	مورد	N;NOM;INDF;PL	N;PL
القائمة	فهرست	قَائِمَة	فهرست	N;NOM;DEF;SG	N;SG
المتوسط	متوسط	مُتَوَسِّط	متوسط	ADJ;NOM;DEF;MASC;SG	ADJ
المتوسط	متوسط	مُتَوَسِّط	متوسط	ADJ;NOM;DEF;MASC;SG	ADJ
التحرير	ویرایش	تَحرِير	ویرایش	N;NOM;DEF;SG	N;SG
التحرير	آزادسازی	تَحرِير	آزادسازی	N;NOM;DEF;SG	N;SG
التحرير	سرمقاله	تَحرِير	سرمقاله	N;NOM;DEF;SG	N;SG
التحرير	تدوین	تَحرِير	تدوین	N;NOM;DEF;SG	N;SG
التحرير	ویرایش	تَحرِير	ویرایش	N;NOM;DEF;SG	N;SG
مصطلح	ترم	مُصطَلَح	ترم	N;NOM;INDF;SG	N;SG
مصطلح	اصطلاح	مُصطَلَح	None	N;NOM;INDF;SG	N;SG
الهواء	ایر	هَوَاء	ایر	N;NOM;DEF;SG	N;SG
الهواء	هوا	هَوَاء	هوا	N;NOM;DEF;SG	N;SG
الطريقة	متد	طَرِيقَة	متد	N;NOM;DEF;SG	N;SG
الطريقة	روش	طَرِيقَة	روش	N;NOM;DEF;SG	N;SG
الطريقة	راه	طَرِيقَة	راه	N;NOM;DEF;SG	N;SG
المدارس	مدارس	مَدرَسَة	None	N;NOM;DEF;PL	N;PL
مدة	دوام	مُدَّة	دوام	N;NOM;INDF;SG	N;SG
علوم	علوم	عِلم	علم	N;NOM;INDF;PL	N;PL
علوم	علوم	عِلم	علم	N;NOM;INDF;PL	N;PL
الفضاء	فضای	فَضَاء	فضا	N;NOM;DEF;SG	N;SG
الفضاء	فضا	فَضَاء	فضا	N;NOM;DEF;SG	N;SG
الفضاء	فضایی	فَضَاء	فضا	N;NOM;DEF;SG	N;SG
الفضاء	فاصله	فَضَاء	فاصله	N;NOM;DEF;SG	N;SG
جيش	لشگر	جَيش	لشگر	N;NOM;INDF;SG	N;SG
جيش	ارتش	جَيش	ارتش	N;NOM;INDF;SG	N;SG
جيش	ارتشی	جَيش	ارتشی	N;NOM;INDF;SG	N;SG
جيش	سپاه	جَيش	سپاه	N;NOM;INDF;SG	N;SG
جيش	لشکر	جَيش	None	N;NOM;INDF;SG	N;SG
مهرجان	عیدی	مَهرَجَان	عیدی	N;NOM;INDF;SG	N;SG
مهرجان	جشنواره	مَهرَجَان	جشنواره	N;NOM;INDF;SG	N;SG
ساعة	ساعتی	سَاعَة	ساعت	N;NOM;INDF;SG	N;SG
ساعة	ساعت	سَاعَة	ساعت	N;NOM;INDF;SG	N;SG
ساعة	کلاک	سَاعَة	کلاک	N;NOM;INDF;SG	N;SG
ساعة	ساعت	سَاعَة	ساعت	N;NOM;INDF;SG	N;SG
كاتب	نویسنده	كَاتِب	نویسنده	N;NOM;INDF;SG	N;SG
كاتب	مؤلف	كَاتِب	مؤلف	N;NOM;INDF;SG	N;SG
كاتب	نویسندۀ	كَاتِب	نویسندۀ	N;NOM;INDF;SG	N;SG
كاتب	نویسنده	كَاتِب	نویسنده	N;NOM;INDF;SG	N;SG
جوائز	جوایز	جَائِزَة	جایزه	N;NOM;INDF;PL	N;PL
جوائز	جوایز	جَائِزَة	جایزه	N;NOM;INDF;PL	N;PL
القوة	قوت	قُوَّة	قوت	N;NOM;DEF;SG	N;SG
القوة	نیرو	قُوَّة	نیرو	N;NOM;DEF;SG	N;SG
القوة	قدرت	قُوَّة	قدرت	N;NOM;DEF;SG	N;SG
القوة	استحکام	قُوَّة	استحکام	N;NOM;DEF;SG	N;SG
القوة	زور	قُوَّة	زور	N;NOM;DEF;SG	N;SG
القوة	اجباری	قُوَّة	اجباری	N;NOM;DEF;SG	N;SG
القوة	نیرو	قُوَّة	نیرو	N;NOM;DEF;SG	N;SG
القوة	اجبار	قُوَّة	اجبار	N;NOM;DEF;SG	N;SG
القوة	قدرت	قُوَّة	قدرت	N;NOM;DEF;SG	N;SG
القوة	پاور	قُوَّة	پاور	N;NOM;DEF;SG	N;SG
القوة	توان	قُوَّة	توان	N;NOM;DEF;SG	N;SG
القوة	power	قُوَّة	power	N;NOM;DEF;SG	N;SG
القوة	قدرتش	قُوَّة	قدرتش	N;NOM;DEF;SG	N;SG
المشاركة	اشتراک	مُشَارَكَة	اشتراک	N;NOM;DEF;SG	N;SG
المشاركة	مشارکت	مُشَارَكَة	مشارکت	N;NOM;DEF;SG	N;SG
الجوائز	جوایز	جَائِزَة	جایزه	N;NOM;DEF;PL	N;PL
الجوائز	جوایز	جَائِزَة	جایزه	N;NOM;DEF;PL	N;PL
تصميم	دیزاین	تَصمِيم	دیزاین	N;NOM;INDF;SG	N;SG
تصميم	طرح	تَصمِيم	طرح	N;NOM;INDF;SG	N;SG
تصميم	طراحی	تَصمِيم	طراحی	N;NOM;INDF;SG	N;SG
تصميم	طراحی	تَصمِيم	طراحی	N;NOM;INDF;SG	N;SG
حلب	حلب	حَلَب	حلب	N;NOM;INDF;SG	N;SG
النقل	انتقال	نَقل	انتقال	N;NOM;DEF;SG	N;SG
النقل	انتقال	نَقل	انتقال	N;NOM;DEF;SG	N;SG
النقل	ترابری	نَقل	None	N;NOM;DEF;SG	N;SG
الواقع	واقعیت	وَاقِع	واقعیت	N;NOM;DEF;SG	N;SG
المسلحة	مسلح	مُسَلَّح	None	ADJ;NOM;DEF;FEM;SG	ADJ
مقاطعات	نواحی	مُقَاطَعَة	ناحیه	N;NOM;INDF;PL	N;PL
مقاطعات	مناطق	مُقَاطَعَة	منطقه	N;NOM;INDF;PL	N;PL
مقاطعات	شهرستانهای	مُقَاطَعَة	شهرستان	N;NOM;INDF;PL	N;PL
شهادة	گواهینامه	شَهَادَة	گواهینامه	N;NOM;INDF;SG	N;SG
شهادة	گواهی	شَهَادَة	گواهی	N;NOM;INDF;SG	N;SG
شهادة	شهادت	شَهَادَة	شهادت	N;NOM;INDF;SG	N;SG
الشخص	شخص	شَخص	شخص	N;NOM;DEF;SG	N;SG
تلفزيون	تلویزیون	تِلفِزيُون	تلویزیون	N;NOM;INDF;SG	N;SG
النفس	نفس	نَفس	نفس	N;NOM;DEF;SG	N;SG
المرض	بیماری	مَرَض	بیماری	N;NOM;DEF;SG	N;SG
المرض	بیماری	مَرَض	بیماری	N;NOM;DEF;SG	N;SG
المرض	ناخوشی	مَرَض	ناخوشی	N;NOM;DEF;SG	N;SG
المرض	مرضی	مَرَض	مرضی	N;NOM;DEF;SG	N;SG
المرض	بیماری	مَرَض	بیماری	N;NOM;DEF;SG	N;SG
شارع	استریت	شَارِع	استریت	N;NOM;INDF;SG	N;SG
شارع	خیابانی	شَارِع	خیابانی	N;NOM;INDF;SG	N;SG
شارع	خیابان	شَارِع	خیابان	N;NOM;INDF;SG	N;SG
شارع	خیابون	شَارِع	خیابون	N;NOM;INDF;SG	N;SG
الثامن	هشتم	ثَامِن	هشتم	ADJ;NOM;DEF;MASC;SG	ADJ
الثامن	هشتمین	ثَامِن	هشتم	ADJ;NOM;DEF;MASC;SG	ADJ;RL
الثامن	هشتم	ثَامِن	هشتم	ADJ;NOM;DEF;MASC;SG	ADJ
الضغط	فشار	ضَغط	فشار	N;NOM;DEF;SG	N;SG
الضغط	فشاری	ضَغط	فشاری	N;NOM;DEF;SG	N;SG
لغات	زبانهای	لُغَة	زبان	N;NOM;INDF;PL	N;PL
لغات	زبانها	لُغَة	زبان	N;NOM;INDF;PL	N;PL
تحرير	ویرایش	تَحرِير	ویرایش	N;NOM;INDF;SG	N;SG
تحرير	تدوین	تَحرِير	تدوین	N;NOM;INDF;SG	N;SG
تحرير	ویرایش	تَحرِير	ویرایش	N;NOM;INDF;SG	N;SG
تغيير	تغییر	تَغيِير	تغییر	N;NOM;INDF;SG	N;SG
صوت	صوت	صَوت	صوت	N;NOM;INDF;SG	N;SG
صوت	صدا	صَوت	صدا	N;NOM;INDF;SG	N;SG
صوت	صدا	صَوت	صدا	N;NOM;INDF;SG	N;SG
صوت	صدای	صَوت	صدا	N;NOM;INDF;SG	N;SG
صوت	صدا	صَوت	صدا	N;NOM;INDF;SG	N;SG
سوق	بازار	سُوق	بازار	N;NOM;INDF;SG	N;SG
سوق	مارکت	سُوق	مارکت	N;NOM;INDF;SG	N;SG
سوق	بازار	سُوق	بازار	N;NOM;INDF;SG	N;SG
سوق	مارکیت	سُوق	مارکیت	N;NOM;INDF;SG	N;SG
سوق	بازاری	سُوق	بازاری	N;NOM;INDF;SG	N;SG
النظر	نگاه	نَظَر	نگاه	N;NOM;DEF;SG	N;SG
النظر	نظاره	نَظَر	نظاره	N;NOM;DEF;SG	N;SG
النظر	رسیدگی	نَظَر	رسیدگی	N;NOM;DEF;SG	N;SG
المستوى	تراز	مُستَوَى	تراز	N;NOM;DEF;SG	N;SG
المستوى	لول	مُستَوَى	None	N;NOM;DEF;SG	N;SG
المستوى	سطح	مُستَوَى	سطح	N;NOM;DEF;SG	N;SG
نسخة	کپی	نُسخَة	None	N;NOM;INDF;SG	N;SG
نسخة	رونوشت	نُسخَة	رونوشت	N;NOM;INDF;SG	N;SG
موضوع	مبحث	مَوضُوع	مبحث	N;NOM;INDF;SG	N;SG
موضوع	موضوع	مَوضُوع	موضوع	N;NOM;INDF;SG	N;SG
موضوع	چهره	مَوضُوع	چهره	N;NOM;INDF;SG	N;SG
موضوع	چهرۀ	مَوضُوع	چهرۀ	N;NOM;INDF;SG	N;SG
موضوع	تم	مَوضُوع	تم	N;NOM;INDF;SG	N;SG
معدل	نرخ	مُعَدَّل	نرخ	N;NOM;INDF;SG	N;SG
معدل	تغییریافته	مُعَدَّل	تغییریافته	N;NOM;INDF;SG	N;SG
الفرق	تفاوت	فِرقَة	تفاوت	N;NOM;DEF;SG	N;SG
الفرق	فرق	فِرقَة	فرق	N;NOM;DEF;SG	N;SG
اللون	رنگ	لَون	رنگ	N;NOM;DEF;SG	N;SG
اللون	رنگ	لَون	رنگ	N;NOM;DEF;SG	N;SG
الدراسة	studying	دِرَاسَة	studying	N;NOM;DEF;SG	N;SG
الدراسة	مطالعه	دِرَاسَة	مطالعه	N;NOM;DEF;SG	N;SG
الدراسة	تحصیل	دِرَاسَة	تحصیل	N;NOM;DEF;SG	N;SG
الدراسة	مطالعه	دِرَاسَة	مطالعه	N;NOM;DEF;SG	N;SG
صحيفة	روزنامه	صَحِيفَة	روزنامه	N;NOM;INDF;SG	N;SG
سياسية	سیاسی	سِيَاسِيّ	سیاسی	ADJ;NOM;INDF;FEM;SG	ADJ
المنظمة	سازمان	مُنَظَّمَة	سازمان	N;NOM;DEF;SG	N;SG
المنظمة	سازماندهی	مُنَظَّمَة	سازماندهی	N;NOM;DEF;SG	N;SG
المنظمة	سازمان	مُنَظَّمَة	سازمان	N;NOM;DEF;SG	N;SG
المنظمة	سازماندهی	مُنَظَّمَة	سازماندهی	N;NOM;DEF;SG	N;SG
الشرطة	پولیس	شُرطَة	پولیس	N;NOM;DEF;SG	N;SG
الشرطة	پلیس	شُرطَة	پلیس	N;NOM;DEF;SG	N;SG
قصيرة	کوتاه	قَصِير	کوتاه	ADJ;NOM;INDF;FEM;SG	ADJ
السلة	سبد	سَلَّة	سبد	N;NOM;DEF;SG	N;SG
دين	دین	دِين	دین	N;NOM;INDF;SG	N;SG
مجموع	کل	مَجمُوع	کل	ADJ;NOM;INDF;MASC;SG	ADJ
منتصف	مید	مُنتَصَف	مید	N;NOM;INDF;SG	N;SG
الساعة	ساعتی	سَاعَة	ساعت	N;NOM;DEF;SG	N;SG
الساعة	ساعت	سَاعَة	ساعت	N;NOM;DEF;SG	N;SG
الساعة	کلاک	سَاعَة	کلاک	N;NOM;DEF;SG	N;SG
الساعة	ساعت	سَاعَة	ساعت	N;NOM;DEF;SG	N;SG
المثال	مثلی	مِثَال	مثلی	N;NOM;DEF;SG	N;SG
المثال	مثال	مِثَال	مثال	N;NOM;DEF;SG	N;SG
المثال	نمونه	مِثَال	نمونه	N;NOM;DEF;SG	N;SG
الهندسة	هندسه	هَندَسَة	هندسه	N;NOM;DEF;SG	N;SG
الهندسة	مهندسی	هَندَسَة	مهندسی	N;NOM;DEF;SG	N;SG
الصحة	سلامت	صِحَّة	سلامت	N;NOM;DEF;SG	N;SG
الصحة	بهداشت	صِحَّة	بهداشت	N;NOM;DEF;SG	N;SG
الصحة	health	صِحَّة	health	N;NOM;DEF;SG	N;SG
الصحة	سلامتی	صِحَّة	سلامتی	N;NOM;DEF;SG	N;SG
الشركات	شرکتها	شَرِكَة	شرکت	N;NOM;DEF;PL	N;PL
الشركات	شرکتهای	شَرِكَة	شرکت	N;NOM;DEF;PL	N;PL
الشركات	احزاب	شَرِكَة	حزب	N;NOM;DEF;PL	N;PL
بلدات	شهرها	بَلدَة	شهر	N;NOM;INDF;PL	N;PL
اللعب	پخش	لَعب	پخش	N;NOM;DEF;SG	N;SG
اللعب	بازی	لَعب	بازی	N;NOM;DEF;SG	N;SG
اللعب	پخش	لَعب	پخش	N;NOM;DEF;SG	N;SG
مباريات	بازیهای	مُبَارَاة	None	N;NOM;INDF;PL	N;PL
مباريات	بازیها	مُبَارَاة	بازی	N;NOM;INDF;PL	N;PL
القارة	قاره	قَارَّة	None	N;NOM;DEF;SG	N;SG
العمليات	عملیات	عَمَلِيَّة	عملیات	N;NOM;DEF;PL	N;PL
العمليات	عملیات	عَمَلِيَّة	عملیات	N;NOM;DEF;PL	N;PL
الحالات	وضعیتهای	حَالَة	وضعیت	N;NOM;DEF;PL	N;PL
الحالات	موارد	حَالَة	مورد	N;NOM;DEF;PL	N;PL
قيادة	رهبری	قِيَادَة	رهبر	N;NOM;INDF;SG	N;SG
قيادة	فرمان	قِيَادَة	فرمان	N;NOM;INDF;SG	N;SG
قيادة	رانندگی	قِيَادَة	None	N;NOM;INDF;SG	N;SG
مخرج	director	مَخرَج	director	N;NOM;INDF;SG	N;SG
مخرج	کارگردان	مَخرَج	کارگردان	N;NOM;INDF;SG	N;SG
مخرج	خروج	مَخرَج	خروج	N;NOM;INDF;SG	N;SG
ترجمة	ترجمه	تَرجَمَة	ترجمه	N;NOM;INDF;SG	N;SG
الانتخابات	انتخابات	اِنتِخَاب	انتخابات	N;NOM;DEF;PL	N;PL
الانتخابات	انتخاباتی	اِنتِخَاب	انتخابات	N;NOM;DEF;PL	N;PL
الانتخابات	انتخابات	اِنتِخَاب	انتخابات	N;NOM;DEF;PL	N;PL
متحف	موزه	مَتحَف	موزه	N;NOM;INDF;SG	N;SG
دقيقة	دقیقه	دَقِيقَة	دقیقه	N;NOM;INDF;SG	N;SG
فرع	انشعاب	فَرع	انشعاب	N;NOM;INDF;SG	N;SG
فرع	برنچ	فَرع	برنچ	N;NOM;INDF;SG	N;SG
فرع	شاخه	فَرع	شاخه	N;NOM;INDF;SG	N;SG
السنوات	سالهای	سَنَة	سال	N;NOM;DEF;PL	N;PL
السنوات	سالها	سَنَة	سال	N;NOM;DEF;PL	N;PL
الاجتماعي	اجتماعی	اِجتِمَاعِيّ	اجتماعی	ADJ;NOM;DEF;MASC;SG	ADJ
الهدف	عینی	هَدَف	عینی	N;NOM;DEF;SG	N;SG
الهدف	هدف	هَدَف	هدف	N;NOM;DEF;SG	N;SG
الهدف	هدفگیری	هَدَف	هدفگیری	N;NOM;DEF;SG	N;SG
الهدف	گل	هَدَف	گل	N;NOM;DEF;SG	N;SG
الهدف	هدف	هَدَف	هدف	N;NOM;DEF;SG	N;SG
البداية	شروع	بِدَايَة	شروع	N;NOM;DEF;SG	N;SG
البداية	آغاز	بِدَايَة	آغاز	N;NOM;DEF;SG	N;SG
البداية	ابتدای	بِدَايَة	ابتدا	N;NOM;DEF;SG	N;SG
البداية	آغاز	بِدَايَة	آغاز	N;NOM;DEF;SG	N;SG
طرق	راهها	طَرِيقَة	راه	N;NOM;INDF;PL	N;PL
طرق	راههایی	طَرِيقَة	راه	N;NOM;INDF;PL	N;PL
طرق	راههای	طَرِيقَة	راه	N;NOM;INDF;PL	N;PL
طرق	روشهای	طَرِيقَة	روش	N;NOM;INDF;PL	N;PL
طرق	مسیرهای	طَرِيقَة	مسیر	N;NOM;INDF;PL	N;PL
طرق	مسیرها	طَرِيقَة	مسیر	N;NOM;INDF;PL	N;PL
الفن	art	فَنّ	art	N;NOM;DEF;SG	N;SG
الفن	هنر	فَنّ	هنر	N;NOM;DEF;SG	N;SG
الفن	آرت	فَنّ	آرت	N;NOM;DEF;SG	N;SG
حل	حل	حَلّ	حل	N;NOM;INDF;SG	N;SG
حل	چاره	حَلّ	چاره	N;NOM;INDF;SG	N;SG
حل	محلول	حَلّ	None	N;NOM;INDF;SG	N;SG
نائب	معاون	نَائِب	معاون	N;NOM;INDF;SG	N;SG
تصويت	رای	تَصوِيت	None	N;NOM;INDF;SG	N;SG
تصويت	رای	تَصوِيت	None	N;NOM;INDF;SG	N;SG
سابقة	پیشوند	سَابِقَة	پیشوند	N;NOM;INDF;SG	N;SG
سابقة	سابقه	سَابِقَة	سابقه	N;NOM;INDF;SG	N;SG
سابقة	پیشین	سَابِقَة	پیشین	N;NOM;INDF;SG	N;SG
سيارات	ماشینها	سَيَّارَة	ماشین	N;NOM;INDF;PL	N;PL
الطيران	هوانوردی	طَيَرَان	هوانوردی	N;NOM;DEF;SG	N;SG
الطيران	هواپیمایی	طَيَرَان	هواپیمایی	N;NOM;DEF;SG	N;SG
الطيران	پروازی	طَيَرَان	پروازی	N;NOM;DEF;SG	N;SG
الطيران	پرواز	طَيَرَان	پرواز	N;NOM;DEF;SG	N;SG
الطيران	پروازی	طَيَرَان	پروازی	N;NOM;DEF;SG	N;SG
الطيران	پرواز	طَيَرَان	پرواز	N;NOM;DEF;SG	N;SG
الطلاب	دانشجویان	طَالِب	دانشجو	N;NOM;DEF;PL	N;PL
الاقتصاد	اقتصاد	اِقتِصَاد	اقتصاد	N;NOM;DEF;SG	N;SG
الاقتصاد	اقتصاد	اِقتِصَاد	اقتصاد	N;NOM;DEF;SG	N;SG
اللغات	زبانهای	لُغَة	زبان	N;NOM;DEF;PL	N;PL
اللغات	زبانها	لُغَة	زبان	N;NOM;DEF;PL	N;PL
الطبيعي	طبیعی	طَبِيعِيّ	طبیعی	ADJ;NOM;DEF;MASC;SG	ADJ
القمر	قمر	قَمَر	قمر	N;NOM;DEF;SG	N;SG
القمر	ماه	قَمَر	ماه	N;NOM;DEF;SG	N;SG
القمر	moon	قَمَر	moon	N;NOM;DEF;SG	N;SG
الموضوع	مبحث	مَوضُوع	مبحث	N;NOM;DEF;SG	N;SG
الموضوع	موضوع	مَوضُوع	موضوع	N;NOM;DEF;SG	N;SG
الموضوع	چهره	مَوضُوع	چهره	N;NOM;DEF;SG	N;SG
الموضوع	چهرۀ	مَوضُوع	چهرۀ	N;NOM;DEF;SG	N;SG
الموضوع	تم	مَوضُوع	تم	N;NOM;DEF;SG	N;SG
الموضوع	سوژه	مَوضُوع	None	N;NOM;DEF;SG	N;SG
الموضوع	فاعل	مَوضُوع	None	N;NOM;DEF;SG	N;SG
الموضوع	موضوع	مَوضُوع	موضوع	N;NOM;DEF;SG	N;SG
الصوت	صوت	صَوت	صوت	N;NOM;DEF;SG	N;SG
الصوت	صدا	صَوت	صدا	N;NOM;DEF;SG	N;SG
الصوت	صدا	صَوت	صدا	N;NOM;DEF;SG	N;SG
الصوت	صدای	صَوت	صدا	N;NOM;DEF;SG	N;SG
الصوت	صدا	صَوت	صدا	N;NOM;DEF;SG	N;SG
العين	چشم	عَين	چشم	N;NOM;DEF;SG	N;SG
العين	چشمی	عَين	چشم	N;NOM;DEF;SG	N;SG
حيوانات	جانوران	حيوانات	جانور	N;NOM;INDF;PL	N;PL
حيوانات	حیوانات	حيوانات	حیوان	N;NOM;INDF;PL	N;PL
موسيقى	موسیقی	مُوسِيقِيّ	موسیقی	N;NOM;INDF;SG	N;SG
موسيقى	موزیک	مُوسِيقِيّ	موزیک	N;NOM;INDF;SG	N;SG
التجارة	بازرگانی	تِجَارَة	بازرگانی	N;NOM;DEF;SG	N;SG
التجارة	تجارت	تِجَارَة	تجارت	N;NOM;DEF;SG	N;SG
التجارة	تجارت	تِجَارَة	تجارت	N;NOM;DEF;SG	N;SG
الخدمات	خدمات	خِدمَة	خدمت	N;NOM;DEF;PL	N;PL
الخدمات	خدمات	خِدمَة	خدمت	N;NOM;DEF;PL	N;PL
التدريب	آموزش	تَدرِيب	آموزش	N;NOM;DEF;SG	N;SG
التدريب	تمرین	تَدرِيب	تمرین	N;NOM;DEF;SG	N;SG
التدريب	تعلیم	تَدرِيب	تعلیم	N;NOM;DEF;SG	N;SG
التدريب	اموزش	تَدرِيب	اموزش	N;NOM;DEF;SG	N;SG
التدريب	تمرین	تَدرِيب	تمرین	N;NOM;DEF;SG	N;SG
المباراة	بازی	مُبَارَاة	بازی	N;NOM;DEF;SG	N;SG
المباراة	گیم	مُبَارَاة	گیم	N;NOM;DEF;SG	N;SG
المباراة	تطبیق	مُبَارَاة	None	N;NOM;DEF;SG	N;SG
المباراة	مسابقه	مُبَارَاة	مسابقه	N;NOM;DEF;SG	N;SG
المباراة	کبریت	مُبَارَاة	کبریت	N;NOM;DEF;SG	N;SG
المباراة	تطابق	مُبَارَاة	تطابق	N;NOM;DEF;SG	N;SG
صغير	کوچک	صَغِير	کوچک	ADJ;NOM;INDF;MASC;SG	ADJ
علاقات	روابط	عَلَاقَة	رابطه	N;NOM;INDF;PL	N;PL
علاقات	روابط	عَلَاقَة	رابطه	N;NOM;INDF;PL	N;PL
التراث	میراثی	تُرَاث	میراثی	N;NOM;DEF;SG	N;SG
التراث	میراث	تُرَاث	میراث	N;NOM;DEF;SG	N;SG
التراث	میراث	تُرَاث	میراث	N;NOM;DEF;SG	N;SG
التراث	ارث	تُرَاث	ارث	N;NOM;DEF;SG	N;SG
النسخة	نسخۀ	نُسخَة	نسخۀ	N;NOM;DEF;SG	N;SG
النسخة	نسخه	نُسخَة	نسخه	N;NOM;DEF;SG	N;SG
هدف	گل	هَدَف	گل	N;NOM;INDF;SG	N;SG
هدف	هدف	هَدَف	هدف	N;NOM;INDF;SG	N;SG
هدف	هدف	هَدَف	هدف	N;NOM;INDF;SG	N;SG
هدف	هدفگیری	هَدَف	هدفگیری	N;NOM;INDF;SG	N;SG
تطور	تکامل	تَطَوُّر	تکامل	N;NOM;INDF;SG	N;SG
تطور	فرگشت	تَطَوُّر	فرگشت	N;NOM;INDF;SG	N;SG
تطور	تحول	تَطَوُّر	تحول	N;NOM;INDF;SG	N;SG
تطور	evolution	تَطَوُّر	evolution	N;NOM;INDF;SG	N;SG
تطور	اوولوشن	تَطَوُّر	اوولوشن	N;NOM;INDF;SG	N;SG
الشاعر	poet	شَاعِر	poet	N;NOM;DEF;SG	N;SG
الشاعر	شاعری	شَاعِر	شاعر	N;NOM;DEF;SG	N;SG
الشاعر	شاعر	شَاعِر	شاعر	N;NOM;DEF;SG	N;SG
عناصر	موارد	عُنصُر	مورد	N;NOM;INDF;PL	N;PL
عناصر	عناصری	عُنصُر	عناصر	N;NOM;INDF;PL	N;PL
عناصر	عناصر	عُنصُر	عنصر	N;NOM;INDF;PL	N;PL
عناصر	قطعات	عُنصُر	قطعه	N;NOM;INDF;PL	N;PL
عناصر	اجزای	عُنصُر	اجزا	N;NOM;INDF;PL	N;PL
القدرة	گشایش	قُدرَة	گشایش	N;NOM;DEF;SG	N;SG
القدرة	قابلیت	قُدرَة	قابلیت	N;NOM;DEF;SG	N;SG
القدرة	ظرفیت	قُدرَة	ظرفیت	N;NOM;DEF;SG	N;SG
القدرة	گنجایش	قُدرَة	گنجایش	N;NOM;DEF;SG	N;SG
القدرة	توانایی	قُدرَة	توانایی	N;NOM;DEF;SG	N;SG
القدرة	قابلیت	قُدرَة	قابلیت	N;NOM;DEF;SG	N;SG
البلدة	قریه	بَلدَة	قریه	N;NOM;DEF;SG	N;SG
البلدة	شهر	بَلدَة	شهر	N;NOM;DEF;SG	N;SG
البلدة	شهرک	بَلدَة	شهرک	N;NOM;DEF;SG	N;SG
مسرحية	پخش	مَسرَحِيّ	پخش	N;NOM;INDF;SG	N;SG
مسرحية	بازی	مَسرَحِيّ	بازی	N;NOM;INDF;SG	N;SG
السياسة	سیاست	سِيَاسَة	سیاست	N;NOM;DEF;SG	N;SG
السياسة	سیاست	سِيَاسَة	سیاست	N;NOM;DEF;SG	N;SG
مكتبة	کتابخانه	مَكتَبَة	کتابخانه	N;NOM;INDF;SG	N;SG
الكاتب	نویسنده	كَاتِب	نویسنده	N;NOM;DEF;SG	N;SG
الكاتب	مؤلف	كَاتِب	مؤلف	N;NOM;DEF;SG	N;SG
الكاتب	نویسندۀ	كَاتِب	نویسندۀ	N;NOM;DEF;SG	N;SG
الكاتب	نویسنده	كَاتِب	نویسنده	N;NOM;DEF;SG	N;SG
المؤتمر	کنفرانس	مُؤتَمَر	کنفرانس	N;NOM;DEF;SG	N;SG
المؤتمر	همایش	مُؤتَمَر	همایش	N;NOM;DEF;SG	N;SG
المؤتمر	کنگره	مُؤتَمَر	کنگره	N;NOM;DEF;SG	N;SG
الجبل	کوهستانی	جَبَل	کوهستانی	N;NOM;DEF;SG	N;SG
الجبل	کوهی	جَبَل	None	N;NOM;DEF;SG	N;SG
الجبل	کوه	جَبَل	کوه	N;NOM;DEF;SG	N;SG
الجبل	کوهستان	جَبَل	کوهستان	N;NOM;DEF;SG	N;SG
تاريخية	تاریخی	تَارِيخِيّ	تاریخی	ADJ;NOM;INDF;FEM;SG	ADJ
تاريخية	تاریخی	تَارِيخِيّ	تاریخی	ADJ;NOM;INDF;FEM;SG	ADJ
قرب	نزدیک	قُربَ	نزدیک	ADP;ACC	ADP
الخط	خط	خَطّ	خط	N;NOM;DEF;SG	N;SG
الخط	قلم	خَطّ	قلم	N;NOM;DEF;SG	N;SG
الرجل	گای	رَجُل	گا	N;NOM;DEF;SG	N;SG
الرجل	یارو	رَجُل	یارو	N;NOM;DEF;SG	N;SG
الرجل	انسان	رَجُل	انسان	N;NOM;DEF;SG	N;SG
الرجل	مَرد	رَجُل	مَرد	N;NOM;DEF;SG	N;SG
الرجل	مرد	رَجُل	مرد	N;NOM;DEF;SG	N;SG
البلدان	کشورها	بَلَد	کشور	N;NOM;DEF;PL	N;PL
فرقة	بند	فِرقَة	بند	N;NOM;INDF;SG	N;SG
فرقة	گروه	فِرقَة	گروه	N;NOM;INDF;SG	N;SG
فرقة	جوخه	فِرقَة	جوخه	N;NOM;INDF;SG	N;SG
بلد	کانتری	بَلَد	کان	N;NOM;INDF;SG	N;SG
بلد	کشوری	بَلَد	کشوری	N;NOM;INDF;SG	N;SG
بلد	کشور	بَلَد	کشور	N;NOM;INDF;SG	N;SG
بلد	مملکت	بَلَد	مملکت	N;NOM;INDF;SG	N;SG
بلد	ییلاق	بَلَد	ییلاق	N;NOM;INDF;SG	N;SG
الرجال	مردانی	رَجُل	مردانی	N;NOM;DEF;PL	N;PL
الرجال	مردها	رَجُل	مرد	N;NOM;DEF;PL	N;PL
الرجال	مردان	رَجُل	مرد	N;NOM;DEF;PL	N;PL
قبائل	قبایل	قُبَائِلَ	None	N;NOM;INDF;PL	N;PL
قبائل	قبایلی	قُبَائِلَ	قبایلی	N;NOM;INDF;PL	N;PL
