brilla	brille	brilla	briller	V	V;IND;SG;3;PRS;FIN
ducia	dizaines	ducia	dizaine	N	N;FEM;PL
ducia	douzaine	ducia	douzaine	N	N;FEM;SG
localización	localisation	localización	localisation	N	N;FEM;SG
localización	emplacement	localización	emplacement	N	N;MASC;SG
localización	localité	localización	localité	N	N;FEM;SG
localización	lieu	localización	lieu	N	N;MASC;SG
levado	prises	levar	prendre	V	V;FEM;PL;PST;V.PTCP
levado	pris	levar	prendre	V	V;MASC;SG;PST;V.PTCP
levado	prise	levar	prendre	V	V;FEM;SG;PST;V.PTCP
cidadás	citoyens	cidadán	citoyen	N	N;MASC;PL
satisfacer	satisfont	satisfacer	satisfont	V	V;IND;PL;3;PRS;FIN
satisfacer	satisfaire	satisfacer	satisfaire	V	V;NFIN
pioneiros	pionniers	pioneiro	pionnier	N	N;MASC;PL
esperan	espère	esperar	espérer	V	V;IND;SG;3;PRS;FIN
esperan	espérer	esperar	espérer	V	V;NFIN
esperan	attendre	esperar	attendre	V	V;NFIN
esperan	attendant	esperar	attendre	V	V;PRS;V.PTCP
lémbrome	mémoriser	lémbrome	mémoriser	V	V;NFIN
lémbrome	souviens	lémbrome	souvenir	V	V;IND;SG;1;IPFV;FIN
brincar	plaisanter	brincar	plaisanter	V	V;NFIN
lote	lot	lote	lot	N	N;MASC;SG
metais	métaux	metal	métal	N	N;MASC;PL
lixeiro	légère	lixeiro	léger	ADJ	ADJ;FEM;SG
lixeiro	léger	lixeiro	léger	ADJ	ADJ;MASC;SG
acumulación	cumul	acumulación	cumul	N	N;MASC;SG
acumulación	accumulation	acumulación	accumulation	N	N;FEM;SG
raíces	racines	raíz	racine	N	N;FEM;PL
raíces	racine	raíz	racine	N	N;FEM;SG
evidentemente	manifestement	evidente	manifestement	ADV	ADV
evidentemente	evidemment	evidente	evidemment	ADV	ADV
evidentemente	visiblement	evidente	visiblement	ADV	ADV
evidentemente	évidemment	evidente	évidemment	ADV	ADV
condena	temps	condena	temps	N	N;MASC;SG
condena	heure	condena	heure	N	N;FEM;SG
defunto	retard	defunto	retard	N	N;MASC;SG
defunto	dead	defunto	dead	N	N;MASC;SG
fantasma	calèche	fantasma	calèche	N	N;FEM;SG
fantasma	attelage	fantasma	attelage	N	N;MASC;SG
fantasma	ghost	fantasma	ghost	N	N;MASC;SG
fantasma	fantôme	fantasma	fantôme	N	N;MASC;SG
fantasma	fantômes	fantasma	fantôme	N	N;MASC;PL
regrese	revenir	regrese	revenir	V	V;NFIN
escapou	échappée	escapar	échappée	V	V;FEM;SG;PST;V.PTCP
escapou	échappé	escapar	échapper	V	V;MASC;SG;PST;V.PTCP
escapou	évadé	escapar	évader	V	V;MASC;SG;PST;V.PTCP
escapou	échappés	escapar	échappé	V	V;MASC;PL;PST;V.PTCP
tumbas	tombes	tumba	tombe	N	N;FEM;PL
tumbas	tombeaux	tumba	tombeau	N	N;MASC;PL
tumbas	fosses	tumba	fosse	N	N;FEM;PL
colgar	pendre	colgar	pendre	V	V;NFIN
colgar	accrocher	colgar	accrocher	V	V;NFIN
internado	hopital	internado	hopital	N	N;MASC;SG
internado	hôpital	internado	hôpital	N	N;MASC;SG
internado	hospitalisation	internado	hospitalisation	N	N;FEM;SG
internado	hôpitaux	internado	hôpital	N	N;MASC;PL
pensado	réfléchi	pensar	réfléchir	V	V;MASC;SG;PST;V.PTCP
pensado	pensais	pensar	penser	V	V;IND;SG;1;IPFV;FIN
pensado	pensé	pensar	pensé	V	V;MASC;SG;PST;V.PTCP
sabas	feuilles	saber	feuille	N	N;FEM;PL
sabas	draps	saber	drap	N	N;MASC;PL
sermón	sermon	sermón	sermon	N	N;MASC;SG
barriga	ventre	barriga	ventre	N	N;MASC;SG
gustaríalle	aime	gustaríalle	aimer	V	V;IND;SG;3;PRS;FIN
gustaríalle	aiment	gustaríalle	aimer	V	V;IND;PL;3;PRS;FIN
gustaríalle	aimez	gustaríalle	aimer	V	V;IMP;PL;2;PRS;FIN
gustaríalle	ferait	gustaríalle	faire	V	V;COND;SG;3;PRS;FIN
parado	stand	parado	stand	N	N;MASC;SG
esperas	attente	espera	attente	N	N;FEM;SG
escravo	esclave	escravo	esclave	N	N;MASC;SG
escravo	esclaves	escravo	esclave	N	N;MASC;PL
socorro	aide	socorro	aide	N	N;FEM;SG
mandou	envoyés	mandar	envoyer	V	V;MASC;PL;PST;V.PTCP
mandou	envoyées	mandar	envoyer	V	V;FEM;PL;PST;V.PTCP
mandou	envoyée	mandar	envoyer	V	V;FEM;SG;PST;V.PTCP
mandou	envoyé	mandar	envoyer	V	V;MASC;SG;PST;V.PTCP
seda	soie	sedo	soie	N	N;FEM;SG
seda	soies	sedo	soie	N	N;FEM;PL
ombreiro	épaules	ombreiro	épaule	N	N;FEM;PL
ombreiro	épaule	ombreiro	épaule	N	N;FEM;SG
dispararon	abattus	disparar	abattre	V	V;MASC;PL;PST;V.PTCP
dispararon	abattu	disparar	abattre	V	V;MASC;SG;PST;V.PTCP
potencia	puissance	potencia	puissance	N	N;FEM;SG
prometo	promettre	prometo	promettre	V	V;NFIN
prometo	promis	prometo	promettre	V	V;MASC;SG;PST;V.PTCP
prometo	promets	prometo	promet	V	V;IMP;PL;1;PRS;FIN
planos	plans	plano	plan	N	N;MASC;PL
polis	flics	polis	flic	N	N;MASC;PL
seguirá	fera	seguir	faire	V	V;IND;SG;3;FUT;FIN
vervos	consultez	vervo	consulter	V	V;IMP;PL;2;PRS;FIN
vervos	voyez	vervo	voir	V	V;IMP;PL;2;PRS;FIN
vervos	voir	vervo	voir	V	V;NFIN
vervos	vois	vervo	vois	V	V;IND;SG;2;PRS;FIN
ataques	attaques	ataque	attaque	N	N;FEM;PL
ataques	agressions	ataque	agression	N	N;FEM;PL
ataques	attentats	ataque	attentat	N	N;MASC;PL
celosa	jalouse	celosar	jalouse	ADJ	ADJ;FEM;SG
celosa	jaloux	celosar	jalou	ADJ	ADJ;MASC;SG
cometer	commettre	cometer	commettre	V	V;NFIN
escoitaches	entendez	escoitaches	entendre	V	V;IMP;PL;2;PRS;FIN
escoitaches	entendre	escoitaches	entendre	V	V;NFIN
escoitaches	entendu	escoitaches	entendre	V	V;MASC;SG;PST;V.PTCP
escoitaches	entendue	escoitaches	entendre	V	V;FEM;SG;PST;V.PTCP
escoitaches	entendues	escoitaches	entendre	V	V;FEM;PL;PST;V.PTCP
escoitaches	entendus	escoitaches	entendre	V	V;MASC;PL;PST;V.PTCP
vendas	soldes	venda	solde	N	N;MASC;PL
vendas	ventes	venda	vente	N	N;FEM;PL
vendas	vente	venda	vente	N	N;FEM;SG
permíteme	peut	permíteme	pouvoir	V	V;IND;SG;3;PRS;FIN
pague	paye	pague	payer	V	V;IND;SG;3;PRS;FIN
pague	payez	pague	payer	V	V;IMP;PL;2;PRS;FIN
pague	payer	pague	payer	V	V;NFIN
pague	paie	pague	payer	V	V;IND;SG;3;PRS;FIN
levarte	prend	levarte	prendre	V	V;IND;SG;3;PRS;FIN
levarte	prendre	levarte	prendre	V	V;NFIN
levarte	prenez	levarte	prendre	V	V;IMP;PL;2;PRS;FIN
levarte	prends	levarte	prendre	V	V;IND;SG;1;PRS;FIN
sacaches	obtenez	sacaches	obtenir	V	V;IMP;PL;2;PRS;FIN
sacaches	obtenir	sacaches	obtenir	V	V;NFIN
xudea	front	xudea	front	N	N;MASC;SG
soñando	rêvant	soñar	rêver	V	V;PRS;V.PTCP
soñando	rêver	soñar	rêver	V	V;NFIN
adoro	aime	adoro	aimer	V	V;IND;SG;3;PRS;FIN
adoro	aimer	adoro	aimer	V	V;NFIN
xastre	tailleur	xastre	tailleur	N	N;MASC;SG
xastre	tailleurs	xastre	tailleurs	N	N;MASC;PL
enxergar	comprenez	enxergar	comprendre	V	V;IMP;PL;2;PRS;FIN
enxergar	comprendre	enxergar	comprendre	V	V;NFIN
enxergar	comprends	enxergar	comprendre	V	V;IMP;SG;1;PRS;FIN
tetas	seins	teta	sein	N	N;MASC;PL
boulevard	boulevard	boulevard	boulevard	N	N;MASC;SG
crucifixión	crucifixion	crucifixión	crucifixion	N	N;FEM;SG
serventa	servante	serventar	servante	N	N;FEM;SG
melinda	melinda	melinda	melinda	N	N;FEM;SG
imperfecto	imparfaite	imperfecto	imparfait	ADJ	ADJ;FEM;SG
imperfecto	imparfait	imperfecto	imparfait	ADJ	ADJ;MASC;SG
refuxiados	réfugiés	refuxiado	réfugié	N	N;MASC;PL
refuxiados	réfugiés	refuxiado	réfugié	N	N;MASC;PL
viñan	viens	vir	venir	V	V;IND;SG;1;PRS;FIN
viñan	venez	vir	venir	V	V;IMP;PL;2;PRS;FIN
viñan	come	vir	come	V	V
viñan	venir	vir	venir	V	V;NFIN
viñan	vint	vir	venir	V	V;IND;SG;3;PST;FIN
levei	pris	levar	prendre	V	V;MASC;SG;PST;V.PTCP
levei	prit	levar	prendre	V	V;IND;SG;3;PST;FIN
cambian	modifier	cambiar	modifier	V	V;NFIN
cambian	changer	cambiar	changer	V	V;NFIN
honestidade	honnêteté	honestidade	honnêteté	N	N;FEM;SG
granxas	exploitations	granxa	exploitation	N	N;FEM;PL
mozart	mozart	mozart	mozart	N	N;MASC;SG
mestra	professeur	mestra	professeur	N	N;MASC;SG
mestra	enseignant	mestra	enseignant	N	N;MASC;SG
mestra	institutrice	mestra	instituteur	N	N;FEM;SG
occidental	occidentale	occidental	occidental	ADJ	ADJ;FEM;SG
occidental	occidental	occidental	occidental	ADJ	ADJ;MASC;SG
occidental	occidentale	occidental	occidental	ADJ	ADJ;FEM;SG
representar	représenter	representar	représenter	V	V;NFIN
representar	représentent	representar	représenter	V	V;IND;PL;3;PRS;FIN
actuación	performance	actuación	performance	N	N;FEM;SG
actuación	performances	actuación	performance	N	N;FEM;PL
actuación	rendement	actuación	rendement	N	N;MASC;SG
impresionante	impressionnante	impresionante	impressionnant	ADJ	ADJ;FEM;SG
impresionante	impressionnantes	impresionante	impressionnant	ADJ	ADJ;FEM;PL
impresionante	impressionnant	impresionante	impressionnant	ADJ	ADJ;MASC;SG
impresionante	impressionnants	impresionante	impressionnant	ADJ	ADJ;MASC;PL
tomaba	pris	tomar	prendre	V	V;MASC;SG;PST;V.PTCP
tomaba	prit	tomar	prendre	V	V;IND;SG;3;PST;FIN
fantasía	fantasy	fantasía	fantasy	N	N;MASC;SG
fantasía	fantasme	fantasía	fantasme	N	N;MASC;SG
fantasía	fantaisie	fantasía	fantaisir	N	N;FEM;SG
xulgar	juger	xulgar	juger	V	V;NFIN
vicepresidente	mœurs	vicepresidente	mœur	N	N;FEM;PL
vicepresidente	vice	vicepresidente	vice	N	N;MASC;SG
vicepresidente	présidente	vicepresidente	président	N	N;FEM;SG
vicepresidente	président	vicepresidente	président	N	N;MASC;SG
fase	étape	fase	étape	N	N;FEM;SG
fase	stade	fase	stade	N	N;MASC;SG
fase	scène	fase	scène	N	N;FEM;SG
fase	phase	fase	phase	N	N;FEM;SG
veredes	consultez	verede	consulter	V	V;IMP;PL;2;PRS;FIN
veredes	voyez	verede	voir	V	V;IMP;PL;2;PRS;FIN
veredes	voir	verede	voir	V	V;NFIN
veredes	vois	verede	vois	V	V;IND;SG;2;PRS;FIN
extraordinario	extraordinaire	extraordinario	extraordinaire	ADJ	ADJ;MASC;SG
extraordinario	extraordinaires	extraordinario	extraordinaire	ADJ	ADJ;MASC;PL
contesta	répondez	contesta	répondre	V	V;IMP;PL;2;PRS;FIN
contesta	répondre	contesta	répondre	V	V;NFIN
preguntoume	demandé	preguntoume	demander	V	V;MASC;SG;PST;V.PTCP
impedir	arrêter	impedir	arrêter	V	V;NFIN
impedir	arrête	impedir	arrêter	V	V;IND;SG;3;PRS;FIN
impedir	arrêtez	impedir	arrêter	V	V;IMP;PL;2;PRS;FIN
impedir	maintenir	impedir	maintenir	V	V;NFIN
impedir	garder	impedir	garder	V	V;NFIN
impedir	conserver	impedir	conserver	V	V;NFIN
congreso	congrès	congreso	congrès	N	N;MASC;SG
recibiron	reçu	recibir	recevoir	V	V;MASC;SG;PST;V.PTCP
recibiron	reçues	recibir	recevoir	V	V;FEM;PL;PST;V.PTCP
recibiron	reçus	recibir	recevoir	V	V;MASC;PL;PST;V.PTCP
recibiron	reçue	recibir	recevoir	V	V;FEM;SG;PST;V.PTCP
collen	prend	coller	prendre	V	V;IND;SG;3;PRS;FIN
collen	prendre	coller	prendre	V	V;NFIN
collen	prenez	coller	prendre	V	V;IMP;PL;2;PRS;FIN
collen	prends	coller	prendre	V	V;IND;SG;1;PRS;FIN
béisbol	baseball	béisbol	baseball	N	N;MASC;SG
electrónico	électroniques	electrónico	électronique	ADJ	ADJ;MASC;PL
electrónico	electronique	electrónico	electronique	ADJ	ADJ;MASC;SG
electrónico	électronique	electrónico	électronique	ADJ	ADJ;MASC;SG
terriblemente	terriblement	térrible	terriblement	ADV	ADV
reto	challenge	reto	challenge	N	N;MASC;SG
reto	contestation	reto	contestation	N	N;FEM;SG
reto	défi	reto	défi	N	N;MASC;SG
postura	postures	postura	posture	N	N;FEM;PL
postura	posture	postura	posture	N	N;FEM;SG
postura	position	postura	position	N	N;FEM;SG
interacción	interaction	interacción	interaction	N	N;FEM;SG
interacción	interactions	interacción	interaction	N	N;FEM;PL
relacionado	lié	relacionar	lier	V	V;MASC;SG;PST;V.PTCP
relacionado	liés	relacionar	lier	V	V;MASC;PL;PST;V.PTCP
despedida	adieux	despedir	adieux	N	N;MASC;PL
convencer	convaincre	convencer	convaincre	V	V;NFIN
convencer	convainc	convencer	convaincre	V	V;IND;SG;3;PRS;FIN
ego	égo	ego	égo	N	N;MASC;SG
ego	ego	ego	ego	N	N;MASC;SG
prioridades	priorités	prioridade	priorité	N	N;FEM;PL
experto	expert	experto	expert	N	N;MASC;SG
referencia	référence	referencia	référence	N	N;FEM;SG
tiveses	avais	ter	avoir	V	V;IND;SG;1;IPFV;FIN
necesitaba	requis	necesitar	requérir	V	V;MASC;SG;PST;V.PTCP
gafas	lunettes	gafo	lunette	N	N;FEM;PL
gafas	verres	gafo	verre	N	N;MASC;PL
secundarios	latéraux	secundario	latéral	ADJ	ADJ;MASC;PL
secundarios	latérale	secundario	latéral	ADJ	ADJ;FEM;SG
pavos	dindes	pavo	dinde	N	N;FEM;PL
verdadeiros	réel	verdadeiro	réel	ADJ	ADJ;MASC;SG
verdadeiros	réelle	verdadeiro	réel	ADJ	ADJ;FEM;SG
verdadeiros	véritable	verdadeiro	véritable	ADJ	ADJ;MASC;SG
verdadeiros	vrai	verdadeiro	vrai	ADJ	ADJ;MASC;SG
verdadeiros	vraie	verdadeiro	vrai	ADJ	ADJ;FEM;SG
verdadeiros	vrais	verdadeiro	vrai	ADJ	ADJ;MASC;PL
verdadeiros	vraie	verdadeiro	vrai	ADJ	ADJ;FEM;SG
verdadeiros	vrai	verdadeiro	vrai	ADJ	ADJ;MASC;SG
verdadeiros	véritable	verdadeiro	véritable	ADJ	ADJ;MASC;SG
similares	similaires	similar	similaire	ADJ	ADJ;MASC;PL
similares	similaire	similar	similaire	ADJ	ADJ;MASC;SG
similares	semblables	similar	semblable	ADJ	ADJ;MASC;PL
similares	analogue	similar	analogue	ADJ	ADJ;MASC;SG
similares	semblable	similar	semblable	ADJ	ADJ;MASC;SG
desafío	challenge	desafío	challenge	N	N;MASC;SG
desafío	contestation	desafío	contestation	N	N;FEM;SG
desafío	défi	desafío	défi	N	N;MASC;SG
desafío	défiance	desafío	défiance	N	N;FEM;SG
desafío	defiance	desafío	defiance	N	N;FEM;SG
capturar	capturer	capturar	capturer	V	V;NFIN
capturar	capter	capturar	capter	V	V;NFIN
profundidade	profondeur	profundidade	profondeur	N	N;FEM;SG
profundidade	profondeurs	profundidade	profondeur	N	N;FEM;PL
capas	pondeuses	capa	pondeur	N	N;FEM;PL
capas	couches	capa	couche	N	N;FEM;PL
capas	calques	capa	calque	N	N;MASC;PL
utiliza	utiliser	utilizar	utiliser	V	V;NFIN
utiliza	utilise	utilizar	utiliser	V	V;IND;SG;3;PRS;FIN
utiliza	utilisez	utilizar	utiliser	V	V;IMP;PL;2;PRS;FIN
virán	viens	virán	venir	V	V;IND;SG;1;PRS;FIN
virán	venez	virán	venir	V	V;IMP;PL;2;PRS;FIN
virán	come	virán	come	V	V
virán	venir	virán	venir	V	V;NFIN
operar	opérer	operar	opérer	V	V;NFIN
orientais	orientale	oriental	oriental	ADJ	ADJ;FEM;SG
orientais	oriental	oriental	oriental	ADJ	ADJ;MASC;SG
adolescente	adolescent	adolescente	adolescent	N	N;MASC;SG
maquinaria	machinerie	maquinaria	machinerie	N	N;FEM;SG
maquinaria	machines	maquinaria	machine	N	N;FEM;PL
maquinaria	machine	maquinaria	machine	N	N;FEM;SG
renda	loyer	renda	loyer	N	N;MASC;SG
renda	revenus	renda	revenu	N	N;MASC;PL
admitir	admettre	admitir	admettre	V	V;NFIN
admitir	admets	admitir	admet	V	V;IMP;SG;1;PRS;FIN
admitir	admet	admitir	admettre	V	V;IND;SG;3;PRS;FIN
admitir	veulent	admitir	vouloir	V	V;IND;PL;3;PRS;FIN
admitir	vouloir	admitir	vouloir	V	V;NFIN
admitir	veux	admitir	vouloir	V	V;IND;SG;1;PRS;FIN
admitir	voulez	admitir	vouloir	V	V;IMP;PL;2;PRS;FIN
inxección	injections	inxección	injection	N	N;FEM;PL
inxección	injection	inxección	injection	N	N;FEM;SG
inxección	piqûre	inxección	piqûre	N	N;FEM;SG
instrumento	instrument	instrumento	instrument	N	N;MASC;SG
diaños	enfer	diaño	enfer	N	N;MASC;SG
micrófono	micro	micrófono	micro	N	N;MASC;SG
micrófono	microphone	micrófono	microphone	N	N;MASC;SG
micrófono	micros	micrófono	micro	N	N;MASC;PL
micrófono	micro	micrófono	micro	N	N;MASC;SG
cheguen	obtenez	chegar	obtenir	V	V;IMP;PL;2;PRS;FIN
cheguen	obtenir	chegar	obtenir	V	V;NFIN
cheguen	viens	chegar	venir	V	V;IND;SG;1;PRS;FIN
cheguen	venez	chegar	venir	V	V;IMP;PL;2;PRS;FIN
cheguen	come	chegar	come	V	V
cheguen	venir	chegar	venir	V	V;NFIN
placas	assiettes	placa	assiette	N	N;FEM;PL
placas	plaques	placa	plaque	N	N;FEM;PL
habitacións	salles	habitación	salle	N	N;FEM;PL
habitacións	chambres	habitación	chambre	N	N;FEM;PL
actuais	actuel	actual	actuel	ADJ	ADJ;MASC;SG
actuais	actuels	actual	actuel	ADJ	ADJ;MASC;PL
actuais	actuelle	actual	actuel	ADJ	ADJ;FEM;SG
construíu	construite	construír	construire	V	V;FEM;SG;PST;V.PTCP
construíu	construit	construír	construire	V	V;MASC;SG;PST;V.PTCP
construíu	bâti	construír	bâtir	V	V;MASC;SG;PST;V.PTCP
construíu	construits	construír	construire	V	V;MASC;PL;PST;V.PTCP
dispositivos	dispositifs	dispositivo	dispositif	N	N;MASC;PL
dispositivos	appareils	dispositivo	appareil	N	N;MASC;PL
particularmente	particulièrement	particular	particulièrement	ADV	ADV
porca	cochonne	porco	cochonne	N	N;FEM;SG
entrevistas	entretiens	entrevista	entretien	N	N;MASC;PL
entrevistas	interviews	entrevista	interview	N	N;FEM;PL
lendo	reading	lendo	reading	V	V
lendo	lire	lendo	lire	V	V;NFIN
queixa	réclamation	queixa	réclamation	N	N;FEM;SG
queixa	plainte	queixa	plainte	N	N;FEM;SG
queixa	plaintes	queixa	plainte	N	N;FEM;PL
verdades	vérités	verdade	vérité	N	N;FEM;PL
tomen	prend	tomar	prendre	V	V;IND;SG;3;PRS;FIN
tomen	prendre	tomar	prendre	V	V;NFIN
tomen	prenez	tomar	prendre	V	V;IMP;PL;2;PRS;FIN
tomen	prends	tomar	prendre	V	V;IND;SG;1;PRS;FIN
manifestación	démonstration	manifestación	démonstration	N	N;FEM;SG
manifestación	démonstrations	manifestación	démonstration	N	N;FEM;PL
manifestación	manifestation	manifestación	manifestation	N	N;FEM;SG
ética	déontologie	ética	déontologie	N	N;FEM;SG
cruzando	traverser	cruzar	traverser	V	V;NFIN
cruzando	traversée	cruzar	traverser	V	V;FEM;SG;PST;V.PTCP
opresión	oppression	opresión	oppression	N	N;FEM;SG
argumento	argumentation	argumento	argumentation	N	N;FEM;SG
argumento	dispute	argumento	dispute	N	N;FEM;SG
argumento	argument	argumento	argument	N	N;MASC;SG
argumento	arguments	argumento	argument	N	N;MASC;PL
asilo	infirmier	asilo	infirmier	N	N;MASC;SG
asilo	infirmières	asilo	infirmier	N	N;FEM;PL
asilo	maison	asilo	maison	N	N;FEM;SG
asilo	domicile	asilo	domicile	N	N;MASC;SG
asilo	accueil	asilo	accueil	N	N;MASC;SG
autor	auteure	autor	auteure	N	N;FEM;SG
autor	auteur	autor	auteur	N	N;MASC;SG
ducha	douches	ducha	douche	N	N;FEM;PL
ducha	douche	ducha	douche	N	N;FEM;SG
amabilidade	amabilité	amabilidade	amabilité	N	N;FEM;SG
amabilidade	gentillesse	amabilidade	gentillesse	N	N;FEM;SG
amabilidade	bonté	amabilidade	bonté	N	N;FEM;SG
propiedades	biens	propiedade	bien	N	N;MASC;PL
propiedades	propriété	propiedade	propriété	N	N;FEM;SG
propiedades	propriétés	propiedade	propriété	N	N;FEM;PL
gañadores	lauréats	gañador	lauréat	N	N;MASC;PL
gañadores	vainqueurs	gañador	vainqueur	N	N;MASC;PL
use	utiliser	use	utiliser	V	V;NFIN
use	utilise	use	utiliser	V	V;IND;SG;3;PRS;FIN
use	utilisez	use	utiliser	V	V;IMP;PL;2;PRS;FIN
paramos	arrêter	parar	arrêter	V	V;NFIN
paramos	arrête	parar	arrêter	V	V;IND;SG;3;PRS;FIN
paramos	arrêtez	parar	arrêter	V	V;IMP;PL;2;PRS;FIN
aparecer	afficher	aparecer	afficher	V	V;NFIN
aparecer	montre	aparecer	montrer	V	V;IND;SG;3;PRS;FIN
aparecer	montrer	aparecer	montrer	V	V;NFIN
buracos	trous	buraco	trou	N	N;MASC;PL
ensaio	essai	ensaio	essai	N	N;MASC;SG
ensaio	procès	ensaio	procès	N	N;MASC;SG
mercados	marchés	mercado	marché	N	N;MASC;PL
pares	arrêt	par	arrêt	N	N;MASC;SG
dentista	dentiste	dentista	dentiste	N	N;MASC;SG
dentista	dentistes	dentista	dentiste	N	N;MASC;PL
comín	bouffé	comín	bouffer	V	V;MASC;SG;PST;V.PTCP
comín	mangée	comín	manger	V	V;FEM;SG;PST;V.PTCP
comín	mangé	comín	manger	V	V;MASC;SG;PST;V.PTCP
reside	réside	residir	résider	V	V;IND;SG;3;PRS;FIN
farían	ferait	facer	faire	V	V;COND;SG;3;PRS;FIN
farían	avoir	facer	avoir	V	V;NFIN
xerais	généraux	xeral	général	ADJ	ADJ;MASC;PL
xerais	générale	xeral	général	ADJ	ADJ;FEM;SG
xerais	généraux	xeral	général	ADJ	ADJ;MASC;PL
golpes	coups	golpe	coup	N	N;MASC;PL
meniño	bébé	meniño	bébé	N	N;MASC;SG
meniño	baby	meniño	baby	N	N;MASC;SG
meniño	garçon	meniño	garçon	N	N;MASC;SG
meniño	boy	meniño	boy	N	N;MASC;SG
debiamos	devrait	debiar	devoir	V	V;COND;SG;3;PRS;FIN
debiamos	devraient	debiar	devoir	V	V;COND;PL;3;PRS;FIN
debiamos	devrais	debiar	devoir	V	V;COND;SG;1;PRS;FIN
debiamos	avais	debiar	avoir	V	V;IND;SG;1;IPFV;FIN
teredes	avoir	ter	avoir	V	V;NFIN
nazis	nazis	nazis	nazi	N	N;MASC;PL
nazis	nazi	nazis	nazi	N	N;MASC;SG
nazis	nazis	nazis	nazi	N	N;MASC;PL
cazadores	chasseurs	cazador	chasseur	N	N;MASC;PL
cazadores	chasse	cazador	chasse	N	N;FEM;SG
trataba	etait	tratar	etever	V	V;IND;SG;3;IPFV;FIN
musulmáns	musulmans	musulmáns	musulman	N	N;MASC;PL
barrios	quartiers	barrio	quartier	N	N;MASC;PL
barrios	domaines	barrio	domaine	N	N;MASC;PL
barrios	zones	barrio	zone	N	N;FEM;PL
entendía	compris	entender	comprendre	V	V;MASC;SG;PST;V.PTCP
entendía	comprenez	entender	comprendre	V	V;IMP;PL;2;PRS;FIN
entendía	comprendre	entender	comprendre	V	V;NFIN
entendía	comprends	entender	comprendre	V	V;IMP;SG;1;PRS;FIN
bater	touché	bater	toucher	V	V;MASC;SG;PST;V.PTCP
bater	frappé	bater	frapper	V	V;MASC;SG;PST;V.PTCP
bater	frapper	bater	frapper	V	V;NFIN
perdoar	pardonnez	perdoar	pardonner	V	V;IMP;PL;2;PRS;FIN
perdoar	pardonner	perdoar	pardonner	V	V;NFIN
perdoar	pardonne	perdoar	pardonner	V	V;IND;SG;3;PRS;FIN
manteñen	maintenir	manter	maintenir	V	V;NFIN
manteñen	garder	manter	garder	V	V;NFIN
manteñen	conserver	manter	conserver	V	V;NFIN
existiu	existait	existir	exister	V	V;IND;SG;3;IPFV;FIN
existiu	existé	existir	exister	V	V;MASC;SG;PST;V.PTCP
existiu	existaient	existir	exister	V	V;IND;PL;3;IPFV;FIN
elemento	element	elemento	element	N	N;MASC;SG
elemento	élément	elemento	élément	N	N;MASC;SG
mecánico	mécano	mecánico	mécano	N	N;MASC;SG
mecánico	mécanicien	mecánico	mécanicien	N	N;MASC;SG
desaparición	disparitions	desaparición	disparition	N	N;FEM;PL
desaparición	disparition	desaparición	disparition	N	N;FEM;SG
piden	demander	pedir	demander	V	V;NFIN
piden	demandez	pedir	demander	V	V;IMP;PL;2;PRS;FIN
durmimos	dormir	durmir	dormir	V	V;NFIN
esquezo	oublions	esquezo	oublier	V	V;IMP;PL;1;PRS;FIN
esquezo	oublier	esquezo	oublier	V	V;NFIN
esquezo	oublie	esquezo	oublier	V	V;IND;SG;3;PRS;FIN
esquezo	oubliez	esquezo	oublier	V	V;IMP;PL;2;PRS;FIN
espacial	hubble	espacial	hubble	N	N;MASC;SG
espacial	espace	espacial	espace	N	N;MASC;SG
estacións	saisons	estación	saison	N	N;FEM;PL
estacións	gares	estación	gare	N	N;FEM;PL
estacións	stations	estación	station	N	N;FEM;PL
barra	barreau	barra	barreau	N	N;MASC;SG
barra	bar	barra	bar	N	N;MASC;SG
barra	barre	barra	barre	N	N;FEM;SG
barra	kilo	barra	kilo	N	N;MASC;SG
rabaño	troupeau	rabaño	troupeau	N	N;MASC;SG
national	nationaux	national	national	ADJ	ADJ;MASC;PL
national	national	national	national	ADJ	ADJ;MASC;SG
national	nationale	national	national	ADJ	ADJ;FEM;SG
national	nationales	national	national	ADJ	ADJ;FEM;PL
osos	bears	oso	bear	N	N;MASC;PL
osos	ours	oso	ours	N	N;MASC;SG
osos	oursons	oso	ourson	N	N;MASC;PL
sumidoiro	gouttière	sumidoiro	gouttier	N	N;FEM;SG
sumidoiro	caniveau	sumidoiro	caniveau	N	N;MASC;SG
diálogo	dialogue	diálogo	dialogue	N	N;MASC;SG
diálogo	dialogues	diálogo	dialogue	N	N;MASC;PL
personalidade	personnalité	personalidade	personnalité	N	N;FEM;SG
sinceramente	vraiment	sinceramente	vraiment	ADV	ADV
sinceramente	réellement	sinceramente	réellement	ADV	ADV
perdidos	perdu	perdido	perdre	V	V;MASC;SG;PST;V.PTCP
perdidos	perdues	perdido	perdre	V	V;FEM;PL;PST;V.PTCP
perdidos	perdue	perdido	perdre	V	V;FEM;SG;PST;V.PTCP
perdidos	perdus	perdido	perdre	V	V;MASC;PL;PST;V.PTCP
bebendo	boire	beber	boire	V	V;NFIN
persecución	poursuite	persecución	poursuite	N	N;FEM;SG
acusación	accusation	acusación	accusation	N	N;FEM;SG
acusación	accusations	acusación	accusation	N	N;FEM;PL
acusación	charge	acusación	charge	N	N;FEM;SG
vivido	vécue	vivido	vivre	V	V;FEM;SG;PST;V.PTCP
