από	از	από	از	ADP	ADP
σύγκρουση	ناسازگاری	σύγκρουση	ناسازگاری	N;NOM;FEM;SG	N;SG
μαθητές	دانشجویان	μαθητής	دانشجو	N;NOM;MASC;PL	N;PL
μαθητές	شاگردان	μαθητής	شاگردان	N;NOM;MASC;PL	N;PL
ασφαλείας	امنیتی	ασφάλεια	امنیتی	N;GEN;FEM;SG	N;SG
ασφαλείας	حراست	ασφάλεια	حراست	N;GEN;FEM;SG	N;SG
ασφαλείας	امنیت	ασφάλεια	امنیت	N;GEN;FEM;SG	N;SG
σούπερ	سوپر	σούπερ	سوپر	N;FEM;SG	N;SG
σούπερ	super	σούπερ	super	N;FEM;SG	N;SG
τραγουδιστής	خواننده	τραγουδιστής	خواننده	N;NOM;MASC;SG	N;SG
θεός	خداوند	θεός	خداوند	N;NOM;MASC;SG	N;SG
θεός	خدا	θεός	خدا	N;NOM;MASC;SG	N;SG
θεός	خدایی	θεός	خدا	N;NOM;MASC;SG	N;SG
ελέγχου	مهار	έλεγχος	مهار	N;GEN;MASC;SG	N;SG
ελέγχου	کنترل	έλεγχος	کنترل	N;GEN;MASC;SG	N;SG
ελέγχου	کنترول	έλεγχος	کنترول	N;GEN;MASC;SG	N;SG
ευκαιρία	شانس	ευκαιρία	شانس	N;ACC;FEM;SG	N;SG
ευκαιρία	فرصت	ευκαιρία	فرصت	N;ACC;FEM;SG	N;SG
ευκαιρία	فرصتی	ευκαιρία	فرصت	N;ACC;FEM;SG	N;SG
ευκαιρία	فرصت	ευκαιρία	فرصت	N;ACC;FEM;SG	N;SG
ινστιτούτο	موسسه	ινστιτούτο	None	N;NOM;NEUT;SG	N;SG
ινστιτούτο	مؤسسه	ινστιτούτο	مؤسسه	N;NOM;NEUT;SG	N;SG
ινστιτούτο	انستیتو	ινστιτούτο	انستیتو	N;NOM;NEUT;SG	N;SG
τάση	گرایش	τάση	گرایش	N;NOM;FEM;SG	N;SG
τάση	روند	τάση	روند	N;NOM;FEM;SG	N;SG
τάση	ولتاژ	τάση	ولتاژ	N;NOM;FEM;SG	N;SG
τάση	گرایش	τάση	گرایش	N;NOM;FEM;SG	N;SG
περιοδεία	تور	περιοδείο	تور	N;ACC;FEM;SG	N;SG
περιοδεία	tour	περιοδείο	tour	N;ACC;FEM;SG	N;SG
ειδική	ویژه	ειδικός	ویژه	ADJ;NOM;FEM;SG	ADJ
εκτέλεση	اجرا	εκτέλεση	اجرا	N;ACC;FEM;SG	N;SG
εκτέλεση	اعدام	εκτέλεση	None	N;ACC;FEM;SG	N;SG
εκτέλεση	اعدامی	εκτέλεση	اعدامی	N;ACC;FEM;SG	N;SG
εκτέλεση	اجرا	εκτέλεση	اجرا	N;ACC;FEM;SG	N;SG
εκτέλεση	اجرای	εκτέλεση	اجرا	N;ACC;FEM;SG	N;SG
εκτέλεση	اعدامش	εκτέλεση	اعدامش	N;ACC;FEM;SG	N;SG
παίρνει	میگیرد	παίρνω	گرفت#گیر	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
ανατολή	شرق	ανατολή	شرق	N;NOM;FEM;SG	N;SG
ανατολή	شرقی	ανατολή	شرقی	N;NOM;FEM;SG	N;SG
ανατολή	اورینت	ανατολή	اورینت	N;NOM;FEM;SG	N;SG
ανατολή	طلوع	ανατολή	طلوع	N;NOM;FEM;SG	N;SG
σταθερά	یکنواخت	σταθερά	یکنواخت	ADV	ADV
κεφάλι	هد	κεφάλι	هد	N;NOM;NEUT;SG	N;SG
κεφάλι	سر	κεφάλι	سر	N;NOM;NEUT;SG	N;SG
πλάτος	عرض	πλάτος	عرض	N;ACC;NEUT;SG	N;SG
ιστορικός	تاریخی	ιστορικός	تاریخی	ADJ;NOM;MASC;SG	ADJ
ιστορικός	تاریخی	ιστορικός	تاریخی	ADJ;NOM;MASC;SG	ADJ
νύχτα	شبی	νύχτα	شب	N;ACC;FEM;SG	N;SG
νύχτα	شب	νύχτα	شب	N;ACC;FEM;SG	N;SG
συνέδριο	کنفرانس	συνέδριο	کنفرانس	N;NOM;NEUT;SG	N;SG
συνέδριο	همایش	συνέδριο	همایش	N;NOM;NEUT;SG	N;SG
απόδοση	بازده	απόδοση	بازده	N;ACC;FEM;SG	N;SG
απόδοση	کارایی	απόδοση	کارایی	N;ACC;FEM;SG	N;SG
απόδοση	بازده	απόδοση	بازده	N;ACC;FEM;SG	N;SG
απόδοση	عملکرد	απόδοση	عملکرد	N;ACC;FEM;SG	N;SG
απόδοση	اجرا	απόδοση	اجرا	N;ACC;FEM;SG	N;SG
απόδοση	کارایی	απόδοση	کارایی	N;ACC;FEM;SG	N;SG
επεισόδιο	قسمت	επεισόδιο	قسمت	N;NOM;NEUT;SG	N;SG
επεισόδιο	اپیزود	επεισόδιο	اپیزود	N;NOM;NEUT;SG	N;SG
κτίρια	ساختمانهای	κτίριο	ساختمان	N;NOM;NEUT;PL	N;PL
κτίρια	ساختمانها	κτίριο	ساختمان	N;NOM;NEUT;PL	N;PL
ελεύθερη	آزاد	ελεύθερος	آزاد	ADJ;NOM;FEM;SG	ADJ
εντελώς	کاملا	εντελώς	None	ADV	ADV
παπανδρέου	پاپاندرئو	παπάνδρεος	پاپاندرئو	N;NOM;MASC;SG	N;SG
ποταμός	ریور	ποταμός	ریور	N;NOM;MASC;SG	N;SG
ποταμός	رودخانه	ποταμός	رودخانه	N;NOM;MASC;SG	N;SG
χρυσή	زرین	χρυσός	None	N;NOM;FEM;SG	N;SG
χρυσή	گلدن	χρυσός	گلدن	N;NOM;FEM;SG	N;SG
χρυσή	طلائی	χρυσός	طلایی	N;NOM;FEM;SG	N;SG
μαθήματα	درسهای	μάθημα	درس	N;NOM;NEUT;PL	N;PL
μαθήματα	دروس	μάθημα	None	N;NOM;NEUT;PL	N;PL
μαθήματα	کلاسهای	μάθημα	کلاس	N;NOM;NEUT;PL	N;PL
μαθήματα	کلاسها	μάθημα	کلاس	N;NOM;NEUT;PL	N;PL
παραδείγματα	مثالهای	παράδειγμα	مثال	N;NOM;NEUT;PL	N;PL
ηγέτης	لیدر	ηγέτης	لیدر	N;NOM;MASC;SG	N;SG
ηγέτης	رهبر	ηγέτης	رهبر	N;NOM;MASC;SG	N;SG
πολίτες	شهروندان	πολίτης	شهروند	N;NOM;MASC;PL	N;PL
πόδια	پاهای	πόδι	پا	N;NOM;NEUT;PL	N;PL
πόδια	پاهایش	πόδι	پاهایش	N;NOM;NEUT;PL	N;PL
πόδια	پاها	πόδι	پا	N;NOM;NEUT;PL	N;PL
πολιορκία	محاصره	πολιορκία	محاصره	N;NOM;FEM;SG	N;SG
αρχικό	آغازین	αρχικός	None	ADJ;NOM;NEUT;SG	ADJ
αρχικό	اصلی	αρχικός	اصلی	ADJ;NOM;NEUT;SG	ADJ
επίπεδα	سطوح	επίπεδο	سطح	N;NOM;NEUT;PL	N;PL
τηλεόραση	تلویزیون	τηλεόραση	تلویزیون	N;ACC;FEM;SG	N;SG
λευκό	سپید	λευκός	سپید	N;NOM;NEUT;SG	N;SG
λευκό	وایت	λευκός	وایت	N;NOM;NEUT;SG	N;SG
μικρός	کوچک	μικρός	کوچک	ADJ;NOM;MASC;SG	ADJ
μισό	نیم	μισός	نیم	N;NOM;NEUT;SG	N;SG
μισό	نیمی	μισός	نیم	N;NOM;NEUT;SG	N;SG
μισό	نصف	μισός	None	N;NOM;NEUT;SG	N;SG
λέξεις	کلمات	λέξη	None	N;NOM;FEM;PL	N;PL
δούκας	دوک	δούκα	دوک	N;NOM;MASC;SG	N;SG
γωνία	گوشه	γωνία	گوشه	N;NOM;FEM;SG	N;SG
γωνία	زاویۀ	γωνία	زاویۀ	N;NOM;FEM;SG	N;SG
γωνία	زاویه	γωνία	زاویه	N;NOM;FEM;SG	N;SG
κανάλι	کانال	κανάλι	None	N;NOM;NEUT;SG	N;SG
κανάλι	مجرا	κανάλι	None	N;NOM;NEUT;SG	N;SG
κανάλι	مجرای	κανάλι	None	N;NOM;NEUT;SG	N;SG
κανάλι	کانال	κανάλι	None	N;NOM;NEUT;SG	N;SG
κανάλι	مجرا	κανάλι	None	N;NOM;NEUT;SG	N;SG
κανάλι	مجرای	κανάλι	None	N;NOM;NEUT;SG	N;SG
κανάλι	چنل	κανάλι	چنل	N;NOM;NEUT;SG	N;SG
κανάλι	channel	κανάλι	channel	N;NOM;NEUT;SG	N;SG
γεωγραφία	جغرافی	γεωγραφία	جغرافی	N;NOM;FEM;SG	N;SG
γεωγραφία	جغرافیای	γεωγραφία	جغرافی	N;NOM;FEM;SG	N;SG
γεωγραφία	جغرافیا	γεωγραφία	جغرافیا	N;NOM;FEM;SG	N;SG
αγάπη	دوست	αγάπη	دوست	N;NOM;FEM;SG	N;SG
αγάπη	عشق	αγάπη	عشق	N;NOM;FEM;SG	N;SG
αγάπη	عشقی	αγάπη	None	N;NOM;FEM;SG	N;SG
αγάπη	عاشق	αγάπη	عاشق	N;NOM;FEM;SG	N;SG
δράσης	کنش	δράση	None	N;GEN;FEM;SG	N;SG
δράσης	اکشن	δράση	اکشن	N;GEN;FEM;SG	N;SG
δράσης	اقدام	δράση	اقدام	N;GEN;FEM;SG	N;SG
δράσης	عمل	δράση	عمل	N;GEN;FEM;SG	N;SG
τοποθεσία	محل	τοποθεσία	محل	N;NOM;FEM;SG	N;SG
τοποθεσία	مکان	τοποθεσία	مکان	N;NOM;FEM;SG	N;SG
σύνδεσμος	پیوند	σύνδεσμος	پیوند	N;NOM;MASC;SG	N;SG
σύνδεσμος	لینک	σύνδεσμος	لینک	N;NOM;MASC;SG	N;SG
ανανέωση	نوسازی	ανανέωση	نوسازی	N;ACC;FEM;SG	N;SG
ανανέωση	بازسازی	ανανέωση	بازسازی	N;ACC;FEM;SG	N;SG
ανανέωση	تجدید	ανανέωση	تجدید	N;ACC;FEM;SG	N;SG
πλήρες	پر	πλήρης	پر	N;NOM;NEUT;SG	N;SG
πλήρες	کاملش	πλήρης	کاملش	N;NOM;NEUT;SG	N;SG
πλήρες	فول	πλήρης	فول	N;NOM;NEUT;SG	N;SG
πλήρες	پره	πλήρης	پره	N;NOM;NEUT;SG	N;SG
πλήρες	تکمیل	πλήρης	تکمیل	N;NOM;NEUT;SG	N;SG
θάνατος	مرگ	θάνατος	مرگ	N;NOM;MASC;SG	N;SG
γενικό	عمومی	γενικός	عمومی	ADJ;NOM;NEUT;SG	ADJ
πατρίδα	خانه	πατρίδα	خانه	N;ACC;FEM;SG	N;SG
πατρίδα	وطن	πατρίδα	وطن	N;ACC;FEM;SG	N;SG
πατρίδα	خونه	πατρίδα	خونه	N;ACC;FEM;SG	N;SG
πατρίδα	آغازه	πατρίδα	آغازه	N;ACC;FEM;SG	N;SG
πατρίδα	میهن	πατρίδα	میهن	N;ACC;FEM;SG	N;SG
φωτογραφία	فتو	φωτογραφία	فتو	N;ACC;FEM;SG	N;SG
φωτογραφία	photo	φωτογραφία	photo	N;ACC;FEM;SG	N;SG
φωτογραφία	عکس	φωτογραφία	عکس	N;ACC;FEM;SG	N;SG
φωτογραφία	عکاسی	φωτογραφία	عکاسی	N;ACC;FEM;SG	N;SG
φωτογραφία	photography	φωτογραφία	photography	N;ACC;FEM;SG	N;SG
φωτογραφία	عکسبرداری	φωτογραφία	عکسبرداری	N;ACC;FEM;SG	N;SG
φωτογραφία	عکس	φωτογραφία	عکس	N;ACC;FEM;SG	N;SG
φωτογραφία	عکسه	φωτογραφία	عکسه	N;ACC;FEM;SG	N;SG
φωτογραφία	عکس	φωτογραφία	عکس	N;ACC;FEM;SG	N;SG
κατεύθυνση	قبله	κατεύθυνση	قبله	N;ACC;FEM;SG	N;SG
κόσμος	جهان	κόσμος	جهان	N;NOM;MASC;SG	N;SG
κόσμος	دنیا	κόσμος	دنیا	N;NOM;MASC;SG	N;SG
κόσμος	جهانی	κόσμος	جهانی	N;NOM;MASC;SG	N;SG
κόσμος	مردم	κόσμος	مردم	N;NOM;MASC;SG	N;SG
δυναστεία	دودمان	δυναστεία	دودم	N;NOM;FEM;SG	N;SG
δυναστεία	سلسله	δυναστεία	سلسله	N;NOM;FEM;SG	N;SG
νικητής	برنده	νικητής	برنده	N;NOM;MASC;SG	N;SG
όργανο	ساز	όργανο	ساز	N;NOM;NEUT;SG	N;SG
όργανο	ارگ	όργανο	ارگ	N;NOM;NEUT;SG	N;SG
όργανο	ارگان	όργανο	ارگان	N;NOM;NEUT;SG	N;SG
όργανο	اندام	όργανο	اندام	N;NOM;NEUT;SG	N;SG
γένος	جنسیتی	γένος	جنسیتی	N;NOM;NEUT;SG	N;SG
γένος	جنسیت	γένος	جنسیت	N;NOM;NEUT;SG	N;SG
μόνον	تنها	μόνο	تنها	ADV	ADV
μείωση	کاهش	μείωση	کاهش	N;ACC;FEM;SG	N;SG
μείωση	تقلیل	μείωση	تقلیل	N;ACC;FEM;SG	N;SG
μείωση	کاهی	μείωση	کاهی	N;ACC;FEM;SG	N;SG
μείωση	کاهش	μείωση	کاهش	N;ACC;FEM;SG	N;SG
προσέγγιση	تقریبی	προσέγγιση	تقریبی	N;ACC;FEM;SG	N;SG
προσέγγιση	تقریب	προσέγγιση	تقریب	N;ACC;FEM;SG	N;SG
προσέγγιση	رویکرد	προσέγγιση	رویکرد	N;ACC;FEM;SG	N;SG
πλανήτη	سیاره	πλανήτης	سیاره	N;ACC;MASC;SG	N;SG
δημοσιογράφος	خبرنگار	δημοσιογράφος	خبرنگار	N;NOM;MASC;SG	N;SG
δημοσιογράφος	گزارشگر	δημοσιογράφος	None	N;NOM;MASC;SG	N;SG
εξέγερση	خیزش	εξέγερση	خیزش	N;NOM;FEM;SG	N;SG
εξέγερση	شورش	εξέγερση	شورش	N;NOM;FEM;SG	N;SG
εξέγερση	عصیان	εξέγερση	عصیان	N;NOM;FEM;SG	N;SG
εξέγερση	طغیان	εξέγερση	طغیان	N;NOM;FEM;SG	N;SG
εξέγερση	سرکشی	εξέγερση	سرکشی	N;NOM;FEM;SG	N;SG
εξέγερση	شورش	εξέγερση	شورش	N;NOM;FEM;SG	N;SG
λήξη	پایان	λήξη	پایان	N;ACC;FEM;SG	N;SG
λήξη	انقضای	λήξη	None	N;ACC;FEM;SG	N;SG
λήξη	انقضا	λήξη	انقضا	N;ACC;FEM;SG	N;SG
λήξη	انقضای	λήξη	None	N;ACC;FEM;SG	N;SG
λήξη	انقضا	λήξη	انقضا	N;ACC;FEM;SG	N;SG
λήξη	انقضا	λήξη	انقضا	N;ACC;FEM;SG	N;SG
επεισόδια	قسمتهای	επεισόδιο	قسمت	N;NOM;NEUT;PL	N;PL
αντίσταση	مقاومت	αντίσταση	مقاومت	N;ACC;FEM;SG	N;SG
αντίσταση	مقاومتی	αντίσταση	مقاومتی	N;ACC;FEM;SG	N;SG
φωτογραφίες	عکسها	φωτογραφία	عکس	N;NOM;FEM;PL	N;PL
φωτογραφίες	تصاویر	φωτογραφία	تصویر	N;NOM;FEM;PL	N;PL
φωτογραφίες	عکسها	φωτογραφία	عکس	N;NOM;FEM;PL	N;PL
διάδοχος	وارث	διάδοχος	وارث	N;NOM;MASC;SG	N;SG
διάδοχος	جانشینی	διάδοχος	جانشینی	N;NOM;MASC;SG	N;SG
διάδοχος	جانشین	διάδοχος	جانشین	N;NOM;MASC;SG	N;SG
παίκτες	بازیکنان	παίκτης	بازیکن	N;NOM;MASC;PL	N;PL
κύκλο	چرخه	κύκλος	چرخه	N;ACC;MASC;SG	N;SG
κύκλο	دایره	κύκλος	دایره	N;ACC;MASC;SG	N;SG
κύκλο	سیکل	κύκλος	سیکل	N;ACC;MASC;SG	N;SG
κύκλο	چرخه	κύκλος	چرخه	N;ACC;MASC;SG	N;SG
υλικά	مواد	υλικά	ماده	N;NOM;NEUT;PL	N;PL
υλικά	مصالح	υλικά	مصالح	N;NOM;NEUT;PL	N;PL
υλικά	مواد	υλικά	ماده	N;NOM;NEUT;PL	N;PL
υλικά	مصالح	υλικά	مصالح	N;NOM;NEUT;PL	N;PL
γνώση	دانش	γνώση	دانش	N;ACC;FEM;SG	N;SG
γνώση	آگاهی	γνώση	آگاهی	N;ACC;FEM;SG	N;SG
γνώση	علم	γνώση	علم	N;ACC;FEM;SG	N;SG
γνώση	معرفت	γνώση	معرفت	N;ACC;FEM;SG	N;SG
πρόσφατα	اخیرا	πρόσφατα	اخیرا	ADV	ADV
πρόσφατα	اخیراً	πρόσφατα	اخیراً	ADV	ADV
λογοτεχνία	ادبیات	λογοτεχνία	ادبیات	N;NOM;FEM;SG	N;SG
λογοτεχνία	literature	λογοτεχνία	literature	N;NOM;FEM;SG	N;SG
χημεία	chemistry	χημείο	chemistry	N;NOM;FEM;SG	N;SG
χημεία	شیمی	χημείο	شیمی	N;NOM;FEM;SG	N;SG
συμμαχία	ائتلاف	συμμαχία	ائتلاف	N;NOM;FEM;SG	N;SG
συμμαχία	وصلت	συμμαχία	وصلت	N;NOM;FEM;SG	N;SG
συμμαχία	اتحاد	συμμαχία	اتحاد	N;NOM;FEM;SG	N;SG
πίνακες	میزهای	πίνακα	میز	N;NOM;MASC;PL	N;PL
πίνακες	نقاشیهای	πίνακα	نقاشی	N;NOM;MASC;PL	N;PL
λογαριασμό	حساب	λογαριασμός	حساب	N;ACC;MASC;SG	N;SG
παραγωγός	سازنده	παραγωγός	سازنده	N;NOM;MASC;SG	N;SG
γενικές	عمومی	γενικός	عمومی	ADJ;NOM;FEM;PL	ADJ
προφίλ	profile	προφίλ	profile	N;ACC;NEUT;SG	N;SG
προφίλ	نمایه	προφίλ	نمایه	N;ACC;NEUT;SG	N;SG
προφίλ	پروفایل	προφίλ	پروفایل	N;ACC;NEUT;SG	N;SG
προφίλ	profile	προφίλ	profile	N;ACC;NEUT;SG	N;SG
κλίμα	اقلیم	κλίμα	اقلیم	N;NOM;NEUT;SG	N;SG
ικανότητα	مهارتی	ικανότητα	مهارتی	N;ACC;FEM;SG	N;SG
ικανότητα	مهارت	ικανότητα	مهارت	N;ACC;FEM;SG	N;SG
ικανότητα	ظرفیت	ικανότητα	ظرفیت	N;ACC;FEM;SG	N;SG
ικανότητα	گنجایش	ικανότητα	گنجایش	N;ACC;FEM;SG	N;SG
ικανότητα	توانایی	ικανότητα	توانایی	N;ACC;FEM;SG	N;SG
ικανότητα	قابلیت	ικανότητα	قابلیت	N;ACC;FEM;SG	N;SG
λαμβάνει	میگیرد	λαμβάνω	گرفت#گیر	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
σπάνια	ندرت	σπάνια	ندرت	ADV	ADV
σπάνια	بندرت	σπάνια	بندرت	ADV	ADV
διαγωνισμό	مسابقه	διαγωνισμός	مسابقه	N;ACC;MASC;SG	N;SG
γέφυρα	پل	γέφυρα	پل	N;NOM;FEM;SG	N;SG
γέφυρα	پلی	γέφυρα	پلی	N;NOM;FEM;SG	N;SG
προσοχή	توجه	προσοχή	توجه	N;NOM;FEM;SG	N;SG
είσοδο	ورودی	είσοδος	ورودی	N;ACC;FEM;SG	N;SG
είσοδο	مدهوش	είσοδος	مدهوش	N;ACC;FEM;SG	N;SG
πυκνότητα	تراکم	πυκνότητα	None	N;ACC;FEM;SG	N;SG
πυκνότητα	چگالی	πυκνότητα	چگالی	N;ACC;FEM;SG	N;SG
πιθανότατα	احتمالا	πιθανώς	احتمالا	ADV;CMPR	ADV
πιθανότατα	احتمالاً	πιθανώς	احتمالاً	ADV;CMPR	ADV
υπουργοί	وزرا	υπουργός	وزیر	N;NOM;MASC;PL	N;PL
υπουργοί	وزیران	υπουργός	وزیر	N;NOM;MASC;PL	N;PL
υπουργοί	وزرای	υπουργός	وزیر	N;NOM;MASC;PL	N;PL
μαύρο	مشکی	μαύρος	مشکی	N;NOM;NEUT;SG	N;SG
μαύρο	سیاهی	μαύρος	سیاهی	N;NOM;NEUT;SG	N;SG
μαύρο	بلک	μαύρος	بلک	N;NOM;NEUT;SG	N;SG
φύλλα	کارتها	φύλλο	کارت	N;NOM;NEUT;PL	N;PL
φύλλα	کارتهای	φύλλο	کارت	N;NOM;NEUT;PL	N;PL
φύλλα	برگها	φύλλο	برگ	N;NOM;NEUT;PL	N;PL
κίνδυνο	خطر	κίνδυνος	خطر	N;ACC;MASC;SG	N;SG
κίνδυνο	ریسک	κίνδυνος	None	N;ACC;MASC;SG	N;SG
κίνδυνο	خطری	κίνδυνος	خطر	N;ACC;MASC;SG	N;SG
κίνδυνο	خطر	κίνδυνος	خطر	N;ACC;MASC;SG	N;SG
πραγματικά	واقعآ	πραγματικά	واقعآ	ADV	ADV
πραγματικά	واقعا	πραγματικά	None	ADV	ADV
μικρότερη	کوچکتر	μικρός	کوچک	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
μικρότερη	کوتاهتر	μικρός	کوتاه	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
σφαίρα	فشنگ	σφαίρα	فشنگ	N;NOM;FEM;SG	N;SG
σφαίρα	گلوله	σφαίρα	گلوله	N;NOM;FEM;SG	N;SG
βάθος	عمق	βάθος	عمق	N;ACC;NEUT;SG	N;SG
βήμα	گام	βήμα	گام	N;NOM;NEUT;SG	N;SG
βήμα	مرحله	βήμα	مرحله	N;NOM;NEUT;SG	N;SG
βήμα	قدم	βήμα	قدم	N;NOM;NEUT;SG	N;SG
έλλειψη	کمبود	έλλειψη	کمبود	N;NOM;FEM;SG	N;SG
έλλειψη	نداشتن	έλλειψη	نداشتن	N;NOM;FEM;SG	N;SG
έλλειψη	عدم	έλλειψη	عدم	N;NOM;FEM;SG	N;SG
έλλειψη	کمبود	έλλειψη	کمبود	N;NOM;FEM;SG	N;SG
εγκαταστάσεις	امکانات	εγκατάσταση	امکان	N;NOM;FEM;PL	N;PL
υψηλή	بلند	ψηλός	بلند	ADJ;NOM;FEM;SG	ADJ
κοινότητες	جوامع	κοινότητα	جامعه	N;NOM;FEM;PL	N;PL
κοινότητες	اجتماعات	κοινότητα	اجتماع	N;NOM;FEM;PL	N;PL
κατάλογο	فهرست	κατάλογος	فهرست	N;ACC;MASC;SG	N;SG
κατάλογο	کاتالوگ	κατάλογος	کاتالوگ	N;ACC;MASC;SG	N;SG
κατάλογο	فهرست	κατάλογος	فهرست	N;ACC;MASC;SG	N;SG
κυριαρχία	حاکمیت	κυριαρχία	حاکمیت	N;ACC;FEM;SG	N;SG
κυριαρχία	تسلط	κυριαρχία	تسلط	N;ACC;FEM;SG	N;SG
κυριαρχία	سلطه	κυριαρχία	سلطه	N;ACC;FEM;SG	N;SG
κυριαρχία	تسلط	κυριαρχία	تسلط	N;ACC;FEM;SG	N;SG
βασικά	اساساً	βασικά	اساساً	ADV	ADV
βασικά	اساسا	βασικά	اساساً	ADV	ADV
διαχειριστές	مربیان	διαχειριστής	مربی	N;NOM;MASC;PL	N;PL
ευρώ	یورو	ευρώ	None	N;ACC;NEUT;SG	N;SG
ευρώ	eur	ευρώ	eur	N;ACC;NEUT;SG	N;SG
ευρώ	یورو	ευρώ	None	N;ACC;NEUT;SG	N;SG
κυβερνήτης	حاکم	κυβερνήτης	حاکم	N;NOM;MASC;SG	N;SG
κυβερνήτης	فرماندار	κυβερνήτης	فرماندار	N;NOM;MASC;SG	N;SG
προσωπικά	شخصا	προσωπικά	None	ADV	ADV
προσωπικά	شخصاً	προσωπικά	شخصاً	ADV	ADV
εισβολή	تهاجم	εισβολή	تهاجم	N;ACC;FEM;SG	N;SG
εισβολή	هجوم	εισβολή	هجوم	N;ACC;FEM;SG	N;SG
γραφή	نویسندگی	γραφή	نویسندگی	N;NOM;FEM;SG	N;SG
γραφή	نوشتن	γραφή	نوشتن	N;NOM;FEM;SG	N;SG
οργανισμός	سازمان	οργανισμός	سازمان	N;NOM;MASC;SG	N;SG
οργανισμός	سازماندهی	οργανισμός	سازماندهی	N;NOM;MASC;SG	N;SG
οργανισμός	سازمان	οργανισμός	سازمان	N;NOM;MASC;SG	N;SG
οργανισμός	سازماندهی	οργανισμός	سازماندهی	N;NOM;MASC;SG	N;SG
οργανισμός	سازمان	οργανισμός	سازمان	N;NOM;MASC;SG	N;SG
οργανισμός	نمایندگی	οργανισμός	نمایندگی	N;NOM;MASC;SG	N;SG
οργανισμός	آژانس	οργανισμός	آژانس	N;NOM;MASC;SG	N;SG
ρόλος	نقشی	ρόλος	نقش	N;NOM;MASC;SG	N;SG
ρόλος	رل	ρόλος	رل	N;NOM;MASC;SG	N;SG
ρόλος	نقش	ρόλος	نقش	N;NOM;MASC;SG	N;SG
ιστότοπος	سایت	ιστότοπος	سایت	N;NOM;MASC;SG	N;SG
ιστότοπος	وبگاه	ιστότοπος	وبگاه	N;NOM;MASC;SG	N;SG
ιστότοπος	وبسایت	ιστότοπος	وبسایت	N;NOM;MASC;SG	N;SG
νοσοκομείο	بیمارستان	νοσοκομείο	بیمارستان	N;NOM;NEUT;SG	N;SG
νοσοκομείο	بیمارستانی	νοσοκομείο	بیمارستان	N;NOM;NEUT;SG	N;SG
κριτικές	نقدهای	κριτικός	نقد	N;NOM;FEM;PL	N;PL
δει	ندیده	βλέπω	دید	V;PFV;FIN;ACT	V;SG;3;NEG;V.PTCP
δει	دیده	βλέπω	دید	V;PFV;FIN;ACT	V;SG;3;V.PTCP
όριο	حد	όριο	حد	N;NOM;NEUT;SG	N;SG
όριο	محدودیت	όριο	محدودیت	N;NOM;NEUT;SG	N;SG
προφανώς	ظاهرا	προφανώς	ظاهراً	ADV	ADV
εμπόριο	بازرگانی	εμπόριο	بازرگانی	N;NOM;NEUT;SG	N;SG
εμπόριο	تجارت	εμπόριο	تجارت	N;NOM;NEUT;SG	N;SG
εμπόριο	تجارت	εμπόριο	تجارت	N;NOM;NEUT;SG	N;SG
χάρτη	نگاشت	χάρτης	نگاشت#گار	N;ACC;MASC;SG	N;SG
χάρτη	نقشه	χάρτης	None	N;ACC;MASC;SG	N;SG
χάρτη	منشور	χάρτης	منشور	N;ACC;MASC;SG	N;SG
ελληνίδα	یونان	ελληνίδα	یونان	N;NOM;FEM;SG	N;SG
ελληνίδα	یونانی	ελληνίδα	یونانی	N;NOM;FEM;SG	N;SG
προηγούμενη	قبلی	προηγούμενος	قبل	ADJ;NOM;FEM;SG	ADJ
ποιήματα	شعرهای	ποίημα	None	N;NOM;NEUT;PL	N;PL
έντονα	شدیدا	έντονα	شدیدا	ADV	ADV
στόχος	عینی	στόχος	عینی	N;NOM;MASC;SG	N;SG
στόχος	هدف	στόχος	هدف	N;NOM;MASC;SG	N;SG
στόχος	هدفگیری	στόχος	هدفگیری	N;NOM;MASC;SG	N;SG
κέντρα	مراکز	κέντρο	مرکز	N;NOM;NEUT;PL	N;PL
άνοιξη	بهار	άνοιξη	بهار	N;NOM;FEM;SG	N;SG
άνοιξη	بهاری	άνοιξη	بهاری	N;NOM;FEM;SG	N;SG
άνοιξη	اسپرینگ	άνοιξη	اسپرینگ	N;NOM;FEM;SG	N;SG
ηλικίας	عصر	ηλικία	عصر	N;GEN;FEM;SG	N;SG
ηλικίας	سنی	ηλικία	سنی	N;GEN;FEM;SG	N;SG
ηλικίας	سن	ηλικία	سن	N;GEN;FEM;SG	N;SG
σκοπός	مقصود	σκοπός	مقصود	N;NOM;MASC;SG	N;SG
σκοπός	هدفی	σκοπός	هدفی	N;NOM;MASC;SG	N;SG
λόγια	کلمات	λόγος	None	N;NOM;NEUT;PL	N;PL
παραλία	بیچ	παραλία	بیچ	N;NOM;FEM;SG	N;SG
παραλία	ساحل	παραλία	ساحل	N;NOM;FEM;SG	N;SG
δυτικό	وسترن	δυτικός	وسترن	N;NOM;NEUT;SG	N;SG
συνεχώς	دائماً	συνεχώς	دائماً	ADV	ADV
συνεχώς	دائما	συνεχώς	دائما	ADV	ADV
συνεχώς	دائما	συνεχώς	دائما	ADV	ADV
