egy	eine	egy	ein	DET;INDF	DET;NOM;INDF;FEM;SG
tartja	hält	tart	halten	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
használata	verwendung	használat	verwendung	N;NOM;SG	N;SG
használata	nutzung	használat	nutzung	N;NOM;SG	N;NOM;FEM;SG
igazán	wahrhaft	igazán	wahrhaft		
projekt	vorhaben	projekt	vorhaben		
viktor	sieger	viktor	sieger		
területek	territorien	terület	territorien	N;NOM;PL	N;NOM;PL
magasabb	größer	magas	groß	ADJ;NOM;CMPR;SG	ADJ
magasabb	grösser	magas	groß	ADJ;NOM;CMPR;SG	ADJ
magasabb	höheren	magas	hoch	ADJ;NOM;CMPR;SG	ADJ
magasabb	höher	magas	hoch	ADJ;NOM;CMPR;SG	ADJ
írja	schreibt	ír	schreiben	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
látta	gesehen	lát	sehen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
látta	sah	lát	sehen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
látta	gesehen	lát	sehen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
látta	sah	lát	sehen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kft	gmbh	kft	gmbh	N;NOM;SG	N;NOM;FEM;SG
kft	gmbh	kft	gmbh	N;NOM;SG	N;NOM;FEM;SG
végső	ultimate	végső	ultimat		
választotta	auserwählt	választ	auserwählen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
választotta	wählte	választ	wählen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lakói	einwohner	lakó	einwohner	N;NOM;PL	N;NOM;MASC;PL
lakói	einwohner	lakó	einwohner	N;NOM;PL	N;NOM;MASC;PL
költők	poeten	köl	poeten	N;NOM;PL	N;PL
szavazás	abstimmung	szavazás	abstimmung	N;NOM;SG	N;NOM;FEM;SG
szavazás	meinungsumfrage	szavazás	meinungsumfrage	N;NOM;SG	N;NOM;FEM;SG
szavazás	abstimmung	szavazás	abstimmung	N;NOM;SG	N;NOM;FEM;SG
felfedezés	entdeckung	felfedezés	entdeckung	N;NOM;SG	N;SG
kattints	anklicken	kattints	anklicken	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
kattints	klicken	kattints	klicken	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
kedves	lieber	kedves	lieb		
mondta	sagte	mond	sagen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mondta	meinte	mond	meinen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mondta	gesagt	mond	sagen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
térkép	karte	térkép	kart		
térkép	lageplan	térkép	lageplan		
norvég	norweger	norvég	norweger		
bronz	messing	bronz	messingen		
bronz	bronze	bronz	bronz		
ázsia	asien	ázsia	asie		
egységes	einheitlich	egységes	einheitlich	ADJ;NOM;SG	ADJ
egységes	einheitlichen	egységes	einheitlich	ADJ;NOM;SG	ADJ
egységes	einheitlich	egységes	einheitlich	ADJ;NOM;SG	ADJ
egységes	gleichmäßig	egységes	gleichmäßig	ADJ;NOM;SG	ADJ
jog	gesetz	jog	gesetz	N;NOM;SG	N;NOM;NEUT;SG
nemzetek	nationen	nemzet	nation	N;NOM;PL	N;NOM;FEM;PL
számít	zählungen	számít	zählung	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
számít	zählt	számít	zählen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
számít	zählt	számít	zählen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
számít	zählen	számít	zählen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
számít	gezählt	számít	zählen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
dezső	dezső	dezső	dezső		
metal	metall	metal	metall		
alkalmazott	beschäftigte	alkalmazott	beschäftigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
alkalmazott	beschäftigt	alkalmazott	beschäftigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alapvető	basic	alapvető	basic		
zárt	abgeschlossen	zárt	abschließen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
zárt	geschlossen	zárt	schließen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
epizód	folge	epizód	folge	N;NOM;SG	N;NOM;FEM;SG
veszi	nimmt	vesz	nehmen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
grand	riesen	grand	riesen		
grand	grand	grand	grand		
színészek	schauspielerinnen	színész	schauspielerinnen	N;NOM;PL	N;NOM;FEM;PL
kemény	raue	kemény	raue		
páros	doppel	páros	doppel		
páros	pair	páros	pair		
kettős	doppelzimmer	kettős	doppelzimmer	ADJ;NOM;SG	ADJ
kettős	doppelt	kettős	doppelt	ADJ;NOM;SG	ADJ
kettős	zweifach	kettős	zweifach	ADJ;NOM;SG	ADJ
hozta	gebracht	hoz	bringen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hozta	brachte	hoz	bringen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hozta	mitgebracht	hoz	mitbringen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
állomás	bahnhof	állomás	bahnhof	N;NOM;SG	N;NOM;MASC;SG
kifejezés	ausdruck	kifejezés	ausdruck	N;NOM;SG	N;SG
kifejezés	begriff	kifejezés	begreifen	N;NOM;SG	N;MASC;SG
kifejezés	begriff	kifejezés	begreifen	N;NOM;SG	N;MASC;SG
kifejezés	ausdruck	kifejezés	ausdruck	N;NOM;SG	N;SG
valamit	sowas	valamit	sowas		
bemutatott	vorgestellt	bemutatott	vorstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	eingeführt	bemutatott	einführen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	vorgestellt	bemutatott	vorstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	präsentiert	bemutatott	präsentieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	vorgelegt	bemutatott	vorlegen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	präsentierte	bemutatott	präsentieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
fordul	verwandelt	fordul	verwandeln	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
fordul	wandelt	fordul	wandeln	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nevek	bezeichnungen	név	bezeichnungen	N;NOM;PL	N;NOM;FEM;PL
értem	verstehen	ér	verstehen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;NFIN
értem	begreifen	ér	begreifen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;NFIN
értem	verstanden	ér	verstehen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;V.PTCP
skót	schotte	skó	schoten		
erdő	wäldern	erdő	wäldern		
erdő	woods	erdő	woods		
erdő	wälder	erdő	wald		
erdő	holzindustrie	erdő	holzindustrie		
erdő	wälder	erdő	wald		
jön	kommt	jön	kommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jön	komme	jön	kommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jön	kommt	jön	kommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jön	kommen	jön	kommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
elérhető	vorhanden	elérhető	vorhanden	ADJ;NOM;SG	ADJ
elérhető	verfügbar	elérhető	verfügbar	ADJ;NOM;SG	ADJ
elérhető	erhältlich	elérhető	erhältlich	ADJ;NOM;SG	ADJ
elérhető	zugänglich	elérhető	zugänglich	ADJ;NOM;SG	ADJ
elérhető	erreichbar	elérhető	erreichbar	ADJ;NOM;SG	ADJ
venni	kaufen	vesz	kaufen	V;NFIN;ACT	V;NFIN
venni	kaufen	vesz	kaufen	V;NFIN;ACT	V;NFIN
kápolna	kapelle	kápol	kapell	N;NOM;SG	N;NOM;FEM;SG
említett	erwähnte	említett	erwähnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
említett	erwähnt	említett	erwähnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
említett	hingewiesen	említett	hinweisen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
említett	verwiesen	említett	verweisen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
említett	verwies	említett	verweisen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nemes	edlen	nemes	edlen		
kutatási	forschung	kutatási	forschung	N;NOM;SG	N;NOM;FEM;SG
dalok	lieder	dalok	lasder	N;NOM;PL	N;NOM;NEUT;PL
dalok	songs	dalok	songs	N;NOM;PL	N;NOM;MASC;PL
viii	viii	viii	viii		
könyvek	bücher	könyv	büchern	N;NOM;PL	N;NOM;NEUT;PL
közlekedési	verkehrswesen	közlekedési	verkehrswesen	ADJ;NOM;SG	ADJ
közlekedési	verkehrspolitik	közlekedési	verkehrspolitik	ADJ;NOM;SG	ADJ
közlekedési	verkehrsmittel	közlekedési	verkehrsmittel	ADJ;NOM;SG	ADJ
erők	kräfte	erő	krafen	N;NOM;PL	N
eredmények	ergebnisse	eredmény	ergebnis	N;NOM;PL	N;NOM;NEUT;PL
eredmények	erfolge	eredmény	erfolge	N;NOM;PL	N;NOM;FEM;PL
eredmények	ergebnisse	eredmény	ergebnis	N;NOM;PL	N;NOM;NEUT;PL
fölött	über	fölött	über	ADP	ADP
állat	tier	állat	Tier	N;NOM;SG	N;NOM;NEUT;SG
művészet	kunst	művészet	kunst	N;NOM;SG	N;NOM;FEM;SG
művészet	kunst	művészet	kunst	N;NOM;SG	N;NOM;FEM;SG
smith	schmied	smith	schmeiden		
albumok	alben	album	albe	N;NOM;PL	N;NOM;PL
késő	späte	késő	spät		
szobor	denkmal	szobor	denkmal	N;NOM;SG	N;NOM;NEUT;SG
szobor	statue	szobor	statu	N;NOM;SG	N;NOM;SG
használható	einsetzbar	használható	einsetzbar	ADJ;NOM;SG	ADJ
használható	nutzbar	használható	nutzbar	ADJ;NOM;SG	ADJ
használható	verwendbar	használható	verwendbar	ADJ;NOM;SG	ADJ
használható	geeignet	használható	geeignet	ADJ;NOM;SG	ADJ
használható	brauchbar	használható	brauchbar	ADJ;NOM;SG	ADJ
oroszul	russen	orosz	russen		
játszik	spielt	játszik	spielen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
játszik	abspielen	játszik	abspielen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
játszik	spielen	játszik	spielen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
ernő	ernő	ernő	ernő		
formájában	form	forma	form	N;IN+ESS;SG	N;SG
globe	welt	globe	welt	N;NOM;SG	N;NOM;FEM;SG
megoldás	lösung	megoldás	lösung	N;NOM;SG	N;NOM;FEM;SG
gyermeke	kind	gyermeke	kind	N;NOM;SG	N;NOM;NEUT;SG
pozitív	positiver	pozitív	positiv	ADJ;NOM;SG	ADJ
pozitív	positiv	pozitív	positiv	ADJ;NOM;SG	ADJ
pozitív	positiven	pozitív	positiv	ADJ;NOM;SG	ADJ
pozitív	positives	pozitív	positiv	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
jelölt	bewerber	jelöl	bewerber		
jelölt	pfand	jelöl	pfand		
vesz	kauft	vesz	kaufen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
megrendezett	inszeniert	megrendezett	inszenieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megrendezett	inszenierte	megrendezett	inszenieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
körülmények	umstände	körülmény	umstehen	N;NOM;PL	N
körülmények	umstände	körülmény	umstehen	N;NOM;PL	N
fővárosi	metropolen	fővárosi	Metropole	ADJ;NOM;SG	ADJ
fővárosi	metropolregion	fővárosi	metropolregion	ADJ;NOM;SG	ADJ
vezet	führen	vezet	führen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vezet	fahren	vezet	fahren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vezet	autofahren	vezet	autofahren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vezet	fährt	vezet	fahren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vezet	führt	vezet	führen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
legfőbb	höchster	fő	hoch	ADJ;NOM;RL;SG	ADJ
legfőbb	oberstes	fő	ober	ADJ;NOM;RL;SG	ADJ;NOM;NEUT;SG
legfőbb	obersten	fő	ober	ADJ;NOM;RL;SG	ADJ
legfőbb	oberste	fő	ober	ADJ;NOM;RL;SG	ADJ;NOM
közösségi	gemeinschaften	közösségi	gemeinschaft	ADJ;NOM;SG	ADJ
közösségi	gemeinschaft	közösségi	gemeinschaft	ADJ;NOM;SG	ADJ
téma	thema	téma	thema	N;NOM;SG	N;NOM;NEUT;SG
téma	thema	téma	thema	N;NOM;SG	N;NOM;NEUT;SG
eredete	herkunft	eredet	herkunft	N;NOM;SG	N;NOM;FEM;SG
svájc	swiss	svájc	sweß		
eljárás	vorgang	eljárás	vorgang	N;NOM;SG	N
tour	tour	tour	tour		
tour	rundgang	tour	rundgang		
pénzügyi	finanziell	pénzügyi	finanziell	ADJ;NOM;SG	ADJ
pénzügyi	finanziellen	pénzügyi	finanziell	ADJ;NOM;SG	ADJ
előfordul	passiert	előfordul	passieren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
előfordul	geschieht	előfordul	geschehen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
keletkezett	erzeugt	keletkezett	erzeugen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
keletkezett	erstellt	keletkezett	erstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
keletkezett	generiert	keletkezett	generiert	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
magasság	höhe	magasság	höch		
magasság	grösse	magasság	groß		
magasság	höhe	magasság	höch		
meghatározott	definiert	meghatározott	definieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	definierte	meghatározott	definieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
meghatározott	bestimmt	meghatározott	bestimmen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	ermittelt	meghatározott	ermitteln	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	entschlossen	meghatározott	entschlossen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	spezifiziert	meghatározott	spezifizieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	angegeben	meghatározott	angeben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	spezifizierte	meghatározott	spezifizieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
átlagos	durchschnittlich	átlagos	durchschnittlich	ADJ;NOM;SG	ADJ
barátja	freundes	barát	freund	N;NOM;SG	N;NOM;NEUT;SG
lassan	langsamer	lassú	langsam	ADJ;FRML;SG	ADJ
lassan	langsamen	lassú	langsam	ADJ;FRML;SG	ADJ
lassan	langsam	lassú	langsam	ADJ;FRML;SG	ADJ
lassan	langsam	lassú	langsam	ADJ;FRML;SG	ADJ
versenyző	kandidat	versenyző	kandidat	N;NOM;SG	N
kiállítás	ausstellung	kiállítás	ausstellingen	N;NOM;SG	N;NOM;FEM;SG
kiállítás	ausstellung	kiállítás	ausstellingen	N;NOM;SG	N;NOM;FEM;SG
kiállítás	messegelände	kiállítás	messegelände	N;NOM;SG	N;NOM;FEM;SG
kapus	torwart	kapus	torwart	N;NOM;SG	N;NOM;MASC;SG
kapus	torwart	kapus	torwart	N;NOM;SG	N;NOM;MASC;SG
fesztivál	volksfest	fesztivál	volksfest	N;NOM;SG	N;NOM;NEUT;SG
szerzői	schriftsteller	szerzői	schriftsteller	ADJ;NOM;SG	ADJ
nőtt	wuchs	nő	wachsen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nőtt	erhöht	nő	erhöhen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nőtt	gestiegen	nő	steigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hatodik	sechste	hatodik	sechst	ADJ;NOM;SG	ADJ;NOM
hatodik	sechstes	hatodik	sechst	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
hatodik	sechster	hatodik	sechst	ADJ;NOM;SG	ADJ
képviselők	vertretungen	képviselő	vertretungen	N;NOM;PL	N;NOM;FEM;PL
képviselők	mitgliedern	képviselő	mitgliedern	N;NOM;PL	N;NOM;NEUT;PL
képviselők	mitglieder	képviselő	mitglied	N;NOM;PL	N;NOM;NEUT;PL
kivéve	ausser	kivév	außernernern		
határozat	beschluss	határozat	beschließen	N;NOM;SG	N
határozat	entscheidung	határozat	entscheidung	N;NOM;SG	N;NOM;FEM;SG
határozat	auflösung	határozat	auflösung	N;NOM;SG	N;NOM;FEM;SG
határozat	entschließung	határozat	Entschließung	N;NOM;SG	N;FEM;SG
kialakult	gegründet	kialakult	gründen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kialakult	gebildet	kialakult	bilden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kialakult	geformt	kialakult	formen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hivatal	geschäftsstelle	hivatal	geschäftsstelle	N;NOM;SG	N;NOM;FEM;SG
hivatal	amt	hivatal	amt	N;NOM;SG	N;NOM;NEUT;SG
alkalmazni	beantragen	alkalmaz	beantragen	V;NFIN;ACT	V;NFIN
alkalmazni	anwenden	alkalmaz	anwenden	V;NFIN;ACT	V;NFIN
alkalmazni	bewerben	alkalmaz	bewerben	V;NFIN;ACT	V;NFIN
alkalmazni	gelten	alkalmaz	gelten	V;NFIN;ACT	V;NFIN
légi	aerial	légi	aerial		
táblázat	tabelle	táblázat	tabell	N;NOM;SG	N;NOM;FEM;SG
táblázat	tabelle	táblázat	tabell	N;NOM;SG	N;NOM;FEM;SG
időszak	periode	időszak	periode	N;NOM;SG	N;SG
dob	trommeln	dob	trommeln	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
dob	schmeißen	dob	schmeißen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
dob	werfen	dob	werfen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
dob	trommeln	dob	trommeln	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
számított	kalkuliert	számított	kalkulieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
számított	berechnete	számított	berechnet	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
számított	errechnet	számított	errechnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
számított	berechnet	számított	berechnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
mondja	sagt	mond	sagen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
shakespeare	shakespeare	shakespeare	shakespeare	N;NOM;SG	N;NOM;MASC;SG
írtam	geschrieben	ír	schreiben	V;INDF;IND;SG;1;PST;FIN;ACT	V;V.PTCP
műhely	geschäft	műhely	schäfen	N;NOM;SG	N;NOM;NEUT;SG
műhely	werkstatt	műhely	Werkstatt	N;NOM;SG	N;NOM;FEM;SG
városok	gemeinden	város	gemeinden	N;NOM;PL	N;NOM;FEM;PL
városok	städte	város	staden	N;NOM;PL	N;NOM;FEM;PL
városok	städte	város	staden	N;NOM;PL	N;NOM;FEM;PL
folyamatos	konstanten	folyamatos	konstant		
folyamatos	fortsetzung	folyamatos	fortsetzung		
évfordulók	jahrestage	évforduló	jahrestage	N;NOM;PL	N;NOM;FEM;PL
tisza	tisza	tisza	tisza		
oktatási	weiterbildung	oktatási	weiterbildung	ADJ;NOM;SG	ADJ
alapította	gegründet	alapít	gründen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alapította	gründete	alapít	gründen	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
profi	fachmann	profi	fachmann		
profi	profi	profi	profi		
tiszta	pure	tiszta	pur		
szervezett	organisierte	szervezett	organisieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szervezett	veranstaltet	szervezett	veranstalten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szervezett	organisierte	szervezett	organisieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szervezett	veranstaltet	szervezett	veranstalten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
vasút	schiene	vasút	schienen	N;NOM;SG	N
vasút	schiene	vasút	schienen	N;NOM;SG	N
vasút	bahnlinie	vasút	bahnlinie	N;NOM;SG	N;NOM;SG
meghatározó	entscheidend	meghatározó	entscheidend	ADJ;NOM;SG	ADJ
meghatározó	entscheidenden	meghatározó	entscheidend	ADJ;NOM;SG	ADJ
meghatározó	definition	meghatározó	definition	ADJ;NOM;SG	ADJ
legfeljebb	maximum	legfeljebb	maximum		
fokozatosan	progressiv	fokozatos	progressiv	ADJ;FRML;SG	ADJ
fokozatosan	schrittweise	fokozatos	schrittweise	ADJ;FRML;SG	ADJ
fokozatosan	allmählich	fokozatos	allmählich	ADJ;FRML;SG	ADJ
fokozatosan	allmählich	fokozatos	allmählich	ADJ;FRML;SG	ADJ
fokozatosan	schrittweise	fokozatos	schrittweise	ADJ;FRML;SG	ADJ
maradtak	blieben	marad	bleiben	V;INDF;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
maradtak	geblieben	marad	bleiben	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
este	abend	este	Abend	ADV	ADV
este	abends	este	abends	ADV	ADV
este	nachts	este	nachts	ADV	ADV
növények	kulturen	növény	kultur	N;NOM;PL	N;NOM;PL
gray	grauen	gray	grau		
ázsiai	asiatisch	ázsiai	asiatisch	ADJ;NOM;SG	ADJ
folyamat	vorgang	folyamat	vorgang	N;NOM;SG	N
függetlenül	selbständig	független	selbständig	ADJ;FRML;SG	ADJ
függetlenül	selbstständig	független	selbständig	ADJ;FRML;SG	ADJ
függetlenül	unabhängig	független	unabhängig	ADJ;FRML;SG	ADJ
eredményei	ergebnisse	eredmény	ergebnis	N;NOM;PL	N;NOM;NEUT;PL
esik	regnet	esik	regnen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
esik	regnen	esik	regnen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
esik	regen	esik	rege	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szintű	ebene	szintű	eben		
szintű	level	szintű	level		
játékosok	spielern	játékos	spielern	N;NOM;PL	N;PL
játékosok	spielern	játékos	spielern	N;NOM;PL	N;PL
fordult	gewendet	fordul	wenden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fordult	drehte	fordul	drehen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
fordult	verwandelt	fordul	verwandeln	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fordult	wandte	fordul	wenden	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
indított	startete	indít	starten	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
indított	lanciert	indít	lancieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
indított	gestartet	indít	starten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
biztonsági	sicherheits	biztonsági	sicherheits	ADJ;NOM;SG	ADJ
biztonsági	sicherheitspolitik	biztonsági	sicherheitspolitik	ADJ;NOM;SG	ADJ
biztonsági	arbeitssicherheit	biztonsági	arbeitssicherheit	ADJ;NOM;SG	ADJ
béke	frieden	béke	frieden		
béke	friedens	béke	friedens		
könnyű	easy	könnyű	easy		
villa	gabel	villa	gabel		
villa	villa	villa	villa		
villa	landhaus	villa	landhaus		
mester	meister	mester	meist	N;NOM;SG	N;NOM;MASC;SG
óceán	ozean	óceán	ozean		
óceán	ozeane	óceán	ozean		
szerep	rolle	szerep	roll	N;NOM;SG	N;NOM;FEM;SG
sikeresen	erfolgreich	sikeres	erfolgreich	ADJ;FRML;SG	ADJ
sikeresen	erfolgreichen	sikeres	erfolgreich	ADJ;FRML;SG	ADJ
sikeresen	erfolgreich	sikeres	erfolgreich	ADJ;FRML;SG	ADJ
konkrét	beton	konkrét	beton		
konkrét	konkreten	konkrét	konkret		
bálint	valentinstag	bálint	valentinstag		
bálint	valentine	bálint	valentine		
tartottak	abgehalten	tart	abhalten	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
tartottak	gehalten	tart	halten	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
tartottak	festgehalten	tart	festhalten	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
szoros	close	szoros	close		
szoros	nahe	szoros	nahe		
pop	popmusik	pop	popmusik		
házastárs	ehefrau	házastárs	ehefrau	N;NOM;SG	N;NOM;FEM;SG
forma	form	forma	form	N;NOM;SG	N;SG
forma	form	forma	form	N;NOM;SG	N;SG
egészségügyi	sanitäre	egészségügyi	sanitär	ADJ;NOM;SG	ADJ;NOM;FEM;SG
egészségügyi	gesundheitswesen	egészségügyi	gesundheitswesen	ADJ;NOM;SG	ADJ
egészségügyi	gesundheitsschutz	egészségügyi	gesundheitsschutz	ADJ;NOM;SG	ADJ
weboldal	website	weboldal	websit	N;NOM;SG	N;SG
támadás	angriff	támadás	angreifen	N;NOM;SG	N
támadás	anschlag	támadás	anschlagen	N;NOM;SG	N;SG
támadás	angriff	támadás	angreifen	N;NOM;SG	N
támadás	anschlag	támadás	anschlagen	N;NOM;SG	N;SG
csendes	stille	csendes	still		
szerkesztője	redaktion	szerkesztő	redaktion	N;NOM;SG	N;SG
tanított	beigebracht	tanít	beibringen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanított	gelehrt	tanít	lehren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanított	belehrt	tanít	belehren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanított	lehrte	tanít	lehren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tanított	unterrichtet	tanít	unterrichten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fele	halbzeit	fél	halbzeit	N;NOM;SG	N
idősebb	ältester	idős	alt	ADJ;NOM;CMPR;SG	ADJ
idősebb	älteren	idős	alt	ADJ;NOM;CMPR;SG	ADJ
