comparte	distribuie	compartir	distribui	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
sensación	senzație	sensación	senzație	N;FEM;SG	N;INDF;FEM;SG
sensación	senzatie	sensación	senzatie	N;FEM;SG	N;INDF;FEM;SG
suave	neted	suave	neted	ADJ;SG	ADJ;INDF;MASC;SG
suave	lină	suave	lin	ADJ;SG	ADJ;INDF;FEM;SG
suave	netedă	suave	neted	ADJ;SG	ADJ;INDF;FEM;SG
suave	blândă	suave	blând	ADJ;SG	ADJ;INDF;FEM;SG
suave	ușoară	suave	ușor	ADJ;SG	ADJ;INDF;FEM;SG
suave	blândă	suave	blând	ADJ;SG	ADJ;INDF;FEM;SG
constantes	constante	constante	constant	ADJ;PL	ADJ;INDF;FEM;PL
sencilla	simplă	sencillo	simplu	ADJ;FEM;SG	ADJ;INDF;FEM;SG
censura	necenzurat	censura	necenzura	N;FEM;SG	N;INDF;MASC;SG
censura	cenzura	censura	cenzură	N;FEM;SG	N;DEF;FEM;SG
censura	cenzura	censura	cenzură	N;FEM;SG	N;DEF;FEM;SG
censura	cenzură	censura	cenzură	N;FEM;SG	N;INDF;FEM;SG
rebelde	rebel	rebelde	rebel	ADJ;SG	ADJ;INDF;MASC;SG
rebelde	rebelă	rebelde	rebel	ADJ;SG	ADJ;INDF;FEM;SG
rebelde	rebelă	rebelde	rebel	ADJ;SG	ADJ;INDF;FEM;SG
roll	rola	roll	rola	N;MASC;SG	N;DEF;FEM;SG
roll	roll	roll	roll	N;MASC;SG	N;INDF;MASC;SG
marítima	maritimă	marítimo	maritim	ADJ;FEM;SG	ADJ;INDF;FEM;SG
marítima	maritim	marítimo	maritim	ADJ;FEM;SG	ADJ;INDF;MASC;SG
liberado	lansat	liberado	lansat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
liberado	eliberat	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
liberado	eliberată	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
liberado	eliberat	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
liberado	eliberat	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
gerente	manager	gerente	manager	N;SG	N;INDF;MASC;SG
gerente	managerul	gerente	manager	N;SG	N;DEF;MASC;SG
encuesta	sondaj	encuesta	sondaj	N;FEM;SG	N;INDF;MASC;SG
encuesta	sondajul	encuesta	sondaj	N;FEM;SG	N;DEF;MASC;SG
encuesta	sondaj	encuesta	sondaj	N;FEM;SG	N;INDF;MASC;SG
afecta	afectează	afectar	afecta	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
afecta	afectează	afectar	afecta	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
pokémon	pokémon	pokémon	pokémon	N;MASC	N;INDF;MASC;SG
efectivamente	efectiv	efectivamente	efectiv	ADV	ADV
efectivamente	intradevar	efectivamente	intradevar	ADV	ADV
virreinato	viceregatul	virreinato	viceregat	N;MASC;SG	N;DEF;MASC;SG
seca	uscat	seco	uscat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
seca	uscată	seco	uscat	ADJ;FEM;SG	ADJ;INDF;FEM;SG
seca	uscat	seco	uscat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
seca	uscată	seco	uscat	ADJ;FEM;SG	ADJ;INDF;FEM;SG
medir	măsoară	medir	măsura	V;NFIN	V;IND;3;PRS;FIN
asume	presupune	asumir	presupune	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dieta	dietă	dieta	dietă	N;FEM;SG	N;INDF;FEM;SG
dieta	dieta	dieta	dietă	N;FEM;SG	N;DEF;FEM;SG
aparente	aparentă	aparente	aparent	ADJ;SG	ADJ;INDF;FEM;SG
discusiones	discuții	discusión	discuție	N;FEM;PL	N;INDF;FEM;PL
discusiones	discutii	discusión	discut	N;FEM;PL	N;INDF;FEM;PL
discusiones	discuții	discusión	discuție	N;FEM;PL	N;INDF;FEM;PL
discusiones	discutii	discusión	discut	N;FEM;PL	N;INDF;FEM;PL
discusiones	argumentele	discusión	argument	N;FEM;PL	N;DEF;FEM;PL
discusiones	certuri	discusión	cert	N;FEM;PL	N;INDF;FEM;PL
discusiones	argumente	discusión	argument	N;FEM;PL	N;INDF;FEM;PL
panorama	panorama	panorama	panoramă	N;MASC;SG	N;DEF;FEM;SG
panorama	panoramă	panorama	panoramă	N;MASC;SG	N;INDF;FEM;SG
rin	rin	rin	rin	N;MASC;SG	N;INDF;MASC;SG
rin	rin	rin	rin	N;MASC;SG	N;INDF;MASC;SG
animada	animat	animado	anima	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
nativa	nativă	nativo	nativă	ADJ;FEM;SG	ADJ;INDF;FEM;SG
intensa	intensa	intenso	intensa	ADJ;FEM;SG	ADJ;DEF;FEM;SG
intensa	intensă	intenso	intens	ADJ;FEM;SG	ADJ;INDF;FEM;SG
duelo	duel	duelo	duel	N;MASC;SG	N;INDF;MASC;SG
duelo	duelul	duelo	duel	N;MASC;SG	N;DEF;MASC;SG
duelo	doliu	duelo	doliu	N;MASC;SG	N;INDF;MASC;SG
duelo	doliu	duelo	doliu	N;MASC;SG	N;INDF;MASC;SG
legend	legendă	legend	legendă	N	N;INDF;FEM;SG
legend	legenda	legend	legendă	N	N;DEF;FEM;SG
rectangular	dreptunghiulară	rectangular	dreptunghiular	ADJ;SG	ADJ;INDF;FEM;SG
acústica	acustic	acústicar	acustic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
innovación	inovare	innovación	inovare	N;FEM;SG	N;INDF;FEM;SG
innovación	inovarea	innovación	inovare	N;FEM;SG	N;DEF;FEM;SG
hueso	os	hueso	os	N;MASC;SG	N;INDF;MASC;SG
hueso	osul	hueso	os	N;MASC;SG	N;DEF;MASC;SG
administrativas	administrative	administrativo	administrativ	ADJ;FEM;PL	ADJ;INDF;FEM;PL
rincón	colțul	rincón	colț	N;MASC;SG	N;DEF;MASC;SG
rincón	corner	rincón	corner	N;MASC;SG	N;INDF;MASC;SG
rincón	colt	rincón	colt	N;MASC;SG	N;INDF;MASC;SG
rincón	colț	rincón	colț	N;MASC;SG	N;INDF;MASC;SG
ordenador	calculator	ordenador	calculator	N;MASC;SG	N;INDF;MASC;SG
ordenador	computer	ordenador	computer	N;MASC;SG	N;INDF;MASC;SG
ordenador	calculatorul	ordenador	calculator	N;MASC;SG	N;DEF;MASC;SG
baño	toaletă	baño	toaletă	N;MASC;SG	N;INDF;FEM;SG
baño	toaleta	baño	toaletă	N;MASC;SG	N;DEF;FEM;SG
baño	wc	baño	wc	N;MASC;SG	N;INDF;MASC;SG
baño	baia	baño	baie	N;MASC;SG	N;DEF;FEM;SG
baño	baie	baño	baie	N;MASC;SG	N;INDF;FEM;SG
baño	baie	baño	baie	N;MASC;SG	N;INDF;FEM;SG
baño	bath	baño	bath	N;MASC;SG	N;INDF;MASC;SG
seguros	asigurari	seguro	asigurar	N;MASC;PL	N;INDF;MASC;PL
seguros	asigurări	seguro	asigurare	N;MASC;PL	N;INDF;FEM;PL
correr	rulează	correr	rula	V;NFIN	V;IND;3;PRS;FIN
correr	alergând	correr	alerga	V;NFIN	V;V.MSDR
correr	rulează	correr	rula	V;NFIN	V;IND;3;PRS;FIN
hms	hms	hms	hms	N;MASC;SG	N;INDF;MASC;SG
telecomunicaciones	telecomunicații	telecomunicación	telecomunicație	N;FEM;PL	N;INDF;FEM;PL
telecomunicaciones	telecomunicații	telecomunicación	telecomunicație	N;FEM;PL	N;INDF;FEM;PL
ocupando	ocupând	ocupar	ocupa	V;V.MSDR	V;V.MSDR
cantando	scandând	cantar	scanda	V;V.MSDR	V;V.MSDR
cantando	cântând	cantar	cânta	V;V.MSDR	V;V.MSDR
examen	recenzie	examen	recenzie	N;MASC;SG	N;INDF;FEM;SG
examen	revizuirea	examen	revizuire	N;MASC;SG	N;DEF;FEM;SG
examen	revizuire	examen	revizuire	N;MASC;SG	N;INDF;FEM;SG
examen	examinarea	examen	examinare	N;MASC;SG	N;DEF;FEM;SG
examen	examinare	examen	examinare	N;MASC;SG	N;INDF;FEM;SG
examen	examen	examen	examen	N;MASC;SG	N;INDF;MASC;SG
examen	examenul	examen	examen	N;MASC;SG	N;DEF;MASC;SG
depósitos	depozite	depósito	depozit	N;MASC;PL	N;INDF;FEM;PL
depósitos	rezervoare	depósito	rezervor	N;MASC;PL	N;INDF;FEM;PL
depósitos	depozite	depósito	depozit	N;MASC;PL	N;INDF;FEM;PL
depósitos	depuneri	depósito	depunere	N;MASC;PL	N;INDF;FEM;PL
ocasionalmente	ocazional	ocasionalmente	ocazional	ADV	ADV
ocasionalmente	ocazional	ocasionalmente	ocazional	ADV	ADV
invitada	invitat	invitada	invita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
invitada	invitată	invitada	invita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
invitada	invitat	invitada	invita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
rap	rap	rap	rap	N;MASC;SG	N;INDF;MASC;SG
asistir	asist	asistir	asista	V;NFIN	V;IND;SG;1;PRS;FIN
turistas	turistii	turista	turist	N;PL	N;DEF;MASC;PL
turistas	turisti	turista	turisti	N;PL	N;INDF;MASC;PL
imdb	imdb	imdb	imdb	N;FEM;SG	N;INDF;MASC;SG
autobús	bus	autobús	bus	N;MASC;SG	N;INDF;MASC;SG
autobús	autocar	autobús	autocar	N;MASC;SG	N;INDF;MASC;SG
autobús	autobuz	autobús	autobuz	N;MASC;SG	N;INDF;MASC;SG
autobús	autobuzul	autobús	autobuz	N;MASC;SG	N;DEF;MASC;SG
actuando	hotărând	actuar	hotărî	V;V.MSDR	V;V.MSDR
confusión	confuzia	confusión	confuzie	N;FEM;SG	N;DEF;FEM;SG
confusión	confuzie	confusión	confuzie	N;FEM;SG	N;INDF;FEM;SG
tendencias	tendințele	tendencia	tendință	N;FEM;PL	N;DEF;FEM;PL
secretos	secretele	secreto	secret	N;MASC;PL	N;DEF;FEM;PL
secretos	secrete	secreto	secret	N;MASC;PL	N;INDF;FEM;PL
secretos	secrete	secreto	secret	N;MASC;PL	N;INDF;FEM;PL
probabilidad	probabilitate	probabilidad	probabilitate	N;FEM;SG	N;INDF;FEM;SG
probabilidad	probabilitate	probabilidad	probabilitate	N;FEM;SG	N;INDF;FEM;SG
probabilidad	probabilitatea	probabilidad	probabilitate	N;FEM;SG	N;DEF;FEM;SG
exhibición	expozitie	exhibición	expozitie	N;FEM;SG	N;INDF;FEM;SG
exhibición	expoziţia	exhibición	expozigie	N;FEM;SG	N;DEF;FEM;SG
exhibición	expozitie	exhibición	expozitie	N;FEM;SG	N;INDF;FEM;SG
exhibición	expoziţie	exhibición	expoziţie	N;FEM;SG	N;INDF;FEM;SG
amistoso	prietenoasă	amistoso	prietenos	ADJ;MASC;SG	ADJ;INDF;FEM;SG
amistoso	prietenos	amistoso	prietenos	ADJ;MASC;SG	ADJ;INDF;MASC;SG
amistoso	amiabilă	amistoso	amiabil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
convenio	legământ	convenio	legământ	N;MASC;SG	N;INDF;MASC;SG
convenio	convenția	convenio	convenție	N;MASC;SG	N;DEF;FEM;SG
convenio	convenție	convenio	convenție	N;MASC;SG	N;INDF;FEM;SG
elaborado	elaborat	elaborado	elabora	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
elaborado	elaborată	elaborado	elabora	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
elaborado	elaborată	elaborado	elabora	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
entretenimiento	divertisment	entretenimiento	divertisment	N;MASC;SG	N;INDF;MASC;SG
entretenimiento	entertainment	entretenimiento	entertainment	N;MASC;SG	N;INDF;MASC;SG
temprano	timpuriu	temprano	timpuriu	ADV	ADV
temprano	devreme	temprano	devreme	ADV	ADV
euphorbia	euphorbia	euphorbia	euphorbie	N;FEM;SG	N;DEF;FEM;SG
direcciones	directii	dirección	direct	N;FEM;PL	N;INDF;FEM;PL
direcciones	adrese	dirección	adresă	N;FEM;PL	N;INDF;FEM;PL
direcciones	adresele	dirección	adresă	N;FEM;PL	N;DEF;FEM;PL
delitos	infractiuni	delito	infractiune	N;MASC;PL	N;INDF;FEM;PL
delitos	delicte	delito	delict	N;MASC;PL	N;INDF;FEM;PL
delitos	infracțiuni	delito	infracțiune	N;MASC;PL	N;INDF;FEM;PL
delitos	crime	delito	crimă	N;MASC;PL	N;INDF;FEM;PL
delitos	infracțiuni	delito	infracțiune	N;MASC;PL	N;INDF;FEM;PL
atletas	sportivii	atleta	sportiv	N;PL	N;DEF;MASC;PL
atletas	sportivi	atleta	sportiv	N;PL	N;INDF;MASC;PL
sonic	sonic	sonic	sonic	N;MASC;SG	N;INDF;MASC;SG
semifinal	semifinala	semifinal	semifinal	N;FEM;SG	N;DEF;FEM;SG
espectro	wraith	espectro	wraith	N;MASC;SG	N;INDF;MASC;SG
espectro	spectra	espectro	spectra	N;MASC;SG	N;DEF;FEM;SG
espectro	spectrul	espectro	spectru	N;MASC;SG	N;DEF;MASC;SG
espectro	spectru	espectro	spectru	N;MASC;SG	N;INDF;MASC;SG
espectro	spectru	espectro	spectru	N;MASC;SG	N;INDF;MASC;SG
espectro	spectrul	espectro	spectru	N;MASC;SG	N;DEF;MASC;SG
serio	serioasă	serio	serios	ADJ;MASC;SG	ADJ;INDF;FEM;SG
serio	serioasa	serio	serios	ADJ;MASC;SG	ADJ;DEF;FEM;SG
conducción	conducere	conducción	conducere	N;FEM;SG	N;INDF;FEM;SG
gobernantes	conducători	gobernante	conducător	N;PL	N;INDF;MASC;PL
gobernantes	conducătorii	gobernante	conducător	N;PL	N;DEF;MASC;PL
capacidades	capacități	capacidad	capacitate	N;FEM;PL	N;INDF;FEM;PL
capacidades	capacitățile	capacidad	capacitate	N;FEM;PL	N;DEF;FEM;PL
capacidades	capacități	capacidad	capacitate	N;FEM;PL	N;INDF;FEM;PL
capacidades	capacitățile	capacidad	capacitate	N;FEM;PL	N;DEF;FEM;PL
inteligente	inteligent	inteligente	inteligent	ADJ;SG	ADJ;INDF;MASC;SG
inteligente	inteligent	inteligente	inteligent	ADJ;SG	ADJ;INDF;MASC;SG
inteligente	inteligentă	inteligente	inteligent	ADJ;SG	ADJ;INDF;FEM;SG
inteligente	inteligent	inteligente	inteligent	ADJ;SG	ADJ;INDF;MASC;SG
inteligente	inteligentă	inteligente	inteligent	ADJ;SG	ADJ;INDF;FEM;SG
introducido	introdusă	introducir	introduce	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
introducido	introdus	introducir	introduce	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ficticio	fictiv	ficticio	fictiv	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ficticio	fictiv	ficticio	fictiv	ADJ;MASC;SG	ADJ;INDF;MASC;SG
manhattan	manhattan	manhattar	manhattan	N;MASC;SG	N;INDF;MASC;SG
concursos	concursuri	concurso	concurs	N;MASC;PL	N;INDF;FEM;PL
concursos	concursuri	concurso	concurs	N;MASC;PL	N;INDF;FEM;PL
cia	cia	cia	cil	N;SG	N
cia	cia	cia	cil	N;SG	N
abundantes	abundente	abundante	abundent	ADJ;PL	ADJ;INDF;FEM;PL
dosis	doze	dosis	doză	N;FEM	N;INDF;FEM;PL
dosis	dozele	dosis	doză	N;FEM	N;DEF;FEM;PL
dosis	doza	dosis	doză	N;FEM	N;DEF;FEM;SG
dosis	doză	dosis	doză	N;FEM	N;INDF;FEM;SG
dosis	doza	dosis	doză	N;FEM	N;DEF;FEM;SG
dosis	doză	dosis	doză	N;FEM	N;INDF;FEM;SG
conocía	știa	conocer	ști	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
cubrir	acoperă	cubrir	acoperi	V;NFIN	V;IND;3;PRS;FIN
antártida	antarctica	antártida	antarctică	N;FEM;SG	N;DEF;FEM;SG
antártida	antarctica	antártida	antarctică	N;FEM;SG	N;DEF;FEM;SG
citas	citate	cita	citat	N;FEM;PL	N;INDF;FEM;PL
citas	numiri	cita	numire	N;FEM;PL	N;INDF;FEM;PL
citas	intalniri	cita	intalnire	N;FEM;PL	N;INDF;FEM;PL
aprobada	aprobat	aprobado	aproba	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
aprobada	omologat	aprobado	omologat	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
aprobada	aprobată	aprobado	aproba	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
investigar	investiga	investigar	investiga	V;NFIN	V;IND;SG;3;IPFV;FIN
investigar	investighează	investigar	investighea	V;NFIN	V;IND;3;PRS;FIN
libreto	libretul	libreto	libret	N;MASC;SG	N;DEF;MASC;SG
decidido	decisă	decidido	decide	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
decidido	hotărât	decidido	hotărî	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
decidido	determinată	decidido	determinat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
decidido	determinat	decidido	determina	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
falso	fals	falso	fals	ADJ;MASC;SG	ADJ;INDF;MASC;SG
falso	falsa	falso	fals	ADJ;MASC;SG	ADJ;DEF;FEM;SG
falso	falsă	falso	fals	ADJ;MASC;SG	ADJ;INDF;FEM;SG
falso	fals	falso	fals	ADJ;MASC;SG	ADJ;INDF;MASC;SG
falso	falsă	falso	fals	ADJ;MASC;SG	ADJ;INDF;FEM;SG
humedad	umezeala	humedad	umezeală	N;FEM;SG	N;DEF;FEM;SG
humedad	umezeală	humedad	umezeală	N;FEM;SG	N;INDF;FEM;SG
humedad	umiditate	humedad	umiditate	N;FEM;SG	N;INDF;FEM;SG
humedad	umiditatea	humedad	umiditate	N;FEM;SG	N;DEF;FEM;SG
humedad	umiditate	humedad	umiditate	N;FEM;SG	N;INDF;FEM;SG
atracción	atractie	atracción	atractie	N;FEM;SG	N;INDF;FEM;SG
jurídico	juridic	jurídico	juridic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
jurídico	legală	jurídico	legal	ADJ;MASC;SG	ADJ;INDF;FEM;SG
jurídico	legal	jurídico	legal	ADJ;MASC;SG	ADJ;INDF;MASC;SG
tabasco	tabasco	tabasco	tabasco	N;MASC;SG	N;INDF;MASC;SG
formaciones	formaţiuni	formación	formagiune	N;FEM;PL	N;INDF;FEM;PL
destruida	distrusa	destruido	distrus	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
destruida	distrus	destruido	distruge	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
destruida	distrusă	destruido	distruge	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
testigo	martorul	testigo	martor	N;MASC;SG	N;DEF;MASC;SG
testigo	martoră	testigo	martoră	N;MASC;SG	N;INDF;FEM;SG
testigo	martor	testigo	martor	N;MASC;SG	N;INDF;MASC;SG
afluente	afluent	afluente	afluent	N;MASC;SG	N;INDF;MASC;SG
seguida	urmărit	seguido	urmări	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
seguida	urmat	seguido	urma	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
seguida	urmărită	seguido	urmări	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
kilómetro	milă	kilómetro	milă	N;MASC;SG	N;INDF;FEM;SG
kilómetro	kilometru	kilómetro	kilometru	N;MASC;SG	N;INDF;MASC;SG
kilómetro	kilometru	kilómetro	kilometru	N;MASC;SG	N;INDF;MASC;SG
reptiles	reptile	reptil	reptă	N;MASC;PL	N;INDF;FEM;PL
reptiles	reptile	reptil	reptă	N;MASC;PL	N;INDF;FEM;PL
reptiles	reptilele	reptil	reptilă	N;MASC;PL	N;DEF;FEM;PL
logo	logo	logo	logo	N;MASC;SG	N;INDF;MASC;SG
logo	sigla	logo	sigla	N;MASC;SG	N;DEF;FEM;SG
sustancia	substanță	sustancia	substanță	N;FEM;SG	N;INDF;FEM;SG
sustancia	substanța	sustancia	substanță	N;FEM;SG	N;DEF;FEM;SG
holandés	olandezul	holandés	olandez	N;MASC;SG	N;DEF;MASC;SG
holandés	dutch	holandés	dutch	N;MASC;SG	N;INDF;MASC;SG
estocolmo	stockholm	estocolmo	stockholm	N;MASC;SG	N;INDF;MASC;SG
nasa	nasa	nasa	nasă	N;FEM;SG	N;DEF;FEM;SG
masiva	masiv	masivo	masiv	ADJ;FEM;SG	ADJ;INDF;MASC;SG
masiva	masivă	masivo	masiv	ADJ;FEM;SG	ADJ;INDF;FEM;SG
viendo	văzând	ver	vedea	V;V.MSDR	V;V.MSDR
viendo	privesc	ver	privi	V;V.MSDR	V;IND;PL;3;PRS;FIN
mercurio	mercur	mercurio	mercur	N;MASC;SG	N;INDF;MASC;SG
mercurio	mercurul	mercurio	mercur	N;MASC;SG	N;DEF;MASC;SG
moléculas	molecule	molécula	moleculă	N;FEM;PL	N;INDF;FEM;PL
moléculas	moleculele	molécula	moleculă	N;FEM;PL	N;DEF;FEM;PL
regulación	regulament	regulación	regulament	N;FEM;SG	N;INDF;MASC;SG
regulación	regulamentul	regulación	regulament	N;FEM;SG	N;DEF;MASC;SG
regulación	reglementare	regulación	reglementare	N;FEM;SG	N;INDF;FEM;SG
regulación	reglementarea	regulación	reglementare	N;FEM;SG	N;DEF;FEM;SG
regulación	reglementarea	regulación	reglementare	N;FEM;SG	N;DEF;FEM;SG
regulación	reglementare	regulación	reglementare	N;FEM;SG	N;INDF;FEM;SG
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC;SG
sargento	sarge	sargento	sarge	N;MASC;SG	N;INDF;MASC;SG
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC;SG
creencia	credința	creencia	credință	N;FEM;SG	N;DEF;FEM;SG
aterrizaje	debarcarea	aterrizaje	debarcare	N;MASC;SG	N;DEF;FEM;SG
aterrizaje	aterizarea	aterrizaje	aterizare	N;MASC;SG	N;DEF;FEM;SG
aterrizaje	debarcare	aterrizaje	debarcare	N;MASC;SG	N;INDF;FEM;SG
aterrizaje	aterizare	aterrizaje	aterizare	N;MASC;SG	N;INDF;FEM;SG
ventajas	beneficiile	ventaja	beneficiu	N;FEM;PL	N;DEF;FEM;PL
ventajas	prestații	ventaja	prestație	N;FEM;PL	N;INDF;FEM;PL
ventajas	beneficii	ventaja	beneficiu	N;FEM;PL	N;INDF;FEM;PL
ventajas	avantajele	ventaja	avantaj	N;FEM;PL	N;DEF;FEM;PL
ventajas	avantaje	ventaja	avantaj	N;FEM;PL	N;INDF;FEM;PL
abandona	abandonează	abandonar	abandona	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
arsenal	arsenalul	arsenal	arsenal	N;MASC;SG	N;DEF;MASC;SG
arsenal	arsenal	arsenal	arsenal	N;MASC;SG	N;INDF;MASC;SG
sociología	sociologie	sociología	sociologie	N;FEM;SG	N;INDF;FEM;SG
nigeria	nigerian	nigeria	nigerian	N;FEM;SG	N;INDF;MASC;SG
extrema	extremă	extremo	extrem	ADJ;FEM;SG	ADJ;INDF;FEM;SG
consola	consola	consola	consola	N;FEM;SG	N;DEF;FEM;SG
consola	consolă	consola	consola	N;FEM;SG	N;INDF;FEM;SG
sentimiento	senzație	sentimiento	senzație	N;MASC;SG	N;INDF;FEM;SG
sentimiento	sentimentul	sentimiento	sentiment	N;MASC;SG	N;DEF;MASC;SG
sentimiento	sentiment	sentimiento	sentiment	N;MASC;SG	N;INDF;MASC;SG
cargas	acuzatii	carga	acuzat	N;FEM;PL	N;INDF;FEM;PL
cargas	încărcări	carga	încărcare	N;FEM;PL	N;INDF;FEM;PL
trato	afacere	trato	afacere	N;MASC;SG	N;INDF;FEM;SG
suficientes	suficiente	suficiente	suficient	ADJ;PL	ADJ;INDF;FEM;PL
flash	flash	flash	flash	N;MASC;SG	N;INDF;MASC;SG
place	locul	place	loc	N	N;DEF;MASC;SG
place	loc	place	loc	N	N;INDF;MASC;SG
reality	realitate	reality	realitate	N;MASC;SG	N;INDF;FEM;SG
reality	realitatea	reality	realitate	N;MASC;SG	N;DEF;FEM;SG
castillos	castele	castillo	castel	N;MASC;PL	N;INDF;FEM;PL
fuga	evadarea	fuga	evadare	N;FEM;SG	N;DEF;FEM;SG
fuga	evadare	fuga	evadare	N;FEM;SG	N;INDF;FEM;SG
dorada	aurit	dorado	auri	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
dorada	auriu	dorado	auriu	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
dorada	auriu	dorado	auriu	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
abuela	bunică	abuela	bunic	N;FEM;SG	N;INDF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
abuela	bunică	abuela	bunic	N;FEM;SG	N;INDF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
afueras	împrejurimi	afueras	împrejurime	N;FEM;PL	N;INDF;FEM;PL
experto	expertul	experto	expert	N;MASC;SG	N;DEF;MASC;SG
experto	expertă	experto	expert	N;MASC;SG	N;INDF;FEM;SG
experto	expert	experto	expert	N;MASC;SG	N;INDF;MASC;SG
frontal	frontal	frontal	frontal	ADJ;SG	ADJ;INDF;MASC;SG
frontal	frontală	frontal	frontal	ADJ;SG	ADJ;INDF;FEM;SG
considerablemente	considerabil	considerablemente	considerabil	ADV	ADV
borgoña	burgundia	borgoña	burgundie	N;FEM;SG	N;DEF;FEM;SG
borgoña	burgundy	borgoña	burgundy	N;FEM;SG	N;INDF;MASC;SG
huevo	ou	huevo	ou	N;MASC;SG	N;INDF;MASC;SG
huevo	oul	huevo	ou	N;MASC;SG	N;DEF;MASC;SG
tragedia	tragedie	tragedia	tragedie	N;FEM;SG	N;INDF;FEM;SG
tragedia	tragedia	tragedia	tragedie	N;FEM;SG	N;DEF;FEM;SG
lagunas	lipsuri	laguna	lips	N;FEM;PL	N;INDF;FEM;PL
lagunas	lacune	laguna	lacune	N;FEM;PL	N;INDF;FEM;PL
lagunas	lagune	laguna	lagune	N;FEM;PL	N;INDF;FEM;PL
beta	beta	beta	beta	N;FEM;SG	N;INDF;MASC
contaminación	contaminarea	contaminación	contaminare	N;FEM;SG	N;DEF;FEM;SG
contaminación	contaminare	contaminación	contaminare	N;FEM;SG	N;INDF;FEM;SG
contaminación	poluare	contaminación	poluare	N;FEM;SG	N;INDF;FEM;SG
contaminación	poluarea	contaminación	poluare	N;FEM;SG	N;DEF;FEM;SG
azteca	azteca	azteca	azteca	N;SG	N;DEF;FEM;SG
azteca	aztec	azteca	aztec	N;SG	N;INDF;MASC;SG
patrones	tipare	patrón	tipar	N;MASC;PL	N;INDF;FEM;PL
patrones	tiparele	patrón	tipar	N;MASC;PL	N;DEF;FEM;PL
patrones	patronii	patrón	patron	N;MASC;PL	N;DEF;MASC;PL
patrones	patroni	patrón	patron	N;MASC;PL	N;INDF;MASC;PL
patrones	angajatori	patrón	angajator	N;MASC;PL	N;INDF;MASC;PL
patrones	angajatorilor	patrón	angajator	N;MASC;PL	N;DEF;MASC;PL
patrones	angajatorii	patrón	angajator	N;MASC;PL	N;DEF;MASC;PL
boeing	boeing	boeing	boeing	N;MASC;SG	N;INDF;MASC;SG
