amb	مع	amb	مَعَ	ADP	ADP;ACC
fabricació	تصنيع	fabricació	تَصنِيع	N;FEM;SG	N;NOM;INDF;SG
fabricació	التصنيع	fabricació	تَصنِيع	N;FEM;SG	N;NOM;DEF;SG
fabricació	تصنيع	fabricació	تَصنِيع	N;FEM;SG	N;NOM;INDF;SG
fabricació	التصنيع	fabricació	تَصنِيع	N;FEM;SG	N;NOM;DEF;SG
fabricació	تلفيق	fabricació	تَلفِيق	N;FEM;SG	N;NOM;INDF;SG
explotacions	مزارع	explotació	مَزرَعَة	N;FEM;PL	N;NOM;INDF;PL
romà	روماني	romà	رُومَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
romà	الروماني	romà	رُومَانِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
romà	الرومانية	romà	رُومَانِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
número	عدد	número	عَدَد	N;MASC;SG	N;NOM;INDF;SG
número	العدد	número	عَدَد	N;MASC;SG	N;NOM;DEF;SG
número	الرقم	número	رَقم	N;MASC;SG	N;NOM;DEF;SG
número	رقم	número	رَقم	N;MASC;SG	N;NOM;INDF;SG
entrada	الدخول	entrada	دُخُول	N;FEM;SG	N;NOM;DEF;SG
entrada	دخول	entrada	دُخُول	N;FEM;SG	N;NOM;INDF;SG
caràcter	شخصية	caràcter	شَخصِيَّة	N;MASC;SG	N;NOM;INDF;SG
companyia	شركة	companyia	شَرِكَة	N;FEM;SG	N;NOM;INDF;SG
companyia	الشركة	companyia	شَرِكَة	N;FEM;SG	N;NOM;DEF;SG
companyia	رفقة	companyia	رِفقَة	N;FEM;SG	N;NOM;INDF;SG
deu	العشرة	deu	عَشَرَة	NUM;PL	NUM;NOM;DEF;MASC
deu	عشرة	deu	عَشَرَة	NUM;PL	NUM;MASC
deu	عشر	deu	عَشَرَة	NUM;PL	NUM;MASC
reis	الملوك	rei	مَلوَك	N;MASC;PL	N;NOM;DEF;PL
reis	ملوك	rei	ملوك	N;MASC;PL	N;NOM;INDF;PL
port	ميناء	port	مِينَاء	N;MASC;SG	N;NOM;INDF;SG
port	الميناء	port	مِينَاء	N;MASC;SG	N;NOM;DEF;SG
port	منفذ	port	مَنفَذ	N;MASC;SG	N;NOM;INDF;SG
port	المنفذ	port	مَنفَذ	N;MASC;SG	N;NOM;DEF;SG
portar	تحمل	portar	حَمَل	V;NFIN	V;PFV;MASC;SG;3;FIN;ACT
portar	احمل	portar	احمل	V;NFIN	V;PFV;MASC;SG;3;ACT
conca	حوض	conca	حَوض	N;FEM;SG	N;NOM;INDF;SG
parc	حديقة	parc	حَدِيقَة	N;MASC;SG	N;NOM;INDF;SG
festival	المهرجان	festival	مَهرَجَان	N;MASC;SG	N;NOM;DEF;SG
festival	مهرجان	festival	مَهرَجَان	N;MASC;SG	N;NOM;INDF;SG
arts	الفنون	art	فَنّ	N;FEM;PL	N;NOM;DEF;PL
arts	فنون	art	فَنّ	N;FEM;PL	N;NOM;INDF;PL
gratuït	مجانا	gratuït	مَجَّان	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
gratuït	حرة	gratuït	حُرّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
gratuït	مجاني	gratuït	مَجَّانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
mitjans	الوسائل	mitjà	وَسِيلَة	N;MASC;PL	N;NOM;DEF;PL
drets	حقوق	dret	حَقّ	N;MASC;PL	N;NOM;INDF;PL
drets	الحقوق	dret	حَقّ	N;MASC;PL	N;NOM;DEF;PL
llibres	الكتب	llibre	كِتَاب	N;MASC;PL	N;NOM;DEF;PL
inclou	يشمل	incloure	شَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
inclou	يتضمن	incloure	تَضَمَّن	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
inclou	تتضمن	incloure	تَضَمَّن	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
inclou	تشمل	incloure	شَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
governador	محافظ	governador	مُحَافِظ	N;MASC;SG	N;NOM;INDF;SG
governador	الحاكم	governador	حَاكِم	N;MASC;SG	N;NOM;DEF;SG
compositor	الملحن	compositor	مَلحَن	N;MASC;SG	N;NOM;DEF;SG
tercera	ثالثا	tercer	ثَالِث	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
tercera	الثالثة	tercer	ثَالِث	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
tercera	ثالث	tercer	ثَالِث	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
tercera	الثالث	tercer	ثَالِث	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
tercera	ثالثة	tercer	ثَالِث	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
bona	خير	bo	خَير	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
bona	جيد	bo	جَيِّد	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
personatges	احرف	personatge	احرف	N;MASC;PL	N;NOM;INDF;PL
personatges	الشخصيات	personatge	شَخصِيَّة	N;MASC;PL	N;NOM;DEF;PL
personatges	شخصيات	personatge	شَخصِيَّة	N;MASC;PL	N;NOM;INDF;PL
teoria	نظرية	teoria	نَظَرِيَّة	N;FEM;SG	N;NOM;INDF;SG
comunicació	الاتصال	comunicació	اِتِّصَال	N;FEM;SG	N;NOM;DEF;SG
comunicació	التواصل	comunicació	تَوَاصُل	N;FEM;SG	N;NOM;DEF;SG
blanc	بيضاء	blanc	بَيضَاء	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
blanc	الابيض	blanc	أَبيَض	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
meitat	نصف	meitat	نِصف	N;FEM;SG	N;NOM;INDF;SG
meitat	النصف	meitat	نِصف	N;FEM;SG	N;NOM;DEF;SG
lliure	مجانا	lliure	مَجَّان	ADJ;SG	ADJ;ACC;INDF;MASC;SG
lliure	حرة	lliure	حُرّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
lliure	مجاني	lliure	مَجَّانِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
aleshores	اذن	aleshores	إِذَن	ADV	ADV
pobles	شعوب	poble	شَعب	N;MASC;PL	N;NOM;INDF;PL
pobles	الشعوب	poble	شَعب	N;MASC;PL	N;NOM;DEF;PL
presència	التواجد	presència	تَوَاجُد	N;FEM;SG	N;NOM;DEF;SG
presència	الوجود	presència	وُجُود	N;FEM;SG	N;NOM;DEF;SG
televisió	تلفاز	televisió	تَلفَاز	N;FEM;SG	N;NOM;INDF;SG
televisió	التلفاز	televisió	تَلَفُّز	N;FEM;SG	N;NOM;DEF;SG
televisió	تلفزيون	televisió	تِلفِزيُون	N;FEM;SG	N;NOM;INDF;SG
televisió	التلفزيون	televisió	تِلفِزيُون	N;FEM;SG	N;NOM;DEF;SG
últim	الاخيرة	últim	أَخِير	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
últim	اخر	últim	آخَر	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
últim	اخير	últim	أَخِير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
últim	الاخير	últim	أَخِير	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
tema	الموضوع	tema	مَوضُوع	N;MASC;SG	N;NOM;DEF;SG
tema	موضوع	tema	مَوضُوع	N;MASC;SG	N;NOM;INDF;SG
tema	السمة	tema	سِمَة	N;MASC;SG	N;NOM;DEF;SG
tema	سمة	tema	سِمَّة	N;MASC;SG	N;NOM;INDF;SG
tema	الموضوع	tema	مَوضُوع	N;MASC;SG	N;NOM;DEF;SG
tema	موضوع	tema	مَوضُوع	N;MASC;SG	N;NOM;INDF;SG
estació	المحطة	estació	مَحَطَّة	N;FEM;SG	N;NOM;DEF;SG
estació	محطة	estació	مَحَطَّة	N;FEM;SG	N;NOM;INDF;SG
associació	جمعية	associació	جَمعِيَّة	N;FEM;SG	N;NOM;INDF;SG
associació	الرابطة	associació	رَابِطَة	N;FEM;SG	N;NOM;DEF;SG
associació	رابطة	associació	رَابِطَة	N;FEM;SG	N;NOM;INDF;SG
associació	الجمعية	associació	جَمعِيَّة	N;FEM;SG	N;NOM;DEF;SG
pintor	الرسام	pintor	رَسَّام	N;MASC;SG	N;NOM;DEF;SG
pintor	رسام	pintor	رَسَّام	N;MASC;SG	N;NOM;INDF;SG
menor	قاصر	menor	قَاصِر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
japó	اليابان	japó	اَليَابَان	N;MASC;SG	N;NOM;DEF;SG
problemes	مشاكل	problema	مُشكِلَة	N;MASC;PL	N;NOM;INDF;PL
problemes	مشكلات	problema	مُشكِلَة	N;MASC;PL	N;NOM;INDF;PL
problemes	المشكلات	problema	مُشكِلَة	N;MASC;PL	N;NOM;DEF;PL
problemes	المشاكل	problema	مُشكِلَة	N;MASC;PL	N;NOM;DEF;PL
objectiu	المرمى	objectiu	مَرمَى	N;MASC;SG	N;NOM;DEF;SG
objectiu	هدف	objectiu	هَدَف	N;MASC;SG	N;NOM;INDF;SG
objectiu	الهدف	objectiu	هَدَف	N;MASC;SG	N;NOM;DEF;SG
national	وطنية	national	وَطَنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
national	وطني	national	وَطَنِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
acció	العمل	acció	عَمَل	N;FEM;SG	N;NOM;DEF;SG
acció	الاجراء	acció	إِجرَاء	N;FEM;SG	N;NOM;DEF;SG
acció	اجراء	acció	إِجرَاء	N;FEM;SG	N;NOM;INDF;SG
acció	الحركة	acció	حَرَكَة	N;FEM;SG	N;NOM;DEF;SG
ocupació	احتلال	ocupació	اِحتِلَال	N;FEM;SG	N;NOM;INDF;SG
ocupació	الاحتلال	ocupació	اِحتِلَال	N;FEM;SG	N;NOM;DEF;SG
ocupació	المهنة	ocupació	مُهَنِّئ	N;FEM;SG	N;NOM;DEF;SG
mascles	الذكور	mascle	ذُكُور	N;MASC;PL	N;NOM;DEF;PL
mascles	ذكور	mascle	ذَكّ	N;MASC;PL	N;NOM;INDF;PL
casos	الحالات	cas	حَالَة	N;MASC;PL	N;NOM;DEF;PL
casos	حالات	cas	حَالَة	N;MASC;PL	N;NOM;INDF;PL
casos	القضايا	cas	قَضِيَّة	N;MASC;PL	N;NOM;DEF;PL
casos	قضايا	cas	قَضِيَّة	N;MASC;PL	N;NOM;INDF;PL
fonts	مصادر	font	مَصدَر	N;FEM;PL	N;NOM;INDF;PL
fonts	المصادر	font	مَصدَر	N;FEM;PL	N;NOM;DEF;PL
pont	الجسر	pont	جِسر	N;MASC;SG	N;NOM;DEF;SG
pont	جسر	pont	جِسر	N;MASC;SG	N;NOM;INDF;SG
imatges	الصور	imatge	الصور	N;FEM;PL	N;NOM;DEF;PL
imatges	صور	imatge	صُورَة	N;FEM;PL	N;NOM;INDF;PL
velocitat	السرعة	velocitat	سُرعَة	N;FEM;SG	N;NOM;DEF;SG
velocitat	سرعة	velocitat	سُرعَة	N;FEM;SG	N;NOM;INDF;SG
valor	القيمة	valor	قِيمَة	N;MASC;SG	N;NOM;DEF;SG
valor	قيمة	valor	قِيمَة	N;MASC;SG	N;NOM;INDF;SG
qualitat	النوعية	qualitat	نَوعِيَّة	N;FEM;SG	N;NOM;DEF;SG
qualitat	جودة	qualitat	جَودَة	N;FEM;SG	N;NOM;INDF;SG
qualitat	الجودة	qualitat	جَودَة	N;FEM;SG	N;NOM;DEF;SG
generalitat	العمومية	generalitat	عُمُومِيَّة	N;FEM;SG	N;NOM;DEF;SG
professional	مهنية	professional	مِهنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
professional	مهني	professional	مِهنِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
professional	محترف	professional	مُحتَرَف	ADJ;SG	ADJ;NOM;INDF;MASC;SG
professional	احترافية	professional	احترافية	ADJ;SG	ADJ;NOM;INDF;FEM;SG
referències	المراجع	referència	المراجع	N;FEM;PL	N;NOM;DEF;PL
referències	مراجع	referència	مَرجَع	N;FEM;PL	N;NOM;INDF;PL
temple	المعبد	temple	مَعبَد	N;MASC;SG	N;NOM;DEF;SG
temple	معبد	temple	معبد	N;MASC;SG	N;NOM;INDF;SG
vista	عرض	vista	عَرض	N;FEM;SG	N;NOM;INDF;SG
vista	منظر	vista	مُنَظِّر	N;FEM;SG	N;NOM;INDF;SG
museum	المتحف	museum	مَتحَف	N;MASC;SG	N;NOM;DEF;SG
museum	متحف	museum	مَتحَف	N;MASC;SG	N;NOM;INDF;SG
aquí	هنا	aquí	هُنَا	ADV	ADV
energia	طاقة	energia	طَاقَة	N;FEM;SG	N;NOM;INDF;SG
energia	الطاقة	energia	طَاقَة	N;FEM;SG	N;NOM;DEF;SG
classe	الطبقة	classe	طَبَقَة	N;FEM;SG	N;NOM;DEF;SG
classe	الفصل	classe	فَصل	N;FEM;SG	N;NOM;DEF;SG
classe	صف	classe	صَفّ	N;FEM;SG	N;NOM;INDF;SG
classe	الصف	classe	صَفّ	N;FEM;SG	N;NOM;DEF;SG
classe	الفئة	classe	فِئَة	N;FEM;SG	N;NOM;DEF;SG
dinastia	سلالة	dinastia	سِلَالَة	N;FEM;SG	N;NOM;INDF;SG
dinastia	السلالة	dinastia	سِلَالَة	N;FEM;SG	N;NOM;DEF;SG
barri	الحي	barri	حَيّ	N;MASC;SG	N;NOM;DEF;SG
barri	الجوار	barri	جِوَار	N;MASC;SG	N;NOM;DEF;SG
segles	القرون	segle	قَرن	N;MASC;PL	N;NOM;DEF;PL
segles	قرون	segle	قَرن	N;MASC;PL	N;NOM;INDF;PL
recent	حديثة	recent	حَدِيث	ADJ;SG	ADJ;NOM;INDF;FEM;SG
monestir	الدير	monestir	دَير	N;MASC;SG	N;NOM;DEF;SG
animals	حيوانات	animal	حيوانات	N;PL	N;NOM;INDF;PL
animals	الحيوانات	animal	حَيَوَان	N;PL	N;NOM;DEF;PL
parlament	البرلمان	parlament	بَرلَمَان	N;MASC;SG	N;NOM;DEF;SG
parlament	برلمان	parlament	بَرلَمَان	N;MASC;SG	N;NOM;INDF;SG
educació	تعليم	educació	تَعلِيم	N;FEM;SG	N;NOM;INDF;SG
educació	التربية	educació	تَربِيَة	N;FEM;SG	N;NOM;DEF;SG
educació	التعليم	educació	تَعلِيم	N;FEM;SG	N;NOM;DEF;SG
característiques	الملامح	característica	مَلَامِح	N;FEM;PL	N;NOM;DEF;PL
característiques	سمات	característica	سِمَّة	N;FEM;PL	N;NOM;INDF;PL
característiques	السمات	característica	سَمَة	N;FEM;PL	N;NOM;DEF;PL
característiques	الميزات	característica	مِيزَة	N;FEM;PL	N;NOM;DEF;PL
característiques	ميزات	característica	مِيزَة	N;FEM;PL	N;NOM;INDF;PL
actor	الممثل	actor	مُمَثِّل	N;MASC;SG	N;NOM;DEF;SG
actor	ممثل	actor	مُمَثِّل	N;MASC;SG	N;NOM;INDF;SG
influència	النفوذ	influència	نُفُوذ	N;FEM;SG	N;NOM;DEF;SG
influència	تاثير	influència	تَأثِير	N;FEM;SG	N;NOM;INDF;SG
influència	التاثير	influència	تَاثِير	N;FEM;SG	N;NOM;DEF;SG
accés	النفاذ	accés	نَفَاذ	N;MASC;SG	N;NOM;DEF;SG
accés	الوصول	accés	وُصُول	N;MASC;SG	N;NOM;DEF;SG
conté	تحتوي	contenir	اِحتَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
conté	يحتوي	contenir	اِحتَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
conté	تحوي	contenir	تَحَوِّي	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
especial	الخاص	especial	خَاصّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
especial	خاص	especial	خَاصّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
especial	مميز	especial	مُمَيَّز	ADJ;SG	ADJ;NOM;INDF;MASC;SG
especial	خاصة	especial	خَاصّ	ADJ;SG	ADJ;ACC;INDF;FEM;SG
xarxa	شبكة	xarxa	شَبَكَة	N;FEM;SG	N;NOM;INDF;SG
xarxa	الشبكة	xarxa	شَبَكَة	N;FEM;SG	N;NOM;DEF;SG
nucli	النواة	nucli	نَوَاة	N;MASC;SG	N;NOM;DEF;SG
nucli	الصميم	nucli	صَمِيم	N;MASC;SG	N;NOM;DEF;SG
nucli	النواة	nucli	نَوَاة	N;MASC;SG	N;NOM;DEF;SG
nucli	نواة	nucli	نَوَاة	N;MASC;SG	N;NOM;INDF;SG
nucli	النواة	nucli	نَوَاة	N;MASC;SG	N;NOM;DEF;SG
nucli	نواة	nucli	نَوَاة	N;MASC;SG	N;NOM;INDF;SG
mesura	القياس	mesura	قِيَاس	N;FEM;SG	N;NOM;DEF;SG
mesura	قياس	mesura	قِيَاس	N;FEM;SG	N;NOM;INDF;SG
mesura	القياس	mesura	قِيَاس	N;FEM;SG	N;NOM;DEF;SG
mesura	التدبير	mesura	تَدبِير	N;FEM;SG	N;NOM;DEF;SG
mesura	مقياس	mesura	مِقيَاس	N;FEM;SG	N;NOM;INDF;SG
mesura	قياس	mesura	قِيَاس	N;FEM;SG	N;NOM;INDF;SG
sala	غرفة	sala	غُرفَة	N;FEM;SG	N;NOM;INDF;SG
sala	الغرفة	sala	غُرفَة	N;FEM;SG	N;NOM;DEF;SG
sala	حجرة	sala	حُجرَة	N;FEM;SG	N;NOM;INDF;SG
literatura	الادب	literatura	أَدَب	N;FEM;SG	N;NOM;DEF;SG
clima	المناخ	clima	مُنَاخ	N;MASC;SG	N;NOM;DEF;SG
clima	مناخ	clima	مُنَاخ	N;MASC;SG	N;NOM;INDF;SG
selecció	انتقاء	selecció	اِنتِقَاء	N;FEM;SG	N;NOM;INDF;SG
selecció	الانتقاء	selecció	اِنتِقَاء	N;FEM;SG	N;NOM;DEF;SG
selecció	اختيار	selecció	اِختِيَار	N;FEM;SG	N;NOM;INDF;SG
selecció	الاختيار	selecció	اِختِيَار	N;FEM;SG	N;NOM;DEF;SG
selecció	التحديد	selecció	تَحدِيد	N;FEM;SG	N;NOM;DEF;SG
congrés	المؤتمر	congrés	مُؤتَمَر	N;MASC;SG	N;NOM;DEF;SG
castellà	الاسبانية	castellà	إِسبَانِيَّة	N;MASC;SG	N;NOM;DEF;SG
dirigida	موجه	dirigit	مُوَجَّه	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
domini	النطاق	domini	نِطَاق	N;MASC;SG	N;NOM;DEF;SG
domini	مجال	domini	مَجَال	N;MASC;SG	N;NOM;INDF;SG
domini	المجال	domini	مَجَال	N;MASC;SG	N;NOM;DEF;SG
fort	قويا	fort	قَوِيّ	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
fort	قوية	fort	قَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
fort	قوي	fort	قَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
canal	قناة	canal	قَنَاة	N;MASC;SG	N;NOM;INDF;SG
canal	القناة	canal	قَنَاة	N;MASC;SG	N;NOM;DEF;SG
canal	قناة	canal	قَنَاة	N;MASC;SG	N;NOM;INDF;SG
canal	القناة	canal	قَنَاة	N;MASC;SG	N;NOM;DEF;SG
quantitat	المبلغ	quantitat	مَبلَغ	N;FEM;SG	N;NOM;DEF;SG
quantitat	الكمية	quantitat	كَمِّيَّة	N;FEM;SG	N;NOM;DEF;SG
quantitat	كمية	quantitat	كَمِّيَّة	N;FEM;SG	N;NOM;INDF;SG
secció	القسم	secció	قِسم	N;FEM;SG	N;NOM;DEF;SG
secció	قسم	secció	قِسم	N;FEM;SG	N;NOM;INDF;SG
secció	الفرع	secció	فَرع	N;FEM;SG	N;NOM;DEF;SG
acadèmia	اكاديمية	acadèmia	أَكَادِيمِيَّة	N;FEM;SG	N;NOM;INDF;SG
cançó	الاغنية	cançó	أَغنِيّ	N;FEM;SG	N;NOM;DEF;SG
cançó	اغنية	cançó	أَغنِيّ	N;FEM;SG	N;NOM;INDF;SG
capacitat	القدرة	capacitat	قُدرَة	N;FEM;SG	N;NOM;DEF;SG
capacitat	السعة	capacitat	سِعَّة	N;FEM;SG	N;NOM;DEF;SG
capacitat	سعة	capacitat	سَعَة	N;FEM;SG	N;NOM;INDF;SG
ocupar	تحتل	ocupar	اِحتَلّ	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
ocupar	يحتل	ocupar	اِحتَلّ	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
noms	اسماء	nom	اِسم	N;MASC;PL	N;NOM;INDF;PL
noms	الاسماء	nom	اِسم	N;MASC;PL	N;NOM;DEF;PL
sistemes	الانظمة	sistema	نِظَام	N;MASC;PL	N;NOM;DEF;PL
sistemes	النظم	sistema	نِظَام	N;MASC;PL	N;NOM;DEF;PL
sistemes	انظمة	sistema	نِظَام	N;MASC;PL	N;NOM;INDF;PL
disseny	تصميم	disseny	تَصمِيم	N;MASC;SG	N;NOM;INDF;SG
disseny	التصميم	disseny	تَصمِيم	N;MASC;SG	N;NOM;DEF;SG
pintura	اللوحة	pintura	لَوحَة	N;FEM;SG	N;NOM;DEF;SG
pintura	لوحة	pintura	لَوحَة	N;FEM;SG	N;NOM;INDF;SG
pintura	الرسم	pintura	رَسم	N;FEM;SG	N;NOM;DEF;SG
coll	الرقبة	coll	رَقبَة	N;MASC;SG	N;NOM;DEF;SG
coll	رقبة	coll	رَقَبَة	N;MASC;SG	N;NOM;INDF;SG
coll	العنق	coll	عَنق	N;MASC;SG	N;NOM;DEF;SG
senyor	سير	senyor	سَير	N;MASC;SG	N;NOM;INDF;SG
hectàrees	الهكتارات	hectàrea	هِكتَار	N;FEM;PL	N;NOM;DEF;PL
biblioteca	مكتبة	biblioteca	مَكتَبَة	N;FEM;SG	N;NOM;INDF;SG
biblioteca	المكتبة	biblioteca	مَكتَبَة	N;FEM;SG	N;NOM;DEF;SG
territoris	الاراضي	territori	أَرض	N;MASC;PL	N;NOM;DEF;PL
rus	روسي	rus	رُوسِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
rus	روسية	rus	رُوسِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
rus	الروسية	rus	رُوسِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
rus	الروسي	rus	رُوسِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
genera	تولد	generar	تَوَلُّد	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
formes	الاشكال	forma	شَكل	N;FEM;PL	N;NOM;DEF;PL
formes	اشكال	forma	شَكل	N;FEM;PL	N;NOM;INDF;PL
formes	الاشكال	forma	شَكل	N;FEM;PL	N;NOM;DEF;PL
formes	اشكال	forma	شَكل	N;FEM;PL	N;NOM;INDF;PL
campanya	حملة	campanya	حَملَة	N;FEM;SG	N;NOM;INDF;SG
campanya	الحملة	campanya	حَملَة	N;FEM;SG	N;NOM;DEF;SG
alcalde	العمدة	alcalde	العمدة	N;MASC;SG	N;NOM;DEF;SG
mes	شهرا	mes	شَهر	N;MASC;SG	N;ACC;INDF;SG
mes	الشهر	mes	شَهر	N;MASC;SG	N;NOM;DEF;SG
mes	شهر	mes	شَهر	N;MASC;SG	N;NOM;INDF;SG
recerca	البحث	recerca	بَحث	N;FEM;SG	N;NOM;DEF;SG
carretera	الطريق	carretera	طَرِيق	N;FEM;SG	N;NOM;DEF;SG
carretera	طريق	carretera	طَرِيق	N;FEM;SG	N;NOM;INDF;SG
relacions	علاقات	relació	عَلَاقَة	N;FEM;PL	N;NOM;INDF;PL
relacions	العلاقات	relació	عَلَاقَة	N;FEM;PL	N;NOM;DEF;PL
relacions	علاقات	relació	عَلَاقَة	N;FEM;PL	N;NOM;INDF;PL
relacions	العلاقات	relació	عَلَاقَة	N;FEM;PL	N;NOM;DEF;PL
fusta	خشب	fusta	خشب	N;FEM;SG	N;NOM;INDF;SG
fusta	الخشب	fusta	خَشَب	N;FEM;SG	N;NOM;DEF;SG
fusta	الحطب	fusta	حَطب	N;FEM;SG	N;NOM;DEF;SG
britànic	بريطاني	britànic	برِيطَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
britànic	بريطانية	britànic	برِيطَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
britànic	البريطانية	britànic	برِيطَانِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
importància	الاهمية	importància	أَهَمِّيَّة	N;FEM;SG	N;NOM;DEF;SG
importància	اهمية	importància	أَهَمِّيَّة	N;FEM;SG	N;NOM;INDF;SG
independència	استقلال	independència	اِستِقلَال	N;FEM;SG	N;NOM;INDF;SG
independència	الاستقلال	independència	اِستِقلَال	N;FEM;SG	N;NOM;DEF;SG
industrials	الصناعيين	industrial	صِنَاعِيّ	ADJ;PL	ADJ;ACC;DEF;MASC;PL
etapes	اطوار	etapa	طَور	N;FEM;PL	N;NOM;INDF;PL
etapes	المراحل	etapa	مَرحَلَة	N;FEM;PL	N;NOM;DEF;PL
etapes	مراحل	etapa	مَرحَلَة	N;FEM;PL	N;NOM;INDF;PL
personatge	شخصية	personatge	شَخصِيَّة	N;MASC;SG	N;NOM;INDF;SG
aire	هواء	aire	هَوَاء	N;MASC;SG	N;NOM;INDF;SG
aire	الهواء	aire	هَوَاء	N;MASC;SG	N;NOM;DEF;SG
unitat	وحدة	unitat	وَحدَة	N;FEM;SG	N;NOM;INDF;SG
unitat	الوحدة	unitat	وَحدَة	N;FEM;SG	N;NOM;DEF;SG
atac	هجوم	atac	هُجُوم	N;MASC;SG	N;NOM;INDF;SG
atac	الهجوم	atac	هُجُوم	N;MASC;SG	N;NOM;DEF;SG
diari	الجريدة	diari	جَرِيد	N;MASC;SG	N;NOM;DEF;SG
diari	الصحيفة	diari	صَحِيفَة	N;MASC;SG	N;NOM;DEF;SG
diari	صحيفة	diari	صَحِيفَة	N;MASC;SG	N;NOM;INDF;SG
diari	جريدة	diari	جَرِيدَة	N;MASC;SG	N;NOM;INDF;SG
diari	مفكرة	diari	مفكرة	N;MASC;SG	N;NOM;INDF;SG
peces	مسارات	peça	مَسَار	N;PL	N;NOM;INDF;PL
peces	المسارات	peça	مَسَار	N;PL	N;NOM;DEF;PL
diferència	الفرق	diferència	فِرقَة	N;FEM;SG	N;NOM;DEF;SG
diferència	اختلاف	diferència	اِختِلَاف	N;FEM;SG	N;NOM;INDF;SG
diferència	الاختلاف	diferència	اِختِلَاف	N;FEM;SG	N;NOM;DEF;SG
àrab	العربية	àrab	عَرَبِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
àrab	عربي	àrab	عَرَبِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
àrab	عربية	àrab	عَرَبِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
volum	الحجم	volum	حَجم	N;MASC;SG	N;NOM;DEF;SG
volum	المجلد	volum	مَجلَد	N;MASC;SG	N;NOM;DEF;SG
volum	حجم	volum	حَجم	N;MASC;SG	N;NOM;INDF;SG
àlbum	الالبوم	àlbum	أَلبُوم	N;MASC;SG	N;NOM;DEF;SG
comercial	التجاري	comercial	تِجَارِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
comercial	تجاري	comercial	تِجَارِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
