irmandade	veljeskunta	irmandade	veljes#kunta	N	N;NOM;SG
planos	suunnitelmia	plano	suunnitelma	N	N;PRT;PL
planos	suunnitelmien	plano	suunnitelma	N	N;GEN;PL
planos	suunnitelmat	plano	suunnitelma	N	N;NOM;PL
polis	poliisit	polis	poliisi	N	N;NOM;PL
polis	poliiseja	polis	poliisi	N	N;PRT;PL
vervos	katso	vervo	katsoa	V	V;IMP;SG;2;FIN;ACT
ataques	iskujen	ataque	isku	N	N;GEN;PL
ataques	hyökkäykset	ataque	hyökkäys	N	N;NOM;PL
ataques	iskut	ataque	isku	N	N;NOM;PL
celosa	kateellisia	celosar	kateellinen	ADJ	ADJ;PRT;PL
celosa	kateellinen	celosar	kateellinen	ADJ	ADJ;NOM;SG
celosa	mustasukkainen	celosar	mustasukkainen	ADJ	ADJ;NOM;SG
escoitaches	kuulla	escoitaches	kuulla	V	V;SG;NFIN;ACT
escoitaches	kuule	escoitaches	kuulla	V	V;IMP;SG;2;FIN;ACT
escoitaches	kuultu	escoitaches	kuulla	V	V;NOM;SG;V.PTCP;PASS
escoitaches	kuullut	escoitaches	kuulla	V	V;NOM;SG;V.PTCP;ACT
escoitaches	kuulin	escoitaches	kuulla	V	V;IND;SG;1;PST;FIN;ACT
escoitaches	kuuli	escoitaches	kuulla	V	V;IND;SG;3;PST;FIN;ACT
vendas	myyminen	venda	myyminen	N	N;NOM;SG
vendas	myynnin	venda	myynti	N	N;GEN;SG
vendas	myynti	venda	myynti	N	N;NOM;SG
vendas	myyntiä	venda	myynti	N	N;PRT;SG
pague	maksa	pague	maksaa	V	V;IMP;SG;2;FIN;ACT
pague	maksaa	pague	maksaa	V	V;IND;SG;3;PRS;FIN;ACT
pague	maksettava	pague	maksaa	V	V;NOM;SG;V.PTCP;PASS
levarte	ottaa	levarte	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
levarte	ota	levarte	ottaa	V	V;IMP;SG;2;FIN;ACT
levarte	otetaan	levarte	ottaa	V	V;IND;PRS;FIN;PASS
sacaches	hanki	sacaches	hankkia	V	V;IMP;SG;2;FIN;ACT
sacaches	saada	sacaches	saada	V	V;SG;NFIN;ACT
sacaches	saa	sacaches	saada	V	V;IND;SG;0;PRS;FIN;ACT
sacaches	hae	sacaches	hakea	V	V;IMP;SG;2;FIN;ACT
sacaches	teki	sacaches	tehdä	V	V;IND;SG;3;PST;FIN;ACT
xudea	rintama	xudea	rintama	N	N;NOM;SG
xudea	etu	xudea	etu	N	N;NOM;SG
rezo	rukoilla	rezo	rukka	N	N;AT+ESS
;PL
soñando	haaveilla	soñar	haaveilla	V	V;SG;NFIN;ACT
adoro	rakastaa	adoro	rakastaa	V	V;IND;SG;3;PRS;FIN;ACT
xastre	räätäli	xastre	räätäli	N	N;NOM;SG
enxergar	ymmärrä	enxergar	ymmärtää	V	V;IMP;SG;2;FIN;ACT
enxergar	ymmärtää	enxergar	ymmärtää	V	V;IND;SG;3;PRS;FIN;ACT
boulevard	boulevard	boulevard	boulevard	N	N;NOM;SG
autoestrada	moottoritie	autoestrada	moottori#tie	N	N;NOM;SG
crucifixión	ristiinnaulitseminen	crucifixión	ristiinnaulitseminen	N	N;NOM;SG
serventa	piika	serventar	piika	N	N;NOM;SG
serventa	sisäkkö	serventar	sisäkkö	N	N;NOM;SG
serventa	sisäkkö	serventar	sisäkkö	N	N;NOM;SG
melinda	melinda	melinda	melinda	N	N;NOM;SG
imperfecto	epätäydellinen	imperfecto	epätäydellinen	ADJ	ADJ;NOM;SG
refuxiados	pakolaisten	refuxiado	pakolainen	N	N;GEN;PL
refuxiados	pakolaisten	refuxiado	pakolainen	N	N;GEN;PL
refuxiados	pakolaisille	refuxiado	pakolainen	N	N;AT+ALL;PL
refuxiados	pakolaisia	refuxiado	pakolainen	N	N;PRT;PL
refuxiados	pakolaiset	refuxiado	pakolainen	N	N;NOM;PL
viñan	tuli	vir	tulla	V	V;IND;SG;0;PST;FIN;ACT
viñan	tulis	vir	tulis	V	V;COND;SG;2;FIN;ACT
levei	otti	levar	ottaa	V	V;IND;SG;3;PST;FIN;ACT
levei	vei	levar	viedä	V	V;IND;SG;3;PST;FIN;ACT
cambian	vaihda	cambiar	vaihda	V	V;IMP;SG;2;FIN;ACT
cambian	muuttaa	cambiar	muuttaa	V	V;SG;NFIN;ACT
honestidade	rehellisyys	honestidade	rehellisyys	N	N;NOM;SG
honestidade	rehellisyyttä	honestidade	rehellisyys	N	N;PRT;SG
granxas	maatilojen	granxa	maa#tila	N	N;GEN;PL
mestra	opettaja	mestra	opettaja	N	N;NOM;SG
mestra	mestariteos	mestra	mestari#teos	N	N;NOM;SG
occidental	läntinen	occidental	läntinen	ADJ	ADJ;NOM;SG
occidental	läntinen	occidental	läntinen	ADJ	ADJ;NOM;SG
representar	edustaa	representar	edustaa	V	V;IND;SG;3;PRS;FIN;ACT
representar	edusta	representar	edu	V	V;IMP;SG;2;FIN;ACT
representar	edustavat	representar	edustaa	V	V;IND;PL;3;PRS;FIN;ACT
actuación	suorituskyvyn	actuación	suoritus#kyky	N	N;GEN;SG
actuación	tehokkuus	actuación	tehokkuus	N	N;NOM;SG
actuación	esitys	actuación	esitys	N	N;NOM;SG
actuación	suoritus	actuación	suoritus	N	N;NOM;SG
actuación	suorituskykyä	actuación	suoritus#kyky	N	N;PRT;SG
actuación	suorituskyky	actuación	suoritus#kyky	N	N;NOM;SG
encaixa	sopii	encaixa	sopia	V	V;IND;SG;3;PRS;FIN;ACT
encaixa	mahtuu	encaixa	mahtua	V	V;IND;SG;3;PRS;FIN;ACT
tomaba	otti	tomar	ottaa	V	V;IND;SG;3;PST;FIN;ACT
tomaba	vei	tomar	viedä	V	V;IND;SG;3;PST;FIN;ACT
fantasía	fantasia	fantasía	fantanen	N	N;PRT;PL
vicepresidente	puhemies	vicepresidente	puhe#mies	N	N;NOM;SG
vicepresidente	presidentti	vicepresidente	presidentti	N	N;NOM;SG
vicepresidente	puheenjohtaja	vicepresidente	puheen#johtaja	N	N;NOM;SG
fase	vaihe	fase	vaihe	N	N;NOM;SG
fase	näyttämö	fase	näyttämö	N	N;NOM;SG
fase	vaiheessa	fase	vaihe	N	N;IN+ESS;SG
fase	lava	fase	lava	N	N;NOM;SG
fase	vaihe	fase	vaihe	N	N;NOM;SG
veredes	katso	verede	katsoa	V	V;IMP;SG;2;FIN;ACT
extraordinario	poikkeuksellisia	extraordinario	poikkeuksellinen	ADJ	ADJ;PRT;PL
extraordinario	poikkeuksellinen	extraordinario	poikkeuksellinen	ADJ	ADJ;NOM;SG
contesta	vastaa	contesta	vastata	V	V;IMP;SG;2;FIN;ACT
contesta	vastata	contesta	vastata	V	V;SG;NFIN;ACT
pagas	palkka	paga	palkka	N	N;NOM;SG
preguntoume	pyydetty	preguntoume	pyytää	V	V;NOM;SG;V.PTCP;PASS
preguntoume	kysyttiin	preguntoume	kysyä	V	V;IND;PST;FIN;PASS
preguntoume	pyysi	preguntoume	pyytää	V	V;IND;SG;3;PST;FIN;ACT
preguntoume	kysyi	preguntoume	kysyä	V	V;IND;SG;3;PST;FIN;ACT
preguntoume	kysytty	preguntoume	kysyä	V	V;NOM;SG;V.PTCP;PASS
impedir	lopeta	impedir	lopettaa	V	V;IMP;SG;2;FIN;ACT
impedir	säilytä	impedir	säilyttää	V	V;IMP;SG;2;FIN;ACT
impedir	pidä	impedir	pitää	V	V;IMP;SG;2;FIN;ACT
congreso	kongressi	congreso	kongressi	N	N;NOM;SG
congreso	kongressin	congreso	kongressi	N	N;GEN;SG
congreso	kongressiin	congreso	kongressi	N	N;IN+ALL;SG
recibiron	vastaanotettu	recibir	vastaanottaa	V	V;NOM;SG;V.PTCP;PASS
recibiron	saadut	recibir	saada	V	V;NOM;PL;V.PTCP;PASS
recibiron	saanut	recibir	saada	V	V;NOM;SG;V.PTCP;ACT
recibiron	saatu	recibir	saada	V	V;NOM;SG;V.PTCP;PASS
collen	ottaa	coller	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
collen	ota	coller	ottaa	V	V;IMP;SG;2;FIN;ACT
collen	otetaan	coller	ottaa	V	V;IND;PRS;FIN;PASS
béisbol	baseballia	béisbol	baseball	N	N;PRT;SG
béisbol	baseballin	béisbol	baseballi	N	N;GEN;SG
béisbol	baseball	béisbol	baseball	N	N;NOM;SG
electrónico	sähköiset	electrónico	sähköinen	ADJ	ADJ;NOM;PL
electrónico	sähköisen	electrónico	sähköinen	ADJ	ADJ;GEN;SG
electrónico	sähköinen	electrónico	sähköinen	ADJ	ADJ;NOM;SG
electrónico	elektroninen	electrónico	elektroninen	ADJ	ADJ;NOM;SG
electrónico	elektroniset	electrónico	elektroninen	ADJ	ADJ;NOM;PL
reto	haaste	reto	haaste	N	N;NOM;SG
reto	haasteet	reto	haaste	N	N;NOM;PL
postura	ryhti	postura	ryhti	N	N;NOM;SG
postura	asema	postura	asema	N	N;NOM;SG
postura	kannan	postura	kanta	N	N;GEN;SG
postura	asento	postura	asento	N	N;NOM;SG
postura	kanta	postura	kanta	N	N;NOM;SG
postura	sijainti	postura	sijainti	N	N;NOM;SG
interacción	yhteisvaikutus	interacción	yhteis#vaikutus	N	N;NOM;SG
interacción	vuorovaikutusta	interacción	vuoro#vaikutus	N	N;PRT;SG
interacción	yhteisvaikutuksia	interacción	yhteis#vaikutus	N	N;PRT;PL
interacción	vuorovaikutus	interacción	vuoro#vaikutus	N	N;NOM;SG
interacción	yhteisvaikutukset	interacción	yhteis#vaikutus	N	N;NOM;PL
relacionado	liittyvä	relacionar	liittyä	V	V;NOM;SG;V.PTCP;ACT
relacionado	liittyvät	relacionar	liittyä	V	V;NOM;PL;V.PTCP;ACT
relacionado	liittyy	relacionar	liittyä	V	V;IND;SG;3;PRS;FIN;ACT
convencer	vakuuta	convencer	vakuu	V	V;IMP;SG;2;FIN;ACT
convencer	vakuuttaa	convencer	vakuuttaa	V	V;IND;SG;3;PRS;FIN;ACT
ego	ego	ego	ego	N	N;NOM;SG
prioridades	painopisteet	prioridade	paino#piste	N	N;NOM;PL
experto	asiantuntijaa	experto	asian#tuntija	N	N;PRT;SG
experto	asiantuntija	experto	asian#tuntija	N	N;NOM;SG
experto	asiantuntijan	experto	asian#tuntija	N	N;GEN;SG
referencia	viittaus	referencia	viittaus	N	N;NOM;SG
referencia	viite	referencia	viite	N	N;NOM;SG
tiveses	oli	ter	olla	V	V;IND;SG;3;PST;FIN;ACT
necesitaba	tarvita	necesitar	tarvita	V	V;IMP;SG;2;FIN;ACT
necesitaba	tarvittiin	necesitar	tarvita	V	V;IND;PST;FIN;PASS
necesitaba	tarvitaan	necesitar	tarvita	V	V;IND;PRS;FIN;PASS
necesitaba	tarvittu	necesitar	tarvita	V	V;NOM;SG;V.PTCP;PASS
gafas	laseja	gafo	lasi	N	N;PRT;PL
gafas	silmälasit	gafo	silmä#lasit	N	N;NOM;PL
gafas	lasit	gafo	lasi	N	N;NOM;PL
secreto	salaisuuden	secreto	salaisuus	N	N;GEN;SG
secreto	salaisuus	secreto	salaisuus	N	N;NOM;SG
verdadeiros	todellinen	verdadeiro	todellinen	ADJ	ADJ;NOM;SG
verdadeiros	oikea	verdadeiro	oikea	ADJ	ADJ;NOM;SG
verdadeiros	aito	verdadeiro	aito	ADJ	ADJ;NOM;SG
verdadeiros	todellista	verdadeiro	todellinen	ADJ	ADJ;PRT;SG
verdadeiros	totta	verdadeiro	tosi	ADJ	ADJ;PRT;SG
similares	samanlaisia	similar	samanlainen	ADJ	ADJ;PRT;PL
similares	samankaltaiset	similar	samankaltainen	ADJ	ADJ;NOM;PL
similares	samankaltaista	similar	samankaltainen	ADJ	ADJ;PRT;SG
similares	samanlaiset	similar	samanlainen	ADJ	ADJ;NOM;PL
similares	samanlainen	similar	samanlainen	ADJ	ADJ;NOM;SG
similares	samankaltainen	similar	samankaltainen	ADJ	ADJ;NOM;SG
desafío	haaste	desafío	haaste	N	N;NOM;SG
desafío	haasteet	desafío	haaste	N	N;NOM;PL
capturar	vangita	capturar	vangita	V	V;SG;NFIN;ACT
profundidade	syvyys	profundidade	syvyys	N	N;NOM;SG
profundidade	syvyyteen	profundidade	syvyys	N	N;IN+ALL;SG
capas	kerroksia	capa	kerros	N	N;PRT;PL
capas	kultaa	capa	kulta	N	N;PRT;SG
capas	kulta	capa	kulta	N	N;NOM;SG
capas	kullan	capa	kulta	N	N;GEN;SG
utiliza	käyttää	utilizar	käyttää	V	V;IND;SG;PRS;FIN;ACT
utiliza	käytä	utilizar	käyttää	V	V;IMP;SG;2;FIN;ACT
utiliza	käytettävä	utilizar	käyttää	V	V;NOM;SG;V.PTCP;PASS
orientais	itäinen	oriental	itäinen	ADJ	ADJ;NOM;SG
nalgures	jonnekin	nalgures	jonnekin	ADV	ADV
maquinaria	koneet	maquinaria	kone	N	N;NOM;PL
maquinaria	koneisto	maquinaria	koneisto	N	N;NOM;SG
maquinaria	koneiden	maquinaria	kone	N	N;GEN;PL
maquinaria	laite	maquinaria	laite	N	N;NOM;SG
maquinaria	koneen	maquinaria	kone	N	N;GEN;SG
maquinaria	kone	maquinaria	kone	N	N;NOM;SG
renda	vuokra	renda	vuokra	N	N;NOM;SG
renda	vuokraus	renda	vuokraus	N	N;NOM;SG
renda	tuotot	renda	tuotto	N	N;NOM;PL
renda	tulo	renda	tulo	N	N;NOM;SG
renda	tulot	renda	tulo	N	N;NOM;PL
admitir	myönnä	admitir	myöni	V	V;IMP;SG;2;FIN;ACT
admitir	haluu	admitir	haluta	V	V;IMP;SG;2;FIN;ACT
inxección	injektio	inxección	injektio	N	N;NOM;SG
instrumento	välineen	instrumento	väline	N	N;GEN;SG
instrumento	instrumentti	instrumento	instrumentti	N	N;NOM;SG
instrumento	instrumentin	instrumento	instrumentti	N	N;GEN;SG
instrumento	väline	instrumento	väline	N	N;NOM;SG
diaños	helvetti	diaño	helvetti	N	N;NOM;SG
micrófono	mikrofonin	micrófono	mikrofoni	N	N;GEN;SG
micrófono	mikrofoni	micrófono	mikrofo	N	N;NOM;SG
micrófono	mic	micrófono	mic	N	N;NOM;SG
micrófono	mikki	micrófono	mikki	N	N;NOM;SG
micrófono	mikrofoni	micrófono	mikrofo	N	N;NOM;SG
cheguen	hanki	chegar	hankkia	V	V;IMP;SG;2;FIN;ACT
cheguen	saada	chegar	saada	V	V;SG;NFIN;ACT
cheguen	saa	chegar	saada	V	V;IND;SG;0;PRS;FIN;ACT
cheguen	hae	chegar	hakea	V	V;IMP;SG;2;FIN;ACT
placas	laatat	placa	laattaa	N	N;NOM;PL
placas	lautaset	placa	lautanen	N	N;NOM;PL
placas	lautasia	placa	lautanen	N	N;PRT;PL
placas	levyt	placa	levy	N	N;NOM;PL
placas	kilvet	placa	kilvi	N	N;NOM;PL
habitacións	huoneita	habitación	huone	N	N;PRT;PL
habitacións	huoneet	habitación	huone	N	N;NOM;PL
habitacións	huonetta	habitación	huone	N	N;PRT;SG
habitacións	eläkkeet	habitación	eläke	N	N;NOM;PL
actuais	tämänhetkinen	actual	tämänhetkinen	ADJ	ADJ;NOM;SG
actuais	tämänhetkiset	actual	tämänhetkinen	ADJ	ADJ;NOM;PL
actuais	nykyiset	actual	nykyinen	ADJ	ADJ;NOM;PL
actuais	nykyinen	actual	nykyinen	ADJ	ADJ;NOM;SG
construíu	rakensi	construír	rakentaa	V	V;IND;SG;3;PST;FIN;ACT
construíu	rakennettu	construír	rakentaa	V	V;NOM;SG;V.PTCP;PASS
contrasinal	salasanan	contrasinal	sala#sana	N	N;GEN;SG
contrasinal	salasana	contrasinal	salasa	N	N;NOM;SG
dispositivos	laitteita	dispositivo	laite	N	N;PRT;PL
dispositivos	laitteiden	dispositivo	laite	N	N;GEN;PL
dispositivos	laitteet	dispositivo	laite	N	N;NOM;PL
entrevistas	haastattelut	entrevista	haastattelu	N	N;NOM;PL
entrevistas	haastatteluja	entrevista	haastattelu	N	N;PRT;PL
queixa	valitus	queixa	valitus	N	N;NOM;SG
queixa	valitukset	queixa	valitus	N	N;NOM;PL
queixa	kantelun	queixa	kantelu	N	N;GEN;SG
queixa	kantelu	queixa	kantelu	N	N;NOM;SG
verdades	totuuksia	verdade	totuus	N	N;PRT;PL
tomen	ottaa	tomar	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
tomen	ota	tomar	ottaa	V	V;IMP;SG;2;FIN;ACT
tomen	otetaan	tomar	ottaa	V	V;IND;PRS;FIN;PASS
manifestación	osoittaminen	manifestación	osoittaminen	N	N;NOM;SG
manifestación	mielenosoitus	manifestación	mielen#osoitus	N	N;NOM;SG
ética	etiikkaa	ética	etiikka	N	N;PRT;SG
cruzando	ylittää	cruzar	ylittää	V	V;IND;SG;3;PRS;FIN;ACT
opresión	sorron	opresión	sorto	N	N;GEN;SG
opresión	sortoa	opresión	sorto	N	N;PRT;SG
serra	sierra	serra	sierra	N	N;NOM;SG
argumento	argumentti	argumento	argumentti	N	N;NOM;SG
argumento	perustelu	argumento	perustelu	N	N;NOM;SG
asilo	sairaanhoitaja	asilo	sairaan#hoitaja	N	N;NOM;SG
asilo	sairaanhoito	asilo	sairaan#hoito	N	N;NOM;SG
asilo	kotiin	asilo	koti	N	N;IN+ALL;SG
asilo	kodin	asilo	koti	N	N;GEN;SG
asilo	koti	asilo	koti	N	N;NOM;SG
autor	tekijä	autor	tekijä	N	N;NOM;SG
autor	kirjailija	autor	kirjailija	N	N;NOM;SG
autor	tekijän	autor	tekijä	N	N;GEN;SG
autor	esittäjä	autor	esittäjä	N	N;NOM;SG
autor	kirjoittaja	autor	kirjoittaja	N	N;NOM;SG
ducha	suihku	ducha	suihku	N	N;NOM;SG
ducha	suihkun	ducha	suihku	N	N;GEN;SG
amabilidade	ystävällisyyttä	amabilidade	ystävällisyys	N	N;PRT;SG
propiedades	omaisuutta	propiedade	omaisuus	N	N;PRT;SG
propiedades	kiinteistö	propiedade	kiinteistö	N	N;NOM;SG
propiedades	ominaisuus	propiedade	ominaisuus	N	N;NOM;SG
propiedades	omaisuus	propiedade	omaisuus	N	N;NOM;SG
propiedades	kiinteistöt	propiedade	kiinteistö	N	N;NOM;PL
propiedades	tontti	propiedade	tontti	N	N;NOM;SG
propiedades	kiinteistöt	propiedade	kiinteistö	N	N;NOM;PL
propiedades	ominaisuudet	propiedade	ominaisuus	N	N;NOM;PL
gañadores	voittajia	gañador	voittaja	N	N;PRT;PL
gañadores	voittajat	gañador	voittaja	N	N;NOM;PL
use	käyttää	use	käyttää	V	V;IND;SG;PRS;FIN;ACT
use	käytä	use	käyttää	V	V;IMP;SG;2;FIN;ACT
use	käytettävä	use	käyttää	V	V;NOM;SG;V.PTCP;PASS
paramos	lopeta	parar	lopettaa	V	V;IMP;SG;2;FIN;ACT
aparecer	näytä	aparecer	näyttää	V	V;IMP;SG;2;FIN;ACT
buracos	reikiä	buraco	reikä	N	N;PRT;PL
buracos	aukkoja	buraco	aukko	N	N;PRT;PL
buracos	reiät	buraco	reikä	N	N;NOM;PL
buracos	aukot	buraco	aukko	N	N;NOM;PL
ensaio	oikeudenkäyntiä	ensaio	oikeuden#käynti	N	N;PRT;SG
ensaio	oikeudenkäynnin	ensaio	oikeuden#käynti	N	N;GEN;SG
ensaio	oikeudenkäynti	ensaio	oikeuden#käynti	N	N;NOM;SG
mercados	markkina	mercado	markki	N	N;NOM;SG
mercados	markkinoiden	mercado	markkinat	N	N;GEN;PL
mercados	markkinat	mercado	markkinat	N	N;NOM;PL
mercados	markkinoiden	mercado	markkinat	N	N;GEN;PL
mercados	markkinat	mercado	markkinat	N	N;NOM;PL
dentista	hammaslääkäri	dentista	hammas#lääkäri	N	N;NOM;SG
obtivo	sai	obter	saada	V	V;IND;SG;0;PST;FIN;ACT
obtivo	sain	obter	saada	V	V;IND;SG;1;PST;FIN;ACT
comín	söivät	comín	syödä	V	V;IND;PL;3;PST;FIN;ACT
comín	söi	comín	syödä	V	V;IND;SG;3;PST;FIN;ACT
reside	valehtelee	residir	valehdella	V	V;IND;SG;3;PRS;FIN;ACT
xerais	yleinen	xeral	yleinen	ADJ	ADJ;NOM;SG
xerais	yleiset	xeral	yleinen	ADJ	ADJ;NOM;PL
xerais	yleistä	xeral	yleinen	ADJ	ADJ;PRT;SG
golpes	iskuja	golpe	isku	N	N;PRT;PL
meniño	kulta	meniño	kulta	N	N;NOM;SG
meniño	vauva	meniño	vauva	N	N;NOM;SG
meniño	muru	meniño	muru	N	N;NOM;SG
meniño	poika	meniño	poika	N	N;NOM;SG
debiamos	oli	debiar	olla	V	V;IND;SG;3;PST;FIN;ACT
nazis	natsien	nazis	natsi	N	N;GEN;PL
nazis	natsit	nazis	natsi	N	N;NOM;PL
nazis	natseja	nazis	natsi	N	N;PRT;PL
nazis	natsi	nazis	natsi	N	N;NOM;SG
cazadores	metsästäjiä	cazador	metsästäjä	N	N;PRT;PL
cazadores	metsästäjät	cazador	metsästäjä	N	N;NOM;PL
cazadores	metsällä	cazador	metsä	N	N;AT+ESS
;SG
cazadores	metsästystä	cazador	metsästys	N	N;PRT;SG
cazadores	metsästys	cazador	metsästys	N	N;NOM;SG
trataba	oli	tratar	olla	V	V;IND;SG;3;PST;FIN;ACT
musulmáns	muslimien	musulmáns	muslimi	N	N;GEN;PL
musulmáns	muslimeja	musulmáns	muslimi	N	N;PRT;PL
musulmáns	muslimit	musulmáns	muslimi	N	N;NOM;PL
barrios	alueilla	barrio	alue	N	N;AT+ESS
;PL
barrios	alueet	barrio	alue	N	N;NOM;PL
entendía	ymmärretty	entender	ymmärtää	V	V;NOM;SG;V.PTCP;PASS
entendía	ymmärrä	entender	ymmärtää	V	V;IMP;SG;2;FIN;ACT
entendía	ymmärtää	entender	ymmärtää	V	V;IND;SG;3;PRS;FIN;ACT
bater	osui	bater	osua	V	V;IND;SG;3;PST;FIN;ACT
bater	osu	bater	osu	V	V;IMP;SG;2;FIN;ACT
bater	lyö	bater	lyödä	V	V;IMP;SG;2;FIN;ACT
bater	osuu	bater	osua	V	V;IND;SG;3;PRS;FIN;ACT
manteñen	säilytä	manter	säilyttää	V	V;IMP;SG;2;FIN;ACT
manteñen	pidä	manter	pitää	V	V;IMP;SG;2;FIN;ACT
elemento	elementti	elemento	elementti	N	N;NOM;SG
mecánico	mekaanikko	mecánico	mekaanikko	N	N;NOM;SG
desaparición	katoamisesta	desaparición	katoaminen	N	N;IN+ABL;SG
desaparición	katoaminen	desaparición	katoaminen	N	N;NOM;SG
piden	kysyä	pedir	kysyä	V	V;SG;NFIN;ACT
piden	kysy	pedir	kysyä	V	V;IMP;SG;2;FIN;ACT
piden	pyydä	pedir	pyydä	V	V;IMP;SG;2;FIN;ACT
durmimos	nuku	durmir	nukkua	V	V;IMP;SG;2;FIN;ACT
durmimos	nukkua	durmir	nukkua	V	V;SG;NFIN;ACT
esquezo	unohtaa	esquezo	unohtaa	V	V;IND;SG;PRS;FIN;ACT
esquezo	unohda	esquezo	unohtaa	V	V;IMP;SG;2;FIN;ACT
refire	tarkoita	referir	tarkoittaa	V	V;IMP;SG;2;FIN;ACT
espacial	hubble	espacial	hubble	N	N;NOM;SG
espacial	tila	espacial	tila	N	N;NOM;SG
espacial	avaruus	espacial	avaruus	N	N;NOM;SG
espacial	tilaa	espacial	tila	N	N;PRT;SG
estacións	kaudet	estación	kausi	N	N;NOM;PL
estacións	asemat	estación	asema	N	N;NOM;PL
barra	baariin	barra	baari	N	N;IN+ALL;SG
barra	baarissa	barra	baari	N	N;IN+ESS;SG
barra	baari	barra	baari	N	N;NOM;SG
barra	baarin	barra	baari	N	N;GEN;SG
barra	kilon	barra	kilo	N	N;GEN;SG
barra	kilo	barra	kilo	N	N;NOM;SG
rabaño	parvi	rabaño	parvi	N	N;NOM;SG
rabaño	lauma	rabaño	lauma	N	N;NOM;SG
national	kansallinen	national	kansallinen	ADJ	ADJ;NOM;SG
national	kansalliset	national	kansallinen	ADJ	ADJ;NOM;PL
national	kansallisten	national	kansallinen	ADJ	ADJ;GEN;PL
osos	karhuja	oso	karhu	N	N;PRT;PL
osos	karhut	oso	karhu	N	N;NOM;PL
diálogo	vuoropuhelu	diálogo	vuoro#puhelu	N	N;NOM;SG
diálogo	vuoropuhelua	diálogo	vuoro#puhelu	N	N;PRT;SG
diálogo	vuoropuhelun	diálogo	vuoro#puhelu	N	N;GEN;SG
personalidade	persoonallisuus	personalidade	persoonallisuus	N	N;NOM;SG
personalidade	luonne	personalidade	luonne	N	N;NOM;SG
personalidade	persoona	personalidade	persoona	N	N;NOM;SG
sinceramente	todella	sinceramente	todella	ADV	ADV
sinceramente	oikeesti	sinceramente	oikeasti	ADV	ADV
perdidos	menettänyt	perdido	menettää	V	V;NOM;SG;V.PTCP;ACT
perdidos	kadonnut	perdido	kadota	V	V;NOM;SG;V.PTCP;ACT
perdidos	hävisi	perdido	hävitä	V	V;IND;SG;3;PST;FIN;ACT
perdidos	hävinnyt	perdido	hävitä	V	V;NOM;SG;V.PTCP;ACT
perdidos	menetetty	perdido	menettää	V	V;NOM;SG;V.PTCP;PASS
hara	hara	haber	hara	N	N;NOM;SG
bebendo	juo	beber	juoda	V	V;IMP;SG;2;FIN;ACT
bebendo	juoda	beber	juoda	V	V;SG;NFIN;ACT
acusación	syytös	acusación	syytös	N	N;NOM;SG
acusación	syyte	acusación	syyte	N	N;NOM;SG
acusación	lataus	acusación	lataus	N	N;NOM;SG
acusación	syyte	acusación	syyte	N	N;NOM;SG
vivido	asunut	vivido	asua	V	V;NOM;SG;V.PTCP;ACT
vivido	asui	vivido	asua	V	V;IND;SG;3;PST;FIN;ACT
vivido	elänyt	vivido	elää	V	V;NOM;SG;V.PTCP;ACT
lanzamento	pudotus	lanzamento	pudotus	N	N;NOM;SG
recorda	muistakaa	recordar	muistaa	V	V;IMP;PL;2;FIN;ACT
clásico	klassisen	clásico	klassinen	ADJ	ADJ;GEN;SG
clásico	klassinen	clásico	klassinen	ADJ	ADJ;NOM;SG
clásico	klassista	clásico	klassinen	ADJ	ADJ;PRT;SG
clásico	klassinen	clásico	klassinen	ADJ	ADJ;NOM;SG
clásico	klassista	clásico	klassinen	ADJ	ADJ;PRT;SG
mobles	huonekalut	moble	huone#kalu	N	N;NOM;PL
mobles	huonekaluja	moble	huone#kalu	N	N;PRT;PL
mobles	kalusteet	moble	kaluste	N	N;NOM;PL
negociar	neuvottelee	negociar	neuvotella	V	V;IND;SG;3;PRS;FIN;ACT
negociar	neuvotella	negociar	neuvotella	V	V;SG;NFIN;ACT
xestos	eleitä	xesto	ele	N	N;PRT;PL
disturbios	mellakoita	disturbio	mellakko	N	N;PRT;PL
intelectual	henkisen	intelectual	henkinen	ADJ	ADJ;GEN;SG
averiguar	löydä	averiguar	löydä	V	V;IMP;SG;2;FIN;ACT
averiguar	etsi	averiguar	etsiä	V	V;IMP;SG;2;FIN;ACT
averiguar	etsiä	averiguar	etsiä	V	V;SG;NFIN;ACT
averiguar	löytää	averiguar	löytää	V	V;SG;NFIN;ACT
presencia	läsnäolon	presencia	läsnä#olo	N	N;GEN;SG
presencia	läsnäolo	presencia	läsnäolo	N	N;NOM;SG
sospeita	epäilys	sospeita	epäilys	N	N;NOM;SG
sospeita	epäilykset	sospeita	epäilys	N	N;NOM;PL
sospeita	epäilyt	sospeita	epäily	N	N;NOM;PL
mestura	sekoitus	mestura	sekoitus	N	N;NOM;SG
mestura	sekoittaminen	mestura	sekoittaminen	N	N;NOM;SG
mañán	aamu	mañán	aamu	N	N;NOM;SG
mañán	aamuna	mañán	aamu	N	N;FRML;SG
mañán	aamun	mañán	aamu	N	N;GEN;SG
mañán	huomenta	mañán	huomen	N	N;PRT;SG
mañán	huominen	mañán	huominen	N	N;NOM;SG
sintes	tunne	sinte	tunne	N	N;NOM;SG
