البني	brown	بَنِّيّ	brown	N;NOM;DEF;SG	N;MASC+FEM;SG
اصدار	uitgifte	إِصدَار	uitgifte	N;NOM;INDF;SG	N;MASC+FEM;SG
اصدار	afgifte	إِصدَار	afgifte	N;NOM;INDF;SG	N;MASC+FEM;SG
اصدار	uitgifte	إِصدَار	uitgifte	N;NOM;INDF;SG	N;MASC+FEM;SG
اصدار	kwestie	إِصدَار	kwestie	N;NOM;INDF;SG	N;MASC+FEM;SG
صديقة	vriendinnetje	صَدِيقَة	vriendin	N;NOM;INDF;SG	N;NEUT;SG
صديقة	vriendin	صَدِيقَة	vriendin	N;NOM;INDF;SG	N;MASC+FEM;SG
شتات	diaspora	شِتَات	diaspora	N;NOM;INDF;SG	N;MASC+FEM;SG
الجمجمة	schedel	جُمجُمَة	schedel	N;NOM;DEF;SG	N;MASC+FEM;SG
الكبريت	zwavel	كِبرِيت	zwavel	N;NOM;DEF;SG	N;MASC+FEM;SG
الكبريت	zwavel	كِبرِيت	zwavel	N;NOM;DEF;SG	N;MASC+FEM;SG
الظل	schaduw	ظِلّ	schaduw	N;NOM;DEF;SG	N;MASC+FEM;SG
الظل	shadow	ظِلّ	shadow	N;NOM;DEF;SG	N;MASC+FEM;SG
الظل	schaduw	ظِلّ	schaduw	N;NOM;DEF;SG	N;MASC+FEM;SG
الظل	schaduw	ظِلّ	schaduw	N;NOM;DEF;SG	N;MASC+FEM;SG
يختار	selecteert	اِختَار	selecteren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
يختار	kiest	اِختَار	kiezen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
يختار	kiest	اِختَار	kiezen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
القلم	pen	قَلَم	pen	N;NOM;DEF;SG	N;MASC+FEM;SG
التقديرات	ramingen	تَقدِير	raming	N;NOM;DEF;PL	N;PL
التقديرات	schattingen	تَقدِير	schatting	N;NOM;DEF;PL	N;PL
تدرج	invoegen	دَرَج	invoegen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
مواصلة	vervolg	مُوَاصَلَة	vervolg	N;NOM;INDF;SG	N;NEUT;SG
مواصلة	voortzetting	مُوَاصَلَة	voortzetting	N;NOM;INDF;SG	N;MASC+FEM;SG
التنين	draak	تَنَيَّن	draak	N;NOM;DEF;SG	N;MASC+FEM;SG
التنين	dragon	تَنَيَّن	dragon	N;NOM;DEF;SG	N;MASC+FEM;SG
تغيرت	veranderde	تَغَيَّر	veranderen	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
تغيرت	gewijzigd	تَغَيَّر	wijzigen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
تغيرت	veranderd	تَغَيَّر	veranderen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
النضال	worsteling	نِضَال	worsteling	N;NOM;DEF;SG	N;MASC+FEM;SG
النضال	strijd	نِضَال	strijd	N;NOM;DEF;SG	N;MASC+FEM;SG
القيروان	kairouan	قَيرَوَان	kairouan	N;NOM;DEF;SG	N;MASC+FEM;SG
مشارك	deelnemer	مَشرَكَة	deelnemer	N;NOM;INDF;SG	N;MASC+FEM;SG
الطقوس	rituelen	طَقوَس	rituel	N;NOM;DEF;PL	N;PL
الطقوس	rituelen	طَقوَس	rituel	N;NOM;DEF;PL	N;PL
المعتقدات	overtuigingen	مُعتَقَد	overtuiging	N;NOM;DEF;PL	N;PL
جرذ	rat	جُرذ	rat	N;NOM;INDF;SG	N;MASC+FEM;SG
ثمان	acht	ثَمَانِيَة	acht	NUM;NOM;INDF;FEM	NUM
مشاركات	aandelen	مُشَارَكَة	aandeel	N;NOM;INDF;PL	N;PL
الناجحة	succesvol	نَاجِح	succesvol	ADJ;NOM;DEF;FEM;SG	ADJ
الناجحة	succesvolle	نَاجِح	succesvol	ADJ;NOM;DEF;FEM;SG	ADJ
السجل	record	سِجِلّ	record	N;NOM;DEF;SG	N;NEUT;SG
السجل	register	سِجِلّ	register	N;NOM;DEF;SG	N;NEUT;SG
السجل	logboek	سِجِلّ	logboek	N;NOM;DEF;SG	N;NEUT;SG
السجل	log	سِجِلّ	log	N;NOM;DEF;SG	N;MASC+FEM;SG
السجل	griffie	سِجِلّ	griffie	N;NOM;DEF;SG	N;MASC+FEM;SG
السجل	register	سِجِلّ	register	N;NOM;DEF;SG	N;NEUT;SG
التحدي	challenge	تَحَدِّي	challeng	N;NOM;DEF;SG	N;MASC+FEM;SG
التحدي	uitdaging	تَحَدِّي	uitdaging	N;NOM;DEF;SG	N;MASC+FEM;SG
محاضرة	lezing	مُحَاضَرَة	lezing	N;NOM;INDF;SG	N;MASC+FEM;SG
محاضرة	preek	مُحَاضَرَة	preek	N;NOM;INDF;SG	N;MASC+FEM;SG
النانو	nano	النانو	nano	N;NOM;DEF;SG	N;MASC+FEM;SG
الالكترونية	elektronisch	إِلِكترُونِيّ	elektronisch	ADJ;NOM;DEF;FEM;SG	ADJ
البقرة	koe	بَقَرَة	koe	N;NOM;DEF;SG	N;MASC+FEM;SG
اربع	vier	أَربَعَة	vier	NUM;NOM;INDF;FEM	NUM
الحافة	rand	حَافّ	rand	N;NOM;DEF;SG	N;MASC+FEM;SG
الحافة	edge	حَافّ	edg	N;NOM;DEF;SG	N;MASC+FEM;SG
خريف	herfst	خَرِيف	herfst	N;NOM;INDF;SG	N;MASC+FEM;SG
خريف	najaar	خَرِيف	najaar	N;NOM;INDF;SG	N;NEUT;SG
صناعات	industrieën	صِنَاعَة	industrief	N;NOM;INDF;PL	N;PL
صناعات	bedrijfstakken	صِنَاعَة	bedrijfstak	N;NOM;INDF;PL	N;PL
الخبرات	ervaringen	خِبرَة	ervaring	N;NOM;DEF;PL	N;PL
الخبرات	ervaringen	خِبرَة	ervaring	N;NOM;DEF;PL	N;PL
متسابق	racer	مُتَسَابِق	racer	N;NOM;INDF;SG	N;MASC+FEM;SG
التشريح	anatomie	تَشرِيح	anatomie	N;NOM;DEF;SG	N;MASC+FEM;SG
التشريح	autopsie	تَشرِيح	autopsie	N;NOM;DEF;SG	N;MASC+FEM;SG
التشريح	lijkschouwing	تَشرِيح	lijkschouwing	N;NOM;DEF;SG	N;MASC+FEM;SG
دفعة	boost	دَفعَة	boost	N;NOM;INDF;SG	N;MASC+FEM;SG
دفعة	partij	دَفعَة	partij	N;NOM;INDF;SG	N;MASC+FEM;SG
دفعة	batch	دَفعَة	batch	N;NOM;INDF;SG	N;MASC+FEM;SG
دفعة	betaling	دَفعَة	betaling	N;NOM;INDF;SG	N;MASC+FEM;SG
النسوية	feministische	نَسَوِيّ	feministisch	ADJ;NOM;DEF;FEM;SG	ADJ
عينات	monsters	عينات	monster	N;NOM;INDF;PL	N;PL
الميل	mijl	مِيل	mijl	N;NOM;DEF;SG	N;MASC+FEM;SG
الميل	mile	مِيل	mile	N;NOM;DEF;SG	N;MASC+FEM;SG
مزايا	voordelen	مَزِيَّة	voordeel	N;NOM;INDF;PL	N;PL
منصات	platforms	مِنَصَّة	platform	N;NOM;INDF;PL	N;PL
منصات	platformen	مِنَصَّة	platform	N;NOM;INDF;PL	N;PL
منصات	pads	مِنَصَّة	pads	N;NOM;INDF;PL	N;PL
منصات	pallets	مِنَصَّة	pallet	N;NOM;INDF;PL	N;PL
المدرج	catwalk	مُدَرَّج	catwalk	N;NOM;DEF;SG	N;MASC+FEM;SG
المدرج	landingsbaan	مُدَرَّج	landingsbaan	N;NOM;DEF;SG	N;MASC+FEM;SG
المدرج	startbaan	مُدَرَّج	startbaan	N;NOM;DEF;SG	N;MASC+FEM;SG
تقليد	traditie	تَقلِيد	traditie	N;NOM;INDF;SG	N;MASC+FEM;SG
ميكانيكية	mechanisch	مِيكَانِيكِيَّة	mechanisch	ADJ;NOM;INDF;FEM;SG	ADJ
ميكانيكية	mechanische	مِيكَانِيكِيَّة	mechanisch	ADJ;NOM;INDF;FEM;SG	ADJ
السعة	capaciteit	سِعَّة	capaciteit	N;NOM;DEF;SG	N;MASC+FEM;SG
السعة	amplitude	سِعَّة	amplitude	N;NOM;DEF;SG	N;MASC+FEM;SG
التهديد	dreigement	تَهدِيد	dreigement	N;NOM;DEF;SG	N;NEUT;SG
التهديد	bedreiging	تَهدِيد	bedreiging	N;NOM;DEF;SG	N;MASC+FEM;SG
التهديد	dreiging	تَهدِيد	dreiging	N;NOM;DEF;SG	N;MASC+FEM;SG
المسلح	schutter	مُسَلَّح	schutter	N;NOM;DEF;SG	N;MASC+FEM;SG
الموانئ	havens	مِينَاء	haven	N;NOM;DEF;PL	N;PL
الموانئ	poorten	مِينَاء	poort	N;NOM;DEF;PL	N;PL
دنيا	minimaal	دَنِيّ	minimaal	ADJ;ACC;INDF;MASC;SG	ADJ
الطلاق	scheiding	طَلَاق	scheiding	N;NOM;DEF;SG	N;MASC+FEM;SG
الطلاق	echtscheiding	طَلَاق	echtscheiding	N;NOM;DEF;SG	N;MASC+FEM;SG
خفيف	lichte	خفيف	licht	ADJ;NOM;INDF;MASC;SG	ADJ
تهديد	dreigement	تَهدِيد	dreigement	N;NOM;INDF;SG	N;NEUT;SG
تهديد	bedreiging	تَهدِيد	bedreiging	N;NOM;INDF;SG	N;MASC+FEM;SG
تهديد	dreiging	تَهدِيد	dreiging	N;NOM;INDF;SG	N;MASC+FEM;SG
المعيار	criterium	مِعيَار	criterium	N;NOM;DEF;SG	N;NEUT;SG
المعيار	norm	مِعيَار	norm	N;NOM;DEF;SG	N;MASC+FEM;SG
المنفى	ballingschap	مَنفَى	ballingschap	N;NOM;DEF;SG	N;MASC+FEM;SG
المنفى	verbanning	مَنفَى	verbanning	N;NOM;DEF;SG	N;MASC+FEM;SG
تشابه	gelijkenis	تَشَابُه	gelijkenis	N;NOM;INDF;SG	N;MASC+FEM;SG
المصلحة	belangstelling	مَصلَحَة	belangstelling	N;NOM;DEF;SG	N;MASC+FEM;SG
المصلحة	rente	مَصلَحَة	rente	N;NOM;DEF;SG	N;MASC+FEM;SG
المصلحة	belang	مَصلَحَة	belang	N;NOM;DEF;SG	N;NEUT;SG
المصلحة	interesse	مَصلَحَة	interesse	N;NOM;DEF;SG	N;MASC+FEM;SG
الحفظ	behoud	حِفظ	behoud	N;NOM;DEF;SG	N;NEUT;SG
الحفظ	conservering	حِفظ	conservering	N;NOM;DEF;SG	N;MASC+FEM;SG
الحفظ	instandhouding	حِفظ	instandhouding	N;NOM;DEF;SG	N;MASC+FEM;SG
الحفظ	besparing	حِفظ	besparing	N;NOM;DEF;SG	N;MASC+FEM;SG
الحفظ	behoud	حِفظ	behoud	N;NOM;DEF;SG	N;NEUT;SG
الحفظ	bewaring	حِفظ	bewaring	N;NOM;DEF;SG	N;MASC+FEM;SG
الحفظ	conservering	حِفظ	conservering	N;NOM;DEF;SG	N;MASC+FEM;SG
تعليقات	opmerkingen	تَعلِيق	opmerking	N;NOM;INDF;PL	N;PL
تعليقات	commentaren	تَعلِيق	commentaar	N;NOM;INDF;PL	N;PL
تعليقات	reacties	تَعلِيق	reactie	N;NOM;INDF;PL	N;PL
المهن	beroepen	مِهنَة	beroepen	N;NOM;DEF;PL	N;PL
المهن	carrières	مِهنَة	carrière	N;NOM;DEF;PL	N;PL
المهن	beroepen	مِهنَة	beroepen	N;NOM;DEF;PL	N;PL
تلفاز	televisie	تَلفَاز	televisie	N;NOM;INDF;SG	N;MASC+FEM;SG
السلبي	passieve	سَلبِيّ	passief	ADJ;NOM;DEF;MASC;SG	ADJ
السلبي	passief	سَلبِيّ	passief	ADJ;NOM;DEF;MASC;SG	ADJ
قيود	beperkingen	قَيد	beperking	N;NOM;INDF;PL	N;PL
قيود	restricties	قَيد	restrictie	N;NOM;INDF;PL	N;PL
قيود	beperkingen	قَيد	beperking	N;NOM;INDF;PL	N;PL
قيود	restricties	قَيد	restrictie	N;NOM;INDF;PL	N;PL
قيود	beperkingen	قَيد	beperking	N;NOM;INDF;PL	N;PL
جيب	jeep	جيب	jeep	N;NOM;INDF;SG	N;MASC+FEM;SG
جيب	pocket	جيب	pocket	N;NOM;INDF;SG	N;MASC+FEM;SG
حقن	injectie	حَقَّن	injectie	N;NOM;INDF;SG	N;MASC+FEM;SG
حقن	inspuiting	حَقَّن	inspuiting	N;NOM;INDF;SG	N;MASC+FEM;SG
حقن	injectie	حَقَّن	injectie	N;NOM;INDF;SG	N;MASC+FEM;SG
البطالة	werkloosheid	بِطَالَة	werkloosheid	N;NOM;DEF;SG	N;MASC+FEM;SG
الفصائل	facties	فَصِيلَة	factie	N;NOM;DEF;PL	N;PL
تجهيز	verwerking	تَجهِيز	verwerking	N;NOM;INDF;SG	N;MASC+FEM;SG
الجلسة	sessie	جَلسَة	sessie	N;NOM;DEF;SG	N;MASC+FEM;SG
الجلسة	zitting	جَلسَة	zitting	N;NOM;DEF;SG	N;MASC+FEM;SG
الجلسة	ontmoeting	جَلسَة	ontmoeting	N;NOM;DEF;SG	N;MASC+FEM;SG
الجلسة	vergadering	جَلسَة	vergadering	N;NOM;DEF;SG	N;MASC+FEM;SG
الجلسة	meeting	جَلسَة	meeting	N;NOM;DEF;SG	N;MASC+FEM;SG
الجلسة	bijeenkomst	جَلسَة	bijeenkomst	N;NOM;DEF;SG	N;MASC+FEM;SG
الحريات	vrijheden	حُرِّيَّة	vrijheid	N;NOM;DEF;PL	N;PL
احداث	verslagen	حَدَث	verslag	N;NOM;INDF;PL	N;PL
احداث	verhalen	حَدَث	verhaal	N;NOM;INDF;PL	N;PL
احداث	verhaaltjes	حَدَث	verhaal	N;NOM;INDF;PL	N;PL
احداث	gebeurtenissen	حَدَث	gebeurtenis	N;NOM;INDF;PL	N;PL
احداث	evenementen	حَدَث	evenement	N;NOM;INDF;PL	N;PL
ركوب	ride	ركوب	ride	N;NOM;INDF;SG	N;MASC+FEM;SG
ركوب	rit	ركوب	rit	N;NOM;INDF;SG	N;MASC+FEM;SG
الخريف	herfst	خَرِيف	herfst	N;NOM;DEF;SG	N;MASC+FEM;SG
الخريف	najaar	خَرِيف	najaar	N;NOM;DEF;SG	N;NEUT;SG
الخريف	herfst	خَرِيف	herfst	N;NOM;DEF;SG	N;MASC+FEM;SG
الخريف	fall	خَرِيف	fall	N;NOM;DEF;SG	N;MASC+FEM;SG
النهج	nadering	نَهج	nadering	N;NOM;DEF;SG	N;MASC+FEM;SG
النهج	aanpak	نَهج	aanpak	N;NOM;DEF;SG	N;MASC+FEM;SG
النهج	benadering	نَهج	benadering	N;NOM;DEF;SG	N;MASC+FEM;SG
روضة	kleuterschool	رَوضَة	kleuterschool	N;NOM;INDF;SG	N;MASC+FEM;SG
التوجهات	tendensen	تَوَجُّه	tendens	N;NOM;DEF;PL	N;PL
التوجهات	trends	تَوَجُّه	trends	N;NOM;DEF;PL	N;PL
التوجهات	oriëntaties	تَوَجُّه	oriëntatie	N;NOM;DEF;PL	N;PL
تقاطع	kruispunt	تَقَاطُع	kruispunt	N;NOM;INDF;SG	N;NEUT;SG
تقاطع	kruising	تَقَاطُع	kruising	N;NOM;INDF;SG	N;MASC+FEM;SG
نشيد	volkslied	نشيد	volkslied	N;NOM;INDF;SG	N;NEUT;SG
نشيد	hymne	نشيد	hymne	N;NOM;INDF;SG	N;MASC+FEM;SG
عنف	geweld	عُنف	geweld	N;NOM;INDF;SG	N;NEUT;SG
المناظر	bezienswaardigheden	مُنَاظِر	bezienswaardigheid	N;NOM;DEF;PL	N;PL
تدهور	verslechtering	تَدَهوُر	verslechtering	N;NOM;INDF;SG	N;MASC+FEM;SG
تدهور	achteruitgang	تَدَهوُر	achteruitgang	N;NOM;INDF;SG	N;MASC+FEM;SG
تدهور	afbraak	تَدَهوُر	afbraak	N;NOM;INDF;SG	N;MASC+FEM;SG
تدهور	degradatie	تَدَهوُر	degradatie	N;NOM;INDF;SG	N;MASC+FEM;SG
الصراعات	conflicten	صِرَاع	conflict	N;NOM;DEF;PL	N;PL
الصراعات	conflicten	صِرَاع	conflict	N;NOM;DEF;PL	N;PL
تتطور	evolueert	تَطَوَّر	evolueren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
تتطور	evolueren	تَطَوَّر	evolueren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تتطور	evoluerende	تَطَوَّر	evolueren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.PTCP
مسافات	ruimtes	مَسَاف	ruimte	N;NOM;INDF;PL	N;PL
مسافات	spaties	مَسَاف	spatie	N;NOM;INDF;PL	N;PL
مسافات	ruimten	مَسَاف	ruimte	N;NOM;INDF;PL	N;PL
مسافات	afstanden	مَسَاف	afstand	N;NOM;INDF;PL	N;PL
اخذ	genomen	أَخذ	nemen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اخذ	meegenomen	أَخذ	meenemen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اخذ	nemen	أَخذ	nemen	V;PFV;MASC;SG;3;ACT	V;NFIN
اخذ	neem	أَخذ	nemen	V;PFV;MASC;SG;3;ACT	V;SG;PRS;FIN
اخذ	nemen	أَخذ	nemen	V;PFV;MASC;SG;3;ACT	V;NFIN
الفترات	tijdvakken	فَترَة	tijdvak	N;NOM;DEF;PL	N;PL
الفترات	perioden	فَترَة	period	N;NOM;DEF;PL	N;PL
الفترات	periodes	فَترَة	periode	N;NOM;DEF;PL	N;PL
واقعية	realistisch	وَاقِعِيَّة	realistisch	ADJ;NOM;INDF;FEM;SG	ADJ
واقعية	realistische	وَاقِعِيَّة	realistisch	ADJ;NOM;INDF;FEM;SG	ADJ
هياكل	structuren	هَيكَل	structuur	N;NOM;INDF;PL	N;PL
منطق	logica	مَنطِق	logica	N;NOM;INDF;SG	N;MASC+FEM;SG
شحنة	cargo	شَحنَة	cargo	N;NOM;INDF;SG	N;MASC+FEM;SG
شحنة	vracht	شَحنَة	vracht	N;NOM;INDF;SG	N;MASC+FEM;SG
شحنة	lading	شَحنَة	lading	N;NOM;INDF;SG	N;MASC+FEM;SG
شحنة	zending	شَحنَة	zending	N;NOM;INDF;SG	N;MASC+FEM;SG
شحنة	verzending	شَحنَة	verzending	N;NOM;INDF;SG	N;MASC+FEM;SG
شحنة	zending	شَحنَة	zending	N;NOM;INDF;SG	N;MASC+FEM;SG
نشطة	actieve	نَشَاط	actief	ADJ;NOM;INDF;FEM;SG	ADJ
نشطة	actief	نَشَاط	actief	ADJ;NOM;INDF;FEM;SG	ADJ
قنابل	bommen	قنابل	bom	N;NOM;INDF;PL	N;PL
الفرص	kansen	فُرصَة	kans	N;NOM;DEF;PL	N;PL
الفرص	mogelijkheden	فُرصَة	mogelijkheid	N;NOM;DEF;PL	N;PL
الفولاذ	staal	فُولَاذ	staal	N;NOM;DEF;SG	N;NEUT;SG
نشوء	opkomst	نَشوَء	opkomst	N;NOM;INDF;SG	N;MASC+FEM;SG
المثل	gezegde	مِثل	zeggen	N;NOM;DEF;SG	N;MASC+FEM;SG
المثل	spreekwoord	مِثل	spreekwoord	N;NOM;DEF;SG	N;NEUT;SG
سلمية	vredig	سِلمِيّ	vredig	ADJ;NOM;INDF;FEM;SG	ADJ
سلمية	vreedzame	سِلمِيّ	vreedzaam	ADJ;NOM;INDF;FEM;SG	ADJ
سلمية	vreedzaam	سِلمِيّ	vreedzaam	ADJ;NOM;INDF;FEM;SG	ADJ
ترميم	restauratie	تَرمِيم	restauratie	N;NOM;INDF;SG	N;MASC+FEM;SG
ترميم	herstel	تَرمِيم	herstel	N;NOM;INDF;SG	N;NEUT;SG
عيوب	mankementen	عَيب	mankement	N;NOM;INDF;SG	N;MASC+FEM;SG
المحافظين	conservatieven	مُحَافِظ	conservatief	N;NOM;DEF;PL	N;PL
راية	banner	رَايَة	banner	N;NOM;INDF;SG	N;MASC+FEM;SG
راية	vaandel	رَايَة	vaandel	N;NOM;INDF;SG	N;NEUT;SG
راية	spandoek	رَايَة	spandoek	N;NOM;INDF;SG	N;NEUT;SG
العروس	bruid	عَرس	bruid	N;NOM;DEF;SG	N;MASC+FEM;SG
ضريبة	belasting	ضَرِيبَة	belasting	N;NOM;INDF;SG	N;MASC+FEM;SG
ثانوي	secundaire	ثَانَوِيّ	secundair	ADJ;NOM;INDF;MASC;SG	ADJ
ثانوي	secundair	ثَانَوِيّ	secundair	ADJ;NOM;INDF;MASC;SG	ADJ
جاذبية	aantrekking	جَاذِبِيَّة	aantrekking	N;NOM;INDF;SG	N;MASC+FEM;SG
جاذبية	aantrekkingskracht	جَاذِبِيَّة	aantrekkingskracht	N;NOM;INDF;SG	N;MASC+FEM;SG
جاذبية	attractie	جَاذِبِيَّة	attractie	N;NOM;INDF;SG	N;MASC+FEM;SG
جاذبية	zwaarte	جَاذِبِيَّة	zwaart	N;NOM;INDF;SG	N;MASC+FEM;SG
جاذبية	zwaartekracht	جَاذِبِيَّة	zwaartekracht	N;NOM;INDF;SG	N;MASC+FEM;SG
سعادة	blijheid	سَعَادَة	blijheid	N;NOM;INDF;SG	N;MASC+FEM;SG
سعادة	blijdschap	سَعَادَة	blijdschap	N;NOM;INDF;SG	N;MASC+FEM;SG
سعادة	geluk	سَعَادَة	geluk	N;NOM;INDF;SG	N;NEUT;SG
العشرات	tientallen	عَشَرَة	tiental	N;NOM;DEF;PL	N;PL
المبلغ	bedrag	مَبلَغ	bedrag	N;NOM;DEF;SG	N;NEUT;SG
المبلغ	sum	مَبلَغ	sum	N;NOM;DEF;SG	N;MASC+FEM;SG
المبلغ	som	مَبلَغ	som	N;NOM;DEF;SG	N;MASC+FEM;SG
ذكية	slimme	ذَكِيّ	slim	ADJ;NOM;INDF;FEM;SG	ADJ
ذكية	slim	ذَكِيّ	slim	ADJ;NOM;INDF;FEM;SG	ADJ
الزيارة	bezoek	زِيَارَة	bezoek	N;NOM;DEF;SG	N;NEUT;SG
ملاكم	bokser	مَلكَم	bokser	N;NOM;INDF;SG	N;MASC+FEM;SG
ملاكم	boxer	مَلكَم	boxer	N;NOM;INDF;SG	N;MASC+FEM;SG
حاشية	voetnoot	حَاشِي	voetnoot	N;NOM;INDF;SG	N;MASC+FEM;SG
حاشية	gevolg	حَاشِي	gevolg	N;NOM;INDF;SG	N;NEUT;SG
حاشية	entourage	حَاشِي	entourage	N;NOM;INDF;SG	N;MASC+FEM;SG
حاشية	postscript	حَاشِي	postscript	N;NOM;INDF;SG	N;MASC+FEM;SG
دمرت	vernietigd	دَمَّر	vernietigen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
دمرت	vernietigde	دَمَّر	vernietigen	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
دمرت	vernield	دَمَّر	vernielen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
دمرت	verwoest	دَمَّر	verwoesten	V;PFV;FEM;SG;3;ACT	V;V.PTCP
العلاجات	remedies	عَلَاجَة	remedie	N;NOM;DEF;PL	N;PL
العلاجات	rechtsmiddelen	عَلَاجَة	rechtsmiddelen	N;NOM;DEF;PL	N;PL
العلاجات	behandelingen	عَلَاجَة	behandeling	N;NOM;DEF;PL	N;PL
العلاجات	therapieën	عَلَاجَة	therapieën	N;NOM;DEF;PL	N;PL
ضروري	noodzakelijke	ضَرُورِيّ	noodzakelijk	ADJ;NOM;INDF;MASC;SG	ADJ
ضروري	nodig	ضَرُورِيّ	nodig	ADJ;NOM;INDF;MASC;SG	ADJ
ضروري	noodzakelijk	ضَرُورِيّ	noodzakelijk	ADJ;NOM;INDF;MASC;SG	ADJ
فرضية	hypothese	فَرضِيَّة	hypothese	N;NOM;INDF;SG	N;MASC+FEM;SG
موثوقة	betrouwbare	مَوثُوق	betrouwbaar	ADJ;NOM;INDF;FEM;SG	ADJ
موثوقة	betrouwbaar	مَوثُوق	betrouwbaar	ADJ;NOM;INDF;FEM;SG	ADJ
تجار	handelaars	تَاجِر	handelaar	N;NOM;INDF;PL	N;PL
تجار	handelaren	تَاجِر	handelaar	N;NOM;INDF;PL	N;PL
تجار	kooplieden	تَاجِر	kooplied	N;NOM;INDF;PL	N;PL
تجار	handelaren	تَاجِر	handelaar	N;NOM;INDF;PL	N;PL
تجار	dealers	تَاجِر	dealer	N;NOM;INDF;PL	N;PL
تجار	handelaren	تَاجِر	handelaar	N;NOM;INDF;PL	N;PL
تجار	handelaars	تَاجِر	handelaar	N;NOM;INDF;PL	N;PL
واجهت	geconfronteerd	وَاجَه	confronteren	V;PFV;FEM;SG;3;ACT	V;V.PTCP
واجهت	ondervonden	وَاجَه	ondervinden	V;PFV;FEM;SG;3;ACT	V;V.PTCP
واجهت	tegengekomen	وَاجَه	tegenkomen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
التوصيل	bezorging	تَوصِيل	bezorging	N;NOM;DEF;SG	N;MASC+FEM;SG
التوصيل	oplevering	تَوصِيل	oplevering	N;NOM;DEF;SG	N;MASC+FEM;SG
التوصيل	levering	تَوصِيل	levering	N;NOM;DEF;SG	N;MASC+FEM;SG
العلاجية	therapeutisch	عِلَاجِيّ	therapeutisch	ADJ;NOM;DEF;FEM;SG	ADJ
ركاب	passagiers	رَاكِب	passagier	N;NOM;INDF;PL	N;PL
ركاب	reizigers	رَاكِب	reiziger	N;NOM;INDF;PL	N;PL
الكهف	grot	كَهف	grot	N;NOM;DEF;SG	N;MASC+FEM;SG
الحارس	garde	حَارِس	gard	N;NOM;DEF;SG	N;MASC+FEM;SG
الحارس	bewaker	حَارِس	bewaker	N;NOM;DEF;SG	N;MASC+FEM;SG
معماري	architectonische	مُعَمَّار	architectonisch	ADJ;NOM;INDF;MASC;SG	ADJ
معماري	architectonisch	مُعَمَّار	architectonisch	ADJ;NOM;INDF;MASC;SG	ADJ
خشبية	houten	خَشَبِيّ	houten	ADJ;NOM;INDF;FEM;SG	ADJ
عانت	leed	عَانَى	lijden	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
الترخيص	rijbewijs	تَرخِيص	rijbewijs	N;NOM;DEF;SG	N;NEUT;SG
الترخيص	licentie	تَرخِيص	licentie	N;NOM;DEF;SG	N;MASC+FEM;SG
الترخيص	vergunning	تَرخِيص	vergunning	N;NOM;DEF;SG	N;MASC+FEM;SG
الترخيص	machtiging	تَرخِيص	machtiging	N;NOM;DEF;SG	N;MASC+FEM;SG
الترخيص	autorisatie	تَرخِيص	autorisatie	N;NOM;DEF;SG	N;MASC+FEM;SG
الترخيص	vergunning	تَرخِيص	vergunning	N;NOM;DEF;SG	N;MASC+FEM;SG
الترخيص	rijbewijs	تَرخِيص	rijbewijs	N;NOM;DEF;SG	N;NEUT;SG
الترخيص	licentie	تَرخِيص	licentie	N;NOM;DEF;SG	N;MASC+FEM;SG
الترخيص	klaring	تَرخِيص	klaring	N;NOM;DEF;SG	N;MASC+FEM;SG
المعاملات	transacties	مُعَامَلَة	transactie	N;NOM;DEF;PL	N;PL
المختبر	laboratorium	مُختَبَر	laboratorium	N;NOM;DEF;SG	N;NEUT;SG
المختبر	labo	مُختَبَر	labo	N;NOM;DEF;SG	N;NEUT;SG
المختبر	lab	مُختَبَر	lib	N;NOM;DEF;SG	N;NEUT;SG
شعاع	straal	شعاع	straal	N;NOM;INDF;SG	N;MASC+FEM;SG
شعاع	balk	شعاع	balk	N;NOM;INDF;SG	N;MASC+FEM;SG
اكتملت	voltooid	اِكتَمَل	voltooien	V;PFV;FEM;SG;3;ACT	V;V.PTCP
اكتملت	voltooide	اِكتَمَل	voltooien	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
اكتملت	afgerond	اِكتَمَل	afronden	V;PFV;FEM;SG;3;ACT	V;V.PTCP
اكتملت	ingevuld	اِكتَمَل	invullen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
