matado	zabil	matado	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
pensado	myslel	pensar	myslet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
sabas	povlečení	saber	povlečení	N	N;NOM;NEUT;SG;POS
sabas	listy	saber	list	N	N;INAN;NOM;MASC;PL;POS
sabas	plechy	saber	plech	N	N;INAN;NOM;MASC;PL;POS
sermón	kázání	sermón	kázání	N	N;NOM;NEUT;SG;POS
barriga	bříško	barriga	bříško	N	N;NOM;NEUT;SG;POS
barriga	pupek	barriga	pupek	N	N;INAN;NOM;MASC;SG;POS
barriga	břicho	barriga	břicho	N	N;NOM;NEUT;SG;POS
parado	stát	parado	stát	N	N;INAN;NOM;MASC;SG;POS
esperas	čekání	espera	čekání	N	N;NOM;NEUT;SG;POS
escravo	otrok	escravo	otrok	N	N;ANIM;NOM;MASC;SG;POS
escravo	otrokyně	escravo	otrokyně	N	N;NOM;FEM;SG;POS
socorro	pomoc	socorro	pomoc	N	N;NOM;FEM;SG;POS
mandou	poslal	mandar	poslat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
seda	hedvábí	sedo	hedvábí	N	N;NOM;NEUT;SG;POS
secreta	tajemství	secreta	tajemství	N	N;NOM;NEUT;SG;POS
ombreiro	rameno	ombreiro	rameno	N	N;NOM;NEUT;SG;POS
dispararon	zastřelil	disparar	zastřelit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
potencia	moc	potencia	moc	N	N;NOM;FEM;SG;POS
potencia	napájení	potencia	napájení	N	N;NOM;NEUT;SG;POS
potencia	výkon	potencia	výkon	N	N;INAN;NOM;MASC;SG;POS
potencia	síla	potencia	síla	N	N;NOM;FEM;SG;POS
planos	plánů	plano	plán	N	N;INAN;GEN;MASC;PL;POS
planos	plány	plano	plán	N	N;INAN;NOM;MASC;PL;POS
polis	policajti	polis	policajt	N	N;ANIM;NOM;MASC;PL;POS
polis	poldové	polis	poldový	N	N;ANIM;NOM;MASC;PL;POS
seguirá	bude	seguir	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
vervos	viz	vervo	viz	V	V;PFV;IMP;SG;2;POS;FIN
ataques	útoky	ataque	útok	N	N;INAN;NOM;MASC;PL;POS
celosa	žárlivý	celosar	žárlivý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
cometer	zavázat	cometer	zavázat	V	V;PFV;POS;NFIN
cometer	spáchat	cometer	spáchat	V	V;PFV;POS;NFIN
interesada	zájem	interesado	zájem	N	N;INAN;NOM;MASC;SG;POS
escoitaches	slyšel	escoitaches	slyšet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
vendas	prodej	venda	prodej	N	N;INAN;NOM;MASC;SG;POS
vendas	prodeje	venda	prodej	N	N;INAN;NOM;MASC;SG;POS
vendas	prodej	venda	prodej	N	N;INAN;NOM;MASC;SG;POS
pague	platit	pague	platit	V	V;POS;NFIN
pague	zaplatit	pague	zaplatit	V	V;PFV;POS;NFIN
levarte	vzít	levarte	vzít	V	V;POS;NFIN
sacaches	získat	sacaches	získat	V	V;PFV;POS;NFIN
sacaches	dostat	sacaches	dostat	V	V;POS;NFIN
sacaches	udělal	sacaches	udělat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
xudea	předek	xudea	předek	N	N;ANIM;NOM;MASC;SG;POS
xudea	fronta	xudea	fronta	N	N;NOM;FEM;SG;POS
soñando	snít	soñar	snít	V	V;POS;NFIN
soñando	sní	soñar	snít	V	V;IND;SG;3;POS;PRS;FIN;ACT
soñando	sním	soñar	sním	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
adoro	miluj	adoro	milovat	V	V;IMP;SG;2;POS;FIN
xastre	krejčí	xastre	krejčí	N	N;ANIM;NOM;MASC;SG;POS
xastre	krejčí	xastre	krejčí	N	N;ANIM;NOM;MASC;SG;POS
enxergar	pochopit	enxergar	pochopit	V	V;PFV;POS;NFIN
tetas	prsa	teta	prsa	N	N;NOM;NEUT;PL;POS
tetas	kozy	teta	koza	N	N;NOM;FEM;PL;POS
boulevard	bulvár	boulevard	bulvár	N	N;INAN;NOM;MASC;SG;POS
boulevard	boulevard	boulevard	boulevard	N	N;INAN;NOM;MASC;SG;POS
boulevard	bulváru	boulevard	bulvár	N	N;INAN;GEN;MASC;SG;POS
autoestrada	dálnice	autoestrada	dálnice	N	N;NOM;FEM;SG;POS
crucifixión	ukřižování	crucifixión	ukřižování	N	N;NOM;NEUT;SG;POS
serventa	služka	serventar	služka	N	N;NOM;FEM;SG;POS
melinda	melinda	melinda	melinda	N	N;NOM;FEM;SG;POS
imperfecto	nedokonalé	imperfecto	dokonalý	ADJ	ADJ;NOM;NEUT;SG;NEG
refuxiados	uprchlík	refuxiado	uprchlík	N	N;ANIM;NOM;MASC;SG;POS
refuxiados	uprchlíka	refuxiado	uprchlík	N	N;ANIM;ACC;MASC;SG;POS
refuxiados	uprchlíků	refuxiado	uprchlík	N	N;ANIM;GEN;MASC;PL;POS
refuxiados	uprchlíky	refuxiado	uprchlík	N	N;ANIM;ACC;MASC;PL;POS
refuxiados	uprchlíci	refuxiado	uprchlík	N	N;ANIM;NOM;MASC;PL;POS
viñan	pojď	vir	pojď	V	V;IMP;SG;2;POS;FIN
viñan	přišel	vir	přijít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
viñan	přišla	vir	přijít	V	V;POS;PST;V.PTCP;ACT
viñan	přišlo	vir	přijít	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
levei	vzal	levar	vzít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
cambian	změnit	cambiar	změnit	V	V;PFV;POS;NFIN
honestidade	poctivost	honestidade	poctivost	N	N;NOM;FEM;SG;POS
honestidade	upřímnost	honestidade	upřímnost	N	N;NOM;FEM;SG;POS
granxas	farmy	granxa	farma	N	N;NOM;FEM;PL;POS
mozart	mozart	mozart	mozart	N	N;ANIM;NOM;MASC;SG;POS
mestra	učitel	mestra	učitel	N	N;ANIM;NOM;MASC;SG;POS
mestra	učitelka	mestra	učitelka	N	N;NOM;FEM;SG;POS
mestra	učiteli	mestra	učitel	N	N;ANIM;NOM;MASC;PL;POS
occidental	západní	occidental	západní	ADJ	ADJ;NOM;MASC;SG;POS
occidental	západní	occidental	západní	ADJ	ADJ;NOM;MASC;SG;POS
representar	představují	representar	představovat	V	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
representar	reprezentovat	representar	reprezentovat	V	V;POS;NFIN
representar	zastupovat	representar	zastupovat	V	V;IPFV;POS;NFIN
actuación	představení	actuación	představení	N	N;NOM;NEUT;SG;POS
actuación	výkony	actuación	výkon	N	N;INAN;NOM;MASC;PL;POS
actuación	výkon	actuación	výkon	N	N;INAN;NOM;MASC;SG;POS
actuación	výkonnost	actuación	výkonnost	N	N;NOM;FEM;SG;POS
actuación	výkonnosti	actuación	výkonnost	N	N;NOM;FEM;SG;POS
actuación	vystoupení	actuación	vystoupení	N	N;NOM;NEUT;SG;POS
impresionante	impozantní	impresionante	impozantní	ADJ	ADJ;NOM;MASC;SG;POS
impresionante	působivé	impresionante	působivý	ADJ	ADJ;NOM;NEUT;SG;POS
impresionante	působivý	impresionante	působivý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
encaixa	sedí	encaixa	sedět	V	V;IND;SG;3;POS;PRS;FIN;ACT
tomaba	vzal	tomar	vzít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
fantasía	fantasy	fantasía	fantasa	N	N;NOM;FEM;PL;POS
fantasía	fantazie	fantasía	fantazie	N	N;NOM;FEM;SG;POS
fantasía	fantazii	fantasía	fantazie	N	N;ACC;FEM;SG;POS
vicepresidente	vice	vicepresidente	vice	N	N;NOM;MASC;SG;POS
vicepresidente	prezident	vicepresidente	prezident	N	N;ANIM;NOM;MASC;SG;POS
vicepresidente	předseda	vicepresidente	předseda	N	N;ANIM;NOM;MASC;SG;POS
vicepresidente	president	vicepresidente	prezident	N	N;ANIM;NOM;MASC;SG;POS
vicepresidente	prezidenta	vicepresidente	prezident	N	N;ANIM;ACC;MASC;SG;POS
vicepresidente	prezidentka	vicepresidente	prezidentka	N	N;NOM;FEM;SG;POS
fase	fázi	fase	fáze	N	N;ACC;FEM;SG;POS
fase	fáze	fase	fáze	N	N;NOM;FEM;SG;POS
fase	etapa	fase	etapa	N	N;NOM;FEM;SG;POS
fase	jeviště	fase	jeviště	N	N;NOM;NEUT;SG;POS
fase	stage	fase	stát	N	N;NOM;MASC;SG;POS
fase	fáze	fase	fáze	N	N;NOM;FEM;SG;POS
fase	etapa	fase	etapa	N	N;NOM;FEM;SG;POS
veredes	viz	verede	viz	V	V;PFV;IMP;SG;2;POS;FIN
extraordinario	mimořádné	extraordinario	mimořádný	ADJ	ADJ;NOM;MASC;PL;POS
extraordinario	neobyčejný	extraordinario	obyčejný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
extraordinario	mimořádná	extraordinario	mimořádný	ADJ	ADJ;NOM;FEM;SG;POS
contesta	odpovězte	contesta	odpovězit	V	V;PFV;IMP;PL;2;POS;FIN
contesta	odpovědět	contesta	odpovědět	V	V;POS;NFIN
pagas	plat	paga	plat	N	N;INAN;NOM;MASC;SG;POS
preguntoume	požádal	preguntoume	požádat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
preguntoume	zeptal	preguntoume	zeptat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
impedir	udržujte	impedir	udržovat	V	V;PFV;IMP;PL;2;POS;FIN
impedir	zachovat	impedir	zachovat	V	V;POS;NFIN
congreso	kongres	congreso	kongres	N	N;INAN;NOM;MASC;SG;POS
congreso	kongresu	congreso	kongres	N	N;INAN;GEN;MASC;SG;POS
congreso	sjezd	congreso	sjezd	N	N;INAN;NOM;MASC;SG;POS
recibiron	obdržel	recibir	obdržet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
recibiron	obdržela	recibir	obdržet	V	V;POS;PST;V.PTCP;ACT
collen	vzít	coller	vzít	V	V;POS;NFIN
béisbol	baseball	béisbol	baseball	N	N;INAN;NOM;MASC;SG;POS
electrónico	elektronický	electrónico	elektronický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
electrónico	elektronická	electrónico	elektronický	ADJ	ADJ;NOM;FEM;SG;POS
electrónico	elektronické	electrónico	elektronický	ADJ	ADJ;NOM;MASC;PL;POS
reto	výzvu	reto	výzva	N	N;ACC;FEM;SG;POS
reto	výzva	reto	výzva	N	N;NOM;FEM;SG;POS
postura	postoj	postura	postoj	N	N;INAN;NOM;MASC;SG;POS
postura	poloha	postura	poloha	N	N;NOM;FEM;SG;POS
postura	postavení	postura	postavení	N	N;NOM;NEUT;SG;POS
postura	pozice	postura	pozice	N	N;NOM;FEM;SG;POS
postura	postoj	postura	postoj	N	N;INAN;NOM;MASC;SG;POS
interacción	interakce	interacción	interakce	N	N;NOM;FEM;SG;POS
interacción	interakci	interacción	interakce	N	N;ACC;FEM;SG;POS
despedida	rozloučení	despedir	rozloučení	N	N;NOM;NEUT;SG;POS
despedida	sbohem	despedir	sboh	N	N;INAN;INS;MASC;SG;POS
convencer	přesvědčit	convencer	přesvědčit	V	V;PFV;POS;NFIN
ego	ega	ego	ega	N	N;NOM;FEM;SG;POS
ego	ego	ego	ego	N	N;NOM;MASC;SG;POS
prioridades	priority	prioridade	priorita	N	N;NOM;FEM;PL;POS
largo	out	largo	out	N	N;INAN;NOM;MASC;SG;POS
experto	odborník	experto	odborník	N	N;ANIM;NOM;MASC;SG;POS
experto	znalec	experto	znalec	N	N;ANIM;NOM;MASC;SG;POS
experto	expert	experto	expert	N	N;ANIM;NOM;MASC;SG;POS
referencia	odkaz	referencia	odkaz	N	N;INAN;NOM;MASC;SG;POS
referencia	reference	referencia	reference	N	N;NOM;FEM;PL;POS
tiveses	měl	ter	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
tiveses	měla	ter	mít	V	V;POS;PST;V.PTCP;ACT
necesitaba	potřeboval	necesitar	potřebovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
gafas	skleničky	gafo	sklenička	N	N;NOM;FEM;PL;POS
gafas	sklenice	gafo	sklenice	N	N;NOM;FEM;SG;POS
gafas	brýle	gafo	brýle	N	N;NOM;FEM;PL;POS
secundarios	boční	secundario	boční	ADJ	ADJ;NOM;MASC;SG;POS
secreto	tajemství	secreto	tajemství	N	N;NOM;NEUT;SG;POS
pavos	krůt	pavo	krůt	N	N;GEN;FEM;PL;POS
pavos	krůty	pavo	krůt	N	N;NOM;FEM;PL;POS
pavos	babky	pavo	babka	N	N;NOM;FEM;PL;POS
verdadeiros	skutečný	verdadeiro	skutečný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
verdadeiros	skutečná	verdadeiro	skutečný	ADJ	ADJ;NOM;FEM;SG;POS
verdadeiros	skutečné	verdadeiro	skutečný	ADJ	ADJ;NOM;MASC;PL;POS
verdadeiros	opravdový	verdadeiro	opravdový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
verdadeiros	reálné	verdadeiro	reálný	ADJ	ADJ;NOM;NEUT;SG;POS
verdadeiros	pravdivé	verdadeiro	pravdivý	ADJ	ADJ;NOM;MASC;PL;POS
similares	podobné	similar	podobný	ADJ	ADJ;NOM;NEUT;PL;POS
similares	podobná	similar	podobný	ADJ	ADJ;NOM;FEM;SG;POS
similares	podobný	similar	podobný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
similares	obdobné	similar	obdobný	ADJ	ADJ;NOM;MASC;PL;POS
desafío	výzvu	desafío	výzva	N	N;ACC;FEM;SG;POS
desafío	výzva	desafío	výzva	N	N;NOM;FEM;SG;POS
desafío	vzdor	desafío	vzdor	N	N;INAN;NOM;MASC;SG;POS
desafío	defiance	desafío	defiance	N	N;NOM;FEM;SG;POS
capturar	zachytit	capturar	zachytit	V	V;PFV;POS;NFIN
capturar	zajmout	capturar	zajmout	V	V;POS;NFIN
profundidade	hloubku	profundidade	hloubka	N	N;ACC;FEM;SG;POS
profundidade	hloubka	profundidade	hloubka	N	N;NOM;FEM;SG;POS
profundidade	hloubky	profundidade	hloubka	N	N;NOM;FEM;PL;POS
capas	vrstvy	capa	vrstva	N	N;NOM;FEM;PL;POS
capas	vrstev	capa	vrstva	N	N;GEN;FEM;PL;POS
capas	zlato	capa	zlato	N	N;NOM;NEUT;SG;POS
utiliza	použijte	utilizar	použít	V	V;PFV;IMP;PL;2;POS;FIN
utiliza	použít	utilizar	použít	V	V;POS;NFIN
virán	pojď	virán	pojď	V	V;IMP;SG;2;POS;FIN
operar	operovat	operar	operovat	V	V;IPFV;POS;NFIN
orientais	východní	oriental	východní	ADJ	ADJ;NOM;FEM;SG;POS
nalgures	někam	nalgures	někam	ADV	ADV
nalgures	někde	nalgures	někde	ADV	ADV
maquinaria	stroje	maquinaria	stroj	N	N;INAN;NOM;MASC;PL;POS
maquinaria	přístroj	maquinaria	přístroj	N	N;INAN;NOM;MASC;SG;POS
maquinaria	stroj	maquinaria	stroj	N	N;INAN;NOM;MASC;SG;POS
renda	nájemné	renda	nájemné	N	N;NOM;NEUT;SG;POS
renda	pronájem	renda	pronájem	N	N;INAN;NOM;MASC;SG;POS
renda	nájem	renda	nájem	N	N;INAN;NOM;MASC;SG;POS
renda	příjmy	renda	příjem	N	N;INAN;NOM;MASC;PL;POS
renda	výnosy	renda	výnos	N	N;INAN;NOM;MASC;PL;POS
renda	příjem	renda	příjem	N	N;INAN;NOM;MASC;SG;POS
admitir	přiznat	admitir	přiznat	V	V;PFV;POS;NFIN
admitir	chcete	admitir	chtít	V	V;IND;PL;2;POS;PRS;FIN;ACT
admitir	chceš	admitir	chtít	V	V;IND;SG;2;POS;PRS;FIN;ACT
inxección	injekci	inxección	injekce	N	N;ACC;FEM;SG;POS
inxección	injekce	inxección	injekce	N	N;NOM;FEM;SG;POS
instrumento	nástroj	instrumento	nástroj	N	N;INAN;NOM;MASC;SG;POS
diaños	peklo	diaño	peklo	N	N;NOM;NEUT;SG;POS
micrófono	mikrofon	micrófono	mikrofon	N	N;INAN;NOM;MASC;SG;POS
cheguen	získat	chegar	získat	V	V;PFV;POS;NFIN
cheguen	dostat	chegar	dostat	V	V;POS;NFIN
cheguen	pojď	chegar	pojď	V	V;IMP;SG;2;POS;FIN
placas	talíře	placa	talíř	N	N;INAN;NOM;MASC;PL;POS
placas	desky	placa	deska	N	N;NOM;FEM;PL;POS
habitacións	místnosti	habitación	místnost	N	N;NOM;FEM;PL;POS
habitacións	pokoje	habitación	pokoj	N	N;INAN;NOM;MASC;PL;POS
actuais	současné	actual	současný	ADJ	ADJ;NOM;NEUT;SG;POS
actuais	aktuální	actual	aktuální	ADJ	ADJ;NOM;MASC;SG;POS
actuais	současná	actual	současný	ADJ	ADJ;NOM;FEM;SG;POS
actuais	současný	actual	současný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
construíu	postavil	construír	postavit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
contrasinal	heslo	contrasinal	heslo	N	N;NOM;NEUT;SG;POS
dispositivos	přístroje	dispositivo	přístroj	N	N;INAN;NOM;MASC;PL;POS
dispositivos	zařízení	dispositivo	zařízení	N	N;NOM;NEUT;SG;POS
particularmente	zvláště	particular	zvláště	ADV	ADV
particularmente	obzvláště	particular	obzvláště	ADV	ADV
entrevistas	rozhovory	entrevista	rozhovor	N	N;INAN;NOM;MASC;PL;POS
entrevistas	výslechy	entrevista	výslech	N	N;INAN;NOM;MASC;PL;POS
lendo	čtu	lendo	číst	V	V;IND;SG;1;POS;PRS;FIN;ACT
queixa	stížnost	queixa	stížnost	N	N;NOM;FEM;SG;POS
queixa	stížnosti	queixa	stížnost	N	N;NOM;FEM;PL;POS
queixa	podnět	queixa	podnět	N	N;INAN;NOM;MASC;SG;POS
verdades	pravdy	verdade	pravda	N	N;NOM;FEM;PL;POS
tomen	vzít	tomar	vzít	V	V;POS;NFIN
manifestación	demonstrace	manifestación	demonstrace	N	N;NOM;FEM;SG;POS
manifestación	ukázku	manifestación	ukázka	N	N;ACC;FEM;SG;POS
manifestación	ukázka	manifestación	ukázka	N	N;NOM;FEM;SG;POS
manifestación	předvedení	manifestación	předvedení	N	N;NOM;NEUT;SG;POS
manifestación	prokazování	manifestación	prokazování	N	N;NOM;NEUT;SG;POS
ética	etiku	ética	etika	N	N;ACC;FEM;SG;POS
ética	etika	ética	etika	N	N;NOM;FEM;SG;POS
opresión	útlaku	opresión	útlak	N	N;INAN;GEN;MASC;SG;POS
argumento	argumentace	argumento	argumentace	N	N;NOM;FEM;SG;POS
argumento	argument	argumento	argument	N	N;INAN;NOM;MASC;SG;POS
argumento	argumenty	argumento	argument	N	N;INAN;NOM;MASC;PL;POS
asilo	domov	asilo	domov	N	N;INAN;NOM;MASC;SG;POS
autor	autor	autor	autor	N	N;ANIM;NOM;MASC;SG;POS
autor	autorka	autor	autorka	N	N;NOM;FEM;SG;POS
autor	autora	autor	autor	N	N;ANIM;ACC;MASC;SG;POS
ducha	sprchy	ducha	sprcha	N	N;NOM;FEM;PL;POS
ducha	sprcha	ducha	sprcha	N	N;NOM;FEM;SG;POS
amabilidade	laskavost	amabilidade	laskavost	N	N;NOM;FEM;SG;POS
propiedades	majetek	propiedade	majetek	N	N;INAN;NOM;MASC;SG;POS
propiedades	nemovitost	propiedade	nemovitost	N	N;NOM;FEM;SG;POS
propiedades	nemovitosti	propiedade	nemovitost	N	N;NOM;FEM;PL;POS
propiedades	vlastnost	propiedade	vlastnost	N	N;NOM;FEM;SG;POS
propiedades	vlastnosti	propiedade	vlastnost	N	N;NOM;FEM;PL;POS
propiedades	nemovitosti	propiedade	nemovitost	N	N;NOM;FEM;PL;POS
gañadores	vítěze	gañador	vítěz	N	N;ANIM;ACC;MASC;SG;POS
gañadores	vítězové	gañador	vítěz	N	N;ANIM;NOM;MASC;PL;POS
gañadores	vítězů	gañador	vítěz	N	N;ANIM;GEN;MASC;PL;POS
use	použijte	use	použít	V	V;PFV;IMP;PL;2;POS;FIN
use	použít	use	použít	V	V;POS;NFIN
aparecer	ukázat	aparecer	ukázat	V	V;POS;NFIN
aparecer	zobrazit	aparecer	zobrazit	V	V;PFV;POS;NFIN
buracos	otvory	buraco	otvor	N	N;INAN;NOM;MASC;PL;POS
buracos	dírky	buraco	dírka	N	N;NOM;FEM;PL;POS
buracos	díry	buraco	díra	N	N;NOM;FEM;PL;POS
ensaio	proces	ensaio	proces	N	N;INAN;NOM;MASC;SG;POS
ensaio	soud	ensaio	soud	N	N;INAN;NOM;MASC;SG;POS
mercados	trh	mercado	trh	N	N;INAN;NOM;MASC;SG;POS
mercados	market	mercado	market	N	N;INAN;NOM;MASC;SG;POS
mercados	tržiště	mercado	tržiště	N	N;NOM;NEUT;SG;POS
mercados	trhy	mercado	trh	N	N;INAN;NOM;MASC;PL;POS
dentista	zubaře	dentista	zubař	N	N;ANIM;NOM;MASC;SG;POS
dentista	zubař	dentista	zubař	N	N;ANIM;NOM;MASC;SG;POS
obtivo	mám	obter	mít	V	V;IND;SG;1;POS;PRS;FIN;ACT
obtivo	dostal	obter	dostat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
comín	jedla	comín	jíst	V	V;POS;PST;V.PTCP;ACT
comín	snědl	comín	sníst	V	V;MASC;SG;POS;PST;V.PTCP;ACT
comín	jedli	comín	jíst	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
comín	jedl	comín	jedl	V	V;MASC;SG;POS;PST;V.PTCP;ACT
farían	mít	facer	mít	V	V;POS;NFIN
xerais	všeobecné	xeral	všeobecný	ADJ	ADJ;NOM;MASC;SG;POS
xerais	obecné	xeral	obecný	ADJ	ADJ;NOM;MASC;SG;POS
meniño	baby	meniño	baby	N	N;FEM;SG;POS
meniño	zlato	meniño	zlato	N	N;NOM;NEUT;SG;POS
meniño	dítě	meniño	dítě	N	N;NOM;NEUT;SG;POS
meniño	miláček	meniño	miláček	N	N;ANIM;NOM;MASC;SG;POS
meniño	kluk	meniño	kluk	N	N;ANIM;NOM;MASC;SG;POS
meniño	chlapec	meniño	chlapec	N	N;ANIM;NOM;MASC;SG;POS
debiamos	měl	debiar	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
debiamos	měla	debiar	mít	V	V;POS;PST;V.PTCP;ACT
teredes	mít	ter	mít	V	V;POS;NFIN
nazis	nacisté	nazis	nacista	N	N;ANIM;NOM;MASC;PL;POS
nazis	nacisti	nazis	naciste	N	N;ANIM;NOM;MASC;PL;POS
nazis	nacisty	nazis	nacista	N	N;ANIM;INS;MASC;PL;POS
nazis	nacista	nazis	nacista	N	N;ANIM;NOM;MASC;SG;POS
cazadores	lovce	cazador	lovec	N	N;ANIM;ACC;MASC;PL;POS
cazadores	lovci	cazador	lovec	N	N;ANIM;NOM;MASC;PL;POS
cazadores	lov	cazador	lov	N	N;INAN;NOM;MASC;SG;POS
cazadores	lovu	cazador	lov	N	N;INAN;DAT;MASC;SG;POS
cazadores	lovení	cazador	lovení	N	N;NOM;NEUT;SG;POS
trataba	bylo	tratar	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
trataba	byl	tratar	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
trataba	byla	tratar	být	V	V;POS;PST;V.PTCP;ACT
musulmáns	muslimy	musulmáns	muslim	N	N;ANIM;ACC;MASC;PL;POS
musulmáns	muslimové	musulmáns	muslim	N	N;ANIM;NOM;MASC;PL;POS
musulmáns	muslimů	musulmáns	muslim	N	N;ANIM;GEN;MASC;PL;POS
barrios	čtvrtí	barrio	čtvrť	N	N;INS;FEM;SG;POS
barrios	čtvrtě	barrio	čtvrt	N	N;NOM;FEM;PL;POS
barrios	plochy	barrio	plocha	N	N;NOM;FEM;PL;POS
barrios	oblasti	barrio	oblast	N	N;NOM;FEM;PL;POS
entendía	pochopil	entender	pochopit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
entendía	pochopit	entender	pochopit	V	V;PFV;POS;NFIN
bater	udeřit	bater	udeřit	V	V;PFV;POS;NFIN
perdoar	odpusť	perdoar	odpusť	V	V;IMP;SG;2;POS;FIN
manteñen	udržujte	manter	udržovat	V	V;PFV;IMP;PL;2;POS;FIN
manteñen	zachovat	manter	zachovat	V	V;POS;NFIN
existiu	existovala	existir	existovat	V	V;IPFV;POS;PST;V.PTCP;ACT
existiu	existovalo	existir	existovat	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
existiu	existoval	existir	existovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
existiu	existovaly	existir	existovat	V	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
elemento	prvek	elemento	prvek	N	N;INAN;NOM;MASC;SG;POS
elemento	element	elemento	element	N	N;INAN;NOM;MASC;SG;POS
mecánico	mechanika	mecánico	mechanika	N	N;NOM;FEM;SG;POS
mecánico	mechanik	mecánico	mechanik	N	N;ANIM;NOM;MASC;SG;POS
desaparición	zmizení	desaparición	zmizení	N	N;NOM;NEUT;SG;POS
piden	požádat	pedir	požádat	V	V;PFV;POS;NFIN
durmimos	spát	durmir	spát	V	V;POS;NFIN
esquezo	zapomeň	esquezo	zapomeň	V	V;IND;SG;1;POS;FIN
esquezo	zapomenout	esquezo	zapomenout	V	V;POS;NFIN
espacial	hubble	espacial	hubble	N	N;INAN;NOM;MASC;SG;POS
espacial	vesmír	espacial	vesmír	N	N;INAN;NOM;MASC;SG;POS
espacial	prostor	espacial	prostor	N	N;INAN;NOM;MASC;SG;POS
espacial	prostoru	espacial	prostor	N	N;INAN;GEN;MASC;SG;POS
estacións	nádraží	estación	nádraží	N	N;NOM;NEUT;SG;POS
estacións	stanice	estación	stanice	N	N;NOM;FEM;SG;POS
barra	baru	barra	bar	N	N;INAN;GEN;MASC;SG;POS
barra	bar	barra	bar	N	N;INAN;NOM;MASC;SG;POS
barra	kilo	barra	kilo	N	N;NOM;NEUT;SG;POS
rabaño	hejno	rabaño	hejno	N	N;NOM;NEUT;SG;POS
rabaño	hejna	rabaño	hejno	N	N;NOM;NEUT;PL;POS
national	vnitrostátní	national	vnitrostátní	ADJ	ADJ;NOM;MASC;SG;POS
national	celostátní	national	celostátní	ADJ	ADJ;NOM;MASC;SG;POS
national	národní	national	národní	ADJ	ADJ;NOM;MASC;SG;POS
osos	medvědi	oso	medvěd	N	N;ANIM;NOM;MASC;PL;POS
osos	medvědy	oso	medvěd	N	N;ANIM;ACC;MASC;PL;POS
diálogo	dialogu	diálogo	dialog	N	N;INAN;GEN;MASC;SG;POS
diálogo	dialogy	diálogo	dialog	N	N;INAN;NOM;MASC;PL;POS
diálogo	dialog	diálogo	dialog	N	N;INAN;NOM;MASC;SG;POS
personalidade	osobnost	personalidade	osobnost	N	N;NOM;FEM;SG;POS
personalidade	osobnosti	personalidade	osobnost	N	N;NOM;FEM;PL;POS
sinceramente	opravdu	sinceramente	opravdu	ADV	ADV
perdidos	ztratil	perdido	ztratit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
bebendo	pít	beber	pít	V	V;POS;NFIN
persecución	pronásledování	persecución	pronásledování	N	N;NOM;NEUT;SG;POS
acusación	obvinění	acusación	obvinění	N	N;NOM;NEUT;SG;POS
acusación	poplatek	acusación	poplatek	N	N;INAN;NOM;MASC;SG;POS
acusación	obvinění	acusación	obvinění	N	N;NOM;NEUT;SG;POS
acusación	nálož	acusación	nálož	N	N;NOM;FEM;SG;POS
vivido	žila	vivido	žít	V	V;POS;PST;V.PTCP;ACT
vivido	žilo	vivido	žít	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
vivido	žili	vivido	žít	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
