bozukluğu	porucha	bozukluk	porucha	N;NOM;SG;3	N;NOM;FEM;SG;POS
ormanlar	lesy	orman	les	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
belediyeler	obce	belediye	obec	N;NOM;PL;3	N;NOM;FEM;PL;POS
yaratıcısı	stvořitel	yaratıcı	stvořitel	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
yaratıcısı	tvůrce	yaratıcı	tvůrce	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
ayrılık	rozchod	ayrılık	rozchod	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
ayrılık	odloučení	ayrılık	odloučení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
ayrılık	oddělení	ayrılık	oddělení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
ayrılık	rozloučení	ayrılık	rozloučení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
ayrılık	loučení	ayrılık	loučení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kabileler	kmeny	kabile	kmen	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
cümleler	věty	cümle	věta	N;NOM;PL;3	N;NOM;FEM;PL;POS
cümleler	fráze	cümle	fráze	N;NOM;PL;3	N;NOM;FEM;PL;POS
cümleler	věty	cümle	věta	N;NOM;PL;3	N;NOM;FEM;PL;POS
cümleler	rozsudky	cümle	rozsudek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
uçaklar	letadla	uçak	letadlo	N;NOM;PL;3	N;NOM;NEUT;PL;POS
uçaklar	letadla	uçak	letadlo	N;NOM;PL;3	N;NOM;NEUT;PL;POS
uçaklar	letadla	uçak	letadlo	N;NOM;PL;3	N;NOM;NEUT;PL;POS
uçaklar	roviny	uçak	rovina	N;NOM;PL;3	N;NOM;FEM;PL;POS
atılmış	zlikvidovat	at	zlikvidovat	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;POS;NFIN
özgürlükler	svobody	özgürlük	svoboda	N;NOM;PL;3	N;NOM;FEM;PL;POS
gezgin	cestovatel	gezgin	cestovatel	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
gezgin	cestovatel	gezgin	cestovatel	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
gezgin	poutník	gezgin	poutník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
adayları	uchazeči	aday	uchazeč	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
adayları	zájemci	aday	zájemce	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
adayları	kandidáti	aday	kandidát	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
bilgisayarlar	počítače	bilgisayar	počítač	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
faktörler	faktory	faktör	faktor	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
sınırlar	limity	sınır	limit	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
sınırlar	meze	sınır	mez	N;NOM;PL;3	N;NOM;FEM;PL;POS
sınıflar	třídy	sınıf	třída	N;NOM;PL;3	N;NOM;FEM;PL;POS
dalgalar	vlnky	dalga	vlnka	N;NOM;PL;3	N;NOM;FEM;PL;POS
dalgalar	vlny	dalga	vlna	N;NOM;PL;3	N;NOM;FEM;PL;POS
tohum	osiva	tohum	osivo	N;NOM;SG;3	N;NOM;NEUT;SG;POS
tohum	semeno	tohum	semeno	N;NOM;SG;3	N;NOM;NEUT;SG;POS
tohum	osivo	tohum	osivo	N;NOM;SG;3	N;NOM;NEUT;SG;POS
tohum	osiva	tohum	osivo	N;NOM;SG;3	N;NOM;NEUT;SG;POS
tohum	osivo	tohum	osivo	N;NOM;SG;3	N;NOM;NEUT;SG;POS
mutluluk	spokojenost	mutluluk	spokojenost	N;NOM;SG;3	N;NOM;FEM;SG;POS
mutluluk	štěstí	mutluluk	štěstí	N;NOM;SG;3	N;NOM;NEUT;SG;POS
dalgası	nárůst	dalga	nárůst	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
madencilik	těžba	madencilik	těžba	N;NOM;SG;3	N;NOM;FEM;SG;POS
madencilik	horník	madencilik	horník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
voldemort	voldemort	voldemort	voldemort	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
sakatlık	zranění	sakatlık	zranění	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sakatlık	úraz	sakatlık	úraz	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sakatlık	újma	sakatlık	újma	N;NOM;SG;3	N;NOM;FEM;SG;POS
sakatlık	poranění	sakatlık	poranění	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sakatlık	postižení	sakatlık	postižení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
çekmiş	zmenšil	çek	zmenšit	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
frankenstein	frankenstein	frankens	frankenstein	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
fener	svítilna	fener	svítilna	N;NOM;SG;3	N;NOM;FEM;SG;POS
fener	maják	fener	maják	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
fener	lantern	fener	lantern	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
dosyalar	soubory	dosya	soubor	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
dosyalar	spisy	dosya	spis	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
dosyalar	složky	dosya	složka	N;NOM;PL;3	N;NOM;FEM;PL;POS
patent	patent	patent	patent	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
mercimek	čočka	mercimek	čočka	N;NOM;SG;3	N;NOM;FEM;SG;POS
mantıksal	logické	mantıksal	logický	ADJ	ADJ;NOM;NEUT;SG;POS
mantıksal	logický	mantıksal	logický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
mantıksal	logická	mantıksal	logický	ADJ	ADJ;NOM;FEM;SG;POS
mantıksal	logická	mantıksal	logický	ADJ	ADJ;NOM;FEM;SG;POS
mantıksal	logický	mantıksal	logický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
mantıksal	logické	mantıksal	logický	ADJ	ADJ;NOM;NEUT;SG;POS
atomik	atomová	atomik	atomový	ADJ	ADJ;NOM;FEM;SG;POS
atomik	atomové	atomik	atomový	ADJ	ADJ;NOM;MASC;PL;POS
atomik	atomový	atomik	atomový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
telekomünikasyon	telekomunikace	telekomünikasyon	telekomunikace	N;NOM;SG;3	N;NOM;FEM;SG;POS
telekomünikasyon	telekomunikace	telekomünikasyon	telekomunikace	N;NOM;SG;3	N;NOM;FEM;SG;POS
bölünmüş	rozdělit	böl	rozdělit	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;POS;NFIN
idrar	moči	idrar	moč	N;NOM;SG;3	N;NOM;FEM;SG;POS
idrar	moč	idrar	moč	N;NOM;SG;3	N;NOM;FEM;SG;POS
idrar	močení	idrar	močení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
maliyet	cena	maliyet	cena	N;NOM;SG;3	N;NOM;FEM;SG;POS
paylaştı	zveřejnil	paylaş	zveřejnit	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
mektuplar	dopisy	mektup	dopis	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
mektuplar	písmena	mektup	písmeno	N;NOM;PL;3	N;NOM;NEUT;PL;POS
mektuplar	písmen	mektup	písmeno	N;NOM;PL;3	N;NOM;NEUT;PL;POS
motorlar	motory	motor	motor	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
motorlar	motory	motor	motor	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
büyükler	dospělé	büyük	dospělý	ADJ;NOM;PL;3	ADJ;ANIM;NOM;MASC;PL;POS
büyükler	dospělí	büyük	dospělý	ADJ;NOM;PL;3	ADJ;ANIM;NOM;MASC;PL;POS
taşımak	nést	taşı	nést	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
telaffuz	výslovnost	telaffuz	výslovnost	N;NOM;SG;3	N;NOM;FEM;SG;POS
yazlık	chata	yazlık	chata	N;NOM;SG;3	N;NOM;FEM;SG;POS
yazlık	domek	yazlık	domek	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
yasalar	zákony	yasa	zákon	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
memorial	pomník	memorial	pomník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
memorial	památník	memorial	památník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
açıklık	zúčtování	açıklık	zúčtování	N;NOM;SG;3	N;NOM;NEUT;SG;POS
açıklık	otevřenosti	açıklık	otevřenost	N;NOM;SG;3	N;NOM;FEM;SG;POS
açıklık	otevřenost	açıklık	otevřenost	N;NOM;SG;3	N;NOM;FEM;SG;POS
açıklık	jasnost	açıklık	jasnost	N;NOM;SG;3	N;NOM;FEM;SG;POS
açıklık	jasnosti	açıklık	jasnost	N;NOM;SG;3	N;NOM;FEM;SG;POS
zorluk	obtíž	zorluk	obtíž	N;NOM;SG;3	N;NOM;FEM;SG;POS
zorluk	strádání	zorluk	strádání	N;NOM;SG;3	N;NOM;NEUT;SG;POS
simgeler	symboly	simge	symbol	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
simgeler	ikony	simge	ikon	N;NOM;PL;3	N;NOM;FEM;PL;POS
düşünceler	myšlenky	düşünce	myšlenka	N;NOM;PL;3	N;NOM;FEM;PL;POS
saatler	hodiny	saat	hodina	N;NOM;PL;3	N;NOM;FEM;PL;POS
saatler	hodiny	saat	hodina	N;NOM;PL;3	N;NOM;FEM;PL;POS
saatler	hodinky	saat	hodinky	N;NOM;PL;3	N;NOM;FEM;PL;POS
kabine	skříňka	kabin	skříňka	N;NOM;SG;3	N;NOM;FEM;SG;POS
kabine	skříň	kabin	skříň	N;NOM;SG;3	N;NOM;FEM;SG;POS
kabine	kabinet	kabin	kabinet	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
bağlılık	věrnost	bağlılık	věrnost	N;NOM;SG;3	N;NOM;FEM;SG;POS
bağlılık	oddanost	bağlılık	oddanost	N;NOM;SG;3	N;NOM;FEM;SG;POS
bağlılık	loajalita	bağlılık	loajalita	N;NOM;SG;3	N;NOM;FEM;SG;POS
bağlılık	oddanosti	bağlılık	oddanost	N;NOM;SG;3	N;NOM;FEM;SG;POS
bağlılık	oddanost	bağlılık	oddanost	N;NOM;SG;3	N;NOM;FEM;SG;POS
bağlılık	závazek	bağlılık	závazek	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
bağlılık	odhodlání	bağlılık	odhodlání	N;NOM;SG;3	N;NOM;NEUT;SG;POS
çiftçilik	zemědělství	çiftçilik	zemědělství	N;NOM;SG;3	N;NOM;NEUT;SG;POS
çiftçilik	chov	çiftçilik	chov	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
işsizlik	nezaměstnanost	işsizlik	nezaměstnanost	N;NOM;SG;3	N;NOM;FEM;SG;POS
işsizlik	nezaměstnanosti	işsizlik	nezaměstnanost	N;NOM;SG;3	N;NOM;FEM;SG;POS
ihtiyaçları	potřeby	ihtiyaç	potřeba	N;NOM;PL;3	N;NOM;FEM;PL;POS
fiyatı	cenu	fiyat	cena	N;ACC;SG;3	N;ACC;FEM;SG;POS
ekimi	transplantace	ekim	transplantace	N;NOM;SG;3	N;NOM;FEM;SG;POS
çocukluğu	malička	çocukluk	malička	N;NOM;SG;3	N;NOM;FEM;SG;POS
çocukluğu	dětství	çocukluk	dětství	N;NOM;SG;3	N;NOM;NEUT;SG;POS
lorentz	lorentz	lorentz	lorentze	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kökleri	kořeny	kök	kořen	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
ortaklık	partnerství	ortaklık	partnerství	N;NOM;SG;3	N;NOM;NEUT;SG;POS
döngüsü	smyčka	döngü	smyčka	N;NOM;SG;3	N;NOM;FEM;SG;POS
döngüsü	cyklus	döngü	cyklus	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
döngüsü	koloběh	döngü	koloběh	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sergiler	výstavy	sergi	výstava	N;NOM;PL;3	N;NOM;FEM;PL;POS
sergiler	výstavy	sergi	výstava	N;NOM;PL;3	N;NOM;FEM;PL;POS
durağan	stabilní	durağan	stabilní	ADJ	ADJ;NOM;MASC;SG;POS
manzara	krajina	manzara	krajina	N;NOM;SG;3	N;NOM;FEM;SG;POS
manzara	krajiny	manzara	krajina	N;NOM;SG;3	N;NOM;FEM;SG;POS
manzara	krajiny	manzara	krajina	N;NOM;SG;3	N;NOM;FEM;SG;POS
manzara	krajina	manzara	krajina	N;NOM;SG;3	N;NOM;FEM;SG;POS
manzara	zobrazení	manzara	zobrazení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
manzara	výhled	manzara	výhled	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
manzara	pohled	manzara	pohled	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
düğünler	svatby	düğün	svatba	N;NOM;PL;3	N;NOM;FEM;PL;POS
imkansız	nemožné	imkânsız	možný	ADJ	ADJ;NOM;NEUT;SG;NEG
valilik	guvernér	valilik	guvernér	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
ölümsüz	nemrtví	ölümsüz	mrtvý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
ölümsüz	nesmrtelný	ölümsüz	smrtelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
ölümsüz	nesmrtelná	ölümsüz	smrtelný	ADJ	ADJ;NOM;FEM;SG;NEG
binaların	budov	bina	budova	N;GEN;PL;3	N;GEN;FEM;PL;POS
valentine	valentýn	valent	valentýn	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
valentine	valentine	valent	valentine	N;NOM;SG;3	N;NOM;MASC;SG;POS
hipotez	hypotéza	hipotez	hypotéza	N;NOM;SG;3	N;NOM;FEM;SG;POS
çorba	polévka	çorb	polévka	N;NOM;SG;3	N;NOM;FEM;SG;POS
suçlar	přestupky	suç	přestupek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
suçlar	zločiny	suç	zločin	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
suçlar	přestupky	suç	přestupek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
ayakları	nohy	ayak	noha	N;NOM;PL;3	N;NOM;FEM;PL;POS
ayakları	chodidla	ayak	chodidlo	N;NOM;PL;3	N;NOM;NEUT;PL;POS
ayakları	nožky	ayak	nožka	N;NOM;PL;3	N;NOM;FEM;PL;POS
işlevsel	funkční	işlevsel	funkční	ADJ	ADJ;NOM;MASC;SG;POS
derinlik	hloubka	derinlik	hloubka	N;NOM;SG;3	N;NOM;FEM;SG;POS
kısımlar	úseky	kısım	úsek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kısımlar	oddíly	kısım	oddíl	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kazanç	zisk	kazanç	zisk	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kazanç	výdělek	kazanç	výdělek	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kazanç	zisk	kazanç	zisk	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kazanç	výdělek	kazanç	výdělek	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
botanik	botanic	botanik	botanice	N;NOM;SG;3	N;NOM;MASC;SG;POS
paradise	ráje	paradise	ráj	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
paradise	ráj	paradise	ráj	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
paradise	paradise	paradise	paradis	N;NOM;SG;3	N;NOM;MASC;SG;POS
öncelik	priorita	öncelik	priorita	N;NOM;SG;3	N;NOM;FEM;SG;POS
öncelik	přednost	öncelik	přednost	N;NOM;SG;3	N;NOM;FEM;SG;POS
hokeyi	hokej	hoke	hokej	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sahneler	scény	sahne	scéna	N;NOM;PL;3	N;NOM;FEM;PL;POS
bakımı	údržby	bakım	údržba	N;NOM;SG;3	N;NOM;FEM;SG;POS
bakımı	údržba	bakım	údržba	N;NOM;SG;3	N;NOM;FEM;SG;POS
ömürlü	trvalé	ömürlü	trvalý	ADJ	ADJ;NOM;NEUT;SG;POS
iddialar	nároky	iddia	nárok	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
iddialar	pohledávky	iddia	pohledávka	N;NOM;PL;3	N;NOM;FEM;PL;POS
eczacılık	pharmaceuticals	eczacılık	pharmaceuticals	N;NOM;SG;3	N;NOM;FEM;SG;POS
eczacılık	lékárna	eczacılık	lékárna	N;NOM;SG;3	N;NOM;FEM;SG;POS
havayolları	aerolinky	havayol	aerolinka	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
havayolları	aerolinky	havayol	aerolinka	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kullanın	použijte	kullan	použít	V;PFV;IMP;PL;2;POS;PRS	V;PFV;IMP;PL;2;POS;FIN
kullanın	použít	kullan	použít	V;PFV;IMP;PL;2;POS;PRS	V;POS;NFIN
kalbi	srdeční	kalbi	srdeční	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG;POS
kazılar	vykopávky	kazı	vykopávka	N;NOM;PL;3	N;NOM;FEM;PL;POS
tablolar	stoly	tablo	stůl	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
tablolar	tabulky	tablo	tabulka	N;NOM;PL;3	N;NOM;FEM;PL;POS
tablolar	tabulky	tablo	tabulka	N;NOM;PL;3	N;NOM;FEM;PL;POS
tablolar	grafy	tablo	graf	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
tablolar	malby	tablo	malba	N;NOM;PL;3	N;NOM;FEM;PL;POS
tablolar	obrazy	tablo	obraz	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
deposu	úložiště	depo	úložiště	N;NOM;SG;3	N;NOM;NEUT;SG;POS
tarihler	data	tarih	data	N;NOM;PL;3	N;NOM;NEUT;PL;POS
tarihler	termíny	tarih	termín	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
dominik	dominika	dominik	dominika	N;NOM;SG;3	N;NOM;FEM;SG;POS
dominik	dominika	dominik	dominika	N;NOM;SG;3	N;NOM;FEM;SG;POS
concacaf	concacaf	concacaf	concacaf	N;NOM;SG;3	N;NOM;NEUT;SG;POS
creek	potoka	creek	potok	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
creek	potok	creek	potok	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
creek	creek	creek	creek	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
samsung	samsung	samsung	samsung	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kayalar	balvany	kaya	balvan	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kayalar	kameny	kaya	kámen	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kayalar	skály	kaya	skála	N;NOM;PL;3	N;NOM;FEM;PL;POS
gerçeklik	pravost	gerçeklik	pravost	N;NOM;SG;3	N;NOM;FEM;SG;POS
gerçeklik	pravosti	gerçeklik	pravost	N;NOM;SG;3	N;NOM;FEM;SG;POS
gerçeklik	realismus	gerçeklik	realismus	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
gerçeklik	skutečnost	gerçeklik	skutečnost	N;NOM;SG;3	N;NOM;FEM;SG;POS
gerçeklik	realita	gerçeklik	realita	N;NOM;SG;3	N;NOM;FEM;SG;POS
kablosuz	bezdrátové	kablosuz	bezdrátový	ADJ	ADJ;NOM;NEUT;SG;POS
kablosuz	bezdrátový	kablosuz	bezdrátový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
kablosuz	bezdrátová	kablosuz	bezdrátový	ADJ	ADJ;NOM;FEM;SG;POS
forumu	fórum	foru	fórum	N;NOM;SG;3	N;NOM;NEUT;SG;POS
forumu	forum	foru	forum	N;NOM;SG;3	N;NOM;NEUT;SG;POS
hedefleri	cíle	hedef	cíl	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
hedefleri	branky	hedef	branka	N;NOM;PL;3	N;NOM;FEM;PL;POS
hedefleri	góly	hedef	gól	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
elektronlar	elektrony	elektron	elektron	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kanallar	kanály	kanal	kanál	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kanallar	kanály	kanal	kanál	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
istikrarlı	konzistentní	istikrarlı	konzistentní	ADJ	ADJ;NOM;MASC;SG;POS
istikrarlı	stabilní	istikrarlı	stabilní	ADJ	ADJ;NOM;MASC;SG;POS
acımasız	nemilosrdný	acımasız	milosrdný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
acımasız	brutální	acımasız	brutální	ADJ	ADJ;NOM;MASC;SG;POS
acımasız	krutý	acımasız	krutý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
acımasız	krutá	acımasız	krutý	ADJ	ADJ;NOM;FEM;SG;POS
acımasız	kruté	acımasız	krutý	ADJ	ADJ;NOM;NEUT;SG;POS
acımasız	nemilosrdný	acımasız	milosrdný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
istiyor	chce	iste	chtít	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;POS;PRS;FIN;ACT
hemşire	sestřička	hemşire	sestřička	N;NOM;SG;3	N;NOM;FEM;SG;POS
hemşire	sestra	hemşire	sestra	N;NOM;SG;3	N;NOM;FEM;SG;POS
stüdyosu	studio	stüdyo	studio	N;NOM;SG;3	N;NOM;NEUT;SG;POS
stüdyosu	ateliér	stüdyo	ateliér	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
yapraklar	listy	yap	list	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
elbise	oděv	elbise	oděv	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
elbise	oblečení	elbise	oblečení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kestane	chestnut	kestan	chestnutý	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
panoramik	panoramatické	panoramik	panoramatický	ADJ	ADJ;NOM;NEUT;SG;POS
güvercin	holub	güvercin	holub	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
güvercin	holubice	güvercin	holubika	N;NOM;SG;3	N;NOM;FEM;SG;POS
meyveler	bobule	meyve	bobule	N;NOM;PL;3	N;NOM;FEM;PL;POS
meyveler	plody	meyve	plod	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
görünüşü	vzhled	görünüş	vzhled	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
havuzu	kulečník	havuz	kulečník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
havuzu	bazén	havuz	bazén	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
büyükelçi	velvyslanec	büyükelçi	velvyslanec	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
büyükelçi	velvyslankyně	büyükelçi	velvyslankyně	N;NOM;SG;3	N;NOM;FEM;SG;POS
paylaşım	sdílení	paylaşım	sdílení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
paylaşım	sdílení	paylaşım	sdílení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
paylaşım	zveřejňování	paylaşım	zveřejňování	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kaçınılmaz	nevyhnutelné	kaçınılmaz	vyhnutelný	ADJ	ADJ;NOM;NEUT;SG;NEG
kaçınılmaz	nevyhnutelný	kaçınılmaz	vyhnutelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
kaçınılmaz	nevyhnutelná	kaçınılmaz	vyhnutelný	ADJ	ADJ;NOM;FEM;SG;NEG
kaçınılmaz	nevyhnutelný	kaçınılmaz	vyhnutelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
kaçınılmaz	nevyhnutelné	kaçınılmaz	vyhnutelný	ADJ	ADJ;NOM;NEUT;SG;NEG
kaçınılmaz	nevyhnutelný	kaçınılmaz	vyhnutelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
kaçınılmaz	nevyhnutelná	kaçınılmaz	vyhnutelný	ADJ	ADJ;NOM;FEM;SG;NEG
kalkış	start	kalkış	start	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kalkış	spuštění	kalkış	spuštění	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kalkış	odjezd	kalkış	odjezd	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kalkış	odlet	kalkış	odlet	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
talepleri	požadavky	talep	požadavek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
sıkıntılar	trable	sıkıntı	trable	N;NOM;PL;3	N;NOM;FEM;PL;POS
sıkıntılar	potíže	sıkıntı	potíž	N;NOM;PL;3	N;NOM;FEM;PL;POS
göstergesi	ukazatel	gösterge	ukazatel	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
göstergesi	indikátor	gösterge	indikátor	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kıyafet	oděv	kıyafet	oděv	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kıyafet	oblečení	kıyafet	oblečení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kıyafet	oblečení	kıyafet	oblečení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kıyafet	outfit	kıyafet	outfit	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kıyafet	oděv	kıyafet	oděv	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
kıyafet	oblečení	kıyafet	oblečení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
bakteriler	bakterie	bakter	bakterie	N;NOM;PL;3	N;NOM;FEM;PL;POS
içecek	pít	iç	pít	V;PFV;IND;POS;FUT	V;POS;NFIN
