uma	एक	um	एक	NUM	NUM
idioma	भाषा	idioma	भाषा	N;MASC;SG	N;NOM;FEM;SG;3
importância	अहमियत	importância	अहमियत	N;FEM;SG	N;NOM;FEM;SG;3
importância	महत्ता	importância	महत्ता	N;FEM;SG	N;NOM;FEM;SG;3
importância	महत्व	importância	महत्व	N;FEM;SG	N;NOM;MASC;SG;3
últimos	अंतिम	último	अंतिम	ADJ;MASC;PL	ADJ;NOM
últimos	आखिरी	último	आखिरी	ADJ;MASC;PL	ADJ
eleições	चुनावों	eleição	चुनाव	N;FEM;PL	N;ACC;MASC;PL;3
provavelmente	शायद	provavelmente	शायद	ADV	ADV
provavelmente	संभवतः	provavelmente	संभवतः	ADV	ADV
romance	उपन्यास	romance	उपन्यास	N;MASC;SG	N;NOM;MASC;SG;3
entrou	डाला	entrar	डाल	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
deveria	चाहिए	dever	चाहिए	V;COND;SG;3;FIN	V;ACT
atenção	ध्यान	atenção	ध्यान	N;FEM;SG	N;NOM;MASC;SG;3
razão	कारण	razão	कारण	N;FEM;SG	N;NOM;MASC;SG;3
disputa	विवाद	disputa	विवाद	N;FEM;SG	N;NOM;MASC;SG;3
amigos	दोस्तों	amigo	दोस्त	N;MASC;PL	N;ACC;MASC;PL;3
amigos	मित्रों	amigo	मित्र	N;MASC;PL	N;ACC;MASC;PL;3
distribuição	वितरण	distribuição	वितरण	N;FEM;SG	N;NOM;MASC;SG;3
velho	पुरानी	velho	पुराना	ADJ;MASC;SG	ADJ;FEM;SG
velho	पुराना	velho	पुराना	ADJ;MASC;SG	ADJ;MASC;SG
políticas	नीतियां	política	नीति	N;FEM;PL	N;NOM;FEM;PL;3
políticas	नीतियाँ	política	नीति	N;FEM;PL	N;NOM;FEM;PL;3
políticas	नीतियों	política	नीति	N;FEM;PL	N;ACC;FEM;PL;3
senhor	भगवान	senhor	भगवान	N;MASC;SG	N;NOM;MASC;SG;3
senhor	रब	senhor	रब	N;MASC;SG	N;NOM;MASC;SG;3
senhor	सर	senhor	सर	N;MASC;SG	N;NOM;MASC;SG;3
crítica	आलोचना	crítico	आलोचना	N;FEM;SG	N;NOM;FEM;SG;3
crítica	आलोचक	crítico	आलोचक	N;FEM;SG	N;NOM;MASC;SG;3
aumento	वृद्धि	aumento	वृद्धि	N;MASC;SG	N;NOM;FEM;SG;3
católica	कैथोलिक	católico	कैथोलिक	N;FEM;SG	N;NOM;MASC;SG;3
busca	खोज	busca	खोज	N;FEM;SG	N;NOM;FEM;SG;3
condições	शर्तों	condição	शर्त	N;FEM;PL	N;ACC;FEM;PL;3
condições	शर्तें	condição	शर्त	N;FEM;PL	N;NOM;FEM;PL;3
comunicação	संचार	comunicação	संचार	N;FEM;SG	N;NOM;MASC;SG;3
comunicação	संचार	comunicação	संचार	N;FEM;SG	N;NOM;MASC;SG;3
cabeça	दिमाग़	cabeça	दिमाग़	N;FEM;SG	N;NOM;MASC;SG;3
cabeça	सिर	cabeça	सिर	N;FEM;SG	N;NOM;MASC;SG;3
jardim	बाग	jardim	बाग	N;MASC;SG	N;NOM;MASC;SG;3
jardim	गार्डन	jardim	गार्डन	N;MASC;SG	N;NOM;MASC;SG;3
web	वेब	web	वेब	N;MASC;SG	N;NOM;MASC;SG;3
entrada	एन्ट्री	entrada	एन्ट्री	N;FEM;SG	N;NOM;MASC;SG;3
entrada	एंट्री	entrada	एंट्री	N;FEM;SG	N;NOM;FEM;SG;3
entrada	प्रविष्टि	entrada	प्रविष्टि	N;FEM;SG	N;NOM;FEM;SG;3
entrada	प्रवेश	entrada	प्रवेश	N;FEM;SG	N;NOM;MASC;SG;3
entrada	इनपुट	entrada	इनपुट	N;FEM;SG	N;NOM;MASC;SG;3
independente	स्वतंत्र	independente	स्वतंत्र	ADJ;MASC;SG	ADJ;NOM
técnica	तकनीकी	técnica	तकनीकी	N;FEM;SG	N;NOM;FEM;SG;3
técnica	तकनीक	técnica	तकनीक	N;FEM;SG	N;NOM;FEM;SG;3
sol	सूर्य	sol	सूर्य	N;MASC;SG	N;NOM;MASC;SG;3
sol	धूप	sol	धूप	N;MASC;SG	N;NOM;FEM;SG;3
sol	सनशाइन	sol	सनशाइन	N;MASC;SG	N;NOM;MASC;SG;3
mestre	मास्टर	mestre	मास्टर	N;MASC;SG	N;NOM;MASC;SG;3
online	ऑनलाइन	online	ऑनलाइन	N;MASC;SG	N;NOM;MASC;SG;3
tipos	दोस्तों	tipo	दोस्त	N;MASC;PL	N;ACC;MASC;PL;3
tipos	यारों	tipo	यार	N;MASC;PL	N;NOM;MASC;PL;3
abertura	एपर्चर	abertura	एपर्चर	N;FEM;SG	N;NOM;MASC;SG;3
abertura	ओपनिंग	abertura	ओपनिंग	N;FEM;SG	N;NOM;FEM;SG;3
prática	प्रथा	prática	प्रथा	N;FEM;SG	N;NOM;FEM;SG;3
prática	अभ्यास	prática	अभ्यास	N;FEM;SG	N;NOM;MASC;SG;3
ministério	मंत्रालय	ministério	मंत्रालय	N;MASC;SG	N;NOM;MASC;SG;3
capitão	कैप्टन	capitão	कैप्टन	N;MASC;SG	N;NOM;MASC;SG;3
capitão	क्षेत्ररक्षण	capitão	क्षेत्ररक्षण	N;MASC;SG	N;NOM;MASC;SG;3
capitão	कप्तान	capitão	कप्तान	N;MASC;SG	N;NOM;MASC;SG;3
ambiente	वातावरण	ambiente	वातावरण	N;MASC;SG	N;NOM;MASC;SG;3
ambiente	परिवेश	ambiente	परिवेश	N;MASC;SG	N;NOM;MASC;SG;3
ambiente	एनवायरनमेंट	ambiente	एनवायरनमेंट	N;MASC;SG	N;NOM;MASC;SG;3
ambiente	पर्यावरण	ambiente	पर्यावरण	N;MASC;SG	N;NOM;MASC;SG;3
futuro	भविष्य	futuro	भविष्य	N;MASC;SG	N;NOM;MASC;SG;3
unidades	इकाइयों	unidade	इकाई	N;FEM;PL	N;ACC;FEM;PL;3
unidades	इकाईयाँ	unidade	इकाई	N;FEM;PL	N;NOM;FEM;PL;3
unidades	इकाइयाँ	unidade	इकाई	N;FEM;PL	N;NOM;FEM;PL;3
física	भौतिकी	física	भौतिकी	N;FEM;SG	N;NOM;FEM;SG;3
física	शारीरिक	física	शारीरिक	N;FEM;SG	N;NOM;MASC;SG;3
aeroporto	एयरपोर्ट	aeroporto	एयरपोर्ट	N;MASC;SG	N;NOM;MASC;SG;3
aeroporto	विमानक्षेत्र	aeroporto	विमानक्षेत्र	N;MASC;SG	N;NOM;MASC;SG;3
quantidade	मात्रा	quantidade	मात्रा	N;FEM;SG	N;NOM;FEM;SG;3
quantidade	राशि	quantidade	राशि	N;FEM;SG	N;NOM;FEM;SG;3
quantidade	मात्रा	quantidade	मात्रा	N;FEM;SG	N;NOM;FEM;SG;3
mandato	वारंट	mandato	वारंट	N;MASC;SG	N;NOM;MASC;SG;3
mandato	आदेश	mandato	आदेश	N;MASC;SG	N;NOM;MASC;SG;3
mandato	जनादेश	mandato	जनादेश	N;MASC;SG	N;NOM;MASC;SG;3
diagrama	आरेख	diagrama	आरेख	N;MASC;SG	N;NOM;MASC;SG;3
tamanho	आकार	tamanho	आकार	N;MASC;SG	N;NOM;MASC;SG;3
link	लिंक	link	लिंक	N;MASC;SG	N;NOM;MASC;SG;3
encontrar	ढूंढना	encontrar	ढूँढ	V;NFIN	V;MASC;NFIN;ACT
encontrar	ढूंढें	encontrar	ढूंढ	V;NFIN	V;SBJV;PL;FIN;ACT
encontrar	ढूँढें	encontrar	ढूँढ	V;NFIN	V;SBJV;PL;FIN;ACT
praça	वर्ग	praça	वर्ग	N;FEM;SG	N;NOM;MASC;SG;3
praça	स्क्वायर	praça	स्क्वायर	N;FEM;SG	N;NOM;MASC;SG;3
praça	वर्गाकार	praça	वर्गाकार	N;FEM;SG	N;NOM;MASC;SG;3
praça	प्लाजा	praça	प्लाजा	N;FEM;SG	N;NOM;MASC;SG;3
considerada	समझी	considerar	समझ	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
considerada	माना	considerar	मान	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
normalmente	प्रायः	normalmente	प्रायः	ADV	ADV
normalmente	सामान्यतः	normalmente	सामान्यतः	ADV	ADV
bahia	बाहिया	bahia	बाहिया	N;FEM;SG	N;NOM;MASC;SG;3
estrela	तारे	estrela	तारा	N;FEM;SG	N;NOM;MASC;SG;3
estrela	स्टार	estrela	स्टार	N;FEM;SG	N;NOM;MASC;SG;3
finalmente	आखिरकार	finalmente	आखिरकार	ADV	ADV
justiça	न्याय	justiça	न्याय	N;FEM;SG	N;NOM;MASC;SG;3
atrás	पहले	atrás	पहले	ADV	ADV;NOM;MASC;SG;3
atrás	पीछे	atrás	पीछे	ADV	ADV;NOM;MASC;SG;3
indústria	उद्योग	indústria	उद्योग	N;FEM;SG	N;NOM;MASC;SG;3
existência	वजूद	existência	वजूद	N;FEM;SG	N;NOM;MASC;SG;3
existência	अस्तित्व	existência	अस्तित्व	N;FEM;SG	N;NOM;MASC;SG;3
mapa	नक्शा	mapa	नक्शा	N;MASC;SG	N;NOM;MASC;SG;3
mapa	मानचित्र	mapa	मानचित्र	N;MASC;SG	N;NOM;MASC;SG;3
mapa	मैप	mapa	मैप	N;MASC;SG	N;NOM;MASC;SG;3
mapa	नक्शे	mapa	नक्शा	N;MASC;SG	N;NOM;MASC;SG;3
mapa	मानचित्र	mapa	मानचित्र	N;MASC;SG	N;NOM;MASC;SG;3
mudou	बदला	mudar	बदल	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
massa	पास्ता	massa	पास्ता	N;FEM;SG	N;NOM;FEM;SG;3
massa	आटा	massa	आटा	N;FEM;SG	N;NOM;MASC;SG;3
massa	द्रव्यमान	massa	द्रव्यमान	N;FEM;SG	N;NOM;MASC;SG;3
domínio	डोमेन	domínio	डोमेन	N;MASC;SG	N;NOM;MASC;SG;3
tecnologia	तकनीक	tecnologia	तकनीक	N;FEM;SG	N;NOM;FEM;SG;3
tecnologia	प्रौद्योगिकी	tecnologia	प्रौद्योगिकी	N;FEM;SG	N;NOM;FEM;SG;3
som	ध्वनि	som	ध्वनि	N;MASC;SG	N;NOM;FEM;SG;3
talvez	शायद	talvez	शायद	ADV	ADV
talvez	शायद	talvez	शायद	ADV	ADV
talvez	संभवतः	talvez	संभवतः	ADV	ADV
man	पुरुष	man	पुरुष	N;MASC;SG	N;NOM;MASC;SG;3
man	मनुष्य	man	मनुष्य	N;MASC;SG	N;NOM;MASC;SG;3
man	आदमी	man	आदमी	N;MASC;SG	N;NOM;MASC;SG;3
man	इन्सान	man	इन्सान	N;MASC;SG	N;NOM;MASC;SG;3
nota	व्याख्या	nota	व्याख्या	N;FEM;SG	N;NOM;FEM;SG;3
nota	नोट	nota	नोट	N;FEM;SG	N;NOM;MASC;SG;3
comércio	वाणिज्य	comércio	वाणिज्य	N;MASC;SG	N;NOM;MASC;SG;3
comércio	कॉमर्स	comércio	कॉमर्स	N;MASC;SG	N;NOM;MASC;SG;3
comércio	शॉप	comércio	शॉप	N;MASC;SG	N;NOM;FEM;SG;3
autoridade	प्राधिकरण	autoridade	प्राधिकरण	N;FEM;SG	N;NOM;MASC;SG;3
autoridade	प्राधिकार	autoridade	प्राधिकार	N;FEM;SG	N;NOM;MASC;SG;3
natureza	प्रकृति	natureza	प्रकृति	N;FEM;SG	N;NOM;FEM;SG;3
formas	आकृतियाँ	forma	आकृति	N;FEM;PL	N;NOM;FEM;PL;3
respeito	इज्जत	respeito	इज्जत	N;MASC;SG	N;NOM;FEM;SG;3
respeito	सम्मान	respeito	सम्मान	N;MASC;SG	N;NOM;MASC;SG;3
linhas	पंक्तियां	linha	पंक्ति	N;FEM;PL	N;NOM;FEM;PL;3
linhas	पंक्तियाँ	linha	पंक्ति	N;FEM;PL	N;NOM;FEM;PL;3
linhas	पंक्तियां	linha	पंक्ति	N;FEM;PL	N;NOM;FEM;PL;3
linhas	पंक्तियाँ	linha	पंक्ति	N;FEM;PL	N;NOM;FEM;PL;3
linhas	रेखाएं	linha	रेखा	N;FEM;PL	N;NOM;FEM;PL;3
linhas	लकीरें	linha	लकीर	N;FEM;PL	N;NOM;FEM;PL;3
linhas	लाइनों	linha	लाइन	N;FEM;PL	N;ACC;FEM;PL;3
prazo	डेडलाइन	prazo	डेडलाइन	N;MASC;SG	N;NOM;FEM;SG;3
deputado	डिप्टी	deputado	डिप्टी	N;MASC;SG	N;NOM;MASC;SG;3
deputado	कांग्रेसी	deputado	कांग्रेसी	N;MASC;SG	N;NOM;MASC;SG;3
ponte	ब्रिज	ponte	ब्रिज	N;FEM;SG	N;NOM;MASC;SG;3
ponte	पुल	ponte	पुल	N;FEM;SG	N;NOM;MASC;SG;3
ponte	सेतु	ponte	सेतु	N;FEM;SG	N;NOM;MASC;SG;3
fundo	फंड	fundo	फंड	N;MASC;SG	N;NOM;MASC;SG;3
fundo	निधि	fundo	निधि	N;MASC;SG	N;NOM;FEM;SG;3
fundo	पृष्ठभूमि	fundo	पृष्ठभूमि	N;MASC;SG	N;NOM;FEM;SG;3
fundo	तल	fundo	तल	N;MASC;SG	N;NOM;MASC;SG;3
combate	झगडा	combate	झगडा	N;MASC;SG	N;NOM;MASC;SG;3
combate	लड़ाई	combate	लड़ाई	N;MASC;SG	N;NOM;FEM;SG;3
humanos	मनुष्यों	humano	मनुष्य	N;MASC;PL	N;ACC;MASC;PL;3
roteiro	स्क्रीनप्ले	roteiro	स्क्रीनप्ला	N;MASC;SG	N;NOM;MASC;SG;3
roteiro	पटकथा	roteiro	पटकथा	N;MASC;SG	N;NOM;FEM;SG;3
roteiro	लिपि	roteiro	लिपि	N;MASC;SG	N;NOM;FEM;SG;3
roteiro	स्क्रिप्ट	roteiro	स्क्रिप्ट	N;MASC;SG	N;NOM;FEM;SG;3
altitude	ऊँचाई	altitude	ऊँचाई	N;FEM;SG	N;NOM;FEM;SG;3
bureau	ब्यूरो	bureau	ब्यूरो	N;MASC;SG	N;NOM;MASC;SG;3
saint	संत	saint	संत	N;MASC;SG	N;NOM;MASC;SG;3
vizinhança	पड़ोस	vizinhança	पड़ोस	N;FEM;SG	N;NOM;MASC;SG;3
literatura	साहित्य	literatura	साहित्य	N;FEM;SG	N;NOM;MASC;SG;3
treinador	ट्रेनर	treinador	ट्रेनर	N;MASC;SG	N;NOM;MASC;SG;3
treinador	प्रशिक्षक	treinador	प्रशिक्षक	N;MASC;SG	N;NOM;MASC;SG;3
treinador	कोच	treinador	कोच	N;MASC;SG	N;NOM;MASC;SG;3
vol	आवाज़	vol	आवाज़	N;MASC;SG	N;NOM;FEM;SG;3
escolas	स्कूलों	escola	स्कूल	N;FEM;PL	N;ACC;MASC;PL;3
https	https	http	https	N;MASC;SG	N;NOM;MASC;SG;3
tropas	सैनिकों	tropa	सैनिक	N;FEM;PL	N;ACC;MASC;PL;3
homenagem	श्रद्धांजलि	homenagem	श्रद्धांजलि	N;FEM;SG	N;NOM;FEM;SG;3
ciência	विज्ञान	ciência	विज्ञान	N;FEM;SG	N;NOM;MASC;SG;3
revolução	क्रांति	revolução	क्रांति	N;FEM;SG	N;NOM;FEM;SG;3
revolução	क्रान्ति	revolução	क्रान्ति	N;FEM;SG	N;NOM;FEM;SG;3
esporte	खेल	esporte	खेल	N;MASC;SG	N;NOM;MASC;SG;3
engenharia	इंजीनियरी	engenharia	इंजीनियरी	N;FEM;SG	N;NOM;FEM;SG;3
engenharia	इंजीनियरिंग	engenharia	इंजीनियरिंग	N;FEM;SG	N;NOM;FEM;SG;3
engenharia	अभियान्त्रिकी	engenharia	अभियान्त्रिकी	N;FEM;SG	N;NOM;MASC;SG;3
fogo	फायर	fogo	फायर	N;MASC;SG	N;NOM;FEM;SG;3
fogo	आग	fogo	आग	N;MASC;SG	N;NOM;FEM;SG;3
oficiais	अधिकारी	oficial	अधिकारी	N;MASC;PL	N;NOM;MASC;PL;3
oficiais	अधिकारी	oficial	अधिकारी	N;MASC;PL	N;NOM;MASC;PL;3
oficiais	अधिकारीयों	oficial	अधिकारी	N;MASC;PL	N;ACC;MASC;PL;3
oficiais	अधिकारियों	oficial	अधिकारी	N;MASC;PL	N;ACC;MASC;PL;3
funções	फंक्शन्स	função	फंक्शन्स	N;FEM;PL	N;NOM;MASC;PL;3
funções	कृत्यों	função	कृत्य	N;FEM;PL	N;ACC;MASC;PL;3
funções	भूमिकाएँ	função	भूमिका	N;FEM;PL	N;NOM;FEM;PL;3
live	लाइव	live	लाइव	N;MASC;SG	N;NOM;MASC;SG;3
comentários	टिप्पणियां	comentário	टिप्पणी	N;MASC;PL	N;NOM;FEM;PL;3
comentários	टिप्पणियाँ	comentário	टिप्पणी	N;MASC;PL	N;NOM;FEM;PL;3
distância	दूरी	distância	दूरी	N;FEM;SG	N;NOM;FEM;SG;3
comissão	कमीशन	comissão	कमीशन	N;FEM;SG	N;NOM;MASC;SG;3
comissão	आयोग	comissão	आयोग	N;FEM;SG	N;NOM;MASC;SG;3
comissão	समिति	comissão	समिति	N;FEM;SG	N;NOM;FEM;SG;3
comissão	कमेटी	comissão	कमेटी	N;FEM;SG	N;NOM;FEM;SG;3
corte	कोर्ट	corte	कोर्ट	N;MASC;SG	N;NOM;MASC;SG;3
corte	न्यायालय	corte	न्यायालय	N;MASC;SG	N;NOM;MASC;SG;3
corte	अदालत	corte	अदालत	N;MASC;SG	N;NOM;FEM;SG;3
irmãos	ब्रदर्स	irmão	ब्रदर्स	N;MASC;PL	N;NOM;MASC;PL;3
irmãos	भाइयों	irmão	भाई	N;MASC;PL	N;ACC;MASC;PL;3
contrato	संविदा	contrato	संविदा	N;MASC;SG	N;NOM;MASC;SG;3
contrato	अनुबंध	contrato	अनुबंध	N;MASC;SG	N;NOM;MASC;SG;3
transporte	परिवहन	transporte	परिवहन	N;MASC;SG	N;NOM;MASC;SG;3
transporte	परिवहन	transporte	परिवहन	N;MASC;SG	N;NOM;MASC;SG;3
transporte	ट्रांसपोर्ट	transporte	ट्रांसपोर्ट	N;MASC;SG	N;NOM;MASC;SG;3
transporte	यातायात	transporte	यातायात	N;MASC;SG	N;NOM;MASC;SG;3
transporte	हस्तांतरण	transporte	हस्तांतरण	N;MASC;SG	N;NOM;MASC;SG;3
dom	तोहफा	dom	तोहफा	N;MASC;SG	N;NOM;MASC;SG;3
motivo	कारण	motivo	कारण	N;MASC;SG	N;NOM;MASC;SG;3
tradução	अनुवाद	tradução	अनुवाद	N;FEM;SG	N;NOM;MASC;SG;3
federação	फेडरेशन	federação	फेडरेशन	N;FEM;SG	N;NOM;MASC;SG;3
federação	संघ	federação	संघ	N;FEM;SG	N;NOM;MASC;SG;3
administrador	व्यवस्थापक	administrador	व्यवस्थापक	N;MASC;SG	N;NOM;MASC;SG;3
administrador	प्रशासक	administrador	प्रशासक	N;MASC;SG	N;NOM;MASC;SG;3
administrador	व्यवस्थापक	administrador	व्यवस्थापक	N;MASC;SG	N;NOM;MASC;SG;3
banco	banco	banco	banco	N;MASC;SG	N;NOM;MASC;SG;3
banco	बैंकर	banco	बैं	N;MASC;SG	N;NOM;MASC;SG;3
banco	बैंक	banco	बैंक	N;MASC;SG	N;NOM;MASC;SG;3
banco	बैंको	banco	बैंको	N;MASC;SG	N;NOM;MASC;SG;3
rosa	गुलाबी	rosa	गुलाबी	N;FEM;SG	N;NOM;FEM;SG;3
rosa	रोज	rosa	रोज	N;FEM;SG	N;NOM;MASC;SG;3
rosa	रोज़ा	rosa	रोज़ा	N;FEM;SG	N;NOM;MASC;SG;3
irmã	बहन	irmã	बहन	N;FEM;SG	N;NOM;FEM;SG;3
irmã	सिस्टर	irmã	सिस्टर	N;FEM;SG	N;NOM;FEM;SG;3
longa	लंबी	longo	लंबा	ADJ;FEM;SG	ADJ;NOM;FEM;SG
longa	लंबा	longo	लंबा	ADJ;FEM;SG	ADJ;MASC;SG
longa	लम्बी	longo	लंबा	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mudança	परिवर्तन	mudança	परिवर्तन	N;FEM;SG	N;NOM;MASC;SG;3
mudança	बदलाव	mudança	बदलाव	N;FEM;SG	N;NOM;MASC;SG;3
crescimento	वृद्धि	crescimento	वृद्धि	N;MASC;SG	N;NOM;FEM;SG;3
crescimento	विकास	crescimento	विकास	N;MASC;SG	N;NOM;MASC;SG;3
criou	बनाया	criar	बना	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
metade	हाफ़	metade	हाफ़	N;FEM;SG	N;NOM;MASC;SG;3
metade	आधी	metade	आधा	N;FEM;SG	N;NOM;FEM;SG;3
religião	धर्म	religião	धर्म	N;FEM;SG	N;NOM;MASC;SG;3
veio	आया	vir	आ	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
veio	आये	vir	आ	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
veio	आए	vir	आ	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
cristo	क्राइस्ट	cristo	क्राइस्ट	N;MASC;SG	N;NOM;MASC;SG;3
análise	विश्लेषण	análise	विश्लेषण	N;FEM;SG	N;NOM;MASC;SG;3
análise	analytics	análise	analytics	N;FEM;SG	N;NOM;MASC;SG;3
análise	विश्लेषण	análise	विश्लेषण	N;FEM;SG	N;NOM;MASC;SG;3
mensagem	सन्देश	mensagem	सन्देश	N;FEM;SG	N;NOM;MASC;SG;3
mensagem	संदेश	mensagem	संदेश	N;FEM;SG	N;NOM;MASC;SG;3
festa	दल	festa	दल	N;FEM;SG	N;NOM;MASC;SG;3
festa	पार्टी	festa	पार्टी	N;FEM;SG	N;NOM;FEM;SG;3
cena	सीना	cena	सीना	N;FEM;SG	N;NOM;FEM;SG;3
cena	दृश्य	cena	दृश्य	N;FEM;SG	N;NOM;MASC;SG;3
cena	सीन	cena	सीन	N;FEM;SG	N;NOM;MASC;SG;3
cena	झाँकी	cena	झाँकी	N;FEM;SG	N;NOM;FEM;SG;3
médico	चिकित्सक	médico	चिकित्सक	N;MASC;SG	N;NOM;MASC;SG;3
médico	डाक्टर	médico	डाक्टर	N;MASC;SG	N;NOM;MASC;SG;3
médico	डॉक्टर	médico	डॉक्टर	N;MASC;SG	N;NOM;MASC;SG;3
ligação	कनेक्शन	ligação	कनेक्शन	N;FEM;SG	N;NOM;MASC;SG;3
ligação	लिंक	ligação	लिंक	N;FEM;SG	N;NOM;MASC;SG;3
resposta	जवाब	resposta	जवाब	N;FEM;SG	N;NOM;MASC;SG;3
resposta	जवाब	resposta	जवाब	N;FEM;SG	N;NOM;MASC;SG;3
resposta	प्रतिक्रिया	resposta	प्रतिक्रिया	N;FEM;SG	N;NOM;FEM;SG;3
resposta	अनुक्रिया	resposta	अनुक्रिया	N;FEM;SG	N;NOM;FEM;SG;3
resposta	जवाब	resposta	जवाब	N;FEM;SG	N;NOM;MASC;SG;3
comandante	कमांडेंट	comandante	कमांडेंट	N;MASC;SG	N;NOM;MASC;SG;3
comandante	कमांडर	comandante	कमांडर	N;MASC;SG	N;NOM;MASC;SG;3
categorias	श्रेणियाँ	categoria	श्रेणी	N;FEM;PL	N;NOM;FEM;PL;3
edifício	बिल्डिंग	edifício	बिल्डिंग	N;MASC;SG	N;NOM;FEM;SG;3
edifício	भवन	edifício	भवन	N;MASC;SG	N;NOM;MASC;SG;3
pedra	रॉक	pedra	रॉक	N;FEM;SG	N;NOM;MASC;SG;3
pedra	चट्टान	pedra	चट्टान	N;FEM;SG	N;NOM;FEM;SG;3
planeta	ग्रह	planeta	ग्रह	N;MASC;SG	N;NOM;MASC;SG;3
comprimento	लम्बाई	comprimento	लम्बाई	N;MASC;SG	N;NOM;FEM;SG;3
comprimento	लंबाई	comprimento	लंबाई	N;MASC;SG	N;NOM;FEM;SG;3
jovens	युवाओं	jovem	युवा	N;MASC;PL	N;ACC;MASC;PL;3
jovens	जवान	jovem	जवान	N;MASC;PL	N;NOM;MASC;PL;3
leão	शेर	leão	शेर	N;MASC;SG	N;NOM;MASC;SG;3
projetos	परियोजनाएँ	projeto	परियोजना	N;MASC;PL	N;NOM;FEM;PL;3
projetos	परियोजनाएं	projeto	परियोजना	N;MASC;PL	N;NOM;FEM;PL;3
disc	डिस्क	disc	डिस्क	N;MASC;SG	N;NOM;MASC;SG;3
nordeste	पूर्वोत्तर	nordeste	पूर्वोत्तर	N;MASC;SG	N;NOM;MASC;SG;3
independência	स्वतन्त्रता	independência	स्वतन्त्रता	N;FEM;SG	N;NOM;FEM;SG;3
independência	स्वतंत्रता	independência	स्वतन्त्रता	N;FEM;SG	N;NOM;FEM;SG;3
operação	ऑपरेशन	operação	ऑपरेशन	N;FEM;SG	N;NOM;MASC;SG;3
operação	संचालन	operação	संचालन	N;FEM;SG	N;NOM;MASC;SG;3
operação	आपरेशन	operação	आपरेशन	N;FEM;SG	N;NOM;MASC;SG;3
certo	सही	certo	सही	ADJ;MASC;SG	ADJ
avenida	boulevard	avenida	boulevard	N;FEM;SG	N;NOM;MASC
avenida	एवेन्यू	avenida	एवेन्यू	N;FEM;SG	N;NOM;MASC;SG;3
veja	देख	ver	देख	V;SBJV;SG;3;PRS;FIN	V;ACT
veja	देखिए	ver	देखिया	V;SBJV;SG;3;PRS;FIN	V;SBJV;SG;FIN;ACT
liberdade	आज़ादी	liberdade	आज़ादी	N;FEM;SG	N;NOM;FEM;SG;3
liberdade	आजादी	liberdade	आजादी	N;FEM;SG	N;NOM;FEM;SG;3
liberdade	स्वतंत्रता	liberdade	स्वतन्त्रता	N;FEM;SG	N;NOM;FEM;SG;3
liberdade	स्वाधीनता	liberdade	स्वाधीनता	N;FEM;SG	N;NOM;FEM;SG;3
liberdade	स्वतंत्रता	liberdade	स्वतन्त्रता	N;FEM;SG	N;NOM;FEM;SG;3
conceito	अवधारणा	conceito	अवधारणा	N;MASC;SG	N;NOM;FEM;SG;3
anteriores	पिछले	anterior	पिछला	ADJ;MASC;PL	ADJ;ACC;MASC;PL
torre	बुर्ज	torre	बुर्ज	N;FEM;SG	N;NOM;MASC;SG;3
torre	टावर	torre	टावर	N;FEM;SG	N;NOM;MASC;SG;3
torre	मीनार	torre	मीनार	N;FEM;SG	N;NOM;FEM;SG;3
localização	लोकेशन	localização	लोकेशन	N;FEM;SG	N;NOM;MASC;SG;3
localização	अवस्थिति	localização	अवस्थिति	N;FEM;SG	N;NOM;FEM;SG;3
localização	स्थान	localização	स्थान	N;FEM;SG	N;NOM;MASC;SG;3
localização	स्थानीयकरण	localização	स्थानीयकरण	N;FEM;SG	N;NOM;MASC;SG;3
pós	पोस्ट	pós	पोस्ट	N;MASC;SG	N;NOM;FEM;SG;3
feira	मेले	feira	मेला	N;FEM;SG	N;NOM;MASC;SG;3
feira	मेला	feira	मेला	N;FEM;SG	N;NOM;MASC;SG;3
rodada	दौर	rodada	दौर	N;FEM;SG	N;NOM;MASC;SG;3
rodada	गोल	rodada	गोल	N;FEM;SG	N;NOM;MASC;SG;3
rodada	राउंड	rodada	राउंड	N;FEM;SG	N;NOM;MASC;SG;3
rodada	गोलाकार	rodada	गोलाकार	N;FEM;SG	N;NOM;MASC;SG;3
times	टीमों	time	टीम	N;MASC;PL	N;ACC;FEM;PL;3
marinha	नौसेना	marinho	नौसेना	N;FEM;SG	N;NOM;FEM;SG;3
marinha	समुद्रतट	marinho	समुद्रतट	N;FEM;SG	N;NOM;MASC;SG;3
hospital	चिकित्सालय	hospital	चिकित्सालय	N;MASC;SG	N;NOM;MASC;SG;3
hospital	अस्पताल	hospital	अस्पताल	N;MASC;SG	N;NOM;MASC;SG;3
