melampaui	transcende	menlampaui	transcend	V;SG;ACT	V;IND;SG;3;PRS;FIN
identifikasi	identificarea	identifikasi	identificare	N;SG	N;DEF;FEM;SG
identifikasi	identificare	identifikasi	identificare	N;SG	N;INDF;FEM;SG
kebahagiaan	fericirea	kebahagiaan	fericire	N;SG	N;DEF;FEM;SG
kebahagiaan	fericire	kebahagiaan	fericire	N;SG	N;INDF;FEM;SG
pemberdayaan	imputernicire	pemberdayaan	imputernicire	N;SG	N;INDF;FEM;SG
pemberdayaan	emanciparea	pemberdayaan	emancipare	N;SG	N;DEF;FEM;SG
script	scripturi	script	script	N	N;INDF;FEM;PL
script	scenariul	script	scenariu	N	N;DEF;MASC;SG
script	scenariu	script	scenariu	N	N;INDF;MASC;SG
script	script	script	script	N	N;INDF;MASC;SG
komitmen	angajament	komitmen	angajament	N;SG	N;INDF;MASC;SG
komitmen	angajamentul	komitmen	angajament	N;SG	N;DEF;MASC;SG
kentang	cartoful	kentang	cartof	N;SG	N;DEF;MASC;SG
kentang	cartof	kentang	cartof	N;SG	N;INDF;MASC;SG
canggih	avansata	canggih	avansat	N;SG	N;DEF;FEM;SG
fantasi	fantasy	fantasi	fantasy	N	N;INDF;MASC;SG
fantasi	fantezii	fantasi	fantezie	N	N;INDF;FEM;PL
fantasi	fantezia	fantasi	fantezie	N	N;DEF;FEM;SG
fantasi	fantezie	fantasi	fantezie	N	N;INDF;FEM;SG
fantasi	fanteziile	fantasi	fantezie	N	N;DEF;FEM;PL
fantasi	fantezii	fantasi	fantezie	N	N;INDF;FEM;PL
haiti	haitian	haiti	haitian	N	N;INDF;MASC;SG
manuskrip	manuscrise	manuskrip	manuscris	N	N;INDF;FEM;PL
manuskrip	manuscris	manuskrip	manuscris	N	N;INDF;MASC;SG
manuskrip	manuscrisul	manuskrip	manuscris	N	N;DEF;MASC;SG
negosiasi	negocieri	negosiasi	negociere	N	N;INDF;FEM;PL
negosiasi	negocierea	negosiasi	negociere	N	N;DEF;FEM;SG
negosiasi	negociere	negosiasi	negociere	N	N;INDF;FEM;SG
negosiasi	negocierea	negosiasi	negociere	N	N;DEF;FEM;SG
negosiasi	negocieri	negosiasi	negociere	N	N;INDF;FEM;PL
negosiasi	negocierile	negosiasi	negociere	N	N;DEF;FEM;PL
feb	feb	feb	feb		
traktat	tratat	traktat	tratat	N	N;INDF;MASC;SG
traktat	tratatul	traktat	tratat	N	N;DEF;MASC;SG
ragu	indoiala	ragu	indoială	ADJ;SG	ADJ;DEF;FEM;SG
ragu	indoiala	ragu	indoială	ADJ;SG	ADJ;DEF;FEM;SG
ragu	indoiala	ragu	indoială	ADJ;SG	ADJ;DEF;FEM;SG
menghargai	apreciez	menhargai	aprecia	V;SG;ACT	V;IND;SG;1;PRS;FIN
menghargai	aprecia	menhargai	aprecia	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menghargai	apreciaza	menhargai	apreciaza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
orkestra	orchestra	orkestra	orchestră	N;SG	N;DEF;FEM;SG
orkestra	orchestra	orkestra	orchestră	N;SG	N;DEF;FEM;SG
kapel	capela	kapel	capela	N	N;DEF;FEM;SG
kapel	capela	kapel	capela	N	N;DEF;FEM;SG
hara	hara	hara	hară	N	N;DEF;FEM;SG
penyuntingan	editari	penyuntingan	editar	N	N;INDF;FEM;PL
penyuntingan	montajul	penyuntingan	montaj	N	N;DEF;MASC;SG
penyuntingan	editare	penyuntingan	editare	N	N;INDF;FEM;SG
penyuntingan	editarea	penyuntingan	editare	N	N;DEF;FEM;SG
kotor	bruta	kotor	bruta	ADJ;SG	ADJ;DEF;FEM;SG
kotor	brut	kotor	brut	ADJ;SG	ADJ;INDF;MASC;SG
kotor	murdara	kotor	murdară	ADJ;SG	ADJ;DEF;FEM;SG
kotor	murdar	kotor	murdar	ADJ;SG	ADJ;INDF;MASC;SG
kotor	sordid	kotor	sordid	ADJ;SG	ADJ;INDF;MASC;SG
ramayana	ramayana	ramayana	ramayana	N;SG	N;DEF;FEM;SG
komet	cometa	komet	cometa	N	N;DEF;FEM;SG
komet	cometa	komet	cometa	N	N;DEF;FEM;SG
komet	comete	komet	cometă	N	N;INDF;FEM;PL
impian	visul	impian	vis	N;SG	N;DEF;MASC;SG
impian	vis	impian	vis	N;SG	N;INDF;MASC;SG
impian	dreams	impian	dreams	N;SG	N;INDF;MASC;SG
semester	semestru	semester	semestru	N	N;INDF;MASC;SG
semester	semestrul	semester	semestru	N	N;DEF;MASC;SG
terorisme	terorismul	terorisme	terorism	N;SG	N;DEF;MASC;SG
terorisme	terorism	terorisme	terorism	N;SG	N;INDF;MASC;SG
liputan	acoperire	liputan	acoperire	N;SG	N;INDF;FEM;SG
liputan	acoperirea	liputan	acoperire	N;SG	N;DEF;FEM;SG
filter	filtru	filter	filtru	N;SG	N;INDF;MASC;SG
filter	filtrare	filter	filtrare	N;SG	N;INDF;FEM;SG
filter	filtrul	filter	filtru	N;SG	N;DEF;MASC;SG
apel	apple	apel	appla	N;SG	N;INDF
narkoba	drog	narkoba	drog	N;SG	N;INDF;MASC;SG
narkoba	drogul	narkoba	drog	N;SG	N;DEF;MASC;SG
narkoba	medicament	narkoba	medicament	N;SG	N;INDF;MASC;SG
pencegahan	precautie	pencegahan	precautie	N;SG	N;INDF;FEM;SG
pencegahan	prevenire	pencegahan	prevenire	N;SG	N;INDF;FEM;SG
pencegahan	prevenirea	pencegahan	prevenire	N;SG	N;DEF;FEM;SG
tumor	tumora	tumor	tumoră	N;SG	N;DEF;FEM;SG
tumor	tumoare	tumor	tumoare	N;SG	N;INDF;FEM;SG
tumor	tumora	tumor	tumoră	N;SG	N;DEF;FEM;SG
tumor	tumoare	tumor	tumoare	N;SG	N;INDF;FEM;SG
tumor	tumorii	tumor	tumoare	N;SG	N;DEF;FEM;SG
tumor	tumora	tumor	tumoră	N;SG	N;DEF;FEM;SG
obyek	obiect	obyek	obiect	N;SG	N;INDF;MASC;SG
obyek	obiectul	obyek	obiect	N;SG	N;DEF;MASC;SG
opini	aviz	opini	aviz	N;SG	N;INDF;MASC;SG
opini	opinie	opini	opinie	N;SG	N;INDF;FEM;SG
pegulat	luptatorul	pegulat	luptator	N;SG	N;DEF;MASC;SG
pegulat	luptator	pegulat	luptator	N;SG	N;INDF;MASC;SG
pengucapan	pronuntie	penucapan	pronuntie	N;SG	N;INDF;FEM;SG
ranting	creanga	ranting	creangă	N;SG	N;DEF;FEM;SG
ranting	ramura	ranting	ramura	N;SG	N;DEF;FEM;SG
ranting	filiala	ranting	filială	N;SG	N;DEF;FEM;SG
ranting	sucursala	ranting	sucursală	N;SG	N;DEF;FEM;SG
istirahat	break	istirahat	break	N;SG	N;INDF;MASC;SG
istirahat	pauza	istirahat	pauză	N;SG	N;DEF;FEM;SG
istirahat	pauza	istirahat	pauză	N;SG	N;DEF;FEM;SG
istirahat	odihna	istirahat	odihnă	N;SG	N;DEF;FEM;SG
istirahat	odihna	istirahat	odihnă	N;SG	N;DEF;FEM;SG
menuduh	acuza	mentuduh	acuza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menuduh	acuza	mentuduh	acuza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
alternative	alternativa	alternative	alternativă	N;SG	N;DEF;FEM;SG
alternative	alternativa	alternative	alternativă	N;SG	N;DEF;FEM;SG
alternative	supleant	alternative	supleant	N;SG	N;INDF;MASC;SG
ekonom	economist	ekonom	economist	N;SG	N;INDF;MASC;SG
dioksida	dioxid	dioksida	dioxid	N;SG;PASS	N;INDF;MASC;SG
browser	browsere	browser	browseră	N	N;INDF;FEM;PL
browser	navigator	browser	navigator	N	N;INDF;MASC;SG
browser	browserul	browser	browser	N	N;DEF;MASC;SG
browser	browser	browser	browser	N	N;INDF;MASC;SG
parade	parada	parade	paradă	N	N;DEF;FEM;SG
parade	parada	parade	paradă	N	N;DEF;FEM;SG
parade	defilare	parade	defilare	N	N;INDF;FEM;SG
gembala	herder	gembala	herder	N;SG	N;INDF;MASC;SG
gembala	cioban	gembala	cioban	N;SG	N;INDF;MASC;SG
gembala	pastor	gembala	pastor	N;SG	N;INDF;MASC;SG
dominika	dominicana	dominika	dominicana	N	N;DEF;FEM;SG
dominika	dominica	dominika	dominica	N	N;DEF;FEM;SG
terlaris	bestseller	terlaris	bestseller	N	N;INDF;MASC;SG
demo	demo	demo	demo	N;SG	N;INDF;MASC;SG
demo	demonstratie	demo	demonstratie	N;SG	N;INDF;FEM;SG
demo	demos	demo	demos	N;SG	N;INDF;MASC
panorama	panorama	panorama	panoramă	N;SG	N;DEF;FEM;SG
panorama	panorama	panorama	panoramă	N;SG	N;DEF;FEM;SG
panorama	panoramica	panorama	panoramică	N;SG	N;DEF;FEM;SG
siluman	stealth	siluman	stealth	N;SG	N;INDF;MASC;SG
siluman	demonul	siluman	demon	N;SG	N;DEF;MASC;SG
siluman	demon	siluman	demon	N;SG	N;INDF;MASC;SG
hormat	respectul	hormat	respect	N;SG	N;DEF;MASC;SG
hormat	respect	hormat	respect	N;SG	N;INDF;MASC;SG
horizontal	orizontala	horizontal	orizontal	N	N;DEF;FEM;SG
layer	strat	layer	strat	N;SG	N;INDF;MASC;SG
layer	stratul	layer	strat	N;SG	N;DEF;MASC;SG
fotografer	fotograf	fotografer	fotograf	N;SG	N;INDF;MASC;SG
skandal	scandalul	skandal	scandal	N;SG	N;DEF;MASC;SG
skandal	scandal	skandal	scandal	N;SG	N;INDF;MASC;SG
pengabdian	devotamentul	penabdian	devotament	N;SG	N;DEF;MASC;SG
pengabdian	devotament	penabdian	devotament	N;SG	N;INDF;MASC;SG
lebah	albina	lebah	albină	N;SG	N;DEF;FEM;SG
lebah	albina	lebah	albină	N;SG	N;DEF;FEM;SG
lebah	bee	lebah	bea	N;SG	N;INDF;MASC;SG
penyatuan	unificarea	pensatuan	unificare	N;SG	N;DEF;FEM;SG
penyatuan	unificare	pensatuan	unificare	N;SG	N;INDF;FEM;SG
menyesuaikan	personaliza	mensesuaikan	personaliza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyesuaikan	personaliza	mensesuaikan	personaliza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyesuaikan	ajusteaza	mensesuaikan	ajusta	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyesuaikan	ajusta	mensesuaikan	ajusta	V;SG;ACT	V;IND;SG;3;IPFV;FIN
berlalu	trece	berlalu	trece	V;SG;ACT	V;IND;SG;3;PRS;FIN
penasehat	consilier	pennasehat	consilier	N;SG	N;INDF;MASC;SG
penasehat	consilier	pennasehat	consilier	N;SG	N;INDF;MASC;SG
bulanan	lunara	bulanan	lunar	N;SG	N;DEF;FEM;SG
ekosistem	ecosistemului	ekosistem	ecosistem	N	N;DEF;MASC;SG
ekosistem	ecosistem	ekosistem	ecosiste	N	N;INDF;MASC;SG
ekosistem	ecosistemelor	ekosistem	ecosistemă	N	N;DEF;FEM;PL
anatomi	anatomie	anatomi	anatomie	N;SG	N;INDF;FEM;SG
anatomi	anatomia	anatomi	anatomie	N;SG	N;DEF;FEM;SG
lucu	amuzant	lucu	amuzant	ADJ;SG	ADJ;INDF;MASC;SG
lucu	haios	lucu	haios	ADJ;SG	ADJ;INDF;MASC;SG
lucu	draguta	lucu	draguta	ADJ;SG	ADJ;DEF;FEM;SG
lucu	dragut	lucu	dragut	ADJ;SG	ADJ;INDF;MASC;SG
lucu	dragut	lucu	dragut	ADJ;SG	ADJ;INDF;MASC;SG
mendidik	educa	mendidik	educa	V;SG;ACT	V;IND;SG;3;IPFV;FIN
pendahulunya	predecesorul	pendahulunya	predecesor	N;SG	N;DEF;MASC;SG
kultur	cultura	kultur	cultură	N	N;DEF;FEM;SG
kultur	cultura	kultur	cultură	N	N;DEF;FEM;SG
kultur	culturile	kultur	cultură	N	N;DEF;FEM;PL
kultur	culturi	kultur	cultură	N	N;INDF;FEM;PL
reproduksi	reproducere	reproduksi	reproducere	N;SG	N;INDF;FEM;SG
reproduksi	reproducerea	reproduksi	reproducere	N;SG	N;DEF;FEM;SG
reruntuhan	moloz	reruntuhan	moloz	N	N;INDF;MASC;SG
reruntuhan	epava	reruntuhan	epavă	N	N;DEF;FEM;SG
reruntuhan	ruinele	reruntuhan	ruină	N	N;DEF;FEM;PL
reruntuhan	ruine	reruntuhan	ruină	N	N;INDF;FEM;PL
reruntuhan	ruina	reruntuhan	ruină	N	N;DEF;FEM;SG
unicode	unicode	unicode	unicod	N	N;INDF;MASC;SG
kemakmuran	prosperitatea	kemakmuran	prosperitate	N;SG	N;DEF;FEM;SG
kemakmuran	prosperitate	kemakmuran	prosperitate	N;SG	N;INDF;FEM;SG
nafsu	pofta	nafsu	poftă	N;SG	N;DEF;FEM;SG
nafsu	pofta	nafsu	poftă	N;SG	N;DEF;FEM;SG
nafsu	apetit	nafsu	apetit	N;SG	N;INDF;MASC;SG
nafsu	pofta	nafsu	poftă	N;SG	N;DEF;FEM;SG
etanol	etanol	etanol	etanol	N	N;INDF;MASC;SG
heading	pozitia	heading	pozitie	N	N;DEF;FEM;SG
heading	rubrici	heading	rubrică	N	N;INDF;FEM;PL
esai	eseu	esai	eseu	N;SG;ACT	N;INDF;MASC;SG
integral	integranta	integral	integranta	N	N;DEF;FEM;SG
manik	margele	manik	marge	N	N;DEF;FEM;PL
manik	maniac	manik	maniac	N	N;INDF;MASC;SG
kapas	bumbac	kapas	bumbac	N;SG	N;INDF;MASC;SG
kapas	bumbacul	kapas	bumbac	N;SG	N;DEF;MASC;SG
paten	brevet	paten	brevet	N;SG	N;INDF;MASC;SG
paten	brevetul	paten	brevet	N;SG	N;DEF;MASC;SG
suksesi	succesiune	suksesi	succesiune	N;SG	N;INDF;FEM;SG
suksesi	succesiunea	suksesi	succesiune	N;SG	N;DEF;FEM;SG
elektrik	electrica	elektrik	electrică	N;SG	N;DEF;FEM;SG
dorongan	incurajare	dorongan	incurajare	N;SG	N;INDF;FEM;SG
dorongan	incurajarea	dorongan	incurajare	N;SG	N;DEF;FEM;SG
dorongan	impingere	dorongan	impingere	N;SG	N;INDF;FEM;SG
penayangan	livrarea	pentayangan	livrare	N;SG	N;DEF;FEM;SG
penayangan	livrare	pentayangan	livrare	N;SG	N;INDF;FEM;SG
ulangan	deuteronom	ulangan	deuteronom	N;SG	N;INDF;MASC;SG
batin	interior	batin	interior	N;SG	N;INDF;MASC;SG
perbudakan	sclavie	perbudakan	sclavie	N;SG	N;INDF;FEM;SG
perbudakan	sclavie	perbudakan	sclavie	N;SG	N;INDF;FEM;SG
perbudakan	sclavia	perbudakan	sclavia	N;SG	N;DEF;FEM;SG
konversi	conversie	konversi	conversie	N;SG	N;INDF;FEM;SG
konversi	conversia	konversi	conversie	N;SG	N;DEF;FEM;SG
konversi	conversie	konversi	conversie	N;SG	N;INDF;FEM;SG
sakramen	sacrament	sakramen	sacrament	N;SG	N;INDF;MASC;SG
botani	botanica	botani	botanică	N;SG	N;DEF;FEM;SG
botani	botanica	botani	botanică	N;SG	N;DEF;FEM;SG
botani	botanica	botani	botanică	N;SG	N;DEF;FEM;SG
botani	botanica	botani	botanică	N;SG	N;DEF;FEM;SG
pembicara	difuzor	penbicara	difuzor	N;SG	N;INDF;MASC;SG
pembicara	orator	penbicara	orator	N;SG	N;INDF;MASC;SG
pembicara	speaker	penbicara	speaker	N;SG	N;INDF;MASC;SG
intervensi	interventie	intervensi	interventie	N;SG	N;INDF;FEM;SG
intervensi	interventia	intervensi	interventie	N;SG	N;DEF;FEM;SG
kemarau	seceta	kemarau	seceta	N;SG	N;DEF;FEM;SG
kemarau	seceta	kemarau	seceta	N;SG	N;DEF;FEM;SG
kesaksian	marturie	kesaksian	marturie	N;SG	N;INDF;FEM;SG
kesaksian	marturie	kesaksian	marturie	N;SG	N;INDF;FEM;SG
kesaksian	marturia	kesaksian	marturia	N;SG	N;DEF;FEM;SG
kesaksian	marturia	kesaksian	marturia	N;SG	N;DEF;FEM;SG
kuantum	cuantica	kuantum	cuantică	N;SG	N;DEF;FEM;SG
mekanika	mecanica	mekanika	mecanică	N;SG	N;DEF;FEM;SG
mekanika	mecanica	mekanika	mecanică	N;SG	N;DEF;FEM;SG
mekanika	mecanica	mekanika	mecanică	N;SG	N;DEF;FEM;SG
penutupan	inchidere	pentutupan	inchidere	N;SG	N;INDF;FEM;SG
penutupan	incheiere	pentutupan	incheiere	N;SG	N;INDF;FEM;SG
penutupan	inchiderea	pentutupan	inchidere	N;SG	N;DEF;FEM;SG
penutupan	inchidere	pentutupan	inchidere	N;SG	N;INDF;FEM;SG
penutupan	inchidere	pentutupan	inchidere	N;SG	N;INDF;FEM;SG
keanekaragaman	diversitatea	keanekaragaman	diversitate	N;SG	N;DEF;FEM;SG
keanekaragaman	diversitate	keanekaragaman	diversitate	N;SG	N;INDF;FEM;SG
renovasi	renovare	renovasi	renovare	N;SG	N;INDF;FEM;SG
renovasi	remodelare	renovasi	remodelare	N;SG	N;INDF;FEM;SG
renovasi	renovarea	renovasi	renovare	N;SG	N;DEF;FEM;SG
renovasi	renovare	renovasi	renovare	N;SG	N;INDF;FEM;SG
investigasi	ancheta	investigasi	anchetă	N;SG	N;DEF;FEM;SG
investigasi	ancheta	investigasi	anchetă	N;SG	N;DEF;FEM;SG
investigasi	investigatie	investigasi	investigatie	N;SG	N;INDF;FEM;SG
deret	catena	deret	catenă	N;SG	N;DEF;FEM;SG
deret	serie	deret	serie	N;SG	N;INDF;FEM;SG
deret	seria	deret	serie	N;SG	N;DEF;FEM;SG
nopember	november	nopember	november	N	N;INDF;MASC;SG
nopember	noiembrie	nopember	noiembrie	N	N;INDF;MASC;SG
percepatan	accelerarea	percepatan	accelerare	N;SG	N;DEF;FEM;SG
percepatan	accelerare	percepatan	accelerare	N;SG	N;INDF;FEM;SG
nara	nara	nara	nară	N;SG	N;DEF;FEM;SG
dicari	vrut	dicari	vrea	V;SG;PASS	V;MASC;SG;V.PTCP
tekstil	textil	tekstil	textil	N;SG	N;INDF;MASC;SG
pemilih	electoratul	penpilih	electorat	N;SG	N;DEF;MASC;SG
bereaksi	reactionat	berreaksi	reactiona	V;SG;ACT	V;MASC;SG;V.PTCP
berkolaborasi	colaboreaza	berkolaborasi	colaborează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
terbalik	inverseaza	terbalik	inverseaza	V;SG;PASS	V;IND;SG;3;IPFV;FIN
diidentifikasi	identifica	diidentifikasi	identifica	V;SG;PASS	V;IND;SG;3;IPFV;FIN
pemulihan	recuperarea	penpulihan	recuperare	N;SG	N;DEF;FEM;SG
pemulihan	redresare	penpulihan	redresare	N;SG	N;INDF;FEM;SG
pemulihan	redresarea	penpulihan	redresare	N;SG	N;DEF;FEM;SG
pemulihan	recuperare	penpulihan	recuperare	N;SG	N;INDF;FEM;SG
pemulihan	vindecare	penpulihan	vindecare	N;SG	N;INDF;FEM;SG
pemulihan	vindecarea	penpulihan	vindecare	N;SG	N;DEF;FEM;SG
katalog	cataloagele	katalog	cataloagă	N	N;DEF;FEM;PL
katalog	cataloage	katalog	catalog	N	N;INDF;FEM;PL
katalog	catalog	katalog	catalog	N	N;INDF;MASC;SG
katalog	catalogul	katalog	catalog	N	N;DEF;MASC;SG
katalog	cataloage	katalog	catalog	N	N;INDF;FEM;PL
katalog	catalog	katalog	catalog	N	N;INDF;MASC;SG
katalog	catalogul	katalog	catalog	N	N;DEF;MASC;SG
artistik	artistic	artistik	artistic	ADJ;SG	ADJ;INDF;MASC;SG
artistik	artistica	artistik	artistică	ADJ;SG	ADJ;DEF;FEM;SG
pemusik	muzician	penmusik	muzician	N;SG	N;INDF;MASC;SG
kejam	nemilos	kejam	nemilos	ADJ;SG	ADJ;INDF;MASC;SG
kejam	crud	kejam	crud	ADJ;SG	ADJ;INDF;MASC;SG
kejam	cruda	kejam	crudă	ADJ;SG	ADJ;DEF;FEM;SG
mantra	mantra	mantra	mantru	N	N;DEF;FEM;SG
mantra	vraja	mantra	vrajă	N	N;DEF;FEM;SG
mantra	vraja	mantra	vrajă	N	N;DEF;FEM;SG
logistik	logistica	logistik	logistică	N	N;DEF;FEM;SG
logistik	logistica	logistik	logistică	N	N;DEF;FEM;SG
kegelapan	dark	kegelapan	dark	N;SG	N;INDF;MASC;SG
kegelapan	intuneric	kegelapan	intuneric	N;SG	N;INDF;MASC;SG
kegelapan	intuneric	kegelapan	intuneric	N;SG	N;INDF;MASC;SG
kegelapan	intunericul	kegelapan	intuneric	N;SG	N;DEF;MASC;SG
kegelapan	intuneric	kegelapan	intuneric	N;SG	N;INDF;MASC;SG
kegelapan	intuneric	kegelapan	intuneric	N;SG	N;INDF;MASC;SG
reporter	reporterul	reporter	reporter	N;SG	N;DEF;MASC;SG
reporter	reporter	reporter	reporter	N;SG	N;INDF;MASC;SG
pengunduran	demisia	penunduran	demisie	N;SG	N;DEF;FEM;SG
pengunduran	demisie	penunduran	demisie	N;SG	N;INDF;FEM;SG
parit	trench	parit	trench	N;SG	N;INDF;MASC;SG
registrasi	inregistrare	registrasi	inregistrare	N	N;INDF;FEM;SG
registrasi	inregistrare	registrasi	inregistrare	N	N;INDF;FEM;SG
debat	dezbatere	debat	dezbatere	N;SG	N;INDF;FEM;SG
debat	dezbaterea	debat	dezbatere	N;SG	N;DEF;FEM;SG
motogp	motogp	motogp	motogp	N;SG	N;INDF;MASC;SG
kemiripan	asemanare	kemiripan	asemanare	N;SG	N;INDF;FEM;SG
kemiripan	asemanare	kemiripan	asemanare	N;SG	N;INDF;FEM;SG
kemiripan	similitudine	kemiripan	similitudine	N;SG	N;INDF;FEM;SG
kemiripan	afinitate	kemiripan	afinitate	N;SG	N;INDF;FEM;SG
kemiripan	asemanare	kemiripan	asemanare	N;SG	N;INDF;FEM;SG
teolog	teolog	teolog	teolog	N;SG	N;INDF;MASC;SG
opsi	optiune	opsi	optiune	N;SG	N;INDF;FEM;SG
opsi	optiunea	opsi	optiune	N;SG	N;DEF;FEM;SG
altar	altarul	altar	altar	N;SG	N;DEF;MASC;SG
altar	altar	altar	altar	N;SG	N;INDF;MASC;SG
isteri	sotie	isteri	sotie	N;SG	N;INDF;FEM;SG
isteri	sotia	isteri	sotie	N;SG	N;DEF;FEM;SG
isteri	sotia	isteri	sotie	N;SG	N;DEF;FEM;SG
isteri	sotie	isteri	sotie	N;SG	N;INDF;FEM;SG
isteri	nevasta	isteri	nevastă	N;SG	N;DEF;FEM;SG
akustik	acustica	akustik	acustica	N;SG	N;DEF;FEM;SG
akustik	acustica	akustik	acustica	N;SG	N;DEF;FEM;SG
benediktus	benedict	benediktus	benedict	N	N;INDF;MASC;SG
inisiatif	initiativa	inisiatif	initiativă	N;SG	N;DEF;FEM;SG
inisiatif	initiativa	inisiatif	initiativă	N;SG	N;DEF;FEM;SG
inisiatif	initiativa	inisiatif	initiativă	N;SG	N;DEF;FEM;SG
terusan	canal	terusan	canal	N;SG	N;INDF;MASC;SG
umpan	feed	umpan	feede	N;SG	N;INDF;MASC;SG
umpan	flux	umpan	flux	N;SG	N;INDF;MASC;SG
umpan	momeala	umpan	momeală	N;SG	N;DEF;FEM;SG
umpan	momeala	umpan	momeală	N;SG	N;DEF;FEM;SG
tengkorak	craniu	tengkorak	craniu	N;SG	N;INDF;MASC;SG
tengkorak	craniu	tengkorak	craniu	N;SG	N;INDF;MASC;SG
tengkorak	skull	tengkorak	skull	N;SG	N;INDF;MASC;SG
tengkorak	craniul	tengkorak	craniu	N;SG	N;DEF;MASC;SG
kemasan	ambalajul	kemasan	ambalaj	N;SG	N;DEF;MASC;SG
kemasan	ambalaj	kemasan	ambalaj	N;SG	N;INDF;MASC;SG
kemasan	ambalarea	kemasan	ambalare	N;SG	N;DEF;FEM;SG
kemasan	ambalare	kemasan	ambalare	N;SG	N;INDF;FEM;SG
kemasan	ambalare	kemasan	ambalare	N;SG	N;INDF;FEM;SG
hayati	biodiversitate	hayati	biodiversitate	N;SG	N;INDF;FEM;SG
hayati	biodiversitatea	hayati	biodiversitate	N;SG	N;DEF;FEM;SG
selebriti	celebritate	selebriti	celebritate	N	N;INDF;FEM;SG
selebriti	celebritatea	selebriti	celebritate	N	N;DEF;FEM;SG
selebriti	vedete	selebriti	vedet	N	N;INDF;FEM;PL
bidadari	inger	bidadari	inger	N;SG	N;INDF;MASC;SG
bidadari	inger	bidadari	inger	N;SG	N;INDF;MASC;SG
bidadari	angel	bidadari	angel	N;SG	N;INDF;MASC;SG
perhiasan	bijuterie	perhiasan	bijuterie	N;SG	N;INDF;FEM;SG
perhiasan	bijuterie	perhiasan	bijuterie	N;SG	N;INDF;FEM;SG
dikurangi	deduse	dikurangi	deduce	V;SG;PASS	V;IND;SG;3;PST;FIN
topografi	topografie	topografi	topografie	N	N;INDF;FEM;SG
perspektif	perspectiva	perspektif	perspectivă	N;SG	N;DEF;FEM;SG
perspektif	perspectiva	perspektif	perspectivă	N;SG	N;DEF;FEM;SG
progresif	progresiva	progresif	progresiv	ADJ;SG	ADJ;DEF;FEM;SG
perkusi	percutie	perkusi	percutie	N	N;INDF;FEM;SG
penata	stilist	pentata	stilist	N;SG	N;INDF;MASC;SG
oct	oct	oct	oct		
penanaman	plantarea	pentanaman	plantare	N;SG	N;DEF;FEM;SG
penanaman	plantare	pentanaman	plantare	N;SG	N;INDF;FEM;SG
penanaman	cultivare	pentanaman	cultivare	N;SG	N;INDF;FEM;SG
penanaman	cultivarea	pentanaman	cultivare	N;SG	N;DEF;FEM;SG
dinamika	dinamica	dinamika	dinamică	N	N;DEF;FEM;SG
dinamika	dynamics	dinamika	dynamics	N	N;INDF;MASC;SG
ronde	runda	ronde	runda	N	N;DEF;FEM;SG
ronde	rotunda	ronde	rotunda	N	N;DEF;FEM;SG
ronde	runda	ronde	runda	N	N;DEF;FEM;SG
borussia	borussia	borussia	borussie	N	N;DEF;FEM;SG
mengindikasikan	indica	menindikasikan	indica	V;SG;ACT	V;IND;SG;3;IPFV;FIN
mengindikasikan	indica	menindikasikan	indica	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyertakan	include	menyertakan	include	V	V;IND;SG;3;PRS;FIN
menyertakan	includ	menyertakan	include	V	V;IND;PL;3;PRS;FIN
menyertakan	include	menyertakan	include	V	V;IND;SG;3;PRS;FIN
wajar	rezonabila	wajar	rezonabil	ADJ;SG	ADJ;DEF;FEM;SG
akademis	academic	akademis	academic	ADJ;SG	ADJ;INDF;MASC;SG
peralihan	tranzitie	peralihan	tranzitie	N;SG	N;INDF;FEM;SG
peralihan	tranzitia	peralihan	tranzitie	N;SG	N;DEF;FEM;SG
pengeluaran	cheltuiala	penkeluaran	cheltuială	N;SG	N;DEF;FEM;SG
pengeluaran	cheltuiala	penkeluaran	cheltuială	N;SG	N;DEF;FEM;SG
ubah	modifica	ubah	modifica	V;SG;ACT	V;IND;SG;3;IPFV;FIN
ubah	schimba	ubah	schimba	V;SG;ACT	V;IND;SG;3;IPFV;FIN
ubah	schimba	ubah	schimba	V;SG;ACT	V;IND;SG;3;IPFV;FIN
pemanasan	preludiu	penpanasan	preludiu	N;SG	N;INDF;MASC;SG
pemanasan	preludiul	penpanasan	preludiu	N;SG	N;DEF;MASC;SG
pemanasan	incalzire	penpanasan	incalzire	N;SG	N;INDF;FEM;SG
pemanasan	incalzire	penpanasan	incalzire	N;SG	N;INDF;FEM;SG
kontributor	contribuitor	kontributor	contribuitor	N;SG	N;INDF;MASC;SG
kontributor	colaborator	kontributor	colaborator	N;SG	N;INDF;MASC;SG
kawat	fire	kawat	fire	N;SG	N;INDF;FEM;SG
kawat	fir	kawat	fir	N;SG	N;INDF;MASC;SG
kawat	sarma	kawat	sarmă	N;SG	N;DEF;FEM;SG
