bedeuten	impliceren	bedeuten	impliceren	V;NFIN	V;NFIN
annehmen	aanvaarden	annehmen	aanvaarden	V;NFIN	V;NFIN
annehmen	accepteer	annehmen	accepteer	V;NFIN	V;SG;PRS;FIN
genügt	volstaat	nügen	volstaat	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
genügt	volstaan	nügen	volstaan	V;IND;SG;3;PRS;FIN	V;V.PTCP
gedruckt	afgedrukt	drucken	afdrukken	V;V.PTCP	V;V.PTCP
gedruckt	gedrukt	drucken	drukken	V;V.PTCP	V;V.PTCP
gedruckt	geprint	drucken	printen	V;V.PTCP	V;V.PTCP
gedruckt	bedrukt	drucken	bedrukken	V;V.PTCP	V;V.PTCP
abteilungen	splitsingen	abteilingen	splitsing	N;NOM;FEM;PL	N;PL
abteilungen	afdelingen	abteilingen	afdeling	N;NOM;FEM;PL	N;PL
abteilungen	divisies	abteilingen	divisie	N;NOM;FEM;PL	N;PL
abteilungen	afdelingen	abteilingen	afdeling	N;NOM;FEM;PL	N;PL
abteilungen	departementen	abteilingen	departement	N;NOM;FEM;PL	N;PL
abteilungen	compartimenten	abteilingen	compartiment	N;NOM;FEM;PL	N;PL
sportarten	sporten	sportarten	sporten	V;NFIN	V;NFIN
halbe	half	halb	half	ADJ;NOM;FEM;PL	ADJ
erläutert	toegelicht	erläutern	toelichten	V;V.PTCP	V;V.PTCP
erläutert	uitgelegd	erläutern	uitleggen	V;V.PTCP	V;V.PTCP
erläutert	verklaart	erläutern	verklaren	V;V.PTCP	V;SG;PRS;FIN
nachweisbar	aantoonbaar	nachweisbar	aantoonbaar	ADJ	ADJ
nachweisbar	aantoonbare	nachweisbar	aantoonbaar	ADJ	ADJ
nachweisbar	aantoonbaar	nachweisbar	aantoonbaar	ADJ	ADJ
kritischen	kritische	kritisch	kritisch	ADJ	ADJ
kritischen	kritisch	kritisch	kritisch	ADJ	ADJ
vorzeitig	voortijdig	vorzeitig	voortijdig	ADJ	ADJ
vorzeitig	prematuur	vorzeitig	prematuur	ADJ	ADJ
vorzeitig	voortijdig	vorzeitig	voortijdig	ADJ	ADJ
vorzeitig	voorbarig	vorzeitig	voorbarig	ADJ	ADJ
erweiterten	uitgebreid	erweitern	uitbreiden	V;IND;PL;3;PST;FIN	V;V.PTCP
erweiterten	vergroot	erweitern	vergroten	V;IND;PL;3;PST;FIN	V;V.PTCP
teilgenommen	bijgewoond	teilnehmen	bijwonen	V;V.PTCP	V;V.PTCP
teilgenommen	meegedaan	teilnehmen	meedoen	V;V.PTCP	V;V.PTCP
teilgenommen	deelgenomen	teilnehmen	deelnemen	V;V.PTCP	V;V.PTCP
befestigt	verrijkte	befestigen	verrijken	V;V.PTCP	V;SG;PST;FIN
befestigt	verrijkt	befestigen	verrijken	V;V.PTCP	V;V.PTCP
befestigt	verstevigd	befestigen	verstevigen	V;V.PTCP	V;V.PTCP
befestigt	versterkte	befestigen	versterken	V;V.PTCP	V;SG;PST;FIN
befestigt	versterkt	befestigen	versterken	V;V.PTCP	V;V.PTCP
befestigt	bijgevoegd	befestigen	bijvoegen	V;V.PTCP	V;V.PTCP
befestigt	bijgevoegde	befestigen	bijvoegevoen	V;V.PTCP	V;V.PTCP
befestigt	gehecht	befestigen	hechten	V;V.PTCP	V;V.PTCP
administrative	administratief	administrativ	administratief	ADJ;NOM;FEM;PL	ADJ
administrative	administratieve	administrativ	administratief	ADJ;NOM;FEM;PL	ADJ
shakespeare	shakespeare	shakespeare	shakespeaar	N;NOM;MASC;SG	N;MASC+FEM;SG
hang	helling	hang	helling	N	N;MASC+FEM;SG
löscht	verwijdert	löschen	verwijderen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
beantwortet	geantwoord	beantworten	antwoorden	V;V.PTCP	V;V.PTCP
beantwortet	antwoordde	beantworten	antwoorden	V;V.PTCP	V;SG;PST;FIN
beantwortet	antwoordde	beantworten	antwoorden	V;V.PTCP	V;SG;PST;FIN
beantwortet	beantwoord	beantworten	beantwoorden	V;V.PTCP	V;V.PTCP
beantwortet	beantwoorde	beantworten	beantwoorden	V;V.PTCP	V;SG;PST;FIN
hiermit	hierbij	hiermit	hierbij	ADV	ADV
oberste	opperste	ober	opperst	ADJ;NOM	ADJ;RL
schwäbisch	zwabische	schwäbisch	zwabisch	ADJ	ADJ
berühmt	beroemde	berühmt	beroemd	ADJ	ADJ
berühmt	beroemd	berühmt	beroemd	ADJ	ADJ
restaurierung	restauratie	restaurierung	restauratie	N;NOM;FEM;SG	N;MASC+FEM;SG
restaurierung	herstel	restaurierung	herstel	N;NOM;FEM;SG	N;NEUT;SG
restaurierung	renovatie	restaurierung	renovatie	N;NOM;FEM;SG	N;MASC+FEM;SG
restaurierung	verbouwing	restaurierung	verbouwing	N;NOM;FEM;SG	N;MASC+FEM;SG
geehrt	gehuldigd	ehren	huldigen	V;V.PTCP	V;V.PTCP
geehrt	vereerd	ehren	vereerd	V;V.PTCP	V;V.PTCP
geehrt	geëerd	ehren	geveren	V;V.PTCP	V;V.PTCP
geehrt	geëerd	ehren	geveren	V;V.PTCP	V;V.PTCP
geehrt	gehuldigd	ehren	huldigen	V;V.PTCP	V;V.PTCP
geehrt	vereerd	ehren	vereerd	V;V.PTCP	V;V.PTCP
umzug	verhuizing	umzugen	verhuizing	N;SG	N;MASC+FEM;SG
umzug	verplaatsing	umzugen	verplaatsing	N;SG	N;MASC+FEM;SG
umzug	optocht	umzugen	optocht	N;SG	N;MASC+FEM;SG
umzug	parade	umzugen	parade	N;SG	N;MASC+FEM;SG
umzug	verwijdering	umzugen	verwijdering	N;SG	N;MASC+FEM;SG
niedrigen	laag	niedrig	laag	ADJ	ADJ
niedrigen	lage	niedrig	laag	ADJ	ADJ
gezielt	doelbewust	gezielt	doelbewust	ADJ	ADJ
erhöhung	verhoging	erhöhung	verhoging	N;NOM;FEM;SG	N;MASC+FEM;SG
erhöhung	stijging	erhöhung	stijging	N;NOM;FEM;SG	N;MASC+FEM;SG
erhöhung	hoogte	erhöhung	hoogte	N;NOM;FEM;SG	N;MASC+FEM;SG
erhöhung	verbetering	erhöhung	verbetering	N;NOM;FEM;SG	N;MASC+FEM;SG
verkauften	verkocht	verkaufen	verkopen	V;IND;PL;3;PST;FIN	V;V.PTCP
polizisten	politieagenten	polizist	politieagent	N;PL	N;PL
polizisten	officiers	polizist	officier	N;PL	N;PL
polizisten	agenten	polizist	agent	N;PL	N;PL
polizisten	officieren	polizist	officier	N;PL	N;PL
latein	latijnse	latein	Latijns	ADJ	ADJ
latein	latijns	latein	latijn	ADJ	ADJ
tschechische	tsjechische	tschechisch	tsjechisch	ADJ;NOM;FEM;PL	ADJ
tschechische	tsjechisch	tschechisch	tsjechisch	ADJ;NOM;FEM;PL	ADJ
fortgesetzt	voortgezet	fortsetzen	voortzetten	V;V.PTCP	V;V.PTCP
politisches	politieke	politisch	politiek	ADJ;NOM;NEUT;SG	ADJ
hip	hip	hip	hip	ADJ	ADJ
hip	hippe	hip	hippe	ADJ	ADJ
gegenwärtig	momenteel	gegenwärtig	momenteel	ADJ	ADJ
selbständige	zelfstandig	selbständig	zelfstandig	ADJ;NOM;FEM;PL	ADJ
selbständige	onafhankelijke	selbständig	onafhankelijk	ADJ;NOM;FEM;PL	ADJ
selbständige	onafhankelijk	selbständig	onafhankelijk	ADJ;NOM;FEM;PL	ADJ
alternativen	alternatieve	alternativ	alternatief	ADJ	ADJ
herrscht	regeert	herrschen	regeren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
herrscht	heerst	herrschen	heersen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
schaffung	schepping	schaffung	schepping	N	N;MASC+FEM;SG
schaffung	creatie	schaffung	creatie	N	N;MASC+FEM;SG
flachen	oppervlakkige	flach	oppervlakkig	ADJ	ADJ
flachen	ondiep	flach	ondiep	ADJ	ADJ
flachen	oppervlakkig	flach	oppervlakkig	ADJ	ADJ
bestritten	betwiste	bestreiten	betwisten	V;V.PTCP	V;V.PTCP
bestritten	betwist	bestreiten	betwisten	V;V.PTCP	V;V.PTCP
bestritten	aangevochten	bestreiten	aanvechten	V;V.PTCP	V;V.PTCP
bestritten	omstreden	bestreiten	omstreden	V;V.PTCP	V;V.PTCP
unverändert	onveranderd	unverändert	onveranderd	ADJ	ADJ
unverändert	ongewijzigde	unverändert	ongewijzigen	ADJ	ADJ
unverändert	ongewijzigd	unverändert	ongewijzigen	ADJ	ADJ
interessante	interessante	interessant	interessant	ADJ;NOM;FEM;PL	ADJ
interessante	interessant	interessant	interessant	ADJ;NOM;FEM;PL	ADJ
ausserdem	ook	ausserdem	ook	ADV	ADV
schlage	suggereren	schlage	suggereren	V;SG;FIN	V;NFIN
schwanz	munt	schwanzen	munt	N	N;MASC+FEM;SG
schwanz	staarten	schwanzen	staarten	N	N;PL
schwanz	staart	schwanzen	staart	N	N;MASC+FEM;SG
schwanz	dick	schwanzen	dick	N	N;MASC+FEM;SG
schwanz	lul	schwanzen	lul	N	N;MASC+FEM;SG
schwanz	lul	schwanzen	lul	N	N;MASC+FEM;SG
schwanz	pik	schwanzen	pik	N	N;MASC+FEM;SG
schwanz	haan	schwanzen	haan	N	N;MASC+FEM;SG
schwanz	lul	schwanzen	lul	N	N;MASC+FEM;SG
beteiligen	deelnemen	beteiligen	deelnemen	V;NFIN	V;NFIN
untergrund	ondergronds	untergrund	ondergrond	ADJ	ADJ
nachkriegszeit	naoorlogse	nachkriegszeit	naoorlogs	ADJ	ADJ
aufsätze	essays	aufsätzen	essays	N;NOM;PL	N;PL
fränkischen	frankische	fränkischen	frankisch	ADJ;NOM;PL	ADJ
bahnhöfe	stations	bahnhöfen	station	N;NOM;MASC;PL	N;PL
rechtlich	legaal	rechtlich	legaal	ADJ	ADJ
rechtlich	juridisch	rechtlich	juridisch	ADJ	ADJ
rechtlich	wettelijk	rechtlich	wettelijk	ADJ	ADJ
pionier	baanbrekend	pionier	baanbrekend	ADJ	ADJ
pionier	baanbrekende	pionier	baanbrekend	ADJ	ADJ
rumänischen	roemeens	rumänisch	roemeens	ADJ	ADJ
rumänischen	roemeense	rumänisch	roemeens	ADJ	ADJ
tests	tests	tests	tests	N	N;PL
tests	tests	tests	tests	N	N;PL
entfernten	afgelegen	entfernt	aflegen	V;IND;PL;3;PST;FIN	V;V.PTCP
ausgehen	uitgaan	ausgehen	uitgaan	V;NFIN	V;NFIN
ausgehen	daten	ausgehen	daten	V;NFIN	V;NFIN
staffeln	seizoenen	staffeln	seizoen	N;NOM;FEM;PL	N;PL
staffeln	eskaders	staffeln	eskader	N;NOM;FEM;PL	N;PL
trasse	pad	trassen	pad	N	N;NEUT;SG
rechnen	rekenen	rechnen	rekenen	V;NFIN	V;NFIN
rechnen	verwacht	rechnen	verwachten	V;NFIN	V;V.PTCP
rechnen	verwachten	rechnen	verwachten	V;NFIN	V;NFIN
bemerkenswert	opmerkelijk	bemerkenswert	opmerkelijk	ADJ	ADJ
bemerkenswert	opmerkelijk	bemerkenswert	opmerkelijk	ADJ	ADJ
bemerkenswert	opmerkelijke	bemerkenswert	opmerkelijk	ADJ	ADJ
bemerkenswert	merkbaar	bemerkenswert	merkbaar	ADJ	ADJ
bemerkenswert	opmerkelijk	bemerkenswert	opmerkelijk	ADJ	ADJ
bemerkenswert	opmerkelijke	bemerkenswert	opmerkelijk	ADJ	ADJ
bemerkenswert	opvallend	bemerkenswert	opvallend	ADJ	ADJ
bemerkenswert	opmerkelijk	bemerkenswert	opmerkelijk	ADJ	ADJ
deutlicher	duidelijkere	deutlich	duidelijk	ADJ	ADJ;CMPR
deutlicher	helderder	deutlich	helder	ADJ	ADJ;CMPR
deutlicher	duidelijker	deutlich	duidelijk	ADJ	ADJ;CMPR
produzieren	produceren	produzieren	produceren	V;NFIN	V;NFIN
produzieren	produceren	produzieren	produceren	V;NFIN	V;NFIN
öffentlicher	openbaar	öffentlich	openbaar	ADJ	ADJ
toll	groot	toll	groot	ADJ	ADJ
toll	geweldig	toll	geweldig	ADJ	ADJ
toll	fantastisch	toll	fantastisch	ADJ	ADJ
vergrößert	uitgebreid	vergrößern	uitbreiden	V;V.PTCP	V;V.PTCP
vergrößert	vergroot	vergrößern	vergroten	V;V.PTCP	V;V.PTCP
tropischen	tropisch	tropisch	tropisch	ADJ	ADJ
tropischen	tropische	tropisch	tropisch	ADJ	ADJ
vertretung	representatie	vertretung	representatie	N;FEM;SG	N;MASC+FEM;SG
vertretung	vertegenwoordiging	vertretung	vertegenwoordiging	N;FEM;SG	N;MASC+FEM;SG
vertretung	vertegenwoordiger	vertretung	vertegenwoordiger	N;FEM;SG	N;MASC+FEM;SG
abriss	sloop	abreißen	sluipen	N	N;MASC+FEM;SG
abriss	afbraak	abreißen	afbraak	N	N;MASC+FEM;SG
ethnischen	etnisch	ethnisch	etnisch	ADJ;PL	ADJ
konzipiert	verwekt	konzipieren	verwekken	V;V.PTCP	V;V.PTCP
konzipiert	ontworpen	konzipieren	ontwerpen	V;V.PTCP	V;V.PTCP
breiter	wijder	breit	wijder	ADJ	ADJ;CMPR
breiter	ruimer	breit	ruim	ADJ	ADJ;CMPR
breiter	breder	breit	breed	ADJ	ADJ;CMPR
breiter	breed	breit	breed	ADJ	ADJ
breiter	brede	breit	breed	ADJ	ADJ
breiter	wijd	breit	wijden	ADJ	ADJ
breiter	breed	breit	breed	ADJ	ADJ
breiter	ruimer	breit	ruim	ADJ	ADJ;CMPR
breiter	bredere	breit	breed	ADJ	ADJ;CMPR
breiter	breder	breit	breed	ADJ	ADJ;CMPR
vortrag	lezing	vortragen	lezing	N;SG	N;MASC+FEM;SG
vortrag	preek	vortragen	preek	N;SG	N;MASC+FEM;SG
vortrag	spraak	vortragen	spraak	N;SG	N;MASC+FEM;SG
vortrag	toespraak	vortragen	toespraak	N;SG	N;MASC+FEM;SG
vortrag	speech	vortragen	speech	N;SG	N;MASC+FEM;SG
vortrag	redevoering	vortragen	redevoering	N;SG	N;MASC+FEM;SG
vortrag	presentatie	vortragen	presentatie	N;SG	N;MASC+FEM;SG
dienstleistungen	diensten	dienstleistungen	dienst	N;NOM;FEM;PL	N;PL
standorte	lokatie	standort	lokatie	N;NOM	N;MASC+FEM;SG
standorte	locatie	standort	locatie	N;NOM	N;MASC+FEM;SG
standorte	ligging	standort	ligging	N;NOM	N;MASC+FEM;SG
standorte	locaties	standort	locatie	N;NOM	N;PL
standorte	sites	standort	sites	N;NOM	N;PL
erwachsene	volwassenen	erwachsen	volwassenen	ADJ;NOM;FEM;PL	ADJ
erwachsene	volwassen	erwachsen	volwassen	ADJ;NOM;FEM;PL	ADJ
erwachsene	volwassenen	erwachsen	volwassenen	ADJ;NOM;FEM;PL	ADJ
erwachsene	volwassene	erwachsen	volwassene	ADJ;NOM;FEM;PL	ADJ
werfen	gooien	werfen	gooien	V;NFIN	V;NFIN
werfen	gegoten	werfen	eten	V;NFIN	V;V.PTCP
werfen	gooi	werfen	gooi	V;NFIN	V;SG;PRS;FIN
werfen	gooien	werfen	gooien	V;NFIN	V;NFIN
werfen	gooi	werfen	gooi	V;NFIN	V;SG;PRS;FIN
erfunden	verzonnen	erfinden	verzinnen	V;V.PTCP	V;V.PTCP
erfunden	uitgevonden	erfinden	uitvinden	V;V.PTCP	V;V.PTCP
mexikanischen	mexicaanse	mexikanisch	mexicaans	ADJ;NOM;MASC;PL	ADJ
mexikanischen	mexicaans	mexikanisch	mexicaans	ADJ;NOM;MASC;PL	ADJ
ehrenmitglied	honorair	ehrenmitglied	honorair	ADJ	ADJ
vielfalt	veelheid	vielfalt	veelheid	N;NOM;FEM;SG	N;MASC+FEM;SG
vielfalt	pluralisme	vielfalt	pluralisme	N;NOM;FEM;SG	N;NEUT;SG
vielfalt	diversiteit	vielfalt	diversiteit	N;NOM;FEM;SG	N;MASC+FEM;SG
vielfalt	verscheidenheid	vielfalt	verscheidenheid	N;NOM;FEM;SG	N;MASC+FEM;SG
vielfalt	variëteit	vielfalt	variëteit	N;NOM;FEM;SG	N;MASC+FEM;SG
vielfalt	variatie	vielfalt	variatie	N;NOM;FEM;SG	N;MASC+FEM;SG
wettbewerbe	competities	wettbewerb	competitie	N;NOM;PL	N;PL
wettbewerbe	wedstrijden	wettbewerb	wedstrijd	N;NOM;PL	N;PL
wettbewerbe	prijsvragen	wettbewerb	prijsvraag	N;NOM;PL	N;PL
wettbewerbe	wedstrijden	wettbewerb	wedstrijd	N;NOM;PL	N;PL
heiraten	trouwen	heiraten	trouwen	V;NFIN	V;NFIN
heiraten	trouwen	heiraten	trouwen	V;NFIN	V;NFIN
heiraten	trouwen	heiraten	trouwen	V;NFIN	V;NFIN
stellungnahme	advies	stellungnahme	advies	N;NOM;FEM;SG	N;NEUT;SG
stellungnahme	mening	stellungnahme	mening	N;NOM;FEM;SG	N;MASC+FEM;SG
hierher	hier	hierher	hier	ADV	ADV
ausgelöst	geactiveerd	auslösen	activeren	V;V.PTCP	V;V.PTCP
kunsthalle	kunsthalle	kunsthall	kunsthal	N;NOM;FEM;SG	N;MASC+FEM;SG
grundlegende	fundamenteel	grundlegend	fundamenteel	ADJ;NOM;FEM;PL	ADJ
grundlegende	fundamentele	grundlegend	fundamenteel	ADJ;NOM;FEM;PL	ADJ
grundlegende	fundamentele	grundlegend	fundamenteel	ADJ;NOM;FEM;PL	ADJ
grundlegende	basic	grundlegend	basic	ADJ;NOM;FEM;PL	ADJ
professoren	professoren	professor	professor	N;NOM;PL	N;PL
professoren	hoogleraren	professor	hoogleraar	N;NOM;PL	N;PL
konzentrierte	geconcentreerde	konzentrieren	geconcentreerd	V;IND;SG;3;PST;FIN	V;V.PTCP
konzentrierte	geconcentreerd	konzentrieren	concentreren	V;IND;SG;3;PST;FIN	V;V.PTCP
konzentrierte	gefocust	konzentrieren	focusten	V;IND;SG;3;PST;FIN	V;V.PTCP
konzentrierte	geconcentreerd	konzentrieren	concentreren	V;IND;SG;3;PST;FIN	V;V.PTCP
angemeldet	aangemelde	anmelden	aanmelden	V;V.PTCP	V;V.PTCP
angemeldet	aangemeld	anmelden	aanmelden	V;V.PTCP	V;V.PTCP
angemeldet	gearchiveerd	anmelden	archiveren	V;V.PTCP	V;V.PTCP
angemeldet	geklasseerd	anmelden	klasseren	V;V.PTCP	V;V.PTCP
angemeldet	ingediend	anmelden	indienen	V;V.PTCP	V;V.PTCP
angemeldet	gedeponeerd	anmelden	deponeren	V;V.PTCP	V;V.PTCP
brasilianischen	braziliaanse	brasilianisch	braziliaans	ADJ;NOM;MASC;PL	ADJ
brasilianischen	braziliaans	brasilianisch	braziliaans	ADJ;NOM;MASC;PL	ADJ
beratung	advies	beratung	advies	N;NOM;FEM;SG	N;NEUT;SG
beratung	raadgevend	beratung	raadgevend	N;NOM;FEM;SG	N;NEUT;SG
beratung	raadpleging	beratung	raadpleging	N;NOM;FEM;SG	N;MASC+FEM;SG
beratung	begeleiding	beratung	begeleiding	N;NOM;FEM;SG	N;MASC+FEM;SG
beratung	advisering	beratung	advisering	N;NOM;FEM;SG	N;MASC+FEM;SG
beratung	advies	beratung	advies	N;NOM;FEM;SG	N;NEUT;SG
beratung	adviesbureau	beratung	adviesbureau	N;NOM;FEM;SG	N;NEUT;SG
beratung	consultancy	beratung	consultancy	N;NOM;FEM;SG	N;NEUT;SG
beschäftigung	tewerkstelling	Beschäftigung	tewerkstelling	N;NOM;FEM;SG	N;MASC+FEM;SG
beschäftigung	werkgelegenheid	Beschäftigung	werkgelegenheid	N;NOM;FEM;SG	N;MASC+FEM;SG
orientierung	oriëntatie	orientierung	oriëntatie	N;NOM;FEM;SG	N;MASC+FEM;SG
orientierung	oriëntering	orientierung	oriëntering	N;NOM;FEM;SG	N;MASC+FEM;SG
elektronischen	elektronisch	elektronisch	elektronisch	ADJ	ADJ
untergang	ondergang	untergehen	ondergang	N	N;MASC+FEM;SG
untergang	bestraffing	untergehen	bestraffing	N	N;MASC+FEM;SG
untergang	onheil	untergehen	onheil	N	N;NEUT;SG
untergang	doom	untergehen	doom	N	N;MASC+FEM;SG
rache	wraak	rachen	wraak	N;NOM;SG	N;MASC+FEM;SG
rache	vergelding	rachen	vergelding	N;NOM;SG	N;MASC+FEM;SG
rache	wraak	rachen	wraak	N;NOM;SG	N;MASC+FEM;SG
rache	wraak	rachen	wraak	N;NOM;SG	N;MASC+FEM;SG
päpstlichen	pauselijke	päpstlich	pauselijk	ADJ;NOM;MASC;PL	ADJ
päpstlichen	pauselijke	päpstlich	pauselijk	ADJ;NOM;MASC;PL	ADJ
finanziell	financieel	finanziell	financieel	ADJ	ADJ
finanziell	financieel	finanziell	financieel	ADJ	ADJ
beamter	officiële	beamt	officeel	ADJ	ADJ
beamter	officieel	beamt	officieel	ADJ	ADJ
allgemeines	algemene	allgemein	algemeen	ADJ;NOM;NEUT;SG	ADJ
allgemeines	algemeen	allgemein	algemeen	ADJ;NOM;NEUT;SG	ADJ
identifiziert	identificeert	identifizieren	identificeren	V;V.PTCP	V;SG;PRS;FIN
identifiziert	geïdentificeerde	identifizieren	dentificeren	V;V.PTCP	V;SG;PST;FIN
identifiziert	geïdentificeerd	identifizieren	dentificeren	V;V.PTCP	V;V.PTCP
gerecht	eerlijke	rechen	eerlijk	ADJ	ADJ
gerecht	redelijk	rechen	redelijk	ADJ	ADJ
gerecht	fair	rechen	fair	ADJ	ADJ
gerecht	eerlijk	rechen	eerlijk	ADJ	ADJ
gerecht	billijk	rechen	billijk	ADJ	ADJ
gerecht	billijke	rechen	billijk	ADJ	ADJ
schaut	kijk	schauen	kijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
barocke	barokke	barock	barokken	ADJ;NOM;FEM;PL	ADJ
vermitteln	communiceren	vermitteln	communiceren	V;NFIN	V;NFIN
vermitteln	bemiddelen	vermitteln	bemiddelen	V;NFIN	V;NFIN
vermitteln	overbrengen	vermitteln	overbrengen	V;NFIN	V;NFIN
argentinischer	argentijns	argentinisch	argentijns	ADJ	ADJ
argentinischer	argentijnse	argentinisch	argentijns	ADJ	ADJ
argentinischer	argentijns	argentinisch	argentijns	ADJ	ADJ
argentinischer	argentijnse	argentinisch	argentijns	ADJ	ADJ
positiven	positief	positiv	positief	ADJ	ADJ
positiven	positieve	positiv	positief	ADJ	ADJ
dunkle	duister	dunkel	duister	ADJ;NOM;FEM;PL	ADJ
dunkle	donker	dunkel	donker	ADJ;NOM;FEM;PL	ADJ
dunkle	donkere	dunkel	donker	ADJ;NOM;FEM;PL	ADJ
floh	gevlucht	fliehen	vluchten	V;IND;SG;3;FIN	V;V.PTCP
floh	vluchtte	fliehen	vluchten	V;IND;SG;3;FIN	V;SG;PST;FIN
floh	ontvlucht	fliehen	ontvluchten	V;IND;SG;3;FIN	V;V.PTCP
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	N;MASC+FEM;SG
margarete	margaretha	margaret	margaretha	N;NOM;FEM;SG	N;MASC+FEM;SG
margarete	margarete	margaret	margarete	N;NOM;FEM;SG	N;MASC+FEM;SG
deutet	aangeeft	deuten	aanveffen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
religionen	religies	religion	religie	N;NOM;PL	N;PL
mitwirkung	betrokkenheid	mitwirkung	betrokkenheid	N;NOM;FEM;SG	N;MASC+FEM;SG
mitwirkung	deelneming	mitwirkung	deelneming	N;NOM;FEM;SG	N;MASC+FEM;SG
mitwirkung	participatie	mitwirkung	participatie	N;NOM;FEM;SG	N;MASC+FEM;SG
mitwirkung	deelname	mitwirkung	deelname	N;NOM;FEM;SG	N;MASC+FEM;SG
freigegeben	vrijgelaten	freigeben	vrijlaten	V;V.PTCP	V;V.PTCP
freigegeben	vrijgegeven	freigeben	vrijgeven	V;V.PTCP	V;V.PTCP
freigegeben	uitgebracht	freigeben	uitbrengen	V;V.PTCP	V;V.PTCP
entscheidenden	doorslaggevend	entscheidend	doorslaggevend	ADJ	ADJ
weißer	blanke	weiß	blank	ADJ	ADJ
weißer	blank	weiß	blank	ADJ	ADJ
orientierte	georiënteerd	orientieren	oriënteren	V;IND;SG;3;PST;FIN	V;V.PTCP
orientierte	georiënteerde	orientieren	oriënteren	V;IND;SG;3;PST;FIN	V;V.PTCP
afrikanischen	afrikaanse	afrikanisch	afrikaans	ADJ;ACC;MASC;SG	ADJ
afrikanischen	afrikaans	afrikanisch	afrikaans	ADJ;ACC;MASC;SG	ADJ
externen	extern	extern	extern	ADJ	ADJ
externen	uitwendig	extern	uitwendig	ADJ	ADJ
externen	externe	extern	extern	ADJ	ADJ
auswertung	interpretatie	auswertung	interpretatie	N;FEM;SG	N;MASC+FEM;SG
auswertung	uitlegging	auswertung	uitlegging	N;FEM;SG	N;MASC+FEM;SG
auswertung	vertolking	auswertung	vertolking	N;FEM;SG	N;MASC+FEM;SG
auswertung	evaluatie	auswertung	evaluatie	N;FEM;SG	N;MASC+FEM;SG
auswertung	beoordeling	auswertung	beoordeling	N;FEM;SG	N;MASC+FEM;SG
auswertung	analyse	auswertung	analyse	N;FEM;SG	N;MASC+FEM;SG
rumänischer	roemeens	rumänisch	roemeens	ADJ	ADJ
rumänischer	roemeense	rumänisch	roemeens	ADJ	ADJ
messung	meting	messung	meting	N;SG	N;MASC+FEM;SG
messung	meting	messung	meting	N;SG	N;MASC+FEM;SG
schlagen	stompen	schlagen	stomp	V;NFIN	V;NFIN
schlagen	slaan	schlagen	slaan	V;NFIN	V;NFIN
schlagen	slaan	schlagen	slaan	V;NFIN	V;NFIN
schlagen	kloppend	schlagen	kloppen	V;NFIN	V;V.PTCP
geschwister	verwant	geschwister	verwant	ADJ	ADJ
ansässig	woonachtig	ansässig	woonachtig	ADJ	ADJ
erkrankungen	ziektes	erkrankung	ziekte	N;NOM;FEM;PL	N;PL
erkrankungen	ziekten	erkrankung	ziekte	N;NOM;FEM;PL	N;PL
erkrankungen	ziektes	erkrankung	ziekte	N;NOM;FEM;PL	N;PL
erkrankungen	ziekten	erkrankung	ziekte	N;NOM;FEM;PL	N;PL
erkrankungen	stoornissen	erkrankung	stoornis	N;NOM;FEM;PL	N;PL
erkrankungen	aandoeningen	erkrankung	aandoening	N;NOM;FEM;PL	N;PL
blüte	bloesem	blüt	bloesem	N;NOM;FEM;SG	N;MASC+FEM;SG
blüte	bloei	blüt	bloei	N;NOM;FEM;SG	N;MASC+FEM;SG
blüte	bloem	blüt	bloem	N;NOM;FEM;SG	N;MASC+FEM;SG
blüte	bloempje	blüt	bloem	N;NOM;FEM;SG	N;NEUT;SG
blüte	bloemetje	blüt	bloemetje	N;NOM;FEM;SG	N;NEUT;SG
blüte	bloom	blüt	bloom	N;NOM;FEM;SG	N;MASC+FEM;SG
blüte	bloei	blüt	bloei	N;NOM;FEM;SG	N;MASC+FEM;SG
durchgesetzt	afgedwongen	durchsetzen	afdwingen	V;V.PTCP	V;V.PTCP
ausländische	buitenlands	ausländisch	buitenlands	ADJ;NOM;FEM;PL	ADJ
digitalen	digitaal	digital	digitaal	ADJ;ACC;MASC;SG	ADJ
enger	dichterbij	eng	dichtbij	ADJ	ADJ;CMPR
enger	dichter	eng	dichter	ADJ	ADJ;CMPR
enger	strakker	eng	strak	ADJ	ADJ;CMPR
enger	smaller	eng	smal	ADJ	ADJ;CMPR
enger	strakker	eng	strak	ADJ	ADJ;CMPR
überprüft	nagekeken	überprüfen	nagekijken	V;V.PTCP	V;V.PTCP
überprüft	gecheckt	überprüfen	checken	V;V.PTCP	V;V.PTCP
überprüft	gecontroleerd	überprüfen	controleren	V;V.PTCP	V;V.PTCP
überprüft	geverifieerde	überprüfen	verifiëren	V;V.PTCP	V;V.PTCP
überprüft	gecontroleerd	überprüfen	controleren	V;V.PTCP	V;V.PTCP
