ennuste	پیشگوئی	ennuste	پیشگوئی	N;NOM;SG	N;NOM;FEM;SG;3
rekisteri	فرد	rekisteri	فرد	N;NOM;SG	N;NOM;MASC;SG;3
rekisteri	رفتار	rekisteri	رفتار	N;NOM;SG	N;NOM;MASC;SG;3
rekisteri	دفتر	rekisteri	دفتر	N;NOM;SG	N;NOM;MASC;SG;3
rekisteri	فہرست	rekisteri	فہرست	N;NOM;SG	N;NOM;FEM;SG;3
rekisteri	رجسٹری	rekisteri	رجسٹری	N;NOM;SG	N;NOM;MASC;SG;3
äärimmäinen	بُنیادی	äärimmäinen	بُنیادی	ADJ;NOM;SG	ADJ
äärimmäinen	آخری	äärimmäinen	آخری	ADJ;NOM;SG	ADJ
äärimmäinen	اساسی	äärimmäinen	اساسی	ADJ;NOM;SG	ADJ
äärimmäinen	جابرانہ	äärimmäinen	جابرانہ	ADJ;NOM;SG	ADJ
äärimmäinen	آخری	äärimmäinen	آخری	ADJ;NOM;SG	ADJ
äärimmäinen	سخت	äärimmäinen	سخت	ADJ;NOM;SG	ADJ
omituinen	عجیب	omituinen	عجیب	ADJ;NOM;SG	ADJ
tasapeli	تعلق	tasa#peli	تعلق	N;NOM;SG	N;NOM;MASC;SG;3
tasapeli	حافظے	tasa#peli	حافظہ	N;NOM;SG	N;NOM;MASC;SG;3
natrium	سوڈا	natrium	سوڈا	N;NOM;SG	N;NOM;MASC;SG;3
upottaa	چھانا	upottaa	چھانا	V;SG;NFIN;ACT	V;SG;NFIN;ACT
maski	بناوٹ	maski	بناوٹ	N;NOM;SG	N;NOM;MASC;SG;3
lattia	میدان	lattia	میدان	N;NOM;SG	N;NOM;MASC;SG;3
lattia	غار	lattia	غار	N;NOM;SG	N;NOM;MASC;SG;3
ikuista	غیرمبدّل	iku	غیرمبدّل	ADJ;PRT;SG	ADJ
havaitseminen	تفتیش	havaitseminen	تفتیش	N;NOM;SG	N;NOM;FEM;SG;3
havaitseminen	سراغ	havaitseminen	سراغ	N;NOM;SG	N;NOM;MASC;SG;3
avioton	غلط	aviotto	غلط	ADJ;NOM;SG	ADJ
avioton	ناجائز	aviotto	ناجائز	ADJ;NOM;SG	ADJ
kuule	ماننا	kuulla	مان	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN
kuule	سُنایا	kuulla	سُنا	V;IMP;SG;2;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
pyöri	پھیرا	pyöri	پھیرا	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP;ACT
sosialismi	اشتراکیت	sosialismi	اشتراکیت	N;NOM;SG	N;NOM;MASC;SG;3
adagio	دھیمی	adagio	دھیمی	N;NOM;SG	N;NOM;MASC;SG;3
tarkoittaen	دلالت.	tarkoittaa	دلالت.	V;INS;SG;NFIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
tarkoittaen	دلالت.	tarkoittaa	دلالت.	V;INS;SG;NFIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
kompromissi	تصفیہ	kompromissi	تصفیہ	N;NOM;SG	N;NOM;MASC;SG;3
surkea	خستہ	surkea	خستہ	ADJ;NOM;SG	ADJ
ristiriitainen	انکاری	risti#riitainen	انکاری	ADJ;NOM;SG	ADJ
mat	ربڑ	mat	ربڑ	N;NOM;SG	N;NOM;MASC;SG;3
mat	فرش	mat	فرش	N;NOM;SG	N;NOM;MASC;SG;3
mat	ربڑ	mat	ربڑ	N;NOM;SG	N;NOM;MASC;SG;3
mat	فرش	mat	فرش	N;NOM;SG	N;NOM;MASC;SG;3
oksa	دریا	oksa	دریا	N;NOM;SG	N;NOM;MASC;SG;3
pistin	گھوپننا.	pistää	گھوپننا.	V;IND;SG;1;PST;FIN;ACT	V;SG;NFIN;ACT
luonnos	خاکہ	luonnos	خاکہ	N;NOM;SG	N;NOM;MASC;SG;3
yllättävä	حیرتناک	yllättävä	حیرتناک	ADJ;NOM;SG	ADJ
tyyni	ساکت	tyyni	ساکت	N;NOM;SG	N;NOM;MASC;SG;3
yksilöllinen	نادر	yksilöllinen	نادر	ADJ;NOM;SG	ADJ
yksilöllinen	نادر	yksilöllinen	نادر	ADJ;NOM;SG	ADJ
yksilöllinen	خصوصی	yksilöllinen	خصوصی	ADJ;NOM;SG	ADJ
yksilöllinen	خصوصی	yksilöllinen	خصوصی	ADJ;NOM;SG	ADJ
gadget	تدبیر	gadget	تدبیر	N;NOM;SG	N;NOM;MASC;SG;3
gadget	ترکیب	gadget	ترکیب	N;NOM;SG	N;NOM;FEM;SG;3
erityiset	واضح	erityinen	واضح	ADJ;NOM;PL	ADJ
erityiset	مطلوبہ	erityinen	مطلوبہ	ADJ;NOM;PL	ADJ
erityiset	امتیازی	erityinen	امتیازی	ADJ;NOM;PL	ADJ
erityiset	اعلیٰ	erityinen	اعلیٰ	ADJ;NOM;PL	ADJ
erityiset	مقررہ	erityinen	مقررہ	ADJ;NOM;PL	ADJ
hyväksyntä	قبولیت	hyväksyntä	قبولیت	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyntä	رضامندی.	hyväksyntä	رضامندی.	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyntä	رضامندی	hyväksyntä	رضامندی	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyntä	اقرار	hyväksyntä	اقرار	N;NOM;SG	N;NOM;MASC;SG;3
arkki	صندوق	arkki	صندوق	N;NOM;SG	N;NOM;MASC;SG;3
arkki	اخبار	arkki	اخبار	N;NOM;SG	N;NOM;MASC;SG;3
arkki	پارچہ	arkki	پارچہ	N;NOM;SG	N;NOM;MASC;SG;3
puolustaminen	حمایت	puolustaminen	حمایت	N;NOM;SG	N;NOM;MASC;SG;3
puolustaminen	مدافعت	puolustaminen	مدافعت	N;NOM;SG	N;NOM;MASC;SG;3
puolustaminen	تائید	puolustaminen	تائید	N;NOM;SG	N;NOM;MASC;SG;3
pilkku	نشان	pilkku	نشان	N;NOM;SG	N;NOM;MASC;SG;3
synti	گناہ	synti	گناہ	N;NOM;SG	N;NOM;MASC;SG;3
synti	گناہ	synti	گناہ	N;NOM;SG	N;NOM;MASC;SG;3
pöytä	ہوٹل	pöytä	ہوٹل	N;NOM;SG	N;NOM;FEM;SG;3
älykkyys	فہم	älykkyys	فہم	N;NOM;SG	N;NOM;MASC;SG;3
edellytä	چاہنا	edellyttää	چاہ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
tiukat	دشوار	tiukka	دشوار	ADJ;NOM;PL	ADJ
tiukat	دشوار	tiukka	دشوار	ADJ;NOM;PL	ADJ
palkata	بھاڑا.	palkata	بھاڑا.	V;SG;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
kapinallinen	منحرف.	kapinallinen	منحرف.	ADJ;NOM;SG	ADJ
kapinallinen	منحرف.	kapinallinen	منحرف.	ADJ;NOM;SG	ADJ
kapinallinen	باغی	kapinallinen	باغی	ADJ;NOM;SG	ADJ
kapinallinen	منحرف	kapinallinen	منحرف	ADJ;NOM;SG	ADJ
kapinallinen	منحرف	kapinallinen	منحرف	ADJ;NOM;SG	ADJ
kapinallinen	باغیانہ	kapinallinen	باغیانہ	ADJ;NOM;SG	ADJ
tarjonta	سامان	tarjonta	سامان	N;NOM;SG	N;NOM;MASC;SG;3
hassu	دلچسپ	hassu	دلچسپ	ADJ;NOM;SG	ADJ
hassu	پُرلطف	hassu	پُرلطف	ADJ;NOM;SG	ADJ
hassu	عجیب	hassu	عجیب	ADJ;NOM;SG	ADJ
hassu	سادہ	hassu	سادہ	ADJ;NOM;SG	ADJ
synnynnäinen	طبعی	synnynnäinen	طبعی	ADJ;NOM;SG	ADJ
puhtaat	صاف	puhdas	صاف	ADJ;NOM;PL	ADJ
puhtaat	فحاشی	puhdas	فحاشی	ADJ;NOM;PL	ADJ
puhtaat	ستھرائی	puhdas	ستھرائی	ADJ;NOM;PL	ADJ
puhtaat	ہموار	puhdas	ہموار	ADJ;NOM;PL	ADJ
puhtaat	واضح	puhdas	واضح	ADJ;NOM;PL	ADJ
puhtaat	تیز	puhdas	تیز	ADJ;NOM;PL	ADJ
puhtaat	مکمل	puhdas	مکمل	ADJ;NOM;PL	ADJ
puhtaat	تازہ	puhdas	تازہ	ADJ;NOM;PL	ADJ
orjuus	غلامی	orjuus	غلامی	N;NOM;SG	N;NOM;MASC;SG;3
tarkastus	محاسبہ	tarkastus	محاسبہ	N;NOM;SG	N;NOM;MASC;SG;3
tarkastus	تنقیح	tarkastus	تنقیح	N;NOM;SG	N;NOM;MASC;SG;3
tarkastus	معائنہ	tarkastus	معائنہ	N;NOM;SG	N;NOM;MASC;SG;3
tarkastus	جانچ	tarkastus	جانچ	N;NOM;SG	N;NOM;MASC;SG;3
tarkastus	جائزہ	tarkastus	جائزہ	N;NOM;SG	N;NOM;MASC;SG;3
tarkastus	تصدیق	tarkastus	تصدیق	N;NOM;SG	N;NOM;MASC;SG;3
graniitti	ارادہ	graniitti	ارادہ	N;NOM;SG	N;NOM;MASC;SG;3
nappaa	کھینچنا	napa	کھینچ	V;IMP;SG;2;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
nappaa	پھانسنے	napa	پھانسنے	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN;ACT
nappaa	روکنے	napa	روک	V;IMP;SG;2;PRS;FIN;ACT	V;ACC;NFIN
vahti	نگرانی	vahti	نگرانی	N;NOM;SG	N;NOM;MASC;SG;3
vahti	چوکسی	vahti	چوکسی	N;NOM;SG	N;NOM;MASC;SG;3
vahti	محافظ	vahti	محافظ	N;NOM;SG	N;NOM;MASC;SG;3
keskittyminen	تقریب	keskittyminen	تقریب	N;NOM;SG	N;NOM;FEM;SG;3
keskittyminen	دلچسپی	keskittyminen	دلچسپی	N;NOM;SG	N;NOM;MASC;SG;3
halukkaita	تیار	halukas	تیار	ADJ;PRT;PL	ADJ
halukkaita	تیار	halukas	تیار	ADJ;PRT;PL	ADJ
halukkaita	آمادہ	halukas	آمادہ	ADJ;PRT;PL	ADJ
halukkaita	راضی	halukas	راضی	ADJ;PRT;PL	ADJ
työpaikka	دھوکا	työ#paikka	دھوکا	N;NOM;SG	N;NOM;MASC;SG;3
työpaikka	فریب	työ#paikka	فریب	N;NOM;SG	N;NOM;MASC;SG;3
työpaikka	کیفیت	työ#paikka	کیفیت	N;NOM;SG	N;NOM;FEM;SG;3
työpaikka	دفتر	työ#paikka	دفتر	N;NOM;SG	N;NOM;MASC;SG;3
osakas	ساتھی	osakas	ساتھی	N;NOM;SG	N;NOM;MASC;SG;3
osakas	ساتھی	osakas	ساتھی	N;NOM;SG	N;NOM;MASC;SG;3
huomattavat	معقول	huomattava	معقول	ADJ;NOM;PL	ADJ
huomattavat	کافی	huomattava	کافی	ADJ;NOM;PL	ADJ
huomattavat	نمایاں	huomattava	نمایاں	ADJ;NOM;PL	ADJ
huomattavat	معقول	huomattava	معقول	ADJ;NOM;PL	ADJ
huomattavat	خاصا	huomattava	خاصا	ADJ;NOM;PL	ADJ
huomattavat	کافی	huomattava	کافی	ADJ;NOM;PL	ADJ
huomattavat	نمایاں	huomattava	نمایاں	ADJ;NOM;PL	ADJ
kokonaisena	مکمل	kokonainen	مکمل	ADJ;FRML;SG	ADJ
kokonaisena	مکمل	kokonainen	مکمل	ADJ;FRML;SG	ADJ
rajoitus	رکاوٹ	rajoitus	رکاوٹ	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	مزاحمت	rajoitus	مزاحمت	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	پابندی	rajoitus	پابندی	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	رکاوٹ	rajoitus	رکاوٹ	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	تحدید	rajoitus	تحدید	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	مزاحمت	rajoitus	مزاحمت	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	معذوری	rajoitus	معذوری	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	احاطہ	rajoitus	احاطہ	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	تحدید	rajoitus	تحدید	N;NOM;SG	N;NOM;MASC;SG;3
rajoitus	رکاوٹ	rajoitus	رکاوٹ	N;NOM;SG	N;NOM;MASC;SG;3
hiljaista	خاموش	hiljainen	خاموش	ADJ;PRT;SG	ADJ
neuvonta	اطلاع	neuvonta	اطلاع	N;NOM;SG	N;NOM;FEM;SG;3
neuvonta	صلاح-	neuvonta	صلاح-	N;NOM;SG	N;NOM;MASC;SG;3
neuvonta	اطلاع	neuvonta	اطلاع	N;NOM;SG	N;NOM;FEM;SG;3
neuvonta	صلاح-	neuvonta	صلاح-	N;NOM;SG	N;NOM;MASC;SG;3
neuvonta	مشورہ	neuvonta	مشورہ	N;NOM;SG	N;NOM;MASC;SG;3
kiistaton	عمدہ	kiistaton	عمدہ	ADJ;NOM;SG	ADJ
kiistaton	یقینی	kiistaton	یقینی	ADJ;NOM;SG	ADJ
toivottavaa	مطلوب	toivottava	مطلوب	ADJ;PRT;SG	ADJ
toivottavaa	پسندیدہ	toivottava	پسندیدہ	ADJ;PRT;SG	ADJ
toivottavaa	مرغوب	toivottava	مرغوب	ADJ;PRT;SG	ADJ
gnome	حکمت	gnome	حکمت	N;NOM;SG	N;NOM;MASC;SG;3
aisti	فہم	aisti	فہم	N;NOM;SG	N;NOM;MASC;SG;3
välimuisti	دولت	väli#muisti	دولت	N;NOM;SG	N;NOM;FEM;SG;3
hämärä	نامعتبر	hämärä	نامعتبر	ADJ;NOM;SG	ADJ
hämärä	مشتبہ	hämärä	مشتبہ	ADJ;NOM;SG	ADJ
puheenjohtajuus	چیئرمینی	puheen#johtajuus	چیئرمینی	N;NOM;SG	N;NOM;MASC;SG;3
puheenjohtajuus	صدارت	puheen#johtajuus	صدارت	N;NOM;SG	N;NOM;MASC;SG;3
puheenjohtajuus	صدارت	puheen#johtajuus	صدارت	N;NOM;SG	N;NOM;MASC;SG;3
kammio	خانہ	kammio	خانہ	N;NOM;SG	N;NOM;MASC;SG;3
aseta	پھیلانا	asettaa	پھیلانا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	جوڑنا	asettaa	جوڑ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	بیٹھنا	asettaa	بیٹھ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	پھیلانا	asettaa	پھیلانا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	جوڑنا	asettaa	جوڑ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	رکھنا	asettaa	رکھ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	بیٹھنا	asettaa	بیٹھ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
aseta	جمانا	asettaa	جمانا	V;IMP;SG;2;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
elvyttää	ہونا	elvyttää	ہو	V;IND;SG;NFIN;ACT	V;MASC;SG;NFIN;ACT
näppäimistö	مشین	näppäimistö	مشین	N;NOM;SG	N;NOM;MASC;SG;3
hae	بہانا	hakea	بہا	V;IMP;SG;2;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
hae	ٹکانا	hakea	ٹکانا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;V.PTCP;ACT
hae	چوٹ	hakea	چوٹ	V;IMP;SG;2;FIN;ACT	V;ACT
hae	بھڑکانا	hakea	بھڑکانا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
hae	لانے	hakea	لا	V;IMP;SG;2;FIN;ACT	V;NFIN
hae	سیکھنا	hakea	سیکھ	V;IMP;SG;2;FIN;ACT	V;SG;NFIN;ACT
hae	سمجھنا	hakea	سمجھ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
hae	کمانا	hakea	کمانا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
hae	پانا	hakea	پانا	V;IMP;SG;2;FIN;ACT	V;SG;NFIN;ACT
hae	سیکھنا	hakea	سیکھ	V;IMP;SG;2;FIN;ACT	V;SG;NFIN;ACT
hae	سمجھنا	hakea	سمجھ	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
hae	کمانا	hakea	کمانا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
eettinen	پسندیدہ	eettinen	پسندیدہ	ADJ;NOM;SG	ADJ
ujo	محتاط	ujo	محتاط	ADJ;NOM;SG	ADJ
ujo	نامانوس	ujo	نامانوس	ADJ;NOM;SG	ADJ
tiedustelupalvelu	فہم	tiedustelu#palvelu	فہم	N;NOM;SG	N;NOM;MASC;SG;3
muuttoliike	مہاجرت	muutto#liike	مہاجرت	N;NOM;SG	N;NOM;MASC;SG;3
moraalista	مقولہ	moraali	مقولہ	ADJ;PRT;SG	ADJ
joustava	لچکدار	joustava	لچکدار	ADJ;NOM;SG	ADJ
monopoli	احتکار	monopoli	احتکار	N;NOM;SG	N;NOM;MASC;SG;3
kieltäytyä	گرنا	kieltäytyä	گر	V;SG;NFIN;ACT	V;MASC;SG;NFIN;ACT
kieltäytyä	بگڑنا	kieltäytyä	بگڑ	V;SG;NFIN;ACT	V;NFIN
perusteellinen	مکمل	perusteellinen	مکمل	ADJ;NOM;SG	ADJ
perusteellinen	قطعی	perusteellinen	قطعی	ADJ;NOM;SG	ADJ
komissaari	کمشنر	komissaari	کمشنر	N;NOM;SG	N;NOM;MASC;SG;3
petos	چکمہ	petos	چکمہ	N;NOM;SG	N;NOM;MASC;SG;3
petos	جعل	petos	جعل	N;NOM;SG	N;NOM;MASC;SG;3
yhteenotto	مقابلہ	yhteen#otto	مقابلہ	N;NOM;SG	N;NOM;MASC;SG;3
ilmeinen	ظاہری	ilmeinen	ظاہری	ADJ;NOM;SG	ADJ
ilmeinen	آشکار	ilmeinen	آشکار	ADJ;NOM;SG	ADJ
ilmeinen	واضح	ilmeinen	واضح	ADJ;NOM;SG	ADJ
ilmeinen	آشکار	ilmeinen	آشکار	ADJ;NOM;SG	ADJ
ilmeinen	عیاں	ilmeinen	عیاں	ADJ;NOM;SG	ADJ
ilmeinen	واضح	ilmeinen	واضح	ADJ;NOM;SG	ADJ
ilmeinen	ظاہری	ilmeinen	ظاہری	ADJ;NOM;SG	ADJ
ilmeinen	ظاہر	ilmeinen	ظاہر	ADJ;NOM;SG	ADJ
ilmeinen	ظاہر	ilmeinen	ظاہر	ADJ;NOM;SG	ADJ
ilmeinen	آشکار	ilmeinen	آشکار	ADJ;NOM;SG	ADJ
lauma	جماعت	lauma	جماعت	N;NOM;SG	N;NOM;FEM;SG;3
lauma	اون	lauma	اون	N;NOM;SG	N;NOM;MASC;SG;3
lauma	گروہ	lauma	گروہ	N;NOM;SG	N;NOM;MASC;SG;3
lauma	گروہ	lauma	گروہ	N;NOM;SG	N;NOM;MASC;SG;3
aave	روح	aave	روح	N;NOM;SG	N;NOM;MASC;SG;3
suojaaminen	مدافعت	suojaaminen	مدافعت	N;NOM;SG	N;NOM;MASC;SG;3
suojaaminen	مدافعت	suojaaminen	مدافعت	N;NOM;SG	N;NOM;MASC;SG;3
luonnolliset	ارضی	luonnollinen	ارضی	ADJ;NOM;PL	ADJ
luonnolliset	سادہ	luonnollinen	سادہ	ADJ;NOM;PL	ADJ
luonnolliset	فطری	luonnollinen	فطری	ADJ;NOM;PL	ADJ
luonnolliset	اصلی	luonnollinen	اصلی	ADJ;NOM;PL	ADJ
luonnolliset	ارضی	luonnollinen	ارضی	ADJ;NOM;PL	ADJ
luonnolliset	سادہ	luonnollinen	سادہ	ADJ;NOM;PL	ADJ
luonnolliset	طبعی	luonnollinen	طبعی	ADJ;NOM;PL	ADJ
luonnolliset	فطری	luonnollinen	فطری	ADJ;NOM;PL	ADJ
tarjoa	للکارنا.	tarjota	للکارن	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
tarjoa	بولی	tarjota	بول	V;IMP;SG;2;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
tarjoa	بولی	tarjota	بول	V;IMP;SG;2;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
räätäli	درزی	räätäli	درزی	N;NOM;SG	N;NOM;MASC;SG;3
miinus	خسارہ	miinus	خسارہ	N;NOM;SG	N;NOM;MASC;SG;3
miinus	خسارہ	miinus	خسارہ	N;NOM;SG	N;NOM;MASC;SG;3
reach	دسترس	reach	دسترس	N;NOM;SG	N;NOM;MASC;SG;3
reach	رسائی	reach	رسائی	N;NOM;SG	N;NOM;MASC;SG;3
reach	دسترس	reach	دسترس	N;NOM;SG	N;NOM;MASC;SG;3
leima	قسم	leima	قسم	N;NOM;SG	N;NOM;MASC;SG;3
valmistelu	تیاری	valmistelu	تیاری	N;NOM;SG	N;NOM;MASC;SG;3
valmistelu	آمادگی	valmistelu	آمادگی	N;NOM;SG	N;NOM;MASC;SG;3
likainen	قبیح	likainen	قبیح	ADJ;NOM;SG	ADJ
likainen	پُرنجاست	likainen	پُرنجاست	ADJ;NOM;SG	ADJ
likainen	قبیح	likainen	قبیح	ADJ;NOM;SG	ADJ
likainen	پُرنجاست	likainen	پُرنجاست	ADJ;NOM;SG	ADJ
likainen	مبتذل	likainen	مبتذل	ADJ;NOM;SG	ADJ
likainen	ناپسندیدہ	likainen	ناپسندیدہ	ADJ;NOM;SG	ADJ
likainen	ذلیل	likainen	ذلیل	ADJ;NOM;SG	ADJ
likainen	مبتذل	likainen	مبتذل	ADJ;NOM;SG	ADJ
likainen	ناپسندیدہ	likainen	ناپسندیدہ	ADJ;NOM;SG	ADJ
likainen	ذلیل	likainen	ذلیل	ADJ;NOM;SG	ADJ
ansiot	نیکیاں	ansio	نیکی	N;NOM;PL	N;NOM;MASC;PL;3
kieltäminen	امتناع	kieltäminen	امتناع	N;NOM;SG	N;NOM;MASC;SG;3
kieltäminen	امتناع	kieltäminen	امتناع	N;NOM;SG	N;NOM;MASC;SG;3
kieltäminen	ممانعت	kieltäminen	ممانعت	N;NOM;SG	N;NOM;MASC;SG;3
eläke	سبکدوشی	eläke	سبکدوش	N;NOM;SG	N;NOM;MASC;SG;3
vääntää	مڑنا	vääntää	مڑ	V;IND;SG;3;PRS;FIN;ACT	V;SG;NFIN;ACT
vääntää	توڑنے	vääntää	توڑ	V;IND;SG;3;PRS;FIN;ACT	V;ACC;NFIN
vääntää	بُننا.	vääntää	بُننا.	V;IND;SG;3;PRS;FIN;ACT	V;SG;NFIN;ACT
vääntää	مروڑنا.	vääntää	مروڑنان	V;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
vääntää	مڑنا	vääntää	مڑ	V;IND;SG;3;PRS;FIN;ACT	V;SG;NFIN;ACT
vääntää	توڑنے	vääntää	توڑ	V;IND;SG;3;PRS;FIN;ACT	V;ACC;NFIN
vääntää	بُننا.	vääntää	بُننا.	V;IND;SG;3;PRS;FIN;ACT	V;SG;NFIN;ACT
vääntää	مروڑنا.	vääntää	مروڑنان	V;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
pidätetty	روکنا	pidättää	روک	V;NOM;SG;V.PTCP;PASS	V;NFIN
momentti	مضمون	momentti	مضمون	N;NOM;SG	N;NOM;MASC;SG;3
ilmeistä	ظاہری	ilmeinen	ظاہری	ADJ;PRT;SG	ADJ
ilmeistä	آشکار	ilmeinen	آشکار	ADJ;PRT;SG	ADJ
ilmeistä	واضح	ilmeinen	واضح	ADJ;PRT;SG	ADJ
ilmeistä	آشکار	ilmeinen	آشکار	ADJ;PRT;SG	ADJ
ilmeistä	عیاں	ilmeinen	عیاں	ADJ;PRT;SG	ADJ
ilmeistä	واضح	ilmeinen	واضح	ADJ;PRT;SG	ADJ
ilmeistä	ظاہری	ilmeinen	ظاہری	ADJ;PRT;SG	ADJ
nukkuu	سُن	nukkua	سُن	V;IND;SG;3;PRS;FIN;ACT	V;ACT
asiamies	نیابت	asia#mies	نیابت	N;NOM;SG	N;NOM;MASC;SG;3
turvallista	معتبر	turvallinen	معتبر	ADJ;PRT;SG	ADJ
turvallista	یقینی	turvallinen	یقینی	ADJ;PRT;SG	ADJ
syöttö	بلندی	syöttö	بلندی	N;NOM;SG	N;NOM;FEM;SG;3
syöttö	درجہ	syöttö	درجہ	N;NOM;SG	N;NOM;MASC;SG;3
syöttö	بلندی	syöttö	بلندی	N;NOM;SG	N;NOM;FEM;SG;3
syöttö	درجہ	syöttö	درجہ	N;NOM;SG	N;NOM;MASC;SG;3
pilotti	رہبر	pilottaa	رہبر	N;NOM;SG	N;NOM;MASC;SG;3
luopuminen	استعفا	luopuminen	استعفا	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	رازداری	mysteeri	رازداری	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	خفیہ	mysteeri	خفیہ	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	رمزیت	mysteeri	رمزیت	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	رازداری	mysteeri	رازداری	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	خفیہ	mysteeri	خفیہ	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	راز	mysteeri	راز	N;NOM;SG	N;NOM;MASC;SG;3
mysteeri	رمزیت	mysteeri	رمزیت	N;NOM;SG	N;NOM;MASC;SG;3
epätavallinen	انوکھا	epätavallinen	انوکھا	ADJ;NOM;SG	ADJ;NOM;MASC;SG
epätavallinen	غیرمعمولی	epätavallinen	غیرمعمولی	ADJ;NOM;SG	ADJ
loogista	معقول	loogi	معقول	ADJ;PRT;SG	ADJ
loogista	مربوط	loogi	مربوط	ADJ;PRT;SG	ADJ
loogista	صحیح	loogi	صحیح	ADJ;PRT;SG	ADJ
loogista	استدلالی	loogi	استدلالی	ADJ;PRT;SG	ADJ
loogista	منطقی	loogi	منطقی	ADJ;PRT;SG	ADJ
loogista	معقول	loogi	معقول	ADJ;PRT;SG	ADJ
loogista	مربوط	loogi	مربوط	ADJ;PRT;SG	ADJ
loogista	صحیح	loogi	صحیح	ADJ;PRT;SG	ADJ
loogista	استدلالی	loogi	استدلالی	ADJ;PRT;SG	ADJ
oikeudellinen	قانونی	oikeudellinen	قانونی	ADJ;NOM;SG	ADJ
tarkistetaan	ڈانٹنا	tarkistaa	ڈانٹ	V;IND;PRS;FIN;PASS	V;NFIN
tarkistetaan	ڈانٹنا	tarkistaa	ڈانٹ	V;IND;PRS;FIN;PASS	V;NFIN
otsa	گھاٹی	otsa	گھاٹی	N;NOM;SG	N;NOM;FEM;SG;3
otsa	گھاٹی	otsa	گھاٹی	N;NOM;SG	N;NOM;FEM;SG;3
otsa	پیشانی	otsa	پیشانی	N;NOM;SG	N;NOM;MASC;SG;3
ylösnousemus	احیا	ylösnousemus	احیا	N;NOM;SG	N;NOM;MASC;SG;3
negatiiviset	ناموافق	negatiivinen	ناموافق	ADJ;NOM;PL	ADJ
negatiiviset	نامساعد	negatiivinen	نامساعد	ADJ;NOM;PL	ADJ
negatiiviset	ناموافق	negatiivinen	ناموافق	ADJ;NOM;PL	ADJ
negatiiviset	نامساعد	negatiivinen	نامساعد	ADJ;NOM;PL	ADJ
negatiiviset	منفی	negatiivinen	منفی	ADJ;NOM;PL	ADJ
aikataulu	جدول	aika#taulu	جدول	N;NOM;SG	N;NOM;MASC;SG;3
kaukainen	مبہم	kaukainen	مبہم	ADJ;NOM;SG	ADJ
kaukainen	متفاوت	kaukainen	متفاوت	ADJ;NOM;SG	ADJ
kaukainen	مبہم	kaukainen	مبہم	ADJ;NOM;SG	ADJ
