starania	snahy	starać	snaha	N;NOM;NEUT;PL	N;NOM;FEM;PL
spadła	spadol	spaść	spadnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
spadła	padla	spaść	padnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
spadła	spadla	spaść	spadnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
spadła	padol	spaść	padnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
spadła	vypadol	spaść	vypadnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
spadła	vypadla	spaść	vypadnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
spadła	spadol	spaść	spadnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
spadła	klesla	spaść	klesnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
spadła	spadlo	spaść	spadnúť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
zakupu	nákupu	zakup	nákup	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
samiec	samec	samiec	samec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
samiec	muž	samiec	muž	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
panna	panna	panna	panna	N;NOM;FEM;SG	N;NOM;FEM;SG
panna	slečna	panna	slečna	N;NOM;FEM;SG	N;NOM;FEM;SG
geografia	geografia	geografia	geografia	N;NOM;FEM;SG	N;NOM;FEM;SG
naukowcy	výskumníci	naukowiec	výskumník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
naukowcy	vedci	naukowiec	vedci	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
napisała	napísala	napisać	napísať	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
napisała	napísal	napisać	napísať	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
loty	lety	lot	let	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
badacze	prieskumníci	badacz	prieskumník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
badacze	výskumníci	badacz	výskumník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
budzi	prebúdza	budzić	prebúdzať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
pozbawione	zbavený	pozbawić	zbavený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
włącznie	vrátane	włącznie	vrátane	ADV	ADV
psy	psov	pies	pes	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
psy	psi	pies	pes	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
psy	psy	pies	pes	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
psy	psie	pies	psí	N;NOM;MASC;PL	N;NOM;FEM;PL
liczyć	počítať	liczyć	počítať	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
liczyć	počítam	liczyć	počítať	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
portrety	portréty	portret	portrét	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ofiarą	obeťou	ofiara	obeť	N;INS;FEM;SG	N;INS;FEM;SG
warstwa	vrstva	warstwa	vrstvo	N;NOM;FEM;SG	N;NOM;FEM;SG
warstwa	stratum	warstwa	strata	N;NOM;FEM;SG	N;NOM;FEM;SG
maryland	marylande	maryland	marylande	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
schumacher	schumacher	schumacher	schumacher	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
komentarze	pripomienky	komentarz	pripomienka	N;NOM;MASC;PL	N;NOM;FEM;PL
komentarze	komentáre	komentarz	komentár	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
naczynia	plavidlá	naczynie	plavidlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
naczynia	riady	naczynie	riada	N;NOM;NEUT;PL	N;NOM;FEM;PL
naczynia	jedlá	naczynie	jedlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
zastąpić	nahradiť	zastąpić	nahradiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
reakcje	reakcie	reakcja	reakcia	N;NOM;FEM;PL	N;NOM;FEM;PL
reakcje	reakcie	reakcja	reakcia	N;NOM;FEM;PL	N;NOM;FEM;PL
oddziela	oddeľuje	oddzielać	oddeľovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ekipa	mužstvo	ekipa	mužstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
ekipa	tím	ekipa	tím	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ekipa	parta	ekipa	part	N;NOM;FEM;SG	N;NOM;FEM;SG
ekipa	partia	ekipa	partia	N;NOM;FEM;SG	N;NOM;FEM;SG
ekipa	posádka	ekipa	posádka	N;NOM;FEM;SG	N;NOM;FEM;SG
ekipa	štáb	ekipa	štáb	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zestawienie	súhrn	zestawienie	súhrn	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
zestawienie	zhrnutie	zestawienie	zhrnutie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pomocnicze	pomocné	pomocniczy	pomocný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
pomocnicze	pomocný	pomocniczy	pomocný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
nieprzerwanie	plynule	nieprzerwanie	plynule	ADV	ADV
nieprzerwanie	nepretržite	nieprzerwanie	nepretržite	ADV	ADV
nieprzerwanie	priebežne	nieprzerwanie	priebežne	ADV	ADV
początkowa	počiatočné	początkowy	počiatočný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
początkowa	počiatočný	początkowy	počiatočný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
początkowa	počiatočná	początkowy	počiatočný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
pacific	pacific	pacifica	pacific	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ośrodki	rezorty	ośrodek	rezort	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ośrodki	strediská	ośrodek	stredisko	N;NOM;MASC;PL	N;NOM;NEUT;PL
ośrodki	centrá	ośrodek	centrá	N;NOM;MASC;PL	N;NOM;NEUT;PL
ośrodki	centrá	ośrodek	centrá	N;NOM;MASC;PL	N;NOM;NEUT;PL
ośrodki	strediská	ośrodek	stredisko	N;NOM;MASC;PL	N;NOM;NEUT;PL
stwierdzenie	prehlásenie	stwierdzenie	prehlásenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stwierdzenie	výkaz	stwierdzenie	výkaz	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
stwierdzenie	vyhlásenie	stwierdzenie	vyhlásenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stwierdzenie	vyjadrenie	stwierdzenie	vyjadrenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
powszechne	univerzálny	powszechny	univerzálny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
powszechne	univerzálne	powszechny	univerzálny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
fotografie	fotografie	fotografia	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
fotografie	fotografie	fotografia	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
fotografie	fotky	fotografia	fotka	N;NOM;FEM;PL	N;NOM;FEM;PL
fotografie	fotografie	fotografia	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
zależne	závislé	zależny	závislý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
niebieskie	modrý	niebieski	modrý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
niebieskie	modré	niebieski	modrý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
niebieskie	modrá	niebieski	modrý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
niszczyciele	torpédoborce	niszczyciel	torpédoborec	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
owoców	plodov	owóc	plod	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
męski	mužské	męski	mužský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
męski	mužský	męski	mužský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
męski	mužské	męski	mužský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
męski	mužský	męski	mužský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
chińskich	čínskych	chiński	čínsky	ADJ;GEN;MASC;PL	ADJ;GEN;MASC;PL
narzędzie	nástroj	narzęd	nástroj	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
narzędzie	náradie	narzęd	náradie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
uznawane	uznávaný	uznawać	uznávaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
uznawane	uznávané	uznawać	uznávaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uznawane	uznané	uznawać	uznaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uznawane	uznaná	uznawać	uznaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
uznawane	uznaná	uznawać	uznaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
uznawane	uznaný	uznawać	uznaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
uznawane	uznávané	uznawać	uznávaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uznawane	uznávaná	uznawać	uznávaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
uznawane	uznané	uznawać	uznaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
organizmów	organizmov	organizm	organizmus	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
używanie	používanie	używać	používanie	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
cząstek	častíc	cząstka	častica	N;GEN;FEM;PL	N;GEN;FEM;PL
cząstek	častíc	cząstka	častica	N;GEN;FEM;PL	N;GEN;FEM;PL
przypuszczalnie	údajne	przypuszczalnie	údajne	ADV	ADV
duchu	ducha	duch	duch	N;ACC;MASC;SG	N;INAN;ACC;MASC;SG
duchu	ducha	duch	duch	N;ACC;MASC;SG	N;INAN;ACC;MASC;SG
komputerów	počítačov	komputer	počítač	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
niebo	nebo	niebo	nebo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
niebo	obloha	niebo	obloha	N;NOM;NEUT;SG	N;NOM;FEM;SG
niebo	nebo	niebo	nebo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
niebo	obloha	niebo	obloha	N;NOM;NEUT;SG	N;NOM;FEM;SG
węgierska	maďarská	węgierski	maďarský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
węgierska	maďarský	węgierski	maďarský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
węgierska	maďarské	węgierski	maďarský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
cleveland	clevelande	cleveland	clevelande	N;NOM;MASC;SG	N;NOM;FEM;SG
tłumaczy	vysvetľuje	tłumaczyć	vysvetľovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
odkryte	nekryté	odkryć	krytý	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
odkryte	objavené	odkryć	objavený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tlenu	kyslíka	tlen	kyslík	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
konto	konto	konto	konto	N;NOM;NEUT;SG	N;NOM;NEUT;SG
konto	účet	konto	účet	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
konto	účte	konto	účiť	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
solidarność	solidarita	solidarność	solidarita	N;NOM;FEM;SG	N;NOM;FEM;SG
zalecenia	odporúčania	zalecenie	odporúčanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
zalecenia	odporúčania	zalecenie	odporúčanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
zalecenia	odporúčaní	zalecenie	odporúčanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
dowody	dôkazy	dowód	dôkaz	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dowody	dôkazy	dowód	dôkaz	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dowody	dôkazy	dowód	dôkaz	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
zachowany	ponechané	zachować	ponechaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zachowany	zachované	zachować	zachovaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zachowany	zachované	zachować	zachovaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zachowany	konzervované	zachować	konzervovaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
amerykanie	američania	amerykanin	američan	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
obsługiwane	podporovaný	obsługiwać	podporovaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
obsługiwane	podporované	obsługiwać	podporovaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
obsługiwane	podporovaná	obsługiwać	podporovaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
obsługiwane	prevádzkované	obsługiwać	prevádzkovaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
obsługiwane	operovaný	obsługiwać	operovaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
obsługiwane	ovládané	obsługiwać	ovládaný	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kwitnie	kvitne	kwitnie	kvitňa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
notowania	citát	notować	citát	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;MASC;SG
impreza	oslava	impreza	oslava	N;NOM;FEM;SG	N;NOM;FEM;SG
impreza	strana	impreza	strana	N;NOM;FEM;SG	N;NOM;FEM;SG
impreza	večierok	impreza	večierko	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
uszkodzony	poškodený	uszkodzić	poškodený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
uszkodzony	poškodená	uszkodzić	poškodený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
uszkodzony	poškodené	uszkodzić	poškodený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uszkodzony	poškodený	uszkodzić	poškodený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
uszkodzony	poškodená	uszkodzić	poškodený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
uszkodzony	poškodené	uszkodzić	poškodený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
uszkodzony	chybné	uszkodzić	chybný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
uszkodzony	chybný	uszkodzić	chybný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
uszkodzony	chybná	uszkodzić	chybný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
kierunki	smerovania	kierunek	smerovanie	N;NOM;MASC;PL	N;NOM;NEUT;PL
kierunki	smery	kierunek	smer	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
kompozycje	zloženia	kompozycja	zloženie	N;NOM;FEM;PL	N;NOM;NEUT;PL
trofeum	trofej	trofeum	trofej	N;ACC;MASC;SG	N;ACC;FEM;SG
gabinet	skriňa	gabinet	skriňa	N;NOM;MASC;SG	N;NOM;FEM;SG
gabinet	skrinka	gabinet	skrinka	N;NOM;MASC;SG	N;NOM;FEM;SG
zniszczenie	devastácia	zniszczyć	devastácia	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
zniszczenie	ničenie	zniszczyć	ničenie	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
zniszczenie	zničenie	zniszczyć	zničenie	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
libertadores	libertadores	libertadores	libertadores	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dekret	vyhláška	dekret	vyhláška	N;NOM;MASC;SG	N;NOM;FEM;SG
dekret	dekrét	dekret	dekrét	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pisanie	písanie	pisać	písanie	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
pisanie	písanie	pisać	písanie	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
słownika	slovníka	słownik	slovník	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
dochód	príjem	dochód	príjem	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dochód	príjem	dochód	príjem	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
samolotem	lietadlom	samolot	lietadlo	N;INS;MASC;SG	N;INS;NEUT;SG
samolotem	lietadlom	samolot	lietadlo	N;INS;MASC;SG	N;INS;NEUT;SG
anioł	anjelik	anioł	anjelik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
anioł	anjel	anioł	anjel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
łączna	kumulatívny	łączny	kumulatívny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
łączna	kumulatívne	łączny	kumulatívny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zbędne	nadbytočné	zbędny	nadbytočný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zbędne	zbytočné	zbędny	zbytočný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zbędne	nepotrebné	zbędny	nepotrebný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zbędne	nadbytočné	zbędny	nadbytočný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
przekracza	presahuje	przekraczać	presahovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
przekracza	prevyšuje	przekraczać	prevyšovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
przekracza	prekračuje	przekraczać	prekračovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
centralna	centrálna	centralny	centrálny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
centralna	stredná	centralny	stredný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
centralna	centrálny	centralny	centrálny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
mosty	mosty	most	most	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
traci	prehráva	tracić	prehráva	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
traci	stráca	tracić	strácať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
powstać	vzniknúť	powstać	vzniknúť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
powstać	vzniknú	powstać	vznikný	V;PFV;NFIN;ACT	V;PFV;IND;PL;3;POS;PRS;FIN
nazwane	pomenované	nazwać	pomenovaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
równanie	rovnica	równać	rovnica	N;NOM;NEUT;SG	N;NOM;FEM;SG
więzień	väzníc	więzienie	väznica	N;GEN;NEUT;PL	N;GEN;NEUT;PL
poinformował	informovala	poinformować	informovať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
telefon	telefón	telefon	telefón	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
telefon	mobil	telefon	mobiť	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
telefon	telefón	telefon	telefón	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
aktualne	súčasné	aktualny	súčasný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
aktualne	aktuálna	aktualny	aktuálny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
aktualne	súčasný	aktualny	súčasný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
aktualne	aktuálny	aktualny	aktuálny	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
dziwne	čudný	dziwny	čudný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
dziwne	zvláštne	dziwny	zvláštny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	divné	dziwny	divný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	čudné	dziwny	čudný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	divný	dziwny	divný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
dziwne	zvláštne	dziwny	zvláštny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	podivné	dziwny	podivný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	čudné	dziwny	čudný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	zvláštny	dziwny	zvláštny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
dziwne	čudný	dziwny	čudný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
dziwne	zvláštne	dziwny	zvláštny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dziwne	zvláštny	dziwny	zvláštny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
dziwne	zvláštna	dziwny	zvláštny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
gerard	gérard	gerard	gérard	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
gerard	gerard	gerard	gerard	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zagraniczne	cudzie	zagraniczny	cudzí	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zagraniczne	zahraničný	zagraniczny	zahraničný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
zagraniczne	zahraničné	zagraniczny	zahraničný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zagraniczne	cudzí	zagraniczny	cudzí	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
pastor	pastor	pastor	pastor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	farár	pastor	farár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
brzegi	hrany	brzeg	hrana	N;NOM;MASC;PL	N;NOM;FEM;PL
fotograf	fotograf	fotograf	fotograf	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
fotograf	fotografka	fotograf	fotografka	N;NOM;MASC;SG	N;NOM;FEM;SG
zaatakował	napadol	zaatakować	napadnúť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
zaatakował	napadol	zaatakować	napadnúť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
zaatakował	zaútočil	zaatakować	zaútočiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
turystyczna	turistický	turystyczny	turistický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
turystyczna	turistická	turystyczny	turistický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
turystyczna	turistické	turystyczny	turistický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
turystyczna	turistický	turystyczny	turistický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
turystyczna	turistické	turystyczny	turistický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zabił	zabil	zabić	zabiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
zabił	zabila	zabić	zabiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
rzeczywistość	skutočnosť	rzeczywistość	skutočnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
rzeczywistość	realita	rzeczywistość	realita	N;NOM;FEM;SG	N;NOM;FEM;SG
obserwacje	postrehy	obserwacja	postreh	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
