この	這	この	這	DET	DET
音声	嗓子	音声	嗓子	N	N
音声	聲音	音声	聲音	N	N
音声	音訊	音声	音訊	N	N
音声	講話	音声	講話	N	N
音声	演講	音声	演講	N	N
音声	語音	音声	語音	N	N
遺産	遺產	遺産	遺產	N	N
権利	權利	権利	權利	N	N
学習	學習	学習	學習	V	V
学習	學習	学習	學習	V	V
バンク	銀行	バンク	銀行	N	N
スコア	分數	スコア	分數	N	N
スコア	得分	スコア	得分	N	N
スコア	分數	スコア	分數	N	N
スペース	空格	スペース	空格	N	N
スペース	空間	スペース	空間	N	N
スペース	太空	スペース	太空	N	N
スペース	空間	スペース	空間	N	N
潜水艦	潛艇	潜水艦	潛艇	N	N
人生	生命	人生	生命	N	N
人生	人生	人生	人生	N	N
証券	證券	証券	證券	N	N
ウェブ	網站	ウェブ	網站	N	N
ウェブ	網頁	ウェブ	網頁	N	N
ウェブ	網站	ウェブ	網站	N	N
コピー	複製	コピー	複製	V	V
コピー	複製	コピー	複製	V	V
ステークス	利害	ステークス	利害	N	N
エピソード	插曲	エピソード	插曲	N	N
エピソード	集	エピソード	集	N	N
イラスト	插圖	イラスト	插圖	N	N
すでに	已經	すでに	已經	ADV	ADV
収容	拘留	収容	拘留	N	N
収容	拘留	収容	拘留	N	N
希望	希望	希望	希望	V	V
航空機	飛機	航空機	飛機	N	N
マシン	機械	マシン	機械	N	N
マシン	機	マシン	機	N	N
マシン	機器	マシン	機器	N	N
練習	實踐	練習	實踐	N	N
ソフトウェア	軟體	ソフトウェア	軟體	N	N
燃料	燃料	燃料	燃料	N	N
燃料	燃油	燃料	燃油	N	N
再生	重播	再生	重播	V	V
再生	播放	再生	播放	V	V
再生	康復	再生	康復	V	V
古い	舊	古い	舊	ADJ	ADJ
撤退	退	撤退	退	V	V
撤退	撤退	撤退	撤退	V	V
撤退	撤回	撤退	撤回	V	V
領域	面積	領域	面積	N	N
領域	地區	領域	地區	N	N
領域	區域	領域	區域	N	N
領域	區	領域	區	N	N
司令官	司令	司令官	司令	N	N
防御	辯護	防御	辯護	N	N
防御	國防	防御	國防	N	N
防御	防禦	防御	防禦	N	N
防御	防守	防御	防守	N	N
防御	國防	防御	國防	N	N
天使	天使	天使	天使	N	N
天使	天使	天使	天使	N	N
無料	自由	無料	自由	N	N
無料	免費	無料	免費	N	N
教室	課室	教室	課室	N	N
教室	教室	教室	教室	N	N
教室	課堂	教室	課堂	N	N
教室	課室	教室	課室	N	N
教室	教室	教室	教室	N	N
ビジネス	企業	ビジネス	企業	N	N
ビジネス	企業	ビジネス	企業	N	N
ビジネス	業務	ビジネス	業務	N	N
ビジネス	商業	ビジネス	商業	N	N
ビジネス	商務	ビジネス	商務	N	N
友人	朋友	友人	朋友	N	N
友人	好友	友人	好友	N	N
期待	期望	期待	期望	V	V
期待	期望	期待	期望	V	V
期待	期望	期待	期望	V	V
期待	預計	期待	預計	V	V
傾向	傾向	傾向	傾向	N	N
自転車	單車	自転車	單車	N	N
自転車	腳踏	自転車	腳踏	N	N
自転車	單車	自転車	單車	N	N
自転車	腳踏	自転車	腳踏	N	N
銀河	星系	銀河	星系	N	N
モンスター	妖怪	モンスター	妖怪	N	N
モンスター	怪物	モンスター	怪物	N	N
供給	供應	供給	供應	V	V
供給	供給	供給	供給	V	V
アカウント	帳號	アカウント	帳號	N	N
アカウント	帳戶	アカウント	帳戶	N	N
アカウント	決算	アカウント	決算	N	N
記憶	回憶	記憶	回憶	V	V
フィルム	電影	フィルム	電影	N	N
フィルム	膠片	フィルム	膠片	N	N
フィルム	影片	フィルム	影片	N	N
ロケット	火箭	ロケット	火箭	N	N
まとめ	回顧	まとめる	回顧	V	V
解決	解決	解決	解決	V	V
兵器	武器	兵器	武器	N	N
兵器	兵器	兵器	兵器	N	N
引用	報價	引用	報價	V	V
引用	引用	引用	引用	V	V
引用	引述	引用	引述	V	V
引用	報價	引用	報價	V	V
サイド	側	サイド	側	N	N
ラブ	戀愛	ラブ	戀愛	N	N
ラブ	愛情	ラブ	愛情	N	N
株式	股份	株式	股份	N	N
株式	股票	株式	股票	N	N
株式	存貨	株式	存貨	N	N
株式	庫存	株式	庫存	N	N
信頼	信賴	信頼	信賴	V	V
分析	分析	分析	分析	V	V
収入	收入	収入	收入	N	N
収入	收益	収入	收益	N	N
収入	稅	収入	稅	N	N
収入	收入	収入	收入	N	N
収入	收入	収入	收入	N	N
惑星	行星	惑星	行星	N	N
惑星	星球	惑星	星球	N	N
惑星	行星	惑星	行星	N	N
目標	目標	目標	目標	N	N
しばしば	時常	しばしば	時常	ADV	ADV
しばしば	常常	しばしば	常常	ADV	ADV
しばしば	經常	しばしば	經常	ADV	ADV
裁判所	法庭	裁判所	法庭	N	N
裁判所	法院	裁判所	法院	N	N
裁判所	法庭	裁判所	法庭	N	N
裁判所	法院	裁判所	法院	N	N
計算	計算	計算	計算	V	V
計算	計算	計算	計算	V	V
計算	計算	計算	計算	V	V
自治	自主	自治	自主	N	N
テスト	測試	テスト	測試	N	N
テスト	試驗	テスト	試驗	N	N
テスト	測驗	テスト	測驗	N	N
テスト	測試	テスト	測試	N	N
テスト	測驗	テスト	測驗	N	N
テスト	測試	テスト	測試	N	N
テスト	測驗	テスト	測驗	N	N
テスト	檢驗	テスト	檢驗	N	N
テスト	試驗	テスト	試驗	N	N
呼称	命名	呼称	命名	V	V
物質	實質	物質	實質	N	N
物質	物質	物質	物質	N	N
許可	允許	許可	允許	V	V
許可	允許	許可	允許	V	V
許可	許可	許可	許可	V	V
回復	回收	回復	回收	V	V
回復	恢復	回復	恢復	V	V
回復	康復	回復	康復	V	V
回復	復原	回復	復原	V	V
回復	復蘇	回復	復蘇	V	V
画家	畫家	画家	畫家	N	N
画家	畫師	画家	畫師	N	N
画家	畫家	画家	畫家	N	N
中止	中止	中止	中止	V	V
拡張	延伸	拡張	延伸	V	V
拡張	擴展	拡張	擴展	V	V
拡張	延長	拡張	延長	V	V
拡張	延期	拡張	延期	V	V
書籍	圖書	書籍	圖書	N	N
書籍	書	書籍	書	N	N
書籍	書籍	書籍	書籍	N	N
ハート	心	ハート	心	N	N
ハート	心臟	ハート	心臟	N	N
メン	男性	メン	男性	N	N
メン	男人	メン	男人	N	N
メン	男子	メン	男子	N	N
治療	治療	治療	治療	N	N
治療	療	治療	療	N	N
治療	治療	治療	治療	N	N
観客	觀眾	観客	觀眾	N	N
観客	觀眾	観客	觀眾	N	N
観客	觀眾	観客	觀眾	N	N
免許	執照	免許	執照	N	N
免許	駕照	免許	駕照	N	N
装甲	盔甲	装甲	盔甲	N	N
装甲	裝甲	装甲	裝甲	N	N
装甲	盔甲	装甲	盔甲	N	N
装甲	裝甲	装甲	裝甲	N	N
寺院	神廟	寺院	神廟	N	N
寺院	寺	寺院	寺	N	N
寺院	寺廟	寺院	寺廟	N	N
寺院	廟	寺院	廟	N	N
寺院	聖殿	寺院	聖殿	N	N
寺院	廟宇	寺院	廟宇	N	N
寺院	寺廟	寺院	寺廟	N	N
占領	佔領	占領	佔領	V	V
青春	青年	青春	青年	N	N
青春	青春	青春	青春	N	N
青春	青少	青春	青少	N	N
出現	湧現	出現	湧現	V	V
出現	興起	出現	興起	V	V
背景	背景	背景	背景	N	N
準備	籌備	準備	籌備	V	V
アート	美術	アート	美術	N	N
アート	藝術	アート	藝術	N	N
アート	藝術	アート	藝術	N	N
規格	標準	規格	標準	N	N
除去	消除	除去	消除	V	V
形状	形狀	形状	形狀	N	N
形状	形狀	形状	形狀	N	N
シアター	電影	シアター	電影	N	N
シアター	劇場	シアター	劇場	N	N
シアター	戲劇	シアター	戲劇	N	N
シアター	劇院	シアター	劇院	N	N
シアター	戲院	シアター	戲院	N	N
知事	省長	知事	省長	N	N
知事	總督	知事	總督	N	N
知事	州	知事	州	N	N
崩壊	崩潰	崩壊	崩潰	V	V
崩壊	衰敗	崩壊	衰敗	V	V
崩壊	衰減	崩壊	衰減	V	V
崩壊	衰變	崩壊	衰變	V	V
事項	詳情	事項	詳情	N	N
交渉	談判	交渉	談判	V	V
交渉	討價	交渉	討價	V	V
交渉	談判	交渉	談判	V	V
交渉	談判	交渉	談判	V	V
マスター	主人	マスター	主人	N	N
マスター	大師	マスター	大師	N	N
マスター	師父	マスター	師父	N	N
マスター	師傅	マスター	師傅	N	N
最近	最近	最近	最近	N	N
最近	近期	最近	近期	N	N
最近	最近	最近	最近	N	N
最近	近日	最近	近日	N	N
最近	近期	最近	近期	N	N
最近	最近	最近	最近	N	N
整理	清理	整理	清理	V	V
スクール	學校	スクール	學校	N	N
推定	推定	推定	推定	V	V
推定	估計	推定	估計	V	V
推定	預估	推定	預估	V	V
推定	推定	推定	推定	V	V
推定	假定	推定	假定	V	V
協議	協商	協議	協商	V	V
吸収	吸收	吸収	吸收	V	V
吸収	吸收	吸収	吸收	V	V
処分	處置	処分	處置	V	V
処分	處置	処分	處置	V	V
ブック	圖書	ブック	圖書	N	N
ブック	書	ブック	書	N	N
ブック	書籍	ブック	書籍	N	N
遺跡	廢墟	遺跡	廢墟	N	N
遺跡	遺址	遺跡	遺址	N	N
遺跡	遺跡	遺跡	遺跡	N	N
中間	中間	中間	中間	N	N
中間	中級	中間	中級	N	N
アクション	動作	アクション	動作	N	N
アクション	行動	アクション	行動	N	N
アクション	行動	アクション	行動	N	N
検証	驗證	検証	驗證	V	V
検証	驗證	検証	驗證	V	V
検証	核查	検証	核查	V	V
検証	驗證	検証	驗證	V	V
検証	審定	検証	審定	V	V
検証	驗證	検証	驗證	V	V
認識	承認	認識	承認	V	V
認識	表彰	認識	表彰	V	V
逮捕	逮捕	逮捕	逮捕	V	V
逮捕	被	逮捕	被	V	V;PASS
逮捕	拘捕	逮捕	拘捕	V	V
逮捕	被	逮捕	被	V	V;PASS
逮捕	逮捕	逮捕	逮捕	V	V
逮捕	拘捕	逮捕	拘捕	V	V
金属	金屬	金属	金屬	N	N
金属	金屬	金属	金屬	N	N
バラ	玫瑰	バラ	玫瑰	N	N
バラ	玫瑰	バラ	玫瑰	N	N
バラ	玫瑰	バラ	玫瑰	N	N
消防	消防	消防	消防	N	N
拒否	拒絕	拒否	拒絕	V	V
拒否	減少	拒否	減少	V	V
拒否	下降	拒否	下降	V	V
拒否	衰落	拒否	衰落	V	V
拒否	否認	拒否	否認	V	V
ボス	老大	ボス	老大	N	N
ボス	老闆	ボス	老闆	N	N
戦略	戰略	戦略	戰略	N	N
ゴールデン	黃金	ゴールデン	黃金	N	N
ゴールデン	金色	ゴールデン	金色	N	N
クロス	十字	クロス	十字	N	N
クロス	十字	クロス	十字	N	N
クロス	交叉	クロス	交叉	N	N
スケート	滑冰	スケート	滑冰	N	N
スケート	滑板	スケート	滑板	N	N
スケート	冰鞋	スケート	冰鞋	N	N
スケート	溜	スケート	溜	N	N
解除	取消	解除	取消	V	V
関数	功能	関数	功能	N	N
関数	職能	関数	職能	N	N
関数	函數	関数	函數	N	N
関数	函數	関数	函數	N	N
ガール	女生	ガール	女生	N	N
ガール	姑娘	ガール	姑娘	N	N
ガール	女孩	ガール	女孩	N	N
職員	僱員	職員	僱員	N	N
職員	員工	職員	員工	N	N
職員	職工	職員	職工	N	N
職員	人員	職員	人員	N	N
職員	人事	職員	人事	N	N
ポート	埠	ポート	埠	N	N
ポート	港口	ポート	港口	N	N
ポート	港口	ポート	港口	N	N
検査	考試	検査	考試	N	N
ホワイト	白	ホワイト	白	N	N
ホワイト	白色	ホワイト	白色	N	N
ミックス	組合	ミックス	組合	N	N
資金	基金	資金	基金	N	N
資金	資金	資金	資金	N	N
質問	提問	質問	提問	V	V
演劇	電影	演劇	電影	N	N
演劇	劇場	演劇	劇場	N	N
演劇	戲劇	演劇	戲劇	N	N
演劇	劇院	演劇	劇院	N	N
演劇	戲院	演劇	戲院	N	N
演劇	劇場	演劇	劇場	N	N
演劇	戰區	演劇	戰區	N	N
演劇	戲劇	演劇	戲劇	N	N
演劇	劇院	演劇	劇院	N	N
演劇	戲院	演劇	戲院	N	N
言及	提及	言及	提及	V	V
言及	提及	言及	提及	V	V
金曜日	星期	金曜日	星期	N	N
金曜日	週	金曜日	週	N	N
金曜日	週	金曜日	週	N	N
ライフ	生命	ライフ	生命	N	N
ライフ	人生	ライフ	人生	N	N
否定	否認	否定	否認	V	V
否定	拒絕	否定	拒絕	V	V
否定	否定	否定	否定	V	V
否定	否認	否定	否認	V	V
広場	平方	広場	平方	N	N
広場	方塊	広場	方塊	N	N
広場	方形	広場	方形	N	N
広場	廣場	広場	廣場	N	N
爆発	爆炸	爆発	爆炸	V	V
概念	構想	概念	構想	N	N
概念	概念	概念	概念	N	N
概念	理念	概念	理念	N	N
概念	概念	概念	概念	N	N
概念	理念	概念	理念	N	N
危機	危機	危機	危機	N	N
危機	危機	危機	危機	N	N
ドライバー	司機	ドライバー	司機	N	N
トーナメント	錦標	トーナメント	錦標	N	N
北東	東北	北東	東北	N	N
アクセス	存取	アクセス	存取	V	V
アクセス	存取	アクセス	存取	V	V
調整	調整	調整	調整	V	V
調整	調整	調整	調整	V	V
調整	調整	調整	調整	V	V
調整	協調	調整	協調	V	V
買収	買斷	買収	買斷	V	V
買収	接管	買収	接管	V	V
買収	收購	買収	收購	V	V
買収	購置	買収	購置	V	V
募集	招聘	募集	招聘	V	V
募集	招募	募集	招募	V	V
プレイ	玩	プレイ	玩	V	V
プレイ	播放	プレイ	播放	V	V
日曜日	星期	日曜日	星期	N	N
日曜日	星期	日曜日	星期	N	N
日曜日	星期	日曜日	星期	N	N
日曜日	週日	日曜日	週日	N	N
日曜日	星期	日曜日	星期	N	N
日曜日	周日	日曜日	周日	N	N
注目	注意	注目	注意	V	V
注目	注意	注目	注意	V	V
国王	國王	国王	國王	N	N
分布	分布	分布	分布	V	V
分布	分配	分布	分配	V	V
パス	路徑	パス	路徑	N	N
パス	小徑	パス	小徑	N	N
パス	路徑	パス	路徑	N	N
パス	傳球	パス	傳球	N	N
ミュージシャン	樂手	ミュージシャン	樂手	N	N
リーダー	讀者	リーダー	讀者	N	N
リーダー	領袖	リーダー	領袖	N	N
リーダー	讀者	リーダー	讀者	N	N
高度	海拔	高度	海拔	N	N
高度	高度	高度	高度	N	N
テニス	網球	テニス	網球	N	N
結合	鍵	結合	鍵	N	N
結合	債券	結合	債券	N	N
知識	知識	知識	知識	N	N
ライセンス	執照	ライセンス	執照	N	N
ライセンス	執照	ライセンス	執照	N	N
ライセンス	執照	ライセンス	執照	N	N
ライセンス	駕照	ライセンス	駕照	N	N
メール	郵件	メール	郵件	N	N
メール	郵寄	メール	郵寄	N	N
メール	信件	メール	信件	N	N
メール	電子	メール	電子	N	N
生涯	終身	生涯	終身	N	N
実績	成績	実績	成績	N	N
実績	成績	実績	成績	N	N
実績	成績	実績	成績	N	N
バスケット	籃球	バスケット	籃球	N	N
新規	新	新規	新	ADJ	ADJ
閲覧	瀏覽	閲覧	瀏覽	V	V
閲覧	瀏覽	閲覧	瀏覽	V	V
土曜日	星期	土曜日	星期	N	N
土曜日	週六	土曜日	週六	N	N
端末	終點	端末	終點	N	N
端末	終端	端末	終端	N	N
端末	終端	端末	終端	N	N
端末	終端	端末	終端	N	N
端末	終端	端末	終端	N	N
上昇	升起	上昇	升起	V	V
上昇	上升	上昇	上升	V	V
都道府県	國家	都道府県	國家	N	N
都道府県	州	都道府県	州	N	N
隊長	機長	隊長	機長	N	N
隊長	隊長	隊長	隊長	N	N
悪魔	魔鬼	悪魔	魔鬼	N	N
悪魔	妖	悪魔	妖	N	N
判決	判決	判決	判決	N	N
女王	女王	女王	女王	N	N
女王	皇后	女王	皇后	N	N
女王	王后	女王	王后	N	N
木曜	週	木曜	週	N	N
木曜	星期	木曜	星期	N	N
修了	竣工	修了	竣工	V	V
合成	綜合	合成	綜合	V	V
ローズ	玫瑰	ローズ	玫瑰	N	N
数字	數字	数字	數字	N	N
提示	呈現	提示	呈現	V	V
侵攻	入侵	侵攻	入侵	V	V
国旗	旗幟	国旗	旗幟	N	N
国旗	國旗	国旗	國旗	N	N
国旗	旗	国旗	旗	N	N
国旗	旗子	国旗	旗子	N	N
国旗	旗幟	国旗	旗幟	N	N
国旗	旗	国旗	旗	N	N
国旗	旗子	国旗	旗子	N	N
人類	人性	人類	人性	N	N
人類	人道	人類	人道	N	N
現象	現象	現象	現象	N	N
現象	現象	現象	現象	N	N
二	兩	二	兩	NUM	NUM
二	兩	二	兩	NUM	NUM
二	二	二	二	NUM	NUM
証明	證明	証明	證明	V	V
祭り	節慶	祭り	節慶	N	N
祭り	節日	祭り	節日	N	N
祭り	節日	祭り	節日	N	N
ゴールド	黃金	ゴールド	黃金	N	N
ゴールド	金色	ゴールド	金色	N	N
社員	僱員	社員	僱員	N	N
社員	員工	社員	員工	N	N
社員	職工	社員	職工	N	N
社員	僱員	社員	僱員	N	N
社員	員工	社員	員工	N	N
原子力	核	原子力	核	N	N
原子力	核子	原子力	核子	N	N
ボタン	按鍵	ボタン	按鍵	N	N
仏教	佛教	仏教	佛教	N	N
仏教	佛教	仏教	佛教	N	N
ストリート	街頭	ストリート	街頭	N	N
ストリート	街道	ストリート	街道	N	N
ストリート	街	ストリート	街	N	N
ストリート	街道	ストリート	街道	N	N
強制	強迫	強制	強迫		
サウンド	聲音	サウンド	聲音	N	N
サウンド	音效	サウンド	音效	N	N
世帯	住戶	世帯	住戶	N	N
世帯	家用	世帯	家用	N	N
世帯	住戶	世帯	住戶	N	N
衝突	相撞	衝突	相撞	V	V
衝突	撞擊	衝突	撞擊	V	V
衝突	碰撞	衝突	碰撞	V	V
生成	生成	生成	生成	V	V
境界	邊界	境界	邊界	N	N
境界	界	境界	界	N	N
境界	界	境界	界	N	N
境界	邊界	境界	邊界	N	N
蒸気	蒸氣	蒸気	蒸氣	N	N
蒸気	蒸氣	蒸気	蒸氣	N	N
蒸気	蒸汽	蒸気	蒸汽	N	N
蒸気	蒸氣	蒸気	蒸氣	N	N
蒸気	蒸汽	蒸気	蒸汽	N	N
巡洋艦	巡洋	巡洋艦	巡洋	N	N
巡洋艦	巡洋	巡洋艦	巡洋	N	N
インチ	寸	インチ	寸	N	N
インチ	英吋	インチ	英吋	N	N
インチ	英吋	インチ	英吋	N	N
アメリカン	美式	アメリカン	美式	N	N
ブレーキ	制動	ブレーキ	制動	N	N
ブレーキ	煞車	ブレーキ	煞車	N	N
ブレーキ	制動	ブレーキ	制動	N	N
ブレーキ	煞車	ブレーキ	煞車	N	N
ブレーキ	制動	ブレーキ	制動	N	N
兵士	戰士	兵士	戰士	N	N
兵士	兵	兵士	兵	N	N
兵士	士兵	兵士	士兵	N	N
兵士	軍人	兵士	軍人	N	N
兵士	士兵	兵士	士兵	N	N
解放	解放	解放	解放	V	V
石油	油	石油	油	N	N
石油	石油	石油	石油	N	N
石油	機油	石油	機油	N	N
バレーボール	排球	バレーボール	排球	N	N
リード	簧片	リード	簧片	N	N
リード	鉛	リード	鉛	N	N
ゴルフ	高爾夫	ゴルフ	高爾夫	N	N
シート	床單	シート	床單	N	N
ミッション	任務	ミッション	任務	N	N
組み合わせ	結合	組み合わせる	結合	V	V
人形	娃娃	人形	娃娃	N	N
人形	洋	人形	洋	N	N
人形	玩偶	人形	玩偶	N	N
人形	娃娃	人形	娃娃	N	N
人形	洋	人形	洋	N	N
人形	玩偶	人形	玩偶	N	N
ミュージカル	音樂	ミュージカル	音樂	N	N
ミュージカル	音樂	ミュージカル	音樂	N	N
現場	場景	現場	場景	N	N
現場	現場	現場	現場	N	N
趣味	嗜好	趣味	嗜好	N	N
趣味	愛好	趣味	愛好	N	N
趣味	嗜好	趣味	嗜好	N	N
趣味	愛好	趣味	愛好	N	N
授業	教訓	授業	教訓	N	N
授業	課	授業	課	N	N
料金	票價	料金	票價	N	N
料金	費用	料金	費用	N	N
料金	收費	料金	收費	N	N
料金	費	料金	費	N	N
身体	屍體	身体	屍體	N	N
身体	體	身体	體	N	N
身体	身體	身体	身體	N	N
作者	作者	作者	作者	N	N
作者	作者	作者	作者	N	N
推薦	建議	推薦	建議	V	V
地理	地理	地理	地理	N	N
地理	地理	地理	地理	N	N
地理	地域	地理	地域	N	N
地理	地理	地理	地理	N	N
百万	百萬	百万	百萬	NUM	NUM
命名	命名	命名	命名	V	V
表面	表面	表面	表面	N	N
表面	地面	表面	地面	N	N
表面	地表	表面	地表	N	N
訪問	造訪	訪問	造訪	V	V
訪問	參觀	訪問	參觀	V	V
訪問	訪問	訪問	訪問	V	V
訪問	訪問	訪問	訪問	V	V
パイロット	試點	パイロット	試點	N	N
マス	鱒魚	マス	鱒魚	N	N
ディスク	碟片	ディスク	碟片	N	N
ディスク	碟	ディスク	碟	N	N
ディスク	磁碟	ディスク	磁碟	N	N
ディスク	碟片	ディスク	碟片	N	N
ディスク	碟	ディスク	碟	N	N
ディスク	磁碟	ディスク	磁碟	N	N
続き	延續	続く	延續	V	V
国勢調査	人口	国勢調査	人口	N	N
国勢調査	普查	国勢調査	普查	N	N
パーソナリティ	人格	パーソナリティ	人格	N	N
パーソナリティ	性格	パーソナリティ	性格	N	N
パーソナリティ	個性	パーソナリティ	個性	N	N
国籍	國籍	国籍	國籍	N	N
国籍	民族	国籍	民族	N	N
称号	頭銜	称号	頭銜	N	N
称号	職銜	称号	職銜	N	N
称号	標題	称号	標題	N	N
称号	標題	称号	標題	N	N
規則	規則	規則	規則	N	N
規則	細則	規則	細則	N	N
クラシック	古典	クラシック	古典	N	N
クラシック	經典	クラシック	經典	N	N
クラシック	古典	クラシック	古典	N	N
車線	巷	車線	巷	N	N
車線	車道	車線	車道	N	N
機会	機遇	機会	機遇	N	N
機会	機會	機会	機會	N	N
機会	機遇	機会	機遇	N	N
機会	機會	機会	機會	N	N
大隊	營	大隊	營	N	N
スカイ	天空	スカイ	天空	N	N
ドリーム	夢	ドリーム	夢	N	N
ドリーム	夢境	ドリーム	夢境	N	N
ドリーム	夢想	ドリーム	夢想	N	N
ロゴ	標誌	ロゴ	標誌	N	N
ロゴ	標識	ロゴ	標識	N	N
コア	核心	コア	核心	N	N
学期	學期	学期	學期	N	N
古典	經典	古典	經典	N	N
古典	古典	古典	古典	N	N
古典	經典	古典	經典	N	N
古典	古典	古典	古典	N	N
大人	成人	大人	成人	N	N
大人	成年	大人	成年	N	N
大人	成人	大人	成人	N	N
海岸	沿海	海岸	沿海	N	N
海岸	沿岸	海岸	沿岸	N	N
海岸	海岸	海岸	海岸	N	N
海岸	海岸	海岸	海岸	N	N
ボックス	箱	ボックス	箱	N	N
ボックス	框	ボックス	框	N	N
ボックス	盒	ボックス	盒	N	N
ボックス	盒子	ボックス	盒子	N	N
ボックス	方	ボックス	方	N	N
ボックス	方	ボックス	方	N	N
神話	神話	神話	神話	N	N
神話	神話	神話	神話	N	N
神話	神話	神話	神話	N	N
フィギュア	數字	フィギュア	數字	N	N
フィギュア	圖	フィギュア	圖	N	N
移住	移民	移住	移民	V	V
柔道	柔道	柔道	柔道	N	N
支部	分行	支部	分行	N	N
支部	分支	支部	分支	N	N
貿易	貿易	貿易	貿易	N	N
挿入	插入	挿入	插入	V	V
挿入	插入	挿入	插入	V	V
敷地	房舍	敷地	房舍	N	N
敷地	房地	敷地	房地	N	N
敷地	網站	敷地	網站	N	N
敷地	工地	敷地	工地	N	N
マッチ	火柴	マッチ	火柴	N	N
空気	空中	空気	空中	N	N
空気	航空	空気	航空	N	N
空気	空氣	空気	空氣	N	N
譲渡	轉帳	譲渡	轉帳	V	V
譲渡	轉讓	譲渡	轉讓	V	V
譲渡	轉移	譲渡	轉移	V	V
譲渡	委派	譲渡	委派	V	V
譲渡	指派	譲渡	指派	V	V
譲渡	轉讓	譲渡	轉讓	V	V
ピン	別針	ピン	別針	N	N
両親	父母	両親	父母	N	N
両親	父母	両親	父母	N	N
両親	家長	両親	家長	N	N
投資	投資	投資	投資	N	N
投資	投資	投資	投資	N	N
投資	投資	投資	投資	N	N
芸人	藝人	芸人	藝人	N	N
ミステリー	謎團	ミステリー	謎團	N	N
ミステリー	謎	ミステリー	謎	N	N
キャンパス	校區	キャンパス	校區	N	N
キャンパス	校園	キャンパス	校園	N	N
キャンパス	校園	キャンパス	校園	N	N
ゲート	門	ゲート	門	N	N
ゲート	大門	ゲート	大門	N	N
恋人	戀人	恋人	戀人	N	N
恋人	愛人	恋人	愛人	N	N
恋人	情侶	恋人	情侶	N	N
恋人	情人	恋人	情人	N	N
恋人	愛人	恋人	愛人	N	N
恋人	情人	恋人	情人	N	N
ロング	久	ロング	久	N	N
別名	別名	別名	別名	N	N
話題	題目	話題	題目	N	N
話題	話題	話題	話題	N	N
話題	專題	話題	專題	N	N
話題	主題	話題	主題	N	N
水曜	週	水曜	週	N	N
水曜	星期	水曜	星期	N	N
本体	屍體	本体	屍體	N	N
本体	體	本体	體	N	N
本体	身體	本体	身體	N	N
育成	培育	育成	培育	V	V
育成	培養	育成	培養	V	V
育成	養育	育成	養育	V	V
怪獣	妖怪	怪獣	妖怪	N	N
怪獣	怪物	怪獣	怪物	N	N
反乱	叛亂	反乱	叛亂	N	N
反乱	起義	反乱	起義	N	N
反乱	叛亂	反乱	叛亂	N	N
反乱	叛逆	反乱	叛逆	N	N
消費	消費	消費	消費	V	V
消費	消耗	消費	消耗	V	V
ジャズ	爵士	ジャズ	爵士	N	N
ジャズ	爵士	ジャズ	爵士	N	N
利益	盈利	利益	盈利	N	N
利益	營利	利益	營利	N	N
爆弾	炸彈	爆弾	炸彈	N	N
抵抗	抵抗	抵抗	抵抗	V	V
抵抗	抵制	抵抗	抵制	V	V
文芸	文獻	文芸	文獻	N	N
文芸	文學	文芸	文學	N	N
側面	側翼	側面	側翼	N	N
側面	側面	側面	側面	N	N
患者	病患	患者	病患	N	N
患者	患者	患者	患者	N	N
患者	病人	患者	病人	N	N
患者	病患	患者	病患	N	N
患者	患者	患者	患者	N	N
患者	病人	患者	病人	N	N
離脱	撤回	離脱	撤回	V	V
メタル	金屬	メタル	金屬	N	N
学年	等級	学年	等級	N	N
学年	年級	学年	年級	N	N
相互	互	相互	互	N	N
業界	工業	業界	工業	N	N
業界	產業	業界	產業	N	N
業界	行業	業界	行業	N	N
業界	業界	業界	業界	N	N
株主	股東	株主	股東	N	N
株主	股東	株主	股東	N	N
場面	場景	場面	場景	N	N
場面	場景	場面	場景	N	N
場面	現場	場面	現場	N	N
書く	撰寫	書く	撰寫	V	V
書く	寫	書く	寫	V	V
書く	寫信	書く	寫信	V	V
書く	寫入	書く	寫入	V	V
ジム	健身	ジム	健身	N	N
ジム	體育	ジム	體育	N	N
メッセージ	留言	メッセージ	留言	N	N
メッセージ	訊息	メッセージ	訊息	N	N
メッセージ	信件	メッセージ	信件	N	N
メッセージ	訊息	メッセージ	訊息	N	N
メッセージ	信件	メッセージ	信件	N	N
詩人	詩人	詩人	詩人	N	N
顧問	顧問	顧問	顧問	N	N
オンライン	網上	オンライン	網上	N	N
脱退	撤回	脱退	撤回	V	V
記号	符號	記号	符號	N	N
記号	符號	記号	符號	N	N
記号	簽名	記号	簽名	N	N
変換	轉換	変換	轉換	V	V
変換	變換	変換	變換	V	V
変換	轉化	変換	轉化	V	V
変換	轉型	変換	轉型	V	V
変換	轉變	変換	轉變	V	V
変換	變形	変換	變形	V	V
変換	轉換	変換	轉換	V	V
変換	變換	変換	變換	V	V
変換	轉換	変換	轉換	V	V
変換	變換	変換	變換	V	V
変換	轉變	変換	轉變	V	V
変換	變形	変換	變形	V	V
変換	轉換	変換	轉換	V	V
ヘッド	頭	ヘッド	頭	N	N
ヘッド	頭部	ヘッド	頭部	N	N
資産	資產	資産	資產	N	N
資産	資產	資産	資產	N	N
手紙	信	手紙	信	N	N
手紙	字母	手紙	字母	N	N
手紙	信件	手紙	信件	N	N
手紙	信	手紙	信	N	N
