hän	彼女	hän	彼女	PRO;NOM;SG;3	PRO
ominaisuuksia	機能	ominaisuus	機能	N;PRT;PL	N
ominaisuuksia	特徴	ominaisuus	特徴	N;PRT;PL	N
vanhoja	古い	vanha	古い	ADJ;PRT;PL	ADJ
ennätys	レコード	ennätys	レコード	N;NOM;SG	N
tilaa	オーダー	tila	オーダー	N;PRT;SG	N
tilaa	スペース	tila	スペース	N;PRT;SG	N
tilaa	空間	tila	空間	N;PRT;SG	N
maat	国々	maa	国々	N;NOM;PL	N
tutkija	研究者	tutkija	研究者	N;NOM;SG	N
tutkija	研究員	tutkija	研究員	N;NOM;SG	N
sininen	青い	sininen	青い	ADJ;NOM;SG	ADJ
voittoa	営利	voitto	営利	N;PRT;SG	N
voittoa	利益	voitto	利益	N;PRT;SG	N
tehtaan	工場	tehdas	工場	N;GEN;SG	N
muutos	チェンジ	muutos	チェンジ	N;NOM;SG	N
annetaan	与える	antaa	与える	V;IND;PRS;FIN;PASS	V
tekstin	テキスト	teksti	テキスト	N;GEN;SG	N
kenttä	フィールド	kenttä	フィールド	N;NOM;SG	N
järjestelmä	スキーム	järjestelmä	スキーム	N;NOM;SG	N
järjestelmä	システム	järjestelmä	システム	N;NOM;SG	N
talous	経済	talous	経済	N;NOM;SG	N
oikeudet	特権	oikeus	特権	N;NOM;PL	N
oikeudet	権限	oikeus	権限	N;NOM;PL	N
oikeudet	権利	oikeus	権利	N;NOM;PL	N
albumit	アルバム	albumi	アルバム	N;NOM;PL	N
kunnat	市町村	kunta	市町村	N;NOM;PL	N
kunnat	自治体	kunta	自治体	N;NOM;PL	N
keskustelun	スレッド	keskustelu	スレッド	N;GEN;SG	N
keskustelun	ディスカッション	keskustelu	ディスカッション	N;GEN;SG	N
lämpötila	気温	lämmö#tila	気温	N;NOM;SG	N
lämpötila	温度	lämmö#tila	温度	N;NOM;SG	N
koulutus	トレーニング	koulutus	トレーニング	N;NOM;SG	N
koulutus	講習	koulutus	講習	N;NOM;SG	N
koulutus	教育	koulutus	教育	N;NOM;SG	N
koulutus	学歴	koulutus	学歴	N;NOM;SG	N
voimakas	強い	voimakas	強い	ADJ;NOM;SG	ADJ
voimakas	濃い	voimakas	濃い	ADJ;NOM;SG	ADJ
voimakas	パワフル	voimakas	パワフル	ADJ;NOM;SG	ADJ
voimakas	激しい	voimakas	激しい	ADJ;NOM;SG	ADJ
arkkipiispa	大主教	arkki#piispa	大主教	N;NOM;SG	N
lähelle	近く	lähelle	近く	ADV	ADV
esiteltiin	提示	esitellä	提示	V;IND;PST;FIN;PASS	V
lasketaan	計算	laskea	計算	V;IND;PRS;FIN;PASS	V
ohjelmaa	プログラム	ohjelma	プログラム	N;PRT;SG	N
ajatus	思考	ajatus	思考	N;NOM;SG	N
ajatus	アイデア	ajatus	アイデア	N;NOM;SG	N
ajatus	観念	ajatus	観念	N;NOM;SG	N
ajatus	アイディア	ajatus	アイディア	N;NOM;SG	N
saapuu	到着	saapua	到着	V;IND;SG;3;PRS;FIN;ACT	V
valta	権力	valta	権力	N;NOM;SG	N
valta	パワー	valta	パワー	N;NOM;SG	N
julkaisut	出版物	julkaisu	出版物	N;NOM;PL	N
hyväksyi	採択	hyväksyä	採択	V;IND;SG;3;PST;FIN;ACT	V
hyökkäsi	襲撃	hyökätä	襲撃	V;IND;SG;3;PST;FIN;ACT	V
naaras	女性	naaras	女性	N;NOM;SG	N
kiina	チャイナ	kiina	チャイナ	N;NOM;SG	N
kiina	中国語	kiina	中国語	N;NOM;SG	N
kiina	中国人	kiina	中国人	N;NOM;SG	N
termi	用語	termi	用語	N;NOM;SG	N
käsite	概念	käsite	概念	N;NOM;SG	N
käsite	コンセプト	käsite	コンセプト	N;NOM;SG	N
poistettu	削除	poistaa	削除	V;NOM;SG;V.PTCP;PASS	V
maantiede	地理	maan#tiede	地理	N;NOM;SG	N
band	バンド	band	バンド	N;NOM;SG	N
hyökkäys	進撃	hyökkäys	進撃	N;NOM;SG	N
huomaa	通知	huomata	通知	V;IMP;SG;2;FIN;ACT	V
huomaa	告知	huomata	告知	V;IMP;SG;2;FIN;ACT	V
päätoimittaja	エディタ	pää#toimittaja	エディタ	N;NOM;SG	N
voima	体力	voima	体力	N;NOM;SG	N
voima	強度	voima	強度	N;NOM;SG	N
voima	フォース	voima	フォース	N;NOM;SG	N
voima	権力	voima	権力	N;NOM;SG	N
voima	パワー	voima	パワー	N;NOM;SG	N
projekti	プロジェクト	projekti	プロジェクト	N;NOM;SG	N
kirjaa	書物	kirja	書物	N;PRT;SG	N
kirjaa	ブック	kirja	ブック	N;PRT;SG	N
road	道路	road	道路	N;NOM;SG	N
tuntematon	不明	tuntematon	不明	ADJ;NOM;SG	ADJ
tapaus	ケース	tapaus	ケース	N;NOM;SG	N
ominaisuudet	特性	ominaisuus	特性	N;NOM;PL	N
ominaisuudet	特色	ominaisuus	特色	N;NOM;PL	N
ominaisuudet	特徴	ominaisuus	特徴	N;NOM;PL	N
ominaisuudet	属性	ominaisuus	属性	N;NOM;PL	N
ominaisuudet	プロパティ	ominaisuus	プロパティ	N;NOM;PL	N
ominaisuudet	属性	ominaisuus	属性	N;NOM;PL	N
ominaisuudet	機能	ominaisuus	機能	N;NOM;PL	N
ominaisuudet	特徴	ominaisuus	特徴	N;NOM;PL	N
ääntä	サウンド	ääni	サウンド	N;PRT;SG	N
ääntä	ボイス	ääni	ボイス	N;PRT;SG	N
ääntä	音声	ääni	音声	N;PRT;SG	N
ääntä	音声	ääni	音声	N;PRT;SG	N
ääntä	オーディオ	ääni	オーディオ	N;PRT;SG	N
huono	悪い	huono	悪い	ADJ;NOM;SG	ADJ
school	学校	school	学校	N;NOM;SG	N
school	スクール	school	スクール	N;NOM;SG	N
kuvat	画像	kuva	画像	N;NOM;PL	N
kuvat	イメージ	kuva	イメージ	N;NOM;PL	N
voittaa	勝利	voittaa	勝利	V;IND;SG;3;PRS;FIN;ACT	V
voittaa	勝ち	voittaa	勝つ	V;IND;SG;3;PRS;FIN;ACT	V
voittaa	勝つ	voittaa	勝つ	V;IND;SG;3;PRS;FIN;ACT	V
voittaa	優勝	voittaa	優勝	V;IND;SG;3;PRS;FIN;ACT	V
voittaa	勝利	voittaa	勝利	V;IND;SG;3;PRS;FIN;ACT	V
voittaa	勝利	voittaa	勝利	V;IND;SG;3;PRS;FIN;ACT	V
puu	木材	puu	木材	N;NOM;SG	N
puu	木製	puu	木製	N;NOM;SG	N
puu	ウッド	puu	ウッド	N;NOM;SG	N
puu	ツリー	puu	ツリー	N;NOM;SG	N
dance	ダンス	dance	ダンス	N;NOM;SG	N
kotiin	自宅	koti	自宅	N;IN+ALL;SG	N
kotiin	ホーム	koti	ホーム	N;IN+ALL;SG	N
sotaa	戦争	sota	戦争	N;PRT;SG	N
vahva	強い	vahva	強い	ADJ;NOM;SG	ADJ
vahva	濃い	vahva	濃い	ADJ;NOM;SG	ADJ
taso	レベル	taso	レベル	N;NOM;SG	N
ero	差分	ero	差分	N;NOM;SG	N
aikuisten	成人	aikuinen	成人	N;GEN;PL	N
aikuisten	大人	aikuinen	大人	N;GEN;PL	N
liikenne	交通	liikenne	交通	N;NOM;SG	N
liikenne	トラフィック	liikenne	トラフィック	N;NOM;SG	N
liikenne	交通	liikenne	交通	N;NOM;SG	N
liikenne	交通	liikenne	交通	N;NOM;SG	N
sotilas	兵士	sotilas	兵士	N;NOM;SG	N
sotilas	兵隊	sotilas	兵隊	N;NOM;SG	N
sotilas	マリン	sotilas	マリン	N;NOM;SG	N
sotilas	軍事	sotilas	軍事	N;NOM;SG	N
sotilas	軍隊	sotilas	軍隊	N;NOM;SG	N
lapsia	子供	lapsi	子供	N;PRT;PL	N
lapsia	子供	lapsi	子供	N;PRT;PL	N
ajaa	運転	ajaa	運転	V;SG;NFIN;ACT	V
nuo	それら	tuo	それら	PRO;NOM;PL	PRO
projektin	プロジェクト	projekti	プロジェクト	N;GEN;SG	N
rannikolla	海岸	rannikko	海岸	N;AT+ESS
;SG	N
kuulu	属する	kuulua	属する	V;IMP;SG;2;FIN;ACT	V
kuulu	所属	kuulua	所属	V;IMP;SG;2;FIN;ACT	V
kirjat	書物	kirja	書物	N;NOM;PL	N
kirjat	帳簿	kirja	帳簿	N;NOM;PL	N
kirjat	書籍	kirja	書籍	N;NOM;PL	N
muotoa	図形	muoto	図形	N;PRT;SG	N
muotoa	形状	muoto	形状	N;PRT;SG	N
muotoa	シェイプ	muoto	シェイプ	N;PRT;SG	N
lyhenne	略語	lyhenne	略語	N;NOM;SG	N
lyhenne	略称	lyhenne	略称	N;NOM;SG	N
meren	マリン	meri	マリン	N;GEN;SG	N
kieltäytyi	辞退	kieltäytyä	辞退	V;IND;SG;3;PST;FIN;ACT	V
kieltäytyi	拒否	kieltäytyä	拒否	V;IND;SG;3;PST;FIN;ACT	V
kilpailuun	コンテスト	kilpailu	コンテスト	N;IN+ALL;SG	N
ymmärtää	理解	ymmärtää	理解	V;IND;SG;3;PRS;FIN;ACT	V
linnut	鳥類	lintu	鳥類	N;NOM;PL	N
pappi	司祭	pappi	司祭	N;NOM;SG	N
tutkijat	学者	tutkija	学者	N;NOM;PL	N
tutkijat	研究者	tutkija	研究者	N;NOM;PL	N
kulta	ベイビー	kulta	ベイビー	N;NOM;SG	N
kulta	赤ちゃん	kulta	赤ちゃん	N;NOM;SG	N
kulta	はちみつ	kulta	はちみつ	N;NOM;SG	N
kulta	蜂蜜	kulta	蜂蜜	N;NOM;SG	N
kulta	ゴールド	kulta	ゴールド	N;NOM;SG	N
seuraaja	フォロワー	seuraaja	フォロワー	N;NOM;SG	N
hehtaaria	ヘクタール	hehtaari	ヘクタール	N;PRT;SG	N
hehtaaria	ヘクタール	hehtaari	ヘクタール	N;PRT;SG	N
muutokset	バリエーション	muutos	バリエーション	N;NOM;PL	N
muutokset	変奏曲	muutos	変奏曲	N;NOM;PL	N
satama	港湾	satama	港湾	N;NOM;SG	N
satama	ポート	satama	ポート	N;NOM;SG	N
merkittävää	著しい	merkittävä	著しい	ADJ;PRT;SG	ADJ
keisarin	皇帝	keisari	皇帝	N;GEN;SG	N
keisarin	天皇	keisari	天皇	N;GEN;SG	N
käytäntö	ポリシー	käytäntö	ポリシー	N;NOM;SG	N
käytäntö	政策	käytäntö	政策	N;NOM;SG	N
käytäntö	方針	käytäntö	方針	N;NOM;SG	N
käytäntö	練習	käytäntö	練習	N;NOM;SG	N
usko	信じる	uskoa	信じる	V;IMP;SG;2;FIN;ACT	V
usko	信ずる	uskoa	信ずる	V;IMP;SG;2;FIN;ACT	V
verkko	ネット	verkko	ネット	N;NOM;SG	N
verkko	ネットワーク	verkko	ネットワーク	N;NOM;SG	N
pallo	ボール	pallo	ボール	N;NOM;SG	N
sukupolven	世代	suku#polvi	世代	N;GEN;SG	N
tietokanta	データベース	tieto#kanta	データベース	N;NOM;SG	N
käsikirjoitus	脚本	käsi#kirjoitus	脚本	N;NOM;SG	N
käsikirjoitus	原稿	käsi#kirjoitus	原稿	N;NOM;SG	N
käsikirjoitus	写本	käsi#kirjoitus	写本	N;NOM;SG	N
käsikirjoitus	脚本	käsi#kirjoitus	脚本	N;NOM;SG	N
käsikirjoitus	スクリプト	käsi#kirjoitus	スクリプト	N;NOM;SG	N
euron	ユーロ	euro	ユーロ	N;GEN;SG	N
turnaus	トーナメント	turnaus	トーナメント	N;NOM;SG	N
home	カビ	home	カビ	N;NOM;SG	N
valtaa	権力	valta	権力	N;PRT;SG	N
valtaa	パワー	valta	パワー	N;PRT;SG	N
kevään	スプリング	kevät	スプリング	N;GEN;SG	N
itsenäinen	独立	itsenäinen	独立	ADJ;NOM;SG	ADJ
juoksu	ランニング	juoksu	ランニング	N;NOM;SG	N
pyytää	請求	pyytää	請求	V;IND;SG;3;PRS;FIN;ACT	V
kanavalla	チャネル	kanava	チャネル	N;AT+ESS
;SG	N
kanavalla	チャンネル	kanava	チャンネル	N;AT+ESS
;SG	N
kanavalla	海峡	kanava	海峡	N;AT+ESS
;SG	N
rakennuksia	建物	rakennus	建物	N;PRT;PL	N
rakennuksia	建築物	rakennus	建築物	N;PRT;PL	N
raamatun	聖書	raamattu	聖書	N;GEN;SG	N
materiaalia	素材	materiaali	素材	N;PRT;SG	N
materiaalia	材料	materiaali	材料	N;PRT;SG	N
materiaalia	マテリアル	materiaali	マテリアル	N;PRT;SG	N
rajalla	フロンティア	raja	フロンティア	N;AT+ESS
;SG	N
sinä	あなた	sinä	あなた	PRO;NOM;SG;2	PRO
tärkeää	重要	tärkeä	重要	ADJ;PRT;SG	ADJ
kokoonpano	アセンブリ	kokoonpano	アセンブリ	N;NOM;SG	N
kokoonpano	集会	kokoonpano	集会	N;NOM;SG	N
kuun	ムーン	kuu	ムーン	N;GEN;SG	N
laitos	インストール	laitos	インストール	N;NOM;SG	N
laitos	研究所	laitos	研究所	N;NOM;SG	N
laitos	制度	laitos	制度	N;NOM;SG	N
laitos	施設	laitos	施設	N;NOM;SG	N
laitos	機関	laitos	機関	N;NOM;SG	N
tärkeitä	重要	tärkeä	重要	ADJ;PRT;PL	ADJ
jaa	共有	jaa	共有	V;IMP;SG;2;FIN;ACT	V
studio	スタジオ	studio	スタジオ	N;NOM;SG	N
tehdas	プラント	tehdas	プラント	N;NOM;SG	N
tehdas	植物	tehdas	植物	N;NOM;SG	N
tehdas	工場	tehdas	工場	N;NOM;SG	N
tutki	探検	tutkia	探検	V;IMP;SG;2;FIN;ACT	V
helppo	易しい	helppo	易しい	ADJ;NOM;SG	ADJ
helppo	やさしい	helppo	やさしい	ADJ;NOM;SG	ADJ
helppo	簡単	helppo	簡単	ADJ;NOM;SG	ADJ
dynastian	王朝	dynastia	王朝	N;GEN;SG	N
prinsessa	王女	prinsessa	王女	N;NOM;SG	N
prinsessa	プリンセス	prinsessa	プリンセス	N;NOM;SG	N
yritykset	ビジネス	yritys	ビジネス	N;NOM;PL	N
yritykset	会社	yritys	会社	N;NOM;PL	N
kreivi	カウント	kreivi	カウント	N;NOM;SG	N
eläinten	動物	eläin	動物	N;GEN;PL	N
eläinten	アニマル	eläin	アニマル	N;GEN;PL	N
eläinten	動物	eläin	動物	N;GEN;PL	N
nuorempi	若い	nuori	若い	ADJ;NOM;CMPR;SG	ADJ
tukholmassa	ストック	tukholma	ストック	N;IN+ESS;SG	N
pitkät	長い	pitkä	長い	ADJ;NOM;PL	ADJ
teho	効能	teho	効能	N;NOM;SG	N
teho	権力	teho	権力	N;NOM;SG	N
teho	パワー	teho	パワー	N;NOM;SG	N
nuoret	青年	nuori	青年	N;NOM;PL	N
nuoret	若者	nuori	若者	N;NOM;PL	N
nuoret	ユース	nuori	ユース	N;NOM;PL	N
nuoret	青春	nuori	青春	N;NOM;PL	N
nuoret	ヤング	nuori	ヤング	N;NOM;PL	N
vaikuttavat	影響	vaikuttaa	影響	V;PL;3;FIN;ACT	V
mallia	モデル	malli	モデル	N;PRT;SG	N
yhteyttä	コンタクト	yhteys	コンタクト	N;PRT;SG	N
kuntien	市町村	kunta	市町村	N;GEN;PL	N
kuntien	自治体	kunta	自治体	N;GEN;PL	N
parantaa	改善	parantaa	改善	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	治る	parantaa	治る	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	治す	parantaa	治す	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	向上	parantaa	向上	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	改善	parantaa	改善	V;IND;SG;3;PRS;FIN;ACT	V
lukea	読み	lukea	読む	V;SG;NFIN;ACT	V
lukea	読み込み	lukea	読み込み	V;SG;NFIN;ACT	V
lukea	読み取り	lukea	読み取る	V;SG;NFIN;ACT	V
lukea	読む	lukea	読む	V;SG;NFIN;ACT	V
paluu	リターン	paluu	リターン	N;NOM;SG	N
yhdiste	化合物	yhdiste	化合物	N;NOM;SG	N
säätiön	財団	säätiö	財団	N;GEN;SG	N
säätiön	ファンデーション	säätiö	ファンデーション	N;GEN;SG	N
säätiön	ファウンデーション	säätiö	ファウンデーション	N;GEN;SG	N
yhteiskunnan	社会	yhteis#kunta	社会	N;GEN;SG	N
sijainti	ポジション	sijainti	ポジション	N;NOM;SG	N
sijainti	役職	sijainti	役職	N;NOM;SG	N
sijainti	所在	sijainti	所在	N;NOM;SG	N
sijainti	ロケーション	sijainti	ロケーション	N;NOM;SG	N
sijainti	場所	sijainti	場所	N;NOM;SG	N
sillan	ブリッジ	silla	ブリッジ	N;GEN;SG	N
myyty	落札	myydä	落札	V;NOM;SG;V.PTCP;PASS	V
insinööri	エンジニア	insinööri	エンジニア	N;NOM;SG	N
lyömäsoittimet	打楽器	lyömäsoitin	打楽器	N;NOM;PL	N
menestystä	サクセス	menestys	サクセス	N;PRT;SG	N
merkki	ブランド	merkki	ブランド	N;NOM;SG	N
merkki	銘柄	merkki	銘柄	N;NOM;SG	N
merkki	マーク	merkki	マーク	N;NOM;SG	N
merkki	サイン	merkki	サイン	N;NOM;SG	N
merkki	記号	merkki	記号	N;NOM;SG	N
keskusta	下町	keskusta	下町	N;NOM;SG	N
keskusta	センター	keskusta	センター	N;NOM;SG	N
keskusta	中央	keskusta	中央	N;NOM;SG	N
keskusta	中心	keskusta	中心	N;NOM;SG	N
keskusta	中央	keskusta	中央	N;NOM;SG	N
keskusta	センター	keskusta	センター	N;NOM;SG	N
keskusta	中心	keskusta	中心	N;NOM;SG	N
yksikkö	単位	yksikkö	単位	N;NOM;SG	N
yksikkö	ユニット	yksikkö	ユニット	N;NOM;SG	N
kartano	マンション	kartano	マンション	N;NOM;SG	N
kutsua	招待	kutsua	招待	V;SG;NFIN;ACT	V
kutsua	招聘	kutsua	招聘	V;SG;NFIN;ACT	V
kutsua	招待	kutsua	招待	V;SG;NFIN;ACT	V
autoa	自動車	auto	自動車	N;PRT;SG	N
autoa	クルマ	auto	クルマ	N;PRT;SG	N
haudattiin	埋葬	haudata	埋葬	V;IND;PST;FIN;PASS	V
työt	作業	työ	作業	N;NOM;PL	N
työt	仕事	työ	仕事	N;NOM;PL	N
työt	ワーク	työ	ワーク	N;NOM;PL	N
työt	ジョブ	työ	ジョブ	N;NOM;PL	N
työt	求人	työ	求人	N;NOM;PL	N
vanhaa	古い	vanha	古い	ADJ;PRT;SG	ADJ
tehtäviä	代入	tehtävä	代入	N;PRT;PL	N
tehtäviä	タスク	tehtävä	タスク	N;PRT;PL	N
tehtäviä	ミッション	tehtävä	ミッション	N;PRT;PL	N
tekstiä	テキスト	teksti	テキスト	N;PRT;SG	N
punk	パンク	punk	パンク	N;NOM;SG	N
keskustassa	下町	keskusta	下町	N;IN+ESS;SG	N
tekijät	作家	tekijä	作家	N;NOM;PL	N
tekijät	著者	tekijä	著者	N;NOM;PL	N
tekijät	作者	tekijä	作者	N;NOM;PL	N
tekijät	要因	tekijä	要因	N;NOM;PL	N
liittyvä	関連	liittyä	関連	V;NOM;SG;V.PTCP;ACT	V
valtakunta	王国	valta#kunta	王国	N;NOM;SG	N
valtakunta	帝国	valta#kunta	帝国	N;NOM;SG	N
valtakunta	帝政	valta#kunta	帝政	N;NOM;SG	N
kuvanveistäjä	彫刻	kuva#veistäjä	彫刻	N;NOM;SG	N
kuvanveistäjä	彫刻家	kuva#veistäjä	彫刻家	N;NOM;SG	N
kohde	オブジェクト	kohde	オブジェクト	N;NOM;SG	N
kohde	ターゲット	kohde	ターゲット	N;NOM;SG	N
kohde	主体	kohde	主体	N;NOM;SG	N
kohde	件名	kohde	件名	N;NOM;SG	N
taide	芸術	taide	芸術	N;NOM;SG	N
taide	アート	taide	アート	N;NOM;SG	N
taide	芸術	taide	芸術	N;NOM;SG	N
taide	美術	taide	美術	N;NOM;SG	N
toteuttaa	実装	toteuttaa	実装	V;SG;NFIN;ACT	V
energia	エネルギー	energia	エネルギー	N;NOM;SG	N
kuntaa	市町村	kunta	市町村	N;PRT;SG	N
kuntaa	自治体	kunta	自治体	N;PRT;SG	N
maalivahti	ゴールキーパー	maali#vahti	ゴールキーパー	N;NOM;SG	N
omisti	所有	omistaa	所有	V;IND;SG;3;PST;FIN;ACT	V
hävittäjä	ファイター	hävittäjä	ファイター	N;NOM;SG	N
ostaa	購入	ostaa	購入	V;SG;FIN;ACT	V
ostaa	買う	ostaa	買う	V;SG;FIN;ACT	V
ostaa	購入	ostaa	購入	V;SG;FIN;ACT	V
ostaa	購入	ostaa	購入	V;SG;FIN;ACT	V
naisia	女性	nainen	女性	N;PRT;PL	N
lauluja	ソング	laulu	ソング	N;PRT;PL	N
vuosisadan	世紀	vuosi#sata	世紀	N;GEN;SG	N
vuosisadan	センチュリー	vuosi#sata	センチュリー	N;GEN;SG	N
unescon	ユネスコ	unesco	ユネスコ	N;GEN;SG	N
kesä	サマー	kesä	サマー	N;NOM;SG	N
racing	競走	racing	競走	N;NOM;SG	N
racing	レース	racing	レース	N;NOM;SG	N
vanhat	古い	vanha	古い	ADJ;NOM;PL	ADJ
kallio	ロック	kallio	ロック	N;NOM;SG	N
tieteen	サイエンス	tiede	サイエンス	N;GEN;SG	N
tieteen	科学	tiede	科学	N;GEN;SG	N
ratkaisu	ソリューション	ratkaisu	ソリューション	N;NOM;SG	N
ratkaisu	溶液	ratkaisu	溶液	N;NOM;SG	N
meksikon	メキシカン	meksikko	メキシカン	N;GEN;SG	N
kiven	ストーン	kivi	ストーン	N;GEN;SG	N
tuntuu	感じる	tuntua	感じる	V;IND;SG;0;PRS;FIN;ACT	V
ilmiö	現象	ilmiö	現象	N;NOM;SG	N
koira	イヌ	koira	イヌ	N;NOM;SG	N
miljoona	百万	miljoona	百万	NUM;NOM;SG	NUM
puhuu	喋る	puhua	喋る	V;IND;SG;3;PRS;FIN;ACT	V
kasvi	プラント	kasvi	プラント	N;NOM;SG	N
kasvi	植物	kasvi	植物	N;NOM;SG	N
massa	ミサ	massa	ミサ	N;NOM;SG	N
massa	質量	massa	質量	N;NOM;SG	N
massa	パルプ	massa	パルプ	N;NOM;SG	N
rautatie	鉄道	rauta#tie	鉄道	N;NOM;SG	N
rautatie	鉄道	rauta#tie	鉄道	N;NOM;SG	N
rakkaus	ラブ	rakkaus	ラブ	N;NOM;SG	N
huomattava	著しい	huomattava	著しい	ADJ;NOM;SG	ADJ
ilmoittaa	アナウンス	ilmoittaa	アナウンス	V;IND;SG;3;PRS;FIN;ACT	V
haudattu	埋葬	haudata	埋葬	V;NOM;SG;V.PTCP;PASS	V
edeltäjä	前身	edeltäjä	前身	N;NOM;SG	N
moottorin	エンジン	moottori	エンジン	N;GEN;SG	N
kaupan	商業	kauppa	商業	N;GEN;SG	N
kaupan	貿易	kauppa	貿易	N;GEN;SG	N
kaupan	店舗	kauppa	店舗	N;GEN;SG	N
kaupan	ストア	kauppa	ストア	N;GEN;SG	N
rajaa	ボーダー	raja	ボーダー	N;PRT;SG	N
rajaa	国境	raja	国境	N;PRT;SG	N
rajaa	境界	raja	境界	N;PRT;SG	N
rajaa	リミット	raja	リミット	N;PRT;SG	N
rajaa	限界	raja	限界	N;PRT;SG	N
rajaa	トリミング	raja	トリミング	N;PRT;SG	N
pelit	ゲーム	peli	ゲーム	N;NOM;PL	N
suunnittelija	デザイナー	suunnittelija	デザイナー	N;NOM;SG	N
suunnittelija	プランナー	suunnittelija	プランナー	N;NOM;SG	N
äänen	サウンド	ääni	サウンド	N;GEN;SG	N
äänen	ボイス	ääni	ボイス	N;GEN;SG	N
äänen	音声	ääni	音声	N;GEN;SG	N
kivi	ストーン	kivi	ストーン	N;NOM;SG	N
kivi	ロック	kivi	ロック	N;NOM;SG	N
free	無料	free	無料	N;NOM;SG	N
liikemies	ビジネスマン	liike#mies	ビジネスマン	N;NOM;SG	N
päähenkilö	主人	pää#henkilö	主人	N;NOM;SG	N
vaihtaa	交換	vaihtaa	交換	V;SG;NFIN;ACT	V
vaihtaa	切り替え	vaihtaa	切り替える	V;SG;NFIN;ACT	V
laiva	船舶	laiva	船舶	N;NOM;SG	N
laiva	ボート	laiva	ボート	N;NOM;SG	N
reitti	経路	reitti	経路	N;NOM;SG	N
lukee	読み込み	lukea	読み込み	V;IND;SG;3;PRS;FIN;ACT	V
lokakuun	十月	lokakuu	十月	N;GEN;SG	N
aine	物質	aine	物質	N;NOM;SG	N
parlamentti	議会	parlamentti	議会	N;NOM;SG	N
parlamentti	国会	parlamentti	国会	N;NOM;SG	N
yhteisö	コミュニティ	yhteisö	コミュニティ	N;NOM;SG	N
laulaa	歌う	laulaa	歌う	V;IND;SG;3;PRS;FIN;ACT	V
laulaa	歌う	laulaa	歌う	V;IND;SG;3;PRS;FIN;ACT	V
autojen	カーズ	auto	カーズ	N;GEN;PL	N
valo	ライト	valo	ライト	N;NOM;SG	N
katsojaa	ビューア	katsoja	ビューア	N;PRT;SG	N
kuljettaja	運転	kuljettaja	運転	N;NOM;SG	N
kuljettaja	ドライバ	kuljettaja	ドライバ	N;NOM;SG	N
kuljettaja	ドライバー	kuljettaja	ドライバー	N;NOM;SG	N
hyväksyttiin	採択	hyväksyä	採択	V;IND;PST;FIN;PASS	V
julkaista	公開	julkaista	公開	V;SG;NFIN;ACT	V
kasvavat	栽培	kasvaa	栽培	V;IND;PL;3;PRS;FIN;ACT	V
kasvavat	成長	kasvaa	成長	V;IND;PL;3;PRS;FIN;ACT	V
ylä	上部	ylä	上部	N;NOM;SG	N
ylä	トップ	ylä	トップ	N;NOM;SG	N
laskea	計算	laskea	計算	V;SG;NFIN;ACT	V
tapahtuman	イベント	tapahtuma	イベント	N;GEN;SG	N
tapahtuman	行事	tapahtuma	行事	N;GEN;SG	N
lintu	鳥類	lintu	鳥類	N;NOM;SG	N
lintu	バード	lintu	バード	N;NOM;SG	N
kirjoitetaan	書き込み	kirjoittaa	書き込み	V;IND;PRS;FIN;PASS	V
kirjoitetaan	書く	kirjoittaa	書く	V;IND;PRS;FIN;PASS	V
kirjoitetaan	書き込む	kirjoittaa	書き込む	V;IND;PRS;FIN;PASS	V
kaupunkien	アーバン	kaupunki	アーバン	N;GEN;PL	N
kaupunkien	都市	kaupunki	都市	N;GEN;PL	N
kirjoittaja	作家	kirjoittaja	作家	N;NOM;SG	N
kirjoittaja	ライター	kirjoittaja	ライター	N;NOM;SG	N
kirjoittaja	作家	kirjoittaja	作家	N;NOM;SG	N
kirjoittaja	著者	kirjoittaja	著者	N;NOM;SG	N
kirjoittaja	作者	kirjoittaja	作者	N;NOM;SG	N
lintujen	鳥類	lintu	鳥類	N;GEN;PL	N
uskonto	宗教	uskonto	宗教	N;NOM;SG	N
värit	カラー	väri	カラー	N;NOM;PL	N
värit	カラー	väri	カラー	N;NOM;PL	N
värit	カラー	väri	カラー	N;NOM;PL	N
värit	カラー	väri	カラー	N;NOM;PL	N
arena	アリーナ	arena	アリーナ	N;NOM;SG	N
keskustelussa	チャット	keskustelu	チャット	N;IN+ESS;SG	N
arvioitu	推定	arvioida	推定	V;NOM;SG;V.PTCP;PASS	V
idea	アイデア	idea	アイデア	N;NOM;SG	N
idea	観念	idea	観念	N;NOM;SG	N
idea	アイディア	idea	アイディア	N;NOM;SG	N
esimerkkejä	用例	esi#merkki	用例	N;PRT;PL	N
esimerkkejä	実例	esi#merkki	実例	N;PRT;PL	N
hajosi	壊れ	hajota	壊れる	V;IND;SG;3;PST;FIN;ACT	V
sisältöä	コンテンツ	sisältö	コンテンツ	N;PRT;SG	N
sisältöä	内容	sisältö	内容	N;PRT;SG	N
hiukan	あまり	hiukan	あまり	ADV	ADV
yritysten	会社	yritys	会社	N;GEN;PL	N
yritysten	ビジネス	yritys	ビジネス	N;GEN;PL	N
vaikutusta	インパクト	vaikutus	インパクト	N;PRT;SG	N
vaikutusta	衝撃	vaikutus	衝撃	N;PRT;SG	N
