서식	التنسيق	서식	تَنسِيق	N	N;NOM;DEF;SG
아쉬운	سهل	아쉽+ㄴ	سَهل	ADJ	ADJ;NOM;INDF;MASC;SG
아쉬운	سهلة	아쉽+ㄴ	سَهل	ADJ	ADJ;NOM;INDF;FEM;SG
집착	الهوس	집착	هُوس	N	N;NOM;DEF;SG
가입자	المشتركون	가입자	مُشتَرَك	N	N;NOM;DEF;PL
불만	الشكاوى	불만	شَكوَى	N	N;NOM;DEF;PL
불만	شكاوى	불만	شَكوَى	N	N;NOM;INDF;PL
불만	السخط	불만	سُخط	N	N;NOM;DEF;SG
불만	الشكوى	불만	شَكوَى	N	N;NOM;DEF;SG
불만	شكوى	불만	شَكوَى	N	N;NOM;INDF;SG
조차도	حتي	조차도	حَتَّى		
구출	الانقاذ	구출	إِنقَاذ	N	N;NOM;DEF;SG
구출	انقاذ	구출	إِنقَاذ	N	N;NOM;INDF;SG
명소	الجذب	명소	جَذب	N	N;NOM;DEF;PL
명소	المعالم	명소	مَعلَم	N	N;NOM;DEF;PL
명소	معالم	명소	مَعلَم	N	N;NOM;INDF;PL
숭배	الطائفة	숭배	طَائِفَة	N	N;NOM;DEF;SG
숭배	عبادة	숭배	عبادة	N	N;NOM;INDF;SG
숭배	طائفة	숭배	طَائِفَة	N	N;NOM;INDF;SG
숭배	عبادة	숭배	عبادة	N	N;NOM;INDF;SG
숭배	العبادة	숭배	عِبَادَة	N	N;NOM;DEF;SG
독성	سامة	독성	سامة	N	N;NOM;INDF;SG
독성	السمية	독성	سَمِّيَّة	N	N;NOM;DEF;SG
영사	القنصل	영사	قُنصُل	N	N;NOM;DEF;SG
영사	قنصل	영사	قُنصُل	N	N;NOM;INDF;SG
주스	عصير	주스	عَصِير	N	N;NOM;INDF;SG
주스	العصير	주스	عَصِير	N	N;NOM;DEF;SG
주스	العصائر	주스	العصائر	N	N;NOM;DEF;PL
준수	الامتثال	준수	اِمتِثَال	N	N;NOM;DEF;SG
준수	امتثال	준수	اِمتِثَال	N	N;NOM;INDF;SG
준수	امتثال	준수	اِمتِثَال	N	N;NOM;INDF;SG
펀드	صندوق	펀드	صُندُوق	N	N;NOM;INDF;SG
펀드	الصندوق	펀드	صُندُوق	N	N;NOM;DEF;SG
명품	الترف	명품	تَرَف	N	N;NOM;DEF;SG
명품	رفاهية	명품	رَفَاهِيّ	N	N;NOM;INDF;SG
명품	الفخامة	명품	فَخَّامَة	N	N;NOM;DEF;SG
명품	الفاخرة	명품	فَاخِر	N	N;NOM;DEF;SG
설문	استطلاعات	설문	اِستِطلَاع	N	N;NOM;INDF;PL
설문	استطلاع	설문	اِستِطلَاع	N	N;NOM;INDF;SG
설문	الاستطلاع	설문	اِستِطلَاع	N	N;NOM;DEF;SG
재미	المرح	재미	مَرح	N	N;NOM;DEF;SG
재미	متعة	재미	مُتعَة	N	N;NOM;INDF;SG
몰수	مصادرة	몰수	مُصَادَرَة	N	N;NOM;INDF;SG
몰수	المصادرة	몰수	مُصَادَرَة	N	N;NOM;DEF;SG
몰수	المصادرة	몰수	مُصَادَرَة	N	N;NOM;DEF;SG
악화	تفاقم	악화	تَفَاقُم	N	N;NOM;INDF;SG
경매	مزاد	경매	مَزَاد	N	N;NOM;INDF;SG
경매	المزاد	경매	مَزَاد	N	N;NOM;DEF;SG
경매	المزادات	경매	مَزَاد	N	N;NOM;DEF;PL
경매	المناقصات	경매	مُنَاقَصَة	N	N;NOM;DEF;PL
도표	التخطيط	도표	تَخطِيط	N	N;NOM;DEF;SG
생산성	الانتاجية	생산성	إِنتَاجِيَّة	N	N;NOM;DEF;SG
대백과사전	موسوعة	대백과류전	مَوسُوع	N	N;NOM;INDF;SG
특사	مبعوث	특사	مبعوث	N	N;NOM;INDF;SG
특사	المبعوث	특사	مَبعُوث	N	N;NOM;DEF;SG
당뇨병	السكري	당뇨병	سُكَّرِيّ	N	N;NOM;DEF;SG
당뇨병	السكري	당뇨병	سُكَّرِيّ	N	N;NOM;DEF;SG
유방	الثدي	유방	ثَدِيّ	N	N;NOM;DEF;SG
계몽주의	التنوير	계몽주의	تَنوِير	N	N;NOM;DEF;SG
부호화	ترميز	부호화	تَرمِيز	N	N;NOM;INDF;SG
부호화	الترميز	부호화	تَرمِيز	N	N;NOM;DEF;SG
부호화	ترميز	부호화	تَرمِيز	N	N;NOM;INDF;SG
부호화	الترميز	부호화	تَرمِيز	N	N;NOM;DEF;SG
부호화	تشفير	부호화	تَشفِير	N	N;NOM;INDF;SG
트랜잭션	معاملة	트랜잭션	مُعَامَلَة	N	N;NOM;INDF;SG
트랜잭션	المعاملة	트랜잭션	مُعَامَلَة	N	N;NOM;DEF;SG
트랜잭션	المعاملات	트랜잭션	مُعَامَلَة	N	N;NOM;DEF;PL
트랜잭션	المعاملات	트랜잭션	مُعَامَلَة	N	N;NOM;DEF;PL
입국	وصول	입국	وُصُول	N	N;NOM;INDF;SG
입국	الوصول	입국	وُصُول	N	N;NOM;DEF;SG
가방	الكيس	가방	كَيس	N	N;NOM;DEF;SG
가방	حقيبة	가방	حَقِيبَة	N	N;NOM;INDF;SG
가방	الحقيبة	가방	حَقِيبَة	N	N;NOM;DEF;SG
가방	شنطة	가방	شَنطَة	N	N;NOM;INDF;SG
가방	الاكياس	가방	إِكيَاس	N	N;NOM;DEF;PL
가방	اكياس	가방	كِيس	N	N;NOM;INDF;PL
가방	الحقائب	가방	حَقِيبَة	N	N;NOM;DEF;PL
가방	حقائب	가방	حَقِيبَة	N	N;NOM;INDF;PL
출판됨	نشرت	출판+되+ㄴ	نَشَر	V	V;PFV;FEM;SG;3;ACT
목적지	الاتجاه	목적지	اِتِّجَاه	N	N;NOM;DEF;SG
목적지	وجهة	목적지	وِجهَة	N	N;NOM;INDF;SG
목적지	المقصد	목적지	مُقَصَّد	N	N;NOM;DEF;SG
목적지	الوجهة	목적지	وِجهَة	N	N;NOM;DEF;SG
목적지	المقاصد	목적지	مَقصِد	N	N;NOM;DEF;PL
목적지	وجهات	목적지	وِجهَة	N	N;NOM;INDF;PL
보정	تصحيح	보정	تَصحِيح	N	N;NOM;INDF;SG
보정	التصحيح	보정	تَصحِيح	N	N;NOM;DEF;SG
보정	المعايرة	보정	مُعَايَرَة	N	N;NOM;DEF;SG
목걸이	قلادة	목걸+이	قُلَادَة	N	N;NOM;INDF;SG
목걸이	القلادة	목걸+이	قَلَادَة	N	N;NOM;DEF;SG
목걸이	العقد	목걸+이	عَقد	N	N;NOM;DEF;SG
연주회	حفلات	연주회	حَفلَة	N	N;NOM;INDF;PL
연주회	حفل	연주회	حَفل	N	N;NOM;INDF;SG
팽창	التوسع	팽창	تَوَسُّع	N	N;NOM;DEF;SG
팽창	التوسيع	팽창	تَوسِيع	N	N;NOM;DEF;SG
팽창	توسع	팽창	تَوَسُّع	N	N;NOM;INDF;SG
팽창	توسيع	팽창	تَوسِيع	N	N;NOM;INDF;SG
활성	النشطة	활성	نَشَاط	N	N;NOM;DEF;SG
측량	مساح	측량	مَسَاح	N	N;NOM;INDF;SG
훔쳐	يسرق	훔치+어	سَرِق	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
채팅	الدردشة	채팅	الدردشة	N	N;NOM;DEF;SG
채팅	دردشة	채팅	دردشة	N	N;NOM;INDF;SG
채팅	محادثة	채팅	محادثة	N	N;NOM;INDF;SG
계산기	حاسبة	계산기	حَاسِب	N	N;NOM;INDF;SG
성교	جماع	성교	جَمَاع	N	N;NOM;INDF;SG
성교	الجماع	성교	جِمَاع	N	N;NOM;DEF;SG
성교	جنس	성교	جنس	N	N;NOM;INDF;SG
성교	الجنس	성교	جِنس	N	N;NOM;DEF;SG
대수학	الجبر	대수학	جَبر	N	N;NOM;DEF;SG
연구자	الباحث	연구자	بَاحِث	N	N;NOM;DEF;SG
연구자	باحث	연구자	بَاحِث	N	N;NOM;INDF;SG
연구자	الباحثون	연구자	بَاحِث	N	N;NOM;DEF;PL
연구자	باحثين	연구자	بَاحِث	N	N;NOM;INDF;PL
연구자	الباحثين	연구자	بَاحِث	N	N;NOM;DEF;PL
커브	منحنى	커브	منحنى	N	N;NOM;INDF;SG
펄스	نبض	펄스	نَبض	N	N;NOM;INDF;SG
펄스	نبضة	펄스	نَبضَة	N	N;NOM;INDF;SG
펄스	النبض	펄스	نَبض	N	N;NOM;DEF;SG
갈매기	النوارس	갈매+기	نَارِس	N	N;NOM;DEF;PL
크리드	عقيدة	크리드	عَقِيدَة	N	N;NOM;INDF;SG
크리드	العقيدة	크리드	عَقِيدَة	N	N;NOM;DEF;SG
크리드	مذهب	크리드	مذهب	N	N;NOM;INDF;SG
셔터	مصراع	셔터	مِصرَاع	N	N;NOM;INDF;SG
우울증	اكتئاب	우울증	اِكتِئَاب	N	N;NOM;INDF;SG
우울증	الاكتئاب	우울증	اِكتِئَاب	N	N;NOM;DEF;SG
우울증	الكساد	우울증	كَسَاد	N	N;NOM;DEF;SG
콜라보레이션	التعاون	콜라보레이션	تَعَاوُن	N	N;NOM;DEF;SG
콜라보레이션	تعاون	콜라보레이션	تَعَاوُن	N	N;NOM;INDF;SG
라이트닝	البرق	라이트닝	بُرق	N	N;NOM;DEF;SG
투명	شفافية	투명	شَفَّافِيَّة	N	N;NOM;INDF;SG
투명	شفاف	투명	شَفَّاف	N	N;NOM;INDF;SG
투명	شفافية	투명	شَفَّافِيَّة	N	N;NOM;INDF;SG
투명	الشفافية	투명	شَفَّافِيَّة	N	N;NOM;DEF;SG
석기	حجر	석기	حَجَر	N	N;NOM;INDF;SG
석기	الحجارة	석기	حَجَّارَة	N	N;NOM;DEF;SG
석기	حجارة	석기	حجارة	N	N;NOM;INDF;SG
석기	الحجر	석기	حَجر	N	N;NOM;DEF;SG
영감	الالهام	영감	أَلهَام	N	N;NOM;DEF;SG
진술	بيان	진술	بَيَان	N	N;NOM;INDF;SG
진술	البيان	진술	بَيَان	N	N;NOM;DEF;SG
플래그	العلم	플래그	عِلم	N	N;NOM;DEF;SG
플래그	الاعلام	플래그	إِعلَام	N	N;NOM;DEF;SG
플래그	اعلام	플래그	إِعلَام	N	N;NOM;INDF;SG
채무	الديون	채무	دَين	N	N;NOM;DEF;PL
채무	الدين	채무	دِين	N	N;NOM;DEF;SG
채무	الديون	채무	دَين	N	N;NOM;DEF;PL
동창	زملاء	동창	زَمِيل	N	N;NOM;INDF;PL
모욕을	الاهانة	모욕+을	إِهَانَة	N	N;NOM;DEF;SG
요구사항	مطلب	요구사항	مَطلَب	N	N;NOM;INDF;SG
요구사항	اشتراط	요구사항	اِشتِرَاط	N	N;NOM;INDF;SG
요구사항	الشرط	요구사항	شَرط	N	N;NOM;DEF;SG
요구사항	المتطلبات	요구사항	مُتَطَلَّبَات	N	N;NOM;DEF;PL
요구사항	متطلبات	요구사항	مُتَطَلَّبَات	N	N;NOM;INDF;PL
요구사항	الاحتياجات	요구사항	اِحتِيَاج	N	N;NOM;DEF;PL
요구사항	الشروط	요구사항	شَرط	N	N;NOM;DEF;PL
음식점	المطعم	음식점	مَطعَم	N	N;NOM;DEF;SG
음식점	مطعم	음식점	مطعم	N	N;NOM;INDF;SG
음식점	اماكن	음식점	إِمكَان	N	N;NOM;INDF;PL
음식점	الاماكن	음식점	مَكَان	N	N;NOM;DEF;PL
음식점	المطاعم	음식점	مَطعَم	N	N;NOM;DEF;PL
음식점	مطاعم	음식점	مَطعَم	N	N;NOM;INDF;PL
디펜스	الدفاع	디펜스	دِفَاع	N	N;NOM;DEF;SG
디펜스	الدفاع	디펜스	دِفَاع	N	N;NOM;DEF;SG
조언	المشورة	조언	مُشَوِّر	N	N;NOM;DEF;SG
조언	نصيحة	조언	نَصِيحَة	N	N;NOM;INDF;SG
조언	النصيحة	조언	نَصِيح	N	N;NOM;DEF;SG
계기	صك	계기	صَكّ	N	N;NOM;INDF;SG
계기	الصك	계기	صَكّ	N	N;NOM;DEF;SG
해머	المطرقة	해머	مُطَّرِق	N	N;NOM;DEF;SG
해머	مطرقة	해머	مطرقة	N	N;NOM;INDF;SG
편집하기	حرر	편집+하+기	حَرَّر	V	V;PFV;MASC;SG;3;ACT
주먹	قبضة	주먹	قبضة	N	N;NOM;INDF;SG
주먹	القبضة	주먹	قَبضَة	N	N;NOM;DEF;SG
파운데이션	الاساس	파운데이션	أَسَاس	N	N;NOM;DEF;SG
파운데이션	مؤسسة	파운데이션	مُؤَسَّسَة	N	N;NOM;INDF;SG
파운데이션	المؤسسة	파운데이션	مُؤَسَّسَة	N	N;NOM;DEF;SG
유권자	الناخبون	유권자	نَاخِب	N	N;NOM;DEF;PL
유권자	الناخبين	유권자	نَاخِب	N	N;NOM;DEF;PL
유권자	المصوتين	유권자	مُصَوِّت	N	N;ACC;DEF;PL
항문	الشرج	항문	شَرج	N	N;NOM;DEF;SG
후식	الحلوى	후식	حَلوَى	N	N;NOM;DEF;SG
후식	التحلية	후식	تَحلِيَة	N	N;NOM;DEF;SG
후식	الحلويات	후식	حَلوَى	N	N;NOM;DEF;PL
닭고기	دجاجة	닭고기	دَجَّاجَة	N	N;NOM;INDF;SG
닭고기	دجاج	닭고기	دِجَاج	N	N;NOM;INDF;SG
닭고기	الدجاج	닭고기	دَجَاج	N	N;NOM;DEF;SG
침투	الاختراق	침투	اِختِرَاق	N	N;NOM;DEF;SG
송신	صادرة	송신	صَادِر	N	N;NOM;INDF;SG
정상회담	قمة	정상회담	قِمَّة	N	N;NOM;INDF;SG
정상회담	القمة	정상회담	قِمَّة	N	N;NOM;DEF;SG
사육	تربية	사육	تَربِيَة	N	N;NOM;INDF;SG
사육	التكاثر	사육	تَكَاثُر	N	N;NOM;DEF;SG
사육	التربية	사육	تَربِيَة	N	N;NOM;DEF;SG
옥션	مزاد	옥션	مَزَاد	N	N;NOM;INDF;SG
옥션	المزاد	옥션	مَزَاد	N	N;NOM;DEF;SG
숙박	البقاء	숙박	بَقَاء	N	N;NOM;DEF;SG
숙박	الاقامة	숙박	إِقَامَة	N	N;NOM;DEF;SG
숙박	السكن	숙박	سَكَن	N	N;NOM;DEF;SG
숙박	سكن	숙박	سَكَن	N	N;NOM;INDF;SG
화강암	الجرانيت	화강암	جرَانِيت	N	N;NOM;DEF;SG
통증이	الالم	통증+이	أَلم	N	N;NOM;DEF;SG
통증이	الم	통증+이	إِلم	N	N;NOM;DEF;SG
배수	استنزاف	배수	اِستِنزَاف	N	N;NOM;INDF;SG
배수	تصريف	배수	تَصرِيف	N	N;NOM;INDF;SG
스피커	المتحدثون	스피커	مُتَحَدِّث	N	N;NOM;DEF;PL
스피커	المتحدث	스피커	مُتَحَدِّث	N	N;NOM;DEF;SG
스피커	المتكلم	스피커	مُتَكَلِّم	N	N;NOM;DEF;SG
스피커	متحدث	스피커	مُتَحَدِّث	N	N;NOM;INDF;SG
밸런스	الرصيد	밸런스	رَصِيد	N	N;NOM;DEF;SG
밸런스	التوازن	밸런스	تَوَازُن	N	N;NOM;DEF;SG
밸런스	الميزان	밸런스	مِيزَان	N	N;NOM;DEF;SG
밸런스	رصيد	밸런스	رَصِيد	N	N;NOM;INDF;SG
밸런스	توازن	밸런스	تَوَازُن	N	N;NOM;INDF;SG
결함	العيوب	결함	عَيب	N	N;NOM;DEF;PL
결함	عيوب	결함	عَيب	N	N;NOM;INDF;SG
동거	التعايش	동거	تَعَايُش	N	N;NOM;DEF;SG
동거	المعاشرة	동거	مُعَاشِر	N	N;NOM;DEF;SG
나열	مدرجة	나열	مَدرَجَة	N	N;NOM;INDF;SG
나열	مدرج	나열	مُدَرِّج	N	N;NOM;INDF;SG
양심적	ضمير	양심+적	ضَمِير	N	N;NOM;INDF;SG
양심적	الضمير	양심+적	ضَمِير	N	N;NOM;DEF;SG
안장	السرج	안장	سِرج	N	N;NOM;DEF;SG
교훈	الدرس	교훈	دَرس	N	N;NOM;DEF;SG
교훈	درس	교훈	دَرس	N	N;NOM;INDF;SG
추상	خلاصة	추상	خُلَاصَة	N	N;NOM;INDF;SG
추상	الخلاصة	추상	خَلَاصَة	N	N;NOM;DEF;SG
추상	تجريد	추상	تَجرِيد	N	N;NOM;INDF;SG
정오	الظهيرة	정오	ظُهَيرَة	N	N;NOM;DEF;SG
정오	الظهر	정오	ظُهر	N	N;NOM;DEF;SG
정오	ظهرا	정오	ظُهر	N	N;ACC;INDF;SG
안정성	استقرار	안정성	اِستِقرَار	N	N;NOM;INDF;SG
안정성	الاستقرار	안정성	اِستِقرَار	N	N;NOM;DEF;SG
손목	المعصم	손목	مُعَصَّم	N	N;NOM;DEF;SG
걸작	تحفة	걸작	حَفَص	N	N;NOM;INDF;SG
결투	مبارزة	결투	مُبَارَزَة	N	N;NOM;INDF;SG
결투	المبارزة	결투	مُبَارَزَة	N	N;NOM;DEF;SG
결투	المبارزات	결투	مُبَارَزَة	N	N;NOM;DEF;PL
스토리지	مخزن	스토리+지	مَخزَن	N	N;NOM;INDF;SG
스토리지	المخزن	스토리+지	مَخزَن	N	N;NOM;DEF;SG
스토리지	التخزين	스토리+지	تَخزِين	N	N;NOM;DEF;SG
스토리지	تخزين	스토리+지	تَخزِين	N	N;NOM;INDF;SG
징병	التجنيد	징병	تَجنِيد	N	N;NOM;DEF;SG
징병	تجنيد	징병	تَجنِيد	N	N;NOM;INDF;SG
소품	الدعامة	소품	دِعَامَة	N	N;NOM;DEF;SG
소품	الدعائم	소품	دَعِيمَة	N	N;NOM;DEF;PL
소품	دعائم	소품	دَعِيمَة	N	N;NOM;INDF;PL
경감	مفتش	경감	مفتش	N	N;NOM;INDF;SG
경감	المفتش	경감	مُفَتِّش	N	N;NOM;DEF;SG
촉매	محفز	촉매	محفز	N	N;NOM;INDF;SG
촉매	المحفز	촉매	مُحَفَّز	N	N;NOM;DEF;SG
모래시계	الرمال	모래+시계	رَمل	N	N;NOM;DEF;SG
모래시계	الرمل	모래+시계	رَمل	N	N;NOM;DEF;SG
연구실	المختبر	연구실	مُختَبَر	N	N;NOM;DEF;SG
연구실	مختبر	연구실	مُختَبِر	N	N;NOM;INDF;SG
연구실	المختبر	연구실	مُختَبَر	N	N;NOM;DEF;SG
연구실	مختبر	연구실	مُختَبِر	N	N;NOM;INDF;SG
연구실	المعمل	연구실	مُعمَل	N	N;NOM;DEF;SG
연구실	معمل	연구실	مُعمَل	N	N;NOM;INDF;SG
전화기	الهاتف	전화기	هَاتِف	N	N;NOM;DEF;SG
전화기	الهاتف	전화기	هَاتِف	N	N;NOM;DEF;SG
전화기	هواتف	전화기	هَاتِف	N	N;NOM;INDF;PL
전화기	الهواتف	전화기	هَاتِف	N	N;NOM;DEF;SG
협곡	الوادي	협곡	وَادِي	N	N;NOM;DEF;SG
머리카락	الشعر	머리카락	شَعر	N	N;NOM;DEF;SG
반복한다	كرر	반복+하+ㄴ다	كَرَّر	V	V;PFV;MASC;SG;3;ACT
냄새	الشم	냄새	شَمّ	N	N;NOM;DEF;SG
냄새	رائحة	냄새	رَائِحَة	N	N;NOM;INDF;SG
냄새	الروائح	냄새	رَائِحَة	N	N;NOM;DEF;PL
조교	مساعد	조교	مُسَاعِد	N	N;NOM;INDF;SG
조교	المساعد	조교	مُسَاعِد	N	N;NOM;DEF;SG
산업화	تصنيع	산업화	تَصنِيع	N	N;NOM;INDF;SG
산업화	التصنيع	산업화	تَصنِيع	N	N;NOM;DEF;SG
구토	القيء	구토	قَيء	N	N;NOM;DEF;SG
구토	التقيؤ	구토	تَقَيُّؤ	N	N;NOM;DEF;SG
구토	القيء	구토	قَيء	N	N;NOM;DEF;SG
습관	العادات	습관	عَادَة	N	N;NOM;DEF;PL
습관	عادات	습관	عَادَة	N	N;NOM;INDF;PL
습관	العادة	습관	عَادَة	N	N;NOM;DEF;SG
습관	عادة	습관	عَادَة	N	N;ACC;INDF;SG
출국	الرحيل	출국	رَحِيل	N	N;NOM;DEF;SG
출국	مغادرة	출국	مُغَادَرَة	N	N;NOM;INDF;SG
출국	المغادرة	출국	مُغَادَرَة	N	N;NOM;DEF;SG
미생물	الميكروب	미생물	مُيكَرِيب	N	N;NOM;DEF;SG
미생물	الميكروبات	미생물	مَيكرُوب	N	N;NOM;DEF;PL
미생물	الكائنات	미생물	كَائِن	N	N;NOM;DEF;PL
출석	الحضور	출석	حُضُور	N	N;NOM;DEF;SG
양모	الصوف	양모	صَوف	N	N;NOM;DEF;SG
양모	الصوف	양모	صَوف	N	N;NOM;DEF;SG
양모	صوف	양모	صَوفَ	N	N;NOM;INDF;SG
스레드	خيوط	스레드	خيوط	N	N;NOM;INDF;PL
스레드	الخيوط	스레드	خَيط	N	N;NOM;DEF;PL
스레드	خيط	스레드	خَيط	N	N;NOM;INDF;SG
스레드	الخيط	스레드	خَيط	N	N;NOM;DEF;SG
후퇴	التراجع	후퇴	تَرَاجُع	N	N;NOM;DEF;SG
후퇴	انسحاب	후퇴	اِنسِحَاب	N	N;NOM;INDF;SG
깃털	الريشة	깃털	رِيشَة	N	N;NOM;DEF;SG
깃털	الريش	깃털	رِيش	N	N;NOM;DEF;SG
번식	تربية	번식	تَربِيَة	N	N;NOM;INDF;SG
번식	التكاثر	번식	تَكَاثُر	N	N;NOM;DEF;SG
번식	التربية	번식	تَربِيَة	N	N;NOM;DEF;SG
카트리지	خرطوشة	카트리+지	خَرطُوش	N	N;NOM;INDF;SG
클립	المقاطع	클립	مَقطَع	N	N;NOM;DEF;PL
클립	مقاطع	클립	مَقطَعَة	N	N;NOM;INDF;PL
클립	كليب	클립	كليب	N	N;NOM;INDF;SG
클립	مقطع	클립	مَقطَع	N	N;NOM;INDF;SG
폐기	تجاهل	폐기	تَجَاهُل	N	N;NOM;INDF;SG
참여하기	انضموا	참여+하+기	اِنضَمّ	V	V;PFV;MASC;PL;3;ACT
참여하기	انضم	참여+하+기	اِنضَمّ	V	V;PFV;MASC;SG;3;ACT
비료	السماد	비료	سَمَاد	N	N;NOM;DEF;SG
비료	الاسمدة	비료	سَمَاد	N	N;NOM;DEF;SG
비료	السماد	비료	سَمَاد	N	N;NOM;DEF;SG
비료	الاسمدة	비료	سَمَاد	N	N;NOM;DEF;SG
약학	الصيدلية	약학	صِيدلِيّ	N	N;NOM;DEF;SG
약학	صيدلية	약학	صَيدَلِيّ	N	N;NOM;INDF;SG
식료품	البقالة	식료품	بِقَالَة	N	N;NOM;DEF;SG
키트	طقم	키트	طَقم	N	N;NOM;INDF;SG
효율성	كفاءة	효율성	كَفَاءَة	N	N;NOM;INDF;SG
효율성	الكفاءة	효율성	كَفَاءَة	N	N;NOM;DEF;SG
효율성	الفعالية	효율성	فَعَّالِيَّة	N	N;NOM;DEF;SG
효율성	فعالية	효율성	فَعَّالِيَّة	N	N;NOM;INDF;SG
효율성	الفعالية	효율성	فَعَّالِيَّة	N	N;NOM;DEF;SG
승천	الارتقاء	승천	اِرتِقَاء	N	N;NOM;DEF;SG
승천	الافتراض	승천	اِفتِرَاض	N	N;NOM;DEF;SG
승천	افتراض	승천	اِفتِرَاض	N	N;NOM;INDF;SG
위젯	الشارة	위젯	شَارَّة	N	N;NOM;DEF;SG
위젯	شارة	위젯	شَارَّة	N	N;NOM;INDF;SG
위젯	شارات	위젯	شَارَة	N	N;NOM;INDF;PL
종양	الاورام	종양	وَرَم	N	N;NOM;DEF;PL
종양	اورام	종양	وَرَم	N	N;NOM;INDF;PL
알레르기	الحساسية	알레르기	حَسَّاسِيّ	N	N;NOM;DEF;SG
알레르기	حساسية	알레르기	حَسَّاسِيّ	N	N;NOM;INDF;SG
알레르기	الحساسية	알레르기	حَسَّاسِيّ	N	N;NOM;DEF;SG
공포증	الخوف	공포증	خَوف	N	N;NOM;DEF;SG
공포증	خوف	공포증	خَائِف	N	N;NOM;INDF;SG
규약	عهد	규약	عَهد	N	N;NOM;INDF;SG
규약	العهد	규약	عَهد	N	N;NOM;DEF;SG
국민의회	البرلمان	국민의회	بَرلَمَان	N	N;NOM;DEF;SG
국민의회	برلمان	국민의회	بَرلَمَان	N	N;NOM;INDF;SG
트랙터	الجرارات	트랙터	جَرَّار	N	N;NOM;DEF;PL
트랙터	الجرار	트랙터	جَرَار	N	N;NOM;DEF;SG
주민들	السكان	주민+들	سَاكِن	N	N;NOM;DEF;PL
주민들	المقيمون	주민+들	مُقَيَّم	N	N;NOM;DEF;PL
규범	معيار	규범	مُعِير	N	N;NOM;INDF;SG
봉쇄	الحصار	봉쇄	حِصَار	N	N;NOM;DEF;SG
봉쇄	حصار	봉쇄	حِصَار	N	N;NOM;INDF;SG
배달	التسليم	배달	تَسلِيم	N	N;NOM;DEF;SG
배달	تسليم	배달	تَسلِيم	N	N;NOM;INDF;SG
배달	توصيل	배달	تَوصِيل	N	N;NOM;INDF;SG
배달	طلبية	배달	طَلَبِيَّة	N	N;NOM;INDF;SG
배달	التوصيل	배달	تَوصِيل	N	N;NOM;DEF;SG
토후국	امارة	토후국	إِمَارَة	N	N;NOM;INDF;SG
토후국	الامارة	토후국	إِمَارَة	N	N;NOM;DEF;SG
종교개혁	الاصلاح	종교+개혁	إِصلَاح	N	N;NOM;DEF;SG
탄성	المطاطي	탄성	مَطَاطِي	N	N;NOM;DEF;SG
구독	الاشتراك	구독	اِشتِرَاك	N	N;NOM;DEF;SG
구독	اشتراك	구독	اِشتِرَاك	N	N;NOM;INDF;SG
구독	الاشتراكات	구독	اِشتِرَاك	N	N;NOM;DEF;PL
구독	اشتراكات	구독	اشتراكات	N	N;NOM;INDF;PL
구독	الاشتراك	구독	اِشتِرَاك	N	N;NOM;DEF;SG
구독	اشتراك	구독	اِشتِرَاك	N	N;NOM;INDF;SG
실링	شلن	실링	شلن	N	N;NOM;INDF;SG
실링	شلن	실링	شلن	N	N;NOM;INDF;SG
권위주의	الاستبداد	권위주의	اِستِبدَاد	N	N;NOM;DEF;SG
전염병	الطاعون	전염병	طَاعُون	N	N;NOM;DEF;SG
찬양	الثناء	찬양	ثَنَاء	N	N;NOM;DEF;SG
찬양	الحمد	찬양	حَمد	N	N;NOM;DEF;SG
광대	المهرجين	광대	مُهرِج	N	N;NOM;DEF;PL
광대	المهرج	광대	مُهرِج	N	N;NOM;DEF;SG
도우미	مساعد	도우미	مُسَاعِد	N	N;NOM;INDF;SG
트램	الترام	트램	تُرَام	N	N;NOM;DEF;SG
꽃잎	بتلات	꽃잎	بَتلَة	N	N;NOM;INDF;PL
망상	الوهم	망상	وَهم	N	N;NOM;DEF;SG
사진기	الكاميرا	사진기	كَامِيرَا	N	N;NOM;DEF;SG
외상	الصدمة	외상	صَدمَة	N	N;NOM;DEF;SG
저격수	القناصة	저격수	قَنَاصَة	N	N;NOM;DEF;SG
저격수	القناص	저격수	قَنَاص	N	N;NOM;DEF;SG
저격수	قناص	저격수	قناص	N	N;NOM;INDF;SG
잉크	الحبر	잉크	حَبر	N	N;NOM;DEF;SG
잉크	حبر	잉크	حَبر	N	N;NOM;INDF;SG
전동기	المحرك	전동기	مُحَرَّك	N	N;NOM;DEF;SG
전동기	محرك	전동기	مُحَرَّك	N	N;NOM;INDF;SG
삭제되었습니다	حذفت	삭제+되+었+습니다	حَذَف	V	V;PFV;FEM;SG;3;ACT
삭제되었습니다	ازيلت	삭제+되+었+습니다	أَزَال	V	V;PFV;FEM;SG;3;PASS
즐겼다	استمتعت	즐기+었+다	اِستَمتَع	V	V;PFV;FEM;SG;3;ACT
군중	حشود	군중	حَشد	N	N;NOM;INDF;PL
군중	الحشود	군중	حَشد	N	N;NOM;DEF;PL
군중	الحشد	군중	حَشد	N	N;NOM;DEF;SG
군중	جمهور	군중	جُمهُور	N	N;NOM;INDF;SG
군중	حشد	군중	حَشد	N	N;NOM;INDF;SG
양말	جورب	양말	جُورب	N	N;NOM;INDF;SG
양말	الجوارب	양말	جَارِبَة	N	N;NOM;DEF;PL
