bija	بود	būt	بود#باش	V;FH;IND;3;POS;PST;FIN;ACT	V;SG;3;PST
divīzija	واحد	divīzija	واحد	N;NOM;FEM;SG	N;SG
izmērs	اندازۀ	izmērs	اندازۀ	N;NOM;MASC;SG	N;SG
izmērs	اندازه	izmērs	اندازه	N;NOM;MASC;SG	N;SG
iepriekšējais	قبلی	iepriekšējs	قبل	ADJ;NOM;MASC;SG	ADJ
tornis	تاور	tornis	تاور	N;NOM;MASC;SG	N;SG
tornis	برج	tornis	برج	N;NOM;MASC;SG	N;SG
ilgums	دوام	ilgums	دوام	N;NOM;MASC;SG	N;SG
programma	برنامۀ	programma	برنامۀ	N;NOM;FEM;SG	N;SG
programma	پروگرام	programma	پروگرام	N;NOM;FEM;SG	N;SG
programma	برنامه	programma	برنامه	N;NOM;FEM;SG	N;SG
programma	برنامه	programma	برنامه	N;NOM;FEM;SG	N;SG
institūts	موسسه	institūts	None	N;NOM;MASC;SG	N;SG
institūts	مؤسسه	institūts	مؤسسه	N;NOM;MASC;SG	N;SG
institūts	انستیتو	institūts	انستیتو	N;NOM;MASC;SG	N;SG
process	فرایند	process	فرایند	N;NOM;MASC;SG	N;SG
process	پروسه	process	پروسه	N;NOM;MASC;SG	N;SG
process	فرآیند	process	فرآیند	N;NOM;MASC;SG	N;SG
process	روند	process	روند	N;NOM;MASC;SG	N;SG
grūti	سخت	grūti	سخت	ADV	ADV
grūti	سخت	grūti	سخت	ADV	ADV
naftas	نفت	nafta	نفت	N;NOM;FEM;SG	N;SG
vidējais	متوسط	vidējs	متوسط	ADJ;NOM;MASC;SG	ADJ
veidot	بسازم	veidot	None	V;POS;NFIN	V;SBJV;SG;1;PRS
veidot	بساز	veidot	None	V;POS;NFIN	V;IMP;SG;2
veidot	بسازید	veidot	None	V;POS;NFIN	V;SBJV;PL;2;PRS
veidot	بسازی	veidot	بسازی	V;POS;NFIN	V;SBJV;SG;2;PRS
saimniecības	مزارع	saimniecība	مزرعه	N;NOM;FEM;PL	N;PL
muzeja	موزه	muzejs	موزه	N;GEN;MASC;SG	N;SG
kuģi	کشتیها	kuģis	کشتی	N;NOM;MASC;PL	N;PL
kuģi	رگها	kuģis	رگ	N;NOM;MASC;PL	N;PL
hercogs	دوک	hercogs	دوک	N;NOM;MASC;SG	N;SG
objekti	اشیاء	objekts	شیء	N;NOM;MASC;PL	N;PL
objekti	اجسام	objekts	اجسام	N;NOM;MASC;PL	N;PL
objekti	اشیا	objekts	اشیا	N;NOM;MASC;PL	N;PL
posms	مرحله	posms	مرحله	N;NOM;MASC;SG	N;SG
posms	فازی	posms	فازی	N;NOM;MASC;SG	N;SG
posms	فاز	posms	فاز	N;NOM;MASC;SG	N;SG
posms	گام	posms	گام	N;NOM;MASC;SG	N;SG
posms	مرحله	posms	مرحله	N;NOM;MASC;SG	N;SG
posms	قدم	posms	قدم	N;NOM;MASC;SG	N;SG
posms	مرحله	posms	مرحله	N;NOM;MASC;SG	N;SG
posms	صحنه	posms	صحنه	N;NOM;MASC;SG	N;SG
posms	استیج	posms	استیج	N;NOM;MASC;SG	N;SG
statuss	وضعیت	statuss	وضعیت	N;NOM;MASC;SG	N;SG
klase	رده	klase	رده	N;NOM;FEM;SG	N;SG
klase	ردۀ	klase	ردۀ	N;NOM;FEM;SG	N;SG
klase	کلاس	klase	کلاس	N;NOM;FEM;SG	N;SG
klase	class	klase	class	N;NOM;FEM;SG	N;SG
klase	کلاسی	klase	کلاسی	N;NOM;FEM;SG	N;SG
starts	شروع	starts	شروع	N;NOM;MASC;SG	N;SG
starts	آغاز	starts	آغاز	N;NOM;MASC;SG	N;SG
politiskā	سیاسی	politiska	سیاسی	ADJ;NOM;FEM;SG	ADJ
cīņu	بجنگ	cīņa	بجنگ	N;ACC;FEM;SG	N;SG
dažreiz	گاهی	dažreiz	گاه	ADV	ADV
metāla	متال	metāls	متال	N;GEN;MASC;SG	N;SG
metāla	فلز	metāls	فلز	N;GEN;MASC;SG	N;SG
metāla	فلزی	metāls	فلزی	N;GEN;MASC;SG	N;SG
metāla	فلز	metāls	فلز	N;GEN;MASC;SG	N;SG
metāla	فلزی	metāls	فلزی	N;GEN;MASC;SG	N;SG
bataljona	گردان	bataljons	گردان	N;GEN;MASC;SG	N;SG
windows	ویندوز	windows	ویندوز	N	N;SG
putniem	پرندگان	putns	پرنده	N;DAT;MASC;PL	N;PL
krustojumā	چهارراه	krustojums	چهارراه	N;ESS;MASC;SG	N;SG
krustojumā	تقاطع	krustojums	تقاطع	N;ESS;MASC;SG	N;SG
meita	دختر	meita	دختر	N;NOM;FEM;SG	N;SG
inženieris	مهندس	inženieris	مهندس	N;NOM;MASC;SG	N;SG
inženieris	engineer	inženieris	engineer	N;NOM;MASC;SG	N;SG
šūnas	سلولهای	šūna	None	N;NOM;FEM;PL	N;PL
šūnas	سلولها	šūna	None	N;NOM;FEM;PL	N;PL
stundas	ساعتها	stunda	ساعت	N;NOM;FEM;PL	N;PL
stundas	ساعتهای	stunda	ساعت	N;NOM;FEM;PL	N;PL
stundas	ساعات	stunda	ساعت	N;NOM;FEM;PL	N;PL
klimats	اقلیم	klimats	اقلیم	N;NOM;MASC;SG	N;SG
pusi	نیم	puse	نیم	N;ACC;FEM;SG	N;SG
pusi	نیمی	puse	نیم	N;ACC;FEM;SG	N;SG
pusi	نصف	puse	None	N;ACC;FEM;SG	N;SG
atsevišķi	جداگانه	atsevišķi	جداگانه	ADV	ADV
galva	هد	galva	هد	N;NOM;FEM;SG	N;SG
galva	سر	galva	سر	N;NOM;FEM;SG	N;SG
lidojuma	پروازی	lidojums	پروازی	N;GEN;MASC;SG	N;SG
lidojuma	پرواز	lidojums	پرواز	N;GEN;MASC;SG	N;SG
galerija	گالری	galerija	گالری	N;NOM;FEM;SG	N;SG
galerija	نگارخانه	galerija	نگارخانه	N;NOM;FEM;SG	N;SG
galerija	gallery	galerija	gallery	N;NOM;FEM;SG	N;SG
ziņas	اخبار	ziņa	خبر	N;NOM;FEM;PL	N;PL
ziņas	اخباری	ziņa	اخباری	N;NOM;FEM;PL	N;PL
reliģija	مذهب	reliģija	مذهب	N;NOM;FEM;SG	N;SG
reliģija	دین	reliģija	دین	N;NOM;FEM;SG	N;SG
operācijas	عملیات	operācija	عملیات	N;NOM;FEM;PL	N;PL
telpas	فضاهای	telpa	فضا	N;NOM;FEM;PL	N;PL
telpas	اتاقها	telpa	اتاق	N;NOM;FEM;PL	N;PL
telpas	اتاقهای	telpa	اتاق	N;NOM;FEM;PL	N;PL
lieli	بزرگ	liels	بزرگ	ADJ;NOM;MASC;PL	ADJ
lieli	درشت	liels	درشت	ADJ;NOM;MASC;PL	ADJ
lieli	بزرگ	liels	بزرگ	ADJ;NOM;MASC;PL	ADJ
veidi	راهها	veids	راه	N;NOM;MASC;PL	N;PL
veidi	راههایی	veids	راه	N;NOM;MASC;PL	N;PL
veidi	راههای	veids	راه	N;NOM;MASC;PL	N;PL
veidi	روشهای	veids	روش	N;NOM;MASC;PL	N;PL
veidi	انواع	veids	نوع	N;NOM;MASC;PL	N;PL
loma	نقشی	loma	نقش	N;NOM;FEM;SG	N;SG
loma	رل	loma	رل	N;NOM;FEM;SG	N;SG
loma	نقش	loma	نقش	N;NOM;FEM;SG	N;SG
laukums	منطقه	laukums	منطقه	N;NOM;MASC;SG	N;SG
laukums	مساحت	laukums	مساحت	N;NOM;MASC;SG	N;SG
laukums	ناحیه	laukums	ناحیه	N;NOM;MASC;SG	N;SG
pārstāvis	نماینده	pārstāvis	نماینده	N;NOM;MASC;SG	N;SG
kopējo	معمولی	kopēja	معمولی	ADJ;ACC;MASC;SG	ADJ
kopējo	مشترک	kopēja	مشترک	ADJ;ACC;MASC;SG	ADJ
filozofs	فیلسوف	filozofs	فیلسوف	N;NOM;MASC;SG	N;SG
robeža	لبه	robeža	لبه	N;NOM;FEM;SG	N;SG
robeža	مرزی	robeža	مرز	N;NOM;FEM;SG	N;SG
robeža	مرز	robeža	مرز	N;NOM;FEM;SG	N;SG
robeža	لبۀ	robeža	لبۀ	N;NOM;FEM;SG	N;SG
robeža	مرز	robeža	مرز	N;NOM;FEM;SG	N;SG
robeža	حد	robeža	حد	N;NOM;FEM;SG	N;SG
robeža	محدودیت	robeža	محدودیت	N;NOM;FEM;SG	N;SG
lielāka	بزرگتر	liela	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
lielāka	بزرگتر	liela	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
lielāka	بزرگتری	liela	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
vadītāja	راننده	vadītāja	راننده	N;NOM;FEM;SG	N;SG
vadītāja	گرداننده	vadītāja	گرداننده	N;NOM;FEM;SG	N;SG
zirgu	اسب	zirgs	اسب	N;ACC;MASC;SG	N;SG
zirgu	equine	zirgs	equine	N;ACC;MASC;SG	N;SG
tiesa	دادگاه	tiesa	دادگاه	N;NOM;FEM;SG	N;SG
tiesa	دربار	tiesa	دربار	N;NOM;FEM;SG	N;SG
bankas	بانکها	banka	بانک	N;NOM;FEM;PL	N;PL
sieva	زن	sieva	زن	N;NOM;FEM;SG	N;SG
sieva	همسر	sieva	همسر	N;NOM;FEM;SG	N;SG
sieva	عیال	sieva	عیال	N;NOM;FEM;SG	N;SG
purva	باتلاق	purva	باتلاق	N;NOM;MASC;SG	N;SG
purva	مرداب	purva	مرداب	N;NOM;MASC;SG	N;SG
bērniem	کودکان	bērns	کودک	N;DAT;MASC;PL	N;PL
bērniem	فرزندان	bērns	فرزند	N;DAT;MASC;PL	N;PL
bērniem	اطفال	bērns	None	N;DAT;MASC;PL	N;PL
vietne	سایت	vietne	سایت	N;NOM;FEM;SG	N;SG
dod	میدهد	dot	داد#ده	V;FH;IND;3;POS;PRS;FIN;ACT	V;SG;3;PRS
projekts	پروژه	projekts	پروژه	N;NOM;MASC;SG	N;SG
pētījumi	مطالعات	pētījums	مطالعه	N;NOM;MASC;PL	N;PL
pētījumi	تحقیقاتی	pētījums	تحقیق	N;NOM;MASC;PL	N;PL
pētījumi	تحقیقات	pētījums	تحقیق	N;NOM;MASC;PL	N;PL
institūtā	موسسه	Institūta	None	N;ESS;MASC;SG	N;SG
institūtā	مؤسسه	Institūta	مؤسسه	N;ESS;MASC;SG	N;SG
institūtā	انستیتو	Institūta	انستیتو	N;ESS;MASC;SG	N;SG
brāļi	برادرهای	brālis	برادر	N;NOM;MASC;PL	N;PL
brāļi	برادران	brālis	برادر	N;NOM;MASC;PL	N;PL
brāļi	برادرها	brālis	برادر	N;NOM;MASC;PL	N;PL
vienlaicīgi	همزمان	vienlaicīgi	همزمان	ADV	ADV
tehnoloģiju	فناوری	tehnoloģija	فناوری	N;ACC;FEM;SG	N;SG
tehnoloģiju	تکنولوژی	tehnoloģija	None	N;ACC;FEM;SG	N;SG
beidzot	سرانجام	beidzot	سرانجام	ADV	ADV
beidzot	بالاخره	beidzot	بالاخره	ADV	ADV
beidzot	بلاخره	beidzot	بلاخره	ADV	ADV
virsnieks	افسر	virsnieks	None	N;NOM;MASC;SG	N;SG
virsnieks	سرکار	virsnieks	سرکار	N;NOM;MASC;SG	N;SG
struktūra	ساختار	struktūra	ساختار	N;NOM;FEM;SG	N;SG
struktūra	سازه	struktūra	سازه	N;NOM;FEM;SG	N;SG
centrālā	مرکزی	centrāla	مرکزی	ADJ;NOM;FEM;SG	ADJ
jūnija	ژوئن	jūnijs	None	N;GEN;MASC;SG	N;SG
zinātnieki	عالمان	zinātnieks	عالم	N;NOM;MASC;PL	N;PL
zinātnieki	دانشمندان	zinātnieks	دانشمند	N;NOM;MASC;PL	N;PL
zinātnieki	علمای	zinātnieks	عالم	N;NOM;MASC;PL	N;PL
zinātnieki	محققان	zinātnieks	محقق	N;NOM;MASC;PL	N;PL
zinātnieki	دانشمندان	zinātnieks	دانشمند	N;NOM;MASC;PL	N;PL
min	مین	minēt	مین	N	N;SG
min	min	minēt	min	N	N;SG
iestādes	مسئولین	iestāde	مسئولین	N;NOM;FEM;PL	N;PL
iestādes	مقامات	iestāde	مقام	N;NOM;FEM;PL	N;PL
iestādes	مسئولان	iestāde	مسئول	N;NOM;FEM;PL	N;PL
iestādes	موسسات	iestāde	موسسه	N;NOM;FEM;PL	N;PL
iestādes	نهادهای	iestāde	نهاد	N;NOM;FEM;PL	N;PL
iestādes	مؤسسات	iestāde	مؤسسه	N;NOM;FEM;PL	N;PL
lietus	باران	lietus	باران	N;NOM;MASC;SG	N;SG
lietus	بارانی	lietus	بارانی	N;NOM;MASC;SG	N;SG
lietus	بارون	lietus	بارون	N;NOM;MASC;SG	N;SG
ķermenis	بدن	ķermenis	بدن	N;NOM;MASC;SG	N;SG
ķermenis	بدنی	ķermenis	بدنی	N;NOM;MASC;SG	N;SG
ķermenis	بدنه	ķermenis	بدنه	N;NOM;MASC;SG	N;SG
ķermenis	جسم	ķermenis	جسم	N;NOM;MASC;SG	N;SG
ķermenis	b	ķermenis	b	N;NOM;MASC;SG	N;SG
kods	کد	kods	کرد#کن	N;NOM;MASC;SG	N;SG
enerģija	انرژی	enerģija	انرژی	N;NOM;FEM;SG	N;SG
panākumus	موفقیتهای	panākums	موفقیت	N;ACC;MASC;PL	N;PL
metodes	روشهای	metode	روش	N;NOM;FEM;PL	N;PL
atkārtoti	مرتباً	atkārtoti	مرتباً	ADV	ADV
līmenis	تراز	līmenis	تراز	N;NOM;MASC;SG	N;SG
līmenis	لول	līmenis	None	N;NOM;MASC;SG	N;SG
līmenis	سطح	līmenis	سطح	N;NOM;MASC;SG	N;SG
jurists	وکیل	jurists	وکیل	N;NOM;MASC;SG	N;SG
dzimšanas	تولد	dzimšana	تولد	N;NOM;FEM;SG	N;SG
dzimšanas	ولادت	dzimšana	None	N;NOM;FEM;SG	N;SG
modelis	model	modelis	model	N;NOM;MASC;SG	N;SG
modelis	مدل	modelis	مدل	N;NOM;MASC;SG	N;SG
simbols	نماد	simbols	نماد	N;NOM;MASC;SG	N;SG
salām	جزایر	sala	جزایر	N;DAT;FEM;PL	N;PL
kompānijas	شرکتها	kompānija	شرکت	N;NOM;FEM;PL	N;PL
kompānijas	شرکتهای	kompānija	شرکت	N;NOM;FEM;PL	N;PL
kompānijas	احزاب	kompānija	حزب	N;NOM;FEM;PL	N;PL
ekspedīcija	اکتشاف	ekspedīcija	اکتشاف	N;NOM;FEM;SG	N;SG
īpašnieks	مالک	īpašnieks	مالک	N;NOM;MASC;SG	N;SG
īpašnieks	صاحب	īpašnieks	صاحب	N;NOM;MASC;SG	N;SG
īpašnieks	صاحبش	īpašnieks	صاحبش	N;NOM;MASC;SG	N;SG
īpašnieks	هولدر	īpašnieks	هولدر	N;NOM;MASC;SG	N;SG
kustība	جنبش	kustība	جنبش	N;NOM;FEM;SG	N;SG
kustība	تحرک	kustība	تحرک	N;NOM;FEM;SG	N;SG
kustība	نهضت	kustība	نهضت	N;NOM;FEM;SG	N;SG
kapos	قبرها	kaps	قبر	N;ESS;MASC;PL	N;PL
kapos	گورها	kaps	گور	N;ESS;MASC;PL	N;PL
brīvi	آزادانه	brīvi	None	ADV	ADV
saruna	گفتگو	saruna	گفتگو	N;NOM;FEM;SG	N;SG
saruna	مکالمه	saruna	مکالمه	N;NOM;FEM;SG	N;SG
saruna	گفتگوی	saruna	گفتگو	N;NOM;FEM;SG	N;SG
noteikumi	قواعد	noteikums	None	N;NOM;MASC;PL	N;PL
noteikumi	قوانین	noteikums	قانون	N;NOM;MASC;PL	N;PL
pašvaldības	شهرهای	pašvaldība	شهر	N;NOM;FEM;PL	N;PL
pašvaldības	دهستانهای	pašvaldība	دهستان	N;NOM;FEM;PL	N;PL
dažiem	برخی	dažs	برخی	PRO;DAT;MASC;PL	PRO
eiro	یورو	eiro	None	N	N;SG
eiro	یورو	eiro	None	N	N;SG
baznīcā	کلیسا	baznīca	None	N;ESS;FEM;SG	N;SG
baznīcā	چرچ	baznīca	چرچ	N;ESS;FEM;SG	N;SG
baznīcā	کلیسای	baznīca	None	N;ESS;FEM;SG	N;SG
dziedātājs	خواننده	dziedātājs	خواننده	N;NOM;MASC;SG	N;SG
dievs	خداوند	dievs	خداوند	N;NOM;MASC;SG	N;SG
dievs	خدا	dievs	خدا	N;NOM;MASC;SG	N;SG
dievs	خدایی	dievs	خدا	N;NOM;MASC;SG	N;SG
satiksmes	ترافیک	satiksme	ترافیک	N;NOM;FEM;SG	N;SG
satiksmes	ترافیکی	satiksme	ترافیکی	N;NOM;FEM;SG	N;SG
literatūrā	ادبیات	literatūra	ادبیات	N;ESS;FEM;SG	N;SG
literatūrā	literature	literatūra	literature	N;ESS;FEM;SG	N;SG
pamata	پایه	pamats	پایه	N;NOM;MASC;SG	N;SG
pamata	پکیج	pamats	پکیج	N;NOM;MASC;SG	N;SG
pamata	بیسیک	pamats	بیسیک	N;NOM;MASC;SG	N;SG
dzīvniekiem	جانوران	dzīvnieks	جانور	N;DAT;MASC;PL	N;PL
dzīvniekiem	حیوانات	dzīvnieks	حیوان	N;DAT;MASC;PL	N;PL
attīstība	توسعه	attīstība	توسعه	N;NOM;FEM;SG	N;SG
attīstība	تکامل	attīstība	تکامل	N;NOM;FEM;SG	N;SG
attīstība	فرگشت	attīstība	فرگشت	N;NOM;FEM;SG	N;SG
attīstība	تحول	attīstība	تحول	N;NOM;FEM;SG	N;SG
attīstība	evolution	attīstība	evolution	N;NOM;FEM;SG	N;SG
attīstība	اوولوشن	attīstība	اوولوشن	N;NOM;FEM;SG	N;SG
iepriekšējā	قبلی	iepriekšējs	قبل	ADJ;NOM;FEM;SG	ADJ
parka	park	parks	park	N;GEN;MASC;SG	N;SG
parka	پارک	parks	None	N;GEN;MASC;SG	N;SG
līderis	لیدر	līderis	لیدر	N;NOM;MASC;SG	N;SG
līderis	رهبر	līderis	رهبر	N;NOM;MASC;SG	N;SG
klases	کلاسهای	klase	کلاس	N;NOM;FEM;PL	N;PL
klases	کلاسها	klase	کلاس	N;NOM;FEM;PL	N;PL
matemātiķis	ریاضیدان	matemātiķis	ریاضید	N;NOM;MASC;SG	N;SG
meitas	دختران	meita	None	N;NOM;FEM;PL	N;PL
spārnu	بال	spārns	بال	N;ACC;MASC;SG	N;SG
spārnu	وینگ	spārns	وینگ	N;ACC;MASC;SG	N;SG
platums	عرض	platums	عرض	N;NOM;MASC;SG	N;SG
prēmijas	امکاناتی	prēmija	امکان	N;NOM;FEM;PL	N;PL
statistika	آمار	statistika	آمار	N;NOM;FEM;SG	N;SG
statistika	آماری	statistika	آماری	N;NOM;FEM;SG	N;SG
statistika	آماره	statistika	آماره	N;NOM;FEM;SG	N;SG
programmu	برنامۀ	programma	برنامۀ	N;ACC;FEM;SG	N;SG
programmu	پروگرام	programma	پروگرام	N;ACC;FEM;SG	N;SG
programmu	برنامه	programma	برنامه	N;ACC;FEM;SG	N;SG
programmu	برنامه	programma	برنامه	N;ACC;FEM;SG	N;SG
skaņu	صوت	skaņa	صوت	N;ACC;FEM;SG	N;SG
skaņu	صدا	skaņa	صدا	N;ACC;FEM;SG	N;SG
zāle	چمن	zāle	None	N;NOM;FEM;SG	N;SG
zāle	چمنی	zāle	چمنی	N;NOM;FEM;SG	N;SG
zāle	علف	zāle	None	N;NOM;FEM;SG	N;SG
amats	کارکرد	amats	None	N;NOM;MASC;SG	N;SG
amats	تابع	amats	None	N;NOM;MASC;SG	N;SG
amats	موضع	amats	موضع	N;NOM;MASC;SG	N;SG
amats	موقعیت	amats	موقعیت	N;NOM;MASC;SG	N;SG
amats	پست	amats	پست	N;NOM;MASC;SG	N;SG
amats	پستی	amats	پستی	N;NOM;MASC;SG	N;SG
amats	post	amats	post	N;NOM;MASC;SG	N;SG
februāra	فوریه	februāris	فوریه	N;GEN;MASC;SG	N;SG
februāra	فوریه	februāris	فوریه	N;GEN;MASC;SG	N;SG
krastu	ساحل	krasts	ساحل	N;ACC;MASC;SG	N;SG
balta	سفید	balta	سفید	ADJ;NOM;FEM;SG	ADJ
izskats	ظاهر	izskats	ظاهر	N;NOM;MASC;SG	N;SG
pulkvedis	سرهنگ	pulkvedis	سرهنگ	N;NOM;MASC;SG	N;SG
pašreizējais	جاری	pašreizējs	جاری	ADJ;NOM;MASC;SG	ADJ
pašreizējais	حاضر	pašreizējs	حاضر	ADJ;NOM;MASC;SG	ADJ
vienlaikus	همزمان	vienlaikus	همزمان	ADV	ADV
biedru	میت	biedrs	میت	N;ACC;MASC;SG	N;SG
biedru	ماته	biedrs	ماته	N;ACC;MASC;SG	N;SG
žurnālists	خبرنگار	žurnālists	خبرنگار	N;NOM;MASC;SG	N;SG
tīmekļa	تار	tīmeklis	تار	N;NOM;MASC;SG	N;SG
tīmekļa	وب	tīmeklis	وب	N;NOM;MASC;SG	N;SG
tīmekļa	وبی	tīmeklis	وبی	N;NOM;MASC;SG	N;SG
standarta	استاندارد	standarts	استاندارد	N;GEN;MASC;SG	N;SG
piemērs	مثلی	piemērs	مثلی	N;NOM;MASC;SG	N;SG
piemērs	مثال	piemērs	مثال	N;NOM;MASC;SG	N;SG
piemērs	نمونه	piemērs	نمونه	N;NOM;MASC;SG	N;SG
praktiski	عملا	praktiski	None	ADV	ADV
uzmanību	توجه	uzmanība	توجه	N;ACC;FEM;SG	N;SG
teksts	متن	teksts	متن	N;NOM;MASC;SG	N;SG
iekārtas	تجهیزات	iekārta	تجهیزات	N;NOM;FEM;PL	N;PL
iekārtas	وسایل	iekārta	وسیله	N;NOM;FEM;PL	N;PL
ģitāra	گیتار	ģitāra	گیتار	N;NOM;FEM;SG	N;SG
dienām	روزها	diena	روز	N;DAT;FEM;PL	N;PL
dienām	روزهایی	diena	روز	N;DAT;FEM;PL	N;PL
dienām	روزای	diena	روزا	N;DAT;FEM;PL	N;PL
dienām	روزهای	diena	روز	N;DAT;FEM;PL	N;PL
mājaslapā	سایت	mājaslaps	سایت	N;ESS;MASC;SG	N;SG
mājaslapā	وبگاه	mājaslaps	وبگاه	N;ESS;MASC;SG	N;SG
mājaslapā	وبسایت	mājaslaps	وبسایت	N;ESS;MASC;SG	N;SG
mājaslapā	آغازه	mājaslaps	آغازه	N;ESS;MASC;SG	N;SG
papildu	اضافی	papildu	None	N	N;SG
papildu	اضافی	papildu	None	N	N;SG
papildu	تکمیلی	papildu	تکمیلی	N	N;SG
tilta	پل	tilts	پل	N;GEN;MASC;SG	N;SG
tilta	پلی	tilts	پلی	N;GEN;MASC;SG	N;SG
rezerves	ذخایر	rezerve	ذخیره	N;NOM;FEM;PL	N;PL
dolāru	دلار	dolārs	دلار	N;ACC;MASC;SG	N;SG
dolāru	دالر	dolārs	دالر	N;ACC;MASC;SG	N;SG
procesā	فرایند	process	فرایند	N;ESS;MASC;SG	N;SG
procesā	پروسه	process	پروسه	N;ESS;MASC;SG	N;SG
procesā	فرآیند	process	فرآیند	N;ESS;MASC;SG	N;SG
procesā	روند	process	روند	N;ESS;MASC;SG	N;SG
apraksts	شرح	apraksts	شرح	N;NOM;MASC;SG	N;SG
apraksts	توصیف	apraksts	توصیف	N;NOM;MASC;SG	N;SG
biedrība	خواهری	biedrība	خواهر	N;NOM;FEM;SG	N;SG
biedrība	انجمن	biedrība	انجمن	N;NOM;FEM;SG	N;SG
uzdevums	تکلیف	uzdevums	تکلیف	N;NOM;MASC;SG	N;SG
žurnāla	ثبت	žurnāls	ثبت	N;GEN;MASC;SG	N;SG
skaitlis	عدد	skaitlis	عدد	N;NOM;MASC;SG	N;SG
skaitlis	شمارۀ	skaitlis	شمارۀ	N;NOM;MASC;SG	N;SG
skaitlis	شماره	skaitlis	شماره	N;NOM;MASC;SG	N;SG
paraksts	امضا	paraksts	None	N;NOM;MASC;SG	N;SG
kustību	جنبش	kustība	جنبش	N;ACC;FEM;SG	N;SG
kustību	تحرک	kustība	تحرک	N;ACC;FEM;SG	N;SG
kustību	نهضت	kustība	نهضت	N;ACC;FEM;SG	N;SG
sērija	سری	sērija	سری	N;NOM;FEM;SG	N;SG
sērija	دسته	sērija	دسته	N;NOM;FEM;SG	N;SG
platības	نواحی	platība	ناحیه	N;NOM;FEM;PL	N;PL
platības	مناطق	platība	منطقه	N;NOM;FEM;PL	N;PL
ietekme	ضربه	ietekme	ضربه	N;NOM;FEM;SG	N;SG
ietekme	اصابت	ietekme	اصابت	N;NOM;FEM;SG	N;SG
ietekme	برخوردی	ietekme	برخوردی	N;NOM;FEM;SG	N;SG
ietekme	برخورد	ietekme	برخورد	N;NOM;FEM;SG	N;SG
ietekme	تاثیر	ietekme	None	N;NOM;FEM;SG	N;SG
ietekme	تأثیر	ietekme	تأثیر	N;NOM;FEM;SG	N;SG
ietekme	نفوذ	ietekme	نفوذ	N;NOM;FEM;SG	N;SG
ietekme	اثر	ietekme	اثر	N;NOM;FEM;SG	N;SG
ietekme	جلوه	ietekme	جلوه	N;NOM;FEM;SG	N;SG
ietekme	تأثیر	ietekme	تأثیر	N;NOM;FEM;SG	N;SG
vēsturi	تاریخچه	vēsture	تاریخچه	N;ACC;FEM;SG	N;SG
vēsturi	تاریخ	vēsture	تاریخ	N;ACC;FEM;SG	N;SG
notikumi	رویدادهای	notikums	رویداد	N;NOM;MASC;PL	N;PL
notikumi	رویدادها	notikums	رویداد	N;NOM;MASC;PL	N;PL
notikumi	حوادث	notikums	حوادث	N;NOM;MASC;PL	N;PL
notikumi	اتفاقات	notikums	اتفاق	N;NOM;MASC;PL	N;PL
tomass	توماس	tomass	None	N;NOM;MASC;SG	N;SG
tomass	تامس	tomass	تامس	N;NOM;MASC;SG	N;SG
tomass	توما	tomass	توما	N;NOM;MASC;SG	N;SG
uzņēmumi	شرکتها	uzņēmums	شرکت	N;NOM;MASC;PL	N;PL
uzņēmumi	شرکتهای	uzņēmums	شرکت	N;NOM;MASC;PL	N;PL
uzņēmumi	احزاب	uzņēmums	حزب	N;NOM;MASC;PL	N;PL
acis	چشمها	acs	چشم	N;NOM;FEM;PL	N;PL
acis	چشمانی	acs	چشمانی	N;NOM;FEM;PL	N;PL
acis	چشمان	acs	چشم	N;NOM;FEM;PL	N;PL
ieguvēji	برندگان	ieguvēt	برنده	N;NOM;MASC;PL	N;PL
līdzīga	مشابه	līdzīga	مشابه	ADJ;NOM;FEM;SG	ADJ
literatūra	ادبیات	literatūra	ادبیات	N;NOM;FEM;SG	N;SG
literatūra	literature	literatūra	literature	N;NOM;FEM;SG	N;SG
literatūra	کتابشناسی	literatūra	کتابشناسی	N;NOM;FEM;SG	N;SG
kopienas	جوامع	kopiena	جامعه	N;NOM;FEM;PL	N;PL
kopienas	اجتماعات	kopiena	اجتماع	N;NOM;FEM;PL	N;PL
augi	گیاهان	augs	گیاه	N;NOM;MASC;PL	N;PL
augi	گیاهان	augs	گیاه	N;NOM;MASC;PL	N;PL
apvienības	انجمنهای	apvienība	None	N;NOM;FEM;PL	N;PL
pakāpes	مراتب	pakāpe	مراتب	N;NOM;FEM;PL	N;PL
baltā	سفید	balts	سفید	ADJ;NOM;FEM;SG	ADJ
rūpnīca	گیاهی	rūpnīca	گیاهی	N;NOM;FEM;SG	N;SG
rūpnīca	نیروگاه	rūpnīca	نیروگاه	N;NOM;FEM;SG	N;SG
rūpnīca	پلنت	rūpnīca	پلنت	N;NOM;FEM;SG	N;SG
rūpnīca	گیاه	rūpnīca	گیاه	N;NOM;FEM;SG	N;SG
rūpnīca	کارخانه	rūpnīca	کارخانه	N;NOM;FEM;SG	N;SG
mazais	اندکی	mazs	اندکی	ADJ;NOM;MASC;SG	ADJ
mazais	کوچک	mazs	کوچک	ADJ;NOM;MASC;SG	ADJ
mazais	کم	mazs	کم	ADJ;NOM;MASC;SG	ADJ
mācības	تمرینات	mācība	تمرینه	N;NOM;FEM;PL	N;PL
