que	că	que	că	CONJ	CONJ;POS
media	medie	media	medie	N;FEM;SG	N;INDF;FEM;SG
california	california	california	californie	N;FEM;SG	N;DEF;FEM;SG
parque	park	parque	park	N;MASC;SG	N;INDF;MASC;SG
parque	parc	parque	parc	N;MASC;SG	N;INDF;MASC;SG
parque	parcul	parque	parc	N;MASC;SG	N;DEF;MASC;SG
archivo	arhiva	archivo	arhivă	N;MASC;SG	N;DEF;FEM;SG
archivo	arhivă	archivo	arhivă	N;MASC;SG	N;INDF;FEM;SG
archivo	fișierul	archivo	fișier	N;MASC;SG	N;DEF;MASC;SG
archivo	fişier	archivo	fişier	N;MASC;SG	N;INDF;MASC;SG
archivo	fișier	archivo	fișier	N;MASC;SG	N;INDF;MASC;SG
archivo	dosar	archivo	dosar	N;MASC;SG	N;INDF;MASC;SG
archivo	arhiva	archivo	arhivă	N;MASC;SG	N;DEF;FEM;SG
archivo	arhivă	archivo	arhivă	N;MASC;SG	N;INDF;FEM;SG
radio	radio	radio	radio	N;FEM;SG	N;INDF;MASC;SG
ahora	acum	ahora	acum	ADV	ADV
world	lumea	world	lume	N	N;DEF;FEM;SG
world	lume	world	lume	N	N;INDF;FEM;SG
cruz	crucea	cruz	cruce	N;FEM;SG	N;DEF;FEM;SG
cruz	cruce	cruz	cruce	N;FEM;SG	N;INDF;FEM;SG
cruz	cross	cruz	cross	N;FEM;SG	N;INDF;MASC;SG
cabo	caporal	cabo	caporal	N;MASC;SG	N;INDF;MASC;SG
cabo	cape	cabo	cape	N;MASC;SG	N;INDF;MASC;SG
cabo	pelerina	cabo	pelerină	N;MASC;SG	N;DEF;FEM;SG
cabo	pelerină	cabo	pelerină	N;MASC;SG	N;INDF;FEM;SG
cabo	cabo	cabo	cabo	N;MASC;SG	N;INDF;MASC;SG
unido	unită	unido	unit	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
unido	unit	unido	unit	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
red	reţeaua	red	regea	N;FEM;SG	N;DEF;FEM;SG
red	retea	red	retea	N;FEM;SG	N;DEF;FEM;SG
red	rețea	red	rețea	N;FEM;SG	N;INDF;FEM;SG
red	network	red	network	N;FEM;SG	N;INDF;MASC;SG
red	grila	red	grilă	N;FEM;SG	N;DEF;FEM;SG
red	grilă	red	grilă	N;FEM;SG	N;INDF;FEM;SG
red	plasa	red	plasa	N;FEM;SG	N;DEF;FEM;SG
red	net	red	net	N;FEM;SG	N;INDF;MASC;SG
red	plasă	red	plasă	N;FEM;SG	N;INDF;FEM;SG
red	fileu	red	fileu	N;FEM;SG	N;INDF;MASC;SG
red	rosu	red	rosu	N;FEM;SG	N;INDF;MASC;SG
red	roşu	red	roşu	N;FEM;SG	N;INDF;MASC;SG
red	red	red	red	N;FEM;SG	N;INDF;MASC;SG
red	roșu	red	roșu	N;FEM;SG	N;INDF;MASC;SG
aquí	aici	aquí	aici	ADV	ADV
canal	canal	canal	canal	N;MASC;SG	N;INDF;MASC;SG
canal	canal	canal	canal	N;MASC;SG	N;INDF;MASC;SG
canal	canalul	canal	canal	N;MASC;SG	N;DEF;MASC;SG
canal	channel	canal	channel	N;MASC;SG	N;INDF;MASC;SG
movimiento	mişcare	movimiento	mişcare	N;MASC;SG	N;INDF;FEM;SG
movimiento	mișcare	movimiento	mișcare	N;MASC;SG	N;INDF;FEM;SG
movimiento	mutare	movimiento	mutare	N;MASC;SG	N;INDF;FEM;SG
movimiento	mișcarea	movimiento	mișcare	N;MASC;SG	N;DEF;FEM;SG
movimiento	miscarea	movimiento	miscare	N;MASC;SG	N;DEF;FEM;SG
movimiento	mişcare	movimiento	mişcare	N;MASC;SG	N;INDF;FEM;SG
movimiento	miscare	movimiento	miscare	N;MASC;SG	N;INDF;FEM;SG
movimiento	mişcarea	movimiento	mincare	N;MASC;SG	N;DEF;FEM;SG
movimiento	mișcare	movimiento	mișcare	N;MASC;SG	N;INDF;FEM;SG
revista	revista	revista	revistă	N;FEM;SG	N;DEF;FEM;SG
revista	revistă	revista	revistă	N;FEM;SG	N;INDF;FEM;SG
revista	journal	revista	journal	N;FEM;SG	N;INDF;MASC;SG
revista	jurnalul	revista	jurnal	N;FEM;SG	N;DEF;MASC;SG
revista	jurnal	revista	jurnal	N;FEM;SG	N;INDF;MASC;SG
éxito	succes	éxito	succes	N;MASC;SG	N;INDF;MASC;SG
éxito	succesul	éxito	succes	N;MASC;SG	N;DEF;MASC;SG
relación	relația	relación	relație	N;FEM;SG	N;DEF;FEM;SG
relación	relatie	relación	relatie	N;FEM;SG	N;INDF;FEM;SG
relación	relație	relación	relație	N;FEM;SG	N;INDF;FEM;SG
elecciones	alegeri	elección	alegere	N;FEM;PL	N;INDF;FEM;PL
elecciones	alegeri	elección	alegere	N;FEM;PL	N;INDF;FEM;PL
elecciones	alegerile	elección	alegere	N;FEM;PL	N;DEF;FEM;PL
plaza	plaza	plaza	plază	N;FEM;SG	N;DEF;FEM;SG
plaza	pătrat	plaza	pătrat	N;FEM;SG	N;INDF;MASC;SG
plaza	square	plaza	square	N;FEM;SG	N;INDF;MASC;SG
plaza	patrat	plaza	patrat	N;FEM;SG	N;INDF;MASC;SG
grande	mare	grande	mare	ADJ;SG	ADJ;INDF;MASC;SG
distribución	distributie	distribución	distributie	N;FEM;SG	N;INDF;FEM;SG
distribución	distribuţia	distribución	distribugie	N;FEM;SG	N;DEF;FEM;SG
distribución	distribuția	distribución	distribuție	N;FEM;SG	N;DEF;FEM;SG
distribución	distribuire	distribución	distribuire	N;FEM;SG	N;INDF;FEM;SG
distribución	distribuție	distribución	distribuție	N;FEM;SG	N;INDF;FEM;SG
compañía	companie	compañía	companie	N;FEM;SG	N;INDF;FEM;SG
compañía	compania	compañía	companie	N;FEM;SG	N;DEF;FEM;SG
islas	insulele	isla	insulă	N;FEM;PL	N;DEF;FEM;PL
islas	insule	isla	insulă	N;FEM;PL	N;INDF;FEM;PL
proceso	procedeu	proceso	procedeu	N;MASC;SG	N;INDF;MASC;SG
proceso	proces	proceso	proces	N;MASC;SG	N;INDF;MASC;SG
proceso	procesului	proceso	proces	N;MASC;SG	N;DEF;MASC;SG
proceso	procesul	proceso	proces	N;MASC;SG	N;DEF;MASC;SG
musical	muzical	musical	muzical	ADJ;SG	ADJ;INDF;MASC;SG
territorio	teritoriu	territorio	teritoriu	N;MASC;SG	N;INDF;MASC;SG
territorio	teritoriul	territorio	teritoriu	N;MASC;SG	N;DEF;MASC;SG
dice	zice	decir	zice	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hombre	bărbat	hombre	bărbat	N;MASC;SG	N;INDF;MASC;SG
hombre	om	hombre	om	N;MASC;SG	N;INDF;MASC;SG
hombre	omul	hombre	om	N;MASC;SG	N;DEF;MASC;SG
hombre	barbat	hombre	barbat	N;MASC;SG	N;INDF;MASC;SG
león	leul	león	leu	N;MASC;SG	N;DEF;MASC;SG
león	leu	león	leu	N;MASC;SG	N;INDF;MASC;SG
león	lion	león	lion	N;MASC;SG	N;INDF;MASC;SG
león	leon	león	leon	N;MASC;SG	N;INDF;MASC;SG
algo	ceva	algo	ceva	PRO;SG	PRO;SG;3
voz	glas	voz	glas	N;FEM;SG	N;INDF;MASC;SG
voz	voice	voz	voic	N;FEM;SG	N;INDF;MASC;SG
voz	voce	voz	voce	N;FEM;SG	N;INDF;FEM;SG
voz	vocea	voz	voce	N;FEM;SG	N;DEF;FEM;SG
década	decadă	década	decădea	N;FEM;SG	N;INDF;FEM;SG
década	deceniu	década	deceniu	N;FEM;SG	N;INDF;MASC;SG
madre	mama	madre	mamă	N;FEM;SG	N;DEF;FEM;SG
madre	mamă	madre	mamă	N;FEM;SG	N;INDF;FEM;SG
organización	organizare	organización	organizare	N;FEM;SG	N;INDF;FEM;SG
organización	organizația	organización	organizație	N;FEM;SG	N;DEF;FEM;SG
organización	organizație	organización	organizație	N;FEM;SG	N;INDF;FEM;SG
organización	organizare	organización	organizare	N;FEM;SG	N;INDF;FEM;SG
organización	organizația	organización	organizație	N;FEM;SG	N;DEF;FEM;SG
organización	organizarea	organización	organizare	N;FEM;SG	N;DEF;FEM;SG
organización	organizație	organización	organizație	N;FEM;SG	N;INDF;FEM;SG
monte	muntele	monte	munte	N;MASC;SG	N;DEF;MASC;SG
aún	încă	aún	încă	ADV	ADV
decir	spune	decir	spune	V;NFIN	V;IND;SG;3;PRS;FIN
goles	obiectivele	gol	obiectiv	N;MASC;PL	N;DEF;FEM;PL
goles	goluri	gol	gol	N;MASC;PL	N;INDF;FEM;PL
goles	obiective	gol	obiectiv	N;MASC;PL	N;INDF;FEM;PL
victoria	victoria	victoria	victorie	N;FEM;SG	N;DEF;FEM;SG
sede	sediu	sede	sediu	N;FEM;SG	N;INDF;MASC;SG
importantes	importante	importante	important	ADJ;PL	ADJ;INDF;FEM;PL
resultado	rezultatul	resultado	rezultat	N;MASC;SG	N;DEF;MASC;SG
resultado	rezultat	resultado	rezultat	N;MASC;SG	N;INDF;MASC;SG
xix	nineteenth	xix	nineteenth	N;MASC;SG	N;INDF;MASC;SG
calle	calle	calle	call	N;FEM;SG	N;INDF;MASC;SG
calle	street	calle	street	N;FEM;SG	N;INDF;MASC;SG
calle	strada	calle	stradă	N;FEM;SG	N;DEF;FEM;SG
calle	stradă	calle	stradă	N;FEM;SG	N;INDF;FEM;SG
papel	hârtie	papel	hârtie	N;MASC;SG	N;INDF;FEM;SG
papel	hîrtie	papel	hîrtie	N;MASC;SG	N;INDF;FEM;SG
medios	mijloace	medio	mijloc	N;MASC;PL	N;INDF;FEM;PL
francesa	franceză	francés	francez	ADJ;FEM;SG	ADJ;INDF;FEM;SG
francesa	francez	francés	francez	ADJ;FEM;SG	ADJ;INDF;MASC;SG
aparece	apare	aparecer	apărea	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
empresa	companie	empresa	companie	N;FEM;SG	N;INDF;FEM;SG
empresa	compania	empresa	companie	N;FEM;SG	N;DEF;FEM;SG
empresa	business	empresa	business	N;FEM;SG	N;INDF;MASC;SG
empresa	afacere	empresa	afacere	N;FEM;SG	N;INDF;FEM;SG
empresa	afacerea	empresa	afacere	N;FEM;SG	N;DEF;FEM;SG
empresa	întreprindere	empresa	întreprindere	N;FEM;SG	N;INDF;FEM;SG
empresa	întreprinderea	empresa	întreprindere	N;FEM;SG	N;DEF;FEM;SG
propio	proprie	propio	propriu	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mapa	harta	mapa	hartă	N;MASC;SG	N;DEF;FEM;SG
mapa	hartă	mapa	hartă	N;MASC;SG	N;INDF;FEM;SG
civil	civil	civil	civil	ADJ;SG	ADJ;INDF;MASC;SG
civil	civila	civil	civil	ADJ;SG	ADJ;DEF;FEM;SG
civil	civilă	civil	civil	ADJ;SG	ADJ;INDF;FEM;SG
civil	civil	civil	civil	ADJ;SG	ADJ;INDF;MASC;SG
civil	civilă	civil	civil	ADJ;SG	ADJ;INDF;FEM;SG
venezuela	venezuela	venezuela	venezuela	N;FEM;SG	N;DEF;FEM;SG
educación	educație	educación	educație	N;FEM;SG	N;INDF;FEM;SG
educación	educația	educación	educație	N;FEM;SG	N;DEF;FEM;SG
educación	educatie	educación	educatie	N;FEM;SG	N;INDF;FEM;SG
término	termenul	término	termen	N;MASC;SG	N;DEF;MASC;SG
término	termen	término	termen	N;MASC;SG	N;INDF;MASC;SG
término	mențiune	término	mențiune	N;MASC;SG	N;INDF;FEM;SG
llamada	numit	llamado	numit	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
ciudades	oraşe	ciudad	orac	N;FEM;PL	N;INDF;FEM;PL
ciudades	oraşe	ciudad	orac	N;FEM;PL	N;INDF;FEM;PL
ciudades	oraşele	ciudad	oraș	N;FEM;PL	N;DEF;FEM;PL
ciudades	orase	ciudad	oras	N;FEM;PL	N;INDF;FEM;PL
ciudades	orasele	ciudad	oras	N;FEM;PL	N;DEF;FEM;PL
ciudades	orașe	ciudad	oraș	N;FEM;PL	N;INDF;FEM;PL
alta	înaltă	alto	înalt	ADJ;FEM;SG	ADJ;INDF;FEM;SG
alta	inalta	alto	inalta	ADJ;FEM;SG	ADJ;DEF;FEM;SG
allí	acolo	allí	acolo	ADV	ADV
edificio	clădire	edificio	clădire	N;MASC;SG	N;INDF;FEM;SG
edificio	cladire	edificio	cladire	N;MASC;SG	N;INDF;FEM;SG
edificio	clădirea	edificio	clădire	N;MASC;SG	N;DEF;FEM;SG
fallecimiento	deces	fallecimiento	deces	N;MASC;SG	N;INDF;MASC;SG
fallecimiento	moartea	fallecimiento	moarte	N;MASC;SG	N;DEF;FEM;SG
fallecimiento	moarte	fallecimiento	moarte	N;MASC;SG	N;INDF;FEM;SG
fuerzas	forţele	fuerza	forgă	N;FEM;PL	N;DEF;FEM;PL
fuerzas	forțe	fuerza	forță	N;FEM;PL	N;INDF;FEM;PL
fuerzas	forțele	fuerza	forță	N;FEM;PL	N;DEF;FEM;PL
posible	posibila	posible	posibil	ADJ;SG	ADJ;DEF;FEM;SG
posible	posibilă	posible	posibil	ADJ;SG	ADJ;INDF;FEM;SG
antiguo	antică	antiguo	antic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
antiguo	antic	antiguo	antic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antiguo	antică	antiguo	antic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
antiguo	antic	antiguo	antic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antiguo	bătrân	antiguo	bătrân	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antiguo	vechi	antiguo	vechi	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antiguo	veche	antiguo	vechi	ADJ;MASC;SG	ADJ;INDF;FEM;SG
antiguo	fosta	antiguo	fost	ADJ;MASC;SG	ADJ;DEF;FEM;SG
natural	naturală	natural	natural	ADJ;SG	ADJ;INDF;FEM;SG
natural	natural	natural	natural	ADJ;SG	ADJ;INDF;MASC;SG
álbumes	albumele	álbum	album	N;MASC;PL	N;DEF;FEM;PL
álbumes	albume	álbum	album	N;MASC;PL	N;INDF;FEM;PL
paso	pas	paso	pas	N;MASC;SG	N;INDF;MASC;SG
paso	pasul	paso	pas	N;MASC;SG	N;DEF;MASC;SG
paso	paso	paso	paso	N;MASC;SG	N;INDF;MASC;SG
paso	pass	paso	pass	N;MASC;SG	N;INDF;MASC;SG
paso	pasa	paso	pasă	N;MASC;SG	N;DEF;FEM;SG
mujer	sotie	mujer	sotie	N;FEM;SG	N;INDF;FEM;SG
mujer	soția	mujer	soție	N;FEM;SG	N;DEF;FEM;SG
mujer	soţia	mujer	soţia	N;FEM;SG	N;DEF;FEM;SG
mujer	soție	mujer	soție	N;FEM;SG	N;INDF;FEM;SG
mujer	nevasta	mujer	nevastă	N;FEM;SG	N;DEF;FEM;SG
mujer	femeie	mujer	femeie	N;FEM;SG	N;INDF;FEM;SG
mujer	femeie	mujer	femeie	N;FEM;SG	N;INDF;FEM;SG
mujer	femelă	mujer	femelă	N;FEM;SG	N;INDF;FEM;SG
mujer	femela	mujer	femelă	N;FEM;SG	N;DEF;FEM;SG
fuerza	putere	fuerza	putere	N;FEM;SG	N;INDF;FEM;SG
fuerza	puterea	fuerza	putere	N;FEM;SG	N;DEF;FEM;SG
fuerza	forta	fuerza	forta	N;FEM;SG	N;DEF;FEM;SG
fuerza	forța	fuerza	forță	N;FEM;SG	N;DEF;FEM;SG
fuerza	forță	fuerza	forță	N;FEM;SG	N;INDF;FEM;SG
fuerza	forta	fuerza	forta	N;FEM;SG	N;DEF;FEM;SG
altura	înălţime	altura	înălţime	N;FEM;SG	N;INDF;FEM;SG
altura	înălțimea	altura	înălțime	N;FEM;SG	N;DEF;FEM;SG
altura	înălțime	altura	înălțime	N;FEM;SG	N;INDF;FEM;SG
hijos	fiii	hijo	fiu	N;MASC;PL	N;DEF;MASC;PL
etc	etc	etcétera	etc		
servicios	servicii	servicio	serviciu	N;MASC;PL	N;INDF;FEM;PL
villa	vilă	villa	vilă	N;FEM;SG	N;INDF;FEM;SG
villa	vila	villa	vilă	N;FEM;SG	N;DEF;FEM;SG
villa	villa	villa	villa	N;FEM;SG	N;DEF;FEM;SG
villa	satul	villa	sat	N;FEM;SG	N;DEF;MASC;SG
villa	satului	villa	sat	N;FEM;SG	N;DEF;MASC;SG
villa	sat	villa	sat	N;FEM;SG	N;INDF;MASC;SG
conocida	cunoscut	conocido	cunoscut	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
conocida	cunoscută	conocido	cunoscut	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
campeón	champ	campeón	champ	N;MASC;SG	N;INDF;MASC;SG
campeón	campion	campeón	campion	N;MASC;SG	N;INDF;MASC;SG
campeón	campioană	campeón	campioană	N;MASC;SG	N;INDF;FEM;SG
campeón	campioana	campeón	campioană	N;MASC;SG	N;DEF;FEM;SG
campeón	campionul	campeón	campion	N;MASC;SG	N;DEF;MASC;SG
autor	autor	autor	autor	N;MASC;SG	N;INDF;MASC;SG
autor	autorul	autor	autor	N;MASC;SG	N;DEF;MASC;SG
modo	regim	modo	regim	N;MASC;SG	N;INDF;MASC;SG
modo	modul	modo	mod	N;MASC;SG	N;DEF;MASC;SG
modo	mode	modo	mode	N;MASC;SG	N;INDF;MASC;SG
modo	mod	modo	mod	N;MASC;SG	N;INDF;MASC;SG
personajes	caractere	personaje	caracter	N;MASC;PL	N;INDF;FEM;PL
personajes	caracterele	personaje	caracter	N;MASC;PL	N;DEF;FEM;PL
personajes	personajele	personaje	personaj	N;MASC;PL	N;DEF;FEM;PL
personajes	personaje	personaje	personaj	N;MASC;PL	N;INDF;FEM;PL
conjunto	set	conjunto	set	N;MASC;SG	N;INDF;MASC;SG
conjunto	ansamblul	conjunto	ansamblu	N;MASC;SG	N;DEF;MASC;SG
conjunto	ansamblu	conjunto	ansamblu	N;MASC;SG	N;INDF;MASC;SG
eso	asta	ese	acesta	PRO;SG	PRO;FEM;SG;3
eso	aia	ese	acela	PRO;SG	PRO;FEM;SG;3
alemán	germana	alemán	germană	N;MASC;SG	N;DEF;FEM;SG
alemán	germană	alemán	germană	N;MASC;SG	N;INDF;FEM;SG
meses	lunile	mes	lună	N;MASC;PL	N;DEF;FEM;PL
meses	luni	mes	lună	N;MASC;PL	N;INDF;FEM;PL
único	unicat	único	unica	ADJ;MASC;SG	ADJ;INDF;MASC;SG
único	unic	único	unic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
único	unică	único	unic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
actor	actor	actor	actor	N;MASC;SG	N;INDF;MASC;SG
actor	actorul	actor	actor	N;MASC;SG	N;DEF;MASC;SG
parece	pare	parecer	părea	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
antigua	antică	antiguo	antic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
antigua	antic	antiguo	antic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
antigua	antică	antiguo	antic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
antigua	antic	antiguo	antic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
antigua	bătrân	antiguo	bătrân	ADJ;FEM;SG	ADJ;INDF;MASC;SG
antigua	vechi	antiguo	vechi	ADJ;FEM;SG	ADJ;INDF;MASC;SG
antigua	veche	antiguo	vechi	ADJ;FEM;SG	ADJ;INDF;FEM;SG
especial	specială	especial	special	ADJ;SG	ADJ;INDF;FEM;SG
especial	speciala	especial	special	ADJ;SG	ADJ;DEF;FEM;SG
interior	interior	interior	interior	N;MASC;SG	N;INDF;MASC;SG
interior	interior	interior	interior	N;MASC;SG	N;INDF;MASC;SG
plata	argint	plata	argint	N;FEM;SG	N;INDF;MASC;SG
plata	silver	plata	silver	N;FEM;SG	N;INDF;MASC;SG
plata	argintiu	plata	argintiu	N;FEM;SG	N;INDF;MASC;SG
japón	japonia	japón	japonie	N;MASC;SG	N;DEF;FEM;SG
municipal	municipală	municipal	municipal	ADJ;SG	ADJ;INDF;FEM;SG
control	control	control	control	N;MASC;SG	N;INDF;MASC;SG
control	controlul	control	control	N;MASC;SG	N;DEF;MASC;SG
consejo	sfat	consejo	sfat	N;MASC;SG	N;INDF;MASC;SG
consejo	sfatul	consejo	sfat	N;MASC;SG	N;DEF;MASC;SG
consejo	pont	consejo	pont	N;MASC;SG	N;INDF;MASC;SG
consejo	sfat	consejo	sfat	N;MASC;SG	N;INDF;MASC;SG
consejo	vârful	consejo	vârf	N;MASC;SG	N;DEF;MASC;SG
consejo	consiliului	consejo	consiliu	N;MASC;SG	N;DEF;MASC;SG
consejo	consiliu	consejo	consiliu	N;MASC;SG	N;INDF;MASC;SG
consejo	consiliul	consejo	consiliu	N;MASC;SG	N;DEF;MASC;SG
menor	minoră	menor	minor	ADJ;SG	ADJ;INDF;FEM;SG
menor	minor	menor	minor	ADJ;SG	ADJ;INDF;MASC;SG
seis	şase	seis	şase	NUM;PL	NUM;PL
seis	șase	seis	șase	NUM;PL	NUM;PL
libre	liberă	libre	liber	ADJ;SG	ADJ;INDF;FEM;SG
libre	gratuit	libre	gratuit	ADJ;SG	ADJ;INDF;MASC;SG
llegar	sosind	llegar	sosi	V;NFIN	V;V.MSDR
valle	valea	valle	vale	N;MASC;SG	N;DEF;FEM;SG
valle	vale	valle	vale	N;MASC;SG	N;INDF;FEM;SG
festival	festival	festival	festival	N;MASC;SG	N;INDF;MASC;SG
festival	festivalul	festival	festival	N;MASC;SG	N;DEF;MASC;SG
festival	festivalului	festival	festival	N;MASC;SG	N;DEF;MASC;SG
personaje	personaj	personaje	personaj	N;MASC;SG	N;INDF;MASC;SG
personaje	caracterul	personaje	caracter	N;MASC;SG	N;DEF;MASC;SG
personaje	caracter	personaje	caracter	N;MASC;SG	N;INDF;MASC;SG
trata	tratează	tratar	trata	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
castillo	castle	castillo	castle	N;MASC;SG	N;INDF;MASC;SG
castillo	castel	castillo	castel	N;MASC;SG	N;INDF;MASC;SG
castillo	castelul	castillo	castel	N;MASC;SG	N;DEF;MASC;SG
publicado	publicat	publicado	publica	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
publicado	publicată	publicado	publicat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
publicado	postată	publicado	posta	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
publicado	postat	publicado	posta	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
cantante	cântăreață	cantante	cântăreață	N;SG	N;INDF;FEM;SG
cantante	singer	cantante	singer	N;SG	N;INDF;MASC;SG
cantante	cântăreț	cantante	cântăreț	N;SG	N;INDF;MASC;SG
referencia	corelarea	referencia	corelare	N;FEM;SG	N;DEF;FEM;SG
referencia	referință	referencia	referință	N;FEM;SG	N;INDF;FEM;SG
referencia	referința	referencia	referință	N;FEM;SG	N;DEF;FEM;SG
referencia	trimitere	referencia	trimitere	N;FEM;SG	N;INDF;FEM;SG
resto	odihnă	resto	odihnă	N;MASC;SG	N;INDF;FEM;SG
resto	odihna	resto	odihnă	N;MASC;SG	N;DEF;FEM;SG
común	comună	común	comun	ADJ;SG	ADJ;INDF;FEM;SG
común	comun	común	comun	ADJ;SG	ADJ;INDF;MASC;SG
editorial	editor	editorial	editor	N;FEM;SG	N;INDF;MASC;SG
editorial	editura	editorial	editură	N;FEM;SG	N;DEF;FEM;SG
editorial	publicare	editorial	publicare	N;FEM;SG	N;INDF;FEM;SG
editorial	publicarea	editorial	publicare	N;FEM;SG	N;DEF;FEM;SG
editorial	editorial	editorial	editorial	N;FEM;SG	N;INDF;MASC;SG
editorial	editorialul	editorial	editorial	N;FEM;SG	N;DEF;MASC;SG
deporte	sport	deporte	sport	N;MASC;SG	N;INDF;MASC;SG
deporte	sportul	deporte	sport	N;MASC;SG	N;DEF;MASC;SG
deporte	sport	deporte	sport	N;MASC;SG	N;INDF;MASC;SG
saint	sfânt	saint	sfânt	N;MASC	N;INDF;MASC;SG
saint	sfantul	saint	sfant	N;MASC	N;DEF;MASC;SG
saint	sfântul	saint	sfânt	N;MASC	N;DEF;MASC;SG
saint	saint	saint	saint	N;MASC	N;INDF;MASC;SG
espacio	spaţiul	espacio	spagiu	N;MASC;SG	N;DEF;MASC;SG
espacio	spațiu	espacio	spațiu	N;MASC;SG	N;INDF;MASC;SG
espacio	spațiul	espacio	spațiu	N;MASC;SG	N;DEF;MASC;SG
espacio	spatiu	espacio	spatiu	N;MASC;SG	N;INDF;MASC;SG
espacio	spaţiu	espacio	spaţiu	N;MASC;SG	N;INDF;MASC;SG
asociación	parteneriat	asociación	parteneriat	N;FEM;SG	N;INDF;MASC;SG
asociación	parteneriatul	asociación	parteneriat	N;FEM;SG	N;DEF;MASC;SG
asociación	asociația	asociación	asociație	N;FEM;SG	N;DEF;FEM;SG
asociación	asociatia	asociación	asociatie	N;FEM;SG	N;DEF;FEM;SG
asociación	asociație	asociación	asociație	N;FEM;SG	N;INDF;FEM;SG
asociación	asocierea	asociación	asociere	N;FEM;SG	N;DEF;FEM;SG
asociación	asociere	asociación	asociere	N;FEM;SG	N;INDF;FEM;SG
hija	fica	hija	fice	N;FEM;SG	N;DEF;FEM;SG
hija	fiica	hija	fiică	N;FEM;SG	N;DEF;FEM;SG
hija	fiică	hija	fiică	N;FEM;SG	N;INDF;FEM;SG
acción	acţiune	acción	acţiune	N;FEM;SG	N;INDF;FEM;SG
acción	actiune	acción	actiune	N;FEM;SG	N;INDF;FEM;SG
acción	acțiune	acción	acțiune	N;FEM;SG	N;INDF;FEM;SG
actores	actorilor	actor	actor	N;MASC;PL	N;DEF;MASC;PL
actores	actorii	actor	actor	N;MASC;PL	N;DEF;MASC;PL
actores	actori	actor	actor	N;MASC;PL	N;INDF;MASC;PL
hermano	fratele	hermano	frate	N;MASC;SG	N;DEF;MASC;SG
fundación	fundatia	fundación	fundatie	N;FEM;SG	N;DEF;FEM;SG
fundación	fundaţia	fundación	fundagie	N;FEM;SG	N;DEF;FEM;SG
fundación	fundatie	fundación	fundatie	N;FEM;SG	N;INDF;FEM;SG
fundación	fundația	fundación	fundație	N;FEM;SG	N;DEF;FEM;SG
blanco	albă	blanco	alb	ADJ;MASC;SG	ADJ;INDF;FEM;SG
blanco	alb	blanco	alb	ADJ;MASC;SG	ADJ;INDF;MASC;SG
profesional	profesional	profesional	profesional	ADJ;SG	ADJ;INDF;MASC;SG
profesional	profesională	profesional	profesional	ADJ;SG	ADJ;INDF;FEM;SG
profesional	profesionistă	profesional	profesionist	ADJ;SG	ADJ;INDF;FEM;SG
profesional	profesionist	profesional	profesionist	ADJ;SG	ADJ;INDF;MASC;SG
episodio	episod	episodio	episod	N;MASC;SG	N;INDF;MASC;SG
episodio	episodul	episodio	episod	N;MASC;SG	N;DEF;MASC;SG
cultural	cultural	cultural	cultural	ADJ;SG	ADJ;INDF;MASC;SG
cultural	culturală	cultural	cultural	ADJ;SG	ADJ;INDF;FEM;SG
principios	principiile	principio	princip	N;MASC;PL	N;DEF;FEM;PL
principios	principii	principio	princip	N;MASC;PL	N;INDF;FEM;PL
imperio	empire	imperio	empire	N;MASC;SG	N;INDF;MASC;SG
imperio	imperiul	imperio	imperiu	N;MASC;SG	N;DEF;MASC;SG
imperio	imperiu	imperio	imperiu	N;MASC;SG	N;INDF;MASC;SG
imperio	imperiului	imperio	imperiu	N;MASC;SG	N;DEF;MASC;SG
nunca	niciodată	nunca	niciodată	ADV	ADV
investigación	anchetă	investigación	anchetă	N;FEM;SG	N;INDF;FEM;SG
investigación	ancheta	investigación	anchetă	N;FEM;SG	N;DEF;FEM;SG
