もの	lietas	もの	lieta	N	N;NOM;FEM;PL
教会	baznīcas	教会	baznīca	N	N;NOM;FEM;PL
教会	baznīcā	教会	baznīca	N	N;ESS;FEM;SG
内閣	kabinets	内閣	kabinets	N	N;NOM;MASC;SG
内閣	skapis	内閣	skapis	N	N;NOM;MASC;SG
ロック	akmens	ロック	akmens	N	N;NOM;MASC;SG
事故	negadījums	事故	negadījums	N	N;NOM;MASC;SG
事故	avārija	事故	avārija	N	N;NOM;FEM;SG
事故	nelaimes	事故	nelaime	N	N;NOM;FEM;PL
事故	negadījumi	事故	negadījums	N	N;NOM;MASC;PL
状況	apstāklis	状況	apstāklis	N	N;NOM;MASC;SG
状況	situācijas	状況	situācija	N	N;NOM;FEM;PL
状況	situācijās	状況	situācija	N	N;ESS;FEM;PL
状況	situācija	状況	situācija	N	N;NOM;FEM;SG
状況	stāvoklis	状況	stāvoklis	N	N;NOM;MASC;SG
状況	apstākļi	状況	apstāklis	N	N;NOM;MASC;PL
家族	saime	家族	saime	N	N;NOM;FEM;SG
家族	ģimene	家族	ģimene	N	N;NOM;FEM;SG
家族	ģimenē	家族	ģimene	N	N;ESS;FEM;SG
家族	ģimenes	家族	ģimene	N	N;NOM;FEM;PL
距離	distance	距離	distance	N	N;NOM;FEM;SG
距離	attālums	距離	attālums	N	N;NOM;MASC;SG
距離	attālumus	距離	attālums	N	N;ACC;MASC;PL
距離	attālumi	距離	attālums	N	N;NOM;MASC;PL
新しい	jauna	新しい	jauns	ADJ	ADJ;NOM;FEM;SG
新しい	jauni	新しい	jauns	ADJ	ADJ;NOM;MASC;PL
新しい	jauns	新しい	jauns	ADJ	ADJ;NOM;MASC;SG
新しい	jaunais	新しい	jauns	ADJ	ADJ;NOM;MASC;SG
新しい	jaunas	新しい	jauna	ADJ	ADJ;NOM;FEM;PL
ホール	caurumu	ホール	caurums	N	N;ACC;MASC;SG
ホール	caurums	ホール	caurums	N	N;NOM;MASC;SG
ホール	zālē	ホール	zāle	N	N;ESS;FEM;SG
体重	svars	体重	svars	N	N;NOM;MASC;SG
体重	svara	体重	svars	N	N;GEN;MASC;SG
血液	asins	血液	asins	N	N;NOM;FEM;SG
血液	asinīm	血液	asins	N	N;DAT;FEM;PL
血液	asinis	血液	asins	N	N;NOM;FEM;PL
同意	piekritu	同意	piekrist	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
同意	piekrita	同意	piekrist	V	V;FH;IND;3;POS;PST;FIN;ACT
これら	šīs	これら	šī	PRO	PRO;NOM;FEM;PL
これら	šie	これら	šis	PRO	PRO;NOM;MASC;PL
由来	izcelsmi	由来	izcelsme	N	N;ACC;FEM;SG
由来	izcelsme	由来	izcelsme	N	N;NOM;FEM;SG
店舗	glabātavas	店舗	glabātava	N	N;NOM;FEM;PL
店舗	veikalos	店舗	veikals	N	N;ESS;MASC;PL
店舗	noliktavas	店舗	noliktava	N	N;NOM;FEM;SG
店舗	veikali	店舗	veikals	N	N;NOM;MASC;PL
店舗	veikalos	店舗	veikals	N	N;ESS;MASC;PL
店舗	veikali	店舗	veikals	N	N;NOM;MASC;PL
店舗	veikals	店舗	veikals	N	N;NOM;MASC;SG
カテゴリ	kategoriju	カテゴリ	kategorija	N	N;ACC;FEM;SG
カテゴリ	kategorija	カテゴリ	kategorija	N	N;NOM;FEM;SG
カテゴリ	kategorijā	カテゴリ	kategorija	N	N;ESS;FEM;SG
カテゴリ	kategorijās	カテゴリ	kategorija	N	N;ESS;FEM;PL
カテゴリ	kategorijām	カテゴリ	kategorija	N	N;DAT;FEM;PL
カテゴリ	kategorijas	カテゴリ	kategorija	N	N;NOM;FEM;PL
メートル	metri	メートル	metrs	N	N;NOM;MASC;PL
メートル	skaitītāji	メートル	skaitītājs	N	N;NOM;MASC;PL
メートル	mērītāji	メートル	mērītājs	N	N;NOM;MASC;PL
メートル	metru	メートル	metrs	N	N;ACC;MASC;SG
メートル	metri	メートル	metrs	N	N;NOM;MASC;PL
メートル	metrus	メートル	metrs	N	N;ACC;MASC;PL
芸術	māksla	芸術	māksla	N	N;NOM;FEM;SG
芸術	māksla	芸術	māksla	N	N;NOM;FEM;SG
観光	tūrisms	観光	tūrisms	N	N;NOM;MASC;SG
観光	tūrismā	観光	tūrisms	N	N;ESS;MASC;SG
観光	tūristu	観光	tūrists	N	N;ACC;MASC;SG
観光	tūrisma	観光	tūrisms	N	N;GEN;MASC;SG
観光	ekskursiju	観光	ekskursija	N	N;ACC;FEM;SG
王国	karaliste	王国	karaliste	N	N;NOM;FEM;SG
電話	telefons	電話	telefons	N	N;NOM;MASC;SG
電話	tālrunis	電話	tālrunis	N	N;NOM;MASC;SG
刑事	detektīvs	刑事	detektīvs	N	N;NOM;MASC;SG
レコード	rekords	レコード	rekords	N	N;NOM;MASC;SG
レコード	ieraksts	レコード	ieraksts	N	N;NOM;MASC;SG
レコード	uzskaite	レコード	uzskaite	N	N;NOM;FEM;SG
レコード	ieraksti	レコード	ierakste	N	N;NOM;MASC;PL
レコード	pieraksti	レコード	pieraksts	N	N;NOM;MASC;PL
トップ	tops	トップ	tops	N	N;NOM;MASC;SG
飛行	lidojuma	飛行	lidojums	N	N;GEN;MASC;SG
飛行	lidojums	飛行	lidojums	N	N;NOM;MASC;SG
ロード	slodze	ロード	slodze	N	N;NOM;FEM;SG
ロード	slodzes	ロード	slodze	N	N;NOM;FEM;PL
ロード	krava	ロード	krava	N	N;NOM;FEM;SG
エル	ella	エル	ella	N	N;NOM;FEM;SG
ワールド	pasaule	ワールド	pasaule	N	N;NOM;FEM;SG
ワールド	pasaulē	ワールド	pasaule	N	N;ESS;FEM;SG
美術	māksla	美術	māksla	N	N;NOM;FEM;SG
息子	dēli	息子	dēli	N	N;NOM;MASC;PL
息子	dēls	息子	dēls	N	N;NOM;MASC;SG
制度	iestāde	制度	iestāde	N	N;NOM;FEM;SG
制度	institūcija	制度	institūcija	N	N;NOM;FEM;SG
ツアー	ekskursija	ツアー	ekskursija	N	N;NOM;FEM;SG
ツアー	tūre	ツアー	tūre	N	N;NOM;FEM;SG
ツアー	ekskursijas	ツアー	ekskursija	N	N;NOM;FEM;PL
ツアー	braucienos	ツアー	brauciens	N	N;ESS;MASC;PL
スタジオ	studijas	スタジオ	studija	N	N;NOM;FEM;PL
スタジオ	studijā	スタジオ	studija	N	N;ESS;FEM;SG
スタジオ	studija	スタジオ	studija	N	N;NOM;FEM;SG
スタジオ	studijas	スタジオ	studija	N	N;NOM;FEM;PL
市民	pilsoņus	市民	pilsonis	N	N;ACC;MASC;PL
市民	pilsoņi	市民	pilsonis	N	N;NOM;MASC;PL
市民	iedzīvotāji	市民	iedzīvotājs	N	N;NOM;MASC;PL
市民	pilsonību	市民	pilsonība	N	N;ACC;FEM;SG
市民	pilsonība	市民	pilsonība	N	N;NOM;FEM;SG
市民	pilsoņa	市民	pilsoņa	N	N;NOM;MASC;SG
市民	pilsonis	市民	pilsonis	N	N;NOM;MASC;SG
自然	dabīgais	自然	dabīgs	ADJ	ADJ;NOM;MASC;SG
自然	dabīgs	自然	dabīgs	ADJ	ADJ;NOM;MASC;SG
自然	dabiskā	自然	dabiska	ADJ	ADJ;NOM;FEM;SG
マイル	jūdzes	マイル	jūdze	N	N;NOM;FEM;PL
マイル	jūdžu	マイル	jūdžs	N	N;ACC;MASC;SG
組合	apvienības	組合	apvienība	N	N;NOM;FEM;PL
組合	biedrības	組合	biedrība	N	N;NOM;FEM;PL
組合	asociācijas	組合	asociācija	N	N;NOM;FEM;PL
生徒	studenti	生徒	students	N	N;NOM;MASC;PL
生徒	skolēni	生徒	skolēns	N	N;NOM;MASC;PL
生徒	studentiem	生徒	students	N	N;DAT;MASC;PL
生徒	skolēns	生徒	skolēns	N	N;NOM;MASC;SG
生徒	skolēnu	生徒	skolēns	N	N;ACC;MASC;SG
生徒	students	生徒	students	N	N;NOM;MASC;SG
生徒	studenta	生徒	students	N	N;GEN;MASC;SG
生徒	studentu	生徒	students	N	N;ACC;MASC;SG
ギター	ģitāra	ギター	ģitāra	N	N;NOM;FEM;SG
コース	kursa	コース	kurss	N	N;GEN;MASC;SG
コース	kursu	コース	kurss	N	N;ACC;MASC;SG
コース	kurss	コース	kurss	N	N;NOM;MASC;SG
コース	kursā	コース	kurss	N	N;ESS;MASC;SG
コース	kursos	コース	kurss	N	N;ESS;MASC;PL
コース	kursiem	コース	kurss	N	N;DAT;MASC;PL
コース	kursus	コース	kurss	N	N;ACC;MASC;PL
コース	kursi	コース	kurss	N	N;NOM;MASC;PL
防衛	aizstāvība	防衛	aizstāvība	N	N;NOM;FEM;SG
防衛	aizsardzība	防衛	aizsardzība	N	N;NOM;FEM;SG
変化	mainīt	変化	mainīt	V	V;POS;NFIN
アナウンサー	vēderi	アナウンサー	vēders	N	N;NOM;MASC;PL
タイプ	tips	タイプ	tips	N	N;NOM;MASC;SG
タイプ	veids	タイプ	veids	N	N;NOM;MASC;SG
議会	parlaments	議会	parlaments	N	N;NOM;MASC;SG
南部	dienvidu	南部	dienvidi	N	N;ACC;MASC;SG
経験	pieredzējuši	経験	pieredzēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
経験	pieredzējis	経験	pieredzēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
延長	paplašināta	延長	paplašināt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
延長	paplašinātas	延長	paplašināt	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
延長	pagarināts	延長	pagarināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
延長	paplašināts	延長	paplašināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
延長	paplašinātā	延長	paplašināt	V	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
延長	pagarināt	延長	pagarināt	V	V;POS;NFIN
延長	paplašināt	延長	paplašināt	V	V;POS;NFIN
ランド	zemi	ランド	zeme	N	N;ACC;FEM;SG
ランド	zeme	ランド	zeme	N	N;NOM;FEM;SG
ランド	zemes	ランド	zeme	N	N;NOM;FEM;PL
条件	kritēriji	条件	kritērijs	N	N;NOM;MASC;PL
条件	apstākļi	条件	apstāklis	N	N;NOM;MASC;PL
条件	nosacījumi	条件	nosacījums	N	N;NOM;MASC;PL
条件	stāvokļi	条件	stāvoklis	N	N;NOM;MASC;PL
条件	nosacījums	条件	nosacījums	N	N;NOM;MASC;SG
条件	stāvoklis	条件	stāvoklis	N	N;NOM;MASC;SG
伝説	apzīmējumi	伝説	apzīmējums	N	N;NOM;MASC;PL
伝説	leģenda	伝説	leģenda	N	N;NOM;FEM;SG
競走	sacensības	競走	sacensība	N	N;NOM;FEM;PL
競走	rase	競走	rase	N	N;NOM;FEM;SG
競走	skrējiens	競走	skrējiens	N	N;NOM;MASC;SG
競走	sacīkstes	競走	sacīkste	N	N;NOM;FEM;PL
競走	sacīkšu	競走	sacīkt	N	N;ACC;FEM;SG
競走	sacīkstes	競走	sacīkste	N	N;NOM;FEM;PL
デジタル	digitālā	デジタル	digitāls	ADJ	ADJ;NOM;FEM;SG
デジタル	digitālais	デジタル	digitāls	ADJ	ADJ;NOM;MASC;SG
ポジション	amats	ポジション	amats	N	N;NOM;MASC;SG
ポジション	novietojums	ポジション	novietojums	N	N;NOM;MASC;SG
ポジション	pozīcija	ポジション	pozīcija	N	N;NOM;FEM;SG
ポジション	pozīcijas	ポジション	pozīcija	N	N;NOM;FEM;PL
ポジション	nostājas	ポジション	nostāja	N	N;NOM;FEM;PL
名誉	gods	名誉	gods	N	N;NOM;MASC;SG
名誉	goda	名誉	gods	N	N;NOM;MASC;SG
名誉	godība	名誉	godība	N	N;NOM;FEM;SG
名誉	gods	名誉	gods	N	N;NOM;MASC;SG
ソング	dziesmas	ソング	dziesma	N	N;NOM;FEM;PL
ソング	dziesma	ソング	dziesma	N	N;NOM;FEM;SG
ライン	līnija	ライン	līnija	N	N;NOM;FEM;SG
履歴	vēsture	履歴	vēsture	N	N;NOM;FEM;SG
履歴	vēstures	履歴	vēsture	N	N;NOM;FEM;PL
履歴	vēsturi	履歴	vēsture	N	N;ACC;FEM;SG
履歴	vēsturē	履歴	vēsture	N	N;ESS;FEM;SG
方向	virzieni	方向	virziens	N	N;NOM;MASC;PL
方向	virzienos	方向	virziens	N	N;ESS;MASC;PL
方向	norādījumi	方向	norādījums	N	N;NOM;MASC;PL
方向	virziens	方向	virziens	N	N;NOM;MASC;SG
方向	orientācijas	方向	orientācija	N	N;NOM;FEM;PL
方向	orientācija	方向	orientācija	N	N;NOM;FEM;SG
法律	tieslietas	法律	tieslietas	N	N;NOM;FEM;PL
法律	likums	法律	likums	N	N;NOM;MASC;SG
法律	likumus	法律	likums	N	N;ACC;MASC;PL
法律	likumi	法律	likums	N	N;NOM;MASC;PL
提案	ieteikt	提案	ieteikt	V	V;POS;NFIN
提案	iesaku	提案	iesacīt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
効果	efekts	効果	efekts	N	N;NOM;MASC;SG
効果	ietekme	効果	ietekme	N	N;NOM;FEM;SG
効果	efekts	効果	efekts	N	N;NOM;MASC;SG
効果	efekti	効果	efekts	N	N;NOM;MASC;PL
効果	iedarbība	効果	iedarbība	N	N;NOM;FEM;SG
効果	ietekme	効果	ietekme	N	N;NOM;FEM;SG
ミュージック	mūzika	ミュージック	mūzika	N	N;NOM;FEM;SG
ミュージック	mūzikā	ミュージック	mūzika	N	N;ESS;FEM;SG
ヶ月	mēnešus	ヶ月	mēnesis	N	N;ACC;MASC;PL
ヶ月	mēnešiem	ヶ月	mēness	N	N;DAT;MASC;PL
ヶ月	mēneši	ヶ月	mēnesis	N	N;NOM;MASC;PL
毎日	ikdienas	毎日	ikdiena	N	N;NOM;FEM;PL
毎日	ikdienā	毎日	ikdiena	N	N;ESS;FEM;SG
職業	darbs	職業	darbs	N	N;NOM;MASC;SG
職業	darbiņš	職業	darbiņš	N	N;NOM;MASC;SG
職業	profesijas	職業	profesija	N	N;NOM;FEM;PL
職業	profesijām	職業	profesija	N	N;DAT;FEM;PL
職業	profesija	職業	profesija	N	N;NOM;FEM;SG
職業	profesijas	職業	profesija	N	N;NOM;FEM;PL
職業	profesijās	職業	profesija	N	N;ESS;FEM;PL
職業	profesija	職業	profesija	N	N;NOM;FEM;SG
職業	nodarbošanās	職業	nodarbošanās	N	N;NOM;FEM;SG
職業	okupācijas	職業	okupācija	N	N;NOM;FEM;PL
製品	produkta	製品	produkts	N	N;GEN;MASC;SG
製品	izstrādājums	製品	izstrādājums	N	N;NOM;MASC;SG
製品	produkts	製品	produkts	N	N;NOM;MASC;SG
製品	ražojums	製品	ražojums	N	N;NOM;MASC;SG
製品	izstrādājumi	製品	izstrādājums	N	N;NOM;MASC;PL
製品	produkti	製品	produkts	N	N;NOM;MASC;PL
製品	ražojumi	製品	ražojums	N	N;NOM;MASC;PL
速度	ātrums	速度	ātrums	N	N;NOM;MASC;SG
速度	ātrums	速度	ātrums	N	N;NOM;MASC;SG
速度	ātrumu	速度	ātrums	N	N;ACC;MASC;SG
速度	apgriezieni	速度	apgrieziens	N	N;NOM;MASC;PL
近く	tuvu	近く	tuvu	ADV	ADV
近く	netālu	近く	netālu	ADV	ADV
電子	elektronu	電子	elektrons	N	N;ACC;MASC;SG
徒歩	pastaiga	徒歩	pastaiga	N	N;NOM;FEM;SG
アイドル	elks	アイドル	elks	N	N;NOM;MASC;SG
更新	atjaunināt	更新	atjaunināt	V	V;POS;NFIN
更新	atjaunot	更新	atjaunot	V	V;POS;NFIN
更新	atsvaidzināt	更新	atsvaidzināt	V	V;POS;NFIN
配信	pārraida	配信	pārraidīt	V	V;FH;IND;3;POS;PRS;FIN;ACT
仕事	darbs	仕事	darbs	N	N;NOM;MASC;SG
仕事	darbiņš	仕事	darbiņš	N	N;NOM;MASC;SG
仕事	darbs	仕事	darbs	N	N;NOM;MASC;SG
連盟	konfederācija	連盟	konfederācija	N	N;NOM;FEM;SG
連盟	konfederāciju	連盟	konfederācija	N	N;ACC;FEM;SG
政策	politika	政策	politika	N	N;NOM;FEM;SG
政策	politikā	政策	politika	N	N;ESS;FEM;SG
政策	politikas	政策	politika	N	N;NOM;FEM;PL
政治家	politiķiem	政治家	politiķis	N	N;DAT;MASC;PL
政治家	politiķi	政治家	politiķis	N	N;NOM;MASC;PL
政治家	politiķis	政治家	politiķis	N	N;NOM;MASC;SG
メディア	mediji	メディア	medijs	N	N;NOM;MASC;PL
メディア	mediju	メディア	medijs	N	N;ACC;MASC;SG
図書館	bibliotēkas	図書館	bibliotēka	N	N;NOM;FEM;PL
図書館	bibliotēka	図書館	bibliotēka	N	N;NOM;FEM;SG
図書館	bibliotēkā	図書館	bibliotēka	N	N;ESS;FEM;SG
図書館	bibliotēku	図書館	bibliotēka	N	N;ACC;FEM;SG
図書館	bibliotēkas	図書館	bibliotēka	N	N;NOM;FEM;PL
外国	ārvalstu	外国	ārvalsts	N	N;GEN;FEM;PL
外国	ārzemju	外国	ārzemes	N	N;GEN;FEM
艦隊	flote	艦隊	flote	N	N;NOM;FEM;SG
艦隊	flotes	艦隊	flote	N	N;NOM;FEM;PL
艦隊	flotes	艦隊	flote	N	N;NOM;FEM;PL
強い	stiprs	強い	stiprs	ADJ	ADJ;NOM;MASC;SG
強い	spēcīgs	強い	spēcīgs	ADJ	ADJ;NOM;MASC;SG
強い	stipra	強い	stiprs	ADJ	ADJ;NOM;FEM;SG
強い	spēcīga	強い	spēcīga	ADJ	ADJ;NOM;FEM;SG
バージョン	redakcija	バージョン	redakcija	N	N;NOM;FEM;SG
バージョン	versija	バージョン	versija	N	N;NOM;FEM;SG
バージョン	versijas	バージョン	versija	N	N;NOM;FEM;PL
バージョン	redakcijas	バージョン	redakcija	N	N;NOM;FEM;PL
ポイント	punkti	ポイント	punkts	N	N;NOM;MASC;PL
ポイント	punktus	ポイント	punkts	N	N;ACC;MASC;PL
ポイント	punkts	ポイント	punkts	N	N;NOM;MASC;SG
旅客	pasažieru	旅客	pasažieris	N	N;GEN;MASC;PL
旅客	pasažiera	旅客	pasažieris	N	N;GEN;MASC;SG
旅客	pasažieri	旅客	pasažieris	N	N;NOM;MASC;PL
旅客	pasažieris	旅客	pasažieris	N	N;NOM;MASC;SG
方針	politika	方針	politika	N	N;NOM;FEM;SG
方針	politikā	方針	politika	N	N;ESS;FEM;SG
方針	politikas	方針	politika	N	N;NOM;FEM;PL
方針	politika	方針	politika	N	N;NOM;FEM;SG
方針	politikas	方針	politika	N	N;NOM;FEM;PL
執筆	raksta	執筆	rakstīt	V	V;FH;IND;3;POS;PRS;FIN;ACT
執筆	rakstot	執筆	rakstīt	V	V;V.CVB
タイム	laiks	タイム	laiks	N	N;NOM;MASC;SG
タイム	laika	タイム	laiks	N	N;GEN;MASC;SG
基準	standartos	基準	standarts	N	N;ESS;MASC;PL
基準	standartus	基準	standarts	N	N;ACC;MASC;PL
基準	standarti	基準	standarts	N	N;NOM;MASC;PL
基準	standartam	基準	standarts	N	N;DAT;MASC;SG
基準	standarta	基準	standarts	N	N;GEN;MASC;SG
基準	standarts	基準	standarts	N	N;NOM;MASC;SG
基準	kritēriji	基準	kritērijs	N	N;NOM;MASC;PL
化学	ķīmija	化学	ķīmija	N	N;NOM;FEM;SG
化学	ķīmijas	化学	ķīmija	N	N;NOM;FEM;PL
接続	savieno	接続	savienot	V	V;IMP;2;POS;FIN;ACT
接続	savieno	接続	savienot	V	V;IMP;2;POS;FIN;ACT
接続	pieslēgties	接続	pieslēgties	V	V;POS;REFL;NFIN
勝ち	laimē	勝つ	laime	V	V;IMP;SG;2;POS;PRS;FIN;ACT
勝ち	uzvarēt	勝つ	uzvarēt	V	V;POS;NFIN
メーカー	izgatavotājs	メーカー	izgatavotājs	N	N;NOM;MASC;SG
メーカー	ražotājs	メーカー	ražotājs	N	N;NOM;MASC;SG
障害	invaliditāte	障害	invaliditāte	N	N;NOM;FEM;SG
障害	invaliditātes	障害	invaliditāte	N	N;NOM;FEM;PL
ホテル	viesnīcā	ホテル	viesnīca	N	N;ESS;FEM;SG
ホテル	viesnīca	ホテル	viesnīca	N	N;NOM;FEM;SG
ホテル	viesnīcas	ホテル	viesnīca	N	N;NOM;FEM;PL
ホテル	viesnīcās	ホテル	viesnīca	N	N;ESS;FEM;PL
ホテル	viesnīcu	ホテル	viesnīca	N	N;ACC;FEM;SG
ホテル	viesnīcām	ホテル	viesnīcas	N	N;DAT;FEM;PL
仕様	specifikācijas	仕様	specifikācija	N	N;NOM;FEM;PL
仕様	specifikācija	仕様	specifikācija	N	N;NOM;FEM;SG
仕様	specifikācija	仕様	specifikācija	N	N;NOM;FEM;SG
仕様	prasībām	仕様	prasība	N	N;DAT;FEM;PL
ビデオ	video	ビデオ	video	N	N
分割	sadalīt	分割	sadalīt	V	V;POS;NFIN
殺人	slepkavība	殺人	slepkavība	N	N;NOM;FEM;SG
殺人	slepkavības	殺人	slepkavība	N	N;NOM;FEM;PL
殺人	slepkavība	殺人	slepkavība	N	N;NOM;FEM;SG
殺人	slepkavību	殺人	slepkavība	N	N;ACC;FEM;SG
スタイル	stili	スタイル	stils	N	N;NOM;MASC;PL
スタイル	stils	スタイル	stils	N	N;NOM;MASC;SG
リング	gredzens	リング	gredzens	N	N;NOM;MASC;SG
リング	gredzeni	リング	gredzene	N	N;NOM;MASC;PL
報告	ziņot	報告	ziņot	V	V;POS;NFIN
マーク	zīme	マーク	zīme	N	N;NOM;FEM;SG
宣言	deklarēt	宣言	deklarēt	V	V;POS;NFIN
キング	karalis	キング	karalis	N	N;NOM;MASC;SG
キング	ķēniņš	キング	ķēniņš	N	N;NOM;MASC;SG
拡大	paplašināties	拡大	paplašināties	V	V;POS;REFL;NFIN
拡大	palielināt	拡大	palielināt	V	V;POS;NFIN
拡大	paplašināt	拡大	paplašināt	V	V;POS;NFIN
ベル	zvans	ベル	zvans	N	N;NOM;MASC;SG
提出	iesniedz	提出	iesniegt	V	V;IMP;SG;2;POS;FIN;ACT
提出	iesniegt	提出	iesniegt	V	V;POS;NFIN
支持	atbalstīt	支持	atbalstīt	V	V;POS;NFIN
支持	atbalsta	支持	atbalstīt	V	V;FH;IND;3;POS;PRS;FIN;ACT
復活	augšāmcēlies	復活	augšāmcēlies	V	V;PL;REFL;FIN
地震	zemestrīces	地震	zemestrīce	N	N;NOM;FEM;SG
地震	zemestrīce	地震	zemestrīce	N	N;NOM;FEM;SG
地震	zemestrīces	地震	zemestrīce	N	N;NOM;FEM;SG
博物館	muzeji	博物館	muzejs	N	N;NOM;MASC;PL
博物館	muzeju	博物館	muzejs	N	N;ACC;MASC;SG
博物館	muzeja	博物館	muzejs	N	N;GEN;MASC;SG
博物館	muzejā	博物館	muzejs	N	N;ESS;MASC;SG
博物館	muzejs	博物館	muzejs	N	N;NOM;MASC;SG
週間	nedēļa	週間	nedēļa	N	N;NOM;FEM;SG
週間	nedēļā	週間	nedēļa	N	N;ESS;FEM;SG
週間	nedēļu	週間	nedēļa	N	N;ACC;FEM;SG
週間	nedēļas	週間	nedēļa	N	N;NOM;FEM;PL
週間	nedēļām	週間	nedēļa	N	N;DAT;FEM;PL
週間	nedēļās	週間	nedēļa	N	N;ESS;FEM;PL
週間	nedēļas	週間	nedēļa	N	N;NOM;FEM;PL
週間	nedēļā	週間	nedēļa	N	N;ESS;FEM;SG
機構	mehānisms	機構	mehānisms	N	N;NOM;MASC;SG
定義	definē	定義	definēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
定義	definēt	定義	definēt	V	V;POS;NFIN
天皇	imperators	天皇	imperators	N	N;NOM;MASC;SG
日本人	japāņu	日本人	japānis	N	N;GEN;MASC;PL
学部	fakultātes	学部	fakultāte	N	N;NOM;FEM;PL
学部	fakultātēs	学部	fakultāte	N	N;ESS;FEM;PL
学部	fakultāte	学部	fakultāte	N	N;NOM;FEM;SG
学部	fakultātes	学部	fakultāte	N	N;NOM;FEM;PL
緯度	platuma	緯度	platums	N	N;GEN;MASC;SG
緯度	platums	緯度	platums	N	N;NOM;MASC;SG
性格	rakstzīme	性格	rakstzīme	N	N;NOM;FEM;SG
性格	raksturu	性格	raksturs	N	N;ACC;MASC;SG
性格	raksturs	性格	raksturs	N	N;NOM;MASC;SG
性格	personība	性格	personība	N	N;NOM;FEM;SG
性格	personības	性格	personība	N	N;NOM;FEM;PL
ユニット	mērvienības	ユニット	mērvienība	N	N;NOM;FEM;PL
ユニット	vienības	ユニット	vienība	N	N;NOM;FEM;PL
ユニット	vienība	ユニット	vienība	N	N;NOM;FEM;SG
ピアノ	klavieres	ピアノ	klaviere	N	N;NOM;FEM;PL
良い	laba	良い	laba	ADJ	ADJ;NOM;FEM;SG
良い	labas	良い	laba	ADJ	ADJ;NOM;FEM;PL
良い	labs	良い	labs	ADJ	ADJ;NOM;MASC;SG
良い	labais	良い	labs	ADJ	ADJ;NOM;MASC;SG
近い	tuvāka	近い	tuva	ADJ	ADJ;NOM;CMPR;FEM;SG
レベル	līmeņi	レベル	līmenis	N	N;NOM;MASC;PL
レベル	līmenis	レベル	līmenis	N	N;NOM;MASC;SG
政権	režīms	政権	režīms	N	N;NOM;MASC;SG
達成	sasniegti	達成	sasniegt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
達成	sasniegta	達成	sasniegt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
達成	sasniegts	達成	sasniegt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
見る	redz	見る	redzēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
見る	skatīt	見る	skatīt	V	V;POS;NFIN
見る	apskatīt	見る	apskatīt	V	V;POS;NFIN
空間	telpa	空間	telpa	N	N;NOM;FEM;SG
空間	kosmoss	空間	kosmoss	N	N;NOM;MASC;SG
同	identiskas	同	identiska	ADJ	ADJ;NOM;FEM;PL
同	identiska	同	identiska	ADJ	ADJ;NOM;FEM;SG
同	identisks	同	identisks	ADJ	ADJ;NOM;MASC;SG
ライト	gaismu	ライト	gaisma	N	N;ACC;FEM;SG
ライト	gaismas	ライト	gaisma	N	N;NOM;FEM;PL
ライト	gaisma	ライト	gaisma	N	N;NOM;FEM;SG
ライト	raita	ライト	raita	N	N;NOM;MASC;SG
ライト	gaismas	ライト	gaisma	N	N;NOM;FEM;PL
ガス	gāze	ガス	gāze	N	N;NOM;FEM;SG
ガス	gāzes	ガス	gāze	N	N;NOM;FEM;PL
作業	darbs	作業	darbs	N	N;NOM;MASC;SG
作業	darbs	作業	darbs	N	N;NOM;MASC;SG
作業	darba	作業	darbs	N	N;GEN;MASC;SG
貨物	kravas	貨物	krava	N	N;NOM;FEM;PL
貨物	kravai	貨物	krava	N	N;DAT;FEM;SG
貨物	krava	貨物	krava	N	N;NOM;FEM;SG
貨物	preces	貨物	prece	N	N;NOM;FEM;PL
貨物	kravas	貨物	krava	N	N;NOM;FEM;PL
貨物	krava	貨物	krava	N	N;NOM;FEM;SG
市場	tirgus	市場	tirgus	N	N;NOM;MASC;SG
市場	tirgū	市場	tirgus	N	N;ESS;MASC;SG
経度	garums	経度	garums	N	N;NOM;MASC;SG
サイズ	izmēri	サイズ	izmēre	N	N;NOM;MASC;PL
サイズ	dimensijas	サイズ	dimensija	N	N;NOM;FEM;PL
サイズ	izmēri	サイズ	izmēre	N	N;NOM;MASC;PL
サイズ	gabarīti	サイズ	gabarīte	N	N;NOM;MASC;PL
サイズ	izmers	サイズ	izmers	N	N;NOM;MASC;SG
サイズ	lielums	サイズ	lielums	N	N;NOM;MASC;SG
サイズ	izmērs	サイズ	izmērs	N	N;NOM;MASC;SG
翻訳	tulkojot	翻訳	tulkot	V	V;V.CVB
