categoría	類別	categoría	類別	N;FEM;SG	N
coordenadas	座	coordenada	座	N;FEM;PL	N
valor	勇氣	valor	勇氣	N;MASC;SG	N
valor	價值	valor	價值	N;MASC;SG	N
valor	數值	valor	數值	N;MASC;SG	N
valor	值	valor	值	N;MASC;SG	N
unidad	團	unidad	團	N;FEM;SG	N
unidad	股	unidad	股	N;FEM;SG	N
unidad	單元	unidad	單元	N;FEM;SG	N
unidad	單位	unidad	單位	N;FEM;SG	N
crear	創建	crear	創建	V;NFIN	V
crear	創建	crear	創建	V;NFIN	V
imágenes	圖片	imagen	圖片	N;FEM;PL	N
imágenes	像片	imagen	像片	N;FEM;PL	N
imágenes	圖畫	imagen	圖畫	N;FEM;PL	N
imágenes	照片	imagen	照片	N;FEM;PL	N
imágenes	影像	imagen	影像	N;FEM;PL	N
imágenes	圖片	imagen	圖片	N;FEM;PL	N
inicio	家	inicio	家	N;MASC;SG	N
inicio	住家	inicio	住家	N;MASC;SG	N
salud	歡呼	salud	歡呼	N;FEM;SG	N
salud	健康	salud	健康	N;FEM;SG	N
contiene	含有	contener	含有	V;IND;SG;3;PRS;FIN	V
contiene	包含	contener	包含	V;IND;SG;3;PRS;FIN	V
minutos	分鐘	minuto	分鐘	N;MASC;PL	N
verano	夏日	verano	夏日	N;MASC;SG	N
verano	夏季	verano	夏季	N;MASC;SG	N
verano	暑假	verano	暑假	N;MASC;SG	N
verano	夏天	verano	夏天	N;MASC;SG	N
sol	太陽	sol	太陽	N;MASC;SG	N
sol	陽光	sol	陽光	N;MASC;SG	N
sol	陽光	sol	陽光	N;MASC;SG	N
teoría	理論	teoría	理論	N;FEM;SG	N
teoría	論	teoría	論	N;FEM;SG	N
revolución	革命	revolución	革命	N;FEM;SG	N
entrada	入場	entrada	入場	N;FEM;SG	N
entrada	入口	entrada	入口	N;FEM;SG	N
mejores	更好	mejor	更好	ADJ;PL	ADJ
mejores	最好	mejor	最好	ADJ;PL	ADJ
ciencia	科學	ciencia	科學	N;FEM;SG	N
records	紀錄	records	紀錄	N;MASC	N
aire	空中	aire	空中	N;MASC;SG	N
aire	航空	aire	航空	N;MASC;SG	N
aire	空氣	aire	空氣	N;MASC;SG	N
sector	部門	sector	部門	N;MASC;SG	N
ataque	襲擊	ataque	襲擊	N;MASC;SG	N
comunicación	通訊	comunicación	通訊	N;FEM;SG	N
comunicación	通訊	comunicación	通訊	N;FEM;SG	N
comunicación	通訊	comunicación	通訊	N;FEM;SG	N
puente	橋	puente	橋	N;MASC;SG	N
puente	艦橋	puente	艦橋	N;MASC;SG	N
puente	大橋	puente	大橋	N;MASC;SG	N
matrimonio	婚姻	matrimonio	婚姻	N;MASC;SG	N
material	物料	material	物料	N;MASC;SG	N
material	材質	material	材質	N;MASC;SG	N
material	材料	material	材料	N;MASC;SG	N
material	物料	material	物料	N;MASC;SG	N
material	材料	material	材料	N;MASC;SG	N
humanos	人類	humanos	人類	N	N
humanos	人類	humanos	人類	N	N
mitad	半數	mitad	半數	N;FEM;SG	N
realidad	現實	realidad	現實	N;FEM;SG	N
gente	人	gente	人	N;FEM;SG	N
gente	人民	gente	人民	N;FEM;SG	N
cámara	鏡頭	cámara	鏡頭	N;FEM;SG	N
cámara	相機	cámara	相機	N;FEM;SG	N
escudo	盾牌	escudo	盾牌	N;MASC;SG	N
escudo	盾牌	escudo	盾牌	N;MASC;SG	N
aguas	水域	agua	水域	N;FEM;PL	N
clasificación	評比	clasificación	評比	N;FEM;SG	N
clasificación	分類	clasificación	分類	N;FEM;SG	N
clasificación	名次	clasificación	名次	N;FEM;SG	N
mano	手	mano	手	N;FEM;SG	N
sigue	跟	seguir	跟	V;IND;SG;3;PRS;FIN	V
problema	問題	problema	問題	N;MASC;SG	N
trabajos	工作	trabajo	工作	N;MASC;PL	N
trabajos	工作	trabajo	工作	N;MASC;PL	N
trabajos	工程	trabajo	工程	N;MASC;PL	N
trabajos	作品	trabajo	作品	N;MASC;PL	N
metal	金屬	metal	金屬	N;MASC;SG	N
diario	每日	diario	每日	N;MASC;SG	N
diario	日記	diario	日記	N;MASC;SG	N
diario	日誌	diario	日誌	N;MASC;SG	N
diario	日刊	diario	日刊	N;MASC;SG	N
diario	日記	diario	日記	N;MASC;SG	N
diario	期刊	diario	期刊	N;MASC;SG	N
palabra	詞	palabra	詞	N;FEM;SG	N
palabra	單詞	palabra	單詞	N;FEM;SG	N
palabra	字	palabra	字	N;FEM;SG	N
palabra	單字	palabra	單字	N;FEM;SG	N
carácter	字元	carácter	字元	N;MASC;SG	N
carácter	人物	carácter	人物	N;MASC;SG	N
carácter	角色	carácter	角色	N;MASC;SG	N
carácter	性格	carácter	性格	N;MASC;SG	N
carácter	品格	carácter	品格	N;MASC;SG	N
reina	女王	reina	女王	N;FEM;SG	N
reina	皇后	reina	皇后	N;FEM;SG	N
reina	王后	reina	王后	N;FEM;SG	N
domingo	星期	domingo	星期	N	N
domingo	週日	domingo	週日	N	N
domingo	星期	domingo	星期	N	N
domingo	周日	domingo	周日	N	N
libertad	自由	libertad	自由	N;FEM;SG	N
libertad	自由	libertad	自由	N;FEM;SG	N
unidades	單元	unidad	單元	N;FEM;PL	N
unidades	單位	unidad	單位	N;FEM;PL	N
capitán	機長	capitán	機長	N;MASC;SG	N
capitán	隊長	capitán	隊長	N;MASC;SG	N
políticas	政策	política	政策	N;FEM;PL	N
políticas	政治	política	政治	N;FEM;PL	N
políticas	政治	política	政治	N;FEM;PL	N
políticas	政策	política	政策	N;FEM;PL	N
video	視訊	video	視訊	N;MASC;SG	N
video	影片	video	影片	N;MASC;SG	N
comisión	委員	comisión	委員	N;FEM;SG	N
lima	石灰	lima	石灰	N;FEM;SG	N
velocidad	速度	velocidad	速度	N;FEM;SG	N
velocidad	速度	velocidad	速度	N;FEM;SG	N
velocidad	速	velocidad	速	N;FEM;SG	N
objetos	物體	objeto	物體	N;MASC;PL	N
objetos	天體	objeto	天體	N;MASC;PL	N
objetos	物件	objeto	物件	N;MASC;PL	N
hermanos	兄妹	hermano	兄妹	N;MASC;PL	N
edificios	建築	edificio	建築	N;MASC;PL	N
tierras	土地	tierra	土地	N;FEM;PL	N
tierras	陸地	tierra	陸地	N;FEM;PL	N
tierras	土地	tierra	土地	N;FEM;PL	N
cosas	事情	cosa	事情	N;FEM;PL	N
izquierda	左側	izquierda	左側	N;FEM;SG	N
izquierda	左	izquierda	左	N;FEM;SG	N
izquierda	左翼	izquierda	左翼	N;FEM;SG	N
izquierda	左邊	izquierda	左邊	N;FEM;SG	N
bandera	旗幟	bandera	旗幟	N;FEM;SG	N
bandera	國旗	bandera	國旗	N;FEM;SG	N
bandera	旗	bandera	旗	N;FEM;SG	N
bandera	旗子	bandera	旗子	N;FEM;SG	N
bandera	旗幟	bandera	旗幟	N;FEM;SG	N
bandera	旗	bandera	旗	N;FEM;SG	N
bandera	橫幅	bandera	橫幅	N;FEM;SG	N
rica	豐富	rico	豐富	ADJ;FEM;SG	ADJ
templo	神廟	templo	神廟	N;MASC;SG	N
templo	寺	templo	寺	N;MASC;SG	N
templo	寺廟	templo	寺廟	N;MASC;SG	N
templo	廟	templo	廟	N;MASC;SG	N
templo	聖殿	templo	聖殿	N;MASC;SG	N
raza	品種	raza	品種	N;FEM;SG	N
raza	比賽	raza	比賽	N;FEM;SG	N
raza	賽	raza	賽	N;FEM;SG	N
raza	種族	raza	種族	N;FEM;SG	N
raza	競賽	raza	競賽	N;FEM;SG	N
avenida	大街	avenida	大街	N;FEM;SG	N
avenida	大道	avenida	大道	N;FEM;SG	N
biblioteca	圖書	biblioteca	圖書	N;FEM;SG	N
rojo	紅	rojo	紅	N;MASC;SG	N
rojo	紅色	rojo	紅色	N;MASC;SG	N
títulos	證券	título	證券	N;MASC;PL	N
títulos	頭銜	título	頭銜	N;MASC;PL	N
títulos	職銜	título	職銜	N;MASC;PL	N
títulos	標題	título	標題	N;MASC;PL	N
títulos	學位	título	學位	N;MASC;PL	N
títulos	度	título	度	N;MASC;PL	N
reporte	報告	reportar	報告	N;MASC;SG	N
blancos	白	blanco	白	N;MASC;PL	N
blancos	白色	blanco	白色	N;MASC;PL	N
blancos	目標	blanco	目標	N;MASC;PL	N
diez	十	diez	十	NUM;PL	NUM
diez	十	diez	十	NUM;PL	NUM
ángel	天使	ángel	天使	N;MASC;SG	N
ecuador	赤道	ecuador	赤道	N;MASC;SG	N
productos	商品	producto	商品	N;MASC;PL	N
productos	商品	producto	商品	N;MASC;PL	N
productos	產品	producto	產品	N;MASC;PL	N
manos	手	mano	手	N;FEM;PL	N
carretera	公路	carretera	公路	N;FEM;SG	N
carretera	公路	carretera	公路	N;FEM;SG	N
carretera	道路	carretera	道路	N;FEM;SG	N
carretera	路	carretera	路	N;FEM;SG	N
industria	工業	industria	工業	N;FEM;SG	N
industria	產業	industria	產業	N;FEM;SG	N
industria	行業	industria	行業	N;FEM;SG	N
industria	工業	industria	工業	N;FEM;SG	N
industria	產業	industria	產業	N;FEM;SG	N
industria	行業	industria	行業	N;FEM;SG	N
industria	業界	industria	業界	N;FEM;SG	N
entrenador	教練	entrenador	教練	N;MASC;SG	N
palabras	詞語	palabra	詞語	N;FEM;PL	N
palabras	字	palabra	字	N;FEM;PL	N
palabras	詞	palabra	詞	N;FEM;PL	N
padres	父母	padre	父母	N;MASC;PL	N
padres	父母	padre	父母	N;MASC;PL	N
padres	家長	padre	家長	N;MASC;PL	N
padres	家長	padre	家長	N;MASC;PL	N
padres	父母	padre	父母	N;MASC;PL	N
policía	警方	policía	警方	N;SG	N
policía	警務	policía	警務	N;SG	N
policía	警察	policía	警察	N;SG	N
líder	領袖	líder	領袖	N;SG	N
fondo	基金	fondo	基金	N;MASC;SG	N
gira	游	gira	游	N;FEM;SG	N
gira	導覽	gira	導覽	N;FEM;SG	N
gira	旅遊	gira	旅遊	N;FEM;SG	N
técnica	技術	técnica	技術	N;FEM;SG	N
técnica	技師	técnica	技師	N;FEM;SG	N
técnica	技工	técnica	技工	N;FEM;SG	N
técnica	技術	técnica	技術	N;FEM;SG	N
técnica	技巧	técnica	技巧	N;FEM;SG	N
príncipe	王子	príncipe	王子	N;MASC;SG	N
príncipe	太子	príncipe	太子	N;MASC;SG	N
príncipe	親王	príncipe	親王	N;MASC;SG	N
áreas	地區	área	地區	N;FEM;PL	N
encontrar	找到	encontrar	找到	V;NFIN	V
encontrar	尋找	encontrar	尋找	V;NFIN	V
plan	計畫	plan	計畫	N;MASC;SG	N
artista	藝人	artista	藝人	N;SG	N
artista	藝術	artista	藝術	N;SG	N
artista	藝人	artista	藝人	N;SG	N
formas	形狀	forma	形狀	N;FEM;PL	N
formas	表格	forma	表格	N;FEM;PL	N
generalmente	一般	generalmente	一般	ADV	ADV
generalmente	通常	generalmente	通常	ADV	ADV
saludos	問候	saludo	問候	N;MASC;PL	N
temporadas	季	temporada	季	N;FEM;PL	N
temporadas	季節	temporada	季節	N;FEM;PL	N
colección	收藏	colección	收藏	N;FEM;SG	N
cadena	弦	cadena	弦	N;FEM;SG	N
cadena	字串	cadena	字串	N;FEM;SG	N
cadena	弦	cadena	弦	N;FEM;SG	N
cadena	鏈	cadena	鏈	N;FEM;SG	N
cadena	連鎖	cadena	連鎖	N;FEM;SG	N
cadena	鏈	cadena	鏈	N;FEM;SG	N
music	音樂	music	音樂	N	N
combate	戰	combate	戰	N;MASC;SG	N
combate	戰役	combate	戰役	N;MASC;SG	N
combate	戰鬥	combate	戰鬥	N;MASC;SG	N
motivo	動機	motivo	動機	N;MASC;SG	N
motivo	理由	motivo	理由	N;MASC;SG	N
motivo	理性	motivo	理性	N;MASC;SG	N
motivo	原因	motivo	原因	N;MASC;SG	N
motivo	抗辯	motivo	抗辯	N;MASC;SG	N
líneas	線	línea	線	N;FEM;PL	N
líneas	線	línea	線	N;FEM;PL	N
páginas	頁	página	頁	N;FEM;PL	N
medida	度量	medida	度量	N;FEM;SG	N
medida	計量	medida	計量	N;FEM;SG	N
medida	量度	medida	量度	N;FEM;SG	N
medida	計量	medida	計量	N;FEM;SG	N
medida	度量	medida	度量	N;FEM;SG	N
lago	湖泊	lago	湖泊	N;MASC;SG	N
lago	湖	lago	湖	N;MASC;SG	N
condiciones	術語	condición	術語	N;FEM;PL	N
condiciones	條款	condición	條款	N;FEM;PL	N
condiciones	條件	condición	條件	N;FEM;PL	N
hospital	醫院	hospital	醫院	N;MASC;SG	N
ocho	八	ocho	八	NUM;PL	NUM
ocho	八	ocho	八	NUM;PL	NUM
fuego	消防	fuego	消防	N;MASC;SG	N
fuego	火	fuego	火	N;MASC;SG	N
fuego	火災	fuego	火災	N;MASC;SG	N
piedra	石	piedra	石	N;FEM;SG	N
piedra	石頭	piedra	石頭	N;FEM;SG	N
piedra	岩	piedra	岩	N;FEM;SG	N
piedra	岩石	piedra	岩石	N;FEM;SG	N
piedra	石頭	piedra	石頭	N;FEM;SG	N
piedra	搖滾	piedra	搖滾	N;FEM;SG	N
federación	聯邦	federación	聯邦	N;FEM;SG	N
black	黑	black	黑	N	N
black	黑色	black	黑色	N	N
black	黑人	black	黑人	N	N
constitución	憲法	constitución	憲法	N;FEM;SG	N
razón	理由	razón	理由	N;FEM;SG	N
razón	理性	razón	理性	N;FEM;SG	N
razón	原因	razón	原因	N;FEM;SG	N
mil	千	mil	千	NUM;PL	NUM
comercio	商務	comercio	商務	N;MASC;SG	N
comercio	商業	comercio	商業	N;MASC;SG	N
comercio	貿易	comercio	貿易	N;MASC;SG	N
comercio	貿易	comercio	貿易	N;MASC;SG	N
estudiantes	學生	estudiante	學生	N;PL	N
estudiantes	學生	estudiante	學生	N;PL	N
internet	網路	internet	網路	N;SG	N
internet	網際	internet	網際	N;SG	N
propiedad	地產	propiedad	地產	N;FEM;SG	N
propiedad	屬性	propiedad	屬性	N;FEM;SG	N
propiedad	財產	propiedad	財產	N;FEM;SG	N
propiedad	物業	propiedad	物業	N;FEM;SG	N
marca	品牌	marca	品牌	N;FEM;SG	N
marca	商標	marca	商標	N;FEM;SG	N
marca	標記	marca	標記	N;FEM;SG	N
tipos	類型	tipo	類型	N;MASC;PL	N
baloncesto	籃球	baloncesto	籃球	N;MASC;SG	N
contenido	內容	contenido	內容	N;MASC;SG	N
todavía	仍然	todavía	仍然	ADV	ADV
todavía	依然	todavía	依然	ADV	ADV
sala	房間	sala	房間	N;FEM;SG	N
sala	房	sala	房	N;FEM;SG	N
estrella	星星	estrella	星星	N;FEM;SG	N
estrella	恆星	estrella	恆星	N;FEM;SG	N
estrella	星	estrella	星	N;FEM;SG	N
estrella	明星	estrella	明星	N;FEM;SG	N
viaje	航程	viaje	航程	N;MASC;SG	N
viaje	旅行	viaje	旅行	N;MASC;SG	N
viaje	旅費	viaje	旅費	N;MASC;SG	N
viaje	旅遊	viaje	旅遊	N;MASC;SG	N
viaje	旅途	viaje	旅途	N;MASC;SG	N
viaje	旅程	viaje	旅程	N;MASC;SG	N
viaje	旅行	viaje	旅行	N;MASC;SG	N
viaje	行程	viaje	行程	N;MASC;SG	N
rosa	粉	rosa	粉	N;FEM;SG	N
rosa	粉色	rosa	粉色	N;FEM;SG	N
rosa	粉紅	rosa	粉紅	N;FEM;SG	N
rosa	粉紅	rosa	粉紅	N;FEM;SG	N
rosa	玫瑰	rosa	玫瑰	N;FEM;SG	N
jóvenes	青年	joven	青年	N;PL	N
jóvenes	青春	joven	青春	N;PL	N
jóvenes	青少	joven	青少	N;PL	N
formato	格式	formato	格式	N;MASC;SG	N
formato	格式	formato	格式	N;MASC;SG	N
formato	格式	formato	格式	N;MASC;SG	N
formato	形式	formato	形式	N;MASC;SG	N
formato	格式	formato	格式	N;MASC;SG	N
tour	游	tour	游	N;MASC;SG	N
tour	導覽	tour	導覽	N;MASC;SG	N
tour	旅遊	tour	旅遊	N;MASC;SG	N
prueba	測試	prueba	測試	N;FEM;SG	N
prueba	試驗	prueba	試驗	N;FEM;SG	N
prueba	測驗	prueba	測驗	N;FEM;SG	N
prueba	證據	prueba	證據	N;FEM;SG	N
peso	重量	peso	重量	N;MASC;SG	N
peso	體重	peso	體重	N;MASC;SG	N
peso	份量	peso	份量	N;MASC;SG	N
marco	幀	marco	幀	N;MASC;SG	N
marco	框框	marco	框框	N;MASC;SG	N
marco	框架	marco	框架	N;MASC;SG	N
marco	框	marco	框	N;MASC;SG	N
musicales	音樂	musical	音樂	N;MASC;PL	N
musicales	音樂	musical	音樂	N;MASC;PL	N
oct	十月	oct	十月		
duque	公爵	duque	公爵	N;MASC;SG	N
amigo	朋友	amigo	朋友	N;MASC;SG	N
amigo	好友	amigo	好友	N;MASC;SG	N
evitar	避免	evitar	避免	V;NFIN	V
evitar	避免	evitar	避免	V;NFIN	V
evitar	撤銷	evitar	撤銷	V;NFIN	V
emperador	皇帝	emperador	皇帝	N;MASC;SG	N
emperador	天皇	emperador	天皇	N;MASC;SG	N
ingresos	收益	ingreso	收益	N;MASC;PL	N
ingresos	稅	ingreso	稅	N;MASC;PL	N
ingresos	收入	ingreso	收入	N;MASC;PL	N
ingresos	收益	ingreso	收益	N;MASC;PL	N
ingresos	收入	ingreso	收入	N;MASC;PL	N
ingresos	收入	ingreso	收入	N;MASC;PL	N
ingresos	收入	ingreso	收入	N;MASC;PL	N
santos	聖人	santo	聖人	N;MASC;PL	N
santos	聖徒	santo	聖徒	N;MASC;PL	N
obispo	主教	obispo	主教	N;MASC;SG	N
campos	田間	campo	田間	N;MASC;PL	N
campos	田地	campo	田地	N;MASC;PL	N
campos	欄位	campo	欄位	N;MASC;PL	N
campos	田野	campo	田野	N;MASC;PL	N
campos	營地	campo	營地	N;MASC;PL	N
kilómetros	公里	kilómetro	公里	N;MASC;PL	N
kilómetros	英里	kilómetro	英里	N;MASC;PL	N
kilómetros	公里	kilómetro	公里	N;MASC;PL	N
justicia	正義	justicia	正義	N;FEM;SG	N
justicia	司法	justicia	司法	N;FEM;SG	N
justicia	義	justicia	義	N;FEM;SG	N
justicia	正義	justicia	正義	N;FEM;SG	N
justicia	公平	justicia	公平	N;FEM;SG	N
justicia	公正	justicia	公正	N;FEM;SG	N
love	戀愛	love	戀愛	N	N
love	愛情	love	愛情	N	N
señora	夫人	señora	夫人	N;FEM;SG	N
señora	情婦	señora	情婦	N;FEM;SG	N
señora	女	señora	女	N;FEM;SG	N
naturales	天然	natural	天然	ADJ;PL	ADJ
publicación	郵政	publicación	郵政	N;FEM;SG	N
figura	圖	figura	圖	N;FEM;SG	N
soldados	士兵	soldado	士兵	N;MASC;PL	N
soldados	焊接	soldado	焊接	N;MASC;PL	N
soldados	戰士	soldado	戰士	N;MASC;PL	N
soldados	兵	soldado	兵	N;MASC;PL	N
soldados	士兵	soldado	士兵	N;MASC;PL	N
soldados	軍人	soldado	軍人	N;MASC;PL	N
aves	禽	ave	禽	N;FEM;PL	N
aves	家	ave	家	N;FEM;PL	N
aves	鳥類	ave	鳥類	N;FEM;PL	N
aves	鳥	ave	鳥	N;FEM;PL	N
aves	鳥兒	ave	鳥兒	N;FEM;PL	N
aves	鳥	ave	鳥	N;FEM;PL	N
pie	腳	pie	腳	N;MASC;SG	N
pie	英尺	pie	英尺	N;MASC;SG	N
pie	餡	pie	餡	N;MASC;SG	N
hora	時辰	hora	時辰	N;FEM;SG	N
hora	小時	hora	小時	N;FEM;SG	N
hora	時光	hora	時光	N;FEM;SG	N
hora	時間	hora	時間	N;FEM;SG	N
amigos	朋友	amigo	朋友	N;MASC;PL	N
amigos	好友	amigo	好友	N;MASC;PL	N
crítica	批判	crítica	批判	N;FEM;SG	N
crítica	批判	crítica	批判	N;FEM;SG	N
crítica	臨界	crítica	臨界	N;FEM;SG	N
maestro	主人	maestro	主人	N;MASC;SG	N
maestro	大師	maestro	大師	N;MASC;SG	N
maestro	師父	maestro	師父	N;MASC;SG	N
maestro	師傅	maestro	師傅	N;MASC;SG	N
maestro	老師	maestro	老師	N;MASC;SG	N
maestro	教師	maestro	教師	N;MASC;SG	N
casas	住家	casa	住家	N;FEM;PL	N
casas	房屋	casa	房屋	N;FEM;PL	N
casas	房子	casa	房子	N;FEM;PL	N
motor	引擎	motor	引擎	N;MASC;SG	N
motor	馬達	motor	馬達	N;MASC;SG	N
motor	電機	motor	電機	N;MASC;SG	N
efecto	特效	efecto	特效	N;MASC;SG	N
efecto	效果	efecto	效果	N;MASC;SG	N
efecto	效應	efecto	效應	N;MASC;SG	N
doctor	醫師	doctor	醫師	N;MASC;SG	N
doctor	醫生	doctor	醫生	N;MASC;SG	N
doctor	博士	doctor	博士	N;MASC;SG	N
autores	作者	autor	作者	N;MASC;PL	N
junta	董事	junta	董事	N;FEM;SG	N
nuevamente	再次	nuevamente	再次	ADV	ADV
grado	等級	grado	等級	N;MASC;SG	N
grado	年級	grado	年級	N;MASC;SG	N
grado	度	grado	度	N;MASC;SG	N
grado	程度	grado	程度	N;MASC;SG	N
grado	學位	grado	學位	N;MASC;SG	N
extremo	極度	extremo	極度	N;MASC;SG	N
extremo	極限	extremo	極限	N;MASC;SG	N
derecha	右	derecha	右	N;FEM;SG	N
niño	男孩	niño	男孩	N;MASC;SG	N
niño	小孩	niño	小孩	N;MASC;SG	N
niño	兒童	niño	兒童	N;MASC;SG	N
niño	孩子	niño	孩子	N;MASC;SG	N
plantilla	樣板	plantilla	樣板	N;FEM;SG	N
plantilla	模板	plantilla	模板	N;FEM;SG	N
votos	選票	voto	選票	N;MASC;PL	N
votos	誓言	voto	誓言	N;MASC;PL	N
votos	誓詞	voto	誓詞	N;MASC;PL	N
banco	銀行	banco	銀行	N;MASC;SG	N
banco	長椅	banco	長椅	N;MASC;SG	N
banco	板凳	banco	板凳	N;MASC;SG	N
contrato	合同	contrato	合同	N;MASC;SG	N
contrato	合約	contrato	合約	N;MASC;SG	N
pintura	畫	pintura	畫	N;FEM;SG	N
pintura	油漆	pintura	油漆	N;FEM;SG	N
pintura	顏料	pintura	顏料	N;FEM;SG	N
pintura	畫	pintura	畫	N;FEM;SG	N
pintura	油畫	pintura	油畫	N;FEM;SG	N
pintura	繪畫	pintura	繪畫	N;FEM;SG	N
cuenca	盆地	cuenca	盆地	N;FEM;SG	N
cuenca	海盆	cuenca	海盆	N;FEM;SG	N
cuenca	流域	cuenca	流域	N;FEM;SG	N
cuenca	盆	cuenca	盆	N;FEM;SG	N
cuenca	分水	cuenca	分水	N;FEM;SG	N
cuenca	流域	cuenca	流域	N;FEM;SG	N
batería	電池	batería	電池	N;FEM;SG	N
batería	電量	batería	電量	N;FEM;SG	N
batería	鼓聲	batería	鼓聲	N;FEM;SG	N
batería	鼓	batería	鼓	N;FEM;SG	N
diputados	成員	diputado	成員	N;MASC;PL	N
pasa	通行	pasar	通行	V;IND;SG;3;PRS;FIN	V
máximo	最多	máximo	最多	ADJ;MASC;SG	ADJ
máximo	最大	máximo	最大	ADJ;MASC;SG	ADJ
máximo	最大	máximo	最大	ADJ;MASC;SG	ADJ
máximo	最大	máximo	最大	ADJ;MASC;SG	ADJ
deportes	體育	deporte	體育	N;MASC;PL	N
deportes	運動	deporte	運動	N;MASC;PL	N
deportes	體育	deporte	體育	N;MASC;PL	N
deportes	運動	deporte	運動	N;MASC;PL	N
recursos	資源	recurso	資源	N;MASC;PL	N
recursos	資源	recurso	資源	N;MASC;PL	N
misión	任務	misión	任務	N;FEM;SG	N
futuro	今後	futuro	今後	N;MASC;SG	N
futuro	將來	futuro	將來	N;MASC;SG	N
futuro	未來	futuro	未來	N;MASC;SG	N
futuro	期	futuro	期	N;MASC;SG	N
ángeles	天使	ángel	天使	N;MASC;PL	N
tecnología	科技	tecnología	科技	N;FEM;SG	N
tecnología	技術	tecnología	技術	N;FEM;SG	N
tecnología	技術	tecnología	技術	N;FEM;SG	N
tecnología	科技	tecnología	科技	N;FEM;SG	N
tiempos	時代	tiempo	時代	N;MASC;PL	N
tiempos	時報	tiempo	時報	N;MASC;PL	N
fiesta	黨	fiesta	黨	N;FEM;SG	N
fiesta	政黨	fiesta	政黨	N;FEM;SG	N
fiesta	宴會	fiesta	宴會	N;FEM;SG	N
fiesta	聚會	fiesta	聚會	N;FEM;SG	N
jardín	園	jardín	園	N;MASC;SG	N
jardín	園林	jardín	園林	N;MASC;SG	N
jardín	花園	jardín	花園	N;MASC;SG	N
jardín	園藝	jardín	園藝	N;MASC;SG	N
jardín	花園	jardín	花園	N;MASC;SG	N
madera	木質	madera	木質	N;FEM;SG	N
madera	木	madera	木	N;FEM;SG	N
madera	木	madera	木	N;FEM;SG	N
madera	木材	madera	木材	N;FEM;SG	N
madera	木頭	madera	木頭	N;FEM;SG	N
madera	木材	madera	木材	N;FEM;SG	N
madera	木材	madera	木材	N;FEM;SG	N
inferior	更低	inferior	更低	ADJ;SG	ADJ
inferior	較低	inferior	較低	ADJ;SG	ADJ
clubes	俱樂部	club	俱樂部	N;MASC;PL	N
incluyen	包括	incluir	包括	V;IND;PL;3;PRS;FIN	V
frontera	邊界	frontera	邊界	N;FEM;SG	N
frontera	邊框	frontera	邊框	N;FEM;SG	N
frontera	邊境	frontera	邊境	N;FEM;SG	N
frontera	邊界	frontera	邊界	N;FEM;SG	N
frontera	邊疆	frontera	邊疆	N;FEM;SG	N
frontera	前	frontera	前	N;FEM;SG	N
frontera	邊境	frontera	邊境	N;FEM;SG	N
comandante	少校	comandante	少校	N;SG	N
comandante	司令	comandante	司令	N;SG	N
corazón	心	corazón	心	N;MASC;SG	N
corazón	心臟	corazón	心臟	N;MASC;SG	N
secretario	秘書	secretario	秘書	N;MASC;SG	N
letras	信	letra	信	N;FEM;PL	N
letras	字母	letra	字母	N;FEM;PL	N
letras	信件	letra	信件	N;FEM;PL	N
letras	歌詞	letra	歌詞	N;FEM;PL	N
lenguas	語言	lengua	語言	N;FEM;PL	N
lenguas	語文	lengua	語文	N;FEM;PL	N
encuentro	會議	encuentro	會議	N;MASC;SG	N
encuentro	邂逅	encuentro	邂逅	N;MASC;SG	N
obtener	獲取	obtener	獲取	V;NFIN	V
obtener	獲得	obtener	獲得	V;NFIN	V
obtener	得到	obtener	得到	V;NFIN	V
originalmente	原本	originalmente	原本	ADV	ADV
naturaleza	自然	naturaleza	自然	N;FEM;SG	N
naturaleza	性質	naturaleza	性質	N;FEM;SG	N
man	人	man	人	N	N
man	男人	man	男人	N	N
juega	玩	jugar	玩	V;IND;SG;3;PRS;FIN	V
juega	播放	jugar	播放	V;IND;SG;3;PRS;FIN	V
juega	播放	jugar	播放	V;IND;SG;3;PRS;FIN	V
rico	豐富	rico	豐富	ADJ;MASC;SG	ADJ
sonido	聲音	sonido	聲音	N;MASC;SG	N
sonido	音效	sonido	音效	N;MASC;SG	N
usar	利用	usar	利用	V;NFIN	V
usar	使用	usar	使用	V;NFIN	V
mensajes	訊息	mensaje	訊息	N;MASC;PL	N
mensajes	信件	mensaje	信件	N;MASC;PL	N
mensajes	留言	mensaje	留言	N;MASC;PL	N
mensajes	訊息	mensaje	訊息	N;MASC;PL	N
mensajes	信件	mensaje	信件	N;MASC;PL	N
firme	簽字	firmar	簽字	V;SBJV;SG;3;PRS;FIN	V
firme	簽	firmar	簽	V;SBJV;SG;3;PRS;FIN	V
granada	石	granada	石	N;FEM;SG	N
granada	手雷	granada	手雷	N;FEM;SG	N
granada	榴彈	granada	榴彈	N;FEM;SG	N
antiguos	古老	antiguo	古老	ADJ;MASC;PL	ADJ
pasar	通行	pasar	通行	V;NFIN	V
objeto	天體	objeto	天體	N;MASC;SG	N
objeto	物件	objeto	物件	N;MASC;SG	N
apertura	光圈	apertura	光圈	N;FEM;SG	N
apertura	孔徑	apertura	孔徑	N;FEM;SG	N
geografía	地理	geografía	地理	N;FEM;SG	N
geografía	地理	geografía	地理	N;FEM;SG	N
geografía	地域	geografía	地域	N;FEM;SG	N
