ve	и	ve	и	CONJ	CONJ
kızıl	red	kızıl	red		
sonuçlar	итоги	sonuç	итог	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	результаты	sonuç	результат	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	последствия	sonuç	последствие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
sonuçlar	выводы	sonuç	вывод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	заключения	sonuç	заключение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
polis	кс	polis	кс		
red	red	red	red		
onları	их	o	они	PRO;ACC;PL;3	PRO;ACC;PL;3
soğuk	холоднее	soğuk	холодный	ADJ	ADJ;CMPR
soğuk	прохладно	soğuk	прохладный	ADJ	ADJ;NEUT;SG
soğuk	холодная	soğuk	холодный	ADJ	ADJ;NOM;FEM;SG
soğuk	холодное	soğuk	холодный	ADJ	ADJ;NOM;NEUT;SG
soğuk	холодный	soğuk	холодный	ADJ	ADJ;NOM;MASC;SG
soğuk	холодно	soğuk	холодный	ADJ	ADJ;NEUT;SG
kültürel	культурный	kültürel	культурный	ADJ	ADJ;NOM;MASC;SG
kültürel	культурные	kültürel	культурный	ADJ	ADJ;NOM;PL
kurdu	вульф	kurt	вульф	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
kurdu	вулф	kurt	вулф	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kurdu	вольф	kurt	вольфа	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
kurdu	волк	kurt	волк	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
projesi	проект	proje	проект	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	мотив	neden	мотив	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	причина	neden	причина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
nedeni	причина	neden	причина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kararı	решение	karar	решение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kamu	общественность	kamu	общественность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kamu	общественности	kamu	общественность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kişiler	люди	kişi	человек	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kişiler	контакты	kişi	контакт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
uydu	спутник	uy	спутник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uydu	сб	uy	сбать	N;NOM;SG;3	N;INAN;NOM;MASC;SG
basit	простой	basit	простой	ADJ	ADJ;NOM;MASC;SG
basit	простое	basit	простой	ADJ	ADJ;NOM;NEUT;SG
basit	простая	basit	простой	ADJ	ADJ;NOM;FEM;SG
basit	простые	basit	простой	ADJ	ADJ;NOM;PL
kaynaklar	источники	kaynak	источник	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kaynaklar	ресурсы	kaynak	ресурс	N;NOM;PL;3	N;INAN;NOM;MASC;PL
cumhurbaşkanı	президент	cumhurbaşkanı	президент	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
cumhurbaşkanı	председатель	cumhurbaşkanı	председатель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
alındı	получено	al	получить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
alındı	получен	al	получить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
alındı	полученная	al	получить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
alındı	принято	al	принять	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
prof	проф	prof	профент		
gitti	ушёл	git	уйти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
gitti	ушла	git	уйти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
gitti	ушел	git	уйти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
boyu	высота	boy	высота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
boyu	рост	boy	рост	N;NOM;SG;3	N;INAN;NOM;MASC;SG
boyu	протяженность	boy	протяженность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
boyu	длина	boy	длина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
boyu	продолжительность	boy	продолжительность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
boyu	размер	boy	размер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
defans	защитник	defans	защитник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
defans	защита	defans	защита	N;NOM;SG;3	N;INAN;NOM;FEM;SG
defans	оборона	defans	оборона	N;NOM;SG;3	N;INAN;NOM;FEM;SG
defans	защита	defans	защита	N;NOM;SG;3	N;INAN;NOM;FEM;SG
defans	оборона	defans	оборона	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yardımcısı	ассистент	yardımcı	ассистент	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yardımcısı	помощник	yardımcı	помощник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yardımcısı	заместитель	yardımcı	заместитель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yardımcısı	порок	yardımcı	порок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yardımcısı	вице	yardımcı	вице	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
çözünürlük	разрешение	çözünürlük	разрешение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çözünürlük	резолюция	çözünürlük	резолюция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ad	имя	ad	имя	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ad	название	ad	название	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
birden	неожиданно	birden	неожиданно	ADV	ADV
birden	внезапно	birden	внезапно	ADV	ADV
birden	вдруг	birden	вдруг	ADV	ADV
american	американец	american	американец	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
direktör	режиссер	direk	режиссер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
direktör	режиссёр	direk	режиссёр	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
direktör	директор	direk	директор	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
anne	мамочка	anne	мамочка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	мамочка	anne	мамочка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	мама	anne	мама	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	мать	anne	мать	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	мама	anne	мама	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	матерь	anne	матерь	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	матушка	anne	матушка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
anne	мама	anne	мама	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
ansiklopedik	энциклопедический	ansiklopedik	энциклопедический	ADJ	ADJ;NOM;MASC;SG
akademisi	академия	akadem	академия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ince	тоньше	ince	тонкий	ADJ	ADJ;CMPR
ince	тонкий	ince	тонкий	ADJ	ADJ;NOM;MASC;SG
ince	тонкая	ince	тонкий	ADJ	ADJ;NOM;FEM;SG
ince	тонкие	ince	тонкий	ADJ	ADJ;NOM;PL
ince	стройная	ince	стройный	ADJ	ADJ;NOM;FEM;SG
ciddi	серьезная	ciddi	серьезный	ADJ	ADJ;NOM;FEM;SG
ciddi	серьезный	ciddi	серьезный	ADJ	ADJ;NOM;MASC;SG
ciddi	серьёзные	ciddi	серьезный	ADJ	ADJ;NOM;PL
ciddi	серьезные	ciddi	серьезный	ADJ	ADJ;NOM;PL
ceza	наказание	ceza	наказание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ceza	наказание	ceza	наказание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ceza	задержание	ceza	задержание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ceza	приговор	ceza	приговор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ceza	предложение	ceza	предложение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
özelliği	особенность	özellik	особенность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şampiyonlar	чемпионы	şampiyon	чемпион	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
başbakan	премьера	başbakan	премьер	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
başbakan	премьер	başbakan	премьер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
terk	оставления	terk	оставление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sekiz	восемь	sekiz	восемь	NUM	NUM;NOM
yemek	ланч	yemek	ленч	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	обед	yemek	обед	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	питание	yemek	питание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yemek	пища	yemek	пища	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	продовольствие	yemek	продовольствие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yemek	еда	yemek	еда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	столовая	yemek	столовая	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	обед	yemek	обед	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	ужин	yemek	ужин	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	блюдо	yemek	блюдо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dans	танец	dans	танец	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yaşar	яшар	yaşa	яшар		
ulaşım	транспорт	ulaşım	транспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	транспортировка	ulaşım	транспортировка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ulaşım	транспорт	ulaşım	транспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	перевозка	ulaşım	перевозка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
önem	важность	önem	важность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yavaş	медленные	yavaş	медленный	ADJ	ADJ;NOM;PL
yavaş	медленный	yavaş	медленный	ADJ	ADJ;NOM;MASC;SG
yavaş	полегче	yavaş	легкий	ADJ	ADJ;CMPR
yavaş	легче	yavaş	легкий	ADJ	ADJ;CMPR
yavaş	легко	yavaş	легкий	ADJ	ADJ;NEUT;SG
ülkeler	страны	ülke	страна	N;NOM;PL;3	N;INAN;NOM;FEM;PL
düzenleme	изменить	düzenle	изменить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
ada	ада	ada	ад		
ziyaret	посещение	ziyaret	посещение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ziyaret	визит	ziyaret	визит	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ziyaret	посещение	ziyaret	посещение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
antlaşması	договор	antlaşma	договор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
olimpiyat	олимпиада	olimpiyat	олимпиада	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sen	ты	sen	ты	PRO;NOM;SG;2	PRO;NOM;SG;2
yazdı	написала	yaz	писать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
yazdı	написал	yaz	писать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
silinmiş	исключен	sil	исключить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
silinmiş	удалена	sil	удалить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
silinmiş	удалено	sil	удалить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
önceden	ранее	önceden	ранее	ADV	ADV
önceden	прежде	önceden	прежде	ADV	ADV
hafif	светло	hafif	светлый	ADJ	ADJ;NEUT;SG
hafif	мягкой	hafif	мягкий	ADJ	ADJ;INS;FEM;SG
hafif	легкий	hafif	легкий	ADJ	ADJ;NOM;MASC;SG
hafif	лёгкий	hafif	лёгкий	ADJ	ADJ;NOM;MASC;SG
hafif	лёгкая	hafif	люгкий	ADJ	ADJ;NOM;FEM;SG
hafif	легкие	hafif	легкий	ADJ	ADJ;NOM;PL
off	фу	off	фу		
lideri	руководитель	lider	руководитель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
lideri	лидер	lider	лидер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
toplumsal	общинных	toplumsal	общинный	ADJ	ADJ;GEN;PL
toplumsal	социальное	toplumsal	социальный	ADJ	ADJ;NOM;NEUT;SG
toplumsal	социального	toplumsal	социальный	ADJ	ADJ;GEN;MASC;SG
toplumsal	социальный	toplumsal	социальный	ADJ	ADJ;NOM;MASC;SG
toplumsal	социальная	toplumsal	социальный	ADJ	ADJ;NOM;FEM;SG
toplumsal	социальные	toplumsal	социальный	ADJ	ADJ;NOM;PL
yazılmış	написано	yaz	писать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
şehirler	города	şehir	город	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şehirler	города	şehir	город	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kalesi	замок	kale	замок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	авиация	uçak	авиация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uçak	самолет	uçak	самолет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	самолёт	uçak	самолет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	плоскость	uçak	плоскость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uçak	самолет	uçak	самолет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	самолёт	uçak	самолет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	самолет	uçak	самолет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	самолёт	uçak	самолет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gerçekten	действительно	gerçekten	действительно	ADV	ADV
gerçekten	действительно	gerçekten	действительно	ADV	ADV
gerçekten	реально	gerçekten	реально	ADV	ADV
gerçekten	действительно	gerçekten	действительно	ADV	ADV
savaşları	войны	savaş	война	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kurucusu	основатель	kurucu	основатель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
mühendisliği	инжиниринг	mühendislik	инжиниринг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dağları	горы	dağ	гора	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hakan	хакан	hak	хакан		
ilişkiler	взаимоотношения	ilişki	взаимоотношение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ilişkiler	отношения	ilişki	отношение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ilişkiler	отношения	ilişki	отношение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
görüntü	имидж	görüntü	имидж	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görüntü	картинка	görüntü	картинка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görüntü	образ	görüntü	образ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görüntü	изображение	görüntü	изображение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
emre	эмре	emre	эмор		
başardı	удалось	baş	удаться	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;MID
başardı	преуспел	baş	преуспеть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
aziz	сен	aziz	сен		
açıkladı	пояснил	açıkla	пояснить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
açıkladı	объяснила	açıkla	объяснить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
açıkladı	пояснила	açıkla	пояснить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
açıkladı	объяснил	açıkla	объяснить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
solo	соло	solo	соло		
bilimler	науки	bilim	наука	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hep	всегда	hep	всегда	ADV	ADV
konser	концерт	konser	концерт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yayımlandı	опубликован	yayımla	опубликовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
yayımlandı	опубликованный	yayımla	опубликовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
yayımlandı	опубликовано	yayımla	опубликовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yayımlandı	опубликована	yayımla	опубликовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
işbirliği	сотрудничество	işbirliği	сотрудничество	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
işbirliği	кооператив	işbirliği	кооператив	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işbirliği	сотрудничество	işbirliği	сотрудничество	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
komedi	комедия	komedi	комедия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oyuncular	игроки	oyuncu	игрок	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
oyuncular	актеры	oyuncu	актер	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kullanıcılar	пользователи	kullanıcı	пользователь	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kur	ву	kur	ву		
olaylar	инциденты	olay	инцидент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
olaylar	происшествия	olay	происшествие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
olaylar	события	olay	событие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
olaylar	мероприятия	olay	мероприятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
cevap	ответ	cevap	ответ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cevap	ответ	cevap	ответ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cevap	реагирование	cevap	реагирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cevap	реакция	cevap	реакция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
cevap	ответ	cevap	ответ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
manyetik	магнитные	manyetik	магнитный	ADJ	ADJ;NOM;PL
dilleri	языки	dil	язык	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sinan	синан	sinan	синан		
bölgesel	региональные	bölgesel	региональный	ADJ	ADJ;NOM;PL
bölgesel	региональная	bölgesel	региональный	ADJ	ADJ;NOM;FEM;SG
bölgesel	региональный	bölgesel	региональный	ADJ	ADJ;NOM;MASC;SG
bölgesel	региональных	bölgesel	региональный	ADJ	ADJ;GEN;PL
görüş	отзыв	görüş	отзыв	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görüş	видимость	görüş	видимость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kısaca	вкратце	kısaca	вкратце		
big	биг	big	биг		
evlilik	брак	evlilik	брак	N;NOM;SG;3	N;INAN;NOM;MASC;SG
evlilik	свадьба	evlilik	свадьба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
imparatorluk	империя	imparatorluk	империя	N;NOM;SG;3	N;INAN;NOM;FEM;SG
altyazı	подзаголовок	altyazı	подзаголовка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gelişmiş	развитые	geliş	развить	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
gelişmiş	разработан	geliş	разработать	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
gelişmiş	разработано	geliş	разработать	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
gelişmiş	развитых	geliş	развить	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
gelişmiş	улучшилась	geliş	улучшиться	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;MID
gelişmiş	улучшилось	geliş	улучшиться	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;MID
gelişmiş	расширенный	geliş	расширить	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
açtı	открыл	aç	открыть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
açtı	открыт	aç	открыть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
onlar	они	o	они	PRO;NOM;PL;3	PRO;NOM;PL;3
modeli	образец	model	образец	N;NOM;SG;3	N;INAN;NOM;MASC;SG
modeli	модель	model	модель	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gösterdi	показал	göster	показать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
gösterdi	показала	göster	показать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
max	макс	max	макс		
akademik	академических	akademik	академический	ADJ	ADJ;GEN;PL
şarkılar	песни	şarkı	песня	N;NOM;PL;3	N;INAN;NOM;FEM;PL
üyeler	члены	üye	член	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
üyeler	участники	üye	участник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
aracı	посредника	araç	посредник	N;ACC;SG;3	N;ANIM;ACC;MASC;SG
zamanlar	времена	zaman	время	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
akademi	академия	akadem	академия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uzunluk	протяженность	uzunluk	протяженность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uzunluk	длина	uzunluk	длина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uzunluk	продолжительность	uzunluk	продолжительность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
barcelona	барселона	barcelon	барселон	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tedavi	лекарство	tedavi	лекарство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tedavi	исцеление	tedavi	исцеление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tedavi	терапия	tedavi	терапия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tedavi	лечение	tedavi	лечение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tedavi	обращение	tedavi	обращение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tedavi	лечение	tedavi	лечение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
karmaşık	сложная	karmaşık	сложный	ADJ	ADJ;NOM;FEM;SG
karmaşık	сложные	karmaşık	сложный	ADJ	ADJ;NOM;PL
karmaşık	сложных	karmaşık	сложный	ADJ	ADJ;GEN;PL
karmaşık	сложный	karmaşık	сложный	ADJ	ADJ;NOM;MASC;SG
karmaşık	сложная	karmaşık	сложный	ADJ	ADJ;NOM;FEM;SG
karmaşık	сложные	karmaşık	сложный	ADJ	ADJ;NOM;PL
karmaşık	сложно	karmaşık	сложный	ADJ	ADJ;NEUT;SG
karmaşık	сложный	karmaşık	сложный	ADJ	ADJ;NOM;MASC;SG
yaşlı	старшая	yaşlı	старший	ADJ	ADJ;NOM;FEM;SG
yaşlı	старший	yaşlı	старший	ADJ	ADJ;NOM;MASC;SG
yaşlı	старая	yaşlı	старый	ADJ	ADJ;NOM;FEM;SG
yaşlı	старые	yaşlı	старый	ADJ	ADJ;NOM;PL
yaşlı	старое	yaşlı	старый	ADJ	ADJ;NOM;NEUT;SG
yaşlı	старый	yaşlı	старый	ADJ	ADJ;NOM;MASC;SG
yaşlı	пожилые	yaşlı	пожилой	ADJ	ADJ;NOM;PL
yaşlı	старше	yaşlı	старший	ADJ	ADJ;CMPR
yaşlı	старшая	yaşlı	старший	ADJ	ADJ;NOM;FEM;SG
süresi	длительность	süre	длительность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
süresi	продолжительность	süre	продолжительность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çıkmış	вышла	çık	выйти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
devletler	государства	devlet	государство	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
devletler	штаты	devlet	штат	N;NOM;PL;3	N;INAN;NOM;MASC;PL
tour	тур	tour	тур	N;NOM;SG;3	N;INAN;NOM;MASC;SG
açıldı	открыт	aç	открыть	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
derecesi	степень	derece	степень	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sabah	утро	sabah	утро	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
gruplar	полосы	grup	полоса	N;NOM;PL;3	N;INAN;NOM;FEM;PL
gruplar	группы	grup	группа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
filmler	фильмы	film	фильм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
filmler	фильмы	film	фильм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hareketler	действия	hareket	действие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hareketler	меры	hareket	мера	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hareketler	действия	hareket	действие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hareketler	движения	hareket	движение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
komitesi	комитет	komite	комитет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
odası	камера	oda	камера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
odası	палата	oda	палата	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ödüller	награды	ödül	награда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ödüller	награды	ödül	награда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ödüller	призы	ödül	приз	N;NOM;PL;3	N;INAN;NOM;MASC;PL
tepe	тепе	tepe	тепять		
tepe	хилл	tepe	хилл		
servisi	услуга	servi	услуга	N;NOM;SG;3	N;INAN;NOM;FEM;SG
servisi	служба	servi	служба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
servisi	сервис	servi	сервис	N;NOM;SG;3	N;INAN;NOM;MASC;SG
servisi	обслуживание	servi	обслуживание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sıcaklık	температура	sıcaklık	температура	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sıcaklık	жара	sıcaklık	жар	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sıcaklık	температура	sıcaklık	температура	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konuk	гость	konuk	гость	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
ulaştı	достигнуто	ulaş	достичь	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
