kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
chcel	vēlējās	chcieť	vēlēties	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
misie	misijas	misia	misija	N;NOM;FEM;PL	N;NOM;FEM;PL
misie	misijas	misia	misija	N;NOM;FEM;PL	N;NOM;FEM;PL
sem	šeit	sem	šeit	ADV	ADV
sem	te	sem	te	ADV	ADV
farby	krāsas	farba	krāsa	N;NOM;FEM;PL	N;NOM;FEM;PL
farby	krāsvielas	farba	krāsviela	N;NOM;FEM;PL	N;NOM;FEM;PL
farby	krāsas	farba	krāsa	N;NOM;FEM;PL	N;NOM;FEM;PL
spojenie	pieslēgums	spojenie	pieslēgums	N;NOM;NEUT;SG	N;NOM;MASC;SG
spojenie	savienojums	spojenie	savienojums	N;NOM;NEUT;SG	N;NOM;MASC;SG
spojenie	saikne	spojenie	saikne	N;NOM;NEUT;SG	N;NOM;FEM;SG
spojenie	saite	spojenie	saite	N;NOM;NEUT;SG	N;NOM;FEM;SG
povodie	baseins	povodieť	baseins	N;NOM;NEUT;SG	N;NOM;MASC;SG
druhé	otrais	druhý	otrais	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
druhé	otrā	druhý	otrā	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
univerzita	universitāte	univerzita	universitāte	N;NOM;FEM;SG	N;NOM;FEM;SG
získať	iegūsti	získať	iegūt	V;PFV;POS;NFIN	V;IMP;SG;2;POS;FIN;ACT
získať	dabūt	získať	dabūt	V;PFV;POS;NFIN	V;POS;NFIN
získať	iegādāties	získať	iegādāties	V;PFV;POS;NFIN	V;POS;REFL;NFIN
získať	iegūt	získať	iegūt	V;PFV;POS;NFIN	V;POS;NFIN
planéty	planētas	planéta	planēta	N;NOM;FEM;PL	N;NOM;FEM;PL
planéty	planētas	planéta	planēta	N;NOM;FEM;PL	N;NOM;FEM;PL
planéty	planētas	planéta	planēta	N;NOM;FEM;PL	N;NOM;FEM;PL
parku	parka	park	parks	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
späť	atpakaļ	späť	atpakaļ	ADV	ADV
kód	kods	kód	kods	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obsah	saturs	obsah	saturs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obsah	saturs	obsah	saturs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
umení	māksla	umenie	māksla	N;NOM;NEUT;SG	N;NOM;FEM;SG
pôvod	izcelsme	pôvod	izcelsme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
pôvod	izcelsme	pôvod	izcelsme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
lekár	ārsts	lekár	ārsts	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
lekár	ārsts	lekár	ārsts	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
more	jūra	more	jūra	N;NOM;NEUT;SG	N;NOM;FEM;SG
okolie	apkārtne	okolie	apkārtne	N;NOM;NEUT;SG	N;NOM;FEM;SG
okolie	apkārtne	okolie	apkārtne	N;NOM;NEUT;SG	N;NOM;FEM;SG
vzdialenosti	attālumi	vzdialenosť	attālums	N;NOM;FEM;PL	N;NOM;MASC;PL
veci	lietas	vec	lieta	N;NOM;FEM;PL	N;NOM;FEM;PL
veci	mantas	vec	manta	N;NOM;FEM;PL	N;NOM;FEM;PL
medzinárodné	starptautiskā	medzinárodný	starptautiska	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
prírodné	dabīgais	prírodný	dabīgs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
prírodné	dabīgs	prírodný	dabīgs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
prírodné	dabiskā	prírodný	dabiska	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
príliš	pārāk	príliš	pārāk	ADV	ADV
biskup	bīskaps	biskup	bīskaps	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vzťah	saistība	vzťah	saistība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vzťah	saistība	vzťah	saistība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výsledok	rezultāts	výsledok	rezultāts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výsledok	iznākums	výsledok	iznākums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výsledok	rezultāts	výsledok	rezultāts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vysoké	augstā	vysoký	augsts	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vysoké	augsts	vysoký	augsts	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
vysoké	augsta	vysoký	augsts	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vysoké	garš	vysoký	garš	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
slúži	kalpo	slúžiť	kalpot	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
firmy	uzņēmumi	firma	uzņēmums	N;NOM;FEM;PL	N;NOM;MASC;PL
firmy	firmas	firma	firma	N;NOM;FEM;PL	N;NOM;FEM;PL
firmy	uzņēmējsabiedrības	firma	uzņēmējsabiedrība	N;NOM;FEM;PL	N;NOM;FEM;PL
firmy	kompānijas	firma	kompānija	N;NOM;FEM;PL	N;NOM;FEM;PL
firmy	uzņēmumi	firma	uzņēmums	N;NOM;FEM;PL	N;NOM;MASC;PL
presne	tieši	presne	tieši	PART	PART
väčšinu	vairākumu	väčšina	vairākums	N;ACC;FEM;SG	N;ACC;MASC;SG
vzniklo	radās	vzniknúť	rasties	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
výskum	pētniecība	výskum	pētniecība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výskum	izpēte	výskum	izpēte	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
brat	brālis	brat	brālis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
umiestnenie	izvietojums	umiestnenie	izvietojums	N;NOM;NEUT;SG	N;NOM;MASC;SG
umiestnenie	ievietošana	umiestnenie	ievietošana	N;NOM;NEUT;SG	N;NOM;FEM;SG
umiestnenie	izvietošana	umiestnenie	izvietošana	N;NOM;NEUT;SG	N;NOM;FEM;SG
umiestnenie	novietojums	umiestnenie	novietojums	N;NOM;NEUT;SG	N;NOM;MASC;SG
umiestnenie	novietošana	umiestnenie	novietošana	N;NOM;NEUT;SG	N;NOM;FEM;SG
umiestnenie	vieta	umiestnenie	vieta	N;NOM;NEUT;SG	N;NOM;FEM;SG
umiestnenie	novietojums	umiestnenie	novietojums	N;NOM;NEUT;SG	N;NOM;MASC;SG
víťazi	ieguvēji	víťaz	ieguvēt	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
víťazi	uzvarētāji	víťaz	uzvarētājs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
filozofie	filozofijas	filozofie	filozofija	N;NOM;FEM;PL	N;NOM;FEM;PL
veža	tornis	veža	tornis	N;NOM;FEM;SG	N;NOM;MASC;SG
smrť	nāve	smrť	nāve	N;NOM;FEM;SG	N;NOM;FEM;SG
smrť	nāves	smrť	nāve	N;NOM;FEM;SG	N;NOM;FEM;SG
sopky	vulkāni	sopka	vulkāns	N;NOM;FEM;PL	N;NOM;MASC;PL
réžia	direktors	réžia	direktors	N;NOM;FEM;SG	N;NOM;MASC;SG
réžia	direktore	réžia	direktore	N;NOM;FEM;SG	N;NOM;FEM;SG
réžia	režisors	réžia	režisors	N;NOM;FEM;SG	N;NOM;MASC;SG
vydavateľ	izdevējs	vydavateľ	izdevējs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vydavateľ	redaktors	vydavateľ	redaktors	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vydavateľ	izdevējs	vydavateľ	izdevējs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vydavateľ	emitents	vydavateľ	emitents	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pole	lauks	pole	lauks	N;NOM;NEUT;SG	N;NOM;MASC;SG
dlhé	garais	dlhý	garais	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
dlhé	gara	dlhý	garš	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dlhé	garš	dlhý	garš	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ruska	krievija	ruska	krievija	N;NOM;FEM;SG	N;NOM;FEM;SG
producent	ražotājs	producent	ražotājs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
povrch	virsma	povrch	virsma	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vydanie	izdevums	vydanie	izdevums	N;NOM;NEUT;SG	N;NOM;MASC;SG
vydanie	izdošana	vydanie	izdošana	N;NOM;NEUT;SG	N;NOM;FEM;SG
postup	tiesvedība	postup	tiesvedība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
postup	procedūra	postup	procedūra	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zahŕňa	ietilpst	zahŕňať	ietilpt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
zahŕňa	ietver	zahŕňať	ietvert	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
prišiel	ieradies	prísť	ierasties	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
prišiel	atnācu	prísť	atnākt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;SG;1;POS;PST;FIN;ACT
prišiel	atnāca	prísť	atnākt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
existujú	pastāvēt	existovať	pastāvēt	V;IPFV;IND;PL;3;POS;PRS;FIN	V;POS;NFIN
existujú	pastāv	existovať	pastāvēt	V;IPFV;IND;PL;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
catalina	catalina	catalina	catalināt	N;NOM;FEM;SG	N;NOM;MASC;SG
vysoká	augstā	vysoký	augsts	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vysoká	augsts	vysoký	augsts	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
vysoká	augsta	vysoký	augsts	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vysoká	garš	vysoký	garš	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
formy	formas	forma	forma	N;NOM;FEM;PL	N;NOM;FEM;PL
formy	veidlapas	forma	veidlapa	N;NOM;FEM;PL	N;NOM;FEM;PL
formy	veidnes	forma	veidne	N;NOM;FEM;PL	N;NOM;FEM;PL
formy	veidnes	forma	veidne	N;NOM;FEM;PL	N;NOM;FEM;PL
panny	jaunavas	panny	jaunava	N;NOM;FEM;PL	N;NOM;FEM;PL
medzinárodná	starptautiskā	medzinárodný	starptautiska	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vznikli	radās	vzniknúť	rasties	V;PFV;MASC;PL;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
niekto	jebkurš	niekto	jebkurš	PRO;ANIM;NOM;MASC;SG	PRO;NOM;MASC;SG
architektúry	arhitektūras	architektúra	arhitektūra	N;NOM;FEM;PL	N;NOM;FEM;PL
vedy	zinātnes	veda	zinātne	N;NOM;FEM;PL	N;NOM;FEM;PL
vedy	zinātnes	veda	zinātne	N;NOM;FEM;PL	N;NOM;FEM;PL
podporu	atbalstu	podpora	atbalsts	N;ACC;FEM;SG	N;ACC;MASC;SG
objekty	objekti	objekt	objekts	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
objekty	priekšmeti	objekt	priekšmets	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
obyvatelia	iedzīvotāji	obyvateľ	iedzīvotājs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
obyvatelia	rezidenti	obyvateľ	rezidents	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
obyvatelia	iedzīvotāji	obyvateľ	iedzīvotājs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
rodina	saime	rodina	saime	N;NOM;FEM;SG	N;NOM;FEM;SG
rodina	ģimene	rodina	ģimene	N;NOM;FEM;SG	N;NOM;FEM;SG
štýl	stils	štýl	stils	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
používať	lietot	používať	lietot	V;IPFV;POS;NFIN	V;POS;NFIN
používať	izlietot	používať	izlietot	V;IPFV;POS;NFIN	V;POS;NFIN
video	video	video	video	N;NOM;NEUT;SG	N
grécka	grieķija	grécka	grieķija	N;NOM;NEUT;SG	N;NOM;FEM;SG
vydavateľstvo	izdevējs	vydavateľstvo	izdevējs	N;NOM;NEUT;SG	N;NOM;MASC;SG
vydavateľstvo	publicēšana	vydavateľstvo	publicēšana	N;NOM;NEUT;SG	N;NOM;FEM;SG
vydavateľstvo	izdošana	vydavateľstvo	izdošana	N;NOM;NEUT;SG	N;NOM;FEM;SG
vydavateľstvo	publikācija	vydavateľstvo	publikācija	N;NOM;NEUT;SG	N;NOM;FEM;SG
výber	izvēle	výber	izvēle	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výber	atlase	výber	atlase	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výber	izlase	výber	izlase	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výber	izvēle	výber	izvēle	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
house	māja	hous	māja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zámok	pils	zámok	pils	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
účasť	piedalīšanās	účasť	piedalīšanās	N;NOM;FEM;SG	N;NOM;FEM;SG
účasť	dalība	účasť	dalība	N;NOM;FEM;SG	N;NOM;FEM;SG
účasť	apmeklējums	účasť	apmeklējums	N;NOM;FEM;SG	N;NOM;MASC;SG
účasť	atsaucība	účasť	atsaucība	N;NOM;FEM;SG	N;NOM;FEM;SG
účasť	piedalīšanās	účasť	piedalīšanās	N;NOM;FEM;SG	N;NOM;FEM;SG
účasť	līdzdalība	účasť	līdzdalība	N;NOM;FEM;SG	N;NOM;FEM;SG
účasť	dalība	účasť	dalība	N;NOM;FEM;SG	N;NOM;FEM;SG
list	lapa	list	lapa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
list	loksne	list	loksne	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
list	vēstule	list	vēstule	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
list	burts	list	burts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pohoria	kalni	pohoriť	kalns	N;NOM;NEUT;PL	N;NOM;MASC;PL
hodnoty	vērtības	hodnota	vērtība	N;NOM;FEM;PL	N;NOM;FEM;PL
organizácia	organizācija	organizácia	organizācija	N;NOM;FEM;SG	N;NOM;FEM;SG
organizácia	organizācija	organizácia	organizācija	N;NOM;FEM;SG	N;NOM;FEM;SG
termín	termins	termina	termins	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
termín	apzīmējums	termina	apzīmējums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
termín	termiņš	termina	termiņš	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
úrad	iestāde	úrad	iestāde	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
úrad	birojs	úrad	birojs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
provincie	provinces	provincia	province	N;NOM;FEM;PL	N;NOM;FEM;PL
prístup	pieeja	prístup	pieeja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prístup	piekļuve	prístup	piekļuve	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prístup	pieeja	prístup	pieeja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
teplota	temperatūra	teplota	temperatūra	N;NOM;FEM;SG	N;NOM;FEM;SG
prakticky	praktiski	prakticky	praktiski	ADV	ADV
prakticky	praktiski	prakticky	praktiski	ADV	ADV
nájsť	atrodi	nájsť	atrast	V;PFV;POS;NFIN	V;IMP;SG;2;POS;FIN;ACT
nájsť	meklēt	nájsť	meklēt	V;PFV;POS;NFIN	V;POS;NFIN
nájsť	atrast	nájsť	atrast	V;PFV;POS;NFIN	V;POS;NFIN
blízko	tuvu	blízko	tuvu	ADV	ADV
blízko	netālu	blízko	netālu	ADV	ADV
čísla	skaitļi	číslo	skaitļi	N;NOM;NEUT;PL	N;NOM;MASC;PL
čísla	numuri	číslo	numurs	N;NOM;NEUT;PL	N;NOM;MASC;PL
čísla	skaitļi	číslo	skaitļi	N;NOM;NEUT;PL	N;NOM;MASC;PL
únie	savienības	únia	savienība	N;NOM;FEM;PL	N;NOM;FEM;PL
žil	dzīvoja	žiť	dzīvot	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
veliteľ	priekšnieks	veliteľ	priekšnieks	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
veliteľ	kapteinis	veliteľ	kapteinis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
veliteľ	komandieris	veliteľ	komandieris	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zariadenia	iekārtas	zariadenie	iekārta	N;NOM;NEUT;PL	N;NOM;FEM;PL
zariadenia	iekārtas	zariadenie	iekārta	N;NOM;NEUT;PL	N;NOM;FEM;PL
zariadenia	instalācijas	zariadenie	instalācija	N;NOM;NEUT;PL	N;NOM;FEM;PL
zariadenia	ierīces	zariadenie	ierīce	N;NOM;NEUT;PL	N;NOM;FEM;PL
storočie	gadsimts	storočie	gadsimts	N;NOM;NEUT;SG	N;NOM;MASC;SG
práca	darbs	práca	darbs	N;NOM;FEM;SG	N;NOM;MASC;SG
práca	darbiņš	práca	darbiņš	N;NOM;FEM;SG	N;NOM;MASC;SG
práca	darbs	práca	darbs	N;NOM;FEM;SG	N;NOM;MASC;SG
práca	darbs	práca	darbs	N;NOM;FEM;SG	N;NOM;MASC;SG
akadémie	akadēmijas	akadémia	akadēmija	N;NOM;FEM;PL	N;NOM;FEM;PL
akadémie	akadēmijas	akadémia	akadēmija	N;NOM;FEM;PL	N;NOM;FEM;PL
turné	ekskursija	turný	ekskursija	N;NOM;NEUT;SG	N;NOM;FEM;SG
turné	tūre	turný	tūre	N;NOM;NEUT;SG	N;NOM;FEM;SG
dosť	pietiekami	dosť	pietiekami	ADV	ADV
udalosti	notikumi	udalosť	notikums	N;NOM;FEM;PL	N;NOM;MASC;PL
udalosti	pasākumi	udalosť	pasākums	N;NOM;FEM;PL	N;NOM;MASC;PL
profil	profila	profiť	profils	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
profil	profils	profiť	profils	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sústava	sistēma	sústava	sistēma	N;NOM;FEM;SG	N;NOM;FEM;SG
znak	emblēma	znak	emblēma	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
znak	rakstzīme	znak	rakstzīme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
znak	raksturs	znak	raksturs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
znak	zīme	znak	zīme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
preklad	tulkošana	preklad	tulkošana	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
preklad	tulkojums	preklad	tulkojums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
boh	dievs	boh	dievs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
významný	nozīmīga	významný	nozīmīga	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
významný	nozīmīgs	významný	nozīmīgs	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
dlhý	garais	dlhý	garais	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
dlhý	gara	dlhý	garš	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
dlhý	garš	dlhý	garš	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
skončil	beidzās	skončiť	beigties	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
skončil	pabeigts	skončiť	pabeigt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
skončil	pabeigta	skončiť	pabeigt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
skončil	beidza	skončiť	beigt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
kapely	joslas	kapela	josla	N;NOM;FEM;PL	N;NOM;FEM;PL
kapely	joslas	kapela	josla	N;NOM;FEM;PL	N;NOM;FEM;PL
metra	metro	metra	metrs	N;INAN;GEN;MASC;SG	N
začiatok	sākums	začiatok	sākums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
začiatok	starts	začiatok	starts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
začiatok	sākums	začiatok	sākums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
platí	maksā	platiť	maksāt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
vzdialenosť	distance	vzdialenosť	distance	N;NOM;FEM;SG	N;NOM;FEM;SG
vzdialenosť	attālums	vzdialenosť	attālums	N;NOM;FEM;SG	N;NOM;MASC;SG
systémy	sistēmas	systém	sistēma	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
systémy	sistēmas	systém	sistēma	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
použiť	piemēro	použiť	piemērot	V;PFV;POS;NFIN	V;IMP;SG;2;POS;FIN;ACT
použiť	piemērot	použiť	piemērot	V;PFV;POS;NFIN	V;POS;NFIN
použiť	pielietot	použiť	pielietot	V;PFV;POS;NFIN	V;POS;NFIN
použiť	lietot	použiť	lietot	V;PFV;POS;NFIN	V;POS;NFIN
použiť	izlietot	použiť	izlietot	V;PFV;POS;NFIN	V;POS;NFIN
príbeh	stāsts	príbeh	stāsts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
politické	politiskā	politický	politiska	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
maďarsko	ungārija	maďarsko	ungārija	N;NOM;NEUT;SG	N;NOM;FEM;SG
celá	vesels	celý	vesels	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
celá	vesela	celý	vesela	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
pohyb	kustība	pohyb	kustība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
pohyb	priekšlikums	pohyb	priekšlikums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pohyb	gājiens	pohyb	gājiens	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pohyb	kustība	pohyb	kustība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vzťahy	attiecības	vzťah	attiecība	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
vzťahy	attiecības	vzťah	attiecība	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
vzťahy	attiecības	vzťah	attiecība	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
ochrana	aizsargāšana	ochrana	aizsargāšana	N;NOM;FEM;SG	N;NOM;FEM;SG
ochrana	aizsardzība	ochrana	aizsardzība	N;NOM;FEM;SG	N;NOM;FEM;SG
politická	politiskā	politický	politiska	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
víťazstvo	uzvara	víťazstvo	uzvara	N;NOM;NEUT;SG	N;NOM;FEM;SG
veľkosti	izmēri	veľkosť	izmēre	N;NOM;FEM;PL	N;NOM;MASC;PL
jazero	ezers	jazero	ezers	N;NOM;NEUT;SG	N;NOM;MASC;SG
dôležité	svarīgs	dôležitý	svarīgs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
dôležité	svarīga	dôležitý	svarīga	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dôležité	nozīmīgs	dôležitý	nozīmīgs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
charakter	rakstzīme	charakter	rakstzīme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
charakter	raksturs	charakter	raksturs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
charakter	daba	charakter	daba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
charakter	raksturs	charakter	raksturs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
spočiatku	sākotnēji	spočiatku	sākotnēji	ADV	ADV
komplex	komplekss	komplex	komplekss	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
geografia	ģeogrāfija	geografia	ģeogrāfija	N;NOM;FEM;SG	N;NOM;FEM;SG
výstavba	celtniecība	výstavba	celtniecība	N;NOM;FEM;SG	N;NOM;FEM;SG
výstavba	būve	výstavba	būve	N;NOM;FEM;SG	N;NOM;FEM;SG
výstavba	uzbūve	výstavba	uzbūve	N;NOM;FEM;SG	N;NOM;FEM;SG
výstavba	būvniecība	výstavba	būvniecība	N;NOM;FEM;SG	N;NOM;FEM;SG
výstavba	konstrukcija	výstavba	konstrukcija	N;NOM;FEM;SG	N;NOM;FEM;SG
osoby	personas	osoba	persona	N;NOM;FEM;PL	N;NOM;FEM;PL
motory	motori	motor	motors	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
motory	motori	motor	motors	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
motory	dzinēji	motor	dzinējs	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
typy	tipi	typ	tips	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
typy	veidi	typ	veids	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
svätý	svētais	svätý	svēts	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
svätý	svētais	svätý	svēts	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
body	punkti	boda	punkts	N;NOM;FEM;PL	N;NOM;MASC;PL
starý	vecā	starý	veca	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
starý	veca	starý	veca	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
starý	vecs	starý	vecs	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
krátky	īsa	krátky	īsa	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
krátky	īsais	krátky	īss	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
krátky	īsā	krátky	īss	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
krátky	īss	krátky	īss	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
záujem	interese	záujem	interese	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
považuje	uzskata	považovať	uzskatīt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
talianska	itālija	taliansky	itālija	N;NOM;FEM;SG	N;NOM;FEM;SG
postavenie	statuss	postavenie	statuss	N;NOM;NEUT;SG	N;NOM;MASC;SG
postavenie	amats	postavenie	amats	N;NOM;NEUT;SG	N;NOM;MASC;SG
