catégorie	kategori	catégorie	kategori	N;FEM;SG	N;INDF;MASC+FEM;SG
joue	spiller	jouer	spille	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
agglomération	agglomération	agglomération	agglomération	N;FEM;SG	N;INDF;MASC+FEM;SG
agglomération	byområde	agglomération	byområde	N;FEM;SG	N;INDF;NEUT;SG
moment	moment	moment	moment	N;MASC;SG	N;INDF;NEUT;SG
moment	øjeblik	moment	øjeblik	N;MASC;SG	N;INDF;NEUT;SG
chapelle	kapellet	chapelle	kapel	N;FEM;SG	N;DEF;NEUT;SG
chapelle	kapel	chapelle	kapel	N;FEM;SG	N;INDF;NEUT;SG
russe	russisk	russe	russisk	ADJ;MASC;SG	ADJ;INDF;SG
prince	fyrste	prince	fyrste	N;MASC;SG	N;INDF;MASC+FEM;SG
prince	prins	prince	prins	N;MASC;SG	N;INDF;MASC+FEM;SG
manière	vej	manière	vej	N;FEM;SG	N;INDF;MASC+FEM;SG
manière	måde	manière	måde	N;FEM;SG	N;INDF;MASC+FEM;SG
activités	aktiviteterne	activité	aktivitet	N;FEM;PL	N;DEF;MASC+FEM;PL
activités	aktiviteter	activité	aktivitet	N;FEM;PL	N;INDF;MASC+FEM;PL
réalisateur	direktør	réalisateur	direktør	N;MASC;SG	N;INDF;MASC+FEM;SG
réalisateur	instruktør	réalisateur	instruktør	N;MASC;SG	N;INDF;MASC+FEM;SG
réalisateur	direktøren	réalisateur	direktør	N;MASC;SG	N;DEF;MASC+FEM;SG
réalisateur	bestyrelsesmedlem	réalisateur	bestyrelsesmedlem	N;MASC;SG	N;INDF;NEUT;SG
monument	monument	monument	monument	N;MASC;SG	N;INDF;NEUT;SG
sciences	videnskaber	science	videnskab	N;FEM;PL	N;INDF;MASC+FEM;PL
radio	radioen	radio	radio	N;FEM;SG	N;DEF;MASC+FEM;SG
radio	radio	radio	radio	N;FEM;SG	N;INDF;MASC+FEM;SG
classe	klasseværelset	classe	klasseværelse	N;FEM;SG	N;DEF;NEUT;SG
classe	klasseværelse	classe	klasseværelse	N;FEM;SG	N;INDF;NEUT;SG
classe	klasse	classe	klasse	N;FEM;SG	N;INDF;MASC+FEM;SG
classe	klassen	classe	klasse	N;FEM;SG	N;DEF;MASC+FEM;SG
aucun	ingen	aucun	ingen	PRO;MASC;SG	PRO;MASC+FEM;SG
droite	ret	droite	ret	N;FEM;SG	N;INDF;MASC+FEM;SG
lieux	placeringer	lieu	placering	N;MASC;PL	N;INDF;MASC+FEM;PL
lieux	steder	lieu	sted	N;MASC;PL	N;INDF;NEUT;PL
lieux	lokaliteter	lieu	lokalitet	N;MASC;PL	N;INDF;MASC+FEM;PL
lieux	pladser	lieu	plads	N;MASC;PL	N;INDF;MASC+FEM;PL
lieux	steder	lieu	sted	N;MASC;PL	N;INDF;NEUT;PL
née	fødte	naître	føde	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
née	født	naître	føde	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
actuel	aktuel	actuel	aktuel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
actuel	aktuelt	actuel	aktuel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
actuel	løbende	actuel	løbende	ADJ;MASC;SG	ADJ
actuel	nuværende	actuel	nuværende	ADJ;MASC;SG	ADJ
actuel	nuværende	actuel	nuværende	ADJ;MASC;SG	ADJ
espace	rummet	espace	rum	N;MASC;SG	N;DEF;NEUT;SG
espace	plads	espace	plads	N;MASC;SG	N;INDF;MASC+FEM;SG
espace	rumforskning	espace	rumforskning	N;MASC;SG	N;INDF;MASC+FEM;SG
espace	rum	espace	rum	N;MASC;SG	N;INDF;NEUT;SG
villes	byerne	ville	by	N;FEM;PL	N;DEF;MASC+FEM;PL
villes	storbyer	ville	storby	N;FEM;PL	N;INDF;MASC+FEM;PL
villes	byer	ville	by	N;FEM;PL	N;INDF;MASC+FEM;PL
fer	fer	fer	fer	N;MASC;SG	N;INDF;MASC+FEM;SG
fer	jern	fer	jern	N;MASC;SG	N;INDF;NEUT;SG
activité	aktiviteten	activité	aktivitet	N;FEM;SG	N;DEF;MASC+FEM;SG
activité	aktivitet	activité	aktivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
commence	begynder	commencer	begynde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
commence	begynder	commencer	begynde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
commence	starter	commencer	starte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
organisation	organisation	organisation	organisation	N;FEM;SG	N;INDF;MASC+FEM;SG
organisation	organisering	organisation	organisering	N;FEM;SG	N;INDF;MASC+FEM;SG
organisation	tilrettelæggelse	organisation	tilrettelæggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
organisation	organisationen	organisation	organisation	N;FEM;SG	N;DEF;MASC+FEM;SG
organisation	organisation	organisation	organisation	N;FEM;SG	N;INDF;MASC+FEM;SG
organisation	tilrettelæggelse	organisation	tilrettelæggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
organisation	organisering	organisation	organisering	N;FEM;SG	N;INDF;MASC+FEM;SG
organisation	organisationen	organisation	organisation	N;FEM;SG	N;DEF;MASC+FEM;SG
sélection	udvælgelse	sélection	udvælgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
sélection	markering	sélection	markering	N;FEM;SG	N;INDF;MASC+FEM;SG
sélection	valg	sélection	valg	N;FEM;SG	N;INDF;NEUT;SG
sélection	udvalg	sélection	udvalg	N;FEM;SG	N;INDF;NEUT;SG
assez	nok	assez	nok	ADV	ADV
participe	deltager	participer	deltage	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
institut	instituttet	institut	institut	N;MASC;SG	N;DEF;NEUT;SG
institut	institute	institut	institut	N;MASC;SG	N;INDF;MASC+FEM;SG
institut	institut	institut	institut	N;MASC;SG	N;INDF;MASC+FEM;SG
institut	institut	institut	institut	N;MASC;SG	N;INDF;MASC+FEM;SG
internationale	international	international	international	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
internationale	internationalt	international	international	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
cadre	ramme	cadre	ramme	N;MASC;SG	N;INDF;MASC+FEM;SG
cadre	rammen	cadre	ramme	N;MASC;SG	N;DEF;MASC+FEM;SG
cadre	ramme	cadre	ramme	N;MASC;SG	N;INDF;MASC+FEM;SG
sept	syv	sept	syv	NUM	NUM
différentes	forskellige	différent	forskellig	ADJ;FEM;PL	ADJ;PL
différentes	anderledes	différent	anderledes	ADJ;FEM;PL	ADJ
lac	søen	lac	søe	N;MASC;SG	N;DEF;MASC+FEM;SG
lac	sø	lac	sø	N;MASC;SG	N;INDF;MASC+FEM;SG
lac	lake	lac	lake	N;MASC;SG	N;INDF;MASC+FEM;SG
affaires	forretninger	affaire	forretning	N;FEM;PL	N;INDF;MASC+FEM;PL
télévision	tv	télévision	tv	N;FEM;SG	N;INDF;NEUT;SG
télévision	fjernsynet	télévision	fjernsyn	N;FEM;SG	N;DEF;NEUT;SG
télévision	fjernsyn	télévision	fjernsyn	N;FEM;SG	N;INDF;NEUT;SG
duc	hertug	duc	hertug	N;MASC;SG	N;INDF;MASC+FEM;SG
personnage	tegn	personnage	tegn	N;MASC;SG	N;INDF;NEUT;SG
personnage	karakter	personnage	karakter	N;MASC;SG	N;INDF;MASC+FEM;SG
précédent	foregående	précédent	foregående	ADJ;MASC;SG	ADJ
précédent	forrige	précédent	forrige	ADJ;MASC;SG	ADJ
précédent	forudgående	précédent	forudgående	ADJ;MASC;SG	ADJ
évêque	biskop	évêque	biskop	N;MASC;SG	N;INDF;MASC+FEM;SG
évêque	bishop	évêque	bishop	N;MASC;SG	N;INDF;MASC+FEM;SG
cour	gården	cour	gård	N;FEM;SG	N;DEF;MASC+FEM;SG
cour	gårdspladsen	cour	gårdsplads	N;FEM;SG	N;DEF;MASC+FEM;SG
cour	domstolen	cour	domstol	N;FEM;SG	N;DEF;MASC+FEM;SG
cour	retten	cour	ret	N;FEM;SG	N;DEF;MASC+FEM;SG
cour	domstol	cour	domstol	N;FEM;SG	N;INDF;MASC+FEM;SG
adresse	adresse	adresse	adresse	N;FEM;SG	N;INDF;MASC+FEM;SG
php	php	php	php	N;MASC;SG	N;INDF;MASC+FEM;SG
résultats	resultater	résultat	resultat	N;MASC;PL	N;INDF;NEUT;PL
résultats	resultaterne	résultat	resultat	N;MASC;PL	N;DEF;NEUT;PL
problème	problem	problème	problem	N;MASC;SG	N;INDF;NEUT;SG
problème	problemet	problème	problem	N;MASC;SG	N;DEF;NEUT;SG
finalement	endeligt	finalement	endelig	ADV	ADV
finalement	endelig	finalement	endelig	ADV	ADV
bonne	god	bon	god	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
nature	natur	nature	natur	N;FEM;SG	N;INDF;MASC+FEM;SG
nature	naturen	nature	natur	N;FEM;SG	N;DEF;MASC+FEM;SG
nature	art	nature	art	N;FEM;SG	N;INDF;MASC+FEM;SG
grandes	store	grand	stor	ADJ;FEM;PL	ADJ;PL
vol	fly	vol	fly	N;MASC;SG	N;INDF;NEUT;SG
vol	flyvning	vol	flyvning	N;MASC;SG	N;INDF;MASC+FEM;SG
vol	tyveri	vol	tyveri	N;MASC;SG	N;INDF;NEUT;SG
port	portvin	port	portvin	N;MASC;SG	N;INDF;MASC+FEM;SG
port	havn	port	havn	N;MASC;SG	N;INDF;MASC+FEM;SG
port	havn	port	havn	N;MASC;SG	N;INDF;MASC+FEM;SG
port	harbour	port	harbour	N;MASC;SG	N;INDF;MASC+FEM;SG
premières	første	premier	første	ADJ;FEM;PL	ADJ
donné	givet	donner	give	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
donné	doneret	donner	donere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
donné	donerede	donner	donere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
discussion	diskussion	discussion	diskussion	N;FEM;SG	N;INDF;MASC+FEM;SG
discussion	drøftelse	discussion	drøftelse	N;FEM;SG	N;INDF;MASC+FEM;SG
discussion	debat	discussion	debat	N;FEM;SG	N;INDF;MASC+FEM;SG
discussion	chat	discussion	chat	N;FEM;SG	N;INDF;MASC+FEM;SG
dame	lady	dame	lady	N;FEM;SG	N;INDF;MASC+FEM;SG
dame	frue	dame	frue	N;FEM;SG	N;INDF;MASC+FEM;SG
dame	dame	dame	dame	N;FEM;SG	N;INDF;MASC+FEM;SG
dame	dame	dame	dame	N;FEM;SG	N;INDF;MASC+FEM;SG
épouse	bruden	épouse	brud	N;FEM;SG	N;DEF;MASC+FEM;SG
épouse	brud	épouse	brud	N;FEM;SG	N;INDF;NEUT;SG
épouse	ægtefællen	épouse	ægtefælle	N;FEM;SG	N;DEF;MASC+FEM;SG
épouse	ægtefælle	épouse	ægtefælle	N;FEM;SG	N;INDF;MASC+FEM;SG
épouse	konen	épouse	kone	N;FEM;SG	N;DEF;MASC+FEM;SG
épouse	kone	épouse	kone	N;FEM;SG	N;INDF;MASC+FEM;SG
épouse	hustru	épouse	hustru	N;FEM;SG	N;INDF;MASC+FEM;SG
historiques	historiske	historique	historisk	ADJ;MASC;PL	ADJ;PL
historiques	historiske	historique	historisk	ADJ;MASC;PL	ADJ;PL
axe	økse	axe	økse	N;MASC;SG	N;INDF;MASC+FEM;SG
axe	akse	axe	akse	N;MASC;SG	N;INDF;MASC+FEM;SG
axe	aksen	axe	akse	N;MASC;SG	N;DEF;MASC+FEM;SG
mesure	måling	mesure	måling	N;FEM;SG	N;INDF;MASC+FEM;SG
mesure	måling	mesure	måling	N;FEM;SG	N;INDF;MASC+FEM;SG
mesure	foranstaltning	mesure	foranstaltning	N;FEM;SG	N;INDF;MASC+FEM;SG
prendre	tager	prendre	tage	V;NFIN	V;IND;PRS;FIN;ACT
prendre	tage	prendre	tage	V;NFIN	V;NFIN;ACT
prendre	tag	prendre	tage	V;NFIN	V;IMP
important	vigtig	important	vigtig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
important	vigtigt	important	vigtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
données	oplysninger	donnée	oplysning	N;FEM;PL	N;INDF;MASC+FEM;PL
données	data	donnée	data	N;FEM;PL	N;INDF;NEUT;PL
force	styrke	force	styrke	N;FEM;SG	N;INDF;MASC+FEM;SG
force	modstandsdygtighed	force	modstandsdygtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
force	kraft	force	kraft	N;FEM;SG	N;INDF;MASC+FEM;SG
pologne	polens	pologne	polen	N;FEM;SG	N;GEN;DEF;MASC+FEM;SG
couleur	farve	couleur	farve	N;FEM;SG	N;INDF;MASC+FEM;SG
couleur	farve	couleur	farve	N;FEM;SG	N;INDF;MASC+FEM;SG
collection	samling	collection	samling	N;FEM;SG	N;INDF;MASC+FEM;SG
collection	opsamling	collection	opsamling	N;FEM;SG	N;INDF;MASC+FEM;SG
collection	afhentning	collection	afhentning	N;FEM;SG	N;INDF;MASC+FEM;SG
collection	indsamling	collection	indsamling	N;FEM;SG	N;INDF;MASC+FEM;SG
collection	opkrævning	collection	opkrævning	N;FEM;SG	N;INDF;MASC+FEM;SG
actrice	skuespiller	acteur	skuespiller	N;FEM;SG	N;INDF;MASC+FEM;SG
actrice	skuespillerinde	acteur	skuespillerinde	N;FEM;SG	N;INDF;MASC+FEM;SG
élu	valgt	élire	vælge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
élu	valgte	élire	vælge	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
régiment	regiment	régiment	regiment	N;MASC;SG	N;INDF;NEUT;SG
station	station	station	station	N;FEM;SG	N;INDF;MASC+FEM;SG
station	stationen	station	station	N;FEM;SG	N;DEF;MASC+FEM;SG
bande	band	bande	band	N;FEM;SG	N;INDF;NEUT;SG
bande	bandet	bande	band	N;FEM;SG	N;DEF;NEUT;SG
bande	orkester	bande	orkester	N;FEM;SG	N;INDF;NEUT;SG
bande	båndet	bande	bånd	N;FEM;SG	N;DEF;NEUT;SG
bande	tape	bande	tape	N;FEM;SG	N;INDF;NEUT;SG
bande	bånd	bande	bånd	N;FEM;SG	N;INDF;NEUT;SG
bande	slænget	bande	slænge	N;FEM;SG	N;DEF;NEUT;SG
bande	banden	bande	band	N;FEM;SG	N;DEF;MASC+FEM;SG
bande	bande	bande	bande	N;FEM;SG	N;INDF;MASC+FEM;SG
capitale	hovedstaden	capitale	hovedstad	N;FEM;SG	N;DEF;MASC+FEM;SG
capitale	kapitalen	capitale	kapital	N;FEM;SG	N;DEF;MASC+FEM;SG
capitale	hovedstad	capitale	hovedstad	N;FEM;SG	N;INDF;MASC+FEM;SG
capitale	kapital	capitale	kapital	N;FEM;SG	N;INDF;NEUT;SG
côte	ribben	côte	ribb	N;FEM;SG	N;DEF;MASC+FEM;SG
côte	kystlinje	côte	kystlinje	N;FEM;SG	N;INDF;MASC+FEM;SG
côte	kyst	côte	kyst	N;FEM;SG	N;INDF;MASC+FEM;SG
façon	vej	façon	vej	N;FEM;SG	N;INDF;MASC+FEM;SG
façon	måde	façon	måde	N;FEM;SG	N;INDF;MASC+FEM;SG
étape	skridt	étape	skridt	N;FEM;SG	N;INDF;NEUT;SG
étape	step	étape	step	N;FEM;SG	N;INDF;NEUT;SG
étape	trin	étape	trin	N;FEM;SG	N;INDF;NEUT;SG
étape	etape	étape	etape	N;FEM;SG	N;INDF;MASC+FEM;SG
étape	stadie	étape	stadie	N;FEM;SG	N;INDF;NEUT;SG
étape	scenen	étape	scene	N;FEM;SG	N;DEF;MASC+FEM;SG
étape	stage	étape	stage	N;FEM;SG	N;INDF;MASC+FEM;SG
étape	fase	étape	fase	N;FEM;SG	N;INDF;MASC+FEM;SG
créée	oprettede	créer	oprette	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
créée	skabt	créer	skabe	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
créée	oprettet	créer	oprette	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
plutôt	snarere	plutôt	snarere	ADV	ADV
combat	slag	combat	slag	N;MASC;SG	N;INDF;NEUT;SG
combat	kamp	combat	kamp	N;MASC;SG	N;INDF;MASC+FEM;SG
combat	slaget	combat	slag	N;MASC;SG	N;DEF;NEUT;SG
combat	slåskamp	combat	slåskamp	N;MASC;SG	N;INDF;MASC+FEM;SG
combat	kamp	combat	kamp	N;MASC;SG	N;INDF;MASC+FEM;SG
combat	kamp	combat	kamp	N;MASC;SG	N;INDF;MASC+FEM;SG
combat	slåskamp	combat	slåskamp	N;MASC;SG	N;INDF;MASC+FEM;SG
footballeur	fodboldspiller	footballeur	fodboldspiller	N;MASC;SG	N;INDF;MASC+FEM;SG
forces	styrker	force	styrke	N;FEM;PL	N;INDF;MASC+FEM;PL
forces	styrkerne	force	styrke	N;FEM;PL	N;DEF;MASC+FEM;PL
forces	styrker	force	styrke	N;FEM;PL	N;INDF;MASC+FEM;PL
forces	kræfter	force	kraft	N;FEM;PL	N;INDF;MASC+FEM;PL
royal	kongeligt	royal	kongelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
royal	royal	royal	royal	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
royal	kongelig	royal	kongelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
mètres	målere	mètre	måler	N;MASC;PL	N;INDF;MASC+FEM;PL
mètres	meter	mètre	meter	N;MASC;PL	N;INDF;MASC+FEM;PL
mètres	meter	mètre	meter	N;MASC;PL	N;INDF;MASC+FEM;PL
possède	besidder	posséder	besidde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
presse	presse	presse	presse	N;FEM;SG	N;INDF;MASC+FEM;SG
presse	tryk	presse	tryk	N;FEM;SG	N;INDF;NEUT;SG
académie	akademiet	académie	akademium	N;FEM;SG	N;DEF;NEUT;SG
académie	akademi	académie	akademi	N;FEM;SG	N;INDF;NEUT;SG
académie	academy	académie	academy	N;FEM;SG	N;INDF;MASC+FEM;SG
construit	konstrueret	construire	konstruere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
construit	bygget	construire	bygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
construit	byggede	construire	bygge	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
construit	opbygget	construire	opbygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
construit	indbygget	construire	indbygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tournoi	turnering	tournoi	turnering	N;MASC;SG	N;INDF;MASC+FEM;SG
tournoi	turneringen	tournoi	turnering	N;MASC;SG	N;DEF;MASC+FEM;SG
épisodes	episoder	épisode	episode	N;MASC;PL	N;INDF;MASC+FEM;PL
passage	passagen	passage	passage	N;MASC;SG	N;DEF;MASC+FEM;SG
passage	passage	passage	passage	N;MASC;SG	N;INDF;MASC+FEM;SG
revue	journal	revue	journal	N;FEM;SG	N;INDF;MASC+FEM;SG
revue	tidsskrift	revue	tidsskrift	N;FEM;SG	N;INDF;NEUT;SG
revue	dagbog	revue	dagbog	N;FEM;SG	N;INDF;MASC+FEM;SG
revue	revy	revue	revy	N;FEM;SG	N;INDF;MASC+FEM;SG
revue	bladet	revue	blad	N;FEM;SG	N;DEF;NEUT;SG
revue	tidsskrift	revue	tidsskrift	N;FEM;SG	N;INDF;NEUT;SG
revue	blad	revue	blad	N;FEM;SG	N;INDF;NEUT;SG
revue	magasin	revue	magasin	N;FEM;SG	N;INDF;NEUT;SG
revue	gennemgang	revue	gennemgang	N;FEM;SG	N;INDF;MASC+FEM;SG
revue	anmeldelse	revue	anmeldelse	N;FEM;SG	N;INDF;MASC+FEM;SG
jeunes	unge	jeune	ung	ADJ;MASC;PL	ADJ;PL
jeunes	unge	jeune	ung	ADJ;MASC;PL	ADJ;PL
présence	fremmøde	présence	fremmøde	N;FEM;SG	N;INDF;NEUT;SG
présence	tilstedeværelse	présence	tilstedeværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
présence	deltagelse	présence	deltagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
présence	forekomst	présence	forekomst	N;FEM;SG	N;INDF;MASC+FEM;SG
présence	nærvær	présence	nærvær	N;FEM;SG	N;INDF;MASC+FEM;SG
présence	tilstedeværelse	présence	tilstedeværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
présence	nærværelse	présence	nærværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
course	kapløb	course	kapløb	N;FEM;SG	N;INDF;NEUT;SG
course	race	course	race	N;FEM;SG	N;INDF;MASC+FEM;SG
course	kapsejlads	course	kapsejlads	N;FEM;SG	N;INDF;MASC+FEM;SG
course	ræs	course	ræs	N;FEM;SG	N;INDF;NEUT;SG
course	racerløb	course	racerløb	N;FEM;SG	N;INDF;MASC+FEM;SG
course	væddeløb	course	væddeløb	N;FEM;SG	N;INDF;NEUT;SG
course	kapsejlads	course	kapsejlads	N;FEM;SG	N;INDF;MASC+FEM;SG
ceinture	bælte	ceinture	bælte	N;FEM;SG	N;INDF;NEUT;SG
ceinture	sele	ceinture	sel	N;FEM;SG	N;INDF;MASC+FEM;SG
ceinture	bæltet	ceinture	bælte	N;FEM;SG	N;DEF;NEUT;SG
meilleure	bedre	meilleur	god	ADJ;FEM;SG	ADJ;CMPR
meilleure	bedste	meilleur	god	ADJ;FEM;SG	ADJ;DEF;RL
meilleure	bedst	meilleur	god	ADJ;FEM;SG	ADJ;RL
tableau	bordet	tableau	bord	N;MASC;SG	N;DEF;NEUT;SG
tableau	bord	tableau	bord	N;MASC;SG	N;INDF;NEUT;SG
tableau	tabel	tableau	tabel	N;MASC;SG	N;INDF;MASC+FEM;SG
heures	åbningstider	heure	åbningstid	N;FEM;PL	N;INDF;MASC+FEM;PL
heures	arbejdstimer	heure	arbejdstime	N;FEM;PL	N;INDF;MASC+FEM;PL
heures	timer	heure	time	N;FEM;PL	N;INDF;MASC+FEM;PL
maître	mester	maître	mester	N;MASC;SG	N;INDF;MASC+FEM;SG
maître	herre	maître	herre	N;MASC;SG	N;INDF;MASC+FEM;SG
services	tjenester	service	tjenester	N;MASC;PL	N;INDF;MASC+FEM;PL
services	tjenesteydelser	service	tjenesteydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
services	ydelser	service	ydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
services	serviceydelser	service	serviceydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
marque	varemærke	marque	varemærke	N;FEM;SG	N;INDF;NEUT;SG
marque	brand	marque	brand	N;FEM;SG	N;INDF;MASC+FEM;SG
marque	brandet	marque	brand	N;FEM;SG	N;DEF;NEUT;SG
marque	varemærke	marque	varemærke	N;FEM;SG	N;INDF;NEUT;SG
marque	mark	marque	mark	N;FEM;SG	N;INDF;MASC+FEM;SG
single	single	single	single	N;MASC;SG	N;INDF;MASC+FEM;SG
intérieur	interiør	intérieur	interiør	N;MASC;SG	N;INDF;NEUT;SG
toutefois	dog	toutefois	dog	ADV	ADV
toutefois	imidlertid	toutefois	imidlertid	ADV	ADV
appelé	kaldt	appeler	kalde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appelé	ringet	appeler	ringe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appelé	kaldet	appeler	kalde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appelé	ringede	appeler	ringe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
appelé	kaldte	appeler	kalde	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
locales	lokale	local	lokal	ADJ;FEM;PL	ADJ;PL
olympique	olympisk	olympique	olympisk	ADJ;MASC;SG	ADJ;INDF;SG
subdivision	inddeling	subdivision	inddeling	N;FEM;SG	N;INDF;MASC+FEM;SG
subdivision	underafsnit	subdivision	underafsnit	N;FEM;SG	N;INDF;NEUT;SG
qualité	kvalitet	qualité	kvalitet	N;FEM;SG	N;INDF;MASC+FEM;SG
qualité	kvaliteten	qualité	kvalitet	N;FEM;SG	N;DEF;MASC+FEM;SG
propre	egen	propre	egen	ADJ;MASC;SG	ADJ;MASC+FEM;SG
propre	eget	propre	egen	ADJ;MASC;SG	ADJ;NEUT;SG
propre	ren	propre	ren	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
propre	rent	propre	ren	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
chine	porcelæn	chine	porcelæn	N;FEM;SG	N;INDF;MASC+FEM;SG
lettres	bogstaver	lettre	bogstave	N;FEM;PL	N;INDF;NEUT;PL
lettres	breve	lettre	brev	N;FEM;PL	N;INDF;NEUT;PL
patrimoine	kulturarv	patrimoine	kulturarv	N;MASC;SG	N;INDF;MASC+FEM;SG
patrimoine	kulturarven	patrimoine	kulturarv	N;MASC;SG	N;DEF;MASC+FEM;SG
patrimoine	arv	patrimoine	arv	N;MASC;SG	N;INDF;MASC+FEM;SG
évolution	evolution	évolution	evolution	N;FEM;SG	N;INDF;MASC+FEM;SG
évolution	udviklingen	évolution	udvikling	N;FEM;SG	N;DEF;MASC+FEM;SG
évolution	udvikling	évolution	udvikling	N;FEM;SG	N;INDF;MASC+FEM;SG
tours	towers	tour	tow	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
tours	tårnene	tour	tå	N;MASC;PL	N;DEF;NEUT;PL
tours	tårne	tour	tå	N;MASC;PL	N;INDF;MASC+FEM;PL
tours	ture	tour	tur	N;MASC;PL	N;INDF;MASC+FEM;PL
obtient	opnår	obtenir	opnår	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
compositeur	sangskriver	compositeur	sangskriver	N;MASC;SG	N;INDF;MASC+FEM;SG
compositeur	komponist	compositeur	komponist	N;MASC;SG	N;INDF;MASC+FEM;SG
joueurs	aktører	joueur	aktøre	N;MASC;PL	N;INDF;MASC+FEM;PL
joueurs	spillerne	joueur	spiller	N;MASC;PL	N;DEF;MASC+FEM;PL
joueurs	spillere	joueur	spiller	N;MASC;PL	N;INDF;MASC+FEM;PL
joueurs	spillere	joueur	spiller	N;MASC;PL	N;INDF;MASC+FEM;PL
joueurs	player	joueur	play	N;MASC;PL	N;INDF;MASC+FEM;PL
généralement	normalt	généralement	normalt	ADV	ADV
généralement	sædvanligvis	généralement	sædvanligvis	ADV	ADV
généralement	typisk	généralement	typisk	ADV	ADV
généralement	generelt	généralement	generel	ADV	ADV
mal	dårligt	mal	dårligt	ADV	ADV
mal	ondt	mal	ondt	ADV	ADV
rock	sten	rock	sten	N;MASC;SG	N;INDF;MASC+FEM;SG
rock	rock	rock	rock	N;MASC;SG	N;INDF;MASC+FEM;SG
abbaye	kloster	abbaye	kloste	N;FEM;SG	N;INDF;NEUT;SG
nuit	godnat	nuit	godnat	N;FEM;SG	N;INDF;NEUT;SG
nuit	natten	nuit	nat	N;FEM;SG	N;DEF;MASC+FEM;SG
nuit	nat	nuit	nat	N;FEM;SG	N;INDF;MASC+FEM;SG
nuit	aften	nuit	aften	N;FEM;SG	N;DEF;MASC+FEM;SG
principalement	hovedsageligt	principalement	hovedsageligt	ADV	ADV
principalement	primært	principalement	primært	ADV	ADV
principalement	hovedsagelig	principalement	hovedsagelig	ADV	ADV
principalement	hovedsageligt	principalement	hovedsageligt	ADV	ADV
principalement	primært	principalement	primært	ADV	ADV
prise	indtaget	prendre	indtage	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
