اِبتدائی	elementary	اِبتدائی	elementary	N;NOM;MASC;SG;3	N;SG
اِشتمالیت	communism	اِشتمالیت	communism	N;NOM;MASC;SG;3	N;SG
اشراف	aristocrat	اشراف	aristocrat	N;NOM;MASC;SG;3	N;SG
اشرافی	aristocratic	اشرافی	aristocratic	ADJ	ADJ
اِشراقیت	irradiation	اِشراقیت	irradiation	N;NOM;MASC;SG;3	N;SG
اشعار	couplets	اشعار	couplet	N;NOM;MASC;PL;3	N;PL
اشعار	verses	اشعار	verse	N;NOM;MASC;PL;3	N;PL
اشیا	goods	شےء	goods	N;NOM;MASC;PL;3	N;PL
اشیا	things	شےء	thing	N;NOM;MASC;PL;3	N;PL
اشیا	articles	شےء	article	N;NOM;MASC;PL;3	N;PL
اشیا	effects	شےء	effect	N;NOM;MASC;PL;3	N;PL
اصالتاً	basically	اصالتاً	basically	ADV	ADV
اصالتاً	definitely	اصالتاً	definitely	ADV	ADV
اِصطفاف	cataloguing	اِصطفاف	cataloguing	N;NOM;MASC;SG;3	N;SG
اِصطفاف	classification	اِصطفاف	classification	N;NOM;MASC;SG;3	N;SG
اِصطلاح	phrase	اِصطلاح	phrase	N;NOM;MASC;SG;3	N;SG
اِصطلاح	phraseology	اِصطلاح	phraseology	N;NOM;MASC;SG;3	N;SG
اِصطلاح	terminology	اِصطلاح	terminology	N;NOM;MASC;SG;3	N;SG
اصل	true	اصل	true	ADJ	ADJ
اصل	pure	اصل	pure	ADJ	ADJ
اصل	real	اصل	real	ADJ	ADJ
اصل	standard	اصل	standard	ADJ	ADJ
اصل	legitimate	اصل	legitimate	ADJ	ADJ
اصل	original	اصل	original	ADJ	ADJ
اصل	true	اصل	true	ADJ	ADJ
اصل	pure	اصل	pure	ADJ	ADJ
اصل	real	اصل	real	ADJ	ADJ
اصل	standard	اصل	standard	ADJ	ADJ
اصل	legitimate	اصل	legitimate	ADJ	ADJ
اصل	original	اصل	original	ADJ	ADJ
اِصلاح	improvement	اِصلاح	improvement	N;NOM;MASC;SG;3	N;SG
اِصلاح	correction	اِصلاح	correction	N;NOM;MASC;SG;3	N;SG
اِصلاح	rectification	اِصلاح	rectification	N;NOM;MASC;SG;3	N;SG
اِصلاح	revision	اِصلاح	revision	N;NOM;MASC;SG;3	N;SG
اِصلاح	amendment	اِصلاح	amendment	N;NOM;MASC;SG;3	N;SG
اِصلاح	recovery	اِصلاح	recovery	N;NOM;MASC;SG;3	N;SG
اِصلاح	reform	اِصلاح	reform	N;NOM;MASC;SG;3	N;SG
اصلی	pure	اصلی	pure	ADJ	ADJ
اصلی	true	اصلی	true	ADJ	ADJ
اصلی	innate	اصلی	innate	ADJ	ADJ
اصلی	original	اصلی	original	ADJ	ADJ
اصلی	inherent	اصلی	inherent	ADJ	ADJ
اصلی	genuine	اصلی	genuine	ADJ	ADJ
اصلی	essential	اصلی	essential	ADJ	ADJ
اصلی	pure	اصلی	pure	ADJ	ADJ
اصلی	true	اصلی	true	ADJ	ADJ
اصلی	real	اصلی	real	ADJ	ADJ
اصلی	innate	اصلی	innate	ADJ	ADJ
اصلی	fundamental	اصلی	fundamental	ADJ	ADJ
اصلی	natural	اصلی	natural	ADJ	ADJ
اصلی	original	اصلی	original	ADJ	ADJ
اصلی	inherent	اصلی	inherent	ADJ	ADJ
اصلی	genuine	اصلی	genuine	ADJ	ADJ
اصلی	essential	اصلی	essential	ADJ	ADJ
اصناف	genres	اصناف	genre	N;NOM;MASC;PL;3	N;PL
اصناف	species	اصناف	species	N;NOM;MASC;PL;3	N;PL
اصناف	varieties	اصناف	variety	N;NOM;MASC;PL;3	N;PL
اصوات	voices	اصوات	voice	N;NOM;MASC;PL;3	N;PL
اصوات	noises	اصوات	noise	N;NOM;MASC;PL;3	N;PL
اُصول	tenet	اُصول	tenet	N;NOM;MASC;SG;3	N;SG
اُصول	air	اُصول	air	N;NOM;MASC;SG;3	N;SG
اُصول	water	اُصول	water	N;NOM;MASC;SG;3	N;SG
اُصول	rule	اُصول	rule	N;NOM;MASC;SG;3	N;SG
اُصول	principle	اُصول	principle	N;NOM;MASC;SG;3	N;SG
اُصول	dogma	اُصول	dogma	N;NOM;MASC;SG;3	N;SG
اُصول	doctrine	اُصول	doctrine	N;NOM;MASC;SG;3	N;SG
اُصول	dust	اُصول	dust	N;NOM;MASC;SG;3	N;SG
اُصولی	doctrinal	اُصولی	doctrinal	ADJ	ADJ
اِضافہ	increase	اِضافہ	increase	N;NOM;MASC;SG;3	N;SG
اِضافہ	increment	اِضافہ	increment	N;NOM;MASC;SG;3	N;SG
اِضافہ	annexation	اِضافہ	annexation	N;NOM;MASC;SG;3	N;SG
اِضافہ	addition	اِضافہ	addition	N;NOM;MASC;SG;3	N;SG
اِضافی	supplementary	اِضافی	supplementary	ADJ	ADJ
اِضافی	extra	اِضافی	extra	ADJ	ADJ
اِضافی	relative	اِضافی	relative	ADJ	ADJ
اِضطراب	irritation	اِضطراب	irritation	N;NOM;MASC;SG;3	N;SG
اِضطرار	helplessness	اِضطرار	helplessness	N;NOM;MASC;SG;3	N;SG
اِضطرار	restlessness	اِضطرار	restlessness	N;NOM;MASC;SG;3	N;SG
اِضطرار	irritation	اِضطرار	irritation	N;NOM;MASC;SG;3	N;SG
اضلاع	districts	ضلع	district	N;NOM;MASC;PL;3	N;PL
اضلاع	parts	ضلع	part	N;NOM;MASC;PL;3	N;PL
اِطلاقی	applicable	اِطلاقی	applicable	ADJ;NOM	ADJ
اِطمینان	composure	اِطمینان	composure	N;NOM;MASC;SG;3	N;SG
اِطمینان	repose	اِطمینان	repose	N;NOM;MASC;SG;3	N;SG
اِطمینان	consolation	اِطمینان	consolation	N;NOM;MASC;SG;3	N;SG
اِطمینان	respite	اِطمینان	respite	N;NOM;MASC;SG;3	N;SG
اِطمینان	satisfaction	اِطمینان	satisfaction	N;NOM;MASC;SG;3	N;SG
اِطمینان	confidence	اِطمینان	confidence	N;NOM;MASC;SG;3	N;SG
اطوار	conduct	اطوار	conduct	N;NOM;MASC;SG;3	N;SG
اطوار	practice	اطوار	practice	N;NOM;MASC;SG;3	N;SG
اطوار	custom	اطوار	custom	N;NOM;MASC;SG;3	N;SG
اطوار	behaviour	اطوار	behaviour	N;NOM;MASC;SG;3	N;SG
اِعتداد	inclusion	اِعتداد	inclusion	N;NOM;MASC;SG;3	N;SG
اِعتداد	counting	اِعتداد	count	N;NOM;MASC;SG;3	N;SG
اِعتصار	distillation	اِعتصار	distillation	N;NOM;MASC;SG;3	N;SG
اِعتمادی	trustworthy	اِعتمادی	trustworthy	ADJ	ADJ
اِعتمادی	credible	اِعتمادی	credible	ADJ	ADJ
اعداد	numbers	عدد	number	N;NOM;MASC;PL;3	N;PL
اعداد	digits	عدد	digit	N;NOM;MASC;PL;3	N;PL
اعدادیات	statistics	اعدادیات	statistic	N;NOM;MASC;PL;3	N;PL
اعراب	bedouins	عراب	bedouin	N;NOM;MASC;PL;3	N;PL
اعراب	arabs	عراب	arab	N;NOM;MASC;PL;3	N;PL
اعصاب	nerves	اعصاب	nerve	N;NOM;MASC;PL;3	N;PL
اعضا	brain	اعضا	brain	N;NOM;MASC;SG;3	N;SG
اعضا	heart	اعضا	heart	N;NOM;MASC;SG;3	N;SG
اعضا	liver	اعضا	liver	N;NOM;MASC;SG;3	N;SG
اعلیٰ	principal	اعلیٰ	principal	ADJ	ADJ
اعلیٰ	exalted	اعلیٰ	exalt	ADJ	ADJ
اعلیٰ	supreme	اعلیٰ	supreme	ADJ	ADJ
اعلیٰ	greatest	اعلیٰ	greatest	ADJ	ADJ;RL
اعمال	conduct	اعمال	conduct	N;NOM;MASC;SG;3	N;SG
اعمال	behaviour	اعمال	behaviour	N;NOM;MASC;SG;3	N;SG
اغراض	ends	غرض	end	N;NOM;MASC;PL;3	N;PL
اغراض	purposes	غرض	purpose	N;NOM;MASC;PL;3	N;PL
اغراض	motives	غرض	motive	N;NOM;MASC;PL;3	N;PL
اغراض	desires	غرض	desire	N;NOM;MASC;PL;3	N;PL
اغراض	needs	غرض	need	N;NOM;MASC;PL;3	N;PL
اِفادی	utilitarian	اِفادی	utilitarian	ADJ	ADJ
اِفادیت	benefit	اِفادیت	benefit	N;NOM;MASC;SG;3	N;SG
اِفادیت	usefulness	اِفادیت	usefulness	N;NOM;MASC;SG;3	N;SG
اِفادیت	utility	اِفادیت	utility	N;NOM;MASC;SG;3	N;SG
افراد	types	فرد	type	N;NOM;MASC;PL;3	N;PL
افراد	members	فرد	member	N;NOM;MASC;PL;3	N;PL
افراد	couplets	فرد	couplet	N;NOM;MASC;PL;3	N;PL
افراد	persons	فرد	person	N;NOM;MASC;PL;3	N;PL
افراد	lists	فرد	list	N;NOM;MASC;PL;3	N;PL
افراد	species	فرد	species	N;NOM;MASC;PL;3	N;PL
افراد	individuals	فرد	individual	N;NOM;MASC;PL;3	N;PL
افزائش	production	افزائش	production	N;NOM;MASC;SG;3	N;SG
افزائش	increase	افزائش	increase	N;NOM;MASC;SG;3	N;SG
افزائش	amplification	افزائش	amplification	N;NOM;MASC;SG;3	N;SG
افزائش	growth	افزائش	growth	N;NOM;MASC;SG;3	N;SG
افزائش	production	افزائش	production	N;NOM;MASC;SG;3	N;SG
افزائش	increase	افزائش	increase	N;NOM;MASC;SG;3	N;SG
افزائش	amplification	افزائش	amplification	N;NOM;MASC;SG;3	N;SG
افزائش	growth	افزائش	growth	N;NOM;MASC;SG;3	N;SG
افزائش	addition	افزائش	addition	N;NOM;MASC;SG;3	N;SG
افسانہ	tale	افسانہ	tale	N;NOM;MASC;SG;3	N;SG
افسانہ	fable	افسانہ	fable	N;NOM;MASC;SG;3	N;SG
افسانہ	fabrication	افسانہ	fabrication	N;NOM;MASC;SG;3	N;SG
افسانہ	legend	افسانہ	legend	N;NOM;MASC;SG;3	N;SG
افسانوی	legendary	افسانوی	legendary	ADJ	ADJ
افسانوی	fictitious	افسانوی	fictitious	ADJ	ADJ
افسانوی	false	افسانوی	false	ADJ	ADJ
افسانوی	legendary	افسانوی	legendary	ADJ	ADJ
افسانوی	fictitious	افسانوی	fictitious	ADJ	ADJ
افسانوی	fabulous	افسانوی	fabulous	ADJ	ADJ
افسانوی	false	افسانوی	false	ADJ	ADJ
افسر	ruler	افسر	ruler	N;NOM;MASC;SG;3	N;SG
افسر	crown	افسر	crown	N;NOM;MASC;SG;3	N;SG
افسر	ruler	افسر	ruler	N;NOM;MASC;SG;3	N;SG
افسر	officer	افسر	officer	N;NOM;MASC;SG;3	N;SG
افسر	crown	افسر	crown	N;NOM;MASC;SG;3	N;SG
افسردگی	depression	افسردگی	depression	N;NOM;FEM;SG;3	N;SG
افسردگی	distress	افسردگی	distress	N;NOM;FEM;SG;3	N;SG
افسردگی	sadness	افسردگی	sadness	N;NOM;FEM;SG;3	N;SG
افسردگی	depression	افسردگی	depression	N;NOM;FEM;SG;3	N;SG
افسردگی	distress	افسردگی	distress	N;NOM;FEM;SG;3	N;SG
افسردہ	sad	افسردہ	sad	ADJ	ADJ
افسردہ	depressed	افسردہ	depressed	ADJ	ADJ
افعال	deeds	افعال	deed	N;NOM;MASC;PL;3	N;PL
افلاطُونیت	platonism	افلاطُونیت	platonism	N;NOM;MASC;SG;3	N;SG
افلاکی	heavenly	افلاکی	heavenly	ADJ	ADJ
افلاکی	celestial	افلاکی	celestial	ADJ	ADJ
افواہ	gossip	افواہ	gossip	N;NOM;MASC;SG;3	N;SG
افواہ	rumour	افواہ	rumour	N;NOM;MASC;SG;3	N;SG
افواہ	gossip	افواہ	gossip	N;NOM;MASC;SG;3	N;SG
افواہ	hearsay	افواہ	hearsay	N;NOM;MASC;SG;3	N;SG
اقارب	kin	اقارب	kin	N;NOM;MASC;SG;3	N;SG
اِقبالی	confessional	اِقبالی	confessional	ADJ;NOM	ADJ
اِقتدار	authority	اِقتدار	authority	N;NOM;MASC;SG;3	N;SG
اِقتدار	influence	اِقتدار	influence	N;NOM;MASC;SG;3	N;SG
اِقتدار	power	اِقتدار	power	N;NOM;MASC;SG;3	N;SG
اِقتدار	control	اِقتدار	control	N;NOM;MASC;SG;3	N;SG
اِقتصاد	moderation	اِقتصاد	moderation	N;NOM;MASC;SG;3	N;SG
اِقتصاد	economy	اِقتصاد	economy	N;NOM;MASC;SG;3	N;SG
اِقتصاد	frugality	اِقتصاد	frugality	N;NOM;MASC;SG;3	N;SG
اِقتصادی	economic	اِقتصادی	economic	ADJ	ADJ
اِقتصادیات	economics	اِقتصادی	economics	N;NOM;MASC;PL;3	N;PL
اِقتصار	reduction	اِقتصار	reduction	N;NOM;MASC;SG;3	N;SG
اِقتصار	deduction	اِقتصار	deduction	N;NOM;MASC;SG;3	N;SG
اقسام	types	اقسام	type	N;NOM;MASC;PL;3	N;PL
اقسام	pledges	اقسام	pledge	N;NOM;MASC;PL;3	N;PL
اقسام	categories	اقسام	category	N;NOM;MASC;PL;3	N;PL
اقسام	oaths	اقسام	oath	N;NOM;MASC;PL;3	N;PL
اقوال	sayings	اقوال	sayings	N;NOM;MASC;PL;3	N;PL
اقوال	statements	اقوال	statement	N;NOM;MASC;PL;3	N;PL
اقوال	opinions	اقوال	opinion	N;NOM;MASC;PL;3	N;PL
اکابر	elders	اکابر	elder	N;NOM;MASC;PL;3	N;PL
اکابر	chiefs	اکابر	chief	N;NOM;MASC;PL;3	N;PL
اکابر	leaders	اکابر	leader	N;NOM;MASC;PL;3	N;PL
اِکائی	unit	اِکائی	unit	N;NOM;MASC;SG;3	N;SG
اِکتناز	treasury	اِکتناز	treasury	N;NOM;MASC;SG;3	N;SG
اُکٹنا	ruin	اُکٹنا	ruin	V;NFIN	V;IMP;FIN
اکثر	frequent	اکثر	frequent	ADJ	ADJ
اکثر	frequent	اکثر	frequent	ADJ	ADJ
اکثر	most	اکثر	most	ADJ	ADJ;RL
اکشر	syllable	اکشر	syllable	N;NOM;MASC;SG;3	N;SG
اُکھاڑنا	destroy	اُکھاڑنا	destroy	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	expel	اُکھاڑنا	expel	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	extract	اُکھاڑنا	extract	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	waste	اُکھاڑنا	waste	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	displace	اُکھاڑنا	displace	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	oust	اُکھاڑنا	oust	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	ravage	اُکھاڑنا	ravage	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	demolish	اُکھاڑنا	demolish	V;NFIN;ACT	V;IMP;FIN
اُکھاڑنا	dismiss	اُکھاڑنا	dismiss	V;NFIN;ACT	V;IMP;FIN
اُکھٹنا	stumble	اُکھٹنا	stumble	V;NFIN	V;IMP;FIN
اکھرنا	annoy	اکھرنا	annoy	V;SG;NFIN;ACT	V;IMP;FIN
اُکھڑا	shaken	اُکھڑا	shake	V;PFV;MASC;SG;V.PTCP;ACT	V;PST;V.PTCP
اگرچہ	although	اگرچہ	although	CONJ	CONJ
اگرچہ	although	اگرچہ	although	CONJ	CONJ
اُگلنا	manifest	اُگل	manifest	V;SG;NFIN;ACT	V;IMP;FIN
اُگھاڑنا	divulge	اُگھاڑنا	divulge	V;NFIN;ACT	V;IMP;FIN
اُگھاڑنا	uncover	اُگھاڑنا	uncover	V;NFIN;ACT	V;IMP;FIN
اُگھاڑنا	disclose	اُگھاڑنا	disclose	V;NFIN;ACT	V;IMP;FIN
اُگھاڑنا	reveal	اُگھاڑنا	reveal	V;NFIN;ACT	V;IMP;FIN
اُگھاڑنا	unveil	اُگھاڑنا	unveil	V;NFIN;ACT	V;IMP;FIN
الاپ	chant	الاپ	chant	N;NOM;MASC;SG;3	N;SG
الاپ	song	الاپ	song	N;NOM;MASC;SG;3	N;SG
اُلانا	tease	اُلانا	tease	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اُلانا	blame	اُلانا	blame	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اِلتقاط	picking	اِلتقاط	pick	N;NOM;MASC;SG;3	N;SG
اُلٹانا	thwart	اُلٹانا	thwart	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اُلٹنا	overthrow	اُلٹ	overthrow	V;NFIN;ACT	V;IMP;FIN
اُلجھنا	argue	اُلجھنا	argue	V;SG;NFIN;ACT	V;IMP;FIN
الفاظ	terms	لفظ	term	N;NOM;MASC;PL;3	N;PL
الفاظ	words	لفظ	word	N;NOM;MASC;PL;3	N;PL
الکلی	alkali	الکلی	alkali	N;NOM;MASC;SG;3	N;SG
الگ	discrete	الگ	discrete	ADJ	ADJ
الگ	peculiar	الگ	peculiar	ADJ	ADJ
الگ	unique	الگ	unique	ADJ	ADJ
الگ	loose	الگ	loose	ADJ	ADJ
الگ	separate	الگ	separate	ADJ	ADJ
الگ	discrete	الگ	discrete	ADJ	ADJ
الگ	peculiar	الگ	peculiar	ADJ	ADJ
الگ	unique	الگ	unique	ADJ	ADJ
الگ	loose	الگ	loose	ADJ	ADJ
اﷲاﷲکرنا	pray	اﷲاﷲکرنا	pray	V;NFIN;ACT	V;IMP;FIN
امانت	guardianship	امانت	guardianship	N;NOM;FEM;SG;3	N;SG
امانت	honesty	امانت	honesty	N;NOM;FEM;SG;3	N;SG
امانت	deposit	امانت	deposit	N;NOM;FEM;SG;3	N;SG
امانت	custody	امانت	custody	N;NOM;FEM;SG;3	N;SG
امانت	sincerity	امانت	sincerity	N;NOM;FEM;SG;3	N;SG
امانت	protection	امانت	protection	N;NOM;FEM;SG;3	N;SG
امانت	faith	امانت	faith	N;NOM;FEM;SG;3	N;SG
امانت	safety	امانت	safety	N;NOM;FEM;SG;3	N;SG
اُمّت	religion	اُمّت	religion	N;NOM;MASC;SG;3	N;SG
اُمّت	caste	اُمّت	caste	N;NOM;MASC;SG;3	N;SG
اُمّت	nation	اُمّت	nation	N;NOM;MASC;SG;3	N;SG
اُمّت	race	اُمّت	race	N;NOM;MASC;SG;3	N;SG
اُمّت	sect	اُمّت	sect	N;NOM;MASC;SG;3	N;SG
اِمتناع	restriction	اِمتناع	restriction	N;NOM;MASC;SG;3	N;SG
اِمتناع	prohibition	اِمتناع	prohibition	N;NOM;MASC;SG;3	N;SG
اِمتناع	prevention	اِمتناع	prevention	N;NOM;MASC;SG;3	N;SG
اِمتناع	restraint	اِمتناع	restraint	N;NOM;MASC;SG;3	N;SG
اِمتناعی	restrictive	اِمتناعی	restrictive	ADJ;NOM	ADJ
اِمتناعی	prohibitive	اِمتناعی	prohibitive	ADJ;NOM	ADJ
اِمتنان	gratitude	اِمتنان	gratitude	N;NOM;MASC;SG;3	N;SG
اِمتیازی	preferential	اِمتیازی	preferential	ADJ;NOM	ADJ
اِمتیازی	distinctive	اِمتیازی	distinctive	ADJ;NOM	ADJ
اِمتیازی	distinguished	اِمتیازی	distinguished	ADJ;NOM	ADJ
امراض	diseases	مرض	disease	N;NOM;MASC;PL;3	N;PL
امراض	ailments	مرض	ailment	N;NOM;MASC;PL;3	N;PL
امریکی	american	امریکی	american	ADJ	ADJ
املا	paint	املا	paint	N;NOM;MASC;SG;3	N;SG
امن	security	امن	security	N;NOM;MASC;SG;3	N;SG
امن	tranquillity	امن	tranquillity	N;NOM;MASC;SG;3	N;SG
امن	peace	امن	peace	N;NOM;MASC;SG;3	N;SG
امن	safety	امن	safety	N;NOM;MASC;SG;3	N;SG
اُمنڈنا	rise	اُمنڈنا	rise	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اموات	deaths	موت	death	N;NOM;MASC;PL;3	N;PL
اموال	goods	اموال	goods	N;NOM;MASC;PL;3	N;PL
اموال	riches	اموال	rich	N;NOM;MASC;PL;3	N;PL
اموال	possessions	اموال	possession	N;NOM;MASC;PL;3	N;PL
امیدوار	applicant	امیدوار	applicant	N;NOM;MASC;SG;3	N;SG
امیدوار	candidate	امیدوار	candidate	N;NOM;MASC;SG;3	N;SG
امیدوار	applicant	امیدوار	applicant	N;NOM;MASC;SG;3	N;SG
امیدواری	candidacy	امیدواری	candidacy	N;NOM;MASC;SG;3	N;SG
امیر	wealthy	امیر	wealthy	ADJ	ADJ
امیرانہ	stately	امیرانہ	stately	ADJ	ADJ
امیرانہ	luxurious	امیرانہ	luxurious	ADJ	ADJ
امیرانہ	stately	امیرانہ	stately	ADJ	ADJ
امیرانہ	grand	امیرانہ	grand	ADJ	ADJ
امیرانہ	luxurious	امیرانہ	luxurious	ADJ	ADJ
اُن	him	وہ	he	PRO;ACC;SG;3	PRO;ACC;MASC;SG;3
اناج	food	اناج	food	N;NOM;MASC;SG;3	N;SG
اناج	cereal	اناج	cereal	N;NOM;MASC;SG;3	N;SG
اناج	grain	اناج	grain	N;NOM;MASC;SG;3	N;SG
اناڑی	inexperienced	اناڑی	inexperienced	ADJ	ADJ
اناڑی	clumsy	اناڑی	clumsy	ADJ	ADJ
اِنتخابی	electoral	اِنتخابی	electoral	ADJ	ADJ
اِنتصاباً	vertically	اِنتصاباً	vertically	ADV	ADV
اِنتصابی	vertical	اِنتصابی	vertical	ADJ	ADJ
اِنتظاری	expectation	اِنتظاری	expectation	N;NOM;MASC;SG;3	N;SG
اِنتظام	system	اِنتظام	system	N;NOM;MASC;SG;3	N;SG
اِنتظام	organization	اِنتظام	organization	N;NOM;MASC;SG;3	N;SG
اِنتظام	method	اِنتظام	method	N;NOM;MASC;SG;3	N;SG
اِنتظام	management	اِنتظام	management	N;NOM;MASC;SG;3	N;SG
اِنتظام	procedure	اِنتظام	procedure	N;NOM;MASC;SG;3	N;SG
اِنتظام	regulation	اِنتظام	regulation	N;NOM;MASC;SG;3	N;SG
اِنتظام	administration	اِنتظام	administration	N;NOM;MASC;SG;3	N;SG
اِنتظام	disposition	اِنتظام	disposition	N;NOM;MASC;SG;3	N;SG
اِنتظام	arrangement	اِنتظام	arrangement	N;NOM;MASC;SG;3	N;SG
انتہاپسندی	extremism	انتہاپسندی	extremism	N;NOM;MASC;SG;3	N;SG
انٹوچنا	seize	انٹوچنا	seize	V;SG;NFIN;ACT	V;IMP;FIN
انٹوچنا	grab	انٹوچنا	grab	V;SG;NFIN;ACT	V;IMP;FIN
انٹوچنا	capture	انٹوچنا	capture	V;SG;NFIN;ACT	V;IMP;FIN
انٹی	wealth	انٹی	wealth	N;NOM;MASC;SG;3	N;SG
انٹی	money	انٹی	money	N;NOM;MASC;SG;3	N;SG
انٹی	coil	انٹی	coil	N;NOM;MASC;SG;3	N;SG
انجام	result	انجام	result	N;NOM;MASC;SG;3	N;SG
انجام	aftermath	انجام	aftermath	N;NOM;MASC;SG;3	N;SG
انجام	end	انجام	end	N;NOM;MASC;SG;3	N;SG
انجام	termination	انجام	termination	N;NOM;MASC;SG;3	N;SG
انجام	fate	انجام	fate	N;NOM;MASC;SG;3	N;SG
انجام	conclusion	انجام	conclusion	N;NOM;MASC;SG;3	N;SG
انجام	completion	انجام	completion	N;NOM;MASC;SG;3	N;SG
اِنحصار	blockade	اِنحصار	blockade	N;NOM;MASC;SG;3	N;SG
اِنحصار	limitation	اِنحصار	limitation	N;NOM;MASC;SG;3	N;SG
اِنحصار	siege	اِنحصار	siege	N;NOM;MASC;SG;3	N;SG
اِنحصار	restriction	اِنحصار	restriction	N;NOM;MASC;SG;3	N;SG
اِنحصار	dependence	اِنحصار	dependence	N;NOM;MASC;SG;3	N;SG
انداز	state	انداز	state	N;NOM;MASC;SG;3	N;SG
انداز	condition	انداز	condition	N;NOM;MASC;SG;3	N;SG
انداز	mannerism	انداز	mannerism	N;NOM;MASC;SG;3	N;SG
انداز	attitude	انداز	attitude	N;NOM;MASC;SG;3	N;SG
انداز	intention	انداز	intention	N;NOM;MASC;SG;3	N;SG
انداز	state	انداز	state	N;NOM;MASC;SG;3	N;SG
انداز	condition	انداز	condition	N;NOM;MASC;SG;3	N;SG
انداز	mannerism	انداز	mannerism	N;NOM;MASC;SG;3	N;SG
انداز	attitude	انداز	attitude	N;NOM;MASC;SG;3	N;SG
انداز	intention	انداز	intention	N;NOM;MASC;SG;3	N;SG
انداز	style	انداز	style	N;NOM;MASC;SG;3	N;SG
اندازاً	approximately	اندازاً	approximately	ADV	ADV
اندازاً	about	اندازاً	about	ADV	ADV
اندازاً	nearly	اندازاً	nearly	ADV	ADV
اندازہ	measurement	اندازہ	measurement	N;NOM;MASC;SG;3	N;SG
اندازہ	valuation	اندازہ	valuation	N;NOM;MASC;SG;3	N;SG
اندازہ	evaluation	اندازہ	evaluation	N;NOM;MASC;SG;3	N;SG
اندازہ	style	اندازہ	style	N;NOM;MASC;SG;3	N;SG
اندازہ	assessment	اندازہ	assessment	N;NOM;MASC;SG;3	N;SG
اندازہ	calculation	اندازہ	calculation	N;NOM;MASC;SG;3	N;SG
اندازہ	measurement	اندازہ	measurement	N;NOM;MASC;SG;3	N;SG
اندازہ	valuation	اندازہ	valuation	N;NOM;MASC;SG;3	N;SG
اندازہ	estimate	اندازہ	estimate	N;NOM;MASC;SG;3	N;SG
اندازہ	evaluation	اندازہ	evaluation	N;NOM;MASC;SG;3	N;SG
اندازہ	style	اندازہ	style	N;NOM;MASC;SG;3	N;SG
اندازہ	assessment	اندازہ	assessment	N;NOM;MASC;SG;3	N;SG
اندازہ	calculation	اندازہ	calculation	N;NOM;MASC;SG;3	N;SG
اندام	stature	اندام	stature	N;NOM;MASC;SG;3	N;SG
اندام	body	اندام	body	N;NOM;MASC;SG;3	N;SG
اندوہ	sorrow	اندوہ	sorrow	N;NOM;MASC;SG;3	N;SG
اندیشہ	doubt	اندیشہ	doubt	N;NOM;MASC;SG;3	N;SG
اندیشہ	suspicion	اندیشہ	suspicion	N;NOM;MASC;SG;3	N;SG
اندیشہ	care	اندیشہ	care	N;NOM;MASC;SG;3	N;SG
اندیشہ	apprehension	اندیشہ	apprehension	N;NOM;MASC;SG;3	N;SG
اندیشہ	anxiety	اندیشہ	anxiety	N;NOM;MASC;SG;3	N;SG
اندیشہ	doubt	اندیشہ	doubt	N;NOM;MASC;SG;3	N;SG
اندیشہ	suspicion	اندیشہ	suspicion	N;NOM;MASC;SG;3	N;SG
اندیشہ	concern	اندیشہ	concern	N;NOM;MASC;SG;3	N;SG
اندیشہ	care	اندیشہ	care	N;NOM;MASC;SG;3	N;SG
اندیشہ	apprehension	اندیشہ	apprehension	N;NOM;MASC;SG;3	N;SG
اندیشہ	anxiety	اندیشہ	anxiety	N;NOM;MASC;SG;3	N;SG
اندھا	rash	اندھا	rash	N;NOM;MASC;SG;3	N;SG
اندھیر	inequity	اندھیر	inequity	N;NOM;MASC;SG;3	N;SG
اندھیر	catastrophe	اندھیر	catastrophe	N;NOM;MASC;SG;3	N;SG
اندھیر	injustice	اندھیر	injustice	N;NOM;MASC;SG;3	N;SG
اندھیر	disorder	اندھیر	disorder	N;NOM;MASC;SG;3	N;SG
اندھیر	affliction	اندھیر	affliction	N;NOM;MASC;SG;3	N;SG
اندھیر	darkness	اندھیر	darkness	N;NOM;MASC;SG;3	N;SG
اندھیر	calamity	اندھیر	calamity	N;NOM;MASC;SG;3	N;SG
اندھیر	tyranny	اندھیر	tyranny	N;NOM;MASC;SG;3	N;SG
انڈا	testicle	انڈا	testicle	N;NOM;MASC;SG;3	N;SG
انڈا	egg	انڈا	egg	N;NOM;MASC;SG;3	N;SG
اِنصاف	equity	اِنصاف	equity	N;NOM;MASC;SG;3	N;SG
اِنصاف	justice	اِنصاف	justice	N;NOM;MASC;SG;3	N;SG
اِنصاف	impartiality	اِنصاف	impartiality	N;NOM;MASC;SG;3	N;SG
اِنصاف	law	اِنصاف	law	N;NOM;MASC;SG;3	N;SG
اِنضباطی	disciplinary	اِنضباطی	disciplinary	ADJ	ADJ
