the	το	the	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
required	απαιτούμενος	require	απαιτούμενος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
required	απαιτούμενο	require	απαιτούμενος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
regular	τακτική	regular	τακτικός	ADJ	ADJ;NOM;FEM;SG
regular	κανονική	regular	κανονικός	ADJ	ADJ;NOM;FEM;SG
regular	κανονικός	regular	κανονικός	ADJ	ADJ;NOM;MASC;SG
regular	κανονικό	regular	κανονικός	ADJ	ADJ;NOM;NEUT;SG
commercial	εμπορική	commercial	εμπορικός	ADJ	ADJ;NOM;FEM;SG
cities	πόλεων	city	πόλη	N;PL	N;GEN;FEM;PL
cities	πόλεις	city	πόλη	N;PL	N;NOM;FEM;PL
contains	περιέχει	contain	περιέχω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
trade	εμπορίου	trade	εμπόριο	N;SG	N;GEN;NEUT;SG
trade	ανταλλαγή	trade	ανταλλαγή	N;SG	N;NOM;FEM;SG
trade	εμπόριο	trade	εμπόριο	N;SG	N;NOM;NEUT;SG
degree	πτυχίο	degree	πτυχίο	N;SG	N;NOM;NEUT;SG
degree	βαθμός	degree	βαθμός	N;SG	N;NOM;MASC;SG
birth	γέννησης	birth	γέννηση	N;SG	N;GEN;FEM;SG
birth	γέννηση	birth	γέννηση	N;SG	N;ACC;FEM;SG
birth	γέννα	birth	γέννα	N;SG	N;NOM;FEM;SG
finished	τελειώσει	finish	τελειώνω	V;PST;V.PTCP	V;PFV;NFIN;ACT
finished	τελείωσα	finish	τελειώνω	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
access	πρόσβαση	access	πρόσβαση	N;SG	N;ACC;FEM;SG
prior	ηγούμενος	prior	ηγούμενος	ADJ	ADJ;NOM;MASC;SG
seasons	εποχές	season	εποχή	N;PL	N;NOM;FEM;PL
journal	ημερολόγιο	journal	ημερολόγιο	N;SG	N;NOM;NEUT;SG
beginning	αρχή	beginning	αρχή	N;SG	N;NOM;FEM;SG
software	λογισμικό	software	λογισμικός	N;SG	N;NOM;NEUT;SG
famous	διάσημη	famous	διάσημος	ADJ	ADJ;NOM;FEM;SG
religious	θρησκευτική	religious	θρησκευτικός	ADJ	ADJ;NOM;FEM;SG
religious	θρησκευτικές	religious	θρησκευτικός	ADJ	ADJ;NOM;FEM;PL
religious	θρησκευτικό	religious	θρησκευτικός	ADJ	ADJ;NOM;NEUT;SG
hours	ώρες	hour	ώρα	N;PL	N;NOM;FEM;PL
hours	ωρες	hour	ωρα	N;PL	N;NOM;FEM;PL
running	τρέξιμο	running	τρέξιμο	N;SG	N;NOM;NEUT;SG
brought	έφερε	bring	φέρω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
missing	αγνοούμενος	missing	αγνοούμενος	ADJ	ADJ;NOM;MASC;SG
structure	διάρθρωση	structure	διάρθρωση	N;SG	N;ACC;FEM;SG
structure	δομή	structure	δομή	N;SG	N;NOM;FEM;SG
rural	αγροτικές	rural	αγροτικός	ADJ	ADJ;NOM;FEM;PL
rural	αγροτική	rural	αγροτικός	ADJ	ADJ;NOM;FEM;SG
rural	αγροτικός	rural	αγροτικός	ADJ	ADJ;NOM;MASC;SG
remained	παρέμενε	remain	παραμένω	V;IND;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
remained	παρέμειναν	remain	παραμένω	V;IND;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
remained	παρέμεινε	remain	παραμένω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
decision	αποφαση	decision	αποφαση	N;SG	N;NOM;FEM;SG
decision	απόφαση	decision	απόφαση	N;SG	N;NOM;FEM;SG
certain	ορισμένες	certain	ορισμένος	ADJ	ADJ;NOM;FEM;PL
minutes	λεπτα	minute	λέπτα	N;PL	N
whole	ολόκληρη	whole	ολόκληρος	ADJ	ADJ;NOM;FEM;SG
whole	ολόκληρο	whole	ολόκληρος	ADJ	ADJ;NOM;NEUT;SG
lord	άρχοντα	lord	άρχω	N;SG	N;ACC;MASC;SG
decided	αποφασίστηκε	decide	αποφασίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
decided	αποφάσισε	decide	αποφασίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
decided	αποφάσισαν	decide	αποφασίζω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
operations	πράξεις	operation	πράξη	N;PL	N;NOM;FEM;PL
function	συνάρτηση	function	συνάρτηση	N;SG	N;ACC;FEM;SG
function	λειτουργία	function	λειτουργία	N;SG	N;ACC;FEM;SG
assembly	συναρμολόγηση	assembly	συναρμολόγηση	N;SG	N;NOM;FEM;SG
assembly	συνέλευση	assembly	συνέλευση	N;SG	N;NOM;FEM;SG
security	ασφάλεια	security	ασφάλεια	N;SG	N;NOM;FEM;SG
security	ασφαλείας	security	ασφάλεια	N;SG	N;GEN;FEM;SG
uses	χρησιμοποιεί	use	χρησιμοποιώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
operation	επιχειρηση	operation	επιχειρηση	N;SG	N;ACC;FEM;SG
operation	εγχείρηση	operation	εγχείρηση	N;SG	N;ACC;FEM;SG
operation	λειτουργία	operation	λειτουργία	N;SG	N;ACC;FEM;SG
operation	επιχείρηση	operation	επιχείρηση	N;SG	N;ACC;FEM;SG
call	κλήση	call	κλήση	N;SG	N;NOM;FEM;SG
successful	επιτυχής	successful	επιτυχής	ADJ	ADJ;NOM;FEM;SG
successful	επιτυχημένος	successful	επιτυχημένος	ADJ	ADJ;NOM;MASC;SG
legal	νόμιμη	legal	νόμιμος	ADJ	ADJ;NOM;FEM;SG
legal	νομικός	legal	νομικός	ADJ	ADJ;NOM;MASC;SG
legal	νομικό	legal	νομικός	ADJ	ADJ;NOM;NEUT;SG
legal	νομική	legal	νομικός	ADJ	ADJ;NOM;FEM;SG
jewish	εβραίοι	jewish	εβραίος	ADJ	ADJ;NOM;MASC;PL
jewish	εβραίος	jewish	εβραίος	ADJ	ADJ;NOM;MASC;SG
jewish	εβραϊκό	jewish	εβραϊκός	ADJ	ADJ;NOM;NEUT;SG
staff	προσωπικό	staff	προσωπικό	N;SG	N;NOM;NEUT;SG
goal	στόχο	goal	στόχος	N;SG	N;ACC;MASC;SG
agree	συμφωνούν	agree	συμφωνώ	V;IND;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
agree	συμφωνώ	agree	συμφωνώ	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
bad	κακός	bad	κακός	ADJ	ADJ;NOM;MASC;SG
bad	κακό	bad	κακός	ADJ	ADJ;NOM;NEUT;SG
bad	κακή	bad	κακός	ADJ	ADJ;NOM;FEM;SG
populated	κατοικημένες	populate	κατοικημένος	V;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
nature	φύση	nature	φύση	N;SG	N;NOM;FEM;SG
nature	φυση	nature	φυση	N;SG	N;NOM;FEM;SG
allowed	επιτρεπόμενη	allow	επιτρεπόμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
mount	όρος	mount	όρος	N;SG	N;NOM;MASC;SG
calculated	υπολογιζόμενη	calculate	υπολογιζόμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
calculated	υπολογιζόμενο	calculate	υπολογιζόμενος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
structures	δομές	structure	δομή	N;PL	N;NOM;FEM;PL
structures	κατασκευές	structure	κατασκευή	N;PL	N;NOM;FEM;PL
structures	διαρθρώσεις	structure	διάρθρωση	N;PL	N;NOM;FEM;PL
hard	δύσκολο	hard	δύσκολος	ADJ	ADJ;NOM;NEUT;SG
hard	σκληρός	hard	σκληρός	ADJ	ADJ;NOM;MASC;SG
hard	σκληρό	hard	σκληρός	ADJ	ADJ;NOM;NEUT;SG
hard	σκληρή	hard	σκληρός	ADJ	ADJ;NOM;FEM;SG
saying	λέγοντας	say	λέγω	V;V.MSDR	V;IPFV;V.CVB;ACT
manager	διαχειριστής	manager	διαχειριστής	N;SG	N;NOM;MASC;SG
manager	διευθυντής	manager	διευθυντής	N;SG	N;NOM;MASC;SG
earlier	νωρίτερα	earlier	νωρίς	ADV	ADV;CMPR
elections	εκλογές	election	εκλογή	N;PL	N;NOM;FEM;PL
box	κουτί	box	κουτί	N;SG	N;NOM;NEUT;SG
box	κιβώτιο	box	κιβώτιος	N;SG	N;NOM;NEUT;SG
lines	ατάκες	line	ατάκα	N;PL	N;NOM;FEM;PL
lines	γραμμές	line	γραμμή	N;PL	N;NOM;FEM;PL
democratic	δημοκρατικός	democratic	δημοκρατικός	ADJ	ADJ;NOM;MASC;SG
democratic	δημοκρατικό	democratic	δημοκρατικός	ADJ	ADJ;NOM;NEUT;SG
democratic	δημοκρατική	democratic	δημοκρατικός	ADJ	ADJ;NOM;FEM;SG
success	επιτυχία	success	επιτυχία	N;SG	N;NOM;FEM;SG
traditional	παραδοσιακό	traditional	παραδοσιακός	ADJ	ADJ;NOM;NEUT;SG
traditional	παραδοσιακή	traditional	παραδοσιακός	ADJ	ADJ;NOM;FEM;SG
traditional	παραδοσιακές	traditional	παραδοσιακός	ADJ	ADJ;NOM;FEM;PL
traditional	παραδοσιακός	traditional	παραδοσιακός	ADJ	ADJ;NOM;MASC;SG
rest	ξεκούραση	rest	ξεκούραση	N;SG	N;NOM;FEM;SG
rest	ανάπαυση	rest	ανάπαυση	N;SG	N;ACC;FEM;SG
highway	αυτοκινητόδρομος	highway	αυτοκινητόδρομος	N;SG	N;NOM;MASC;SG
highway	λεωφόρος	highway	λεωφόρος	N;SG	N;NOM;FEM;SG
highway	αυτοκινητόδρομο	highway	αυτοκινητόδρομος	N;SG	N;NOM;MASC;SG
matter	ύλη	matter	ύλος	N;SG	N;NOM;FEM;SG
particularly	ιδιαίτερα	particularly	ιδιαίτερα	ADV	ADV
wide	πλατιά	wide	πλατιά	ADJ	ADJ;NOM;FEM;PL
month	μήνα	month	μήνας	N;SG	N;ACC;MASC;SG
month	μήνας	month	μήνας	N;SG	N;NOM;MASC;SG
care	φροντίδα	care	φροντίδα	N;SG	N;NOM;FEM;SG
admin	διαχειριστής	admin	διαχειριστής	N;SG	N;NOM;MASC;SG
admin	διαχειριστή	admin	διαχειριστής	N;SG	N;NOM;FEM;SG
cultural	πολιτιστικός	cultural	πολιτιστικός	ADJ	ADJ;NOM;MASC;SG
cultural	πολιτιστικό	cultural	πολιτιστικός	ADJ	ADJ;NOM;NEUT;SG
cultural	πολιτιστική	cultural	πολιτιστικός	ADJ	ADJ;NOM;FEM;SG
commission	προμήθεια	commission	προμήθεια	N;SG	N;NOM;FEM;SG
commission	επιτροπή	commission	επιτροπή	N;SG	N;NOM;FEM;SG
commission	επιτροπη	commission	επιτροπος	N;SG	N;NOM;FEM;SG
plan	πλάνο	plan	πλάνο	N;SG	N;NOM;NEUT;SG
plan	σχέδιο	plan	σχέδιο	N;SG	N;NOM;NEUT;SG
practice	ιατρείο	practice	ιατρείο	N;SG	N;NOM;NEUT;SG
practice	εξάσκηση	practice	εξάσκηση	N;SG	N;ACC;FEM;SG
practice	προπόνηση	practice	προπόνηση	N;SG	N;ACC;FEM;SG
command	διοίκηση	command	διοίκηση	N;SG	N;ACC;FEM;SG
command	εντολή	command	εντολή	N;SG	N;ACC;FEM;SG
nomination	υποψηφιότητα	nomination	υποψηφιότητα	N;SG	N;ACC;FEM;SG
nomination	διορισμός	nomination	διορισμός	N;SG	N;NOM;MASC;SG
parties	κόμματα	party	κόμμα	N;PL	N;NOM;NEUT;PL
parties	μέρη	party	μέρος	N;PL	N;NOM;NEUT;PL
anyone	οποιονδήποτε	anyone	οποιοσδήποτε	PRO;SG	PRO;ACC;MASC;SG;3
anyone	οποιοσδήποτε	anyone	οποιοσδήποτε	PRO;SG	PRO;NOM;MASC;SG;3
overlaps	επικαλύψεις	overlap	επικάλυψη	N;PL	N;NOM;FEM;PL
approximately	περίπου	approximately	περίπου	ADV	ADV
master	αφέντη	master	αφήντης	N;SG	N;ACC;MASC;SG
noted	σημειώθηκε	note	σημειώνω	V;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
noted	σημείωσε	note	σημειώνω	V;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
stop	σταματήστε	stop	σταματώ	V;IMP;FIN	V;PFV;IMP;PL;2;FIN;ACT
feature	χαρακτηριστικό	feature	χαρακτηριστικός	N;SG	N;NOM;NEUT;SG
engine	κινητήρας	engine	κινητήρας	N;SG	N;NOM;MASC;SG
engine	κινητήρα	engine	κινητήρας	N;SG	N;ACC;MASC;SG
engine	μηχανή	engine	μηχανή	N;SG	N;NOM;FEM;SG
response	ανταπόκριση	response	ανταπόκριση	N;SG	N;ACC;FEM;SG
response	απόκριση	response	απόκριση	N;SG	N;ACC;FEM;SG
response	αντίδραση	response	αντίδραση	N;SG	N;ACC;FEM;SG
needed	χρειαζόταν	need	χρειάζομαι	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;PASS
experience	εμπειρία	experience	εμπειρία	N;SG	N;ACC;FEM;SG
experience	πείρα	experience	πείρα	N;SG	N;NOM;FEM;SG
engineering	μηχανοστάσιο	engineering	μηχανοστάσιο	N;SG	N;NOM;NEUT;SG
separate	χωριστή	separate	χωριστής	ADJ	ADJ;NOM;FEM;SG
takes	παίρνει	take	παίρνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
secretary	γραμματέας	secretary	γραμματέας	N;SG	N;NOM;MASC;SG
secretary	γραμματέα	secretary	γραμματέας	N;SG	N;ACC;MASC;SG
recording	εγγραφή	recording	εγγραφή	N;SG	N;NOM;FEM;SG
recording	καταγραφή	recording	καταγραφή	N;SG	N;ACC;FEM;SG
recording	ηχογράφηση	recording	ηχογράφηση	N;SG	N;ACC;FEM;SG
rules	κανόνες	rule	κανόνας	N;PL	N;NOM;MASC;PL
uploaded	ανέβηκαν	upload	αναβέκω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
uploaded	ανέβηκε	upload	αναβέκω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
uploaded	ανέβασε	upload	αναβάζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
trying	προσπαθώντας	try	προσπαθώ	V;V.MSDR	V;IPFV;V.CVB;ACT
trying	προσπαθεί	try	προσπαθώ	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
youth	νιότη	youth	νιότης	N;SG	N;ACC;FEM;SG
youth	νεολαία	youth	νεολαία	N;SG	N;NOM;FEM;SG
youth	νεότητα	youth	νεότητα	N;SG	N;NOM;FEM;SG
houses	σπίτια	house	σπίτι	N;PL	N;NOM;NEUT;PL
heart	καρδιά	heart	καρδιός	N;SG	N;NOM;FEM;SG
heart	καρδία	heart	καρδία	N;SG	N;ACC;FEM;SG
heart	καρδια	heart	καρδι	N;SG	N;ACC;FEM;SG
room	δωμάτιο	room	δωμάτιο	N;SG	N;NOM;NEUT;SG
stone	πέτρα	stone	πέτρο	N;SG	N;NOM;FEM;SG
drama	δράμα	drama	δράμα	N;SG	N;NOM;NEUT;SG
scores	βαθμολογίες	score	βαθμολογία	N;PL	N;NOM;FEM;PL
dead	νεκροί	dead	νεκρός	ADJ	ADJ;NOM;MASC;PL
dead	νεκρός	dead	νεκρός	ADJ	ADJ;NOM;MASC;SG
key	κλειδί	key	κλειδί	N;SG	N;NOM;NEUT;SG
key	πλήκτρο	key	πλήκτρο	N;SG	N;NOM;NEUT;SG
key	κλείδα	key	κλείδα	N;SG	N;NOM;FEM;SG
shot	βολή	shot	βολή	N;SG	N;ACC;FEM;SG
shot	πυροβολισμός	shot	πυροβολισμός	N;SG	N;NOM;MASC;SG
occupation	κατοχή	occupation	κατοχή	N;SG	N;ACC;FEM;SG
occupation	επάγγελμα	occupation	επάγγελμα	N;SG	N;NOM;NEUT;SG
executive	εκτελεστική	executive	εκτελεστικός	ADJ	ADJ;NOM;FEM;SG
executive	εκτελεστικό	executive	εκτελεστικός	ADJ	ADJ;NOM;NEUT;SG
plant	φυτό	plant	φυτό	N;SG	N;NOM;NEUT;SG
plant	εργοστάσιο	plant	εργοστάσιο	N;SG	N;NOM;NEUT;SG
promoted	προωθήθηκε	promote	προωθώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
villages	χωριά	village	χωριό	N;PL	N;NOM;NEUT;PL
villages	χωριών	village	χώρα	N;PL	N;GEN;FEM;PL
languages	γλώσσες	language	γλώσσα	N;PL	N;NOM;FEM;PL
internet	διαδίκτυο	internet	διαδίκτυο	N;SG	N;NOM;NEUT;SG
internet	ιντερνετ	internet	ιντερνετ	N;SG	N;NOM;NEUT;SG
covered	καλυμμένη	cover	καλύμμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
mostly	κυρίως	mostly	κυρίως	ADV	ADV
mostly	κυριως	mostly	κυριως	ADV	ADV
numerous	πολυάριθμες	numerous	πολύαριθμος	ADJ	ADJ;NOM;FEM;PL
numerous	πολυάριθμα	numerous	πολυάριθμος	ADJ	ADJ;NOM;NEUT;PL
ancient	αρχαίος	ancient	αρχαίος	ADJ	ADJ;NOM;MASC;SG
ancient	αρχαίο	ancient	αρχαίος	ADJ	ADJ;NOM;NEUT;SG
ancient	αρχαία	ancient	αρχαίος	ADJ	ADJ;NOM;FEM;SG
attempt	προσπάθεια	attempt	προσπάθεια	N;SG	N;NOM;FEM;SG
attempt	απόπειρα	attempt	απόπειρα	N;SG	N;NOM;FEM;SG
property	ακίνητο	property	ακίνητος	N;SG	N;NOM;NEUT;SG
property	ιδιοκτησία	property	ιδιοκτησία	N;SG	N;ACC;FEM;SG
property	ιδιότητα	property	ιδιότητα	N;SG	N;ACC;FEM;SG
programs	προγράμματα	program	πρόγραμμα	N;PL	N;NOM;NEUT;PL
picture	φωτογραφια	picture	φωτογραφια	N;SG	N;NOM;FEM;SG
picture	φωτογραφία	picture	φωτογραφία	N;SG	N;ACC;FEM;SG
picture	εικόνα	picture	εικόνα	N;SG	N;NOM;FEM;SG
finally	τελικά	finally	τελικά	ADV	ADV
finally	τέλος	finally	τέλος	ADV	ADV
finally	επιτέλους	finally	επιτέλους	ADV	ADV
ships	σκάφη	ship	σκάφος	N;PL	N;NOM;NEUT;PL
ships	πλοία	ship	πλοίο	N;PL	N;NOM;NEUT;PL
ships	καράβια	ship	καράβιος	N;PL	N;NOM;NEUT;PL
fiction	μυθιστόρημα	fiction	μυθιστόρημα	N;SG	N;NOM;NEUT;SG
fiction	φαντασία	fiction	φαντασία	N;SG	N;NOM;FEM;SG
looking	ψάχνει	look	ψάχνω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
secondary	δευτεροβάθμια	secondary	δευτεροβάθμιος	ADJ	ADJ;NOM;FEM;SG
secondary	δευτερεύουσα	secondary	δευτερεύουσα	ADJ	ADJ;NOM;FEM;SG
nations	εθνών	nation	εθνό	N;PL	N;GEN;NEUT;PL
nations	έθνη	nation	έθνος	N;PL	N;NOM;NEUT;PL
majority	πλειοψηφία	majority	πλειοψηφία	N;SG	N;NOM;FEM;SG
majority	πλειονότητα	majority	πλειονότητα	N;SG	N;NOM;FEM;SG
annual	ετήσιες	annual	ετήσιος	ADJ	ADJ;NOM;FEM;PL
annual	ετήσια	annual	ετήσιος	ADJ	ADJ;NOM;FEM;SG
annual	ετήσιος	annual	ετήσιος	ADJ	ADJ;NOM;MASC;SG
digital	ψηφιακό	digital	ψηφιακός	ADJ	ADJ;NOM;NEUT;SG
digital	ψηφιακή	digital	ψηφιακός	ADJ	ADJ;NOM;FEM;SG
digital	ψηφιακές	digital	ψηφιακός	ADJ	ADJ;NOM;FEM;PL
mission	αποστολή	mission	αποστολή	N;SG	N;NOM;FEM;SG
lived	έζησα	live	έζησα	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
lived	έζησε	live	φήνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
lived	έζησαν	live	χάνω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
lived	ζούσε	live	ζωύνω	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
seat	κάθισμα	seat	κάθισμα	N;SG	N;NOM;NEUT;SG
seat	έδρα	seat	έδρα	N;SG	N;NOM;FEM;SG
profile	προφιλ	profile	προφιλ	N;SG	N;NOM;NEUT;SG
profile	προφίλ	profile	προφίλ	N;SG	N;ACC;NEUT;SG
dance	χορός	dance	χορός	N;SG	N;NOM;MASC;SG
dance	χορό	dance	χορό	N;SG	N;ACC;MASC;SG
prize	έπαθλο	prize	έπαθλος	N;SG	N;NOM;NEUT;SG
prize	βραβείο	prize	βραβείο	N;SG	N;NOM;NEUT;SG
doing	κάνοντας	do	κάνω	V;V.MSDR	V;IPFV;V.CVB;ACT
port	λιμάνι	port	λιμάνι	N;SG	N;NOM;NEUT;SG
port	λιμένας	port	λιμένα	N;SG	N;NOM;MASC;SG
port	θύρα	port	θύρα	N;SG	N;NOM;FEM;SG
castle	καστρο	castle	καστρο	N;SG	N;NOM;NEUT;SG
pass	περάσει	pass	περνώ	V;IMP;FIN	V;PFV;NFIN;ACT
transport	μεταφορά	transport	μεταφορά	N;SG	N;NOM;FEM;SG
organizations	οργανώσεις	organization	οργάνωση	N;PL	N;NOM;FEM;PL
organizations	οργανισμοί	organization	οργανισμός	N;PL	N;NOM;MASC;PL
ratio	αναλογία	ratio	αναλογία	N;SG	N;ACC;FEM;SG
recently	πρόσφατα	recently	πρόσφατα	ADV	ADV
recently	προσφάτως	recently	προσφάτως	ADV	ADV
fall	φθινόπωρο	fall	φθινόπωρος	N;SG	N;NOM;NEUT;SG
fall	πτώση	fall	πτώση	N;SG	N;ACC;FEM;SG
global	παγκόσμια	global	παγκόσμιος	ADJ	ADJ;NOM;FEM;SG
global	παγκόσμιο	global	παγκόσμιος	ADJ	ADJ;NOM;NEUT;SG
era	εποχή	era	εποχή	N;SG	N;ACC;FEM;SG
wing	πτέρυγα	wing	πτέρυγα	N;SG	N;NOM;FEM;SG
wing	φτερό	wing	φτερός	N;SG	N;NOM;NEUT;SG
opinion	αποψη	opinion	αποψη	N;SG	N;NOM;FEM;SG
opinion	γνωμη	opinion	γνωμη	N;SG	N;VOC;FEM;SG
opinion	γνώμη	opinion	γνώμη	N;SG	N;ACC;FEM;SG
commander	διοικητής	commander	διοικητής	N;SG	N;NOM;MASC;SG
commander	διοικητή	commander	διοικητής	N;SG	N;ACC;MASC;SG
effect	αποτέλεσμα	effect	αποτέλεσμα	N;SG	N;ACC;NEUT;SG
effect	επίδραση	effect	επίδραση	N;SG	N;ACC;FEM;SG
opening	άνοιγμα	opening	άνοιγμα	N;SG	N;NOM;NEUT;SG
purpose	σκοπός	purpose	σκοπός	N;SG	N;NOM;MASC;SG
purpose	σκοπό	purpose	σκοπός	N;SG	N;ACC;MASC;SG
winter	χειμώνας	winter	χειμώνας	N;SG	N;NOM;MASC;SG
genus	γένος	genus	γένος	N;SG	N;NOM;NEUT;SG
genus	γένους	genus	γένος	N;SG	N;GEN;NEUT;SG
activities	δραστηριότητες	activity	δραστηριότητα	N;PL	N;NOM;FEM;PL
met	γνωρίσει	meet	γνωρίζω	V;PST;V.PTCP	V;PFV;NFIN;ACT
income	εισόδημα	income	εισόδημα	N;SG	N;NOM;NEUT;SG
income	εισοδήματος	income	εισόδημα	N;SG	N;GEN;NEUT;SG
older	μεγαλύτερος	older	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
older	μεγαλύτερη	older	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
older	μεγαλύτερο	older	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
older	παλαιότερη	older	παλιός	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
peak	κορύφωση	peak	κορύφωση	N;SG	N;ACC;FEM;SG
peak	κορυφή	peak	κορυφή	N;SG	N;ACC;FEM;SG
peak	αιχμή	peak	αιχμή	N;SG	N;NOM;FEM;SG
lack	έλλειψη	lack	έλλειψη	N;SG	N;NOM;FEM;SG
complex	συγκρότημα	complex	συγκρότημα	N;SG	N;NOM;NEUT;SG
academic	ακαδημαϊκή	academic	ακαδημαϊκός	ADJ	ADJ;NOM;FEM;SG
stars	άστρα	star	άστρα	N;PL	N;NOM;NEUT;PL
stars	αστέρια	star	αστέριος	N;PL	N;NOM;NEUT;PL
stars	αστεράκια	star	αστεράκιο	N;PL	N;NOM;NEUT;PL
accounts	λογαριασμοί	account	λογαριασμός	N;PL	N;NOM;MASC;PL
accounts	λογαριασμούς	account	λογαριασμός	N;PL	N;ACC;MASC;PL
asian	ασιατική	asian	ασιατικός	ADJ	ADJ;NOM;FEM;SG
asian	ασιατικό	asian	ασιατικός	ADJ	ADJ;NOM;NEUT;SG
asked	ρώτησε	ask	ρωτώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
asked	ζήτησε	ask	ζητώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
friends	φίλους	friend	φίλος	N;PL	N;NOM;MASC;PL
friends	φίλες	friend	φίλος	N;PL	N;NOM;FEM;PL
friends	φίλοι	friend	φίλος	N;PL	N;VOC;MASC;PL
friends	φιλοι	friend	φιλος	N;PL	N;NOM;MASC;PL
entry	είσοδος	entry	είσοδος	N;SG	N;NOM;FEM;SG
entry	εισόδου	entry	είσοδος	N;SG	N;GEN;FEM;SG
entry	καταχώρηση	entry	καταχώρηση	N;SG	N;ACC;FEM;SG
sense	αίσθηση	sense	αίσθηση	N;SG	N;ACC;FEM;SG
meaning	έννοια	meaning	έννοια	N;SG	N;NOM;FEM;SG
meaning	νόημα	meaning	νόημα	N;SG	N;NOM;NEUT;SG
actress	ηθοποιός	actress	ηθοποιός	N;SG	N;NOM;MASC;SG
actress	ηθοποιό	actress	ηθοποιός	N;SG	N;NOM;FEM;SG
map	χάρτη	map	χάρτης	N;SG	N;ACC;MASC;SG
map	χάρτης	map	χάρτης	N;SG	N;NOM;MASC;SG
rate	ρυθμός	rate	ρυθμός	N;SG	N;NOM;MASC;SG
rate	ποσοστό	rate	ποσοστό	N;SG	N;NOM;NEUT;SG
rate	συντελεστής	rate	συντελεστής	N;SG	N;NOM;MASC;SG
literature	φιλολογία	literature	φιλολογία	N;SG	N;NOM;FEM;SG
literature	λογοτεχνία	literature	λογοτεχνία	N;SG	N;NOM;FEM;SG
forest	δάσος	forest	δάσος	N;SG	N;NOM;NEUT;SG
voice	φωνή	voice	φωνή	N;SG	N;ACC;FEM;SG
voice	φωνη	voice	φωνη	N;SG	N;NOM;FEM;SG
justice	δικαιοσύνη	justice	δικαιοσύνη	N;SG	N;NOM;FEM;SG
justice	δικαιοσύνης	justice	δικαιοσύνη	N;SG	N;GEN;FEM;SG
champion	πρωταθλήτρια	champion	πρωταθλήτρια	N;SG	N;NOM;FEM;SG
champion	πρωταθλητής	champion	πρωταθλητής	N;SG	N;NOM;MASC;SG
champion	πρωταθλητή	champion	πρωταθλητής	N;SG	N;ACC;MASC;SG
numbers	αριθμοί	number	αριθμός	N;PL	N;NOM;MASC;PL
numbers	αριθμούς	number	αριθμός	N;PL	N;ACC;MASC;PL
