zijn	हैं	zijn	है	V;PL;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
beeld	मूर्तिकला	beeld	मूर्तिकला	N;NEUT;SG	N;NOM;FEM;SG;3
week	हफ्ते	week	हफ्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
week	सप्ताह	week	सप्ताह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
universal	यूनिवर्सल	universal	यूनिवर्सल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
huwelijk	शादी	huwelijk	शादी	N;NEUT;SG	N;NOM;FEM;SG;3
huwelijk	विवाह	huwelijk	विवाह	N;NEUT;SG	N;NOM;MASC;SG;3
huwelijk	शादी	huwelijk	शादी	N;NEUT;SG	N;NOM;FEM;SG;3
huwelijk	विवाह	huwelijk	विवाह	N;NEUT;SG	N;NOM;MASC;SG;3
uitgevoerd	चलाया	uitvoeren	चला	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
waarde	मूल्य	waarde	मूल्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sur	सुर	sur	सुर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beroep	अपील	beroep	अपील	N;NEUT;SG	N;NOM;FEM;SG;3
beroep	व्यवसाय	beroep	व्यवसाय	N;NEUT;SG	N;NOM;MASC;SG;3
beroep	वृत्ति	beroep	वृत्ति	N;NEUT;SG	N;NOM;FEM;SG;3
beroep	व्यवसायिक	beroep	व्यवसायिक	N;NEUT;SG	N;NOM;MASC;SG;3
belang	अहमियत	belang	अहमियत	N;NEUT;SG	N;NOM;FEM;SG;3
belang	महत्ता	belang	महत्ता	N;NEUT;SG	N;NOM;FEM;SG;3
belang	महत्व	belang	महत्व	N;NEUT;SG	N;NOM;MASC;SG;3
belang	रुचि	belang	रुचि	N;NEUT;SG	N;NOM;FEM;SG;3
belang	रूचि	belang	रूचि	N;NEUT;SG	N;NOM;FEM;SG;3
belang	ब्याज	belang	ब्याज	N;NEUT;SG	N;NOM;MASC;SG;3
productie	उत्पादन	productie	उत्पादन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geopend	खोला	openen	खोल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
geopend	खोली	openen	खोल	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
stellen	जोड़े	stellen	जोड़	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
editie	संस्करण	editie	संस्करण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
https	https	http	https	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oorspronkelijke	असली	oorspronkelijk	असली	ADJ	ADJ;NOM
viel	गिरी	vallen	गिर	V;SG;PST;FIN	V;PFV;FEM;SG;V.PTCP;ACT
licht	रोशनी	licht	रोशनी	N;NEUT;SG	N;NOM;FEM;SG;3
licht	लाइट	licht	लाइट	N;NEUT;SG	N;NOM;FEM;SG;3
licht	बत्ती	licht	बत्ती	N;NEUT;SG	N;NOM;FEM;SG;3
licht	रोशनी	licht	रोशनी	N;NEUT;SG	N;NOM;FEM;SG;3
stadion	स्टेडियम	stadion	स्टेडियम	N;NEUT;SG	N;NOM;MASC;SG;3
onze	हमारा	ons	हम	PRO;1	PRO;MASC;PL;1
onze	हमारे	ons	हम	PRO;1	PRO;MASC;PL;1
onze	हमारी	ons	हम	PRO;1	PRO;FEM;PL;1
contract	संविदा	contract	संविदा	N;NEUT;SG	N;NOM;MASC;SG;3
contract	अनुबंध	contract	अनुबंध	N;NEUT;SG	N;NOM;MASC;SG;3
grens	सीमा	grens	सीमा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
grens	सीमांत	grens	सीमांत	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grens	बॉर्डर	grens	बॉर्डर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grens	किनारा	grens	किनारा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grens	frontier	grens	frontier	N;MASC+FEM;SG	N;NOM;MASC;SG;3
minuten	मिनट्स	minuut	मिनट्स	N;PL	N;NOM;MASC;PL;3
kamer	कमरे	kamer	कमरा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kamer	रूम	kamer	रूम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aflevering	प्रकरण	aflevering	प्रकरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aflevering	एपिसोड	aflevering	एपिसोड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aflevering	एपीसोड	aflevering	एपीसोड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wet	कानून	wet	कानून	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wet	विधि	wet	विधि	N;MASC+FEM;SG	N;NOM;FEM;SG;3
opdracht	असाइनमेंट	opdracht	असाइनमेंट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opdracht	कार्यभार	opdracht	कार्यभार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opdracht	कमांड	opdracht	कमांड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
politiek	राजनीति	politiek	राजनीति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
politiek	पॉलिटिक्स	politiek	पॉलिटिक्स	N;MASC+FEM;SG	N;NOM;MASC;SG;3
politiek	राजनैतिक	politiek	राजनैतिक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
historische	ऐतिहासिक	historisch	ऐतिहासिक	ADJ	ADJ
historische	ऐतिहासिक	historisch	ऐतिहासिक	ADJ	ADJ
onderwijs	शिक्षा	onderwijs	शिक्षा	N;NEUT;SG	N;NOM;FEM;SG;3
competitie	प्रतिस्पर्धा	competitie	प्रतिस्पर्धा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
competitie	प्रतियोगिता	competitie	प्रतियोगिता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lokale	स्थानीय	lokaal	स्थानीय	ADJ	ADJ;NOM
rest	रेस्ट	rest	रेस्ट	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kunst	कला	kunst	कला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kunst	कला	kunst	कला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kunst	आर्ट	kunst	आर्ट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
strijd	लड़ाई	strijd	लड़ाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
strijd	युद्ध	strijd	युद्ध	N;MASC+FEM;SG	N;NOM;MASC;SG;3
strijd	संघर्ष	strijd	संघर्ष	N;MASC+FEM;SG	N;NOM;MASC;SG;3
strijd	झगडा	strijd	झगडा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
strijd	लड़ाई	strijd	लड़ाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
moderne	आधुनिक	modern	आधुनिक	ADJ	ADJ
directeur	निर्देशक	directeur	निर्देशक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
directeur	निदेशक	directeur	निदेशक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
druk	व्यस्त	druk	व्यस्त	ADJ	ADJ
stand	स्टैंड	stand	स्टैंड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bepaald	निर्धारित	bepaald	निर्धारित	ADJ	ADJ;NOM
status	स्टेटस	status	स्टेटस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
status	स्थिति	status	स्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
status	प्रस्थिति	status	प्रस्थिति	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beschouwd	समझी	beschouwen	समझ	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
beschouwd	माना	beschouwen	मान	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
ruimte	अंतरिक्ष	ruimte	अंतरिक्ष	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ruimte	जगह	ruimte	जगह	N;MASC+FEM;SG	N;NOM;FEM;SG;3
ruimte	स्पेस	ruimte	स्पेस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
encyclopedie	ज्ञानकोष	encyclopedie	ज्ञानकोष	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nummers	संख्याएँ	nummer	संख्या	N;PL	N;NOM;FEM;PL;3
nummers	गाने	nummer	गाना	N;PL	N;NOM;MASC;PL;3
nummers	गीत	nummer	गीत	N;PL	N;NOM;MASC;PL;3
nummers	गीतों	nummer	गीत	N;PL	N;ACC;MASC;PL;3
geld	मुद्रा	geld	मुद्रा	N;NEUT;SG	N;NOM;FEM;SG;3
geld	पैसा	geld	पैसा	N;NEUT;SG	N;NOM;MASC;SG;3
geld	धन	geld	धन	N;NEUT;SG	N;NOM;MASC;SG;3
woorden	शब्दों	woord	शब्द	N;PL	N;ACC;MASC;PL;3
woorden	लफ़्ज़ों	woord	लफंज़	N;PL	N;ACC;MASC;PL;3
kleur	रंग	kleur	रंग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleur	रंग	kleur	रंग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
live	लाइव	live	लाइव	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reclame	विज्ञापन	reclame	विज्ञापन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reclame	विज्ञापन	reclame	विज्ञापन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reclame	विज्ञापन	reclame	विज्ञापन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gevallen	मामलों	geval	मामला	N;PL	N;ACC;MASC;PL;3
gevallen	मामले	geval	मामला	N;PL	N;NOM;MASC;PL;3
straal	बीम	straal	बीम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straal	त्रिज्या	straal	त्रिज्या	N;MASC+FEM;SG	N;NOM;FEM;SG;3
straal	दायरा	straal	दायरा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
middel	कमर	middel	कमर	N;NEUT;SG	N;NOM;FEM;SG;3
roman	उपन्यास	roman	उपन्यास	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regelmatig	नियमित	regelmatig	नियमित	ADJ	ADJ;NOM
troepen	सैनिकों	troep	सैनिक	N;PL	N;ACC;MASC;PL;3
aarde	धरती	aarde	धरती	N;MASC+FEM;SG	N;NOM;FEM;SG;3
mens	मनुष्य	mens	मनुष्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mens	मानव	mens	मानव	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mens	इंसान	mens	इंसान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
talen	भाषाएँ	taal	भाषा	N;PL	N;NOM;FEM;PL;3
talen	भाषाएं	taal	भाषा	N;PL	N;NOM;FEM;PL;3
zanger	गायक	zanger	गायक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
graafschap	लैन	graafschap	लैन	N;NEUT;SG	N;NOM;MASC;SG;3
kind	बच्चा	kind	बच्चा	N;NEUT;SG	N;NOM;MASC;SG;3
kind	संतति	kind	संतति	N;NEUT;SG	N;NOM;FEM;SG;3
kind	बालक	kind	बालक	N;NEUT;SG	N;NOM;MASC;SG;3
kind	बच्चा	kind	बच्चा	N;NEUT;SG	N;NOM;MASC;SG;3
berg	पर्वत	berg	पर्वत	N;MASC+FEM;SG	N;NOM;MASC;SG;3
berg	पहाड़	berg	पहाड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stemmen	वोटों	stem	वोट	N;PL	N;ACC;MASC;PL;3
stemmen	आवाज़ें	stem	आवाज़	N;PL	N;NOM;FEM;PL;3
paus	पोप	paus	पोप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kennis	ज्ञान	kennis	ज्ञान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
officieel	सरकारी	officieel	सरकारी	ADJ	ADJ;NOM
officieel	आधिकारिक	officieel	आधिकारिक	ADJ	ADJ
bezig	व्यस्त	bezig	व्यस्त	ADJ	ADJ
vallen	गिरने	vallen	गिर	V;NFIN	V;NFIN;ACT
vallen	गिरना	vallen	गिर	V;NFIN	V;MASC;SG;V.PTCP;ACT
vallen	गिरा	vallen	गिर	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
vallen	गिरना	vallen	गिर	V;NFIN	V;MASC;SG;V.PTCP;ACT
vallen	गिर	vallen	गिर	V;NFIN	V;ACT
brug	ब्रिज	brug	ब्रिज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brug	पुल	brug	पुल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brug	सेतु	brug	सेतु	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plan	प्लान	plan	प्लान	N;NEUT;SG	N;NOM;MASC;SG;3
plan	योजना	plan	योजना	N;NEUT;SG	N;NOM;FEM;SG;3
vlag	झंडा	vlag	झंडा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vlag	ध्वज	vlag	ध्वज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
datum	तारीख	datum	तारीख	N;MASC+FEM;SG	N;NOM;FEM;SG;3
datum	तारीख़	datum	तारीख़	N;MASC+FEM;SG	N;NOM;FEM;SG;3
datum	दिनांक	datum	दिनांक	N;MASC+FEM;SG	N;NOM;FEM;SG;3
datum	तिथि	datum	तिथि	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verkiezingen	चुनावों	verkiezing	चुनाव	N;PL	N;ACC;MASC;PL;3
inhoud	विषयवस्तु	inhoud	विषयवस्तु	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inhoud	सामग्री	inhoud	सामग्री	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inhoud	विषयवस्तु	inhoud	विषयवस्तु	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inhoud	सामग्री	inhoud	सामग्री	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zitten	बैठ	zitten	बैठ	V;NFIN	V;ACT
zitten	बैठो	zitten	बैठो	V;NFIN	V;SBJV;SG;FIN;ACT
zitten	बैठने	zitten	बैठ	V;NFIN	V;NFIN;ACT
zitten	बैठना	zitten	बैठ	V;NFIN	V;MASC;NFIN;ACT
parlement	संसद	parlement	संसद	N;NEUT;SG	N;NOM;FEM;SG;3
parlement	लोकसभा	parlement	लोकसभा	N;NEUT;SG	N;NOM;FEM;SG;3
parlement	पार्लियामेंट	parlement	पार्लियामेंट	N;NEUT;SG	N;NOM;MASC;SG;3
vijfde	पाँचवा	vijf	पाँचवा	ADJ	ADJ;NOM;MASC;SG
vijfde	पांचवा	vijf	पांचवा	ADJ	ADJ;NOM;MASC;SG
vijfde	पांचवां	vijf	पांचवां	ADJ	ADJ;NOM;MASC;SG
gemeenschap	समुदाय	gemeenschap	समुदाय	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bestuur	बोर्ड	bestuur	बोर्ड	N;NEUT;SG	N;NOM;MASC;SG;3
bestuur	फलक	bestuur	फलक	N;NEUT;SG	N;NOM;MASC;SG;3
bestuur	शासन	bestuur	शासन	N;NEUT;SG	N;NOM;MASC;SG;3
toren	बुर्ज	toren	बुर्ज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toren	टावर	toren	टावर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toren	मीनार	toren	मीनार	N;MASC+FEM;SG	N;NOM;FEM;SG;3
straat	सड़क	straat	सड़क	N;MASC+FEM;SG	N;NOM;FEM;SG;3
straat	गली	straat	गली	N;MASC+FEM;SG	N;NOM;FEM;SG;3
straat	जलसन्धि	straat	जलसन्धि	N;MASC+FEM;SG	N;NOM;FEM;SG;3
site	साइट	site	साइट	N;MASC+FEM;SG	N;NOM;FEM;SG;3
site	साईट	site	साईट	N;MASC+FEM;SG	N;NOM;FEM;SG;3
publiek	श्रोता	publiek	श्रोता	N;NEUT;SG	N;NOM;MASC;SG;3
publiek	ऑडियंस	publiek	ऑडियंस	N;NEUT;SG	N;NOM;MASC;SG;3
publiek	जनता	publiek	जनता	N;NEUT;SG	N;NOM;FEM;SG;3
publiek	लोक	publiek	लोक	N;NEUT;SG	N;NOM;MASC;SG;3
publiek	पब्लिक	publiek	पब्लिक	N;NEUT;SG	N;NOM;MASC;SG;3
vorige	पिछले	vorig	पिछला	ADJ	ADJ;ACC;MASC;PL
vorige	पिछला	vorig	पिछला	ADJ	ADJ;NOM;MASC;SG
resultaten	परिणामों	resultaat	परिणाम	N;PL	N;ACC;MASC;PL;3
resultaten	परिणाम	resultaat	परिणाम	N;PL	N;NOM;MASC;PL;3
horen	सुन	horen	सुन	V;NFIN	V;ACT
persoonlijke	व्यक्तिगत	persoonlijk	व्यक्तिगत	ADJ	ADJ
persoonlijke	निजी	persoonlijk	निजी	ADJ	ADJ;NOM
model	मॉडल	model	मॉडल	N;NEUT;SG	N;NOM;MASC;SG;3
wijze	बुद्धिमानी	wijze	बुद्धिमानी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
wijze	हिकमत	wijze	हिकमत	N;MASC+FEM;SG	N;NOM;FEM;SG;3
stem	वोट	stem	वोट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stem	आवाज	stem	आवाज	N;MASC+FEM;SG	N;NOM;FEM;SG;3
stem	वॉइस	stem	वॉइस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stem	आवाज़	stem	आवाज़	N;MASC+FEM;SG	N;NOM;FEM;SG;3
markt	बाजार	markt	बाजार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
markt	बाज़ार	markt	बाज़ार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
markt	मार्केट	markt	मार्केट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partijen	पार्टियाँ	partij	पार्टी	N;PL	N;NOM;FEM;PL;3
partijen	पार्टियों	partij	पार्टी	N;PL	N;ACC;FEM;PL;3
koningin	रानी	koningin	रानी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
koningin	महारानी	koningin	महारानी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kans	अवसर	kans	अवसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kans	मौका	kans	मौका	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kans	अवसर	kans	अवसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aandacht	ध्यान	aandacht	ध्यान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
niveau	स्तर	niveau	स्तर	N;NEUT;SG	N;NOM;MASC;SG;3
bijzonder	विशेष	bijzonder	विशेष	ADJ	ADJ;NOM
bijzonder	खास	bijzonder	खास	ADJ	ADJ;NOM
debuut	डेब्यू	debuut	डेब्यू	N;NEUT;SG	N;NOM;MASC;SG;3
ploeg	हल	ploeg	हल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ploeg	हल	ploeg	हल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trok	खींचा	trekken	खींच	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
vaste	तय	vast	तय	ADJ	ADJ
rechten	अधिकारों	recht	अधिकार	N;PL	N;ACC;MASC;PL;3
verzoek	अनुरोध	verzoek	अनुरोध	N;NEUT;SG	N;NOM;MASC;SG;3
verzoek	आग्रह	verzoek	आग्रह	N;NEUT;SG	N;NOM;MASC;SG;3
verzoek	निवेदन	verzoek	निवेदन	N;NEUT;SG	N;NOM;MASC;SG;3
golf	तरंग	golf	तरंग	N;MASC+FEM;SG	N;NOM;FEM;SG;3
golf	लहर	golf	लहर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zomer	गर्मी	zomer	गर्मी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
teams	टीमों	team	टीम	N;PL	N;ACC;FEM;PL;3
groter	बड़ा	groot	बड़ा	ADJ;CMPR	ADJ;NOM;MASC;SG
groter	बड़ा	groot	बड़ा	ADJ;CMPR	ADJ;NOM;MASC;SG
college	कॉलेज	college	कॉलेज	N;NEUT;SG	N;NOM;MASC;SG;3
grotere	बड़ा	groot	बड़ा	ADJ;CMPR	ADJ;NOM;MASC;SG
relatie	रिश्ता	relatie	रिश्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
relatie	संबंध	relatie	संबंध	N;MASC+FEM;SG	N;NOM;MASC;SG;3
race	जाति	race	जाति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
race	रेस	race	रेस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
baan	नौकरी	baan	नौकरी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
baan	कार्य	baan	कार्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
baan	जॉब	baan	जॉब	N;MASC+FEM;SG	N;NOM;MASC;SG;3
festival	त्यौहार	festival	त्यौहार	N;NEUT;SG	N;NOM;MASC;SG;3
festival	त्योहार	festival	त्योहार	N;NEUT;SG	N;NOM;MASC;SG;3
festival	उत्सव	festival	उत्सव	N;NEUT;SG	N;NOM;MASC;SG;3
festival	पर्व	festival	पर्व	N;NEUT;SG	N;NOM;MASC;SG;3
reactie	टिप्पणी	reactie	टिप्पणी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reactie	reaction	reactie	ओुओठी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reactie	अभिक्रिया	reactie	अभिक्रिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reactie	प्रतिक्रिया	reactie	प्रतिक्रिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reactie	प्रतिक्रिया	reactie	प्रतिक्रिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reactie	अनुक्रिया	reactie	अनुक्रिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reactie	जवाब	reactie	जवाब	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nominatie	नामांकन	nominatie	नामांकन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
buurt	पड़ोस	buurt	पड़ोस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hulp	सहायता	hulp	सहायता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hulp	मदद	hulp	मदद	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hulp	सहायता	hulp	सहायता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
samenwerking	साझेदारी	samenwerking	साझेदारी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
samenwerking	सहयोग	samenwerking	सहयोग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
samenwerking	सहयोग	samenwerking	सहयोग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
besluit	फैसला	besluit	फैसला	N;NEUT;SG	N;NOM;MASC;SG;3
besluit	निर्णय	besluit	निर्णय	N;NEUT;SG	N;NOM;MASC;SG;3
lied	गाना	lied	गाना	N;NEUT;SG	N;NOM;MASC;SG;3
sport	खेल	sport	खेल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opleiding	प्रशिक्षण	opleiding	प्रशिक्षण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studie	अध्ययन	studie	अध्ययन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studie	पढ़ाई	studie	पढ़ाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
trainer	ट्रेनर	trainer	ट्रेनर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trainer	प्रशिक्षक	trainer	प्रशिक्षक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trainer	कोच	trainer	कोच	N;MASC+FEM;SG	N;NOM;MASC;SG;3
groepen	समूहों	groep	समूह	N;PL	N;ACC;MASC;PL;3
zag	देखा	zien	देख	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
zag	देखी	zien	देख	V;SG;PST;FIN	V;PFV;FEM;SG;V.PTCP;ACT
gitaar	गिटार	gitaar	गिटार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
situatie	परिस्थिति	situatie	परिस्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
situatie	स्थिति	situatie	स्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
onafhankelijke	स्वतंत्र	onafhankelijk	स्वतंत्र	ADJ	ADJ;NOM
selectie	चयन	selectie	चयन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
speciale	विशेष	speciaal	विशेष	ADJ	ADJ;NOM
speciale	खास	speciaal	खास	ADJ	ADJ;NOM
economische	आर्थिक	economisch	आर्थिक	ADJ	ADJ;NOM
ontwerp	डिजाइन	ontwerp	डिजाइन	N;NEUT;SG	N;NOM;MASC;SG;3
ontwerp	डिज़ाइन	ontwerp	डिज़ाइन	N;NEUT;SG	N;NOM;MASC;SG;3
locatie	लोकेशन	locatie	लोकेशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
locatie	अवस्थिति	locatie	अवस्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
locatie	स्थान	locatie	स्थान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hof	कोर्ट	hof	कोर्ट	N;NEUT;SG	N;NOM;MASC;SG;3
hof	न्यायालय	hof	न्यायालय	N;NEUT;SG	N;NOM;MASC;SG;3
hof	अदालत	hof	अदालत	N;NEUT;SG	N;NOM;FEM;SG;3
lopen	चलना	lopen	चल	V;NFIN	V;MASC;NFIN;ACT
lopen	चलना	lopen	चल	V;NFIN	V;MASC;NFIN;ACT
zaak	केस	zaak	केस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zaak	मामला	zaak	मामला	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vol	पूरा	vol	पूरा	ADJ	ADJ;NOM;MASC;SG
hoop	उम्मीद	hoop	उम्मीद	N;MASC+FEM;SG	N;NOM;FEM;SG;3
premier	प्रीमियर	premier	प्रीमियर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jeugd	युवा	jeugd	युवा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jeugd	युवावस्था	jeugd	युवावस्था	N;MASC+FEM;SG	N;NOM;FEM;SG;3
jeugd	बचपन	jeugd	बचपन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jeugd	बाल्यकाल	jeugd	बाल्यकाल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gebouwen	भवनों	gebouw	भवन	N;PL	N;ACC;MASC;PL;3
gebouwen	इमारतें	gebouw	इमारत	N;PL	N;NOM;FEM;PL;3
beweging	गति	beweging	गति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
beweging	आन्दोलन	beweging	आन्दोलन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beweging	आंदोलन	beweging	आंदोलन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beweging	गति	beweging	गति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
klooster	मठ	klooster	मठ	N;NEUT;SG	N;NOM;MASC;SG;3
klooster	कान्वेंट	klooster	कान्वेंट	N;NEUT;SG	N;NOM;FEM;SG;3
literatuur	साहित्य	literatuur	साहित्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
goud	सोने	goud	सोना	N;NEUT;SG	N;NOM;MASC;SG;3
fort	किला	fort	किला	N;NEUT;SG	N;NOM;MASC;SG;3
fort	किला	fort	किला	N;NEUT;SG	N;NOM;MASC;SG;3
cultuur	संस्कृति	cultuur	संस्कृति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
formule	फ़ॉर्मूला	formule	फ़ॉर्मूला	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gevormd	तराशा	vormen	तराश	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
vertaling	अनुवाद	vertaling	अनुवाद	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ogen	निगाहों	oog	निगाह	N;PL	N;ACC;FEM;PL;3
ogen	आंखें	oog	आंख	N;PL	N;NOM;FEM;PL;3
ogen	आँखें	oog	आँख	N;PL	N;NOM;FEM;PL;3
