kas	誰	kas	誰	PRO;NOM	PRO
autoceļš	道路	autoceļš	道路	N;NOM;MASC;SG	N
autoceļš	路	autoceļš	路	N;NOM;MASC;SG	N
stacijā	站	stacija	站	N;ESS;FEM;SG	N
stacijā	車站	stacija	車站	N;ESS;FEM;SG	N
nodaļas	師團	nodaļa	師團	N;NOM;FEM;PL	N
maršruts	路線	maršruts	路線	N;NOM;MASC;SG	N
maršruts	行程	maršruts	行程	N;NOM;MASC;SG	N
ģimene	家人	ģimene	家人	N;NOM;FEM;SG	N
ģimene	家屬	ģimene	家屬	N;NOM;FEM;SG	N
ģimene	家庭	ģimene	家庭	N;NOM;FEM;SG	N
karte	地圖	karte	地圖	N;NOM;FEM;SG	N
ūdeni	水	ūdens	水	N;ACC;MASC;SG	N
vecākais	資深	vecs	資深	ADJ;NOM;CMPR;MASC;SG	ADJ
ārsts	內科	ārsts	內科	N;NOM;MASC;SG	N
ārsts	醫師	ārsts	醫師	N;NOM;MASC;SG	N
ārsts	醫生	ārsts	醫生	N;NOM;MASC;SG	N
ārsts	博士	ārsts	博士	N;NOM;MASC;SG	N
dati	資料	dati	資料	N;NOM;MASC	N
lietot	利用	lietot	利用	V;POS;NFIN	V
lietot	使用	lietot	使用	V;POS;NFIN	V
aizņem	佔據	aizņemt	佔據	V;FH;IND;3;POS;PRS;FIN;ACT	V
aizņem	佔用	aizņemt	佔用	V;FH;IND;3;POS;PRS;FIN;ACT	V
aizņem	佔領	aizņemt	佔領	V;FH;IND;3;POS;PRS;FIN;ACT	V
līča	海灣	līcis	海灣	N;NOM;MASC;SG	N
lielāks	更大	liels	更大	ADJ;NOM;CMPR;MASC;SG	ADJ
nosaukumi	人名	nosaukums	人名	N;NOM;MASC;PL	N
nosaukumi	名稱	nosaukums	名稱	N;NOM;MASC;PL	N
nosaukumi	姓名	nosaukums	姓名	N;NOM;MASC;PL	N
tēva	父親	tēvs	父親	N;GEN;MASC;SG	N
tēva	神父	tēvs	神父	N;GEN;MASC;SG	N
tēva	父	tēvs	父	N;GEN;MASC;SG	N
ziemā	冬	ziema	冬	N;ESS;FEM;SG	N
ziemā	冬季	ziema	冬季	N;ESS;FEM;SG	N
ziemā	冬天	ziema	冬天	N;ESS;FEM;SG	N
rekords	唱片	rekords	唱片	N;NOM;MASC;SG	N
rekords	紀錄	rekords	紀錄	N;NOM;MASC;SG	N
vēja	風	vējš	風	N;GEN;MASC;SG	N
sievietes	女	sieviete	女	N;NOM;FEM;PL	N
sievietes	女性	sieviete	女性	N;NOM;FEM;PL	N
sievietes	婦女	sieviete	婦女	N;NOM;FEM;PL	N
sievietes	女性	sieviete	女性	N;NOM;FEM;PL	N
mērķi	目標	mērķis	目標	N;ACC;MASC;SG	N
mērķi	目的	mērķis	目的	N;ACC;MASC;SG	N
mērķi	宗旨	mērķis	宗旨	N;ACC;MASC;SG	N
mērķi	目標	mērķis	目標	N;ACC;MASC;SG	N
mērķi	目標	mērķis	目標	N;ACC;MASC;SG	N
tīkla	網路	tīkls	網路	N;GEN;MASC;SG	N
tīkla	網	tīkls	網	N;GEN;MASC;SG	N
krāsa	色	krāsa	色	N;NOM;FEM;SG	N
krāsa	彩色	krāsa	彩色	N;NOM;FEM;SG	N
krāsa	顏色	krāsa	顏色	N;NOM;FEM;SG	N
krāsa	色彩	krāsa	色彩	N;NOM;FEM;SG	N
krāsa	彩色	krāsa	彩色	N;NOM;FEM;SG	N
krāsa	顏色	krāsa	顏色	N;NOM;FEM;SG	N
krāsa	色彩	krāsa	色彩	N;NOM;FEM;SG	N
skolotāju	老師	skolotājs	老師	N;ACC;FEM;SG	N
skolotāju	教師	skolotājs	教師	N;ACC;FEM;SG	N
attēla	影象	attēls	影象	N;GEN;MASC;SG	N
attēla	影像	attēls	影像	N;GEN;MASC;SG	N
attēla	圖片	attēls	圖片	N;GEN;MASC;SG	N
mantojuma	遺產	mantojums	遺產	N;GEN;MASC;SG	N
mantojuma	遺產	mantojums	遺產	N;GEN;MASC;SG	N
zvaigzne	星星	zvaigzne	星星	N;NOM;FEM;SG	N
zvaigzne	恆星	zvaigzne	恆星	N;NOM;FEM;SG	N
zvaigzne	星	zvaigzne	星	N;NOM;FEM;SG	N
zvaigzne	明星	zvaigzne	明星	N;NOM;FEM;SG	N
vārtus	門	vārti	門	N;ACC;MASC	N
vārtus	大門	vārti	大門	N;ACC;MASC	N
iespēja	機會	iespēja	機會	N;NOM;FEM;SG	N
iespēja	機遇	iespēja	機遇	N;NOM;FEM;SG	N
iespēja	機會	iespēja	機會	N;NOM;FEM;SG	N
iespēja	選項	iespēja	選項	N;NOM;FEM;SG	N
iespēja	可能	iespēja	可能	N;NOM;FEM;SG	N
spēlētāji	球員	spēlētājs	球員	N;NOM;MASC;PL	N
spēlētāji	玩家	spēlētājs	玩家	N;NOM;MASC;PL	N
tiesas	法庭	tiesa	法庭	N;NOM;FEM;PL	N
tiesas	法院	tiesa	法院	N;NOM;FEM;PL	N
mātes	產婦	māte	產婦	N;NOM;FEM;PL	N
mātes	母性	māte	母性	N;NOM;FEM;PL	N
mātes	母后	māte	母后	N;NOM;FEM;PL	N
mātes	母親	māte	母親	N;NOM;FEM;PL	N
rudenī	秋季	rudens	秋季	N;ESS;MASC;SG	N
rudenī	秋天	rudens	秋天	N;ESS;MASC;SG	N
veselības	健康	veselība	健康	N;NOM;FEM;PL	N
mēnešus	月	mēnesis	月	N;ACC;MASC;PL	N
mēnešus	月份	mēnesis	月份	N;ACC;MASC;PL	N
piecas	五	piecas	五	NUM;NOM;FEM;PL	NUM
piecas	五	piecas	五	NUM;NOM;FEM;PL	NUM
gleznotājs	畫師	gleznotājs	畫師	N;NOM;MASC;SG	N
gleznotājs	畫家	gleznotājs	畫家	N;NOM;MASC;SG	N
karaspēku	部隊	karaspēks	部隊	N;ACC;MASC;SG	N
tirgus	市場	tirgus	市場	N;NOM;MASC;SG	N
tirgus	市場	tirgus	市場	N;NOM;MASC;SG	N
puse	黨	puse	黨	N;NOM;FEM;SG	N
puse	政黨	puse	政黨	N;NOM;FEM;SG	N
puse	宴會	puse	宴會	N;NOM;FEM;SG	N
puse	聚會	puse	聚會	N;NOM;FEM;SG	N
mācītājs	祭司	mācītājs	祭司	N;NOM;MASC;SG	N
slimības	疾病	slimība	疾病	N;NOM;FEM;PL	N
slimības	病	slimība	病	N;NOM;FEM;PL	N
slimības	疾病	slimība	疾病	N;NOM;FEM;PL	N
slimības	病	slimība	病	N;NOM;FEM;PL	N
slimības	疾病	slimība	疾病	N;NOM;FEM;PL	N
cilts	部族	cilts	部族	N;NOM;FEM;SG	N
cilts	部落	cilts	部落	N;NOM;FEM;SG	N
likums	法律	likums	法律	N;NOM;MASC;SG	N
spēlēt	玩	spēlēt	玩	V;POS;NFIN	V
spēlēt	播放	spēlēt	播放	V;POS;NFIN	V
vīriešiem	男性	vīrietis	男性	N;DAT;MASC;PL	N
vīriešiem	男人	vīrietis	男人	N;DAT;MASC;PL	N
vīriešiem	男子	vīrietis	男子	N;DAT;MASC;PL	N
kājas	英尺	kāja	英尺	N;NOM;FEM;PL	N
kājas	腳	kāja	腳	N;NOM;FEM;PL	N
kājas	腿	kāja	腿	N;NOM;FEM;PL	N
šķērso	跨	šķērsot	跨	V;FH;IMP;SG;2;POS;PRS;FIN;ACT	V
šķērso	穿越	šķērsot	穿越	V;FH;IMP;SG;2;POS;PRS;FIN;ACT	V
kategorijā	類別	kategorija	類別	N;ESS;FEM;SG	N
bibliotēka	圖書	bibliotēka	圖書	N;NOM;FEM;SG	N
vajadzībām	需求	vajadzība	需求	N;DAT;FEM;PL	N
astes	尾巴	aste	尾巴	N;NOM;FEM;PL	N
astes	尾	aste	尾	N;NOM;FEM;PL	N
astes	尾	aste	尾	N;NOM;FEM;PL	N
astes	背面	aste	背面	N;NOM;FEM;PL	N
astes	反面	aste	反面	N;NOM;FEM;PL	N
divīzija	組織	divīzija	組織	N;NOM;FEM;SG	N
izmērs	大小	izmērs	大小	N;NOM;MASC;SG	N
izmērs	體積	izmērs	體積	N;NOM;MASC;SG	N
izmērs	尺寸	izmērs	尺寸	N;NOM;MASC;SG	N
tornis	塔	tornis	塔	N;NOM;MASC;SG	N
tornis	塔台	tornis	塔台	N;NOM;MASC;SG	N
neliela	輕微	neliels	輕微	ADJ;NOM;FEM;SG	ADJ
ilgums	期限	ilgums	期限	N;NOM;MASC;SG	N
programma	方案	programma	方案	N;NOM;FEM;SG	N
programma	程式	programma	程式	N;NOM;FEM;SG	N
programma	方案	programma	方案	N;NOM;FEM;SG	N
naftas	石油	nafta	石油	N;NOM;FEM;SG	N
vidējais	平均	vidējs	平均	ADJ;NOM;MASC;SG	ADJ
veidot	創建	veidot	創建	V;POS;NFIN	V
veidot	建	veidot	建	V;POS;NFIN	V
veidot	建立	veidot	建立	V;POS;NFIN	V
saimniecības	農場	saimniecība	農場	N;NOM;FEM;PL	N
saimniecības	農場	saimniecība	農場	N;NOM;FEM;PL	N
saimniecības	農莊	saimniecība	農莊	N;NOM;FEM;PL	N
muzeja	博物	muzejs	博物	N;GEN;MASC;SG	N
kuģi	船隻	kuģis	船隻	N;NOM;MASC;PL	N
kuģi	船舶	kuģis	船舶	N;NOM;MASC;PL	N
kuģi	船隻	kuģis	船隻	N;NOM;MASC;PL	N
hercogs	公爵	hercogs	公爵	N;NOM;MASC;SG	N
objekti	物體	objekts	物體	N;NOM;MASC;PL	N
objekti	天體	objekts	天體	N;NOM;MASC;PL	N
objekti	物件	objekts	物件	N;NOM;MASC;PL	N
posms	階段	posms	階段	N;NOM;MASC;SG	N
posms	台階	posms	台階	N;NOM;MASC;SG	N
posms	步驟	posms	步驟	N;NOM;MASC;SG	N
posms	步	posms	步	N;NOM;MASC;SG	N
posms	舞台	posms	舞台	N;NOM;MASC;SG	N
posms	階段	posms	階段	N;NOM;MASC;SG	N
komisijas	傭金	komisija	傭金	N;NOM;FEM;PL	N
komisijas	委員	komisija	委員	N;NOM;FEM;PL	N
statuss	狀況	statuss	狀況	N;NOM;MASC;SG	N
statuss	狀態	statuss	狀態	N;NOM;MASC;SG	N
statuss	現況	statuss	現況	N;NOM;MASC;SG	N
regulāri	經常	regulāri	經常	ADV	ADV
klase	階級	klase	階級	N;NOM;FEM;SG	N
klase	類	klase	類	N;NOM;FEM;SG	N
klase	類別	klase	類別	N;NOM;FEM;SG	N
klase	課堂	klase	課堂	N;NOM;FEM;SG	N
klase	班級	klase	班級	N;NOM;FEM;SG	N
plānots	排定	plānot	排定	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
iekļautas	包括	iekļaut	包括	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
savieno	連結	savienot	連結	V;IMP;2;POS;FIN;ACT	V
savieno	連線	savienot	連線	V;IMP;2;POS;FIN;ACT	V
savieno	連結	savienot	連結	V;IMP;2;POS;FIN;ACT	V
cīņu	打架	cīņa	打架	N;ACC;FEM;SG	N
cīņu	戰鬥	cīņa	戰鬥	N;ACC;FEM;SG	N
metāla	金屬	metāls	金屬	N;GEN;MASC;SG	N
metāla	金屬	metāls	金屬	N;GEN;MASC;SG	N
bataljona	營	bataljons	營	N;GEN;MASC;SG	N
windows	窗	windows	窗	N	N
putniem	鳥類	putns	鳥類	N;DAT;MASC;PL	N
putniem	鳥	putns	鳥	N;DAT;MASC;PL	N
putniem	鳥兒	putns	鳥兒	N;DAT;MASC;PL	N
krustojumā	路口	krustojums	路口	N;ESS;MASC;SG	N
meita	女兒	meita	女兒	N;NOM;FEM;SG	N
inženieris	工程	inženieris	工程	N;NOM;MASC;SG	N
šūnas	細胞	šūna	細胞	N;NOM;FEM;PL	N
stundas	小時	stunda	小時	N;NOM;FEM;PL	N
klimats	氣候	klimats	氣候	N;NOM;MASC;SG	N
pusi	半數	puse	半數	N;ACC;FEM;SG	N
atrast	找到	atrast	找到	V;POS;NFIN	V
atrast	尋找	atrast	尋找	V;POS;NFIN	V
galva	頭	galva	頭	N;NOM;FEM;SG	N
galva	頭部	galva	頭部	N;NOM;FEM;SG	N
lidojuma	班機	lidojums	班機	N;GEN;MASC;SG	N
galerija	畫廊	galerija	畫廊	N;NOM;FEM;SG	N
beidzas	到期	beigties	到期	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
beidzas	過期	beigties	過期	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
ziņas	新聞	ziņa	新聞	N;NOM;FEM;PL	N
reliģija	宗教	reliģija	宗教	N;NOM;FEM;SG	N
reliģija	宗教	reliģija	宗教	N;NOM;FEM;SG	N
ietver	包括	ietvert	包括	V;FH;IND;3;POS;PRS;FIN;ACT	V
ietver	包括	ietvert	包括	V;FH;IND;3;POS;PRS;FIN;ACT	V
operācijas	手術	operācija	手術	N;NOM;FEM;PL	N
operācijas	外科	operācija	外科	N;NOM;FEM;PL	N
telpas	房舍	telpa	房舍	N;NOM;FEM;PL	N
telpas	房地	telpa	房地	N;NOM;FEM;PL	N
telpas	空格	telpa	空格	N;NOM;FEM;PL	N
telpas	空間	telpa	空間	N;NOM;FEM;PL	N
telpas	客房	telpa	客房	N;NOM;FEM;PL	N
telpas	房間	telpa	房間	N;NOM;FEM;PL	N
veidi	類型	veids	類型	N;NOM;MASC;PL	N
loma	作用	loma	作用	N;NOM;FEM;SG	N
loma	角色	loma	角色	N;NOM;FEM;SG	N
laukums	面積	laukums	面積	N;NOM;MASC;SG	N
laukums	地區	laukums	地區	N;NOM;MASC;SG	N
laukums	區域	laukums	區域	N;NOM;MASC;SG	N
laukums	區	laukums	區	N;NOM;MASC;SG	N
pārstāvis	代表	pārstāvis	代表	N;NOM;MASC;SG	N
joslas	樂團	josla	樂團	N;NOM;FEM;PL	N
joslas	樂隊	josla	樂隊	N;NOM;FEM;PL	N
joslas	樂隊	josla	樂隊	N;NOM;FEM;PL	N
filozofs	哲學	filozofs	哲學	N;NOM;MASC;SG	N
robeža	邊界	robeža	邊界	N;NOM;FEM;SG	N
robeža	邊框	robeža	邊框	N;NOM;FEM;SG	N
robeža	邊境	robeža	邊境	N;NOM;FEM;SG	N
robeža	邊界	robeža	邊界	N;NOM;FEM;SG	N
robeža	上限	robeža	上限	N;NOM;FEM;SG	N
robeža	極限	robeža	極限	N;NOM;FEM;SG	N
robeža	限	robeža	限	N;NOM;FEM;SG	N
robeža	限額	robeža	限額	N;NOM;FEM;SG	N
lielāka	更大	liela	更大	ADJ;NOM;CMPR;FEM;SG	ADJ
mājās	家	māja	家	N;ESS;FEM;PL	N
mājās	住家	māja	住家	N;ESS;FEM;PL	N
vadītāja	司機	vadītāja	司機	N;NOM;FEM;SG	N
zirgu	馬	zirgs	馬	N;ACC;MASC;SG	N
zirgu	馬匹	zirgs	馬匹	N;ACC;MASC;SG	N
tiesa	法庭	tiesa	法庭	N;NOM;FEM;SG	N
tiesa	法院	tiesa	法院	N;NOM;FEM;SG	N
bankas	銀行	banka	銀行	N;NOM;FEM;PL	N
sieva	妻子	sieva	妻子	N;NOM;FEM;SG	N
purva	沼澤	purva	沼澤	N;NOM;MASC;SG	N
purva	沼澤	purva	沼澤	N;NOM;MASC;SG	N
bērniem	兒童	bērns	兒童	N;DAT;MASC;PL	N
lomas	作用	loma	作用	N;NOM;FEM;PL	N
lomas	角色	loma	角色	N;NOM;FEM;PL	N
vietne	網站	vietne	網站	N;NOM;FEM;SG	N
vietne	工地	vietne	工地	N;NOM;FEM;SG	N
četri	四	četri	四	NUM;NOM;MASC;PL	NUM
četri	四	četri	四	NUM;NOM;MASC;PL	NUM
četri	四	četri	四	NUM;NOM;MASC;PL	NUM
savvaļas	狂	savvaļa	狂	N;NOM;FEM;PL	N
savvaļas	野性	savvaļa	野性	N;NOM;FEM;PL	N
savvaļas	野生	savvaļa	野生	N;NOM;FEM;PL	N
projekts	項目	projekts	項目	N;NOM;MASC;SG	N
komandieri	司令	komandiere	司令	N;ACC;FEM;SG	N
brāļi	兄妹	brālis	兄妹	N;NOM;MASC;PL	N
izskatās	看	izskatīties	看	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
tehnoloģiju	技術	tehnoloģija	技術	N;ACC;FEM;SG	N
tehnoloģiju	科技	tehnoloģija	科技	N;ACC;FEM;SG	N
beidzot	終於	beidzot	終於	ADV	ADV
lietots	使用	lietot	使用	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
malas	邊緣	mala	邊緣	N;NOM;FEM;PL	N
malas	邊緣	mala	邊緣	N;NOM;FEM;PL	N
virsnieks	官	virsnieks	官	N;NOM;MASC;SG	N
virsnieks	軍官	virsnieks	軍官	N;NOM;MASC;SG	N
saistīts	相關	saistīt	相關	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
struktūra	結構	struktūra	結構	N;NOM;FEM;SG	N
ziemeļrietumu	西北	ziemeļrietums	西北	N;ACC;MASC;SG	N
ziemeļrietumu	西北	ziemeļrietums	西北	N;ACC;MASC;SG	N
zinātnieki	學者	zinātnieks	學者	N;NOM;MASC;PL	N
zinātnieki	科學	zinātnieks	科學	N;NOM;MASC;PL	N
celta	建	celt	建	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
iestādes	當局	iestāde	當局	N;NOM;FEM;PL	N
iestādes	機構	iestāde	機構	N;NOM;FEM;PL	N
lietus	雨	lietus	雨	N;NOM;MASC;SG	N
lietus	下雨	lietus	下雨	N;NOM;MASC;SG	N
lietus	雨水	lietus	雨水	N;NOM;MASC;SG	N
senās	古老	sena	古老	ADJ;NOM;FEM;PL	ADJ
ādas	皮革	āda	皮革	N;NOM;FEM;PL	N
ādas	皮	āda	皮	N;NOM;FEM;PL	N
ādas	肌膚	āda	肌膚	N;NOM;FEM;PL	N
ķermenis	屍體	ķermenis	屍體	N;NOM;MASC;SG	N
ķermenis	體	ķermenis	體	N;NOM;MASC;SG	N
ķermenis	身體	ķermenis	身體	N;NOM;MASC;SG	N
kods	密碼	kods	密碼	N;NOM;MASC;SG	N
kods	編碼	kods	編碼	N;NOM;MASC;SG	N
kods	碼	kods	碼	N;NOM;MASC;SG	N
enerģija	能量	enerģija	能量	N;NOM;FEM;SG	N
enerģija	能源	enerģija	能源	N;NOM;FEM;SG	N
panākumus	成功	panākums	成功	N;ACC;MASC;PL	N
metodes	方法	metode	方法	N;NOM;FEM;PL	N
ļāva	啟用	ļaut	啟用	V;FH;IND;3;POS;PST;FIN;ACT	V
līmenis	層次	līmenis	層次	N;NOM;MASC;SG	N
līmenis	級別	līmenis	級別	N;NOM;MASC;SG	N
līmenis	等級	līmenis	等級	N;NOM;MASC;SG	N
līmenis	關卡	līmenis	關卡	N;NOM;MASC;SG	N
jurists	律師	jurists	律師	N;NOM;MASC;SG	N
modelis	模範	modelis	模範	N;NOM;MASC;SG	N
modelis	模型	modelis	模型	N;NOM;MASC;SG	N
modelis	型號	modelis	型號	N;NOM;MASC;SG	N
modelis	模特	modelis	模特	N;NOM;MASC;SG	N
uzstādīts	安裝	uzstādīt	安裝	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
augstāko	最高	augsta	最高	ADJ;ACC;CMPR;MASC;SG	ADJ
simbols	符號	simbols	符號	N;NOM;MASC;SG	N
salām	群島	sala	群島	N;DAT;FEM;PL	N
salām	島嶼	sala	島嶼	N;DAT;FEM;PL	N
kompānijas	公司	kompānija	公司	N;NOM;FEM;PL	N
īpašnieks	業	īpašnieks	業	N;NOM;MASC;SG	N
kustība	動議	kustība	動議	N;NOM;FEM;SG	N
kustība	運動	kustība	運動	N;NOM;FEM;SG	N
kustība	運動	kustība	運動	N;NOM;FEM;SG	N
kapos	墳	kaps	墳	N;ESS;MASC;PL	N
kapos	墓穴	kaps	墓穴	N;ESS;MASC;PL	N
satversmes	憲政	satversme	憲政	N;NOM;FEM;PL	N
gāzes	氣	gāze	氣	N;NOM;FEM;PL	N
gāzes	汽油	gāze	汽油	N;NOM;FEM;PL	N
gāzes	氣體	gāze	氣體	N;NOM;FEM;PL	N
gāzes	氣體	gāze	氣體	N;NOM;FEM;PL	N
saruna	對話	saruna	對話	N;NOM;FEM;SG	N
noteikumi	規則	noteikums	規則	N;NOM;MASC;PL	N
noteikumi	細則	noteikums	細則	N;NOM;MASC;PL	N
pašvaldības	市	pašvaldība	市	N;NOM;FEM;PL	N
pašvaldības	市鎮	pašvaldība	市鎮	N;NOM;FEM;PL	N
baznīcā	教會	baznīca	教會	N;ESS;FEM;SG	N
baznīcā	教堂	baznīca	教堂	N;ESS;FEM;SG	N
dziedātājs	歌手	dziedātājs	歌手	N;NOM;MASC;SG	N
dievs	神	dievs	神	N;NOM;MASC;SG	N
satiksmes	交通	satiksme	交通	N;NOM;FEM;SG	N
literatūrā	文獻	literatūra	文獻	N;ESS;FEM;SG	N
literatūrā	文學	literatūra	文學	N;ESS;FEM;SG	N
pamata	基本	pamats	基本	N;NOM;MASC;SG	N
dzīvniekiem	動物	dzīvnieks	動物	N;DAT;MASC;PL	N
karavīru	士兵	karavīrs	士兵	N;ACC;MASC;SG	N
parka	樸	parks	樸	N;GEN;MASC;SG	N
parka	公園	parks	公園	N;GEN;MASC;SG	N
līderis	領袖	līderis	領袖	N;NOM;MASC;SG	N
klases	類別	klase	類別	N;NOM;FEM;PL	N
klases	班級	klase	班級	N;NOM;FEM;PL	N
veidnes	樣板	veidne	樣板	N;NOM;FEM;PL	N
veidnes	模板	veidne	模板	N;NOM;FEM;PL	N
veidnes	模具	veidne	模具	N;NOM;FEM;PL	N
veidnes	模具	veidne	模具	N;NOM;FEM;PL	N
matemātiķis	數學	matemātiķis	數學	N;NOM;MASC;SG	N
spārnu	翼	spārns	翼	N;ACC;MASC;SG	N
pašvaldība	市	pašvaldība	市	N;NOM;FEM;SG	N
platums	緯度	platums	緯度	N;NOM;MASC;SG	N
platums	寬度	platums	寬度	N;NOM;MASC;SG	N
prēmijas	獎金	prēmija	獎金	N;NOM;FEM;PL	N
prēmijas	紅利	prēmija	紅利	N;NOM;FEM;PL	N
prēmijas	保費	prēmija	保費	N;NOM;FEM;PL	N
prēmijas	保險	prēmija	保險	N;NOM;FEM;PL	N
statistika	統計	statistika	統計	N;NOM;FEM;SG	N
programmu	方案	programma	方案	N;ACC;FEM;SG	N
programmu	程式	programma	程式	N;ACC;FEM;SG	N
programmu	方案	programma	方案	N;ACC;FEM;SG	N
skaņu	聲音	skaņa	聲音	N;ACC;FEM;SG	N
skaņu	音效	skaņa	音效	N;ACC;FEM;SG	N
zāle	草	zāle	草	N;NOM;FEM;SG	N
zāle	草地	zāle	草地	N;NOM;FEM;SG	N
zāle	草叢	zāle	草叢	N;NOM;FEM;SG	N
amats	功能	amats	功能	N;NOM;MASC;SG	N
amats	職能	amats	職能	N;NOM;MASC;SG	N
amats	函數	amats	函數	N;NOM;MASC;SG	N
amats	職位	amats	職位	N;NOM;MASC;SG	N
amats	位置	amats	位置	N;NOM;MASC;SG	N
amats	立場	amats	立場	N;NOM;MASC;SG	N
amats	郵政	amats	郵政	N;NOM;MASC;SG	N
krastu	岸	krasts	岸	N;ACC;MASC;SG	N
krastu	岸邊	krasts	岸邊	N;ACC;MASC;SG	N
krastu	海岸	krasts	海岸	N;ACC;MASC;SG	N
paralēli	並	paralēli	並	ADV	ADV
izskats	外觀	izskats	外觀	N;NOM;MASC;SG	N
izskats	外表	izskats	外表	N;NOM;MASC;SG	N
izskats	外貌	izskats	外貌	N;NOM;MASC;SG	N
biedru	隊友	biedrs	隊友	N;ACC;MASC;SG	N
žurnālists	記者	žurnālists	記者	N;NOM;MASC;SG	N
tīmekļa	網	tīmeklis	網	N;NOM;MASC;SG	N
tīmekļa	網路	tīmeklis	網路	N;NOM;MASC;SG	N
masas	質量	masa	質量	N;NOM;FEM;PL	N
masas	彌撒	masa	彌撒	N;NOM;FEM;PL	N
standarta	標準	standarts	標準	N;GEN;MASC;SG	N
piemērs	範例	piemērs	範例	N;NOM;MASC;SG	N
neliels	輕微	neliels	輕微	ADJ;NOM;MASC;SG	ADJ
teksts	文字	teksts	文字	N;NOM;MASC;SG	N
teksts	案文	teksts	案文	N;NOM;MASC;SG	N
iekārtas	裝備	iekārta	裝備	N;NOM;FEM;PL	N
iekārtas	機械	iekārta	機械	N;NOM;FEM;PL	N
iekārtas	設施	iekārta	設施	N;NOM;FEM;PL	N
iekārtas	裝置	iekārta	裝置	N;NOM;FEM;PL	N
mākslinieku	藝術	mākslinieks	藝術	N;ACC;MASC;SG	N
mākslinieku	藝人	mākslinieks	藝人	N;ACC;MASC;SG	N
ģitāra	吉他	ģitāra	吉他	N;NOM;FEM;SG	N
dienām	日子	diena	日子	N;DAT;FEM;PL	N
dienām	天數	diena	天數	N;DAT;FEM;PL	N
mājaslapā	網站	mājaslaps	網站	N;ESS;MASC;SG	N
mājaslapā	網頁	mājaslaps	網頁	N;ESS;MASC;SG	N
fakultātes	院	fakultāte	院	N;NOM;FEM;PL	N
augstākais	最高	augsts	最高	ADJ;NOM;CMPR;MASC;SG	ADJ
operas	歌劇	opera	歌劇	N;NOM;FEM;PL	N
papildu	額外	papildu	額外	N	N
tilta	橋	tilts	橋	N;GEN;MASC;SG	N
tilta	艦橋	tilts	艦橋	N;GEN;MASC;SG	N
tilta	大橋	tilts	大橋	N;GEN;MASC;SG	N
apstiprināja	確認	apstiprināt	確認	V;FH;IND;3;POS;PST;FIN;ACT	V
rezerves	儲備	rezerve	儲備	N;NOM;FEM;PL	N
rezerves	儲備	rezerve	儲備	N;NOM;FEM;PL	N
runā	演說	runāt	演說	V;FH;IND;2;POS;PRS;FIN;ACT	V
kvalifikācijas	資歷	kvalifikācija	資歷	N;NOM;FEM;PL	N
kvalifikācijas	資格	kvalifikācija	資格	N;NOM;FEM;PL	N
versijas	版本	versija	版本	N;NOM;FEM;PL	N
biedrība	協會	biedrība	協會	N;NOM;FEM;SG	N
uzdevums	任務	uzdevums	任務	N;NOM;MASC;SG	N
esošo	現存	būt	現存	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	V
esošo	現有	būt	現有	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	V
žurnāla	日誌	žurnāls	日誌	N;GEN;MASC;SG	N
skatuves	呼	skatuve	呼	N;NOM;FEM;PL	N
skatuves	場景	skatuve	場景	N;NOM;FEM;PL	N
skatuves	現場	skatuve	現場	N;NOM;FEM;PL	N
nespēja	無能	nespēt	無能	V;FH;IND;3;NEG;PST;FIN;ACT	V
skaitlis	數字	skaitlis	數字	N;NOM;MASC;SG	N
skaitlis	數	skaitlis	數	N;NOM;MASC;SG	N
skaitlis	號碼	skaitlis	號碼	N;NOM;MASC;SG	N
skaitlis	編號	skaitlis	編號	N;NOM;MASC;SG	N
paraksts	簽名	paraksts	簽名	N;NOM;MASC;SG	N
kustību	運動	kustība	運動	N;ACC;FEM;SG	N
sērija	系列	sērija	系列	N;NOM;FEM;SG	N
sērija	批次	sērija	批次	N;NOM;FEM;SG	N
sērija	分批	sērija	分批	N;NOM;FEM;SG	N
slavas	名望	slava	名望	N;NOM;FEM;PL	N
slavas	名氣	slava	名氣	N;NOM;FEM;PL	N
platības	地區	platība	地區	N;NOM;FEM;PL	N
ietekme	特效	ietekme	特效	N;NOM;FEM;SG	N
ietekme	效應	ietekme	效應	N;NOM;FEM;SG	N
ietekme	效果	ietekme	效果	N;NOM;FEM;SG	N
ietekme	特效	ietekme	特效	N;NOM;FEM;SG	N
ietekme	效果	ietekme	效果	N;NOM;FEM;SG	N
ietekme	效應	ietekme	效應	N;NOM;FEM;SG	N
vēsturi	歷史	vēsture	歷史	N;ACC;FEM;SG	N
veidots	建	veidot	建	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
notikumi	事件	notikums	事件	N;NOM;MASC;PL	N
