keris	kris	keris	kris	N	N;MASC+FEM;SG
rusa	moose	rusa	moos	N	N;MASC+FEM;SG
rusa	eland	rusa	eland	N	N;MASC+FEM;SG
rusa	herten	rusa	herten	N	N;PL
rusa	hert	rusa	herten	N	N;NEUT;SG
bahu	schouder	bahu	schouder	N;SG	N;MASC+FEM;SG
berlari	rende	berlari	rennen	V;SG;ACT	V;SG;PST;FIN
berlari	rennen	berlari	rennen	V;SG;ACT	V;NFIN
berlari	hardlopen	berlari	hardlopen	V;SG;ACT	V;NFIN
residen	inwoner	residen	inwoner	N	N;MASC+FEM;SG
residen	prefect	residen	prefect	N	N;MASC+FEM;SG
anggrek	orchidee	anggrek	orchidee	N;SG	N;MASC+FEM;SG
referendum	referenda	referendum	referenda	N	N;MASC+FEM;SG
referendum	referendum	referendum	referendum	N	N;NEUT;SG
berinteraksi	verloofd	berinteraksi	verloven	V;SG;ACT	V;V.PTCP
diteruskan	doorgestuurd	diteruskan	doorsturen	V;SG;PASS	V;V.PTCP
diteruskan	toegezonden	diteruskan	toezenden	V;SG;PASS	V;V.PTCP
diteruskan	doorgezonden	diteruskan	doorzenden	V;SG;PASS	V;V.PTCP
michelle	michelle	michelle	michelen	N	N;MASC+FEM;SG
michelle	michele	michelle	michel	N	N;MASC+FEM;SG
seminari	seminaristen	seminari	seminarist	N	N;PL
seminari	seminarie	seminari	seminarie	N	N;NEUT;SG
seminari	seminarist	seminari	seminarist	N	N;MASC+FEM;SG
sindrom	syndroom	sindrom	syndroom	N	N;NEUT;SG
sajak	rijm	sajak	rijm	N	N;NEUT;SG
bermotor	gemotoriseerde	bermotor	motoriseren	V;SG;ACT	V;V.PTCP
bermotor	gemotoriseerde	bermotor	motoriseren	V;SG;ACT	V;V.PTCP
kejayaan	triomf	kejayaan	triomf	N;SG	N;MASC+FEM;SG
elit	elite	elit	elite	N;SG	N;MASC+FEM;SG
jujur	eerlijk	jujur	eerlijk	ADJ;SG	ADJ
jujur	eerlijke	jujur	eerlijk	ADJ;SG	ADJ
jujur	eerlijk	jujur	eerlijk	ADJ;SG	ADJ
instalasi	installatie	instalasi	installatie	N;SG	N;MASC+FEM;SG
instalasi	inbouw	instalasi	inbouw	N;SG	N;MASC+FEM;SG
cabai	chili	cabai	chili	N;SG	N;NEUT;SG
cabai	honingvogel	cabai	honingvogel	N;SG	N;MASC+FEM;SG
diiringi	vergezelde	diiringi	vergezellen	V;SG;PASS	V;SG;PST;FIN
diiringi	vergezeld	diiringi	vergezellen	V;SG;PASS	V;V.PTCP
lencana	insigne	lencana	insigne	N;SG	N;NEUT;SG
lencana	penning	lencana	penning	N;SG	N;MASC+FEM;SG
lencana	badge	lencana	badg	N;SG	N;MASC+FEM;SG
lembar	vel	lembar	vel	N;SG	N;NEUT;SG
mengarahkan	regisseren	menkarahkan	regisseren	V;SG;ACT	V;NFIN
faksi	factie	faksi	factie	N;SG	N;MASC+FEM;SG
kelautan	marinier	kelautan	marinier	N;SG	N;MASC+FEM;SG
bayangan	schaduw	bayangan	schaduw	N;SG	N;MASC+FEM;SG
bayangan	shadow	bayangan	shadow	N;SG	N;MASC+FEM;SG
bayangan	schaduw	bayangan	schaduw	N;SG	N;MASC+FEM;SG
waris	erfgenaam	waris	erfgenaam	N;SG	N;MASC+FEM;SG
waris	waris	waris	waris	N;SG	N;MASC+FEM;SG
dirasakan	waargenomen	dirasakan	waarnemen	V;SG;PASS	V;V.PTCP
dirasakan	gevoeld	dirasakan	gevoelen	V;SG;PASS	V;V.PTCP
dirasakan	voelde	dirasakan	voelen	V;SG;PASS	V;SG;PST;FIN
keterbatasan	beperking	keterbatasan	beperking	N;SG	N;MASC+FEM;SG
keterbatasan	begrenzing	keterbatasan	begrenzing	N;SG	N;MASC+FEM;SG
mitsubishi	mitsubishi	mitsubishi	mitsubishi	N	N;MASC+FEM;SG
torpedo	torpedo	torpedo	torpedo	N	N;MASC+FEM;SG
berbunyi	piepen	berbunyi	piep	V;SG;ACT	V;NFIN
busur	arc	busur	arc	N;SG	N;MASC+FEM;SG
busur	bow	busur	bow	N;SG	N;MASC+FEM;SG
busur	boeg	busur	boeg	N;SG	N;MASC+FEM;SG
busur	buiging	busur	buiging	N;SG	N;MASC+FEM;SG
busur	boog	busur	boog	N;SG	N;MASC+FEM;SG
luasnya	uitgestrektheid	luas	uitgestrektheid	N;SG	N;MASC+FEM;SG
persenjataan	arsenaal	persenjataan	arsenaal	N;SG	N;NEUT;SG
kantong	pocket	kantong	pocket	N;SG	N;MASC+FEM;SG
kantong	zakje	kantong	zak	N;SG	N;NEUT;SG
kantong	zak	kantong	zak	N;SG	N;MASC+FEM;SG
kantong	tas	kantong	tas	N;SG	N;MASC+FEM;SG
kantong	zakje	kantong	zak	N;SG	N;NEUT;SG
kantong	buidel	kantong	buidel	N;SG	N;MASC+FEM;SG
kelayakan	haalbaarheid	kelayakan	haalbaarheid	N;SG	N;MASC+FEM;SG
kelayakan	uitvoerbaarheid	kelayakan	uitvoerbaarheid	N;SG	N;MASC+FEM;SG
fisikawan	fysicus	fisikawan	fysicus	N;MASC;SG	N;MASC+FEM;SG
robinson	robinson	robinson	robinson	N	N;MASC+FEM;SG
depresi	depressie	depresi	depressie	N;SG	N;MASC+FEM;SG
pembaruan	vernieuwing	penbaruan	vernieuwing	N;SG	N;MASC+FEM;SG
pembaruan	hernieuwing	penbaruan	hernieuwing	N;SG	N;MASC+FEM;SG
pembaruan	verlenging	penbaruan	verlenging	N;SG	N;MASC+FEM;SG
pembaruan	update	penbaruan	update	N;SG	N;MASC+FEM;SG
pengecualian	uitzondering	pengecualian	uitzondering	N;SG	N;MASC+FEM;SG
pengecualian	uitsluiting	pengecualian	uitsluiting	N;SG	N;MASC+FEM;SG
sintesis	synthese	sintesis	synthese	N;SG	N;MASC+FEM;SG
keterlibatan	engagement	keterlibatan	engagement	N;SG	N;NEUT;SG
keterlibatan	betrokkenheid	keterlibatan	betrokkenheid	N;SG	N;MASC+FEM;SG
keterlibatan	verloving	keterlibatan	verloving	N;SG	N;MASC+FEM;SG
keterlibatan	betrokkenheid	keterlibatan	betrokkenheid	N;SG	N;MASC+FEM;SG
keterlibatan	medeplichtigheid	keterlibatan	medeplichtigheid	N;SG	N;MASC+FEM;SG
tendangan	schop	tendangan	schop	N;SG	N;MASC+FEM;SG
tendangan	kick	tendangan	kicken	N;SG	N;MASC+FEM;SG
tendangan	trap	tendangan	trap	N;SG	N;MASC+FEM;SG
enak	lekker	enak	lekker	ADJ;SG	ADJ
dimasak	gekookte	dimasak	koken	V;SG;PASS	V;V.PTCP
dimasak	gekookt	dimasak	koken	V;SG;PASS	V;V.PTCP
ditangani	afgehandeld	ditangani	afhandelen	V;SG;PASS	V;V.PTCP
ditangani	behandelde	ditangani	behandelen	V;SG;PASS	V;SG;PST;FIN
kesimpulan	conclusie	kesimpulan	conclusie	N;SG	N;MASC+FEM;SG
menyembuhkan	geneest	mensembuhkan	eesen	V;SG;ACT	V;SG;PRS;FIN
menyembuhkan	genezen	mensembuhkan	genezen	V;SG;ACT	V;V.PTCP
menyembuhkan	genees	mensembuhkan	genees	V;SG;ACT	V;SG;PRS;FIN
menyembuhkan	genezen	mensembuhkan	genezen	V;SG;ACT	V;V.PTCP
kebijaksanaan	discretie	kebijaksanaan	discretie	N;SG	N;MASC+FEM;SG
kebijaksanaan	wijsheid	kebijaksanaan	wijsheid	N;SG	N;MASC+FEM;SG
striker	spits	striker	spits	N;SG	N;MASC+FEM;SG
striker	striker	striker	striker	N;SG	N;MASC+FEM;SG
ringkasan	samenvatting	ringkasan	samenvatting	N;SG	N;MASC+FEM;SG
perkemahan	kamp	perkemahan	kamp	N	N;NEUT;SG
perkemahan	kampen	perkemahan	kamp	N	N;PL
persemakmuran	commonwealth	persemakmuran	commonwealth	N	N;MASC+FEM;SG
persemakmuran	gemenebest	persemakmuran	gemenebest	N	N;NEUT;SG
antariksa	alumnus	antariksa	alumnus	N;SG	N;MASC+FEM;SG
pemujaan	cult	penpujaan	cult	N;SG	N;MASC+FEM;SG
pemujaan	sekte	penpujaan	sekken	N;SG	N;MASC+FEM;SG
pemujaan	cultus	penpujaan	cultus	N;SG	N;MASC+FEM;SG
survey	enquete	survey	enqueten	N	N;MASC+FEM;SG
survey	enquête	survey	enquyt	N	N;MASC+FEM;SG
diperluas	uitgebreid	diperluas	uitbreiden	V;SG;PASS	V;V.PTCP
diperluas	uitgebreid	diperluas	uitbreiden	V;SG;PASS	V;V.PTCP
diperluas	verlengd	diperluas	verlengen	V;SG;PASS	V;V.PTCP
terganggu	afgeleid	terganggu	afleiden	V;SG;PASS	V;V.PTCP
terganggu	onderbroken	terganggu	onderbreken	V;SG;PASS	V;V.PTCP
terganggu	gestoord	terganggu	storen	V;SG;PASS	V;V.PTCP
terganggu	verstoord	terganggu	verstoren	V;SG;PASS	V;V.PTCP
terganggu	verontrust	terganggu	verontrusten	V;SG;PASS	V;V.PTCP
terganggu	verstoorde	terganggu	verstoren	V;SG;PASS	V;SG;PST;FIN
terganggu	geërgerd	terganggu	vergeren	V;SG;PASS	V;V.PTCP
terganggu	geïrriteerd	terganggu	irriteren	V;SG;PASS	V;V.PTCP
kutukan	vloek	kutukan	vloek	N;SG	N;MASC+FEM;SG
kutukan	verdoemenis	kutukan	verdoemenis	N;SG	N;MASC+FEM;SG
perundingan	onderhandeling	penrundingan	onderhandeling	N;SG	N;MASC+FEM;SG
temuan	ontdekking	temuan	ontdekking	N;SG	N;MASC+FEM;SG
temuan	discovery	temuan	discovery	N;SG	N;MASC+FEM;SG
pentas	podium	pentas	podium	N	N;NEUT;SG
pentas	fase	pentas	fase	N	N;MASC+FEM;SG
pentas	toneel	pentas	toneel	N	N;NEUT;SG
pentas	stadium	pentas	stadium	N	N;NEUT;SG
antarmuka	interface	antarmuka	interface	N;SG	N;MASC+FEM;SG
antarmuka	raakvlak	antarmuka	raakvlak	N;SG	N;NEUT;SG
petang	avondje	petang	avond	N;SG	N;NEUT;SG
petang	avond	petang	avond	N;SG	N;MASC+FEM;SG
diagram	diagram	diagram	diagram	N;SG	N;NEUT;SG
diagram	grafiek	diagram	grafiek	N;SG	N;MASC+FEM;SG
tempuh	emilia	tempuh	emilium	N;SG;ACT	N;MASC+FEM;SG
elektro	elektro	elektro	elektro	N;SG	N;MASC+FEM;SG
elektro	electro	elektro	electro	N;SG	N;MASC+FEM;SG
sandi	wachtwoord	sandi	wachtwoord	N;SG	N;NEUT;SG
sandi	paswoord	sandi	paswoord	N;SG	N;NEUT;SG
administrator	beheerder	administrator	beheerd	N;SG	N;MASC+FEM;SG
administrator	administrateur	administrator	administrateur	N;SG	N;MASC+FEM;SG
mewarisi	erft	menwarisi	erft	V;SG;ACT	V;SG;PRS;FIN
mewarisi	erven	menwarisi	erven	V;SG;ACT	V;NFIN
mewarisi	geërfd	menwarisi	geven	V;SG;ACT	V;V.PTCP
kental	gecondenseerde	kental	condenseren	ADJ;SG	ADJ
kental	viskeuze	kental	viskeus	ADJ;SG	ADJ
susah	moeilijk	susah	moeilijk	ADJ;SG	ADJ
susah	hard	susah	hard	ADJ;SG	ADJ
susah	harde	susah	hard	ADJ;SG	ADJ
susah	lastig	susah	lastig	ADJ;SG	ADJ
susah	moeilijk	susah	moeilijk	ADJ;SG	ADJ
susah	moeilijke	susah	moeilijk	ADJ;SG	ADJ
dilepaskan	ontkoppeld	dilepaskan	ontkoppelen	V;SG;PASS	V;V.PTCP
dilepaskan	vrijgelaten	dilepaskan	vrijlaten	V;SG;PASS	V;V.PTCP
dilepaskan	vrijgegeven	dilepaskan	vrijgeven	V;SG;PASS	V;V.PTCP
dilepaskan	uitgebracht	dilepaskan	uitbrengen	V;SG;PASS	V;V.PTCP
dilepaskan	losgelaten	dilepaskan	loslaten	V;SG;PASS	V;V.PTCP
dilepaskan	ontketend	dilepaskan	ontketend	V;SG;PASS	V;V.PTCP
dilepaskan	losgemaakt	dilepaskan	losmaken	V;SG;PASS	V;V.PTCP
dilepaskan	losgekoppeld	dilepaskan	losgekoppeld	V;SG;PASS	V;V.PTCP
dilepaskan	vrijstaande	dilepaskan	vrijstaand	V;SG;PASS	V;V.PTCP
penomoran	nummering	pennomoran	nummering	N;SG	N;MASC+FEM;SG
adventure	avontuur	adventure	avontuur	N	N;NEUT;SG
adventure	adventure	adventure	adventure	N	N;MASC+FEM;SG
adventure	avonturen	adventure	avontuur	N	N;PL
ketegangan	spanning	ketegangan	spanning	N;SG	N;MASC+FEM;SG
ketegangan	spanning	ketegangan	spanning	N;SG	N;MASC+FEM;SG
petir	thunder	petir	thunder	N;SG	N;MASC+FEM;SG
petir	onweer	petir	onweer	N;SG	N;NEUT;SG
petir	donder	petir	donder	N;SG	N;MASC+FEM;SG
petir	bliksem	petir	bliksem	N;SG	N;MASC+FEM;SG
petir	lightning	petir	lightning	N;SG	N;MASC+FEM;SG
menantang	uitdagen	mentantang	uitdag	V;SG;ACT	V;NFIN
menantang	uitdagende	mentantang	uitdagen	V;SG;ACT	V;V.PTCP
menantang	uitdagend	mentantang	uitdagen	V;SG;ACT	V;V.PTCP
menantang	aangevochten	mentantang	aanvechten	V;SG;ACT	V;V.PTCP
menantang	uitgedaagd	mentantang	uitdagen	V;SG;ACT	V;V.PTCP
desainer	ontwerper	desainer	ontwerper	N;SG	N;MASC+FEM;SG
desainer	designer	desainer	designer	N;SG	N;MASC+FEM;SG
kecerdasan	inlichtingendienst	kecerdasan	inlichtingendienst	N;SG	N;MASC+FEM;SG
kecerdasan	intelligentie	kecerdasan	intelligentie	N;SG	N;MASC+FEM;SG
kecerdasan	intellect	kecerdasan	intellect	N;SG	N;NEUT;SG
modul	module	modul	module	N;SG	N;MASC+FEM;SG
kecewa	ontevreden	kecewa	ontevreden	ADJ;SG	ADJ
kecewa	overstuur	kecewa	overstuur	ADJ;SG	ADJ
kecewa	ontevreden	kecewa	ontevreden	ADJ;SG	ADJ
vandalisme	vandalisme	vandalisme	vandalisme	N;SG	N;NEUT;SG
tinju	boks	tinju	boks	N;SG	N;MASC+FEM;SG
tinju	vuist	tinju	vuist	N;SG	N;MASC+FEM;SG
diwakili	vertegenwoordigde	diwakili	vertegenwoordigen	V;SG;PASS	V;SG;PST;FIN
diwakili	vertegenwoordigd	diwakili	vertegenwoordigen	V;SG;PASS	V;V.PTCP
manufaktur	fabrikanten	manufaktur	fabrikant	N	N;PL
manufaktur	fabricage	manufaktur	fabricage	N	N;MASC+FEM;SG
manufaktur	producent	manufaktur	producent	N	N;MASC+FEM;SG
manufaktur	fabrikant	manufaktur	fabrikant	N	N;MASC+FEM;SG
potret	portret	potret	portret	N;SG	N;NEUT;SG
propaganda	propaganda	propaganda	propaganda	N;SG	N;MASC+FEM;SG
digabung	samengevoegd	digabung	samenvoegen	V;SG;PASS	V;V.PTCP
digabung	samengevoegde	digabung	samenvoegen	V;SG;PASS	V;V.PTCP
mempercepat	versnellen	menpercepat	versnellen	V;SG;ACT	V;NFIN
mempercepat	versnellen	menpercepat	versnellen	V;SG;ACT	V;NFIN
geng	geng	geng	geng	N;SG	N;MASC+FEM;SG
geng	bende	geng	bende	N;SG	N;MASC+FEM;SG
suster	sisters	suster	sister	N	N;PL
suster	zusters	suster	zuster	N	N;PL
suster	zussen	suster	zussen	N	N;PL
suster	zusjes	suster	zus	N	N;PL
suster	zus	suster	zus	N	N;MASC+FEM;SG
suster	zusje	suster	zus	N	N;NEUT;SG
suster	zuster	suster	zuster	N	N;MASC+FEM;SG
suster	verpleegster	suster	verpleegster	N	N;MASC+FEM;SG
suster	zuster	suster	zuster	N	N;MASC+FEM;SG
suster	verpleger	suster	verpleger	N	N;MASC+FEM;SG
mengejutkan	verrassende	menkejutkan	verrassen	V;SG;ACT	V;V.PTCP
mengejutkan	verrassend	menkejutkan	verrassen	V;SG;ACT	V;V.PTCP
mengejutkan	schokken	menkejutkan	schok	V;SG;ACT	V;NFIN
mengejutkan	schokkende	menkejutkan	schokken	V;SG;ACT	V;V.PTCP
mengejutkan	schokkend	menkejutkan	schokken	V;SG;ACT	V;V.PTCP
memutar	roteren	menputar	roteren	V;SG;ACT	V;NFIN
memutar	draaiend	menputar	draaien	V;SG;ACT	V;V.PTCP
memutar	draaien	menputar	draaien	V;SG;ACT	V;NFIN
memutar	roterende	menputar	roteren	V;SG;ACT	V;V.PTCP
memutar	afspelen	menputar	afspelen	V;SG;ACT	V;NFIN
memutar	roteren	menputar	roteren	V;SG;ACT	V;NFIN
memutar	draaien	menputar	draaien	V;SG;ACT	V;NFIN
fighter	strijder	fighter	strijder	N	N;MASC+FEM;SG
fighter	vechter	fighter	vechter	N	N;MASC+FEM;SG
fighter	fighter	fighter	fighter	N	N;MASC+FEM;SG
geometri	geometrie	geometri	geometrie	N	N;MASC+FEM;SG
geometri	meetkunde	geometri	meetkunde	N	N;MASC+FEM;SG
kelainan	aberratie	kelainan	aberratie	N;SG	N;MASC+FEM;SG
kelainan	stoornis	kelainan	stoornis	N;SG	N;MASC+FEM;SG
kelainan	wanorde	kelainan	wanorde	N;SG	N;MASC+FEM;SG
kelainan	misvorming	kelainan	misvorming	N;SG	N;MASC+FEM;SG
gaji	salaris	gaji	salaris	N;SG	N;NEUT;SG
diarahkan	geregisseerd	diarahkan	regisseren	V;SG;PASS	V;V.PTCP
diarahkan	gerichte	diarahkan	richten	V;SG;PASS	V;V.PTCP
diarahkan	regisseerde	diarahkan	regisseren	V;SG;PASS	V;SG;PST;FIN
diarahkan	doorgestuurd	diarahkan	doorsturen	V;SG;PASS	V;V.PTCP
diarahkan	omgeleid	diarahkan	omleiden	V;SG;PASS	V;V.PTCP
diarahkan	doorverwezen	diarahkan	doorverwezen	V;SG;PASS	V;V.PTCP
lada	paprika	lada	paprika	N;SG	N;MASC+FEM;SG
lada	peper	lada	peper	N;SG	N;MASC+FEM;SG
lada	lada	lada	lada	N;SG	N;MASC+FEM;SG
dikategorikan	gecategoriseerd	dikategorikan	categoriseren	V;SG;PASS	V;V.PTCP
pengurangan	verlaging	penkurangan	verlaging	N;SG	N;MASC+FEM;SG
pengurangan	reductie	penkurangan	reductie	N;SG	N;MASC+FEM;SG
pengurangan	vermindering	penkurangan	vermindering	N;SG	N;MASC+FEM;SG
direbut	heroverd	direbut	heroveren	V;SG;PASS	V;V.PTCP
direbut	gevangengenomen	direbut	gevangennemen	V;SG;PASS	V;V.PTCP
direbut	gevangen	direbut	vangen	V;SG;PASS	V;V.PTCP
menyumbangkan	doneren	mensumbangkan	doneren	V;SG;ACT	V;NFIN
anggun	elegant	anggun	elegant	ADJ;SG	ADJ
anggun	elegante	anggun	elegant	ADJ;SG	ADJ
anggun	gracieus	anggun	gracieus	ADJ;SG	ADJ
anggun	sierlijke	anggun	sierlijk	ADJ;SG	ADJ
anggun	sierlijk	anggun	sierlijk	ADJ;SG	ADJ
inspektur	inspecteur	inspektur	inspecteur	N	N;MASC+FEM;SG
inspektur	hoofdinspecteur	inspektur	hoofdinspecteur	N	N;MASC+FEM;SG
inspektur	hoofdagent	inspektur	hoofdagent	N	N;MASC+FEM;SG
genetika	genetica	genetika	genetica	N;SG	N;MASC+FEM;SG
globalisasi	mondialisering	globalisasi	mondialisering	N	N;MASC+FEM;SG
globalisasi	globalisering	globalisasi	globalisering	N	N;MASC+FEM;SG
sedan	sedan	sedan	sedan	N;SG	N;MASC+FEM;SG
sedan	saloon	sedan	saloon	N;SG	N;MASC+FEM;SG
identifikasi	identificatie	identifikasi	identificatie	N;SG	N;MASC+FEM;SG
kebahagiaan	bliss	kebahagiaan	blissen	N;SG	N;MASC+FEM;SG
kebahagiaan	gelukzaligheid	kebahagiaan	gelukzaligheid	N;SG	N;MASC+FEM;SG
kebahagiaan	blijheid	kebahagiaan	blijheid	N;SG	N;MASC+FEM;SG
kebahagiaan	blijdschap	kebahagiaan	blijdschap	N;SG	N;MASC+FEM;SG
kebahagiaan	geluk	kebahagiaan	geluk	N;SG	N;NEUT;SG
dilatih	gecoacht	dilatih	coechen	V;SG;PASS	V;V.PTCP
dilatih	opgeleid	dilatih	opleiden	V;SG;PASS	V;V.PTCP
dilatih	getrainde	dilatih	trainen	V;SG;PASS	V;V.PTCP
dilatih	getraind	dilatih	trainen	V;SG;PASS	V;V.PTCP
pemberdayaan	empowerment	pemberdayaan	empowerment	N;SG	N;NEUT;SG
pemberdayaan	emancipatie	pemberdayaan	emancipatie	N;SG	N;MASC+FEM;SG
terintegrasi	geïntegreerde	terintegrasi	integreren	V;SG;PASS	V;SG;PST;FIN
terintegrasi	geïntegreerd	terintegrasi	integreren	V;SG;PASS	V;V.PTCP
script	scripts	script	script	N	N;MASC+FEM;SG
script	scenario	script	scenario	N	N;NEUT;SG
script	script	script	script	N	N;NEUT;SG
komitmen	verbintenis	komitmen	verbintenis	N;SG	N;MASC+FEM;SG
komitmen	toewijding	komitmen	toewijding	N;SG	N;MASC+FEM;SG
komitmen	engagement	komitmen	engagement	N;SG	N;NEUT;SG
komitmen	betrokkenheid	komitmen	betrokkenheid	N;SG	N;MASC+FEM;SG
kentang	aardappel	kentang	aardappel	N;SG	N;MASC+FEM;SG
nutrisi	voeding	nutrisi	voeding	N;SG	N;MASC+FEM;SG
meletus	uitbarsten	menletus	uitbarsten	V;SG;ACT	V;NFIN
meletus	uitgebarsten	menletus	uitbarsten	V;SG;ACT	V;V.PTCP
meletus	uitbarst	menletus	uitbarst	V;SG;ACT	V;SG;PRS;FIN
icao	icao	icao	icao	N	N;MASC+FEM;SG
jual	verkoop	jual	verkoop	N;SG;ACT	N;MASC+FEM;SG
jual	verkoop	jual	verkoop	N;SG;ACT	N;MASC+FEM;SG
fantasi	fantasy	fantasi	fantasy	N	N;MASC+FEM;SG
fantasi	fantasie	fantasi	fantasie	N	N;MASC+FEM;SG
fantasi	fantasieën	fantasi	fantasieën	N	N;PL
mengutip	citeren	menutip	citeren	V;SG;ACT	V;NFIN
mendiami	bewonen	mendiami	bewonen	V;SG;ACT	V;NFIN
manuskrip	manuscripten	manuskrip	manuscrip	N	N;PL
manuskrip	handschriften	manuskrip	handschrift	N	N;PL
manuskrip	handschrift	manuskrip	handschrift	N	N;NEUT;SG
manuskrip	manuscript	manuskrip	manuscript	N	N;NEUT;SG
negosiasi	onderhandeling	negosiasi	onderhandeling	N	N;MASC+FEM;SG
negosiasi	onderhandelingen	negosiasi	onderhandeling	N	N;PL
negosiasi	onderhandeling	negosiasi	onderhandeling	N	N;MASC+FEM;SG
negosiasi	onderhandelingen	negosiasi	onderhandeling	N	N;PL
negosiasi	onderhandeling	negosiasi	onderhandeling	N	N;MASC+FEM;SG
negosiasi	onderhandelingen	negosiasi	onderhandeling	N	N;PL
dipinjamkan	uitgeleend	dipinjamkan	uitlenen	V;SG;PASS	V;V.PTCP
dipinjamkan	geleend	dipinjamkan	lenen	V;SG;PASS	V;V.PTCP
sybra	sybra	sybra	sybra	N	N;MASC+FEM;SG
dialihkan	doorgestuurd	dialihkan	doorsturen	V;SG;PASS	V;V.PTCP
dialihkan	omgeleid	dialihkan	omleiden	V;SG;PASS	V;V.PTCP
dialihkan	doorverwezen	dialihkan	doorverwezen	V;SG;PASS	V;V.PTCP
dialihkan	omgeleid	dialihkan	omleiden	V;SG;PASS	V;V.PTCP
traktat	verdrag	traktat	verdrag	N	N;NEUT;SG
ragu	twijfelachtige	ragu	twijfelachtig	ADJ;SG	ADJ
ragu	twijfelachtig	ragu	twijfelachtig	ADJ;SG	ADJ
ragu	aarzel	ragu	aarzel	ADJ;SG	ADJ
syukur	dankbaarheid	syukur	dankbaarheid	N;SG	N;MASC+FEM;SG
syukur	thanksgiving	syukur	thanksgiving	N;SG	N;MASC+FEM;SG
menghargai	waardeer	menhargai	waardeer	V;SG;ACT	V;SG;PRS;FIN
menghargai	waarderen	menhargai	waarderen	V;SG;ACT	V;NFIN
menghargai	koester	menhargai	koester	V;SG;ACT	V;SG;PRS;FIN
menghargai	koesteren	menhargai	koesteren	V;SG;ACT	V;NFIN
orkestra	orkest	orkestra	orkest	N;SG	N;NEUT;SG
orkestra	orchestra	orkestra	orchestra	N;SG	N;NEUT;SG
suriname	suriname	suriname	suriname	N	N;MASC+FEM;SG
kapel	kapel	kapel	kapel	N	N;MASC+FEM;SG
hara	hara	hara	hara	N	N;MASC+FEM;SG
penyuntingan	bewerkingen	penyuntingan	bewerking	N	N;PL
kotor	vuile	kotor	vuil	ADJ;SG	ADJ
kotor	vieze	kotor	val	ADJ;SG	ADJ
kotor	vies	kotor	vies	ADJ;SG	ADJ
kotor	vuil	kotor	vuil	ADJ;SG	ADJ
kotor	smerig	kotor	smerig	ADJ;SG	ADJ
kotor	smerige	kotor	smerig	ADJ;SG	ADJ
kotor	smerig	kotor	smerig	ADJ;SG	ADJ
ramayana	ramayana	ramayana	ramayana	N;SG	N;MASC+FEM;SG
komet	comet	komet	comet	N	N;MASC+FEM;SG
komet	komeet	komet	komeet	N	N;MASC+FEM;SG
komet	kometen	komet	kometen	N	N;PL
impian	droom	impian	droom	N;SG	N;MASC+FEM;SG
impian	dream	impian	dream	N;SG	N;MASC+FEM;SG
impian	dreams	impian	dream	N;SG	N;MASC+FEM;SG
semester	semester	semester	semester	N	N;NEUT;SG
terorisme	terrorisme	terorisme	terrorisme	N;SG	N;NEUT;SG
liputan	dekking	liputan	dekking	N;SG	N;MASC+FEM;SG
filter	filter	filter	filter	N;SG	N;NEUT;SG
menghambat	hinderen	menhambat	hind	V;SG;ACT	V;NFIN
menghambat	belemmeren	menhambat	belemmeren	V;SG;ACT	V;NFIN
menghambat	belemmeren	menhambat	belemmeren	V;SG;ACT	V;NFIN
apel	appel	apel	appel	N;SG	N;MASC+FEM;SG
apel	apple	apel	apple	N;SG	N;MASC+FEM;SG
narkoba	drug	narkoba	drug	N;SG	N;MASC+FEM;SG
pencegahan	voorzorg	pencegahan	voorzorg	N;SG	N;MASC+FEM;SG
pencegahan	voorzorgsmaatregel	pencegahan	voorzorgsmaatregel	N;SG	N;MASC+FEM;SG
pencegahan	voorkoming	pencegahan	voorkoming	N;SG	N;MASC+FEM;SG
pencegahan	preventie	pencegahan	preventie	N;SG	N;MASC+FEM;SG
tumor	tumor	tumor	tumor	N;SG	N;MASC+FEM;SG
tumor	tumor	tumor	tumor	N;SG	N;MASC+FEM;SG
mie	noedels	mie	noedel	N	N;PL
mie	mie	mie	mie	N	N;MASC+FEM;SG
obyek	voorwerp	obyek	voorwerp	N;SG	N;NEUT;SG
obyek	object	obyek	object	N;SG	N;NEUT;SG
opini	advies	opini	advies	N;SG	N;NEUT;SG
opini	mening	opini	mening	N;SG	N;MASC+FEM;SG
karate	karate	karate	karate	N	N;MASC+FEM;SG
pegulat	worstelaar	pegulat	worstelaar	N;SG	N;MASC+FEM;SG
pengucapan	uitspraak	penucapan	uitspraak	N;SG	N;MASC+FEM;SG
ranting	takje	ranting	tak	N;SG	N;NEUT;SG
ranting	bijkantoor	ranting	bijkantoor	N;SG	N;NEUT;SG
ranting	filiaal	ranting	filiaal	N;SG	N;NEUT;SG
ranting	branch	ranting	branch	N;SG	N;MASC+FEM;SG
ranting	tak	ranting	tak	N;SG	N;MASC+FEM;SG
istirahat	break	istirahat	break	N;SG	N;MASC+FEM;SG
istirahat	pauze	istirahat	pauze	N;SG	N;MASC+FEM;SG
istirahat	rest	istirahat	rest	N;SG	N;MASC+FEM;SG
istirahat	rust	istirahat	rust	N;SG	N;MASC+FEM;SG
menyamar	vermommen	mensamar	vermommen	V;SG;ACT	V;NFIN
menuduh	beschuldigen	mentuduh	beschuldigen	V;SG;ACT	V;NFIN
menuduh	beschuldigen	mentuduh	beschuldigen	V;SG;ACT	V;NFIN
menuduh	beschuldig	mentuduh	beschuldig	V;SG;ACT	V;SG;PRS;FIN
