que	že	que	že	CONJ	CONJ
mitad	půl	mitad	půl	N;FEM;SG	N;NOM;FEM;SG;POS
mitad	polovinu	mitad	polovina	N;FEM;SG	N;ACC;FEM;SG;POS
realidad	skutečnost	realidad	skutečnost	N;FEM;SG	N;NOM;FEM;SG;POS
realidad	realita	realidad	realita	N;FEM;SG	N;NOM;FEM;SG;POS
gente	people	gente	people	N;FEM;SG	N;MASC;SG;POS
cámara	komora	cámara	komora	N;FEM;SG	N;NOM;FEM;SG;POS
cámara	fotoaparát	cámara	fotoaparát	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cámara	foťák	cámara	foťák	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cámara	kamera	cámara	kamera	N;FEM;SG	N;NOM;FEM;SG;POS
cámara	kameru	cámara	kamera	N;FEM;SG	N;ACC;FEM;SG;POS
escudo	štít	escudo	štít	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
escudo	shield	escudo	shield	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
aguas	vody	agua	voda	N;FEM;PL	N;NOM;FEM;PL;POS
acceso	přístupu	acceso	přístup	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
acceso	přístup	acceso	přístup	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
clasificación	hodnocení	clasificación	hodnocení	N;FEM;SG	N;NOM;NEUT;SG;POS
clasificación	rating	clasificación	rating	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
clasificación	třídění	clasificación	třídění	N;FEM;SG	N;NOM;NEUT;SG;POS
clasificación	třídění	clasificación	třídění	N;FEM;SG	N;NOM;NEUT;SG;POS
clasificación	klasifikaci	clasificación	klasifikace	N;FEM;SG	N;ACC;FEM;SG;POS
clasificación	zařazení	clasificación	zařazení	N;FEM;SG	N;NOM;NEUT;SG;POS
clasificación	klasifikace	clasificación	klasifikace	N;FEM;SG	N;NOM;FEM;SG;POS
clasificación	pořadí	clasificación	pořadí	N;FEM;SG	N;NOM;NEUT;SG;POS
clasificación	řazení	clasificación	řazení	N;FEM;SG	N;NOM;NEUT;SG;POS
clasificación	kvalifikace	clasificación	kvalifikace	N;FEM;SG	N;NOM;FEM;SG;POS
mano	ruka	mano	ruka	N;FEM;SG	N;NOM;FEM;SG;POS
mano	ruku	mano	ruka	N;FEM;SG	N;ACC;FEM;SG;POS
sigue	sledovat	seguir	sledovat	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
sigue	následovat	seguir	následovat	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
problema	problem	problema	probl	N;MASC;SG	N;NOM;MASC;SG;POS
problema	problém	problema	problém	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
trabajos	díla	trabajo	dílo	N;MASC;PL	N;NOM;NEUT;PL;POS
elegido	zvolen	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
elegido	zvolený	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
elegido	zvolená	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
elegido	zvolen	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
elegido	zvolená	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
elegido	zvolený	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
independiente	nezávislá	independiente	závislý	ADJ;SG	ADJ;NOM;FEM;SG;NEG
independiente	nezávislé	independiente	závislý	ADJ;SG	ADJ;NOM;NEUT;SG;NEG
independiente	nezávislý	independiente	závislý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;NEG
independiente	nezávislý	independiente	závislý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;NEG
futbolista	fotbalista	futbolista	fotbalista	N;SG	N;ANIM;NOM;MASC;SG;POS
comercial	komerční	comercial	komerční	ADJ;SG	ADJ;NOM;FEM;SG;POS
comercial	obchodní	comercial	obchodní	ADJ;SG	ADJ;NOM;MASC;SG;POS
metal	metal	metal	metal	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
metal	kov	metal	kov	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
diario	deník	diario	deník	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
diario	diář	diario	diář	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
diario	deník	diario	deník	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
diario	journal	diario	journal	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
diario	věstníku	diario	věstník	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
palabra	slovo	palabra	slovo	N;FEM;SG	N;NOM;NEUT;SG;POS
carácter	znak	carácter	znak	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
carácter	postava	carácter	postava	N;MASC;SG	N;NOM;FEM;SG;POS
carácter	charakter	carácter	charakter	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
falta	nedostatek	falta	nedostatek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
reina	královna	reina	královna	N;FEM;SG	N;NOM;FEM;SG;POS
reina	královno	reina	královno	N;FEM;SG	N;NOM;MASC;SG;POS
domingo	neděli	domingo	neděle	N	N;ACC;FEM;SG;POS
domingo	neděle	domingo	neděle	N	N;NOM;FEM;SG;POS
libertad	svoboda	libertad	svoboda	N;FEM;SG	N;NOM;FEM;SG;POS
libertad	volnost	libertad	volnost	N;FEM;SG	N;NOM;FEM;SG;POS
libertad	svobodu	libertad	svoboda	N;FEM;SG	N;ACC;FEM;SG;POS
libertad	svoboda	libertad	svoboda	N;FEM;SG	N;NOM;FEM;SG;POS
libertad	liberty	libertad	libert	N;FEM;SG	N;NOM;FEM;SG;POS
libertad	libertad	libertad	libertad	N;FEM;SG	N;NOM;FEM;SG;POS
xviii	xviii	xviii	xviie	N	N;NOM;FEM;SG;POS
xviii	eighteenth	xviii	eighteent	N	N;INAN;NOM;MASC;SG;POS
unidades	jednotky	unidad	jednotka	N;FEM;PL	N;NOM;FEM;PL;POS
unidades	agregáty	unidad	agregát	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
unidades	jednotek	unidad	jednotka	N;FEM;PL	N;GEN;FEM;PL;POS
capitán	kapitáne	capitán	kapitán	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
capitán	kapitán	capitán	kapitán	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
políticas	politiky	política	politika	N;FEM;PL	N;NOM;FEM;PL;POS
políticas	politiky	política	politika	N;FEM;PL	N;NOM;FEM;PL;POS
jugó	hrál	jugar	hrát	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
video	video	video	video	N;MASC;SG	N;NOM;NEUT;SG;POS
comisión	provize	comisión	provize	N;FEM;SG	N;NOM;FEM;SG;POS
comisión	komise	comisión	komise	N;FEM;SG	N;NOM;FEM;SG;POS
comisión	výbor	comisión	výbor	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
comisión	výboru	comisión	výbor	N;FEM;SG	N;INAN;DAT;MASC;SG;POS
lima	vápna	lima	vápno	N;FEM;SG	N;NOM;NEUT;SG;POS
comienza	začíná	comenzar	začínat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
comienza	začíná	comenzar	začínat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
comienza	startuje	comenzar	startovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
velocidad	rychlost	velocidad	rychlost	N;FEM;SG	N;NOM;FEM;SG;POS
velocidad	rychlost	velocidad	rychlost	N;FEM;SG	N;NOM;FEM;SG;POS
objetos	objekty	objeto	objekt	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
objetos	předměty	objeto	předmět	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
objetos	objektů	objeto	objekt	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
escribió	psal	escribir	psát	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
escribió	napsal	escribir	napsat	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
ministerio	ministerstvo	ministerio	ministerstvo	N;MASC;SG	N;NOM;NEUT;SG;POS
creado	vytvořeno	creado	vytvořený	ADJ;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
creado	vytvořen	creado	vytvořený	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
oriental	orientální	oriental	orientální	ADJ;SG	ADJ;NOM;MASC;SG;POS
oriental	východní	oriental	východní	ADJ;SG	ADJ;NOM;FEM;SG;POS
hermanos	sourozence	hermano	sourozenec	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
hermanos	sourozenci	hermano	sourozenec	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
hermanos	bratry	hermano	bratr	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
hermanos	bratři	hermano	bratr	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
edificios	budov	edificio	budova	N;MASC;PL	N;GEN;FEM;PL;POS
edificios	budovy	edificio	budova	N;MASC;PL	N;NOM;FEM;PL;POS
edificios	stavby	edificio	stavba	N;MASC;PL	N;NOM;FEM;PL;POS
tierras	zemin	tierra	zeminy	N;FEM;PL	N;NOM;FEM;PL;POS
tierras	pozemky	tierra	pozemek	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
cosas	věci	cosa	věc	N;FEM;PL	N;NOM;FEM;PL;POS
cosas	věci	cosa	věc	N;FEM;PL	N;NOM;FEM;PL;POS
michael	michaeli	michael	michael	N;MASC;SG	N;NOM;FEM;SG;POS
áfrica	afriku	áfrico	afrika	N;FEM;SG	N;ACC;FEM;SG;POS
áfrica	afrika	áfrico	afrika	N;FEM;SG	N;NOM;FEM;SG;POS
cambios	změny	cambio	změna	N;MASC;PL	N;NOM;FEM;PL;POS
cambios	změn	cambio	změna	N;MASC;PL	N;GEN;FEM;PL;POS
cambios	změny	cambio	změna	N;MASC;PL	N;NOM;FEM;PL;POS
lanzado	propuštěn	lanzado	propuštěný	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
lanzado	spuštěn	lanzado	spuštěný	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
bandera	vlajka	bandera	vlajka	N;FEM;SG	N;NOM;FEM;SG;POS
bandera	vlajkou	bandera	vlajka	N;FEM;SG	N;INS;FEM;SG;POS
bandera	příznak	bandera	příznak	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
bandera	vlajku	bandera	vlajka	N;FEM;SG	N;ACC;FEM;SG;POS
bandera	banner	bandera	banner	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
videojuegos	videohry	videojuego	videohra	N;MASC;PL	N;NOM;FEM;PL;POS
rica	bohaté	rico	bohatý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
rica	bohatá	rico	bohatý	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
rica	bohatý	rico	bohatý	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
verde	zelené	verde	zelený	ADJ;SG	ADJ;NOM;NEUT;SG;POS
verde	zelený	verde	zelený	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
verde	zelená	verde	zelený	ADJ;SG	ADJ;NOM;FEM;SG;POS
templo	svatyně	templo	svatyně	N;MASC;SG	N;NOM;FEM;SG;POS
templo	chrám	templo	chrám	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
raza	raza	raza	raza	N;FEM;SG	N;NOM;MASC;SG;POS
raza	plemeno	raza	plemeno	N;FEM;SG	N;NOM;NEUT;SG;POS
raza	závod	raza	závod	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
raza	rasa	raza	rasa	N;FEM;SG	N;NOM;FEM;SG;POS
avenida	avenue	avenida	avenue	N;FEM;SG	N;NOM;FEM;SG;POS
regional	oblastní	regional	oblastní	ADJ;SG	ADJ;NOM;MASC;SG;POS
regional	regionální	regional	regionální	ADJ;SG	ADJ;NOM;MASC;SG;POS
posterior	následná	posterior	následný	ADJ;SG	ADJ;NOM;FEM;SG;POS
posterior	následné	posterior	následný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
biblioteca	knihovna	biblioteca	knihovna	N;FEM;SG	N;NOM;FEM;SG;POS
biblioteca	knihovně	biblioteca	knihovna	N;FEM;SG	N;DAT;FEM;SG;POS
biblioteca	knihovnu	biblioteca	knihovna	N;FEM;SG	N;ACC;FEM;SG;POS
publicó	zveřejnil	publicar	zveřejnit	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
títulos	názvy	título	název	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
títulos	tituly	título	titul	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
títulos	stupně	título	stupeň	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
títulos	tituly	título	titul	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
títulos	stupňů	título	stupeň	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
utiliza	používá	utilizar	používat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
dijo	řekl	decir	říci	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
dijo	říkal	decir	říkat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
reporte	zpráva	reportar	zpráva	N;MASC;SG	N;NOM;FEM;SG;POS
reporte	report	reportar	report	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
reporte	hlášení	reportar	hlášení	N;MASC;SG	N;NOM;NEUT;SG;POS
reporte	nahlášení	reportar	nahlášení	N;MASC;SG	N;NOM;NEUT;SG;POS
blancos	cíle	blanco	cíl	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
ángel	andílek	ángel	andílek	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ángel	anděl	ángel	anděl	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ecuador	rovníku	ecuador	rovník	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
productos	komodity	producto	komodita	N;MASC;PL	N;NOM;FEM;PL;POS
productos	komodit	producto	komodita	N;MASC;PL	N;GEN;FEM;PL;POS
productos	přípravky	producto	přípravek	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
productos	produktů	producto	produkt	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
productos	výrobky	producto	výrobek	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
productos	produkty	producto	produkt	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
portugal	portugalsko	portugal	portugalský	ADJ;SG	ADJ;POS
salvador	spasitel	salvador	spasitel	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
salvador	zachránce	salvador	zachránce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
salvador	spasitel	salvador	spasitel	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
salvador	zachránce	salvador	zachránce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
manos	ruce	mano	ruka	N;FEM;PL	N;NOM;FEM;PL;POS
carretera	dálnici	carretera	dálnice	N;FEM;SG	N;ACC;FEM;SG;POS
carretera	dálnice	carretera	dálnice	N;FEM;SG	N;NOM;FEM;SG;POS
carretera	silnice	carretera	silnice	N;FEM;SG	N;NOM;FEM;SG;POS
carretera	cesta	carretera	cesta	N;FEM;SG	N;NOM;FEM;SG;POS
escrito	psáno	escrito	psaný	ADJ;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
escrito	písemná	escrito	písemný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
escrito	písemné	escrito	písemný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
escrito	napsáno	escrito	napsaný	ADJ;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
industria	odvětví	industria	odvětví	N;FEM;SG	N;NOM;NEUT;SG;POS
industria	průmysl	industria	průmysl	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
industria	údržbář	industria	údržbář	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
industria	údržbáře	industria	údržbář	N;FEM;SG	N;ANIM;ACC;MASC;SG;POS
entrenador	trenér	entrenador	trenér	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
entrenador	kouč	entrenador	kouč	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
entrenador	trenér	entrenador	trenér	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
palabras	slov	palabra	slovo	N;FEM;PL	N;GEN;NEUT;PL;POS
palabras	slova	palabra	slovo	N;FEM;PL	N;NOM;NEUT;PL;POS
padres	otců	padre	otec	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
padres	otcové	padre	otec	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
padres	rodiče	padre	rodič	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
padres	rodiči	padre	rodič	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
padres	rodiče	padre	rodič	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
policía	polda	policía	polda	N;SG	N;ANIM;NOM;MASC;SG;POS
policía	policajt	policía	policajt	N;SG	N;ANIM;NOM;MASC;SG;POS
policía	policista	policía	policista	N;SG	N;ANIM;NOM;MASC;SG;POS
policía	policie	policía	policie	N;SG	N;NOM;FEM;SG;POS
policía	policajt	policía	policajt	N;SG	N;ANIM;NOM;MASC;SG;POS
policía	policista	policía	policista	N;SG	N;ANIM;NOM;MASC;SG;POS
líder	leader	líder	leader	N;SG	N;INAN;NOM;MASC;SG;POS
líder	vůdce	líder	vůdce	N;SG	N;ANIM;NOM;MASC;SG;POS
fondo	fond	fondo	fond	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
fondo	fondu	fondo	fond	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
fondo	pozadí	fondo	pozadí	N;MASC;SG	N;NOM;NEUT;SG;POS
fondo	zázemí	fondo	zázemí	N;MASC;SG	N;NOM;NEUT;SG;POS
productor	producent	productor	producent	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
productor	výrobce	productor	výrobce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
gira	turné	gira	turné	N;FEM;SG	N;NEUT;POS
gira	prohlídka	gira	prohlídka	N;FEM;SG	N;NOM;FEM;SG;POS
técnica	technik	técnica	technik	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
técnica	technika	técnica	technika	N;FEM;SG	N;NOM;FEM;SG;POS
técnica	techniku	técnica	technika	N;FEM;SG	N;ACC;FEM;SG;POS
técnica	technika	técnica	technika	N;FEM;SG	N;NOM;FEM;SG;POS
príncipe	princi	príncipe	princ	N;MASC;SG	N;ANIM;DAT;MASC;SG;POS
príncipe	kníže	príncipe	kníže	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
príncipe	prince	príncipe	princ	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
príncipe	princ	príncipe	princ	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
áreas	plochy	área	plocha	N;FEM;PL	N;NOM;FEM;PL;POS
áreas	oblasti	área	oblast	N;FEM;PL	N;NOM;FEM;PL;POS
encontrar	najděte	encontrar	najít	V;NFIN	V;IMP;PL;2;POS;FIN
encontrar	najdi	encontrar	najdi	V;NFIN	V;IMP;SG;2;POS;FIN
encontrar	najít	encontrar	najít	V;NFIN	V;POS;NFIN
plan	plán	plan	plán	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
artista	bavič	artista	bavič	N;SG	N;ANIM;NOM;MASC;SG;POS
artista	umělec	artista	umělec	N;SG	N;ANIM;NOM;MASC;SG;POS
artista	umělkyně	artista	umělkyně	N;SG	N;NOM;FEM;SG;POS
formas	tvary	forma	tvar	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
formas	tvarů	forma	tvar	N;FEM;PL	N;INAN;GEN;MASC;PL;POS
formas	formy	forma	forma	N;FEM;PL	N;NOM;FEM;PL;POS
formas	formuláře	forma	formulář	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
formas	způsoby	forma	způsob	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
atlético	atlético	atlético	atlétik	N;MASC;SG	N;NOM;NEUT;SG;POS
catedral	katedrála	catedral	katedrála	N;FEM;SG	N;NOM;FEM;SG;POS
generalmente	obecně	generalmente	obecně	ADV	ADV;POS
generalmente	všeobecně	generalmente	všeobecně	ADV	ADV;POS
generalmente	většinou	generalmente	většinou	ADV	ADV
generalmente	obvykle	generalmente	obvykle	ADV	ADV;POS
cuarto	čtvrtý	cuarto	čtvrtý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
cuarto	čtvrté	cuarto	čtvrtý	ADJ;MASC;SG	ADJ;NOM;MASC;SG
cuarto	čtvrtá	cuarto	čtvrtý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ambas	obě	ambos	oba	NUM;FEM;PL	NUM;NOM;PL
ambas	oba	ambos	oba	NUM;FEM;PL	NUM;NOM;MASC;PL
colección	sběr	colección	sběr	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
colección	kolekce	colección	kolekce	N;FEM;SG	N;NOM;FEM;SG;POS
colección	sbírka	colección	sbírka	N;FEM;SG	N;NOM;FEM;SG;POS
colección	shromažďování	colección	shromažďování	N;FEM;SG	N;NOM;NEUT;SG;POS
cadena	cadena	cadena	cadena	N;FEM;SG	N;NOM;FEM;SG;POS
cadena	řetězec	cadena	řetězec	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cadena	řetězu	cadena	řetěz	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
cadena	řetízek	cadena	řetízek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cadena	řetěz	cadena	řetěz	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cadena	řetězec	cadena	řetězec	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
music	hudbu	music	hudba	N	N;ACC;FEM;SG;POS
music	hudba	music	hudba	N	N;NOM;FEM;SG;POS
reyes	králů	rey	král	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
combate	boj	combate	boj	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
combate	bitva	combate	bitva	N;MASC;SG	N;NOM;FEM;SG;POS
azul	modrý	azul	modrý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
azul	modré	azul	modrý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
azul	modrá	azul	modrý	ADJ;SG	ADJ;NOM;FEM;SG;POS
motivo	motiv	motivo	motiv	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
motivo	rozum	motivo	rozum	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
motivo	důvod	motivo	důvod	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
líneas	tratě	línea	trať	N;FEM;PL	N;NOM;FEM;PL;POS
líneas	řádky	línea	řádek	N;FEM;PL	N;NOM;FEM;PL;POS
líneas	linky	línea	linka	N;FEM;PL	N;NOM;FEM;PL;POS
líneas	čáry	línea	čára	N;FEM;PL	N;NOM;FEM;PL;POS
pasado	minulé	pasado	minulý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
páginas	stránky	página	stránka	N;FEM;PL	N;NOM;FEM;PL;POS
páginas	stránkách	página	stránka	N;FEM;PL	N;DAT;FEM;PL;POS
páginas	stránek	página	stránka	N;FEM;PL	N;GEN;FEM;PL;POS
españoles	španělé	español	španělý	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
medida	opatření	medida	opatření	N;FEM;SG	N;NOM;NEUT;SG;POS
medida	měření	medida	měření	N;FEM;SG	N;NOM;NEUT;SG;POS
influencia	vliv	influencia	vliv	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
influencia	vlivu	influencia	vliv	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
lago	jezero	lago	jezero	N;MASC;SG	N;NOM;NEUT;SG;POS
condiciones	podmínkami	condición	podmínka	N;FEM;PL	N;INS;FEM;PL;POS
condiciones	termíny	condición	termín	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
condiciones	výrazy	condición	výraz	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
condiciones	podmínky	condición	podmínka	N;FEM;PL	N;NOM;FEM;PL;POS
condiciones	podmínkami	condición	podmínka	N;FEM;PL	N;INS;FEM;PL;POS
condiciones	podmínky	condición	podmínka	N;FEM;PL	N;NOM;FEM;PL;POS
hospital	nemocnice	hospital	nemocnice	N;MASC;SG	N;NOM;FEM;SG;POS
hospital	nemocnici	hospital	nemocnice	N;MASC;SG	N;DAT;FEM;SG;POS
fuego	oheň	fuego	oheň	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
fuego	požár	fuego	požár	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
piedra	kámen	piedra	kámen	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
piedra	skála	piedra	skála	N;FEM;SG	N;NOM;FEM;SG;POS
piedra	kámen	piedra	kámen	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
piedra	rock	piedra	rock	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
sub	sub	sub	sub	N;SG	N;NOM;MASC;SG;POS
sub	ponorka	sub	ponorka	N;SG	N;NOM;FEM;SG;POS
federación	federaci	federación	federace	N;FEM;SG	N;ACC;FEM;SG;POS
federación	federace	federación	federace	N;FEM;SG	N;NOM;FEM;SG;POS
constitución	ústava	constitución	ústava	N;FEM;SG	N;NOM;FEM;SG;POS
razón	rozum	razón	rozum	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
razón	důvod	razón	důvod	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
comercio	obchodování	comercio	obchodování	N;MASC;SG	N;NOM;NEUT;SG;POS
comercio	obchod	comercio	obchod	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pop	pop	pop	pop	N	N;INAN;NOM;MASC;SG;POS
distancia	vzdálenost	distancia	vzdálenost	N;FEM;SG	N;NOM;FEM;SG;POS
distancia	odstup	distancia	odstup	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
estudiantes	studentky	estudiante	studentka	N;PL	N;NOM;FEM;PL;POS
estudiantes	studenti	estudiante	student	N;PL	N;ANIM;NOM;MASC;PL;POS
estudiantes	žáci	estudiante	žák	N;PL	N;ANIM;NOM;MASC;PL;POS
estudiantes	studenty	estudiante	student	N;PL	N;ANIM;ACC;MASC;PL;POS
internet	internetu	internet	internet	N;SG	N;INAN;GEN;MASC;SG;POS
internet	internet	internet	internet	N;SG	N;INAN;NOM;MASC;SG;POS
episodios	epizod	episodio	epizod	N;MASC;PL	N;GEN;FEM;PL;POS
episodios	epizody	episodio	epizoda	N;MASC;PL	N;NOM;FEM;PL;POS
propiedad	majetek	propiedad	majetek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
propiedad	nemovitost	propiedad	nemovitost	N;FEM;SG	N;NOM;FEM;SG;POS
propiedad	vlastnost	propiedad	vlastnost	N;FEM;SG	N;NOM;FEM;SG;POS
propiedad	vlastnictví	propiedad	vlastnictví	N;FEM;SG	N;NOM;NEUT;SG;POS
económica	hospodářský	económico	hospodářský	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
