nie	nicht	nie	nicht	PART;NEG	PART;NEG
osiągnięcia	verwirklichung	osiągnięcie	verwirklichung	N;NOM;NEUT;SG	N;NOM;FEM;SG
osiągnięcia	leistung	osiągnięcie	leistung	N;NOM;NEUT;SG	N;NOM;FEM;SG
warto	lohnt	warto	lohnen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
warto	lohnen	warto	lohnen	V;IND;PRS;FIN	V;NFIN
główna	haupt	główna	haupen		
rejon	landkreis	rejon	landkreis	N;NOM;MASC;SG	N
mężczyźni	männer	mężczyzna	männer	N;NOM;MASC;PL	N;NOM;MASC;PL
mężczyźni	männchen	mężczyzna	männchen	N;NOM;MASC;PL	N;NOM;PL
mężczyźni	männer	mężczyzna	männer	N;NOM;MASC;PL	N;NOM;MASC;PL
mężczyźni	herren	mężczyzna	herr	N;NOM;MASC;PL	N;NOM;PL
misji	auftrag	misja	auftragen	N;GEN;FEM;SG	N;MASC;SG
dynastii	dynastie	dynastia	dynastie		
sprawy	fälle	sprawa	fallen	N;NOM;FEM;PL	N;NOM;MASC;PL
sprawy	fallbeispiele	sprawa	fallbeispiele	N;NOM;FEM;PL	N;NOM;PL
piłki	eier	piłka	eier		
diecezja	diözese	diecezja	diözese	N;NOM;FEM;SG	N;NOM;FEM;SG
największych	größter	duży	groß	ADJ;GEN;CMPR;MASC;PL	ADJ
osi	achs	oś	achs		
osi	achse	oś	achs		
osi	achs	oś	achs		
osi	achse	oś	achs		
osi	achs	oś	achs		
termin	begriff	termin	begreifen	N;NOM;MASC;SG	N;MASC;SG
termin	termin	termin	termin	N;NOM;MASC;SG	N;SG
wydarzenia	veranstaltungen	wydarzenie	veranstaltung	N;NOM;NEUT;PL	N;NOM;FEM;PL
wydarzenia	anlässe	wydarzenie	anlassen	N;NOM;NEUT;PL	N;NOM;FEM;PL
struktura	gliederung	struktura	gliederung	N;NOM;FEM;SG	N;NOM;FEM;SG
mandat	auftrag	mandat	auftragen	N;ACC;MASC;SG	N;MASC;SG
międzynarodowy	international	międzynarodowy	international	ADJ;NOM;MASC;SG	ADJ
międzynarodowy	internationaler	międzynarodowy	international	ADJ;NOM;MASC;SG	ADJ
pozwala	lässt	pozwalać	lassen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
pozwala	ermöglicht	pozwalać	ermöglichen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
pozwala	erlaubt	pozwalać	erlauben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
problemy	schwierigkeiten	problem	schwierigkeit	N;NOM;MASC;PL	N;NOM;FEM;PL
daje	geben	dawać	geben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
daje	gibt	dawać	geben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
daje	schenkt	dawać	schenken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
daje	verleiht	dawać	verleihen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
samochód	auto	samochód	auto	N;NOM;MASC;SG	N;NOM;SG
samochód	autovermietung	samochód	autovermietung	N;NOM;MASC;SG	N;NOM;MASC;SG
wewnątrz	drinnen	wewnątrz	drinnen		
największy	größter	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
największy	größte	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
największy	grösste	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;SG
największy	größten	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
największy	größtes	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;NEUT;SG
największy	größte	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
największy	größten	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
największy	größter	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
największy	größte	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
największy	grösste	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;SG
największy	größten	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
największy	größtes	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;NEUT;SG
techniczne	technischer	techniczny	technisch	ADJ;NOM;NEUT;SG	ADJ
techniczne	technischen	techniczny	technisch	ADJ;NOM;NEUT;SG	ADJ;SG
techniczne	technisch	techniczny	technisch	ADJ;NOM;NEUT;SG	ADJ
hiszpański	spanisch	hiszpański	spanisch	ADJ;NOM;MASC;SG	ADJ
hiszpański	spanischer	hiszpański	spanisch	ADJ;NOM;MASC;SG	ADJ
barwy	farbe	barwa	farben		
barwy	farbe	barwa	farben		
najlepsza	besten	dobry	gut	ADJ;NOM;CMPR;FEM;SG	ADJ
najlepsza	schönste	dobry	schön	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
najlepsza	bestes	dobry	gut	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;NEUT;SG
konkurs	wettkampf	konkurs	wettkampf	N;NOM;MASC;SG	N
konkurs	wettkampf	konkurs	wettkampf	N;NOM;MASC;SG	N
konkurs	gewinnspiel	konkurs	gewinnspiel	N;NOM;MASC;SG	N;NOM;NEUT;SG
przeniesiony	übertragene	przenieść	übertragen	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
wybór	auswahl	wybór	auswahl	N;NOM;MASC;SG	N;NOM;SG
wybór	auswahl	wybór	auswahl	N;NOM;MASC;SG	N;NOM;SG
pokonał	geschlagen	pokonać	schlagen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
pokonał	besiegen	pokonać	besiegen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NFIN
pokonał	besiegte	pokonać	besiegen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
pokonał	besiegt	pokonać	besiegen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
dowództwo	kommando	dowództwo	kommando	N;NOM;NEUT;SG	N;NOM;NEUT;SG
white	weiss	whita	wissen		
tradycyjna	traditionell	tradycyjny	traditionell	ADJ;NOM;FEM;SG	ADJ
tradycyjna	traditioneller	tradycyjny	traditionell	ADJ;NOM;FEM;SG	ADJ
tradycyjna	traditionelles	tradycyjny	traditionell	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
atak	angriff	atak	angreifen	N;NOM;MASC;SG	N
atak	anschlag	atak	anschlagen	N;NOM;MASC;SG	N;SG
atak	angriff	atak	angreifen	N;NOM;MASC;SG	N
atak	anschlag	atak	anschlagen	N;NOM;MASC;SG	N;SG
css	css	css	css		
dotyczy	bedenken	dotyczyć	bedenken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
dotyczy	geltenden	dotyczyć	geltend	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
star	sternchen	star	sternch		
star	sterne	star	stern		
star	stern	star	stern		
prywatne	privater	prywatny	privat	ADJ;NOM;NEUT;SG	ADJ
prywatne	privat	prywatny	privat	ADJ;NOM;NEUT;SG	ADJ
woda	wasser	woda	wasser	N;NOM;FEM;SG	N;NOM;NEUT;SG
zmiana	veränderung	zmiana	veränderung	N;NOM;FEM;SG	N;NOM;FEM;SG
zmiana	änderung	zmiana	änderung	N;NOM;FEM;SG	N;NOM;FEM;SG
najlepiej	vorzugsweise	dobrze	vorzugsweise	ADV;RL	ADV
najlepiej	möglichst	dobrze	möglichst	ADV;RL	ADV
stały	stehen	stać	stehen	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;NFIN
stały	behoben	stać	beheben	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;V.PTCP
stały	fixiert	stać	fixieren	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;V.PTCP
stały	repariert	stać	reparieren	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;V.PTCP
stały	festgesetzt	stać	festsetzen	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;V.PTCP
pozostał	verblieben	pozostać	verbleiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
pozostał	verblieb	pozostać	verbleiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
pozostał	geblieben	pozostać	bleiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
pozostał	blieb	pozostać	bleiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
pozostał	geblieben	pozostać	bleiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
pozostał	blieb	pozostać	bleiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
francuska	französisch	francuski	französisch	ADJ;NOM;FEM;SG	ADJ
francuska	franzosen	francuski	franzosen	ADJ;NOM;FEM;SG	ADJ
faza	bühne	faza	bühnen	N;NOM;FEM;SG	N;FEM;SG
faza	etappe	faza	etapp	N;NOM;FEM;SG	N;NOM;FEM;SG
największym	größter	duży	groß	ADJ;INS;CMPR;MASC;SG	ADJ
komitet	ausschuss	komitet	ausschassen	N;NOM;MASC;SG	N
komitet	ausschuß	komitet	ausscheßen	N;NOM;MASC;SG	N;SG
biała	weißen	biały	weiß	ADJ;NOM;FEM;SG	ADJ
kwiaty	blüten	kwiat	blüten	N;NOM;MASC;PL	N;NOM;PL
king	königs	king	königs		
king	king	king	köngen		
prezes	geschäftsführung	prezes	geschäftsführung	N;NOM;MASC;SG	N;NOM;FEM;SG
prezes	vorstand	prezes	vorstehen	N;NOM;MASC;SG	N;SG
licznych	zahlreich	liczny	zahlreich	ADJ;GEN;MASC;PL	ADJ
wyposażenie	ausstattung	wyposażenie	ausstattung	N;NOM;NEUT;SG	N
wyposażenie	ausrüstung	wyposażenie	ausrüstung	N;NOM;NEUT;SG	N;NOM;FEM;SG
najlepsze	besten	dobry	gut	ADJ;NOM;CMPR;NEUT;SG	ADJ
najlepsze	schönste	dobry	schön	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;FEM;SG
najlepsze	bestes	dobry	gut	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;NEUT;SG
stał	behoben	stać	beheben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stał	fixiert	stać	fixieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stał	repariert	stać	reparieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stał	festgesetzt	stać	festsetzen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
obiekty	objekte	obiekt	objeken	N;NOM;MASC;PL	N;NOM;NEUT;PL
obiekty	gegenstände	obiekt	gegenständ	N;NOM;MASC;PL	N;NOM;FEM;PL
obiekty	objekte	obiekt	objeken	N;NOM;MASC;PL	N;NOM;NEUT;PL
sąd	gericht	sąd	ringen	N;NOM;MASC;SG	N;NOM;SG
mieszkańcy	einwohner	mieszkaniec	einwohner	N;NOM;MASC;PL	N;NOM;MASC;PL
mieszkańcy	einwohner	mieszkaniec	einwohner	N;NOM;MASC;PL	N;NOM;MASC;PL
college	hochschule	collega	hochschule	N;NOM;MASC;SG	N;NOM;FEM;SG
archiwum	archivierung	archiwum	archivierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
archiwum	archiv	archiwum	archiv	N;NOM;NEUT;SG	N;NOM;NEUT;SG
archiwum	archivierung	archiwum	archivierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
archiwum	archiv	archiwum	archiv	N;NOM;NEUT;SG	N;NOM;NEUT;SG
edukacji	ausbildung	edukacja	ausbildung	N;GEN;FEM;SG	N;FEM;SG
reprezentował	repräsentierte	reprezentować	repräsentieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
reprezentował	vertreten	reprezentować	vertreten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
reprezentował	repräsentiert	reprezentować	repräsentieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
reprezentował	vertrat	reprezentować	vertreten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ministerstwa	ministerien	ministerstwo	ministerien	N;GEN;NEUT;SG	N
galaktyka	milchstraße	galaktyka	milchstraße	N;NOM;FEM;SG	N;NOM;FEM;SG
filmy	folien	film	folien	N;NOM;MASC;PL	N;NOM;PL
zespoły	bands	zespół	bands	N;NOM;MASC;PL	N;NOM;FEM;PL
zespoły	bänder	zespół	Band	N;NOM;MASC;PL	N
zespoły	baugruppen	zespół	baugruppen	N;NOM;MASC;PL	N;PL
zespoły	versammlungen	zespół	versammlingen	N;NOM;MASC;PL	N;NOM;FEM;PL
zespoły	mannschaften	zespół	mannschaften	N;NOM;MASC;PL	N;NOM;PL
zespoły	teams	zespół	teams	N;NOM;MASC;PL	N;NOM;NEUT;PL
obecny	anwesend	obecny	anwesend	ADJ;NOM;MASC;SG	ADJ
obecny	vorhanden	obecny	vorhanden	ADJ;NOM;MASC;SG	ADJ
obecny	geschenk	obecny	geschenk	ADJ;NOM;MASC;SG	ADJ
powoduje	verursachen	powodować	verursachen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
powoduje	ursachen	powodować	ursechen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
powoduje	verursacht	powodować	verursachen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
zwycięstwa	siege	zwycięstwo	siegen	N;NOM;NEUT;SG	N;NOM
zwycięstwa	sieg	zwycięstwo	seigen	N;NOM;NEUT;SG	N;NOM;SG
gier	videospiele	gier	videospiel		
cechy	charakteristiken	cecha	charakteristiken	N;NOM;FEM;PL	N;NOM;FEM;PL
japoński	japanisch	japoński	japanisch	ADJ;NOM;MASC;SG	ADJ
japoński	japaner	japoński	japaner	ADJ;NOM;MASC;SG	ADJ
japoński	japanischer	japoński	japanisch	ADJ;NOM;MASC;SG	ADJ
duża	groß	duży	groß	ADJ;NOM;FEM;SG	ADJ
duża	großer	duży	groß	ADJ;NOM;FEM;SG	ADJ
duża	groß	duży	groß	ADJ;NOM;FEM;SG	ADJ
duża	großes	duży	groß	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
wymaga	erfordert	wymagać	erfordern	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;FIN
wymaga	benötigt	wymagać	benötigen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
wymaga	verlangt	wymagać	verlangen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
dużych	großen	duży	groß	ADJ;GEN;MASC;PL	ADJ;PL
dużych	groß	duży	groß	ADJ;GEN;MASC;PL	ADJ
dużych	großer	duży	groß	ADJ;GEN;MASC;PL	ADJ
republika	republik	republik	republik	N;NOM;FEM;SG	N;NOM;FEM;SG
dokładnie	genau	dokładnie	genau	ADV	ADV
dokładnie	genau	dokładnie	genau	ADV	ADV
własne	eigenes	własny	eigen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
własne	eigener	własny	eigen	ADJ;NOM;NEUT;SG	ADJ
instrumenty	messgeräte	instrument	meßgerät	N;NOM;MASC;PL	N;NOM;FEM;PL
instrumenty	urkunde	instrument	urkunde	N;NOM;MASC;PL	N
komunikacji	mitteilung	komunikacja	mitteilung	N;GEN;FEM;SG	N;FEM;SG
cup	becher	cup	becher		
cup	kelch	cup	kelch		
cup	tasse	cup	tassen		
zagrożenia	bedrohung	zagrożenie	bedrohung	N;NOM;NEUT;SG	N;FEM;SG
zagrożenia	gefährdung	zagrożenie	gefährdung	N;NOM;NEUT;SG	N;FEM;SG
zagrożenia	gefährdung	zagrożenie	gefährdung	N;NOM;NEUT;SG	N;FEM;SG
zagrożenia	bedrohung	zagrożenie	bedrohung	N;NOM;NEUT;SG	N;FEM;SG
ważne	wichtig	ważny	wichtig	ADJ;NOM;NEUT;SG	ADJ
ważne	wichtiges	ważny	wichtig	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ważne	wichtiger	ważny	wichtig	ADJ;NOM;NEUT;SG	ADJ
ważne	wichtigen	ważny	wichtig	ADJ;NOM;NEUT;SG	ADJ
ważne	gültigen	ważny	gültig	ADJ;NOM;NEUT;SG	ADJ
ważne	gültigkeit	ważny	gültigkeit	ADJ;NOM;NEUT;SG	ADJ
ważne	stichhaltig	ważny	stichhaltig	ADJ;NOM;NEUT;SG	ADJ
ważne	gültig	ważny	gültig	ADJ;NOM;NEUT;SG	ADJ
południowa	südliches	południowy	südlich	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
załogi	besatzungen	załoga	besatzehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
kaplica	kapelle	kaplica	kapell	N;NOM;FEM;SG	N;NOM;FEM;SG
publikacje	publikationen	publikacja	publikationen	N;NOM;FEM;PL	N;NOM;FEM;PL
publikacje	veröffentlichungen	publikacja	veröffentlichung	N;NOM;FEM;PL	N;NOM;FEM;PL
publikacje	publikationen	publikacja	publikationen	N;NOM;FEM;PL	N;NOM;FEM;PL
większe	größer	duży	groß	ADJ;NOM;CMPR;NEUT;SG	ADJ
większe	grösser	duży	groß	ADJ;NOM;CMPR;NEUT;SG	ADJ
większe	größeren	duży	groß	ADJ;NOM;CMPR;NEUT;SG	ADJ
większe	größer	duży	groß	ADJ;NOM;CMPR;NEUT;SG	ADJ
większe	größer	duży	groß	ADJ;NOM;CMPR;NEUT;SG	ADJ
większe	grösser	duży	groß	ADJ;NOM;CMPR;NEUT;SG	ADJ
cała	ganzes	cały	ganz	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
wyspa	insel	wyspa	insel	N;NOM;FEM;SG	N;NOM;FEM;SG
pani	meisterin	pani	meisterin	N;NOM;FEM;SG	N;NOM;FEM;SG
podwójna	doppelzimmer	podwójny	doppelzimmer	ADJ;NOM;FEM;SG	ADJ
podwójna	doppelt	podwójny	doppelt	ADJ;NOM;FEM;SG	ADJ
górna	oberer	górny	ober	ADJ;NOM;FEM;SG	ADJ
kości	gebeine	kość	gebein		
kości	pille	kość	pillen		
kości	würfel	kość	würfel		
kości	bone	kość	bin		
zjednoczone	einheitlich	zjednoczyć	einheitlich	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zjednoczone	einheitlichen	zjednoczyć	einheitlich	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zjednoczone	vereinigtes	zjednoczyć	vereinigt	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
arena	arena	arena	arena		
prawnik	anwalt	prawnik	anwalt	N;NOM;MASC;SG	N;NOM;SG
prawnik	anwalt	prawnik	anwalt	N;NOM;MASC;SG	N;NOM;SG
wydawnictwa	verlag	wydawnictwo	verliegen	N;NOM;NEUT;SG	N;NOM;MASC;SG
wydawnictwa	publikation	wydawnictwo	publikation	N;NOM;NEUT;SG	N;NOM;FEM;SG
radziecki	sowjetischen	radziecki	sowjetisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
nazwiska	bezeichnungen	nazwisko	bezeichnungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
walczył	gekämpft	walczyć	kämpfen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
walczył	kämpfte	walczyć	kämpfen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
walczył	gekämpft	walczyć	kämpfen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
walczył	kämpfte	walczyć	kämpfen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
określenie	begriff	określenie	begreifen	N;NOM;NEUT;SG	N;MASC;SG
określenie	bestimmung	określenie	bestimmung	N;NOM;NEUT;SG	N;NOM;FEM;SG
wciąż	noch	wciąż	noch	ADV	ADV
wciąż	trotzdem	wciąż	trotzdem	ADV	ADV
biblioteki	bibliotheken	biblioteka	bibliothek	N;GEN;FEM;SG	N
biblioteki	bibliotheken	biblioteka	bibliothek	N;GEN;FEM;SG	N
hall	halle	hall	hallen		
hall	flur	hall	flur		
super	geile	super	geil		
błędy	wanzen	błąd	wanzen	N;NOM;MASC;PL	N;PL
błędy	bugs	błąd	bugs	N;NOM;MASC;PL	N;NOM;MASC;PL
bad	böse	bad	böse		
bad	bad	bad	bad		
historyczne	historisches	historyczny	historisch	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
historyczne	altstadt	historyczny	altstadt	ADJ;NOM;NEUT;SG	ADJ
historyczne	historischen	historyczny	historisch	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
historyczne	historisches	historyczny	historisch	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
historyczne	historischen	historyczny	historisch	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
sport	freizeit	sport	freizeit		
posiadał	besessen	posiadać	besitzen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
posiadał	besaß	posiadać	besitzen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
pytanie	frage	pytanie	frage	N;NOM;NEUT;SG	N;NOM;FEM;SG
pytanie	fragestellung	pytanie	fragestellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
szwedzki	schwedisch	szwedzki	schwedisch	ADJ;NOM;MASC;SG	ADJ
szwedzki	schwedischen	szwedzki	schwedisch	ADJ;NOM;MASC;SG	ADJ;NOM
przedsiębiorstwo	firma	przedsiębiorstwo	firma	N;NOM;NEUT;SG	N;NOM;FEM;SG
żołnierze	soldaten	żołnierz	soldat	N;NOM;MASC;PL	N;PL
korpus	torso	korpus	torso	N;NOM;MASC;SG	N;SG
połączenie	fusion	połączenie	fusion	N;NOM;NEUT;SG	N;NOM;SG
następnym	nächster	następny	nah	ADJ;INS;MASC;SG	ADJ
samoloty	flugzeugen	samolot	flugzeug	N;NOM;MASC;PL	N;NOM;FEM;PL
samoloty	flugzeuge	samolot	flugzeug	N;NOM;MASC;PL	N;NOM;NEUT;PL
samoloty	flugzeuge	samolot	flugzeug	N;NOM;MASC;PL	N;NOM;NEUT;PL
samoloty	flugzeuge	samolot	flugzeug	N;NOM;MASC;PL	N;NOM;NEUT;PL
samoloty	flugzeuge	samolot	flugzeug	N;NOM;MASC;PL	N;NOM;NEUT;PL
tvp	tvp	tvp	tvp		
odkrył	entdeckte	odkryć	entdecken	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
odkrył	gefunden	odkryć	finden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
odkrył	herausgefunden	odkryć	herausfinden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
odkrył	entdeckt	odkryć	entdecken	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
zamieszkuje	wohnt	zamieszkiwać	wohnen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
właściwie	eigentlich	właściwie	eigentlich	ADV	ADV
niemieckim	deutschen	niemiecki	deutsch	ADJ;INS;MASC;SG	ADJ
niemieckim	deutscher	niemiecki	deutsch	ADJ;INS;MASC;SG	ADJ
niemieckim	deutsch	niemiecki	deutsch	ADJ;INS;MASC;SG	ADJ
mieszka	lebt	mieszkać	leben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
mieszka	wohnt	mieszkać	wohnen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sprzedaży	vertrieb	sprzedaż	vertreiben		
sprzedaży	sale	sprzedaż	salen		
kompania	firma	kompania	firma	N;NOM;FEM;SG	N;NOM;FEM;SG
ogłosił	kündigte	ogłosić	kündigen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ogłosił	verkündet	ogłosić	verkünden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
ogłosił	bekanntgegeben	ogłosić	bekanntgeben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
ogłosił	angekündigt	ogłosić	ankündigen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
spotkanie	termin	spotkanie	termin	N;NOM;NEUT;SG	N;SG
spotkanie	berufung	spotkanie	berufung	N;NOM;NEUT;SG	N
spotkanie	bestellung	spotkanie	bestellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
spotkanie	tagung	spotkanie	tagung	N;NOM;NEUT;SG	N;NOM;FEM;SG
spotkanie	besprechung	spotkanie	besprechung	N;NOM;NEUT;SG	N;SG
spotkanie	sitzung	spotkanie	sitzung	N;NOM;NEUT;SG	N;SG
decyzji	beschluss	decyzja	beschließen	N;GEN;FEM;SG	N
braci	brüdern	brat	brüdern		
związki	beziehungen	związek	beziehungen	N;NOM;MASC;PL	N;NOM;FEM;PL
związki	relationen	związek	relationen	N;NOM;MASC;PL	N;NOM;PL
grafika	kunstwerk	grafika	kunstwerk	N;NOM;FEM;SG	N;NOM;NEUT;SG
gór	berge	gór	bergen		
transportu	transport	transport	transporen	N;GEN;MASC;SG	N
zmienił	änderte	zmienić	ändern	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
zmienił	geändert	zmienić	ändern	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
zmienił	verändert	zmienić	verändern	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
wzrostu	zunahme	wzrost	zunahme	N;GEN;MASC;SG	N;SG
woli	bevorzuge	woleć	bevorzugen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
woli	bevorzugen	woleć	bevorzugen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
zbudowano	aufgebaut	zbudować	aufbauen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zbudowano	gebaut	zbudować	bauen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zbudowano	errichtet	zbudować	errichten	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zbudowano	erbaut	zbudować	erbauen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
najwyższy	höchster	wysoki	hoch	ADJ;NOM;CMPR;MASC;SG	ADJ
najwyższy	oberstes	wysoki	ober	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;NEUT;SG
najwyższy	obersten	wysoki	ober	ADJ;NOM;CMPR;MASC;SG	ADJ
najwyższy	oberste	wysoki	ober	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM
najwyższy	höchstes	wysoki	hoch	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;NEUT;SG
najwyższy	höchster	wysoki	hoch	ADJ;NOM;CMPR;MASC;SG	ADJ
najwyższy	größte	wysoki	groß	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
najwyższy	höchstes	wysoki	hoch	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;NEUT;SG
wygląda	aussieht	wyglądać	aussehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
