und	og	und	og	CONJ	CONJ
darstellung	forelæggelse	darstellung	forelæggelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
darstellung	fremlæggelse	darstellung	fremlæggelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
darstellung	fremvisning	darstellung	fremvisning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
darstellung	fremvisning	darstellung	fremvisning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
darstellung	skærm	darstellung	skærm	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
darstellung	illustration	darstellung	illustration	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
darstellung	visualisering	darstellung	visualisering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
firma	firma	firma	firma	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	selskab	firma	selskab	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	firma	firma	firma	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	kompagni	firma	kompagni	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	virksomhed	firma	virksomhed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
größten	største	groß	stor	ADJ;NOM;MASC;SG	ADJ;DEF;RL
größten	største	groß	stor	ADJ;NOM;MASC;SG	ADJ;DEF;RL
größten	størst	groß	størst	ADJ;NOM;MASC;SG	ADJ;RL
größten	største	groß	stor	ADJ;NOM;MASC;SG	ADJ;DEF;RL
tore	porte	tor	porte	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
tore	portene	tor	port	N;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
tore	målsætninger	tor	målsætning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
männer	hannerne	männer	hanne	N;NOM;MASC;PL	N;DEF;MASC+FEM;PL
männer	hanner	männer	hanne	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
männer	mænd	männer	mand	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
männer	mændene	männer	mand	N;NOM;MASC;PL	N;DEF;MASC+FEM;PL
männer	mænd	männer	mand	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
männer	mænd	männer	mand	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
gründete	grundlagde	gründen	grundlægge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
gründete	grundlagt	gründen	grundlægge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
beste	fineste	gut	fin	ADJ;NOM;FEM;PL	ADJ;DEF;RL
beste	beste	gut	beste	ADJ;NOM;FEM;PL	ADJ;PL
beste	bedste	gut	god	ADJ;NOM;FEM;PL	ADJ;DEF;RL
beste	bedst	gut	god	ADJ;NOM;FEM;PL	ADJ;RL
schlacht	slag	schlacht	slag	N;NOM;FEM;SG	N;INDF;NEUT;SG
schlacht	kamp	schlacht	kamp	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
schlacht	slaget	schlacht	slag	N;NOM;FEM;SG	N;DEF;NEUT;SG
richtig	rigtigt	richtig	rigtigt	ADV	ADV
richtig	rigtigt	richtig	rigtigt	ADV	ADV
akademie	akademiet	akademie	akademium	N;NOM;FEM;SG	N;DEF;NEUT;SG
akademie	akademi	akademie	akademi	N;NOM;FEM;SG	N;INDF;NEUT;SG
akademie	academy	akademie	academy	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
akademie	akademie	akademie	akademie	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gehen	går	gehen	gå	V;NFIN	V;IND;PRS;FIN;ACT
gehen	gå	gehen	gå	V;NFIN	V;NFIN;ACT
anzahl	nam	anzahl	nam	N;SG	N;INDF;NEUT;SG
anzahl	antal	anzahl	antal	N;SG	N;INDF;NEUT;SG
anzahl	nummer	anzahl	nummer	N;SG	N;INDF;NEUT;SG
anzahl	kvantitet	anzahl	kvantitet	N;SG	N;INDF;MASC+FEM;SG
anzahl	mængde	anzahl	mængde	N;SG	N;INDF;MASC+FEM;SG
olympischen	olympiske	olympisch	olympisk	ADJ;NOM;MASC;PL	ADJ;PL
deine	dit	dein	din	PRO;NOM;MASC;SG	PRO;NOM;MASC+FEM;SG;2
sagen	siger	sagen	sige	V;NFIN	V;IND;PRS;FIN;ACT
sagen	fortæl	sagen	fortæl	V;NFIN	V;IMP
zusammenhang	kontekst	zusammenhang	kontekst	N	N;INDF;MASC+FEM;SG
zusammenhang	sammenhæng	zusammenhang	sammenhæng	N	N;INDF
zusammenhang	konteksten	zusammenhang	kontekst	N	N;DEF;MASC+FEM;SG
zusammenhang	korrelation	zusammenhang	korrelation	N	N;INDF;MASC+FEM;SG
gebaut	bygget	bauen	bygge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gebaut	byggede	bauen	bygge	V;V.PTCP	V;IND;PST;FIN;ACT
gebaut	opbygget	bauen	opbygge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gebaut	indbygget	bauen	indbygge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gebaut	konstruerede	bauen	konstruere	V;V.PTCP	V;PL;PST;V.PTCP
gebaut	konstrueret	bauen	konstruere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
größte	største	groß	stor	ADJ;NOM;FEM;SG	ADJ;DEF;RL
größte	største	groß	stor	ADJ;NOM;FEM;SG	ADJ;DEF;RL
größte	størst	groß	størst	ADJ;NOM;FEM;SG	ADJ;RL
größte	største	groß	stor	ADJ;NOM;FEM;SG	ADJ;DEF;RL
funktion	funktion	Funktion	funktion	N;SG	N;INDF;MASC+FEM;SG
funktion	funktionen	Funktion	funktion	N;SG	N;DEF;MASC+FEM;SG
funktion	funktionalitet	Funktion	funktionalitet	N;SG	N;INDF;MASC+FEM;SG
funktion	funktion	Funktion	funktion	N;SG	N;INDF;MASC+FEM;SG
funktion	funktionen	Funktion	funktion	N;SG	N;DEF;MASC+FEM;SG
wahrscheinlich	sandsynlig	wahrscheinlich	sandsynlig	ADJ	ADJ;INDF;MASC+FEM;SG
wahrscheinlich	sandsynligt	wahrscheinlich	sandsynlig	ADJ	ADJ;INDF;NEUT;SG
wahrscheinlich	sandsynlige	wahrscheinlich	sandsynlig	ADJ	ADJ;PL
wahrscheinlich	sandsynlig	wahrscheinlich	sandsynlig	ADJ	ADJ;INDF;MASC+FEM;SG
wahrscheinlich	sandsynlige	wahrscheinlich	sandsynlig	ADJ	ADJ;PL
wahrscheinlich	sandsynligt	wahrscheinlich	sandsynlig	ADJ	ADJ;INDF;NEUT;SG
jede	hver	jed	hver	PRO;NOM;INDF;FEM;SG	PRO;MASC+FEM;SG
jede	hver	jed	hver	PRO;NOM;INDF;FEM;SG	PRO;MASC+FEM;SG
dagegen	imod	dagegen	imod	ADV	ADV
ihres	hendes	ihr	hendes	DET;GEN;MASC;SG	DET;3
umfasst	dækker	umfassen	dække	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
nächsten	næste	nah	næste	ADJ;PL	ADJ
mitarbeiter	associerede	Mitarbeiter	associere	ADJ	ADJ;PL
mitarbeiter	personale	Mitarbeiter	personal	ADJ	ADJ;PL
britischen	britiske	britisch	britisk	ADJ;NOM;MASC;PL	ADJ;PL
verwendung	brug	verwendung	brug	N;SG	N;INDF;MASC+FEM;SG
verwendung	anvendelse	verwendung	anvendelse	N;SG	N;INDF;MASC+FEM;SG
verwendung	udnyttelse	verwendung	udnyttelse	N;SG	N;INDF;MASC+FEM;SG
verwendung	udnyttelsesgrad	verwendung	udnyttelsesgrad	N;SG	N;INDF;MASC+FEM;SG
sieg	vind	seigen	vind	N;NOM;SG	N;INDF;MASC+FEM;SG
sieg	sejr	seigen	sejr	N;NOM;SG	N;INDF;MASC+FEM;SG
sieg	sejren	seigen	sejr	N;NOM;SG	N;DEF;MASC+FEM;SG
veröffentlichte	frigjort	veröffentlichen	frigjort	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	udgivet	veröffentlichen	udgive	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	løsladt	veröffentlichen	løsladt	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	frigivet	veröffentlichen	frigiv	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	opslået	veröffentlichen	opslå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	offentliggjort	veröffentlichen	offentliggjort	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	udkommet	veröffentlichen	udkomme	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	udgivet	veröffentlichen	udgive	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
veröffentlichte	offentliggøres	veröffentlichen	offentliggøre	V;IND;SG;3;PST;FIN	V;NFIN;PASS
eintrag	indtræden	eintrag	indtræden	N	N;INDF;MASC+FEM;SG
eintrag	indgang	eintrag	indgang	N	N;INDF;MASC+FEM;SG
eintrag	indrejse	eintrag	indrejse	N	N;INDF;MASC+FEM;SG
entwickelt	fremkaldt	entwickeln	fremkalde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
entwickelt	udviklede	entwickeln	udvikle	V;V.PTCP	V;PL;PST;V.PTCP
entwickelt	udviklet	entwickeln	udvikle	V;V.PTCP	V;INDF;SG;PST;V.PTCP
entwickelt	udviklede	entwickeln	udvikle	V;V.PTCP	V;PL;PST;V.PTCP
entwickelt	udviklet	entwickeln	udvikle	V;V.PTCP	V;INDF;SG;PST;V.PTCP
hohe	høje	hoch	høj	ADJ;NOM;FEM;PL	ADJ;PL
besitzt	besidder	besitzen	besidde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
leicht	nemt	leicht	nemt	ADJ	ADJ;INDF;NEUT;SG
leicht	let	leicht	let	ADJ	ADJ;INDF;SG
leicht	let	leicht	let	ADJ	ADJ;INDF;SG
leicht	nemt	leicht	nemt	ADJ	ADJ;INDF;NEUT;SG
leicht	nem	leicht	nem	ADJ	ADJ;INDF;MASC+FEM;SG
leicht	let	leicht	let	ADJ	ADJ;INDF;SG
leicht	rolig	leicht	rolig	ADJ	ADJ;INDF;MASC+FEM;SG
besitz	besiddelse	besitz	besiddelse	N	N;INDF;MASC+FEM;SG
verbunden	tilhørende	verbinden	tilhørende	ADJ;V.PTCP	ADJ
bald	snart	bald	snart	ADV	ADV
allein	alene	allein	alene	ADV	ADV
link	link	link	link	N;SG	N;INDF;NEUT;SG
link	linket	link	linke	N;SG	N;DEF;NEUT;SG
nord	nordlige	nord	nordlig	ADJ	ADJ;PL
bestehen	insistere	bestehen	insistere	V;NFIN	V;NFIN;ACT
bestehen	insisterer	bestehen	insistere	V;NFIN	V;IND;PRS;FIN;ACT
bestehen	insistere	bestehen	insistere	V;NFIN	V;NFIN;ACT
bestehen	insisterer	bestehen	insistere	V;NFIN	V;IND;PRS;FIN;ACT
zuletzt	sidst	zuletzt	sidst	ADV	ADV
verheiratet	gift	verheiraten	gift	ADJ;V.PTCP	ADJ;INDF;SG
ernannt	udnævnt	ernennen	udnævne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ernannt	udnævnte	ernennen	udnævne	V;V.PTCP	V;IND;PST;FIN;ACT
ernannt	udpeget	ernennen	udpege	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ernannt	udnævnes	ernennen	udnævne	V;V.PTCP	V;IND;PRS;FIN;PASS
ernannt	udnævnt	ernennen	udnævne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ernannt	nomineret	ernennen	nominere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ernannt	nominerede	ernennen	nominere	V;V.PTCP	V;PL;PST;V.PTCP
ernannt	udpeget	ernennen	udpege	V;V.PTCP	V;INDF;SG;PST;V.PTCP
entwickelte	fremkaldt	entwickeln	fremkalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
entwickelte	udviklet	entwickeln	udvikle	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
entwickelte	udviklet	entwickeln	udvikle	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
darin	deri	darin	deri	ADV	ADV
alt	gammelt	alt	gammel	ADJ	ADJ;INDF;NEUT;SG
alt	gamle	alt	gammel	ADJ	ADJ;PL
alt	gammel	alt	gammel	ADJ	ADJ;INDF;MASC+FEM;SG
stiftung	instituttet	stiftung	institut	N;NOM;FEM;SG	N;DEF;NEUT;SG
stiftung	foundation	stiftung	foundation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
stiftung	institut	stiftung	institut	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
stiftung	fond	stiftung	fond	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
stiftung	stiftelse	stiftung	stiftelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
stiftung	fundament	stiftung	fundament	N;NOM;FEM;SG	N;INDF;NEUT;SG
aktiv	aktive	aktiv	aktiv	ADJ	ADJ;PL
aktiv	aktivt	aktiv	aktiv	ADJ	ADJ;INDF;NEUT;SG
aktiv	aktiv	aktiv	aktiv	ADJ	ADJ;INDF;MASC+FEM;SG
aktiv	aktivt	aktiv	aktiv	ADJ	ADJ;INDF;NEUT;SG
gute	god	gut	god	ADJ;NOM;SG	ADJ;INDF;MASC+FEM;SG
österreichischen	østrigske	österreichisch	østrigsk	ADJ;NOM;MASC;PL	ADJ;PL
punkte	prikker	punken	prikke	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
punkte	punkterne	punken	punkt	N;NOM;MASC;PL	N;DEF;NEUT;PL
punkte	pointer	punken	pointer	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
punkte	punkter	punken	punkt	N;NOM;MASC;PL	N;INDF;NEUT;PL
sinne	betydning	sinnen	betydning	N	N;INDF;MASC+FEM;SG
sinne	sanser	sinnen	sans	N	N;INDF;MASC+FEM;PL
bleiben	bliver	bleiben	blive	V;NFIN	V;IND;PRS;FIN;ACT
bleiben	bliv	bleiben	bliv	V;NFIN	V;IMP
frühen	tidlig	früh	tidlig	ADJ	ADJ;INDF;MASC+FEM;SG
rang	rang	rang	rang	N;SG	N;INDF;MASC+FEM;SG
rang	rank	rang	rank	N;SG	N;INDF;MASC+FEM;SG
diente	tjent	dienen	tjene	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
diente	serveret	dienen	servere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
diente	forkyndt	dienen	forkynde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
diente	afsonet	dienen	afson	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
historischen	historisk	historisch	historisk	ADJ;NOM;MASC;SG	ADJ;INDF;SG
historischen	historisk	historisch	historisk	ADJ;NOM;MASC;SG	ADJ;INDF;SG
ähnlich	tilsvarende	ähnlich	tilsvarende	ADJ	ADJ
ähnlich	tilsvarende	ähnlich	tilsvarende	ADJ	ADJ
finale	finale	final	finale	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
finale	finale	final	finale	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
finale	finalen	final	finale	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
jeden	hver	jed	hver	PRO;ACC;INDF;MASC;SG	PRO;MASC+FEM;SG
jeden	hver	jed	hver	PRO;ACC;INDF;MASC;SG	PRO;MASC+FEM;SG
falsch	forkert	falsch	forkert	ADJ	ADJ;INDF;SG
falsch	ukorrekt	falsch	ukorrekt	ADJ	ADJ;INDF;SG
falsch	forkert	falsch	forkert	ADJ	ADJ;INDF;SG
falsch	forkerte	falsch	forkert	ADJ	ADJ;PL
falsch	falsk	falsch	falsk	ADJ	ADJ;INDF;SG
falsch	falske	falsch	falsk	ADJ	ADJ;PL
weise	klogt	weis	klog	ADJ	ADJ;INDF;NEUT;SG
weise	klog	weis	klog	ADJ	ADJ;INDF;MASC+FEM;SG
weise	klogt	weis	klog	ADJ	ADJ;INDF;NEUT;SG
heiligen	hellig	heilig	hellig	ADJ	ADJ;INDF;MASC+FEM;SG
heiligen	helligt	heilig	helligt	ADJ	ADJ;INDF;NEUT;SG
heiligen	hellige	heilig	hellig	ADJ	ADJ;PL
ausgabe	output	ausgeben	output	N;NOM;FEM;SG	N;INDF;NEUT;SG
ausgabe	produktion	ausgeben	produktion	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ausgabe	uddata	ausgeben	uddata	N;NOM;FEM;SG	N;INDF;NEUT;SG
ausgabe	udstedelse	ausgeben	udstedelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ausgabe	udstedelsen	ausgeben	udstedelse	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ausgabe	udstedelse	ausgeben	udstedelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ausgabe	udgaven	ausgeben	udgave	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ausgabe	udgave	ausgeben	udgave	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
belegt	travl	belegen	travl	ADJ;V.PTCP	ADJ;INDF;MASC+FEM;SG
knapp	snævert	knapp	snævert	ADJ	ADJ;INDF;NEUT;SG
knapp	stram	knapp	stram	ADJ	ADJ;INDF;MASC+FEM;SG
knapp	stramme	knapp	stram	ADJ	ADJ;PL
knapp	sparsomme	knapp	sparsom	ADJ	ADJ;PL
fläche	plot	fläche	plot	N;NOM;FEM;SG	N;INDF;NEUT;SG
fläche	komplot	fläche	komplot	N;NOM;FEM;SG	N;INDF;NEUT;SG
fläche	overflade	fläche	overflad	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
fläche	overfladen	fläche	overflad	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
fläche	areal	fläche	areal	N;NOM;FEM;SG	N;INDF;NEUT;SG
fläche	område	fläche	område	N;NOM;FEM;SG	N;INDF;NEUT;SG
kehrte	returneret	kehren	returnere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
kehrte	returnerede	kehren	returnere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
großer	store	groß	stor	ADJ	ADJ;PL
großer	stor	groß	stor	ADJ	ADJ;INDF;MASC+FEM;SG
großer	stort	groß	stor	ADJ	ADJ;INDF;NEUT;SG
fest	fast	fest	fast	ADV	ADV
fest	stramt	fest	stram	ADV	ADV
entsprechend	tilsvarende	entsprechend	tilsvarende	ADJ	ADJ
kanton	guangzhou	kanton	guangzhou	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kanton	canton	kanton	canton	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
genannten	henviste	genannt	henvise	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
genannten	omhandlede	genannt	omhandle	V;IND;PL;3;PST;FIN	V;PL;PST;V.PTCP
versucht	forsøgt	versuchen	forsøge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
versucht	forsøgte	versuchen	forsøge	V;V.PTCP	V;IND;PST;FIN;ACT
versucht	forsøger	versuchen	forsøge	V;V.PTCP	V;IND;PRS;FIN;ACT
versucht	prøvet	versuchen	prøve	V;V.PTCP	V;INDF;SG;PST;V.PTCP
versucht	forsøgt	versuchen	forsøge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
versucht	forsøgte	versuchen	forsøge	V;V.PTCP	V;IND;PST;FIN;ACT
versucht	prøvede	versuchen	prøve	V;V.PTCP	V;IND;PST;FIN;ACT
erkennen	genkender	erkennen	genkende	V;NFIN	V;IND;PRS;FIN;ACT
erkennen	genkende	erkennen	genke	V;NFIN	V;NFIN;ACT
erkennen	opdage	erkennen	opdage	V;NFIN	V;NFIN;ACT
erkennen	detektere	erkennen	detektere	V;NFIN	V;NFIN;ACT
erkennen	genkender	erkennen	genkende	V;NFIN	V;IND;PRS;FIN;ACT
erkennen	anerkende	erkennen	anerkende	V;NFIN	V;NFIN;ACT
erkennen	anerkender	erkennen	anerkende	V;NFIN	V;IND;PRS;FIN;ACT
erkennen	anerkende	erkennen	anerkende	V;NFIN	V;NFIN;ACT
historische	historiske	historisch	historisk	ADJ;NOM;FEM;PL	ADJ;PL
historische	historiske	historisch	historisk	ADJ;NOM;FEM;PL	ADJ;PL
katholischen	katolsk	katholisch	katolsk	ADJ;NOM;MASC;SG	ADJ;INDF;SG
hochschule	university	hochschule	university	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
hochschule	universitet	hochschule	universitet	N;NOM;FEM;SG	N;INDF;NEUT;SG
hochschule	universitetet	hochschule	universitet	N;NOM;FEM;SG	N;DEF;NEUT;SG
hochschule	kollegium	hochschule	kollegium	N;NOM;FEM;SG	N;INDF;NEUT;SG
hochschule	college	hochschule	college	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
hochschule	hochschule	hochschule	hochschule	N;NOM;FEM;SG	N;INDF;NEUT;SG
dennoch	alligevel	dennoch	alligevel	ADV	ADV
dennoch	endnu	dennoch	endnu	ADV	ADV
dennoch	alligevel	dennoch	alligevel	ADV	ADV
dennoch	dog	dennoch	dog	ADV	ADV
dennoch	imidlertid	dennoch	imidlertid	ADV	ADV
schwer	tunge	schwer	tung	ADJ	ADJ;PL
schwer	tungt	schwer	tungt	ADJ	ADJ;INDF;NEUT;SG
schwer	tung	schwer	tung	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	kraftig	schwer	kraftig	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	alvorlig	schwer	alvorlig	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	alvorlige	schwer	alvorlig	ADJ	ADJ;PL
schwer	svær	schwer	svær	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	hårde	schwer	hård	ADJ	ADJ;PL
schwer	svært	schwer	svær	ADJ	ADJ;INDF;NEUT;SG
schwer	hård	schwer	hård	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	hårdt	schwer	hård	ADJ	ADJ;INDF;NEUT;SG
schwer	svær	schwer	svær	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	hårdt	schwer	hård	ADJ	ADJ;INDF;NEUT;SG
schwer	hårde	schwer	hård	ADJ	ADJ;PL
schwer	barsk	schwer	barsk	ADJ	ADJ;INDF;SG
schwer	sej	schwer	sej	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	hård	schwer	hård	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	svært	schwer	svær	ADJ	ADJ;INDF;NEUT;SG
schwer	svære	schwer	svær	ADJ	ADJ;PL
schwer	vanskelig	schwer	vanskelig	ADJ	ADJ;INDF;MASC+FEM;SG
schwer	vanskeligt	schwer	vanskeligt	ADJ	ADJ;INDF;NEUT;SG
schwer	svær	schwer	svær	ADJ	ADJ;INDF;MASC+FEM;SG
gruppen	grupper	grappen	gruppe	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
gruppen	grupperne	grappen	gruppe	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
neues	ny	neu	ny	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
neues	nyt	neu	ny	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
öffentlichen	offentlige	öffentlich	offentlig	ADJ;NOM;PL	ADJ;PL
ersetzt	afløst	ersetzen	afløse	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ersetzt	erstatter	ersetzen	erstatte	V;V.PTCP	V;IND;PRS;FIN;ACT
ersetzt	udskiftet	ersetzen	udskifte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ersetzt	udskiftes	ersetzen	udskifte	V;V.PTCP	V;NFIN;PASS
ersetzt	erstattede	ersetzen	erstatte	V;V.PTCP	V;IND;PST;FIN;ACT
ersetzt	erstattet	ersetzen	erstatte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ersetzt	erstattet	ersetzen	erstatte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ersetzt	erstat	ersetzen	erstat	V;V.PTCP	V;IMP
ersetzt	erstatte	ersetzen	erstatte	V;V.PTCP	V;NFIN;ACT
hauptsächlich	overvejende	hauptsächlich	overveje	ADJ	ADJ
stimmen	stem	stimmen	stem	V;NFIN	V;IMP
geführt	guidet	führen	guid	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geführt	styret	führen	styre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geführt	ledt	führen	ledt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geführt	førte	führen	føre	V;V.PTCP	V;IND;PST;FIN;ACT
geführt	ført	führen	føre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geführt	ledt	führen	ledt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
späteren	efterfølgende	spät	efterfølgende	ADJ	ADJ
frei	ledige	frei	ledig	ADJ	ADJ;PL
frei	ledig	frei	ledig	ADJ	ADJ;INDF;MASC+FEM;SG
frei	fri	frei	fri	ADJ	ADJ;INDF;MASC+FEM;SG
kritik	kritik	kritik	kritik	N	N;INDF;MASC+FEM;SG
kritik	kritikpunkter	kritik	kritikpunkt	N	N;INDF;NEUT;PL
kritik	kritik	kritik	kritik	N	N;INDF;MASC+FEM;SG
kritik	kritikerne	kritik	kritiker	N	N;DEF;MASC+FEM;PL
kritik	kritikere	kritik	kritiker	N	N;INDF;MASC+FEM;PL
wochen	ugentlig	wech	ugentlig	ADV	ADV
wochen	ugentligt	wech	ugentligt	ADV	ADV
zahlreichen	talrige	zahlreich	talrig	ADJ;NOM;PL	ADJ;PL
kategorien	kategorierne	kategorien	kategorium	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
kategorien	kategorier	kategorien	kategori	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
selten	sparsomme	selten	sparsom	ADJ	ADJ;PL
selten	sjælden	selten	sjælden	ADJ	ADJ;INDF;MASC+FEM;SG
selten	sjældne	selten	sjælden	ADJ	ADJ;PL
dritte	tredje	dritt	tredje	ADJ;NOM;FEM;PL	ADJ
fluss	floden	flassen	flod	N;NOM;MASC;SG	N;DEF;MASC+FEM;SG
fluss	flod	flassen	flod	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
fluss	strømning	flassen	strømning	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
fluss	flow	flassen	flow	N;NOM;MASC;SG	N;INDF;NEUT;SG
fluss	strøm	flassen	strøm	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
westlich	vestlig	westlich	vestlig	ADJ	ADJ;INDF;MASC+FEM;SG
westlich	vestligt	westlich	vestligt	ADJ	ADJ;INDF;NEUT;SG
westlich	vestlige	westlich	vestlig	ADJ	ADJ;PL
vollständig	mæt	vollständig	mæt	ADJ	ADJ;INDF;SG
vollständig	fuld	vollständig	fuld	ADJ	ADJ;INDF;MASC+FEM;SG
vollständig	fulde	vollständig	fuld	ADJ	ADJ;DEF;SG
vollständig	komplet	vollständig	komplet	ADJ	ADJ;INDF;SG
club	klub	club	klub	N;NOM	N;INDF;MASC+FEM;SG
club	club	club	club	N;NOM	N;INDF;MASC+FEM;SG
club	natklub	club	natklub	N;NOM	N;INDF;MASC+FEM;SG
club	kølle	club	kølle	N;NOM	N;INDF;MASC+FEM;SG
club	klubben	club	klub	N;NOM	N;DEF;MASC+FEM;SG
jungen	unge	jung	ung	ADJ	ADJ;PL
jungen	ung	jung	ung	ADJ	ADJ;INDF;MASC+FEM;SG
erklärt	erklæret	erklären	erklære	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erklärt	forklarede	erklären	forklare	V;V.PTCP	V;IND;PST;FIN;ACT
