for	για	for	για	ADP	ADP
flyttet	μεταφέρθηκε	flytte	μεταφέρω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
flyttet	κινήθηκε	flytte	κινώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
flyttet	μετακινήθηκε	flytte	μετακινώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
flyttet	συγκινημένος	flytte	συγκινημένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
student	μαθήτρια	student	μαθήτρια	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
student	σπουδαστής	student	σπουδαστής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
student	μαθητής	student	μαθητής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
student	φοιτήτρια	student	φοιτήτρια	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
student	φοιτητής	student	φοιτητής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vært	ξενιστής	være	ξενιστής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vært	υποδοχής	være	υποδοχή	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
vært	παρουσιαστής	være	παρουσιαστής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vært	οικοδεσπότης	være	οικοδεσπότης	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
inspireret	εμπνευσμένη	inspirere	εμπνεύω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
inspireret	εμπνευσμένο	inspirere	εμπνεύω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
inspireret	ενέπνευσε	inspirere	ενδνεύδω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
praksis	ιατρείο	praksis	ιατρείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
praksis	εξάσκηση	praksis	εξάσκηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
praksis	προπόνηση	praksis	προπόνηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kirkegård	νεκροταφείο	kirkegård	νεκροταφείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kirkegård	κοιμητήριο	kirkegård	κοιμητήριο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kirkegård	νεκροταφείο	kirkegård	νεκροταφείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
placering	τοποθέτηση	placering	τοποθέτηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
placering	τόπος	placering	τόπος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
placering	τοποθεσία	placering	τοποθεσία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tro	πιστέψτε	tro	πιστέψτε	V;NFIN;ACT	V;PFV;IND;PL;2;PST;FIN;ACT
tro	πίστεψε	tro	πιστεύω	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
hovedstaden	κεφάλαιο	hovedstad	κεφάλαιο	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
hovedstaden	κεφαλαίου	hovedstad	κεφάλαιο	N;DEF;MASC+FEM;SG	N;GEN;NEUT;SG
hovedstaden	πρωτεύουσα	hovedstad	πρωτεύουσα	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hovedstaden	κεφαλαίο	hovedstad	κεφαλαίο	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
fordel	όφελος	fordel	όφελος	N;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
fordel	πλεονέκτημα	fordel	πλεονέκτημα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stykke	κομμάτι	stykke	κομμάτι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
stykke	τεμάχιο	stykke	τεμάχιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
punkt	στοιχείο	punkt	στοιχείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
punkt	αντικείμενο	punkt	αντικείμενο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
punkt	σημειο	punkt	σημειο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
punkt	σημείο	punkt	σημείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
projektet	έργο	projekt	έργο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
projektet	εργο	projekt	εργο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
projektet	σχέδιο	projekt	σχέδιο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
nogensinde	ποτέ	nogensinde	ποτέ	ADV	ADV
foråret	ελατήριο	forår	ελατήριο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
foråret	άνοιξη	forår	άνοιξη	N;DEF;NEUT;SG	N;NOM;FEM;SG
foråret	ανοιξη	forår	ανοιξη	N;DEF;NEUT;SG	N;NOM;FEM;SG
motor	κινητήρας	motor	κινητήρας	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
motor	κινητήρα	motor	κινητήρας	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
motor	μηχανή	motor	μηχανή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
motor	κινητήρας	motor	κινητήρας	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
motor	κινητήρα	motor	κινητήρας	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
operation	επιχειρηση	operation	επιχειρηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	εγχείρηση	operation	εγχείρηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	λειτουργία	operation	λειτουργία	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	επιχείρηση	operation	επιχείρηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	εγχείρηση	operation	εγχείρηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	χειρουργείο	operation	χειρουργείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
udelukkende	αποκλειστικά	udelukkende	αποκλειστικά	ADV	ADV
hørte	άκουσα	høre	άκουσα	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
hørte	ακούσει	høre	ακούω	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;FIN;ACT
skabelon	πρότυπο	skabelon	πρότυπο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
brød	απένταρος	brød	απένταρος	N;INDF;NEUT;SG	N;NOM;MASC;SG
brød	ψωμί	brød	ψωμί	N;INDF;NEUT;SG	N;NOM;NEUT;SG
mødte	γνωρίσει	møde	γνωρίζω	V;IND;PST;FIN;ACT	V;PFV;NFIN;ACT
award	βραβείο	award	βραβείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
økonomi	οικονομία	økonomi	οικονομία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
økonomi	οικονομία	økonomi	οικονομία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
månen	φεγγάρι	mån	φεγγάρι	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
månen	σελήνη	mån	σελήνη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
resultater	επιτεύγματα	resultat	επίτευγμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
resultater	αποτελέσματα	resultat	αποτέλεσμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
delt	κοινοποίησε	delt	κοινοποιώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
delt	κοινοποιήθηκε	delt	κοινοποιώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
bred	ευρεία	bred	ευρεία	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tegnet	εγγεγραμμένος	tegne	εγγεγραμμένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
tegnet	εγγεγραμμένο	tegne	εγγεγράμμενος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
emner	θεματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
emner	θέματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
emner	θεματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
emner	θέματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
emner	υπήκοοι	emne	υπήκοοι	N;INDF;NEUT;PL	N;NOM;MASC;PL
emner	θεματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
emner	θέματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
emner	θεματα	emne	θέμα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
udvidet	επεκταθεί	udvide	επεκτείνω	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN;PASS
udvidet	εκτεταμένη	udvide	εκτεταμένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
udvidet	επεκταθεί	udvide	επεκτείνω	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN;PASS
udvidet	επεκτάθηκε	udvide	επικτείνω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
udvidet	διευρυμένη	udvide	διευρύμενος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
udvidet	διευρυμένη	udvide	διευρύμενος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
design	σχεδιασμό	design	σχεδιασμός	N;INDF;NEUT;SG	N;ACC;MASC;SG
design	σχεδίαση	design	σχεδίαση	N;INDF;NEUT;SG	N;ACC;FEM;SG
design	σχέδιο	design	σχέδιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
design	σχεδιασμός	design	σχεδιασμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
kone	γυναίκα	kone	γυναίκα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kone	σύζυγος	kone	σύζυγος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kone	σύζυγο	kone	σύζυγος	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
betydninger	σημασίες	betydning	σημασία	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
betydninger	νοήματα	betydning	νόημα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
fejl	σφάλματα	fejl	σφάλμα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
fejl	λάθη	fejl	λάθος	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
fejl	σφάλματα	fejl	σφάλμα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
fejl	λάθη	fejl	λάθος	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
sølv	ασήμι	sølv	ασήμι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kontrol	έλεγχος	kontrol	έλεγχος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kontrol	ελέγχου	kontrol	έλεγχος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
kontrol	ελεγχος	kontrol	ελεγχος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
championship	πρωτάθλημα	championship	πρωτάθλημα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
nyere	νεότερη	ny	νέος	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
nyere	νεότερο	ny	νέος	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
prinsesse	πριγκίπισσα	prinsesse	πριγκίπισσα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
prinsesse	πριγκήπισσα	prinsesse	πριγκήπισσα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
niveau	επίπεδο	niveau	επίπεδο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
niveau	στάθμη	niveau	στάθμη	N;INDF;NEUT;SG	N;ACC;FEM;SG
ben	πόδια	ben	πόδι	N;INDF;NEUT;PL	N;NOM;NEUT;PL
muligvis	πιθανόν	muligvis	πιθανώς	ADV	ADV
muligvis	πιθανώς	muligvis	πιθανώς	ADV	ADV
muligvis	ενδεχομένως	muligvis	ενδεχομένως	ADV	ADV
træ	ξύλο	træ	ξύλο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
træ	ξυλεία	træ	ξυλεία	N;INDF;NEUT;SG	N;NOM;FEM;SG
træ	δέντρο	træ	δέντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
træ	δένδρο	træ	δένδρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
træ	δεντρο	træ	δεντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
træ	ξυλείας	træ	ξυλεία	N;INDF;NEUT;SG	N;GEN;FEM;SG
træ	ξυλεία	træ	ξυλεία	N;INDF;NEUT;SG	N;NOM;FEM;SG
borgmester	δήμαρχος	borgmester	δήμαρχος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
karakter	χαρακτήρας	karakter	χαρακτήρας	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
karakter	χαρακτήρα	karakter	χαρακτήρας	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
hjælpe	βοηθώντας	hjælpe	βοηθώ	V;NFIN;ACT	V;IPFV;V.CVB;ACT
sætte	βάλτε	sætte	βάλτε	V;NFIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
sætte	βάλε	sætte	βάλε	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
udviklingen	εξέλιξη	udvikling	εξέλιξη	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
udviklingen	ανάπτυξη	udvikling	ανάπτυξη	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
udviklingen	αναπτυξη	udvikling	αναπτυξη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
udviklingen	εξέλιξη	udvikling	εξέλιξη	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
udviklingen	εξελιξη	udvikling	εξελιξη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
øer	νησιά	øe	νησί	N;INDF;NEUT;PL	N;NOM;NEUT;PL
start	αρχή	start	αρχή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
start	εκκίνηση	start	εκκίνηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
start	έναρξη	start	έναρξη	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
start	εκκίνηση	start	εκκίνηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
mistede	χάσαμε	miste	χάνω	V;IND;PST;FIN;ACT	V;PFV;IND;PL;1;PST;FIN;ACT
mistede	χάσει	miste	χάνω	V;IND;PST;FIN;ACT	V;PFV;NFIN;ACT
tidligt	νωρίς	tidligt	νωρίς	ADV	ADV
taler	μιλάει	tale	μιλώ	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
taler	μιλώντας	tale	μιλώ	V;IND;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
oversat	μεταφραστεί	oversat	μεταφράζω	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN;PASS
afgørende	αποφασιστική	afgørende	αποφασιστικός	ADJ	ADJ;NOM;FEM;SG
afgørende	αποφασιστικός	afgørende	αποφασιστικός	ADJ	ADJ;NOM;MASC;SG
afgørende	αποφασιστικό	afgørende	αποφασιστικός	ADJ	ADJ;NOM;NEUT;SG
afgørende	καθοριστική	afgørende	καθοριστικός	ADJ	ADJ;NOM;FEM;SG
afgørende	καθοριστικό	afgørende	καθοριστικός	ADJ	ADJ;NOM;NEUT;SG
afgørende	κρίσιμο	afgørende	κρίσιμο	ADJ	ADJ;NOM;NEUT;SG
afgørende	κρίσιμη	afgørende	κρίσιμος	ADJ	ADJ;NOM;FEM;SG
afgørende	απαραίτητος	afgørende	απαραίτητος	ADJ	ADJ;NOM;MASC;SG
afgørende	ουσιώδης	afgørende	ουσιώδης	ADJ	ADJ;NOM;FEM;SG
afgørende	απαραίτητο	afgørende	απαραίτητος	ADJ	ADJ;NOM;NEUT;SG
standard	αθέτηση	standard	αθέτηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
standard	προεπιλογή	standard	προεπιλογή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
standard	πρότυπο	standard	πρότυπο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dækker	καλύπτει	dække	καλύπτω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dækker	καλύπτει	dække	καλύπτω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
populære	δημοφιλείς	populær	δημοφιλέας	ADJ;PL	ADJ;NOM;FEM;PL
populære	δημοφιλείς	populær	δημοφιλέας	ADJ;PL	ADJ;NOM;FEM;PL
bank	τράπεζα	bank	τράπεζα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ven	φίλος	ven	φίλος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ven	φίλη	ven	φίλος	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pris	τιμή	pris	τιμή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pris	κόστος	pris	κόστος	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
school	σχολείο	school	σχολείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
school	σχολη	school	σχολος	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
school	σχολειο	school	σχολειο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
school	σχολή	school	σχολή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ægteskab	γάμο	ægteskab	γάμος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ægteskab	γάμος	ægteskab	γάμος	N;INDF;NEUT;SG	N;NOM;MASC;SG
stærk	δυνατός	stærk	δυνατός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
stærk	δυνατό	stærk	δυνατός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stærk	δυνατή	stærk	δυνατός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bibliotek	βιβλιοθήκη	bibliotek	βιβλιοθήκη	N;INDF;NEUT;SG	N;NOM;FEM;SG
uger	βδομάδες	uge	βδομάδα	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
uger	εβδομάδων	uge	εβδομάδα	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
uger	εβδομάδες	uge	εβδομάδα	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
vokal	φωνήεν	vokal	φωνήεν	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ændringer	τροποποιήσεις	ændringe	τροποποίηση	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	τροπολογίες	ændringe	τροπολογία	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	μεταβολές	ændringe	μεταβολή	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	αλλαγές	ændringe	αλλαγή	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	τροποποιήσεις	ændringe	τροποποίηση	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	τροποποιήσεις	ændringe	τροποποίηση	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
problem	πρόβλημα	problem	πρόβλημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
problem	προβλημα	problem	προβλημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
institut	ινστιτούτο	institut	ινστιτούτο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
institut	ίδρυμα	institut	ίδρυμα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
institut	ιδρυμα	institut	ιδρυμα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bidrag	εισφορά	bidrag	εισφορά	N;INDF;NEUT;SG	N;NOM;FEM;SG
bidrag	συμβολή	bidrag	συμβολή	N;INDF;NEUT;SG	N;ACC;FEM;SG
bidrag	συνεισφορά	bidrag	συνεισφορά	N;INDF;NEUT;SG	N;ACC;FEM;SG
profil	προφιλ	profil	προφιλ	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
profil	προφίλ	profil	προφίλ	N;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
hotel	ξενοδοχείο	hotel	ξενοδοχείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	σκάφος	skib	σκάφος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	αγγείο	skib	αγγείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	πλοίο	skib	πλοίο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	δοχείο	skib	δοχείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	σκάφος	skib	σκάφος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	καράβι	skib	καράβι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	πλοίο	skib	πλοίο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kritik	κριτική	kritik	κριτική	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kritik	κριτική	kritik	κριτική	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
mester	πρωταθλητής	mester	πρωταθλητής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	πρωταθλητή	mester	πρωταθλητής	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
mester	αφέντη	mester	αφήντης	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
mester	πρωταθλήτρια	mester	πρωταθλήτρια	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mester	πρωταθλητής	mester	πρωταθλητής	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	πρωταθλητή	mester	πρωταθλητής	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
søen	λίμνη	søe	λίμνη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
post	αλληλογραφία	post	αλληλογραφία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
post	ταχυδρομείο	post	ταχυδρομείο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
post	δημοσίευση	post	δημοσίευση	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
post	ποστ	post	ποστ	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
greve	καταμέτρηση	grev	καταμέτρηση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
greve	κόμης	grev	κόμη	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
greve	κόμη	grev	κόμη	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
emnet	θεμα	emne	θεμα	N;DEF;NEUT;SG	N;NOM;NEUT;SG
emnet	υποκείμενο	emne	υποκείμενο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
emnet	θέμα	emne	θέμα	N;DEF;NEUT;SG	N;NOM;NEUT;SG
alias	ψευδώνυμο	alias	ψεύδωνυμος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
trommer	τύμπανα	tromme	τύμπανο	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
uge	βδομάδα	uge	βδομάδα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
uge	εβδομάδα	uge	εβδομάδα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
regler	κανόνες	regel	κανόνας	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
adam	αδάμ	adam	αδάμ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
program	πρόγραμμα	program	πρόγραμμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
program	πρόγραμμα	program	πρόγραμμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
program	προγραμμα	program	προγραμμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
sendte	έστειλε	sende	στέλνω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
landsby	χωριο	landsby	χωριο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
landsby	χωριό	landsby	χωριό	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
museet	μουσείο	museum	μουσείο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
virker	δουλεύει	virke	δουλεύω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
typer	τύπους	type	τύπος	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
typer	τύποι	type	τύπος	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
japansk	γιαπωνέζικο	japansk	γιαπωνέζικος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
modstand	αντοχή	modstand	αντοχή	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
modstand	αντίστασης	modstand	αντίσταση	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
modstand	αντίσταση	modstand	αντίσταση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
modstand	ανθεκτικότητα	modstand	ανθεκτικότητα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
modstand	αντιπολίτευσης	modstand	αντιπολίτευση	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
modstand	αντίθεση	modstand	αντίθεση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
modstand	αντιπολίτευση	modstand	αντιπολίτευση	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
projekt	έργο	projekt	έργο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
projekt	εργο	projekt	εργο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
projekt	σχέδιο	projekt	σχέδιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
militær	στρατιωτικός	militær	στρατιωτικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
militær	στρατιωτική	militær	στρατιωτικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
søgte	αναζήτησε	søge	αναζητώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
knyttet	συνδεδεμένη	knytte	συνδέδω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
udenfor	έξω	udenfor	έξω	ADV	ADV
udenfor	εξω	udenfor	εξω	ADV	ADV
anledning	περίσταση	anledning	περίσταση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
beskrivelse	περιγραφή	beskrivelse	περιγραφή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tror	σκέψου	tro	σκέψο	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tror	νομίζει	tro	νομίζω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
måned	μήνα	måned	μήνας	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
måned	μήνας	måned	μήνας	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
beskæftigelse	απασχόληση	beskæftigelse	απασχόληση	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
beskæftigelse	απασχόλησης	beskæftigelse	απασχόληση	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
digte	ποιήματα	digte	ποίημα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
