kategória	categoría	kategória	categoría	N;NOM;FEM;SG	N
iný	outros	iný	outro	DET;ANIM;NOM;MASC;SG	DET
iný	demais	iný	demais	DET;ANIM;NOM;MASC;SG	DET
iný	outras	iný	outro	DET;ANIM;NOM;MASC;SG	DET
povrchu	superficie	povrch	superficie	N;INAN;GEN;MASC;SG	N
veku	anos	vek	ano	N;INAN;GEN;MASC;SG	N
veku	idade	vek	idade	N;INAN;GEN;MASC;SG	N
britský	británico	britský	británico	ADJ;ANIM;NOM;MASC;SG	ADJ
britský	británica	britský	británico	ADJ;ANIM;NOM;MASC;SG	ADJ
britský	británicos	britský	británico	ADJ;ANIM;NOM;MASC;SG	ADJ
britský	británicas	britský	británico	ADJ;ANIM;NOM;MASC;SG	ADJ
britský	inglesa	britský	inglesa	ADJ;ANIM;NOM;MASC;SG	ADJ
služby	servizos	služba	servizo	N;NOM;FEM;PL	N
služby	servizo	služba	servizo	N;NOM;FEM;PL	N
márie	marie	mária	marie	N;NOM;FEM;PL	N
márie	maría	mária	maría	N;NOM;FEM;PL	N
zem	terra	zem	terra	N;NOM;FEM;SG	N
zem	mundo	zem	mundo	N;NOM;FEM;SG	N
zem	terreo	zem	terreo	N;NOM;FEM;SG	N
zem	chan	zem	chan	N;NOM;FEM;SG	N
zem	terra	zem	terra	N;NOM;FEM;SG	N
kostola	igrexa	kostol	igrexir	N;INAN;GEN;MASC;SG	N
kostola	á	kostol	á	N;INAN;GEN;MASC;SG	N
vrátil	volveu	vrátiť	volver	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
loď	barco	loď	barco	N;NOM;FEM;SG	N
loď	barco	loď	barco	N;NOM;FEM;SG	N
juhu	sur	juh	sur	N;INAN;NOM;MASC;SG	N
juhu	sur	juh	sur	N;INAN;NOM;MASC;SG	N
možnosť	opción	možnosť	opción	N;NOM;FEM;SG	N
možnosť	posibilidade	možnosť	posibilidade	N;NOM;FEM;SG	N
vláda	goberno	vláda	goberno	N;NOM;FEM;SG	N
štyroch	4	štyri	4	NUM;ANIM;ACC;MASC;PL	NUM
úlohu	papel	úloha	papel	N;ACC;FEM;SG	N
koniec	fin	koniec	fin	N;INAN;NOM;MASC;SG	N
koniec	final	koniec	final	N;INAN;NOM;MASC;SG	N
koniec	final	koniec	final	N;INAN;NOM;MASC;SG	N
história	historia	história	historia	N;NOM;FEM;SG	N
prostredníctvom	por	prostredníctvom	por	ADP;GEN	ADP
prostredníctvom	de	prostredníctvom	de	ADP;GEN	ADP
prostredníctvom	por	prostredníctvom	por	ADP;GEN	ADP
malá	pequeno	malý	pequeno	ADJ;NOM;FEM;SG	ADJ
malá	pequenos	malý	pequeno	ADJ;NOM;FEM;SG	ADJ
malá	pequenas	malý	pequeno	ADJ;NOM;FEM;SG	ADJ
malá	pequena	malý	pequeno	ADJ;NOM;FEM;SG	ADJ
malá	pequeno	malý	pequeno	ADJ;NOM;FEM;SG	ADJ
malá	pequena	malý	pequeno	ADJ;NOM;FEM;SG	ADJ
trať	pista	trať	pistar	N;NOM;FEM;SG	N
trať	camiño	trať	camiño	N;NOM;FEM;SG	N
trať	rastro	trať	rastro	N;NOM;FEM;SG	N
trať	cambios	trať	cambio	N;NOM;FEM;SG	N
trať	hipódromo	trať	hipódromo	N;NOM;FEM;SG	N
postavy	idiogramas	postava	idiograma	N;NOM;FEM;PL	N
postavy	personaxes	postava	personaxe	N;NOM;FEM;PL	N
štúdium	estudo	štúdium	estudo	N;NOM;NEUT;SG	N
štúdium	despacho	štúdium	despacho	N;NOM;NEUT;SG	N
štúdium	estudos	štúdium	estudo	N;NOM;NEUT;SG	N
štúdium	estudios	štúdium	estudio	N;NOM;NEUT;SG	N
štúdium	análises	štúdium	análise	N;NOM;NEUT;SG	N
štúdium	estudo	štúdium	estudo	N;NOM;NEUT;SG	N
sezóny	tempada	sezón	tempada	N;NOM;FEM;PL	N
histórii	historia	história	historia	N;DAT;FEM;SG	N
filozofia	filosofía	filozofie	filosofía	N;NOM;FEM;SG	N
začína	comeza	začínať	comezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	comeza	začínať	comezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	empeza	začínať	empezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	comezando	začínať	comezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	empezando	začínať	empezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	comeza	začínať	comezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	tiña	začínať	ter	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	iniciar	začínať	iniciar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	comezaba	začínať	comezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
začína	comezar	začínať	comezar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
toku	fluxo	tok	fluxo	N;INAN;GEN;MASC;SG	N
toku	transmisión	tok	transmisión	N;INAN;GEN;MASC;SG	N
slovo	palabra	slovo	palabra	N;NOM;NEUT;SG	N
hustota	densidade	hustota	densidade	N;NOM;FEM;SG	N
slovník	vocabulario	slovník	vocabulario	N;INAN;NOM;MASC;SG	N
doprava	tráfico	doprava	tráfico	N;NOM;FEM;SG	N
literatúra	literatura	literatúra	literatura	N;NOM;FEM;SG	N
kultúra	cultura	kultúra	cultura	N;NOM;FEM;SG	N
kultúra	cultivo	kultúra	cultivo	N;NOM;FEM;SG	N
ostrovy	illas	ostrov	illa	N;INAN;NOM;MASC;PL	N
zdroj	fonte	zdroj	fonte	N;INAN;NOM;MASC;SG	N
zdroj	orixe	zdroj	orixe	N;INAN;NOM;MASC;SG	N
zdroj	recurso	zdroj	recurso	N;INAN;NOM;MASC;SG	N
jazyky	idiomas	jazyk	idioma	N;INAN;NOM;MASC;PL	N
jazyky	linguaxes	jazyk	linguaxe	N;INAN;NOM;MASC;PL	N
jazyky	linguas	jazyk	lingua	N;INAN;NOM;MASC;PL	N
múzeum	museo	múzeum	museo	N;NOM;NEUT;SG	N
vyhral	vai	vyhrať	ir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vyhral	vou	vyhrať	var	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
cirkev	igrexa	cirkev	igrexir	N;NOM;FEM;SG	N
cirkev	á	cirkev	á	N;NOM;FEM;SG	N
predstavuje	representa	predstavovať	representar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
teória	teoría	teória	teoría	N;NOM;FEM;SG	N
nič	nada	nič	nada	PRO;NOM;NEUT;SG	PRO
hra	partido	hra	partido	N;NOM;FEM;SG	N
hra	xogo	hra	xogo	N;NOM;FEM;SG	N
hra	videoxogos	hra	videoxogos	N;NOM;FEM;SG	N
let	voo	let	voo	N;INAN;NOM;MASC;SG	N
priemerná	estadounidense	priemerný	estadounidense	ADJ;NOM;FEM;SG	ADJ
jazyka	lingua	jazyk	lingua	N;INAN;GEN;MASC;SG	N
jazyka	idioma	jazyk	idioma	N;INAN;GEN;MASC;SG	N
jazyka	linguaxe	jazyk	linguaxe	N;INAN;GEN;MASC;SG	N
jazyka	lingua	jazyk	lingua	N;INAN;GEN;MASC;SG	N
smer	dirección	smer	dirección	N;INAN;NOM;MASC;SG	N
neďaleko	preto	neďaleko	preto	ADV	ADV
kariéry	carreira	kariéra	carreira	N;NOM;FEM;PL	N
svet	mundo	svet	mundo	N;INAN;NOM;MASC;SG	N
architektúra	arquitectura	architektúra	arquitectura	N;NOM;FEM;SG	N
zápas	partido	zápas	partido	N;INAN;NOM;MASC;SG	N
zápas	xogo	zápas	xogo	N;INAN;NOM;MASC;SG	N
zápas	videoxogos	zápas	videoxogos	N;INAN;NOM;MASC;SG	N
správy	noticias	správa	noticia	N;NOM;FEM;PL	N
správy	noticia	správa	noticia	N;NOM;FEM;PL	N
správy	mensaxes	správa	mensaxe	N;NOM;FEM;PL	N
správy	informes	správa	informe	N;NOM;FEM;PL	N
mesiac	mes	mesiac	mes	N;INAN;NOM;MASC;SG	N
mesiac	lúa	mesiac	lúa	N;INAN;NOM;MASC;SG	N
trieda	clase	trieda	clase	N;NOM;FEM;SG	N
prvky	elementos	prvok	elemento	N;INAN;NOM;MASC;PL	N
prvky	características	prvok	característica	N;INAN;NOM;MASC;PL	N
energie	enerxía	energia	enerxía	N;NOM;FEM;PL	N
energie	consumo	energia	consumo	N;NOM;FEM;PL	N
dcéra	filla	dcéra	fillo	N;NOM;FEM;SG	N
zdroje	fontes	zdroj	fonte	N;INAN;NOM;MASC;PL	N
zdroje	recurso	zdroj	recurso	N;INAN;NOM;MASC;PL	N
zdroje	recursos	zdroj	recurso	N;INAN;NOM;MASC;PL	N
problém	problema	problém	problema	N;INAN;NOM;MASC;SG	N
mora	mar	mora	mar	N;NOM;FEM;SG	N
dostala	recibín	dostať	recibir	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	recibiron	dostať	recibir	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	recibimos	dostať	recibir	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	recibiu	dostať	recibir	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	teño	dostať	ter	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	tes	dostať	tes	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	ten	dostať	ter	V;PFV;FEM;SG;POS;PST;V.PTCP	V
dostala	temos	dostať	ter	V;PFV;FEM;SG;POS;PST;V.PTCP	V
priestor	espazo	priestor	espazo	N;INAN;NOM;MASC;SG	N
priestor	espacio	priestor	espacio	N;INAN;NOM;MASC;SG	N
spôsob	método	spôsob	método	N;INAN;NOM;MASC;SG	N
spôsob	xeito	spôsob	xeito	N;INAN;NOM;MASC;SG	N
spôsob	maneira	spôsob	maneira	N;INAN;NOM;MASC;SG	N
spôsob	forma	spôsob	forma	N;INAN;NOM;MASC;SG	N
spôsob	camiño	spôsob	camiño	N;INAN;NOM;MASC;SG	N
hlavná	principais	hlavný	principal	ADJ;NOM;FEM;SG	ADJ
hlavná	importante	hlavný	importante	ADJ;NOM;FEM;SG	ADJ
hlavná	maior	hlavný	maior	ADJ;NOM;FEM;SG	ADJ
hlavná	principal	hlavný	principal	ADJ;NOM;FEM;SG	ADJ
hlavná	importante	hlavný	importante	ADJ;NOM;FEM;SG	ADJ
pamiatky	monumentos	pamiatka	monumento	N;NOM;FEM;PL	N
vytvoril	creamos	vytvoriť	crear	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vytvoril	creou	vytvoriť	crear	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vytvoril	creado	vytvoriť	crear	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vytvoril	creei	vytvoriť	crear	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vytvoril	creados	vytvoriť	crear	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
najväčšie	máis	veľký	máis	ADV;RL	ADV
najväčšie	duns	veľký	dun	ADV;RL	ADV
najväčšie	máis	veľký	máis	ADV;RL	ADV
pápež	papa	pápež	papa	N;ANIM;NOM;MASC;SG	N
bicie	drum	bicia	drum	N;NOM;MASC;SG	N
bicie	tambores	bicia	tambor	N;NOM;MASC;SG	N
znovu	máis	znovu	máis	ADV	ADV
hľadiska	perspectiva	hľadisko	perspectiva	N;NOM;NEUT;PL	N
syna	fillo	syn	fillo	N;ANIM;ACC;MASC;SG	N
západnej	occidental	západný	occidental	ADJ;GEN;FEM;SG	ADJ
problémy	problema	problém	problema	N;INAN;NOM;MASC;PL	N
problémy	problemas	problém	problema	N;INAN;NOM;MASC;PL	N
problémy	problemas	problém	problema	N;INAN;NOM;MASC;PL	N
problémy	problema	problém	problema	N;INAN;NOM;MASC;PL	N
problémy	problemas	problém	problema	N;INAN;NOM;MASC;PL	N
problémy	cuestións	problém	cuestión	N;INAN;NOM;MASC;PL	N
problémy	temas	problém	tema	N;INAN;NOM;MASC;PL	N
problémy	asuntos	problém	asunto	N;INAN;NOM;MASC;PL	N
namiesto	en	namiesto	en	ADP;GEN	ADP
maliar	pintor	maliar	pintor	N;ANIM;NOM;MASC;SG	N
proces	proceso	proces	proceso	N;INAN;NOM;MASC;SG	N
slnka	sol	slnko	sol	N;NOM;NEUT;PL	N
predseda	presidente	predseda	presidente	N;ANIM;NOM;MASC;SG	N
predseda	vicepresidente	predseda	vicepresidente	N;ANIM;NOM;MASC;SG	N
predseda	cadeira	predseda	cadeira	N;ANIM;NOM;MASC;SG	N
predseda	presidente	predseda	presidente	N;ANIM;NOM;MASC;SG	N
ameriky	estados	amerika	estado	N;NOM;FEM;PL	N
potrebné	preciso	potrebný	preciso	ADJ;NOM;NEUT;SG	ADJ
potrebné	necesario	potrebný	necesario	ADJ;NOM;NEUT;SG	ADJ
potrebné	necesaria	potrebný	necesario	ADJ;NOM;NEUT;SG	ADJ
potrebné	necesarios	potrebný	necesario	ADJ;NOM;NEUT;SG	ADJ
potrebné	necesarias	potrebný	necesario	ADJ;NOM;NEUT;SG	ADJ
potrebné	preciso	potrebný	preciso	ADJ;NOM;NEUT;SG	ADJ
chrám	templo	chrám	templo	N;INAN;NOM;MASC;SG	N
literatúry	literatura	literatúra	literatura	N;NOM;FEM;PL	N
región	rexión	región	rexión	N;INAN;NOM;MASC;SG	N
séria	serie	séria	serie	N;NOM;FEM;SG	N
stavba	construción	stavba	construción	N;NOM;FEM;SG	N
stavba	construcción	stavba	construcción	N;NOM;FEM;SG	N
stavba	construtora	stavba	construtor	N;NOM;FEM;SG	N
národná	nacional	národný	nacional	ADJ;NOM;FEM;SG	ADJ
národná	nacionais	národný	nacional	ADJ;NOM;FEM;SG	ADJ
národná	national	národný	national	ADJ;NOM;FEM;SG	ADJ
román	novela	román	novelar	N;INAN;NOM;MASC;SG	N
vyššie	riba	vysoko	riba	ADV;CMPR	ADV
vyššie	enriba	vysoko	enriba	ADV;CMPR	ADV
vyššie	arriba	vysoko	arriba	ADV;CMPR	ADV
vyššie	máis	vysoko	máis	ADV;CMPR	ADV
vyššie	tan	vysoko	tan	ADV;CMPR	ADV
poradie	orde	poradie	orde	N;NOM;NEUT;SG	N
poradie	xiro	poradie	xiro	N;NOM;NEUT;SG	N
poradie	postal	poradie	postal	N;NOM;NEUT;SG	N
telo	corpo	telo	corpo	N;NOM;NEUT;SG	N
hovorí	di	hovoriť	dicir	V;IPFV;IND;SG;3;POS;PRS;FIN	V
hovorí	fala	hovoriť	falar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
hovorí	falar	hovoriť	falar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
hovorí	di	hovoriť	dicir	V;IPFV;IND;SG;3;POS;PRS;FIN	V
hovorí	dixo	hovoriť	dicir	V;IPFV;IND;SG;3;POS;PRS;FIN	V
krátko	brevemente	krátko	brevementar	ADV	ADV
krátko	pronto	krátko	pronto	ADV	ADV
zmeny	cambios	zmena	cambio	N;NOM;FEM;PL	N
slov	palabras	slovo	palabra	N;GEN;NEUT;PL	N
slov	verbas	slovo	verba	N;GEN;NEUT;PL	N
minút	minutos	minúta	minuto	N;GEN;FEM;PL	N
minút	minutos	minúta	minuto	N;GEN;FEM;PL	N
speváčka	cantante	speváčka	cantante	N;NOM;FEM;SG	N
prácu	traballo	práca	traballo	N;ACC;FEM;SG	N
lietadlá	avións	lietadlo	avión	N;NOM;NEUT;PL	N
lietadlá	avións	lietadlo	avión	N;NOM;NEUT;PL	N
posledný	último	posledný	último	ADJ;INAN;NOM;MASC;SG	ADJ
posledný	últimos	posledný	último	ADJ;INAN;NOM;MASC;SG	ADJ
posledný	pasado	posledný	pasado	ADJ;INAN;NOM;MASC;SG	ADJ
posledný	última	posledný	último	ADJ;INAN;NOM;MASC;SG	ADJ
umenie	arte	umenie	arte	N;NOM;NEUT;SG	N
farba	cor	farba	cor	N;NOM;FEM;SG	N
farba	cores	farba	cora	N;NOM;FEM;SG	N
farba	cor	farba	cor	N;NOM;FEM;SG	N
sebe	te	seba	te	PRO;DAT;SG;REFL	PRO
dolná	inferior	dolný	inferior	ADJ;NOM;FEM;SG	ADJ
rýchlo	axiña	rýchlo	axiña	ADV	ADV
rýchlo	axiña	rýchlo	axiña	ADV	ADV
rýchlo	rapidamente	rýchlo	rapidamente	ADV	ADV
rýchlo	axiña	rýchlo	axiña	ADV	ADV
vrchy	montañas	vrch	montaña	N;INAN;NOM;MASC;PL	N
vrchy	das	vrch	das	N;INAN;NOM;MASC;PL	N
vrchy	andes	vrch	ande	N;INAN;NOM;MASC;PL	N
vrchy	montes	vrch	monte	N;INAN;NOM;MASC;PL	N
vrchy	montaña	vrch	montaña	N;INAN;NOM;MASC;PL	N
vrchy	monte	vrch	monte	N;INAN;NOM;MASC;PL	N
skupín	dous	skupina	dous	N;GEN;FEM;PL	N
skupín	grupos	skupina	grupo	N;GEN;FEM;PL	N
rozvoj	desenvolvemento	rozvoj	desenvolvemento	N;INAN;NOM;MASC;SG	N
rozvoj	proxecto	rozvoj	proxecto	N;INAN;NOM;MASC;SG	N
východnej	orientais	východný	oriental	ADJ;GEN;FEM;SG	ADJ
východnej	oriental	východný	oriental	ADJ;GEN;FEM;SG	ADJ
národný	nacional	národný	nacional	ADJ;INAN;NOM;MASC;SG	ADJ
národný	nacionais	národný	nacional	ADJ;INAN;NOM;MASC;SG	ADJ
národný	national	národný	national	ADJ;INAN;NOM;MASC;SG	ADJ
súťaž	competición	súťaž	competición	N;NOM;FEM;SG	N
päť	5	päť	5	NUM;NOM;NEUT;SG	NUM
celé	enteira	celý	enteiro	ADJ;NOM;NEUT;SG	ADJ
tour	xira	tour	xira	N;NOM;MASC;SG	N
rezervácia	reserva	rezervácia	reserva	N;NOM;FEM;SG	N
veľkých	grande	veľký	grande	ADJ;ANIM;GEN;MASC;PL	ADJ
veľkých	gran	veľký	gran	ADJ;ANIM;GEN;MASC;PL	ADJ
veľkých	grandes	veľký	grande	ADJ;ANIM;GEN;MASC;PL	ADJ
tomáš	thomas	tomať	thoma	N;ANIM;NOM;MASC;SG	N
vlajka	bandeira	vlajka	bandeira	N;NOM;FEM;SG	N
použitie	uso	použitie	uso	N;NOM;NEUT;SG	N
obvod	distrito	obvod	distrito	N;INAN;NOM;MASC;SG	N
obvod	circuíto	obvod	circuíto	N;INAN;NOM;MASC;SG	N
herci	actores	herec	actor	N;ANIM;NOM;MASC;PL	N
začalo	comecei	začať	comecer	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	comezamos	začať	comezar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	empecei	začať	empecar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	comezou	začať	comezar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	comecei	začať	comecer	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	comezaron	začať	comezar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	comezou	začať	comezar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
začalo	empezou	začať	empezar	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
najväčší	grandes	veľký	grande	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	maior	veľký	maior	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	mellor	veľký	mellor	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	meirandes	veľký	meirande	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	grande	veľký	grande	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	maior	veľký	maior	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	grande	veľký	grande	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najväčší	mellor	veľký	mellor	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
osôb	persoas	osoba	persoa	N;GEN;FEM;PL	N
ostrove	illa	ostrov	illa	N;INAN;NOM;MASC;SG	N
horná	superior	horný	superior	ADJ;NOM;FEM;SG	ADJ
horná	superior	horný	superior	ADJ;NOM;FEM;SG	ADJ
mena	moeda	meno	moeda	N;NOM;NEUT;SG	N
spisovatelia	escritores	spisovateľ	escritor	N;ANIM;NOM;MASC;PL	N
nemecké	alemán	nemecký	alemán	ADJ;NOM;NEUT;SG	ADJ
nemecké	alemana	nemecký	alemanar	ADJ;NOM;NEUT;SG	ADJ
odkaz	mensaxe	odkaz	mensaxe	N;INAN;NOM;MASC;SG	N
odkaz	enlace	odkaz	enlace	N;INAN;NOM;MASC;SG	N
prezidenta	presidente	prezident	presidente	N;ANIM;ACC;MASC;SG	N
prezidenta	vicepresidente	prezident	vicepresidente	N;ANIM;ACC;MASC;SG	N
východ	leste	východ	leste	N;INAN;NOM;MASC;SG	N
východ	oriente	východ	oriente	N;INAN;NOM;MASC;SG	N
východ	saída	východ	saída	N;INAN;NOM;MASC;SG	N
vlastnosti	características	vlastnosť	característica	N;NOM;FEM;PL	N
vlastnosti	propiedades	vlastnosť	propiedade	N;NOM;FEM;PL	N
vlastnosti	características	vlastnosť	característica	N;NOM;FEM;PL	N
štúdia	estudo	štúdium	estudo	N;NOM;NEUT;PL	N
štúdia	despacho	štúdium	despacho	N;NOM;NEUT;PL	N
štúdia	estudio	štúdium	estudio	N;NOM;NEUT;PL	N
krajinách	países	krajina	país	N;GEN;FEM;PL	N
krajinách	paises	krajina	país	N;GEN;FEM;PL	N
umožňuje	posibilita	umožňovať	posibilitar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
umožňuje	permite	umožňovať	permitir	V;IPFV;IND;SG;3;POS;PRS;FIN	V
umožňuje	permite	umožňovať	permitir	V;IPFV;IND;SG;3;POS;PRS;FIN	V
návrh	movemento	návrh	movemento	N;INAN;NOM;MASC;SG	N
návrh	proposta	návrh	proposta	N;INAN;NOM;MASC;SG	N
návrh	proposición	návrh	proposición	N;INAN;NOM;MASC;SG	N
návrh	suxestión	návrh	suxestión	N;INAN;NOM;MASC;SG	N
voda	auga	voda	auga	N;NOM;FEM;SG	N
žiadne	ningunha	žiadny	ningún	DET;NOM;NEUT;SG	DET
žiadne	ningún	žiadny	ningún	DET;NOM;NEUT;SG	DET
údaje	figuras	údaj	figura	N;INAN;NOM;MASC;PL	N
údaje	datos	údaj	dato	N;INAN;NOM;MASC;PL	N
údaje	puntos	údaj	punto	N;INAN;NOM;MASC;PL	N
údaje	información	údaj	información	N;INAN;NOM;MASC;PL	N
architekt	arquitecto	architekt	arquitecto	N;ANIM;NOM;MASC;SG	N
základná	básica	základný	básico	ADJ;NOM;FEM;SG	ADJ
základná	básicos	základný	básico	ADJ;NOM;FEM;SG	ADJ
základná	básico	základný	básico	ADJ;NOM;FEM;SG	ADJ
základná	básicas	základný	básico	ADJ;NOM;FEM;SG	ADJ
boha	deus	boh	daus	N;ANIM;ACC;MASC;SG	N
hviezda	estrela	hviezda	estrela	N;NOM;FEM;SG	N
kraj	rexión	kraj	rexión	N;INAN;NOM;MASC;SG	N
bitka	batalla	bitka	batalla	N;NOM;FEM;SG	N
bitka	loita	bitka	loita	N;NOM;FEM;SG	N
funkciu	función	funkcia	función	N;ACC;FEM;SG	N
prostredia	entornos	prostredie	entorno	N;NOM;NEUT;PL	N
prostredia	ambientes	prostredie	ambiente	N;NOM;NEUT;PL	N
bodov	puntos	bod	punto	N;INAN;GEN;MASC;PL	N
školu	instituto	škola	instituto	N;ACC;FEM;SG	N
školu	escola	škola	escola	N;ACC;FEM;SG	N
školu	colexio	škola	colexio	N;ACC;FEM;SG	N
thomas	thomas	thomas	thoma	N;ANIM;NOM;MASC;SG	N
skupinu	grupo	skupina	grupo	N;ACC;FEM;SG	N
viedol	levou	viesť	levar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
viedol	leva	viesť	levar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
viedol	levoume	viesť	levoume	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
letisko	aeroporto	letisko	aeroporto	N;NOM;NEUT;SG	N
radu	consello	rada	consello	N;ACC;FEM;SG	N
rada	consello	rád	consello	N;NOM;FEM;SG	N
rada	xunta	rád	xunta	N;NOM;FEM;SG	N
rada	reunión	rád	reunión	N;NOM;FEM;SG	N
rada	bordo	rád	bordo	N;NOM;FEM;SG	N
rada	comida	rád	comida	N;NOM;FEM;SG	N
kňaz	cura	kňaz	curo	N;ANIM;NOM;MASC;SG	N
pojem	termo	pojem	termo	N;INAN;NOM;MASC;SG	N
pojem	prazo	pojem	prazo	N;INAN;NOM;MASC;SG	N
pojem	período	pojem	período	N;INAN;NOM;MASC;SG	N
pojem	concepto	pojem	concepto	N;INAN;NOM;MASC;SG	N
pojem	noción	pojem	noción	N;INAN;NOM;MASC;SG	N
pojem	idea	pojem	idea	N;INAN;NOM;MASC;SG	N
napokon	finalmente	napokon	final	ADV	ADV
napokon	eventualmente	napokon	eventual	ADV	ADV
zvyčajne	normalmente	zvyčajne	normal	ADV	ADV
zvyčajne	habitualmente	zvyčajne	habitual	ADV	ADV
zvyčajne	normalmente	zvyčajne	normal	ADV	ADV
zvyčajne	sempre	zvyčajne	sempre	ADV	ADV
tretí	terceira	tretí	terceiro	ADJ;ANIM;NOM;MASC;SG	ADJ
tretí	terceiro	tretí	terceiro	ADJ;ANIM;NOM;MASC;SG	ADJ
lokality	lugares	lokalita	lugar	N;NOM;FEM;PL	N
zemi	terra	zem	terra	N;DAT;FEM;SG	N
zemi	mundo	zem	mundo	N;DAT;FEM;SG	N
zemi	terreo	zem	terreo	N;DAT;FEM;SG	N
zemi	chan	zem	chan	N;DAT;FEM;SG	N
zemi	terra	zem	terra	N;DAT;FEM;SG	N
rozhodol	decidiron	rozhodnúť	decidir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
rozhodol	decidimos	rozhodnúť	decidir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
rozhodol	decidiu	rozhodnúť	decidir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
rozhodol	decidín	rozhodnúť	decidir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
rozhodol	prohibe	rozhodnúť	prohibir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
historické	históricas	historický	histórico	ADJ;NOM;NEUT;SG	ADJ
historické	histórica	historický	histórico	ADJ;NOM;NEUT;SG	ADJ
historické	históricos	historický	histórico	ADJ;NOM;NEUT;SG	ADJ
historické	histórico	historický	histórico	ADJ;NOM;NEUT;SG	ADJ
historické	histórica	historický	histórico	ADJ;NOM;NEUT;SG	ADJ
hudobník	músico	hudobník	músico	N;ANIM;NOM;MASC;SG	N
hviezd	estrelas	hviezda	estrela	N;GEN;FEM;PL	N
hviezd	das	hviezda	das	N;GEN;FEM;PL	N
slova	palabra	slovo	palabra	N;NOM;NEUT;PL	N
armáda	exército	armáda	exército	N;NOM;FEM;SG	N
armáda	exército	armáda	exército	N;NOM;FEM;SG	N
cisár	emperador	cisár	emperador	N;ANIM;NOM;MASC;SG	N
hradu	castelo	hrad	castelo	N;INAN;GEN;MASC;SG	N
vrchol	cima	vrchol	cima	N;INAN;NOM;MASC;SG	N
vrchol	pico	vrchol	pico	N;INAN;NOM;MASC;SG	N
výsledky	resultados	výsledok	resultado	N;INAN;NOM;MASC;PL	N
výsledky	resultados	výsledok	resultado	N;INAN;NOM;MASC;PL	N
takisto	tamén	takisto	tamén	ADV	ADV
všeobecne	normalmente	všeobecne	normal	ADV	ADV
konečné	derradeira	konečný	derradeiro	ADJ;NOM;NEUT;SG	ADJ
konečné	último	konečný	último	ADJ;NOM;NEUT;SG	ADJ
