एक	一	एक	一	NUM	NUM
बिंदु	ポイント	बिंदु	ポイント	N;NOM;MASC;SG;3	N
स्टेडियम	スタジアム	स्टेडियम	スタジアム	N;NOM;MASC;SG;3	N
रिलीज़	リリース	रिलीज़	リリース	N;NOM;MASC;SG;3	N
रिलीज़	リリース	रिलीज़	リリース	N;NOM;MASC;SG;3	N
शांति	ピース	शान्ति	ピース	N;NOM;FEM;SG;3	N
वितरण	デリバリー	वितरण	デリバリー	N;NOM;MASC;SG;3	N
वितरण	配当	वितरण	配当	N;NOM;MASC;SG;3	N
आय	収入	आय	収入	N;NOM;FEM;SG;3	N
आय	歳入	आय	歳入	N;NOM;FEM;SG;3	N
आय	収入	आय	収入	N;NOM;FEM;SG;3	N
आय	所得	आय	所得	N;NOM;FEM;SG;3	N
रन	ジョギング	रन	ジョギング	N;NOM;MASC;SG;3	N
फाइनल	最終	फाइनल	最終	N;NOM;MASC;SG;3	N
फाइनल	決勝	फाइनल	決勝	N;NOM;MASC;SG;3	N
टेलीविजन	テレビ	टेलीविजन	テレビ	N;NOM;MASC;SG;3	N
दैनिक	デイリー	दैनिक	デイリー	N;NOM;MASC;SG;3	N
न्याय	正義	न्याय	正義	N;NOM;MASC;SG;3	N
फूल	お	फूल	お	N;NOM;MASC;SG;3	N
फूल	フラワー	फूल	フラワー	N;NOM;MASC;SG;3	N
कल्पना	イマジネーション	कल्पना	イマジネーション	N;NOM;FEM;SG;3	N
कल्पना	想像	कल्पना	想像	N;NOM;FEM;SG;3	N
प्राप्ति	シーク	प्राप्ति	シーク	N;NOM;FEM;SG;3	N
प्रसार	拡散	प्रसार	拡散	N;NOM;MASC;SG;3	N
प्रसार	スプレッド	प्रसार	スプレッド	N;NOM;MASC;SG;3	N
दिल	心臓	दिल	心臓	N;NOM;MASC;SG;3	N
दिल	ハート	दिल	ハート	N;NOM;MASC;SG;3	N
गाने	ソング	गाना	ソング	N;NOM;MASC;PL;3	N
सुंदर	美しい	सुन्दर	美しい	ADJ	ADJ
सुंदर	可愛い	सुन्दर	可愛い	ADJ	ADJ
हाउस	ハウス	हाउस	ハウス	N;NOM;MASC;SG;3	N
इच्छा	欲望	इच्छा	欲望	N;NOM;FEM;SG;3	N
भार	重量	भार	重量	N;NOM;MASC;SG;3	N
भार	体重	भार	体重	N;NOM;MASC;SG;3	N
खंड	セクション	खंड	セクション	N;NOM;MASC;SG;3	N
खंड	ブロック	खंड	ブロック	N;NOM;MASC;SG;3	N
मिश्रण	ミックス	मिश्रण	ミックス	N;NOM;MASC;SG;3	N
मिश्रण	混合物	मिश्रण	混合物	N;NOM;MASC;SG;3	N
मिश्रण	ブレンド	मिश्रण	ブレンド	N;NOM;MASC;SG;3	N
पहुंच	アクセス	पहुंच	アクセス	V;ACT	V
स्मारक	モニュメント	स्मारक	モニュメント	N;NOM;MASC;SG;3	N
स्मारक	記念碑	स्मारक	記念碑	N;NOM;MASC;SG;3	N
स्मारक	モニュメント	स्मारक	モニュメント	N;NOM;MASC;SG;3	N
स्मारक	記念碑	स्मारक	記念碑	N;NOM;MASC;SG;3	N
प्यार	ラブ	प्यार	ラブ	N;NOM;MASC;SG;3	N
आन्दोलन	ムーブメント	आन्दोलन	ムーブメント	N;NOM;MASC;SG;3	N
आन्दोलन	楽章	आन्दोलन	楽章	N;NOM;MASC;SG;3	N
आत्मा	精神	आत्मा	精神	N;NOM;FEM;SG;3	N
आत्मा	スピリット	आत्मा	スピリット	N;NOM;FEM;SG;3	N
पक्षी	鳥類	पक्षी	鳥類	N;NOM;MASC;SG;3	N
पक्षी	バード	पक्षी	バード	N;NOM;MASC;SG;3	N
निवासी	住民	निवासी	住民	N;NOM;MASC;SG;3	N
निवासी	住民	निवासी	住民	N;NOM;MASC;SG;3	N
निवासी	住民	निवासी	住民	N;NOM;MASC;SG;3	N
जलवायु	気候	जलवायु	気候	N;NOM;FEM;SG;3	N
धारावाहिक	シリアル	धारावाहिक	シリアル	N;NOM;MASC;SG;3	N
धारावाहिक	エピソード	धारावाहिक	エピソード	N;NOM;MASC;SG;3	N
तारे	スター	तारा	スター	N;NOM;MASC;SG;3	N
तारे	恒星	तारा	恒星	N;NOM;MASC;SG;3	N
संत	聖徒	संत	聖徒	N;NOM;MASC;SG;3	N
संत	聖人	संत	聖人	N;NOM;MASC;SG;3	N
ऊंचाई	身長	ऊंचाई	身長	N;NOM;FEM;SG;3	N
उपग्रह	衛星	उपग्रह	衛星	N;NOM;MASC;SG;3	N
संस्कार	葬式	संस्कार	葬式	N;NOM;MASC;SG;3	N
संस्कार	葬儀	संस्कार	葬儀	N;NOM;MASC;SG;3	N
संस्कार	祭事	संस्कार	祭事	N;NOM;MASC;SG;3	N
अर्थव्यवस्था	経済	अर्थव्यवस्था	経済	N;NOM;FEM;SG;3	N
बीमारी	病気	बीमारी	病気	N;NOM;FEM;SG;3	N
बीमारी	疾患	बीमारी	疾患	N;NOM;FEM;SG;3	N
बीमारी	病気	बीमारी	病気	N;NOM;FEM;SG;3	N
बीमारी	疾病	बीमारी	疾病	N;NOM;FEM;SG;3	N
बीमारी	病気	बीमारी	病気	N;NOM;FEM;SG;3	N
परिसर	構内	परिसर	構内	N;NOM;MASC;SG;3	N
परिसर	敷地	परिसर	敷地	N;NOM;MASC;SG;3	N
परिसर	コンプレックス	परिसर	コンプレックス	N;NOM;MASC;SG;3	N
परिसर	錯体	परिसर	錯体	N;NOM;MASC;SG;3	N
अनिवार्य	強制	अनिवार्य	強制		
द्वार	ゲート	द्वार	ゲート	N;NOM;MASC;SG;3	N
द्वार	ドア	द्वार	ドア	N;NOM;MASC;SG;3	N
द्वार	ドア	द्वार	ドア	N;NOM;MASC;SG;3	N
मुख्यतः	主に	मुख्यतः	主に	ADV	ADV
कम्पनी	会社	कम्पनी	会社	N;NOM;FEM;SG;3	N
लकड़ी	木造	लकडी	木造	N;NOM;FEM;SG;3	N
लकड़ी	木製	लकडी	木製	N;NOM;FEM;SG;3	N
लकड़ी	木材	लकडी	木材	N;NOM;FEM;SG;3	N
लकड़ी	木製	लकडी	木製	N;NOM;FEM;SG;3	N
लकड़ी	ウッド	लकडी	ウッド	N;NOM;FEM;SG;3	N
गोल	ランド	गोल	ランド	N;NOM;MASC;SG;3	N
गोल	ゴール	गोल	ゴール	N;NOM;MASC;SG;3	N
गोल	ラウンド	गोल	ラウンド	N;NOM;MASC;SG;3	N
तल	フロア	तल	フロア	N;NOM;MASC;SG;3	N
तल	ボトム	तल	ボトム	N;NOM;MASC;SG;3	N
ऋण	ローン	ऋण	ローン	N;NOM;MASC;SG;3	N
ऋण	債務	ऋण	債務	N;NOM;MASC;SG;3	N
ऋण	ローン	ऋण	ローン	N;NOM;MASC;SG;3	N
नंबर	番号	नंबर	番号	N;NOM;MASC;SG;3	N
नंबर	数値	नंबर	数値	N;NOM;MASC;SG;3	N
नंबर	ナンバー	नंबर	ナンバー	N;NOM;MASC;SG;3	N
त्वचा	スキン	त्वचा	スキン	N;NOM;FEM;SG;3	N
त्वचा	皮膚	त्वचा	皮膚	N;NOM;FEM;SG;3	N
अधिकारियों	当局	अधिकारी	当局	N;ACC;MASC;PL;3	N
अधिकारियों	役員	अधिकारी	役員	N;ACC;MASC;PL;3	N
जटिल	複雑	जटिल	複雑	ADJ	ADJ
जटिल	複雑	जटिल	複雑	ADJ	ADJ
हमला	進撃	हमला	進撃	N;NOM;MASC;SG;3	N
आपूर्ति	サプライ	आपूर्ति	サプライ	N;NOM;FEM;SG;3	N
टिप्पणी	コメント	टिप्पणी	コメント	N;NOM;FEM;SG;3	N
टिप्पणी	注記	टिप्पणी	注記	N;NOM;FEM;SG;3	N
टिप्पणी	メモ	टिप्पणी	メモ	N;NOM;FEM;SG;3	N
टिप्पणी	備考	टिप्पणी	備考	N;NOM;FEM;SG;3	N
टिप्पणी	ノート	टिप्पणी	ノート	N;NOM;FEM;SG;3	N
टिप्पणी	コメント	टिप्पणी	コメント	N;NOM;FEM;SG;3	N
स्मृति	メモリ	स्मृति	メモリ	N;NOM;FEM;SG;3	N
स्मृति	メモリー	स्मृति	メモリー	N;NOM;FEM;SG;3	N
हाइड्रोजन	水素	हाइड्रोजन	水素	N;NOM;MASC;SG;3	N
चयन	セレクション	चयन	セレクション	N;NOM;MASC;SG;3	N
राजनीतिज्ञ	政治家	राजनीतिज्ञ	政治家	N;NOM;MASC;SG;3	N
डीवीडी	dvd	डीवीडी	dvd	N;NOM;MASC;SG;3	N
सभ्यता	文明	सभ्यता	文明	N;NOM;FEM;SG;3	N
मशीन	マシン	मशीन	マシン	N;NOM;FEM;SG;3	N
मशीन	マシーン	मशीन	マシーン	N;NOM;FEM;SG;3	N
मशीन	機械	मशीन	機械	N;NOM;FEM;SG;3	N
विदेश	海外	विदेश	海外	N;NOM;MASC;SG;3	N
विदेश	外国	विदेश	外国	N;NOM;MASC;SG;3	N
दवा	医学	दवा	医学	N;NOM;FEM;SG;3	N
शेयर	株式	शेयर	株式	N;NOM;MASC;SG;3	N
शेयर	シェア	शेयर	シェア	N;NOM;MASC;SG;3	N
गर्म	熱い	गर्म	熱い	ADJ;NOM	ADJ
गर्म	暑い	गर्म	暑い	ADJ;NOM	ADJ
पंथ	信条	पंथ	信条	N;NOM;MASC;SG;3	N
पंथ	教義	पंथ	教義	N;NOM;MASC;SG;3	N
अपेक्षाकृत	比較的	अपेक्षाकृत	比較的	ADV	ADV
पति	主人	पति	主人	N;NOM;MASC;SG;3	N
संधि	条約	संधि	条約	N;NOM;FEM;SG;3	N
वैकल्पिक	交互	वैकल्पिक	交互	ADJ;NOM	ADJ
हार	ネックレス	हार	ネックレス	N;NOM;FEM;SG;3	N
समाधान	解像	समाधान	解像	N;NOM;MASC;SG;3	N
समाधान	ソリューション	समाधान	ソリューション	N;NOM;MASC;SG;3	N
समाधान	溶液	समाधान	溶液	N;NOM;MASC;SG;3	N
समाधान	ソリューション	समाधान	ソリューション	N;NOM;MASC;SG;3	N
जेल	刑務所	जेल	刑務所	N;NOM;FEM;SG;3	N
जेल	監獄	जेल	監獄	N;NOM;FEM;SG;3	N
राजमार्ग	ハイウェイ	राजमार्ग	ハイウェイ	N;NOM;MASC;SG;3	N
राजमार्ग	公道	राजमार्ग	公道	N;NOM;MASC;SG;3	N
पेड़	ツリー	पेड़	ツリー	N;NOM;MASC;SG;3	N
पेड़	樹木	पेड़	樹木	N;NOM;MASC;SG;3	N
कैरियर	経歴	कैरियर	経歴	N;NOM;MASC;SG;3	N
कैरियर	キャリア	कैरियर	キャリア	N;NOM;MASC;SG;3	N
कैरियर	キャリア	कैरियर	キャリア	N;NOM;MASC;SG;3	N
कैरियर	キャリア	कैरियर	キャリア	N;NOM;MASC;SG;3	N
कैरियर	求人	कैरियर	求人	N;NOM;MASC;SG;3	N
इंच	インチ	इंच	インチ	N;NOM;MASC;SG;3	N
इंच	インチ	इंच	インチ	N;NOM;MASC;SG;3	N
निगम	コーポレーション	निगम	コーポレーション	N;NOM;MASC;SG;3	N
आग	火事	आग	火事	N;NOM;FEM;SG;3	N
आग	ファイア	आग	ファイア	N;NOM;FEM;SG;3	N
आग	火災	आग	火災	N;NOM;FEM;SG;3	N
चैम्पियनशिप	チャンピオンシップ	चैम्पियनशिप	チャンピオンシップ	N;NOM;FEM;SG;3	N
चैम्पियनशिप	選手権	चैम्पियनशिप	選手権	N;NOM;FEM;SG;3	N
शराब	アルコール	शराब	アルコール	N;NOM;FEM;SG;3	N
शराब	ワイン	शराब	ワイン	N;NOM;FEM;SG;3	N
पौधे	植物	पौधा	植物	N;NOM;MASC;PL;3	N
पौधे	プラント	पौधा	プラント	N;NOM;MASC;PL;3	N
पौधे	植物	पौधा	植物	N;NOM;MASC;PL;3	N
जमीन	ランド	जमीन	ランド	N;NOM;FEM;SG;3	N
जमीन	土地	जमीन	土地	N;NOM;FEM;SG;3	N
जमीन	地面	जमीन	地面	N;NOM;FEM;SG;3	N
जमीन	グラウンド	जमीन	グラウンド	N;NOM;FEM;SG;3	N
खाने	食べる	खा	食べる	V;MASC;SG;FIN;ACT	V
बाज़ार	マーケット	बाज़ार	マーケット	N;NOM;MASC;SG;3	N
बाज़ार	市場	बाज़ार	市場	N;NOM;MASC;SG;3	N
बाज़ार	マーケット	बाज़ार	マーケット	N;NOM;MASC;SG;3	N
आदमी	男性	आदमी	男性	N;NOM;MASC;SG;3	N
किरदार	文字	किरदार	文字	N;NOM;MASC;SG;3	N
किरदार	キャラクター	किरदार	キャラクター	N;NOM;MASC;SG;3	N
नुकसान	損失	नुकसान	損失	N;NOM;MASC;SG;3	N
नुकसान	損失	नुकसान	損失	N;NOM;MASC;SG;3	N
नुकसान	被害	नुकसान	被害	N;NOM;MASC;SG;3	N
नुकसान	ダメージ	नुकसान	ダメージ	N;NOM;MASC;SG;3	N
नुकसान	損害	नुकसान	損害	N;NOM;MASC;SG;3	N
लाने	取得	ला	取得	V;NFIN;ACT	V
रस	ジュース	रस	ジュース	N;NOM;MASC;SG;3	N
रस	ジュース	रस	ジュース	N;NOM;MASC;SG;3	N
ऑनलाइन	オンライン	ऑनलाइन	オンライン	N;NOM;MASC;SG;3	N
सेट	集合	सेट	集合	N;NOM;MASC;SG;3	N
सेट	セット	सेट	セット	N;NOM;MASC;SG;3	N
सेट	集合	सेट	集合	N;NOM;MASC;SG;3	N
सेट	セット	सेट	セット	N;NOM;MASC;SG;3	N
फोन	電話	फोन	電話	N;NOM;MASC;SG;3	N
व्याकरण	文法	व्याकरण	文法	N;NOM;MASC;SG;3	N
जोड़	加算	जोड़	加算	V;SG;FIN;ACT	V
उड़ान	フライト	उडान	フライト	N;NOM;FEM;SG;3	N
उड़ान	飛行	उडान	飛行	N;NOM;FEM;SG;3	N
एयर	空気	एयर	空気	N;NOM;FEM;SG;3	N
एयर	航空	एयर	航空	N;NOM;FEM;SG;3	N
अध्याय	チャプター	अध्याय	チャプター	N;NOM;MASC;SG;3	N
अध्याय	チャプター	अध्याय	チャプター	N;NOM;MASC;SG;3	N
विमानक्षेत्र	空港	विमानक्षेत्र	空港	N;NOM;MASC;SG;3	N
दान	募金	दान	募金	N;NOM;MASC;SG;3	N
दान	募金	दान	募金	N;NOM;MASC;SG;3	N
दान	募金	दान	募金	N;NOM;MASC;SG;3	N
दान	チャリティー	दान	チャリティー	N;NOM;MASC;SG;3	N
दान	チャリティ	दान	チャリティ	N;NOM;MASC;SG;3	N
विद्रोह	内乱	विद्रोह	内乱	N;NOM;MASC;SG;3	N
विद्रोह	反乱	विद्रोह	反乱	N;NOM;MASC;SG;3	N
विद्रोह	反乱	विद्रोह	反乱	N;NOM;MASC;SG;3	N
विद्रोह	反乱	विद्रोह	反乱	N;NOM;MASC;SG;3	N
कक्षा	教室	कक्षा	教室	N;NOM;FEM;SG;3	N
कक्षा	階級	कक्षा	階級	N;NOM;FEM;SG;3	N
कक्षा	クラス	कक्षा	クラス	N;NOM;FEM;SG;3	N
कक्षा	軌道	कक्षा	軌道	N;NOM;FEM;SG;3	N
स्नातक	独身	स्नातक	独身	N;NOM;MASC;SG;3	N
इंजीनियरिंग	工学	इंजीनियरिंग	工学	N;NOM;FEM;SG;3	N
इंजीनियरिंग	エンジニアリング	इंजीनियरिंग	エンジニアリング	N;NOM;FEM;SG;3	N
मूर्ति	彫像	मूर्ति	彫像	N;NOM;FEM;SG;3	N
मूर्ति	アイドル	मूर्ति	アイドル	N;NOM;FEM;SG;3	N
संस्थापक	創始	संस्थापक	創始	N;NOM;MASC;SG;3	N
संस्थापक	開祖	संस्थापक	開祖	N;NOM;MASC;SG;3	N
इलाज	トリートメント	इलाज	トリートメント	N;NOM;MASC;SG;3	N
इलाज	待遇	इलाज	待遇	N;NOM;MASC;SG;3	N
इलाज	治療	इलाज	治療	N;NOM;MASC;SG;3	N
अवधारणा	概念	अवधारणा	概念	N;NOM;FEM;SG;3	N
अवधारणा	コンセプト	अवधारणा	コンセプト	N;NOM;FEM;SG;3	N
अभ्यास	練習	अभ्यास	練習	N;NOM;MASC;SG;3	N
संसाधन	リソース	संसाधन	リソース	N;NOM;MASC;SG;3	N
संसाधन	資源	संसाधन	資源	N;NOM;MASC;SG;3	N
संसाधन	リソース	संसाधन	リソース	N;NOM;MASC;SG;3	N
संसाधन	資源	संसाधन	資源	N;NOM;MASC;SG;3	N
जीन	遺伝子	जीन	遺伝子	N;NOM;MASC;SG;3	N
मजबूत	強い	मजबूत	強い	ADJ	ADJ
मजबूत	濃い	मजबूत	濃い	ADJ	ADJ
प्रोग्राम	プログラム	प्रोग्राम	プログラム	N;NOM;MASC;SG;3	N
प्रोग्राम	演目	प्रोग्राम	演目	N;NOM;MASC;SG;3	N
प्रोग्राम	プログラム	प्रोग्राम	プログラム	N;NOM;MASC;SG;3	N
पदक	メダル	पदक	メダル	N;NOM;MASC;SG;3	N
व्यंजन	子音	व्यंजन	子音	N;NOM;MASC;SG;3	N
परिस्थितियों	状況	परिस्थिति	状況	N;ACC;FEM;PL;3	N
परिस्थितियों	情勢	परिस्थिति	情勢	N;ACC;FEM;PL;3	N
स्त्री	女性	स्त्री	女性	N;NOM;FEM;SG;3	N
स्त्री	女性	स्त्री	女性	N;NOM;FEM;SG;3	N
चित्रण	ドロー	चित्रण	ドロー	N;NOM;MASC;SG;3	N
चित्रण	イラスト	चित्रण	イラスト	N;NOM;MASC;SG;3	N
यातायात	トラフィック	यातायात	トラフィック	N;NOM;MASC;SG;3	N
यातायात	交通	यातायात	交通	N;NOM;MASC;SG;3	N
यातायात	交通	यातायात	交通	N;NOM;MASC;SG;3	N
समीक्षा	レビュー	समीक्षा	レビュー	N;NOM;FEM;SG;3	N
समीक्षा	レビュー	समीक्षा	レビュー	N;NOM;FEM;SG;3	N
समीक्षा	審査	समीक्षा	審査	N;NOM;FEM;SG;3	N
मोटर	モーター	मोटर	モーター	N;NOM;FEM;SG;3	N
कर्मचारियों	社員	कर्मचारी	社員	N;ACC;MASC;PL;3	N
हमले	進撃	हमला	進撃	N;NOM;MASC;PL;3	N
अक्षर	音節	अक्षर	音節	N;NOM;MASC;SG;3	N
अक्षर	手紙	अक्षर	手紙	N;NOM;MASC;SG;3	N
अक्षर	文字	अक्षर	文字	N;NOM;MASC;SG;3	N
अक्षर	性格	अक्षर	性格	N;NOM;MASC;SG;3	N
अक्षर	キャラクター	अक्षर	キャラクター	N;NOM;MASC;SG;3	N
अक्षर	手紙	अक्षर	手紙	N;NOM;MASC;SG;3	N
अक्षर	レター	अक्षर	レター	N;NOM;MASC;SG;3	N
अक्षर	文字	अक्षर	文字	N;NOM;MASC;SG;3	N
अक्षर	キャラクター	अक्षर	キャラクター	N;NOM;MASC;SG;3	N
कारक	要因	कारक	要因	N;NOM;MASC;SG;3	N
कारक	ファクター	कारक	ファクター	N;NOM;MASC;SG;3	N
कारक	因子	कारक	因子	N;NOM;MASC;SG;3	N
कारक	係数	कारक	係数	N;NOM;MASC;SG;3	N
बीज	種子	बीज	種子	N;NOM;MASC;SG;3	N
बीज	シード	बीज	シード	N;NOM;MASC;SG;3	N
बीज	種子	बीज	種子	N;NOM;MASC;SG;3	N
बीज	シード	बीज	シード	N;NOM;MASC;SG;3	N
यंत्र	デバイス	यंत्र	デバイス	N;NOM;MASC;SG;3	N
यंत्र	機器	यंत्र	機器	N;NOM;MASC;SG;3	N
यंत्र	計器	यंत्र	計器	N;NOM;MASC;SG;3	N
यंत्र	道具	यंत्र	道具	N;NOM;MASC;SG;3	N
यंत्र	楽器	यंत्र	楽器	N;NOM;MASC;SG;3	N
यंत्र	マシン	यंत्र	マシン	N;NOM;MASC;SG;3	N
यंत्र	マシーン	यंत्र	マシーン	N;NOM;MASC;SG;3	N
यंत्र	機械	यंत्र	機械	N;NOM;MASC;SG;3	N
कदम	ステップ	कदम	ステップ	N;NOM;MASC;PL;3	N
कदम	歩数	कदम	歩数	N;NOM;MASC;PL;3	N
कदम	手順	कदम	手順	N;NOM;MASC;PL;3	N
कदम	ステップ	कदम	ステップ	N;NOM;MASC;PL;3	N
साथी	コンパニオン	साथी	コンパニオン	N;NOM;MASC;SG;3	N
साथी	共犯	साथी	共犯	N;NOM;MASC;SG;3	N
साथी	パートナー	साथी	パートナー	N;NOM;MASC;SG;3	N
पुस्तकों	書物	पुस्तक	書物	N;ACC;FEM;PL;3	N
पुस्तकों	帳簿	पुस्तक	帳簿	N;ACC;FEM;PL;3	N
पुस्तकों	書籍	पुस्तक	書籍	N;ACC;FEM;PL;3	N
ऊँचाई	高度	ऊँचाई	高度	N;NOM;FEM;SG;3	N
ऊँचाई	身長	ऊँचाई	身長	N;NOM;FEM;SG;3	N
आकर्षण	アトラクション	आकर्षण	アトラクション	N;NOM;MASC;SG;3	N
आकर्षण	カリスマ	आकर्षण	カリスマ	N;NOM;MASC;SG;3	N
आकर्षण	チャーム	आकर्षण	チャーム	N;NOM;MASC;SG;3	N
आकर्षण	魅力	आकर्षण	魅力	N;NOM;MASC;SG;3	N
आकर्षण	アトラクション	आकर्षण	アトラクション	N;NOM;MASC;SG;3	N
सर्वेक्षण	アンケート	सर्वेक्षण	アンケート	N;NOM;MASC;SG;3	N
सर्वेक्षण	アンケート	सर्वेक्षण	アンケート	N;NOM;MASC;SG;3	N
सर्वेक्षण	測量	सर्वेक्षण	測量	N;NOM;MASC;SG;3	N
हद	リミット	हद	リミット	N;NOM;FEM;SG;3	N
हद	限界	हद	限界	N;NOM;FEM;SG;3	N
स्टूडियो	スタジオ	स्टूडियो	スタジオ	N;NOM;MASC;SG;3	N
रोगियों	患者	रोगी	患者	N;ACC;MASC;PL;3	N
गेंद	ボール	गेंद	ボール	N;NOM;FEM;SG;3	N
पुस्तकालय	図書館	पुस्तकालय	図書館	N;NOM;MASC;SG;3	N
पुस्तकालय	ライブラリ	पुस्तकालय	ライブラリ	N;NOM;MASC;SG;3	N
पुस्तकालय	図書館	पुस्तकालय	図書館	N;NOM;MASC;SG;3	N
पुस्तकालय	ライブラリ	पुस्तकालय	ライブラリ	N;NOM;MASC;SG;3	N
सिनेमा	映画	सिनेमा	映画	N;NOM;MASC;SG;3	N
प्राणी	アニマル	प्राणी	アニマル	N;NOM;MASC;SG;3	N
प्राणी	動物	प्राणी	動物	N;NOM;MASC;SG;3	N
प्राणी	生き物	प्राणी	生き物	N;NOM;MASC;SG;3	N
कर्मचारी	社員	कर्मचारी	社員	N;NOM;MASC;PL;3	N
कर्मचारी	職員	कर्मचारी	職員	N;NOM;MASC;PL;3	N
कर्मचारी	社員	कर्मचारी	社員	N;NOM;MASC;PL;3	N
काले	黒い	काला	黒い	ADJ;NOM;MASC;PL	ADJ
मंच	フォーラム	मंच	フォーラム	N;NOM;MASC;SG;3	N
प्रेरणा	モチベーション	प्रेरणा	モチベーション	N;NOM;FEM;SG;3	N
प्रेरणा	インス	प्रेरणा	インス	N;NOM;FEM;SG;3	N
चलती	引越	चल	引越	V;IPFV;FEM;SG;V.PTCP;ACT	V
चलती	移動	चल	移動	V;IPFV;FEM;SG;V.PTCP;ACT	V
फिल्में	映画	फिल्म	映画	N;NOM;FEM;PL;3	N
यात्री	乗客	यात्री	乗客	N;NOM;MASC;PL;3	N
यात्री	乗客	यात्री	乗客	N;NOM;MASC;PL;3	N
यात्री	旅客	यात्री	旅客	N;NOM;MASC;PL;3	N
यात्री	トラベラー	यात्री	トラベラー	N;NOM;MASC;PL;3	N
विद्वान	博学	विद्वान	博学	N;NOM;MASC;SG;3	N
विद्वान	学者	विद्वान	学者	N;NOM;MASC;SG;3	N
जहाज	船舶	जहाज	船舶	N;NOM;MASC;SG;3	N
जहाज	艦船	जहाज	艦船	N;NOM;MASC;SG;3	N
जहाज	船舶	जहाज	船舶	N;NOM;MASC;SG;3	N
बातचीत	スレッド	बातचीत	スレッド	N;NOM;FEM;SG;3	N
बातचीत	相互	बातचीत	相互	N;NOM;FEM;SG;3	N
नर	男性	नर	男性	N;NOM;MASC;SG;3	N
नर	オス	नर	オス	N;NOM;MASC;SG;3	N
संकट	危機	संकट	危機	N;NOM;MASC;SG;3	N
उपयोगकर्ता	ユーザー	उपयोगकर्ता	ユーザー	N;NOM;MASC;PL;3	N
उपयोगकर्ता	ユーザ	उपयोगकर्ता	ユーザ	N;NOM;MASC;PL;3	N
उपयोगकर्ता	ユーザー	उपयोगकर्ता	ユーザー	N;NOM;MASC;PL;3	N
उपयोगकर्ता	ユーザ	उपयोगकर्ता	ユーザ	N;NOM;MASC;PL;3	N
बिल	ビル	बिल	ビル	N;NOM;MASC;SG;3	N
प्रोटीन	タンパク	प्रोटीन	タンパク	N;NOM;MASC;SG;3	N
प्रोटीन	たんぱく	प्रोटीन	たんぱく	N;NOM;MASC;SG;3	N
हास्य	ユーモア	हास्य	ユーモア	N;NOM;MASC;SG;3	N
हास्य	喜劇	हास्य	喜劇	N;NOM;MASC;SG;3	N
हास्य	コメディ	हास्य	コメディ	N;NOM;MASC;SG;3	N
हास्य	コメディー	हास्य	コメディー	N;NOM;MASC;SG;3	N
हास्य	コメディアン	हास्य	コメディアン	N;NOM;MASC;SG;3	N
ग्राहक	顧客	ग्राहक	顧客	N;NOM;MASC;PL;3	N
ग्राहक	クライアント	ग्राहक	クライアント	N;NOM;MASC;PL;3	N
खाते	アカウント	खाता	アカウント	N;NOM;MASC;SG;3	N
तरल	流体	तरल	流体	N;NOM;MASC;SG;3	N
तरल	液体	तरल	液体	N;NOM;MASC;SG;3	N
दौरे	ツアー	दौरा	ツアー	N;NOM;MASC;SG;3	N
निदेशक	監督	निदेशक	監督	N;NOM;MASC;SG;3	N
निदेशक	取締役	निदेशक	取締役	N;NOM;MASC;SG;3	N
सामान	荷物	सामान	荷物	N;NOM;MASC;SG;3	N
किला	キャッスル	किला	キャッスル	N;NOM;MASC;SG;3	N
किला	要塞	किला	要塞	N;NOM;MASC;SG;3	N
किला	要塞	किला	要塞	N;NOM;MASC;SG;3	N
शुल्क	手数	शुल्क	手数	N;NOM;MASC;SG;3	N
शुल्क	料金	शुल्क	料金	N;NOM;MASC;SG;3	N
शुल्क	手数	शुल्क	手数	N;NOM;MASC;SG;3	N
माह	ヶ月	माह	ヶ月	N;NOM;MASC;SG;3	N
माह	月間	माह	月間	N;NOM;MASC;SG;3	N
आहार	ダイエット	आहार	ダイエット	N;NOM;MASC;SG;3	N
आहार	献立	आहार	献立	N;NOM;MASC;SG;3	N
आहार	国会	आहार	国会	N;NOM;MASC;SG;3	N
गिरजाघर	教会堂	गिरजाघर	教会堂	N;NOM;MASC;SG;3	N
गिरजाघर	教会	गिरजाघर	教会	N;NOM;MASC;SG;3	N
पीढ़ी	世代	पीढी	世代	N;NOM;FEM;SG;3	N
गृह	自宅	गृह	自宅	N;NOM;MASC;SG;3	N
गृह	ホーム	गृह	ホーム	N;NOM;MASC;SG;3	N
छवि	画像	छवि	画像	N;NOM;FEM;SG;3	N
छवि	イメージ	छवि	イメージ	N;NOM;FEM;SG;3	N
छवि	画像	छवि	画像	N;NOM;FEM;SG;3	N
छवि	イメージ	छवि	イメージ	N;NOM;FEM;SG;3	N
कलाकारों	芸術家	कलाकार	芸術家	N;ACC;MASC;PL;3	N
कलाकारों	アーティスト	कलाकार	アーティスト	N;ACC;MASC;PL;3	N
यूनिवर्सिटी	大学	यूनिवर्सिटी	大学	N;NOM;FEM;SG;3	N
तीर्थ	巡礼	तीर्थ	巡礼	N;NOM;MASC;SG;3	N
द्रव	流体	द्रव	流体	N;NOM;MASC;SG;3	N
द्रव	液体	द्रव	液体	N;NOM;MASC;SG;3	N
अनुरोध	リクエスト	अनुरोध	リクエスト	N;NOM;MASC;SG;3	N
अनुरोध	リクエスト	अनुरोध	リクエスト	N;NOM;MASC;SG;3	N
विपणन	マーケティング	विपणन	マーケティング	N;NOM;MASC;SG;3	N
