daha	mais	daha	mais	ADV	ADV
görüntü	image	görüntü	image	N;NOM;SG;3	N;MASC;SG
görüntü	imagem	görüntü	imagem	N;NOM;SG;3	N;FEM;SG
şablonu	modelo	şablo	modelo	N;ACC;SG;3	N;MASC;SG
başardı	sucedeu	baş	suceder	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
yugoslavya	jugoslávia	yugoslavya	jugoslávia	N;NOM;SG;3	N;FEM;SG
yugoslavya	iugoslávia	yugoslavya	iugoslávia	N;NOM;SG;3	N;FEM;SG
açıkladı	explicado	açıkla	explicar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
açıkladı	explicada	açıkla	explicar	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
açıkladı	explicou	açıkla	explicar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
açıkladı	revelado	açıkla	revelar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
kaynakları	fontes	kaynak	fonte	N;ACC;PL;3	N;FEM;PL
kaynakları	recursos	kaynak	recurso	N;ACC;PL;3	N;MASC;PL
bilimler	ciências	bilim	ciência	N;NOM;PL;3	N;FEM;PL
hep	sempre	hep	sempre	ADV	ADV
konser	concerto	konser	concerto	N;NOM;SG;3	N;MASC;SG
konser	concert	konser	concert	N;NOM;SG;3	N;MASC;SG
yayımlandı	publicou	yayımla	publicar	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;SG;3;PST;FIN
yayımlandı	publicada	yayımla	publicar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;V.PTCP
yayımlandı	publicado	yayımla	publicar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;V.PTCP
işbirliği	colaboração	işbirliği	colaboração	N;NOM;SG;3	N;FEM;SG
işbirliği	cooperativa	işbirliği	cooperativa	N;NOM;SG;3	N;FEM;SG
işbirliği	cooperação	işbirliği	cooperação	N;NOM;SG;3	N;FEM;SG
istatistikleri	estatísticas	ista	estatística	N;NOM;PL;3	N;FEM;PL
istatistikleri	estatísticas	ista	estatística	N;NOM;PL;3	N;FEM;PL
istatistikleri	estatísticas	ista	estatística	N;NOM;PL;3	N;FEM;PL
komedi	comédia	komedi	comédia	N;NOM;SG;3	N;FEM;SG
anlamı	significado	anlam	significado	N;ACC;SG;3	N;MASC;SG
yazılan	escrito	yaz	escrever	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
yazılan	escritas	yaz	escrever	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
yazılan	escritos	yaz	escrever	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
oyuncular	jogadores	oyuncu	jogador	N;NOM;PL;3	N;MASC;PL
oyuncular	actores	oyuncu	actor	N;NOM;PL;3	N;MASC;PL
oyuncular	atores	oyuncu	ator	N;NOM;PL;3	N;MASC;PL
oyuncular	artistas	oyuncu	artista	N;NOM;PL;3	N;MASC;PL
kullanıcılar	utilizadores	kullanıcı	utilizador	N;NOM;PL;3	N;MASC;PL
kullanıcılar	usuários	kullanıcı	usuário	N;NOM;PL;3	N;MASC;PL
olaylar	incidentes	olay	incidente	N;NOM;PL;3	N;MASC;PL
olaylar	eventos	olay	evento	N;NOM;PL;3	N;MASC;PL
olaylar	acontecimentos	olay	acontecimento	N;NOM;PL;3	N;MASC;PL
cevap	resposta	cevap	resposta	N;NOM;SG;3	N;FEM;SG
cevap	resposta	cevap	resposta	N;NOM;SG;3	N;FEM;SG
cevap	resposta	cevap	resposta	N;NOM;SG;3	N;FEM;SG
dilleri	linguas	dil	lingua	N;NOM;PL;3	N;FEM;PL
dilleri	idiomas	dil	idiomo	N;NOM;PL;3	N;MASC;PL
dilleri	línguas	dil	língua	N;NOM;PL;3	N;FEM;PL
aksine	diferentemente	aksine	diferentemente	ADV	ADV
kayıp	ausente	kayıp	ausente	ADJ	ADJ;MASC;SG
görüş	opinião	görüş	opinião	N;NOM;SG;3	N;FEM;SG
görüş	feedback	görüş	feedback	N;NOM;SG;3	N;MASC;SG
görüş	visibilidade	görüş	visibilidade	N;NOM;SG;3	N;FEM;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;MASC;SG
milletler	nações	millet	nação	N;NOM;PL;3	N;FEM;PL
sağladı	fornecida	sağla	fornecer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
sağladı	fornecido	sağla	fornecer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
sağladı	forneceu	sağla	fornecer	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
sağladı	assegurada	sağla	assegurar	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
evlilik	matrimônio	evlilik	matrimônio	N;NOM;SG;3	N;MASC;SG
evlilik	matrimónio	evlilik	matrimónio	N;NOM;SG;3	N;MASC;SG
evlilik	casamento	evlilik	casamento	N;NOM;SG;3	N;MASC;SG
evlilik	matrimônio	evlilik	matrimônio	N;NOM;SG;3	N;MASC;SG
evlilik	boda	evlilik	boda	N;NOM;SG;3	N;FEM;SG
evlilik	casamento	evlilik	casamento	N;NOM;SG;3	N;MASC;SG
evlilik	wedding	evlilik	wedding	N;NOM;SG;3	N;MASC;SG
imparatorluk	empire	imparatorluk	empire	N;NOM;SG;3	N;MASC;SG
imparatorluk	império	imparatorluk	império	N;NOM;SG;3	N;MASC;SG
imparatorluk	imperial	imparatorluk	imperial	N;NOM;SG;3	N;MASC;SG
altyazı	legenda	altyazı	legenda	N;NOM;SG;3	N;FEM;SG
katıldığı	frequentou	kat	frequentar	V;PFV;IND;POS;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
katıldığı	compareceu	kat	comparecer	V;PFV;IND;POS;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
katıldığı	compareceram	kat	comparecer	V;PFV;IND;POS;PST;V.PTCP;PASS	V;IND;PL;3;FIN
hanedanı	dinastia	hanedan	dinastia	N;INS;SG;3	N;FEM;SG
gelişmiş	evoluiu	geliş	evoluir	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
gelişmiş	evoluído	geliş	evoluir	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
gelişmiş	evoluíram	geliş	evoluir	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;PL;3;FIN
gelişmiş	desenvolvido	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
gelişmiş	desenvolvidas	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;PL;V.PTCP
gelişmiş	desenvolvidos	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
gelişmiş	desenvolvida	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
gelişmiş	desenvolveu	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
gelişmiş	melhorada	geliş	melhorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
gelişmiş	melhorado	geliş	melhorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
gelişmiş	melhorou	geliş	melhorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
gelişmiş	reforçada	geliş	reforçar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
gelişmiş	melhorados	geliş	melhorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
gelişmiş	melhorada	geliş	melhorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
gelişmiş	melhorado	geliş	melhorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
gelişmiş	avançados	geliş	avançar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
gelişmiş	avançado	geliş	avançar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
gelişmiş	avançada	geliş	avançar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
gelişmiş	avançadas	geliş	avançar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;PL;V.PTCP
bunları	essas	bu	esse	PRO;ACC;PL;3	PRO;FEM;PL
bunları	estas	bu	este	PRO;ACC;PL;3	PRO;FEM;PL
açtı	aberta	aç	abrir	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
açtı	aberto	aç	abrir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
açtı	abriu	aç	abrir	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
dijital	digital	dijital	digital	N;NOM;SG;3	N;MASC;SG
onlar	eles	o	eles	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
onlar	eles	o	eles	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
onlar	elas	o	ele	PRO;NOM;PL;3	PRO;NOM;FEM;PL;3
modeli	model	model	model	N;NOM;SG;3	N;MASC;SG
modeli	modelo	model	modelo	N;NOM;SG;3	N;MASC;SG
gösterdi	mostrou	göster	mostrar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
official	funcionário	official	funcionário	N;NOM;SG;3	N;MASC;SG
official	official	official	official	N;NOM;SG;3	N;MASC;SG
şarkılar	músicas	şarkı	música	N;NOM;PL;3	N;FEM;PL
şarkılar	canções	şarkı	canção	N;NOM;PL;3	N;FEM;PL
üyeler	sócios	üye	sócio	N;NOM;PL;3	N;MASC;PL
üyeler	membros	üye	membro	N;NOM;PL;3	N;MASC;PL
aracı	ferramenta	araç	ferramenta	N;ACC;SG;3	N;FEM;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N;MASC;SG
billboard	cartaz	billboard	cartaz	N;NOM;SG;3	N;MASC;SG
katılıyorum	concordar	kat	concordar	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;NFIN
katılıyorum	concordo	kat	concordo	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;IND;SG;1;PRS;FIN
çoğunluğu	maioria	çoğunluk	maioria	N;ACC;SG;3	N;FEM;SG
zamanlar	vezes	zaman	vez	N;NOM;PL;3	N;MASC;PL
zamanlar	tempos	zaman	tempo	N;NOM;PL;3	N;MASC;PL
zamanlar	times	zaman	time	N;NOM;PL;3	N;MASC;PL
akademi	academy	akadem	academy	N;NOM;SG;3	N;MASC;SG
akademi	academia	akadem	academia	N;NOM;SG;3	N;FEM;SG
akademi	academia	akadem	academia	N;NOM;SG;3	N;FEM;SG
uzunluk	comprimento	uzunluk	comprimento	N;NOM;SG;3	N;MASC;SG
barcelona	barcelona	barcelon	barcelona	N;NOM;SG;3	N;FEM;SG
tedavi	terapêutica	tedavi	terapêutica	N;NOM;SG;3	N;FEM;SG
tedavi	cure	tedavi	curar	N;NOM;SG;3	N;FEM;SG
tedavi	cura	tedavi	cura	N;NOM;SG;3	N;FEM;SG
tedavi	terapêutica	tedavi	terapêutica	N;NOM;SG;3	N;FEM;SG
tedavi	terapia	tedavi	terapia	N;NOM;SG;3	N;FEM;SG
tedavi	tratamento	tedavi	tratamento	N;NOM;SG;3	N;MASC;SG
karmaşık	complexas	karmaşık	complexo	ADJ	ADJ;FEM;PL
karmaşık	complexo	karmaşık	complexo	ADJ	ADJ;MASC;SG
karmaşık	complexos	karmaşık	complexo	ADJ	ADJ;MASC;PL
karmaşık	complexa	karmaşık	complexo	ADJ	ADJ;FEM;SG
yaşlı	velho	yaşlı	velho	ADJ	ADJ;MASC;SG
yaşlı	antigo	yaşlı	antigo	ADJ	ADJ;MASC;SG
yaşlı	velha	yaşlı	velho	ADJ	ADJ;FEM;SG
yaşlı	idosas	yaşlı	idosa	ADJ	ADJ;FEM;PL
alanları	campos	alan	campo	N;ACC;PL;3	N;MASC;PL
alanları	áreas	alan	área	N;ACC;PL;3	N;FEM;PL
oluşturulan	gerados	oluş	gerar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
oluşturulan	gerado	oluş	gerar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
oluşturulan	gerada	oluş	gerar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
oluşturulan	geradas	oluş	gerar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
oluşturulan	criadas	oluş	criar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
oluşturulan	criada	oluş	criar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
oluşturulan	criado	oluş	criar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
oluşturulan	criados	oluş	criar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
karakteri	carácter	karakteri	carácter	N;ESS;SG;3	N;MASC;SG
karakteri	caractere	karakteri	caractere	N;ESS;SG;3	N;MASC;SG
karakteri	personagem	karakteri	personagem	N;ESS;SG;3	N;MASC;SG
karakteri	caracter	karakteri	caracter	N;ESS;SG;3	N;MASC;SG
karakteri	caráter	karakteri	caráter	N;ESS;SG;3	N;MASC;SG
süresi	duração	süre	duração	N;NOM;SG;3	N;FEM;SG
maça	spade	maça	spade	N;DAT;SG;3	N;MASC;SG
çıkmış	saiu	çık	sair	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
devletler	estados	devlet	estado	N;NOM;PL;3	N;MASC;PL
tour	tour	tour	tour	N;NOM;SG;3	N;MASC;SG
açıldı	aberta	aç	abrir	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;V.PTCP
açıldı	aberto	aç	abrir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;V.PTCP
açıldı	abriu	aç	abrir	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;SG;3;PST;FIN
yerleri	locais	yer	local	N;ACC;PL;3	N;MASC;PL
yerleri	lugares	yer	lugar	N;ACC;PL;3	N;MASC;PL
yerleri	sítios	yer	sítio	N;ACC;PL;3	N;MASC;PL
yerleri	localizações	yer	localização	N;ACC;PL;3	N;FEM;PL
yerleri	localidades	yer	localidade	N;ACC;PL;3	N;FEM;PL
yerleri	locais	yer	local	N;ACC;PL;3	N;MASC;PL
derecesi	licenciatura	derece	licenciatura	N;NOM;SG;3	N;FEM;SG
derecesi	grau	derece	grau	N;NOM;SG;3	N;MASC;SG
sabah	manhã	sabah	manhã	N;NOM;SG;3	N;FEM;SG
sabah	morning	sabah	morning	N;NOM;SG;3	N;MASC;SG
gruplar	bandas	grup	banda	N;NOM;PL;3	N;FEM;PL
gruplar	grupos	grup	grupo	N;NOM;PL;3	N;MASC;PL
filmler	filmes	film	filme	N;NOM;PL;3	N;MASC;PL
filmler	películas	film	película	N;NOM;PL;3	N;FEM;PL
filmler	filmes	film	filme	N;NOM;PL;3	N;MASC;PL
bölümleri	capítulos	bölüm	capítulo	N;ACC;PL;3	N;MASC;PL
bölümleri	episódios	bölüm	episódio	N;ACC;PL;3	N;MASC;PL
bölümleri	secções	bölüm	secção	N;ACC;PL;3	N;FEM;PL
bölümleri	seções	bölüm	seção	N;ACC;PL;3	N;FEM;PL
sistemleri	sistemas	sistem	sistema	N;ACC;PL;3	N;MASC;PL
hareketler	movimentos	hareket	movimento	N;NOM;PL;3	N;MASC;PL
hareketler	acções	hareket	acção	N;NOM;PL;3	N;FEM;PL
hareketler	ações	hareket	ação	N;NOM;PL;3	N;FEM;PL
hareketler	atividades	hareket	atividade	N;NOM;PL;3	N;FEM;PL
hareketler	movimentos	hareket	movimento	N;NOM;PL;3	N;MASC;PL
hareketler	jogadas	hareket	jogada	N;NOM;PL;3	N;FEM;PL
hareketler	movimentos	hareket	movimento	N;NOM;PL;3	N;MASC;PL
komitesi	comitê	komite	comitê	N;NOM;SG;3	N;MASC;SG
komitesi	comite	komite	comite	N;NOM;SG;3	N;MASC;SG
komitesi	comissão	komite	comissão	N;NOM;SG;3	N;FEM;SG
komitesi	comité	komite	comité	N;NOM;SG;3	N;MASC;SG
edebiyatı	literatura	edebiyat	literatura	N;ACC;SG;3	N;FEM;SG
odası	câmara	oda	câmara	N;NOM;SG;3	N;FEM;SG
filmleri	filmes	film	filme	N;ACC;PL;3	N;MASC;PL
filmleri	películas	film	película	N;ACC;PL;3	N;FEM;PL
ödüller	recompensas	ödül	recompensa	N;NOM;PL;3	N;FEM;PL
ödüller	prémios	ödül	prémio	N;NOM;PL;3	N;MASC;PL
ödüller	prêmios	ödül	prêmio	N;NOM;PL;3	N;MASC;PL
ödüller	prémios	ödül	prémio	N;NOM;PL;3	N;MASC;PL
ödüller	prêmios	ödül	prêmio	N;NOM;PL;3	N;MASC;PL
servisi	serviço	servi	serviço	N;NOM;SG;3	N;MASC;SG
birimi	criptomoeda	birim	criptomoeda	N;ACC;SG;3	N;MASC;SG
sıcaklık	temperatura	sıcaklık	temperatura	N;NOM;SG;3	N;FEM;SG
sıcaklık	heat	sıcaklık	heat	N;NOM;SG;3	N;MASC;SG
sıcaklık	calor	sıcaklık	calor	N;NOM;SG;3	N;MASC;SG
sıcaklık	cordialidade	sıcaklık	cordialidade	N;NOM;SG;3	N;FEM;SG
sıcaklık	calor	sıcaklık	calor	N;NOM;SG;3	N;MASC;SG
ürünleri	produtos	ürün	produto	N;ACC;PL;3	N;MASC;PL
aracılığıyla	via	aracılık	via	N;INS;SG;3	N;FEM;SG
aracılığıyla	through	aracılık	through	N;INS;SG;3	N;MASC;SG
konuk	hóspede	konuk	hóspede	N;NOM;SG;3	N;MASC;SG
konuk	guest	konuk	guest	N;NOM;SG;3	N;MASC;SG
ulaştı	atingido	ulaş	atingir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
ulaştı	alcançada	ulaş	alcançar	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
ulaştı	alcançado	ulaş	alcançar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
ulaştı	alcançou	ulaş	alcançar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
toprakları	terras	toprak	terra	N;ACC;PL;3	N;FEM;PL
toprakları	solos	toprak	solo	N;ACC;PL;3	N;MASC;PL
getirdi	trouxe	getir	trazer	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
getirdi	trazido	getir	trazer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
yazılım	software	yazılım	software	N;NOM;SG;3	N;MASC;SG
tanınan	reconhecido	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
tanınan	reconhecidas	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
tanınan	reconhecidos	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
tanınan	reconhecida	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
tanınan	reconhecido	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
tanınan	reconhecidas	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
tanınan	reconhecidos	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
tanınan	reconhecida	tanı	reconhecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
karısı	mulher	karı	mulher	N;NOM;SG;3	N;FEM;SG
karısı	esposa	karı	esposo	N;NOM;SG;3	N;FEM;SG
sanatlar	artes	sanat	arte	N;NOM;PL;3	N;FEM;PL
matematik	matemática	matematik	matemática	N;NOM;SG;3	N;FEM;SG
matematik	matemática	matematik	matemática	N;NOM;SG;3	N;FEM;SG
matematik	matemática	matematik	matemática	N;NOM;SG;3	N;FEM;SG
salonu	hall	salon	hall	N;ACC;SG;3	N;MASC;SG
salonu	salão	salon	salão	N;ACC;SG;3	N;MASC;SG
seçilen	escolhido	seç	escolher	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
seçilen	escolhida	seç	escolher	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
seçilen	escolhidos	seç	escolher	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
seçilen	seleccionado	seç	seleccionar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
seçilen	selecionadas	seç	selecionar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
seçilen	selecionado	seç	selecionar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
seçilen	selecionada	seç	selecionado	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
seçilen	selecionados	seç	selecionar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
evlendi	casou	evlen	casar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
yaşadı	viveu	yaşa	viver	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
yaşadı	vivido	yaşa	viver	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
takımlar	ternos	takım	terno	N;NOM;PL;3	N;MASC;PL
takımlar	fatos	takım	fato	N;NOM;PL;3	N;MASC;PL
takımlar	equipas	takım	equipa	N;NOM;PL;3	N;FEM;PL
takımlar	equipes	takım	equipe	N;NOM;PL;3	N;FEM;PL
takımlar	times	takım	time	N;NOM;PL;3	N;MASC;PL
kuantum	quantum	kuantum	quantum	N;NOM;SG;3	N;MASC;SG
kuantum	quântico	kuantum	quântico	N;NOM;SG;3	N;MASC;SG
kuantum	quântica	kuantum	quântico	N;NOM;SG;3	N;FEM;SG
teorisi	teoria	teori	teoria	N;NOM;SG;3	N;FEM;SG
harita	mapa	harit	mapa	N;NOM;SG;3	N;MASC;SG
harita	mapa	harit	mapa	N;NOM;SG;3	N;MASC;SG
değişiklikler	modificações	değişiklik	modificação	N;NOM;PL;3	N;FEM;PL
değişiklikler	mudanças	değişiklik	mudança	N;NOM;PL;3	N;FEM;PL
değişiklikler	alterações	değişiklik	alteração	N;NOM;PL;3	N;FEM;PL
değişiklikler	modificações	değişiklik	modificação	N;NOM;PL;3	N;FEM;PL
türkler	turcos	türk	turco	N;NOM;PL;3	N;MASC;PL
türkler	turcas	türk	turco	N;NOM;PL;3	N;FEM;PL
uzunluğu	comprimento	uzunluk	comprimento	N;ACC;SG;3	N;MASC;SG
çekilen	filmado	çek	filmar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
çekilen	filmada	çek	filmar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
çekilen	filmados	çek	filmar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
işler	trabalhos	iş	trabalho	N;NOM;PL;3	N;MASC;PL
işler	empregos	iş	emprego	N;NOM;PL;3	N;MASC;PL
ayrılmıştır	reservada	ayrıl	reservar	V;PFV;NFH;SG;3;POS;PST	V;FEM;SG;V.PTCP
ayrılmıştır	reservado	ayrıl	reservar	V;PFV;NFH;SG;3;POS;PST	V;MASC;SG;V.PTCP
şeyler	coisas	şey	coisa	N;NOM;PL;3	N;FEM;PL
otomobil	automóvel	otomobil	automóvel	N;NOM;SG;3	N;MASC;SG
otomobil	carro	otomobil	carro	N;NOM;SG;3	N;MASC;SG
otomobil	automóvel	otomobil	automóvel	N;NOM;SG;3	N;MASC;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;MASC;SG
kutusu	box	kutu	box	N;NOM;SG;3	N;MASC;SG
kutusu	caixa	kutu	caixa	N;NOM;SG;3	N;FEM;SG
sahipliği	apropriação	sahiplik	apropriação	N;NOM;SG;3	N;FEM;SG
sahipliği	propriedade	sahiplik	propriedade	N;NOM;SG;3	N;FEM;SG
sahipliği	posse	sahiplik	posse	N;NOM;SG;3	N;FEM;SG
sayfada	pagina	sayfa	pagina	N;ESS;SG;3	N;FEM;SG
sayfada	página	sayfa	página	N;ESS;SG;3	N;FEM;SG
sayfada	page	sayfa	pagar	N;ESS;SG;3	N;MASC;SG
istiyorum	quero	iste	querer	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;SG;1;PRS;FIN
kullanıldı	utilizada	kullan	utilizar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;V.PTCP
kullanıldı	usada	kullan	usar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;V.PTCP
kullanıldı	usado	kullan	usar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;V.PTCP
kullanıldı	utilizado	kullan	utilizar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;V.PTCP
kullanıldı	resgatada	kullan	resgatar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;V.PTCP
kullanıldı	resgatado	kullan	resgatar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;V.PTCP
blue	blue	blue	blue	N;NOM;SG;3	N;MASC;SG
blue	azul	blue	azul	N;NOM;SG;3	N;MASC;SG
ilişkileri	relações	ilişki	relação	N;ACC;PL;3	N;FEM;PL
ilişkileri	relacionamentos	ilişki	relacionamento	N;ACC;PL;3	N;MASC;PL
ilişkileri	relações	ilişki	relação	N;ACC;PL;3	N;FEM;PL
oylama	votar	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
oylama	votando	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
oylama	votar	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çekti	puxado	çek	puxado	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
çekti	puxou	çek	puxar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
çekti	puxada	çek	puxado	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
sekreteri	secretária	sekreter	secretária	N;ACC;SG;3	N;FEM;SG
sekreteri	secretário	sekreter	secretário	N;ACC;SG;3	N;MASC;SG
düştü	caiu	düş	cair	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
düştü	caíu	düş	caíu	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
düştü	caído	düş	cair	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
düştü	caída	düş	caída	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;V.PTCP
desteği	apoio	destek	apoio	N;NOM;SG;3	N;MASC;SG
desteği	suporte	destek	suporte	N;NOM;SG;3	N;MASC;SG
yüksekliği	altura	yükseklik	altura	N;ACC;SG;3	N;FEM;SG
arnavutluk	albanês	arnavutluk	albanês	N;NOM;SG;3	N;MASC;SG
arnavutluk	albânia	arnavutluk	albânia	N;NOM;SG;3	N;FEM;SG
arnavutluk	albanesa	arnavutluk	albanês	N;NOM;SG;3	N;FEM;SG
arnavutluk	albânia	arnavutluk	albânia	N;NOM;SG;3	N;FEM;SG
