cortinas	gardiner	cortina	gardin	N	N;INDF;MASC+FEM;PL
potente	kraftfuld	potente	kraftfuld	ADJ	ADJ;INDF;MASC+FEM;SG
potente	magtfuld	potente	magtfuld	ADJ	ADJ;INDF;MASC+FEM;SG
potente	magtfulde	potente	magtfulde	ADJ	ADJ;PL
lexítimo	retmæssige	lexítimo	retmæssig	ADJ	ADJ;PL
lexítimo	retmæssig	lexítimo	retmæssig	ADJ	ADJ;INDF;MASC+FEM;SG
perigosa	farlig	perigosa	farlig	ADJ	ADJ;INDF;MASC+FEM;SG
perigosa	farligt	perigosa	farlig	ADJ	ADJ;INDF;NEUT;SG
perigosa	farlige	perigosa	farlig	ADJ	ADJ;PL
categoría	kategori	categoría	kategori	N	N;INDF;MASC+FEM;SG
representante	proxy	representante	proxy	N	N;INDF;MASC+FEM;SG
representante	repræsentant	representante	repræsentant	N	N;INDF;MASC+FEM;SG
levárono	tog	levárono	tage	V	V;IND;PST;FIN;ACT
xogamos	spillet	xogar	spille	V	V;INDF;SG;PST;V.PTCP
xogamos	afspillet	xogar	afspil	V	V;INDF;SG;PST;V.PTCP
xogamos	spillede	xogar	spille	V	V;IND;PST;FIN;ACT
xogamos	spille	xogar	spille	V	V;NFIN;ACT
feitas	lavet	facer	lave	V	V;INDF;SG;PST;V.PTCP
feitas	foretaget	facer	foretage	V	V;INDF;SG;PST;V.PTCP
renunciar	giver	renunciar	give	V	V;IND;PRS;FIN;ACT
logro	præstation	logro	præstation	N	N;INDF;MASC+FEM;SG
logro	bedrift	logro	bedrift	N	N;INDF;MASC+FEM;SG
estranxeira	udenlandsk	estranxeiro	udenlandsk	ADJ	ADJ;INDF;SG
estranxeira	fremmed	estranxeiro	fremmed	ADJ	ADJ;INDF;MASC+FEM;SG
favorita	favorit	favoritar	favorit	N	N;INDF;MASC+FEM;SG
seguranza	entreprenør	seguranza	entreprenør	N	N;INDF;MASC+FEM;SG
subtítulos	undertekster	subtítulo	undertekster	N	N;INDF;MASC+FEM;PL
ciclo	cyklus	ciclo	cyklus	N	N;INDF;MASC+FEM;SG
viaxa	rejs	viaxa	rejs	V	V;IMP
néboa	tågen	néboa	tå	N	N;DEF;MASC+FEM;SG
néboa	tåge	néboa	tåge	N	N;INDF;MASC+FEM;SG
ducia	dusin	ducia	dusin	N	N;INDF;NEUT;SG
localización	lokalisering	localización	lokalisering	N	N;INDF;MASC+FEM;SG
localización	beliggenhed	localización	beliggenhed	N	N;INDF;MASC+FEM;SG
localización	sted	localización	sted	N	N;INDF;NEUT;SG
localización	placering	localización	placering	N	N;INDF;MASC+FEM;SG
localización	lokation	localización	lokation	N	N;INDF;MASC+FEM;SG
levado	indtaget	levar	indtage	V	V;INDF;SG;PST;V.PTCP
levado	udtaget	levar	udtage	V	V;INDF;SG;PST;V.PTCP
levado	taget	levar	tage	V	V;INDF;SG;PST;V.PTCP
cidadás	borgere	cidadán	borger	N	N;INDF;MASC+FEM;PL
cidadás	borgerne	cidadán	borger	N	N;DEF;MASC+FEM;PL
cidadás	statsborgere	cidadán	statsborgere	N	N;INDF;MASC+FEM;PL
satisfacer	opfylde	satisfacer	opfylde	V	V;NFIN;ACT
satisfacer	tilfredsstille	satisfacer	tilfredsstille	V	V;NFIN;ACT
esperan	håber	esperar	håbe	V	V;IND;PRS;FIN;ACT
esperan	venter	esperar	vente	V	V;IND;PRS;FIN;ACT
esperan	afventer	esperar	afvente	V	V;IND;PRS;FIN;ACT
esperan	vente	esperar	vente	V	V;NFIN;ACT
lémbrome	husk	lémbrome	husk	V	V;IMP
brincar	spøger	brincar	spøge	V	V;IND;PRS;FIN;ACT
lote	masse	lote	masse	N	N;INDF;MASC+FEM;SG
lote	lodtrækning	lote	lodtrækning	N	N;INDF;MASC+FEM;SG
metais	metaller	metal	metal	N	N;INDF;NEUT;PL
metais	metal	metal	metal	N	N;INDF;MASC+FEM;SG
lixeiro	let	lixeiro	let	ADJ	ADJ;INDF;SG
acumulación	akkumulering	acumulación	akkumulering	N	N;INDF;MASC+FEM;SG
acumulación	akkumulation	acumulación	akkumulation	N	N;INDF;MASC+FEM;SG
acumulación	ophobning	acumulación	ophobning	N	N;INDF;MASC+FEM;SG
manchester	manchester	manchester	manchester	N	N;INDF;MASC+FEM;PL
raíces	rødder	raíz	rod	N	N;INDF;MASC+FEM;PL
raíces	rødderne	raíz	rod	N	N;DEF;MASC+FEM;PL
evidentemente	tydeligvis	evidente	tydeligvis	ADV	ADV
condena	tid	condena	tid	N	N;INDF;MASC+FEM;SG
condena	tidspunkt	condena	tidspunkt	N	N;INDF;NEUT;SG
condena	gang	condena	gang	N	N;INDF;MASC+FEM;SG
condena	klokkeslæt	condena	klokkeslæt	N	N;INDF;NEUT;SG
condena	tiden	condena	tid	N	N;DEF;MASC+FEM;SG
defunto	død	defunto	død	N	N;INDF;MASC+FEM;SG
fuga	lemmer	fugar	lem	N	N;INDF;NEUT;PL
fuga	lem	fugar	lem	N	N;INDF;NEUT;SG
fantasma	vogn	fantasma	vogn	N	N;INDF;MASC+FEM;SG
fantasma	befordring	fantasma	befordring	N	N;INDF;MASC+FEM;SG
fantasma	transport	fantasma	transport	N	N;INDF;MASC+FEM;SG
fantasma	spøgelset	fantasma	spøgelse	N	N;DEF;NEUT;SG
fantasma	spøgelse	fantasma	spøgelse	N	N;INDF;NEUT;SG
escapou	flygtet	escapar	flygte	V	V;INDF;SG;PST;V.PTCP
escapou	undsluppet	escapar	undsluppe	V	V;INDF;SG;PST;V.PTCP
escapou	flygtede	escapar	flygte	V	V;IND;PST;FIN;ACT
tumbas	gravene	tumba	grav	N	N;DEF;NEUT;PL
cooperativas	kooperativ	cooperativa	kooperativ	N	N;INDF;MASC+FEM;SG
cooperativas	andelsselskab	cooperativa	andelsselskab	N	N;INDF;NEUT;SG
cooperativas	andelsselskaber	cooperativa	andelsselskab	N	N;INDF;NEUT;PL
cooperativas	kooperativer	cooperativa	kooperativ	N	N;INDF;MASC+FEM;PL
colgar	hænge	colgar	hænge	V	V;NFIN;ACT
colgar	hæng	colgar	hæng	V	V;IMP
internado	hospital	internado	hospital	N	N;INDF;NEUT;SG
internado	sygehus	internado	sygehus	N	N;INDF;NEUT;SG
internado	sygehuset	internado	sygehus	N	N;DEF;NEUT;SG
internado	hospitalet	internado	hospital	N	N;DEF;NEUT;SG
pensado	tænkt	pensar	tænke	V	V;INDF;SG;PST;V.PTCP
pensado	tænkte	pensar	tænke	V	V;IND;PST;FIN;ACT
pensado	troede	pensar	tro	V	V;IND;PST;FIN;ACT
sabas	plader	saber	plade	N	N;INDF;MASC+FEM;PL
sabas	lagner	saber	lagne	N	N;INDF;NEUT;PL
sabas	ark	saber	ark	N	N;INDF;NEUT;SG
sabas	sengetøj	saber	sengetøj	N	N;INDF;NEUT;SG
sermón	prædiken	sermón	prædik	N	N;INDF;MASC+FEM;SG
barriga	maven	barriga	mave	N	N;DEF;MASC+FEM;SG
barriga	mave	barriga	mave	N	N;INDF;MASC+FEM;SG
gustaríalle	ville	gustaríalle	ville	V	V;IND;PST;FIN;ACT
parado	stand	parado	stand	N	N;INDF;MASC+FEM;SG
esperas	ventetid	espera	ventetid	N	N;INDF;MASC+FEM;SG
escravo	slave	escravo	slave	N	N;INDF;MASC+FEM;SG
socorro	hjælp	socorro	hjælp	N	N;INDF;MASC+FEM;SG
mandou	afsendt	mandar	afsende	V	V;INDF;SG;PST;V.PTCP
mandou	sendes	mandar	sende	V	V;IND;PRS;FIN;PASS
mandou	sendte	mandar	sende	V	V;IND;PST;FIN;ACT
mandou	sendt	mandar	sende	V	V;INDF;SG;PST;V.PTCP
seda	silke	sedo	silke	N	N;INDF;MASC+FEM;SG
secreta	hemmelighed	secreta	hemmelighed	N	N;INDF;MASC+FEM;SG
ombreiro	skulder	ombreiro	skulder	N	N;INDF;MASC+FEM;SG
ombreiro	skulderen	ombreiro	skulder	N	N;DEF;MASC+FEM;SG
ombreiro	bov	ombreiro	bov	N	N;INDF;MASC+FEM;SG
dispararon	skød	disparar	skød	V	V;IND;PST;FIN;ACT
dispararon	skudt	disparar	skyde	V	V;INDF;SG;PST;V.PTCP
potencia	effekt	potencia	effekt	N	N;INDF;MASC+FEM;SG
potencia	kraft	potencia	kraft	N	N;INDF;MASC+FEM;SG
potencia	strøm	potencia	strøm	N	N;INDF;MASC+FEM;SG
potencia	power	potencia	powe	N	N;INDF;MASC+FEM;SG
potencia	magt	potencia	magt	N	N;INDF;MASC+FEM;SG
prometo	lover	prometo	love	V	V;IND;PRS;FIN;ACT
planos	planerne	plano	plan	N	N;DEF;MASC+FEM;PL
planos	planer	plano	plan	N	N;INDF;MASC+FEM;PL
polis	politiet	polis	politi	N	N;DEF;NEUT;SG
polis	betjente	polis	betjent	N	N;INDF;MASC+FEM;PL
seguirá	vil	seguir	ville	V	V;IND;PRS;FIN;ACT
vervos	se	vervo	se	V	V;NFIN;ACT
ataques	attentater	ataque	attentat	N	N;INDF;NEUT;PL
ataques	angriber	ataque	angriber	N	N;INDF;MASC+FEM;SG
ataques	angreb	ataque	angreb	N	N;INDF;NEUT;SG
celosa	misundelig	celosar	misundelig	ADJ	ADJ;INDF;MASC+FEM;SG
celosa	jaloux	celosar	jaloux	ADJ	ADJ
cometer	forpligte	cometer	forplige	V	V;NFIN;ACT
cometer	begå	cometer	begå	V	V;NFIN;ACT
escoitaches	hører	escoitaches	høre	V	V;IND;PRS;FIN;ACT
escoitaches	hørt	escoitaches	høre	V	V;INDF;SG;PST;V.PTCP
escoitaches	høre	escoitaches	høre	V	V;NFIN;ACT
escoitaches	hørte	escoitaches	høre	V	V;IND;PST;FIN;ACT
escoitaches	hørt	escoitaches	høre	V	V;INDF;SG;PST;V.PTCP
vendas	salget	venda	salg	N	N;DEF;NEUT;SG
vendas	salg	venda	salg	N	N;INDF;NEUT;SG
permíteme	kan	permíteme	kunne	V	V;IND;PRS;FIN;ACT
pague	betaler	pague	betale	V	V;IND;PRS;FIN;ACT
pague	betale	pague	betale	V	V;NFIN;ACT
levarte	tage	levarte	tage	V	V;NFIN;ACT
levarte	tag	levarte	tage	V	V;IMP
sacaches	få	sacaches	få	V	V;NFIN;ACT
sacaches	gjorde	sacaches	gøre	V	V;IND;PST;FIN;ACT
xudea	front	xudea	front	N	N;INDF;MASC+FEM;SG
rezo	bed	rezo	bide	N	N;INDF;NEUT;SG
refíreste	middelværdi	refíreste	middelværdi	N	N;INDF;MASC+FEM;SG
soñando	drømte	soñar	drømme	V	V;IND;PST;FIN;ACT
soñando	drømmer	soñar	drømme	V	V;IND;PRS;FIN;ACT
adoro	elsker	adoro	elske	V	V;IND;PRS;FIN;ACT
xastre	skrædder	xastre	skrædder	N	N;INDF;MASC+FEM;SG
xastre	skræddere	xastre	skrædder	N	N;INDF;MASC+FEM;PL
enxergar	forstår	enxergar	forstå	V	V;IND;PRS;FIN;ACT
enxergar	forstå	enxergar	forstå	V	V;NFIN;ACT
enxergar	forstået	enxergar	forstå	V	V;INDF;SG;PST;V.PTCP
tetas	bryster	teta	bryst	N	N;INDF;MASC+FEM;PL
tetas	patter	teta	patter	N	N;INDF;MASC+FEM;PL
boulevard	boulevard	boulevard	boulevard	N	N;INDF;MASC+FEM;SG
autoestrada	motorvej	autoestrada	motorvej	N	N;INDF;MASC+FEM;SG
autoestrada	motorvejen	autoestrada	motorvej	N	N;DEF;MASC+FEM;SG
crucifixión	korsfæstelse	crucifixión	korsfæstelse	N	N;INDF;MASC+FEM;SG
serventa	hushjælp	serventar	hushjælp	N	N;INDF;MASC+FEM;SG
serventa	stuepigen	serventar	stuepig	N	N;DEF;MASC+FEM;SG
serventa	mø	serventar	møtte	N	N;INDF;MASC+FEM;SG
serventa	stuepige	serventar	stuepige	N	N;INDF;MASC+FEM;SG
serventa	tjenestepige	serventar	tjenestepig	N	N;INDF;MASC+FEM;SG
melinda	melinda	melinda	melinda	N	N;INDF;MASC+FEM;SG
budde	budde	budde	budde	N	N;INDF;MASC+FEM;SG
refuxiados	flygtning	refuxiado	flygtning	N	N;INDF;MASC+FEM;SG
refuxiados	flygtninge	refuxiado	flygtning	N	N;INDF;MASC+FEM;PL
refuxiados	flygtningene	refuxiado	flygtning	N	N;DEF;MASC+FEM;PL
viñan	kom	vir	komme	V	V;IND;PST;FIN;ACT
viñan	kom	vir	komme	V	V;IND;PST;FIN;ACT
levei	tog	levar	tage	V	V;IND;PST;FIN;ACT
cambian	ændr	cambiar	ændr	V	V;IMP
honestidade	ærlighed	honestidade	ærlighed	N	N;INDF;MASC+FEM;SG
mestra	læreren	mestra	lærer	N	N;DEF;MASC+FEM;SG
mestra	mesterværk	mestra	mesterværk	N	N;INDF;NEUT;SG
occidental	vestlig	occidental	vestlig	ADJ	ADJ;INDF;MASC+FEM;SG
occidental	vestligt	occidental	vestligt	ADJ	ADJ;INDF;NEUT;SG
occidental	vestlige	occidental	vestlig	ADJ	ADJ;PL
representar	repræsenterer	representar	repræsentere	V	V;IND;PRS;FIN;ACT
representar	repræsentere	representar	repræsentere	V	V;NFIN;ACT
actuación	effektivitet	actuación	effektivitet	N	N;INDF;MASC+FEM;SG
actuación	ydelse	actuación	ydelse	N	N;INDF;MASC+FEM;SG
actuación	ydeevne	actuación	yde	N	N;INDF;MASC+FEM;SG
actuación	præstation	actuación	præstation	N	N;INDF;MASC+FEM;SG
impresionante	imponerende	impresionante	imponerende	ADJ	ADJ
encaixa	passer	encaixa	passe	V	V;IND;PRS;FIN;ACT
tomaba	tog	tomar	tage	V	V;IND;PST;FIN;ACT
fantasía	fantasi	fantasía	fantasi	N	N;INDF;MASC+FEM;SG
fantasía	fantasier	fantasía	fantasi	N	N;INDF;MASC+FEM;PL
vicepresidente	næstformand	vicepresidente	næstformand	N	N;INDF;MASC+FEM;SG
vicepresidente	vice	vicepresidente	vice	N	N;INDF;MASC+FEM;SG
vicepresidente	præsidenten	vicepresidente	præsident	N	N;DEF;MASC+FEM;SG
vicepresidente	formand	vicepresidente	formand	N	N;INDF;MASC+FEM;SG
vicepresidente	præsident	vicepresidente	præsident	N	N;INDF;MASC+FEM;SG
fase	etape	fase	etape	N	N;INDF;MASC+FEM;SG
fase	stadie	fase	stadie	N	N;INDF;NEUT;SG
fase	scenen	fase	scene	N	N;DEF;MASC+FEM;SG
fase	stage	fase	stage	N	N;INDF;MASC+FEM;SG
fase	fase	fase	fase	N	N;INDF;MASC+FEM;SG
fase	fasen	fase	fasen	N	N;DEF;MASC+FEM;SG
fase	fase	fase	fase	N	N;INDF;MASC+FEM;SG
veredes	se	verede	se	V	V;NFIN;ACT
extraordinario	ekstraordinært	extraordinario	ekstraordinært	ADJ	ADJ;INDF;NEUT;SG
extraordinario	ekstraordinær	extraordinario	ekstraordinær	ADJ	ADJ;INDF;MASC+FEM;SG
pagas	løn	paga	løn	N	N;INDF;MASC+FEM;SG
pagas	pay	paga	pay	N	N;INDF;MASC+FEM;SG
preguntoume	spurgte	preguntoume	spørge	V	V;IND;PST;FIN;ACT
preguntoume	spurgt	preguntoume	spørge	V	V;INDF;SG;PST;V.PTCP
impedir	bevar	impedir	bevare	V	V;IMP
congreso	kongres	congreso	kongre	N	N;INDF;MASC+FEM;SG
congreso	kongressen	congreso	kongres	N	N;DEF;MASC+FEM;SG
recibiron	modtages	recibir	modtage	V	V;NFIN;PASS
recibiron	modtagne	recibir	modtagne	V	V;PL;PST;V.PTCP
recibiron	modtog	recibir	modtage	V	V;IND;PST;FIN;ACT
recibiron	modtaget	recibir	modtage	V	V;INDF;SG;PST;V.PTCP
collen	tage	coller	tage	V	V;NFIN;ACT
collen	tag	coller	tage	V	V;IMP
béisbol	baseball	béisbol	baseball	N	N;INDF;MASC+FEM;SG
electrónico	elektroniske	electrónico	elektronisk	ADJ	ADJ;PL
reto	challenge	reto	challenge	N	N;INDF;MASC+FEM;SG
reto	udfordring	reto	udfordring	N	N;INDF;MASC+FEM;SG
reto	udfordringen	reto	udfordring	N	N;DEF;MASC+FEM;SG
postura	holdning	postura	holdning	N	N;INDF;MASC+FEM;SG
postura	position	postura	position	N	N;INDF;MASC+FEM;SG
postura	stilling	postura	stilling	N	N;INDF;MASC+FEM;SG
postura	holdning	postura	holdning	N	N;INDF;MASC+FEM;SG
interacción	vekselvirkning	interacción	vekselvirkning	N	N;INDF;MASC+FEM;SG
interacción	interaktion	interacción	interaktion	N	N;INDF;MASC+FEM;SG
interacción	samspil	interacción	samspil	N	N;INDF;NEUT;SG
impotencia	afmagt	impotencia	afmagt	N	N;INDF;MASC+FEM;SG
impotencia	magtesløshed	impotencia	magtesløshed	N	N;INDF;MASC+FEM;SG
relacionado	relaterede	relacionar	relatere	V	V;PL;PST;V.PTCP
relacionado	relateret	relacionar	relatere	V	V;INDF;SG;PST;V.PTCP
relacionado	beslægtet	relacionar	beslægte	V	V;INDF;SG;PST;V.PTCP
despedida	farvel	despedir	farvel	N	N;INDF;NEUT;SG
convencer	overbevise	convencer	overbevise	V	V;NFIN;ACT
convencer	overbeviser	convencer	overbevise	V	V;IND;PRS;FIN;ACT
ego	ego	ego	ego	N	N;INDF;NEUT;SG
prioridades	prioritering	prioridade	prioritering	N	N;INDF;MASC+FEM;SG
prioridades	prioriteringer	prioridade	prioritering	N	N;INDF;MASC+FEM;PL
prioridades	prioriteter	prioridade	prioritet	N	N;INDF;MASC+FEM;PL
experto	eksperten	experto	ekspert	N	N;DEF;MASC+FEM;SG
experto	ekspert	experto	ekspert	N	N;INDF;MASC+FEM;SG
referencia	henvisning	referencia	henvisning	N	N;INDF;MASC+FEM;SG
referencia	reference	referencia	reference	N	N;INDF;MASC+FEM;SG
tiveses	havde	ter	have	V	V;IND;PST;FIN;ACT
tiveses	haft	ter	have	V	V;INDF;SG;PST;V.PTCP
necesitaba	påkrævet	necesitar	påkræve	V	V;INDF;SG;PST;V.PTCP
gafas	brillerne	gafo	briller	N	N;DEF;MASC+FEM;PL
gafas	briller	gafo	brille	N	N;INDF;MASC+FEM;PL
secreto	hemmelighed	secreto	hemmelighed	N	N;INDF;MASC+FEM;SG
pavos	kalkuner	pavo	kalkune	N	N;INDF;MASC+FEM;PL
verdadeiros	ægte	verdadeiro	ægte	ADJ	ADJ
verdadeiros	sandt	verdadeiro	sinde	ADJ	ADJ;INDF;NEUT;SG
similares	tilsvarende	similar	tilsvarende	ADJ	ADJ
desafío	challenge	desafío	challenge	N	N;INDF;MASC+FEM;SG
desafío	udfordring	desafío	udfordring	N	N;INDF;MASC+FEM;SG
desafío	udfordringen	desafío	udfordring	N	N;DEF;MASC+FEM;SG
desafío	defiance	desafío	defiance	N	N;INDF;MASC+FEM;SG
capturar	fange	capturar	fange	V	V;NFIN;ACT
profundidade	dybde	profundidade	dybde	N	N;INDF;MASC+FEM;SG
profundidade	dybden	profundidade	dybden	N	N;DEF;MASC+FEM;SG
capas	lag	capa	lag	N	N;INDF;NEUT;SG
capas	guld	capa	guld	N	N;INDF;NEUT;SG
utiliza	anvend	utilizar	anvende	V	V;IMP
virán	kom	virán	komme	V	V;IND;PST;FIN;ACT
operar	operere	operar	operere	V	V;NFIN;ACT
orientais	østlig	oriental	østlig	ADJ	ADJ;INDF;MASC+FEM;SG
orientais	østlige	oriental	østlig	ADJ	ADJ;PL
maquinaria	maskineri	maquinaria	maskineri	N	N;INDF;NEUT;SG
maquinaria	maskiner	maquinaria	maskine	N	N;INDF;MASC+FEM;PL
maquinaria	maskinen	maquinaria	maskine	N	N;DEF;MASC+FEM;SG
maquinaria	maskin	maquinaria	maskin	N	N;INDF;MASC+FEM;SG
maquinaria	maskine	maquinaria	maskine	N	N;INDF;MASC+FEM;SG
renda	leje	renda	leje	N	N;INDF;MASC+FEM;SG
renda	husleje	renda	husleje	N	N;INDF;MASC+FEM;SG
renda	indkomster	renda	indkomst	N	N;INDF;MASC+FEM;PL
renda	indtægt	renda	indtægt	N	N;INDF;MASC+FEM;SG
renda	indtægter	renda	indtægte	N	N;INDF;MASC+FEM;PL
renda	indkomst	renda	indkomst	N	N;INDF;MASC+FEM;SG
admitir	indrømme	admitir	indrømme	V	V;NFIN;ACT
admitir	ønsker	admitir	ønske	V	V;IND;PRS;FIN;ACT
admitir	vil	admitir	ville	V	V;IND;PRS;FIN;ACT
inxección	injektion	inxección	injektion	N	N;INDF;MASC+FEM;SG
inxección	indsprøjtning	inxección	indsprøjtning	N	N;INDF;MASC+FEM;SG
inxección	injektionsvæske	inxección	injektionsvæsk	N	N;INDF;MASC+FEM;SG
instrumento	instrument	instrumento	instrument	N	N;INDF;NEUT;SG
instrumento	instrumentet	instrumento	instrument	N	N;DEF;NEUT;SG
diaños	helvede	diaño	helvede	N	N;INDF;NEUT;SG
micrófono	mikrofonen	micrófono	mikrofon	N	N;DEF;MASC+FEM;SG
micrófono	mikrofon	micrófono	mikrofon	N	N;INDF;MASC+FEM;SG
cheguen	få	chegar	få	V	V;NFIN;ACT
cheguen	kom	chegar	komme	V	V;IND;PST;FIN;ACT
placas	plader	placa	plade	N	N;INDF;MASC+FEM;PL
placas	tallerkener	placa	tallerken	N	N;INDF;MASC+FEM;PL
placas	tallerkner	placa	tallerkner	N	N;INDF;MASC+FEM;PL
habitacións	lokaler	habitación	lokale	N	N;INDF;NEUT;PL
habitacións	værelser	habitación	værelse	N	N;INDF;MASC+FEM;PL
habitacións	rum	habitación	rum	N	N;INDF;NEUT;SG
actuais	aktuel	actual	aktuel	ADJ	ADJ;INDF;MASC+FEM;SG
actuais	aktuelt	actual	aktuel	ADJ	ADJ;INDF;NEUT;SG
actuais	løbende	actual	løbende	ADJ	ADJ
actuais	nuværende	actual	nuværende	ADJ	ADJ
construíu	bygget	construír	bygge	V	V;INDF;SG;PST;V.PTCP
construíu	byggede	construír	bygge	V	V;IND;PST;FIN;ACT
construíu	opbygget	construír	opbygge	V	V;INDF;SG;PST;V.PTCP
construíu	indbygget	construír	indbygge	V	V;INDF;SG;PST;V.PTCP
contrasinal	password	contrasinal	password	N	N;INDF;NEUT;SG
contrasinal	adgangskode	contrasinal	adgangskode	N	N;INDF;MASC+FEM;SG
contrasinal	kodeord	contrasinal	kodeord	N	N;INDF;NEUT;SG
dispositivos	enheder	dispositivo	enhed	N	N;INDF;MASC+FEM;PL
dispositivos	indretninger	dispositivo	indretning	N	N;INDF;MASC+FEM;PL
dispositivos	anordninger	dispositivo	anordning	N	N;INDF;MASC+FEM;PL
particularmente	særligt	particular	særligt	ADV	ADV
particularmente	specielt	particular	specielt	ADV	ADV
particularmente	især	particular	især	ADV	ADV
entrevistas	interview	entrevista	interview	N	N;INDF;NEUT;SG
entrevistas	samtaler	entrevista	samtale	N	N;INDF;MASC+FEM;PL
entrevistas	interviews	entrevista	interviews	N	N;INDF;NEUT;PL
entrevistas	afhøringer	entrevista	afhøring	N	N;INDF;MASC+FEM;PL
lendo	læser	lendo	læse	V	V;IND;PRS;FIN;ACT
lendo	læse	lendo	læse	V	V;NFIN;ACT
queixa	klagen	queixa	klag	N	N;DEF;MASC+FEM;SG
queixa	klage	queixa	klag	N	N;INDF;MASC+FEM;SG
verdades	sandheder	verdade	sandhed	N	N;INDF;MASC+FEM;PL
tomen	tage	tomar	tage	V	V;NFIN;ACT
tomen	tag	tomar	tage	V	V;IMP
manifestación	demonstration	manifestación	demonstration	N	N;INDF;MASC+FEM;SG
manifestación	påvisning	manifestación	påvisning	N	N;INDF;MASC+FEM;SG
ética	etik	ética	etik	N	N;INDF;MASC+FEM;SG
cruzando	krydser	cruzar	krydse	V	V;IND;PRS;FIN;ACT
cruzando	krydse	cruzar	krydse	V	V;NFIN;ACT
opresión	undertrykkelsen	opresión	undertrykkelse	N	N;DEF;MASC+FEM;SG
opresión	undertrykkelse	opresión	undertrykkelse	N	N;INDF;MASC+FEM;SG
argumento	argumentet	argumento	argument	N	N;DEF;NEUT;SG
argumento	argumentation	argumento	argumentation	N	N;INDF;MASC+FEM;SG
argumento	argument	argumento	argument	N	N;INDF;NEUT;SG
asilo	sygepleje	asilo	sygepleje	N	N;INDF;MASC+FEM;SG
asilo	startside	asilo	startside	N	N;INDF;MASC+FEM;SG
autor	forfatteren	autor	forfatter	N	N;DEF;MASC+FEM;SG
autor	forfatter	autor	forfatter	N	N;INDF;MASC+FEM;SG
autor	forslagsstiller	autor	forslagsstiller	N	N;INDF;MASC+FEM;SG
autor	ophavsmand	autor	ophavsmand	N	N;INDF;MASC+FEM;SG
ducha	bruser	ducha	brus	N	N;INDF;MASC+FEM;PL
ducha	brusebad	ducha	brusebad	N	N;INDF;NEUT;SG
amabilidade	venlighed	amabilidade	venlighed	N	N;INDF;MASC+FEM;SG
propiedades	egenskab	propiedade	egenskab	N	N;INDF;MASC+FEM;SG
propiedades	ejendom	propiedade	ejendom	N	N;INDF;MASC+FEM;SG
propiedades	ejendomsret	propiedade	ejendomsr	N	N;INDF;MASC+FEM;SG
propiedades	egenskaber	propiedade	egenskab	N	N;INDF;MASC+FEM;PL
propiedades	ejendomme	propiedade	ejendom	N	N;INDF;MASC+FEM;PL
gañadores	vindere	gañador	vinder	N	N;INDF;MASC+FEM;PL
gañadores	vinderne	gañador	vinde	N	N;DEF;MASC+FEM;PL
use	anvend	use	anvende	V	V;IMP
buracos	huller	buraco	huller	N	N;INDF;MASC+FEM;PL
ensaio	prøveperiode	ensaio	prøveperiode	N	N;INDF;MASC+FEM;SG
ensaio	retssag	ensaio	retssag	N	N;INDF;MASC+FEM;SG
mercados	markedet	mercado	marked	N	N;DEF;NEUT;SG
mercados	marked	mercado	marked	N	N;INDF;NEUT;SG
mercados	markederne	mercado	marked	N	N;DEF;NEUT;PL
mercados	markeder	mercado	marked	N	N;INDF;NEUT;PL
pares	stop	par	stop	N	N;INDF;NEUT;SG
dentista	tandlægen	dentista	tandlæg	N	N;DEF;MASC+FEM;SG
dentista	tandlæge	dentista	tandlæge	N	N;INDF;MASC+FEM;SG
obtivo	fik	obter	få	V	V;IND;PST;FIN;ACT
obtivo	har	obter	have	V	V;IND;PRS;FIN;ACT
comín	åd	comín	åd	V	V;IND;PST;FIN;ACT
comín	spiste	comín	spise	V	V;IND;PST;FIN;ACT
comín	spist	comín	spise	V	V;INDF;SG;PST;V.PTCP
farían	ville	facer	ville	V	V;IND;PST;FIN;ACT
farían	har	facer	have	V	V;IND;PRS;FIN;ACT
farían	have	facer	have	V	V;NFIN;ACT
xerais	generel	xeral	generel	ADJ	ADJ;INDF;MASC+FEM;SG
xerais	generelle	xeral	generel	ADJ	ADJ;PL
xerais	almindelig	xeral	almindelig	ADJ	ADJ;INDF;MASC+FEM;SG
meniño	baby	meniño	baby	N	N;INDF;MASC+FEM;SG
meniño	skat	meniño	skat	N	N;INDF;MASC+FEM;SG
meniño	dreng	meniño	dreng	N	N;INDF;MASC+FEM;SG
meniño	knægt	meniño	knægt	N	N;INDF;MASC+FEM;SG
debiamos	skulle	debiar	skulle	V	V;IND;PST;FIN;ACT
debiamos	skal	debiar	skulle	V	V;IND;PRS;FIN;ACT
debiamos	burde	debiar	burde	V	V;IND;PST;FIN;ACT
debiamos	havde	debiar	have	V	V;IND;PST;FIN;ACT
debiamos	haft	debiar	have	V	V;INDF;SG;PST;V.PTCP
teredes	har	ter	have	V	V;IND;PRS;FIN;ACT
teredes	have	ter	have	V	V;NFIN;ACT
nazis	nazisterne	nazis	nazist	N	N;DEF;MASC+FEM;PL
nazis	nazister	nazis	nazist	N	N;INDF;MASC+FEM;PL
nazis	nazist	nazis	nazist	N	N;INDF;MASC+FEM;SG
cazadores	jægerne	cazador	jæge	N	N;DEF;MASC+FEM;PL
cazadores	jægere	cazador	jæger	N	N;INDF;MASC+FEM;PL
cazadores	jagten	cazador	jagt	N	N;DEF;MASC+FEM;SG
