پربت	gebirge	پربت	gebirge	N;NOM;MASC;SG;3	N
پگڑی	individuum	پگڑی	individuum	N;NOM;FEM;SG;3	N;SG
پگڑی	individuum	پگڑی	individuum	N;NOM;FEM;SG;3	N;SG
پِگلنا	schmelzen	پِگلنا	schmelzen	V;SG;NFIN;ACT	V;NFIN
پگوڈا	pagode	پگوڈا	pagode		
پگھارنا	spülen	پگھار	spülen	V;SG;NFIN;ACT	V;NFIN
پگھارنا	waschen	پگھار	waschen	V;SG;NFIN;ACT	V;NFIN
پِگھلانا	schmelzen	پِگھلانا	schmelzen	V;MASC;SG;NFIN;ACT	V;NFIN
پلٹا	rächen	پلٹا	rächen	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
پلٹانا	abwehren	پلٹانا	abwehren	V;MASC;SG;NFIN;ACT	V;NFIN
پلٹن	mob	پلٹن	mob		
پلٹنا	rückzug	پلٹ	rückzug	V;MASC;SG;NFIN;ACT	V;SG
پلٹنا	zurückziehen	پلٹ	zurückziehen	V;MASC;SG;NFIN;ACT	V;NFIN
پلٹنا	kentern	پلٹ	kentern	V;MASC;SG;NFIN;ACT	V;NFIN
پِلنا	angreifen	پِل	angreifen	V;MASC;SG;NFIN;ACT	V;NFIN
پِن	stift	پِن	stefen		
پِن	pin	پِن	pin		
پُن	tugend	پُن	tugend		
پُن	wohlfahrt	پُن	wohlfahren		
پُن	mann	پُن	mann		
پناہ	asylpolitik	پناہ	asylpolitik	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پناہ	schutz	پناہ	schutz	N;NOM;MASC;SG;3	N
پناہ	asylpolitik	پناہ	asylpolitik	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پناہ	schutz	پناہ	schutz	N;NOM;MASC;SG;3	N
پناہ	schutz	پناہ	schutz	N;NOM;MASC;SG;3	N
پِنپنانا	pfeifen	پِنپنانا	pfeifen	V;NFIN	V;NFIN
پِنپنانا	jammern	پِنپنانا	jammern	V;NFIN	V;NFIN
پنجابی	punjabi	پنجابی	punjabi	ADJ	ADJ
پِنجنا	mitmachen	پِنج	mitmachen	V;SG;NFIN;ACT	V;NFIN
پِنجنا	beitreten	پِنج	beitreten	V;SG;NFIN;ACT	V;NFIN
پِنجنا	nähen	پِنج	nähen	V;SG;NFIN;ACT	V;NFIN
پنجہ	kraft	پنجہ	krafen		
پنجہ	energie	پنجہ	energie		
پنجہ	klaue	پنجہ	klau		
پنجہ	pfote	پنجہ	pfoten		
پنچ	judge	پنچ	judg		
پنچایت	gemeinde	پنچایت	gemeinde	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پنچایتی	bastard	پنچایتی	bastard	ADJ	ADJ
پنچھی	vogelarten	پنچھی	vogelart	V;MASC;SG;V.PTCP;ACT	V;NFIN
پِنڈ	körper	پِنڈ	körp		
پِنڈ	feriendorf	پِنڈ	feriendorf		
پنڈا	weisheit	پنڈا	weisheit		
پنڈا	wissens	پنڈا	wissens		
پِننا	aufräumen	پِن	aufräumen	V;SG;NFIN;ACT	V;NFIN
پِننا	reinigen	پِن	reinig	V;SG;NFIN;ACT	V;NFIN
پِننا	säubern	پِن	säubern	V;SG;NFIN;ACT	V;NFIN
پُننا	misshandlungen	پُن	mißblundlingen	V;SG;NFIN;ACT	V;NFIN
پنہا	wide	پنہا	wide		
پَو	ass	پَو	ass		
پَو	ace	پَو	ace		
پَو	erfolgs	پَو	Erfolg		
پوٹ	sack	پوٹ	sacken		
پوٹ	überschuss	پوٹ	überschuß		
پوٹ	heap	پوٹ	heap		
پوٹ	bundle	پوٹ	bundle		
پوٹ	bündel	پوٹ	bündel		
پوٹ	paket	پوٹ	paket		
پوٹ	fülle	پوٹ	füllen		
پوٹ	überfluss	پوٹ	überflussen		
پوچ	mittelwert	پوچ	mittelwern		
پُوچھنا	beraten	پُوچھ	beraten	V;MASC;SG;NFIN;ACT	V;V.PTCP
پُوچھنا	konsultieren	پُوچھ	konsultieren	V;MASC;SG;NFIN;ACT	V;NFIN
پُوچھنا	fragen	پُوچھ	fragen	V;MASC;SG;NFIN;ACT	V;NFIN
پُوچھنا	einladen	پُوچھ	einladen	V;MASC;SG;NFIN;ACT	V;NFIN
پُوچھنا	fragen	پُوچھ	fragen	V;MASC;SG;NFIN;ACT	V;NFIN
پوچھنا	wischen	پوچھ	wischen	V;MASC;SG;NFIN;ACT	V;NFIN
پوچھنا	aufräumen	پوچھ	aufräumen	V;MASC;SG;NFIN;ACT	V;NFIN
پوچھنا	reinigen	پوچھ	reinig	V;MASC;SG;NFIN;ACT	V;NFIN
پوچھنا	säubern	پوچھ	säubern	V;MASC;SG;NFIN;ACT	V;NFIN
پوراکرنا	zurückzahlen	پوراکرنا	zurückzahlen	V;MASC;SG;NFIN;ACT	V;NFIN
پوراکرنا	erstatten	پوراکرنا	erstatten	V;MASC;SG;NFIN;ACT	V;NFIN
پوراکرنا	abgeschlossen	پوراکرنا	abschließen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پَوڑھنا	ausruhen	پَوڑھنا	ausruhen	V;MASC;SG;NFIN;ACT	V;NFIN
پوست	hülle	پوست	hüllen		
پوست	bellen	پوست	bellen		
پوست	rinde	پوست	rinder		
پوست	rinde	پوست	rinder		
پوست	schwarte	پوست	schwart		
پوست	rind	پوست	rind		
پوست	kruste	پوست	krusen		
پوست	ebene	پوست	eben		
پوست	hülle	پوست	hüllen		
پوست	bellen	پوست	bellen		
پوست	rinde	پوست	rinder		
پوست	haut	پوست	haut		
پوست	rinde	پوست	rinder		
پوست	schwarte	پوست	schwart		
پوست	rind	پوست	rind		
پوست	kruste	پوست	krusen		
پوست	ebene	پوست	eben		
پوشیدنی	kleider	پوشیدنی	kleider	ADJ;NOM	ADJ
پوشیدنی	kleider	پوشیدنی	kleider	ADJ;NOM	ADJ
پوشیدہ	bedeckt	پوشیدہ	bedecken	ADJ	ADJ;V.PTCP
پوشیدہ	heimlich	پوشیدہ	heimlich	ADJ	ADJ
پوشیدہ	verborgene	پوشیدہ	verborgen	ADJ	ADJ;NOM;FEM;SG
پوشیدہ	verborgen	پوشیدہ	verborgen	ADJ	ADJ
پوشیدہ	versteckt	پوشیدہ	verstecken	ADJ	ADJ
پوشیدہ	verborgen	پوشیدہ	verborgen	ADJ	ADJ
پوشیدہ	verdeckt	پوشیدہ	verdecken	ADJ	ADJ;V.PTCP
پوشیدہ	bedeckt	پوشیدہ	bedecken	ADJ	ADJ;V.PTCP
پوشیدہ	geheim	پوشیدہ	geheim	ADJ	ADJ
پوشیدہ	geheimen	پوشیدہ	geheimen	ADJ	ADJ
پوشیدہ	heimlich	پوشیدہ	heimlich	ADJ	ADJ
پوشیدہ	heimlich	پوشیدہ	heimlich	ADJ	ADJ
پوشیدہ	verborgene	پوشیدہ	verborgen	ADJ	ADJ;NOM;FEM;SG
پوشیدہ	verborgen	پوشیدہ	verborgen	ADJ	ADJ
پوشیدہ	versteckt	پوشیدہ	verstecken	ADJ	ADJ
پوشیدہ	verborgen	پوشیدہ	verborgen	ADJ	ADJ
پوشیدہ	verdeckt	پوشیدہ	verdecken	ADJ	ADJ;V.PTCP
پول	geheimnis	پول	geheimnis	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پونچنا	aufräumen	پونچنا	aufräumen	V;SG;NFIN;ACT	V;NFIN
پونچنا	reinigen	پونچنا	reinig	V;SG;NFIN;ACT	V;NFIN
پونچنا	säubern	پونچنا	säubern	V;SG;NFIN;ACT	V;NFIN
پونچھنا	wischen	پونچھنا	wischen	V;SG;NFIN;ACT	V;NFIN
پونچھنا	aufräumen	پونچھنا	aufräumen	V;SG;NFIN;ACT	V;NFIN
پونچھنا	reinigen	پونچھنا	reinig	V;SG;NFIN;ACT	V;NFIN
پونچھنا	säubern	پونچھنا	säubern	V;SG;NFIN;ACT	V;NFIN
پہ	but	پہ	bun		
پہاڑ	gebirge	پہاڑ	gebirge	N;NOM;MASC;SG;3	N
پہپٹ	lärm	پہپٹ	lärm		
پہپٹ	schwindel	پہپٹ	schwindel		
پہپٹ	untreue	پہپٹ	untreu		
پہپٹ	verrat	پہپٹ	verraten		
پہچان	auszeichnung	پہچان	auszeichnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پہچان	kennzeichnung	پہچان	kennzeichnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پہچاننا	erkenne	پہچان	erkennen	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	erkennen	پہچان	erkennen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	anerkennen	پہچان	anerkennen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	unterscheiden	پہچان	unterscheiden	V;SG;NFIN;ACT	V;NFIN
پہچاننا	unterscheidet	پہچان	unterscheiden	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	verstehen	پہچان	verstehen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	begreifen	پہچان	begreifen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	verstehen	پہچان	verstehen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	verstehe	پہچان	verstehen	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	begreifen	پہچان	begreifen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	verstanden	پہچان	verstehen	V;SG;NFIN;ACT	V;V.PTCP
پہچاننا	weiß	پہچان	wissen	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	kenn	پہچان	kenn	V;SG;NFIN;ACT	V;IND;SG;3;FIN
پہچاننا	wissen	پہچان	wissen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	kennen	پہچان	kennen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	erkenne	پہچان	erkennen	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	erkennen	پہچان	erkennen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	anerkennen	پہچان	anerkennen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	unterscheiden	پہچان	unterscheiden	V;SG;NFIN;ACT	V;NFIN
پہچاننا	unterscheidet	پہچان	unterscheiden	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	verstehen	پہچان	verstehen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	begreifen	پہچان	begreifen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	verstehen	پہچان	verstehen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	verstehe	پہچان	verstehen	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	begreifen	پہچان	begreifen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	verstanden	پہچان	verstehen	V;SG;NFIN;ACT	V;V.PTCP
پہچاننا	weiß	پہچان	wissen	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	kenn	پہچان	kenn	V;SG;NFIN;ACT	V;IND;SG;3;FIN
پہچاننا	wissen	پہچان	wissen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	kennen	پہچان	kennen	V;SG;NFIN;ACT	V;NFIN
پہچاننا	ermitteln	پہچان	ermitteln	V;SG;NFIN;ACT	V;NFIN
پہچاننا	identifizieren	پہچان	identifizieren	V;SG;NFIN;ACT	V;NFIN
پہچنا	erreiche	پہچ	erreichen	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پہچنا	erreichen	پہچ	erreichen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پہچنا	anreisen	پہچ	anreisen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پہچنا	ankommen	پہچ	ankommen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پہَل	side	پہَل	side		
پہلا	wichtigste	پہلا	wichtig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
پہلا	früheren	پہلا	früh	ADJ;NOM;MASC;SG	ADJ
پہلا	vorheriger	پہلا	vorherig	ADJ;NOM;MASC;SG	ADJ
پہلا	ursprünglich	پہلا	ursprünglich	ADJ;NOM;MASC;SG	ADJ
پہلا	original	پہلا	original	ADJ;NOM;MASC;SG	ADJ
پہلا	originell	پہلا	originell	ADJ;NOM;MASC;SG	ADJ
پہلا	originellen	پہلا	originell	ADJ;NOM;MASC;SG	ADJ
پہلا	primär	پہلا	primär	ADJ;NOM;MASC;SG	ADJ
پہلا	primären	پہلا	primär	ADJ;NOM;MASC;SG	ADJ
پہلا	ehemaliger	پہلا	ehemalig	ADJ;NOM;MASC;SG	ADJ
پہلا	erster	پہلا	erst	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
پہلومارنا	konkurrieren	پہلومارنا	konkurrieren	V;SG;NFIN;ACT	V;NFIN
پہلومارنا	konfrontieren	پہلومارنا	konfrontieren	V;SG;NFIN;ACT	V;NFIN
پہلومارنا	ähnelt	پہلومارنا	ähneln	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہلومارنا	ähneln	پہلومارنا	ähneln	V;SG;NFIN;ACT	V;NFIN
پہلومارنا	emulieren	پہلومارنا	emulieren	V;SG;NFIN;ACT	V;NFIN
پہلوانی	ringer	پہلوانی	ring	ADJ	ADJ
پہلوانی	wrestling	پہلوانی	wrestlingen	ADJ	ADJ
پہلوانی	heldentum	پہلوانی	heldentum	ADJ	ADJ
پہلے	früher	پہلا	früher	ADJ;NOM;MASC;SG	ADJ
پہلے	früher	پہلا	früher	ADJ;NOM;MASC;SG	ADJ
پہنائی	breiten	پہنا	breit	ADJ;FEM	ADJ;SG
پہنائی	breite	پہنا	breit	ADJ;FEM	ADJ;NOM;FEM;SG
پہنائی	breit	پہنا	breit	ADJ;FEM	ADJ
پہنائی	breite	پہنا	breit	ADJ;FEM	ADJ;NOM;FEM;SG
پہنچ	zufahrt	پہنچ	zufahren	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	eintritt	پہنچ	eintreten	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	macht	پہنچ	machen	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	anreisen	پہنچ	anreisen	V;ACT	V;NFIN
پہنچ	verstehen	پہنچ	verstehen	V;ACT	V;NFIN
پہنچ	zufahrt	پہنچ	zufahren	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	vordringen	پہنچ	vordringen	V;ACT	V;NFIN
پہنچ	eindringen	پہنچ	eindringen	V;ACT	V;NFIN
پہنچ	durchdringen	پہنچ	durchdringen	V;ACT	V;NFIN
پہنچ	kapazitäten	پہنچ	kapazität	V;ACT	V;FIN
پہنچ	zufahrt	پہنچ	zufahren	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	eintritt	پہنچ	eintreten	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	macht	پہنچ	machen	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	anreisen	پہنچ	anreisen	V;ACT	V;NFIN
پہنچ	verstehen	پہنچ	verstehen	V;ACT	V;NFIN
پہنچ	zufahrt	پہنچ	zufahren	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	vordringen	پہنچ	vordringen	V;ACT	V;NFIN
پہنچ	eindringen	پہنچ	eindringen	V;ACT	V;NFIN
پہنچ	durchdringen	پہنچ	durchdringen	V;ACT	V;NFIN
پہنچ	kapazitäten	پہنچ	kapazität	V;ACT	V;FIN
پہنچ	erreiche	پہنچ	erreichen	V;ACT	V;IND;SG;3;PRS;FIN
پہنچ	erreichen	پہنچ	erreichen	V;ACT	V;NFIN
پہنچا	gekommen	پہنچ	kommen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پہنچا	kam	پہنچ	kommen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پہنچا	eingetroffen	پہنچ	eintreffen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پہنچا	angekommen	پہنچ	ankommen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پہنچا	erreicht	پہنچ	erreichen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پہنچا	erreichte	پہنچ	erreichen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پہنچانا	übermitteln	پہنچ	übermitteln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچانا	verhalten	پہنچ	verhalten	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچانا	tragen	پہنچ	tragen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچانا	übermitteln	پہنچ	übermitteln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچانا	vermitteln	پہنچ	vermitteln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچانا	verhalten	پہنچ	verhalten	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	weiterentwickeln	پہنچ	weiterentwickeln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	entwickeln	پہنچ	entwickeln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	verstehen	پہنچ	verstehen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	verstehe	پہنچ	verstehen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	begreifen	پہنچ	begreifen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	verstanden	پہنچ	verstehen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پہنچنا	geschehen	پہنچ	geschehen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پہنچنا	passiert	پہنچ	passieren	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	passieren	پہنچ	passieren	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	empfangen	پہنچ	empfangen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پہنچنا	erhält	پہنچ	erhalten	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	fortschritten	پہنچ	fortschreiten	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	komme	پہنچ	kommen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	kommt	پہنچ	kommen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	komm	پہنچ	komm	V;MASC;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
پہنچنا	kommen	پہنچ	kommen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	anreisen	پہنچ	anreisen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	ankommen	پہنچ	ankommen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	weiß	پہنچ	wissen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	kenn	پہنچ	kenn	V;MASC;SG;NFIN;ACT	V;IND;SG;3;FIN
پہنچنا	wissen	پہنچ	wissen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	kennen	پہنچ	kennen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	weiterentwickeln	پہنچ	weiterentwickeln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	entwickeln	پہنچ	entwickeln	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	verstehen	پہنچ	verstehen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	verstehe	پہنچ	verstehen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	begreifen	پہنچ	begreifen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	verstanden	پہنچ	verstehen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پہنچنا	geschehen	پہنچ	geschehen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پہنچنا	passiert	پہنچ	passieren	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	passieren	پہنچ	passieren	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	empfangen	پہنچ	empfangen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پہنچنا	erhält	پہنچ	erhalten	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	fortschritten	پہنچ	fortschreiten	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	komme	پہنچ	kommen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	kommt	پہنچ	kommen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	komm	پہنچ	komm	V;MASC;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
پہنچنا	kommen	پہنچ	kommen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	erreiche	پہنچ	erreichen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	erreichen	پہنچ	erreichen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	anreisen	پہنچ	anreisen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	ankommen	پہنچ	ankommen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	weiß	پہنچ	wissen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	kenn	پہنچ	kenn	V;MASC;SG;NFIN;ACT	V;IND;SG;3;FIN
پہنچنا	wissen	پہنچ	wissen	V;MASC;SG;NFIN;ACT	V;NFIN
پہنچنا	kennen	پہنچ	kennen	V;MASC;SG;NFIN;ACT	V;NFIN
پہننا	tragen	پہن	tragen	V;MASC;SG;NFIN;ACT	V;NFIN
پَے	but	پَہ	bun		
پَے	nerven	پَہ	nerven		
پَے	nerv	پَہ	nerv		
پَے	mangel	پَہ	mangeln		
پَے	spott	پَہ	spott		
پیار	anlage	پیار	anlage	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پیارا	liebenswert	پیارا	liebenswert	ADJ;NOM;MASC;SG	ADJ
پیارا	geliebten	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ
پیارا	geliebtes	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
پیارا	geliebter	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ
پیارا	geliebte	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
پیارا	favorit	پیارا	favorit	ADJ;NOM;MASC;SG	ADJ
پیارا	charmant	پیارا	charmant	ADJ;NOM;MASC;SG	ADJ
پیارا	erfreulich	پیارا	erfreulich	ADJ;NOM;MASC;SG	ADJ
پیارا	liebenswert	پیارا	liebenswert	ADJ;NOM;MASC;SG	ADJ
پیارا	geliebten	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ
پیارا	geliebtes	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
پیارا	geliebter	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ
پیارا	geliebte	پیارا	geliebt	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
پیارا	liebling	پیارا	liebling	ADJ;NOM;MASC;SG	ADJ
پیارا	favorit	پیارا	favorit	ADJ;NOM;MASC;SG	ADJ
پیارا	charmant	پیارا	charmant	ADJ;NOM;MASC;SG	ADJ
پیارا	erfreulich	پیارا	erfreulich	ADJ;NOM;MASC;SG	ADJ
پیاس	begehren	پیاس	begehren	V;SG;ACT	V;NFIN
پیاس	verlangen	پیاس	verlangen	V;SG;ACT	V;NFIN
پیاس	verlangen	پیاس	verlangen	V;SG;ACT	V;NFIN
پیاس	begehren	پیاس	begehren	V;SG;ACT	V;NFIN
پیاس	verlangen	پیاس	verlangen	V;SG;ACT	V;NFIN
پیاس	verlangen	پیاس	verlangen	V;SG;ACT	V;NFIN
پیامی	gesandten	پیامی	gesandt	ADJ	ADJ
پیامی	messenger	پیامی	messenger	ADJ	ADJ
پیٹا	atmen	پیٹا	atmen	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
پِیٹنا	schlagen	پِیٹ	schlagen	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	trauern	پِیٹ	trauern	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	fluchen	پِیٹ	fluch	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	verfluchen	پِیٹ	verfluchen	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	bestrafen	پِیٹ	bestrafen	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	bestraft	پِیٹ	bestrafen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پِیٹنا	verdiene	پِیٹ	verdienen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِیٹنا	verdienen	پِیٹ	verdienen	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	weint	پِیٹ	weinen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِیٹنا	weinen	پِیٹ	wein	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	neigen	پِیٹ	neigen	V;MASC;SG;NFIN;ACT	V;NFIN
پِیٹنا	tilt	پِیٹ	tilen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِیٹنا	kippen	پِیٹ	kippen	V;MASC;SG;NFIN;ACT	V;NFIN
پیچ	spulen	پیچ	spulen	V;SG;V.PTCP;ACT	V;NFIN
پیچ	wickeln	پیچ	wickeln	V;SG;V.PTCP;ACT	V;NFIN
پیچ	unklarheiten	پیچ	unklarheiten	V;SG;V.PTCP;ACT	V;NFIN
پیچ	falten	پیچ	falten	V;SG;V.PTCP;ACT	V;NFIN
پیچ	verdrehen	پیچ	verdrehen	V;SG;V.PTCP;ACT	V;NFIN
پیچ	drehen	پیچ	drehen	V;SG;V.PTCP;ACT	V;NFIN
پیچ	taktiken	پیچ	taktik	V;SG;V.PTCP;ACT	V;NFIN
پیچ	schrauben	پیچ	schrauben	V;SG;V.PTCP;ACT	V;NFIN
پیچ	verzerrungen	پیچ	verzerrungen	V;SG;V.PTCP;ACT	V;NFIN
پیچ	drehen	پیچ	drehen	V;SG;V.PTCP;ACT	V;NFIN
پیچاک	twist	پیچاک	twesten		
پیچاک	drehung	پیچاک	drehung		
پیچاک	wendung	پیچاک	wendung		
پیچاک	wende	پیچاک	wenden		
پیچیدگی	komplikation	پیچیدگی	komplikation	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پیچیدگی	komplikation	پیچیدگی	komplikation	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پیچیدہ	zweideutig	پیچیدہ	zweideutig	ADJ	ADJ
پیچیدہ	unklar	پیچیدہ	unklar	ADJ	ADJ
پیچیدہ	unklare	پیچیدہ	unklare	ADJ	ADJ;NOM;FEM;PL
پیچیدہ	involviert	پیچیدہ	involvieren	ADJ	ADJ;V.PTCP
پیچیدہ	beteiligt	پیچیدہ	beteiligen	ADJ	ADJ;V.PTCP
پیچیدہ	schwierig	پیچیدہ	schwierig	ADJ	ADJ
پیچیدہ	schwer	پیچیدہ	schwer	ADJ	ADJ
پیچیدہ	schwierige	پیچیدہ	schwierig	ADJ	ADJ;NOM;FEM;PL
پیچیدہ	kompliziert	پیچیدہ	kompliziert	ADJ	ADJ
پیچیدہ	komplizierter	پیچیدہ	komplizierter	ADJ	ADJ
پیچیدہ	komplizierte	پیچیدہ	kompliziert	ADJ	ADJ;NOM;SG
پیچیدہ	zweideutig	پیچیدہ	zweideutig	ADJ	ADJ
پیچیدہ	unklar	پیچیدہ	unklar	ADJ	ADJ
پیچیدہ	unklare	پیچیدہ	unklare	ADJ	ADJ;NOM;FEM;PL
پیچیدہ	involviert	پیچیدہ	involvieren	ADJ	ADJ;V.PTCP
