από	從	από	從	ADP	ADP
μοναδικό	獨一	μοναδικός	獨一	ADJ;NOM;NEUT;SG	ADJ
δικαιωμάτων	權利	δικαίωμα	權利	N;GEN;NEUT;PL	N
εσωτερικών	內政	εσωτερικός	內政	N;GEN;FEM;PL	N
εσωτερικών	內部	εσωτερικός	內部	N;GEN;FEM;PL	N
εσωτερικών	內地	εσωτερικός	內地	N;GEN;FEM;PL	N
κατακτήσει	征服	κατακτώ	征服	V;PFV;NFIN;ACT	V
όρια	邊界	όριο	邊界	N;NOM;NEUT;PL	N
όρια	界	όριο	界	N;NOM;NEUT;PL	N
όρια	界	όριο	界	N;NOM;NEUT;PL	N
όρια	上限	όριο	上限	N;NOM;NEUT;PL	N
όρια	極限	όριο	極限	N;NOM;NEUT;PL	N
όρια	限	όριο	限	N;NOM;NEUT;PL	N
όρια	限額	όριο	限額	N;NOM;NEUT;PL	N
όρια	極限	όριο	極限	N;NOM;NEUT;PL	N
όρια	限額	όριο	限額	N;NOM;NEUT;PL	N
λύση	溶液	λύση	溶液	N;NOM;FEM;SG	N
φυσικό	天然	φυσικός	天然	ADJ;NOM;NEUT;SG	ADJ
κώδικα	密碼	κώδικας	密碼	N	N
κώδικα	編碼	κώδικας	編碼	N	N
κώδικα	碼	κώδικας	碼	N	N
αέρα	空中	αέρας	空中	N;ACC;MASC;SG	N
αέρα	航空	αέρας	航空	N;ACC;MASC;SG	N
αέρα	空氣	αέρας	空氣	N;ACC;MASC;SG	N
ακαδημία	學院	ακαδημία	學院	N;NOM;FEM;SG	N
πτώση	滴	πτώση	滴	N;ACC;FEM;SG	N
πτώση	秋季	πτώση	秋季	N;ACC;FEM;SG	N
πτώση	秋天	πτώση	秋天	N;ACC;FEM;SG	N
κτίριο	大樓	κτίριο	大樓	N;NOM;NEUT;SG	N
κτίριο	建築	κτίριο	建築	N;NOM;NEUT;SG	N
προσωπικό	個人	προσωπικό	個人	N;NOM;NEUT;SG	N
προσωπικό	人員	προσωπικό	人員	N;NOM;NEUT;SG	N
προσωπικό	人事	προσωπικό	人事	N;NOM;NEUT;SG	N
επαρχίες	省份	επαρχία	省份	N;NOM;FEM;PL	N
επαρχίες	各省	επαρχία	各省	N;NOM;FEM;PL	N
παίκτης	球員	παίκτης	球員	N;NOM;MASC;SG	N
παίκτης	玩家	παίκτης	玩家	N;NOM;MASC;SG	N
θητεία	任期	θητεία	任期	N;NOM;FEM;SG	N
πολιτεία	國家	πολιτεία	國家	N;ACC;FEM;SG	N
πολιτεία	州	πολιτεία	州	N;ACC;FEM;SG	N
μυθιστόρημα	小說	μυθιστόρημα	小說	N;NOM;NEUT;SG	N
μυθιστόρημα	虛構	μυθιστόρημα	虛構	N;NOM;NEUT;SG	N
μυθιστόρημα	小說	μυθιστόρημα	小說	N;NOM;NEUT;SG	N
αεροδρόμιο	機場	αεροδρόμιο	機場	N;NOM;NEUT;SG	N
κατοχή	職業	κατοχή	職業	N;ACC;FEM;SG	N
λεξικό	詞典	λεξικός	詞典	N;NOM;NEUT;SG	N
λεξικό	字典	λεξικός	字典	N;NOM;NEUT;SG	N
νόμο	法律	νόμος	法律	N;ACC;MASC;SG	N
ζώα	動物	ζώο	動物	N;NOM;NEUT;PL	N
ζώα	牲畜	ζώο	牲畜	N;NOM;NEUT;PL	N
ζώα	畜牧	ζώο	畜牧	N;NOM;NEUT;PL	N
συμβόλαιο	合同	συμβόλαιο	合同	N;NOM;NEUT;SG	N
συμβόλαιο	合約	συμβόλαιο	合約	N;NOM;NEUT;SG	N
σενάριο	劇本	σενάριο	劇本	N;NOM;NEUT;SG	N
σενάριο	編劇	σενάριο	編劇	N;NOM;NEUT;SG	N
σενάριο	電影	σενάριο	電影	N;NOM;NEUT;SG	N
σενάριο	情景	σενάριο	情景	N;NOM;NEUT;SG	N
σενάριο	劇本	σενάριο	劇本	N;NOM;NEUT;SG	N
μπλε	藍	μπλε	藍	N	N
μπλε	藍色	μπλε	藍色	N	N
εργασίες	工作	εργασία	工作	N;NOM;FEM;PL	N
εργασίες	工作	εργασία	工作	N;NOM;FEM;PL	N
δήμαρχος	市長	δήμαρχος	市長	N;NOM;MASC;SG	N
δήμαρχος	鎮長	δήμαρχος	鎮長	N;NOM;MASC;SG	N
κινδύνου	風險	κίνδυνος	風險	N;GEN;MASC;SG	N
κινδύνου	危害	κίνδυνος	危害	N;GEN;MASC;SG	N
σταδιακά	逐漸	σταδιακά	逐漸	ADV	ADV
οικονομία	經濟	οικονομία	經濟	N;NOM;FEM;SG	N
οικονομία	經濟	οικονομία	經濟	N;NOM;FEM;SG	N
οικονομία	經濟	οικονομία	經濟	N;NOM;FEM;SG	N
βιβλιογραφία	書目	βιβλιογραφία	書目	N;NOM;FEM;SG	N
λεζάντα	標題	λεζάντα	標題	N;NOM;FEM;SG	N
ανάγκη	需求	ανάγκη	需求	N;ACC;FEM;SG	N
προϊόντα	商品	προϊόν	商品	N;NOM;NEUT;PL	N
προϊόντα	產品	προϊόν	產品	N;NOM;NEUT;PL	N
γνώμη	意見	γνώμη	意見	N;ACC;FEM;SG	N
καλλιτέχνες	藝術	καλλιτέχνα	藝術	N;NOM;MASC;PL	N
καλλιτέχνες	藝人	καλλιτέχνα	藝人	N;NOM;MASC;PL	N
ισχύει	有效	ισχύω	有效	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
οδηγεί	領先	οδηγώ	領先	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
οδηγεί	領導	οδηγώ	領導	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
πλήθος	人群	πλήθος	人群	N;NOM;NEUT;SG	N
πλήθος	人群	πλήθος	人群	N;NOM;NEUT;SG	N
πλήθος	群眾	πλήθος	群眾	N;NOM;NEUT;SG	N
πόλεων	城市	πόλη	城市	N;GEN;FEM;PL	N
συνδυασμό	組合	συνδυασμός	組合	N;ACC;MASC;SG	N
συνάρτηση	功能	συνάρτηση	功能	N;ACC;FEM;SG	N
συνάρτηση	職能	συνάρτηση	職能	N;ACC;FEM;SG	N
συνάρτηση	函數	συνάρτηση	函數	N;ACC;FEM;SG	N
αξία	價值	αξία	價值	N;ACC;FEM;SG	N
αξία	數值	αξία	數值	N;ACC;FEM;SG	N
αξία	值	αξία	值	N;ACC;FEM;SG	N
μάζα	質量	μάζα	質量	N;NOM;FEM;SG	N
μάζα	彌撒	μάζα	彌撒	N;NOM;FEM;SG	N
φράση	片語	φράση	片語	N;ACC;FEM;SG	N
ειρήνη	和平	ειρήνη	和平	N;NOM;FEM;SG	N
προσπάθησε	嘗試	προσπαθώ	嘗試	V;PFV;IND;SG;3;PST;FIN;ACT	V
προσπάθησε	試試	προσπαθώ	試試	V;PFV;IND;SG;3;PST;FIN;ACT	V
φωνή	語音	φωνή	語音	N;ACC;FEM;SG	N
φωνή	嗓子	φωνή	嗓子	N;ACC;FEM;SG	N
φωνή	聲音	φωνή	聲音	N;ACC;FEM;SG	N
οικογένειες	家庭	οικογένεια	家庭	N;NOM;FEM;PL	N
γάμο	婚姻	γάμος	婚姻	N;NOM;NEUT;SG	N
γάμο	婚禮	γάμος	婚禮	N;NOM;NEUT;SG	N
θρησκεία	宗教	θρησκεία	宗教	N;NOM;FEM;SG	N
θρησκεία	宗教	θρησκεία	宗教	N;NOM;FEM;SG	N
παρέχει	提供	παρέχω	提供	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
αδελφός	弟弟	αδελφός	弟弟	N;NOM;MASC;SG	N
αδελφός	師兄	αδελφός	師兄	N;NOM;MASC;SG	N
αδελφός	哥哥	αδελφός	哥哥	N;NOM;MASC;SG	N
αδελφός	兄弟	αδελφός	兄弟	N;NOM;MASC;SG	N
υπέγραψε	署名	υπογράφω	署名	V;PFV;IND;SG;3;PST;FIN;ACT	V
υπέγραψε	簽署	υπογράφω	簽署	V;PFV;IND;SG;3;PST;FIN;ACT	V
αντιδράσεις	反應	αντίδραση	反應	N;NOM;FEM;PL	N
αντιδράσεις	心情	αντίδραση	心情	N;NOM;FEM;PL	N
συγγραφέα	作家	συγγραφέα	作家	N;VOC;MASC;SG	N
συγγραφέα	作者	συγγραφέα	作者	N;VOC;MASC;SG	N
συγγραφέα	編劇	συγγραφέα	編劇	N;VOC;MASC;SG	N
συγγραφέα	作者	συγγραφέα	作者	N;VOC;MASC;SG	N
κερδίσει	贏	κερδίζω	贏	V;PFV;NFIN;ACT	V
προσπάθειες	努力	προσπάθεια	努力	N;NOM;FEM;PL	N
κρίση	判決	κρίση	判決	N;NOM;FEM;SG	N
κρίση	危機	κρίση	危機	N;NOM;FEM;SG	N
πύλη	門	πύλη	門	N;NOM;FEM;SG	N
πύλη	大門	πύλη	大門	N;NOM;FEM;SG	N
πύλη	門戶	πύλη	門戶	N;NOM;FEM;SG	N
πύλη	門戶	πύλη	門戶	N;NOM;FEM;SG	N
μήνυμα	留言	μήνυμα	留言	N;NOM;NEUT;SG	N
μήνυμα	訊息	μήνυμα	訊息	N;NOM;NEUT;SG	N
μήνυμα	信件	μήνυμα	信件	N;NOM;NEUT;SG	N
βαθμολογία	評比	βαθμολογία	評比	N;ACC;FEM;SG	N
βαθμολογία	分數	βαθμολογία	分數	N;ACC;FEM;SG	N
βαθμολογία	得分	βαθμολογία	得分	N;ACC;FEM;SG	N
βαθμολογία	分數	βαθμολογία	分數	N;ACC;FEM;SG	N
μεγαλύτερος	更大	μεγάλος	更大	ADJ;NOM;CMPR;MASC;SG	ADJ
γεννημένος	生	γεννημένος	生	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V
γεννημένος	誕生	γεννημένος	誕生	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V
γεννημένος	出生	γεννημένος	出生	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V
μοναστήρι	寺院	μοναστήρι	寺院	N;NOM;NEUT;SG	N
δραστηριότητες	活動	δραστηριότητα	活動	N;NOM;FEM;PL	N
γραμματέας	秘書	γραμματέας	秘書	N;NOM;MASC;SG	N
ελευθερία	自由	ελευθερία	自由	N;NOM;FEM;SG	N
ελευθερία	自由	ελευθερία	自由	N;NOM;FEM;SG	N
ταξίδι	航程	ταξίδι	航程	N;NOM;NEUT;SG	N
ταξίδι	旅行	ταξίδι	旅行	N;NOM;NEUT;SG	N
ταξίδι	旅費	ταξίδι	旅費	N;NOM;NEUT;SG	N
ταξίδι	旅遊	ταξίδι	旅遊	N;NOM;NEUT;SG	N
ταξίδι	旅途	ταξίδι	旅途	N;NOM;NEUT;SG	N
ταξίδι	旅程	ταξίδι	旅程	N;NOM;NEUT;SG	N
ταξίδι	旅行	ταξίδι	旅行	N;NOM;NEUT;SG	N
ταξίδι	行程	ταξίδι	行程	N;NOM;NEUT;SG	N
μοναδική	獨特	μοναδικός	獨特	ADJ;NOM;FEM;SG	ADJ
μοναδική	獨一	μοναδικός	獨一	ADJ;NOM;FEM;SG	ADJ
ακτή	岸	ακτός	岸	N;NOM;FEM;SG	N
ακτή	岸邊	ακτός	岸邊	N;NOM;FEM;SG	N
ακτή	海岸	ακτός	海岸	N;NOM;FEM;SG	N
ακτή	沿海	ακτός	沿海	N;NOM;FEM;SG	N
ακτή	沿岸	ακτός	沿岸	N;NOM;FEM;SG	N
ακτή	海岸	ακτός	海岸	N;NOM;FEM;SG	N
ακτή	海岸	ακτός	海岸	N;NOM;FEM;SG	N
αρχαιότητα	資歷	αρχαιότητα	資歷	N;ACC;FEM;SG	N
αρχαιότητα	古物	αρχαιότητα	古物	N;ACC;FEM;SG	N
ομοσπονδίας	聯邦	ομοσπονδία	聯邦	N;GEN;FEM;SG	N
ιδιότητα	地產	ιδιότητα	地產	N;ACC;FEM;SG	N
ιδιότητα	屬性	ιδιότητα	屬性	N;ACC;FEM;SG	N
ιδιότητα	財產	ιδιότητα	財產	N;ACC;FEM;SG	N
ιδιότητα	物業	ιδιότητα	物業	N;ACC;FEM;SG	N
ήθελε	通緝	θέλω	通緝	V;IPFV;IND;SG;3;PST;FIN;ACT	V
χέρι	手臂	χέρι	手臂	N;NOM;NEUT;SG	N
χέρι	臂	χέρι	臂	N;NOM;NEUT;SG	N
χέρι	胳膊	χέρι	胳膊	N;NOM;NEUT;SG	N
χέρι	手	χέρι	手	N;NOM;NEUT;SG	N
μέθοδος	方法	μέθοδος	方法	N;NOM;FEM;SG	N
μέθοδος	辦法	μέθοδος	辦法	N;NOM;FEM;SG	N
μέθοδος	方式	μέθοδος	方式	N;NOM;FEM;SG	N
στρατεύματα	部隊	στράτευμα	部隊	N;NOM;NEUT;PL	N
άνοδο	陽極	άνοδος	陽極	N;ACC;FEM;SG	N
μέτωπο	前面	μέτωπο	前面	N;NOM;NEUT;SG	N
μέτωπο	陣線	μέτωπο	陣線	N;NOM;NEUT;SG	N
μέτωπο	額頭	μέτωπο	額頭	N;NOM;NEUT;SG	N
ουσία	實質	ουσία	實質	N;NOM;FEM;SG	N
ουσία	物質	ουσία	物質	N;NOM;FEM;SG	N
δούκα	公爵	δούκα	公爵	N;ACC;MASC;SG	N
ρεύμα	電流	ρεύμα	電流	N;NOM;NEUT;SG	N
ρεύμα	現任	ρεύμα	現任	N;NOM;NEUT;SG	N
ρεύμα	目前	ρεύμα	目前	N;NOM;NEUT;SG	N
δίκαιο	法律	δίκαιο	法律	N;NOM;NEUT;SG	N
δίκαιο	公平	δίκαιο	公平	N;NOM;NEUT;SG	N
εταιρία	公司	εταιρία	公司	N;NOM;FEM;SG	N
ανεξαρτησία	獨立	ανεξαρτησία	獨立	N;NOM;FEM;SG	N
επιστήμη	科學	επιστήμα	科學	N;NOM;FEM;SG	N
θεραπεία	治癒	θεραπείο	治癒	N;NOM;FEM;SG	N
θεραπεία	治療	θεραπείο	治療	N;NOM;FEM;SG	N
θεραπεία	療	θεραπείο	療	N;NOM;FEM;SG	N
θεραπεία	治療	θεραπείο	治療	N;NOM;FEM;SG	N
στάση	態度	στάση	態度	N;NOM;FEM;SG	N
στάση	態勢	στάση	態勢	N;NOM;FEM;SG	N
στάση	姿態	στάση	姿態	N;NOM;FEM;SG	N
στάση	姿勢	στάση	姿勢	N;NOM;FEM;SG	N
πάπα	教皇	πάπα	教皇	N;VOC;MASC;SG	N
πάπα	教宗	πάπα	教宗	N;VOC;MASC;SG	N
χάρτης	地圖	χάρτης	地圖	N;NOM;MASC;SG	N
μοντέλα	模型	μοντέλα	模型	N;NOM;NEUT;PL	N
μοντέλα	模特	μοντέλα	模特	N;NOM;NEUT;PL	N
μοντέλα	型號	μοντέλα	型號	N;NOM;NEUT;PL	N
μοντέλα	模特	μοντέλα	模特	N;NOM;NEUT;PL	N
σύγκρουση	衝突	σύγκρουση	衝突	N;NOM;FEM;SG	N
μαθητές	學生	μαθητής	學生	N;NOM;MASC;PL	N
τραγουδιστής	歌手	τραγουδιστής	歌手	N;NOM;MASC;SG	N
παίζει	播放	παίζω	播放	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
παίζει	玩	παίζω	玩	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
παίζει	播放	παίζω	播放	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
θεός	神	θεός	神	N;NOM;MASC;SG	N
ευκαιρία	機會	ευκαιρία	機會	N;ACC;FEM;SG	N
ευκαιρία	機遇	ευκαιρία	機遇	N;ACC;FEM;SG	N
ευκαιρία	機會	ευκαιρία	機會	N;ACC;FEM;SG	N
τάση	趨勢	τάση	趨勢	N;NOM;FEM;SG	N
τάση	電壓	τάση	電壓	N;NOM;FEM;SG	N
τάση	傾向	τάση	傾向	N;NOM;FEM;SG	N
περιοδεία	游	περιοδείο	游	N;ACC;FEM;SG	N
περιοδεία	導覽	περιοδείο	導覽	N;ACC;FEM;SG	N
περιοδεία	旅遊	περιοδείο	旅遊	N;ACC;FEM;SG	N
εκτέλεση	處	εκτέλεση	處	N;ACC;FEM;SG	N
ανατολή	東	ανατολή	東	N;NOM;FEM;SG	N
ανατολή	東部	ανατολή	東部	N;NOM;FEM;SG	N
ανατολή	東方	ανατολή	東方	N;NOM;FEM;SG	N
ανατολή	東區	ανατολή	東區	N;NOM;FEM;SG	N
ανατολή	東方	ανατολή	東方	N;NOM;FEM;SG	N
σταθερά	穩	σταθερά	穩	ADV	ADV
κεφάλι	頭	κεφάλι	頭	N;NOM;NEUT;SG	N
κεφάλι	頭部	κεφάλι	頭部	N;NOM;NEUT;SG	N
πλάτος	緯度	πλάτος	緯度	N;ACC;NEUT;SG	N
πλάτος	寬度	πλάτος	寬度	N;ACC;NEUT;SG	N
πλάτος	寬度	πλάτος	寬度	N;ACC;NEUT;SG	N
πλάτος	廣度	πλάτος	廣度	N;ACC;NEUT;SG	N
εγκαταστάθηκε	安裝	εγκαθιστώ	安裝	V;PFV;IND;SG;3;PST;FIN;PASS	V
νύχτα	夜晚	νύχτα	夜晚	N;ACC;FEM;SG	N
νύχτα	晚上	νύχτα	晚上	N;ACC;FEM;SG	N
νύχτα	夜	νύχτα	夜	N;ACC;FEM;SG	N
συνέδριο	會議	συνέδριο	會議	N;NOM;NEUT;SG	N
απόδοση	效率	απόδοση	效率	N;ACC;FEM;SG	N
απόδοση	當量	απόδοση	當量	N;ACC;FEM;SG	N
απόδοση	產量	απόδοση	產量	N;ACC;FEM;SG	N
απόδοση	績效	απόδοση	績效	N;ACC;FEM;SG	N
απόδοση	業績	απόδοση	業績	N;ACC;FEM;SG	N
επεισόδιο	插曲	επεισόδιο	插曲	N;NOM;NEUT;SG	N
επεισόδιο	集	επεισόδιο	集	N;NOM;NEUT;SG	N
κτίρια	建築	κτίριο	建築	N;NOM;NEUT;PL	N
εντελώς	完全	εντελώς	完全	ADV	ADV
εντελώς	完全	εντελώς	完全	ADV	ADV
ποταμός	河	ποταμός	河	N;NOM;MASC;SG	N
ποταμός	江河	ποταμός	江河	N;NOM;MASC;SG	N
ποταμός	河流	ποταμός	河流	N;NOM;MASC;SG	N
χρυσή	黃金	χρυσός	黃金	N;NOM;FEM;SG	N
χρυσή	金色	χρυσός	金色	N;NOM;FEM;SG	N
μαθήματα	課程	μάθημα	課程	N;NOM;NEUT;PL	N
μαθήματα	類別	μάθημα	類別	N;NOM;NEUT;PL	N
μαθήματα	班級	μάθημα	班級	N;NOM;NEUT;PL	N
παραδείγματα	例子	παράδειγμα	例子	N;NOM;NEUT;PL	N
παραδείγματα	範例	παράδειγμα	範例	N;NOM;NEUT;PL	N
ηγέτης	領袖	ηγέτης	領袖	N;NOM;MASC;SG	N
πολίτες	市民	πολίτης	市民	N;NOM;MASC;PL	N
πολίτες	公民	πολίτης	公民	N;NOM;MASC;PL	N
πόδια	英尺	πόδι	英尺	N;NOM;NEUT;PL	N
πόδια	腳	πόδι	腳	N;NOM;NEUT;PL	N
πόδια	腿	πόδι	腿	N;NOM;NEUT;PL	N
πολιορκία	圍城	πολιορκία	圍城	N;NOM;FEM;SG	N
επίπεδα	關卡	επίπεδο	關卡	N;NOM;NEUT;PL	N
τηλεόραση	電視	τηλεόραση	電視	N;ACC;FEM;SG	N
τηλεόραση	電視	τηλεόραση	電視	N;ACC;FEM;SG	N
τηλεόραση	電視	τηλεόραση	電視	N;ACC;FEM;SG	N
λευκό	白	λευκός	白	N;NOM;NEUT;SG	N
λευκό	白色	λευκός	白色	N;NOM;NEUT;SG	N
μισό	半數	μισός	半數	N;NOM;NEUT;SG	N
λέξεις	詞語	λέξη	詞語	N;NOM;FEM;PL	N
λέξεις	字	λέξη	字	N;NOM;FEM;PL	N
λέξεις	詞	λέξη	詞	N;NOM;FEM;PL	N
δούκας	公爵	δούκα	公爵	N;NOM;MASC;SG	N
γωνία	角落	γωνία	角落	N;NOM;FEM;SG	N
γωνία	轉角	γωνία	轉角	N;NOM;FEM;SG	N
γωνία	角	γωνία	角	N;NOM;FEM;SG	N
γωνία	角度	γωνία	角度	N;NOM;FEM;SG	N
γωνία	角	γωνία	角	N;NOM;FEM;SG	N
κανάλι	運河	κανάλι	運河	N;NOM;NEUT;SG	N
κανάλι	頻道	κανάλι	頻道	N;NOM;NEUT;SG	N
κανάλι	海峽	κανάλι	海峽	N;NOM;NEUT;SG	N
κανάλι	通道	κανάλι	通道	N;NOM;NEUT;SG	N
γράψει	書寫	γράψει	書寫	V;PFV;NFIN;ACT	V
γράψει	撰寫	γράψει	撰寫	V;PFV;NFIN;ACT	V
γεωγραφία	地理	γεωγραφία	地理	N;NOM;FEM;SG	N
γεωγραφία	地理	γεωγραφία	地理	N;NOM;FEM;SG	N
γεωγραφία	地域	γεωγραφία	地域	N;NOM;FEM;SG	N
γεωγραφία	地理	γεωγραφία	地理	N;NOM;FEM;SG	N
ολοκληρώθηκε	完成	ολοκληρώνω	完成	V;PFV;IND;SG;3;PST;FIN;PASS	V
αγάπη	戀愛	αγάπη	戀愛	N;NOM;FEM;SG	N
αγάπη	愛情	αγάπη	愛情	N;NOM;FEM;SG	N
φτάσει	抵達	φτάνω	抵達	V;PFV;NFIN;ACT	V
φτάσει	到	φτάνω	到	V;PFV;NFIN;ACT	V
δράσης	動作	δράση	動作	N;GEN;FEM;SG	N
δράσης	行動	δράση	行動	N;GEN;FEM;SG	N
τοποθεσία	位置	τοποθεσία	位置	N;NOM;FEM;SG	N
τοποθεσία	地點	τοποθεσία	地點	N;NOM;FEM;SG	N
πλήρες	飽	πλήρης	飽	N;NOM;NEUT;SG	N
πλήρες	完整	πλήρης	完整	N;NOM;NEUT;SG	N
πλήρες	完整	πλήρης	完整	N;NOM;NEUT;SG	N
θάνατος	死神	θάνατος	死神	N;NOM;MASC;SG	N
πατρίδα	祖國	πατρίδα	祖國	N;ACC;FEM;SG	N
πατρίδα	家	πατρίδα	家	N;ACC;FEM;SG	N
πατρίδα	住家	πατρίδα	住家	N;ACC;FEM;SG	N
πατρίδα	故鄉	πατρίδα	故鄉	N;ACC;FEM;SG	N
πατρίδα	家園	πατρίδα	家園	N;ACC;FEM;SG	N
πατρίδα	祖國	πατρίδα	祖國	N;ACC;FEM;SG	N
πατρίδα	國土	πατρίδα	國土	N;ACC;FEM;SG	N
φωτογραφία	像片	φωτογραφία	像片	N;ACC;FEM;SG	N
φωτογραφία	照片	φωτογραφία	照片	N;ACC;FEM;SG	N
φωτογραφία	攝影	φωτογραφία	攝影	N;ACC;FEM;SG	N
φωτογραφία	像片	φωτογραφία	像片	N;ACC;FEM;SG	N
φωτογραφία	照片	φωτογραφία	照片	N;ACC;FEM;SG	N
φωτογραφία	照片	φωτογραφία	照片	N;ACC;FEM;SG	N
φωτογραφία	圖片	φωτογραφία	圖片	N;ACC;FEM;SG	N
κατεύθυνση	方向	κατεύθυνση	方向	N;ACC;FEM;SG	N
κόσμος	世界	κόσμος	世界	N;NOM;MASC;SG	N
κόσμος	人	κόσμος	人	N;NOM;MASC;SG	N
κόσμος	人民	κόσμος	人民	N;NOM;MASC;SG	N
δυναστεία	朝代	δυναστεία	朝代	N;NOM;FEM;SG	N
δυναστεία	王朝	δυναστεία	王朝	N;NOM;FEM;SG	N
μεταφέρθηκε	感動	μεταφέρω	感動	V;PFV;IND;SG;3;PST;FIN;PASS	V
νικητής	勝者	νικητής	勝者	N;NOM;MASC;SG	N
νικητής	贏家	νικητής	贏家	N;NOM;MASC;SG	N
όργανο	儀器	όργανο	儀器	N;NOM;NEUT;SG	N
όργανο	樂器	όργανο	樂器	N;NOM;NEUT;SG	N
όργανο	文書	όργανο	文書	N;NOM;NEUT;SG	N
όργανο	器官	όργανο	器官	N;NOM;NEUT;SG	N
όργανο	風琴	όργανο	風琴	N;NOM;NEUT;SG	N
γένος	性別	γένος	性別	N;NOM;NEUT;SG	N
γένος	屬	γένος	屬	N;NOM;NEUT;SG	N
μόνον	只	μόνο	只	ADV	ADV
παράγει	生成	παράγω	生成	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
κατασκευάστηκε	建	κατασκευάζω	建	V;PFV;IND;SG;3;PST;FIN;PASS	V
κύπελλα	杯子	κύπελλος	杯子	N;NOM;NEUT;PL	N
πλανήτη	行星	πλανήτης	行星	N;ACC;MASC;SG	N
πλανήτη	星球	πλανήτης	星球	N;ACC;MASC;SG	N
δημοσιογράφος	記者	δημοσιογράφος	記者	N;NOM;MASC;SG	N
δημοσιογράφος	記者	δημοσιογράφος	記者	N;NOM;MASC;SG	N
εξέγερση	起義	εξέγερση	起義	N;NOM;FEM;SG	N
εξέγερση	叛亂	εξέγερση	叛亂	N;NOM;FEM;SG	N
εξέγερση	起義	εξέγερση	起義	N;NOM;FEM;SG	N
εξέγερση	暴動	εξέγερση	暴動	N;NOM;FEM;SG	N
εξέγερση	暴亂	εξέγερση	暴亂	N;NOM;FEM;SG	N
εξέγερση	叛亂	εξέγερση	叛亂	N;NOM;FEM;SG	N
εξέγερση	叛逆	εξέγερση	叛逆	N;NOM;FEM;SG	N
λήξη	終	λήξη	終	N;ACC;FEM;SG	N
λήξη	結尾	λήξη	結尾	N;ACC;FEM;SG	N
αντίσταση	阻力	αντίσταση	阻力	N;ACC;FEM;SG	N
αντίσταση	電阻	αντίσταση	電阻	N;ACC;FEM;SG	N
φωτογραφίες	照片	φωτογραφία	照片	N;NOM;FEM;PL	N
φωτογραφίες	像片	φωτογραφία	像片	N;NOM;FEM;PL	N
φωτογραφίες	像片	φωτογραφία	像片	N;NOM;FEM;PL	N
φωτογραφίες	照片	φωτογραφία	照片	N;NOM;FEM;PL	N
φωτογραφίες	圖片	φωτογραφία	圖片	N;NOM;FEM;PL	N
φωτογραφίες	像片	φωτογραφία	像片	N;NOM;FEM;PL	N
φωτογραφίες	圖畫	φωτογραφία	圖畫	N;NOM;FEM;PL	N
φωτογραφίες	照片	φωτογραφία	照片	N;NOM;FEM;PL	N
έντονη	激烈	έντονος	激烈	ADJ;NOM;FEM;SG	ADJ
παίκτες	球員	παίκτης	球員	N;NOM;MASC;PL	N
παίκτες	玩家	παίκτης	玩家	N;NOM;MASC;PL	N
κύκλο	圓形	κύκλος	圓形	N;ACC;MASC;SG	N
κύκλο	圓圈	κύκλος	圓圈	N;ACC;MASC;SG	N
κύκλο	迴圈	κύκλος	迴圈	N;ACC;MASC;SG	N
κύκλο	圈	κύκλος	圈	N;ACC;MASC;SG	N
κύκλο	週期	κύκλος	週期	N;ACC;MASC;SG	N
κύκλο	迴圈	κύκλος	迴圈	N;ACC;MASC;SG	N
υλικά	物料	υλικά	物料	N;NOM;NEUT;PL	N
υλικά	材質	υλικά	材質	N;NOM;NEUT;PL	N
υλικά	材料	υλικά	材料	N;NOM;NEUT;PL	N
υλικά	物料	υλικά	物料	N;NOM;NEUT;PL	N
υλικά	材料	υλικά	材料	N;NOM;NEUT;PL	N
γνώση	知識	γνώση	知識	N;ACC;FEM;SG	N
βρήκε	找到	βρίσκω	找到	V;PFV;IND;SG;3;PST;FIN;ACT	V
βρήκε	發現	βρίσκω	發現	V;PFV;IND;SG;3;PST;FIN;ACT	V
λογοτεχνία	文獻	λογοτεχνία	文獻	N;NOM;FEM;SG	N
λογοτεχνία	文學	λογοτεχνία	文學	N;NOM;FEM;SG	N
χημεία	化學	χημείο	化學	N;NOM;FEM;SG	N
συμμαχία	聯盟	συμμαχία	聯盟	N;NOM;FEM;SG	N
συμμαχία	同盟	συμμαχία	同盟	N;NOM;FEM;SG	N
ιδέες	想法	ιδέα	想法	N;NOM;FEM;PL	N
πίνακες	油畫	πίνακα	油畫	N;NOM;MASC;PL	N
πίνακες	繪畫	πίνακα	繪畫	N;NOM;MASC;PL	N
λογαριασμό	帳號	λογαριασμός	帳號	N;ACC;MASC;SG	N
λογαριασμό	帳戶	λογαριασμός	帳戶	N;ACC;MASC;SG	N
παραγωγός	廠	παραγωγός	廠	N;NOM;MASC;SG	N
κλίμα	氣候	κλίμα	氣候	N;NOM;NEUT;SG	N
