patroli	partio	patroli	partio	N;SG	N;NOM;SG
menuduh	syyttää	mentuduh	syyttää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
tercepat	nopein	tercepat	nopea	ADJ;RL;SG	ADJ;NOM;RL;SG
tercepat	nopein	tercepat	nopea	ADJ;RL;SG	ADJ;NOM;RL;SG
melintas	ylittää	menlintas	ylittää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
alternative	vaihtoehto	alternative	vaihto#ehto	N;SG	N;NOM;SG
alternative	varajäsen	alternative	varaja	N;SG	N;NOM;SG
bijaksana	viisas	bijaksana	viisas	ADJ;SG	ADJ;NOM;SG
bijaksana	viisasta	bijaksana	viisas	ADJ;SG	ADJ;PRT;SG
dukun	shamaani	dukun	shamaani	N;SG	N;NOM;SG
ekonom	taloustieteilijä	ekonom	talous#tieteilijä	N;SG	N;NOM;SG
browser	selaimet	browser	selain	N	N;NOM;PL
browser	selaimen	browser	selain	N	N;GEN;SG
browser	selain	browser	sela	N	N;NOM;SG
parade	paraati	parade	paraati	N	N;NOM;SG
gembala	herder	gembala	herder	N;SG	N;NOM;SG
gembala	shepherd	gembala	shepherd	N;SG	N;NOM;SG
gembala	paimen	gembala	paimen	N;SG	N;NOM;SG
dominika	dominika	dominika	dominika	N	N;NOM;SG
dominika	dominica	dominika	dominica	N	N;NOM;SG
terlaris	bestseller	terlaris	bestseller	N	N;NOM;SG
demo	demo	demo	demo	N;SG	N;NOM;SG
demo	esittely	demo	esittely	N;SG	N;NOM;SG
demo	demos	demo	demos	N;SG	N;NOM;SG
panorama	panorama	panorama	panora	N;SG	N;NOM;SG
menyutradarai	ohjata	mensutradarai	ohjata	V;SG;ACT	V;SG;NFIN;ACT
siluman	stealth	siluman	stealth	N;SG	N;NOM;SG
siluman	paholainen	siluman	paholainen	N;SG	N;NOM;SG
siluman	demoni	siluman	demoni	N;SG	N;NOM;SG
siluman	demonin	siluman	demoni	N;SG	N;GEN;SG
hormat	kunnioitus	hormat	kunnioitus	N;SG	N;NOM;SG
hormat	kunnioitusta	hormat	kunnioitus	N;SG	N;PRT;SG
horizontal	vaakatasossa	horizontal	vaaka#taso	N	N;IN+ESS;SG
horizontal	vaaka	horizontal	vaaka	N	N;NOM;SG
layer	kerros	layer	kerros	N;SG	N;NOM;SG
layer	kerroksen	layer	kerros	N;SG	N;GEN;SG
layer	taso	layer	taso	N;SG	N;NOM;SG
fotografer	valokuvaaja	fotografer	valokuvaaja	N;SG	N;NOM;SG
fotografer	kuvaaja	fotografer	kuvaaja	N;SG	N;NOM;SG
skandal	skandaalin	skandal	skandaali	N;SG	N;GEN;SG
skandal	skandaali	skandal	skandaali	N;SG	N;NOM;SG
skandal	skandaali	skandal	skandaali	N;SG	N;NOM;SG
pengabdian	omistautumista	penabdian	omistautuminen	N;SG	N;PRT;SG
diperpanjang	laajennettu	diperpanjang	laajentaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diperpanjang	jatkettu	diperpanjang	jatkaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
lebah	mehiläinen	lebah	mehiläinen	N;SG	N;NOM;SG
penyatuan	yhdistymisen	pensatuan	yhdistyminen	N;SG	N;GEN;SG
penyatuan	yhdistyminen	pensatuan	yhdistyminen	N;SG	N;NOM;SG
menyesuaikan	mukauttaa	mensesuaikan	mukauttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyesuaikan	mukauttaa	mensesuaikan	mukauttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyesuaikan	säätää	mensesuaikan	säätää	V;SG;ACT	V;SG;NFIN;ACT
menyesuaikan	mukauttaa	mensesuaikan	mukauttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
buddhis	buddhalaiset	buddhis	buddhalainen	N	N;NOM;PL
berlalu	kulkee	berlalu	kulkea	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berlalu	kulunut	berlalu	kulua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
pemandian	uinti	penmandian	uinti	N;SG	N;NOM;SG
penasehat	neuvoa	pennasehat	neuvo	N;SG	N;PRT;SG
penasehat	neuvonta	pennasehat	neuvonta	N;SG	N;NOM;SG
penasehat	neuvonantaja	pennasehat	neuvon#antaja	N;SG	N;NOM;SG
penasehat	neuvonantaja	pennasehat	neuvon#antaja	N;SG	N;NOM;SG
bulanan	kuukausi	bulanan	kuu#kausi	N;SG	N;NOM;SG
ekosistem	ekosysteemin	ekosistem	ekosysteemi	N	N;GEN;SG
ekosistem	ekosysteemien	ekosistem	ekosysteemi	N	N;GEN;PL
anatomi	anatomian	anatomi	anatomia	N;SG	N;GEN;SG
diamati	havaittu	diamati	havaita	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
lucu	hassu	lucu	hassu	ADJ;SG	ADJ;NOM;SG
lucu	hassua	lucu	hassu	ADJ;SG	ADJ;PRT;SG
lucu	hauskaa	lucu	hauska	ADJ;SG	ADJ;PRT;SG
lucu	hauska	lucu	hauska	ADJ;SG	ADJ;NOM;SG
lucu	söpö	lucu	söpö	ADJ;SG	ADJ;NOM;SG
mendidik	kouluttaa	mendidik	kouluttaa	V;SG;ACT	V;IND;SG;FIN;ACT
dikutip	mainittu	dikutip	mainita	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dikutip	lainattu	dikutip	lainata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
pendahulunya	edeltäjänsä	pendahulunya	edeltäjä	N;SG	N;GEN;SG
diklasifikasikan	luokiteltu	diklasifikasikan	luokitella	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
kultur	kulttuuria	kultur	kulttuuri	N	N;PRT;SG
kultur	kulttuuri	kultur	kulttuuri	N	N;NOM;SG
kultur	kulttuurit	kultur	kulttuuri	N	N;NOM;PL
kultur	kulttuurien	kultur	kulttuuri	N	N;GEN;PL
reproduksi	lisääntyminen	reproduksi	lisääntyminen	N;SG	N;NOM;SG
reproduksi	lisääntymiseen	reproduksi	lisääntyminen	N;SG	N;IN+ALL;SG
didistribusikan	jaettu	didistribusikan	jakaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dirawat	hoidettu	dirawat	hoitaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dirawat	käsitelty	dirawat	käsitellä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
reruntuhan	rauniot	reruntuhan	raunio	N	N;NOM;PL
unicode	unicode	unicode	unicode	N	N;NOM;SG
kemakmuran	vauraus	kemakmuran	vauraus	N;SG	N;NOM;SG
kemakmuran	hyvinvointia	kemakmuran	hyvin#vointi	N;SG	N;PRT;SG
kemakmuran	vaurautta	kemakmuran	vauraus	N;SG	N;PRT;SG
kemakmuran	hyvinvointi	kemakmuran	hyvin#vointi	N;SG	N;NOM;SG
nafsu	himo	nafsu	himo	N;SG	N;NOM;SG
nafsu	ruokahalun	nafsu	ruoka#halu	N;SG	N;GEN;SG
nafsu	ruokahalu	nafsu	ruoka#halu	N;SG	N;NOM;SG
nafsu	ruokahalua	nafsu	ruoka#halu	N;SG	N;PRT;SG
asuhan	kasvatus	asuhan	kasvatus	N;SG	N;NOM;SG
etanol	etanoli	etanol	etanoli	N	N;NOM;SG
heading	nimike	heading	nimike	N	N;NOM;SG
heading	otsikot	heading	otsikko	N	N;NOM;PL
esai	essee	esai	esseä	N;SG;ACT	N;NOM;SG
manik	helmet	manik	helme	N	N;NOM;PL
manik	helmiä	manik	helmä	N	N;PRT;PL
kapas	puuvillan	kapas	puu#vilta	N;SG	N;GEN;SG
paten	patentti	paten	patentti	N;SG	N;NOM;SG
paten	patentin	paten	patentti	N;SG	N;GEN;SG
paten	patentti	paten	patentti	N;SG	N;NOM;SG
elektrik	sähköllä	elektrik	sähkö	N;SG	N;AT+ESS
;SG
elektrik	sähkö	elektrik	sähkö	N;SG	N;NOM;SG
dorongan	kannustaminen	dorongan	kannustaminen	N;SG	N;NOM;SG
dorongan	kannustusta	dorongan	kannustus	N;SG	N;PRT;SG
dorongan	työntövoima	dorongan	työ#tövoinen	N;SG	N;NOM;SG
penayangan	jakelu	pentayangan	jakelu	N;SG	N;NOM;SG
penayangan	toimitus	pentayangan	toimitus	N;SG	N;NOM;SG
perbudakan	orjuudesta	perbudakan	orjuus	N;SG	N;IN+ABL;SG
perbudakan	orjuus	perbudakan	orjuus	N;SG	N;NOM;SG
perbudakan	orjuuden	perbudakan	orjuus	N;SG	N;GEN;SG
mengabaikan	huomioimatta	menabaikan	huomio	V;SG;ACT	V;PRIV;SG;NFIN;ACT
konversi	muuntaminen	konversi	muuntaminen	N;SG	N;NOM;SG
konversi	konversio	konversi	konversio	N;SG	N;NOM;SG
konversi	muunnos	konversi	muunnos	N;SG	N;NOM;SG
sakramen	sakramentti	sakramen	sakramentti	N;SG	N;NOM;SG
botani	botany	botani	botany	N;SG	N;NOM;SG
pembicara	kaiutin	penbicara	kaiuti	N;SG	N;NOM;SG
pembicara	puhuja	penbicara	puhuja	N;SG	N;NOM;SG
pembicara	puhemies	penbicara	puhe#mies	N;SG	N;NOM;SG
pembicara	puhuja	penbicara	puhuja	N;SG	N;NOM;SG
pembicara	puhujan	penbicara	puhuja	N;SG	N;GEN;SG
intervensi	interventio	intervensi	interventio	N;SG	N;NOM;SG
intervensi	väliintuloa	intervensi	väliintulo	N;SG	N;PRT;SG
intervensi	väliintulo	intervensi	väliintulo	N;SG	N;NOM;SG
kemarau	kuivuus	kemarau	kuivuus	N;SG	N;NOM;SG
kemarau	kuivuuden	kemarau	kuivuus	N;SG	N;GEN;SG
didorong	ajettu	didorong	ajaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
didorong	ajettiin	didorong	ajaa	V;SG;PASS	V;IND;PST;FIN;PASS
didorong	kannustetaan	didorong	kannustaa	V;SG;PASS	V;IND;PRS;FIN;PASS
kuantum	quantum	kuantum	quantum	N;SG	N;NOM;SG
mekanika	mekaniikka	mekanika	mekaniikka	N;SG	N;NOM;SG
penutupan	sulkemisen	pentutupan	sulkeminen	N;SG	N;GEN;SG
penutupan	sulkeminen	pentutupan	sulkeminen	N;SG	N;NOM;SG
penutupan	päättäminen	pentutupan	päättäminen	N;SG	N;NOM;SG
penutupan	sulkeminen	pentutupan	sulkeminen	N;SG	N;NOM;SG
keanekaragaman	erilaisuus	keanekaragaman	erilaisuus	N;SG	N;NOM;SG
keanekaragaman	monimuotoisuus	keanekaragaman	monimuotoisuus	N;SG	N;NOM;SG
keanekaragaman	moninaisuus	keanekaragaman	moninaisuus	N;SG	N;NOM;SG
keanekaragaman	monimuotoisuutta	keanekaragaman	monimuotoisuus	N;SG	N;PRT;SG
rapi	siisti	rapi	siisti	ADJ;SG	ADJ;NOM;SG
rapi	siisti	rapi	siisti	ADJ;SG	ADJ;NOM;SG
kanji	kanji	kanji	kanji	N	N;NOM;SG
renovasi	remontti	renovasi	remontti	N;SG	N;NOM;SG
renovasi	remonttia	renovasi	remontti	N;SG	N;PRT;SG
renovasi	remontti	renovasi	remontti	N;SG	N;NOM;SG
renovasi	remontti	renovasi	remontti	N;SG	N;NOM;SG
renovasi	kunnostus	renovasi	kunnostus	N;SG	N;NOM;SG
dikonsumsi	kulutetaan	dikonsumsi	kuluttaa	V;SG;PASS	V;IND;PRS;FIN;PASS
dikonsumsi	nautittu	dikonsumsi	nauttia	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
investigasi	tutkimus	investigasi	tutkimus	N;SG	N;NOM;SG
investigasi	tutkinta	investigasi	tutkinta	N;SG	N;NOM;SG
deret	sarja	deret	sarja	N;SG	N;NOM;SG
takahashi	takahashi	takahashi	takahashi	N	N;NOM;SG
nopember	marraskuuta	nopember	marraskuu	N	N;PRT;SG
nopember	marraskuussa	nopember	marraskuu	N	N;IN+ESS;SG
nopember	marraskuu	nopember	marraskuu	N	N;NOM;SG
percepatan	kiihtyvyys	percepatan	kiihtyvyys	N;SG	N;NOM;SG
diusir	karkotettu	diusir	karkottaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diusir	karkotettu	diusir	karkottaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diusir	erotettu	diusir	erottaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
kader	kader	kader	kader	N;SG	N;NOM;SG
dicari	etsintäkuulutettu	dicari	etsintä#kuuluttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dicari	haluttu	dicari	haluta	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tekstil	tekstiili	tekstil	tekstiili	N;SG	N;NOM;SG
tekstil	tekstiili	tekstil	tekstiili	N;SG	N;NOM;SG
berorientasi	suuntautunut	berorientasi	suuntautua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
bereaksi	reagoi	berreaksi	reagoida	V;SG;ACT	V;IND;SG;2;PRS;FIN;ACT
bereaksi	reagoida	berreaksi	reagoida	V;SG;ACT	V;SG;NFIN;ACT
bereaksi	reagoinut	berreaksi	reagoida	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
bereaksi	reagoi	berreaksi	reagoida	V;SG;ACT	V;IND;SG;2;PRS;FIN;ACT
bereaksi	reagoida	berreaksi	reagoida	V;SG;ACT	V;SG;NFIN;ACT
diidentifikasi	tunnistettu	diidentifikasi	tunnistettu	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diidentifikasi	yksilöity	diidentifikasi	yksilöidä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
pemulihan	toipuminen	penpulihan	toipuminen	N;SG	N;NOM;SG
pemulihan	toipumista	penpulihan	toipuminen	N;SG	N;PRT;SG
pemulihan	hyödyntäminen	penpulihan	hyödyntäminen	N;SG	N;NOM;SG
pemulihan	elpymisen	penpulihan	elpyminen	N;SG	N;GEN;SG
pemulihan	palautus	penpulihan	palautus	N;SG	N;NOM;SG
pemulihan	paranemista	penpulihan	paraneminen	N;SG	N;PRT;SG
pemulihan	paraneminen	penpulihan	paraneminen	N;SG	N;NOM;SG
pemulihan	parantuminen	penpulihan	parantuminen	N;SG	N;NOM;SG
pemulihan	parannus	penpulihan	parannus	N;SG	N;NOM;SG
katalog	luettelot	katalog	luettelo	N	N;NOM;PL
katalog	luetteloita	katalog	luettelo	N	N;PRT;PL
artistik	taiteellinen	artistik	taiteellinen	ADJ;SG	ADJ;NOM;SG
pemusik	muusikko	penmusik	muusikko	N;SG	N;NOM;SG
diputuskan	päätettiin	diputuskan	päättää	V;SG;PASS	V;IND;PST;FIN;PASS
diputuskan	päätetty	diputuskan	päättää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
kejam	häikäilemätön	kejam	häikäilemätön	ADJ;SG	ADJ;NOM;SG
kejam	armoton	kejam	armoton	ADJ;SG	ADJ;NOM;SG
kejam	julma	kejam	julma	ADJ;SG	ADJ;NOM;SG
kejam	julmaa	kejam	julma	ADJ;SG	ADJ;PRT;SG
kejam	julman	kejam	julma	ADJ;SG	ADJ;GEN;SG
menanyakan	tiedustella	mentanyakan	tiedustella	V;SG;ACT	V;SG;NFIN;ACT
menanyakan	kysyy	mentanyakan	kysyä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mantra	mantra	mantra	mantra	N	N;NOM;SG
mantra	loitsu	mantra	loitsua	N	N;NOM;SG
mantra	loitsu	mantra	loitsua	N	N;NOM;SG
logistik	logistiikka	logistik	logistiikka	N	N;NOM;SG
kegelapan	pimeyttä	kegelapan	pimeys	N;SG	N;PRT;SG
kegelapan	pimeys	kegelapan	pimeys	N;SG	N;NOM;SG
kegelapan	pimeyden	kegelapan	pimeys	N;SG	N;GEN;SG
reporter	lehtimies	reporter	lehti#mies	N;SG	N;NOM;SG
reporter	toimittaja	reporter	toimittaja	N;SG	N;NOM;SG
reporter	reportteri	reporter	reportteri	N;SG	N;NOM;SG
dikelompokkan	ryhmitelty	dikelompokkan	ryhmitellä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
parit	ojaan	parit	oja	N;SG	N;IN+ALL;SG
parit	trench	parit	trench	N;SG	N;NOM;SG
parit	vallihauta	parit	valli#hauta	N;SG	N;NOM;SG
registrasi	ilmoittautuminen	registrasi	ilmoittautuminen	N	N;NOM;SG
registrasi	rekisteröinti	registrasi	rekisteröinti	N	N;NOM;SG
registrasi	rekisteröinnin	registrasi	rekisteröinti	N	N;GEN;SG
debat	keskustelua	debat	keskustelu	N;SG	N;PRT;SG
debat	väittely	debat	väittely	N;SG	N;NOM;SG
debat	keskustelu	debat	keskustelu	N;SG	N;NOM;SG
motogp	motogp	motogp	motogp	N;SG	N;NOM;SG
kemiripan	kaksoisolento	kemiripan	kaksois#olento	N;SG	N;NOM;SG
kemiripan	samankaltaisuus	kemiripan	samankaltaisuus	N;SG	N;NOM;SG
pemancar	lähettimen	penpancar	lähettin	N;SG	N;GEN;SG
teolog	teologi	teolog	teologi	N;SG	N;NOM;SG
opsi	vaihtoehto	opsi	vaihto#ehto	N;SG	N;NOM;SG
dimodifikasi	muunnettu	dimodifikasi	muuntaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dimodifikasi	muutettu	dimodifikasi	muuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dimodifikasi	muokattu	dimodifikasi	muokata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diperkuat	vahvistettu	diperkuat	vahvistaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
isteri	vaimon	isteri	vaimo	N;SG	N;GEN;SG
isteri	vaimolla	isteri	vaimo	N;SG	N;AT+ESS
;SG
isteri	vaimo	isteri	vaimo	N;SG	N;NOM;SG
isteri	vaimoa	isteri	vaimo	N;SG	N;PRT;SG
akustik	akustiikka	akustik	akustiikka	N;SG	N;NOM;SG
inisiatif	aloite	inisiatif	aloite	N;SG	N;NOM;SG
inisiatif	aloitteen	inisiatif	aloite	N;SG	N;GEN;SG
terusan	canal	terusan	canal	N;SG	N;NOM;SG
terusan	kanava	terusan	kanava	N;SG	N;NOM;SG
terusan	kanavan	terusan	kanava	N;SG	N;GEN;SG
umpan	rehun	umpan	rehu	N;SG	N;GEN;SG
umpan	syöte	umpan	syöte	N;SG	N;NOM;SG
umpan	rehua	umpan	rehu	N;SG	N;PRT;SG
umpan	rehu	umpan	rehu	N;SG	N;NOM;SG
umpan	syötteen	umpan	syöde	N;SG	N;GEN;SG
umpan	syöttinä	umpan	syödti	N;SG	N;FRML;SG
tengkorak	kallo	tengkorak	kallo	N;SG	N;NOM;SG
tengkorak	kallon	tengkorak	kallo	N;SG	N;GEN;SG
kemasan	pakkaus	kemasan	pakkaus	N;SG	N;NOM;SG
kemasan	pakkaaminen	kemasan	pakkaaminen	N;SG	N;NOM;SG
kemasan	pakkaaminen	kemasan	pakkaaminen	N;SG	N;NOM;SG
selebriti	julkkis	selebriti	julkkis	N	N;NOM;SG
selebriti	julkkiksia	selebriti	julkkis	N	N;PRT;PL
bidadari	enkeli	bidadari	enkeli	N;SG	N;NOM;SG
perhiasan	koru	perhiasan	koru	N;SG	N;NOM;SG
perhiasan	koru	perhiasan	koru	N;SG	N;NOM;SG
dikurangi	alennettu	dikurangi	alentaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dikurangi	vähennetty	dikurangi	vähentää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
kehakiman	oikeuslaitos	kehakiman	oikeus#laitos	N;SG	N;NOM;SG
kehakiman	oikeuslaitoksen	kehakiman	oikeus#laitos	N;SG	N;GEN;SG
memancing	kalastaa	menpancing	kalastaa	V;SG;ACT	V;SG;NFIN;ACT
perspektif	näkökulma	perspektif	näkö#kulma	N;SG	N;NOM;SG
progresif	asteittainen	progresif	asteittainen	ADJ;SG	ADJ;NOM;SG
perkusi	lyömäsoittimet	perkusi	lyömäsoitin	N	N;NOM;PL
penata	stylisti	pentata	stylisti	N;SG	N;NOM;SG
penanaman	istutus	pentanaman	istutus	N;SG	N;NOM;SG
penanaman	viljely	pentanaman	viljely	N;SG	N;NOM;SG
penanaman	viljelyä	pentanaman	viljely	N;SG	N;PRT;SG
penanaman	viljelyyn	pentanaman	viljely	N;SG	N;IN+ALL;SG
penanaman	viljelyn	pentanaman	viljely	N;SG	N;GEN;SG
dibayar	maksettu	dibayar	maksaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dinamika	dynamiikka	dinamika	dynamiikka	N	N;NOM;SG
dinamika	dynamiikkaa	dinamika	dynamiikka	N	N;PRT;SG
ronde	erä	ronde	erä	N	N;NOM;SG
ronde	kierros	ronde	kierros	N	N;NOM;SG
bak	bak	bak	bak	N;SG	N;NOM;SG
mengindikasikan	ilmaisee	menindikasikan	ilmaista	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berkomentar	kommentoinut	berkomentar	kommentoida	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berkomentar	kommentoi	berkomentar	kommentoida	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menyertakan	sisällytetty	menyertakan	sisällyttää	V	V;NOM;SG;V.PTCP;PASS
menyertakan	sisältyy	menyertakan	sisältyä	V	V;IND;SG;3;PRS;FIN;ACT
menyertakan	sisältää	menyertakan	sisältää	V	V;IND;SG;3;PRS;FIN;ACT
wajar	kohtuullinen	wajar	kohtuullinen	ADJ;SG	ADJ;NOM;SG
wajar	kohtuullisen	wajar	kohtuullinen	ADJ;SG	ADJ;GEN;SG
wajar	kohtuullista	wajar	kohtuullinen	ADJ;SG	ADJ;PRT;SG
wajar	järkevä	wajar	järkevä	ADJ;SG	ADJ;NOM;SG
akademis	akateemisen	akademis	akateeminen	ADJ;SG	ADJ;GEN;SG
akademis	akateeminen	akademis	akateeminen	ADJ;SG	ADJ;NOM;SG
peralihan	siirtyminen	peralihan	siirtyminen	N;SG	N;NOM;SG
peralihan	siirtymä	peralihan	siirtymä	N;SG	N;NOM;SG
ubah	muokata	ubah	muokata	V;SG;ACT	V;SG;NFIN;ACT
ubah	vaihda	ubah	vaihda	V;SG;ACT	V;IMP;SG;2;FIN;ACT
ubah	muuttaa	ubah	muuttaa	V;SG;ACT	V;SG;NFIN;ACT
pemanasan	lämmitys	penpanasan	lämmitys	N;SG	N;NOM;SG
pemanasan	lämpeneminen	penpanasan	lämpeneminen	N;SG	N;NOM;SG
dieksekusi	toteutettu	dieksekusi	toteuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dieksekusi	teloitettiin	dieksekusi	teloittaa	V;SG;PASS	V;IND;PST;FIN;PASS
kawat	lanka	kawat	lanka	N;SG	N;NOM;SG
persepsi	näkemys	persepsi	näkemys	N;SG	N;NOM;SG
persepsi	käsitys	persepsi	käsitys	N;SG	N;NOM;SG
disepakati	sovittu	disepakati	sopia	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
kaset	kasetti	kaset	kasettaa	N	N;NOM;SG
kaset	kasetteja	kaset	kasetti	N	N;PRT;PL
kaset	nauhat	kaset	nauha	N	N;NOM;PL
kaset	nauhoja	kaset	nauha	N	N;PRT;PL
biarawan	munkin	biarawan	minä	N	N;GEN;SG
biarawan	munkki	biarawan	munkki	N	N;NOM;SG
biarawan	munkkeja	biarawan	munkki	N	N;PRT;PL
biarawan	munkit	biarawan	munki	N	N;NOM;PL
biarawan	munkkien	biarawan	munkki	N	N;GEN;PL
dipecat	erotettu	dipecat	erottaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
pemberi	antaja	penberi	antaja	N;SG	N;NOM;SG
memulihkan	toipumassa	menpulihkan	toipua	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
memulihkan	palauttaa	menpulihkan	palauttaa	V;SG;ACT	V;IND;SG;FIN;ACT
memulihkan	palauta	menpulihkan	palauttaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
memulihkan	palauttaa	menpulihkan	palauttaa	V;SG;ACT	V;IND;SG;FIN;ACT
pemindahan	siirtymä	penpindahan	siirtymä	N;SG	N;NOM;SG
bing	bing	bing	bing	N	N;NOM;SG
nampak	näkyvä	nampak	näkyä	V	V;NOM;SG;V.PTCP;ACT
nampak	näkyvissä	nampak	näkyä	V	V;IN+ESS;PL;V.PTCP;ACT
nampak	näkyy	nampak	näkyä	V	V;IND;SG;3;PRS;FIN;ACT
nampak	näkyvät	nampak	näkyä	V	V;IND;PL;3;PRS;FIN;ACT
bubuk	jauhe	bubuk	jauhe	N;SG	N;NOM;SG
pembacaan	lukema	penbacaan	lukema	N;SG	N;NOM;SG
pembacaan	käsittelyssä	penbacaan	käsittely	N;SG	N;IN+ESS;SG
pembacaan	lukeminen	penbacaan	lukeminen	N;SG	N;NOM;SG
pembacaan	lukemista	penbacaan	lukema	N;SG	N;PRT;SG
keperawatan	sairaanhoitaja	keperawatan	sairaan#hoitaja	N;SG	N;NOM;SG
keperawatan	sairaanhoito	keperawatan	sairaan#hoito	N;SG	N;NOM;SG
itunes	itunes	itunes	itunes	N;SG	N;NOM;SG
jurnalistik	journalismia	jurnalistik	journalismi	N;SG	N;PRT;SG
kelinci	hare	kelinci	hare	N	N;NOM;SG
kelinci	jänis	kelinci	jänis	N	N;NOM;SG
kelinci	kaneja	kelinci	kaneja	N	N;PRT;PL
kelinci	pupu	kelinci	pupu	N	N;NOM;SG
kelinci	jänis	kelinci	jänis	N	N;NOM;SG
kelinci	rabbit	kelinci	rabbit	N	N;NOM;SG
kelinci	kani	kelinci	kani	N	N;NOM;SG
nasionalisme	nationalismi	nasionalisme	nationalismi	N;SG	N;NOM;SG
implementasi	toteuttaminen	implementasi	toteuttaminen	N;SG	N;NOM;SG
implementasi	täytäntöönpanon	implementasi	täytäntöönpano	N;SG	N;GEN;SG
implementasi	täytäntöönpanoa	implementasi	täytäntöönpano	N;SG	N;PRT;SG
implementasi	täytäntöönpano	implementasi	täytäntöönpano	N;SG	N;NOM;SG
implementasi	toteutus	implementasi	toteutus	N;SG	N;NOM;SG
penempatan	sijoittelu	pentempatan	sijoittelu	N;SG	N;NOM;SG
terkuat	vahvin	terkuat	vahva	ADJ;RL;SG	ADJ;NOM;RL;SG
terkuat	voimakkain	terkuat	voimakkain	ADJ;RL;SG	ADJ;NOM;RL;SG
terpencil	syrjäinen	terpencil	syrjäinen	ADJ;SG	ADJ;NOM;SG
katak	konna	katak	konna	N;SG	N;NOM;SG
katak	rupikonna	katak	rupikko	N;SG	N;NOM;SG
katak	sammakon	katak	sammakko	N;SG	N;GEN;SG
katak	sammakko	katak	sammakko	N;SG	N;NOM;SG
menghukum	rankaisee	menhukum	rankaista	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menghukum	rangaista	menhukum	rangainen	V;SG;ACT	V;SG;NFIN;ACT
imigrasi	maahanmuuttoa	imigrasi	maahanmuutto	N;SG	N;PRT;SG
imigrasi	maahanmuutto	imigrasi	maahanmuutto	N;SG	N;NOM;SG
imigrasi	maahanmuuton	imigrasi	maahanmuutto	N;SG	N;GEN;SG
prototipe	prototyyppi	prototipe	proto#tyyppi	N;SG	N;NOM;SG
subyek	aiheet	subyek	aihe	N	N;NOM;PL
subyek	aiheita	subyek	aihe	N	N;PRT;PL
subyek	kohteet	subyek	kohde	N	N;NOM;PL
subyek	aihe	subyek	aihe	N	N;NOM;SG
subyek	kohde	subyek	kohde	N	N;NOM;SG
sukarela	vapaaehtoistyö	sukarela	vapaa#ehtois#työ	N;SG	N;NOM;SG
sukarela	vapaaehtoistyötä	sukarela	vapaa#ehtois#työ	N;SG	N;PRT;SG
kolektif	kollektiivinen	kolektif	kollektiivinen	ADJ	ADJ;NOM;SG
dynamo	dynamo	dynamo	dynamo	N;SG	N;NOM;SG
ester	esteri	ester	esteri	N	N;NOM;SG
nyonya	rouva	nyonya	rouva	N	N;NOM;SG
