후드	гуд	후드	гуд		
결제	платежи	결제	платеж	N	N;INAN;NOM;MASC;PL
결제	выплаты	결제	выплата	N	N;INAN;NOM;FEM;PL
아름답다	красивые	아름답+다	красивый	ADJ	ADJ;NOM;PL
아름답다	красивая	아름답+다	красивый	ADJ	ADJ;NOM;FEM;SG
역설	парадокс	역설	парадокс	N	N;INAN;NOM;MASC;SG
역설	парадоксы	역설	парадокс	N	N;INAN;NOM;MASC;PL
폐기물	отходы	폐기물	отходы	N	N;INAN;NOM;MASC;PL
폐기물	отходов	폐기물	отходы	N	N;INAN;GEN;MASC;PL
폐기물	отходы	폐기물	отходы	N	N;INAN;NOM;MASC;PL
호위함	фрегат	호위+하+ㅁ	фрегат	N	N;INAN;NOM;MASC;SG
눈물이	слёзы	눈물+이	слеза	N	N;INAN;NOM;FEM;PL
눈물이	слезы	눈물+이	слеза	N	N;INAN;NOM;FEM;PL
의사소통	связь	의사+소통	связь	N	N;INAN;NOM;FEM;SG
의사소통	коммуникация	의사+소통	коммуникация	N	N;INAN;NOM;FEM;SG
의사소통	общение	의사+소통	общение	N	N;INAN;NOM;NEUT;SG
충전	обвинение	충전	обвинение	N	N;INAN;NOM;NEUT;SG
충전	заряд	충전	заряд	N	N;INAN;NOM;MASC;SG
전세	уставе	전세	устав	N	N;INAN;ESS;MASC;SG
전세	хартия	전세	хартия	N	N;INAN;NOM;FEM;SG
전세	устав	전세	устав	N	N;INAN;NOM;MASC;SG
터빈	турбина	터빈	турбина	N	N;INAN;NOM;FEM;SG
터빈	турбины	터빈	турбина	N	N;INAN;NOM;FEM;PL
사슴	олень	사슴	олень	N	N;ANIM;NOM;MASC;SG
기독교인	христиане	기독교인	христианин	N	N;ANIM;NOM;MASC;PL
기독교인	христиан	기독교인	христианин	N	N;ANIM;GEN;MASC;PL
존경하는	уважают	존경+하+는	уважать	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
존경하는	уважаемый	존경+하+는	уважаемый	V	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
존경하는	уважали	존경+하+는	уважать	V	V;IPFV;IND;PL;PST;FIN;ACT
반박	опровержение	반박	опровержение	N	N;INAN;NOM;NEUT;SG
하모니카	гармошка	하모니카	гармошка	N	N;INAN;NOM;FEM;SG
쓸데없는	бесполезна	쓸데없+는	бесполезный	ADJ	ADJ;FEM;SG
쓸데없는	бесполезный	쓸데없+는	бесполезный	ADJ	ADJ;NOM;MASC;SG
쓸데없는	бесполезно	쓸데없+는	бесполезный	ADJ	ADJ;NEUT;SG
쓸데없는	бесполезен	쓸데없+는	бесполезный	ADJ	ADJ;MASC;SG
브룩스	брук	브룩스	брук		
나뭇잎	листья	나뭇잎	лист	N	N;INAN;NOM;MASC;PL
나뭇잎	листьев	나뭇잎	лист	N	N;INAN;GEN;MASC;PL
나뭇잎	лист	나뭇잎	лист	N	N;INAN;NOM;MASC;SG
팟캐스트	подкаст	팟캐스트	подкасть	N	N;INAN;NOM;MASC;SG
팟캐스트	подкасты	팟캐스트	подкаст	N	N;INAN;NOM;MASC;PL
관습	таможня	관습	таможня	N	N;INAN;NOM;FEM;SG
부상당한	ранены	부상+당하+ㄴ	ранить	V	V;PFV;PL;PST;V.PTCP;PASS
부상당한	ранен	부상+당하+ㄴ	ранить	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
페널티	наказание	페널티	наказание	N	N;INAN;NOM;NEUT;SG
합금	сплав	합금	сплав	N	N;INAN;NOM;MASC;SG
합금	сплавы	합금	сплав	N	N;INAN;NOM;MASC;PL
케이시	кэйси	케이시	кэйси		
수사관	следователей	수사관	следователь	N	N;ANIM;GEN;MASC;PL
수사관	следователи	수사관	следователь	N	N;ANIM;NOM;MASC;PL
우회	крюк	우회	крюк	N	N;INAN;NOM;MASC;SG
우회	обход	우회	обход	N	N;INAN;NOM;MASC;SG
죄수	заключенных	죄수	заключенный	N	N;ANIM;GEN;MASC;PL
죄수	заключенные	죄수	заключенный	N	N;ANIM;NOM;MASC;PL
기증	пожертвование	기증	пожертвование	N	N;INAN;NOM;NEUT;SG
기증	пожертвования	기증	пожертвование	N	N;INAN;NOM;NEUT;PL
맬컴	малкольм	맬컴	малкольм	N	N;ANIM;NOM;MASC;SG
맬컴	малькольм	맬컴	малькольм	N	N;ANIM;NOM;MASC;SG
패킷	пакеты	패킷	пакет	N	N;INAN;NOM;MASC;PL
패킷	пакет	패킷	пакет	N	N;INAN;NOM;MASC;SG
아카기	акаги	아카기	акаг		
공학자	инженер	공학자	инженер	N	N;ANIM;NOM;MASC;SG
서킷	цепь	서킷	цепь	N	N;INAN;NOM;FEM;SG
결정하기	решите	결정+하+기	решить	V	V;PFV;IMP;PL;2;FIN;ACT
결정하기	решить	결정+하+기	решить	V	V;PFV;NFIN;ACT
침묵	молчание	침묵	молчание	N	N;INAN;NOM;NEUT;SG
침묵	молчание	침묵	молчание	N	N;INAN;NOM;NEUT;SG
침묵	тишину	침묵	тишина	N	N;INAN;ACC;FEM;SG
침묵	тишина	침묵	тишина	N	N;INAN;NOM;FEM;SG
중성	нейтралитет	중성	нейтралитет	N	N;INAN;NOM;MASC;SG
부등식	неравенства	부등식	неравенство	N	N;INAN;NOM;NEUT;PL
부등식	неравенство	부등식	неравенство	N	N;INAN;NOM;NEUT;SG
여자들	женщины	여자+들	женщина	N	N;ANIM;NOM;FEM;PL
여자들	женщин	여자+들	женщина	N	N;ANIM;GEN;FEM;PL
융합	синтез	융합	синтез	N	N;INAN;NOM;MASC;SG
비틀즈	битлз	비틀즈	битьза	N	N;INAN;NOM;MASC;SG
장화	ботинки	장화	ботинок	N	N;INAN;NOM;MASC;PL
장화	сапоги	장화	сапог	N	N;INAN;NOM;MASC;PL
공구	инструмент	공구	инструмент	N	N;INAN;NOM;MASC;SG
일자리	вакансии	일자리	вакансия	N	N;INAN;NOM;FEM;PL
아바타	аватар	아바타	аватар	N	N;INAN;NOM;MASC;SG
맥도널드	макдональд	맥도널드	макдональд	N	N;ANIM;NOM;MASC;SG
맥도널드	макдональд	맥도널드	макдональд	N	N;ANIM;NOM;MASC;SG
마늘	чеснок	마늘	чеснок	N	N;INAN;NOM;MASC;SG
유머	юмор	유머	юмор	N	N;INAN;NOM;MASC;SG
유머	юмор	유머	юмор	N	N;INAN;NOM;MASC;SG
빙하	ледников	빙하	ледник	N	N;INAN;GEN;MASC;PL
듀엣	дуэт	듀엣	дуэт	N	N;INAN;NOM;MASC;SG
발광	люминесценция	발광	люминесценция	N	N;INAN;NOM;FEM;SG
빈곤	бедность	빈곤	бедность	N	N;INAN;NOM;FEM;SG
빈곤	бедности	빈곤	бедность	N	N;INAN;NOM;FEM;SG
빈곤	нищета	빈곤	нищета	N	N;INAN;NOM;FEM;SG
빈곤	нищету	빈곤	нищета	N	N;INAN;ACC;FEM;SG
생태계	экосистем	생태계	экосистема	N	N;INAN;GEN;FEM;PL
생태계	экосистемы	생태계	экосистема	N	N;INAN;NOM;FEM;PL
생태계	экосистемы	생태계	экосистема	N	N;INAN;NOM;FEM;PL
생태계	экосистем	생태계	экосистема	N	N;INAN;GEN;FEM;PL
듀티	долг	듀티	долг	N	N;INAN;NOM;MASC;SG
듀티	обязанность	듀티	обязанность	N	N;INAN;NOM;FEM;SG
무작위	случайности	무작위	случайность	N	N;INAN;NOM;FEM;PL
무작위	случайность	무작위	случайность	N	N;INAN;NOM;FEM;SG
보손	бозоны	보손	бозон	N	N;INAN;NOM;MASC;PL
서스펜션	приостановление	서스펜션	приостановление	N	N;INAN;NOM;NEUT;SG
투자가	инвестор	투자+가	инвестор	N	N;ANIM;NOM;MASC;SG
투자가	инвесторов	투자+가	инвестор	N	N;ANIM;GEN;MASC;PL
퇴장	выброса	퇴장	выброс	N	N;INAN;GEN;MASC;SG
퇴장	выброс	퇴장	выброс	N	N;INAN;NOM;MASC;SG
각도	угол	각도	угол	N	N;INAN;NOM;MASC;SG
습지	марш	습지	марш	N	N;INAN;NOM;MASC;SG
아들들	сыны	아들+들	сын	N	N;ANIM;NOM;MASC;PL
아들들	сыновей	아들+들	сын	N	N;ANIM;GEN;MASC;PL
아들들	сыновья	아들+들	сыновье	N	N;ANIM;NOM;MASC;PL
구두	обуви	구두	обувь	N	N;INAN;NOM;FEM;SG
구두	обувь	구두	обувь	N	N;INAN;NOM;FEM;SG
구두	ботинок	구두	ботинок	N	N;INAN;NOM;MASC;SG
점화	зажигания	점화	зажигание	N	N;INAN;NOM;NEUT;PL
마스터스	мастерс	마스터스	мастерс	N	N;INAN;NOM;MASC;SG
마스터스	мастера	마스터스	мастер	N	N;ANIM;NOM;MASC;PL
마스터스	хозяева	마스터스	хозяин	N	N;ANIM;NOM;MASC;PL
마스터스	мастер	마스터스	мастер	N	N;ANIM;NOM;MASC;SG
마스터스	хозяин	마스터스	хозяин	N	N;ANIM;NOM;MASC;SG
토양	почва	토양	почва	N	N;INAN;NOM;FEM;SG
토양	почвы	토양	почва	N	N;INAN;NOM;FEM;PL
신념	вере	신념	вера	N	N;INAN;DAT;FEM;SG
신념	веру	신념	вера	N	N;INAN;ACC;FEM;SG
신념	вера	신념	вера	N	N;INAN;NOM;FEM;SG
신념	убеждения	신념	убеждение	N	N;INAN;NOM;NEUT;PL
신념	убеждений	신념	убеждение	N	N;INAN;GEN;NEUT;PL
신념	вера	신념	вера	N	N;INAN;NOM;FEM;SG
변조	модуляция	변조	модуляция	N	N;INAN;NOM;FEM;SG
복음	евангелие	복음	евангелие	N	N;INAN;NOM;NEUT;SG
복음	руководство	복음	руководство	N	N;INAN;NOM;NEUT;SG
우표	марка	우표	марка	N	N;INAN;NOM;FEM;SG
우표	марки	우표	марка	N	N;INAN;NOM;FEM;PL
조앤	джоан	조앤	джоан	N	N;ANIM;NOM;FEM;SG
이온화	ионизации	이온화	ионизация	N	N;INAN;NOM;FEM;PL
저수지	водохранилищ	저수+지	водохранилище	N	N;INAN;GEN;NEUT;PL
저수지	водохранилище	저수+지	водохранилище	N	N;INAN;NOM;NEUT;SG
관리하기	управлять	관리+하+기	управлять	V	V;IPFV;NFIN;ACT
인터럽트	прерывание	인터럽트	прерывание	N	N;INAN;NOM;NEUT;SG
인터럽트	прерывание	인터럽트	прерывание	N	N;INAN;NOM;NEUT;SG
인터럽트	прерывания	인터럽트	прерывание	N	N;INAN;NOM;NEUT;PL
인디애나폴리스	индианаполис	인디애나폴리스	индианаполис	N	N;INAN;NOM;MASC;SG
반영	отражение	반영	отражение	N	N;INAN;NOM;NEUT;SG
미화	usd	미화	usd		
전시관	выставки	전시관	выставка	N	N;INAN;NOM;FEM;PL
전시관	выставка	전시관	выставка	N	N;INAN;NOM;FEM;SG
공습	авиаудара	공습	авиаудар	N	N;INAN;GEN;MASC;SG
암살자	убийц	암살자	убийца	N	N;ANIM;GEN;MASC;PL
암살자	убийцы	암살자	убийца	N	N;ANIM;NOM;MASC;PL
암살자	убийца	암살자	убийца	N	N;ANIM;NOM;MASC;SG
시아파	шиитов	시아파	шиит	N	N;ANIM;GEN;MASC;PL
아나키즘	анархизм	아나키즘	анархизм	N	N;INAN;NOM;MASC;SG
오자키	одзаки	오자키	одзак		
뉴펀들랜드	ньюфаундленд	뉴펀들랜드	ньюфаундленд	N	N;INAN;NOM;MASC;SG
헌장	уставе	헌장	устав	N	N;INAN;ESS;MASC;SG
헌장	хартия	헌장	хартия	N	N;INAN;NOM;FEM;SG
헌장	устав	헌장	устав	N	N;INAN;NOM;MASC;SG
클러스터	скопление	클러스터	скопление	N	N;INAN;NOM;NEUT;SG
프록시	прокси	프록시	прокси	N	N;INAN;NOM;MASC;SG
프록시	прокси	프록시	прокси	N	N;INAN;NOM;MASC;SG
핵분열	деление	핵분열	деление	N	N;INAN;NOM;NEUT;SG
핵분열	деления	핵분열	деление	N	N;INAN;NOM;NEUT;PL
궁수자리	стрелец	궁수+자리	стрелец	N	N;ANIM;NOM;MASC;SG
시편	псалом	시편	псал	N	N;INAN;INS;MASC;SG
시편	псалмы	시편	псалма	N	N;INAN;NOM;MASC;PL
서식	форматирование	서식	форматирование	N	N;INAN;NOM;NEUT;SG
산책	прогулка	산책	прогулка	N	N;INAN;NOM;FEM;SG
추첨	ничья	추첨	ничья	N	N;INAN;NOM;FEM;SG
미학	эстетика	미학	эстетика	N	N;INAN;NOM;FEM;SG
물품	товары	물품	товар	N	N;INAN;NOM;MASC;PL
물품	товаров	물품	товар	N	N;INAN;GEN;MASC;PL
물품	грузы	물품	груз	N	N;INAN;NOM;MASC;PL
물품	товар	물품	товар	N	N;INAN;NOM;MASC;SG
그리기	рисовать	그리+기	рисовать	V	V;IPFV;NFIN;ACT
그리기	привлечь	그리+기	привлечь	V	V;PFV;NFIN;ACT
그리기	нарисовать	그리+기	нарисовать	V	V;PFV;NFIN;ACT
용품	поставок	용품	поставка	N	N;INAN;GEN;FEM;PL
용품	поставки	용품	поставка	N	N;INAN;NOM;FEM;PL
마술	колдовство	마술	колдовство	N	N;INAN;NOM;NEUT;SG
마술	волшебство	마술	волшебство	N	N;INAN;NOM;NEUT;SG
마술	магия	마술	магия	N	N;INAN;NOM;FEM;SG
부담	бремя	부담	бремя	N	N;INAN;NOM;NEUT;SG
바리톤	баритон	바리톤	баритон	N	N;ANIM;NOM;MASC;SG
강조	упор	강조	упор	N	N;INAN;NOM;MASC;SG
강조	акцент	강조	акцент	N	N;INAN;NOM;MASC;SG
강조	интенсивность	강조	интенсивность	N	N;INAN;NOM;FEM;SG
강조	интенсивности	강조	интенсивность	N	N;INAN;NOM;FEM;SG
탐구	расследований	탐구	расследование	N	N;INAN;GEN;NEUT;PL
탐구	расследования	탐구	расследование	N	N;INAN;NOM;NEUT;PL
탐구	расследование	탐구	расследование	N	N;INAN;NOM;NEUT;SG
수염	бороды	수염	борода	N	N;INAN;NOM;FEM;PL
수염	борода	수염	борода	N	N;INAN;NOM;FEM;SG
수염	бороды	수염	борода	N	N;INAN;NOM;FEM;PL
수염	бороду	수염	борода	N	N;INAN;ACC;FEM;SG
본질	сущность	본질	сущность	N	N;INAN;NOM;FEM;SG
본질	суть	본질	суть	N	N;INAN;NOM;FEM;SG
매뉴얼	руководство	매뉴얼	руководство	N	N;INAN;NOM;NEUT;SG
안전성	безопасность	안전성	безопасность	N	N;INAN;NOM;FEM;SG
예매	бронирование	예매	бронирование	N	N;INAN;NOM;NEUT;SG
볼링	боулинг	볼링	боулинг	N	N;INAN;NOM;MASC;SG
향수	ностальгия	향수	ностальгия	N	N;INAN;NOM;FEM;SG
향수	ностальгия	향수	ностальгия	N	N;INAN;NOM;FEM;SG
향수	аромат	향수	аромат	N	N;INAN;NOM;MASC;SG
향수	духи	향수	дух	N	N;INAN;NOM;MASC;PL
국민투표	референдум	국민투표	референдум	N	N;INAN;NOM;MASC;SG
수니파	суннитов	수니파	суннит	N	N;ANIM;GEN;MASC;PL
술집	пабов	술집	паб	N	N;INAN;GEN;MASC;PL
술집	паб	술집	паб	N	N;INAN;NOM;MASC;SG
부관	заместитель	부관	заместитель	N	N;ANIM;NOM;MASC;SG
사카타	саката	사카타	сакат		
신탁	доверие	신탁	доверие	N	N;INAN;NOM;NEUT;SG
웍스	вок	웍스	вок		
칙령	указ	칙령	указ	N	N;INAN;NOM;MASC;SG
상어	акул	상어	акул	N	N;ANIM;GEN;MASC;PL
상어	акулы	상어	акула	N	N;ANIM;NOM;FEM;PL
상어	акула	상어	акул	N	N;ANIM;NOM;FEM;SG
상어	акулы	상어	акула	N	N;ANIM;NOM;FEM;PL
근로자	трудящиеся	근로자	трудящийся	N	N;ANIM;NOM;MASC;PL
근로자	работники	근로자	работник	N	N;ANIM;NOM;MASC;PL
근로자	рабочие	근로자	рабочий	N	N;ANIM;NOM;MASC;PL
근로자	работников	근로자	работник	N	N;ANIM;GEN;MASC;PL
근로자	трудящихся	근로자	трудящийся	N	N;ANIM;GEN;MASC;PL
근로자	работник	근로자	работник	N	N;ANIM;NOM;MASC;SG
응답	ответы	응답	ответ	N	N;INAN;NOM;MASC;PL
응답	ответы	응답	ответ	N	N;INAN;NOM;MASC;PL
응답	ответ	응답	ответ	N	N;INAN;NOM;MASC;SG
응답	ответ	응답	ответ	N	N;INAN;NOM;MASC;SG
응답	реагирование	응답	реагирование	N	N;INAN;NOM;NEUT;SG
응답	реакция	응답	реакция	N	N;INAN;NOM;FEM;SG
응답	ответ	응답	ответ	N	N;INAN;NOM;MASC;SG
저널리즘	журналистики	저널리즘	журналистика	N	N;INAN;NOM;FEM;PL
텅스텐	вольфрам	텅스텐	вольфр	N	N;INAN;NOM;MASC;SG
앵글로	англо	앵글+로	англо	ADV	ADV
이륙	взлета	이륙	взлет	N	N;INAN;GEN;MASC;SG
등대	маяк	등대	маяк	N	N;INAN;NOM;MASC;SG
던지기	бросать	던지기	бросать	V	V;IPFV;NFIN;ACT
던지기	бросить	던지기	бросить	V	V;PFV;NFIN;ACT
통계학	статистика	통계학	статистика	N	N;INAN;NOM;FEM;SG
혐오	отвращения	혐오	отвращение	N	N;INAN;GEN;NEUT;SG
혐오	отвращение	혐오	отвращение	N	N;INAN;NOM;NEUT;SG
혐오	ненависть	혐오	ненависть	N	N;INAN;NOM;FEM;SG
혐오	ненависть	혐오	ненависть	N	N;INAN;NOM;FEM;SG
혐오	ненавистью	혐오	ненависть	N	N;INAN;INS;FEM;SG
혐오	ненависти	혐오	ненависть	N	N;INAN;GEN;FEM;SG
등산	восхождение	등산	восхождение	N	N;INAN;NOM;NEUT;SG
등산	альпинизма	등산	альпинизм	N	N;INAN;GEN;MASC;SG
천장	потолок	천장	потолок	N	N;INAN;NOM;MASC;SG
천장	потолки	천장	потолок	N	N;INAN;NOM;MASC;PL
다면체	многогранник	다면체	многогранник	N	N;INAN;NOM;MASC;SG
신용카드	кредит	신용카드	кредит	N	N;INAN;NOM;MASC;SG
신용카드	кредита	신용카드	кредит	N	N;INAN;GEN;MASC;SG
가상화	виртуализации	가상화	виртуализация	N	N;INAN;NOM;FEM;SG
대리석	мрамор	대리석	мрамор	N	N;INAN;NOM;MASC;SG
대리석	шарики	대리석	шарик	N	N;INAN;NOM;MASC;PL
핸드	рука	핸드	рука	N	N;INAN;NOM;FEM;SG
핸드	руку	핸드	рука	N	N;INAN;ACC;FEM;SG
외모	внешность	외모	внешность	N	N;INAN;NOM;FEM;SG
외모	появление	외모	появление	N	N;INAN;NOM;NEUT;SG
외모	внешность	외모	внешность	N	N;INAN;NOM;FEM;SG
보행자	пешеходов	보행자	пешеход	N	N;ANIM;GEN;MASC;PL
보행자	пешеходов	보행자	пешеход	N	N;ANIM;GEN;MASC;PL
당구	бильярд	당구	бильярд	N	N;INAN;NOM;NEUT;SG
형제들	братья	형제+들	брат	N	N;ANIM;NOM;MASC;PL
외로운	одинокая	외롭+ㄴ	одинокий	ADJ	ADJ;NOM;FEM;SG
외로운	одинокий	외롭+ㄴ	одинокий	ADJ	ADJ;NOM;MASC;SG
외로운	одинок	외롭+ㄴ	одинокий	ADJ	ADJ;MASC;SG
라벨	ярлыки	라벨	ярлык	N	N;INAN;NOM;MASC;PL
라벨	ярлык	라벨	ярлык	N	N;INAN;NOM;MASC;SG
라벨	лейбл	라벨	лейбл	N	N;INAN;NOM;MASC;SG
라벨	метка	라벨	метка	N	N;INAN;NOM;FEM;SG
벽돌	кирпич	벽돌	кирпич	N	N;INAN;NOM;MASC;SG
벽돌	кирпичи	벽돌	кирпич	N	N;INAN;NOM;MASC;PL
벽돌	кирпич	벽돌	кирпич	N	N;INAN;NOM;MASC;SG
벽돌	брик	벽돌	брик	N	N;INAN;NOM;FEM;SG
폴란드인	поляки	폴란드인	поляк	N	N;ANIM;NOM;MASC;PL
걷기	ходить	걷+기	ходить	V	V;IPFV;NFIN;ACT
걷기	ходит	걷+기	ходить	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
걷기	ходил	걷+기	ходить	V	V;IPFV;MASC;IND;SG;PST;FIN;ACT
걷기	гуляли	걷+기	гулять	V	V;IPFV;IND;PL;PST;FIN;ACT
걷기	ходить	걷+기	ходить	V	V;IPFV;NFIN;ACT
걷기	пройтись	걷+기	пройтись	V	V;PFV;NFIN;MID
바지	брюки	바지	брюки	N	N;INAN;NOM;FEM;PL
바지	брюки	바지	брюки	N	N;INAN;NOM;FEM;PL
바지	штаны	바지	штаны	N	N;INAN;NOM;MASC;PL
설득	убеждение	설득	убеждение	N	N;INAN;NOM;NEUT;SG
설득	убеждения	설득	убеждение	N	N;INAN;NOM;NEUT;PL
광업	добычи	광업	добыча	N	N;INAN;NOM;FEM;PL
광업	добыча	광업	добыча	N	N;INAN;NOM;FEM;SG
완화	смягчение	완화	смягчение	N	N;INAN;NOM;NEUT;SG
완화	смягчения	완화	смягчение	N	N;INAN;NOM;NEUT;PL
완화	смягчения	완화	смягчение	N	N;INAN;NOM;NEUT;PL
완화	смягчение	완화	смягчение	N	N;INAN;NOM;NEUT;SG
탱고	танго	탱+고	танго		
회귀	регрессии	회귀	регрессия	N	N;INAN;NOM;FEM;PL
떠나기	оставьте	떠나+기	оставить	V	V;PFV;IMP;PL;2;FIN;ACT
떠나기	оставить	떠나+기	оставить	V	V;PFV;NFIN;ACT
떠나기	покинуть	떠나+기	покинуть	V	V;PFV;NFIN;ACT
떠나기	оставляя	떠나+기	оставлять	V	V;IPFV;PRS;V.CVB;ACT
떠나기	ухожу	떠나+기	уходить	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
떠나기	оставив	떠나+기	оставить	V	V;PFV;PST;V.CVB;ACT
농도	концентрации	농도	концентрация	N	N;INAN;NOM;FEM;PL
농도	концентрация	농도	концентрация	N	N;INAN;NOM;FEM;SG
농도	сосредоточение	농도	сосредоточение	N	N;INAN;NOM;NEUT;SG
농도	концентрации	농도	концентрация	N	N;INAN;NOM;FEM;PL
농도	глубины	농도	глубина	N	N;INAN;NOM;FEM;PL
농도	глубина	농도	глубина	N	N;INAN;NOM;FEM;SG
농도	глубину	농도	глубина	N	N;INAN;ACC;FEM;SG
슬롯	слот	슬롯	слот	N	N;INAN;NOM;MASC;SG
슬롯	слоты	슬롯	слот	N	N;INAN;NOM;MASC;PL
다이오드	диод	다이오드	диод	N	N;INAN;NOM;MASC;SG
샘플링	образец	샘플링	образец	N	N;INAN;NOM;MASC;SG
샘플링	выборка	샘플링	выборка	N	N;INAN;NOM;FEM;SG
샘플링	выборка	샘플링	выборка	N	N;INAN;NOM;FEM;SG
샘플링	выборки	샘플링	выборка	N	N;INAN;NOM;FEM;PL
튜브	трубки	튜브	трубка	N	N;INAN;NOM;FEM;PL
튜브	трубку	튜브	трубка	N	N;INAN;ACC;FEM;SG
튜브	трубка	튜브	трубка	N	N;INAN;NOM;FEM;SG
튜브	трубы	튜브	труба	N	N;INAN;NOM;FEM;PL
튜브	трубки	튜브	трубка	N	N;INAN;NOM;FEM;PL
카트	корзину	카트	корзина	N	N;INAN;ACC;FEM;SG
레저	леджер	레저	леджер	N	N;ANIM;NOM;MASC;SG
레저	досуг	레저	досуг	N	N;INAN;NOM;MASC;SG
마르코프	марков	마르코프	марк	N	N;ANIM;NOM;MASC;SG
직위	позиция	직위	позиция	N	N;INAN;NOM;FEM;SG
직위	должность	직위	должность	N	N;INAN;NOM;FEM;SG
직위	положение	직위	положение	N	N;INAN;NOM;NEUT;SG
직위	должности	직위	должность	N	N;INAN;NOM;FEM;PL
직위	позиции	직위	позиция	N	N;INAN;NOM;FEM;PL
진흙	грязь	진흙	грязь	N	N;INAN;NOM;FEM;SG
진흙	грязи	진흙	грязь	N	N;INAN;NOM;FEM;PL
추론	вывод	추론	вывод	N	N;INAN;NOM;MASC;SG
추론	рассуждения	추론	рассуждение	N	N;INAN;NOM;NEUT;PL
적응	адаптация	적응	адаптация	N	N;INAN;NOM;FEM;SG
적응	адаптации	적응	адаптация	N	N;INAN;NOM;FEM;PL
적응	адаптации	적응	адаптация	N	N;INAN;NOM;FEM;PL
적응	адаптация	적응	адаптация	N	N;INAN;NOM;FEM;SG
적응	адаптации	적응	адаптация	N	N;INAN;NOM;FEM;PL
코뮌	коммуны	코뮌	коммун	N	N;INAN;NOM;FEM;PL
코뮌	общины	코뮌	община	N	N;INAN;NOM;FEM;PL
코뮌	коммун	코뮌	коммун	N	N;INAN;GEN;FEM;PL
입원	госпитализации	입원	госпитализация	N	N;INAN;NOM;FEM;PL
흡연	курение	흡연	курение	N	N;INAN;NOM;NEUT;SG
흡연	курильщика	흡연	курильщик	N	N;ANIM;ACC;MASC;SG
복권	лото	복권	лото	N	N;INAN;NOM;NEUT;SG
복권	лотереи	복권	лотерея	N	N;INAN;NOM;FEM;PL
복권	лотерею	복권	лотерея	N	N;INAN;ACC;FEM;SG
단속	разгона	단속	разгон	N	N;INAN;GEN;MASC;SG
호스팅	хостинг	호스팅	хостинг	N	N;INAN;NOM;MASC;SG
아프로	афро	아프+로	афро		
목차	содержание	목차	содержание	N	N;INAN;NOM;NEUT;SG
목차	содержимое	목차	содержимое	N	N;INAN;NOM;NEUT;SG
결핵	туберкулезом	결핵	туберкулез	N	N;INAN;INS;MASC;SG
결핵	туберкулез	결핵	туберкулез	N	N;INAN;NOM;MASC;SG
불평등	неравенства	불평등	неравенство	N	N;INAN;NOM;NEUT;PL
불평등	неравенство	불평등	неравенство	N	N;INAN;NOM;NEUT;SG
남용	злоупотребления	남용	злоупотребление	N	N;INAN;NOM;NEUT;PL
남용	надругательство	남용	надругательство	N	N;INAN;NOM;NEUT;SG
남용	злоупотребление	남용	злоупотребление	N	N;INAN;NOM;NEUT;SG
편집기	редактора	편집기	редактор	N	N;ANIM;ACC;MASC;SG
편집기	редактор	편집기	редактор	N	N;ANIM;NOM;MASC;SG
편집기	редакторов	편집기	редактор	N	N;ANIM;GEN;MASC;PL
줄무늬	полосы	줄무늬	полоса	N	N;INAN;NOM;FEM;PL
사드	саад	사드	саад	N	N;ANIM;NOM;MASC;SG
퇴직	отставке	퇴직	отставка	N	N;INAN;DAT;FEM;SG
포인터	указатели	포인터	указатель	N	N;INAN;NOM;MASC;PL
포인터	указатель	포인터	указатель	N	N;INAN;NOM;MASC;SG
재활	реабилитация	재활	реабилитация	N	N;INAN;NOM;FEM;SG
재활	реабилитацию	재활	реабилитация	N	N;INAN;ACC;FEM;SG
재활	реабилитации	재활	реабилитация	N	N;INAN;NOM;FEM;SG
재활	реабилитация	재활	реабилитация	N	N;INAN;NOM;FEM;SG
재활	восстановление	재활	восстановление	N	N;INAN;NOM;NEUT;SG
재활	реабилитации	재활	реабилитация	N	N;INAN;NOM;FEM;SG
통증	боли	통증	боль	N	N;INAN;NOM;FEM;PL
통증	болью	통증	боль	N	N;INAN;INS;FEM;SG
통증	боль	통증	боль	N	N;INAN;NOM;FEM;SG
복합체	комплекс	복합체	комплекс	N	N;INAN;NOM;MASC;SG
복합체	комплекса	복합체	комплекс	N	N;INAN;GEN;MASC;SG
복합체	соединение	복합체	соединение	N	N;INAN;NOM;NEUT;SG
카누	каноэ	카누	каноэ	N	N;INAN;NOM;FEM;SG
카누	каноэ	카누	каноэ	N	N;INAN;NOM;FEM;SG
시그널	сигнал	시그널	сигнал	N	N;INAN;NOM;MASC;SG
어디서나	всюду	어디서나	всюду	ADV	ADV
어디서나	везде	어디서나	везде	ADV	ADV
어디서나	повсеместно	어디서나	повсеместно	ADV	ADV
어디서나	повсюду	어디서나	повсюду	ADV	ADV
댓글	комментарий	댓글	комментарий	N	N;INAN;NOM;MASC;SG
댓글	замечания	댓글	замечание	N	N;INAN;NOM;NEUT;PL
댓글	комментарии	댓글	комментарий	N	N;INAN;NOM;MASC;PL
아래쪽	низ	아래+쪽	низ	N	N;INAN;NOM;MASC;SG
아래쪽	дно	아래+쪽	дно	N	N;INAN;NOM;NEUT;SG
