категория	categoria	категория	categoria	N;INDF;FEM;SG	N;FEM;SG
комитет	comité	комитет	comité	N;INDF;MASC;SG	N;MASC;SG
добър	boa	добър	bom	ADJ;INDF;MASC;SG	ADJ;FEM;SG
добър	bom	добър	bom	ADJ;INDF;MASC;SG	ADJ;MASC;SG
езици	linguas	език	lingua	N;INDF;MASC;PL	N;FEM;PL
езици	idiomas	език	idiomo	N;INDF;MASC;PL	N;MASC;PL
езици	línguas	език	língua	N;INDF;MASC;PL	N;FEM;PL
държави	estados	държава	estado	N;INDF;FEM;PL	N;MASC;PL
държави	países	държава	país	N;INDF;FEM;PL	N;MASC;PL
личности	personalidades	личност	personalidade	N;INDF;FEM;PL	N;FEM;PL
сега	agora	сега	agora	ADV	ADV
връх	monte	връх	monte	N;INDF;MASC;SG	N;MASC;SG
връх	mount	връх	mount	N;INDF;MASC;SG	N;MASC;SG
връх	pico	връх	pico	N;INDF;MASC;SG	N;MASC;SG
връх	peak	връх	peak	N;INDF;MASC;SG	N;MASC;SG
учи	estudar	уча-(се)	estudar	V;IPFV;IMP;SG;2;FIN	V;NFIN
битката	battle	битка	battle	N;DEF;FEM;SG	N;MASC;SG
битката	batalha	битка	batalha	N;DEF;FEM;SG	N;FEM;SG
ред	ordem	ред	ordem	N;INDF;MASC;SG	N;FEM;SG
ред	encomenda	ред	encomenda	N;INDF;MASC;SG	N;FEM;SG
ред	vermelha	ред	vermelho	N;INDF;MASC;SG	N;FEM;SG
ред	vermelho	ред	vermelho	N;INDF;MASC;SG	N;MASC;SG
ред	red	ред	red	N;INDF;MASC;SG	N;MASC;SG
ред	fila	ред	fila	N;INDF;MASC;SG	N;FEM;SG
ред	fileira	ред	fileira	N;INDF;MASC;SG	N;FEM;SG
ред	row	ред	row	N;INDF;MASC;SG	N;MASC;SG
мач	game	мач	game	N;INDF;MASC;SG	N;MASC;SG
мач	jogo	мач	jogo	N;INDF;MASC;SG	N;MASC;SG
мач	match	мач	match	N;INDF;MASC;SG	N;MASC;SG
дивизия	divisão	дивизия	divisão	N;INDF;FEM;SG	N;FEM;SG
събития	eventos	събитие	evento	N;INDF;NEUT;PL	N;MASC;PL
събития	acontecimentos	събитие	acontecimento	N;INDF;NEUT;PL	N;MASC;PL
серия	série	серия	série	N;INDF;FEM;SG	N;FEM;SG
серия	serie	серия	seriar	N;INDF;FEM;SG	N;FEM;SG
градът	vila	град	vila	N;DEF;MASC;SG	N;FEM;SG
градът	cidade	град	cidade	N;DEF;MASC;SG	N;FEM;SG
градът	cidade	град	cidade	N;DEF;MASC;SG	N;FEM;SG
планина	montanha	планина	montanha	N;INDF;FEM;SG	N;FEM;SG
планина	monte	планина	monte	N;INDF;FEM;SG	N;MASC;SG
планина	mount	планина	mount	N;INDF;FEM;SG	N;MASC;SG
нещо	algo	някой	algo	PRO;NOM;INDF;NEUT;SG	PRO;MASC;SG
причина	razão	причина	razão	N;INDF;FEM;SG	N;FEM;SG
причина	motivo	причина	motivo	N;INDF;FEM;SG	N;MASC;SG
начало	início	начало	início	N;INDF;NEUT;SG	N;MASC;SG
начало	início	начало	início	N;INDF;NEUT;SG	N;MASC;SG
начало	começo	начало	começo	N;INDF;NEUT;SG	N;MASC;SG
биография	bio	биография	bio	N;INDF;FEM;SG	N;MASC;SG
биография	biografia	биография	biografia	N;INDF;FEM;SG	N;FEM;SG
биография	biografia	биография	biografia	N;INDF;FEM;SG	N;FEM;SG
движение	moção	движение	moção	N;INDF;NEUT;SG	N;FEM;SG
движение	motion	движение	motion	N;INDF;NEUT;SG	N;MASC;SG
движение	movimento	движение	movimento	N;INDF;NEUT;SG	N;MASC;SG
движение	movimentação	движение	movimentação	N;INDF;NEUT;SG	N;FEM;SG
движение	movimento	движение	movimento	N;INDF;NEUT;SG	N;MASC;SG
актьор	ator	актьор	ator	N;INDF;MASC;SG	N;MASC;SG
актьор	actor	актьор	actor	N;INDF;MASC;SG	N;MASC;SG
починал	falecido	почина-(си)	falecer	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;MASC;SG;V.PTCP
музей	museu	музей	museu	N;INDF;MASC;SG	N;MASC;SG
книга	livro	книга	livro	N;INDF;FEM;SG	N;MASC;SG
едва	mal	едва	mal	ADV	ADV
главно	principalmente	главно	principalmente	ADV	ADV
главно	principalmente	главно	principalmente	ADV	ADV
япония	japao	япония	japao	N;INDF;FEM;SG	N;MASC;SG
япония	japão	япония	japão	N;INDF;FEM;SG	N;MASC;SG
филип	philippe	филип	philippe	N;INDF;MASC;SG	N;MASC;SG
филип	filipe	филип	filipe	N;INDF;MASC;SG	N;MASC;SG
филип	felipe	филип	felipe	N;INDF;MASC;SG	N;MASC;SG
филип	filipe	филип	filipe	N;INDF;MASC;SG	N;MASC;SG
филип	filip	филип	filip	N;INDF;MASC;SG	N;MASC;SG
филип	phillip	филип	phillip	N;INDF;MASC;SG	N;MASC;SG
филип	filipe	филип	filipe	N;INDF;MASC;SG	N;MASC;SG
командир	comandante	командир	comandante	N;INDF;MASC;SG	N;MASC;SG
носи	veste	нося-(се)	veste	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
носи	vestir	нося-(се)	vestir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
сила	dosagem	сила	dosagem	N;INDF;FEM;SG	N;FEM;SG
сила	força	сила	força	N;INDF;FEM;SG	N;FEM;SG
сила	force	сила	forcer	N;INDF;FEM;SG	N;MASC;SG
сила	força	сила	força	N;INDF;FEM;SG	N;FEM;SG
сила	potência	сила	potência	N;INDF;FEM;SG	N;FEM;SG
сила	energia	сила	energia	N;INDF;FEM;SG	N;FEM;SG
сила	poder	сила	poder	N;INDF;FEM;SG	N;MASC;SG
сила	power	сила	power	N;INDF;FEM;SG	N;MASC;SG
цялата	inteiro	цял	inteiro	ADJ;DEF;FEM;SG	ADJ;MASC;SG
потребител	consumidor	потребител	consumidor	N;INDF;MASC;SG	N;MASC;SG
потребител	utilizador	потребител	utilizador	N;INDF;MASC;SG	N;MASC;SG
потребител	usuário	потребител	usuário	N;INDF;MASC;SG	N;MASC;SG
точно	exatamente	точно	exatamente	ADV	ADV
точно	exactamente	точно	exactamente	ADV	ADV
смърт	death	смърт	death	N;INDF;FEM;SG	N;MASC;SG
смърт	morte	смърт	morte	N;INDF;FEM;SG	N;FEM;SG
носител	operadora	носител	operadora	N;INDF;MASC;SG	N;FEM;SG
носител	transportadora	носител	transportador	N;INDF;MASC;SG	N;FEM;SG
носител	transportador	носител	transportador	N;INDF;MASC;SG	N;MASC;SG
правителство	governo	правителство	governo	N;INDF;NEUT;SG	N;MASC;SG
президент	presidente	президент	presidente	N;INDF;MASC;SG	N;MASC;SG
полк	regimento	полк	regimento	N;INDF;MASC;SG	N;MASC;SG
полк	polk	полк	polk	N;INDF;MASC;SG	N;MASC;SG
футбол	soccer	футбол	soccer	N;INDF;MASC;SG	N;MASC;SG
футбол	futebol	футбол	futebol	N;INDF;MASC;SG	N;MASC;SG
футбол	football	футбол	football	N;INDF;MASC;SG	N;MASC;SG
футбол	futebol	футбол	futebol	N;INDF;MASC;SG	N;MASC;SG
случай	case	случай	case	N;INDF;MASC;SG	N;MASC;SG
случай	caso	случай	caso	N;INDF;MASC;SG	N;MASC;SG
означава	significa	означавам	significar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
против	contra	против	contra	ADP	ADP
раждане	parto	раждане	parto	N;INDF;NEUT;SG	N;MASC;SG
раждане	nascimento	раждане	nascimento	N;INDF;NEUT;SG	N;MASC;SG
изкуство	arts	изкуство	art	N;INDF;NEUT;SG	N;MASC;SG
изкуство	art	изкуство	art	N;INDF;NEUT;SG	N;MASC;SG
изкуство	arte	изкуство	arte	N;INDF;NEUT;SG	N;FEM;SG
версия	versão	версия	versão	N;INDF;FEM;SG	N;FEM;SG
малка	pequeno	малък	pequeno	ADJ;INDF;FEM;SG	ADJ;MASC;SG
малка	pequena	малък	pequeno	ADJ;INDF;FEM;SG	ADJ;FEM;SG
малка	pequeno	малък	pequeno	ADJ;INDF;FEM;SG	ADJ;MASC;SG
малка	pequena	малък	pequeno	ADJ;INDF;FEM;SG	ADJ;FEM;SG
театър	teatro	театър	teatro	N;INDF;MASC;SG	N;MASC;SG
театър	teatro	театър	teatro	N;INDF;MASC;SG	N;MASC;SG
приема	aceita	приемам	aceitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
пак	novamente	пак	novamente	ADV	ADV
източна	oriental	източен	oriental	ADJ;INDF;FEM;SG	ADJ;MASC;SG
британски	britânico	британски	britânico	ADJ;INDF;MASC;SG	ADJ;MASC;SG
основно	principalmente	основно	principalmente	ADV	ADV
отношение	atitude	отношение	atitude	N;INDF;NEUT;SG	N;FEM;SG
текст	texto	текст	texto	N;INDF;MASC;SG	N;MASC;SG
текст	letra	текст	letra	N;INDF;MASC;SG	N;FEM;SG
пет	cinco	пет	cinco	NUM;INDF;PL	NUM
образование	educação	образование	educação	N;INDF;NEUT;SG	N;FEM;SG
образование	ensino	образование	ensino	N;INDF;NEUT;SG	N;MASC;SG
главен	principal	главен	principal	ADJ;INDF;MASC;SG	ADJ;MASC;SG
някой	alguém	някой	alguém	PRO;NOM;MASC;SG	PRO;MASC;SG
някой	alguém	някой	alguém	PRO;NOM;MASC;SG	PRO;MASC;SG
въстание	revolta	въстание	revolta	N;INDF;NEUT;SG	N;FEM;SG
въстание	insurreição	въстание	insurreição	N;INDF;NEUT;SG	N;FEM;SG
въстание	revolta	въстание	revolta	N;INDF;NEUT;SG	N;FEM;SG
въстание	revolta	въстание	revolta	N;INDF;NEUT;SG	N;FEM;SG
въстание	rebeldia	въстание	rebeldia	N;INDF;NEUT;SG	N;FEM;SG
въстание	rebelião	въстание	rebelião	N;INDF;NEUT;SG	N;FEM;SG
казва	diz	казвам-(се)	dizer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
следва	segue	следва	seguir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
малък	pequeno	малък	pequeno	ADJ;INDF;MASC;SG	ADJ;MASC;SG
малък	pequena	малък	pequeno	ADJ;INDF;MASC;SG	ADJ;FEM;SG
малък	pequeno	малък	pequeno	ADJ;INDF;MASC;SG	ADJ;MASC;SG
малък	pequena	малък	pequeno	ADJ;INDF;MASC;SG	ADJ;FEM;SG
носители	transportadoras	носител	transportadora	N;INDF;MASC;PL	N;FEM;PL
носители	operadoras	носител	operadora	N;INDF;MASC;PL	N;FEM;PL
носители	portadores	носител	portador	N;INDF;MASC;PL	N;MASC;PL
носители	transportadores	носител	transportador	N;INDF;MASC;PL	N;MASC;PL
сметка	conta	сметка	conta	N;INDF;FEM;SG	N;FEM;SG
сметка	separador	сметка	separador	N;INDF;FEM;SG	N;MASC;SG
сметка	tab	сметка	tab	N;INDF;FEM;SG	N;MASC;SG
сметка	aba	сметка	abar	N;INDF;FEM;SG	N;FEM;SG
разлика	diff	разлика	diff	N;INDF;FEM;SG	N;MASC;SG
разлика	diferenca	разлика	diferenca	N;INDF;FEM;SG	N;FEM;SG
разлика	diferença	разлика	diferença	N;INDF;FEM;SG	N;FEM;SG
рок	rochedo	рок	rochedo	N;INDF;MASC;SG	N;MASC;SG
рок	rocha	рок	rocha	N;INDF;MASC;SG	N;FEM;SG
рок	pedra	рок	pedra	N;INDF;MASC;SG	N;FEM;SG
рок	rock	рок	rock	N;INDF;MASC;SG	N;MASC;SG
създаването	criação	създаване	criação	N;DEF;NEUT;SG	N;FEM;SG
дом	home	дом	home	N;INDF;MASC;SG	N;MASC;SG
дом	casa	дом	casa	N;INDF;MASC;SG	N;FEM;SG
дом	lar	дом	lar	N;INDF;MASC;SG	N;MASC;SG
дом	dom	дом	dom	N;INDF;MASC;SG	N;MASC;SG
кралство	reino	кралство	reino	N;INDF;NEUT;SG	N;MASC;SG
кралство	kingdom	кралство	kingdom	N;INDF;NEUT;SG	N;MASC;SG
същото	mesma	същ	mesmo	ADJ;DEF;NEUT;SG	ADJ;FEM;SG
учител	tutor	учител	tutor	N;INDF;MASC;SG	N;MASC;SG
учител	professora	учител	professora	N;INDF;MASC;SG	N;FEM;SG
учител	professor	учител	professor	N;INDF;MASC;SG	N;MASC;SG
известна	conhecida	известен	conhecido	ADJ;INDF;FEM;SG	ADJ;FEM;SG
известна	conhecido	известен	conhecido	ADJ;INDF;FEM;SG	ADJ;MASC;SG
известна	famosa	известен	famoso	ADJ;INDF;FEM;SG	ADJ;FEM;SG
известна	famoso	известен	famoso	ADJ;INDF;FEM;SG	ADJ;MASC;SG
починали	falecidos	почина-(си)	falecer	V;PFV;INDF;PL;PST;V.PTCP;ACT	V;MASC;PL;V.PTCP
точки	pontos	точка	ponto	N;INDF;FEM;PL	N;MASC;PL
игри	games	игра	game	N;INDF;FEM;PL	N;MASC;PL
игри	jogos	игра	jogo	N;INDF;FEM;PL	N;MASC;PL
албуми	álbuns	албум	álbum	N;INDF;MASC;PL	N;MASC;PL
напълно	plenamente	напълно	plenamente	ADV	ADV
напълно	totalmente	напълно	totalmente	ADV	ADV
напълно	totalmente	напълно	totalmente	ADV	ADV
напълно	completamente	напълно	completamente	ADV	ADV
напълно	totalmente	напълно	totalmente	ADV	ADV
напълно	completamente	напълно	completamente	ADV	ADV
клуб	club	клуб	club	N;INDF;MASC;SG	N;MASC;SG
клуб	clube	клуб	clube	N;INDF;MASC;SG	N;MASC;SG
щати	estados	щат	estado	N;INDF;MASC;PL	N;MASC;PL
бряг	shore	бряг	shore	N;INDF;MASC;SG	N;MASC;SG
бряг	praia	бряг	praia	N;INDF;MASC;SG	N;FEM;SG
бряг	litoral	бряг	litoral	N;INDF;MASC;SG	N;MASC;SG
бряг	costa	бряг	costa	N;INDF;MASC;SG	N;FEM;SG
мексико	méxico	мексико	méxico	N;INDF;NEUT;SG	N;MASC;SG
мексико	mexico	мексико	mexico	N;INDF;NEUT;SG	N;MASC;SG
състояние	status	състояние	status	N;INDF;NEUT;SG	N;MASC;SG
състояние	estatuto	състояние	estatuto	N;INDF;NEUT;SG	N;MASC;SG
състояние	estado	състояние	estado	N;INDF;NEUT;SG	N;MASC;SG
състояние	condição	състояние	condição	N;INDF;NEUT;SG	N;FEM;SG
състояние	estado	състояние	estado	N;INDF;NEUT;SG	N;MASC;SG
превод	tradução	превод	tradução	N;INDF;MASC;SG	N;FEM;SG
директор	director	директор	director	N;INDF;MASC;SG	N;MASC;SG
директор	directora	директор	directora	N;INDF;MASC;SG	N;FEM;SG
директор	diretora	директор	diretora	N;INDF;MASC;SG	N;FEM;SG
директор	diretor	директор	diretor	N;INDF;MASC;SG	N;MASC;SG
директор	realizador	директор	realizador	N;INDF;MASC;SG	N;MASC;SG
институт	instituto	институт	instituto	N;INDF;MASC;SG	N;MASC;SG
канада	canadá	канад	canadá	N;INDF;FEM;SG	N;MASC;SG
канада	canada	канад	canada	N;INDF;FEM;SG	N;FEM;SG
сигурност	segurança	сигурност	segurança	N;INDF;FEM;SG	N;FEM;SG
основни	principais	основен	principal	ADJ;INDF;PL	ADJ;MASC;PL
действия	acções	действие	acção	N;INDF;NEUT;PL	N;FEM;PL
действия	ações	действие	ação	N;INDF;NEUT;PL	N;FEM;PL
нар	nar	нар	nar	N;INDF;MASC;SG	N;MASC;SG
нар	romã	нар	romã	N;INDF;MASC;SG	N;FEM;SG
събрание	encontro	събрание	encontro	N;INDF;NEUT;SG	N;MASC;SG
събрание	reunião	събрание	reunião	N;INDF;NEUT;SG	N;FEM;SG
събрание	montagem	събрание	montagem	N;INDF;NEUT;SG	N;FEM;SG
събрание	assembleia	събрание	assembleia	N;INDF;NEUT;SG	N;FEM;SG
събрание	assembléia	събрание	assembléia	N;INDF;NEUT;SG	N;FEM;SG
войни	guerreiras	война	guerreira	N;INDF;FEM;PL	N;FEM;PL
войни	guerreiros	война	guerreiro	N;INDF;FEM;PL	N;MASC;PL
войни	guerras	война	guerra	N;INDF;FEM;PL	N;FEM;PL
имена	nomes	име	nome	N;INDF;NEUT;PL	N;MASC;PL
изключително	extremamente	изключително	extremamente	ADV	ADV
изключително	exclusivamente	изключително	exclusivamente	ADV	ADV
жена	mulher	жена	mulher	N;INDF;FEM;SG	N;FEM;SG
жена	mulher	жена	mulher	N;INDF;FEM;SG	N;FEM;SG
жена	fêmea	жена	fêmea	N;INDF;FEM;SG	N;FEM;SG
жена	mulher	жена	mulher	N;INDF;FEM;SG	N;FEM;SG
жена	esposa	жена	esposo	N;INDF;FEM;SG	N;FEM;SG
доклад	relatório	доклад	relatório	N;INDF;MASC;SG	N;MASC;SG
изследвания	exames	изследване	exame	N;INDF;NEUT;PL	N;MASC;PL
изследвания	testes	изследване	teste	N;INDF;NEUT;PL	N;MASC;PL
изследвания	ensaios	изследване	ensaio	N;INDF;NEUT;PL	N;MASC;PL
изследвания	investigações	изследване	investigação	N;INDF;NEUT;PL	N;FEM;PL
изследвания	inquéritos	изследване	inquérito	N;INDF;NEUT;PL	N;MASC;PL
изследвания	estudos	изследване	estudo	N;INDF;NEUT;PL	N;MASC;PL
изследвания	pesquisas	изследване	pesquisa	N;INDF;NEUT;PL	N;FEM;PL
реката	rio	река	rio	N;DEF;FEM;SG	N;MASC;SG
формула	formula	формула	formular	N;INDF;FEM;SG	N;FEM;SG
формула	fórmula	формула	fórmula	N;INDF;FEM;SG	N;FEM;SG
номер	número	номер	número	N;INDF;MASC;SG	N;MASC;SG
номер	numero	номер	numero	N;INDF;MASC;SG	N;MASC;SG
обща	comum	общ	comum	ADJ;INDF;FEM;SG	ADJ;MASC;SG
обща	frequente	общ	frequente	ADJ;INDF;FEM;SG	ADJ;MASC;SG
вестник	jornal	вестник	jornal	N;INDF;MASC;SG	N;MASC;SG
опит	experiência	опит	experiência	N;INDF;MASC;SG	N;FEM;SG
опит	experiencia	опит	experienciar	N;INDF;MASC;SG	N;FEM;SG
опит	vivência	опит	vivência	N;INDF;MASC;SG	N;FEM;SG
животни	animais	животно	animal	N;INDF;NEUT;PL	N;MASC;PL
животни	animais	животно	animal	N;INDF;NEUT;PL	N;MASC;PL
нито	nem	нито	nem	CONJ	CONJ
разпространение	difusão	разпространение	difusão	N;INDF;NEUT;SG	N;FEM;SG
разпространение	divulgação	разпространение	divulgação	N;INDF;NEUT;SG	N;FEM;SG
разпространение	disseminação	разпространение	disseminação	N;INDF;NEUT;SG	N;FEM;SG
разпространение	propagação	разпространение	propagação	N;INDF;NEUT;SG	N;FEM;SG
разпространение	repartição	разпространение	repartição	N;INDF;NEUT;SG	N;FEM;SG
разпространение	distribuição	разпространение	distribuição	N;INDF;NEUT;SG	N;FEM;SG
актриса	atriz	актриса	atriz	N;INDF;FEM;SG	N;FEM;SG
актриса	actriz	актриса	actriz	N;INDF;FEM;SG	N;FEM;SG
художник	pintora	художник	pintora	N;INDF;MASC;SG	N;FEM;SG
художник	pintor	художник	pintor	N;INDF;MASC;SG	N;MASC;SG
художник	artista	художник	artista	N;INDF;MASC;SG	N;MASC;SG
назначен	atribuído	назнача	atribuir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
назначен	atribuída	назнача	atribuir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
назначен	nomeado	назнача	nomear	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
мачове	partidas	мач	partida	N;INDF;MASC;PL	N;FEM;PL
мачове	correspondências	мач	correspondência	N;INDF;MASC;PL	N;FEM;PL
мачове	fósforos	мач	fósforo	N;INDF;MASC;PL	N;MASC;PL
територия	território	територия	território	N;INDF;FEM;SG	N;MASC;SG
сингъл	solteira	сингъл	solteira	N;INDF;MASC;SG	N;FEM;SG
сингъл	solteiro	сингъл	solteiro	N;INDF;MASC;SG	N;MASC;SG
сингъл	single	сингъл	single	N;INDF;MASC;SG	N;MASC;SG
победа	win	победа	win	N;INDF;FEM;SG	N;MASC;SG
победа	vitória	победа	vitória	N;INDF;FEM;SG	N;FEM;SG
победа	vitoria	победа	vitoria	N;INDF;FEM;SG	N;FEM;SG
победа	victory	победа	victory	N;INDF;FEM;SG	N;MASC;SG
победа	vitória	победа	vitória	N;INDF;FEM;SG	N;FEM;SG
борис	boris	борис	bori	N;INDF;MASC;SG	N;MASC;SG
права	direitos	право	direito	N;INDF;NEUT;PL	N;MASC;PL
университета	university	университет	university	N;DEF;MASC;SG	N;MASC;SG
университета	universidade	университет	universidade	N;DEF;MASC;SG	N;FEM;SG
княз	principe	княз	principe	N;INDF;MASC;SG	N;MASC;SG
княз	prince	княз	prince	N;INDF;MASC;SG	N;MASC;SG
княз	príncipe	княз	príncipe	N;INDF;MASC;SG	N;MASC;SG
режисьор	director	режисьор	director	N;INDF;MASC;SG	N;MASC;SG
режисьор	directora	режисьор	directora	N;INDF;MASC;SG	N;FEM;SG
режисьор	diretora	режисьор	diretora	N;INDF;MASC;SG	N;FEM;SG
режисьор	diretor	режисьор	diretor	N;INDF;MASC;SG	N;MASC;SG
режисьор	realizador	режисьор	realizador	N;INDF;MASC;SG	N;MASC;SG
служи	servir	служа	servir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
служи	serve	служа	servir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
служи	servi	служа	servir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FIN
служи	serve	служа	servir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
съществува	existe	съществувам	existir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
съдържа	contém	съдържам-(се)	conter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
програма	programa	програма	programa	N;INDF;FEM;SG	N;MASC;SG
програма	programa	програма	programa	N;INDF;FEM;SG	N;MASC;SG
решение	decisão	решение	decisão	N;INDF;NEUT;SG	N;FEM;SG
решение	solução	решение	solução	N;INDF;NEUT;SG	N;FEM;SG
защита	proteção	защита	proteção	N;INDF;FEM;SG	N;FEM;SG
защита	protecção	защита	protecção	N;INDF;FEM;SG	N;FEM;SG
защита	defesa	защита	defesa	N;INDF;FEM;SG	N;FEM;SG
защита	defesa	защита	defesa	N;INDF;FEM;SG	N;FEM;SG
гора	gora	гора	gora	N;INDF;FEM;SG	N;MASC;SG
гора	floresta	гора	floresta	N;INDF;FEM;SG	N;FEM;SG
гора	bosque	гора	bosque	N;INDF;FEM;SG	N;MASC;SG
гора	forest	гора	forest	N;INDF;FEM;SG	N;MASC;SG
идва	vindo	идвам	vir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;V.PTCP
идва	chegando	идвам	chegar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
просто	só	просто	só	ADV	ADV
просто	apenas	просто	apenas	ADV	ADV
столицата	capital	столица	capital	N;DEF;FEM;SG	N;MASC;SG
официално	oficialmente	официално	oficialmente	ADV	ADV
системи	sistemas	система	sistema	N;INDF;FEM;PL	N;MASC;PL
страници	páginas	страница	página	N;INDF;FEM;PL	N;FEM;PL
влияние	impact	влияние	impact	N;INDF;NEUT;SG	N;MASC;SG
влияние	impacte	влияние	impacte	N;INDF;NEUT;SG	N;MASC;SG
влияние	impacto	влияние	impacto	N;INDF;NEUT;SG	N;MASC;SG
влияние	influência	влияние	influência	N;INDF;NEUT;SG	N;FEM;SG
съд	recipiente	съд	recipiente	N;INDF;MASC;SG	N;MASC;SG
съд	embarcação	съд	embarcação	N;INDF;MASC;SG	N;FEM;SG
съд	navio	съд	navio	N;INDF;MASC;SG	N;MASC;SG
съд	receptáculo	съд	receptáculo	N;INDF;MASC;SG	N;MASC;SG
съд	tribunal	съд	tribunal	N;INDF;MASC;SG	N;MASC;SG
съд	corte	съд	corte	N;INDF;MASC;SG	N;MASC;SG
портал	portal	портал	portal	N;INDF;MASC;SG	N;MASC;SG
портал	gateway	портал	gateway	N;INDF;MASC;SG	N;MASC;SG
купа	bowl	купа	bowl	N;INDF;FEM;SG	N;MASC;SG
купа	taça	купа	taça	N;INDF;FEM;SG	N;FEM;SG
купа	tigela	купа	tigela	N;INDF;FEM;SG	N;FEM;SG
купа	xícara	купа	xícara	N;INDF;FEM;SG	N;FEM;SG
купа	copa	купа	copa	N;INDF;FEM;SG	N;FEM;SG
купа	taça	купа	taça	N;INDF;FEM;SG	N;FEM;SG
купа	chávena	купа	cháveno	N;INDF;FEM;SG	N;FEM;SG
купа	copo	купа	copo	N;INDF;FEM;SG	N;MASC;SG
мрежа	net	мрежа	net	N;INDF;FEM;SG	N;FEM;SG
мрежа	rede	мрежа	rede	N;INDF;FEM;SG	N;FEM;SG
мрежа	grade	мрежа	grade	N;INDF;FEM;SG	N;FEM;SG
мрежа	grelha	мрежа	grelha	N;INDF;FEM;SG	N;FEM;SG
мрежа	grid	мрежа	grid	N;INDF;FEM;SG	N;MASC;SG
мрежа	network	мрежа	network	N;INDF;FEM;SG	N;MASC;SG
мрежа	rede	мрежа	rede	N;INDF;FEM;SG	N;FEM;SG
проект	project	проект	project	N;INDF;MASC;SG	N;MASC;SG
проект	projeto	проект	projeto	N;INDF;MASC;SG	N;MASC;SG
проект	projecto	проект	projecto	N;INDF;MASC;SG	N;MASC;SG
производство	fabrico	производство	fabrico	N;INDF;NEUT;SG	N;MASC;SG
производство	fabricação	производство	fabricação	N;INDF;NEUT;SG	N;FEM;SG
производство	produção	производство	produção	N;INDF;NEUT;SG	N;FEM;SG
производство	fabrico	производство	fabrico	N;INDF;NEUT;SG	N;MASC;SG
производство	fabricação	производство	fabricação	N;INDF;NEUT;SG	N;FEM;SG
създаване	criação	създаване	criação	N;INDF;NEUT;SG	N;FEM;SG
изцяло	plenamente	изцяло	plenamente	ADV	ADV
изцяло	totalmente	изцяло	totalmente	ADV	ADV
проф	prof	проф	prof	N;INDF;MASC;SG	N;MASC;SG
цвят	cor	цвят	cor	N;INDF;MASC;SG	N;FEM;SG
цвят	cor	цвят	cor	N;INDF;MASC;SG	N;FEM;SG
промени	mudanças	промяна	mudança	N;INDF;FEM;PL	N;FEM;PL
промени	alterações	промяна	alteração	N;INDF;FEM;PL	N;FEM;PL
промени	modificações	промяна	modificação	N;INDF;FEM;PL	N;FEM;PL
промени	mudanças	промяна	mudança	N;INDF;FEM;PL	N;FEM;PL
гола	pelada	гол	pelada	N;INDF;MASC;SG	N;FEM;SG
гола	nu	гол	nu	N;INDF;MASC;SG	N;MASC;SG
гола	nua	гол	nu	N;INDF;MASC;SG	N;FEM;SG
гола	nude	гол	nude	N;INDF;MASC;SG	N;MASC;SG
гола	nua	гол	nu	N;INDF;MASC;SG	N;FEM;SG
гола	nu	гол	nu	N;INDF;MASC;SG	N;MASC;SG
поле	field	поле	field	N;INDF;NEUT;SG	N;MASC;SG
поле	campo	поле	campo	N;INDF;NEUT;SG	N;MASC;SG
впоследствие	posteriormente	впоследствие	posteriormente	ADV	ADV
впоследствие	subsequentemente	впоследствие	subsequentemente	ADV	ADV
области	bairros	област	bairro	N;INDF;FEM;PL	N;MASC;PL
области	distritos	област	distrito	N;INDF;FEM;PL	N;MASC;PL
области	domínios	област	domínio	N;INDF;FEM;PL	N;MASC;PL
области	áreas	област	área	N;INDF;FEM;PL	N;FEM;PL
позиция	posição	позиция	posição	N;INDF;FEM;SG	N;FEM;SG
професор	professor	професор	professor	N;INDF;MASC;SG	N;MASC;SG
професор	professora	професор	professora	N;INDF;MASC;SG	N;FEM;SG
селища	vilas	селище	vila	N;INDF;NEUT;PL	N;FEM;PL
