une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
danse	dancing	danse	dancing	N;FEM;SG	N;MASC
danse	ballo	danse	ballo	N;FEM;SG	N;MASC;SG
danse	danza	danse	danza	N;FEM;SG	N;FEM;SG
développé	sviluppata	développer	sviluppare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
développé	sviluppato	développer	sviluppare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
systèmes	sistemi	système	sistema	N;MASC;PL	N;MASC;PL
élèves	studenti	élève	studente	N;MASC;PL	N;MASC;PL
élèves	allievi	élève	allievo	N;MASC;PL	N;MASC;PL
élèves	scolari	élève	scolare	N;MASC;PL	N;MASC;PL
élèves	alunni	élève	alunno	N;MASC;PL	N;MASC;PL
élèves	pupille	élève	pupillo	N;MASC;PL	N;FEM;PL
officiellement	formalmente	officiellement	formalmente	ADV	ADV
officiellement	ufficialmente	officiellement	ufficialmente	ADV	ADV
remplacé	sostituito	remplacer	sostituire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
remplacé	sostituita	remplacer	sostituire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
remplacé	rimpiazzato	remplacer	rimpiazzare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
remplacé	sostituito	remplacer	sostituire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
fleuve	fleuve	fleuve	fleuvo	N;MASC;SG	N;MASC;SG
fleuve	fiume	fleuve	fiume	N;MASC;SG	N;MASC;SG
univers	universo	univers	universo	N;MASC;SG	N;MASC;SG
villages	borghi	village	borgo	N;MASC;PL	N;MASC;PL
villages	villaggi	village	villaggio	N;MASC;PL	N;MASC;PL
critiques	critiche	critique	critica	N;MASC;PL	N;FEM;PL
critiques	critiche	critique	critica	N;MASC;PL	N;FEM;PL
critiques	critici	critique	critico	N;MASC;PL	N;MASC;PL
critiques	rassegne	critique	rassegna	N;MASC;PL	N;FEM;PL
critiques	recensioni	critique	recensione	N;MASC;PL	N;FEM;PL
critiques	critiche	critique	critica	N;MASC;PL	N;FEM;PL
critiques	critici	critique	critico	N;MASC;PL	N;MASC;PL
vraiment	veramente	vraiment	veramente	ADV	ADV
vraiment	veramente	vraiment	veramente	ADV	ADV
vraiment	davvero	vraiment	davvero	ADV	ADV
argentine	argentina	argentin	argentino	ADJ;FEM;SG	ADJ;FEM;SG
argentine	argentina	argentin	argentino	ADJ;FEM;SG	ADJ;FEM;SG
argentine	argentino	argentin	argentino	ADJ;FEM;SG	ADJ;MASC;SG
salon	lounge	salon	loungere	N;MASC;SG	N;MASC
salon	salone	salon	salone	N;MASC;SG	N;MASC;SG
salon	salon	salon	salon	N;MASC;SG	N;MASC
salon	salone	salon	salone	N;MASC;SG	N;MASC;SG
écriture	scrittura	écriture	scrittura	N;FEM;SG	N;FEM;SG
écriture	grafia	écriture	grafia	N;FEM;SG	N;FEM;SG
écriture	calligrafia	écriture	calligrafia	N;FEM;SG	N;FEM;SG
écriture	écriture	écriture	écritura	N;FEM;SG	N;FEM;SG
libération	liberazione	libération	liberazione	N;FEM;SG	N;FEM;SG
libération	rilascio	libération	rilascio	N;FEM;SG	N;MASC;SG
libération	release	libération	release	N;FEM;SG	N;FEM;SG
entièrement	pienamente	entièrement	pienamente	ADV	ADV
entièrement	totalmente	entièrement	totalmente	ADV	ADV
entièrement	completamente	entièrement	completamente	ADV	ADV
entièrement	interamente	entièrement	interamente	ADV	ADV
largement	ampiamente	largement	ampiamente	ADV	ADV
jazz	jazz	jazz	jazz	N;MASC;SG	N;MASC
réunion	riunione	réunion	riunione	N;FEM;SG	N;FEM;SG
réunion	meeting	réunion	meeting	N;FEM;SG	N;MASC
réunion	riunione	réunion	riunione	N;FEM;SG	N;FEM;SG
réunion	rimpatriata	réunion	rimpatriare	N;FEM;SG	N;FEM;SG
réunion	reunion	réunion	reunion	N;FEM;SG	N;FEM
trente	trenta	trente	trenta	NUM	NUM
chasse	caccia	chasse	caccia	N;FEM;SG	N;FEM;SG
chasse	caccia	chasse	caccia	N;FEM;SG	N;FEM;SG
chasse	hunt	chasse	hunt	N;FEM;SG	N
paru	apparsa	paraître	apparire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
paru	apparve	paraître	apparire	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
paru	apparso	paraître	apparso	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
processus	process	processus	process	N;MASC;SG	N
processus	processo	processus	processo	N;MASC;SG	N;MASC;SG
gaz	gas	gaz	gas	N;MASC;SG	N;MASC
gaz	gaz	gaz	gaz	N;MASC;SG	N;SG
gaz	gas	gaz	gas	N;MASC;SG	N;MASC
orléans	orleans	orléan	orleans	N;MASC;SG	N;FEM;SG
orléans	orléans	orléan	orléans	N;MASC;SG	N;FEM;SG
orléans	orléans	orléan	orléans	N;MASC;SG	N;FEM;SG
catégories	categorie	catégorie	categoria	N;FEM;PL	N;FEM;PL
mixte	mista	mixte	misto	ADJ;MASC;SG	ADJ;FEM;SG
mixte	misto	mixte	misto	ADJ;MASC;SG	ADJ;MASC;SG
régulièrement	regolarmente	régulièrement	regolarmente	ADV	ADV
véritable	reale	véritable	reale	ADJ;MASC;SG	ADJ;SG
véritable	genuina	véritable	genuino	ADJ;MASC;SG	ADJ;FEM;SG
véritable	genuino	véritable	genuino	ADJ;MASC;SG	ADJ;MASC;SG
véritable	vero	véritable	vero	ADJ;MASC;SG	ADJ;MASC;SG
rapide	rapido	rapide	rapido	ADJ;MASC;SG	ADJ;MASC;SG
rapide	rapida	rapide	rapido	ADJ;MASC;SG	ADJ;FEM;SG
rapide	veloce	rapide	veloce	ADJ;MASC;SG	ADJ;SG
rapide	rapido	rapide	rapido	ADJ;MASC;SG	ADJ;MASC;SG
rapide	rapido	rapide	rapido	ADJ;MASC;SG	ADJ;MASC;SG
rapide	veloce	rapide	veloce	ADJ;MASC;SG	ADJ;SG
agriculture	agricoltura	agriculture	agricoltura	N;FEM;SG	N;FEM;SG
traduit	tradotta	traduire	tradurre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
traduit	tradotto	traduire	tradurre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
traduit	tradurre	traduire	tradurre	V;MASC;SG;PST;V.PTCP	V;NFIN
chœur	coro	chœur	coro	N;MASC;SG	N;MASC;SG
chœur	coro	chœur	coro	N;MASC;SG	N;MASC;SG
chœur	ritornello	chœur	ritornello	N;MASC;SG	N;MASC;SG
décret	decreto	décret	decreto	N;MASC;SG	N;MASC;SG
léon	león	léon	león	N;MASC;SG	N;SG
léon	leon	léon	leon	N;MASC;SG	N;SG
léon	leone	léon	leone	N;MASC;SG	N;MASC;SG
léon	leo	léon	leo	N;MASC;SG	N;SG
naturelle	naturale	naturel	naturale	ADJ;FEM;SG	ADJ;SG
plantes	impianti	plante	impianto	N;FEM;PL	N;MASC;PL
plantes	piante	plante	pianta	N;FEM;PL	N;FEM;PL
permettre	permetti	permettre	permettere	V;NFIN	V;IND;SG;2;PRS;FIN
permettre	consenti	permettre	consentire	V;NFIN	V;IND;SG;2;PRS;FIN
résidence	residenza	résidence	residenza	N;FEM;SG	N;FEM;SG
fusion	fusione	fusion	fusione	N;FEM;SG	N;FEM;SG
fusion	unione	fusion	unione	N;FEM;SG	N;FEM;SG
fusion	fusione	fusion	fusione	N;FEM;SG	N;FEM;SG
fusion	fusion	fusion	fusion	N;FEM;SG	N;MASC
fusion	fusione	fusion	fusione	N;FEM;SG	N;FEM;SG
fusion	scioglimento	fusion	scioglimento	N;FEM;SG	N;MASC;SG
critères	criteri	critère	criterio	N;MASC;PL	N;MASC;PL
commandement	comandamento	commandement	comandamento	N;MASC;SG	N;MASC;SG
commandement	comando	commandement	comando	N;MASC;SG	N;MASC;SG
portrait	ritratto	portrait	ritratto	N;MASC;SG	N;MASC;SG
mairie	mairie	mairie	mairia	N;FEM;SG	N;FEM;SG
choses	cose	chose	cosa	N;FEM;PL	N;FEM;PL
jan	jan	jan	jan	N;MASC;SG	N;MASC;SG
sang	sang	sang	sang	N;MASC;SG	N;SG
sang	sangue	sang	sangue	N;MASC;SG	N;MASC;SG
sang	blood	sang	blood	N;MASC;SG	N
jeanne	jane	jeanne	jane	N;FEM;SG	N;FEM;SG
jeanne	giovanna	jeanne	giovanna	N;FEM;SG	N;FEM;SG
jeanne	jeanne	jeanne	jeanne	N;FEM;SG	N;FEM;SG
indique	indica	indiquer	indicare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
yeux	eyes	oeil	eyes	N;MASC;PL	N
yeux	occhi	oeil	occhio	N;MASC;PL	N;MASC;PL
yeux	eye	oeil	eye	N;MASC;PL	N
désigne	designa	désigner	designare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
types	tipi	type	tipo	N;MASC;PL	N;MASC;PL
types	tipologie	type	tipologia	N;MASC;PL	N;FEM;PL
moyens	mezzi	moyen	mezzo	N;MASC;PL	N;MASC;PL
reprise	riprendere	reprendre	riprendere	V;FEM;SG;PST;V.PTCP	V;NFIN
évolue	evolve	évoluer	evolvere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
prédécesseur	predecessore	prédécesseur	predecessore	N;MASC;SG	N;MASC;SG
retraite	pensionamento	retraite	pensionamento	N;FEM;SG	N;MASC;SG
retraite	pensionato	retraite	pensionato	N;FEM;SG	N;MASC;SG
retraite	pensione	retraite	pensione	N;FEM;SG	N;FEM;SG
retraite	ritiro	retraite	ritiro	N;FEM;SG	N;MASC;SG
description	descrizione	description	descrizione	N;FEM;SG	N;FEM;SG
table	tabella	table	tabella	N;FEM;SG	N;FEM;SG
table	tavolo	table	tavolo	N;FEM;SG	N;MASC;SG
table	tavola	table	tavola	N;FEM;SG	N;FEM;SG
magnitude	grandezza	magnitude	grandezza	N;FEM;SG	N;FEM;SG
magnitude	magnitudine	magnitude	magnitudine	N;FEM;SG	N;FEM;SG
emploi	occupazione	emploi	occupazione	N;MASC;SG	N;FEM;SG
promotion	promozione	promotion	promozione	N;FEM;SG	N;FEM;SG
québécois	québécois	québécois	québécois	ADJ;MASC;SG	ADJ;SG
alliance	alleanza	alliance	alleanza	N;FEM;SG	N;FEM;SG
obtenu	ottenuto	obtenir	ottenere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
obtenu	ottenuta	obtenir	ottenere	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
unités	unità	unité	unità	N;FEM;PL	N;FEM
importantes	importanti	important	importante	ADJ;FEM;PL	ADJ;PL
faune	fauna	faune	fauna	N;FEM;SG	N;FEM;SG
faune	escursionismo	faune	escursionismo	N;FEM;SG	N;MASC;SG
originaire	originario	originaire	originario	ADJ;MASC;SG	ADJ;MASC;SG
faite	fatto	faire	fare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
faite	fatta	faire	fare	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
faite	fatto	faire	fare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
participé	frequentato	participer	frequentare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
participé	partecipato	participer	partecipare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
actions	condivisioni	action	condivisione	N;FEM;PL	N;FEM;PL
actions	azioni	action	azione	N;FEM;PL	N;FEM;PL
baron	barone	baron	barone	N;MASC;SG	N;MASC;SG
baron	baron	baron	baron	N;MASC;SG	N;MASC;SG
contributeurs	collaboratori	contributeur	collaboratore	N;MASC;PL	N;MASC;PL
contributeurs	contribuenti	contributeur	contribuente	N;MASC;PL	N;PL
contributeurs	contributori	contributeur	contributore	N;MASC;PL	N;MASC;PL
biographie	biografia	biographie	biografia	N;FEM;SG	N;FEM;SG
effets	effetti	effet	effetto	N;MASC;PL	N;MASC;PL
explique	spiegare	expliquer	spiegare	V;IND;SG;3;PRS;FIN	V;NFIN
explique	spiega	expliquer	spiegare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
explique	spiega	expliquer	spiegare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
égypte	egitto	égypte	egitto	N;FEM;SG	N;MASC;SG
avenue	avenue	avenue	avere	N;FEM;SG	N;MASC
avenue	viale	avenue	viale	N;FEM;SG	N;MASC;SG
blocage	bloccaggio	blocage	bloccaggio	N;MASC;SG	N;MASC;SG
blocage	blocco	blocage	blocco	N;MASC;SG	N;MASC;SG
blocage	blocco	blocage	blocco	N;MASC;SG	N;MASC;SG
blocage	block	blocage	block	N;MASC;SG	N
dominique	domenico	dominique	domenico	ADJ;MASC;SG	ADJ;MASC;SG
dominique	domenico	dominique	domenico	ADJ;MASC;SG	ADJ;MASC;SG
nœud	nodo	nœud	nodo	N;MASC;SG	N;MASC;SG
nœud	nodo	nœud	nodo	N;MASC;SG	N;MASC;SG
serbe	serbo	serbe	serbo	ADJ;MASC;SG	ADJ;MASC;SG
serbe	serba	serbe	serbo	ADJ;MASC;SG	ADJ;FEM;SG
serbe	serbo	serbe	serbo	ADJ;MASC;SG	ADJ;MASC;SG
événements	manifestazioni	événement	manifestazione	N;MASC;PL	N;FEM;PL
événements	eventi	événement	evento	N;MASC;PL	N;MASC;PL
christophe	chris	christophe	chris	N;MASC;SG	N
christophe	christopher	christophe	christopher	N;MASC;SG	N;MASC;SG
christophe	cristoforo	christophe	cristoforo	N;MASC;SG	N;MASC;SG
christophe	christophe	christophe	christopo	N;MASC;SG	N;MASC;SG
atelier	workshop	atelier	workshop	N;MASC;SG	N;MASC
atelier	officina	atelier	officina	N;MASC;SG	N;FEM;SG
atelier	atelier	atelier	atelier	N;MASC;SG	N;MASC
auguste	auguste	auguste	augusto	N;MASC;SG	N;MASC;SG
auguste	augusto	auguste	augusto	N;MASC;SG	N;MASC;SG
auguste	augustus	auguste	augustus	N;MASC;SG	N;MASC
raisons	motivi	raison	motivo	N;FEM;PL	N;MASC;PL
raisons	ragioni	raison	ragione	N;FEM;PL	N;FEM;PL
atlantique	atlantico	atlantique	atlantico	ADJ;MASC;SG	ADJ;MASC;SG
cent	cento	cent	cento	NUM	NUM
voiture	auto	voiture	auto	N;FEM;SG	N;FEM
voiture	macchina	voiture	macchina	N;FEM;SG	N;FEM;SG
voiture	automobile	voiture	automobile	N;FEM;SG	N;FEM;SG
agent	agente	agent	agente	N;MASC;SG	N;SG
disney	disney	disney	disney	N;MASC;SG	N;MASC
débute	comincia	débuter	cominciare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
débute	inizia	débuter	iniziare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
débute	comincia	débuter	cominciare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
débute	inizia	débuter	iniziare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
écrite	scritta	écrire	scritto	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
écrite	scritto	écrire	scrivere	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
chute	cascata	chute	cascata	N;FEM;SG	N;FEM;SG
chute	fall	chute	fall	N;FEM;SG	N
communiste	comunista	communiste	comunista	ADJ;MASC;SG	ADJ;SG
présentation	presentazione	présentation	presentazione	N;FEM;SG	N;FEM;SG
étranger	alien	étranger	alien	N;MASC;SG	N
étranger	straniera	étranger	straniero	N;MASC;SG	N;FEM;SG
étranger	straniera	étranger	straniero	N;MASC;SG	N;FEM;SG
documentaire	documentario	documentaire	documentario	N;MASC;SG	N;MASC;SG
cartes	schede	carte	scheda	N;FEM;PL	N;FEM;PL
cartes	carte	carte	carta	N;FEM;PL	N;FEM;PL
cartes	mappe	carte	mappa	N;FEM;PL	N;FEM;PL
sièges	sedili	siège	sedili	N;MASC;PL	N;MASC;PL
sièges	seggi	siège	seggio	N;MASC;PL	N;MASC;PL
secret	segreto	secret	segreto	ADJ;MASC;SG	ADJ;MASC;SG
couple	coppia	couple	coppia	N;MASC;SG	N;FEM;SG
couple	coppia	couple	coppia	N;MASC;SG	N;FEM;SG
publics	pubblici	public	pubblico	ADJ;MASC;PL	ADJ;MASC;PL
col	colletto	col	colletto	N;MASC;SG	N;MASC;SG
col	collare	col	collare	N;MASC;SG	N;MASC;SG
métro	metro	métro	metro	N;MASC;SG	N;MASC;SG
mines	miniere	mine	miniera	N;FEM;PL	N;FEM;PL
mines	mine	mine	mina	N;FEM;PL	N;FEM;PL
mines	miniere	mine	miniera	N;FEM;PL	N;FEM;PL
conférence	convegno	conférence	convegno	N;FEM;SG	N;MASC;SG
conférence	conferenza	conférence	conferenza	N;FEM;SG	N;FEM;SG
palmarès	classifica	palmarès	classifica	N;MASC;SG	N;FEM;SG
alsace	alsazia	alsace	alsazia	N;MASC;SG	N;FEM;SG
mains	mani	main	mano	N;FEM;PL	N;FEM;PL
mains	hands	main	hands	N;FEM;PL	N
alfred	alfredo	alfred	alfredo	N;MASC;SG	N;MASC;SG
alfred	alfred	alfred	alfred	N;MASC;SG	N;MASC;SG
publiée	pubblicato	publier	pubblicare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
publiée	pubblicata	publier	pubblicare	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
publiée	postato	publier	postare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
publiée	pubblicato	publier	pubblicare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
publiée	pubblicata	publier	pubblicare	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
soir	serata	soir	serata	N;MASC;SG	N;FEM;SG
soir	sera	soir	sera	N;MASC;SG	N;FEM;SG
soir	notte	soir	notte	N;MASC;SG	N;FEM;SG
coureur	runner	coureur	runnere	N;MASC;SG	N
coureur	corridore	coureur	corridore	N;MASC;SG	N;MASC;SG
coureur	racer	coureur	racer	N;MASC;SG	N;MASC
différence	diff	différence	diff	N;FEM;SG	N;MASC
différence	differenza	différence	differenza	N;FEM;SG	N;FEM;SG
bateau	barca	bateau	barca	N;MASC;SG	N;FEM;SG
musicale	musicale	musical	musicale	ADJ;FEM;SG	ADJ;SG
enregistré	registrato	enregistrer	registrare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
enregistré	registrato	enregistrer	registrare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
enregistré	registrata	enregistrer	registrare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
enregistré	salvato	enregistrer	salvare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
enregistré	salvata	enregistrer	salvare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
xls	xls	xl	xls	N;MASC;SG	N
connexe	correlato	connexe	correlato	ADJ;MASC;SG	ADJ;MASC;SG
changement	cambiamento	changement	cambiamento	N;MASC;SG	N;MASC;SG
changement	variazione	changement	variazione	N;MASC;SG	N;FEM;SG
commencé	iniziato	commencer	iniziare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
commencé	avviato	commencer	avviare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
commencé	cominciò	commencer	cominciare	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
électrique	elettrico	électrique	elettrico	ADJ;MASC;SG	ADJ;MASC;SG
électrique	elettrica	électrique	elettrico	ADJ;MASC;SG	ADJ;FEM;SG
électrique	elettrico	électrique	elettrico	ADJ;MASC;SG	ADJ;MASC;SG
électrique	elettrica	électrique	elettrico	ADJ;MASC;SG	ADJ;FEM;SG
opérations	operazioni	opération	operazione	N;FEM;PL	N;FEM;PL
opérations	transazioni	opération	transazione	N;FEM;PL	N;FEM;PL
vite	velocemente	vite	velocemente	ADV	ADV
vite	rapidamente	vite	rapidamente	ADV	ADV
diocèse	diocesi	diocèse	diocesi	N;MASC;SG	N;FEM
rhin	reno	rhin	reno	N;MASC;SG	N;MASC;SG
identité	identità	identité	identità	N;FEM;SG	N;FEM
normandie	normandie	normandie	normandia	N;FEM;SG	N;FEM
normandie	normandia	normandie	normandia	N;FEM;SG	N;FEM;SG
culturel	culturale	culturel	culturale	ADJ;MASC;SG	ADJ;SG
variation	varianza	variation	varianza	N;FEM;SG	N;FEM;SG
variation	variazione	variation	variazione	N;FEM;SG	N;FEM;SG
romans	romanzi	roman	romanzo	N;MASC;PL	N;MASC;PL
bourg	bourg	bourg	bourg	N;MASC;SG	N;MASC;SG
rejoindre	partecipa	rejoindre	partecipare	V;NFIN	V;IND;SG;3;PRS;FIN
rejoindre	iscriviti	rejoindre	iscrivere	V;NFIN	V;IND;SG;2;PST;FIN
hommage	omaggio	hommage	omaggio	N;MASC;SG	N;MASC;SG
hommage	omaggio	hommage	omaggio	N;MASC;SG	N;MASC;SG
hommage	tributo	hommage	tributo	N;MASC;SG	N;MASC;SG
collecte	collezione	collecte	collezione	N;FEM;SG	N;FEM;SG
collecte	raccolta	collecte	raccolta	N;FEM;SG	N;FEM;SG
transports	trasporti	transport	trasporto	N;MASC;PL	N;MASC;PL
transports	trasporti	transport	trasporto	N;MASC;PL	N;MASC;PL
juge	giudice	juge	giudice	N;MASC;SG	N;MASC;SG
néerlandais	neerlandese	néerlandais	neerlandese	ADJ;MASC;SG	ADJ;SG
néerlandais	olandese	néerlandais	olandese	ADJ;MASC;SG	ADJ;SG
lille	lilla	lille	lilla	N;FEM;SG	N;FEM;SG
lille	lille	lille	lille	N;FEM;SG	N;MASC;SG
complexe	complesso	complexe	complesso	ADJ;MASC;SG	ADJ;MASC;SG
complexe	complessa	complexe	complesso	ADJ;MASC;SG	ADJ;FEM;SG
concept	concept	concept	concept	N;MASC;SG	N;MASC
concept	nozione	concept	nozione	N;MASC;SG	N;FEM;SG
concept	concetto	concept	concetto	N;MASC;SG	N;MASC;SG
universitaire	accademico	universitaire	accademico	ADJ;MASC;SG	ADJ;MASC;SG
universitaire	accademica	universitaire	accademico	ADJ;MASC;SG	ADJ;FEM;SG
titulaire	holder	titulaire	holder	N;MASC;SG	N
titulaire	conduttore	titulaire	conduttore	N;MASC;SG	N;MASC;SG
titulaire	detentore	titulaire	detentore	N;MASC;SG	N;MASC;SG
titulaire	titolare	titulaire	titolare	N;MASC;SG	N;SG
contexte	sfondo	contexte	sfondo	N;MASC;SG	N;MASC;SG
contexte	contesto	contexte	contesto	N;MASC;SG	N;MASC;SG
contact	contatto	contact	contatto	N;MASC;SG	N;MASC;SG
fortement	fortemente	fortement	fortemente	ADV	ADV
fortement	pesantemente	fortement	pesantemente	ADV	ADV
vis	vis	vis	vis	N;MASC;SG	N;FEM;SG
concert	concerto	concert	concerto	N;MASC;SG	N;MASC;SG
lois	leggi	loi	legge	N;FEM;PL	N;FEM;PL
douze	dodici	douze	dodici	NUM	NUM
correspond	corrisponde	correspondre	corrispondere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hautes	alte	haut	alto	ADJ;FEM;PL	ADJ;FEM;PL
édouard	edouard	édouard	edouard	N;MASC;SG	N;MASC;SG
édouard	edoardo	édouard	edoardo	N;MASC;SG	N;MASC;SG
édouard	edouard	édouard	edouard	N;MASC;SG	N;MASC;SG
édouard	édouard	édouard	édouard	N;MASC;SG	N;MASC;SG
vente	vendita	vente	vendita	N;FEM;SG	N;FEM;SG
vente	vendita	vente	vendita	N;FEM;SG	N;FEM;SG
athlétisme	athletic	athlétisme	athletic	N;MASC;SG	N;MASC
athlétisme	atletica	athlétisme	atletica	N;MASC;SG	N;FEM;SG
athlétisme	atletica	athlétisme	atletica	N;MASC;SG	N;FEM;SG
culte	setta	culte	setta	N;MASC;SG	N;FEM;SG
culte	cult	culte	cult	N;MASC;SG	N;MASC
culte	culto	culte	culto	N;MASC;SG	N;MASC;SG
culte	adorazione	culte	adorazione	N;MASC;SG	N;FEM;SG
répartition	ripartizione	répartition	ripartizione	N;FEM;SG	N;FEM;SG
répartition	distribuzione	répartition	distribuzione	N;FEM;SG	N;FEM;SG
matériel	materiale	matériel	materiale	N;MASC;SG	N;MASC;SG
matériel	hardware	matériel	hardware	N;MASC;SG	N;MASC
matériel	ferramenta	matériel	ferramentare	N;MASC;SG	N;FEM;SG
matériel	equipaggiamento	matériel	equipaggiamento	N;MASC;SG	N;MASC;SG
matériel	attrezzatura	matériel	attrezzatura	N;MASC;SG	N;FEM;SG
avocat	avvocato	avocat	avvocato	N;MASC;SG	N;MASC;SG
avocat	avocado	avocat	avocado	N;MASC;SG	N;MASC;SG
avocat	avvocato	avocat	avvocato	N;MASC;SG	N;MASC;SG
bras	braccio	bras	braccio	N;MASC;SG	N;MASC;SG
bras	arm	bras	arm	N;MASC;SG	N;MASC
proposition	proposta	proposition	proposta	N;FEM;SG	N;FEM;SG
épreuves	test	épreuve	test	N;FEM;PL	N;MASC
épreuves	prove	épreuve	prova	N;FEM;PL	N;FEM;PL
conduit	condotto	conduire	condurre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
perdu	perduto	perdre	perdere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
perdu	perso	perdre	perdere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
perdu	persa	perdre	perdere	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
visite	visita	visite	visita	N;FEM;SG	N;FEM;SG
visite	tour	visite	tour	N;FEM;SG	N;MASC
solution	soluzione	solution	soluzione	N;FEM;SG	N;FEM;SG
atteindre	raggiungendo	atteindre	raggiungere	V;NFIN	V;V.MSDR
volley	volley	volley	volley	N;MASC;SG	N;MASC
volley	volley	volley	volley	N;MASC;SG	N;MASC
volley	pallavolo	volley	pallavolo	N;MASC;SG	N;MASC;SG
promu	promossa	promouvoir	promuovere	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
promu	promosso	promouvoir	promuovere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
portes	cancelli	porte	cancello	N;FEM;PL	N;MASC;PL
portes	porte	porte	porta	N;FEM;PL	N;FEM;PL
conception	concepimento	conception	concepimento	N;FEM;SG	N;MASC;SG
conception	concezione	conception	concezione	N;FEM;SG	N;FEM;SG
conception	progettazione	conception	progettazione	N;FEM;SG	N;FEM;SG
conception	design	conception	design	N;FEM;SG	N;MASC
mur	parete	mur	parete	N;MASC;SG	N;FEM;SG
mur	muraglia	mur	muraglia	N;MASC;SG	N;FEM;SG
mur	muro	mur	muro	N;MASC;SG	N;MASC;SG
tourisme	turismo	tourisme	turismo	N;MASC;SG	N;MASC;SG
luc	luke	luc	luka	N;MASC;SG	N;MASC
luc	luca	luc	luca	N;MASC;SG	N;MASC;SG
luc	luc	luc	luc	N;MASC;SG	N;SG
façade	facciata	façade	facciata	N;FEM;SG	N;FEM;SG
façade	facciata	façade	facciata	N;FEM;SG	N;FEM;SG
statue	statua	statue	statua	N;FEM;SG	N;FEM;SG
photos	fotografie	photo	fotografia	N;FEM;PL	N;FEM;PL
photos	foto	photo	foto	N;FEM;PL	N;FEM
photos	immagini	photo	immagine	N;FEM;PL	N;FEM;PL
construire	costruisci	construire	costruire	V;NFIN	V;IMP;SG;2;PRS;FIN
construire	costruire	construire	costruire	V;NFIN	V;NFIN
construire	costruisci	construire	costruire	V;NFIN	V;IMP;SG;2;PRS;FIN
