رده	třída	رده	třída	N;SG	N;NOM;FEM;SG;POS
فروش	prodej	فروش	prodej	N;SG	N;INAN;NOM;MASC;SG;POS
بیست	dvacet	بیست	dvacet	NUM	NUM;NOM;SG
رتبه	hodnost	None	hodnost	N;SG	N;NOM;FEM;SG;POS
جانوران	šelmy	جانور	šelm	N;PL	N;NOM;FEM;PL;POS
جانوران	zvířata	جانور	zvíře	N;PL	N;NOM;NEUT;PL;POS
جانوران	zvířat	جانور	zvíře	N;PL	N;GEN;NEUT;PL;POS
جانوران	živočichové	جانور	živočich	N;PL	N;ANIM;NOM;MASC;PL;POS
جانوران	zvířat	جانور	zvíře	N;PL	N;GEN;NEUT;PL;POS
راک	skála	راک	skála	N;SG	N;NOM;FEM;SG;POS
راک	kámen	راک	kámen	N;SG	N;INAN;NOM;MASC;SG;POS
راک	rock	راک	rock	N;SG	N;INAN;NOM;MASC;SG;POS
پارک	parku	None	park	N;SG	N;INAN;GEN;MASC;SG;POS
پارک	park	None	park	N;SG	N;INAN;NOM;MASC;SG;POS
کاربرد	užití	کاربرد	užití	N;SG	N;NOM;NEUT;SG;POS
کاربرد	využití	کاربرد	využití	N;SG	N;NOM;NEUT;SG;POS
کاربرد	použití	کاربرد	použití	N;SG	N;NOM;NEUT;SG;POS
کاربرد	používání	کاربرد	používání	N;SG	N;NOM;NEUT;SG;POS
کاربرد	přihláška	کاربرد	přihláška	N;SG	N;NOM;FEM;SG;POS
کاربرد	aplikace	کاربرد	aplikace	N;SG	N;NOM;FEM;SG;POS
کاربرد	žádost	کاربرد	žádost	N;SG	N;NOM;FEM;SG;POS
مناسب	řádné	مناسب	řádný	ADJ	ADJ;NOM;NEUT;SG;POS
مناسب	vhodný	مناسب	vhodný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
مناسب	vhodná	مناسب	vhodný	ADJ	ADJ;NOM;FEM;SG;POS
مناسب	vhodné	مناسب	vhodný	ADJ	ADJ;NOM;NEUT;SG;POS
مناسب	vhodný	مناسب	vhodný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
مناسب	vhodná	مناسب	vhodný	ADJ	ADJ;NOM;FEM;SG;POS
مناسب	vhodné	مناسب	vhodný	ADJ	ADJ;NOM;NEUT;SG;POS
آزادی	svoboda	آزادی	svoboda	N;SG	N;NOM;FEM;SG;POS
آزادی	volnost	آزادی	volnost	N;SG	N;NOM;FEM;SG;POS
آزادی	svobodu	آزادی	svoboda	N;SG	N;ACC;FEM;SG;POS
رای	hlasování	None	hlasování	N;SG	N;NOM;NEUT;SG;POS
رای	hlasování	None	hlasování	N;SG	N;NOM;NEUT;SG;POS
رای	hlasování	None	hlasování	N;SG	N;NOM;NEUT;SG;POS
کمدی	komiks	None	komiks	N;SG	N;INAN;NOM;MASC;SG;POS
کمدی	komedie	None	komedie	N;SG	N;NOM;FEM;SG;POS
موتور	motoru	موتور	motor	N;SG	N;INAN;GEN;MASC;SG;POS
موتور	motor	موتور	motor	N;SG	N;INAN;NOM;MASC;SG;POS
موتور	motorka	موتور	motorka	N;SG	N;NOM;FEM;SG;POS
موتور	kolo	موتور	kolo	N;SG	N;NOM;NEUT;SG;POS
موتور	motocykl	موتور	motocykl	N;SG	N;INAN;NOM;MASC;SG;POS
موتور	motor	موتور	motor	N;SG	N;INAN;NOM;MASC;SG;POS
بسته	uzavřené	بسته	uzavřený	ADJ;SG;3;V.PTCP	ADJ;NOM;NEUT;SG;POS
بسته	zavřeno	بسته	zavřený	ADJ;SG;3;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
بسته	uzavřený	بسته	uzavřený	ADJ;SG;3;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
بسته	zavřené	بسته	zavřený	ADJ;SG;3;V.PTCP	ADJ;NOM;NEUT;SG;POS
راست	pravdivé	راست	pravdivý	ADJ	ADJ;NOM;MASC;PL;POS
فاصله	vzdálenost	فاصله	vzdálenost	N;SG	N;NOM;FEM;SG;POS
فاصله	odstup	فاصله	odstup	N;SG	N;INAN;NOM;MASC;SG;POS
فاصله	interval	فاصله	interval	N;SG	N;INAN;NOM;MASC;SG;POS
فاصله	vesmír	فاصله	vesmír	N;SG	N;INAN;NOM;MASC;SG;POS
فاصله	prostor	فاصله	prostor	N;SG	N;INAN;NOM;MASC;SG;POS
فاصله	prostoru	فاصله	prostor	N;SG	N;INAN;GEN;MASC;SG;POS
سنت	tradice	سنت	tradice	N;SG	N;NOM;FEM;SG;POS
سنت	tradici	سنت	tradice	N;SG	N;ACC;FEM;SG;POS
سنت	cent	سنت	cent	N;SG	N;INAN;NOM;MASC;SG;POS
اغلب	mnohdy	اغلب	mnohdy	ADV	ADV
اغلب	často	اغلب	často	ADV	ADV;POS
فضای	vesmír	فضا	vesmír	N;SG	N;INAN;NOM;MASC;SG;POS
فضای	prostor	فضا	prostor	N;SG	N;INAN;NOM;MASC;SG;POS
فضای	prostoru	فضا	prostor	N;SG	N;INAN;GEN;MASC;SG;POS
چشم	očko	چشم	očko	N;SG	N;NOM;NEUT;SG;POS
چشم	oko	چشم	oko	N;SG	N;NOM;NEUT;SG;POS
مختصات	souřadnice	مختصه	souřadnice	N;SG	N;NOM;FEM;SG;POS
عامل	činitel	عامل	činitel	N;SG	N;ANIM;NOM;MASC;SG;POS
عامل	faktor	عامل	faktor	N;SG	N;INAN;NOM;MASC;SG;POS
چهارم	čtvrtý	چهارم	čtvrtý	ADJ	ADJ;ANIM;NOM;MASC;SG
چهارم	čtvrté	چهارم	čtvrtý	ADJ	ADJ;NOM;MASC;SG
چهارم	čtvrtá	چهارم	čtvrtý	ADJ	ADJ;NOM;FEM;SG
متولد	narozena	متولد	narozený	ADJ	ADJ;POS;V.PTCP;PASS
متولد	narozen	متولد	narozený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
قوانین	pravidla	قانون	pravidlo	N;PL	N;NOM;NEUT;PL;POS
قوانین	zákonů	قانون	zákon	N;PL	N;INAN;GEN;MASC;PL;POS
قوانین	zákony	قانون	zákon	N;PL	N;INAN;NOM;MASC;PL;POS
صنعت	odvětví	صنعت	odvětví	N;SG	N;NOM;NEUT;SG;POS
صنعت	průmysl	صنعت	průmysl	N;SG	N;INAN;NOM;MASC;SG;POS
گیاهان	rostliny	گیاه	rostlina	N;PL	N;NOM;FEM;PL;POS
گیاهان	bylinky	گیاه	bylinka	N;PL	N;NOM;FEM;PL;POS
گیاهان	byliny	گیاه	býlina	N;PL	N;NOM;FEM;PL;POS
کشوری	zemi	کشوری	země	N;SG	N;ACC;FEM;SG;POS
کشوری	země	کشوری	země	N;SG	N;NOM;FEM;SG;POS
آرامگاه	hrob	آرامگاه	hrob	N;SG	N;INAN;NOM;MASC;SG;POS
آرامگاه	hrobku	آرامگاه	hrobka	N;SG	N;ACC;FEM;SG;POS
آرامگاه	hrobka	آرامگاه	hrobka	N;SG	N;NOM;FEM;SG;POS
آرامگاه	mauzoleum	آرامگاه	mauzoleum	N;SG	N;NOM;NEUT;SG;POS
پشت	za	پشت	za	ADP	ADP;ACC
سینما	kino	سینما	kino	N;SG	N;NOM;NEUT;SG;POS
پروژه	projekt	پروژه	projekt	N;SG	N;INAN;NOM;MASC;SG;POS
پروژه	projektu	پروژه	projekt	N;SG	N;INAN;GEN;MASC;SG;POS
حمایت	podporu	حمایت	podpora	N;SG	N;ACC;FEM;SG;POS
حمایت	podpory	حمایت	podpora	N;SG	N;NOM;FEM;SG;POS
حمایت	podpora	حمایت	podpora	N;SG	N;NOM;FEM;SG;POS
باغ	zahrada	باغ	zahrada	N;SG	N;NOM;FEM;SG;POS
واژه	slovo	واژه	slovo	N;SG	N;NOM;NEUT;SG;POS
بدن	tělo	بدن	tělo	N;SG	N;NOM;NEUT;SG;POS
شاید	možná	شاید	možná	ADV	ADV
مقدار	množství	مقدار	množství	N;SG	N;NOM;NEUT;SG;POS
مقدار	částka	مقدار	částka	N;SG	N;NOM;FEM;SG;POS
مقدار	výše	مقدار	výše	N;SG	N;NOM;FEM;SG;POS
محمود	mahmoud	محمود	mahmoud	N;SG	N;NOM;FEM;SG;POS
جرم	zločin	جرم	zločin	N;SG	N;INAN;NOM;MASC;SG;POS
جرم	hmota	جرم	hmota	N;SG	N;NOM;FEM;SG;POS
جرم	mše	جرم	mše	N;SG	N;NOM;FEM;SG;POS
جرم	hmotnosti	جرم	hmotnost	N;SG	N;NOM;FEM;SG;POS
جرم	hmotnost	جرم	hmotnost	N;SG	N;NOM;FEM;SG;POS
جرم	zločin	جرم	zločin	N;SG	N;INAN;NOM;MASC;SG;POS
جرم	kriminalita	جرم	kriminalita	N;SG	N;NOM;FEM;SG;POS
کاری	práce	کار	práce	N;SG	N;NOM;FEM;SG;POS
کاری	prace	کار	prace	N;SG	N;NOM;FEM;SG;POS
کاری	práci	کار	práce	N;SG	N;ACC;FEM;SG;POS
مردان	muže	مرد	muž	N;PL	N;ANIM;ACC;MASC;PL;POS
مردان	mužů	مرد	muž	N;PL	N;ANIM;GEN;MASC;PL;POS
مردان	muži	مرد	muž	N;PL	N;ANIM;NOM;MASC;PL;POS
عصر	stáří	عصر	stáří	N;SG	N;NOM;NEUT;SG;POS
عصر	věk	عصر	věk	N;SG	N;INAN;NOM;MASC;SG;POS
عصر	věku	عصر	věk	N;SG	N;INAN;GEN;MASC;SG;POS
سرزمین	pozemek	سرزمین	pozemek	N;SG	N;INAN;NOM;MASC;SG;POS
سرزمین	země	سرزمین	země	N;SG	N;NOM;FEM;SG;POS
بزرگترین	největší	بزرگ	velký	ADJ;RL	ADJ;NOM;RL;MASC;SG;POS
نامه	poštu	نامه	pošta	N;SG	N;ACC;FEM;SG;POS
نامه	mail	نامه	mail	N;SG	N;INAN;NOM;MASC;SG;POS
نامه	pošta	نامه	pošta	N;SG	N;NOM;FEM;SG;POS
نامه	poštou	نامه	pošta	N;SG	N;INS;FEM;SG;POS
نامه	dopis	نامه	dopis	N;SG	N;INAN;NOM;MASC;SG;POS
نامه	písmeno	نامه	písmeno	N;SG	N;NOM;NEUT;SG;POS
موزه	muzeum	موزه	muzeum	N;SG	N;NOM;NEUT;SG;POS
موزه	museum	موزه	museum	N;SG	N;NOM;NEUT;SG;POS
موزه	muzeu	موزه	muzeum	N;SG	N;NOM;NEUT;SG;POS
پادشاه	král	پادشاه	král	N;SG	N;ANIM;NOM;MASC;SG;POS
پادشاه	krále	پادشاه	král	N;SG	N;ANIM;ACC;MASC;SG;POS
پادشاه	králi	پادشاه	král	N;SG	N;ANIM;DAT;MASC;SG;POS
عبارت	výraz	عبارت	výraz	N;SG	N;INAN;NOM;MASC;SG;POS
عبارت	vyjádření	عبارت	vyjádření	N;SG	N;NOM;NEUT;SG;POS
بازگشت	návrat	بازگشت	návrat	N;SG	N;INAN;NOM;MASC;SG;POS
استاندارد	norma	استاندارد	norma	N;SG	N;NOM;FEM;SG;POS
استاندارد	standard	استاندارد	standard	N;SG	N;INAN;NOM;MASC;SG;POS
بانک	banku	بانک	banka	N;SG	N;ACC;FEM;SG;POS
بانک	banka	بانک	banka	N;SG	N;NOM;FEM;SG;POS
مکزیک	mexičan	مکزیک	mexičan	N;SG	N;ANIM;NOM;MASC;SG;POS
فلسفه	filozofii	فلسفه	filozofie	N;SG	N;ACC;FEM;SG;POS
فلسفه	filosofie	فلسفه	filozofie	N;SG	N;NOM;FEM;SG;POS
فلسفه	filozofie	فلسفه	filozofie	N;SG	N;NOM;FEM;SG;POS
دولتی	vládou	دولتی	vláda	N;SG	N;INS;FEM;SG;POS
دولتی	vláda	دولتی	vláda	N;SG	N;NOM;FEM;SG;POS
عملیات	úkony	عملیات	úkon	N;PL	N;INAN;NOM;MASC;PL;POS
نقل	citát	نقل	citát	N;SG	N;INAN;NOM;MASC;SG;POS
نقل	citace	نقل	citace	N;SG	N;NOM;FEM;SG;POS
ترک	turek	ترک	turek	N;SG	N;ANIM;NOM;MASC;SG;POS
ترک	odchod	ترک	odchod	N;SG	N;INAN;NOM;MASC;SG;POS
ترک	odchodu	ترک	odchod	N;SG	N;INAN;GEN;MASC;SG;POS
نشر	uvolnění	نشر	uvolnění	N;SG	N;NOM;NEUT;SG;POS
نشر	propuštění	نشر	propuštění	N;SG	N;NOM;NEUT;SG;POS
نشر	nakladatelství	نشر	nakladatelství	N;SG	N;NOM;NEUT;SG;POS
نشر	vydavatelství	نشر	vydavatelství	N;SG	N;NOM;NEUT;SG;POS
نشر	zveřejňování	نشر	zveřejňování	N;SG	N;NOM;NEUT;SG;POS
نشر	publikování	نشر	publikování	N;SG	N;NOM;NEUT;SG;POS
نشر	zveřejnění	نشر	zveřejnění	N;SG	N;NOM;NEUT;SG;POS
سفر	cestování	سفر	cestování	N;SG	N;NOM;NEUT;SG;POS
سفر	putování	سفر	putování	N;SG	N;NOM;NEUT;SG;POS
سفر	cesta	سفر	cesta	N;SG	N;NOM;FEM;SG;POS
سفر	výlet	سفر	výlet	N;SG	N;INAN;NOM;MASC;SG;POS
سفر	trip	سفر	trip	N;SG	N;INAN;NOM;MASC;SG;POS
سفر	cestování	سفر	cestování	N;SG	N;NOM;NEUT;SG;POS
توصیف	popis	توصیف	popis	N;SG	N;INAN;NOM;MASC;SG;POS
آسفالت	asfaltu	آسفالت	asfalt	N;SG	N;INAN;GEN;MASC;SG;POS
آسفالت	asfalt	آسفالت	asfalt	N;SG	N;INAN;NOM;MASC;SG;POS
معنای	význam	معنا	význam	N;SG	N;INAN;NOM;MASC;SG;POS
معنای	smysl	معنا	smysl	N;SG	N;INAN;NOM;MASC;SG;POS
رابطه	vztah	رابطه	vztah	N;SG	N;INAN;NOM;MASC;SG;POS
دریای	moře	دریا	moře	N;SG	N;NOM;NEUT;SG;POS
توان	moc	توان	moc	N;SG	N;NOM;FEM;SG;POS
توان	napájení	توان	napájení	N;SG	N;NOM;NEUT;SG;POS
توان	výkon	توان	výkon	N;SG	N;INAN;NOM;MASC;SG;POS
توان	síla	توان	síla	N;SG	N;NOM;FEM;SG;POS
عباس	abbás	عباس	abbás	N;SG	N;ANIM;NOM;MASC;SG;POS
پر	par	پر	par	N;SG	N;NOM;FEM;SG;POS
پر	peří	پر	peří	N;SG	N;NOM;NEUT;SG;POS
پر	peří	پر	peří	N;SG	N;NOM;NEUT;SG;POS
پر	pírko	پر	pírko	N;SG	N;NOM;NEUT;SG;POS
ربات	bota	ربات	bota	N;SG	N;NOM;FEM;SG;POS
ربات	robot	ربات	robot	N;SG	N;INAN;NOM;MASC;SG;POS
ربات	robota	ربات	robot	N;SG	N;ANIM;NOM;MASC;SG;POS
دستور	pořádek	دستور	pořádek	N;SG	N;INAN;NOM;MASC;SG;POS
دستور	řád	دستور	řád	N;SG	N;INAN;NOM;MASC;SG;POS
دستور	pořadí	دستور	pořadí	N;SG	N;NOM;NEUT;SG;POS
دستور	objednávka	دستور	objednávka	N;SG	N;NOM;FEM;SG;POS
تیره	dark	تیره	dark	N;SG	N;INAN;NOM;MASC;SG;POS
دوست	láska	دوست	láska	N;SG	N;NOM;FEM;SG;POS
دوست	kamarád	دوست	kamarád	N;SG	N;ANIM;NOM;MASC;SG;POS
دوست	kamarádka	دوست	kamarádek	N;SG	N;NOM;FEM;SG;POS
دوست	příteli	دوست	přítel	N;SG	N;ANIM;DAT;MASC;SG;POS
دوست	přítel	دوست	přítel	N;SG	N;ANIM;NOM;MASC;SG;POS
حل	vyřešení	حل	vyřešení	N;SG	N;NOM;NEUT;SG;POS
حل	vyřešení	حل	vyřešení	N;SG	N;NOM;NEUT;SG;POS
تصمیم	rozhodnutí	تصمیم	rozhodnutí	N;SG	N;NOM;NEUT;SG;POS
تصمیم	rozhodování	تصمیم	rozhodování	N;SG	N;NOM;NEUT;SG;POS
تصمیم	rozhodnutí	تصمیم	rozhodnutí	N;SG	N;NOM;NEUT;SG;POS
تصمیم	rozhodování	تصمیم	rozhodování	N;SG	N;NOM;NEUT;SG;POS
تلاش	pokus	تلاش	pokus	N;SG	N;INAN;NOM;MASC;SG;POS
تلاش	snaha	تلاش	snaha	N;SG	N;NOM;FEM;SG;POS
تلاش	úsilí	تلاش	úsilí	N;SG	N;NOM;NEUT;SG;POS
تلاش	pokus	تلاش	pokus	N;SG	N;INAN;NOM;MASC;SG;POS
هزاره	tisíciletí	هزاره	tisíciletí	N;SG	N;NOM;NEUT;SG;POS
دفتر	kancelář	دفتر	kancelář	N;SG	N;NOM;FEM;SG;POS
دفتر	úřad	دفتر	úřad	N;SG	N;INAN;NOM;MASC;SG;POS
دفتر	office	دفتر	office	N;SG	N;NOM;FEM;SG;POS
ماده	samice	ماده	samice	N;SG	N;NOM;FEM;SG;POS
ماده	žena	ماده	žena	N;SG	N;NOM;FEM;SG;POS
آموزشی	vzdělávací	آموزشی	vzdělávací	ADJ	ADJ;NOM;MASC;SG;POS
اصل	jus	اصل	jus	N;SG	N;NOM;MASC;SG;POS
اصل	zásada	اصل	zásada	N;SG	N;NOM;FEM;SG;POS
اصل	princip	اصل	princip	N;SG	N;INAN;NOM;MASC;SG;POS
مربع	náměstí	مربع	náměstí	N;SG	N;NOM;NEUT;SG;POS
مربع	čtverec	مربع	čtverec	N;SG	N;INAN;NOM;MASC;SG;POS
شریک	partner	None	partner	N;SG	N;ANIM;NOM;MASC;SG;POS
شریک	partnera	None	partner	N;SG	N;ANIM;ACC;MASC;SG;POS
شریک	parťák	None	parťák	N;SG	N;ANIM;NOM;MASC;SG;POS
شریک	partnerka	None	partnerka	N;SG	N;NOM;FEM;SG;POS
مسابقه	závod	مسابقه	závod	N;SG	N;INAN;NOM;MASC;SG;POS
مسابقه	rasa	مسابقه	rasa	N;SG	N;NOM;FEM;SG;POS
مسابقه	závodění	مسابقه	závodění	N;SG	N;NOM;NEUT;SG;POS
مسابقه	zápas	مسابقه	zápas	N;SG	N;INAN;NOM;MASC;SG;POS
مسابقه	utkání	مسابقه	utkání	N;SG	N;NOM;NEUT;SG;POS
مسابقه	shoda	مسابقه	shoda	N;SG	N;NOM;FEM;SG;POS
مسابقه	soutěž	مسابقه	soutěž	N;SG	N;NOM;FEM;SG;POS
مسابقه	konkurence	مسابقه	konkurence	N;SG	N;NOM;FEM;SG;POS
مسابقه	soutěž	مسابقه	soutěž	N;SG	N;NOM;FEM;SG;POS
گرم	horké	گرم	horký	ADJ	ADJ;NOM;NEUT;SG;POS
گرم	teplé	گرم	teplý	ADJ	ADJ;NOM;NEUT;SG;POS
گرم	teplá	گرم	teplý	ADJ	ADJ;NOM;FEM;SG;POS
گرم	teplý	گرم	teplý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
گرم	vyhřívané	گرم	vyhřívaný	ADJ	ADJ;NOM;MASC;PL;POS
پاسخ	odpověď	پاسخ	odpověď	N;SG	N;NOM;FEM;SG;POS
پاسخ	odpověď	پاسخ	odpověď	N;SG	N;NOM;FEM;SG;POS
پاسخ	odezva	پاسخ	odezva	N;SG	N;NOM;FEM;SG;POS
پاسخ	odpověď	پاسخ	odpověď	N;SG	N;NOM;FEM;SG;POS
پاسخ	reakce	پاسخ	reakce	N;SG	N;NOM;FEM;SG;POS
ورزشکاران	sportovci	ورزشکار	sportovec	N;PL	N;ANIM;NOM;MASC;PL;POS
ورزشکاران	sportovce	ورزشکار	sportovec	N;PL	N;ANIM;ACC;MASC;PL;POS
درآمد	příjem	درآمد	příjem	N;SG	N;INAN;NOM;MASC;SG;POS
درآمد	výdělek	درآمد	výdělek	N;SG	N;INAN;NOM;MASC;SG;POS
درآمد	příjem	درآمد	příjem	N;SG	N;INAN;NOM;MASC;SG;POS
بازبینی	recenze	بازبینی	recenze	N;SG	N;NOM;FEM;SG;POS
بازبینی	přezkumu	بازبینی	přezkum	N;SG	N;INAN;GEN;MASC;SG;POS
بازبینی	přezkum	بازبینی	přezkum	N;SG	N;INAN;NOM;MASC;SG;POS
بازبینی	revize	بازبینی	revize	N;SG	N;NOM;FEM;SG;POS
بازبینی	revize	بازبینی	revize	N;SG	N;NOM;FEM;SG;POS
بازبینی	přepracování	بازبینی	přepracování	N;SG	N;NOM;NEUT;SG;POS
مرحله	fáze	مرحله	fáze	N;SG	N;NOM;FEM;SG;POS
مرحله	etapa	مرحله	etapa	N;SG	N;NOM;FEM;SG;POS
مرحله	krok	مرحله	krok	N;SG	N;INAN;NOM;MASC;SG;POS
مرحله	schod	مرحله	schod	N;SG	N;INAN;NOM;MASC;SG;POS
مرحله	fázi	مرحله	fáze	N;SG	N;ACC;FEM;SG;POS
مرحله	fáze	مرحله	fáze	N;SG	N;NOM;FEM;SG;POS
مرحله	etapa	مرحله	etapa	N;SG	N;NOM;FEM;SG;POS
مرحله	jeviště	مرحله	jeviště	N;SG	N;NOM;NEUT;SG;POS
مرحله	stage	مرحله	stát	N;SG	N;NOM;MASC;SG;POS
نبرد	bitva	None	bitva	N;SG	N;NOM;FEM;SG;POS
نبرد	boj	None	boj	N;SG	N;INAN;NOM;MASC;SG;POS
شهرت	reputaci	شهرت	reputace	N;SG	N;ACC;FEM;SG;POS
شهرت	reputace	شهرت	reputace	N;SG	N;NOM;FEM;SG;POS
شهرت	pověst	شهرت	pověst	N;SG	N;NOM;FEM;SG;POS
شهرت	sláva	شهرت	sláva	N;SG	N;NOM;FEM;SG;POS
شهرت	slávu	شهرت	sláva	N;SG	N;ACC;FEM;SG;POS
سبز	zelené	سبز	zelený	ADJ	ADJ;NOM;NEUT;SG;POS
سبز	zelený	سبز	zelený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
سبز	zelená	سبز	zelený	ADJ	ADJ;NOM;FEM;SG;POS
حد	limit	حد	limit	N;SG	N;INAN;NOM;MASC;SG;POS
حد	mez	حد	mez	N;SG	N;NOM;FEM;SG;POS
محصولات	přípravky	محصول	přípravek	N;PL	N;INAN;NOM;MASC;PL;POS
محصولات	produktů	محصول	produkt	N;PL	N;INAN;GEN;MASC;PL;POS
محصولات	výrobky	محصول	výrobek	N;PL	N;INAN;NOM;MASC;PL;POS
محصولات	produkty	محصول	produkt	N;PL	N;INAN;NOM;MASC;PL;POS
اداره	odbor	اداره	odbor	N;SG	N;INAN;NOM;MASC;SG;POS
اداره	oddělení	اداره	oddělení	N;SG	N;NOM;NEUT;SG;POS
اداره	kancelář	اداره	kancelář	N;SG	N;NOM;FEM;SG;POS
اداره	úřad	اداره	úřad	N;SG	N;INAN;NOM;MASC;SG;POS
اداره	office	اداره	office	N;SG	N;NOM;FEM;SG;POS
وب	web	وب	web	N;SG	N;INAN;NOM;MASC;SG;POS
وب	webu	وب	web	N;SG	N;INAN;NOM;MASC;SG;POS
مذهبی	náboženský	مذهبی	náboženský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
مذهبی	náboženská	مذهبی	náboženský	ADJ	ADJ;NOM;FEM;SG;POS
مذهبی	náboženské	مذهبی	náboženský	ADJ	ADJ;NOM;NEUT;SG;POS
هنرمندان	umělci	هنرمند	umělec	N;PL	N;ANIM;NOM;MASC;PL;POS
هنرمندان	umělců	هنرمند	umělec	N;PL	N;ANIM;GEN;MASC;PL;POS
هنرمندان	umělce	هنرمند	umělec	N;PL	N;ANIM;ACC;MASC;PL;POS
فرود	dolu	فرود	důl	N;SG	N;INAN;GEN;MASC;SG;POS
فرود	dole	فرود	důl	N;SG	N;INAN;NOM;MASC;SG;POS
فرود	přístaviště	فرود	přístaviště	N;SG	N;NOM;NEUT;SG;POS
فرود	přistání	فرود	přistání	N;SG	N;NOM;NEUT;SG;POS
اصلاح	korekce	اصلاح	korekce	N;SG	N;NOM;FEM;SG;POS
اصلاح	oprava	اصلاح	oprava	N;SG	N;NOM;FEM;SG;POS
اصلاح	korekce	اصلاح	korekce	N;SG	N;NOM;FEM;SG;POS
اصلاح	reformu	اصلاح	reforma	N;SG	N;ACC;FEM;SG;POS
اصلاح	reforma	اصلاح	reforma	N;SG	N;NOM;FEM;SG;POS
اقدام	akce	اقدام	akce	N;SG	N;NOM;FEM;SG;POS
اقدام	akci	اقدام	akce	N;SG	N;ACC;FEM;SG;POS
خون	krvi	خون	krev	N;SG	N;DAT;FEM;SG;POS
خون	krve	خون	krev	N;SG	N;NOM;FEM;SG;POS
خون	krev	خون	krev	N;SG	N;NOM;FEM;SG;POS
خوبی	dobry	خوبی	dobrý	N;SG	N;NOM;FEM;SG;POS
مشاهده	pozorování	مشاهده	pozorování	N;SG	N;NOM;NEUT;SG;POS
مشاهده	postřeh	مشاهده	postřeh	N;SG	N;INAN;NOM;MASC;SG;POS
مشاهده	prohlížení	مشاهده	prohlížení	N;SG	N;NOM;NEUT;SG;POS
یهودی	žid	یهودی	žid	N;SG	N;ANIM;NOM;MASC;SG;POS
یهودی	žid	یهودی	žid	N;SG	N;ANIM;NOM;MASC;SG;POS
جاده	silnice	جاده	silnice	N;SG	N;NOM;FEM;SG;POS
جاده	cesta	جاده	cesta	N;SG	N;NOM;FEM;SG;POS
استقلال	nezávislost	استقلال	závislost	N;SG	N;NOM;FEM;SG;NEG
وبگاه	web	وبگاه	web	N;SG	N;INAN;NOM;MASC;SG;POS
خلیج	záliv	None	záliv	N;SG	N;INAN;NOM;MASC;SG;POS
خلیج	záliv	None	záliv	N;SG	N;INAN;NOM;MASC;SG;POS
رودخانه	řece	رودخانه	řeka	N;SG	N;DAT;FEM;SG;POS
رودخانه	řeka	رودخانه	řeka	N;SG	N;NOM;FEM;SG;POS
آهنگ	melodii	آهنگ	melodie	N;SG	N;ACC;FEM;SG;POS
آهنگ	písnička	آهنگ	písnička	N;SG	N;NOM;FEM;SG;POS
آهنگ	skladba	آهنگ	skladba	N;SG	N;NOM;FEM;SG;POS
آهنگ	píseň	آهنگ	píseň	N;SG	N;NOM;FEM;SG;POS
آهنگ	song	آهنگ	song	N;SG	N;INAN;NOM;MASC;SG;POS
گرفتن	braní	گرفتن	braní	N;SG	N;NOM;NEUT;SG;POS
گرفتن	úlovek	گرفتن	úlovek	N;SG	N;INAN;NOM;MASC;SG;POS
نظام	nizam	نظام	nizam	N;SG	N;NOM;MASC;SG;POS
فیزیک	fyziku	فیزیک	fyzika	N;SG	N;ACC;FEM;SG;POS
فیزیک	fyzika	فیزیک	fyzika	N;SG	N;NOM;FEM;SG;POS
عکس	obrázek	عکس	obrázek	N;SG	N;INAN;NOM;MASC;SG;POS
عکس	fotka	عکس	fotka	N;SG	N;NOM;FEM;SG;POS
عکس	fotografie	عکس	fotografie	N;SG	N;NOM;FEM;SG;POS
عکس	fotografii	عکس	fotografie	N;SG	N;ACC;FEM;SG;POS
عکس	fotografie	عکس	fotografie	N;SG	N;NOM;FEM;SG;POS
عکس	foto	عکس	foto	N;SG	N;NOM;NEUT;SG;POS
عکس	fotka	عکس	fotka	N;SG	N;NOM;FEM;SG;POS
عکس	fotku	عکس	fotka	N;SG	N;ACC;FEM;SG;POS
عکس	fotografie	عکس	fotografie	N;SG	N;NOM;FEM;SG;POS
ملل	národů	ملت	národ	N;PL	N;INAN;GEN;MASC;PL;POS
ملل	národy	ملت	národ	N;PL	N;INAN;NOM;MASC;PL;POS
جلد	obal	جلد	obal	N;SG	N;INAN;NOM;MASC;SG;POS
جلد	krytí	جلد	krytí	N;SG	N;NOM;NEUT;SG;POS
جلد	pokrytí	جلد	pokrytí	N;SG	N;NOM;NEUT;SG;POS
وسیله	zařízení	وسیله	zařízení	N;SG	N;NOM;NEUT;SG;POS
همگانی	veřejnost	همگانی	veřejnost	N;SG	N;NOM;FEM;SG;POS
پاپ	pop	پاپ	pop	N;SG	N;INAN;NOM;MASC;SG;POS
پاپ	papeži	پاپ	papež	N;SG	N;ANIM;DAT;MASC;SG;POS
پاپ	papež	پاپ	papež	N;SG	N;ANIM;NOM;MASC;SG;POS
نیوجرسی	dres	نیوجرسی	dres	N;SG	N;INAN;NOM;MASC;SG;POS
