din	từ	din	từ	ADP;ACC	ADP
printul	hoàng	print	hoàng	N;DEF;MASC;SG	N
printul	prince	print	prince	N;DEF;MASC;SG	N
generalul	tướng	general	tướng	N;DEF;MASC;SG	N
descrierea	tả	descriere	tả	N;DEF;FEM;SG	N
sapte	bảy	sapt	bảy	NUM;PL	NUM
sapte	bảy	sapt	bảy	NUM;PL	NUM
sapte	bảy	sapt	bảy	NUM;PL	NUM
plante	cây	plantă	cây	N;INDF;FEM;PL	N
punctul	điểm	punct	điểm	N;DEF;MASC;SG	N
planet	tinh	planet	tinh	N;INDF;MASC;SG	N
case	nhà	casă	nhà	N;INDF;FEM;PL	N
scurta	ngắn	scurta	ngắn	ADJ;DEF;FEM;SG	ADJ
scurta	ngắn	scurta	ngắn	ADJ;DEF;FEM;SG	ADJ
detalii	tiết	detaliu	tiết	N;INDF;FEM;PL	N
problema	đề	problemă	đề	N;DEF;FEM;SG	N
problema	đề	problemă	đề	N;DEF;FEM;SG	N
americana	american	americană	american	N;DEF;FEM;SG	N
americana	mỹ	americană	mỹ	N;DEF;FEM;SG	N
americana	americana	americană	americana	N;DEF;FEM;SG	N
persoana	người	persoană	người	N;DEF;FEM;SG	N
persoana	người	persoană	người	N;DEF;FEM;SG	N
joc	game	joc	game	N;INDF;MASC;SG	N
parcul	viên	parc	viên	N;DEF;MASC;SG	N
parcul	park	parc	park	N;DEF;MASC;SG	N
stare	status	stare	status	N;INDF;FEM;SG	N
stare	trạng	stare	trạng	N;INDF;FEM;SG	N
man	man	man	man		
clasa	hạng	clasă	hạng	N;DEF;FEM;SG	N
clasa	lớp	clasă	lớp	N;DEF;FEM;SG	N
clasa	hạng	clasă	hạng	N;DEF;FEM;SG	N
clasa	lớp	clasă	lớp	N;DEF;FEM;SG	N
lipsa	vitamin	lipsă	vitamin	N;DEF;FEM;SG	N
pune	đặt	pune	đặt	V;IND;SG;3;PRS;FIN	V
rosu	đỏ	rosu	đỏ	N;INDF;MASC;SG	N
rosu	đỏ	rosu	đỏ	N;INDF;MASC;SG	N
rosu	đỏ	rosu	đỏ	N;INDF;MASC;SG	N
niciodata	bao	niciodata	bao		
niciodata	bao	niciodata	bao		
otoman	ottoman	otoman	ottoman	N;INDF;MASC;SG	N
divizia	division	divizie	division	N;DEF;FEM;SG	N
cursul	hải	curs	hải	N;DEF;MASC;SG	N
urmeaza	theo	urmează	theo	V;IND;SG;3;IPFV;FIN	V
urmeaza	theo	urmează	theo	V;IND;SG;3;IPFV;FIN	V
maghiari	hungary	maghiar	hungary	N;INDF;MASC;PL	N
debit	màng	debit	màng	N;INDF;MASC;SG	N
debit	flow	debit	flow	N;INDF;MASC;SG	N
arata	xem	arata	xem	V;IND;SG;3;IPFV;FIN	V
arata	xem	arata	xem	V;IND;SG;3;IPFV;FIN	V
obtine	lấy	obtin	lấy	V;IND;SG;3;PRS;FIN	V
obtine	nhận	obtin	nhận	V;IND;SG;3;PRS;FIN	V
league	league	league	league	N;INDF;MASC;SG	N
live	live	livă	live		
maghiara	hung	maghiară	hung	N;DEF;FEM;SG	N
maghiara	hungary	maghiară	hungary	N;DEF;FEM;SG	N
negru	đen	negru	đen	ADJ;INDF;MASC;SG	ADJ
omul	người	om	người	N;DEF;MASC;SG	N
interes	vốn	interes	vốn	N;INDF;MASC;SG	N
interes	lãi	interes	lãi	N;INDF;MASC;SG	N
teoria	thuyết	teorie	thuyết	N;DEF;FEM;SG	N
rand	rand	rand	rand		
foloseste	dùng	folosest	dùng	V;IND;SG;3;PRS;FIN	V
valoare	giá	valoare	giá	N;INDF;FEM;SG	N
modul	modul	mod	modul	N;DEF;MASC;SG	N
modul	môđun	mod	môđun	N;DEF;MASC;SG	N
modul	module	mod	module	N;DEF;MASC;SG	N
sursa	nguồn	sursă	nguồn	N;DEF;FEM;SG	N
sursa	nguồn	sursă	nguồn	N;DEF;FEM;SG	N
lacul	hồ	lac	hồ	N;DEF;MASC;SG	N
ocupa	chiếm	ocupa	chiếm	V;IND;SG;3;IPFV;FIN	V
ocupa	chiếm	ocupa	chiếm	V;IND;SG;3;IPFV;FIN	V
per	per	per	per		
singura	độc	singur	độc	ADJ;DEF;FEM;SG	ADJ
culoare	màu	culoare	màu	N;INDF;FEM;SG	N
culoare	mầu	culoare	mầu	N;INDF;FEM;SG	N
culoare	màu	culoare	màu	N;INDF;FEM;SG	N
chitara	guitar	chitară	guitar	N;DEF;FEM;SG	N
chitara	ghita	chitară	ghita	N;DEF;FEM;SG	N
chitara	guitar	chitară	guitar	N;DEF;FEM;SG	N
chitara	ghita	chitară	ghita	N;DEF;FEM;SG	N
model	model	model	model	N;INDF;MASC;SG	N
model	mẫu	model	mẫu	N;INDF;MASC;SG	N
trece	qua	trece	qua	V;IND;SG;3;PRS;FIN	V
gaseste	tìm	gaseste	tìm	V;IND;SG;3;PRS;FIN	V
gaseste	tìm	gaseste	tìm	V;IND;SG;3;PRS;FIN	V
materiale	nguyên	material	nguyên	N;INDF;FEM;PL	N
frederic	frederick	frederic	frederick	N;INDF;MASC;SG	N
elena	hellenic	elena	hellenic	N;DEF;FEM;SG	N
cercetare	bê	cercetare	bê	N;INDF;FEM;SG	N
crimeea	krym	crimee	krym	N;DEF;FEM;SG	N
crimeea	krym	crimee	krym	N;DEF;FEM;SG	N
minute	phút	minut	phút	N;INDF;FEM;PL	N
pace	hòa	pace	hòa	N;INDF;FEM;SG	N
meci	thủ	meci	thủ	N;INDF;MASC;SG	N
meci	khớp	meci	khớp	N;INDF;MASC;SG	N
cap	đầu	cap	đầu	N;INDF;MASC;SG	N
cap	cap	cap	cap	N;INDF;MASC;SG	N
cuvinte	lời	cuvânt	lời	N;INDF;FEM;PL	N
mijlocul	mid	mijloc	mid	N;DEF;MASC;SG	N
regizor	trương	regizor	trương	N;INDF;MASC;SG	N
star	star	star	star		
situl	website	sit	website	N;DEF;MASC;SG	N
antrenor	hlv	antrenor	hlv	N;INDF;MASC;SG	N
antrenor	hlv	antrenor	hlv	N;INDF;MASC;SG	N
atac	công	atac	công	N;INDF;MASC;SG	N
atac	assault	atac	assault	N;INDF;MASC;SG	N
copil	bé	copil	bé	N;INDF;MASC;SG	N
copil	con	copil	con	N;INDF;MASC;SG	N
discuri	records	disc	records	N;INDF;FEM;PL	N
port	cảng	port	cảng	N;INDF;MASC;SG	N
port	cổng	port	cổng	N;INDF;MASC;SG	N
port	port	port	port	N;INDF;MASC;SG	N
numere	số	număr	số	N;INDF;FEM;PL	N
clubul	clb	club	clb	N;DEF;MASC;SG	N
romi	roma	rom	roma	N;INDF;MASC;PL	N
xvi	xvi	xvi	xvi		
voce	voice	voce	voice	N;INDF;FEM;SG	N
voce	giọng	voce	giọng	N;INDF;FEM;SG	N
finala	final	finală	final	N;DEF;FEM;SG	N
finala	final	finală	final	N;DEF;FEM;SG	N
intrarea	entry	intrare	entry	N;DEF;FEM;SG	N
intrarea	mục	intrare	mục	N;DEF;FEM;SG	N
vara	hè	vară	hè	N;DEF;FEM;SG	N
vara	hè	vară	hè	N;DEF;FEM;SG	N
versiunea	phiên	versiune	phiên	N;DEF;FEM;SG	N
versiunea	bản	versiune	bản	N;DEF;FEM;SG	N
motiv	chi	motiv	chi	N;INDF;MASC;SG	N
neagra	đen	negru	đen	ADJ;DEF;FEM;SG	ADJ
neagra	đen	negru	đen	ADJ;DEF;FEM;SG	ADJ
sport	sport	sport	sport	N;INDF;MASC;SG	N
cresterea	gai	crestere	gai	N;DEF;FEM;SG	N
cresterea	gai	crestere	gai	N;DEF;FEM;SG	N
plasa	web	plasa	web	N;DEF;FEM;SG	N
plasa	net	plasa	net	N;DEF;FEM;SG	N
plasa	web	plasa	web	N;DEF;FEM;SG	N
plasa	net	plasa	net	N;DEF;FEM;SG	N
plasa	lưới	plasa	lưới	N;DEF;FEM;SG	N
plasa	mesh	plasa	mesh	N;DEF;FEM;SG	N
generale	chung	general	chung	ADJ;INDF;FEM;PL	ADJ
subiect	topic	subiect	topic	N;INDF;MASC;SG	N
zece	mười	zece	mười	NUM;PL	NUM
insulele	đảo	insulă	đảo	N;DEF;FEM;PL	N
park	viên	park	viên	N;INDF;MASC;SG	N
park	park	park	park	N;INDF;MASC;SG	N
bgcolor	bgcolor	bgcolor	bgcolor		
gradul	rank	grad	rank	N;DEF;MASC;SG	N
ora	tiếng	oră	tiếng	N;DEF;FEM;SG	N
ora	giờ	oră	giờ	N;DEF;FEM;SG	N
ora	gian	oră	gian	N;DEF;FEM;SG	N
ora	thời	oră	thời	N;DEF;FEM;SG	N
ora	tiếng	oră	tiếng	N;DEF;FEM;SG	N
ora	giờ	oră	giờ	N;DEF;FEM;SG	N
onoare	vinh	onoare	vinh	N;INDF;FEM;SG	N
inalt	cao	inalt	cao	ADJ;INDF;MASC;SG	ADJ
inalt	cao	inalt	cao	ADJ;INDF;MASC;SG	ADJ
ore	tiếng	oră	tiếng	N;INDF;FEM;PL	N
ore	giờ	oră	giờ	N;INDF;FEM;PL	N
forme	đơn	formă	đơn	N;INDF;FEM;PL	N
program	trắc	program	trắc	N;INDF;MASC;SG	N
program	chương	program	chương	N;INDF;MASC;SG	N
program	lịch	program	lịch	N;INDF;MASC;SG	N
linie	dòng	linie	dòng	N;INDF;FEM;SG	N
lunga	lâu	lung	lâu	ADJ;DEF;FEM;SG	ADJ
lunga	dài	lung	dài	ADJ;DEF;FEM;SG	ADJ
strada	phố	stradă	phố	N;DEF;FEM;SG	N
strada	phố	stradă	phố	N;DEF;FEM;SG	N
drum	đường	drum	đường	N;INDF;MASC;SG	N
lung	lâu	lung	lâu	ADJ;INDF;MASC;SG	ADJ
lung	dài	lung	dài	ADJ;INDF;MASC;SG	ADJ
tipuri	loại	tip	loại	N;INDF;FEM;PL	N
versuri	lyrics	vers	lyrics	N;INDF;FEM;PL	N
steaua	steaua	stea	steaua	N;DEF;FEM;SG	N
jucator	player	jucator	player	N;INDF;MASC;SG	N
jucator	player	jucator	player	N;INDF;MASC;SG	N
familii	gia	familie	gia	N;INDF;FEM;PL	N
valoarea	giá	valoare	giá	N;DEF;FEM;SG	N
miniatura	miniature	miniatură	miniature	N;DEF;FEM;SG	N
miniatura	miniature	miniatură	miniature	N;DEF;FEM;SG	N
rio	rio	ruo	rio	N;INDF;MASC;SG	N
alpi	alps	alp	alps	N;INDF;MASC;SG	N
alpi	anpơ	alp	anpơ	N;INDF;MASC;SG	N
drepturile	quyền	drept	quyền	N;DEF;FEM;PL	N
turnul	tháp	turn	tháp	N;DEF;MASC;SG	N
nobel	nobel	nobel	nobel	N;INDF;MASC;SG	N
domeniu	miền	domeniu	miền	N;INDF;MASC;SG	N
han	hàn	han	hàn	N;INDF;MASC;SG	N
han	han	han	han	N;INDF;MASC;SG	N
han	hán	han	hán	N;INDF;MASC;SG	N
xiv	xiv	xiv	xiv		
comanda	huy	comandă	huy	N;DEF;FEM;SG	N
comanda	lềnh	comandă	lềnh	N;DEF;FEM;SG	N
comanda	huy	comandă	huy	N;DEF;FEM;SG	N
comanda	lềnh	comandă	lềnh	N;DEF;FEM;SG	N
interior	nội	interior	nội	N;INDF;MASC;SG	N
madrid	madrid	madrid	madrid	N;INDF;MASC;SG	N
bani	tiền	ban	tiền	N;INDF;MASC;PL	N
ron	ron	ron	ron		
argint	bạc	argint	bạc	N;INDF;MASC;SG	N
intra	nhập	intra	nhập	V;IND;SG;3;IPFV;FIN	V
intra	enter	intra	enter	V;IND;SG;3;IPFV;FIN	V
intra	nhập	intra	nhập	V;IND;SG;3;IPFV;FIN	V
intra	enter	intra	enter	V;IND;SG;3;IPFV;FIN	V
norvegia	nauy	norvegie	nauy	N;DEF;FEM;SG	N
galerie	gallery	galerie	gallery	N;INDF;FEM;SG	N
decis	quyết	decide	quyết	N;INDF;MASC;SG	N
unitate	unity	unitate	unity	N;INDF;FEM;SG	N
campania	campania	campanie	campania	N;DEF;FEM;SG	N
partid	đảng	partid	đảng	N;INDF;MASC;SG	N
partid	tiệc	partid	tiệc	N;INDF;MASC;SG	N
energie	lượng	energie	lượng	N;INDF;FEM;SG	N
ana	ana	ana	ana	N;DEF;FEM;SG	N
aer	khí	aer	khí	N;INDF;MASC;SG	N
sezon	mùa	sezon	mùa	N;INDF;MASC;SG	N
latina	latinh	latină	latinh	N;DEF;FEM;SG	N
munte	núi	munte	núi	N;INDF;MASC;SG	N
conducator	ruler	conducator	ruler	N;INDF;MASC;SG	N
conducator	thước	conducator	thước	N;INDF;MASC;SG	N
masa	bảng	masă	bảng	N;DEF;FEM;SG	N
masa	bàn	masă	bàn	N;DEF;FEM;SG	N
masa	bảng	masă	bảng	N;DEF;FEM;SG	N
masa	bàn	masă	bàn	N;DEF;FEM;SG	N
povestea	truyện	poveste	truyện	N;DEF;FEM;SG	N
povestea	chuyện	poveste	chuyện	N;DEF;FEM;SG	N
bas	bass	bas	bass	N;INDF;MASC;SG	N
opt	tám	opt	tám	NUM;PL	NUM
opt	eight	opt	eight	NUM;PL	NUM
incearca	thử	incearca	thử	V;IND;SG;3;IPFV;FIN	V
incearca	thử	incearca	thử	V;IND;SG;3;IPFV;FIN	V
teren	trường	teren	trường	N;INDF;MASC;SG	N
burgundia	burgundy	burgundie	burgundy	N;DEF;FEM;SG	N
canton	tổng	canton	tổng	N;INDF;MASC;SG	N
canton	canton	canton	canton	N;INDF;MASC;SG	N
france	pháp	francă	pháp	N;INDF;MASC;SG	N
cult	cult	cult	cult	N;INDF;MASC;SG	N
versiune	phiên	versiune	phiên	N;INDF;FEM;SG	N
versiune	bản	versiune	bản	N;INDF;FEM;SG	N
pastreaza	giữ	pastreză	giữ	V;IND;SG;3;IPFV;FIN	V
pictura	tranh	pictură	tranh	N;DEF;FEM;SG	N
pictura	sơn	pictură	sơn	N;DEF;FEM;SG	N
pictura	tranh	pictură	tranh	N;DEF;FEM;SG	N
pictura	sơn	pictură	sơn	N;DEF;FEM;SG	N
zilele	ngày	zi	ngày	N;DEF;FEM;PL	N
animale	vật	animal	vật	N;INDF;FEM;PL	N
medicina	thuốc	medicină	thuốc	N;DEF;FEM;SG	N
medicina	thuốc	medicină	thuốc	N;DEF;FEM;SG	N
material	nguyên	material	nguyên	N;INDF;MASC;SG	N
regiuni	vùng	regiune	vùng	N;INDF;FEM;PL	N
basarabia	bessarabia	basarabie	bessarabia	N;DEF;FEM;SG	N
imaginea	nh	imagine	nh	N;DEF;FEM;SG	N
imaginea	hình	imagine	hình	N;DEF;FEM;SG	N
imaginea	ảnh	imagine	ảnh	N;DEF;FEM;SG	N
statutul	status	statut	status	N;DEF;MASC;SG	N
textul	chữ	text	chữ	N;DEF;MASC;SG	N
serial	serial	serial	serial	N;INDF;MASC;SG	N
turci	thổ	turc	thổ	N;INDF;MASC;PL	N
turci	turks	turc	turks	N;INDF;MASC;PL	N
sora	chị	soră	chị	N;DEF;FEM;SG	N
sora	chị	soră	chị	N;DEF;FEM;SG	N
actiuni	hành	actiune	hành	N;INDF;FEM;PL	N
raspuns	tời	raspuns	tời	N;INDF;MASC;SG	N
camera	phòng	cameră	phòng	N;DEF;FEM;SG	N
camera	phòng	cameră	phòng	N;DEF;FEM;SG	N
poezie	thơ	poezie	thơ	N;INDF;FEM;SG	N
poezie	thơ	poezie	thơ	N;INDF;FEM;SG	N
obiecte	tượng	obiect	tượng	N;INDF;FEM;PL	N
budapesta	budapest	budapest	budapest	N;DEF;FEM;SG	N
sfarsit	end	sfarsi	end		
sfarsit	end	sfarsi	end		
permis	phép	permite	phép	N;INDF;MASC;SG	N
coasta	coast	coastă	coast	N;DEF;FEM;SG	N
coasta	coast	coastă	coast	N;DEF;FEM;SG	N
lei	lions	leu	lions	N;INDF;MASC;PL	N
grupuri	nhóm	grup	nhóm	N;INDF;FEM;PL	N
fier	sắt	fier	sắt	N;INDF;MASC;SG	N
pian	piano	pian	piano	N;INDF;MASC;SG	N
directia	hướng	directie	hướng	N;DEF;FEM;SG	N
directia	hướng	directie	hướng	N;DEF;FEM;SG	N
comun	chung	comun	chung	ADJ;INDF;MASC;SG	ADJ
soldati	binh	soldat	binh	N;INDF;MASC;PL	N
soldati	binh	soldat	binh	N;INDF;MASC;PL	N
soldati	binh	soldat	binh	N;INDF;MASC;PL	N
miliarde	tỉ	miliard	tỉ	NUM;INDF;FEM;PL	NUM
miliarde	tỉ	miliard	tỉ	NUM;INDF;FEM;PL	NUM
modelul	model	model	model	N;DEF;MASC;SG	N
comentariu	luận	comentariu	luận	N;INDF;MASC;SG	N
king	vua	king	vua	N;INDF;MASC;SG	N
varful	mẹo	varf	mẹo	N;DEF;MASC;SG	N
pag	pag	pag	pag		
bronz	tân	bronz	tân	N;INDF;MASC;SG	N
bronz	đồng	bronz	đồng	N;INDF;MASC;SG	N
episcop	bishop	episcop	bishop	N;INDF;MASC;SG	N
habsburg	habsburg	habsburg	habsburg	N;INDF;MASC;SG	N
org	org	org	org		
records	records	records	records	N;INDF;MASC;SG	N
miscare	motion	miscare	motion	N;INDF;FEM;SG	N
miscare	motion	miscare	motion	N;INDF;FEM;SG	N
industria	ngành	industrie	ngành	N;DEF;FEM;SG	N
femeie	nữ	femeie	nữ	N;INDF;FEM;SG	N
femeie	nữ	femeie	nữ	N;INDF;FEM;SG	N
meciuri	khớp	meci	khớp	N;INDF;FEM;PL	N
meciuri	diêm	meci	diêm	N;INDF;FEM;PL	N
baia	wc	baie	wc	N;DEF;FEM;SG	N
victorie	thang	victorie	thang	N;INDF;FEM;SG	N
victorie	win	victorie	win	N;INDF;FEM;SG	N
victorie	thắng	victorie	thắng	N;INDF;FEM;SG	N
prof	prof	prof	prof	N	N
venetia	venice	venetia	venice	N;DEF;FEM;SG	N
venetia	venezia	venetia	venezia	N;DEF;FEM;SG	N
venetia	venice	venetia	venice	N;DEF;FEM;SG	N
venetia	venezia	venetia	venezia	N;DEF;FEM;SG	N
venetia	venice	venetia	venice	N;DEF;FEM;SG	N
venetia	venezia	venetia	venezia	N;DEF;FEM;SG	N
crestere	gai	crestere	gai	N;INDF;FEM;SG	N
crestere	gai	crestere	gai	N;INDF;FEM;SG	N
dacia	dacia	dacia	dacia	N;DEF;FEM;SG	N
house	ốc	hou	ốc	N;INDF;MASC;SG	N
house	nhà	hou	nhà	N;INDF;MASC;SG	N
valign	valign	valign	valign		
numara	đếm	numara	đếm	V;IND;SG;3;IPFV;FIN	V
south	nam	south	nam	N;INDF;MASC;SG	N
albume	album	album	album	N;INDF;FEM;PL	N
albume	albums	album	albums	N;INDF;FEM;PL	N
oscar	oscar	oscar	oscar	N;INDF;MASC;SG	N
capul	đầu	cap	đầu	N;DEF;MASC;SG	N
categorii	loại	categorie	loại	N;INDF;FEM;PL	N
noapte	đêm	noapte	đêm	N;INDF;FEM;SG	N
matematica	toán	matematică	toán	N;DEF;FEM;SG	N
matematica	toán	matematică	toán	N;DEF;FEM;SG	N
matematica	toán	matematică	toán	N;DEF;FEM;SG	N
matematica	toán	matematică	toán	N;DEF;FEM;SG	N
matematica	toán	matematică	toán	N;DEF;FEM;SG	N
primeste	nhận	primi	nhận	V;IND;SG;3;PRS;FIN	V
centrale	trung	centrală	trung	N;INDF;FEM;PL	N
afl	afl	afla	afl		
povestiri	truyện	povestire	truyện	N;INDF;FEM;PL	N
scor	điểm	scor	điểm	N;INDF;MASC;SG	N
red	đỏ	red	đỏ	N;INDF;MASC;SG	N
guvern	phủ	guvern	phủ	N;INDF;MASC;SG	N
anglo	anglo	anglo	anglo	N;INDF;MASC;SG	N
barcelona	barcelona	barcelonă	barcelona	N;DEF;FEM;PL	N
adevarat	đúng	adevarat	đúng	ADJ;INDF;MASC;SG	ADJ
adevarat	đúng	adevarat	đúng	ADJ;INDF;MASC;SG	ADJ
cuvant	lời	cuvant	lời	N;INDF;MASC;SG	N
cuvant	lời	cuvant	lời	N;INDF;MASC;SG	N
dinamo	dinamo	dinamo	dinamo	N;INDF;MASC;SG	N
dinamo	dynamo	dinamo	dynamo	N;INDF;MASC;SG	N
puternica	mạnh	puternic	mạnh	ADJ;DEF;FEM;SG	ADJ
puternica	mạnh	puternic	mạnh	ADJ;DEF;FEM;SG	ADJ
foto	photo	foto	photo		
scorul	điểm	scor	điểm	N;DEF;MASC;SG	N
html	html	html	html	N;INDF;MASC;SG	N
trait	kiêng	trai	kiêng	V;MASC;SG;V.PTCP	V
trait	kiêng	trai	kiêng	V;MASC;SG;V.PTCP	V
larga	rộng	larg	rộng	ADJ;DEF;FEM;SG	ADJ
programul	trắc	program	trắc	N;DEF;MASC;SG	N
programul	chương	program	chương	N;DEF;MASC;SG	N
programul	lịch	program	lịch	N;DEF;MASC;SG	N
formatul	format	format	format	N;DEF;MASC;SG	N
inalta	cao	inalta	cao	ADJ;DEF;FEM;SG	ADJ
inalta	cao	inalta	cao	ADJ;DEF;FEM;SG	ADJ
inalta	cao	inalta	cao	ADJ;DEF;FEM;SG	ADJ
inalta	cao	inalta	cao	ADJ;DEF;FEM;SG	ADJ
iulia	julia	iulie	julia	N;DEF;FEM;SG	N
print	hoàng	print	hoàng	N;INDF;MASC;SG	N
print	prince	print	prince	N;INDF;MASC;SG	N
print	hoàng	print	hoàng	N;INDF;MASC;SG	N
print	prince	print	prince	N;INDF;MASC;SG	N
print	hoàng	print	hoàng	N;INDF;MASC;SG	N
print	prince	print	prince	N;INDF;MASC;SG	N
air	khí	air	khí	N;INDF;MASC;SG	N
dunarii	danube	dunăre	danube	N;DEF;MASC;PL	N
dunarii	donau	dunăre	donau	N;DEF;MASC;PL	N
dimensiuni	chiều	dimensiune	chiều	N;INDF;FEM;PL	N
dimensiuni	cỡ	dimensiune	cỡ	N;INDF;FEM;PL	N
dimensiuni	thước	dimensiune	thước	N;INDF;FEM;PL	N
grad	rank	grad	rank	N;INDF;MASC;SG	N
arbitru	ref	arbitru	ref	N;INDF;MASC;SG	N
jocul	game	joc	game	N;DEF;MASC;SG	N
foc	lửa	foc	lửa	N;INDF;MASC;SG	N
foc	lứa	foc	lứa	N;INDF;MASC;SG	N
lege	luật	lege	luật	N;INDF;FEM;SG	N
exterior	ngoài	exterior	ngoài	N;INDF;MASC;SG	N
starea	status	stare	status	N;DEF;FEM;SG	N
inchisoare	tù	inchisoare	tù	N;INDF;FEM;SG	N
inchisoare	tù	inchisoare	tù	N;INDF;FEM;SG	N
inchisoare	tù	inchisoare	tù	N;INDF;FEM;SG	N
scoli	trường	scoli	trường	N;INDF;FEM;PL	N
scoli	trường	scoli	trường	N;INDF;FEM;PL	N
grand	grand	grand	grand	N;INDF;MASC;SG	N
britanica	british	britanică	british	N;DEF;FEM;SG	N
sectiunea	phần	sectiune	phần	N;DEF;FEM;SG	N
sectiunea	phần	sectiune	phần	N;DEF;FEM;SG	N
sterge	xóa	sterge	xóa	V;IND;SG;3;PRS;FIN	V
sterge	xóa	sterge	xóa	V;IND;SG;3;PRS;FIN	V
cezar	ceasar	cezar	ceasar	N;INDF;MASC;SG	N
cezar	caesar	cezar	caesar	N;INDF;MASC;SG	N
cere	bảo	cere	bảo	V;IND;SG;3;PRS;FIN	V
cere	hỏi	cere	hỏi	V;IND;SG;3;PRS;FIN	V
securitate	ninh	securitate	ninh	N;INDF;FEM;SG	N
catalina	catarina	catalina	catarina	N;DEF;FEM;SG	N
catalina	catarina	catalina	catarina	N;DEF;FEM;SG	N
raionului	rayon	raion	rayon	N;DEF;MASC;SG	N
muntele	núi	munte	núi	N;DEF;MASC;SG	N
muntele	núi	munte	núi	N;DEF;MASC;SG	N
inginer	hoạ	inginer	hoạ	N;INDF;MASC;SG	N
gura	miệng	gură	miệng	N;DEF;FEM;SG	N
gura	mồm	gură	mồm	N;DEF;FEM;SG	N
gura	miệng	gură	miệng	N;DEF;FEM;SG	N
gura	mồm	gură	mồm	N;DEF;FEM;SG	N
datele	ngày	dată	ngày	N;DEF;FEM;PL	N
marginea	mép	margine	mép	N;DEF;FEM;SG	N
marginea	cạnh	margine	cạnh	N;DEF;FEM;SG	N
luxemburg	luxembourg	luxemburg	luxembourg	N;INDF;MASC;SG	N
galeria	gallery	galerie	gallery	N;DEF;FEM;SG	N
piesa	mảnh	piesă	mảnh	N;DEF;FEM;SG	N
piesa	miếng	piesă	miếng	N;DEF;FEM;SG	N
piesa	vở	piesă	vở	N;DEF;FEM;SG	N
linii	dòng	linie	dòng	N;INDF;FEM;PL	N
litere	thư	literă	thư	N;INDF;FEM;PL	N
litere	chữ	literă	chữ	N;INDF;FEM;PL	N
araba	arab	araba	arab	N;DEF;FEM;SG	N
regiunile	vùng	regiune	vùng	N;DEF;FEM;PL	N
scena	cảnh	scenă	cảnh	N;DEF;FEM;SG	N
scena	cảnh	scenă	cảnh	N;DEF;FEM;SG	N
sotie	vợ	sotie	vợ	N;INDF;FEM;SG	N
sotie	vợ	sotie	vợ	N;INDF;FEM;SG	N
drepturi	quyền	drept	quyền	N;INDF;FEM;PL	N
magazine	shop	magazine	shop	N;INDF;FEM;PL	N
unitatea	unity	unitate	unity	N;DEF;FEM;SG	N
rowspan	rowspan	rowspan	rowspan		
poezii	thơ	poezie	thơ	N;INDF;FEM;PL	N
poezii	thơ	poezie	thơ	N;INDF;FEM;PL	N
link	link	link	link	N;INDF;MASC;SG	N
rusi	nga	rus	nga	N;INDF;MASC;PL	N
rusi	nga	rus	nga	N;INDF;MASC;PL	N
zaporijjea	zaporizhia	zaporijje	zaporizhia	N;DEF;FEM;SG	N
episcopul	bishop	episcop	bishop	N;DEF;MASC;SG	N
presa	bào	presă	bào	N;DEF;FEM;SG	N
presa	ấn	presă	ấn	N;DEF;FEM;SG	N
secret	mật	secret	mật	N;INDF;MASC;SG	N
secret	bí	secret	bí	N;INDF;MASC;SG	N
eure	eure	eure	eure	N;INDF;FEM;SG	N
statia	trạm	statie	trạm	N;DEF;FEM;SG	N
statia	ga	statie	ga	N;DEF;FEM;SG	N
element	tố	element	tố	N;INDF;MASC;SG	N
contact	lạc	contact	lạc	N;INDF;MASC;SG	N
arme	khí	armă	khí	N;INDF;FEM;PL	N
arme	súng	armă	súng	N;INDF;FEM;PL	N
arme	súng	armă	súng	N;INDF;FEM;PL	N
federatia	federation	federatie	federation	N;DEF;FEM;SG	N
federatia	federation	federatie	federation	N;DEF;FEM;SG	N
creste	tăng	creste	tăng	V;IND;SG;3;PRS;FIN	V
creste	trồng	creste	trồng	V;IND;SG;3;PRS;FIN	V
creste	mọc	creste	mọc	V;IND;SG;3;PRS;FIN	V
creste	trồng	creste	trồng	V;IND;SG;3;PRS;FIN	V
creste	mọc	creste	mọc	V;IND;SG;3;PRS;FIN	V
creste	trồng	creste	trồng	V;IND;SG;3;PRS;FIN	V
creste	mọc	creste	mọc	V;IND;SG;3;PRS;FIN	V
rss	rss	rss	rss	N;INDF;MASC;SG	N
statuia	tượng	statuie	tượng	N;DEF;FEM;SG	N
tipul	kiểu	tip	kiểu	N;DEF;MASC;SG	N
tipul	loại	tip	loại	N;DEF;MASC;SG	N
padurea	rừng	padure	rừng	N;DEF;FEM;SG	N
podul	cầu	pod	cầu	N;DEF;MASC;SG	N
rau	bad	rau	bad		
rau	bad	rau	bad		
lucian	lucian	lucian	lucian	N;INDF;MASC;SG	N
ansamblul	ensemble	ansamblu	ensemble	N;DEF;MASC;SG	N
rezultatul	quả	rezultat	quả	N;DEF;MASC;SG	N
motor	tơ	motor	tơ	N;INDF;MASC;SG	N
grupa	nhóm	grupă	nhóm	N;DEF;FEM;SG	N
grupa	nhóm	grupă	nhóm	N;DEF;FEM;SG	N
grupa	đội	grupă	đội	N;DEF;FEM;SG	N
canalul	kênh	canal	kênh	N;DEF;MASC;SG	N
ioana	joan	ioană	joan	N;DEF;FEM;SG	N
royal	royal	royal	royal	N;INDF;MASC;SG	N
tineri	trẻ	tânăr	trẻ	N;INDF;MASC;PL	N
