この	to	この	ta	DET	DET;NOM;NEUT;SG
イオン	ionov	イオン	ion	N	N;NOM;MASC;SG
仲間	tovarišica	仲間	tovarišica	N	N;NOM;FEM;SG
仲間	tovariš	仲間	tovar	N	N;NOM;MASC;SG
ソロ	solo	ソロ	solo	N	N;NOM;MASC;SG
フィールド	field	フィールド	field	N	N;NOM;MASC;SG
フィールド	polje	フィールド	polje	N	N;NOM;NEUT;SG
フィールド	polji	フィールド	polje	N	N;NOM;NEUT;PL
フィールド	polja	フィールド	polje	N	N;NOM;NEUT;PL
キロ	kilometre	キロ	kilometer	N	N;ACC;MASC;PL
キロ	kilometrov	キロ	kilometer	N	N;GEN;MASC;PL
キロ	kilometri	キロ	kilometer	N	N;NOM;MASC;PL
キロ	kilogram	キロ	kilogram	N	N;NOM;MASC;SG
キロ	kilo	キロ	kilo	N	N;ACC;FEM;SG
論文	tezo	論文	teza	N	N;ACC;FEM;SG
福祉	blaginja	福祉	blaginja	N	N;NOM;FEM;SG
福祉	blaginje	福祉	blaginja	N	N;NOM;FEM;PL
属する	spadajo	属する	spadati	V	V;IPFV;IND;PL;3;PRS;FIN
レポート	poročilo	レポート	poročilo	N	N;NOM;NEUT;SG
レポート	poročanje	レポート	poročanje	N	N;NOM;NEUT;SG
レポート	poročila	レポート	poročilo	N	N;NOM;NEUT;PL
要素	elementi	要素	element	N	N;NOM;MASC;PL
要素	element	要素	element	N	N;NOM;MASC;SG
市町村	občin	市町村	občina	N	N;GEN;FEM;PL
市町村	občine	市町村	občina	N	N;NOM;FEM;PL
市町村	občina	市町村	občina	N	N;NOM;FEM;SG
平日	delavnik	平日	delavnik	N	N;NOM;MASC;SG
ブラ	nedrček	ブラ	nedrček	N	N;NOM;MASC;SG
ブラ	bra	ブラ	bra	N	N;NOM;MASC;SG
衛星	satelit	衛星	satelit	N	N;NOM;MASC;SG
性能	nastop	性能	nastop	N	N;NOM;MASC;SG
性能	zmogljivost	性能	zmogljivost	N	N;NOM;FEM;SG
性能	uspešnost	性能	uspešnost	N	N;NOM;FEM;SG
性能	uspešnosti	性能	uspešnost	N	N;GEN;FEM;SG
カメラ	fotoaparat	カメラ	fotoaparat	N	N;NOM;MASC;SG
カメラ	kamera	カメラ	kamera	N	N;NOM;FEM;SG
カメラ	kamero	カメラ	kamera	N	N;ACC;FEM;SG
カメラ	kamere	カメラ	kamera	N	N;NOM;FEM;PL
役割	vloga	役割	vloga	N	N;NOM;FEM;SG
役割	vloge	役割	vloga	N	N;NOM;FEM;PL
役割	vlog	役割	vloga	N	N;GEN;FEM;PL
ティー	tee	ティー	tee	N	N;NOM;MASC;SG
講師	predavatelj	講師	predavatelj	N	N;NOM;MASC;SG
講師	inštruktorji	講師	inštruktor	N	N;NOM;MASC;PL
講師	inštruktor	講師	inštruktor	N	N;NOM;MASC;SG
サブ	podmornico	サブ	podmornica	N	N;ACC;FEM;SG
サブ	sub	サブ	sub	N	N;NOM;MASC;SG
読み	preberite	読む	prebrati	V	V;PFV;IMP;PL;2;FIN
コレクション	zbirke	コレクション	zbirka	N	N;NOM;FEM;PL
コレクション	pobiranje	コレクション	pobiranje	N	N;NOM;NEUT;SG
コレクション	zbirka	コレクション	zbirka	N	N;NOM;FEM;SG
コレクション	kolekcija	コレクション	kolekcija	N	N;NOM;FEM;SG
コレクション	zbirko	コレクション	zbirka	N	N;ACC;FEM;SG
コレクション	zbiranje	コレクション	zbiranje	N	N;NOM;NEUT;SG
犯罪	zločin	犯罪	zločin	N	N;NOM;MASC;SG
犯罪	kriminal	犯罪	kriminal	N	N;NOM;MASC;SG
犯罪	kriminala	犯罪	kriminal	N	N;GEN;MASC;SG
大陸	celina	大陸	celina	N	N;NOM;FEM;SG
大陸	celini	大陸	celina	N	N;DAT;FEM;SG
大陸	celino	大陸	celina	N	N;ACC;FEM;SG
大陸	celine	大陸	celina	N	N;NOM;FEM;PL
大陸	celinah	大陸	celina	N	N;ESS;FEM;PL
画面	ekran	画面	ekran	N	N;NOM;MASC;SG
画面	zaslon	画面	zaslon	N	N;NOM;MASC;SG
医師	zdravnik	医師	zdravnik	N	N;NOM;MASC;SG
医師	zdravnika	医師	zdravnik	N	N;ACC;MASC;SG
医師	zdravnikov	医師	zdravnik	N	N;GEN;MASC;PL
医師	doktorji	医師	doktor	N	N;NOM;MASC;PL
医師	zdravniki	医師	zdravnik	N	N;NOM;MASC;PL
医師	zdravnike	医師	zdravnik	N	N;ACC;MASC;PL
医師	zdravniki	医師	zdravnik	N	N;NOM;MASC;PL
医師	zdravnik	医師	zdravnik	N	N;NOM;MASC;SG
医師	zdravnika	医師	zdravnik	N	N;ACC;MASC;SG
医師	zdravnica	医師	zdravnica	N	N;NOM;FEM;SG
医師	doktor	医師	doktor	N	N;NOM;MASC;SG
国会	parlament	国会	parlament	N	N;NOM;MASC;SG
国会	prehrana	国会	prehrana	N	N;NOM;FEM;SG
国会	dieta	国会	dieta	N	N;NOM;FEM;SG
国会	dieto	国会	dieta	N	N;ACC;FEM;SG
国会	prehrano	国会	prehrana	N	N;ACC;FEM;SG
インタビュー	razgovor	インタビュー	razgovor	N	N;NOM;MASC;SG
インタビュー	intervju	インタビュー	intervju	N	N;NOM;MASC;SG
インタビュー	intervjuje	インタビュー	intervjevati	N	N;ACC;MASC;PL
インタビュー	intervjujev	インタビュー	intervjujev	N	N;GEN;MASC;PL
インタビュー	razgovori	インタビュー	razgovor	N	N;NOM;MASC;PL
インタビュー	pogovori	インタビュー	pogovor	N	N;NOM;MASC;PL
マガジン	revije	マガジン	revija	N	N;NOM;FEM;PL
マガジン	revijo	マガジン	revija	N	N;ACC;FEM;SG
マガジン	revija	マガジン	revija	N	N;NOM;FEM;SG
生命	zivljenje	生命	zivljenje	N	N;NOM;NEUT;SG
生命	življenje	生命	življenje	N	N;NOM;NEUT;SG
コミュニティ	skupnostim	コミュニティ	skupnost	N	N;DAT;FEM;PL
コミュニティ	skupnosti	コミュニティ	skupnost	N	N;GEN;FEM;PL
コミュニティ	skupnost	コミュニティ	skupnost	N	N;NOM;FEM;SG
コミュニティ	skupnosti	コミュニティ	skupnost	N	N;GEN;FEM;PL
弁護士	odvetniki	弁護士	odvetnik	N	N;NOM;MASC;PL
弁護士	odvetniki	弁護士	odvetnik	N	N;NOM;MASC;PL
弁護士	pravniki	弁護士	pravnik	N	N;NOM;MASC;PL
弁護士	odvetnike	弁護士	odvetnik	N	N;ACC;MASC;PL
弁護士	odvetnik	弁護士	odvetnik	N	N;NOM;MASC;SG
弁護士	pravnik	弁護士	pravnik	N	N;NOM;MASC;SG
弁護士	odvetnica	弁護士	odvetnica	N	N;NOM;FEM;SG
弁護士	odvetnika	弁護士	odvetnik	N	N;ANIM;ACC;MASC;SG
危険	nevarno	危険	nevaren	ADJ	ADJ;NOM;NEUT;SG
危険	nevaren	危険	nevaren	ADJ	ADJ;NOM;INDF;MASC;SG
危険	nevarne	危険	nevaren	ADJ	ADJ;NOM;FEM;PL
危険	nevarni	危険	nevaren	ADJ	ADJ;NOM;MASC;PL
危険	nevarna	危険	nevaren	ADJ	ADJ;NOM;FEM;SG
健康	zdrave	健康	zdrav	ADJ	ADJ;NOM;FEM;PL
健康	zdrav	健康	zdrav	ADJ	ADJ;NOM;INDF;MASC;SG
健康	zdravi	健康	zdrav	ADJ	ADJ;NOM;MASC;PL
設備	ugodnosti	設備	ugodnost	N	N;NOM;FEM;PL
設備	objekti	設備	objekt	N	N;NOM;MASC;PL
価格	cen	価格	cena	N	N;NOM;FEM;SG
価格	cene	価格	cena	N	N;NOM;FEM;PL
価格	cena	価格	cena	N	N;NOM;FEM;SG
アニメーション	animacija	アニメーション	animacija	N	N;NOM;FEM;SG
アニメーション	animacije	アニメーション	animacija	N	N;NOM;FEM;PL
参考	referenca	参考	referenca	N	N;NOM;FEM;SG
参考	sklic	参考	sklic	N	N;NOM;MASC;SG
参考	sklicevanje	参考	sklicevanje	N	N;NOM;NEUT;SG
カン	kang	カン	kang	N	N;NOM;MASC;SG
工学	inženiring	工学	inženiring	N	N;NOM;MASC;SG
工学	inženiringa	工学	inženiringa	N	N;ACC;MASC;SG
母親	mame	母親	mama	N	N;NOM;FEM;PL
母親	matere	母親	mati	N	N;NOM;FEM;PL
母親	mater	母親	mati	N	N;NOM;FEM;SG
母親	mamo	母親	mama	N	N;ACC;FEM;SG
母親	mati	母親	mati	N	N;NOM;FEM;SG
専攻	majors	専攻	majors	N	N;NOM;MASC;SG
専攻	major	専攻	major	N	N;NOM;MASC;SG
ドア	vrata	ドア	vrata	N	N;NOM;NEUT;PL
ドア	vrata	ドア	vrata	N	N;NOM;NEUT;PL
順位	lestvici	順位	lestvica	N	N;NOM;FEM;SG
数学	matematiko	数学	matematika	N	N;ACC;FEM;SG
数学	matematika	数学	matematika	N	N;NOM;FEM;SG
数学	matematiko	数学	matematika	N	N;ACC;FEM;SG
数学	matematiki	数学	matematika	N	N;NOM;FEM;SG
数学	matematika	数学	matematika	N	N;NOM;FEM;SG
信号	signali	信号	signati	N	N;NOM;MASC;PL
信号	signale	信号	signati	N	N;ACC;MASC;PL
信号	signal	信号	signal	N	N;NOM;MASC;SG
ドン	don	ドン	don	N	N;NOM;MASC;SG
あまり	rahlo	あまり	rahlo	ADV	ADV
ゴール	cilji	ゴール	cilj	N	N;NOM;MASC;PL
ゴール	gol	ゴール	gol	N	N;NOM;MASC;SG
ゴール	cilj	ゴール	cilj	N	N;NOM;MASC;SG
金融	finance	金融	finance	N	N;NOM;FEM;PL
金融	financiranje	金融	financiranje	N	N;NOM;NEUT;SG
ミス	miss	ミス	miss	N	N;NOM;FEM;SG
動画	posnetek	動画	posnetek	N	N;NOM;MASC;SG
動画	video	動画	video	N	N;NOM;MASC;SG
動画	videoposnetek	動画	videoposnetek	N	N;NOM;MASC;SG
動画	videi	動画	videi	N	N;NOM;MASC;PL
動画	videe	動画	videe	N	N;ACC;MASC;PL
広告	oglasi	広告	oglasiti	N	N;NOM;MASC;PL
広告	oglaševanje	広告	oglaševanje	N	N;NOM;NEUT;SG
広告	oglas	広告	oglas	N	N;NOM;MASC;SG
ユダヤ	judeje	ユダヤ	judo	N	N;NOM;FEM;SG
実行	usmrtili	実行	usmrtiti	V	V;PFV;MASC;PL;V.PTCP
始める	začni	始める	začeti	V	V;PFV;IMP;SG;2;FIN
入口	vstop	入口	vstop	N	N;NOM;MASC;SG
入口	vhod	入口	vhod	N	N;NOM;MASC;SG
チャンピオン	šampion	チャンピオン	šampion	N	N;NOM;MASC;SG
チャンピオン	prvak	チャンピオン	prvak	N	N;NOM;MASC;SG
チャンピオン	prvaki	チャンピオン	prvak	N	N;NOM;MASC;PL
日記	dnevniki	日記	dnevnik	N	N;NOM;MASC;PL
日記	dnevnike	日記	dnevnik	N	N;ACC;MASC;PL
日記	journal	日記	journati	N	N;NOM;MASC;SG
日記	dnevnik	日記	dnevnik	N	N;NOM;MASC;SG
日記	dnevnik	日記	dnevnik	N	N;NOM;MASC;SG
日記	dnevniki	日記	dnevnik	N	N;NOM;MASC;PL
日記	dnevnike	日記	dnevnik	N	N;ACC;MASC;PL
セル	celico	セル	celica	N	N;ACC;FEM;SG
セル	celice	セル	celica	N	N;NOM;FEM;PL
セル	celic	セル	celica	N	N;GEN;FEM;PL
セル	celica	セル	celica	N	N;NOM;FEM;SG
セル	celice	セル	celica	N	N;NOM;FEM;PL
セル	celic	セル	celica	N	N;GEN;FEM;PL
有効	omogočen	有効	omogočen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
有効	omogočeno	有効	omogočen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
有効	veljavna	有効	veljaven	ADJ	ADJ;NOM;FEM;SG
有効	veljaven	有効	veljaven	ADJ	ADJ;NOM;INDF;MASC;SG
有効	veljavni	有効	veljaven	ADJ	ADJ;NOM;MASC;PL
有効	veljavno	有効	veljaven	ADJ	ADJ;NOM;NEUT;SG
歌詞	besedila	歌詞	besedilo	N	N;NOM;NEUT;PL
歌詞	besedilo	歌詞	besedilo	N	N;NOM;NEUT;SG
サイ	nosorog	サイ	nosorog	N	N;NOM;MASC;SG
サイ	nosorogi	サイ	nosorog	N	N;NOM;MASC;PL
サイ	rajko	サイ	rajko	N	N;NOM;MASC;SG
サイ	nosorog	サイ	nosorog	N	N;NOM;MASC;SG
パワー	power	パワー	power	N	N;NOM;MASC;SG
パワー	moč	パワー	moč	N	N;NOM;FEM;SG
アーティスト	umetniki	アーティスト	umetnik	N	N;NOM;MASC;PL
アーティスト	umetnik	アーティスト	umetnik	N	N;NOM;MASC;SG
アーティスト	izvajalec	アーティスト	izvajalec	N	N;NOM;MASC;SG
アーティスト	umetnica	アーティスト	umetnica	N	N;NOM;FEM;SG
食品	hrano	食品	hrana	N	N;ACC;FEM;SG
食品	hrana	食品	hrana	N	N;NOM;FEM;SG
食品	živila	食品	živilo	N	N;NOM;NEUT;PL
ステーション	postajo	ステーション	postaja	N	N;ACC;FEM;SG
ステーション	postaji	ステーション	postaja	N	N;NOM;FEM;DU
ステーション	postaja	ステーション	postaja	N	N;NOM;FEM;SG
騎士	vitez	騎士	vitez	N	N;NOM;MASC;SG
騎士	vitezi	騎士	vitezi	N	N;NOM;MASC;PL
音声	glas	音声	glas	N	N;NOM;MASC;SG
音声	zvok	音声	zvok	N	N;NOM;MASC;SG
音声	avdio	音声	avdia	N	N;NOM;MASC;SG
音声	govor	音声	govor	N	N;NOM;MASC;SG
うた	uta	うた	uta	N	N;NOM;FEM;SG
遺産	dediščina	遺産	dediščina	N	N;NOM;FEM;SG
遺産	dediščino	遺産	dediščina	N	N;ACC;FEM;SG
遺産	dediščine	遺産	dediščina	N	N;NOM;FEM;PL
権利	pravice	権利	pravica	N	N;NOM;FEM;PL
学習	naučil	学習	naučiti	V	V;PFV;MASC;SG;V.PTCP
学習	naučil	学習	naučiti	V	V;PFV;MASC;SG;V.PTCP
バンク	banko	バンク	banka	N	N;ACC;FEM;SG
バンク	breg	バンク	breg	N	N;NOM;MASC;SG
バンク	banka	バンク	banka	N	N;NOM;FEM;SG
バンク	bank	バンク	banka	N	N;GEN;FEM;PL
スコア	zadetek	スコア	zadetek	N	N;NOM;MASC;SG
スコア	rezultat	スコア	rezultat	N	N;NOM;MASC;SG
スペース	prostori	スペース	prostor	N	N;NOM;MASC;PL
スペース	vesolje	スペース	vesolje	N	N;NOM;NEUT;SG
スペース	prostor	スペース	prostor	N	N;NOM;MASC;SG
スペース	space	スペース	space	N	N;NOM;MASC;SG
潜水艦	podmornico	潜水艦	podmornica	N	N;ACC;FEM;SG
潜水艦	podmornica	潜水艦	podmornica	N	N;NOM;FEM;SG
潜水艦	podmornice	潜水艦	podmornica	N	N;NOM;FEM;PL
人生	zivljenje	人生	zivljenje	N	N;NOM;NEUT;SG
人生	življenje	人生	življenje	N	N;NOM;NEUT;SG
証券	varščine	証券	varščina	N	N;NOM;FEM;PL
エピソード	epizode	エピソード	epizoda	N	N;NOM;FEM;PL
エピソード	epizod	エピソード	epizod	N	N;GEN;FEM;PL
エピソード	epizodo	エピソード	epizoda	N	N;ACC;FEM;SG
エピソード	epizode	エピソード	epizoda	N	N;NOM;FEM;PL
エピソード	epizoda	エピソード	epizod	N	N;NOM;FEM;SG
イラスト	ilustracije	イラスト	ilustracija	N	N;NOM;FEM;PL
イラスト	ponazoritev	イラスト	ponazoritev	N	N;NOM;FEM;SG
イラスト	ilustracija	イラスト	ilustracija	N	N;NOM;FEM;SG
収容	zavezo	収容	zaveza	N	N;ACC;FEM;SG
収容	zaveza	収容	zaveza	N	N;NOM;FEM;SG
収容	zavezanost	収容	zavezanost	N	N;NOM;FEM;SG
収容	pripor	収容	pripor	N	N;NOM;MASC;SG
収容	pridržanje	収容	pridržanje	N	N;NOM;NEUT;SG
希望	upa	希望	up	V	V;IPFV;IND;SG;3;PRS;FIN
航空機	letalo	航空機	letalo	N	N;NOM;NEUT;SG
航空機	zrakoplovi	航空機	zrakoplov	N	N;NOM;MASC;PL
航空機	zrakoplov	航空機	zrakoplov	N	N;NOM;MASC;SG
航空機	letala	航空機	letalo	N	N;NOM;NEUT;PL
マシン	mašina	マシン	mašina	N	N;NOM;FEM;SG
マシン	stroj	マシン	stroj	N	N;NOM;MASC;SG
練習	vaje	練習	vaja	N	N;NOM;FEM;PL
練習	trening	練習	trening	N	N;NOM;MASC;SG
練習	vaja	練習	vaja	N	N;NOM;FEM;SG
練習	praksi	練習	praksa	N	N;NOM;FEM;SG
練習	prakse	練習	praksa	N	N;NOM;FEM;PL
練習	praksa	練習	praks	N	N;NOM;FEM;SG
燃料	gorivo	燃料	gorivo	N	N;NOM;NEUT;SG
燃料	goriva	燃料	gorivo	N	N;GEN;NEUT;SG
燃料	goriva	燃料	gorivo	N	N;GEN;NEUT;SG
古い	stare	古い	star	ADJ	ADJ;NOM;FEM;PL
古い	staro	古い	star	ADJ	ADJ;NOM;NEUT;SG
古い	stara	古い	star	ADJ	ADJ;NOM;FEM;SG
古い	stari	古い	star	ADJ	ADJ;NOM;MASC;PL
領域	območje	領域	območje	N	N;NOM;NEUT;SG
領域	površina	領域	površina	N	N;NOM;FEM;SG
領域	področje	領域	področje	N	N;NOM;NEUT;SG
司令官	poveljnik	司令官	poveljnik	N	N;NOM;MASC;SG
防御	obramba	防御	obramba	N	N;NOM;FEM;SG
防御	obramba	防御	obramba	N	N;NOM;FEM;SG
天使	angele	天使	angela	N	N;ACC;MASC;PL
天使	angelov	天使	angelov	N	N;GEN;MASC;PL
天使	angelčki	天使	angelček	N	N;NOM;MASC;PL
天使	angeli	天使	angela	N	N;NOM;MASC;PL
天使	angelček	天使	angelček	N	N;NOM;MASC;SG
天使	angel	天使	angel	N	N;NOM;MASC;SG
無料	free	無料	free	N	N;NOM;MASC;SG
教室	učilnici	教室	učilnica	N	N;DAT;FEM;SG
教室	razredih	教室	razred	N	N;ESS;MASC;PL
ビジネス	podjetja	ビジネス	podjetje	N	N;NOM;NEUT;PL
ビジネス	poslovanje	ビジネス	poslovanje	N	N;NOM;NEUT;SG
ビジネス	posel	ビジネス	posel	N	N;NOM;MASC;SG
ビジネス	posli	ビジネス	posel	N	N;NOM;MASC;PL
ジャンプ	preskok	ジャンプ	preskok	N	N;NOM;MASC;SG
ジャンプ	skok	ジャンプ	skok	N	N;NOM;MASC;SG
ジャンプ	skoki	ジャンプ	skok	N	N;NOM;MASC;PL
ジャンプ	skokov	ジャンプ	skok	N	N;GEN;MASC;PL
友人	prijatelj	友人	prijatelj	N	N;NOM;MASC;SG
友人	prijateljica	友人	prijateljica	N	N;NOM;FEM;SG
友人	prijateljico	友人	prijateljica	N	N;ACC;FEM;SG
期待	pričakovali	期待	pričakovati	V	V;IPFV;MASC;PL;V.PTCP
傾向	težnja	傾向	težnja	N	N;NOM;FEM;SG
自転車	kolesa	自転車	koleso	N	N;NOM;NEUT;PL
自転車	koles	自転車	kolo	N	N;GEN;NEUT;SG
自転車	kolesa	自転車	koleso	N	N;NOM;NEUT;PL
自転車	motocikel	自転車	motocikel	N	N;NOM;MASC;SG
自転車	kolo	自転車	kolo	N	N;NOM;NEUT;SG
自転車	motor	自転車	motor	N	N;NOM;MASC;SG
自転車	kolo	自転車	kolo	N	N;NOM;NEUT;SG
動き	premiki	動き	premik	N	N;NOM;MASC;PL
動き	gibanja	動き	gibanje	N	N;NOM;NEUT;PL
銀河	galaksijo	銀河	galaksija	N	N;ACC;FEM;SG
銀河	galaxy	銀河	galaxy	N	N;NOM;MASC;SG
銀河	galaksija	銀河	galaksija	N	N;NOM;FEM;SG
困難	oteženo	困難	otežen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
モンスター	pošast	モンスター	pošast	N	N;NOM;FEM;SG
アカウント	račun	アカウント	račun	N	N;NOM;MASC;SG
アカウント	računi	アカウント	račun	N	N;NOM;MASC;PL
フィルム	film	フィルム	film	N	N;NOM;MASC;SG
ロケット	raketo	ロケット	raketa	N	N;ACC;FEM;SG
ロケット	raketa	ロケット	raketa	N	N;NOM;FEM;SG
低い	nizki	低い	nizek	ADJ	ADJ;NOM;MASC;SG
低い	nizka	低い	nizek	ADJ	ADJ;NOM;FEM;SG
低い	nizek	低い	nizek	ADJ	ADJ;NOM;INDF;MASC;SG
低い	nizke	低い	nizek	ADJ	ADJ;NOM;FEM;PL
兵器	orožja	兵器	orožje	N	N;GEN;NEUT;SG
兵器	orožje	兵器	orožje	N	N;NOM;NEUT;SG
ウェイ	pot	ウェイ	pot	N	N;NOM;FEM;SG
ウェイ	način	ウェイ	način	N	N;NOM;MASC;SG
ラブ	ljubezni	ラブ	ljubezen	N	N;GEN;FEM;SG
ラブ	love	ラブ	lova	N	N;NOM;MASC;SG
ラブ	ljubezen	ラブ	ljubezen	N	N;NOM;FEM;SG
株式	delnice	株式	delnica	N	N;NOM;FEM;PL
株式	deleži	株式	delež	N	N;NOM;MASC;PL
株式	stalež	株式	stalež	N	N;NOM;MASC;SG
株式	zaloge	株式	zaloga	N	N;NOM;FEM;PL
株式	zaloga	株式	zaloga	N	N;NOM;FEM;SG
分析	analizirati	分析	analizirati	V	V;NFIN
収入	dohodki	収入	dohodek	N	N;NOM;MASC;PL
収入	prihodek	収入	prihodek	N	N;NOM;MASC;SG
収入	prihodki	収入	prihodek	N	N;NOM;MASC;PL
収入	dohodki	収入	dohodek	N	N;NOM;MASC;PL
収入	dohodek	収入	dohodek	N	N;NOM;MASC;SG
収入	dohodka	収入	dohodek	N	N;GEN;MASC;SG
収入	dohodki	収入	dohodek	N	N;NOM;MASC;PL
収入	prihodki	収入	prihodek	N	N;NOM;MASC;PL
収入	prihodek	収入	prihodek	N	N;NOM;MASC;SG
流れる	teče	流れる	teči	V	V;IPFV;IND;SG;3;PRS;FIN
惑星	planet	惑星	planet	N	N;NOM;MASC;SG
惑星	planeta	惑星	planet	N	N;NOM;MASC;SG
惑星	planete	惑星	planet	N	N;NOM;FEM;PL
惑星	planeti	惑星	planet	N	N;NOM;MASC;PL
目標	cilji	目標	cilj	N	N;NOM;MASC;PL
しばしば	pogosto	しばしば	pogosto	ADV	ADV
裁判所	sodišče	裁判所	sodišče	N	N;NOM;NEUT;SG
裁判所	dvor	裁判所	dvor	N	N;NOM;MASC;SG
裁判所	sodišča	裁判所	sodišče	N	N;NOM;NEUT;PL
計算	izračunati	計算	izračunati	V	V;PFV;NFIN
自治	samostojnost	自治	samostojnost	N	N;NOM;FEM;SG
自治	avtonomija	自治	avtonomij	N	N;NOM;FEM;SG
自治	avtonomijo	自治	avtonomija	N	N;ACC;FEM;SG
テスト	test	テスト	test	N	N;NOM;MASC;SG
テスト	preskus	テスト	preskus	N	N;NOM;MASC;SG
テスト	preizkus	テスト	preizkus	N	N;NOM;MASC;SG
テスト	testi	テスト	testi	N	N;NOM;MASC;PL
テスト	preskusi	テスト	preskusiti	N	N;NOM;MASC;PL
テスト	preskušanje	テスト	preskušanje	N	N;NOM;NEUT;SG
テスト	testiranje	テスト	testiranje	N	N;NOM;NEUT;SG
テスト	preizkušanje	テスト	preizkušanje	N	N;NOM;NEUT;SG
物質	snov	物質	snov	N	N;NOM;FEM;SG
許可	dovoli	許可	dovoliti	V	V;PFV;IND;SG;3;PRS;FIN
許可	dovoli	許可	dovoliti	V	V;PFV;IND;SG;3;PRS;FIN
回復	okreva	回復	okrevati	V	V;IPFV;IND;SG;3;PRS;FIN
画家	slikarjev	画家	slikar	N	N;GEN;MASC;PL
画家	slikar	画家	slikar	N	N;NOM;MASC;SG
書籍	knjige	書籍	knjiga	N	N;NOM;FEM;PL
書籍	knjig	書籍	knjiga	N	N;GEN;FEM;PL
大きい	velika	大きい	velik	ADJ	ADJ;NOM;FEM;SG
大きい	velike	大きい	velik	ADJ	ADJ;NOM;FEM;PL
大きい	velika	大きい	velik	ADJ	ADJ;NOM;FEM;SG
大きい	veliki	大きい	velik	ADJ	ADJ;NOM;DEF;MASC;SG
大きい	velike	大きい	velik	ADJ	ADJ;NOM;FEM;PL
大きい	velik	大きい	velik	ADJ	ADJ;NOM;INDF;MASC;SG
ハート	srce	ハート	srce	N	N;NOM;NEUT;SG
ハート	hart	ハート	harta	N	N;NOM;MASC;SG
メン	možje	メン	mož	N	N;NOM;MASC;PL
メン	men	メン	mena	N	N;NOM;MASC;SG
メン	moški	メン	moški	N	N;NOM;MASC;PL
治療	terapija	治療	terapija	N	N;NOM;FEM;SG
治療	terapije	治療	terapija	N	N;NOM;FEM;PL
治療	terapijo	治療	terapija	N	N;ACC;FEM;SG
治療	zdravljenje	治療	zdravljenje	N	N;NOM;NEUT;SG
治療	zdravljenja	治療	zdravljenje	N	N;GEN;NEUT;SG
治療	obdelava	治療	obdelava	N	N;NOM;FEM;SG
治療	zdravljenje	治療	zdravljenje	N	N;NOM;NEUT;SG
治療	obravnava	治療	obravnava	N	N;NOM;FEM;SG
固定	popravil	固定	popravilo	V	V;PFV;MASC;SG;V.PTCP
観客	gledalci	観客	gledalec	N	N;NOM;MASC;PL
観客	občinstvo	観客	občinstvo	N	N;NOM;NEUT;SG
観客	gledalci	観客	gledalec	N	N;NOM;MASC;PL
免許	dovoljenje	免許	dovoljenje	N	N;NOM;NEUT;SG
免許	licenca	免許	licenca	N	N;NOM;FEM;SG
装甲	oklep	装甲	oklep	N	N;NOM;MASC;SG
装甲	oklep	装甲	oklep	N	N;NOM;MASC;SG
寺院	svetišče	寺院	svetišče	N	N;NOM;NEUT;SG
寺院	tempelj	寺院	tempelj	N	N;NOM;MASC;SG
寺院	hram	寺院	hrama	N	N;NOM;MASC;SG
寺院	templjev	寺院	templji	N	N;GEN;MASC;PL
青春	mladosti	青春	mladost	N	N;GEN;FEM;SG
青春	mladina	青春	mladina	N	N;NOM;FEM;SG
青春	mladost	青春	mladost	N	N;NOM;FEM;SG
背景	ozadje	背景	ozadje	N	N;NOM;NEUT;SG
比較的	relativno	比較的	relativno	ADV	ADV
アート	umetnost	アート	umetnost	N	N;NOM;FEM;SG
アート	umetnosti	アート	umetnost	N	N;GEN;FEM;SG
規格	standarde	規格	standard	N	N;ACC;MASC;PL
規格	standardi	規格	standard	N	N;NOM;MASC;PL
形状	oblike	形状	oblika	N	N;NOM;FEM;PL
形状	oblika	形状	oblika	N	N;NOM;FEM;SG
形状	oblike	形状	oblika	N	N;NOM;FEM;PL
形状	forme	形状	forma	N	N;NOM;FEM;PL
形状	obliko	形状	oblika	N	N;ACC;FEM;SG
シアター	gledališče	シアター	gledališče	N	N;NOM;NEUT;SG
知事	guvernerjev	知事	guverner	N	N;GEN;MASC;PL
知事	guvernerji	知事	guverner	N	N;NOM;MASC;PL
知事	guverner	知事	guverner	N	N;NOM;MASC;SG
キリスト	kristjan	キリスト	kristjan	N	N;NOM;MASC;SG
キリスト	krščanstvo	キリスト	krščanstvo	N	N;NOM;NEUT;SG
事項	zadeve	事項	zadeva	N	N;NOM;FEM;PL
事項	podrobnosti	事項	podrobnost	N	N;NOM;FEM;PL
マスター	mojster	マスター	mojster	N	N;NOM;MASC;SG
マスター	učitelj	マスター	učitelj	N	N;NOM;MASC;SG
インター	izmenjava	インター	izmenjava	N	N;NOM;FEM;SG
スクール	šole	スクール	šola	N	N;NOM;FEM;PL
スクール	šolo	スクール	šola	N	N;ACC;FEM;SG
スクール	šola	スクール	šola	N	N;NOM;FEM;SG
吸収	absorbira	吸収	absorbirati	V	V;IND;SG;3;PRS;FIN
事務	afere	事務	afera	N	N;NOM;FEM;PL
事務	zadeve	事務	zadeva	N	N;NOM;FEM;PL
大佐	polkovnik	大佐	polkovnik	N	N;NOM;MASC;SG
ブック	knjigo	ブック	knjiga	N	N;ACC;FEM;SG
ブック	knjiga	ブック	knjiga	N	N;NOM;FEM;SG
