per	para	per	para	ADP	ADP
antica	antiguo	antico	antiguo	ADJ;FEM;SG	ADJ;MASC;SG
antica	antigua	antico	antiguo	ADJ;FEM;SG	ADJ;FEM;SG
problema	problemática	problema	problemática	N;MASC;SG	N;FEM;SG
problema	problema	problema	problema	N;MASC;SG	N;MASC;SG
milioni	millones	milione	millón	N;MASC;PL	N;MASC;PL
mano	hand	mano	hand	N;FEM;SG	N
mano	mano	mano	mano	N;FEM;SG	N;FEM;SG
chiamato	llamé	chiamare	llamar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
parti	repuestos	parte	repuesto	N;FEM;PL	N;MASC;PL
parti	piezas	parte	pieza	N;FEM;PL	N;FEM;PL
parti	partes	parte	parte	N;FEM;PL	N;FEM;PL
giornalista	periodista	giornalista	periodista	N;SG	N;SG
giornalista	reportero	giornalista	reportero	N;SG	N;MASC;SG
giornalista	periodista	giornalista	periodista	N;SG	N;SG
giornalista	reportera	giornalista	reportera	N;SG	N;FEM;SG
mio	mía	mio	mía	DET;MASC;SG	DET;FEM;SG;1
festival	festival	festival	festival	N;MASC	N;MASC;SG
festival	festivales	festival	festival	N;MASC	N;MASC;PL
civile	civil	civile	civil	ADJ;SG	ADJ;SG
civile	civil	civile	civil	ADJ;SG	ADJ;SG
evoluzione	evolution	evoluzione	evolution	N;FEM;SG	N
evoluzione	evolución	evoluzione	evolución	N;FEM;SG	N;FEM;SG
valle	valle	valle	valle	N;FEM;SG	N;MASC;SG
valle	valle	valle	valle	N;FEM;SG	N;MASC;SG
luce	light	luce	light	N;FEM;SG	N
luce	luz	luce	luz	N;FEM;SG	N;FEM;SG
league	league	leaguo	league	N;FEM	N;FEM;SG
league	liga	leaguo	liga	N;FEM	N;FEM;SG
league	ligas	leaguo	liga	N;FEM	N;FEM;PL
lista	lista	lista	lista	N;FEM;SG	N;FEM;SG
compositore	compositor	compositore	compositor	N;MASC;SG	N;MASC;SG
compositore	compositora	compositore	compositora	N;MASC;SG	N;FEM;SG
sezione	seccion	sezione	seccionar	N;FEM;SG	N;FEM;SG
sezione	sección	sezione	sección	N;FEM;SG	N;FEM;SG
ultimi	últimos	ultimo	último	ADJ;MASC;PL	ADJ;MASC;PL
ultimi	últimas	ultimo	último	ADJ;MASC;PL	ADJ;FEM;PL
ultimi	ultimas	ultimo	ultimo	ADJ;MASC;PL	ADJ;FEM;PL
ultimi	últimos	ultimo	último	ADJ;MASC;PL	ADJ;MASC;PL
ultimi	ultimos	ultimo	ultimo	ADJ;MASC;PL	ADJ;MASC;PL
attualmente	actualmente	attualmente	actualmente	ADV	ADV
ore	horarios	ora	horario	N;FEM;PL	N;MASC;PL
ore	horas	ora	hora	N;FEM;PL	N;FEM;PL
edificio	edificio	edificio	edificio	N;MASC;SG	N;MASC;SG
edificio	edificación	edificio	edificación	N;MASC;SG	N;FEM;SG
edificio	construcción	edificio	construcción	N;MASC;SG	N;FEM;SG
casi	estuches	caso	estuche	N;MASC;PL	N;MASC;PL
casi	cases	caso	case	N;MASC;PL	N
casi	casos	caso	caso	N;MASC;PL	N;MASC;PL
inizia	inicia	iniziare	iniciar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	empieza	iniziare	empezar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	comienza	iniziare	comenzar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	empezar	iniziare	empezar	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	comenzar	iniziare	comenzar	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	empezar	iniziare	empezar	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	inicia	iniziare	iniciar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	empieza	iniziare	empezar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	comienza	iniziare	comenzar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	arranca	iniziare	arrancar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sinistra	izquierda	sinistra	izquierda	N;FEM;SG	N;FEM;SG
modello	maqueta	modello	maqueta	N;MASC;SG	N;FEM;SG
modello	modelo	modello	modelo	N;MASC;SG	N;MASC;SG
modello	plantilla	modello	plantilla	N;MASC;SG	N;FEM;SG
istituto	institute	istituto	institute	N;MASC;SG	N;MASC;SG
istituto	instituto	istituto	instituto	N;MASC;SG	N;MASC;SG
aeroporto	aeropuerto	aeroporto	aeropuerto	N;MASC;SG	N;MASC;SG
velocità	velocidad	velocità	velocidad	N;FEM	N;FEM;SG
velocità	rapidez	velocità	rapidez	N;FEM	N;FEM;SG
velocità	celeridad	velocità	celeridad	N;FEM	N;FEM;SG
velocità	speed	velocità	speed	N;FEM	N
velocità	velocidad	velocità	velocidad	N;FEM	N;FEM;SG
velocità	velocidades	velocità	velocidad	N;FEM	N;FEM;PL
certo	claro	certo	claro	ADV	ADV
imperatore	emperador	imperatore	emperador	N;MASC;SG	N;MASC;SG
movimento	movimiento	movimento	movimiento	N;MASC;SG	N;MASC;SG
motore	motor	motore	motor	N;MASC;SG	N;MASC;SG
motore	motor	motore	motor	N;MASC;SG	N;MASC;SG
femminile	femenina	femminile	femenino	ADJ;SG	ADJ;FEM;SG
femminile	femenino	femminile	femenino	ADJ;SG	ADJ;MASC;SG
femminile	femenino	femminile	femenino	ADJ;SG	ADJ;MASC;SG
vero	cierto	vero	cierto	ADJ;MASC;SG	ADJ;MASC;SG
vero	verdadera	vero	verdadero	ADJ;MASC;SG	ADJ;FEM;SG
vero	verdadero	vero	verdadero	ADJ;MASC;SG	ADJ;MASC;SG
piccola	pequeño	piccolo	pequeño	ADJ;FEM;SG	ADJ;MASC;SG
piccola	pequeña	piccolo	pequeño	ADJ;FEM;SG	ADJ;FEM;SG
piccola	pequeño	piccolo	pequeño	ADJ;FEM;SG	ADJ;MASC;SG
piccola	pequeña	piccolo	pequeño	ADJ;FEM;SG	ADJ;FEM;SG
piccola	poquito	piccolo	poquito	ADJ;FEM;SG	ADJ;MASC;SG
nuovi	nuevas	nuovo	nuevo	ADJ;MASC;PL	ADJ;FEM;PL
nuovi	nuevos	nuovo	nuevo	ADJ;MASC;PL	ADJ;MASC;PL
style	style	style	style	N	N
style	estilo	style	estilo	N	N;MASC;SG
valore	value	valore	valar	N;MASC;SG	N
valore	valor	valore	valor	N;MASC;SG	N;MASC;SG
gruppi	grupos	gruppo	grupo	N;MASC;PL	N;MASC;PL
gruppi	agrupaciones	gruppo	agrupación	N;MASC;PL	N;FEM;PL
bologna	bolonia	bologna	bolonia	N;FEM;SG	N;FEM;SG
inizialmente	inicialmente	inizialmente	inicialmente	ADV	ADV
love	amor	love	amor	N	N;MASC;SG
love	amores	love	amor	N	N;MASC;PL
love	love	love	love	N	N
cultura	cultivo	cultura	cultivo	N;FEM;SG	N;MASC;SG
cultura	cultura	cultura	cultura	N;FEM;SG	N;FEM;SG
spazio	space	spazio	spacer	N;MASC;SG	N
spazio	espacio	spazio	espacio	N;MASC;SG	N;MASC;SG
troppo	también	troppo	también	ADV	ADV
troppo	demasiado	troppo	demasiado	ADV	ADV
alessandro	alessandro	alessandro	alessandro	N;MASC;SG	N;MASC;SG
amico	mate	amico	mate	N;MASC;SG	N;SG
amico	amigo	amico	amigo	N;MASC;SG	N;MASC;SG
amico	friend	amico	friend	N;MASC;SG	N
amico	amiga	amico	amiga	N;MASC;SG	N;FEM;SG
membro	miembro	membro	miembro	N;MASC;SG	N;MASC;SG
rock	rocas	rock	roca	N;MASC	N;FEM;PL
rock	piedra	rock	piedra	N;MASC	N;FEM;SG
rock	roca	rock	roca	N;MASC	N;FEM;SG
rock	rock	rock	rock	N;MASC	N;MASC;SG
doppio	doble	doppio	doble	ADJ;MASC;SG	ADJ;SG
vinto	ganó	vincere	ganar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
vinto	gané	vincere	ganar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
mezzo	mitad	mezzo	mitad	N;MASC;SG	N;FEM;SG
mezzo	half	mezzo	half	N;MASC;SG	N
lunghezza	eslora	lunghezza	eslora	N;FEM;SG	N;FEM;SG
lunghezza	longitud	lunghezza	longitud	N;FEM;SG	N;FEM;SG
essendo	siendo	essere	ser	V;V.MSDR	V;V.MSDR
essendo	ser	essere	ser	V;V.MSDR	V;NFIN
processo	proceso	processo	proceso	N;MASC;SG	N;MASC;SG
processo	juicio	processo	juicio	N;MASC;SG	N;MASC;SG
processo	ensayo	processo	ensayo	N;MASC;SG	N;MASC;SG
attacco	ataque	attacco	ataque	N;MASC;SG	N;MASC;SG
attacco	atentado	attacco	atentado	N;MASC;SG	N;MASC;SG
giro	giro	giro	giro	N;MASC;SG	N;MASC;SG
proprietà	propiedad	proprietà	propiedad	N;FEM	N;FEM;SG
proprietà	propiedades	proprietà	propiedad	N;FEM	N;FEM;PL
proprietà	inmueble	proprietà	inmueble	N;FEM	N;MASC;SG
proprietà	propiedades	proprietà	propiedad	N;FEM	N;FEM;PL
proprietà	fincas	proprietà	finca	N;FEM	N;FEM;PL
proprietà	inmuebles	proprietà	inmueble	N;FEM	N;MASC;PL
proprietà	titularidad	proprietà	titularidad	N;FEM	N;FEM;SG
proprietà	propiedad	proprietà	propiedad	N;FEM	N;FEM;SG
partita	juego	partita	juego	N;FEM;SG	N;MASC;SG
spagna	españa	spagnare	españa	N;FEM;SG	N;FEM;SG
morì	murió	morire	morir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
titoli	valores	titolo	valor	N;MASC;PL	N;MASC;PL
titoli	títulos	titolo	título	N;MASC;PL	N;MASC;PL
titoli	títulos	titolo	título	N;MASC;PL	N;MASC;PL
http	http	http	http	N;MASC	N
colore	color	colore	color	N;MASC;SG	N;MASC;SG
colore	color	colore	color	N;MASC;SG	N;MASC;SG
vicino	cerca	vicino	cerca	ADV	ADV
vicino	cerca	vicino	cerca	ADV	ADV
orientale	oriental	orientale	oriental	ADJ;SG	ADJ;SG
orientale	oriental	orientale	oriental	ADJ;SG	ADJ;SG
antico	antiguo	antico	antiguo	ADJ;MASC;SG	ADJ;MASC;SG
antico	antigua	antico	antiguo	ADJ;MASC;SG	ADJ;FEM;SG
antico	antiguo	antico	antiguo	ADJ;MASC;SG	ADJ;MASC;SG
antico	antigua	antico	antiguo	ADJ;MASC;SG	ADJ;FEM;SG
antico	viejo	antico	viejo	ADJ;MASC;SG	ADJ;MASC;SG
antico	antiguo	antico	antiguo	ADJ;MASC;SG	ADJ;MASC;SG
antico	antigua	antico	antiguo	ADJ;MASC;SG	ADJ;FEM;SG
antico	vieja	antico	viejo	ADJ;MASC;SG	ADJ;FEM;SG
località	localidad	località	localidad	N;FEM	N;FEM;SG
man	man	mano	man	N	N
man	hombre	mano	hombre	N	N;MASC;SG
principe	principe	principe	principe	N;MASC;SG	N;MASC;SG
principe	prince	principe	prince	N;MASC;SG	N
principe	príncipe	principe	príncipe	N;MASC;SG	N;MASC;SG
notte	noche	notte	noche	N;FEM;SG	N;FEM;SG
notte	night	notte	night	N;FEM;SG	N
dice	dice	dire	decir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mese	mes	mese	mes	N;MASC;SG	N;MASC;SG
nuove	nuevas	nuovo	nuevo	ADJ;FEM;PL	ADJ;FEM;PL
nuove	nuevos	nuovo	nuevo	ADJ;FEM;PL	ADJ;MASC;PL
cancellazione	anulación	cancellazione	anulación	N;FEM;SG	N;FEM;SG
cancellazione	cancelación	cancellazione	cancelación	N;FEM;SG	N;FEM;SG
cancellazione	supresión	cancellazione	supresión	N;FEM;SG	N;FEM;SG
batteria	pila	batteria	pila	N;FEM;SG	N;FEM;SG
batteria	batería	batteria	batería	N;FEM;SG	N;FEM;SG
batteria	bateria	batteria	bateria	N;FEM;SG	N;FEM;SG
batteria	batería	batteria	batería	N;FEM;SG	N;FEM;SG
immagini	imagenes	immagine	imagen	N;FEM;PL	N;FEM;PL
immagini	imágenes	immagine	imagen	N;FEM;PL	N;FEM;PL
immagini	imagenes	immagine	imagen	N;FEM;PL	N;FEM;PL
immagini	fotos	immagine	foto	N;FEM;PL	N;FEM;PL
immagini	fotografías	immagine	fotografía	N;FEM;PL	N;FEM;PL
immagini	cuadros	immagine	cuadro	N;FEM;PL	N;MASC;PL
immagini	imágenes	immagine	imagen	N;FEM;PL	N;FEM;PL
argento	plata	argento	plata	N;MASC;SG	N;FEM;SG
poeta	poeta	poeta	poeta	N;MASC;SG	N;MASC;SG
poeta	poetisa	poeta	poetisa	N;MASC;SG	N;FEM;SG
tempi	tiempos	tempo	tiempo	N;MASC;PL	N;MASC;PL
tempi	veces	tempo	vez	N;MASC;PL	N;FEM;PL
tempi	épocas	tempo	época	N;MASC;PL	N;FEM;PL
tempi	times	tempo	time	N;MASC;PL	N
persona	persona	persona	persona	N;FEM;SG	N;FEM;SG
rosso	roja	rosso	rojo	ADJ;MASC;SG	ADJ;FEM;SG
massima	máximo	massimo	máximo	ADJ;FEM;SG	ADJ;MASC;SG
massima	máxima	massimo	máximo	ADJ;FEM;SG	ADJ;FEM;SG
massima	máxima	massimo	máximo	ADJ;FEM;SG	ADJ;FEM;SG
russo	rusa	russo	ruso	ADJ;MASC;SG	ADJ;FEM;SG
russo	ruso	russo	ruso	ADJ;MASC;SG	ADJ;MASC;SG
occidentale	occidental	occidentale	occidental	ADJ;SG	ADJ;SG
occidentale	occidental	occidentale	occidental	ADJ;SG	ADJ;SG
comando	mando	comando	mando	N;MASC;SG	N;MASC;SG
comando	comando	comando	comando	N;MASC;SG	N;MASC;SG
comando	comandancia	comando	comandancia	N;MASC;SG	N;FEM;SG
bianco	blanca	bianco	blanco	ADJ;MASC;SG	ADJ;FEM;SG
bianco	blanco	bianco	blanco	ADJ;MASC;SG	ADJ;MASC;SG
bianco	blanco	bianco	blanco	ADJ;MASC;SG	ADJ;MASC;SG
licenza	licencia	licenza	licencia	N;FEM;SG	N;FEM;SG
licenza	licencia	licenza	licencia	N;FEM;SG	N;FEM;SG
template	plantillas	templare	plantilla	N;MASC	N;FEM;PL
template	plantilla	templare	plantilla	N;MASC	N;FEM;SG
reti	redes	rete	red	N;FEM;PL	N;FEM;PL
reti	redes	rete	red	N;FEM;PL	N;FEM;PL
funzione	función	funzione	función	N;FEM;SG	N;FEM;SG
numerose	numerosos	numeroso	numeroso	ADJ;FEM;PL	ADJ;MASC;PL
numerose	numerosas	numeroso	numeroso	ADJ;FEM;PL	ADJ;FEM;PL
scena	escena	scena	escena	N;FEM;SG	N;FEM;SG
cinema	peliculas	cinema	pelicula	N;MASC	N;FEM;PL
cinema	cine	cinema	cine	N;MASC	N;MASC;SG
cinema	películas	cinema	película	N;MASC	N;FEM;PL
cinema	cines	cinema	cine	N;MASC	N;MASC;PL
cinema	cine	cinema	cine	N;MASC	N;MASC;SG
cinema	cine	cinema	cine	N;MASC	N;MASC;SG
cinema	cinema	cinema	cinema	N;MASC	N;MASC;SG
associazione	asociación	associazione	asociación	N;FEM;SG	N;FEM;SG
associazione	association	associazione	association	N;FEM;SG	N;FEM;SG
mia	mía	mio	mía	DET;FEM;SG	DET;FEM;SG;1
riferimento	referencia	riferimento	referencia	N;MASC;SG	N;FEM;SG
simile	parecido	simile	parecido	ADJ;SG	ADJ;MASC;SG;V.PTCP
simile	similar	simile	similar	ADJ;SG	ADJ;SG
ragazza	chica	ragazza	chica	N;FEM;SG	N;FEM;SG
ragazza	niña	ragazza	niña	N;FEM;SG	N;FEM;SG
ragazza	muchacha	ragazza	muchacha	N;FEM;SG	N;FEM;SG
utenti	usuarios	utente	usuario	N;PL	N;MASC;PL
utenti	usuarios	utente	usuario	N;PL	N;MASC;PL
elementi	elementos	elemento	elemento	N;MASC;PL	N;MASC;PL
franco	frank	franco	frank	N;MASC;SG	N;SG
arcivescovo	arzobispo	arcivescovo	arzobispo	N;MASC;SG	N;MASC;SG
enrico	enrique	enrico	enrique	N;MASC;SG	N;MASC;SG
enrico	harry	enrico	harry	N;MASC;SG	N;MASC;SG
enrico	enrico	enrico	enrico	N;MASC;SG	N;MASC;SG
enrico	enrique	enrico	enrique	N;MASC;SG	N;MASC;SG
torre	torre	torre	torre	N;FEM;SG	N;FEM;SG
torre	torre	torre	torre	N;FEM;SG	N;FEM;SG
torre	tower	torre	tower	N;FEM;SG	N;MASC;SG
reale	real	reale	real	ADJ;SG	ADJ;SG
reale	verdadero	reale	verdadero	ADJ;SG	ADJ;MASC;SG
reale	real	reale	real	ADJ;SG	ADJ;SG
corte	tribunal	corte	tribunal	N;FEM;SG	N;MASC;SG
corte	court	corte	court	N;FEM;SG	N;MASC;SG
compagnia	compañia	compagnia	compañia	N;FEM;SG	N;FEM;SG
compagnia	empresa	compagnia	empresa	N;FEM;SG	N;FEM;SG
compagnia	compañía	compagnia	compañía	N;FEM;SG	N;FEM;SG
compagnia	companía	compagnia	companía	N;FEM;SG	N;FEM;SG
produttore	productor	produttore	productor	N;MASC;SG	N;MASC;SG
produttore	productora	produttore	productora	N;MASC;SG	N;FEM;SG
produttore	fabricante	produttore	fabricante	N;MASC;SG	N;SG
azione	action	azione	action	N;FEM;SG	N;SG
azione	acción	azione	acción	N;FEM;SG	N;FEM;SG
azione	accion	azione	accionar	N;FEM;SG	N;FEM;SG
risultati	resultados	risultato	resultado	N;MASC;PL	N;MASC;PL
interesse	interes	interesse	inter	N;MASC;SG	N;MASC;SG
interesse	interés	interesse	interés	N;MASC;SG	N;MASC;SG
aggiornato	actualizada	aggiornare	actualizado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
aggiornato	actualizado	aggiornare	actualizado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
campione	ejemplo	campione	ejemplo	N;MASC;SG	N;MASC;SG
campione	campeón	campione	campeón	N;MASC;SG	N;MASC;SG
campione	campeona	campione	campeona	N;MASC;SG	N;FEM;SG
campione	campeon	campione	campeon	N;MASC;SG	N;MASC;SG
campione	champ	campione	champ	N;MASC;SG	N;SG
campione	campeón	campione	campeón	N;MASC;SG	N;MASC;SG
campione	campeona	campione	campeona	N;MASC;SG	N;FEM;SG
campione	campeon	campione	campeon	N;MASC;SG	N;MASC;SG
campione	champion	campione	champion	N;MASC;SG	N;MASC;SG
live	viva	live	viva	N;MASC	N;FEM;SG
live	live	live	live	N;MASC	N
donne	mujeres	donna	mujer	N;FEM;PL	N;FEM;PL
decide	decide	decidere	decidir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
decide	decidir	decidere	decidir	V;IND;SG;3;PRS;FIN	V;NFIN
decide	decide	decidere	decidir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parla	habla	parlare	hablar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parla	hablar	parlare	hablar	V;IND;SG;3;PRS;FIN	V;NFIN
parla	habla	parlare	hablar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parla	hablar	parlare	hablar	V;IND;SG;3;PRS;FIN	V;NFIN
parla	habla	parlare	hablar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
truppe	tropas	truppa	tropa	N;FEM;PL	N;FEM;PL
truppe	contingentes	truppa	contingente	N;FEM;PL	N;PL
truppe	efectivos	truppa	efectivo	N;FEM;PL	N;MASC;PL
truppe	tropas	truppa	tropa	N;FEM;PL	N;FEM;PL
possibilità	posibilidades	possibilità	posibilidad	N;FEM	N;FEM;PL
possibilità	casualidad	possibilità	casualidad	N;FEM	N;FEM;SG
possibilità	chance	possibilità	chance	N;FEM	N;FEM;SG
possibilità	oportunidad	possibilità	oportunidad	N;FEM	N;FEM;SG
possibilità	posibilidad	possibilità	posibilidad	N;FEM	N;FEM;SG
lunga	largo	lungo	largo	ADJ;FEM;SG	ADJ;MASC;SG
lunga	larga	lungo	largo	ADJ;FEM;SG	ADJ;FEM;SG
nero	negra	nero	negro	ADJ;MASC;SG	ADJ;FEM;SG
nero	negro	nero	negro	ADJ;MASC;SG	ADJ;MASC;SG
roberto	roberto	roberto	roberto	N;MASC;SG	N;MASC;SG
roberto	roberto	roberto	roberto	N;MASC;SG	N;MASC;SG
destra	derecho	destra	derecho	N;FEM;SG	N;MASC;SG
destra	derecha	destra	derecha	N;FEM;SG	N;FEM;SG
difesa	defensa	difesa	defensa	N;FEM;SG	N;SG
difesa	defensa	difesa	defensa	N;FEM;SG	N;SG
americano	americano	americano	americano	ADJ;MASC;SG	ADJ;MASC;SG
americano	americano	americano	americano	ADJ;MASC;SG	ADJ;MASC;SG
americano	estadounidense	americano	estadounidense	ADJ;MASC;SG	ADJ;SG
americano	americana	americano	americana	ADJ;MASC;SG	ADJ;FEM;SG
accordo	acuerdo	accordo	acuerdo	N;MASC;SG	N;MASC;SG
personale	personal	personale	personal	ADJ;SG	ADJ;SG
personale	personal	personale	personal	ADJ;SG	ADJ;SG
personale	personal	personale	personal	ADJ;SG	ADJ;SG
dimensioni	dimensiones	dimensione	dimensión	N;FEM;PL	N;FEM;PL
dimensioni	size	dimensione	sizar	N;FEM;PL	N
completamente	totalmente	completamente	totalmente	ADV	ADV
completamente	completamente	completamente	completamente	ADV	ADV
completamente	totalmente	completamente	totalmente	ADV	ADV
radio	radio	radio	radio	N;FEM	N;FEM;SG
radio	radios	radio	radio	N;FEM	N;FEM;PL
radio	radios	radio	radio	N;FEM	N;FEM;PL
records	actas	records	acta	N;MASC	N;FEM;PL
records	registros	records	registro	N;MASC	N;MASC;PL
records	discos	records	disco	N;MASC	N;MASC;PL
records	records	records	records	N;MASC	N;MASC
sette	siete	sette	siete	NUM	NUM;PL
capitale	capital	capitale	capital	N;FEM;SG	N;FEM;SG
martin	martín	martin	martín	N;SG	N;MASC;SG
competizioni	concursos	competizione	concurso	N;FEM;PL	N;MASC;PL
competizioni	competencias	competizione	competencia	N;FEM;PL	N;FEM;PL
competizioni	oposiciones	competizione	oposición	N;FEM;PL	N;FEM;PL
competizioni	competiciones	competizione	competición	N;FEM;PL	N;FEM;PL
situazione	situacion	situazione	situacion	N;FEM;SG	N;FEM;SG
situazione	situación	situazione	situación	N;FEM;SG	N;FEM;SG
parole	palabras	parola	palabra	N;FEM;PL	N;FEM;PL
aiuto	ayuda	aiuto	ayuda	N;MASC;SG	N;FEM;SG
aiuto	ayuda	aiuto	ayuda	N;MASC;SG	N;FEM;SG
genova	génova	genova	génovo	N;FEM;SG	N;FEM;SG
effetti	efectos	effetto	efecto	N;MASC;PL	N;MASC;PL
greco	griega	greco	griego	ADJ;MASC;SG	ADJ;FEM;SG
scopo	proposito	scopo	proposito	N;MASC;SG	N;MASC;SG
scopo	finalidad	scopo	finalidad	N;MASC;SG	N;FEM;SG
scopo	propósito	scopo	propósito	N;MASC;SG	N;MASC;SG
idea	idea	idea	idea	N;FEM;SG	N;FEM;SG
madonna	madonna	madonna	madonna	N;FEM;SG	N;FEM;SG
madonna	virgen	madonna	virgen	N;FEM;SG	N;FEM;SG
rivista	cargador	rivista	cargador	N;FEM;SG	N;MASC;SG
rivista	magazine	rivista	magazine	N;FEM;SG	N;SG
rivista	revista	rivista	revista	N;FEM;SG	N;FEM;SG
intorno	alrededor	intorno	alrededor	ADV	ADV
parco	parque	parco	parque	N;MASC;SG	N;MASC;SG
resto	resto	resto	resto	N;MASC;SG	N;MASC;SG
resto	descanso	resto	descanso	N;MASC;SG	N;MASC;SG
romana	romana	romano	romano	ADJ;FEM;SG	ADJ;FEM;SG
romana	romano	romano	romano	ADJ;FEM;SG	ADJ;MASC;SG
romana	romana	romano	romano	ADJ;FEM;SG	ADJ;FEM;SG
incontro	encuentro	incontro	encuentro	N;MASC;SG	N;MASC;SG
otto	ocho	otto	ocho	NUM	NUM;PL
direzione	dirección	direzione	dirección	N;FEM;SG	N;FEM;SG
direzione	dirección	direzione	dirección	N;FEM;SG	N;FEM;SG
marina	marina	marina	marina	N;FEM;SG	N;FEM;SG
richiesta	investigación	richiesta	investigación	N;FEM;SG	N;FEM;SG
richiesta	petición	richiesta	petición	N;FEM;SG	N;FEM;SG
richiesta	solicitud	richiesta	solicitud	N;FEM;SG	N;FEM;SG
alberto	albert	alberto	albert	N;MASC;SG	N;SG
alberto	alberto	alberto	alberto	N;MASC;SG	N;MASC;SG
alberto	alberto	alberto	alberto	N;MASC;SG	N;MASC;SG
editore	editor	editore	editor	N;MASC;SG	N;MASC;SG
editore	editorial	editore	editorial	N;MASC;SG	N;FEM;SG
editore	redactor	editore	redactor	N;MASC;SG	N;MASC;SG
editore	editor	editore	editor	N;MASC;SG	N;MASC;SG
editore	editora	editore	editora	N;MASC;SG	N;FEM;SG
risultato	resultado	risultato	resultado	N;MASC;SG	N;MASC;SG
mostra	mostrar	mostrare	mostrar	V;IND;SG;3;PRS;FIN	V;NFIN
duca	duque	duca	duque	N;MASC;SG	N;MASC;SG
carica	carga	carica	carga	N;FEM;SG	N;FEM;SG
carica	cargo	carica	cargo	N;FEM;SG	N;MASC;SG
carica	carga	carica	carga	N;FEM;SG	N;FEM;SG
carica	subida	carica	subida	N;FEM;SG	N;FEM;SG
carica	carga	carica	carga	N;FEM;SG	N;FEM;SG
votazione	voto	votazione	voto	N;FEM;SG	N;MASC;SG
votazione	votación	votazione	votación	N;FEM;SG	N;FEM;SG
votazione	votación	votazione	votación	N;FEM;SG	N;FEM;SG
sociale	social	sociale	social	ADJ;SG	ADJ;SG
maschile	masculino	maschile	masculino	ADJ;SG	ADJ;MASC;SG
maschile	masculina	maschile	masculino	ADJ;SG	ADJ;FEM;SG
maschile	masculino	maschile	masculino	ADJ;SG	ADJ;MASC;SG
cose	cosas	cosa	cosa	N;FEM;PL	N;FEM;PL
cose	things	cosa	thing	N;FEM;PL	N
prova	probar	provare	probar	V;IND;SG;3;PRS;FIN	V;NFIN
prova	probar	provare	probar	V;IND;SG;3;PRS;FIN	V;NFIN
prova	tratar	provare	tratar	V;IND;SG;3;PRS;FIN	V;NFIN
qualità	quality	qualità	quality	N;FEM	N
qualità	calidad	qualità	calidad	N;FEM	N;FEM;SG
qualità	cualidad	qualità	cualidad	N;FEM	N;FEM;SG
wiki	wiki	wiki	wiki	N;MASC	N;MASC;SG
black	black	black	black	N	N
black	negros	black	negro	N	N;MASC;PL
minuti	actas	minuto	acta	N;MASC;PL	N;FEM;PL
minuti	minutos	minuto	minuto	N;MASC;PL	N;MASC;PL
stella	stella	stella	stella	N;FEM;SG	N;FEM;SG
stella	estela	stella	estela	N;FEM;SG	N;FEM;SG
stella	estrella	stella	estrella	N;FEM;SG	N;FEM;SG
stella	star	stella	star	N;FEM;SG	N
porto	porto	porto	porto	N;MASC;SG	N;MASC;SG
porto	oporto	porto	oporto	N;MASC;SG	N;MASC;SG
porto	puerto	porto	puerto	N;MASC;SG	N;MASC;SG
porto	babor	porto	babor	N;MASC;SG	N;MASC;SG
porto	oporto	porto	oporto	N;MASC;SG	N;MASC;SG
angelo	angelo	angelo	angelo	N;MASC;SG	N;MASC;SG
angelo	ángelo	angelo	ángelo	N;MASC;SG	N;MASC;SG
angelo	angelito	angelo	angelito	N;MASC;SG	N;MASC;SG
angelo	angel	angelo	angel	N;MASC;SG	N;MASC;SG
angelo	ángel	angelo	ángel	N;MASC;SG	N;MASC;SG
nulla	nada	nulla	nada	PRO;SG	PRO;SG
tecnica	tecnica	tecnica	tecnicar	N;FEM;SG	N;FEM;SG
tecnica	técnico	tecnica	técnico	N;FEM;SG	N;MASC;SG
tecnica	técnica	tecnica	técnica	N;FEM;SG	N;FEM;SG
tecnica	tecnica	tecnica	tecnicar	N;FEM;SG	N;FEM;SG
