une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
accès	acceso	accès	acceso	N;MASC;SG	N;MASC;SG
accès	access	accès	acces	N;MASC;SG	N;MASC
informations	informaciones	information	información	N;FEM;PL	N;FEM;PL
charge	carga	charge	carga	N;FEM;SG	N;FEM;SG
charge	cargo	charge	cargo	N;FEM;SG	N;MASC;SG
charge	carga	charge	carga	N;FEM;SG	N;FEM;SG
alpes	alpes	alpe	alpe	N;FEM;PL	N;MASC;PL
alpes	alpes	alpe	alpe	N;FEM;PL	N;MASC;PL
sites	sitios	site	sitio	N;MASC;PL	N;MASC;PL
sites	emplazamientos	site	emplazamiento	N;MASC;PL	N;MASC;PL
sites	webs	site	webs	N;MASC;PL	N;FEM;PL
sites	sitios	site	sitio	N;MASC;PL	N;MASC;PL
basket	canasta	basket	canasta	N;MASC;SG	N;FEM;SG
basket	basket	basket	basket	N;MASC;SG	N;MASC;SG
basket	carrito	basket	carrito	N;MASC;SG	N;MASC;SG
basket	cesto	basket	cesto	N;MASC;SG	N;MASC;SG
basket	cesta	basket	cesta	N;MASC;SG	N;FEM;SG
basket	básquetbol	basket	básquetbol	N;MASC;SG	N;MASC;SG
basket	baloncesto	basket	baloncesto	N;MASC;SG	N;MASC;SG
utiliser	usando	utiliser	usar	V;NFIN	V;V.MSDR
utiliser	utilizando	utiliser	utilizar	V;NFIN	V;V.MSDR
utiliser	usar	utiliser	usar	V;NFIN	V;NFIN
utiliser	utilizar	utiliser	utilizar	V;NFIN	V;NFIN
économie	economía	économie	economía	N;FEM;SG	N;FEM;SG
économie	economia	économie	economia	N;FEM;SG	N;FEM;SG
économie	economía	économie	economía	N;FEM;SG	N;FEM;SG
longueur	eslora	longueur	eslora	N;FEM;SG	N;FEM;SG
longueur	longitud	longueur	longitud	N;FEM;SG	N;FEM;SG
légende	legend	légende	legend	N;FEM;SG	N
légende	leyenda	légende	leyenda	N;FEM;SG	N;FEM;SG
pense	piensa	penser	pensar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pense	pensar	penser	pensar	V;IND;SG;3;PRS;FIN	V;NFIN
vingt	veinte	vingt	veinte	NUM	NUM;PL
conditions	condiciones	condition	condición	N;FEM;PL	N;FEM;PL
élection	elección	élection	elección	N;FEM;SG	N;FEM;SG
élection	eleccion	élection	eleccion	N;FEM;SG	N;FEM;SG
protection	proteccion	protection	proteccion	N;FEM;SG	N;FEM;SG
protection	protección	protection	protección	N;FEM;SG	N;FEM;SG
scénariste	escritora	scénariste	escritora	N;MASC;SG	N;FEM;SG
scénariste	escritor	scénariste	escritor	N;MASC;SG	N;MASC;SG
scénariste	writer	scénariste	writer	N;MASC;SG	N;MASC;SG
scénariste	guionista	scénariste	guionista	N;MASC;SG	N;SG
bibliothèque	biblioteca	bibliothèque	biblioteca	N;FEM;SG	N;FEM;SG
commerce	comercio	commerce	comercio	N;MASC;SG	N;MASC;SG
commerce	comercio	commerce	comercio	N;MASC;SG	N;MASC;SG
influence	influencia	influence	influencia	N;FEM;SG	N;FEM;SG
énergie	energia	énergie	energia	N;FEM;SG	N;FEM;SG
énergie	energía	énergie	energía	N;FEM;SG	N;FEM;SG
publique	publico	public	publico	ADJ;FEM;SG	ADJ;MASC;SG
petits	pequeñas	petit	pequeño	ADJ;MASC;PL	ADJ;FEM;PL
petits	pequeños	petit	pequeño	ADJ;MASC;PL	ADJ;MASC;PL
parties	repuestos	partie	repuesto	N;FEM;PL	N;MASC;PL
parties	piezas	partie	pieza	N;FEM;PL	N;FEM;PL
parties	partes	partie	parte	N;FEM;PL	N;FEM;PL
parties	fiestas	partie	fiesta	N;FEM;PL	N;FEM;PL
fiction	ficción	fiction	ficción	N;FEM;SG	N;FEM;SG
intérêt	interes	intérêt	inter	N;MASC;SG	N;MASC;SG
intérêt	interés	intérêt	interés	N;MASC;SG	N;MASC;SG
structure	estructura	structure	estructura	N;FEM;SG	N;FEM;SG
kilomètres	kilómetros	kilomètre	kilómetro	N;MASC;PL	N;MASC;PL
kilomètres	millas	kilomètre	milla	N;MASC;PL	N;FEM;PL
kilomètres	kilómetros	kilomètre	kilómetro	N;MASC;PL	N;MASC;PL
kilomètres	kilómetros	kilomètre	kilómetro	N;MASC;PL	N;MASC;PL
kilomètres	kilometros	kilomètre	kilometro	N;MASC;PL	N;MASC;PL
jeunesse	juventud	jeunesse	juventud	N;FEM;SG	N;FEM;SG
régions	regiones	région	región	N;FEM;PL	N;FEM;PL
majorité	mayoría	majorité	mayoría	N;FEM;SG	N;FEM;SG
majorité	mayoria	majorité	mayoria	N;FEM;SG	N;FEM;SG
passer	pasando	passer	pasar	V;NFIN	V;V.MSDR
passer	pase	passer	pasar	V;NFIN	V;SBJV;SG;3;PRS;FIN
passer	pasar	passer	pasar	V;NFIN	V;NFIN
passer	pasa	passer	pasar	V;NFIN	V;IND;SG;3;PRS;FIN
passer	pasen	passer	pasar	V;NFIN	V;IMP;PL;3;FIN
enseignement	docencia	enseignement	docencia	N;MASC;SG	N;FEM;SG
enseignement	enseñanza	enseignement	enseñanza	N;MASC;SG	N;FEM;SG
enseignement	educación	enseignement	educación	N;MASC;SG	N;FEM;SG
enseignement	enseñanza	enseignement	enseñanza	N;MASC;SG	N;FEM;SG
enseignement	educacion	enseignement	educacion	N;MASC;SG	N;FEM;SG
seigneur	lord	seigneur	lord	N;MASC;SG	N;MASC;SG
veut	quiere	vouloir	querer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
exposition	exhibición	exposition	exhibición	N;FEM;SG	N;FEM;SG
exposition	exposición	exposition	exposición	N;FEM;SG	N;FEM;SG
exposition	exhibición	exposition	exhibición	N;FEM;SG	N;FEM;SG
exposition	exposición	exposition	exposición	N;FEM;SG	N;FEM;SG
exposition	exposición	exposition	exposición	N;FEM;SG	N;FEM;SG
poids	peso	poids	peso	N;MASC;SG	N;MASC;SG
santé	salud	santé	salud	N;FEM;SG	N;FEM;SG
santé	sanidad	santé	sanidad	N;FEM;SG	N;FEM;SG
santé	salud	santé	salud	N;FEM;SG	N;FEM;SG
heure	hora	heure	hora	N;FEM;SG	N;FEM;SG
heure	hora	heure	hora	N;FEM;SG	N;FEM;SG
heure	tiempo	heure	tiempo	N;FEM;SG	N;MASC;SG
heure	time	heure	time	N;FEM;SG	N
feu	incendio	feu	incendio	N;MASC;SG	N;MASC;SG
feu	fuego	feu	fuego	N;MASC;SG	N;MASC;SG
italienne	italiana	italien	italiano	ADJ;FEM;SG	ADJ;FEM;SG
atteint	alcanzó	atteindre	alcanzar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
profession	profesión	profession	profesión	N;FEM;SG	N;FEM;SG
profession	ocupación	profession	ocupación	N;FEM;SG	N;FEM;SG
profession	profesión	profession	profesión	N;FEM;SG	N;FEM;SG
trouver	encontrar	trouver	encontrar	V;NFIN	V;NFIN
trouver	encontrar	trouver	encontrar	V;NFIN	V;NFIN
trouver	encuentra	trouver	encontrar	V;NFIN	V;IND;SG;3;PRS;FIN
trouver	encuentre	trouver	encontrar	V;NFIN	V;SBJV;SG;3;PRS;FIN
voyage	viaje	voyage	viaje	N;MASC;SG	N;MASC;SG
voyage	travesía	voyage	travesía	N;MASC;SG	N;FEM;SG
voyage	viaje	voyage	viaje	N;MASC;SG	N;MASC;SG
voyage	trayecto	voyage	trayecto	N;MASC;SG	N;MASC;SG
voyage	viaje	voyage	viaje	N;MASC;SG	N;MASC;SG
supérieur	superior	supérieur	superior	ADJ;MASC;SG	ADJ;SG
supérieur	superior	supérieur	superior	ADJ;MASC;SG	ADJ;SG
logo	logo	logo	logo	N;MASC;SG	N;MASC;SG
logo	logotipo	logo	logotipo	N;MASC;SG	N;MASC;SG
gestion	gerencia	gestion	gerencia	N;FEM;SG	N;FEM;SG
gestion	gestión	gestion	gestión	N;FEM;SG	N;FEM;SG
gestion	dirección	gestion	dirección	N;FEM;SG	N;FEM;SG
gestion	administración	gestion	administración	N;FEM;SG	N;FEM;SG
derniers	últimos	dernier	último	ADJ;MASC;PL	ADJ;MASC;PL
derniers	últimas	dernier	último	ADJ;MASC;PL	ADJ;FEM;PL
derniers	ultimas	dernier	ultimo	ADJ;MASC;PL	ADJ;FEM;PL
derniers	últimos	dernier	último	ADJ;MASC;PL	ADJ;MASC;PL
derniers	ultimos	dernier	ultimo	ADJ;MASC;PL	ADJ;MASC;PL
localité	lugar	localité	lugar	N;FEM;SG	N;MASC;SG
localité	ubicacion	localité	ubicacion	N;FEM;SG	N;FEM;SG
localité	ubicación	localité	ubicación	N;FEM;SG	N;FEM;SG
localité	emplazamiento	localité	emplazamiento	N;FEM;SG	N;MASC;SG
localité	localización	localité	localización	N;FEM;SG	N;FEM;SG
localité	localidad	localité	localidad	N;FEM;SG	N;FEM;SG
arrière	espalda	arrière	espalda	N;MASC;SG	N;FEM;SG
arrière	regreso	arrière	regreso	N;MASC;SG	N;MASC;SG
arrière	trasero	arrière	trasero	N;MASC;SG	N;MASC;SG
arrière	retaguardia	arrière	retaguardia	N;MASC;SG	N;FEM;SG
régime	dieta	régime	dieta	N;MASC;SG	N;FEM;SG
régime	dietética	régime	dietética	N;MASC;SG	N;FEM;SG
régime	régimen	régime	régimen	N;MASC;SG	N;MASC;SG
black	negra	black	negro	ADJ;MASC;SG	ADJ;FEM;SG
black	negro	black	negro	ADJ;MASC;SG	ADJ;MASC;SG
résultat	resultado	résultat	resultado	N;MASC;SG	N;MASC;SG
couleurs	colores	couleur	color	N;FEM;PL	N;MASC;PL
couleurs	colorantes	couleur	colorante	N;FEM;PL	N;PL
couleurs	colores	couleur	color	N;FEM;PL	N;MASC;PL
nations	naciones	nation	nación	N;FEM;PL	N;FEM;PL
nations	nations	nation	nations	N;FEM;PL	N
central	céntrica	central	céntrico	ADJ;MASC;SG	ADJ;FEM;SG
central	central	central	central	ADJ;MASC;SG	ADJ;SG
central	céntrico	central	céntrico	ADJ;MASC;SG	ADJ;MASC;SG
signe	señal	signe	señal	N;MASC;SG	N;FEM;SG
signe	firma	signe	firma	N;MASC;SG	N;FEM;SG
signe	signo	signe	signo	N;MASC;SG	N;MASC;SG
apparaît	aparece	apparaître	aparecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
orchestre	band	orchestre	band	N;MASC;SG	N;SG
orchestre	banda	orchestre	banda	N;MASC;SG	N;FEM;SG
orchestre	orchestra	orchestre	orchestra	N;MASC;SG	N;FEM;SG
orchestre	orquesta	orchestre	orquesta	N;MASC;SG	N;FEM;SG
concours	concurso	concours	concurso	N;MASC;SG	N;MASC;SG
concours	certamen	concours	certamen	N;MASC;SG	N;MASC;SG
concours	concurso	concours	concurso	N;MASC;SG	N;MASC;SG
concours	competición	concours	competición	N;MASC;SG	N;FEM;SG
concours	competencia	concours	competencia	N;MASC;SG	N;FEM;SG
moderne	moderna	moderne	moderno	ADJ;MASC;SG	ADJ;FEM;SG
moderne	moderno	moderne	moderno	ADJ;MASC;SG	ADJ;MASC;SG
longue	largo	long	largo	ADJ;FEM;SG	ADJ;MASC;SG
longue	larga	long	largo	ADJ;FEM;SG	ADJ;FEM;SG
termine	acabar	terminer	acabar	V;IND;SG;3;PRS;FIN	V;NFIN
termine	terminar	terminer	terminar	V;IND;SG;3;PRS;FIN	V;NFIN
termine	finalizar	terminer	finalizar	V;IND;SG;3;PRS;FIN	V;NFIN
wikipedia	wikipedia	wikipedia	wikipedia	N;FEM;SG	N;FEM;SG
phase	etapa	phase	etapa	N;FEM;SG	N;FEM;SG
phase	fase	phase	fase	N;FEM;SG	N;FEM;SG
problèmes	problemas	problème	problema	N;MASC;PL	N;MASC;PL
problèmes	asuntos	problème	asunto	N;MASC;PL	N;MASC;PL
problèmes	cuestiones	problème	cuestión	N;MASC;PL	N;FEM;PL
problèmes	temas	problème	tema	N;MASC;PL	N;MASC;PL
journaliste	periodista	journaliste	periodista	N;MASC;SG	N;SG
journaliste	reportero	journaliste	reportero	N;MASC;SG	N;MASC;SG
journaliste	periodista	journaliste	periodista	N;MASC;SG	N;SG
journaliste	reportera	journaliste	reportera	N;MASC;SG	N;FEM;SG
record	registro	record	registro	N;MASC;SG	N;MASC;SG
record	récord	record	récord	N;MASC;SG	N;MASC;SG
célèbre	famosa	célèbre	famoso	ADJ;MASC;SG	ADJ;FEM;SG
célèbre	famoso	célèbre	famoso	ADJ;MASC;SG	ADJ;MASC;SG
doivent	deben	devoir	deber	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
musical	musical	musical	musical	ADJ;MASC;SG	ADJ;SG
mariage	casamiento	mariage	casamiento	N;MASC;SG	N;MASC;SG
mariage	matrimonio	mariage	matrimonio	N;MASC;SG	N;MASC;SG
mariage	boda	mariage	boda	N;MASC;SG	N;FEM;SG
mariage	casamiento	mariage	casamiento	N;MASC;SG	N;MASC;SG
devenir	convertirse	devenir	convertir	V;NFIN	V;SBJV;SG;3;PRS;FIN
devenir	convirtiéndose	devenir	convirtiéndose	V;NFIN	V;SBJV;PL;3;PRS;FIN
svg	svg	svg	svg	N;MASC;SG	N;MASC;SG
powiat	powiat	powiat	powiat	N;MASC;SG	N;MASC;SG
architecte	arquitecto	architecte	arquitecto	N;MASC;SG	N;MASC;SG
message	mensaje	message	mensaje	N;MASC;SG	N;MASC;SG
artistes	artistas	artiste	artista	N;MASC;PL	N;PL
artistes	artistas	artiste	artista	N;MASC;PL	N;PL
constitution	constitución	constitution	constitución	N;FEM;SG	N;FEM;SG
nos	nuestras	son	nuestro	DET;MASC;PL	DET;FEM;PL;1
nos	nuestros	son	nuestro	DET;MASC;PL	DET;MASC;PL;1
presque	casi	presque	casi	ADV	ADV
presque	casi	presque	casi	ADV	ADV
affaire	case	affaire	case	N;FEM;SG	N
affaire	caso	affaire	caso	N;FEM;SG	N;MASC;SG
affaire	estuche	affaire	estuche	N;FEM;SG	N;MASC;SG
propose	propone	proposer	proponer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
esprit	esprit	esprit	esprit	N;MASC;SG	N;SG
esprit	mente	esprit	mente	N;MASC;SG	N;FEM;SG
esprit	espíritu	esprit	espíritu	N;MASC;SG	N;MASC;SG
esprit	spirit	esprit	spirit	N;MASC;SG	N
esprit	espiritu	esprit	espiritu	N;MASC;SG	N;MASC;SG
suivi	seguir	suivre	seguir	V;MASC;SG;PST;V.PTCP	V;NFIN
suivi	rastreando	suivre	rastrear	V;MASC;SG;PST;V.PTCP	V;V.MSDR
moteur	motor	moteur	motor	N;MASC;SG	N;MASC;SG
moteur	motor	moteur	motor	N;MASC;SG	N;MASC;SG
relations	relaciones	relation	relación	N;FEM;PL	N;FEM;PL
relations	relaciones	relation	relación	N;FEM;PL	N;FEM;PL
ouverture	abertura	ouverture	abertura	N;FEM;SG	N;FEM;SG
ouverture	inauguración	ouverture	inauguración	N;FEM;SG	N;FEM;SG
ouverture	apertura	ouverture	apertura	N;FEM;SG	N;FEM;SG
ouverture	apertura	ouverture	apertura	N;FEM;SG	N;FEM;SG
ouverture	franqueza	ouverture	franqueza	N;FEM;SG	N;FEM;SG
désormais	ahora	désormais	ahora	ADV	ADV
élève	alumna	élève	alumna	N;MASC;SG	N;FEM;SG
élève	alumno	élève	alumno	N;MASC;SG	N;MASC;SG
élève	pupila	élève	pupila	N;MASC;SG	N;FEM;SG
élève	pupilo	élève	pupilo	N;MASC;SG	N;MASC;SG
séries	series	série	serie	N;FEM;PL	N;FEM;PL
galerie	galería	galerie	galería	N;FEM;SG	N;FEM;SG
galerie	galeria	galerie	galeria	N;FEM;SG	N;FEM;SG
découvert	descubierto	découvrir	descubrir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
découvert	descubrió	découvrir	descubrir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
découvert	descubierto	découvrir	descubrir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
parlement	parlamento	parlement	parlamento	N;MASC;SG	N;MASC;SG
zip	cremallera	zip	cremallera	N;MASC;SG	N;FEM;SG
zip	zip	zip	zip	N;MASC;SG	N;MASC;SG
étudiant	alumna	étudiant	alumna	N;MASC;SG	N;FEM;SG
étudiant	alumno	étudiant	alumno	N;MASC;SG	N;MASC;SG
étudiant	estudiante	étudiant	estudiante	N;MASC;SG	N;SG
théorie	teoría	théorie	teoría	N;FEM;SG	N;FEM;SG
théorie	teoria	théorie	teoria	N;FEM;SG	N;FEM;SG
doute	duda	doute	duda	N;MASC;SG	N;FEM;SG
doute	duda	doute	duda	N;MASC;SG	N;FEM;SG
suppression	represión	suppression	represión	N;FEM;SG	N;FEM;SG
suppression	supresión	suppression	supresión	N;FEM;SG	N;FEM;SG
suppression	supresión	suppression	supresión	N;FEM;SG	N;FEM;SG
suppression	remoción	suppression	remoción	N;FEM;SG	N;FEM;SG
suppression	eliminación	suppression	eliminación	N;FEM;SG	N;FEM;SG
mémoire	memoria	mémoire	memoria	N;FEM;SG	N;FEM;SG
ami	amigo	ami	amigo	N;MASC;SG	N;MASC;SG
ami	friend	ami	friend	N;MASC;SG	N
ami	amiga	ami	amiga	N;MASC;SG	N;FEM;SG
arrive	llega	arriver	llegar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
images	imagenes	image	imagen	N;FEM;PL	N;FEM;PL
images	imágenes	image	imagen	N;FEM;PL	N;FEM;PL
images	imagenes	image	imagen	N;FEM;PL	N;FEM;PL
images	fotos	image	foto	N;FEM;PL	N;FEM;PL
images	fotografías	image	fotografía	N;FEM;PL	N;FEM;PL
images	cuadros	image	cuadro	N;FEM;PL	N;MASC;PL
images	imágenes	image	imagen	N;FEM;PL	N;FEM;PL
éducation	educación	éducation	educación	N;FEM;SG	N;FEM;SG
éducation	enseñanza	éducation	enseñanza	N;FEM;SG	N;FEM;SG
éducation	educacion	éducation	educacion	N;FEM;SG	N;FEM;SG
magazine	cargador	magazine	cargador	N;MASC;SG	N;MASC;SG
magazine	magazine	magazine	magazine	N;MASC;SG	N;SG
magazine	revista	magazine	revista	N;MASC;SG	N;FEM;SG
don	donativo	don	donativo	N;MASC;SG	N;MASC;SG
don	donación	don	donación	N;MASC;SG	N;FEM;SG
don	donación	don	donación	N;MASC;SG	N;FEM;SG
don	don	don	don	N;MASC;SG	N;MASC;SG
aller	va	aller	ir	V;NFIN	V;IND;SG;3;PRS;FIN
aller	yendo	aller	ir	V;NFIN	V;V.MSDR
note	note	note	notar	N;FEM;SG	N
note	nota	note	nota	N;FEM;SG	N;FEM;SG
hauteur	estatura	hauteur	estatura	N;FEM;SG	N;FEM;SG
hauteur	altura	hauteur	altura	N;FEM;SG	N;FEM;SG
camp	camp	camp	camp	N;MASC;SG	N;MASC;SG
camp	campamento	camp	campamento	N;MASC;SG	N;MASC;SG
camp	campo	camp	campo	N;MASC;SG	N;MASC;SG
secteur	sector	secteur	sector	N;MASC;SG	N;MASC;SG
probablement	probablemente	probablement	probablemente	ADV	ADV
probablement	probablemente	probablement	probablemente	ADV	ADV
social	social	social	social	ADJ;MASC;SG	ADJ;SG
représentant	representatividad	représentant	representatividad	N;MASC;SG	N;FEM;SG
représentant	representante	représentant	representante	N;MASC;SG	N;SG
saisons	estaciones	saison	estación	N;FEM;PL	N;FEM;PL
saisons	temporadas	saison	temporada	N;FEM;PL	N;FEM;PL
temple	sien	temple	sien	N;MASC;SG	N;FEM;SG
temple	temple	temple	temple	N;MASC;SG	N;MASC;SG
temple	templo	temple	templo	N;MASC;SG	N;MASC;SG
forêt	selva	forêt	selva	N;FEM;SG	N;FEM;SG
forêt	bosque	forêt	bosque	N;FEM;SG	N;MASC;SG
forêt	bosque	forêt	bosque	N;FEM;SG	N;MASC;SG
forêt	selva	forêt	selva	N;FEM;SG	N;FEM;SG
forêt	forêt	forêt	forêt	N;FEM;SG	N;SG
importance	importancia	importance	importancia	N;FEM;SG	N;FEM;SG
importance	importancia	importance	importancia	N;FEM;SG	N;FEM;SG
importance	trascendencia	importance	trascendencia	N;FEM;SG	N;FEM;SG
importance	significación	importance	significación	N;FEM;SG	N;FEM;SG
maintenant	ahora	maintenant	ahora	ADV	ADV
forte	fuerte	fort	fuerte	ADJ;FEM;SG	ADJ;SG
conflit	conflicto	conflit	conflicto	N;MASC;SG	N;MASC;SG
conflit	conflicto	conflit	conflicto	N;MASC;SG	N;MASC;SG
conflit	contencioso	conflit	contencioso	N;MASC;SG	N;MASC;SG
conflit	disputa	conflit	disputa	N;MASC;SG	N;FEM;SG
conflit	controversia	conflit	controversia	N;MASC;SG	N;FEM;SG
commandant	comandante	commandant	comandante	N;MASC;SG	N;SG
commandant	major	commandant	major	N;MASC;SG	N
commandant	comandante	commandant	comandante	N;MASC;SG	N;SG
commandant	comendador	commandant	comendador	N;MASC;SG	N;MASC;SG
meurt	muere	mourir	morir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
docteur	medico	docteur	medico	N;MASC;SG	N;MASC;SG
docteur	médico	docteur	médico	N;MASC;SG	N;MASC;SG
docteur	doctora	docteur	doctora	N;MASC;SG	N;FEM;SG
docteur	doctor	docteur	doctor	N;MASC;SG	N;MASC;SG
gouverneur	gobernadora	gouverneur	gobernador	N;MASC;SG	N;FEM;SG
gouverneur	gobernador	gouverneur	gobernador	N;MASC;SG	N;MASC;SG
artistique	artística	artistique	artístico	ADJ;MASC;SG	ADJ;FEM;SG
artistique	artístico	artistique	artístico	ADJ;MASC;SG	ADJ;MASC;SG
loin	lejos	loin	lejos	ADV	ADV
loin	lejos	loin	lejos	ADV	ADV
collège	college	collège	collegar	N;MASC;SG	N;MASC;SG
collège	colegio	collège	colegio	N;MASC;SG	N;MASC;SG
collège	universidad	collège	universidad	N;MASC;SG	N;FEM;SG
utilise	usar	utiliser	usar	V;IND;SG;3;PRS;FIN	V;NFIN
utilise	utilizar	utiliser	utilizar	V;IND;SG;3;PRS;FIN	V;NFIN
utilise	utiliza	utiliser	utilizar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bassin	pelvis	bassin	pelvis	N;MASC;SG	N;FEM;SG
bassin	cuenca	bassin	cuenca	N;MASC;SG	N;FEM;SG
victoires	victorias	victoire	victoria	N;FEM;PL	N;FEM;PL
victoires	victorias	victoire	victoria	N;FEM;PL	N;FEM;PL
rend	hace	rendre	hacer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bureau	oficina	bureau	oficina	N;MASC;SG	N;FEM;SG
bureau	office	bureau	office	N;MASC;SG	N;SG
bureau	despacho	bureau	despacho	N;MASC;SG	N;MASC;SG
bureau	escritorio	bureau	escritorio	N;MASC;SG	N;MASC;SG
contrat	contrato	contrat	contrato	N;MASC;SG	N;MASC;SG
féminin	femenina	féminin	femenino	ADJ;MASC;SG	ADJ;FEM;SG
féminin	femenino	féminin	femenino	ADJ;MASC;SG	ADJ;MASC;SG
féminin	femenino	féminin	femenino	ADJ;MASC;SG	ADJ;MASC;SG
féminin	femenino	féminin	femenino	ADJ;MASC;SG	ADJ;MASC;SG
romain	romana	romain	romano	ADJ;MASC;SG	ADJ;FEM;SG
romain	romano	romain	romano	ADJ;MASC;SG	ADJ;MASC;SG
professionnel	profesional	professionnel	profesional	ADJ;MASC;SG	ADJ;SG
professionnel	professional	professionnel	professional	ADJ;MASC;SG	ADJ;SG
arbitre	árbitro	arbitre	árbitro	N;MASC;SG	N;MASC;SG
arbitre	árbitro	arbitre	árbitro	N;MASC;SG	N;MASC;SG
arbitre	árbitro	arbitre	árbitro	N;MASC;SG	N;MASC;SG
arbitre	árbitro	arbitre	árbitro	N;MASC;SG	N;MASC;SG
justice	justicia	justice	justicia	N;FEM;SG	N;FEM;SG
justice	justice	justice	justice	N;FEM;SG	N;SG
directement	directamente	directement	directamente	ADV	ADV
directement	directamente	directement	directamente	ADV	ADV
appel	llamamiento	appel	llamamiento	N;MASC;SG	N;MASC;SG
appel	apelación	appel	apelación	N;MASC;SG	N;FEM;SG
semaine	week	semaine	week	N;FEM;SG	N;FEM;SG
semaine	semana	semaine	semana	N;FEM;SG	N;FEM;SG
pied	foot	pied	foot	N;MASC;SG	N
pied	pie	pied	pie	N;MASC;SG	N;MASC;SG
you	te	you	tú	PRO;SG;2	PRO;SG;2
you	tú	you	tú	PRO;SG;2	PRO;NOM;SG;2
you	usted	you	tú	PRO;SG;2	PRO;SG;2;FORM
you	vos	you	vo	PRO;SG;2	PRO;SG;2
chanteur	cantor	chanteur	cantor	N;MASC;SG	N;MASC;SG
chanteur	cantante	chanteur	cantante	N;MASC;SG	N;SG
neuf	nueve	neuf	nueve	NUM	NUM;PL
européen	europeo	européen	europeo	ADJ;MASC;SG	ADJ;MASC;SG
européen	europea	européen	europeo	ADJ;MASC;SG	ADJ;FEM;SG
photographie	fotografía	photographie	fotografía	N;FEM;SG	N;FEM;SG
photographie	fotografia	photographie	fotografia	N;FEM;SG	N;FEM;SG
photographie	fotografía	photographie	fotografía	N;FEM;SG	N;FEM;SG
photographie	fotografia	photographie	fotografia	N;FEM;SG	N;FEM;SG
principe	principio	principe	principio	N;MASC;SG	N;MASC;SG
latin	latino	latin	latino	N;MASC;SG	N;MASC;SG
latin	latin	latin	latin	N;MASC;SG	N
latin	latín	latin	latín	N;MASC;SG	N;MASC;SG
victor	vencedor	victor	vencedor	N;MASC;SG	N;MASC;SG
victor	víctor	victor	víctor	N;MASC;SG	N;MASC;SG
bord	edge	bord	edge	N;MASC;SG	N
bord	filo	bord	filo	N;MASC;SG	N;MASC;SG
bord	borde	bord	borde	N;MASC;SG	N;MASC;SG
bord	arista	bord	aristar	N;MASC;SG	N;FEM;SG
distribution	reparto	distribution	reparto	N;FEM;SG	N;MASC;SG
distribution	distribución	distribution	distribución	N;FEM;SG	N;FEM;SG
environnement	medioambiente	environnement	medioambiente	N;MASC;SG	N;MASC;SG
environnement	ambiente	environnement	ambiente	N;MASC;SG	N;MASC;SG
environnement	entorno	environnement	entorno	N;MASC;SG	N;MASC;SG
entreprises	negocios	entreprise	negocio	N;FEM;PL	N;MASC;PL
entreprises	compañias	entreprise	compañia	N;FEM;PL	N;FEM;PL
entreprises	empresas	entreprise	empresa	N;FEM;PL	N;FEM;PL
entreprises	compañías	entreprise	compañía	N;FEM;PL	N;FEM;PL
entreprises	empresas	entreprise	empresa	N;FEM;PL	N;FEM;PL
entreprises	enterprises	entreprise	enterpris	N;FEM;PL	N;FEM
entreprises	empresas	entreprise	empresa	N;FEM;PL	N;FEM;PL
entreprises	comercios	entreprise	comercio	N;FEM;PL	N;MASC;PL
entreprises	negocios	entreprise	negocio	N;FEM;PL	N;MASC;PL
lumière	light	lumière	light	N;FEM;SG	N
lumière	luz	lumière	luz	N;FEM;SG	N;FEM;SG
lumière	lights	lumière	light	N;FEM;SG	N
supérieure	superior	supérieur	superior	ADJ;FEM;SG	ADJ;SG
frères	hermanos	frère	hermano	N;MASC;PL	N;MASC;PL
frères	brothers	frère	brothers	N;MASC;PL	N;MASC;PL
train	train	train	train	N;MASC;SG	N
train	entreno	train	entreno	N;MASC;SG	N;MASC;SG
train	tren	train	tren	N;MASC;SG	N;MASC;SG
soviétique	soviético	soviétique	soviético	ADJ;MASC;SG	ADJ;MASC;SG
soviétique	soviética	soviétique	soviético	ADJ;MASC;SG	ADJ;FEM;SG
lieutenant	teniente	lieutenant	teniente	N;MASC;SG	N;SG
lieutenant	lugarteniente	lieutenant	lugarteniente	N;MASC;SG	N;SG
textes	text	texte	text	N;MASC;PL	N
textes	textos	texte	texto	N;MASC;PL	N;MASC;PL
royale	real	royal	real	ADJ;FEM;SG	ADJ;SG
moitié	mitad	moitié	mitad	N;FEM;SG	N;FEM;SG
moitié	half	moitié	half	N;FEM;SG	N
