dari	từ	dari	từ	ADP	ADP
senjata	khí	senjata	khí	N;SG	N
senjata	súng	senjata	súng	N;SG	N
senjata	súng	senjata	súng	N;SG	N
menengah	trung	menengah	trung	N;SG	N
fungsi	hàm	fungsi	hàm	N;SG	N
berdiri	đứng	berdiri	đứng	V;SG;ACT	V
berdiri	đứng	berdiri	đứng	V;SG;ACT	V
rasa	hương	rasa	hương	N;SG	N
rasa	rasa	rasa	rasa	N;SG	N
pindah	dời	pindah	dời	V;SG;ACT	V
pindah	chuyển	pindah	chuyển	V;SG;ACT	V
perlu	cần	perlu	cần	V;SG;ACT	V
naskah	script	naskah	script	N;SG	N
barang	mục	barang	mục	N;SG	N
barang	đồ	barang	đồ	N;SG	N
barang	tố	barang	tố	N;SG	N
enam	six	enam	six	NUM	NUM
enam	sáu	enam	sáu	NUM	NUM
ayah	bố	ayah	bố	N;SG	N
ayah	bố	ayah	bố	N;SG	N
ayah	cha	ayah	cha	N;SG	N
peringkat	rank	peringkat	rank	N;SG	N
jatuh	rơi	jatuh	rơi	V;SG;ACT	V
jatuh	rơi	jatuh	rơi	V;SG;ACT	V
jatuh	sút	jatuh	sút	V;SG;ACT	V
jatuh	sáp	jatuh	sáp	V;SG;ACT	V
jatuh	rơi	jatuh	rơi	V;SG;ACT	V
jatuh	sút	jatuh	sút	V;SG;ACT	V
penuh	đầy	penuh	đầy	ADJ;SG	ADJ
penyakit	benh	pensakit	benh	N;SG	N
penyakit	bệnh	pensakit	bệnh	N;SG	N
nationalyears	nationalyears	nationalyears	nationalyears	N	N
istri	vợ	istri	vợ	N;SG	N
wisata	du	wisata	du	N;SG	N
wisata	tours	wisata	tours	N;SG	N
wisata	tour	wisata	tour	N;SG	N
emas	vầng	emas	vầng	N;SG	N
emas	golden	emas	golden	N;SG	N
emas	vàng	emas	vàng	N;SG	N
olahraga	sport	olahraga	sport	N;SG	N
titik	điểm	titik	điểm	N;SG	N
titik	điểm	titik	điểm	N;SG	N
pria	người	pria	người	N;SG	N
lapangan	trường	lapangan	trường	N;SG	N
svg	svg	svg	svg	N	N
oksigen	ôxi	oksigen	ôxi	N;SG	N
oksigen	oxygen	oksigen	oxygen	N;SG	N
oksigen	oxy	oksigen	oxy	N;SG	N
oksigen	ôxy	oksigen	ôxy	N;SG	N
terbuka	download	terbuka	download	V;SG	V
terbuka	mở	terbuka	mở	V;SG	V
bertemu	gặp	bertemu	gặp	V;SG;ACT	V
bertemu	trúng	bertemu	trúng	V;SG;ACT	V
digital	digital	digital	digital	N;SG	N
ibukota	vốn	ibukota	vốn	N;SG	N
laboratorium	laboratories	laboratorium	laboratories	N	N
diambil	bắt	diambil	bắt	V;SG;PASS	V
diambil	chụp	diambil	chụp	V;SG;PASS	V
cabang	cành	cabang	cành	N;SG	N
cabang	cành	cabang	cành	N;SG	N
cabang	nhánh	cabang	nhánh	N;SG	N
hotel	hotel	hotel	hotel	N;SG	N
listrik	điện	listrik	điện	N;SG	N
listrik	điện	listrik	điện	N;SG	N
listrik	điện	listrik	điện	N;SG	N
perdagangan	trade	perdagangan	trade	N;SG	N
serangga	rệp	serangga	rệp	N;SG	N
serangga	bọ	serangga	bọ	N;SG	N
serangga	lỗi	serangga	lỗi	N;SG	N
pos	pos	pos	pos	N;SG;ACT	N
energi	lượng	energi	lượng	N;SG	N
meningkatkan	tăng	mentingkatkan	tăng	V;SG;ACT	V
darah	máu	darah	máu	N;SG	N
darah	huyết	darah	huyết	N;SG	N
pasal	chương	pasal	chương	N;SG	N
imam	imam	imam	imam	N;SG	N
berusaha	cố	berusaha	cố	V;SG;ACT	V
publik	công	publik	công	N	N
sutradara	trương	sutradara	trương	N;SG	N
angka	số	angka	số	N;SG	N
angka	số	angka	số	N;SG	N
terbang	ruồi	terbang	ruồi	N;SG;ACT	N
terbang	flying	terbang	flying	N;SG;ACT	N
konsep	concept	konsep	concept	N;SG	N
danau	lakeside	danau	lakeside	N;SG	N
danau	hồ	danau	hồ	N;SG	N
danau	hồ	danau	hồ	N;SG	N
danau	lakes	danau	lakes	N;SG	N
muslim	muslim	muslim	muslim	N;SG	N
area	vực	area	vực	N;SG	N
area	vùng	area	vùng	N;SG	N
tahu	biết	tahu	biết	V;SG	V
ukuran	cỡ	ukuran	cỡ	N;SG	N
ukuran	thước	ukuran	thước	N;SG	N
ukuran	cỡ	ukuran	cỡ	N;SG	N
ukuran	size	ukuran	size	N;SG	N
kulit	skins	kulit	skins	N;SG	N
kendaraan	xe	kendaraan	xe	N;SG	N
direktur	trương	direktur	trương	N;SG	N
pertengahan	trung	pertengahan	trung	N;SG	N
pertengahan	mid	pertengahan	mid	N;SG	N
tenaga	lượng	tenaga	lượng	N;SG	N
tenaga	lực	tenaga	lực	N;SG	N
mengalahkan	đánh	menkalahkan	đánh	V;SG;ACT	V
mengalahkan	bại	menkalahkan	bại	V;SG;ACT	V
mengalahkan	bại	menkalahkan	bại	V;SG;ACT	V
pekerjaan	nghề	pekerjaan	nghề	N;SG	N
pekerjaan	việc	pekerjaan	việc	N;SG	N
nationalteam	nationalteam	nationalteam	nationalteam	N	N
tipe	kiểu	tipe	kiểu	N;SG	N
tipe	loại	tipe	loại	N;SG	N
tipe	loại	tipe	loại	N;SG	N
aliran	suối	aliran	suối	N;SG	N
aliran	màng	aliran	màng	N;SG	N
aliran	flow	aliran	flow	N;SG	N
aliran	màng	aliran	màng	N;SG	N
berjalan	chạy	berjalan	chạy	V;SG;ACT	V
teks	chữ	teks	chữ	N;SG	N
tujuh	bảy	tujuh	bảy	NUM	NUM
minyak	nhớt	minyak	nhớt	N;SG	N
minyak	dầu	minyak	dầu	N;SG	N
upacara	lễ	upacara	lễ	N;SG	N
terkait	related	terkait	related	V;SG;PASS	V
dibandingkan	so	dibandingkan	so	V;SG;PASS	V
gas	gas	gas	gas	N;SG	N
gas	xăng	gas	xăng	N;SG	N
tumbuhan	cây	tumbuhan	cây	N;SG	N
mengandung	chứa	menkandung	chứa	V;SG;ACT	V
mengandung	chứa	menkandung	chứa	V;SG;ACT	V
saluran	kênh	saluran	kênh	N;SG	N
saluran	kênh	saluran	kênh	N;SG	N
vokal	vocal	vokal	vocal	N;SG	N
vokal	vocals	vokal	vocals	N;SG	N
peraturan	luật	peraturan	luật	N;SG	N
peraturan	luật	peraturan	luật	N;SG	N
pemenang	thang	penmenang	thang	N;SG	N
pemenang	thắng	penmenang	thắng	N;SG	N
cahaya	châm	cahaya	châm	N;SG	N
cahaya	đèn	cahaya	đèn	N;SG	N
bergerak	dời	bergerak	dời	V;SG;ACT	V
bergerak	chuyển	bergerak	chuyển	V;SG;ACT	V
tionghoa	quýt	tionghoa	quýt	N	N
skor	điểm	skor	điểm	N;SG	N
skor	điểm	skor	điểm	N;SG	N
airlines	airlines	airlines	airlines	N	N
polisi	cớm	polisi	cớm	N;SG	N
polisi	cop	polisi	cop	N;SG	N
polisi	cảnh	polisi	cảnh	N;SG	N
polisi	cớm	polisi	cớm	N;SG	N
kecepatan	gear	kecepatan	gear	N;SG	N
mencoba	cố	mencoba	cố	V;SG;ACT	V
penguasa	ruler	penkuasa	ruler	N;SG	N
penguasa	thước	penkuasa	thước	N;SG	N
pasangan	cặp	pasangan	cặp	N;SG	N
menolak	huỷ	mentolak	huỷ	V;SG;ACT	V
mengubah	biến	menubah	biến	V;SG;ACT	V
mengubah	đổi	menubah	đổi	V;SG;ACT	V
mengubah	thay	menubah	thay	V;SG;ACT	V
pelabuhan	cảng	penlabuhan	cảng	N;SG	N
pelabuhan	cảng	penlabuhan	cảng	N;SG	N
pelabuhan	cảng	penlabuhan	cảng	N;SG	N
pelabuhan	cổng	penlabuhan	cổng	N;SG	N
pelabuhan	port	penlabuhan	port	N;SG	N
jembatan	cầu	jembatan	cầu	N;SG	N
jembatan	cầu	jembatan	cầu	N;SG	N
yayasan	quỹ	yayasan	quỹ	N;SG	N
yayasan	foundation	yayasan	foundation	N;SG	N
yayasan	nọc	yayasan	nọc	N;SG	N
keamanan	ninh	keamanan	ninh	N;SG	N
news	tin	news	tin		
pintu	cửa	pintu	cửa	N;SG	N
pintu	cửa	pintu	cửa	N;SG	N
tumbuh	trồng	tumbuh	trồng	V;SG;ACT	V
tumbuh	mọc	tumbuh	mọc	V;SG;ACT	V
tumbuh	mọc	tumbuh	mọc	V;SG;ACT	V
menciptakan	tạo	menciptakan	tạo	V;SG;ACT	V
teluk	vịnh	teluk	vịnh	N;SG	N
teluk	vịnh	teluk	vịnh	N;SG	N
vietnam	việt	vietnam	việt	N	N
vietnam	vietnam	vietnam	vietnam	N	N
vietnam	vietnamese	vietnam	vietnamese	N	N
membuka	mở	menbuka	mở	V;SG;ACT	V
dulu	đầu	dulu	đầu	N	N
bakar	burn	bakar	burn	N;SG;ACT	N
pegunungan	núi	pegunungan	núi	N;SG	N
pegunungan	highlands	pegunungan	highlands	N;SG	N
pegunungan	núi	pegunungan	núi	N;SG	N
bendera	cờ	bendera	cờ	N;SG	N
bendera	cờ	bendera	cờ	N;SG	N
berbasis	dựa	berbasis	dựa	V;SG;ACT	V
memimpin	dẫn	menpimpin	dẫn	V;SG;ACT	V
aplikasi	app	aplikasi	app	N;SG	N
kemenangan	triumph	kemenangan	triumph	N;SG	N
massa	mob	massa	mob	N	N
massa	mafia	massa	mafia	N	N
dibagi	chia	dibagi	chia	V;SG;PASS	V
jawab	tời	jawab	tời	N;SG;ACT	N
petani	quê	petani	quê	N;SG	N
petani	nông	petani	nông	N;SG	N
membunuh	giết	menbunuh	giết	V;SG;ACT	V
membunuh	giết	menbunuh	giết	V;SG;ACT	V
membunuh	giết	menbunuh	giết	V;SG;ACT	V
berkata	nói	berkata	nói	V;SG;ACT	V
berkata	bảo	berkata	bảo	V;SG;ACT	V
berkata	nói	berkata	nói	V;SG;ACT	V
desain	designs	desain	designs	N;SG	N
puncak	nắp	puncak	nắp	N;SG	N
puncak	đỉnh	puncak	đỉnh	N;SG	N
puncak	peak	puncak	peak	N;SG	N
profil	sơ	profil	sơ	N;SG	N
system	hệ	system	hệ	N	N
pembagian	division	penbagian	division	N;SG	N
tindakan	hành	tindakan	hành	N;SG	N
biru	xanh	biru	xanh	N;SG	N
gadis	girl	gadis	girl	N;SG	N
gadis	gái	gadis	gái	N;SG	N
gadis	gái	gadis	gái	N;SG	N
entertainment	entertainment	entertainment	entertainment	N	N
fifa	fifa	fifa	fifa	N	N
jangan	dont	jangan	dont		
olimpiade	olympic	olimpiade	olympic	N;SG	N
olimpiade	olympic	olimpiade	olympic	N;SG	N
olimpiade	olympics	olimpiade	olympics	N;SG	N
uskup	bishop	uskup	bishop	N;SG	N
harga	giá	harga	giá	N;SG	N
harga	giá	harga	giá	N;SG	N
kebutuhan	nhu	kebutuhan	nhu	N;SG	N
remaja	teen	remaja	teen	N;SG	N
terminal	trạm	terminal	trạm	N	N
biaya	fee	biaya	fee	N;SG	N
biaya	phí	biaya	phí	N;SG	N
biaya	phí	biaya	phí	N;SG	N
kuning	vàng	kuning	vàng	N;SG	N
terbagi	chia	terbagi	chia	V;SG;PASS	V
rekaman	footage	rekaman	footage	N;SG	N
rekaman	băng	rekaman	băng	N;SG	N
tahap	stage	tahap	stage	N;SG	N
game	game	game	game	N;SG	N
langit	trời	langit	trời	N;SG	N
langit	bien	langit	bien	N;SG	N
indah	đẹp	indah	đẹp	ADJ;SG	ADJ
pagi	sáng	pagi	sáng	N;SG	N
dilihat	thấy	dilihat	thấy	V;SG;PASS	V
tari	điệu	tari	điệu	N;SG	N
tari	múa	tari	múa	N;SG	N
tari	tari	tari	tari	N;SG	N
adipati	duke	adipati	duke	N	N
kopi	coffee	kopi	coffee	N;SG	N
kopi	cafe	kopi	cafe	N;SG	N
region	vùng	region	vùng	N	N
region	tần	region	tần	N	N
region	vùng	region	vùng	N	N
ibrani	hebrew	ibrani	hebrew	N	N
turun	xuống	turun	xuống	V;SG;ACT	V
kompleks	complex	kompleks	complex	N;SG	N
hujan	mưa	hujan	mưa	N;SG	N
hujan	rain	hujan	rain	N;SG	N
hujan	mưa	hujan	mưa	N;SG	N
makam	mộ	makam	mộ	N;SG	N
makam	tomb	makam	tomb	N;SG	N
makam	mộ	makam	mộ	N;SG	N
makam	mồ	makam	mồ	N;SG	N
sayap	wing	sayap	wing	N;SG	N
sayap	cánh	sayap	cánh	N;SG	N
sayap	wings	sayap	wings	N;SG	N
sayap	cánh	sayap	cánh	N;SG	N
suka	thích	suka	thích	V;SG	V
suka	thích	suka	thích	V;SG	V
suka	thích	suka	thích	V;SG	V
suka	like	suka	like	V;SG	V
channel	kênh	channel	kênh	N	N
tema	thái	tema	thái	N;SG	N
berhubungan	related	berhubungan	related	V;SG;ACT	V
nationalcaps	nationalcaps	nationalcaps	nationalcaps	N	N
miliar	tỷ	miliar	tỷ	N	N
miliar	tỷ	miliar	tỷ	N	N
lulus	tan	lulus	tan	V;SG	V
lulus	qua	lulus	qua	V;SG	V
berkaitan	related	berkaitan	related	V;SG;ACT	V
pemeran	cast	penperan	cast	N;SG	N
kuil	miếu	kuil	miếu	N;SG	N
kuil	đền	kuil	đền	N;SG	N
kuil	chùa	kuil	chùa	N;SG	N
obat	thuốc	obat	thuốc	N;SG	N
obat	vải	obat	vải	N;SG	N
obat	thuốc	obat	thuốc	N;SG	N
beroperasi	mổ	beroperasi	mổ	V;SG;ACT	V
lebar	rộng	lebar	rộng	ADJ;SG	ADJ
lebar	rộng	lebar	rộng	ADJ;SG	ADJ
kabar	feed	kabar	feed	N;SG	N
menara	tháp	menara	tháp	N;SG	N
benteng	bastion	benteng	bastion	N	N
benteng	castle	benteng	castle	N	N
benteng	đài	benteng	đài	N	N
benteng	citadel	benteng	citadel	N	N
logo	logo	logo	logo	N;SG	N
logo	logo	logo	logo	N;SG	N
daging	thịt	daging	thịt	N;SG	N
daging	thịt	daging	thịt	N;SG	N
pengadilan	triều	penadilan	triều	N;SG	N
memainkan	thấm	menmainkan	thấm	V;SG;ACT	V
memainkan	chơi	menmainkan	chơi	V;SG;ACT	V
link	link	link	link	N	N
link	xích	link	xích	N	N
kesempatan	dịp	kesempatan	dịp	N;SG	N
kesempatan	hội	kesempatan	hội	N;SG	N
sebutan	mentions	sebutan	mentions	N;SG	N
gitar	guitar	gitar	guitar	N;SG	N
gitar	ghita	gitar	ghita	N;SG	N
nationalgoals	nationalgoals	nationalgoals	nationalgoals	N	N
fisik	physique	fisik	physique	N;SG	N
menang	won	menang	won	;SG	
delapan	tám	delapan	tám	NUM	NUM
delapan	eight	delapan	eight	NUM	NUM
antena	antenna	antena	antenna	N;SG	N
antena	anten	antena	anten	N;SG	N
telepon	đt	telepon	đt	N;SG	N
telepon	cẩm	telepon	cẩm	N;SG	N
sulit	khó	sulit	khó	ADJ;SG	ADJ
perintah	huy	perintah	huy	N;SG	N
perintah	lềnh	perintah	lềnh	N;SG	N
aksi	hành	aksi	hành	N;SG	N
dana	quỹ	dana	quỹ	N;SG	N
famili	đình	famili	đình	N;SG	N
dll	etc	dll	etc		
dll	vv	dll	vv		
musuh	địch	musuh	địch	N;SG	N
musuh	thù	musuh	thù	N;SG	N
musuh	thù	musuh	thù	N;SG	N
perbatasan	viền	perbatasan	viền	N;SG	N
perbatasan	viền	perbatasan	viền	N;SG	N
perbatasan	biên	perbatasan	biên	N;SG	N
kucing	mèo	kucing	mèo	N;SG	N
kucing	mèo	kucing	mèo	N;SG	N
kucing	cat	kucing	cat	N;SG	N
toko	shop	toko	shop	N;SG	N
toko	shop	toko	shop	N;SG	N
toko	tùng	toko	tùng	N;SG	N
pelatih	hlv	penlatih	hlv	N;SG	N
pelatih	coaches	penlatih	coaches	N;SG	N
pelatih	hlv	penlatih	hlv	N;SG	N
kursi	ghế	kursi	ghế	N;SG	N
kursi	ghế	kursi	ghế	N;SG	N
kursi	lí	kursi	lí	N;SG	N
terjun	ngã	terjun	ngã	N;SG;ACT	N
terjun	falls	terjun	falls	N;SG;ACT	N
terjun	thác	terjun	thác	N;SG;ACT	N
rute	rô	rute	rô	N;SG	N
pertunjukan	khoe	pertunjukan	khoe	N;SG	N
pertunjukan	hiện	pertunjukan	hiện	N;SG	N
pertumbuhan	gai	pertumbuhan	gai	N;SG	N
atom	nguyên	atom	nguyên	N;SG	N
layar	buồm	layar	buồm	N;SG	N
institut	viện	institut	viện	N	N
penjualan	lô	penjualan	lô	N;SG	N
penjualan	lô	penjualan	lô	N;SG	N
pesisir	coast	pesisir	coast	N	N
berhenti	dừng	berhenti	dừng	V;SG;ACT	V
berhenti	ngừng	berhenti	ngừng	V;SG;ACT	V
hadiah	quà	hadiah	quà	N;SG	N
hadiah	cải	hadiah	cải	N;SG	N
hadiah	premier	hadiah	premier	N;SG	N
line	dòng	line	dòng	N	N
bulu	lông	bulu	lông	N;SG	N
bulu	lông	bulu	lông	N;SG	N
bulu	lông	bulu	lông	N;SG	N
angkasa	trời	angkasa	trời	N;SG	N
argentina	argentine	argentina	argentine	N;SG	N
html	html	html	html	N;SG	N
kalah	thua	kalah	thua	V;SG	V
kalah	mất	kalah	mất	V;SG	V
kalah	thua	kalah	thua	V;SG	V
kalah	bại	kalah	bại	V;SG	V
kalah	thua	kalah	thua	V;SG	V
bacaan	truyện	bacaan	truyện	N;SG	N
angin	gió	angin	gió	N;SG	N
poin	điểm	poin	điểm	N;SG	N
poin	điểm	poin	điểm	N;SG	N
memuat	nạp	menmuat	nạp	V;SG;ACT	V
memuat	tải	menmuat	tải	V;SG;ACT	V
kuda	ngựa	kuda	ngựa	N;SG	N
kuda	ngựa	kuda	ngựa	N;SG	N
armada	fleet	armada	fleet	N;SG	N
plat	dĩa	plat	dĩa	N	N
plat	kẽm	plat	kẽm	N	N
kartu	bài	kartu	bài	N;SG	N
kartu	thẻ	kartu	thẻ	N;SG	N
kartu	bài	kartu	bài	N;SG	N
kartu	thẻ	kartu	thẻ	N;SG	N
kartu	card	kartu	card	N;SG	N
suhu	nhiệt	suhu	nhiệt	N;SG	N
tuan	sếp	tuan	sếp	N;SG	N
tuan	tuấn	tuan	tuấn	N;SG	N
tuan	tuan	tuan	tuan	N;SG	N
bagus	tốt	bagus	tốt	ADJ;SG	ADJ
bagus	ngon	bagus	ngon	ADJ;SG	ADJ
uefa	uefa	uefa	uefa	N	N
puisi	thơ	puisi	thơ	N	N
puisi	thơ	puisi	thơ	N	N
puisi	thơ	puisi	thơ	N	N
besi	sắt	besi	sắt	N;SG	N
diperlukan	thiết	diperlukan	thiết	V;SG;PASS	V
samping	bên	samping	bên	N;SG	N
samping	phe	samping	phe	N;SG	N
samping	trang	samping	trang	N;SG	N
patung	tượng	patung	tượng	N;SG	N
patung	tượng	patung	tượng	N;SG	N
dibawa	bắt	dibawa	bắt	V;SG;PASS	V
dibawa	chụp	dibawa	chụp	V;SG;PASS	V
prajurit	lính	prajurit	lính	N;SG	N
prajurit	binh	prajurit	binh	N;SG	N
prajurit	warriors	prajurit	warriors	N;SG	N
campuran	võ	campuran	võ	N;SG	N
karang	reef	karang	reef	N;SG	N
ide	ide	ide	ide	N;SG	N
istrinya	vợ	istri	vợ	N;SG	N
peringatan	cảnh	peringatan	cảnh	N;SG	N
perairan	waters	perairan	waters	N;SG	N
lukisan	tranh	lukisan	tranh	N;SG	N
lukisan	sơn	lukisan	sơn	N;SG	N
lukisan	tranh	lukisan	tranh	N;SG	N
kecelakaan	nạn	kecelakaan	nạn	N;SG	N
klasik	classics	klasik	classics	N;SG	N
klasik	classic	klasik	classic	N;SG	N
lirik	lyrics	lirik	lyrics	N;SG;ACT	N
saham	kho	saham	kho	N;SG	N
adik	chị	adik	chị	N;SG	N
bapak	cha	bapak	cha	N;SG	N
membaca	đọc	menbaca	đọc	V;SG;ACT	V
membaca	đọc	menbaca	đọc	V;SG;ACT	V
senyawa	compound	senyawa	compound	N;SG	N
tulang	xương	tulang	xương	N;SG	N
tulang	xương	tulang	xương	N;SG	N
blok	khối	blok	khối	N;SG	N
mengurangi	giảm	menkurangi	giảm	V;SG;ACT	V
mengurangi	giảm	menkurangi	giảm	V;SG;ACT	V
mengurangi	trừ	menkurangi	trừ	V;SG;ACT	V
mengajar	dạy	menajar	dạy	V;SG;ACT	V
mengajar	dạy	menajar	dạy	V;SG;ACT	V
meningkat	tăng	mentingkat	tăng	V;SG;ACT	V
meningkat	tăng	mentingkat	tăng	V;SG;ACT	V
sepuluh	mười	sepuluh	mười	NUM	NUM
lapisan	lớp	lapisan	lớp	N;SG	N
lapisan	lớp	lapisan	lớp	N;SG	N
lapisan	phủ	lapisan	phủ	N;SG	N
ringan	nhạt	ringan	nhạt	ADJ;SG	ADJ
binatang	tã	binatang	tã	N;SG	N
binatang	thú	binatang	thú	N;SG	N
binatang	vật	binatang	vật	N;SG	N
binatang	vật	binatang	vật	N;SG	N
street	phố	street	phố	N	N
zona	múi	zona	múi	N;SG	N
zona	vùng	zona	vùng	N;SG	N
tempur	combat	tempur	combat	N;SG	N
ular	rắn	ular	rắn	N;SG	N
ular	rắn	ular	rắn	N;SG	N
persatuan	unity	persatuan	unity	N;SG	N
matematika	toán	matematika	toán	N;SG	N
matematika	toán	matematika	toán	N;SG	N
matematika	toán	matematika	toán	N;SG	N
tamu	khách	tamu	khách	N;SG	N
tamu	khách	tamu	khách	N;SG	N
ikatan	bond	ikatan	bond	N;SG	N
dilahirkan	sinh	dilahirkan	sinh	V;SG;PASS	V
maju	thiệp	maju	thiệp	V;SG;ACT	V
kaya	giàu	kaya	giàu	ADJ;SG	ADJ
membutuhkan	cần	menbutuhkan	cần	V;SG;ACT	V
membutuhkan	đòi	menbutuhkan	đòi	V;SG;ACT	V
dataran	plains	dataran	plains	N;SG	N
bilangan	số	bilangan	số	N;SG	N
bilangan	số	bilangan	số	N;SG	N
menjalankan	chạy	menjalankan	chạy	V;SG;ACT	V
menjalankan	chạy	menjalankan	chạy	V;SG;ACT	V
kedokteran	thuốc	kedokteran	thuốc	N;SG	N
pola	mẫu	pola	mẫu	N;SG	N
pola	patterns	pola	patterns	N;SG	N
perkebunan	farm	perkebunan	farm	N;SG	N
bek	defender	bek	defender	N;SG	N
bek	cọc	bek	cọc	N;SG	N
bek	bek	bek	bek	N;SG	N
aturan	luật	aturan	luật	N;SG	N
aturan	luật	aturan	luật	N;SG	N
menempati	chiếm	mentempati	chiếm	V;SG;ACT	V
peralatan	cụ	peralatan	cụ	N;SG	N
berbicara	nói	berbicara	nói	V;SG;ACT	V
pahlawan	heroes	pahlawan	heroes	N;SG	N
pahlawan	hero	pahlawan	hero	N;SG	N
pahlawan	hùng	pahlawan	hùng	N;SG	N
syarat	trạng	syarat	trạng	N;SG	N
ayam	gà	ayam	gà	N;SG	N
dijual	bán	dijual	bán	V;SG;PASS	V
dijual	bán	dijual	bán	V;SG;PASS	V
pajak	thuế	pajak	thuế	N;SG	N
pajak	thuế	pajak	thuế	N;SG	N
kabinet	tủ	kabinet	tủ	N;SG	N
sub	sub	sub	sub	N	N
panggung	stage	panggung	stage	N;SG	N
tepi	mép	tepi	mép	N;SG	N
tepi	cạnh	tepi	cạnh	N;SG	N
tepi	viền	tepi	viền	N;SG	N
tepi	biên	tepi	biên	N;SG	N
tepi	mép	tepi	mép	N;SG	N
tepi	biên	tepi	biên	N;SG	N
gigi	răng	gigi	răng	N;SG	N
gigi	gigi	gigi	gigi	N;SG	N
gigi	răng	gigi	răng	N;SG	N
singkat	ngắn	singkat	ngắn	ADJ;SG	ADJ
eksekutif	executives	eksekutif	executives	N;SG	N
kelapa	dừa	kelapa	dừa	N;SG	N
kelapa	dừa	kelapa	dừa	N;SG	N
lantai	sàn	lantai	sàn	N;SG	N
lantai	sàn	lantai	sàn	N;SG	N
lantai	tầng	lantai	tầng	N;SG	N
lantai	sàn	lantai	sàn	N;SG	N
telur	trứng	telur	trứng	N;SG	N
telur	trứng	telur	trứng	N;SG	N
federal	fbi	federal	fbi	N;SG	N
membeli	mua	menbeli	mua	V;SG;ACT	V
membeli	mua	menbeli	mua	V;SG;ACT	V
membeli	mua	menbeli	mua	V;SG;ACT	V
membeli	mua	menbeli	mua	V;SG;ACT	V
sudut	góc	sudut	góc	N;SG	N
sudut	góc	sudut	góc	N;SG	N
rahasia	mật	rahasia	mật	N;SG	N
rahasia	bí	rahasia	bí	N;SG	N
ekor	đuôi	ekor	đuôi	N;SG	N
ekor	đuôi	ekor	đuôi	N;SG	N
level	cấp	level	cấp	N	N
level	mức	level	mức	N	N
level	tầng	level	tầng	N	N
level	cấp	level	cấp	N	N
ukraina	ukraine	ukraina	ukraine	N;SG	N
ukraina	ucraina	ukraina	ucraina	N;SG	N
ukraina	ukraina	ukraina	ukraina	N;SG	N
gerbang	cổng	gerbang	cổng	N;SG	N
gerbang	cổng	gerbang	cổng	N;SG	N
gerbang	gateway	gerbang	gateway	N;SG	N
gerbang	cổng	gerbang	cổng	N;SG	N
kertas	giấy	kertas	giấy	N;SG	N
kertas	trát	kertas	trát	N;SG	N
melindungi	vệ	menlindungi	vệ	V;SG;ACT	V
kebun	vườn	kebun	vườn	N;SG	N
kebun	orchard	kebun	orchard	N;SG	N
kebun	vườn	kebun	vườn	N;SG	N
buruk	xấu	buruk	xấu	ADJ;SG	ADJ
buruk	kém	buruk	kém	ADJ;SG	ADJ
anjing	chó	anjing	chó	N;SG	N
anjing	chó	anjing	chó	N;SG	N
sambil	mens	sambil	mens		
kilometer	km	kilometer	km	N	N
lembah	lũng	lembah	lũng	N;SG	N
menghancurkan	hỏng	menhancurkan	hỏng	V;SG;ACT	V
menghancurkan	bể	menhancurkan	bể	V;SG;ACT	V
dinding	tường	dinding	tường	N;SG	N
dinding	tường	dinding	tường	N;SG	N
umur	tuổi	umur	tuổi	N;SG	N
jin	jin	jin	jin	N;SG	N
jin	kim	jin	kim	N;SG	N
jin	genie	jin	genie	N;SG	N
jin	thần	jin	thần	N;SG	N
mahkota	vương	mahkota	vương	N	N
penjaga	gác	penjaga	gác	N;SG	N
penjaga	canh	penjaga	canh	N;SG	N
neptunus	neptune	neptunus	neptune	N	N
keuntungan	lợi	keuntungan	lợi	N;SG	N
perayaan	lễ	penrayaan	lễ	N;SG	N
dialek	dialects	dialek	dialects	N	N
mil	dặm	mil	dặm	N;SG	N
mil	km	mil	km	N;SG	N
mil	dặm	mil	dặm	N;SG	N
mil	mil	mil	mil	N;SG	N
roda	wheel	roda	wheel	N;SG	N
roda	roda	roda	roda	N;SG	N
roda	hoành	roda	hoành	N;SG	N
gua	cave	gua	cave	N;SG	N
pembalap	racer	penbalap	racer	N;SG	N
izin	phép	izin	phép	N;SG	N
izin	quyền	izin	quyền	N;SG	N
max	max	max	max		
microsoft	microsoft	microsoft	microsoft	N	N
menambahkan	thêm	mentambahkan	thêm	V;SG;ACT	V
perdamaian	hòa	perdamaian	hòa	N;SG	N
bayi	bé	bayi	bé	N;SG	N
bayi	bé	bayi	bé	N;SG	N
senapan	súng	senapan	súng	N;SG	N
senapan	shotgun	senapan	shotgun	N;SG	N
senapan	súng	senapan	súng	N;SG	N
merebut	bắt	menrebut	bắt	V;SG;ACT	V
diam	tiet	diam	tiet	;SG	
sapi	bò	sapi	bò	N;SG	N
sapi	bò	sapi	bò	N;SG	N
kotak	hộp	kotak	hộp	N;SG	N
kotak	box	kotak	box	N;SG	N
kotak	hộp	kotak	hộp	N;SG	N
kamar	phòng	kamar	phòng	N;SG	N
kamar	phòng	kamar	phòng	N;SG	N
surya	surya	surya	surya	N	N
positif	dương	positif	dương	N;SG	N
ruangan	phòng	ruangan	phòng	N;SG	N
ruangan	phòng	ruangan	phòng	N;SG	N
padi	gạo	padi	gạo	N;SG	N
padi	cơm	padi	cơm	N;SG	N
hukuman	câu	hukuman	câu	N;SG	N
drum	drum	drum	drum	N	N
bass	bass	bass	bass	N	N
