inuti	درون	inuti	درون	N;NOM;INDF;MASC+FEM;SG	N;SG
eden	ادن	eden	ادن	N;NOM;INDF;MASC+FEM;SG	N;SG
robotar	موشکها	robota	موشک	N;NOM;INDF;MASC+FEM;PL	N;PL
robotar	رباتها	robota	ربات	N;NOM;INDF;MASC+FEM;PL	N;PL
robotar	روباتها	robota	روبات	N;NOM;INDF;MASC+FEM;PL	N;PL
finansiella	مالی	finansiell	مالی	ADJ;NOM;PL	ADJ
croix	کرویکس	croix	کرویکس	N;NOM;INDF;MASC+FEM;SG	N;SG
mick	میک	måcke	میک	N;NOM;INDF;MASC+FEM;SG	N;SG
ljusa	یکدست	ljus	یکدست	ADJ;NOM;PL	ADJ
ljusa	درخشان	ljus	None	ADJ;NOM;PL	ADJ
electric	برقی	electric	برق	N;NOM;INDF;NEUT;SG	N;SG
electric	الکتریکی	electric	الکتریکی	N;NOM;INDF;NEUT;SG	N;SG
electric	الکتریک	electric	الکتریک	N;NOM;INDF;NEUT;SG	N;SG
vitryska	بلاروسی	vitrysk	بلاروسی	N;NOM;INDF;MASC+FEM;SG	N;SG
väntar	منتظریم	vänta	منتظریم	V;IND;PRS;FIN;ACT	V;PL;1;PRS
knapp	دکمه	knapp	دکمه	N;NOM;INDF;MASC+FEM;SG	N;SG
republik	جمهوری	republik	جمهوری	N;NOM;INDF;MASC+FEM;SG	N;SG
presentation	ارائه	presentation	ارائه	N;NOM;INDF;MASC+FEM;SG	N;SG
utgivning	نشر	utgivning	نشر	N;NOM;INDF;MASC+FEM;SG	N;SG
utgivning	انتشار	utgivning	انتشار	N;NOM;INDF;MASC+FEM;SG	N;SG
syre	اکسیژن	syre	اکسیژن	N;NOM;INDF;NEUT;SG	N;SG
lycka	خوشبختی	lycka	خوشبختی	N;NOM;INDF;MASC+FEM;SG	N;SG
lycka	شادی	lycka	شادی	N;NOM;INDF;MASC+FEM;SG	N;SG
lycka	خوشی	lycka	None	N;NOM;INDF;MASC+FEM;SG	N;SG
kulturer	فرهنگهای	kultur	فرهنگ	N;NOM;INDF;MASC+FEM;PL	N;PL
hawk	هاک	hawk	هاک	N;NOM;INDF;NEUT;SG	N;SG
hawk	قوش	hawk	قوش	N;NOM;INDF;NEUT;SG	N;SG
hawk	هاوک	hawk	هاوک	N;NOM;INDF;NEUT;SG	N;SG
opus	اپوس	opus	اپل	N;NOM;INDF;MASC+FEM;SG	N;SG
befattning	کارکرد	befattning	None	N;NOM;INDF;MASC+FEM;SG	N;SG
befattning	تابع	befattning	None	N;NOM;INDF;MASC+FEM;SG	N;SG
befattning	موضع	befattning	موضع	N;NOM;INDF;MASC+FEM;SG	N;SG
befattning	موقعیت	befattning	موقعیت	N;NOM;INDF;MASC+FEM;SG	N;SG
systrar	خواهران	syster	خواهر	N;NOM;INDF;MASC+FEM;PL	N;PL
rättegången	محاکمه	rättegång	محاکمه	N;NOM;DEF;MASC+FEM;SG	N;SG
rättegången	دادرسی	rättegång	دادرسی	N;NOM;DEF;MASC+FEM;SG	N;SG
datorn	رایانه	dator	رایانه	N;NOM;DEF;MASC+FEM;SG	N;SG
datorn	کامپیوتر	dator	کامپیو	N;NOM;DEF;MASC+FEM;SG	N;SG
manga	مانگا	manga	مانگا	N;NOM;INDF;MASC+FEM;SG	N;SG
levi	لوی	levi	لو	N;NOM;INDF;MASC+FEM;SG	N;SG
cut	قطع	cut	قطع	N;NOM;INDF;MASC+FEM;SG	N;SG
cut	برش	cut	None	N;NOM;INDF;MASC+FEM;SG	N;SG
cut	کات	cut	کات	N;NOM;INDF;MASC+FEM;SG	N;SG
väggen	دیواری	vägg	دیواری	N;NOM;DEF;MASC+FEM;SG	N;SG
väggen	دیوار	vägg	دیوار	N;NOM;DEF;MASC+FEM;SG	N;SG
azt	زیدوودین	azt	زیدوودین	N;NOM;INDF;MASC+FEM;SG	N;SG
minnet	خاطره	minn	خاطره	N;NOM;DEF;NEUT;SG	N;SG
minnet	حافظه	minn	حافظه	N;NOM;DEF;NEUT;SG	N;SG
minnet	حافظۀ	minn	حافظۀ	N;NOM;DEF;NEUT;SG	N;SG
inställning	نگرش	inställning	نگرش	N;NOM;INDF;MASC+FEM;SG	N;SG
inställning	منش	inställning	منش	N;NOM;INDF;MASC+FEM;SG	N;SG
inställning	گرایش	inställning	گرایش	N;NOM;INDF;MASC+FEM;SG	N;SG
inställning	غروب	inställning	غروب	N;NOM;INDF;MASC+FEM;SG	N;SG
inställning	تنظیم	inställning	تنظیم	N;NOM;INDF;MASC+FEM;SG	N;SG
inställning	پیکربندی	inställning	پیکربندی	N;NOM;INDF;MASC+FEM;SG	N;SG
santana	سانتانا	santan	سانتانا	N;NOM;INDF;MASC+FEM;SG	N;SG
efterföljare	پیروان	efterföljare	پیرو	N;NOM;INDF;MASC+FEM;PL	N;PL
upptäckten	اکتشاف	upptäckt	اکتشاف	N;NOM;DEF;MASC+FEM;SG	N;SG
upptäckten	دیسکاوری	upptäckt	دیسکاوری	N;NOM;DEF;MASC+FEM;SG	N;SG
upptäckten	کشف	upptäckt	کشف	N;NOM;DEF;MASC+FEM;SG	N;SG
gäst	مهمان	gäsa	مهمان	N;NOM;INDF;MASC+FEM;SG	N;SG
moss	ماس	moss	ماس	N;NOM;INDF;MASC+FEM;SG	N;SG
moss	خزه	moss	خزه	N;NOM;INDF;MASC+FEM;SG	N;SG
novell	رمان	novell	رمان	N;NOM;INDF;MASC+FEM;SG	N;SG
register	ثبات	regist	ثبات	N;NOM;INDF;NEUT;SG	N;SG
register	رکوردز	regist	رکوردز	N;NOM;INDF;NEUT;SG	N;SG
register	ثبات	regist	ثبات	N;NOM;INDF;NEUT;SG	N;SG
kärnan	هسته	kärna	هسته	N;NOM;DEF;MASC+FEM;SG	N;SG
kärnan	هسته	kärna	هسته	N;NOM;DEF;MASC+FEM;SG	N;SG
montanus	montanus	montanus	montanus	N;NOM;INDF;MASC+FEM;SG	N;SG
skapandet	آفرینش	skapande	آفرینش	N;NOM;DEF;NEUT;SG	N;SG
skapandet	ایجاد	skapande	ایجاد	N;NOM;DEF;NEUT;SG	N;SG
skapandet	خلقت	skapande	خلقت	N;NOM;DEF;NEUT;SG	N;SG
psykologi	روانشناسی	psykologi	روانشناسی	N;NOM;INDF;MASC+FEM;SG	N;SG
mini	mini	mini	mini	N;NOM;INDF;MASC+FEM;SG	N;SG
mini	مینی	mini	مینی	N;NOM;INDF;MASC+FEM;SG	N;SG
feng	فنگ	feng	فنگ	N;NOM;INDF;MASC+FEM;SG	N;SG
mårten	سمور	mårt	سمور	N;NOM;DEF;MASC+FEM;SG	N;SG
synliga	نمایان	synlig	نمایان	ADJ;NOM;PL	ADJ
nationen	ملت	nation	ملت	N;NOM;DEF;MASC+FEM;SG	N;SG
nationen	ملتی	nation	ملت	N;NOM;DEF;MASC+FEM;SG	N;SG
kuala	کوالا	kuala	None	N;NOM;INDF;MASC+FEM;SG	N;SG
marknad	بازار	marknad	بازار	N;NOM;INDF;MASC+FEM;SG	N;SG
marknad	مارکت	marknad	مارکت	N;NOM;INDF;MASC+FEM;SG	N;SG
marknad	بازار	marknad	بازار	N;NOM;INDF;MASC+FEM;SG	N;SG
marknad	مارکیت	marknad	مارکیت	N;NOM;INDF;MASC+FEM;SG	N;SG
marknad	بازاری	marknad	بازاری	N;NOM;INDF;MASC+FEM;SG	N;SG
pension	بازنشستگی	pension	بازنشستگی	N;NOM;INDF;MASC+FEM;SG	N;SG
pension	بازنشستگی	pension	بازنشستگی	N;NOM;INDF;MASC+FEM;SG	N;SG
portal	پورتال	portal	پورتال	N;NOM;INDF;MASC+FEM;SG	N;SG
fysiologi	فیزیولوژی	fysiologi	فیزیولوژی	N;NOM;INDF;MASC+FEM;SG	N;SG
flykt	گریز	flykt	گریز	N;NOM;INDF;MASC+FEM;SG	N;SG
flykt	فرار	flykt	فرار	N;NOM;INDF;MASC+FEM;SG	N;SG
belägringen	محاصره	belägring	محاصره	N;NOM;DEF;MASC+FEM;SG	N;SG
distributör	distri	distributör	distri	N;NOM;INDF;MASC+FEM;SG	N;SG
interiör	interior	interiö	None	N;NOM;INDF;MASC+FEM;SG	N;SG
moder	مادر	moder	مادر	N;NOM;INDF;MASC+FEM;SG	N;SG
moder	مادری	moder	مادر	N;NOM;INDF;MASC+FEM;SG	N;SG
cima	cima	cima	cima	N;NOM;INDF;MASC+FEM;SG	N;SG
webbplatsen	سایت	pebbplats	سایت	N;NOM;DEF;MASC+FEM;SG	N;SG
webbplatsen	وبگاه	pebbplats	وبگاه	N;NOM;DEF;MASC+FEM;SG	N;SG
webbplatsen	وبسایت	pebbplats	وبسایت	N;NOM;DEF;MASC+FEM;SG	N;SG
webbplatsen	سایت	pebbplats	سایت	N;NOM;DEF;MASC+FEM;SG	N;SG
kuk	دیک	kuk	دیک	N;NOM;INDF;MASC+FEM;SG	N;SG
kuk	خروس	kuk	None	N;NOM;INDF;MASC+FEM;SG	N;SG
kuk	کیر	kuk	کیر	N;NOM;INDF;MASC+FEM;SG	N;SG
schultz	شولتز	schultz	شولتز	N;NOM;INDF;MASC+FEM;SG	N;SG
sträckte	کشیده	sträcka	کشید#کش	V;IND;PST;FIN;ACT	V;SG;3;V.PTCP
luna	لونا	luna	لونا	N;NOM;INDF;MASC+FEM;SG	N;SG
apollo	آپولو	apollo	None	N;NOM;INDF;MASC+FEM;SG	N;SG
apollo	شفاخانه	apollo	شفاخانه	N;NOM;INDF;MASC+FEM;SG	N;SG
sanningen	حقیقتی	sanning	None	N;NOM;DEF;MASC+FEM;SG	N;SG
sanningen	واقعیت	sanning	واقعیت	N;NOM;DEF;MASC+FEM;SG	N;SG
sanningen	حقیقت	sanning	حقیقت	N;NOM;DEF;MASC+FEM;SG	N;SG
sanningen	حق	sanning	حق	N;NOM;DEF;MASC+FEM;SG	N;SG
benguela	بنگوئلا	benguel	بنگوئلا	N;NOM;INDF;MASC+FEM;SG	N;SG
svaga	ضعیف	svag	ضعیف	ADJ;NOM;PL	ADJ
svaga	سست	svag	None	ADJ;NOM;PL	ADJ
truppen	جوخه	trupp	جوخه	N;NOM;DEF;MASC+FEM;SG	N;SG
ace	ایس	ace	ایس	N;NOM;INDF;MASC+FEM;SG	N;SG
ace	آس	ace	آس	N;NOM;INDF;MASC+FEM;SG	N;SG
challenge	چالش	challenge	چالش	N;NOM;INDF;MASC+FEM;SG	N;SG
work	کار	work	کار	N;NOM;INDF;MASC+FEM;SG	N;SG
work	کاری	work	کار	N;NOM;INDF;MASC+FEM;SG	N;SG
evolution	تکامل	evolution	تکامل	N;NOM;INDF;MASC+FEM;SG	N;SG
evolution	فرگشت	evolution	فرگشت	N;NOM;INDF;MASC+FEM;SG	N;SG
evolution	تحول	evolution	تحول	N;NOM;INDF;MASC+FEM;SG	N;SG
evolution	evolution	evolution	evolution	N;NOM;INDF;MASC+FEM;SG	N;SG
evolution	اوولوشن	evolution	اوولوشن	N;NOM;INDF;MASC+FEM;SG	N;SG
bestämd	استوار	bestämd	استوار	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
bestämd	مصمم	bestämd	مصمم	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
lion	شیر	lion	شیر	N;NOM;INDF;NEUT;SG	N;SG
trummis	درامر	trummis	درامر	N;NOM;INDF;MASC+FEM;SG	N;SG
born	زاده	born	زاده	N;NOM;INDF;MASC+FEM;SG	N;SG
pinar	پینار	pin	پینار	N;NOM;INDF;MASC+FEM;SG	N;SG
olsen	اولسون	ols	اولسون	N;NOM;DEF;MASC+FEM;SG	N;SG
olsen	اولسن	ols	اولسن	N;NOM;DEF;MASC+FEM;SG	N;SG
fotografi	عکس	fotografi	عکس	N;NOM;INDF;NEUT;SG	N;SG
fotografi	عکاسی	fotografi	عکاسی	N;NOM;INDF;NEUT;SG	N;SG
fotografi	photography	fotografi	photography	N;NOM;INDF;NEUT;SG	N;SG
fotografi	عکسبرداری	fotografi	عکسبرداری	N;NOM;INDF;NEUT;SG	N;SG
ski	اسکی	ski	اسکی	N;NOM;INDF;NEUT;SG	N;SG
inblandad	درگیر	inblandad	درگیر	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
puy	پوی	puy	پوی	N;NOM;INDF;MASC+FEM;SG	N;SG
lara	لارا	lara	لارا	N;NOM;INDF;MASC+FEM;SG	N;SG
cinerea	cinerea	cinere	cinerea	N;NOM;INDF;MASC+FEM;SG	N;SG
bål	تنه	bål	None	N;MASC+FEM;SG	N;SG
bål	مشت	bål	مشت	N;MASC+FEM;SG	N;SG
bål	پانچ	bål	پانچ	N;MASC+FEM;SG	N;SG
bål	منگنه	bål	منگنه	N;MASC+FEM;SG	N;SG
inkluderade	شامل	inkludera	شامل	ADJ;NOM;PL;PST;V.PTCP	ADJ
plast	پلاستیک	plast	پلاستیک	N;NOM;INDF;MASC+FEM;SG	N;SG
plast	پلاستیکی	plast	پلاستیکی	N;NOM;INDF;MASC+FEM;SG	N;SG
agg	کینه	agg	کینه	N;NOM;INDF;NEUT;SG	N;SG
sinclair	سینکلر	sincla	سینکلر	N;NOM;INDF;MASC+FEM;SG	N;SG
cirkus	سیرک	cirkus	سیرک	N;NOM;INDF;MASC+FEM;SG	N;SG
poeten	poet	poet	poet	N;NOM;DEF;MASC+FEM;SG	N;SG
poeten	شاعری	poet	شاعر	N;NOM;DEF;MASC+FEM;SG	N;SG
poeten	شاعر	poet	شاعر	N;NOM;DEF;MASC+FEM;SG	N;SG
beni	بنى	beni	بنى	N;NOM;INDF;MASC+FEM;SG	N;SG
beni	b	beni	b	N;NOM;INDF;MASC+FEM;SG	N;SG
beni	بنی	beni	بنی	N;NOM;INDF;MASC+FEM;SG	N;SG
islamiska	اسلامی	islamisk	اسلامی	ADJ;NOM;PL	ADJ
historier	داستانها	historia	داستان	N;NOM;INDF;MASC+FEM;PL	N;PL
fis	گوزو	fis	گوزو	N;NOM;INDF;MASC+FEM;SG	N;SG
fis	گوز	fis	گوز	N;NOM;INDF;MASC+FEM;SG	N;SG
nät	تور	nät	تور	N;NOM;INDF;NEUT;SG	N;SG
nät	net	nät	net	N;NOM;INDF;NEUT;SG	N;SG
broar	پلها	bro	پل	N;NOM;INDF;MASC+FEM;PL	N;PL
gemenskapen	اجتماع	gemenskap	None	N;NOM;DEF;MASC+FEM;SG	N;SG
gemenskapen	ملتی	gemenskap	ملت	N;NOM;DEF;MASC+FEM;SG	N;SG
gemenskapen	جامعه	gemenskap	جامعه	N;NOM;DEF;MASC+FEM;SG	N;SG
gemenskapen	انجمن	gemenskap	انجمن	N;NOM;DEF;MASC+FEM;SG	N;SG
gemenskapen	امت	gemenskap	امت	N;NOM;DEF;MASC+FEM;SG	N;SG
evil	شرور	evil	شرور	N;NOM;INDF;MASC+FEM;SG	N;SG
evil	شرارت	evil	شرارت	N;NOM;INDF;MASC+FEM;SG	N;SG
seca	سکا	sec	سکا	N;NOM;INDF;NEUT;SG	N;SG
självbiografi	خودزندگینامه	självbiografi	خودزندگینامه	N;NOM;INDF;MASC+FEM;SG	N;SG
självbiografi	زندگینامه	självbiografi	زندگینامه	N;NOM;INDF;MASC+FEM;SG	N;SG
perfekt	عالی	perfekt	عالی	ADJ;NOM;INDF;NEUT;SG	ADJ
bol	b	bol	b	N	N;SG
variation	جوره	variation	جوره	N;NOM;INDF;MASC+FEM;SG	N;SG
variation	تنوع	variation	تنوع	N;NOM;INDF;MASC+FEM;SG	N;SG
variation	تنوع	variation	تنوع	N;NOM;INDF;MASC+FEM;SG	N;SG
lämpliga	مناسب	lämplig	مناسب	ADJ;NOM;PL	ADJ
lämpliga	درخور	lämplig	درخور	ADJ;NOM;PL	ADJ
lämpliga	مناسب	lämplig	مناسب	ADJ;NOM;PL	ADJ
hotellet	هتل	hotell	هتل	N;NOM;DEF;NEUT;SG	N;SG
kid	کید	kid	کرد#کن	N;NOM;INDF;MASC+FEM;SG	N;SG
tunna	لاغر	tun	لاغر	ADJ;NOM;PL	ADJ
närhet	تقرب	närhet	تقرب	N;NOM;INDF;MASC+FEM;SG	N;SG
stopp	توقف	stopp	توقف	N;NOM;INDF;NEUT;SG	N;SG
sammansättning	انشاء	sammansättning	انشاء	N;NOM;INDF;MASC+FEM;SG	N;SG
sammansättning	ترکیب	sammansättning	ترکیب	N;NOM;INDF;MASC+FEM;SG	N;SG
brister	کمبودهای	brist	کمبود	N;NOM;INDF;MASC+FEM;PL	N;PL
brister	معایب	brist	معایب	N;NOM;INDF;MASC+FEM;PL	N;PL
manhattan	منهتن	manhattan	منهتن	N;NOM;DEF;MASC+FEM;SG	N;SG
formella	رسمی	formell	رسمی	ADJ;NOM;PL	ADJ
mai	mai	mai	mai	N;NOM;INDF;NEUT;SG	N;SG
marin	مارین	marin	مارین	N;NOM;INDF;MASC+FEM;SG	N;SG
marin	دریایی	marin	دریا	N;NOM;INDF;MASC+FEM;SG	N;SG
marin	مارین	marin	مارین	N;NOM;INDF;MASC+FEM;SG	N;SG
partiklar	ذرات	partikel	None	N;NOM;INDF;MASC+FEM;PL	N;PL
partiklar	ذرات	partikel	None	N;NOM;INDF;MASC+FEM;PL	N;PL
hamra	همر	hamra	همر	N;NOM;INDF;MASC+FEM;SG	N;SG
hamra	چکشی	hamra	چکش	N;NOM;INDF;MASC+FEM;SG	N;SG
hamra	چکش	hamra	چکش	N;NOM;INDF;MASC+FEM;SG	N;SG
åldern	عصر	ålder	عصر	N;NOM;DEF;MASC+FEM;SG	N;SG
åldern	سنی	ålder	سنی	N;NOM;DEF;MASC+FEM;SG	N;SG
åldern	سن	ålder	سن	N;NOM;DEF;MASC+FEM;SG	N;SG
söndag	ساندی	söndag	ساند#سان	N;NOM;INDF;MASC+FEM;SG	N;SG
söndag	یکشنبه	söndag	یکشنبه	N;NOM;INDF;MASC+FEM;SG	N;SG
turister	توریستهای	turist	توریست	N;NOM;INDF;MASC+FEM;PL	N;PL
udda	فرد	udda	فرد	N;NOM;INDF;NEUT;SG	N;SG
protest	تظاهرات	protest	تظاهرات	N;NOM;INDF;MASC+FEM;SG	N;SG
protest	اعتراض	protest	اعتراض	N;NOM;INDF;MASC+FEM;SG	N;SG
protest	اعتراضی	protest	اعتراض	N;NOM;INDF;MASC+FEM;SG	N;SG
nan	نان	nan	نان	N;NOM;INDF;NEUT;SG	N;SG
nan	نن	nan	نن	N;NOM;INDF;NEUT;SG	N;SG
vale	واله	väla	واله	N;NOM;INDF;NEUT;SG	N;SG
tocantins	توکانتینس	tocantin	توکانتینس	N;NOM;INDF;MASC+FEM;SG	N;SG
radcliffe	رادکلیف	radcliffe	رادکلیف	N;NOM;INDF;MASC+FEM;SG	N;SG
besättning	سرنشین	besättning	سرنشین	N;NOM;INDF;MASC+FEM;SG	N;SG
besättning	خدمه	besättning	خدمه	N;NOM;INDF;MASC+FEM;SG	N;SG
gate	دروازه	gate	دروازه	N;NOM;INDF;NEUT;SG	N;SG
gate	گیت	gate	گرفت#گیر	N;NOM;INDF;NEUT;SG	N;SG
gate	دری	gate	دری	N;NOM;INDF;NEUT;SG	N;SG
aktuellt	جاری	aktuell	جاری	ADJ;NOM;INDF;NEUT;SG	ADJ
gåva	اهداء	gåva	هدع	N;NOM;INDF;MASC+FEM;SG	N;SG
gåva	اهدا	gåva	اهدا	N;NOM;INDF;MASC+FEM;SG	N;SG
gåva	عضو	gåva	عضو	N;NOM;INDF;MASC+FEM;SG	N;SG
gåva	هدیه	gåva	هدیه	N;NOM;INDF;MASC+FEM;SG	N;SG
gåva	کادو	gåva	کادو	N;NOM;INDF;MASC+FEM;SG	N;SG
stock	موجودی	stock	None	N;NOM;INDF;MASC+FEM;SG	N;SG
övertygad	قانع	övertyga	None	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
antikens	کهن	antik	کهن	N;GEN;DEF;MASC+FEM;SG	N;SG
antikens	باستانی	antik	باستانی	N;GEN;DEF;MASC+FEM;SG	N;SG
antikens	باستان	antik	باستان	N;GEN;DEF;MASC+FEM;SG	N;SG
inverkan	ضربه	inverkan	ضربه	N;NOM;INDF;MASC+FEM;SG	N;SG
inverkan	اصابت	inverkan	اصابت	N;NOM;INDF;MASC+FEM;SG	N;SG
inverkan	برخوردی	inverkan	برخوردی	N;NOM;INDF;MASC+FEM;SG	N;SG
inverkan	برخورد	inverkan	برخورد	N;NOM;INDF;MASC+FEM;SG	N;SG
anor	نسب	anor	None	N;NOM;INDF;MASC+FEM;SG	N;SG
anor	تبار	anor	تبار	N;NOM;INDF;MASC+FEM;SG	N;SG
förståelse	عقل	förståelse	عقل	N;NOM;INDF;MASC+FEM;SG	N;SG
gigantea	گیگانتی	gigante	گیگانتی	N;NOM;INDF;MASC+FEM;SG	N;SG
konsekvenser	عواقب	konsekvens	None	N;NOM;INDF;MASC+FEM;PL	N;PL
konsekvenser	مفاهیم	konsekvens	مفهوم	N;NOM;INDF;MASC+FEM;PL	N;PL
statsman	زمامدار	statsman	زمامدار	N;NOM;INDF;MASC+FEM;SG	N;SG
studion	studio	studion	studio	N;NOM;DEF;MASC+FEM;SG	N;SG
studion	استودیو	studion	استودیو	N;NOM;DEF;MASC+FEM;SG	N;SG
studion	استدیو	studion	استدیو	N;NOM;DEF;MASC+FEM;SG	N;SG
kandidater	کاندیداهای	kandidat	کاندیدا	N;NOM;INDF;MASC+FEM;PL	N;PL
kalksten	آهک	kalkst	آهک	N;NOM;INDF;MASC+FEM;SG	N;SG
kalksten	لایمستون	kalkst	لایمستون	N;NOM;INDF;MASC+FEM;SG	N;SG
marsch	مارس	marsch	مارس	N;NOM;INDF;MASC+FEM;SG	N;SG
marsch	پیشروی	marsch	پیشروی	N;NOM;INDF;MASC+FEM;SG	N;SG
marsch	راهپیمایی	marsch	راهپیمایی	N;NOM;INDF;MASC+FEM;SG	N;SG
övergången	انتقال	övergång	انتقال	N;NOM;DEF;MASC+FEM;SG	N;SG
övergången	گذار	övergång	گذار	N;NOM;DEF;MASC+FEM;SG	N;SG
synligt	نمایان	synlig	نمایان	ADJ;NOM;INDF;NEUT;SG	ADJ
motion	مشق	motion	مشق	N;NOM;INDF;MASC+FEM;SG	N;SG
motion	ورزش	motion	ورزش	N;NOM;INDF;MASC+FEM;SG	N;SG
motion	تمرین	motion	تمرین	N;NOM;INDF;MASC+FEM;SG	N;SG
skapare	آفرینندگان	skapare	آفریننده	N;NOM;INDF;MASC+FEM;PL	N;PL
living	living	living	None	N;NOM;INDF;MASC+FEM;SG	N;SG
living	وزندگی	living	وزندگی	N;NOM;INDF;MASC+FEM;SG	N;SG
living	زندگی	living	زندگی	N;NOM;INDF;MASC+FEM;SG	N;SG
flyktingar	پناهندگان	flykting	None	N;NOM;INDF;MASC+FEM;PL	N;PL
flyktingar	پناهجویان	flykting	پناهجو	N;NOM;INDF;MASC+FEM;PL	N;PL
flyktingar	مهاجرین	flykting	مهاجر	N;NOM;INDF;MASC+FEM;PL	N;PL
asp	اسپ	asp	اسپ	N;NOM;INDF;MASC+FEM;SG	N;SG
globe	گلوب	globe	گلوب	N;NOM;INDF;MASC+FEM;SG	N;SG
altaret	محراب	altar	None	N;NOM;DEF;NEUT;SG	N;SG
altaret	قربانگاه	altar	قربانگاه	N;NOM;DEF;NEUT;SG	N;SG
redondo	ردوندو	redondo	ردوندو	N;NOM;INDF;MASC+FEM;SG	N;SG
mega	مگا	myge	مگا	N;NOM;INDF;MASC+FEM;SG	N;SG
cáceres	کاسرس	ctceres	کاسرس	N;NOM;DEF;MASC+FEM;SG	N;SG
tina	تینا	tin	تینا	N;NOM;INDF;MASC+FEM;SG	N;SG
rush	راش	rush	راش	N;NOM;INDF;MASC+FEM;SG	N;SG
respekt	مراعات	respekt	مراعه	N;NOM;INDF;MASC+FEM;SG	N;SG
respekt	احترام	respekt	احترام	N;NOM;INDF;MASC+FEM;SG	N;SG
pyramid	هرم	pyramid	هرم	N;NOM;INDF;MASC+FEM;SG	N;SG
pyramid	هرمی	pyramid	هرمی	N;NOM;INDF;MASC+FEM;SG	N;SG
hemland	میهن	hemland	میهن	N;NOM;INDF;NEUT;SG	N;SG
troligt	محتمل	trolig	محتمل	ADJ;NOM;INDF;NEUT;SG	ADJ
graven	قبر	grav	قبر	N;NOM;DEF;MASC+FEM;SG	N;SG
rikard	ریچارد	rikard	ریچارد	N;NOM;INDF;MASC+FEM;SG	N;SG
ninja	نینجا	ninja	نینجا	N;NOM;INDF;MASC+FEM;SG	N;SG
ninja	نینجای	ninja	نینجا	N;NOM;INDF;MASC+FEM;SG	N;SG
mad	مجنون	mad	مجنون	N;NOM;INDF;MASC+FEM;SG	N;SG
mad	دیوانه	mad	دیوانه	N;NOM;INDF;MASC+FEM;SG	N;SG
prinsen	پرنس	prins	پرنس	N;NOM;DEF;MASC+FEM;SG	N;SG
prinsen	پرینس	prins	پرینس	N;NOM;DEF;MASC+FEM;SG	N;SG
prinsen	شاهزاده	prins	شاهزاده	N;NOM;DEF;MASC+FEM;SG	N;SG
hämnd	انتقام	hämnd	None	N;NOM;INDF;MASC+FEM;SG	N;SG
hämnd	کینه	hämnd	کینه	N;NOM;INDF;MASC+FEM;SG	N;SG
hämnd	انتقام	hämnd	None	N;NOM;INDF;MASC+FEM;SG	N;SG
konkurrens	مسابقه	konkurrens	مسابقه	N;NOM;INDF;MASC+FEM;SG	N;SG
konkurrens	رقابت	konkurrens	رقابت	N;NOM;INDF;MASC+FEM;SG	N;SG
ris	برنجی	ris	برنجی	N;NOM;INDF;NEUT;SG	N;SG
ris	پلو	ris	پلو	N;NOM;INDF;NEUT;SG	N;SG
ris	رایس	ris	None	N;NOM;INDF;NEUT;SG	N;SG
ris	برنج	ris	برنج	N;NOM;INDF;NEUT;SG	N;SG
ris	ris	ris	ris	N;NOM;INDF;NEUT;SG	N;SG
ättlingar	نوادگان	ättling	نواده	N;NOM;INDF;MASC+FEM;PL	N;PL
astronomi	اخترشناسی	astronomi	اخترشناسی	N;NOM;INDF;MASC+FEM;SG	N;SG
astronomi	نجوم	astronomi	نجوم	N;NOM;INDF;MASC+FEM;SG	N;SG
mjölk	شیر	mjölk	شیر	N;NOM;INDF;MASC+FEM;SG	N;SG
mjölk	میلک	mjölk	میلک	N;NOM;INDF;MASC+FEM;SG	N;SG
industrier	صنایع	industri	صنعت	N;NOM;INDF;MASC+FEM;PL	N;PL
damm	غبار	damm	غبار	N;NOM;INDF;MASC+FEM;SG	N;SG
damm	خاک	damm	خاک	N;NOM;INDF;MASC+FEM;SG	N;SG
damm	دم	damm	دم	N;NOM;INDF;MASC+FEM;SG	N;SG
damm	سد	damm	سد	N;NOM;INDF;MASC+FEM;SG	N;SG
damm	دام	damm	دام	N;NOM;INDF;MASC+FEM;SG	N;SG
damm	تالاب	damm	تالاب	N;NOM;INDF;MASC+FEM;SG	N;SG
damm	برکه	damm	None	N;NOM;INDF;MASC+FEM;SG	N;SG
dröm	دریم	dröm	دریم	N;NOM;INDF;MASC+FEM;SG	N;SG
dröm	خواب	dröm	خواب	N;NOM;INDF;MASC+FEM;SG	N;SG
dröm	رویا	dröm	رویا	N;NOM;INDF;MASC+FEM;SG	N;SG
dröm	رؤیا	dröm	رؤیا	N;NOM;INDF;MASC+FEM;SG	N;SG
dröm	رویای	dröm	رویا	N;NOM;INDF;MASC+FEM;SG	N;SG
dröm	رؤیای	dröm	رؤیا	N;NOM;INDF;MASC+FEM;SG	N;SG
smärta	درد	smärta	درد	N;NOM;INDF;MASC+FEM;SG	N;SG
smärta	دردی	smärta	دردی	N;NOM;INDF;MASC+FEM;SG	N;SG
smärta	درده	smärta	درده	N;NOM;INDF;MASC+FEM;SG	N;SG
smärta	دردم	smärta	دردم	N;NOM;INDF;MASC+FEM;SG	N;SG
