الاكتئاب	depresión	اِكتِئَاب	depresión	N;NOM;DEF;SG	N;FEM;SG
اغنية	canto	أَغنِيّ	canto	N;NOM;INDF;SG	N;MASC;SG
اغنية	cancion	أَغنِيّ	cancionar	N;NOM;INDF;SG	N;FEM;SG
اغنية	canción	أَغنِيّ	canción	N;NOM;INDF;SG	N;FEM;SG
مصرف	banca	مَصرِف	banca	N;NOM;INDF;SG	N;FEM;SG
مصرف	banco	مَصرِف	banco	N;NOM;INDF;SG	N;MASC;SG
مصرف	bank	مَصرِف	bank	N;NOM;INDF;SG	N
قياسي	estándar	قِيَاسِيّ	estándar	ADJ;NOM;INDF;MASC;SG	ADJ;SG
مذكرة	memo	مُذَكِّرَة	memo	N;NOM;INDF;SG	N;MASC;SG
مذكرة	memorándum	مُذَكِّرَة	memorándum	N;NOM;INDF;SG	N;MASC;SG
مذكرة	memorándum	مُذَكِّرَة	memorándum	N;NOM;INDF;SG	N;MASC;SG
المنتدى	foro	مُنتَدَى	foro	N;NOM;DEF;SG	N;MASC;SG
خزان	tanque	خَزَّان	tanque	N;NOM;INDF;SG	N;MASC;SG
خزان	cisterna	خَزَّان	cisterna	N;NOM;INDF;SG	N;FEM;SG
خزان	embalse	خَزَّان	embalse	N;NOM;INDF;SG	N;MASC;SG
مجلد	carpeta	مُجَلَّد	carpeta	N;NOM;INDF;SG	N;FEM;SG
السكن	vivienda	سَكَن	vivienda	N;NOM;DEF;SG	N;FEM;SG
السكن	carcasa	سَكَن	carcaso	N;NOM;DEF;SG	N;FEM;SG
السكن	alojamiento	سَكَن	alojamiento	N;NOM;DEF;SG	N;MASC;SG
حائز	poseedor	حَائِز	poseedor	N;NOM;INDF;SG	N;MASC;SG
حائز	holder	حَائِز	holder	N;NOM;INDF;SG	N;MASC;SG
حائز	titular	حَائِز	titular	N;NOM;INDF;SG	N;MASC;SG
التنقيب	excavación	تَنقِيب	excavación	N;NOM;DEF;SG	N;FEM;SG
التنقيب	prospección	تَنقِيب	prospección	N;NOM;DEF;SG	N;FEM;SG
كيان	entidad	كِيَان	entidad	N;NOM;INDF;SG	N;FEM;SG
صعوبات	dificultades	صُعُوبَة	dificultad	N;NOM;INDF;PL	N;FEM;PL
جدل	polémica	جَدَل	polémica	N;NOM;INDF;SG	N;FEM;SG
جدل	controversia	جَدَل	controversia	N;NOM;INDF;SG	N;FEM;SG
الفلم	pelicula	فَلَّم	pelicula	N;NOM;DEF;SG	N;FEM;SG
الفلم	cine	فَلَّم	cine	N;NOM;DEF;SG	N;MASC;SG
الفلم	movie	فَلَّم	movie	N;NOM;DEF;SG	N;SG
الفلم	película	فَلَّم	película	N;NOM;DEF;SG	N;FEM;SG
نقش	inscripción	نَقش	inscripción	N;NOM;INDF;SG	N;FEM;SG
مترجم	traductor	مُتَرجِم	traductor	N;NOM;INDF;SG	N;MASC;SG
مترجم	traductora	مُتَرجِم	traductor	N;NOM;INDF;SG	N;FEM;SG
مترجم	intérprete	مُتَرجِم	intérprete	N;NOM;INDF;SG	N;SG
جلسات	sesiones	جَلسَة	sesión	N;NOM;INDF;PL	N;FEM;PL
القراءات	lecturas	قِرَاء	lectura	N;NOM;DEF;PL	N;FEM;PL
عال	high	عَالِي	high	N;NOM;INDF;SG	N
مريض	paciente	مَرِيض	paciente	N;NOM;INDF;SG	N;SG
بطريق	pingüino	بُطرِيق	pingüino	N;NOM;INDF;SG	N;MASC;SG
جرعة	dosis	جُرعَة	dosis	N;NOM;INDF;SG	N;FEM
مناورات	maniobras	مُنَاوَرَة	maniobra	N;NOM;INDF;PL	N;FEM;PL
مناورات	maniobras	مُنَاوَرَة	maniobra	N;NOM;INDF;PL	N;FEM;PL
مثيرة	sexy	مُثِير	sexy	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مثيرة	sensual	مُثِير	sensual	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مثيرة	emocionante	مُثِير	emocionante	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مثيرة	apasionante	مُثِير	apasionante	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مثيرة	excitante	مُثِير	excitante	ADJ;NOM;INDF;FEM;SG	ADJ;SG
المثالية	idealismo	المثالية	idealismo	N;NOM;DEF;SG	N;MASC;SG
الشفاء	sanación	شِفَاء	sanación	N;NOM;DEF;SG	N;FEM;SG
الشفاء	curación	شِفَاء	curación	N;NOM;DEF;SG	N;FEM;SG
شتاء	invierno	شِتَاء	invierno	N;NOM;INDF;SG	N;MASC;SG
شرب	bebida	شُرب	bebida	N;NOM;INDF;SG	N;FEM;SG
شرب	bebe	شُرب	beber	N;NOM;INDF;SG	N;MASC;SG
شرب	bebida	شُرب	bebida	N;NOM;INDF;SG	N;FEM;SG
اكتساب	adquisición	اِكتِسَاب	adquisición	N;NOM;INDF;SG	N;FEM;SG
اكتساب	captación	اِكتِسَاب	captación	N;NOM;INDF;SG	N;FEM;SG
المتاحف	museos	مُتَاحَف	museo	N;NOM;DEF;PL	N;MASC;PL
النزاعات	conflictos	نِزَاع	conflicto	N;NOM;DEF;PL	N;MASC;PL
النزاعات	controversias	نِزَاع	controversia	N;NOM;DEF;PL	N;FEM;PL
النزاعات	disputas	نِزَاع	disputa	N;NOM;DEF;PL	N;FEM;PL
الزكاة	zakat	زَكَاة	zakat	N;NOM;DEF;SG	N;MASC;SG
الجيولوجية	geológico	جِيُولُوجِيّ	geológico	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الجيولوجية	geológica	جِيُولُوجِيّ	geológico	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
استكشاف	exploración	اِستِكشَاف	exploración	N;NOM;INDF;SG	N;FEM;SG
الصانع	fabricante	صَانِع	fabricante	N;NOM;DEF;SG	N;SG
المواصفات	especificaciones	مُوَاصَفَة	especificación	N;NOM;DEF;PL	N;FEM;PL
المواصفات	especificaciones	مُوَاصَفَة	especificación	N;NOM;DEF;PL	N;FEM;PL
المواصفات	especificaciones	مُوَاصَفَة	especificación	N;NOM;DEF;PL	N;FEM;PL
القبلية	tribal	قَبَلِيّ	tribal	ADJ;NOM;DEF;FEM;SG	ADJ;SG
الطيبة	bondad	طَيِّب	bondad	N;NOM;DEF;SG	N;FEM;SG
الطيبة	gentileza	طَيِّب	gentileza	N;NOM;DEF;SG	N;FEM;SG
الطيبة	amabilidad	طَيِّب	amabilidad	N;NOM;DEF;SG	N;FEM;SG
جوقة	coro	جُوقَة	coro	N;NOM;INDF;SG	N;MASC;SG
موانئ	puertos	مِينَاء	puerto	N;NOM;INDF;PL	N;MASC;PL
شعور	sensación	شُعُور	sensación	N;NOM;INDF;SG	N;FEM;SG
شعور	sentimiento	شُعُور	sentimiento	N;NOM;INDF;SG	N;MASC;SG
العملاق	gigante	عِملَاق	gigante	N;NOM;DEF;SG	N;SG
العملاق	giant	عِملَاق	giant	N;NOM;DEF;SG	N
ريفية	rural	رِيفِيّ	rural	ADJ;NOM;INDF;FEM;SG	ADJ;SG
ليلا	laila	ليلا	laila	N;NOM;INDF;SG	N;FEM;SG
ليلا	noche	ليلا	noche	N;NOM;INDF;SG	N;FEM;SG
ليلا	night	ليلا	night	N;NOM;INDF;SG	N
العجز	discapacidad	عَجز	discapacidad	N;NOM;DEF;SG	N;FEM;SG
العجز	invalidez	عَجز	invalidez	N;NOM;DEF;SG	N;FEM;SG
العجز	incapacidad	عَجز	incapacidad	N;NOM;DEF;SG	N;FEM;SG
العجز	déficit	عَجز	déficit	N;NOM;DEF;SG	N;MASC;SG
الانتقام	revancha	اِنتِقَام	revancha	N;NOM;DEF;SG	N;FEM;SG
الانتقام	venganza	اِنتِقَام	venganza	N;NOM;DEF;SG	N;FEM;SG
جرام	gramo	جرَام	gramo	N;NOM;INDF;SG	N;MASC;SG
جرام	gram	جرَام	gram	N;NOM;INDF;SG	N;SG
الفاكهة	fruto	فَاكِهَة	fruto	N;NOM;DEF;SG	N;MASC;SG
الفاكهة	fruta	فَاكِهَة	fruta	N;NOM;DEF;SG	N;FEM;SG
الكود	code	الكود	coder	N;NOM;DEF;SG	N
الكود	codigo	الكود	codigo	N;NOM;DEF;SG	N;MASC;SG
الكود	código	الكود	código	N;NOM;DEF;SG	N;MASC;SG
حريق	incendio	حَرِيق	incendio	N;NOM;INDF;SG	N;MASC;SG
حريق	fuego	حَرِيق	fuego	N;NOM;INDF;SG	N;MASC;SG
شواطئ	playas	شَاطِئ	playa	N;NOM;INDF;PL	N;FEM;PL
الخلط	mezcla	خَلط	mezcla	N;NOM;DEF;SG	N;FEM;SG
الخلط	confusión	خَلط	confusión	N;NOM;DEF;SG	N;FEM;SG
الزهراء	zahra	زَهرَاء	zahra	N;NOM;DEF;SG	N;FEM;SG
زمان	zaman	زَمَان	zamar	N;NOM;INDF;SG	N;MASC;SG
تصريح	autorización	تَصرِيح	autorización	N;NOM;INDF;SG	N;FEM;SG
تصريح	permiso	تَصرِيح	permiso	N;NOM;INDF;SG	N;MASC;SG
تصريح	autorización	تَصرِيح	autorización	N;NOM;INDF;SG	N;FEM;SG
دلالة	importancia	دَلَالَة	importancia	N;NOM;INDF;SG	N;FEM;SG
دلالة	trascendencia	دَلَالَة	trascendencia	N;NOM;INDF;SG	N;FEM;SG
دلالة	significación	دَلَالَة	significación	N;NOM;INDF;SG	N;FEM;SG
منفصل	separado	مُنفَصِل	separar	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
منفصل	separada	مُنفَصِل	separado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
منفصل	separada	مُنفَصِل	separado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
منفصل	separado	مُنفَصِل	separar	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
بديلة	alternativa	بَدِيلَة	alternativa	N;NOM;INDF;SG	N;FEM;SG
بديلة	suplente	بَدِيلَة	suplente	N;NOM;INDF;SG	N;SG
بديلة	alternativa	بَدِيلَة	alternativa	N;NOM;INDF;SG	N;FEM;SG
ذروة	clímax	ذُروَة	clímax	N;NOM;INDF;SG	N;MASC;SG
ذروة	pico	ذُروَة	pico	N;NOM;INDF;SG	N;MASC;SG
الشيعية	chiíta	شِيعِيّ	chiíta	ADJ;NOM;DEF;FEM;SG	ADJ;SG
الشهادات	testimonios	شَهَادَة	testimonio	N;NOM;DEF;PL	N;MASC;PL
التنبؤ	predicción	تَنَبُّؤ	predicción	N;NOM;DEF;SG	N;FEM;SG
المشرف	moderador	مُشرِف	moderador	N;NOM;DEF;SG	N;MASC;SG
المشرف	supervisora	مُشرِف	supervisora	N;NOM;DEF;SG	N;FEM;SG
المشرف	supervisor	مُشرِف	supervisor	N;NOM;DEF;SG	N;MASC;SG
المشرف	responsable	مُشرِف	responsable	N;NOM;DEF;SG	N;SG
المشرف	mantenedor	مُشرِف	mantenedor	N;NOM;DEF;SG	N;MASC;SG
المشرف	administrador	مُشرِف	administrador	N;NOM;DEF;SG	N;MASC;SG
المشرف	administración	مُشرِف	administración	N;NOM;DEF;SG	N;FEM;SG
ترميز	codificación	تَرمِيز	codificación	N;NOM;INDF;SG	N;FEM;SG
ترميز	codificación	تَرمِيز	codificación	N;NOM;INDF;SG	N;FEM;SG
يفتح	abre	فَتَح	abrir	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
مثبطات	inhibidores	مُثَبِّط	inhibidor	N;NOM;INDF;PL	N;MASC;PL
الحمد	elogio	حَمد	elogio	N;NOM;DEF;SG	N;MASC;SG
الحمد	alabanza	حَمد	alabanza	N;NOM;DEF;SG	N;FEM;SG
الصيانة	manutención	صِيَانَة	manutención	N;NOM;DEF;SG	N;FEM;SG
الصيانة	mantenimiento	صِيَانَة	mantenimiento	N;NOM;DEF;SG	N;MASC;SG
الانتقالية	transitorio	اِنتِقَالِيّ	transitorio	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
التبغ	tabaco	التبغ	tabaco	N;NOM;DEF;SG	N;MASC;SG
اصدار	edición	إِصدَار	edición	N;NOM;INDF;SG	N;FEM;SG
اصدار	edition	إِصدَار	edition	N;NOM;INDF;SG	N;MASC;SG
اصدار	version	إِصدَار	version	N;NOM;INDF;SG	N;FEM;SG
اصدار	versión	إِصدَار	versión	N;NOM;INDF;SG	N;FEM;SG
اصدار	cuestión	إِصدَار	cuestión	N;NOM;INDF;SG	N;FEM;SG
صغار	jovenes	صَغِير	joven	N;NOM;INDF;PL	N;PL
صغار	jóvenes	صَغِير	joven	N;NOM;INDF;PL	N;PL
صديقة	novia	صَدِيقَة	novia	N;NOM;INDF;SG	N;FEM;SG
شتات	diáspora	شِتَات	diáspora	N;NOM;INDF;SG	N;FEM;SG
الجمجمة	calavera	جُمجُمَة	calavero	N;NOM;DEF;SG	N;FEM;SG
الجمجمة	cráneo	جُمجُمَة	cráneo	N;NOM;DEF;SG	N;MASC;SG
الجمجمة	skull	جُمجُمَة	skull	N;NOM;DEF;SG	N
الكبريت	azufre	كِبرِيت	azufre	N;NOM;DEF;SG	N;MASC;SG
الكبريت	sulfuro	كِبرِيت	sulfuro	N;NOM;DEF;SG	N;MASC;SG
الكبريت	azufre	كِبرِيت	azufre	N;NOM;DEF;SG	N;MASC;SG
الكبريت	sulfuro	كِبرِيت	sulfuro	N;NOM;DEF;SG	N;MASC;SG
الظل	sombra	ظِلّ	sombra	N;NOM;DEF;SG	N;FEM;SG
الظل	sombra	ظِلّ	sombra	N;NOM;DEF;SG	N;FEM;SG
الظل	shadow	ظِلّ	shadow	N;NOM;DEF;SG	N
الظل	sombra	ظِلّ	sombra	N;NOM;DEF;SG	N;FEM;SG
يختار	selecciona	اِختَار	seleccionar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
القلم	bolígrafo	قَلَم	bolígrafo	N;NOM;DEF;SG	N;MASC;SG
القلم	boli	قَلَم	boli	N;NOM;DEF;SG	N;MASC;SG
القلم	pen	قَلَم	pen	N;NOM;DEF;SG	N;MASC;SG
القلم	pluma	قَلَم	pluma	N;NOM;DEF;SG	N;FEM;SG
التقديرات	estimaciones	تَقدِير	estimación	N;NOM;DEF;PL	N;FEM;PL
التقديرات	estimaciones	تَقدِير	estimación	N;NOM;DEF;PL	N;FEM;PL
تدرج	inserta	دَرَج	insertar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
تدرج	insertar	دَرَج	insertar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
مواصلة	continuación	مُوَاصَلَة	continuación	N;NOM;INDF;SG	N;FEM;SG
التنين	dragón	تَنَيَّن	dragón	N;NOM;DEF;SG	N;MASC;SG
التنين	dragon	تَنَيَّن	dragon	N;NOM;DEF;SG	N;MASC;SG
تغيرت	cambió	تَغَيَّر	cambiar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
تتويج	coronación	تَتوِيج	coronación	N;NOM;INDF;SG	N;FEM;SG
النضال	lucha	نِضَال	lucha	N;NOM;DEF;SG	N;FEM;SG
مشارك	participante	مَشرَكَة	participante	N;NOM;INDF;SG	N;SG
المعتقدات	creencias	مُعتَقَد	creencia	N;NOM;DEF;PL	N;FEM;PL
جرذ	rat	جُرذ	rat	N;NOM;INDF;SG	N
جرذ	rata	جُرذ	rata	N;NOM;INDF;SG	N;FEM;SG
ثمان	ocho	ثَمَانِيَة	ocho	NUM;NOM;INDF;FEM	NUM;PL
مشاركات	acciones	مُشَارَكَة	acción	N;NOM;INDF;PL	N;FEM;PL
الناجحة	exitoso	نَاجِح	exitoso	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الناجحة	exitosa	نَاجِح	exitoso	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
السجل	registro	سِجِلّ	registro	N;NOM;DEF;SG	N;MASC;SG
السجل	récord	سِجِلّ	récord	N;NOM;DEF;SG	N;MASC;SG
السجل	registro	سِجِلّ	registro	N;NOM;DEF;SG	N;MASC;SG
السجل	tronco	سِجِلّ	tronco	N;NOM;DEF;SG	N;MASC;SG
السجل	bitácora	سِجِلّ	bitácora	N;NOM;DEF;SG	N;FEM;SG
السجل	registro	سِجِلّ	registro	N;NOM;DEF;SG	N;MASC;SG
السجل	secretaría	سِجِلّ	secretaría	N;NOM;DEF;SG	N;FEM;SG
موحدة	unificado	مُوَحَّد	unificado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
موحدة	unificada	مُوَحَّد	unificar	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
موحدة	estandarizado	مُوَحَّد	estandarizado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
موحدة	normalizado	مُوَحَّد	normalizar	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
موحدة	uniforme	مُوَحَّد	uniforme	ADJ;NOM;INDF;FEM;SG	ADJ;SG
التحدي	impugnación	تَحَدِّي	impugnación	N;NOM;DEF;SG	N;FEM;SG
التحدي	challenge	تَحَدِّي	challenge	N;NOM;DEF;SG	N;SG
التحدي	reto	تَحَدِّي	reto	N;NOM;DEF;SG	N;MASC;SG
التحدي	desafio	تَحَدِّي	desafio	N;NOM;DEF;SG	N;MASC;SG
التحدي	desafío	تَحَدِّي	desafío	N;NOM;DEF;SG	N;MASC;SG
محاضرة	conferencia	مُحَاضَرَة	conferencia	N;NOM;INDF;SG	N;FEM;SG
محاضرة	cátedra	مُحَاضَرَة	cátedra	N;NOM;INDF;SG	N;FEM;SG
النانو	nano	النانو	nano	N;NOM;DEF;SG	N;MASC;SG
الالكترونية	electrónico	إِلِكترُونِيّ	electrónico	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الالكترونية	electrónica	إِلِكترُونِيّ	electrónico	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
البقرة	vaca	بَقَرَة	vaca	N;NOM;DEF;SG	N;FEM;SG
اربع	cuatro	أَربَعَة	cuatro	NUM;NOM;INDF;FEM	NUM;PL
الحافة	edge	حَافّ	edge	N;NOM;DEF;SG	N
الحافة	filo	حَافّ	filo	N;NOM;DEF;SG	N;MASC;SG
الحافة	borde	حَافّ	borde	N;NOM;DEF;SG	N;MASC;SG
الحافة	arista	حَافّ	aristar	N;NOM;DEF;SG	N;FEM;SG
خريف	otoño	خَرِيف	otoño	N;NOM;INDF;SG	N;MASC;SG
صناعات	industrias	صِنَاعَة	industria	N;NOM;INDF;PL	N;FEM;PL
الخبرات	experiencias	خِبرَة	experiencia	N;NOM;DEF;PL	N;FEM;PL
الخبرات	experiencias	خِبرَة	experiencia	N;NOM;DEF;PL	N;FEM;PL
المدار	órbita	مَدَار	órbita	N;NOM;DEF;SG	N;FEM;SG
المدار	orbita	مَدَار	orbitar	N;NOM;DEF;SG	N;FEM;SG
متسابق	racer	مُتَسَابِق	racer	N;NOM;INDF;SG	N;MASC;SG
التشريح	anatomía	تَشرِيح	anatomía	N;NOM;DEF;SG	N;FEM;SG
التشريح	autopsia	تَشرِيح	autopsia	N;NOM;DEF;SG	N;FEM;SG
دفعة	impulso	دَفعَة	impulso	N;NOM;INDF;SG	N;MASC;SG
دفعة	tanda	دَفعَة	tanda	N;NOM;INDF;SG	N;FEM;SG
دفعة	lote	دَفعَة	lote	N;NOM;INDF;SG	N;MASC;SG
دفعة	pago	دَفعَة	pago	N;NOM;INDF;SG	N;MASC;SG
النسوية	feminista	نَسَوِيّ	feminista	ADJ;NOM;DEF;FEM;SG	ADJ;SG
عينات	muestras	عينات	muestra	N;NOM;INDF;PL	N;FEM;PL
الميل	inclinación	مِيل	inclinación	N;NOM;DEF;SG	N;FEM;SG
الميل	mile	مِيل	mile	N;NOM;DEF;SG	N;MASC;SG
الميل	milla	مِيل	milla	N;NOM;DEF;SG	N;FEM;SG
الميل	kilómetro	مِيل	kilómetro	N;NOM;DEF;SG	N;MASC;SG
مزايا	ventajas	مَزِيَّة	ventaja	N;NOM;INDF;PL	N;FEM;PL
مغلقة	cerrada	مُغلَق	cerrado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
مغلقة	cerrado	مُغلَق	cerrado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
منصات	plataformas	مِنَصَّة	plataforma	N;NOM;INDF;PL	N;FEM;PL
منصات	almohadillas	مِنَصَّة	almohadilla	N;NOM;INDF;PL	N;FEM;PL
منصات	paletas	مِنَصَّة	paleta	N;NOM;INDF;PL	N;FEM;PL
المدرج	pista	مُدَرَّج	pista	N;NOM;DEF;SG	N;FEM;SG
المدرج	pasarela	مُدَرَّج	pasarela	N;NOM;DEF;SG	N;FEM;SG
تقليد	tradición	تَقلِيد	tradición	N;NOM;INDF;SG	N;FEM;SG
ميكانيكية	mecánico	مِيكَانِيكِيَّة	mecánico	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
ميكانيكية	mecánica	مِيكَانِيكِيَّة	mecánico	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
السعة	capacidad	سِعَّة	capacidad	N;NOM;DEF;SG	N;FEM;SG
السعة	amplitud	سِعَّة	amplitud	N;NOM;DEF;SG	N;FEM;SG
التهديد	amenaza	تَهدِيد	amenaza	N;NOM;DEF;SG	N;FEM;SG
المسلح	pistolero	مُسَلَّح	pistolero	N;NOM;DEF;SG	N;MASC;SG
الموانئ	puertos	مِينَاء	puerto	N;NOM;DEF;PL	N;MASC;PL
دنيا	mínima	دَنِيّ	mínimo	ADJ;ACC;INDF;MASC;SG	ADJ;FEM;SG
دنيا	mínimo	دَنِيّ	mínimo	ADJ;ACC;INDF;MASC;SG	ADJ;MASC;SG
الطلاق	divorcio	طَلَاق	divorcio	N;NOM;DEF;SG	N;MASC;SG
خفيف	ligera	خفيف	ligero	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
خفيف	ligero	خفيف	ligero	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
الفائزين	ganadoras	فَائِز	ganador	ADJ;NOM;DEF;MASC;PL	ADJ;FEM;PL
المرجح	ponderada	مُرَجَّح	ponderado	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG;V.PTCP
المرجح	ponderado	مُرَجَّح	ponderado	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
تهديد	amenaza	تَهدِيد	amenaza	N;NOM;INDF;SG	N;FEM;SG
المعيار	criterio	مِعيَار	criterio	N;NOM;DEF;SG	N;MASC;SG
المعيار	norma	مِعيَار	norma	N;NOM;DEF;SG	N;FEM;SG
المنفى	exilio	مَنفَى	exilio	N;NOM;DEF;SG	N;MASC;SG
المنفى	destierro	مَنفَى	destierro	N;NOM;DEF;SG	N;MASC;SG
تشابه	similitud	تَشَابُه	similitud	N;NOM;INDF;SG	N;FEM;SG
تشابه	semejanza	تَشَابُه	semejanza	N;NOM;INDF;SG	N;FEM;SG
المصلحة	interes	مَصلَحَة	inter	N;NOM;DEF;SG	N;MASC;SG
المصلحة	interés	مَصلَحَة	interés	N;NOM;DEF;SG	N;MASC;SG
الحفظ	conservación	حِفظ	conservación	N;NOM;DEF;SG	N;FEM;SG
الحفظ	ahorro	حِفظ	ahorro	N;NOM;DEF;SG	N;MASC;SG
الحفظ	conservación	حِفظ	conservación	N;NOM;DEF;SG	N;FEM;SG
الحفظ	preservación	حِفظ	preservación	N;NOM;DEF;SG	N;FEM;SG
استخدامات	usos	اِستِخدَام	uso	N;NOM;INDF;PL	N;MASC;PL
تعليقات	observaciones	تَعلِيق	observación	N;NOM;INDF;PL	N;FEM;PL
تعليقات	comentarios	تَعلِيق	comentario	N;NOM;INDF;PL	N;MASC;PL
المهن	profesiones	مِهنَة	profesión	N;NOM;DEF;PL	N;FEM;PL
المهن	carreras	مِهنَة	carrera	N;NOM;DEF;PL	N;FEM;PL
المهن	profesiones	مِهنَة	profesión	N;NOM;DEF;PL	N;FEM;PL
المهن	ocupaciones	مِهنَة	ocupación	N;NOM;DEF;PL	N;FEM;PL
تلفاز	televisor	تَلفَاز	televisor	N;NOM;INDF;SG	N;MASC;SG
تلفاز	television	تَلفَاز	television	N;NOM;INDF;SG	N;FEM;SG
تلفاز	televisión	تَلفَاز	televisión	N;NOM;INDF;SG	N;FEM;SG
السلبي	pasiva	سَلبِيّ	pasivo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
السلبي	pasivo	سَلبِيّ	pasivo	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
قيود	limitaciones	قَيد	limitación	N;NOM;INDF;PL	N;FEM;PL
قيود	restricciones	قَيد	restricción	N;NOM;INDF;PL	N;FEM;PL
قيود	condicionamientos	قَيد	condicionamiento	N;NOM;INDF;PL	N;MASC;PL
قيود	limitaciones	قَيد	limitación	N;NOM;INDF;PL	N;FEM;PL
قيود	restricciones	قَيد	restricción	N;NOM;INDF;PL	N;FEM;PL
جيب	jeep	جيب	jeep	N;NOM;INDF;SG	N;MASC;SG
جيب	pocket	جيب	pocket	N;NOM;INDF;SG	N
جيب	bolsillo	جيب	bolsillo	N;NOM;INDF;SG	N;MASC;SG
حقن	inyección	حَقَّن	inyección	N;NOM;INDF;SG	N;FEM;SG
البطالة	paro	بِطَالَة	paro	N;NOM;DEF;SG	N;MASC;SG
البطالة	desempleo	بِطَالَة	desempleo	N;NOM;DEF;SG	N;MASC;SG
الفصائل	facciones	فَصِيلَة	facción	N;NOM;DEF;PL	N;FEM;PL
تجهيز	procesamiento	تَجهِيز	procesamiento	N;NOM;INDF;SG	N;MASC;SG
تجهيز	tramitación	تَجهِيز	tramitación	N;NOM;INDF;SG	N;FEM;SG
تجهيز	transformación	تَجهِيز	transformación	N;NOM;INDF;SG	N;FEM;SG
الجلسة	sesión	جَلسَة	sesión	N;NOM;DEF;SG	N;FEM;SG
الجلسة	reunión	جَلسَة	reunión	N;NOM;DEF;SG	N;FEM;SG
الجلسة	encuentro	جَلسَة	encuentro	N;NOM;DEF;SG	N;MASC;SG
الحريات	libertades	حُرِّيَّة	libertad	N;NOM;DEF;PL	N;FEM;PL
احداث	historias	حَدَث	historia	N;NOM;INDF;PL	N;FEM;PL
احداث	relatos	حَدَث	relato	N;NOM;INDF;PL	N;MASC;PL
احداث	cuentos	حَدَث	cuento	N;NOM;INDF;PL	N;MASC;PL
احداث	eventos	حَدَث	evento	N;NOM;INDF;PL	N;MASC;PL
احداث	acontecimientos	حَدَث	acontecimiento	N;NOM;INDF;PL	N;MASC;PL
ركوب	equitación	ركوب	equitación	N;NOM;INDF;SG	N;FEM;SG
ركوب	cabalgata	ركوب	cabalgata	N;NOM;INDF;SG	N;FEM;SG
ركوب	ride	ركوب	redir	N;NOM;INDF;SG	N
ركوب	paseo	ركوب	paseo	N;NOM;INDF;SG	N;MASC;SG
الخريف	otoño	خَرِيف	otoño	N;NOM;DEF;SG	N;MASC;SG
الخريف	otoño	خَرِيف	otoño	N;NOM;DEF;SG	N;MASC;SG
الخريف	caída	خَرِيف	caída	N;NOM;DEF;SG	N;FEM;SG
النهج	enfoque	نَهج	enfoque	N;NOM;DEF;SG	N;MASC;SG
النهج	acercamiento	نَهج	acercamiento	N;NOM;DEF;SG	N;MASC;SG
النهج	aproximación	نَهج	aproximación	N;NOM;DEF;SG	N;FEM;SG
النهج	abordaje	نَهج	abordaje	N;NOM;DEF;SG	N;MASC;SG
النهج	planteamiento	نَهج	planteamiento	N;NOM;DEF;SG	N;MASC;SG
روضة	guardería	رَوضَة	guardería	N;NOM;INDF;SG	N;FEM;SG
التوجهات	tendencias	تَوَجُّه	tendencia	N;NOM;DEF;PL	N;FEM;PL
