yang	que	yang	que	PRO	PRO;MASC;SG
batas	contorno	batas	contorno	N;SG	N;MASC;SG
batas	limite	batas	limite	N;SG	N;MASC;SG
batas	fronteira	batas	fronteira	N;SG	N;FEM;SG
berita	notícia	berita	notícia	N;SG	N;FEM;SG
berita	story	berita	story	N;SG	N;MASC;SG
berita	história	berita	história	N;SG	N;FEM;SG
ayat	verso	ayat	verso	N;SG	N;MASC;SG
ayat	versículo	ayat	versículo	N;SG	N;MASC;SG
perangkat	aparelho	perangkat	aparelho	N;SG	N;MASC;SG
perangkat	dispositivo	perangkat	dispositivo	N;SG	N;MASC;SG
meninggalkan	deixe	mentinggalkan	deixar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
meninggalkan	sair	mentinggalkan	sair	V;SG;ACT	V;NFIN
meninggalkan	deixar	mentinggalkan	deixar	V;SG;ACT	V;NFIN
meninggalkan	saindo	mentinggalkan	sair	V;SG;ACT	V;V.MSDR
meninggalkan	partindo	mentinggalkan	partir	V;SG;ACT	V;V.MSDR
meninggalkan	deixando	mentinggalkan	deixar	V;SG;ACT	V;V.MSDR
meninggalkan	deixar	mentinggalkan	deixar	V;SG;ACT	V;NFIN
kondisi	condição	kondisi	condição	N;SG	N;FEM;SG
kondisi	estado	kondisi	estado	N;SG	N;MASC;SG
senjata	armamento	senjata	armamento	N;SG	N;MASC;SG
senjata	arma	senjata	arma	N;SG	N;FEM;SG
senjata	pistola	senjata	pistola	N;SG	N;FEM;SG
senjata	gun	senjata	gun	N;SG	N;MASC;SG
senjata	arma	senjata	arma	N;SG	N;FEM;SG
senjata	guns	senjata	guns	N;SG	N;MASC;SG
mudah	facil	mudah	facil	ADJ;SG	ADJ;MASC;SG
mudah	fácil	mudah	fácil	ADJ;SG	ADJ;MASC;SG
menengah	mídia	menengah	mídia	N;SG	N;FEM;SG
menengah	média	menengah	média	N;SG	N;FEM;SG
menengah	médium	menengah	médium	N;SG	N;MASC;SG
menengah	intermediária	menengah	intermediária	N;SG	N;FEM;SG
menengah	intermédio	menengah	intermédio	N;SG	N;MASC;SG
fungsi	função	fungsi	função	N;SG	N;FEM;SG
aktris	atriz	aktris	atriz	N;SG	N;FEM;SG
aktris	actriz	aktris	actriz	N;SG	N;FEM;SG
berlangsung	dura	berlangsung	durar	V;SG;ACT	V;IND;SG;3;PRS;FIN
dewasa	maduro	dewasa	maduro	ADJ;SG	ADJ;MASC;SG
dewasa	madura	dewasa	madura	ADJ;SG	ADJ;FEM;SG
membangun	construindo	menbangun	construir	V;SG;ACT	V;V.MSDR
membangun	construída	menbangun	construir	V;SG;ACT	V;FEM;SG;V.PTCP
membangun	construído	menbangun	construir	V;SG;ACT	V;MASC;SG;V.PTCP
membangun	construir	menbangun	construir	V;SG;ACT	V;NFIN
membangun	construa	menbangun	construo	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
membangun	constrói	menbangun	construir	V;SG;ACT	V;IND;SG;3;PRS;FIN
membangun	construir	menbangun	construir	V;SG;ACT	V;NFIN
membangun	constrói	menbangun	construir	V;SG;ACT	V;IND;SG;3;PRS;FIN
rasa	gosto	rasa	gosto	N;SG	N;MASC;SG
rasa	sabor	rasa	sabor	N;SG	N;MASC;SG
rasa	sabor	rasa	sabor	N;SG	N;MASC;SG
layanan	serviço	layanan	serviço	N;SG	N;MASC;SG
pindah	movendo	pindah	mover	V;SG;ACT	V;V.MSDR
pindah	mover	pindah	mover	V;SG;ACT	V;NFIN
kimia	químico	kimia	químico	N;SG	N;MASC;SG
kimia	química	kimia	química	N;SG	N;FEM;SG
kimia	química	kimia	química	N;SG	N;FEM;SG
perlu	precisa	perlu	precisar	V;SG;ACT	V;IND;SG;3;PRS;FIN
naskah	manuscrito	naskah	manuscrito	N;SG	N;MASC;SG
naskah	guião	naskah	guião	N;SG	N;MASC;SG
naskah	roteiro	naskah	roteiro	N;SG	N;MASC;SG
naskah	script	naskah	script	N;SG	N;MASC;SG
barang	mercadoria	barang	mercadoria	N;SG	N;FEM;SG
barang	mercadoria	barang	mercadoria	N;SG	N;FEM;SG
barang	item	barang	item	N;SG	N;MASC;SG
majalah	magazine	majalah	magazine	N;SG	N;MASC;SG
majalah	revista	majalah	revista	N;SG	N;FEM;SG
enam	seis	enam	seis	NUM	NUM
suci	casto	suci	casto	ADJ;SG	ADJ;MASC;SG
berikutnya	próximo	berikutnya	próximo	ADV	ADV
populasi	população	populasi	população	N;SG	N;FEM;SG
ayah	pai	ayah	pai	N;SG	N;MASC;SG
ayah	papai	ayah	papar	N;SG	N;MASC;SG
ayah	papá	ayah	papar	N;SG	N;MASC;SG
ayah	pai	ayah	pai	N;SG	N;MASC;SG
ayah	daddy	ayah	daddy	N;SG	N;MASC;SG
ayah	papai	ayah	papar	N;SG	N;MASC;SG
ayah	paizinho	ayah	paizinho	N;SG	N;MASC;SG
ayah	pai	ayah	pai	N;SG	N;MASC;SG
ayah	padre	ayah	padre	N;SG	N;MASC;SG
peringkat	classificação	peringkat	classificação	N;SG	N;FEM;SG
peringkat	notação	peringkat	notação	N;SG	N;FEM;SG
peringkat	patente	peringkat	patente	N;SG	N;FEM;SG
peringkat	rank	peringkat	rank	N;SG	N;MASC;SG
peringkat	posto	peringkat	posto	N;SG	N;MASC;SG
peringkat	audiência	peringkat	audiência	N;SG	N;FEM;SG
jatuh	caindo	jatuh	cair	V;SG;ACT	V;V.MSDR
jatuh	cair	jatuh	cair	V;SG;ACT	V;NFIN
jatuh	cai	jatuh	cair	V;SG;ACT	V;IND;SG;3;PRS;FIN
jatuh	caído	jatuh	cair	V;SG;ACT	V;MASC;SG;V.PTCP
jatuh	caída	jatuh	caída	V;SG;ACT	V;FEM;SG;V.PTCP
penuh	cheia	penuh	cheio	ADJ;SG	ADJ;FEM;SG
penuh	plena	penuh	pleno	ADJ;SG	ADJ;FEM;SG
penuh	pleno	penuh	pleno	ADJ;SG	ADJ;MASC;SG
penuh	cheio	penuh	cheio	ADJ;SG	ADJ;MASC;SG
penyakit	doença	pensakit	doença	N;SG	N;FEM;SG
penyakit	doença	pensakit	doença	N;SG	N;FEM;SG
penyakit	doença	pensakit	doença	N;SG	N;FEM;SG
penyakit	enjoo	pensakit	enjoo	N;SG	N;MASC;SG
komunitas	comunidade	komunitas	comunidade	N;SG	N;FEM;SG
fasilitas	facilidade	fasilitas	facilidade	N;SG	N;FEM;SG
kasus	case	kasus	case	N;SG	N;MASC;SG
kasus	caso	kasus	caso	N;SG	N;MASC;SG
populer	popular	populer	popular	ADJ;SG	ADJ;MASC;SG
komunikasi	comunicação	komunikasi	comunicação	N;SG	N;FEM;SG
komunikasi	comunicação	komunikasi	comunicação	N;SG	N;FEM;SG
tambahan	figurante	tambahan	figurante	N;SG	N;MASC;SG
tambahan	extra	tambahan	extra	N;SG	N;MASC;SG
tambahan	adição	tambahan	adição	N;SG	N;FEM;SG
tambahan	complemento	tambahan	complemento	N;SG	N;MASC;SG
tambahan	suplemento	tambahan	suplemento	N;SG	N;MASC;SG
memperoleh	ganhando	menperoleh	ganhar	V;SG;ACT	V;V.MSDR
memperoleh	adquira	menperoleh	adquir	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
memperoleh	adquirir	menperoleh	adquirir	V;SG;ACT	V;NFIN
memperoleh	adquire	menperoleh	adquirir	V;SG;ACT	V;IND;SG;3;PRS;FIN
istri	mulher	istri	mulher	N;SG	N;FEM;SG
istri	esposa	istri	esposo	N;SG	N;FEM;SG
judul	cabeçalho	judul	cabeçalho	N;SG	N;MASC;SG
judul	manchete	judul	manchete	N;SG	N;FEM;SG
judul	cabeçalho	judul	cabeçalho	N;SG	N;MASC;SG
judul	titulo	judul	titulo	N;SG	N;MASC;SG
judul	título	judul	título	N;SG	N;MASC;SG
bebas	livre	bebas	livre	ADJ;SG	ADJ;MASC;SG
bebas	gratuito	bebas	gratuito	ADJ;SG	ADJ;MASC;SG
wisata	turismo	wisata	turismo	N;SG	N;MASC;SG
wisata	viagem	wisata	viagem	N;SG	N;FEM;SG
wisata	tour	wisata	tour	N;SG	N;MASC;SG
bantuan	assistência	bantuan	assistência	N;SG	N;FEM;SG
bantuan	socorro	bantuan	socorro	N;SG	N;MASC;SG
bantuan	ajuda	bantuan	ajuda	N;SG	N;FEM;SG
bandara	aeroporto	bandara	aeroporto	N;SG	N;MASC;SG
km²	km²	km²	km²	N	N;MASC;SG
tampil	aparecer	tampil	aparecer	V;SG;ACT	V;NFIN
tampil	realizando	tampil	realizar	V;SG;ACT	V;V.MSDR
emas	golden	emas	golden	N;SG	N;MASC;SG
emas	ouro	emas	ouro	N;SG	N;MASC;SG
emas	ouro	emas	ouro	N;SG	N;MASC;SG
emas	gold	emas	gold	N;SG	N;MASC;SG
meraih	agarrando	menraih	agarrar	V;SG;ACT	V;V.MSDR
meraih	agarrar	menraih	agarrar	V;SG;ACT	V;NFIN
meraih	agarrou	menraih	agarrar	V;SG;ACT	V;IND;SG;3;PST;FIN
meraih	agarrado	menraih	agarrar	V;SG;ACT	V;MASC;SG;V.PTCP
olahraga	treino	olahraga	treino	N;SG	N;MASC;SG
olahraga	desporto	olahraga	desporto	N;SG	N;MASC;SG
olahraga	esporte	olahraga	esporte	N;SG	N;MASC;SG
olahraga	desporto	olahraga	desporto	N;SG	N;MASC;SG
bisnis	negócio	bisnis	negócio	N;SG	N;MASC;SG
titik	ponto	titik	ponto	N;SG	N;MASC;SG
titik	point	titik	point	N;SG	N;MASC;SG
unsur	elemento	unsur	elemento	N;SG	N;MASC;SG
pria	men	pria	men	N;SG	N;MASC;SG
pria	man	pria	man	N;SG	N;MASC;SG
pria	pá	pria	pá	N;SG	N;FEM;SG
pria	cara	pria	cara	N;SG	N;FEM;SG
pria	homem	pria	homem	N;SG	N;MASC;SG
lapangan	field	lapangan	field	N;SG	N;MASC;SG
lapangan	campo	lapangan	campo	N;SG	N;MASC;SG
lapangan	arremesso	lapangan	arremesso	N;SG	N;MASC;SG
lapangan	breu	lapangan	breu	N;SG	N;MASC;SG
pengetahuan	conhecimento	pengetahuan	conhecimento	N;SG	N;MASC;SG
mendukung	apoio	mendukung	apoio	N;SG;ACT	N;MASC;SG
mendukung	suporte	mendukung	suporte	N;SG;ACT	N;MASC;SG
svg	svg	svg	svg	N	N;MASC;SG
seseorang	alguem	seseorang	alguem	N;SG	N;MASC;SG
seseorang	alguem	seseorang	alguem	N;SG	N;MASC;SG
kebijakan	política	kebijakan	política	N;SG	N;FEM;SG
sana	sana	sana	sana	N;SG	N;MASC;SG
struktur	estrutura	struktur	estrutura	N;SG	N;FEM;SG
terpilih	escolhido	terpilih	escolher	V;SG;PASS	V;MASC;SG;V.PTCP
terpilih	escolhida	terpilih	escolher	V;SG;PASS	V;FEM;SG;V.PTCP
terpilih	eleito	terpilih	eleger	V;SG;PASS	V;MASC;SG;V.PTCP
terpilih	eleita	terpilih	eleger	V;SG;PASS	V;FEM;SG;V.PTCP
terpilih	seleccionado	terpilih	seleccionar	V;SG;PASS	V;MASC;SG;V.PTCP
terpilih	selecionado	terpilih	selecionar	V;SG;PASS	V;MASC;SG;V.PTCP
terpilih	selecionada	terpilih	selecionado	V;SG;PASS	V;FEM;SG;V.PTCP
terpilih	votada	terpilih	votar	V;SG;PASS	V;FEM;SG;V.PTCP
terpilih	votado	terpilih	votar	V;SG;PASS	V;MASC;SG;V.PTCP
terpilih	votou	terpilih	votar	V;SG;PASS	V;IND;SG;3;PST;FIN
terpilih	votei	terpilih	votar	V;SG;PASS	V;IND;SG;1;PST;FIN
oksigen	oxigénio	oksigen	oxigénio	N;SG	N;MASC;SG
oksigen	oxigênio	oksigen	oxigênio	N;SG	N;MASC;SG
terbuka	abre	terbuka	abrir	V;SG	V;IND;SG;3;PRS;FIN
terbuka	aberto	terbuka	abrir	V;SG	V;MASC;SG;V.PTCP
terbuka	abra	terbuka	abrir	V;SG	V;SBJV;SG;3;PRS;FIN
terbuka	abrir	terbuka	abrir	V;SG	V;NFIN
terbuka	aberta	terbuka	abrir	V;SG	V;FEM;SG;V.PTCP
terbuka	abre	terbuka	abrir	V;SG	V;IND;SG;3;PRS;FIN
memutuskan	decidindo	menputuskan	decidir	V;SG;ACT	V;V.MSDR
memutuskan	decidir	menputuskan	decidir	V;SG;ACT	V;NFIN
memutuskan	decidida	menputuskan	decidir	V;SG;ACT	V;FEM;SG;V.PTCP
memutuskan	decidi	menputuskan	decidir	V;SG;ACT	V;IND;SG;1;PST;FIN
memutuskan	decidiu	menputuskan	decidir	V;SG;ACT	V;IND;SG;3;PST;FIN
memutuskan	decidido	menputuskan	decidir	V;SG;ACT	V;MASC;SG;V.PTCP
memutuskan	decidir	menputuskan	decidir	V;SG;ACT	V;NFIN
memutuskan	decida	menputuskan	decidir	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
memutuskan	decide	menputuskan	decidir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memutuskan	decide	menputuskan	decidir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memutuskan	desligando	menputuskan	desligar	V;SG;ACT	V;V.MSDR
bertemu	conheça	bertemu	conhecer	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
bertemu	conhecer	bertemu	conhecer	V;SG;ACT	V;NFIN
bertemu	conheceu	bertemu	conhecer	V;SG;ACT	V;IND;SG;3;PST;FIN
bertemu	conheci	bertemu	conhecer	V;SG;ACT	V;IND;SG;1;PST;FIN
bertemu	reúne	bertemu	reunir	V;SG;ACT	V;IND;SG;3;PRS;FIN
sastra	literários	sastra	literário	N	N;MASC;PL
sastra	literatura	sastra	literatura	N	N;FEM;SG
digital	digital	digital	digital	N;SG	N;MASC;SG
ibukota	capital	ibukota	capital	N;SG	N;MASC;SG
edisi	edição	edisi	edição	N;SG	N;FEM;SG
laboratorium	laboratório	laboratorium	laboratório	N	N;MASC;SG
laboratorium	lab	laboratorium	lab	N	N;MASC;SG
laboratorium	laboratório	laboratorium	laboratório	N	N;MASC;SG
laboratorium	laboratórios	laboratorium	laboratório	N	N;MASC;PL
laboratorium	laboratórios	laboratorium	laboratório	N	N;MASC;PL
diambil	tirada	diambil	tirar	V;SG;PASS	V;FEM;SG;V.PTCP
diambil	tomado	diambil	tomar	V;SG;PASS	V;MASC;SG;V.PTCP
diambil	levado	diambil	levar	V;SG;PASS	V;MASC;SG;V.PTCP
diambil	recuperado	diambil	recuperar	V;SG;PASS	V;MASC;SG;V.PTCP
diambil	recuperada	diambil	recuperar	V;SG;PASS	V;FEM;SG;V.PTCP
peserta	participante	peserta	participante	N;SG	N;MASC;SG
peserta	participante	peserta	participante	N;SG	N;MASC;SG
cabang	ramo	cabang	ramo	N;SG	N;MASC;SG
cabang	sucursal	cabang	sucursal	N;SG	N;FEM;SG
cabang	branch	cabang	branch	N;SG	N;MASC;SG
hotel	hotel	hotel	hotel	N;SG	N;MASC;SG
segera	imediatamente	segera	imediatamente	ADV	ADV
segera	logo	segera	logo	ADV	ADV
segera	brevemente	segera	brevemente	ADV	ADV
novel	romance	novel	romance	N	N;MASC;SG
novel	novela	novel	novela	N	N;FEM;SG
novel	novelas	novel	novela	N	N;FEM;PL
novel	romances	novel	romance	N	N;MASC;PL
sifat	adjectivo	sifat	adjectivo	N;SG	N;MASC;SG
sifat	traço	sifat	traço	N;SG	N;MASC;SG
tulisan	escrita	tulisan	escrita	N;SG	N;FEM;SG
diadakan	realizada	diadakan	realizar	V;SG;PASS	V;FEM;SG;V.PTCP
diadakan	realizado	diadakan	realizar	V;SG;PASS	V;MASC;SG;V.PTCP
diadakan	segurou	diadakan	segurar	V;SG;PASS	V;IND;SG;3;PST;FIN
listrik	eletricidade	listrik	eletricidade	N;SG	N;FEM;SG
listrik	electricidade	listrik	electricidade	N;SG	N;FEM;SG
listrik	elétrica	listrik	elétrico	N;SG	N;FEM;SG
listrik	elétrico	listrik	elétrico	N;SG	N;MASC;SG
listrik	eléctrica	listrik	eléctrico	N;SG	N;FEM;SG
listrik	elétrica	listrik	elétrico	N;SG	N;FEM;SG
listrik	elétrico	listrik	elétrico	N;SG	N;MASC;SG
studio	estudio	studio	estudio	N;SG	N;MASC;SG
studio	ateliê	studio	ateliê	N;SG	N;MASC;SG
studio	studio	studio	studio	N;SG	N;MASC;SG
studio	estúdio	studio	estúdio	N;SG	N;MASC;SG
khas	típico	khas	típico	ADJ;SG	ADJ;MASC;SG
khas	típica	khas	típico	ADJ;SG	ADJ;FEM;SG
perdagangan	comércio	perdagangan	comércio	N;SG	N;MASC;SG
perdagangan	comercio	perdagangan	comercio	N;SG	N;MASC;SG
perdagangan	trading	perdagangan	trading	N;SG	N;MASC;SG
perdagangan	negociação	perdagangan	negociação	N;SG	N;FEM;SG
tradisi	tradição	tradisi	tradição	N;SG	N;FEM;SG
diproduksi	produziu	diproduksi	produzir	V;SG;PASS	V;IND;SG;3;PST;FIN
diproduksi	produzida	diproduksi	produzir	V;SG;PASS	V;FEM;SG;V.PTCP
diproduksi	produzido	diproduksi	produzir	V;SG;PASS	V;MASC;SG;V.PTCP
diproduksi	fabricado	diproduksi	fabricar	V;SG;PASS	V;MASC;SG;V.PTCP
diproduksi	fabricada	diproduksi	fabricar	V;SG;PASS	V;FEM;SG;V.PTCP
serangga	insecto	serangga	insecto	N;SG	N;MASC;SG
serangga	inseto	serangga	inseto	N;SG	N;MASC;SG
pos	pos	pos	pos	N;SG;ACT	N;MASC;SG
pos	postal	pos	postal	N;SG;ACT	N;MASC;SG
meminta	solicitada	menpinta	solicitar	V;SG;ACT	V;FEM;SG;V.PTCP
meminta	solicitado	menpinta	solicitar	V;SG;ACT	V;MASC;SG;V.PTCP
meminta	pedida	menpinta	pedir	V;SG;ACT	V;FEM;SG;V.PTCP
meminta	solicitando	menpinta	solicitar	V;SG;ACT	V;V.MSDR
energi	energia	energi	energia	N;SG	N;FEM;SG
meningkatkan	aumente	mentingkatkan	aumente	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
meningkatkan	aumentar	mentingkatkan	aumentar	V;SG;ACT	V;NFIN
meningkatkan	aumenta	mentingkatkan	aumentar	V;SG;ACT	V;IND;SG;3;PRS;FIN
meningkatkan	melhorar	mentingkatkan	melhorar	V;SG;ACT	V;NFIN
meningkatkan	melhorando	mentingkatkan	melhorar	V;SG;ACT	V;V.MSDR
meningkatkan	aumentar	mentingkatkan	aumentar	V;SG;ACT	V;NFIN
meningkatkan	aumentando	mentingkatkan	aumentar	V;SG;ACT	V;V.MSDR
meningkatkan	melhorar	mentingkatkan	melhorar	V;SG;ACT	V;NFIN
meningkatkan	melhore	mentingkatkan	melhore	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
darah	sangue	darah	sangue	N;SG	N;MASC;SG
darah	blood	darah	blood	N;SG	N;MASC;SG
pasal	capitulo	pasal	capitulo	N;SG	N;MASC;SG
pasal	capítulo	pasal	capítulo	N;SG	N;MASC;SG
pasal	artigo	pasal	artigo	N;SG	N;MASC;SG
dibentuk	formado	dibentuk	formar	V;SG;PASS	V;MASC;SG;V.PTCP
dibentuk	formada	dibentuk	formar	V;SG;PASS	V;FEM;SG;V.PTCP
siswa	aluno	siswa	aluno	N;SG	N;MASC;SG
siswa	aluna	siswa	aluna	N;SG	N;FEM;SG
siswa	estudante	siswa	estudante	N;SG	N;MASC;SG
siswa	student	siswa	student	N;SG	N;MASC;SG
jelas	limpo	jelas	limpo	ADJ;SG	ADJ;MASC;SG
keuangan	financeira	keuangan	financeiro	N;SG	N;FEM;SG
asing	estranha	asing	estranho	ADJ;SG	ADJ;FEM;SG
asing	estranho	asing	estranho	ADJ;SG	ADJ;MASC;SG
kemungkinan	probabilidade	kemungkinan	probabilidade	N;SG	N;FEM;SG
kemungkinan	possibilidade	kemungkinan	possibilidade	N;SG	N;FEM;SG
imam	imam	imam	ima	N;SG	N;MASC;SG
imam	imã	imam	imã	N;SG	N;MASC;SG
imam	priest	imam	priest	N;SG	N;MASC;SG
imam	padre	imam	padre	N;SG	N;MASC;SG
imam	sacerdote	imam	sacerdote	N;SG	N;MASC;SG
berbentuk	moldado	berbentuk	moldar	V;SG;ACT	V;MASC;SG;V.PTCP
tunggal	singular	tunggal	singular	ADJ;SG	ADJ;MASC;SG
berakhir	termina	berakhir	terminar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berakhir	encerrando	berakhir	encerrar	V;SG;ACT	V;V.MSDR
berakhir	terminando	berakhir	terminar	V;SG;ACT	V;V.MSDR
berakhir	terminou	berakhir	terminar	V;SG;ACT	V;IND;SG;3;PST;FIN
berakhir	acabou	berakhir	acabar	V;SG;ACT	V;IND;SG;3;PST;FIN
latin	latim	latin	latim	N	N;MASC;SG
latin	latino	latin	latino	N	N;MASC;SG
latin	latinos	latin	latino	N	N;MASC;PL
latin	latina	latin	latino	N	N;FEM;SG
pimpinan	liderança	pimpinan	liderança	N;SG	N;FEM;SG
kebudayaan	cultura	kebudayaan	cultura	N;SG	N;FEM;SG
kemerdekaan	liberdade	kemerdekaan	liberdade	N;SG	N;FEM;SG
kemerdekaan	freedom	kemerdekaan	freedom	N;SG	N;MASC;SG
kemerdekaan	independência	kemerdekaan	independência	N;SG	N;FEM;SG
kemerdekaan	independence	kemerdekaan	independence	N;SG	N;MASC;SG
berusaha	tentar	berusaha	tentar	V;SG;ACT	V;NFIN
berusaha	tentando	berusaha	tentar	V;SG;ACT	V;V.MSDR
publik	público	publik	público	N	N;MASC;SG
publik	públicas	publik	público	N	N;FEM;PL
publik	pública	publik	público	N	N;FEM;SG
publik	públicos	publik	público	N	N;MASC;PL
publik	publico	publik	publico	N	N;MASC;SG
sutradara	director	sutradara	director	N;SG	N;MASC;SG
sutradara	directora	sutradara	directora	N;SG	N;FEM;SG
sutradara	diretora	sutradara	diretora	N;SG	N;FEM;SG
sutradara	diretor	sutradara	diretor	N;SG	N;MASC;SG
sutradara	realizador	sutradara	realizador	N;SG	N;MASC;SG
angka	número	angka	número	N;SG	N;MASC;SG
angka	numero	angka	numero	N;SG	N;MASC;SG
jurusan	concentração	jurusan	concentração	N;SG	N;FEM;SG
jurusan	major	jurusan	major	N;SG	N;MASC;SG
menggantikan	substitui	mengantikan	substituir	V;SG;ACT	V;IND;SG;3;PRS;FIN
menggantikan	substituir	mengantikan	substituir	V;SG;ACT	V;NFIN
menggantikan	substitui	mengantikan	substituir	V;SG;ACT	V;IND;SG;3;PRS;FIN
menggantikan	substitua	mengantikan	substituar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
lembab	úmida	lembab	úmida	ADJ;SG	ADJ;FEM;SG
lembab	húmida	lembab	húmido	ADJ;SG	ADJ;FEM;SG
lembab	húmido	lembab	húmido	ADJ;SG	ADJ;MASC;SG
lembab	úmido	lembab	úmido	ADJ;SG	ADJ;MASC;SG
lembab	húmido	lembab	húmido	ADJ;SG	ADJ;MASC;SG
lembab	húmido	lembab	húmido	ADJ;SG	ADJ;MASC;SG
lembab	úmido	lembab	úmido	ADJ;SG	ADJ;MASC;SG
latar	fundo	latar	fundo	N;SG	N;MASC;SG
terbang	fly	terbang	fly	N;SG;ACT	N;MASC;SG
terbang	mosca	terbang	mosco	N;SG;ACT	N;FEM;SG
terbang	flying	terbang	flying	N;SG;ACT	N;MASC;SG
konsep	conceito	konsep	conceito	N;SG	N;MASC;SG
konsep	rascunho	konsep	rascunho	N;SG	N;MASC;SG
konsep	draft	konsep	draft	N;SG	N;MASC;SG
mengembangkan	desenvolver	menkembangkan	desenvolver	V;SG;ACT	V;NFIN
mengembangkan	desenvolva	menkembangkan	desenvolvar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengembangkan	desenvolver	menkembangkan	desenvolver	V;SG;ACT	V;NFIN
mengembangkan	desenvolvendo	menkembangkan	desenvolver	V;SG;ACT	V;V.MSDR
mengembangkan	desenvolvido	menkembangkan	desenvolver	V;SG;ACT	V;MASC;SG;V.PTCP
mengembangkan	desenvolvida	menkembangkan	desenvolver	V;SG;ACT	V;FEM;SG;V.PTCP
mengembangkan	desenvolveu	menkembangkan	desenvolver	V;SG;ACT	V;IND;SG;3;PST;FIN
pengurus	administrador	penurus	administrador	N;SG	N;MASC;SG
pengurus	administradora	penurus	administradora	N;SG	N;FEM;SG
merasa	sentir	menrasa	sentir	V;SG;ACT	V;NFIN
merasa	sente	menrasa	sentir	V;SG;ACT	V;IND;SG;3;PRS;FIN
merasa	sinta	menrasa	sinta	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
merasa	sente	menrasa	sentir	V;SG;ACT	V;IND;SG;3;PRS;FIN
merasa	sentindo	menrasa	sentir	V;SG;ACT	V;V.MSDR
merasa	senti	menrasa	sentir	V;SG;ACT	V;IND;SG;1;PST;FIN
merasa	sentiu	menrasa	sentir	V;SG;ACT	V;IND;SG;3;PST;FIN
disutradarai	dirigiu	disutradarai	dirigir	V;SG;PASS	V;IND;SG;3;PST;FIN
disutradarai	direcionado	disutradarai	direcionar	V;SG;PASS	V;MASC;SG;V.PTCP
disutradarai	dirigido	disutradarai	dirigir	V;SG;PASS	V;MASC;SG;V.PTCP
danau	lakeside	danau	lakeside	N;SG	N;MASC;SG
danau	lago	danau	lago	N;SG	N;MASC;SG
muslim	muçulmano	muslim	muçulmano	N;SG	N;MASC;SG
muslim	muçulmana	muslim	muçulmano	N;SG	N;FEM;SG
area	area	area	area	N;SG	N;FEM;SG
area	área	area	área	N;SG	N;FEM;SG
tahu	conheça	tahu	conhecer	V;SG	V;SBJV;SG;3;PRS;FIN
tahu	saiba	tahu	saber	V;SG	V;SBJV;SG;3;PRS;FIN
tahu	sei	tahu	saber	V;SG	V;IND;SG;1;PRS;FIN
tahu	sabe	tahu	saber	V;SG	V;IND;SG;3;PRS;FIN
bupati	regente	bupati	regente	N	N;MASC;SG
bupati	regentes	bupati	regente	N	N;MASC;PL
ukuran	size	ukuran	sizer	N;SG	N;MASC;SG
ukuran	tamanho	ukuran	tamanho	N;SG	N;MASC;SG
ukuran	dimensão	ukuran	dimensão	N;SG	N;FEM;SG
pilihan	escolha	pilihan	escolha	N;SG	N;FEM;SG
mirip	semelhante	mirip	semelhante	ADJ;SG	ADJ;MASC;SG
mirip	similar	mirip	similar	ADJ;SG	ADJ;MASC;SG
dikembangkan	desenvolvido	dikembangkan	desenvolver	V;SG;PASS	V;MASC;SG;V.PTCP
dikembangkan	desenvolvida	dikembangkan	desenvolver	V;SG;PASS	V;FEM;SG;V.PTCP
dikembangkan	desenvolveu	dikembangkan	desenvolver	V;SG;PASS	V;IND;SG;3;PST;FIN
kulit	couro	kulit	couro	N;SG	N;MASC;SG
kulit	casca	kulit	casca	N;SG	N;FEM;SG
kulit	pele	kulit	pele	N;SG	N;FEM;SG
kulit	skin	kulit	skin	N;SG	N;MASC;SG
kendaraan	veículo	kendaraan	veículo	N;SG	N;MASC;SG
kendaraan	veiculo	kendaraan	veiculo	N;SG	N;MASC;SG
direktur	director	direktur	director	N;SG	N;MASC;SG
direktur	directora	direktur	directora	N;SG	N;FEM;SG
direktur	diretora	direktur	diretora	N;SG	N;FEM;SG
direktur	diretor	direktur	diretor	N;SG	N;MASC;SG
direktur	realizador	direktur	realizador	N;SG	N;MASC;SG
pesan	recado	pesan	recado	N;SG	N;MASC;SG
pesan	mensagem	pesan	mensagem	N;SG	N;FEM;SG
pertengahan	middle	pertengahan	middle	N;SG	N;MASC;SG
pertengahan	mid	pertengahan	midir	N;SG	N;MASC;SG
diangkat	levantada	diangkat	levantar	V;SG;PASS	V;FEM;SG;V.PTCP
diangkat	levantado	diangkat	levantar	V;SG;PASS	V;MASC;SG;V.PTCP
tata	tata	tata	tata	N;SG;ACT	N;MASC;SG
tenaga	energia	tenaga	energia	N;SG	N;FEM;SG
tenaga	potência	tenaga	potência	N;SG	N;FEM;SG
