снаружи	बाहर	снаружи	बाहर	ADV	ADV;NOM;MASC;SG;3
ген	जीन	ген	जीन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ген	जनरल	ген	जनरल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
призы	ट्राफियां	приз	ट्राफी	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;3
мятеж	विद्रोह	мятеж	विद्रोह	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
мятеж	विद्रोह	мятеж	विद्रोह	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
просмотр	ब्राउज़	просмотр	ब्राउज़	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
просмотр	ब्राउज़िंग	просмотр	ब्राउज़	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
просмотр	दृश्य	просмотр	दृश्य	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
максимальное	अधिकतम	максимальный	अधिकतम	ADJ;NOM;NEUT;SG	ADJ
неизвестный	अज्ञात	неизвестный	अज्ञात	ADJ;NOM;MASC;SG	ADJ
шарлотта	शेर्लोट	шарлотт	शेर्लोट	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
миф	मिथक	миф	मिथक	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
убежище	आश्रय	убежище	आश्रय	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убежище	अभयारण्य	убежище	अभयारण्य	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убежище	शरण	убежище	शरण	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
мышь	माउस	мышь	माउस	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
мышь	मूषक	мышь	मूषक	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
мышь	चूहा	мышь	चूहा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тенденция	रुझान	тенденция	रुझान	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тенденция	प्रवृत्ति	тенденция	प्रवृत्ति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
тенденция	ट्रेंड	тенденция	ट्रेंड	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
биг	बिग	биг	बिग		
тезис	लेख	тезис	लेख	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
богини	देवियाँ	богиня	देवी	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;3
потребности	आवश्यकताएँ	потребность	आवश्यकता	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
катера	नौकाएँ	катер	नौका	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL;3
поло	पोलो	поло	पोलो	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чистый	साफ	чистый	साफ	ADJ;NOM;MASC;SG	ADJ
пароход	स्टीमर	пароход	स्टीमर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
погода	मौसम	погода	मौसम	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
избегать	बचने	избегать	बच	V;IPFV;NFIN;ACT	V;NFIN;ACT
празднование	जश्न	празднование	जश्न	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
празднование	उत्सव	празднование	उत्सव	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
празднование	जश्न	празднование	जश्न	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
спорных	विवादित	спорный	विवादित	ADJ;GEN;PL	ADJ
спорных	विवादित	спорный	विवादित	ADJ;GEN;PL	ADJ
спорных	विवादास्पद	спорный	विवादास्पद	ADJ;GEN;PL	ADJ
длинная	लंबी	длинный	लंबा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
длинная	लंबा	длинный	लंबा	ADJ;NOM;FEM;SG	ADJ;MASC;SG
длинная	लम्बी	длинный	लंबा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
дождь	बारिश	дождь	बारिश	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
дождь	वर्षा	дождь	वर्षा	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
дождь	बरसात	дождь	बरसात	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
продать	बेचें	продать	बेच	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
колесо	पहिया	колесо	पहिया	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
колесо	चक्र	колесо	चक्र	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
колесо	व्हील	колесо	व्हील	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
клиент	क्लाइंट	клиент	क्लाइंट	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
клиент	क्लाएंट	клиент	क्लाएंट	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
сохранять	बचाना	сохранять	बचा	V;IPFV;NFIN;ACT	V;MASC;NFIN;ACT
лингвист	linguist	лингвист	linguist	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
шум	शोर	шум	शोर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сталь	इस्पात	сталь	इस्पात	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
сталь	स्टील	сталь	स्टील	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
скот	पशुधन	скот	पशुधन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кусок	piece	кусок	piece	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кусок	टुकड़ा	кусок	टुकडा	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кальция	कैल्सियम	кальций	कैल्सियम	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ева	संध्या	ева	संध्या	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
заболевание	बीमारी	заболевание	बीमारी	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
заболевание	विकार	заболевание	विकार	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
заболевание	रोग	заболевание	रोग	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
заболевание	बीमारी	заболевание	बीमारी	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
ствол	बैरल	ствол	बैरल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ствол	बंदूक	ствол	बंदूक	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
справедливо	उचित	справедливый	उचित	ADJ;NEUT;SG	ADJ;NOM
цифра	अंकीय	цифра	अंकीय	N;INAN;NOM;FEM;SG	N;NOM
цифра	आकृति	цифра	आकृति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
осуществление	कार्यान्वयन	осуществление	कार्यान्वयन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
осуществление	क्रियान्वयन	осуществление	क्रियान्वयन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
творческих	रचनात्मक	творческий	रचनात्मक	ADJ;GEN;PL	ADJ
побег	एस्केप	побег	एस्केप	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ввод	इनपुट	ввод	इनपुट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ввод	टाइपिंग	ввод	टाइपिंग	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
ввод	टंकण	ввод	टंकण	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ввод	प्रवेश	ввод	प्रवेश	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
документация	प्रलेखन	документация	प्रलेखन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
документация	दस्तावेज़ीकरण	документация	दस्तावेज़ीकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
бордо	bordeaux	бордо	ओतुफुग	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
производительность	निष्पादन	производительность	निष्पादन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
производительность	प्रदर्शन	производительность	प्रदर्शन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
производительность	उत्पादकता	производительность	उत्पादकता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
регент	रीजेंट	регент	रीजेंट	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
уважение	इज्जत	уважение	इज्जत	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
уважение	सम्मान	уважение	सम्मान	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
эскадрилья	स्क्वाड्रन	эскадрилье	स्क्वाड्रन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
самоубийство	आत्महत्या	самоубийство	आत्महत्या	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
подземный	भूमिगत	подземный	भूमिगत	ADJ;NOM;MASC;SG	ADJ;NOM
живые	जिंदा	живой	जिंदा	ADJ;NOM;PL	ADJ
винсент	विन्सेंट	винсент	विन्सेंट	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
змей	सांप	змей	सांप	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
змей	साँप	змей	साँप	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
змей	सांप	змей	सांप	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
авария	accident	авария	accident	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
авария	दुर्घटना	авария	दुर्घटना	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
авария	क्रैश	авария	क्रैश	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
вождь	प्रधान	вождь	प्रधान	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
вождь	प्रमुख	вождь	प्रमुख	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
вождь	मुखिया	вождь	मुखिया	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
шаги	कदम	шаг	कदम	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL;3
алжира	सीरियल	алжир	सीरियल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квалификация	योग्यता	квалификация	योग्यता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
квалификация	योग्यता	квалификация	योग्यता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
грамотности	साक्षरता	грамотность	साक्षरता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
потеря	नुकसान	потеря	नुकसान	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
потеря	घाटा	потеря	घाटा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
французское	फ्रांसीसी	французский	फ्रांसीसी	ADJ;NOM;NEUT;SG	ADJ;NOM
секрет	गोपनीय	секрет	गोपनीय	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
секрет	भेद	секрет	भेद	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
секрет	रहस्य	секрет	रहस्य	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
излучение	विकिरण	излучение	विकिरण	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
комплект	सेट	комплект	सेट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
комплект	समुच्चय	комплект	समुच्चय	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
комплект	किट	комплект	किट	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
чэнь	चेन	чэнь	चेन	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
полицейские	पुलिसवाले	полицейский	पुलिसवाले	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL;3
проход	ड्योढ़ी	проход	ड्योढ़ी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
аппараты	मशीनें	аппарат	मशीन	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;3
отпуск	छुट्टी	отпуск	छुट्टी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
отпуск	अवकाश	отпуск	अवकाश	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
замки	ताले	замок	ताला	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL;3
уверены	आश्वस्त	уверенный	आश्वस्त	ADJ;PL	ADJ
треугольник	त्रिकोण	треугольник	त्रिकोण	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
треугольник	त्रिभुज	треугольник	त्रिभुज	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
реабилитации	पुनर्वास	реабилитация	पुनर्वास	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
реабилитации	पुनर्वसन	реабилитация	पुनर्वसन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
реабилитации	पुनर्वास	реабилитация	पुनर्वास	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оригинальная	असली	оригинальный	असली	ADJ;NOM;FEM;SG	ADJ;NOM
призыв	अपील	призыв	अपील	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
ходит	चलता	ходить	चल	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
дайте	दे	дать	दे	V;PFV;IMP;PL;2;FIN;ACT	V;FIN;ACT
корень	रूट	корень	रूट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
черный	काला	черный	काला	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
аполлон	अपोलो	аполлон	अपोलो	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
шансы	हालात	шанс	हालात	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL;3
раса	जाति	раса	जाति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
раса	रेस	раса	रेस	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
точные	सटीक	точный	सटीक	ADJ;NOM;PL	ADJ
непрерывно	लगातार	непрерывно	लगातार	ADV	ADV
непрерывно	निरंतर	непрерывно	निरन्तर	ADV	ADV
непрерывно	लगातार	непрерывно	लगातार	ADV	ADV
опасных	खतरनाक	опасный	खतरनाक	ADJ;GEN;PL	ADJ
пятое	पाँचवा	пятый	पाँचवा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
пятое	पांचवा	пятый	पांचवा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
пятое	पांचवां	пятый	पांचवां	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
шеф	प्रधान	шеф	प्रधान	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
шеф	प्रमुख	шеф	प्रमुख	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
шеф	मुखिया	шеф	मुखिया	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
пособия	फायदे	пособие	फायदा	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL;3
новость	खबर	новость	खबर	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
новость	समाचार	новость	समाचार	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
новость	न्यूज	новость	न्यूज	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
новость	कहानी	новость	कहानी	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
новость	स्टोरी	новость	स्टोरी	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
идеология	विचारधारा	идеология	विचारधारा	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
нейтральной	निष्पक्ष	нейтральный	निष्पक्ष	ADJ;INS;FEM;SG	ADJ
тень	शेड	тень	शेड	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
терминал	टर्मिनल	терминал	टर्मिनल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
упор	जोर	упор	जोर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
традиционная	परंपरागत	традиционный	परंपरागत	ADJ;NOM;FEM;SG	ADJ
купол	गुम्बद	купол	गुम्बद	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
маска	मुखौटा	маска	मुखौटा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
пейзаж	परिदृश्य	пейзаж	परिदृश्य	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
пейзаж	लैंडस्केप	пейзаж	लैंडस्केप	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
принимая	लेने	принимать	ले	V;IPFV;PRS;V.CVB;ACT	V;MASC;NFIN;ACT
кошки	बिल्लियां	кошка	बिल्ली	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;3
кошки	बिल्लियाँ	кошка	बिल्ली	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;3
строка	लाइन	строка	लाइन	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
строка	पंक्ति	строка	पंक्ति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
строка	रेखा	строка	रेखा	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
строка	लकीर	строка	लकीर	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
строка	वाक्यांश	строка	वाक्यांश	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
строка	स्ट्रिंग	строка	स्ट्रिंग	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
строка	पंक्ति	строка	पंक्ति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
требовал	मांगे	требовать	मांग	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;IND;SG;3;FIN;ACT
трофей	ट्रॉफी	трофей	ट्रॉफी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
акцент	जोर	акцент	जोर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
акцент	लहजा	акцент	लहजा	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ожидания	उम्मीदें	ожидание	उम्मीद	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;3
джоан	जोन	джоан	जोन	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
самец	पुरुष	самец	पुरुष	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
самец	नर	самец	नर	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
самец	पुरूष	самец	पुरूष	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
лошадь	हॉर्स	лошадь	हॉर्स	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
лошадь	घोड़ी	лошадь	घोडी	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
лошадь	घोड़ा	лошадь	घोड़ा	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
ника	उपनाम	ник	उपनाम	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
завершение	समाप्ति	завершение	समाप्ति	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
завершение	पूर्णता	завершение	पूर्णता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
павильон	मण्डप	павильон	मण्डप	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
баланс	बैलेंस	баланс	बैलेंस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
баланс	संतुलन	баланс	संतुलन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
разведка	बुद्धि	разведка	बुद्धि	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
разведка	इंटेलिजेंस	разведка	इंटेलिजेंस	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
разведка	खुफिया	разведка	खुफिया	N;INAN;NOM;FEM;SG	N;NOM;MASC
разведка	बुद्धिमत्ता	разведка	बुद्धिमत्ता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
разведка	अन्वेषण	разведка	अन्वेषण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
разведка	खोज	разведка	खोज	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
разведка	छानबीन	разведка	छानबीन	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
ткань	ऊतक	ткань	ऊतक	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ткань	कपड़ा	ткань	कपडा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
несоответствие	असंगति	несоответствие	असंगति	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
низ	तल	низ	तल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
регистрация	रजिस्टर	регистрация	रजिस्टर	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
регистрация	पंजीकरण	регистрация	पंजीकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
регистрация	रजिस्ट्रेशन	регистрация	रजिस्ट्रेशन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
регистрация	पंजीकरण	регистрация	पंजीकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ужас	डरावना	ужас	डरावना	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ужас	हॉरर	ужас	हॉरर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
эльст	elst	эльст	elst		
консультант	परामर्शदाता	консультант	परामर्शदाता	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
консультант	सलाहकार	консультант	सलाहकार	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
патент	पेटेंट	патент	पेटेंट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
франкфурт	फ्रैंकफर्ट	франкфурт	फ्रैंकफर्ट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
лоренцо	lorenzo	лоренцо	lorenzo	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
точной	सटीक	точный	सटीक	ADJ;INS;FEM;SG	ADJ
пятна	धब्बे	пятно	धब्बे	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL;3
уши	कानों	ухо	कान	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL;3
нагрузка	लोड	нагрузка	लोड	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стекло	काच	стекло	काच	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
стекло	गिलास	стекло	गिलास	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
стекло	ग्लास	стекло	ग्लास	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
стекло	कांच	стекло	कांच	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
системные	प्रणालीगत	системный	प्रणालीगत	ADJ;NOM;PL	ADJ;NOM
жив	जिंदा	живой	जिंदा	ADJ;MASC;SG	ADJ
спросить	पूछें	спросить	पूछ	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
спросить	पूछो	спросить	पूछ	V;PFV;NFIN;ACT	V;SBJV;SG;FIN;ACT
эксперты	विशेषज्ञ	эксперт	विशेषज्ञ	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL;3
членство	सदस्यता	членство	सदस्यता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
голод	अकाल	голод	अकाल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
голод	भूख	голод	भूख	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
сет	सेट	сет	सेट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сет	समुच्चय	сет	समुच्चय	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
валюты	मुद्राएँ	валюта	मुद्रा	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
толщина	मोटाई	толщина	मोटाई	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
билет	टिकट	билет	टिकट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
автоматическая	स्वचालित	автоматический	स्वचालित	ADJ;NOM;FEM;SG	ADJ;NOM
распад	विश्लेषण	распад	विश्लेषण	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
распад	विघटन	распад	विघटन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
распад	विघटन	распад	विघटन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
восточное	पूर्वी	восточный	पूर्वी	ADJ;NOM;NEUT;SG	ADJ
крыши	छतें	крыша	छत	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
бег	कार्यशील	бег	कार्यशील	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бег	जॉगिंग	бег	जॉगिंग	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
крещение	बपतिस्मा	крещение	बपतिस्मा	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
крещение	नामकरण	крещение	नामकरण	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
песнь	गाना	песнь	गाना	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
скала	रॉक	скала	रॉक	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
скала	चट्टान	скала	चट्टान	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
альтернативный	वैकल्पिक	альтернативный	वैकल्पिक	ADJ;NOM;MASC;SG	ADJ;NOM
поблизости	आसपास	поблизости	आसपास	ADV	ADV;NOM;MASC;SG;3
кожа	चमड़ा	кожа	चमड़ा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
кожа	चमड़े	кожа	चमड़ा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
кожа	चमड़ी	кожа	चमड़ी	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
кожа	त्वचा	кожа	त्वचा	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
кожа	स्किन	кожа	स्किन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
дельта	डेल्टा	дельт	डेल्टा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
сценарии	स्क्रिप्ट्स	сценарий	स्क्रिप्ट	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL;3
пак	उद्यान	пак	उद्यान	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
пак	पार्क	пак	पार्क	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
положительный	सकारात्मक	положительный	सकारात्मक	ADJ;NOM;MASC;SG	ADJ
бренд	ब्रांड	бренд	ब्रांड	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
пятая	पाँचवा	пятый	पाँचवा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
пятая	पांचवा	пятый	पांचवा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
пятая	पांचवां	пятый	पांचवां	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
бегство	फ्लाइट	бегство	फ्लाइट	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
бегство	फ़्लाइट	бегство	फ़्लाइट	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
бегство	उड़ान	бегство	उडान	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
напишите	लिखे	писать	लिख	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
отдых	मनोरंजन	отдых	मनोरंजन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
отдых	छुट्टी	отдых	छुट्टी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
