من	從	مِن	從	ADP	ADP
قدرة	能力	قُدرَة	能力	N;NOM;INDF;SG	N
طبقة	層	طَبَقَة	層	N;NOM;INDF;SG	N
النتائج	後果	نَتِيجَة	後果	N;NOM;DEF;PL	N
النتائج	成果	نَتِيجَة	成果	N;NOM;DEF;PL	N
النتائج	結果	نَتِيجَة	結果	N;NOM;DEF;PL	N
المحور	支點	مِحوَر	支點	N;NOM;DEF;SG	N
المحور	樞紐	مِحوَر	樞紐	N;NOM;DEF;SG	N
المحور	中	مِحوَر	中	N;NOM;DEF;SG	N
المحور	軸線	مِحوَر	軸線	N;NOM;DEF;SG	N
المحور	軸	مِحوَر	軸	N;NOM;DEF;SG	N
المحور	軸心	مِحوَر	軸心	N;NOM;DEF;SG	N
تدور	旋轉	دَار	旋轉	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تسجيل	唱片	تَسجِيل	唱片	N;NOM;INDF;SG	N
تسجيل	紀錄	تَسجِيل	紀錄	N;NOM;INDF;SG	N
الفكر	思想	فِكر	思想	N;NOM;DEF;SG	N
استخدم	利用	اِستَخدَم	利用	V;PFV;MASC;SG;3;ACT	V
استخدم	使用	اِستَخدَم	使用	V;PFV;MASC;SG;3;ACT	V
استخدم	使用	اِستَخدَم	使用	V;PFV;MASC;SG;3;ACT	V
سيرة	傳記	سِيرَة	傳記	N;NOM;INDF;SG	N
سيرة	自傳	سِيرَة	自傳	N;NOM;INDF;SG	N
المصطلح	任期	المصطلح	任期	N;NOM;DEF;SG	N
المصطلح	術語	المصطلح	術語	N;NOM;DEF;SG	N
المصطلح	學期	المصطلح	學期	N;NOM;DEF;SG	N
المصطلح	術語	المصطلح	術語	N;NOM;DEF;SG	N
ميداليات	獎章	مِيدَالِيَات	獎章	N;NOM;INDF;PL	N
ميداليات	勳章	مِيدَالِيَات	勳章	N;NOM;INDF;PL	N
ميداليات	獎牌	مِيدَالِيَات	獎牌	N;NOM;INDF;PL	N
مرور	通道	مُرُور	通道	N;NOM;INDF;SG	N
المستقبل	今後	مُستَقبَل	今後	N;NOM;DEF;SG	N
المستقبل	將來	مُستَقبَل	將來	N;NOM;DEF;SG	N
المستقبل	未來	مُستَقبَل	未來	N;NOM;DEF;SG	N
توقيع	簽名	تَوقِيع	簽名	N;NOM;INDF;SG	N
توقيع	簽名	تَوقِيع	簽名	N;NOM;INDF;SG	N
سلام	和平	سَلَام	和平	N;NOM;INDF;SG	N
تفسير	口譯	تَفسِير	口譯	N;NOM;INDF;SG	N
متوسط	平均	مُتَوَسِّط	平均	ADJ;NOM;INDF;MASC;SG	ADJ
نص	文字	نَصّ	文字	N;NOM;INDF;SG	N
نص	案文	نَصّ	案文	N;NOM;INDF;SG	N
نص	劇本	نَصّ	劇本	N;NOM;INDF;SG	N
الزواج	婚姻	زَوَاج	婚姻	N;NOM;DEF;SG	N
معاهدة	條約	مُعَاهَدَة	條約	N;NOM;INDF;SG	N
جامعات	大學	جَامِعَة	大學	N;NOM;INDF;PL	N
المتحف	博物	مَتحَف	博物	N;NOM;DEF;SG	N
مساعد	助手	مُسَاعِد	助手	N;NOM;INDF;SG	N
مساعد	助理	مُسَاعِد	助理	N;NOM;INDF;SG	N
اثنين	兩	اِثنَان	兩	NUM;NOM;INDF;MASC	NUM
اثنين	兩	اِثنَان	兩	NUM;NOM;INDF;MASC	NUM
اثنين	二	اِثنَان	二	NUM;NOM;INDF;MASC	NUM
مقاومة	阻力	مُقَاوَمَة	阻力	N;NOM;INDF;SG	N
مقاومة	電阻	مُقَاوَمَة	電阻	N;NOM;INDF;SG	N
قضية	案例	قَضِيَّة	案例	N;NOM;INDF;SG	N
قضية	個案	قَضِيَّة	個案	N;NOM;INDF;SG	N
قضية	案件	قَضِيَّة	案件	N;NOM;INDF;SG	N
مجمع	大院	مَجمَع	大院	N;NOM;INDF;SG	N
شاعر	詩人	شَاعِر	詩人	N;NOM;INDF;SG	N
بطولات	錦標	بُطُولَة	錦標	N;NOM;INDF;PL	N
بطولات	錦標	بُطُولَة	錦標	N;NOM;INDF;PL	N
صندوق	箱	صُندُوق	箱	N;NOM;INDF;SG	N
صندوق	框	صُندُوق	框	N;NOM;INDF;SG	N
صندوق	盒	صُندُوق	盒	N;NOM;INDF;SG	N
صندوق	盒子	صُندُوق	盒子	N;NOM;INDF;SG	N
صندوق	方	صُندُوق	方	N;NOM;INDF;SG	N
صندوق	基金	صُندُوق	基金	N;NOM;INDF;SG	N
حجر	石	حَجَر	石	N;NOM;INDF;SG	N
حجر	石頭	حَجَر	石頭	N;NOM;INDF;SG	N
العلامة	標記	عَلَامَة	標記	N;NOM;DEF;SG	N
كتلة	質量	كُتلَة	質量	N;NOM;INDF;SG	N
كتلة	彌撒	كُتلَة	彌撒	N;NOM;INDF;SG	N
كتلة	區塊	كُتلَة	區塊	N;NOM;INDF;SG	N
منزل	家	مَنزِل	家	N;NOM;INDF;SG	N
منزل	住家	مَنزِل	住家	N;NOM;INDF;SG	N
منزل	屋	مَنزِل	屋	N;NOM;INDF;SG	N
منزل	房屋	مَنزِل	房屋	N;NOM;INDF;SG	N
منزل	房子	مَنزِل	房子	N;NOM;INDF;SG	N
معنى	含義	مَعنَى	含義	N;NOM;INDF;SG	N
بمعنى	含義	بمعنى	含義	N;NOM;INDF;SG	N
حاول	嘗試	حَاوَل	嘗試	V;MASC;IMP;SG;FIN	V
حاول	試試	حَاوَل	試試	V;MASC;IMP;SG;FIN	V
موسوعة	百科	مَوسُوع	百科	N;NOM;INDF;SG	N
انتهت	完成	اِنتَهَى	完成	V;PFV;FEM;SG;3;ACT	V
الجبهة	額頭	جَبهَة	額頭	N;NOM;DEF;SG	N
الجبهة	前面	جَبهَة	前面	N;NOM;DEF;SG	N
الجبهة	陣線	جَبهَة	陣線	N;NOM;DEF;SG	N
محل	購物	مَحَلّ	購物	N;NOM;INDF;SG	N
محل	店鋪	مَحَلّ	店鋪	N;NOM;INDF;SG	N
محل	店	مَحَلّ	店	N;NOM;INDF;SG	N
محل	商店	مَحَلّ	商店	N;NOM;INDF;SG	N
مواضيع	主題	مَوضُوع	主題	N;NOM;INDF;PL	N
مواضيع	題目	مَوضُوع	題目	N;NOM;INDF;PL	N
مواضيع	議題	مَوضُوع	議題	N;NOM;INDF;PL	N
مواضيع	專題	مَوضُوع	專題	N;NOM;INDF;PL	N
مواضيع	主題	مَوضُوع	主題	N;NOM;INDF;PL	N
مواضيع	科目	مَوضُوع	科目	N;NOM;INDF;PL	N
رؤية	視覺	رُؤيَة	視覺	N;NOM;INDF;SG	N
رؤية	願景	رُؤيَة	願景	N;NOM;INDF;SG	N
رؤية	展望	رُؤيَة	展望	N;NOM;INDF;SG	N
حديقة	樸	حَدِيقَة	樸	N;NOM;INDF;SG	N
حديقة	公園	حَدِيقَة	公園	N;NOM;INDF;SG	N
حديقة	園	حَدِيقَة	園	N;NOM;INDF;SG	N
حديقة	園林	حَدِيقَة	園林	N;NOM;INDF;SG	N
حديقة	花園	حَدِيقَة	花園	N;NOM;INDF;SG	N
حديقة	園藝	حَدِيقَة	園藝	N;NOM;INDF;SG	N
ميناء	埠	مِينَاء	埠	N;NOM;INDF;SG	N
ميناء	港口	مِينَاء	港口	N;NOM;INDF;SG	N
قصير	簡短	قَصِير	簡短	ADJ;NOM;INDF;MASC;SG	ADJ
الحرية	自由	حُرِّيَّة	自由	N;NOM;DEF;SG	N
البرية	狂	بَرِّيّ	狂	N;NOM;DEF;SG	N
البرية	野性	بَرِّيّ	野性	N;NOM;DEF;SG	N
البرية	野生	بَرِّيّ	野生	N;NOM;DEF;SG	N
البرية	荒野	بَرِّيّ	荒野	N;NOM;DEF;SG	N
البرية	野外	بَرِّيّ	野外	N;NOM;DEF;SG	N
الدقيقة	分鐘	دَقِيقَة	分鐘	N;NOM;DEF;SG	N
السفن	船隻	سَفِينَة	船隻	N;NOM;DEF;PL	N
السفن	船舶	سَفِينَة	船舶	N;NOM;DEF;PL	N
النصف	半數	نِصف	半數	N;NOM;DEF;SG	N
مشاكل	麻煩	مُشكِلَة	麻煩	N;NOM;INDF;PL	N
سلاح	武器	سِلَاح	武器	N;NOM;INDF;SG	N
سلاح	兵器	سِلَاح	兵器	N;NOM;INDF;SG	N
كانون	大炮	كَانُون	大炮	N;GEN;INDF;SG	N
كانون	砲	كَانُون	砲	N;GEN;INDF;SG	N
كانون	炮	كَانُون	炮	N;GEN;INDF;SG	N
مدرج	跑道	مُدَرِّج	跑道	N;NOM;INDF;SG	N
تكوين	配置	تَكوِين	配置	N;NOM;INDF;SG	N
النهضة	復興	نَهضَة	復興	N;NOM;DEF;SG	N
النهضة	文藝	نَهضَة	文藝	N;NOM;DEF;SG	N
الرسول	信使	رَسُول	信使	N;NOM;DEF;SG	N
الرياضة	體育	رِيَاضَة	體育	N;NOM;DEF;SG	N
الرياضة	運動	رِيَاضَة	運動	N;NOM;DEF;SG	N
الرياضة	體育	رِيَاضَة	體育	N;NOM;DEF;SG	N
الرياضة	運動	رِيَاضَة	運動	N;NOM;DEF;SG	N
التيار	電流	تَيَّار	電流	N;NOM;DEF;SG	N
التيار	現任	تَيَّار	現任	N;NOM;DEF;SG	N
التيار	目前	تَيَّار	目前	N;NOM;DEF;SG	N
ملاحظة	觀測	مُلَاحِظَة	觀測	N;NOM;INDF;SG	N
السياحة	旅遊	سِيَاحَة	旅遊	N;NOM;DEF;SG	N
جسم	屍體	جَسم	屍體	N;NOM;INDF;SG	N
جسم	體	جَسم	體	N;NOM;INDF;SG	N
جسم	身體	جَسم	身體	N;NOM;INDF;SG	N
جسم	天體	جَسم	天體	N;NOM;INDF;SG	N
جسم	物件	جَسم	物件	N;NOM;INDF;SG	N
حب	戀愛	حُبّ	戀愛	N;NOM;INDF;SG	N
حب	愛情	حُبّ	愛情	N;NOM;INDF;SG	N
استعمال	用法	اِستِعمَال	用法	N;NOM;INDF;SG	N
استعمال	用量	اِستِعمَال	用量	N;NOM;INDF;SG	N
القتال	格鬥	قِتَال	格鬥	N;NOM;DEF;SG	N
القتال	打架	قِتَال	打架	N;NOM;DEF;SG	N
القتال	戰鬥	قِتَال	戰鬥	N;NOM;DEF;SG	N
القتال	打架	قِتَال	打架	N;NOM;DEF;SG	N
القتال	戰鬥	قِتَال	戰鬥	N;NOM;DEF;SG	N
الحروب	戰爭	حَرب	戰爭	N;NOM;DEF;PL	N
تفاعل	反應	تَفَاعُل	反應	N;NOM;INDF;SG	N
الليل	夜晚	لَيل	夜晚	N;NOM;DEF;SG	N
الليل	晚上	لَيل	晚上	N;NOM;DEF;SG	N
الليل	夜	لَيل	夜	N;NOM;DEF;SG	N
طبيعية	天然	طَبِيعِيّ	天然	ADJ;NOM;INDF;FEM;SG	ADJ
الرياضيات	數學	رِيَاضِيّ	數學	N;NOM;DEF;PL	N
الرياضيات	數學	رِيَاضِيّ	數學	N;NOM;DEF;PL	N
الرياضيات	數學	رِيَاضِيّ	數學	N;NOM;DEF;PL	N
مدار	軌道	مَدَار	軌道	N;NOM;INDF;SG	N
قدر	天命	قَدر	天命	N;NOM;INDF;SG	N
قدر	命運	قَدر	命運	N;NOM;INDF;SG	N
النهر	河	نَهر	河	N;NOM;DEF;SG	N
النهر	江河	نَهر	江河	N;NOM;DEF;SG	N
النهر	河流	نَهر	河流	N;NOM;DEF;SG	N
الغاز	氣	غَاز	氣	N;NOM;DEF;SG	N
الغاز	汽油	غَاز	汽油	N;NOM;DEF;SG	N
الغاز	氣體	غَاز	氣體	N;NOM;DEF;SG	N
الجبال	山	جَبَل	山	N;NOM;DEF;PL	N
الجبال	山脈	جَبَل	山脈	N;NOM;DEF;PL	N
الجبال	山區	جَبَل	山區	N;NOM;DEF;PL	N
محرك	引擎	مُحَرَّك	引擎	N;NOM;INDF;SG	N
محرك	馬達	مُحَرَّك	馬達	N;NOM;INDF;SG	N
محرك	電機	مُحَرَّك	電機	N;NOM;INDF;SG	N
الطبعة	版	طَبعَة	版	N;NOM;DEF;SG	N
تقويم	日曆	تَقوِيم	日曆	N;NOM;INDF;SG	N
تقويم	曆	تَقوِيم	曆	N;NOM;INDF;SG	N
الحاجة	需求	حَاجَة	需求	N;NOM;DEF;SG	N
الذاكرة	記憶	الذاكرة	記憶	N;NOM;DEF;SG	N
الذاكرة	記憶	الذاكرة	記憶	N;NOM;DEF;SG	N
الذاكرة	記憶	الذاكرة	記憶	N;NOM;DEF;SG	N
سبعة	七七	سَبعَة	七七	NUM;NOM;INDF;MASC	NUM
سبعة	七	سَبعَة	七	NUM;NOM;INDF;MASC	NUM
سبعة	七	سَبعَة	七	NUM;NOM;INDF;MASC	NUM
الحمل	孕期	حَمَل	孕期	N;NOM;DEF;SG	N
الحمل	羊肉	حَمَل	羊肉	N;NOM;DEF;SG	N
قوية	強壯	قَوِيّ	強壯	ADJ;NOM;INDF;FEM;SG	ADJ
قوية	強烈	قَوِيّ	強烈	ADJ;NOM;INDF;FEM;SG	ADJ
قوية	堅強	قَوِيّ	堅強	ADJ;NOM;INDF;FEM;SG	ADJ
التسمية	標籤	تَسمِيَة	標籤	N;NOM;DEF;SG	N
جسر	橋	جِسر	橋	N;NOM;INDF;SG	N
جسر	艦橋	جِسر	艦橋	N;NOM;INDF;SG	N
جسر	大橋	جِسر	大橋	N;NOM;INDF;SG	N
نجوم	星星	نَجم	星星	N;NOM;INDF;PL	N
نجوم	明星	نَجم	明星	N;NOM;INDF;PL	N
نجوم	星空	نَجم	星空	N;NOM;INDF;PL	N
نجوم	星	نَجم	星	N;NOM;INDF;PL	N
نجوم	恆星	نَجم	恆星	N;NOM;INDF;PL	N
الجنود	士兵	جُندِيّ	士兵	N;NOM;DEF;PL	N
الكلمات	詞語	كَلِمَة	詞語	N;NOM;DEF;PL	N
الكلمات	字	كَلِمَة	字	N;NOM;DEF;PL	N
الكلمات	詞	كَلِمَة	詞	N;NOM;DEF;PL	N
التمثيل	演技	تَمثِيل	演技	N;NOM;DEF;SG	N
عمارة	結構	عِمَارَة	結構	N;NOM;INDF;SG	N
عمارة	架構	عِمَارَة	架構	N;NOM;INDF;SG	N
عمارة	建築	عِمَارَة	建築	N;NOM;INDF;SG	N
غرفة	房間	غُرفَة	房間	N;NOM;INDF;SG	N
غرفة	房	غُرفَة	房	N;NOM;INDF;SG	N
العمال	工人	عَامِل	工人	N;NOM;DEF;PL	N
الفلسفة	哲學	فَلسَفَة	哲學	N;NOM;DEF;SG	N
الفلسفة	理念	فَلسَفَة	理念	N;NOM;DEF;SG	N
وجهة	目	وِجهَة	目	N;NOM;INDF;SG	N
الجزر	群島	جُزر	群島	N;NOM;DEF;SG	N
الجزر	島嶼	جُزر	島嶼	N;NOM;DEF;SG	N
متلازمة	症候	مُتَلَازِم	症候	N;NOM;INDF;SG	N
ساحة	舞台	سَاحَة	舞台	N;NOM;INDF;SG	N
ساحة	體育	سَاحَة	體育	N;NOM;INDF;SG	N
ساحة	院子	سَاحَة	院子	N;NOM;INDF;SG	N
ساحة	碼	سَاحَة	碼	N;NOM;INDF;SG	N
ساحة	庭院	سَاحَة	庭院	N;NOM;INDF;SG	N
الياباني	日文	يَابَانِيّ	日文	N;NOM;DEF;SG	N
القالب	模具	قَالِب	模具	N;NOM;DEF;SG	N
القالب	樣板	قَالِب	樣板	N;NOM;DEF;SG	N
القالب	模板	قَالِب	模板	N;NOM;DEF;SG	N
الجو	氣氛	جَوّ	氣氛	N;NOM;DEF;SG	N
الجو	大氣	جَوّ	大氣	N;NOM;DEF;SG	N
الجو	大氣	جَوّ	大氣	N;NOM;DEF;SG	N
الجو	氛圍	جَوّ	氛圍	N;NOM;DEF;SG	N
الجو	天氣	جَوّ	天氣	N;NOM;DEF;SG	N
الجو	氣象	جَوّ	氣象	N;NOM;DEF;SG	N
المكتب	主席	مَكتَب	主席	N;NOM;DEF;SG	N
المكتب	書	مَكتَب	書	N;NOM;DEF;SG	N
الباب	門	بَاب	門	N;NOM;DEF;SG	N
المشاكل	煩惱	مُشكِلَة	煩惱	N;NOM;DEF;PL	N
المشاكل	麻煩	مُشكِلَة	麻煩	N;NOM;DEF;PL	N
توفر	提供	وَفَّر	提供	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
توفر	可用	وَفَّر	可用	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
حرف	信	حَرف	信	N;NOM;INDF;SG	N
حرف	字母	حَرف	字母	N;NOM;INDF;SG	N
حرف	信函	حَرف	信函	N;NOM;INDF;SG	N
حرف	信件	حَرف	信件	N;NOM;INDF;SG	N
حرف	工藝	حَرف	工藝	N;NOM;INDF;SG	N
حرف	手工	حَرف	手工	N;NOM;INDF;SG	N
حرف	工藝	حَرف	工藝	N;NOM;INDF;SG	N
حرف	手工	حَرف	手工	N;NOM;INDF;SG	N
تعيش	直播	عَاش	直播	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تشغيل	彈	تَشغِيل	彈	N;NOM;INDF;SG	N
اختبار	測試	اِختِبَار	測試	N;NOM;INDF;SG	N
اختبار	試驗	اِختِبَار	試驗	N;NOM;INDF;SG	N
اختبار	測驗	اِختِبَار	測驗	N;NOM;INDF;SG	N
اختبار	測試	اِختِبَار	測試	N;NOM;INDF;SG	N
اختبار	測驗	اِختِبَار	測驗	N;NOM;INDF;SG	N
اختبار	檢驗	اِختِبَار	檢驗	N;NOM;INDF;SG	N
اختبار	試驗	اِختِبَار	試驗	N;NOM;INDF;SG	N
الجمعة	星期	جُمعَة	星期	N;NOM;DEF;SG	N
الجمعة	週	جُمعَة	週	N;NOM;DEF;SG	N
الجمعة	星期	جُمعَة	星期	N;NOM;DEF;SG	N
الجمعة	週	جُمعَة	週	N;NOM;DEF;SG	N
الشريعة	教法	شَرِيعَة	教法	N;NOM;DEF;SG	N
القطاع	部門	قِطَاع	部門	N;NOM;DEF;SG	N
المشكلة	問題	مُشكِلَة	問題	N;NOM;DEF;SG	N
طلاب	學生	طَالِب	學生	N;NOM;INDF;PL	N
التلفزيون	電視	تِلفِزيُون	電視	N;NOM;DEF;SG	N
التلفزيون	電視	تِلفِزيُون	電視	N;NOM;DEF;SG	N
التلفزيون	電視	تِلفِزيُون	電視	N;NOM;DEF;SG	N
حذف	刪除	حَذف	刪除	V;PFV;MASC;SG;3;ACT	V
حذف	刪去	حَذف	刪去	V;PFV;MASC;SG;3;ACT	V
القلعة	城堡	قَلعَة	城堡	N;NOM;DEF;SG	N
القلعة	城	قَلعَة	城	N;NOM;DEF;SG	N
مستويات	關卡	مُستَوَى	關卡	N;NOM;INDF;PL	N
صباح	早晨	صَبَاح	早晨	N;NOM;INDF;SG	N
صباح	早上	صَبَاح	早上	N;NOM;INDF;SG	N
صباح	上午	صَبَاح	上午	N;NOM;INDF;SG	N
الكلام	講話	كَلَام	講話	N;NOM;DEF;SG	N
الكلام	演講	كَلَام	演講	N;NOM;DEF;SG	N
الكلام	語音	كَلَام	語音	N;NOM;DEF;SG	N
السفر	旅行	سَفَر	旅行	N;NOM;DEF;SG	N
السفر	旅費	سَفَر	旅費	N;NOM;DEF;SG	N
السفر	旅遊	سَفَر	旅遊	N;NOM;DEF;SG	N
السفر	旅行	سَفَر	旅行	N;NOM;DEF;SG	N
السفر	旅行	سَفَر	旅行	N;NOM;DEF;SG	N
السفر	旅遊	سَفَر	旅遊	N;NOM;DEF;SG	N
الفعل	動詞	فِعل	動詞	N;NOM;DEF;SG	N
النتيجة	分數	نَتِيجَة	分數	N;NOM;DEF;SG	N
النتيجة	得分	نَتِيجَة	得分	N;NOM;DEF;SG	N
النتيجة	結果	نَتِيجَة	結果	N;NOM;DEF;SG	N
المنتجات	商品	مُنتَج	商品	N;NOM;DEF;PL	N
المنتجات	產品	مُنتَج	產品	N;NOM;DEF;PL	N
المنتجات	產物	مُنتَج	產物	N;NOM;DEF;PL	N
المنتجات	商品	مُنتَج	商品	N;NOM;DEF;PL	N
المنتجات	產品	مُنتَج	產品	N;NOM;DEF;PL	N
مقال	作文	مَقَال	作文	N;NOM;INDF;SG	N
مقال	論文	مَقَال	論文	N;NOM;INDF;SG	N
ابنة	女兒	اِبنَة	女兒	N;NOM;INDF;SG	N
الصراع	衝突	صِرَاع	衝突	N;NOM;DEF;SG	N
اللواء	旅	لِوَاء	旅	N;NOM;DEF;SG	N
الموارد	資源	مَورِد	資源	N;NOM;DEF;PL	N
الموارد	資源	مَورِد	資源	N;NOM;DEF;PL	N
العقد	項鏈	عَقد	項鏈	N;NOM;DEF;SG	N
العقد	項	عَقد	項	N;NOM;DEF;SG	N
العقد	合同	عَقد	合同	N;NOM;DEF;SG	N
العقد	合約	عَقد	合約	N;NOM;DEF;SG	N
قمة	頂	قِمَّة	頂	N;NOM;INDF;SG	N
قمة	頂端	قِمَّة	頂端	N;NOM;INDF;SG	N
قمة	熱門	قِمَّة	熱門	N;NOM;INDF;SG	N
قمة	峰峰	قِمَّة	峰峰	N;NOM;INDF;SG	N
قمة	山頂	قِمَّة	山頂	N;NOM;INDF;SG	N
الخارج	外部	خَارِج	外部	N;NOM;DEF;SG	N
الخارج	室外	خَارِج	室外	N;NOM;DEF;SG	N
الخارج	外面	خَارِج	外面	N;NOM;DEF;SG	N
الخارج	外	خَارِج	外	N;NOM;DEF;SG	N
خرج	出局	خَرَج	出局	V;PFV;MASC;SG;3;ACT	V
ساعات	小時	سَاعَة	小時	N;NOM;INDF;PL	N
ساعات	手錶	سَاعَة	手錶	N;NOM;INDF;PL	N
جدول	附表	جَدوَل	附表	N;NOM;INDF;SG	N
اتجاه	趨勢	اِتِّجَاه	趨勢	N;NOM;INDF;SG	N
اتجاه	方向	اِتِّجَاه	方向	N;NOM;INDF;SG	N
الصباح	早晨	صَبَاح	早晨	N;NOM;DEF;SG	N
الصباح	早上	صَبَاح	早上	N;NOM;DEF;SG	N
الصباح	上午	صَبَاح	上午	N;NOM;DEF;SG	N
تدريب	培訓	تَدرِيب	培訓	N;NOM;INDF;SG	N
تدريب	實踐	تَدرِيب	實踐	N;NOM;INDF;SG	N
بنية	棕	بِنيَة	棕	N;NOM;INDF;SG	N
بنية	褐	بِنيَة	褐	N;NOM;INDF;SG	N
بنية	棕色	بِنيَة	棕色	N;NOM;INDF;SG	N
بنية	結構	بِنيَة	結構	N;NOM;INDF;SG	N
الرسالة	留言	رِسَالَة	留言	N;NOM;DEF;SG	N
الرسالة	訊息	رِسَالَة	訊息	N;NOM;DEF;SG	N
الرسالة	信件	رِسَالَة	信件	N;NOM;DEF;SG	N
القراءة	閱讀	قِرَاءَة	閱讀	N;NOM;DEF;SG	N
القراءة	閱讀	قِرَاءَة	閱讀	N;NOM;DEF;SG	N
القراءة	讀書	قِرَاءَة	讀書	N;NOM;DEF;SG	N
صحة	健康	صِحَّة	健康	N;NOM;INDF;SG	N
صحة	有效性	صِحَّة	有效性	N;NOM;INDF;SG	N
القدر	天命	قَدر	天命	N;NOM;DEF;SG	N
القدر	命運	قَدر	命運	N;NOM;DEF;SG	N
القدر	命運	قَدر	命運	N;NOM;DEF;SG	N
عكس	反向	عَكس	反向	N;NOM;INDF;SG	N
سباقات	種族	سِبَاقَة	種族	N;NOM;INDF;PL	N
سباقات	賽車	سِبَاقَة	賽車	N;NOM;INDF;PL	N
الحفاظ	保全	حِفَاظ	保全	N;NOM;DEF;SG	N
الدعم	後援	دَعم	後援	N;NOM;DEF;SG	N
الدعم	後備	دَعم	後備	N;NOM;DEF;SG	N
بسيطة	簡單	بَسِيط	簡單	ADJ;NOM;INDF;FEM;SG	ADJ
هجوم	襲擊	هُجُوم	襲擊	N;NOM;INDF;SG	N
سفر	旅行	سَفَر	旅行	N;NOM;INDF;SG	N
سفر	旅費	سَفَر	旅費	N;NOM;INDF;SG	N
سفر	旅遊	سَفَر	旅遊	N;NOM;INDF;SG	N
سفر	旅行	سَفَر	旅行	N;NOM;INDF;SG	N
سفر	旅行	سَفَر	旅行	N;NOM;INDF;SG	N
سفر	旅遊	سَفَر	旅遊	N;NOM;INDF;SG	N
النقاط	點	نُقطَة	點	N;NOM;DEF;PL	N
النقاط	點數	نُقطَة	點數	N;NOM;DEF;PL	N
النقاط	信用	نُقطَة	信用	N;NOM;DEF;PL	N
النقاط	學分	نُقطَة	學分	N;NOM;DEF;PL	N
النقاط	信貸	نُقطَة	信貸	N;NOM;DEF;PL	N
النقاط	點數	نُقطَة	點數	N;NOM;DEF;PL	N
الفرد	個人	فَرد	個人	N;NOM;DEF;SG	N
الفرد	個別	فَرد	個別	N;NOM;DEF;SG	N
الفرد	個	فَرد	個	N;NOM;DEF;SG	N
طبيعة	自然	طَبِيعَة	自然	N;NOM;INDF;SG	N
طبيعة	性質	طَبِيعَة	性質	N;NOM;INDF;SG	N
مشاريع	項目	مَشرُوع	項目	N;NOM;INDF;PL	N
لواء	旅	لِوَاء	旅	N;NOM;INDF;SG	N
مقبرة	墳	مُقبِر	墳	N;NOM;INDF;SG	N
مقبرة	墓	مُقبِر	墓	N;NOM;INDF;SG	N
مقبرة	墓穴	مُقبِر	墓穴	N;NOM;INDF;SG	N
مقبرة	墓園	مُقبِر	墓園	N;NOM;INDF;SG	N
مقبرة	墓地	مُقبِر	墓地	N;NOM;INDF;SG	N
مقبرة	公墓	مُقبِر	公墓	N;NOM;INDF;SG	N
مقبرة	墓地	مُقبِر	墓地	N;NOM;INDF;SG	N
مراجعة	審查	مُرَاجَعَة	審查	N;NOM;INDF;SG	N
الدماغ	腦子	دِمَاغ	腦子	N;NOM;DEF;SG	N
الدماغ	大腦	دِمَاغ	大腦	N;NOM;DEF;SG	N
الدماغ	腦	دِمَاغ	腦	N;NOM;DEF;SG	N
الدماغ	腦	دِمَاغ	腦	N;NOM;DEF;SG	N
القوانين	規則	قَانُون	規則	N;NOM;DEF;PL	N
القوانين	細則	قَانُون	細則	N;NOM;DEF;PL	N
القوانين	法律	قَانُون	法律	N;NOM;DEF;PL	N
قاعة	廳	قَاعَة	廳	N;NOM;INDF;SG	N
قاعة	大廳	قَاعَة	大廳	N;NOM;INDF;SG	N
السجن	監獄	سَجن	監獄	N;NOM;DEF;SG	N
السجن	監獄	سَجن	監獄	N;NOM;DEF;SG	N
خطة	計畫	خُطَّة	計畫	N;NOM;INDF;SG	N
زوجة	妻子	زَوجَة	妻子	N;NOM;INDF;SG	N
تجربة	試驗	تَجرِبَة	試驗	N;NOM;INDF;SG	N
تجربة	實驗	تَجرِبَة	實驗	N;NOM;INDF;SG	N
تجربة	體驗	تَجرِبَة	體驗	N;NOM;INDF;SG	N
تجربة	經驗	تَجرِبَة	經驗	N;NOM;INDF;SG	N
معالم	里程	مَعلَم	里程	N;NOM;INDF;PL	N
معالم	路標	مَعلَم	路標	N;NOM;INDF;PL	N
مبان	建築	مَبَّان	建築	N;NOM;INDF;PL	N
الحجر	石	حَجر	石	N;NOM;DEF;SG	N
الحجر	石頭	حَجر	石頭	N;NOM;DEF;SG	N
خليج	海灣	خَلِيج	海灣	N;NOM;INDF;SG	N
خليج	灣	خَلِيج	灣	N;NOM;INDF;SG	N
خليج	海灣	خَلِيج	海灣	N;NOM;INDF;SG	N
الدعوة	宣傳	دَعوَة	宣傳	N;NOM;DEF;SG	N
التقسيم	分裂	تَقسِيم	分裂	N;NOM;DEF;SG	N
الظروف	條件	ظَرف	條件	N;NOM;DEF;PL	N
السلسلة	系列	سِلسِلَة	系列	N;NOM;DEF;SG	N
السلسلة	弦	سِلسِلَة	弦	N;NOM;DEF;SG	N
السلسلة	字串	سِلسِلَة	字串	N;NOM;DEF;SG	N
السلسلة	弦	سِلسِلَة	弦	N;NOM;DEF;SG	N
السلسلة	鏈	سِلسِلَة	鏈	N;NOM;DEF;SG	N
السلسلة	連鎖	سِلسِلَة	連鎖	N;NOM;DEF;SG	N
السلسلة	鏈	سِلسِلَة	鏈	N;NOM;DEF;SG	N
