rodzeństwa	兄妹	rodzeństwo	兄妹	N;NOM;NEUT;SG	N
ślubów	婚禮	ślub	婚禮	N;GEN;MASC;PL	N
składniki	元素	składnik	元素	N;NOM;MASC;PL	N
składniki	成分	składnik	成分	N;NOM;MASC;PL	N
składniki	原料	składnik	原料	N;NOM;MASC;PL	N
składniki	成份	składnik	成份	N;NOM;MASC;PL	N
kuli	球體	kula	球體	N;GEN;FEM;SG	N
ucieczka	越獄	ucieczka	越獄	N;NOM;FEM;SG	N
relikwie	遺跡	relikwia	遺跡	N;NOM;FEM;PL	N
relikwie	文物	relikwia	文物	N;NOM;FEM;PL	N
blokada	路障	blokada	路障	N;NOM;FEM;SG	N
radar	雷達	radar	雷達	N;NOM;MASC;SG	N
budowle	結構	budowa	結構	N;NOM;MASC;PL	N
zbrodnia	犯罪	zbrodnia	犯罪	N;NOM;FEM;SG	N
poziomów	關卡	poziom	關卡	N;GEN;MASC;PL	N
przekonania	信仰	przekonanie	信仰	N;NOM;NEUT;SG	N
świątynie	廟宇	świątynia	廟宇	N;NOM;FEM;PL	N
świątynie	寺廟	świątynia	寺廟	N;NOM;FEM;PL	N
świątynie	神廟	świątynia	神廟	N;NOM;FEM;PL	N
świątynie	寺	świątynia	寺	N;NOM;FEM;PL	N
świątynie	寺廟	świątynia	寺廟	N;NOM;FEM;PL	N
świątynie	廟	świątynia	廟	N;NOM;FEM;PL	N
świątynie	聖殿	świątynia	聖殿	N;NOM;FEM;PL	N
porty	港口	port	港口	N;NOM;MASC;PL	N
identyczne	相同	identyczny	相同	ADJ;NOM;NEUT;SG	ADJ
oglądać	觀看	oglądać	觀看	V;IPFV;NFIN;ACT	V
poważny	嚴重	poważny	嚴重	ADJ;NOM;MASC;SG	ADJ
poważny	嚴肅	poważny	嚴肅	ADJ;NOM;MASC;SG	ADJ
półkuli	半球	półkula	半球	N;DAT;FEM;SG	N
specjalności	專科	specjalność	專科	N;GEN;FEM;SG	N
specjalności	專長	specjalność	專長	N;GEN;FEM;SG	N
specjalności	專長	specjalność	專長	N;GEN;FEM;SG	N
orientacji	方向	orientacja	方向	N;GEN;FEM;SG	N
winy	愧疚	wina	愧疚		
słaby	虛弱	słaby	虛弱	ADJ;NOM;MASC;SG	ADJ
słaby	軟弱	słaby	軟弱	ADJ;NOM;MASC;SG	ADJ
słaby	薄弱	słaby	薄弱	ADJ;NOM;MASC;SG	ADJ
integracja	整合	integracja	整合	N;NOM;FEM;SG	N
integracja	包容	integracja	包容	N;NOM;FEM;SG	N
mechanizmy	機制	mechanizm	機制	N;NOM;MASC;PL	N
mechanizmy	機制	mechanizm	機制	N;NOM;MASC;PL	N
życzenie	願望	życzenie	願望	N;NOM;NEUT;SG	N
jonów	離子	jon	離子	N;GEN;MASC;PL	N
eksperyment	試驗	eksperyment	試驗	N;ACC;MASC;SG	N
eksperyment	實驗	eksperyment	實驗	N;ACC;MASC;SG	N
ofertę	優惠	oferta	優惠	N;ACC;FEM;SG	N
jedność	團	jedność	團	N;NOM;FEM;SG	N
pisarze	作家	pisarz	作家	N;NOM;MASC;PL	N
pisarze	作者	pisarz	作者	N;NOM;MASC;PL	N
konsekwentnie	始終	konsekwentnie	始終	ADV	ADV
rywalizacja	競爭	rywalizacja	競爭	N;NOM;FEM;SG	N
rywalizacja	競賽	rywalizacja	競賽	N;NOM;FEM;SG	N
rywalizacja	競爭	rywalizacja	競爭	N;NOM;FEM;SG	N
pogody	天氣	pogoda	天氣	N;GEN;FEM;SG	N
pogody	氣象	pogoda	氣象	N;GEN;FEM;SG	N
bractwo	友愛	bractwo	友愛	N;NOM;NEUT;SG	N
bractwo	博愛	bractwo	博愛	N;NOM;NEUT;SG	N
bractwo	義氣	bractwo	義氣	N;NOM;NEUT;SG	N
wrota	門	wrota	門	N;NOM;NEUT;SG	N
wrota	大門	wrota	大門	N;NOM;NEUT;SG	N
monografii	專論	monografia	專論	N;GEN;FEM;SG	N
obecni	現任	obecny	現任	N;NOM;MASC;PL	N
suchy	乾燥	suchy	乾燥	ADJ;NOM;MASC;SG	ADJ
balet	芭蕾	balet	芭蕾	N;NOM;MASC;SG	N
balet	芭蕾	balet	芭蕾	N;NOM;MASC;SG	N
najszybsze	最快	szybko	最快	ADJ;NOM;CMPR;MASC;SG	ADJ
mechanizmów	機制	mechanizm	機制	N;GEN;MASC;PL	N
przywileje	特權	przywilej	特權	N;NOM;MASC;PL	N
przywileje	特權	przywilej	特權	N;NOM;MASC;PL	N
postępu	進步	postęp	進步	N;GEN;MASC;SG	N
postępu	進度	postęp	進度	N;GEN;MASC;SG	N
klatki	籠	klatka	籠	N;ACC;FEM;PL	N
klatki	籠子	klatka	籠子	N;ACC;FEM;PL	N
klatki	籠子	klatka	籠子	N;ACC;FEM;PL	N
genów	基因	gen	基因	N;GEN;MASC;PL	N
absolutna	絕對	absolutny	絕對	ADJ;NOM;FEM;SG	ADJ
roczniki	年	rocznik	年	N;ACC;MASC;PL	N
interpretacja	口譯	interpretacja	口譯	N;NOM;FEM;SG	N
zabójstwo	凶	zabójstwo	凶	N;NOM;NEUT;SG	N
zabójstwo	凶	zabójstwo	凶	N;NOM;NEUT;SG	N
zabójstwo	暗殺	zabójstwo	暗殺	N;NOM;NEUT;SG	N
zabójstwo	殺戮	zabójstwo	殺戮	N;NOM;NEUT;SG	N
falls	瀑布	falls	瀑布	N;NOM;MASC;SG	N
grzyby	蘑菇	grzyb	蘑菇	N;NOM;MASC;PL	N
grzyby	真菌	grzyb	真菌	N;NOM;MASC;PL	N
grzyby	真菌	grzyb	真菌	N;NOM;MASC;PL	N
grzyby	蘑菇	grzyb	蘑菇	N;NOM;MASC;PL	N
kartę	名片	karta	名片	N;ACC;FEM;SG	N
kartę	紙牌	karta	紙牌	N;ACC;FEM;SG	N
kartę	卡片	karta	卡片	N;ACC;FEM;SG	N
domena	網域	domen	網域	N;NOM;FEM;SG	N
domena	域	domen	域	N;NOM;FEM;SG	N
kupców	商人	kupiec	商人	N;ACC;MASC;PL	N
kupców	商家	kupiec	商家	N;ACC;MASC;PL	N
mięsień	肌	mięsienie	肌	N;NOM;MASC;SG	N
mięsień	肌肉	mięsienie	肌肉	N;NOM;MASC;SG	N
uniwersytetów	大學	uniwersytet	大學	N;GEN;MASC;PL	N
menedżer	經理	menedżer	經理	N;NOM;MASC;SG	N
menedżer	經理	menedżer	經理	N;NOM;MASC;SG	N
witryna	網站	witryna	網站	N;NOM;FEM;SG	N
witryna	工地	witryna	工地	N;NOM;FEM;SG	N
village	村	village	村	N;NOM;MASC;SG	N
village	鄉村	village	鄉村	N;NOM;MASC;SG	N
village	村	village	村	N;NOM;MASC;SG	N
village	村落	village	村落	N;NOM;MASC;SG	N
village	村子	village	村子	N;NOM;MASC;SG	N
blokadę	路障	blokada	路障	N;ACC;FEM;SG	N
terminal	終點	terminal	終點	N;NOM;MASC;SG	N
terminal	終端	terminal	終端	N;NOM;MASC;SG	N
terminal	終端	terminal	終端	N;NOM;MASC;SG	N
mieszkanie	平面	mieszkanie	平面	N;NOM;NEUT;SG	N
mieszkanie	公寓	mieszkanie	公寓	N;NOM;NEUT;SG	N
ryba	魚類	ryba	魚類	N;NOM;FEM;SG	N
ryba	魚	ryba	魚	N;NOM;FEM;SG	N
ryba	魚兒	ryba	魚兒	N;NOM;FEM;SG	N
dziedzina	欄位	dziedzina	欄位	N;NOM;FEM;SG	N
dziedzina	網域	dziedzina	網域	N;NOM;FEM;SG	N
dziedzina	域	dziedzina	域	N;NOM;FEM;SG	N
niedźwiedź	熊	niedźwiedź	熊	N;NOM;MASC;SG	N
wał	軸	wała	軸	N;NOM;MASC;SG	N
klienta	客戶	klient	客戶	N;ACC;MASC;SG	N
klienta	顧客	klient	顧客	N;ACC;MASC;SG	N
klienta	客戶	klient	客戶	N;ACC;MASC;SG	N
grobów	墳	grób	墳	N;GEN;MASC;PL	N
grobów	墓穴	grób	墓穴	N;GEN;MASC;PL	N
pomiary	計量	pomiar	計量	N;NOM;MASC;PL	N
pomiary	量度	pomiar	量度	N;NOM;MASC;PL	N
pomiary	計量	pomiar	計量	N;NOM;MASC;PL	N
pomiary	計量	pomiar	計量	N;NOM;MASC;PL	N
pomiary	度量	pomiar	度量	N;NOM;MASC;PL	N
emocji	情感	emocja	情感	N;GEN;FEM;SG	N
emocji	感情	emocja	感情	N;GEN;FEM;SG	N
emocji	情緒	emocja	情緒	N;GEN;FEM;SG	N
emocji	情感	emocja	情感	N;GEN;FEM;SG	N
emocji	感情	emocja	感情	N;GEN;FEM;SG	N
emocji	情緒	emocja	情緒	N;GEN;FEM;SG	N
kolumn	欄	kolumna	欄	N;GEN;FEM;PL	N
groby	墓葬	grób	墓葬	N;NOM;MASC;PL	N
groby	墳	grób	墳	N;NOM;MASC;PL	N
groby	墓穴	grób	墓穴	N;NOM;MASC;PL	N
umiejętność	技藝	umiejętność	技藝	N;NOM;FEM;SG	N
umiejętność	技巧	umiejętność	技巧	N;NOM;FEM;SG	N
umiejętność	技能	umiejętność	技能	N;NOM;FEM;SG	N
umiejętność	能力	umiejętność	能力	N;NOM;FEM;SG	N
tenis	網球	tenis	網球	N;NOM;MASC;SG	N
oferty	優惠	oferta	優惠	N;ACC;FEM;PL	N
oferty	優惠	oferta	優惠	N;ACC;FEM;PL	N
gałęzie	分行	gałąź	分行	N;NOM;FEM;PL	N
gałęzie	樹枝	gałąź	樹枝	N;NOM;FEM;PL	N
gałęzie	分支	gałąź	分支	N;NOM;FEM;PL	N
dźwięki	聲音	dźwięk	聲音	N;NOM;MASC;PL	N
dźwięki	音效	dźwięk	音效	N;NOM;MASC;PL	N
korzystanie	用法	korzystać	用法	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
korzystanie	用量	korzystać	用量	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
zaufanie	信心	zaufanie	信心	N;NOM;NEUT;SG	N
zaufanie	自信	zaufanie	自信	N;NOM;NEUT;SG	N
zaufanie	信任	zaufanie	信任	N;NOM;NEUT;SG	N
zaufanie	信託	zaufanie	信託	N;NOM;NEUT;SG	N
dekoracji	裝飾	dekoracja	裝飾	N;GEN;FEM;SG	N
dekoracji	裝飾	dekoracja	裝飾	N;GEN;FEM;SG	N
dekoracji	裝潢	dekoracja	裝潢	N;GEN;FEM;SG	N
śmigłowców	直升	śmigłowiec	直升	N;GEN;MASC;PL	N
poświęcenia	奉獻	poświęcenie	奉獻	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
poświęcenia	犧牲	poświęcenie	犧牲	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
pływanie	游泳	pływać	游泳	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
pływanie	游	pływać	游	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
biografie	傳記	biografia	傳記	N;NOM;FEM;PL	N
podróżnych	旅客	podróżny	旅客	N;GEN;MASC;PL	N
medium	靈	medium	靈	N;DAT;NEUT;SG	N
medium	通靈	medium	通靈	N;DAT;NEUT;SG	N
interesy	企業	interes	企業	N;NOM;MASC;PL	N
interesy	業務	interes	業務	N;NOM;MASC;PL	N
interesy	商業	interes	商業	N;NOM;MASC;PL	N
interesy	商務	interes	商務	N;NOM;MASC;PL	N
odbiorców	觀眾	odbioriec	觀眾	N;ACC;MASC;PL	N
koncepcje	想法	koncepcja	想法	N;NOM;FEM;PL	N
koncepcje	概念	koncepcja	概念	N;NOM;FEM;PL	N
koncepcje	理念	koncepcja	理念	N;NOM;FEM;PL	N
narkotyków	藥物	narkotyk	藥物	N;GEN;MASC;PL	N
opcja	選項	opcja	選項	N;NOM;FEM;SG	N
kręgów	椎骨	krąg	椎骨	N;GEN;MASC;PL	N
późno	遲	późno	遲	ADV	ADV
prowincje	省份	prowincja	省份	N;NOM;FEM;PL	N
prowincje	各省	prowincja	各省	N;NOM;FEM;PL	N
pawilon	館	pawilon	館	N;NOM;MASC;SG	N
obawy	關切	obawa	關切		
wyróżnieniem	榮譽	wyróżnienie	榮譽	N;INS;NEUT;SG	N
słuchaczy	聽眾	słuchaczyć	聽眾	N;GEN;MASC;PL	N
władzom	當局	władza	當局	N;DAT;FEM;PL	N
rozporządzenia	條例	rozporządzenie	條例	N;NOM;NEUT;SG	N
rozporządzenia	條例	rozporządzenie	條例	N;NOM;NEUT;SG	N
niebezpieczeństwo	危險	niebezpieczeństwo	危險	N;NOM;NEUT;SG	N
atomów	原子	atom	原子	N;GEN;MASC;PL	N
recenzja	審查	recenzja	審查	N;NOM;FEM;SG	N
narządów	器官	narząd	器官	N;GEN;MASC;PL	N
narządów	風琴	narząd	風琴	N;GEN;MASC;PL	N
kąty	角度	kąty	角度	N;NOM;MASC;PL	N
osłony	盾牌	osłon	盾牌	N;ACC;FEM;PL	N
osłony	盾牌	osłon	盾牌	N;ACC;FEM;PL	N
latarnia	燈塔	latarniać	燈塔	N;NOM;FEM;SG	N
latarnia	燈籠	latarniać	燈籠	N;NOM;FEM;SG	N
smok	龍	smok	龍	N;NOM;MASC;SG	N
smok	神龍	smok	神龍	N;NOM;MASC;SG	N
banków	銀行	bank	銀行	N;GEN;MASC;PL	N
napisano	書寫	napisać	書寫	V;PFV;IND;0;PST;FIN;ACT	V
napisano	撰寫	napisać	撰寫	V;PFV;IND;0;PST;FIN;ACT	V
dyscyplina	紀律	dyscyplina	紀律	N;NOM;FEM;SG	N
dyscyplina	紀律	dyscyplina	紀律	N;NOM;FEM;SG	N
sytuacje	情況	sytuacja	情況	N;NOM;FEM;PL	N
konsekwencje	後果	konsekwencja	後果	N;NOM;FEM;PL	N
konsekwencje	後果	konsekwencja	後果	N;NOM;FEM;PL	N
poniedziałek	週	poniedziałek	週	N;NOM;MASC;SG	N
poniedziałek	星期	poniedziałek	星期	N;NOM;MASC;SG	N
oddania	奉獻	oddanie	奉獻	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
potomkowie	後裔	potomek	後裔	N;NOM;MASC;PL	N
potomkowie	後代	potomek	後代	N;NOM;MASC;PL	N
organizm	機體	organizm	機體	N;ACC;MASC;SG	N
wieczór	晚間	wieczór	晚間	N;NOM;MASC;SG	N
wieczór	晚上	wieczór	晚上	N;NOM;MASC;SG	N
wieczór	傍晚	wieczór	傍晚	N;NOM;MASC;SG	N
nos	鼻	nos	鼻	N;NOM;MASC;SG	N
nos	鼻子	nos	鼻子	N;NOM;MASC;SG	N
żądanie	需求	żądanie	需求	N;NOM;NEUT;SG	N
dawn	拂曉	dawny	拂曉		
dywizje	師團	dywizja	師團	N;NOM;FEM;PL	N
nabój	子	nabój	子	N;NOM;MASC;SG	N
nabój	彈頭	nabój	彈頭	N;NOM;MASC;SG	N
warianty	變體	wariant	變體	N;NOM;MASC;PL	N
warianty	變異	wariant	變異	N;NOM;MASC;PL	N
wydajność	績效	wydajność	績效	N;ACC;FEM;SG	N
wydajność	業績	wydajność	業績	N;ACC;FEM;SG	N
wydajność	效率	wydajność	效率	N;ACC;FEM;SG	N
nosa	鼻	nos	鼻	N;GEN;MASC;SG	N
nosa	鼻子	nos	鼻子	N;GEN;MASC;SG	N
pozwolenie	授權	pozwolenie	授權	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
personel	人員	personel	人員	N;NOM;MASC;SG	N
personel	人事	personel	人事	N;NOM;MASC;SG	N
licznik	櫃台	licznik	櫃台	N;NOM;MASC;SG	N
licznik	公尺	licznik	公尺	N;NOM;MASC;SG	N
czasowo	暫時	czasowo	暫時	ADV	ADV
patrząc	尋找	patrzeć	尋找	V;IPFV;PRS;V.CVB;ACT	V
pancerz	盔甲	pancerz	盔甲	N;NOM;MASC;SG	N
pancerz	裝甲	pancerz	裝甲	N;NOM;MASC;SG	N
pancerz	盔甲	pancerz	盔甲	N;NOM;MASC;SG	N
pancerz	裝甲	pancerz	裝甲	N;NOM;MASC;SG	N
przekazanie	傳輸	przekazać	傳輸	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
trwał	持久	trwać	持久	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V
trwał	持久	trwać	持久	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V
hektarów	公頃	hektar	公頃	N;GEN;MASC;PL	N
bólu	痛	ból	痛	N;GEN;MASC;SG	N
bólu	傷痛	ból	傷痛	N;GEN;MASC;SG	N
bólu	疼痛	ból	疼痛	N;GEN;MASC;SG	N
bólu	痛苦	ból	痛苦	N;GEN;MASC;SG	N
kompetencje	能力	kompetencja	能力	N;NOM;FEM;PL	N
kompetencje	權力	kompetencja	權力	N;NOM;FEM;PL	N
wiązania	債券	wiązanie	債券	N;NOM;NEUT;SG	N
gałąź	分行	gałąź	分行	N;ACC;FEM;SG	N
gałąź	分支	gałąź	分支	N;ACC;FEM;SG	N
pracownika	僱員	pracownik	僱員	N;ACC;MASC;SG	N
pracownika	員工	pracownik	員工	N;ACC;MASC;SG	N
pracownika	職工	pracownik	職工	N;ACC;MASC;SG	N
pracownika	工人	pracownik	工人	N;ACC;MASC;SG	N
lądowanie	達陣	lądować	達陣	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
lądowanie	落地	lądować	落地	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
posąg	雕像	posąg	雕像	N;ACC;MASC;SG	N
posąg	雕塑	posąg	雕塑	N;ACC;MASC;SG	N
posąg	塑像	posąg	塑像	N;ACC;MASC;SG	N
wojowników	勇士	wojownik	勇士	N;ACC;MASC;PL	N
wojowników	軍閥	wojownik	軍閥	N;ACC;MASC;PL	N
objaw	症狀	objawa	症狀	N;NOM;MASC;SG	N
zastosować	適用	zastosować	適用	V;PFV;NFIN;ACT	V
głodu	飢餓	głód	飢餓	N;GEN;MASC;SG	N
głodu	飢餓	głód	飢餓	N;GEN;MASC;SG	N
pianino	鋼琴	pianino	鋼琴	N;NOM;NEUT;SG	N
poprawa	改進	poprawa	改進	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改善	poprawa	改善	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改進	poprawa	改進	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改善	poprawa	改善	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改良	poprawa	改良	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改進	poprawa	改進	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改善	poprawa	改善	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改進	poprawa	改進	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改善	poprawa	改善	V;IPFV;IND;SG;PRS;FIN;ACT	V
poprawa	改良	poprawa	改良	V;IPFV;IND;SG;PRS;FIN;ACT	V
przedmieściach	郊區	przedmieście	郊區	N;DAT;NEUT;PL	N
przedmieściach	郊外	przedmieście	郊外	N;DAT;NEUT;PL	N
przedmieściach	郊區	przedmieście	郊區	N;DAT;NEUT;PL	N
sława	名流	sława	名流	N;NOM;FEM;SG	N
sława	名人	sława	名人	N;NOM;FEM;SG	N
sława	名望	sława	名望	N;NOM;FEM;SG	N
sława	名氣	sława	名氣	N;NOM;FEM;SG	N
kabiny	船艙	kabina	船艙	N;ACC;FEM;PL	N
kabiny	客艙	kabina	客艙	N;ACC;FEM;PL	N
kabiny	機艙	kabina	機艙	N;ACC;FEM;PL	N
indeks	索引	indeks	索引	N;NOM;MASC;SG	N
indeks	指數	indeks	指數	N;NOM;MASC;SG	N
tkaniny	布料	tkanina	布料	N;ACC;FEM;PL	N
tkaniny	織物	tkanina	織物	N;ACC;FEM;PL	N
tkaniny	布料	tkanina	布料	N;ACC;FEM;PL	N
tkaniny	纖維	tkanina	纖維	N;ACC;FEM;PL	N
tkaniny	織物	tkanina	織物	N;ACC;FEM;PL	N
pokarm	糧食	pokarm	糧食	N;NOM;MASC;SG	N
pokarm	食品	pokarm	食品	N;NOM;MASC;SG	N
pokarm	食物	pokarm	食物	N;NOM;MASC;SG	N
pokarm	營養	pokarm	營養	N;NOM;MASC;SG	N
wystąpienie	外觀	wystąpienie	外觀	N;NOM;NEUT;SG	N
wystąpienie	外表	wystąpienie	外表	N;NOM;NEUT;SG	N
wystąpienie	外貌	wystąpienie	外貌	N;NOM;NEUT;SG	N
wystąpienie	講話	wystąpienie	講話	N;NOM;NEUT;SG	N
wystąpienie	演講	wystąpienie	演講	N;NOM;NEUT;SG	N
wystąpienie	語音	wystąpienie	語音	N;NOM;NEUT;SG	N
kupiec	買主	kupiec	買主	N;NOM;MASC;SG	N
kupiec	商人	kupiec	商人	N;NOM;MASC;SG	N
kupiec	商家	kupiec	商家	N;NOM;MASC;SG	N
szkielet	骷髏	szkielet	骷髏	N;ACC;MASC;SG	N
szkielet	骨架	szkielet	骨架	N;ACC;MASC;SG	N
szkielet	骨骼	szkielet	骨骼	N;ACC;MASC;SG	N
oleju	油	olej	油	N;GEN;MASC;SG	N
oleju	石油	olej	石油	N;GEN;MASC;SG	N
oleju	機油	olej	機油	N;GEN;MASC;SG	N
przeciwnik	對手	przeciwnik	對手	N;NOM;MASC;SG	N
mocne	強壯	mocny	強壯	ADJ;NOM;NEUT;SG	ADJ
mocne	強烈	mocny	強烈	ADJ;NOM;NEUT;SG	ADJ
mocne	堅強	mocny	堅強	ADJ;NOM;NEUT;SG	ADJ
ceramiki	陶器	ceramika	陶器	N;ACC;FEM;SG	N
ceramiki	陶藝	ceramika	陶藝	N;ACC;FEM;SG	N
ceramiki	陶瓷	ceramika	陶瓷	N;ACC;FEM;SG	N
zabieg	手術	zabieg	手術	N;NOM;MASC;SG	N
zabieg	外科	zabieg	外科	N;NOM;MASC;SG	N
baterie	電池	batera	電池	N;NOM;FEM;PL	N
baterie	電量	batera	電量	N;NOM;FEM;PL	N
baterie	電池	batera	電池	N;NOM;FEM;PL	N
gospodarz	主機	gospodarz	主機	N;NOM;MASC;SG	N
gospodarz	地主	gospodarz	地主	N;NOM;MASC;SG	N
gospodarz	業	gospodarz	業	N;NOM;MASC;SG	N
gospodarz	房東	gospodarz	房東	N;NOM;MASC;SG	N
zagospodarowania	區劃	zagospodarowanie	區劃	N;NOM;NEUT;SG	N
sprawiedliwość	正義	sprawiedliwość	正義	N;NOM;FEM;SG	N
sprawiedliwość	司法	sprawiedliwość	司法	N;NOM;FEM;SG	N
krąg	圓形	krąg	圓形	N;NOM;MASC;SG	N
krąg	圓圈	krąg	圓圈	N;NOM;MASC;SG	N
krąg	迴圈	krąg	迴圈	N;NOM;MASC;SG	N
krąg	圈	krąg	圈	N;NOM;MASC;SG	N
wykładów	講課	wykład	講課	N;GEN;MASC;PL	N
wykładów	演講	wykład	演講	N;GEN;MASC;PL	N
szansa	機會	szansa	機會	N;NOM;FEM;SG	N
normalnie	通常	normalnie	通常	ADV	ADV
wykonawca	藝術	wykonawca	藝術	N;NOM;MASC;SG	N
wykonawca	藝人	wykonawca	藝人	N;NOM;MASC;SG	N
nadawanie	廣播	nadawać	廣播	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
nadawanie	廣播	nadawać	廣播	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
włączenie	包容	włączyć	包容	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
przejazd	騎馬	przejazd	騎馬	N;NOM;MASC;SG	N
przejazd	騎	przejazd	騎	N;NOM;MASC;SG	N
przejazd	通道	przejazd	通道	N;NOM;MASC;SG	N
dodawać	加上	dodawać	加上	V;IPFV;NFIN;ACT	V
konsekwencją	後果	konsekwencja	後果	N;INS;FEM;SG	N
zastąpiła	取代	zastąpić	取代	V;PFV;FEM;IND;SG;PST;FIN;ACT	V
robotnik	工人	robotnik	工人	N;NOM;MASC;SG	N
ostrzał	炮擊	ostrzać	炮擊	N;ACC;MASC;SG	N
budownictwo	施工	budownictwo	施工	N;NOM;NEUT;SG	N
budownictwo	建築	budownictwo	建築	N;NOM;NEUT;SG	N
formatu	格式	format	格式	N;GEN;MASC;SG	N
formatu	形式	format	形式	N;GEN;MASC;SG	N
formatu	格式	format	格式	N;GEN;MASC;SG	N
mechanika	力學	mechanika	力學	N;ACC;MASC;SG	N
mechanika	技工	mechanika	技工	N;ACC;MASC;SG	N
hokeja	曲棍	hokej	曲棍	N;ACC;MASC;SG	N
hokeja	冰球	hokej	冰球	N;ACC;MASC;SG	N
kopuły	穹	kopuła	穹	N;ACC;FEM;PL	N
kopuły	圓頂	kopuła	圓頂	N;ACC;FEM;PL	N
konsensus	共識	konsensus	共識	N;NOM;MASC;SG	N
kometa	彗星	kometa	彗星	N;NOM;FEM;SG	N
komunizmu	共產	komunizm	共產	N;GEN;MASC;SG	N
świadectwo	憑證	świadectwo	憑證	N;NOM;NEUT;SG	N
świadectwo	證書	świadectwo	證書	N;NOM;NEUT;SG	N
tajemnice	謎團	tajemnica	謎團	N;NOM;FEM;PL	N
tajemnice	謎	tajemnica	謎	N;NOM;FEM;PL	N
dyskutować	討論	dyskutować	討論	V;IPFV;NFIN;ACT	V
udziały	股份	udział	股份	N;NOM;MASC;PL	N
pomiar	計量	pomiar	計量	N;NOM;MASC;SG	N
pomiar	量度	pomiar	量度	N;NOM;MASC;SG	N
pomiar	計量	pomiar	計量	N;NOM;MASC;SG	N
pomiar	度量	pomiar	度量	N;NOM;MASC;SG	N
przywrócić	恢復	przywrócić	恢復	V;PFV;NFIN;ACT	V
statkiem	船	statek	船	N;INS;MASC;SG	N
statkiem	船隻	statek	船隻	N;INS;MASC;SG	N
statkiem	艦	statek	艦	N;INS;MASC;SG	N
statkiem	船舶	statek	船舶	N;INS;MASC;SG	N
składnik	元件	składnik	元件	N;NOM;MASC;SG	N
składnik	成分	składnik	成分	N;NOM;MASC;SG	N
składnik	成份	składnik	成份	N;NOM;MASC;SG	N
inspiracji	激勵	inspiracja	激勵	N;GEN;FEM;SG	N
inspiracji	靈感	inspiracja	靈感	N;GEN;FEM;SG	N
raj	天堂	raj	天堂	N;NOM;MASC;SG	N
raj	樂園	raj	樂園	N;NOM;MASC;SG	N
łyżwiarstwo	滑冰	łyżwiarstwo	滑冰	N;NOM;NEUT;SG	N
zanurzenie	俯衝	zanurzenie	俯衝	N;NOM;NEUT;SG	N
sad	果園	sad	果園	N;NOM;MASC;SG	N
dyscyplin	紀律	dyscyplin	紀律	N;GEN;FEM;PL	N
dyscyplin	學科	dyscyplin	學科	N;GEN;FEM;PL	N
pakiet	叢	pakiet	叢	N;NOM;MASC;SG	N
pakiet	包裝	pakiet	包裝	N;NOM;MASC;SG	N
dinozaurów	恐龍	dinozaur	恐龍	N;GEN;MASC;PL	N
dinozaurów	恐龍	dinozaur	恐龍	N;GEN;MASC;PL	N
przyjaciółka	朋友	przyjaciółka	朋友	N;NOM;FEM;SG	N
przyjaciółka	好友	przyjaciółka	好友	N;NOM;FEM;SG	N
ucznia	瞳孔	uczeń	瞳孔	N;ACC;MASC;SG	N
remis	領結	remis	領結	N;NOM;MASC;SG	N
remis	平局	remis	平局	N;NOM;MASC;SG	N
remis	領帶	remis	領帶	N;NOM;MASC;SG	N
remis	畫	remis	畫	N;NOM;MASC;SG	N
programowanie	程式	programować	程式	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
grobowiec	墳	grobowiec	墳	N;NOM;MASC;SG	N
grobowiec	墓	grobowiec	墓	N;NOM;MASC;SG	N
grobowiec	墓穴	grobowiec	墓穴	N;NOM;MASC;SG	N
terror	恐	terror	恐	N;NOM;MASC;SG	N
terror	恐怖	terror	恐怖	N;NOM;MASC;SG	N
ciężar	重擔	ciężar	重擔	N;NOM;MASC;SG	N
ciężar	擔子	ciężar	擔子	N;NOM;MASC;SG	N
ciężar	重量	ciężar	重量	N;NOM;MASC;SG	N
ciężar	體重	ciężar	體重	N;NOM;MASC;SG	N
