ve	e	ve	e	CONJ	CONJ
değişiklik	cambios	değişiklik	cambio	N;NOM;SG;3	N
değişiklik	cambio	değişiklik	cambio	N;NOM;SG;3	N
me	min	me	min		
kulübü	clube	kulüb	clubar	N;NOM;SG;3	N
kulübü	salvavidas	kulüb	salvavidas	N;NOM;SG;3	N
kulübü	club	kulüb	club	N;NOM;SG;3	N
tanımlar	definicións	tanım	definición	N;NOM;PL;3	N
fark	conta	fark	conta	N;NOM;SG;3	N
fark	aviso	fark	aviso	N;NOM;SG;3	N
fark	diferenza	fark	diferenza	N;NOM;SG;3	N
fark	diferenzas	fark	diferenza	N;NOM;SG;3	N
fark	diferencia	fark	diferencia	N;NOM;SG;3	N
bölgede	rexión	bölge	rexión	N;ESS;SG;3	N
ilçesi	distrito	ilçe	distrito	N;NOM;SG;3	N
yalnızca	só	yalnızca	só	ADV	ADV
kendini	te	kendi	te	PRO;ACC;SG;3;REFL	PRO
baş	cabeza	baş	cabeza	N;NOM;SG;3	N
düşünüyorum	pensando	düşün	pensar	V;PROG;IND;SG;1;POS;INFM;PRS	V
düşünüyorum	pensar	düşün	pensar	V;PROG;IND;SG;1;POS;INFM;PRS	V
yaşam	vida	yaşam	vida	N;NOM;SG;3	N
isim	nome	isim	nome	N;NOM;SG;3	N
verir	da	ver	da	V;IPFV;IND;SG;3;POS	V
verir	dá	ver	dar	V;IPFV;IND;SG;3;POS	V
verir	dálle	ver	dálle	V;IPFV;IND;SG;3;POS	V
gece	noite	gece	noite	N;NOM;SG;3	N
gece	pola	gece	pola	N;NOM;SG;3	N
gece	noites	gece	noite	N;NOM;SG;3	N
bilgiler	información	bilgi	información	N;NOM;PL;3	N
site	sitio	sit	sitio	N;NOM;SG;3	N
site	web	sit	web	N;NOM;SG;3	N
site	páxina	sit	páxina	N;NOM;SG;3	N
site	zona	sit	zona	N;NOM;SG;3	N
site	lugar	sit	lugar	N;NOM;SG;3	N
sınıf	clase	sınıf	clase	N;NOM;SG;3	N
sınıf	clase	sınıf	clase	N;NOM;SG;3	N
dizisi	secuencia	dizi	secuencia	N;NOM;SG;3	N
seçildi	escollida	seç	escollida	V;PFV;IND;SG;3;POS;PST;PASS	V
yapılmış	fixen	yap	facer	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
yapılmış	fixo	yap	facer	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
oyunları	xogos	oyun	xogo	N;ACC;PL;3	N
oyunları	videoxogos	oyun	videoxogos	N;ACC;PL;3	N
yapmak	facer	yap	facer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yapmak	facendo	yap	facer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
teşekkürler	grazas	teşekkür	graza	N;NOM;PL;3	N
kazanan	gaña	kazan	gaña	V;PFV;IND;POS;PRS;V.PTCP	V
yapıldı	fixen	yap	facer	V;PFV;IND;SG;3;POS;PST;PASS	V
yapıldı	fixo	yap	facer	V;PFV;IND;SG;3;POS;PST;PASS	V
yapıldı	fixen	yap	facer	V;PFV;IND;SG;3;POS;PST;PASS	V
yapıldı	fixemos	yap	facer	V;PFV;IND;SG;3;POS;PST;PASS	V
yapıldı	facer	yap	facer	V;PFV;IND;SG;3;POS;PST;PASS	V
yapıldı	fixeches	yap	fixeche	V;PFV;IND;SG;3;POS;PST;PASS	V
bilinir	coñecido	bil	coñecer	V;IPFV;IND;SG;3;POS;PASS	V
bilinir	coñecidos	bil	coñecer	V;IPFV;IND;SG;3;POS;PASS	V
park	parque	park	parque	N;NOM;SG;3	N
edebiyat	literatura	edebiyat	literatura	N;NOM;SG;3	N
müzesi	museo	müze	museo	N;ACC;SG;3	N
haber	noticias	haber	noticia	N;NOM;SG;3	N
haber	noticia	haber	noticia	N;NOM;SG;3	N
annesi	nai	anne	nai	N;NOM;SG;3	N
annesi	á	anne	á	N;NOM;SG;3	N
annesi	mamá	anne	mamá	N;NOM;SG;3	N
verildi	dado	ver	dar	V;PFV;IND;SG;3;POS;PST;PASS	V
çalıştı	traballamos	çalış	traballar	V;PFV;IND;SG;3;POS;PST	V
çalıştı	funcionou	çalış	funcionar	V;PFV;IND;SG;3;POS;PST	V
çalıştı	traballei	çalış	traballar	V;PFV;IND;SG;3;POS;PST	V
çalıştı	traballaba	çalış	traballar	V;PFV;IND;SG;3;POS;PST	V
çalıştı	traballou	çalış	traballar	V;PFV;IND;SG;3;POS;PST	V
yönetimi	xestión	yönetim	xestión	N;NOM;SG;3	N
yönetimi	dirección	yönetim	dirección	N;NOM;SG;3	N
yönetimi	administración	yönetim	administración	N;NOM;SG;3	N
bulundu	atopei	bulun	atopar	V;PFV;IND;SG;3;POS;PST	V
bulundu	atopamos	bulun	atopar	V;PFV;IND;SG;3;POS;PST	V
bulundu	atoparon	bulun	atopar	V;PFV;IND;SG;3;POS;PST	V
bulundu	atopou	bulun	atopar	V;PFV;IND;SG;3;POS;PST	V
doğum	luz	doğum	luz	N;NOM;SG;3	N
doğum	nacemento	doğum	nacemento	N;NOM;SG;3	N
doğum	orixe	doğum	orixe	N;NOM;SG;3	N
doğum	aniversario	doğum	aniversario	N;NOM;SG;3	N
güvenlik	seguridade	güvenlik	seguridade	N;NOM;SG;3	N
güvenlik	seguridade	güvenlik	seguridade	N;NOM;SG;3	N
başkenti	capital	başkent	capital	N;NOM;SG;3	N
başkenti	capitais	başkent	capital	N;NOM;SG;3	N
hala	aínda	hala	aínda	ADV	ADV
derneği	asociación	dernek	asociación	N;NOM;SG;3	N
kuruldu	fundou	kur	fundar	V;PFV;IND;SG;3;POS;PST;PASS	V
taşıyan	levamos	taşı	levar	V;PFV;IND;POS;PRS;V.PTCP	V
taşıyan	levaba	taşı	levar	V;PFV;IND;POS;PRS;V.PTCP	V
taşıyan	leva	taşı	levar	V;PFV;IND;POS;PRS;V.PTCP	V
taşıyan	levar	taşı	levar	V;PFV;IND;POS;PRS;V.PTCP	V
enstitüsü	instituto	enstitü	instituto	N;NOM;SG;3	N
öğretim	ensino	öğretim	ensino	N;NOM;SG;3	N
öğretim	ensinanza	öğretim	ensinanza	N;NOM;SG;3	N
dikkat	coidado	dikkat	coidado	N;NOM;SG;3	N
dikkat	conta	dikkat	conta	N;NOM;SG;3	N
dikkat	atento	dikkat	atento	N;NOM;SG;3	N
dikkat	atención	dikkat	atención	N;NOM;SG;3	N
kanalı	canle	kanalı	canle	N;ACC;SG;3	N
kurulmuş	fundou	kur	fundar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bilimsel	científica	bilimsel	científico	ADJ	ADJ
bilimsel	científica	bilimsel	científico	ADJ	ADJ
bilimsel	científico	bilimsel	científico	ADJ	ADJ
aşk	amor	aşk	amor	N;NOM;SG;3	N
bana	me	ben	me	PRO;DAT;SG;1	PRO
adında	nome	ad	nome	N;ESS;SG;3	N
etkisi	impacto	etki	impacto	N;NOM;SG;3	N
etkisi	na	etki	na	N;NOM;SG;3	N
etkisi	prazo	etki	prazo	N;NOM;SG;3	N
etkisi	efecto	etki	efecto	N;NOM;SG;3	N
etkisi	influencia	etki	influencia	N;NOM;SG;3	N
etkisi	efecto	etki	efecto	N;NOM;SG;3	N
etkisi	efectos	etki	efecto	N;NOM;SG;3	N
grand	dólares	grand	dólar	N;NOM;SG;3	N
grand	mil	grand	mil	N;NOM;SG;3	N
ailesi	familia	aile	familia	N;NOM;SG;3	N
insanlar	seres	insan	ser	N;NOM;PL;3	N
insanlar	humáns	insan	humán	N;NOM;PL;3	N
insanlar	xente	insan	xente	N;NOM;PL;3	N
insanlar	persoas	insan	persoa	N;NOM;PL;3	N
insanlar	pobo	insan	pobo	N;NOM;PL;3	N
parçası	parte	parça	parte	N;NOM;SG;3	N
eğitimi	formación	eğitim	formación	N;ACC;SG;3	N
eğitimi	adestramento	eğitim	adestramento	N;ACC;SG;3	N
bilgisayar	ordenador	bilgisayar	ordenador	N;NOM;SG;3	N
bilgisayar	computador	bilgisayar	computador	N;NOM;SG;3	N
bilgisayar	ordenadores	bilgisayar	ordenador	N;NOM;SG;3	N
bilgisayar	ordenadores	bilgisayar	ordenador	N;NOM;SG;3	N
bilgisayar	computadores	bilgisayar	computador	N;NOM;SG;3	N
sınırları	límites	sınır	límite	N;NOM;PL;3	N
demokratik	democrático	demokratik	democrático	ADJ	ADJ
sistem	sistema	sistem	sistema	N;NOM;SG;3	N
sistem	sistemas	sistem	sistema	N;NOM;SG;3	N
şimdi	agora	şimdi	agora	ADV	ADV
amacı	propósito	amaç	propósito	N;NOM;SG;3	N
amacı	fin	amaç	fin	N;NOM;SG;3	N
amacı	intención	amaç	intención	N;NOM;SG;3	N
amacı	obxectivo	amaç	obxectivo	N;NOM;SG;3	N
özellikleri	características	özellik	característica	N;NOM;PL;3	N
özellikleri	atributos	özellik	atributo	N;NOM;PL;3	N
özellikleri	características	özellik	característica	N;NOM;PL;3	N
özellikleri	propiedades	özellik	propiedade	N;NOM;PL;3	N
kişilik	personalidade	kişilik	personalidade	N;NOM;SG;3	N
boş	baleira	boş	baleira	ADJ	ADJ
boş	baleiro	boş	baleiro	ADJ	ADJ
boş	baleiras	boş	baleira	ADJ	ADJ
kullanarak	usando	kullan	usar	V;PFV;IND;POS;PRS;V.CVB	V
kullanarak	usar	kullan	usar	V;PFV;IND;POS;PRS;V.CVB	V
kullanarak	usan	kullan	usar	V;PFV;IND;POS;PRS;V.CVB	V
adası	illa	ada	illa	N;NOM;SG;3	N
kim	quen	kim	quen	PRO;NOM;SG;3	PRO
kim	que	kim	que	PRO;NOM;SG;3	PRO
alınan	recibín	al	recibir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
alınan	recibiron	al	recibir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
alınan	recibimos	al	recibir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
alınan	recibiu	al	recibir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
uyum	harmonía	uyum	harmonía	N;NOM;SG;3	N
sağlar	posibilita	sağ	posibilitar	V;IPFV;IND;SG;3;POS	V
sağlar	permite	sağ	permitir	V;IPFV;IND;SG;3;POS	V
sağlar	permite	sağ	permitir	V;IPFV;IND;SG;3;POS	V
programı	programa	program	programa	N;ACC;SG;3	N
resimleri	fotos	resim	foto	N;NOM;PL;3	N
resimleri	imaxes	resim	imaxe	N;NOM;PL;3	N
resimleri	fotografías	resim	fotografía	N;NOM;PL;3	N
yapısı	estrutura	yapı	estrutura	N;NOM;SG;3	N
yapısı	rede	yapı	rede	N;NOM;SG;3	N
iletişim	comunicación	iletiş	comunicación	N;NOM;SG;3	N
iletişim	contacto	iletiş	contacto	N;NOM;SG;3	N
attı	tiraron	at	terar	V;PFV;IND;SG;3;POS;PST	V
attı	tirou	at	ter	V;PFV;IND;SG;3;POS;PST	V
öğrenci	estudante	öğrenci	estudante	N;NOM;SG;3	N
öğrenci	estudantes	öğrenci	estudantes	N;NOM;SG;3	N
öğrenci	alumno	öğrenci	alumno	N;NOM;SG;3	N
üyeleri	membros	üye	membro	N;NOM;PL;3	N
kolay	sinxelo	kolay	sinxelo	ADJ	ADJ
kolay	fácil	kolay	fácil	ADJ	ADJ
kolay	doado	kolay	doado	ADJ	ADJ
baba	pai	baba	pai	N;NOM;SG;3	N
baba	pai	baba	pai	N;NOM;SG;3	N
baba	pai	baba	pai	N;NOM;SG;3	N
baba	padre	baba	padre	N;NOM;SG;3	N
çoğunlukla	maioría	çoğunluk	maioría	N;INS;SG;3	N
sonuçlar	resultados	sonuç	resultado	N;NOM;PL;3	N
sonuçlar	resultados	sonuç	resultado	N;NOM;PL;3	N
sonuçlar	consecuencias	sonuç	consecuencia	N;NOM;PL;3	N
onları	eles	o	el	PRO;ACC;PL;3	PRO
tarihleri	datas	tarih	data	N;ACC;PL;3	N
kültürel	cultural	kültürel	cultural	ADJ	ADJ
birisi	alguén	biri	alguén	PRO;NOM;SG;3	PRO
birisi	alguén	biri	alguén	PRO;NOM;SG;3	PRO
birisi	que	biri	que	PRO;NOM;SG;3	PRO
yapar	fai	yap	facer	V;IPFV;IND;SG;3;POS	V
kaliforniya	california	kaliforniya	california	N;ACC;SG;3	N
projesi	proxecto	proje	proxecto	N;NOM;SG;3	N
nedeni	razón	neden	razón	N;NOM;SG;3	N
nedeni	motivo	neden	motivo	N;NOM;SG;3	N
nedeni	pola	neden	pola	N;NOM;SG;3	N
nedeni	causa	neden	causa	N;NOM;SG;3	N
kararı	decisión	karar	decisión	N;NOM;SG;3	N
kişiler	persoas	kişi	persoa	N;NOM;PL;3	N
kişiler	xente	kişi	xente	N;NOM;PL;3	N
kişiler	persoas	kişi	persoa	N;NOM;PL;3	N
kişiler	pobo	kişi	pobo	N;NOM;PL;3	N
uydu	onda	uy	onda	N;NOM;SG;3	N
basit	simples	basit	simple	ADJ	ADJ
basit	simple	basit	simple	ADJ	ADJ
basit	sinxelo	basit	sinxelo	ADJ	ADJ
basit	sinxela	basit	sinxela	ADJ	ADJ
kaynaklar	fontes	kaynak	fonte	N;NOM;PL;3	N
kaynaklar	recursos	kaynak	recurso	N;NOM;PL;3	N
cumhurbaşkanı	presidente	cumhurbaşkanı	presidente	N;NOM;SG;3	N
cumhurbaşkanı	vicepresidente	cumhurbaşkanı	vicepresidente	N;NOM;SG;3	N
alındı	recibín	al	recibir	V;PFV;IND;SG;3;POS;PST;PASS	V
alındı	recibiron	al	recibir	V;PFV;IND;SG;3;POS;PST;PASS	V
alındı	recibimos	al	recibir	V;PFV;IND;SG;3;POS;PST;PASS	V
alındı	recibiu	al	recibir	V;PFV;IND;SG;3;POS;PST;PASS	V
gitti	marchou	git	marchar	V;PFV;IND;SG;3;POS;PST	V
boyu	altura	boy	altura	N;NOM;SG;3	N
boyu	lonxitude	boy	lonxitude	N;NOM;SG;3	N
boyu	tamaño	boy	tamaño	N;NOM;SG;3	N
belki	quizáis	belki	quizáis	ADV	ADV
belki	quizais	belki	quizais	ADV	ADV
belki	cadra	belki	cadra	ADV	ADV
belki	talvez	belki	talvez	ADV	ADV
belki	cadra	belki	cadra	ADV	ADV
belki	quizais	belki	quizais	ADV	ADV
belki	talvez	belki	talvez	ADV	ADV
defans	defensa	defans	defensa	N;NOM;SG;3	N
defans	defensa	defans	defensa	N;NOM;SG;3	N
yardımcısı	axudante	yardımcı	axudante	N;NOM;SG;3	N
yardımcısı	axudante	yardımcı	axudante	N;NOM;SG;3	N
yardımcısı	vicepresidente	yardımcı	vicepresidente	N;NOM;SG;3	N
yardımcısı	vicio	yardımcı	vicio	N;NOM;SG;3	N
adaları	illas	ada	illa	N;ACC;PL;3	N
çözünürlük	resolución	çözünürlük	resolución	N;NOM;SG;3	N
ad	nome	ad	nome	N;NOM;SG;3	N
birden	repente	birden	repente	ADV	ADV
american	americanos	american	americano	N;NOM;SG;3	N
direktör	dirección	direk	dirección	N;NOM;SG;3	N
anne	mamá	anne	mamá	N;NOM;SG;3	N
anne	nai	anne	nai	N;NOM;SG;3	N
anne	mamá	anne	mamá	N;NOM;SG;3	N
anne	nai	anne	nai	N;NOM;SG;3	N
anne	á	anne	á	N;NOM;SG;3	N
anne	mamá	anne	mamá	N;NOM;SG;3	N
anne	mamá	anne	mamá	N;NOM;SG;3	N
anne	nai	anne	nai	N;NOM;SG;3	N
katılan	participar	kat	participar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
değeri	valor	değer	valor	N;ACC;SG;3	N
değeri	revenda	değer	revenda	N;ACC;SG;3	N
beni	me	ben	me	PRO;ACC;SG;1	PRO
ince	sutil	ince	sutil	ADJ	ADJ
ince	sutís	ince	suto	ADJ	ADJ
ciddi	seria	ciddi	seria	ADJ	ADJ
ciddi	grave	ciddi	grave	ADJ	ADJ
ceza	castigo	ceza	castigo	N;NOM;SG;3	N
ceza	detención	ceza	detención	N;NOM;SG;3	N
ceza	oración	ceza	oración	N;NOM;SG;3	N
ceza	frase	ceza	frase	N;NOM;SG;3	N
ceza	sentenza	ceza	sentenza	N;NOM;SG;3	N
ceza	sentencia	ceza	sentencia	N;NOM;SG;3	N
ceza	punto	ceza	punto	N;NOM;SG;3	N
özelliği	característica	özellik	característica	N;NOM;SG;3	N
terk	vertedoiro	terk	vertedoiro	N;NOM;SG;3	N
getirildi	trouxen	getir	trouxar	V;PFV;IND;SG;3;POS;PST;PASS	V
piyade	infantería	piya	infantería	N;ESS;SG;3	N
piyade	infantaría	piya	infantar	N;ESS;SG;3	N
ölçüde	nivel	ölçü	nivel	N;ESS;SG;3	N
sekiz	8	sekiz	8	NUM	NUM
yemek	almorzo	yemek	almorzo	N;NOM;SG;3	N
yemek	comida	yemek	comida	N;NOM;SG;3	N
yemek	comida	yemek	comida	N;NOM;SG;3	N
yemek	alimentos	yemek	alimento	N;NOM;SG;3	N
yemek	comedor	yemek	comedor	N;NOM;SG;3	N
yemek	mesa	yemek	mesa	N;NOM;SG;3	N
yemek	cea	yemek	cear	N;NOM;SG;3	N
yemek	comida	yemek	comida	N;NOM;SG;3	N
dans	baile	dans	baile	N;NOM;SG;3	N
dans	danza	dans	danza	N;NOM;SG;3	N
dans	bailes	dans	baile	N;NOM;SG;3	N
dans	baile	dans	baile	N;NOM;SG;3	N
önem	importancia	önem	importancia	N;NOM;SG;3	N
vakfı	fundación	vakıf	fundación	N;ACC;SG;3	N
vakfı	alicerce	vakıf	alicerce	N;ACC;SG;3	N
vakfı	alicerces	vakıf	alicerze	N;ACC;SG;3	N
vakfı	base	vakıf	base	N;ACC;SG;3	N
vakfı	cimentos	vakıf	cimento	N;ACC;SG;3	N
yavaş	lento	yavaş	lento	ADJ	ADJ
yavaş	lenta	yavaş	lento	ADJ	ADJ
yavaş	lentos	yavaş	lento	ADJ	ADJ
yavaş	tranquilo	yavaş	tranquilo	ADJ	ADJ
yavaş	sinxelo	yavaş	sinxelo	ADJ	ADJ
yavaş	fácil	yavaş	fácil	ADJ	ADJ
yavaş	doado	yavaş	doado	ADJ	ADJ
ülkeler	nacións	ülke	nación	N;NOM;PL;3	N
ülkeler	países	ülke	país	N;NOM;PL;3	N
ülkeler	paises	ülke	país	N;NOM;PL;3	N
sonuçları	resultados	sonuç	resultado	N;ACC;PL;3	N
sonuçları	consecuencias	sonuç	consecuencia	N;ACC;PL;3	N
sonuçları	resultados	sonuç	resultado	N;ACC;PL;3	N
düzenleme	editar	düzenle	editar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
ziyaret	visita	ziyaret	visita	N;NOM;SG;3	N
ziyaret	visita	ziyaret	visita	N;NOM;SG;3	N
sen	que	sen	que	PRO;NOM;SG;2	PRO
yazdı	escribín	yaz	escribir	V;PFV;IND;SG;3;POS;PST	V
yazdı	escribiron	yaz	escribir	V;PFV;IND;SG;3;POS;PST	V
yazdı	escribiu	yaz	escribiu	V;PFV;IND;SG;3;POS;PST	V
görülen	ver	gör	ver	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
görülen	viron	gör	ver	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
görülen	visto	gör	ver	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
görülen	vin	gör	ver	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
görülen	vira	gör	vir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
görülen	viches	gör	viche	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
önceden	antes	önceden	antes	ADV	ADV
yoluyla	través	yol	través	N;INS;SG;3	N
yoluyla	rúa	yol	rúa	N;INS;SG;3	N
yoluyla	través	yol	través	N;INS;SG;3	N
havalimanı	aeroporto	havaliman	aeroporto	N;ACC;SG;3	N
vermek	dar	ver	dar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
lideri	líder	lider	líder	N;NOM;SG;3	N
toplumsal	social	toplumsal	social	ADJ	ADJ
toplumsal	sociais	toplumsal	social	ADJ	ADJ
yazılmış	escrita	yaz	escribir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
şehirler	vilas	şehir	vila	N;NOM;PL;3	N
şehirler	cidades	şehir	cidade	N;NOM;PL;3	N
kalesi	castelo	kale	castelo	N;NOM;SG;3	N
uçak	avión	uçak	avión	N;NOM;SG;3	N
uçak	avións	uçak	avión	N;NOM;SG;3	N
gerçekten	realmente	gerçekten	real	ADV	ADV
gerçekten	realmente	gerçekten	real	ADV	ADV
gerçekten	moi	gerçekten	moi	ADV	ADV
savaşları	guerras	savaş	guerra	N;NOM;PL;3	N
savaşları	guerra	savaş	guerra	N;NOM;PL;3	N
üretilen	producida	üre	producir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
kendisinin	el	kendi	el	PRO;GEN;SG;3;REFL	PRO
herkes	mundo	herkes	mundo	N;NOM;SG;3	N
herkes	mundo	herkes	mundo	N;NOM;SG;3	N
mühendisliği	enxeñería	mühendislik	enxeñería	N;NOM;SG;3	N
dağları	montañas	dağ	montaña	N;NOM;PL;3	N
dağları	das	dağ	das	N;NOM;PL;3	N
dağları	andes	dağ	ande	N;NOM;PL;3	N
dağları	montes	dağ	monte	N;NOM;PL;3	N
dağları	montaña	dağ	montaña	N;NOM;PL;3	N
dağları	monte	dağ	monte	N;NOM;PL;3	N
açılan	abrimos	aç	abrimo	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
açılan	abriu	aç	abriu	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
açılan	abrir	aç	abrir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
ilişkiler	relación	ilişki	relación	N;NOM;PL;3	N
ilişkiler	relacións	ilişki	relación	N;NOM;PL;3	N
ilişkiler	relacións	ilişki	relación	N;NOM;PL;3	N
görüntü	imaxe	görüntü	imaxe	N;NOM;SG;3	N
kullandığı	usa	kullan	usar	V;PFV;IND;POS;PST;V.PTCP	V
çevresinde	redor	çevre	redor	N;ESS;SG;3	N
açıkladı	explicou	açıkla	explicar	V;PFV;IND;SG;3;POS;PST	V
biz	que	biz	que	PRO;NOM;PL;1	PRO
biz	nos	biz	nos	PRO;NOM;PL;1	PRO
kaynakları	fontes	kaynak	fonte	N;ACC;PL;3	N
kaynakları	recursos	kaynak	recurso	N;ACC;PL;3	N
hep	sempre	hep	sempre	ADV	ADV
konser	concerto	konser	concerto	N;NOM;SG;3	N
konser	balde	konser	balde	N;NOM;SG;3	N
konser	espectáculo	konser	espectáculo	N;NOM;SG;3	N
işbirliği	colaboración	işbirliği	colaboración	N;NOM;SG;3	N
işbirliği	cooperativas	işbirliği	cooperativa	N;NOM;SG;3	N
işbirliği	cooperativa	işbirliği	cooperativa	N;NOM;SG;3	N
işbirliği	cooperación	işbirliği	cooperación	N;NOM;SG;3	N
istatistikleri	estatísticas	ista	estatística	N;NOM;PL;3	N
komedi	comedia	komedi	comedia	N;NOM;SG;3	N
anlamı	significado	anlam	significado	N;ACC;SG;3	N
anlamı	sentido	anlam	sentido	N;ACC;SG;3	N
anlamı	medios	anlam	medio	N;ACC;SG;3	N
yazılan	escrita	yaz	escribir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
oyuncular	músicos	oyuncu	músico	N;NOM;PL;3	N
oyuncular	entidades	oyuncu	entidade	N;NOM;PL;3	N
oyuncular	actores	oyuncu	actor	N;NOM;PL;3	N
bizim	nos	biz	nos	PRO;GEN;PL;1	PRO
atina	atenas	at	atena	N;DAT;SG;3	N
olaylar	eventos	olay	evento	N;NOM;PL;3	N
olaylar	sucesos	olay	suceso	N;NOM;PL;3	N
olaylar	feitos	olay	feito	N;NOM;PL;3	N
olaylar	adversos	olay	adverso	N;NOM;PL;3	N
olaylar	xuntanzas	olay	xuntanza	N;NOM;PL;3	N
olaylar	acontecementos	olay	acontecemento	N;NOM;PL;3	N
cevap	resposta	cevap	resposta	N;NOM;SG;3	N
cevap	resposta	cevap	resposta	N;NOM;SG;3	N
cevap	á	cevap	á	N;NOM;SG;3	N
cevap	resposta	cevap	resposta	N;NOM;SG;3	N
cevap	reacción	cevap	reacción	N;NOM;SG;3	N
cevap	respostas	cevap	resposta	N;NOM;SG;3	N
cevap	repostas	cevap	reposta	N;NOM;SG;3	N
dilleri	idiomas	dil	idioma	N;NOM;PL;3	N
dilleri	linguaxes	dil	linguaxe	N;NOM;PL;3	N
dilleri	linguas	dil	lingua	N;NOM;PL;3	N
görüş	resposta	görüş	resposta	N;NOM;SG;3	N
görüş	visibilidade	görüş	visibilidade	N;NOM;SG;3	N
milletler	nacións	millet	nación	N;NOM;PL;3	N
sağladı	ofrecía	sağla	ofrecer	V;PFV;IND;SG;3;POS;PST	V
evlilik	casamento	evlilik	casamento	N;NOM;SG;3	N
evlilik	matrimonio	evlilik	matrimonio	N;NOM;SG;3	N
evlilik	voda	evlilik	vodo	N;NOM;SG;3	N
evlilik	matrimonio	evlilik	matrimonio	N;NOM;SG;3	N
evlilik	noiva	evlilik	noiva	N;NOM;SG;3	N
kimi	quen	kimi	quen	PRO;NOM;SG;3	PRO
kimi	que	kimi	que	PRO;NOM;SG;3	PRO
kullanılabilir	dispor	kullan	dispor	V;IPFV;POT;SG;3;POS;PASS	V
kullanılabilir	haxa	kullan	haber	V;IPFV;POT;SG;3;POS;PASS	V
gelişmiş	evolucionou	geliş	evolucionar	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	desenvolveu	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	desenvolvido	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	desenvolvidos	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	desenvolvemos	geliş	desenvolver	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	mellorou	geliş	mellorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	avanzado	geliş	avanzar	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	avanzada	geliş	avanzar	V;PFV;NFH;IND;POS;PST;V.PTCP	V
açtı	abrimos	aç	abrimo	V;PFV;IND;SG;3;POS;PST	V
açtı	abriu	aç	abriu	V;PFV;IND;SG;3;POS;PST	V
dijital	dixitais	dijital	dixital	N;NOM;SG;3	N
onlar	eles	o	el	PRO;NOM;PL;3	PRO
onlar	que	o	que	PRO;NOM;PL;3	PRO
onlar	eles	o	el	PRO;NOM;PL;3	PRO
modeli	modelo	model	modelo	N;NOM;SG;3	N
gösterdi	mostrou	göster	mostrar	V;PFV;IND;SG;3;POS;PST	V
gösterdi	demostramos	göster	demostrar	V;PFV;IND;SG;3;POS;PST	V
şarkılar	cancións	şarkı	canción	N;NOM;PL;3	N
şarkılar	canción	şarkı	canción	N;NOM;PL;3	N
üyeler	membros	üye	membro	N;NOM;PL;3	N
aracı	ferramenta	araç	ferramenta	N;ACC;SG;3	N
aracı	ferramentas	araç	ferramenta	N;ACC;SG;3	N
katılıyorum	concordo	kat	concordo	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V
çoğunluğu	maioría	çoğunluk	maioría	N;ACC;SG;3	N
zamanlar	veces	zaman	vez	N;NOM;PL;3	N
zamanlar	tempos	zaman	tempo	N;NOM;PL;3	N
uzunluk	lonxitude	uzunluk	lonxitude	N;NOM;SG;3	N
tedavi	cura	tedavi	curo	N;NOM;SG;3	N
tedavi	curación	tedavi	curación	N;NOM;SG;3	N
tedavi	terapia	tedavi	terapia	N;NOM;SG;3	N
tedavi	tratamento	tedavi	tratamento	N;NOM;SG;3	N
tedavi	tratamentos	tedavi	tratamento	N;NOM;SG;3	N
tedavi	trato	tedavi	trato	N;NOM;SG;3	N
tedavi	tratamentos	tedavi	tratamento	N;NOM;SG;3	N
karmaşık	complexa	karmaşık	complexo	ADJ	ADJ
etrafında	redor	etraf	redor	N;ESS;SG;3	N
