hostince	herbergen	hostinec	herbergen	N;INAN;NOM;MASC;PL;POS	N;PL
květ	bloesem	květ	bloesem	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
květ	bloem	květ	bloem	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
květ	bloempje	květ	bloem	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
květ	bloemetje	květ	bloemetje	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
květ	bloom	květ	bloom	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
květ	bloei	květ	bloei	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
společenský	sociale	společenský	sociaal	ADJ;INAN;NOM;MASC;SG;POS	ADJ
společenský	sociaal	společenský	sociaal	ADJ;INAN;NOM;MASC;SG;POS	ADJ
mikroregionu	microregio	mikroregion	microregio	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
bohové	goden	boh	god	N;ANIM;NOM;MASC;PL;POS	N;PL
subjekt	entiteit	subjekt	entiteit	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
subjekt	onderwerp	subjekt	onderwerp	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
subjekt	proefpersoon	subjekt	proefpersoon	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
subjekt	subject	subjekt	subject	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
vazba	binding	vazba	binding	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
dánská	deens	dánský	deens	ADJ;NOM;FEM;SG;POS	ADJ
dánská	deense	dánský	deens	ADJ;NOM;FEM;SG;POS	ADJ
řetězec	tekenreeks	řetězec	tekenreeks	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
řetězec	string	řetězec	string	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
řetězec	touwtje	řetězec	touw	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
řetězec	ketting	řetězec	ketting	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
schválení	goedkeuring	schválení	goedkeuring	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
nabídky	biedingen	nabídka	bieding	N;NOM;FEM;PL;POS	N;PL
nabídky	offertes	nabídka	offerte	N;NOM;FEM;PL;POS	N;PL
nabídky	tenders	nabídka	tender	N;NOM;FEM;PL;POS	N;PL
nabídky	aanbiedingen	nabídka	aanbieding	N;NOM;FEM;PL;POS	N;PL
symbolů	symbolen	symbol	symbol	N;INAN;GEN;MASC;PL;POS	N;PL
vstoupit	invoeren	vstoupit	invoeren	V;PFV;POS;NFIN	V;NFIN
střecha	dak	střecha	dak	N;NOM;FEM;SG;POS	N;NEUT;SG
návštěvy	bezoekers	návštěva	bezoeker	N;NOM;FEM;PL;POS	N;PL
bloky	blokken	blok	blok	N;INAN;NOM;MASC;PL;POS	N;PL
součet	sum	součet	sum	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
součet	som	součet	som	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
třebaže	hoewel	třebaže	hoewel	CONJ	CONJ
regulace	regelgeving	regulace	regelgeving	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
regulace	regulering	regulace	regulering	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
regulace	verordening	regulace	verordening	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
rozměrů	proporties	rozměr	proportie	N;INAN;GEN;MASC;PL;POS	N;PL
sektoru	sector	sektor	sector	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
špatný	slechte	špatný	slecht	ADJ;INAN;NOM;MASC;SG;POS	ADJ
špatný	slecht	špatný	slecht	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	precieze	přesný	precies	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	nauwkeurig	přesný	nauwkeurig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	accuraat	přesný	accuraat	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	accurate	přesný	accuraat	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	exacte	přesný	exact	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	exact	přesný	exact	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	precies	přesný	precies	ADJ;INAN;NOM;MASC;SG;POS	ADJ
organismů	organismen	organismus	organisme	N;INAN;GEN;MASC;PL;POS	N;PL
příbuzných	verwanten	příbuzný	verwant	N;ANIM;GEN;MASC;PL;POS	N;PL
příbuzných	familieleden	příbuzný	familielid	N;ANIM;GEN;MASC;PL;POS	N;PL
rezignaci	ontslagbrief	rezignace	ontslagbrief	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
rezignaci	ontslag	rezignace	ontslag	N;ACC;FEM;SG;POS	N;NEUT;SG
etapa	fase	etapa	fase	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
etapa	poot	etapa	poot	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
etapa	been	etapa	been	N;NOM;FEM;SG;POS	N;NEUT;SG
etapa	podium	etapa	podium	N;NOM;FEM;SG;POS	N;NEUT;SG
etapa	fase	etapa	fase	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
etapa	toneel	etapa	toneel	N;NOM;FEM;SG;POS	N;NEUT;SG
etapa	stadium	etapa	stadium	N;NOM;FEM;SG;POS	N;NEUT;SG
kolonií	kolonie	kolonie	kolonie	N;INS;FEM;SG;POS	N;MASC+FEM;SG
všiml	opviel	všimnout	opviel	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
všiml	opgemerkt	všimnout	opmerken	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
všiml	opgevallen	všimnout	opvallen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
naučil	geleerd	naučit	leren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
naučil	leerde	naučit	leren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
naučil	onderwezen	naučit	onderwezen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
naučil	onderwees	naučit	onderwees	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
plná	vol	plný	vol	ADJ;NOM;FEM;SG;POS	ADJ
plná	volledig	plný	volledig	ADJ;NOM;FEM;SG;POS	ADJ
plná	volledige	plný	volledig	ADJ;NOM;FEM;SG;POS	ADJ
plná	volle	plný	vol	ADJ;NOM;FEM;SG;POS	ADJ
efekty	uitwerkingen	efekt	uitwerking	N;INAN;NOM;MASC;PL;POS	N;PL
efekty	effecten	efekt	effect	N;INAN;NOM;MASC;PL;POS	N;PL
efekty	gevolgen	efekt	gevolg	N;INAN;NOM;MASC;PL;POS	N;PL
náboženská	religieuze	náboženský	religieus	ADJ;NOM;FEM;SG;POS	ADJ
náboženská	religieus	náboženský	religieus	ADJ;NOM;FEM;SG;POS	ADJ
zničil	verpest	zničit	verpesten	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zničil	geruïneerd	zničit	ruïneren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
stvoření	schepsel	stvoření	schepsel	N;NOM;NEUT;SG;POS	N;NEUT;SG
arsenal	arsenaal	arsenal	arsenaal	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
arsenal	arsenal	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
mechanické	mechanisch	mechanický	mechanisch	ADJ;NOM;NEUT;SG;POS	ADJ
mechanické	mechanische	mechanický	mechanisch	ADJ;NOM;NEUT;SG;POS	ADJ
zámky	sluizen	zámek	sluis	N;INAN;NOM;MASC;PL;POS	N;PL
bohatá	rijk	bohatý	rijk	ADJ;NOM;FEM;SG;POS	ADJ
ubytování	accommodatie	ubytování	accommodatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
odpovědnost	aansprakelijkheid	odpovědnost	aansprakelijkheid	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odpovědnost	verantwoordelijkheid	odpovědnost	verantwoordelijkheid	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odpovědnost	verantwoordelijkheid	odpovědnost	verantwoordelijkheid	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odpovědnost	verantwoordelijkheid	odpovědnost	verantwoordelijkheid	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odpovědnost	verantwoording	odpovědnost	verantwoording	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
rosa	rosa	rosa	rosa	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
rosa	dauw	rosa	dauw	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
rozvíjet	ontwikkelen	rozvíjet	ontwikkelen	V;IPFV;POS;NFIN	V;NFIN
šestnáct	zestien	šestnáct	zestien	NUM;NOM;SG	NUM
implementace	uitvoering	implementace	uitvoering	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
implementace	tenuitvoerlegging	implementace	tenuitvoerlegging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
implementace	implementatie	implementace	implementatie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
head	hoofd	haad	hoofd	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
head	head	haad	head	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
podává	serveert	podávat	serveren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
provádění	uitvoering	provádění	uitvoering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
provádění	tenuitvoerlegging	provádění	tenuitvoerlegging	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
provádění	implementatie	provádění	implementatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
simona	simon	simon	simon	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
simona	simona	simon	simona	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
sopky	vulkanen	sopka	vulkaan	N;NOM;FEM;PL;POS	N;PL
pohřeb	begrafenis	pohřeb	begrafenis	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pohřeb	begrafenis	pohřeb	begrafenis	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pohřeb	uitvaart	pohřeb	uitvaart	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pouště	woestijnen	poušť	woestijn	N;NOM;FEM;PL;POS	N;PL
nejnovější	nieuwste	nový	nieuw	ADJ;NOM;RL;MASC;SG;POS	ADJ;RL
nejnovější	nieuwste	nový	nieuw	ADJ;NOM;RL;MASC;SG;POS	ADJ;RL
nejnovější	laatste	nový	laat	ADJ;NOM;RL;MASC;SG;POS	ADJ;RL
žádá	vraagt	žádat	vraag	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
special	special	special	special	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
stínu	shadow	stín	shadow	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
stínu	schaduw	stín	schaduw	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
stínu	schaduw	stín	schaduw	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
náročné	veeleisende	náročný	veeleisend	ADJ;NOM;NEUT;SG;POS	ADJ
náročné	veeleisend	náročný	veeleisend	ADJ;NOM;NEUT;SG;POS	ADJ
kompatibilní	compatibel	kompatibilní	compatibel	ADJ;NOM;MASC;SG;POS	ADJ
kompatibilní	verenigbaar	kompatibilní	verenigbaar	ADJ;NOM;MASC;SG;POS	ADJ
technologii	technologie	technologie	technologie	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
ekonomický	economische	ekonomický	economisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
ekonomický	economisch	ekonomický	economisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
ekonomický	zuinig	ekonomický	zuinig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
hledal	gezocht	hledat	zoeken	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
porážka	slachting	porážka	slachting	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
porážka	nederlaag	porážka	nederlaag	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
blíží	naderen	blížit	naderen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
blíží	nadert	blížit	naderen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
naznačuje	suggereert	naznačovat	suggereren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
naznačuje	aangeeft	naznačovat	aanveffen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
věřící	gelovigen	věřící	gelovigen	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
věřící	gelovige	věřící	gelovig	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
rytíři	ridders	rytíř	ridders	N;ANIM;NOM;MASC;PL;POS	N;PL
profesní	professioneel	profesní	professioneel	ADJ;NOM;FEM;SG;POS	ADJ
profesní	professionele	profesní	professioneel	ADJ;NOM;FEM;SG;POS	ADJ
nováček	beginneling	nováček	beginneling	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
nováček	beginner	nováček	beginner	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
nováček	nieuwkomer	nováček	nieuwkomer	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
nováček	nieuweling	nováček	nieuweling	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
nováček	beginneling	nováček	beginneling	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
nováček	nieuweling	nováček	nieuweling	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
nováček	groentje	nováček	groen	N;ANIM;NOM;MASC;SG;POS	N;NEUT;SG
nováček	rookie	nováček	rookie	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
výslovnost	uitspraak	výslovnost	uitspraak	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
ukončit	beëindigen	ukončit	beëindigen	V;PFV;POS;NFIN	V;NFIN
ukončit	beëindigen	ukončit	beëindigen	V;PFV;POS;NFIN	V;NFIN
prsty	tenen	prst	tenen	N;INAN;NOM;MASC;PL;POS	N;PL
prsty	vingers	prst	vinger	N;INAN;NOM;MASC;PL;POS	N;PL
prsty	fingers	prst	finger	N;INAN;NOM;MASC;PL;POS	N;PL
poznatky	bevindingen	poznatek	bevinding	N;INAN;NOM;MASC;PL;POS	N;PL
projít	passeren	projít	passeren	V;POS;NFIN	V;NFIN
úvahy	overwegingen	úvaha	overweging	N;NOM;FEM;PL;POS	N;PL
úvahy	beschouwingen	úvaha	beschouwing	N;NOM;FEM;PL;POS	N;PL
úvahy	reflecties	úvaha	reflectie	N;NOM;FEM;PL;POS	N;PL
existovalo	bestond	existovat	bestaan	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
fungují	werken	fungovat	werken	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
kolektivní	collectief	kolektivní	collectief	ADJ;NOM;MASC;SG;POS	ADJ
kolektivní	collectieve	kolektivní	collectief	ADJ;NOM;MASC;SG;POS	ADJ
rudy	ertsen	ruda	erts	N;NOM;FEM;PL;POS	N;PL
hosté	gasten	host	gast	N;ANIM;NOM;MASC;PL;POS	N;PL
klima	klimaat	klima	klimaat	N;NOM;NEUT;SG;POS	N;NEUT;SG
uprchl	gevlucht	uprchnout	vluchten	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
uprchl	vluchtte	uprchnout	vluchten	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
uprchl	ontvlucht	uprchnout	ontvluchten	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
obr	giant	obrázek	ganen	N;INAN;MASC;POS	N;MASC+FEM;SG
obr	reus	obrázek	reus	N;INAN;MASC;POS	N;MASC+FEM;SG
platné	valide	platný	valide	ADJ;NOM;NEUT;SG;POS	ADJ
platné	geldig	platný	geldig	ADJ;NOM;NEUT;SG;POS	ADJ
platné	geldige	platný	geldig	ADJ;NOM;NEUT;SG;POS	ADJ
teoretické	theoretische	teoretický	theoretisch	ADJ;NOM;MASC;PL;POS	ADJ
teoretické	theoretisch	teoretický	theoretisch	ADJ;NOM;MASC;PL;POS	ADJ
ministrů	ministers	ministr	minister	N;ANIM;GEN;MASC;PL;POS	N;PL
geometrie	geometrie	geometrie	geometrie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
geometrie	meetkunde	geometrie	meetkunde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
vnuk	kleinzoon	vnuk	kleinzoon	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
bis	bib	bis	bib	N;FEM;POS	N;MASC+FEM;SG
bis	bis	bis	bis	N;FEM;POS	N;MASC+FEM;SG
styk	geslachtsgemeenschap	styk	geslachtsgemeenschap	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
gnu	gnu	gno	gnu	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
sekundy	seconden	sekunda	seconde	N;NOM;FEM;PL;POS	N;PL
poranění	blessure	poranění	blessure	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
poranění	letsel	poranění	letsel	N;NOM;NEUT;SG;POS	N;NEUT;SG
poranění	schade	poranění	schade	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
poranění	verwonding	poranění	verwonding	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
poranění	letsel	poranění	letsel	N;NOM;NEUT;SG;POS	N;NEUT;SG
kytary	gitaren	kytara	gitaar	N;NOM;FEM;PL;POS	N;PL
marina	jachthaven	marina	jachthaven	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
akt	acs	akt	acs	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
akt	act	akt	act	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
teplé	warm	teplý	warm	ADJ;NOM;NEUT;SG;POS	ADJ
teplé	warme	teplý	warm	ADJ;NOM;NEUT;SG;POS	ADJ
ekologické	ecologisch	ekologický	ecologisch	ADJ;NOM;MASC;SG;POS	ADJ
ekologické	ecologische	ekologický	ecologisch	ADJ;NOM;MASC;SG;POS	ADJ
ekologické	biologisch	ekologický	biologisch	ADJ;NOM;MASC;SG;POS	ADJ
ekologické	organische	ekologický	organisch	ADJ;NOM;MASC;SG;POS	ADJ
ekologické	organisch	ekologický	organisch	ADJ;NOM;MASC;SG;POS	ADJ
obal	verpakking	obal	verpakking	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
obal	verpakkingsmateriaal	obal	verpakkingsmateriaal	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
obal	cover	obal	cover	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
obal	dekking	obal	dekking	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
obal	omslag	obal	omslag	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
roků	jaren	rok	jaar	N;INAN;GEN;MASC;PL;POS	N;PL
partnerství	partnership	partnerství	partnership	N;NOM;NEUT;SG;POS	N;NEUT;SG
partnerství	partnerschap	partnerství	partnerschap	N;NOM;NEUT;SG;POS	N;NEUT;SG
partnerství	partnerschap	partnerství	partnerschap	N;NOM;NEUT;SG;POS	N;NEUT;SG
napsáno	schriftelijke	napsaný	schriftelijk	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
místnost	kamer	místnost	kamer	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
autobus	bus	autobus	bus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
vlád	overheden	vláda	overheid	N;GEN;FEM;PL;POS	N;PL
vlád	regeringen	vláda	regering	N;GEN;FEM;PL;POS	N;PL
rámec	raamwerk	rámec	raamwerk	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
rámec	framework	rámec	framework	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
rámec	kader	rámec	kader	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
rámec	frame	rámec	frame	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
rámec	kader	rámec	kader	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
krásný	mooi	krásný	mooi	ADJ;INAN;NOM;MASC;SG;POS	ADJ
krásný	prachtig	krásný	prachtig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
krásný	mooie	krásný	mooi	ADJ;INAN;NOM;MASC;SG;POS	ADJ
instrukce	instructies	instrukce	instructie	N;NOM;FEM;PL;POS	N;PL
instrukce	instructies	instrukce	instructie	N;NOM;FEM;PL;POS	N;PL
chovu	fokkerij	chov	fokkerij	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
chovu	fok	chov	fok	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
splnění	vervulling	splnění	vervulling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
splnění	voldoening	splnění	voldoening	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
splnění	vervulling	splnění	vervulling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
statut	statuut	statut	statuut	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
dáma	lady	dáma	lady	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
dáma	vrouwe	dáma	vrouw	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
dáma	dame	dáma	dame	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
komunistická	communistische	komunistický	communistisch	ADJ;NOM;FEM;SG;POS	ADJ
komunistická	communistisch	komunistický	communistisch	ADJ;NOM;FEM;SG;POS	ADJ
experiment	experiment	experiment	experiment	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
rukopis	handschrift	rukopis	handschrift	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
rukopis	handschrift	rukopis	handschrift	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
rukopis	manuscript	rukopis	manuscript	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
subjekty	entiteiten	subjekt	entiteit	N;INAN;NOM;MASC;PL;POS	N;PL
subjekty	onderdanen	subjekt	onderdaan	N;INAN;NOM;MASC;PL;POS	N;PL
subjekty	onderwerpen	subjekt	onderwerp	N;INAN;NOM;MASC;PL;POS	N;PL
subjekty	vakken	subjekt	vak	N;INAN;NOM;MASC;PL;POS	N;PL
atentát	moord	atentát	moord	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
atentát	moordaanslag	atentát	moordaanslag	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
snížit	verminderen	snížit	verminderen	V;PFV;POS;NFIN	V;NFIN
snížit	reduceren	snížit	reduceren	V;PFV;POS;NFIN	V;NFIN
snížit	verkleinen	snížit	verkleinen	V;PFV;POS;NFIN	V;NFIN
snížit	verminderen	snížit	verminderen	V;PFV;POS;NFIN	V;NFIN
vyučování	lesgeven	vyučování	lesgeven	N;NOM;NEUT;SG;POS	N;NEUT;SG
úkolů	taken	úkol	taak	N;INAN;GEN;MASC;PL;POS	N;PL
kirk	kirk	kirk	kirk	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
podzemí	ondergrondse	podzemí	ondergrondse	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
podzemí	underground	podzemí	undergrounen	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
identity	identiteit	identita	identiteit	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
identity	identiteit	identita	identiteit	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
hráz	dam	hráz	dam	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
hráz	stuwdam	hráz	stuwdam	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
hráz	smet	hráz	smet	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
blokování	blokkering	blokování	blokkering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
blokování	blokkering	blokování	blokkering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
blokování	blok	blokování	blok	N;NOM;NEUT;SG;POS	N;NEUT;SG
blokování	block	blokování	block	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
definitivní	definitief	definitivní	definitief	ADJ;NOM;MASC;SG;POS	ADJ
definitivní	definitieve	definitivní	definitief	ADJ;NOM;MASC;SG;POS	ADJ
ponorka	onderzeeër	ponorka	onderzeeër	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
ponorka	duikboot	ponorka	duikboot	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
ponorka	sub	ponorka	sub	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
smíšený	mixed	smíšený	mixed	ADJ;INAN;NOM;MASC;SG;POS	ADJ
kritizoval	bekritiseerd	kritizovat	bekritiseren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
kritizoval	bekritiseerde	kritizovat	bekritiseren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
kritizoval	bekritiseerd	kritizovat	bekritiseren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
kritizoval	bekritiseerde	kritizovat	bekritiseren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
plošina	perron	plošina	perron	N;NOM;FEM;SG;POS	N;NEUT;SG
plošina	platform	plošina	platform	N;NOM;FEM;SG;POS	N;NEUT;SG
plošina	plateau	plošina	plateau	N;NOM;FEM;SG;POS	N;NEUT;SG
sedí	zittend	sedět	zittend	V;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
sedí	zittende	sedět	zitten	V;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
sedí	past	sedět	passen	V;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
hladina	niveau	hladina	niveau	N;NOM;FEM;SG;POS	N;NEUT;SG
hladina	level	hladina	level	N;NOM;FEM;SG;POS	N;NEUT;SG
pruský	pruisische	pruský	pruisisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
udržuje	onderhoudt	udržovat	onderhouden	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
ústní	mondelinge	ústní	mondeling	ADJ;NOM;MASC;SG;POS	ADJ
ústní	mondeling	ústní	mondeling	ADJ;NOM;MASC;SG;POS	ADJ
ústní	oraal	ústní	oraal	ADJ;NOM;MASC;SG;POS	ADJ
dně	bodem	dno	bodem	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
dně	onderkant	dno	onderkant	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
dně	bottom	dno	bottom	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
řecká	griekse	řecký	grieks	ADJ;NOM;FEM;SG;POS	ADJ
řecká	grieks	řecký	grieks	ADJ;NOM;FEM;SG;POS	ADJ
kapacitu	capaciteit	kapacita	capaciteit	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
odolnost	tegenstand	odolnost	tegenstand	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odolnost	weerstand	odolnost	weerstand	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
