organisms	الكائن	organisms	كَائِن	N;NOM;MASC;SG	N;NOM;DEF;SG
apsūdzības	اتهامات	apsūdzība	اِتِّهَام	N;NOM;FEM;PL	N;NOM;INDF;PL
apsūdzības	الاتهامات	apsūdzība	اِتِّهَام	N;NOM;FEM;PL	N;NOM;DEF;PL
rīks	الاداة	rīks	إِدَاةَة	N;NOM;MASC;SG	N;NOM;DEF;SG
rīks	اداة	rīks	إِدَاةَ	N;NOM;MASC;SG	N;NOM;INDF;SG
zīmols	ماركة	zīmols	مَاركَة	N;NOM;MASC;SG	N;NOM;INDF;SG
degviela	وقود	degviela	وَقُود	N;NOM;FEM;SG	N;NOM;INDF;SG
degviela	الوقود	degviela	وَقُود	N;NOM;FEM;SG	N;NOM;DEF;SG
piedāvājums	العطاء	piedāvājums	عَطَاء	N;NOM;MASC;SG	N;NOM;DEF;SG
piedāvājums	العطاء	piedāvājums	عَطَاء	N;NOM;MASC;SG	N;NOM;DEF;SG
piedāvājums	توريد	piedāvājums	تَورِيد	N;NOM;MASC;SG	N;NOM;INDF;SG
piedāvājums	امداد	piedāvājums	إِمدَاد	N;NOM;MASC;SG	N;NOM;INDF;SG
piedāvājums	العرض	piedāvājums	عَرض	N;NOM;MASC;SG	N;NOM;DEF;SG
kritizēja	انتقد	kritizēt	اِنتَقَد	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
zieds	الزهرة	zieds	زُهرَة	N;NOM;MASC;SG	N;NOM;DEF;SG
zieds	وردة	zieds	وَردَة	N;NOM;MASC;SG	N;NOM;INDF;SG
zieds	زهرة	zieds	زُهرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
akcija	مشاركة	akcija	مُشَارَكَة	N;NOM;FEM;SG	N;NOM;INDF;SG
akcija	المشاركة	akcija	مُشَارَكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
akcija	حصة	akcija	حِصَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
akcija	نصيب	akcija	نَصِيب	N;NOM;FEM;SG	N;NOM;INDF;SG
novērš	يتجنب	novērst	تَجَنَّب	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
raidījums	بث	raidījums	بَثّ	N;NOM;MASC;SG	N;NOM;INDF;SG
raidījums	البث	raidījums	بَثّ	N;NOM;MASC;SG	N;NOM;DEF;SG
gāza	اطاح	gāzt	إِطَاح	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
caurules	الانابيب	caurule	أُنبُوب	N;NOM;FEM;PL	N;NOM;DEF;PL
caurules	الانابيب	caurule	أُنبُوب	N;NOM;FEM;PL	N;NOM;DEF;PL
caurules	انابيب	caurule	أُنبُوب	N;NOM;FEM;PL	N;NOM;INDF;PL
cēloņi	الاسباب	cēlonis	سَبَب	N;NOM;MASC;PL	N;NOM;DEF;PL
dziļa	عميق	dziļa	عَمِيق	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
dziļa	عميقة	dziļa	عَمِيق	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
nelaimes	الحوادث	nelaime	حَادِث	N;NOM;FEM;PL	N;NOM;DEF;PL
nelaimes	حوادث	nelaime	حَادِث	N;NOM;FEM;PL	N;NOM;INDF;PL
garšas	نكهات	garša	نَكهَة	N;NOM;FEM;PL	N;NOM;INDF;PL
dabūt	احصل	dabūt	احصل	V;POS;NFIN	V;MASC;IMP;SG
dabūt	احضر	dabūt	اِحضَرّ	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
prakses	الممارسات	prakse	مُمَارَسَة	N;NOM;FEM;PL	N;NOM;DEF;PL
prakses	ممارسات	prakse	مُمَارَسَة	N;NOM;FEM;PL	N;NOM;INDF;PL
dzirdēt	يسمع	dzirdēt	سَمِع	V;POS;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
rīts	الصباح	rīts	صَبَاح	N;NOM;MASC;SG	N;NOM;DEF;SG
rīts	صباح	rīts	صَبَاح	N;NOM;MASC;SG	N;NOM;INDF;SG
mākonis	السحاب	mākonis	سَحَّاب	N;NOM;MASC;SG	N;NOM;DEF;SG
mākonis	سحاب	mākonis	سَحَّاب	N;NOM;MASC;SG	N;NOM;INDF;SG
mākonis	غيمة	mākonis	غِيمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
mākonis	سحابة	mākonis	سِحَابَة	N;NOM;MASC;SG	N;NOM;INDF;SG
pulkstenis	ساعة	pulkstenis	سَاعَة	N;NOM;MASC;SG	N;NOM;INDF;SG
pulkstenis	مشاهدة	pulkstenis	مُشَاهَدَة	N;NOM;MASC;SG	N;NOM;INDF;SG
pulkstenis	الساعة	pulkstenis	سَاعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
pulkstenis	ساعة	pulkstenis	سَاعَة	N;NOM;MASC;SG	N;NOM;INDF;SG
pulkstenis	الساعه	pulkstenis	اَلسَّاعه	N;NOM;MASC;SG	N;NOM;DEF;SG
lēcas	عدسات	lēkties	عَدَسَة	N;NOM;FEM;PL	N;NOM;INDF;PL
lēcas	العدسات	lēkties	عَدَسَة	N;NOM;FEM;PL	N;NOM;DEF;PL
lēcas	العدسات	lēkties	عَدَسَة	N;NOM;FEM;PL	N;NOM;DEF;PL
lēcas	عدسات	lēkties	عَدَسَة	N;NOM;FEM;PL	N;NOM;INDF;PL
pārvadājumi	المواصلات	pārvadājums	مُوَاصَلَة	N;NOM;MASC;PL	N;NOM;DEF;PL
saņemts	استقبل	saņemt	اِستَقبَل	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
saņemts	تلقت	saņemt	تَلَقَّى	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
saņemts	وردت	saņemt	وَرَد	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
līgumi	عقود	līgums	عَقد	N;NOM;MASC;PL	N;NOM;INDF;PL
līgumi	العقود	līgums	عَقد	N;NOM;MASC;PL	N;NOM;DEF;PL
līgumi	معاهدات	līgums	مُعَاهِدَة	N;NOM;MASC;PL	N;NOM;INDF;PL
līgumi	المعاهدات	līgums	مُعَاهِدَة	N;NOM;MASC;PL	N;NOM;DEF;PL
līgumi	الاتفاقات	līgums	اِتِّفَاق	N;NOM;MASC;PL	N;NOM;DEF;PL
līgumi	اتفاقات	līgums	اِتِّفَاق	N;NOM;MASC;PL	N;NOM;INDF;PL
pārbaude	تدقيق	pārbaude	تَدقِيق	N;NOM;FEM;SG	N;NOM;INDF;SG
pārbaude	التدقيق	pārbaude	تَدقِيق	N;NOM;FEM;SG	N;NOM;DEF;SG
pārbaude	التحقق	pārbaude	تَحَقُّق	N;NOM;FEM;SG	N;NOM;DEF;SG
pārbaude	الاختبار	pārbaude	اِختِبَار	N;NOM;FEM;SG	N;NOM;DEF;SG
pārbaude	اختبار	pārbaude	اِختِبَار	N;NOM;FEM;SG	N;NOM;INDF;SG
pārbaude	التفتيش	pārbaude	تَفتِيش	N;NOM;FEM;SG	N;NOM;DEF;SG
pārbaude	تفتيش	pārbaude	تَفتِيش	N;NOM;FEM;SG	N;NOM;INDF;SG
pārbaude	الفحص	pārbaude	فَحص	N;NOM;FEM;SG	N;NOM;DEF;SG
pārbaude	التحقق	pārbaude	تَحَقُّق	N;NOM;FEM;SG	N;NOM;DEF;SG
vērtējums	تقييم	vērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
vērtējums	التقييم	vērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
vērtējums	التصنيف	vērtējums	تَصنِيف	N;NOM;MASC;SG	N;NOM;DEF;SG
vērtējums	تصنيف	vērtējums	تَصنِيف	N;NOM;MASC;SG	N;NOM;INDF;SG
vērtējums	تقييم	vērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
vērtējums	التقييم	vērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
astotā	الثامن	astots	ثَامِن	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
astotā	الثامنة	astots	ثَامِن	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
siltums	حرارة	siltums	حَرَارَة	N;NOM;MASC;SG	N;NOM;INDF;SG
siltums	الحرارة	siltums	حَرَارَة	N;NOM;MASC;SG	N;NOM;DEF;SG
siltums	الدفء	siltums	دَفء	N;NOM;MASC;SG	N;NOM;DEF;SG
iemācījies	تعلمت	iemācīties	تَعَلَّم	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
veselība	الصحة	veselība	صِحَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
veselība	صحة	veselība	صِحَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
vēzis	السرطان	vēzis	سَرَطَان	N;NOM;MASC;SG	N;NOM;DEF;SG
golfa	الغولف	golfa	غُولف	N;NOM;FEM;SG	N;NOM;DEF;SG
golfa	الجولف	golfa	جُولِف	N;NOM;FEM;SG	N;NOM;DEF;SG
sniegums	الاداء	sniegums	أَدَاء	N;NOM;MASC;SG	N;NOM;DEF;SG
sniegums	اداء	sniegums	أَدَاء	N;NOM;MASC;SG	N;NOM;INDF;SG
dzēriens	شرب	dzēriens	شُرب	N;NOM;MASC;SG	N;NOM;INDF;SG
dzēriens	شراب	dzēriens	شَرب	N;NOM;MASC;SG	N;NOM;INDF;SG
dzēriens	مشروب	dzēriens	مَشرُوب	N;NOM;MASC;SG	N;NOM;INDF;SG
tīkli	شبكات	tīkls	شَبَكَة	N;NOM;MASC;PL	N;NOM;INDF;PL
tīkli	الشبكات	tīkls	شَبَكَة	N;NOM;MASC;PL	N;NOM;DEF;PL
relatīvais	النسبي	relatīvs	نِسبِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
relatīvais	نسبية	relatīvs	نِسبِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
relatīvais	نسبي	relatīvs	نِسبِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
mijiedarbības	التفاعلات	mijiedarbība	تَفَاعُل	N;NOM;FEM;PL	N;NOM;DEF;PL
protokoli	الدقائق	protokolis	دِقَاقَة	N;NOM;MASC;PL	N;NOM;DEF;PL
protokoli	دقائق	protokolis	دَقِيقَة	N;NOM;MASC;PL	N;NOM;INDF;PL
protokoli	بروتوكولات	protokolis	برُوتُوكُول	N;NOM;MASC;PL	N;NOM;INDF;PL
protokoli	البروتوكولات	protokolis	برُوتُوكُول	N;NOM;MASC;PL	N;NOM;DEF;PL
ieradumi	العادات	ieradums	عَادَة	N;NOM;MASC;PL	N;NOM;DEF;PL
ieradumi	عادات	ieradums	عَادَة	N;NOM;MASC;PL	N;NOM;INDF;PL
salīdzinājums	المقارنة	salīdzinājums	مُقَارَنَة	N;NOM;MASC;SG	N;NOM;DEF;SG
rabīns	الحاخام	rabīns	حَاخَام	N;NOM;MASC;SG	N;NOM;DEF;SG
pierādījumi	ادلة	pierādījums	دَلِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
apgrozījums	دوران	apgrozījums	دَوَرَان	N;NOM;MASC;SG	N;NOM;INDF;SG
reģistrācija	تسجيل	reģistrācija	تَسجِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
reģistrācija	التسجيل	reģistrācija	تَسجِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
reģistrācija	تسجيل	reģistrācija	تَسجِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
reģistrācija	التسجيل	reģistrācija	تَسجِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
konfederācija	الاتحاد	konfederācija	اِتِّحَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
piedāvāts	عرضت	piedāvāt	عَرَض	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
vagoni	الشاحنات	vagons	شَاحِنَة	N;NOM;MASC;PL	N;NOM;DEF;PL
vagoni	شاحنات	vagons	شَاحِنَة	N;NOM;MASC;PL	N;NOM;INDF;PL
vagoni	مدربين	vagons	مُدَرِّب	N;NOM;MASC;PL	N;NOM;INDF;PL
vagoni	المدربين	vagons	مُدَرِّب	N;NOM;MASC;PL	N;NOM;DEF;PL
reālā	حقيقي	reāls	حَقِيقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
reālā	حقيقية	reāls	حَقِيقِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
sasniegta	حققت	sasniegt	حَقَّق	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
nākotni	مستقبلا	Nākotne	مُستَقبَل	N;ACC;FEM;SG	N;ACC;INDF;SG
ieroča	سلاح	ierocis	سِلَاح	N;NOM;MASC;SG	N;NOM;INDF;SG
ieroča	السلاح	ierocis	سِلَاح	N;NOM;MASC;SG	N;NOM;DEF;SG
dokuments	الوثيقة	dokuments	وَثِيقَة	N;NOM;MASC;SG	N;NOM;DEF;SG
dokuments	وثيقة	dokuments	وَثِيقَة	N;NOM;MASC;SG	N;NOM;INDF;SG
dokuments	مستند	dokuments	مُستَنِد	N;NOM;MASC;SG	N;NOM;INDF;SG
dokuments	المستند	dokuments	مُستَنِد	N;NOM;MASC;SG	N;NOM;DEF;SG
dzejolis	القصيدة	dzejolis	قَصِيد	N;NOM;MASC;SG	N;NOM;DEF;SG
dzejolis	قصيدة	dzejolis	قَصِيدَة	N;NOM;MASC;SG	N;NOM;INDF;SG
izcils	ممتازة	izcils	مُمتَاز	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
izcils	ممتاز	izcils	مُمتَاز	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
stunda	الساعة	stunda	سَاعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
stunda	ساعة	stunda	سَاعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
identitātes	هويات	identitāte	هُوِيَّة	N;NOM;FEM;PL	N;NOM;INDF;PL
ekspozīcija	التعرض	ekspozīcija	تَعَرُّض	N;NOM;FEM;SG	N;NOM;DEF;SG
minimālā	الادنى	minimāls	أَدنَى	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
jēga	بمعنى	jēga	بمعنى	N;NOM;FEM;SG	N;NOM;INDF;SG
jēga	معنى	jēga	مَعنَى	N;NOM;FEM;SG	N;NOM;INDF;SG
jēga	المعنى	jēga	مَعنَى	N;NOM;FEM;SG	N;NOM;DEF;SG
jēga	الاحساس	jēga	إِحسَاس	N;NOM;FEM;SG	N;NOM;DEF;SG
jēga	حاسة	jēga	حَاسّ	N;NOM;FEM;SG	N;NOM;INDF;SG
jēga	احساس	jēga	إِحسَاس	N;NOM;FEM;SG	N;NOM;INDF;SG
paraugi	النماذج	paraugs	نَمَاذَة	N;NOM;MASC;PL	N;NOM;DEF;PL
paraugi	نماذج	paraugs	نَمُوذَج	N;NOM;MASC;PL	N;NOM;INDF;PL
paraugi	الموديلات	paraugs	مُودِيلَات	N;NOM;MASC;PL	N;NOM;DEF;PL
paraugi	العينات	paraugs	عِينَة	N;NOM;MASC;PL	N;NOM;DEF;PL
paraugi	عينات	paraugs	عينات	N;NOM;MASC;PL	N;NOM;INDF;PL
zobens	السيف	zobens	سَيف	N;NOM;MASC;SG	N;NOM;DEF;SG
desmiti	عشرات	desmits	عَشَرَة	NUM;NOM;MASC;PL	NUM;NOM;INDF;PL
sulas	العصائر	sula	العصائر	N;NOM;FEM;PL	N;NOM;DEF;PL
viesi	الضيوف	viesis	ضِيف	N;NOM;MASC;PL	N;NOM;DEF;PL
civilizācija	حضارة	civilizācija	حَضَارَة	N;NOM;FEM;SG	N;NOM;INDF;SG
civilizācija	الحضارة	civilizācija	حَضَارَة	N;NOM;FEM;SG	N;NOM;DEF;SG
civilizācija	حضارة	civilizācija	حَضَارَة	N;NOM;FEM;SG	N;NOM;INDF;SG
atslēga	المفتاح	atslēgt	مُفتَاح	N;NOM;FEM;SG	N;NOM;DEF;SG
atslēga	مفتاح	atslēgt	مفتاح	N;NOM;FEM;SG	N;NOM;INDF;SG
izplešanās	التوسع	izplešanās	تَوَسُّع	N;NOM;FEM;SG	N;NOM;DEF;SG
izplešanās	التوسيع	izplešanās	تَوسِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
izplešanās	توسع	izplešanās	تَوَسُّع	N;NOM;FEM;SG	N;NOM;INDF;SG
izplešanās	توسيع	izplešanās	تَوسِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
cietā	صلبة	cieta	صُلبَة	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
cietā	متين	cieta	متين	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
sargs	الوصي	sargs	وَصي	N;NOM;MASC;SG	N;NOM;DEF;SG
sargs	الحرس	sargs	حَرَس	N;NOM;MASC;SG	N;NOM;DEF;SG
sargs	حارس	sargs	حَارِس	N;NOM;MASC;SG	N;NOM;INDF;SG
sargs	الحارس	sargs	حَارِس	N;NOM;MASC;SG	N;NOM;DEF;SG
bataljoni	كتائب	bataljons	كَتِيبَة	N;NOM;MASC;PL	N;NOM;INDF;PL
termini	المصطلحات	termins	مُصطَلَح	N;NOM;MASC;PL	N;NOM;DEF;PL
termini	الشروط	termins	شَرط	N;NOM;MASC;PL	N;NOM;DEF;PL
termini	شروط	termins	شَرط	N;NOM;MASC;PL	N;NOM;INDF;PL
unikāla	فريدة	unikāls	فَرِيد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
izņēmumi	الاستثناءات	izņēmums	اِستِثنَاء	N;NOM;MASC;PL	N;NOM;DEF;PL
izņēmumi	استثناءات	izņēmums	اِستِثنَاء	N;NOM;MASC;PL	N;NOM;INDF;PL
stratēģiskā	الاستراتيجي	stratēģisks	إِسترَاتِيجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
stratēģiskā	استراتيجي	stratēģisks	إِسترَاتِيجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
pastāvēšana	الوجود	pastāvēšana	وُجُود	N;NOM;FEM;SG	N;NOM;DEF;SG
saglabāta	انقذت	saglabāt	أَنقَذ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
atkārtot	كرر	atkārtot	كَرَّر	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
mīksts	ناعمة	mīksts	نَاعِمَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
mīksts	لينة	mīksts	لَينَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
kampaņa	حملة	kampaņa	حَملَة	N;NOM;FEM;SG	N;NOM;INDF;SG
kampaņa	الحملة	kampaņa	حَملَة	N;NOM;FEM;SG	N;NOM;DEF;SG
konts	الحساب	konts	حِسَاب	N;NOM;MASC;SG	N;NOM;DEF;SG
konts	حساب	konts	حِسَاب	N;NOM;MASC;SG	N;NOM;INDF;SG
slikta	فقير	slikta	فَقِير	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
slikta	فقيرة	slikta	فَقِير	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
slikta	سيئة	slikta	سَيِّئ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
slikta	سيء	slikta	سِيَّة	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
slikta	سيئ	slikta	سَيِّئ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
slikta	سئ	slikta	سَأّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
zina	يعلم	zināt	عَلِم	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
dzirde	سماع	dzirde	سَمَاع	N;NOM;FEM;SG	N;NOM;INDF;SG
dzirde	السمع	dzirde	سَمعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
piekrīt	يقبل	piekrist	قَبِل	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
piekrīt	يتقبل	piekrist	تَقَبَّل	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
piekrīt	يتفق	piekrist	اِتَّفَق	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
piekrīt	يوافق	piekrist	وَافَق	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
tipiska	نموذجية	tipiska	نَمُوذَجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
tipiska	نموذجي	tipiska	نَمُوذَجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
viedokļi	اراء	viedoklis	رَأي	N;NOM;MASC;PL	N;NOM;INDF;PL
viedokļi	الاراء	viedoklis	رَأي	N;NOM;MASC;PL	N;NOM;DEF;PL
viedokļi	مشاهدات	viedoklis	مُشَاهَدَة	N;NOM;MASC;PL	N;NOM;INDF;PL
viedokļi	اراء	viedoklis	رَأي	N;NOM;MASC;PL	N;NOM;INDF;PL
viedokļi	المشاهدات	viedoklis	مُشَاهَدَة	N;NOM;MASC;PL	N;NOM;DEF;PL
viedokļi	الاراء	viedoklis	رَأي	N;NOM;MASC;PL	N;NOM;DEF;PL
efekti	التاثيرات	efekts	تَاثِير	N;NOM;MASC;PL	N;NOM;DEF;PL
efekti	تاثيرات	efekts	تَاثِير	N;NOM;MASC;PL	N;NOM;INDF;PL
spējīgi	قادرين	spējīgs	قَادِر	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
admirālis	الادميرال	admirālis	أَدمِيرَال	N;NOM;MASC;SG	N;NOM;DEF;SG
admirālis	الاميرال	admirālis	أَمِيرَال	N;NOM;MASC;SG	N;NOM;DEF;SG
noteikšana	الكشف	noteikšana	كَشف	N;NOM;FEM;SG	N;NOM;DEF;SG
noteikšana	العزيمة	noteikšana	عَزِيمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
noteikšana	عزم	noteikšana	عَزم	N;NOM;FEM;SG	N;NOM;INDF;SG
jaunība	شب	jaunība	شَبّ	N;NOM;FEM;SG	N;NOM;INDF;SG
viesis	الضيف	viesis	ضِيف	N;NOM;MASC;SG	N;NOM;DEF;SG
viesis	ضيفة	viesis	ضَيفَة	N;NOM;MASC;SG	N;NOM;INDF;SG
ētika	اخلاق	ētikt	إِخلَاق	N;NOM;FEM;SG	N;NOM;INDF;SG
aspekti	جوانب	aspekts	جَانِب	N;NOM;MASC;PL	N;NOM;INDF;PL
aspekti	النواحي	aspekts	نَاحِيَة	N;NOM;MASC;PL	N;NOM;DEF;PL
aspekti	الجوانب	aspekts	جَانِب	N;NOM;MASC;PL	N;NOM;DEF;PL
demokrātija	الديمقراطية	demokrātija	دِيمُقرَاطِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
migrācija	هجرة	migrācija	هِجرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
migrācija	الهجرة	migrācija	هِجرَة	N;NOM;FEM;SG	N;NOM;DEF;SG
trūkumi	العيوب	trūkums	عَيب	N;NOM;MASC;PL	N;NOM;DEF;PL
pārliecināts	اقتنع	pārliecināt	اِقتَنَع	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
astotais	الثامن	astots	ثَامِن	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
astotais	الثامنة	astots	ثَامِن	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
uzbrucēji	مهاجمين	uzbrucēt	مُهَاجِم	N;NOM;MASC;PL	N;NOM;INDF;PL
uzbrucēji	المهاجمين	uzbrucēt	مُهَاجِم	N;NOM;MASC;PL	N;NOM;DEF;PL
grunts	القاع	grunts	قَاع	N;NOM;MASC;SG	N;NOM;DEF;SG
grunts	قاع	grunts	قَاع	N;NOM;MASC;SG	N;NOM;INDF;SG
tumšs	مظلم	tumšs	مُظلِم	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
tumšs	مظلمة	tumšs	مُظلِم	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
bremzēšanas	الكبح	bremzēšana	كَبح	N;NOM;FEM;SG	N;NOM;DEF;SG
investīcijas	الاستثمارات	investīcija	اِستِثمَار	N;NOM;FEM;PL	N;NOM;DEF;PL
investīcijas	استثمارات	investīcija	اِستِثمَار	N;NOM;FEM;PL	N;NOM;INDF;PL
investīcijas	استثمارات	investīcija	اِستِثمَار	N;NOM;FEM;PL	N;NOM;INDF;PL
investīcijas	الاستثمارات	investīcija	اِستِثمَار	N;NOM;FEM;PL	N;NOM;DEF;PL
pārbauda	تحقق	pārbaudīt	حَقَّق	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
pārbauda	تحقق	pārbaudīt	حَقَّق	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
pārbauda	تفقد	pārbaudīt	فَقَد	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
patiesība	الحقيقة	patiesība	حَقِيقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
ieņēmumi	ايرادات	ieņēmums	إِيرَاد	N;NOM;MASC;PL	N;NOM;INDF;PL
ieņēmumi	الايرادات	ieņēmums	إِيرَاد	N;NOM;MASC;PL	N;NOM;DEF;PL
ieņēmumi	ايرادات	ieņēmums	إِيرَاد	N;NOM;MASC;PL	N;NOM;INDF;PL
ieņēmumi	الايرادات	ieņēmums	إِيرَاد	N;NOM;MASC;PL	N;NOM;DEF;PL
ieņēmumi	ايرادات	ieņēmums	إِيرَاد	N;NOM;MASC;PL	N;NOM;INDF;PL
ieņēmumi	الايرادات	ieņēmums	إِيرَاد	N;NOM;MASC;PL	N;NOM;DEF;PL
iegūšana	الاستخراج	iegūšana	اِستِخرَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
iegūšana	استخراج	iegūšana	اِستِخرَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
iegūšana	استخلاص	iegūšana	اِستِخلَاص	N;NOM;FEM;SG	N;NOM;INDF;SG
iegūšana	اكتساب	iegūšana	اِكتِسَاب	N;NOM;FEM;SG	N;NOM;INDF;SG
iegūšana	اقتناء	iegūšana	اِقتِنَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
dārzi	حدائق	dārzs	حَدِيقَة	N;NOM;MASC;PL	N;NOM;INDF;PL
dārzi	الحدائق	dārzs	حَدِيقَة	N;NOM;MASC;PL	N;NOM;DEF;PL
statujas	تماثيل	statuties	تِمثَال	N;NOM;FEM;PL	N;NOM;INDF;PL
statujas	التماثيل	statuties	تَمثِيل	N;NOM;FEM;PL	N;NOM;DEF;PL
atļauta	سمح	atļaut	سَمَح	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
audzes	التشكيلات	audze	تَشكِيل	N;NOM;FEM;PL	N;NOM;DEF;PL
audzes	تشكيلات	audze	تشكيلات	N;NOM;FEM;PL	N;NOM;INDF;PL
velns	شيطان	velns	شِيطَان	N;NOM;MASC;SG	N;NOM;INDF;SG
