категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
съветски	sovjetisk	съветски	sovjetisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
южен	söder	южен	söder	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
птици	fåglar	птица	fågel	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
открити	upptäckta	открит	upptäckt	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
енергия	energi	енергия	energi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
енергия	energy	енергия	energy	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
партии	fester	партия	fest	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
партии	parter	партия	part	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
партии	partier	партия	parti	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
установява	etablerar	установявам-(се)	etablera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
открит	upptäckts	открия-(се)	upptäcka	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;V.CVB;PASS
открит	upptäcktes	открия-(се)	upptäcka	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
открит	hittades	открия-(се)	hitta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
открит	hittas	открия-(се)	hitta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;NFIN;PASS
южно	söderut	южен	söderut	ADV	ADV
училището	skolan	училище	skola	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
обект	objekt	обект	objekt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
обект	föremål	обект	föremål	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
обект	föremål	обект	föremål	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
обект	ämne	обект	ämne	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
територии	territorier	територия	territorium	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
територии	territorier	територия	territorium	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
вариант	variant	вариант	variant	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
вариант	alternativ	вариант	alternativ	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
вариант	möjlighet	вариант	möjlighet	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
телевизия	tv	телевизия	tv	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
телевизия	television	телевизия	television	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
издателство	förlag	издателство	förlag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
издателство	förlag	издателство	förlag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
издателство	publicering	издателство	publicering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
издателство	utgivning	издателство	utgivning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
долината	dalen	долина	dal	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
принцеса	princess	принцеса	princess	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
принцеса	prinsessa	принцеса	prinsess	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дете	kid	дете	kid	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
дете	grabb	дете	grabb	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
дете	child	дете	child	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
граница	gräns	граница	gräns	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
граница	kant	граница	kunna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
граница	border	граница	bord	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
граница	inramning	граница	inramning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
граница	gräns	граница	gräns	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
граница	gräns	граница	gräns	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
граница	gränsvärde	граница	gränsvärde	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
граница	gräns	граница	gräns	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
аржентина	argentina	аржентина	argentin	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
база	base	база	base	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
база	bas	база	ba	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
база	basis	база	basis	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
база	grund	база	grund	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
база	grundval	база	grundval	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
отделни	separata	отделен	separat	ADJ;INDF;PL	ADJ;NOM;PL
годините	åren	година	år	N;DEF;FEM;PL	N;NOM;DEF;NEUT;PL
гол	mål	гол	mål	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
зад	bakom	зад	bakom	ADP	ADP
взема	tar	взема	ta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
закон	juridik	закон	juridik	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
закон	lag	закон	lag	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
закон	law	закон	law	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
титла	avd	титла	avd	N;INDF;FEM;SG	N
титла	avdelning	титла	avdelning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
титла	titel	титла	titel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
титла	rubrik	титла	rubrik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гърци	greker	грък	grek	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
никога	aldrig	никога	aldrig	ADV	ADV;NEG
наречен	kallas	нарека-(се)	kalla	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;NFIN;PASS
езика	språket	език	språk	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
френска	fransk	френски	fransk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
френска	franskt	френски	fransk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
войници	soldater	войник	soldat	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
войници	trupper	войник	trupp	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
турнир	turnering	турнир	turnering	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
международни	internationella	международен	internationell	ADJ;INDF;PL	ADJ;NOM;PL
броя	räknar	броя-(се)	räkna	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
съюза	unionen	съюз	union	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
подобни	likartade	подобен	likartad	ADJ;INDF;PL	ADJ;NOM;PL
подобни	liknande	подобен	liknande	ADJ;INDF;PL	ADJ;NOM;PRS;V.PTCP
положение	status	положение	status	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
положение	ställning	положение	ställning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
положение	ställning	положение	ställning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
положение	position	положение	position	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
положение	ståndpunkt	положение	ståndpunkt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
положение	befattning	положение	befattning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
положение	situation	положение	situation	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
отряд	trupp	отряд	trupp	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
отряд	squad	отряд	squad	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
селата	byarna	село	byare	N;DEF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
стойност	värde	стойност	värde	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
управлява	förvaltar	управлявам	förvalta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
управлява	hanterar	управлявам	hantera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
кратко	kort	кратко	kort	ADV	ADV
кратко	kort	кратко	kort	ADV	ADV
игра	spel	игра	spel	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
игра	game	игра	game	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
игра	match	игра	match	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
игра	vilt	игра	vilja	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
игра	pjäs	игра	pjäs	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
игра	play	игра	play	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
свързва	ansluter	свързвам-(се)	ansluta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
свързва	förbinder	свързвам-(се)	förbind	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
локомотив	lok	локомотив	lok	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
локомотив	lokomotiv	локомотив	lokomotiv	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
блок	blockering	блок	blockering	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
блок	block	блок	block	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
средна	medelhög	среден	medelhög	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
средна	medellång	среден	medellång	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
средна	medelstor	среден	medelstor	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
подобно	likartat	подобно	likartad	ADV	ADV
къща	house	къща	house	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
къща	hus	къща	hus	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
поддържа	underhåller	поддържам	underhålla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
поддържа	upprätthåller	поддържам	upprätthålla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
поддържа	vidhåller	поддържам	vidhålla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
поддържа	bibehåller	поддържам	bibehålla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
поддържа	stöttar	поддържам	stötta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
поддържа	stöder	поддържам	stödja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
поддържа	stödjer	поддържам	stödja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
обучение	utbildning	обучение	utbildning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
обучение	träning	обучение	träning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
обучение	utbildning	обучение	utbildning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
обучение	handledning	обучение	handledning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
канал	canal	канал	canal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
канал	kanal	канал	kanal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
канал	kanal	канал	kanal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
канал	channel	канал	channel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наука	vetenskap	наука	vetenskap	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
наука	naturvetenskap	наука	naturvetenskap	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
основен	grundläggande	основен	grundläggande	ADJ;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
пари	pengar	пара	pengar	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
семейства	familjer	семейство	familj	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
зависимост	missbruk	зависимост	missbruk	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
рота	sällskap	рота	sällskap	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
рота	bolag	рота	bolag	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
майор	major	майор	maja	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
майор	huvudämne	майор	huvudämne	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
научни	vetenskapliga	научен	vetenskaplig	ADJ;INDF;PL	ADJ;NOM;PL
композитор	kompositör	композитор	kompositör	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
космос	kosmos	космос	kosmos	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
космос	rymd	космос	rymd	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
космос	utrymme	космос	utrymme	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
определени	definieras	определя-(се)	definiera	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PRS;FIN;PASS
структура	struktur	структура	struktur	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
манастира	klostret	манастирам	klostret	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
рано	tidigt	рано	tidig	ADV	ADV
действие	aktion	действие	aktion	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
действие	åtgärd	действие	åtgärd	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
действие	handling	действие	handling	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
гео	geo	гео	geo	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
отива	går	отивам-(си)	gå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
икономически	ekonomiskt	икономически	ekonomisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
икономически	ekonomisk	икономически	ekonomisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
икономически	ekonomiskt	икономически	ekonomisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
счита	anser	считам-(се)	anse	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
кръст	cross	кръст	cross	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кръст	kryss	кръст	kryss	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
кръст	kors	кръст	kors	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
съвета	rådets	съвет	råd	N;DEF;MASC;SG	N;GEN;DEF;NEUT;SG
съвета	council	съвет	council	N;DEF;MASC;SG	N
съвета	rådet	съвет	råd	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
чест	ära	чест	ära	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
чест	heder	чест	heda	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
чест	ära	чест	ära	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
чест	heder	чест	heda	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
час	timme	час	timme	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
час	timma	час	timma	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гори	brännskador	гора	brännskada	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
гори	skogar	гора	skoga	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
съоръжения	anläggningar	съоръжение	anläggning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
съоръжения	faciliteter	съоръжение	facilitet	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
рядко	sällan	рядко	sällan	ADV	ADV
рядко	sällan	рядко	sällan	ADV	ADV
търговски	kommersiellt	търговски	kommersiell	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
комисия	kommission	комисия	kommission	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
комисия	provision	комисия	provision	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
комисия	kommitté	комисия	kommitté	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
комисия	utskott	комисия	utskott	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
учени	forskare	учен	forskare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
единица	unit	единица	unit	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
единица	enhet	единица	enhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
чета	läser	чета	läsa	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
чета	läser	чета	läsa	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
въпроси	frågor	въпрос	fråga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
въпроси	problem	въпрос	problem	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
въпроси	frågeställningar	въпрос	frågeställning	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
въпроси	emissioner	въпрос	emission	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
въпроси	frågor	въпрос	fråga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
изпълнение	genomförande	изпълнение	genomförande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
изпълнение	implementering	изпълнение	implementering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изпълнение	föreställning	изпълнение	föreställning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изпълнение	performance	изпълнение	performance	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изпълнение	resultat	изпълнение	resultat	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
изпълнение	prestanda	изпълнение	prestanda	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изпълнение	avrättning	изпълнение	avrättning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
минава	passerar	минавам-(се)	passera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
флот	flotta	флот	flotta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
флот	navy	флот	navy	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
флот	flotta	флот	flotta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
предполага	antyder	предполагам	antyda	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
предполага	föreslår	предполагам	föreslå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
герои	hjältar	герой	hjälta	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
герои	figurer	герой	figur	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
герои	karaktärer	герой	karaktär	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
официална	officiell	официален	officiell	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
официална	officiellt	официален	officiell	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
официална	formell	официален	formell	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
официална	formellt	официален	formell	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
компании	företag	компания	företag	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
възпитаници	alumner	възпитаник	alumner	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
мир	frid	мир	frid	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мир	peace	мир	peace	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
мир	fred	мир	fred	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
певица	sångare	певица	sång	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
певица	sångerska	певица	sångerska	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
растения	plantor	растение	plantor	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
растения	växter	растение	växt	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
описва	beskriver	описвам	beskriva	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
описва	beskriver	описвам	beskriva	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
творчество	kreativitet	творчество	kreativitet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
продуцент	producent	продуцент	producent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
принц	furste	принц	furst	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
принц	prince	принц	prince	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
принц	prins	принц	prin	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
стена	logg	стена	logg	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
стена	vägg	стена	vägg	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
стена	mur	стена	mur	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
разкази	sagor	разказ	saga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
разкази	händelser	разказ	händelse	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
разкази	historier	разказ	historia	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
разкази	berättelser	разказ	berättelse	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
загуби	förluster	загуба	förlust	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
смисъл	innebörd	смисъл	innebörd	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
смисъл	betydelse	смисъл	betydelse	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
смисъл	mening	смисъл	mening	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дълбочина	djup	дълбочина	djup	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фронт	front	фронт	front	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
фронт	framsida	фронт	framsida	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изследване	besiktning	изследване	besiktning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	undersökning	изследване	undersökning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	enkät	изследване	enkät	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	studie	изследване	studium	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	forskning	изследване	forskning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	prövning	изследване	prövning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	undersökning	изследване	undersökning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	prospektering	изследване	prospektering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изследване	utforskning	изследване	utforskning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
организира	organiserar	организирам	organisera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
организира	anordnar	организирам	anordna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
употреба	användning	употреба	användning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
употреба	användning	употреба	användning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
национални	nationella	национален	nationell	ADJ;INDF;PL	ADJ;NOM;PL
продукти	produkter	продукт	produkt	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
министерството	ministeriet	министерство	ministeri	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
кой	vem	кой	vem	PRO;NOM;MASC;SG	PRO;INDF;MASC+FEM;SG
техника	teknik	техника	teknik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
стари	gamla	стар	gammal	ADJ;INDF;PL	ADJ;NOM;PL
тема	ämne	тема	ämne	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
тема	tema	тема	tema	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
добро	gott	добър	god	ADV	ADV
добро	bra	добър	bra	ADV	ADV
подкрепа	support	подкрепа	support	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
подкрепа	stöd	подкрепа	stöd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
активно	aktivt	активно	aktiv	ADV	ADV
едновременно	samtidigt	едновременно	samtidig	ADV	ADV
изключение	undantag	изключение	undantag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
реките	floderna	река	flod	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
снимки	bilder	снимка	bild	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
снимки	tavlor	снимка	tavla	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
снимки	bilder	снимка	bild	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
автори	författare	автор	författare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
братя	bröder	брат	bröda	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
видео	filmklipp	видео	filmklipp	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
видео	video	видео	vide	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
видео	videoklipp	видео	videoklipp	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
тяло	body	тяло	body	N;INDF;NEUT;SG	N
тяло	kropp	тяло	kropp	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
тяло	kropps	тяло	kropp	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
метъл	metall	метъл	metall	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
метъл	metal	метъл	metal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
интерес	ränta	интерес	ränta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
интерес	intresse	интерес	intresse	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
коста	costa	коста	costa	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
шаблони	mallar	шаблон	malla	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
операция	insats	операция	insats	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
операция	operation	операция	operation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
операция	drift	операция	drift	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
операция	operation	операция	operation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
