die	de	die	de	DET;DEF	DET;DEF
skrywers	auteurs	skrywer	auteur	N;PL	N;PL
skrywers	schrijvers	skrywer	schrijver	N;PL	N;PL
kanadese	canadees	kanades	canadees	ADJ;NOM	ADJ
kanadese	canadese	kanades	canadees	ADJ;NOM	ADJ
stand	klassement	stand	klassement	N;SG	N;NEUT;SG
katedraal	kathedraal	katedraal	kathedraal	N;SG	N;MASC+FEM;SG
klimaat	klimaat	klimaat	klimaat	N;SG	N;NEUT;SG
vernietig	vernietigd	vernietig	vernietigen	V;PRS	V;V.PTCP
vernietig	vernield	vernietig	vernielen	V;PRS	V;V.PTCP
vernietig	verwoest	vernietig	verwoesten	V;PRS	V;V.PTCP
vernietig	verwoesten	vernietig	verwoesten	V;PRS	V;NFIN
vernietig	vernietigen	vernietig	vernietigen	V;PRS	V;NFIN
vernietig	vernietig	vernietig	vernietig	V;PRS	V;SG;PRS;FIN
vernietig	knallen	vernietig	knallen	V;PRS	V;NFIN
onderneem	toegezegde	onderneem	toezeggen	V;PRS	V;V.PTCP
onderneem	toegezegd	onderneem	toezeggen	V;PRS	V;V.PTCP
onderneem	verpand	onderneem	verpand	V;PRS	V;V.PTCP
sensus	volkstelling	sensus	volkstelling	N;SG	N;MASC+FEM;SG
sensus	census	sensus	census	N;SG	N;NEUT;SG
skepe	schepen	skeep	schip	N;PL	N;PL
weermag	leger	weermag	leger	N;SG	N;NEUT;SG
weermag	landmacht	weermag	landmacht	N;SG	N;MASC+FEM;SG
getrek	getrokken	trek	trekken	V;PST;V.PTCP	V;V.PTCP
kos	voedsel	kos	voedsel	N;SG	N;NEUT;SG
smuts	smuts	smuts	smut	N;SG	N;MASC+FEM;SG
verminder	verminderen	verminder	verminderen	V;PRS	V;NFIN
verminder	reduceren	verminder	reduceren	V;PRS	V;NFIN
verminder	verkleinen	verminder	verkleinen	V;PRS	V;NFIN
verminder	geëlimineerd	verminder	elimineren	V;PRS	V;V.PTCP
verminder	verminderen	verminder	verminderen	V;PRS	V;NFIN
verminder	reduceert	verminder	reduceren	V;PRS	V;SG;PRS;FIN
verminder	vermindert	verminder	verminderen	V;PRS	V;SG;PRS;FIN
terugkeer	terugkeer	terugkeer	terugkeer	N;SG	N;MASC+FEM;SG
afdeling	afdeling	afdeling	afdeling	N;SG	N;MASC+FEM;SG
afdeling	sectie	afdeling	sectie	N;SG	N;MASC+FEM;SG
rewolusie	revolutie	rewolusie	revolutie	N;SG	N;MASC+FEM;SG
atmosfeer	sfeer	atmosfeer	sfeer	N;SG	N;MASC+FEM;SG
atmosfeer	atmosfeer	atmosfeer	atmosfeer	N;SG	N;MASC+FEM;SG
atmosfeer	dampkring	atmosfeer	dampkring	N;SG	N;MASC+FEM;SG
begrawe	begraven	begrawe	begraven	V;PRS	V;V.PTCP
begrawe	bedolven	begrawe	bedelven	V;PRS	V;V.PTCP
plant	plant	plant	plant	N;SG	N;MASC+FEM;SG
ontmoet	ontmoet	ontmoet	ontmoeten	V;PRS	V;V.PTCP
ontmoet	ontmoeten	ontmoet	ontmoeten	V;PRS	V;NFIN
terrein	veld	terrein	veld	N;SG	N;NEUT;SG
behandel	behandeld	behandel	behandelen	V;PRS	V;V.PTCP
behandel	behandelen	behandel	behandelen	V;PRS	V;NFIN
behandel	behandel	behandel	behandelen	V;PRS	V;SG;PRS;FIN
stuur	verzenden	stuur	verzenden	V;PRS	V;V.PTCP
stuur	sturen	stuur	sturen	V;PRS	V;NFIN
stuur	stuur	stuur	stuur	V;PRS	V;SG;PRS;FIN
stuur	versturen	stuur	versturen	V;PRS	V;NFIN
area	gebied	area	gebied	N;SG	N;NEUT;SG
area	oppervlakte	area	oppervlakte	N;SG	N;MASC+FEM;SG
deense	deens	deens	deens	ADJ;NOM	ADJ
deense	deense	deens	deens	ADJ;NOM	ADJ
aard	natuur	aard	natuur	N;SG	N;MASC+FEM;SG
veld	veld	veld	veld	N;SG	N;NEUT;SG
pogings	inspanningen	poging	inspanning	N;PL	N;PL
pogings	pogingen	poging	poging	N;PL	N;PL
hart	hart	hart	hart	N;SG	N;NEUT;SG
hart	hartje	hart	hartje	N;SG	N;NEUT;SG
ernstige	ernstig	ernstig	ernstig	ADJ;NOM	ADJ
ernstige	ernstige	ernstig	ernstig	ADJ;NOM	ADJ
ernstige	serieuze	ernstig	serieus	ADJ;NOM	ADJ
ernstige	serieus	ernstig	serieus	ADJ;NOM	ADJ
stelsels	systemen	stelsel	systeem	N;PL	N;PL
getalle	getallen	getal	getal	N;PL	N;PL
getalle	nummers	getal	nummer	N;PL	N;PL
getalle	aantallen	getal	aantal	N;PL	N;PL
politiek	politiek	politiek	politiek	N;SG	N;MASC+FEM;SG
agtergrond	achtergrondinformatie	agtergrond	achtergrondinformatie	N;SG	N;MASC+FEM;SG
agtergrond	achtergrond	agtergrond	achtergrond	N;SG	N;MASC+FEM;SG
idee	idee	idee	idee	N;SG	N;NEUT;SG
idee	ideetje	idee	ideetje	N;SG	N;NEUT;SG
provinsies	staten	provinsie	state	N;PL	N;PL
provinsies	provincies	provinsie	provincie	N;PL	N;PL
australiese	australisch	australies	australisch	ADJ;NOM	ADJ
australiese	australische	australies	australisch	ADJ;NOM	ADJ
dekades	decennia	dekade	decennia	N;PL	N;PL
streke	streken	streke	streek	N;PL	N;PL
filosofie	filosofie	filosofie	filosofie	N;SG	N;MASC+FEM;SG
godsdienstige	religieuze	godsdienstig	religieus	ADJ;NOM	ADJ
godsdienstige	religieus	godsdienstig	religieus	ADJ;NOM	ADJ
tydskrif	tijdschrift	tydskrif	tijdschrift	N;SG	N;NEUT;SG
tydskrif	magazine	tydskrif	magazine	N;SG	N;NEUT;SG
afgeneem	verlaagd	afneem	verlagen	V;PST;V.PTCP	V;V.PTCP
afgeneem	gedaald	afneem	dalen	V;PST;V.PTCP	V;V.PTCP
afgeneem	verminderd	afneem	verminderen	V;PST;V.PTCP	V;V.PTCP
afgeneem	verlaagde	afneem	verlagen	V;PST;V.PTCP	V;SG;PST;FIN
afgeneem	afgenomen	afneem	afnemen	V;PST;V.PTCP	V;V.PTCP
afgeneem	verminderde	afneem	verminderen	V;PST;V.PTCP	V;SG;PST;FIN
provinsiale	provinciaal	provinsiaal	provinciaal	ADJ;NOM	ADJ
provinsiale	provinciale	provinsiaal	provinciaal	ADJ;NOM	ADJ
koop	kopen	koop	kopen	V;PRS	V;NFIN
voorkoms	verschijning	voorkoms	verschijning	N;SG	N;MASC+FEM;SG
literêre	literair	literêre	literair	ADJ;NOM	ADJ
literêre	literaire	literêre	literair	ADJ;NOM	ADJ
verhuis	verplaatst	verhuis	verplaatsen	V;PRS	V;V.PTCP
verhuis	bewogen	verhuis	bewegen	V;PRS	V;V.PTCP
verhuis	verhuisd	verhuis	verhuizen	V;PRS	V;V.PTCP
saal	hal	saal	hal	N;SG	N;MASC+FEM;SG
saal	zaal	saal	zaal	N;SG	N;MASC+FEM;SG
saal	hall	saal	hall	N;SG	N;MASC+FEM;SG
spel	wedstrijd	spel	wedstrijd	N;SG	N;MASC+FEM;SG
spel	spel	spel	spel	N;SG	N;NEUT;SG
spel	spelletje	spel	spel	N;SG	N;NEUT;SG
spel	gameplay	spel	gameplay	N;SG	N;MASC+FEM;SG
sokker	voetbal	sokker	voetbal	N;SG	N;NEUT;SG
bydrae	bijdrage	bydrae	bijdrage	N;SG	N;MASC+FEM;SG
brug	brug	brug	brug	N;SG	N;MASC+FEM;SG
brug	bridge	brug	brieg	N;SG	N;MASC+FEM;SG
vlae	vlaggen	vlaag	vlaggen	N;PL	N;PL
behels	betrekt	behels	betrekken	V;PRS	V;SG;PRS;FIN
landbou	landbouw	landbou	landbouw	N;SG	N;MASC+FEM;SG
voorwerp	voorwerp	voorwerp	voorwerp	N;SG	N;NEUT;SG
voorwerp	object	voorwerp	object	N;SG	N;NEUT;SG
natuur	natuur	natuur	natuur	N;SG	N;MASC+FEM;SG
stille	stilte	stille	stilte	N;SG	N;MASC+FEM;SG
produkte	producten	produk	product	N;PL	N;PL
produkte	produkten	produk	product	N;PL	N;PL
vereniging	vereniging	vereniging	vereniging	N;SG	N;MASC+FEM;SG
vereniging	associatie	vereniging	associatie	N;SG	N;MASC+FEM;SG
verstaan	begrijpen	verstaan	begrijpen	V;PRS	V;NFIN
verstaan	begrijp	verstaan	begrijpen	V;PRS	V;SG;PRS;FIN
komitee	commissie	komitee	commissie	N;SG	N;MASC+FEM;SG
komitee	comité	komitee	comité	N;SG	N;NEUT;SG
belangstelling	belangstelling	belangstelling	belangstelling	N;SG	N;MASC+FEM;SG
belangstelling	rente	belangstelling	rente	N;SG	N;MASC+FEM;SG
belangstelling	belang	belangstelling	belang	N;SG	N;NEUT;SG
belangstelling	interesse	belangstelling	interesse	N;SG	N;MASC+FEM;SG
bedank	afsluiten	bedank	afsluiten	V;PRS	V;NFIN
bedank	stoppen	bedank	stoppen	V;PRS	V;NFIN
griekeland	akron	griekeland	akron	N;SG	N;MASC+FEM;SG
griekeland	alcoa	griekeland	alcoa	N;SG	N;MASC+FEM;SG
griekeland	griekenland	griekeland	griekenland	N;SG	N;NEUT;SG
vrugte	fruit	vrug	fruit	N;SG	N;NEUT;SG
vrugte	vrucht	vrug	vrucht	N;SG	N;MASC+FEM;SG
gas	gas	gas	gas	N;SG	N;NEUT;SG
gas	gast	gas	gast	N;SG	N;MASC+FEM;SG
stam	root	stam	root	N;SG	N;MASC+FEM;SG
stam	wortel	stam	wortel	N;SG	N;MASC+FEM;SG
verlede	verleden	verlede	verleden	N;SG	N;NEUT;SG
akademie	academy	akademie	academy	N;SG	N;MASC+FEM;SG
akademie	academie	akademie	academie	N;SG	N;MASC+FEM;SG
aangewys	aangeduide	aanwys	aanduiden	V;PST;V.PTCP	V;V.PTCP
aangewys	aangeduid	aanwys	aanduiden	V;PST;V.PTCP	V;V.PTCP
aangewys	aangewezen	aanwys	aanwijzen	V;PST;V.PTCP	V;V.PTCP
motor	engine	motor	engine	N;SG	N;MASC+FEM;SG
motor	motor	motor	motor	N;SG	N;MASC+FEM;SG
motor	auto	motor	auto	N;SG	N;MASC+FEM;SG
motor	wagen	motor	wagen	N;SG	N;MASC+FEM;SG
gesluit	gesloten	sluit	sluiten	V;PST;V.PTCP	V;V.PTCP
gesluit	afgesloten	sluit	afsluiten	V;PST;V.PTCP	V;V.PTCP
eenvoudige	eenvoudige	eenvoudig	eenvoudig	ADJ;NOM	ADJ
eenvoudige	simpel	eenvoudig	simpel	ADJ;NOM	ADJ
eenvoudige	eenvoudig	eenvoudig	eenvoudig	ADJ;NOM	ADJ
grense	grenzen	grens	grens	N;PL	N;PL
gekoop	aangekocht	koop	aankopen	V;PST;V.PTCP	V;V.PTCP
gekoop	ingekocht	koop	inkopen	V;PST;V.PTCP	V;V.PTCP
gekoop	gekocht	koop	kopen	V;PST;V.PTCP	V;V.PTCP
gekoop	aangeschaft	koop	aanschaffen	V;PST;V.PTCP	V;V.PTCP
gekoop	gekochte	koop	kopen	V;PST;V.PTCP	V;V.PTCP
portugese	portugese	portugees	portugees	ADJ;NOM	ADJ
portugese	portugees	portugees	portugees	ADJ;NOM	ADJ
tradisie	traditie	tradisie	traditie	N;SG	N;MASC+FEM;SG
kalifornië	california	kalifornië	california	N;SG	N;MASC+FEM;SG
kalifornië	californië	kalifornië	californië	N;SG	N;NEUT;SG
kardinale	kardinalen	kardinaal	kardinaal	N;PL	N;PL
bevind	vindt	bevind	vinden	V;PRS	V;SG;PRS;FIN
publiseer	publiceer	publiseer	publiceren	V;PRS	V;SG;PRS;FIN
publiseer	publiceren	publiseer	publiceren	V;PRS	V;NFIN
uitgereik	afgegeven	uitreik	afgeven	V;PST;V.PTCP	V;V.PTCP
uitgereik	uitgegeven	uitreik	uitgeven	V;PST;V.PTCP	V;V.PTCP
ooreenkoms	overeenkomst	ooreenkoms	overeenkomst	N;SG	N;MASC+FEM;SG
akademiese	academisch	akademies	academisch	ADJ;NOM	ADJ
akademiese	academische	akademies	academisch	ADJ;NOM	ADJ
gou	binnenkort	gou	binnenkort	ADV	ADV
gou	weldra	gou	weldra	ADV	ADV
gesterf	gestorven	sterf	sterven	V;PST;V.PTCP	V;V.PTCP
gesterf	overleden	sterf	overlijden	V;PST;V.PTCP	V;V.PTCP
gesterf	stierf	sterf	sterven	V;PST;V.PTCP	V;SG;PST;FIN
baan	track	baan	track	N;SG	N;MASC+FEM;SG
baan	spoor	baan	spoor	N;SG	N;NEUT;SG
vryheid	freedom	vryheid	freedom	N;SG	N;MASC+FEM;SG
vryheid	vrijheid	vryheid	vrijheid	N;SG	N;MASC+FEM;SG
vryheid	liberty	vryheid	liberty	N;SG	N;MASC+FEM;SG
slawiese	slavische	slawies	slavisch	ADJ;NOM	ADJ
samewerking	medewerking	samewerking	medewerking	N;SG	N;MASC+FEM;SG
samewerking	samenwerking	samewerking	samenwerking	N;SG	N;MASC+FEM;SG
samewerking	medewerking	samewerking	medewerking	N;SG	N;MASC+FEM;SG
samewerking	samenwerking	samewerking	samenwerking	N;SG	N;MASC+FEM;SG
stedelike	stedelijk	stedelik	stedelijk	ADJ;NOM	ADJ
stedelike	stedelijke	stedelik	stedelijk	ADJ;NOM	ADJ
produksie	produktie	produksie	produktie	N;SG	N;MASC+FEM;SG
produksie	productie	produksie	productie	N;SG	N;MASC+FEM;SG
messier	messier	messier	messier	N;SG	N;MASC+FEM;SG
brief	brief	brief	brief	N;SG	N;MASC+FEM;SG
brief	letter	brief	letter	N;SG	N;MASC+FEM;SG
woordeboek	woordenboek	woordeboek	woordenboek	N;SG	N;NEUT;SG
ton	ton	ton	ton	N;SG	N;MASC+FEM;SG
ton	ton	ton	ton	N;SG	N;MASC+FEM;SG
geslaag	doorgegeven	slaag	doorgeven	V;PST;V.PTCP	V;V.PTCP
geslaag	geslaagd	slaag	slagen	V;PST;V.PTCP	V;V.PTCP
samelewing	samenleving	samelewing	samenleving	N;SG	N;MASC+FEM;SG
samelewing	genootschap	samelewing	genootschap	N;SG	N;NEUT;SG
samelewing	maatschappij	samelewing	maatschappij	N;SG	N;MASC+FEM;SG
samelewing	gemeenschap	samelewing	gemeenschap	N;SG	N;MASC+FEM;SG
samelewing	community	samelewing	community	N;SG	N;MASC+FEM;SG
huise	huizen	huis	huis	N;PL	N;PL
huise	huizen	huis	huis	N;PL	N;PL
aangekondig	verklaarde	aankondig	verklaren	V;PST;V.PTCP	V;SG;PST;FIN
aangekondig	gedeclareerd	aankondig	declareren	V;PST;V.PTCP	V;V.PTCP
aangekondig	verklaard	aankondig	verklaren	V;PST;V.PTCP	V;V.PTCP
aangekondig	opgegeven	aankondig	opgeven	V;PST;V.PTCP	V;V.PTCP
aangekondig	aangegeven	aankondig	aangeven	V;PST;V.PTCP	V;V.PTCP
aangekondig	aangekondigde	aankondig	aankondigen	V;PST;V.PTCP	V;V.PTCP
aangekondig	aangekondigd	aankondig	aankondigen	V;PST;V.PTCP	V;V.PTCP
aangekondig	kondigde	aankondig	kondigen	V;PST;V.PTCP	V;SG;PST;FIN
publiek	publiek	publiek	publiek	N;SG	N;NEUT;SG
godsdiens	religie	godsdiens	religie	N;SG	N;MASC+FEM;SG
godsdiens	godsdienst	godsdiens	godsdienst	N;SG	N;MASC+FEM;SG
era	tijdperk	era	tijdperk	N;SG	N;NEUT;SG
era	era	era	era	N;SG	N;NEUT;SG
golf	wave	golf	wave	N;SG	N;MASC+FEM;SG
golf	golf	golf	golf	N;SG	N;MASC+FEM;SG
omstandighede	omstandigheden	omstandigheid	omstandigheid	N;PL	N;PL
omstandighede	omstandigheden	omstandigheid	omstandigheid	N;PL	N;PL
geboorte	geboorte	geboorte	geboorte	N;SG	N;MASC+FEM;SG
oorleef	overleven	oorleef	overleven	V;PRS	V;NFIN
oorleef	overleef	oorleef	overleef	V;PRS	V;SG;PRS;FIN
redakteur	uitgever	redakteur	uitgever	N;SG	N;MASC+FEM;SG
redakteur	hoofdredacteur	redakteur	hoofdredacteur	N;SG	N;MASC+FEM;SG
redakteur	redacteur	redakteur	redacteur	N;SG	N;MASC+FEM;SG
redakteur	editor	redakteur	editor	N;SG	N;MASC+FEM;SG
redakteur	bewerker	redakteur	bewerker	N;SG	N;MASC+FEM;SG
ontdekking	ontdekking	ontdekking	ontdekking	N;SG	N;MASC+FEM;SG
ontdekking	discovery	ontdekking	discovery	N;SG	N;MASC+FEM;SG
kaptein	captain	kaptein	captain	N;SG	N;MASC+FEM;SG
kaptein	kapitein	kaptein	kapitein	N;SG	N;MASC+FEM;SG
kaptein	gezagvoerder	kaptein	gezagvoerder	N;SG	N;MASC+FEM;SG
verwysings	verwijzingen	verwysing	verwijzing	N;PL	N;PL
verwysings	referenties	verwysing	referentie	N;PL	N;PL
voorstad	buitenwijk	voorstad	buitenwijk	N;SG	N;MASC+FEM;SG
voorstad	voorstad	voorstad	voorstad	N;SG	N;MASC+FEM;SG
siekte	ziekte	siekte	ziekte	N;SG	N;MASC+FEM;SG
siekte	ziekte	siekte	ziekte	N;SG	N;MASC+FEM;SG
bywoning	aanwezigheid	bywoning	aanwezigheid	N;SG	N;MASC+FEM;SG
bywoning	opkomst	bywoning	opkomst	N;SG	N;MASC+FEM;SG
professionele	professioneel	professioneel	professioneel	ADJ;NOM	ADJ
professionele	professionele	professioneel	professioneel	ADJ;NOM	ADJ
mediese	medische	medies	medisch	ADJ;NOM	ADJ
mediese	medisch	medies	medisch	ADJ;NOM	ADJ
stuk	stuk	stuk	stuk	N;SG	N;NEUT;SG
stuk	stukje	stuk	stuk	N;SG	N;NEUT;SG
toegang	toegang	toegang	toegang	N;SG	N;MASC+FEM;SG
hof	hof	hof	hof	N;SG	N;NEUT;SG
hof	gerechtsgebouw	hof	gerechtsgebouw	N;SG	N;NEUT;SG
hof	rechtbank	hof	rechtbank	N;SG	N;MASC+FEM;SG
bank	bank	bank	bank	N;SG	N;MASC+FEM;SG
teken	tekenen	teken	tekenen	V;PRS	V;NFIN
teken	trekken	teken	trekken	V;PRS	V;NFIN
teken	onderteken	teken	onderteken	V;PRS	V;SG;PRS;FIN
teken	ondertekenen	teken	ondertekenen	V;PRS	V;NFIN
teken	tekenen	teken	tekenen	V;PRS	V;NFIN
ooit	ooit	ooit	ooit	ADV	ADV
graaff	graaff	graaff	graaff	N;SG	N;MASC+FEM;SG
gedra	gedragen	dra	dragen	V;PST;V.PTCP	V;V.PTCP
gedra	overgebracht	dra	overbrengen	V;PST;V.PTCP	V;V.PTCP
gesag	autoriteit	gesag	autoriteit	N;SG	N;MASC+FEM;SG
gesag	gezag	gesag	gezag	N;SG	N;NEUT;SG
ensiklopedie	encyclopedie	ensiklopedie	encyclopedie	N;SG	N;MASC+FEM;SG
andré	andre	andré	andre	N;SG	N;MASC+FEM;SG
andré	andré	andré	andré	N;SG	N;MASC+FEM;SG
myl	mijl	myl	mijl	N;SG	N;MASC+FEM;SG
myl	mijl	myl	mijl	N;SG	N;MASC+FEM;SG
myl	mile	myl	mile	N;SG	N;MASC+FEM;SG
eens	eens	eens	eens	ADV	ADV
gebeure	gebeurtenissen	gebeure	gebeurtenis	N;PL	N;PL
gebeure	evenementen	gebeure	evenement	N;PL	N;PL
mitologie	mythologie	mitologie	mythologie	N;SG	N;MASC+FEM;SG
toekenning	onderscheiding	toekenning	onderscheiding	N;SG	N;MASC+FEM;SG
toekenning	gunning	toekenning	gunning	N;SG	N;MASC+FEM;SG
afsonderlike	aparte	afsonderlik	apart	ADJ;NOM	ADJ
afsonderlike	apart	afsonderlik	apart	ADJ;NOM	ADJ
vliegtuig	vliegtuig	vliegtuig	vliegtuig	N;SG	N;NEUT;SG
vliegtuig	vliegtuig	vliegtuig	vliegtuig	N;SG	N;NEUT;SG
vliegtuig	vliegtuig	vliegtuig	vliegtuig	N;SG	N;NEUT;SG
vliegtuig	luchtvaartuig	vliegtuig	luchtvaartuig	N;SG	N;NEUT;SG
gode	olympiërs	gode	olympiër	N;PL	N;PL
frederik	frederik	frederik	frederik	N;SG	N;MASC+FEM;SG
frederik	frederik	frederik	frederik	N;SG	N;MASC+FEM;SG
frederik	frederick	frederik	frederick	N;SG	N;MASC+FEM;SG
manlike	mannelijk	manlik	mannelijk	ADJ;NOM	ADJ
manlike	mannelijke	manlik	mannelijk	ADJ;NOM	ADJ
toegeneem	toegenomen	toeneem	toenemen	V;PST;V.PTCP	V;V.PTCP
toegeneem	verhoogd	toeneem	verhogen	V;PST;V.PTCP	V;V.PTCP
toegeneem	verhoogde	toeneem	verhogen	V;PST;V.PTCP	V;SG;PST;FIN
hande	handjes	hand	hand	N;PL	N;PL
hande	handen	hand	hand	N;PL	N;PL
kompetisie	concurrentie	kompetisie	concurrentie	N;SG	N;MASC+FEM;SG
kompetisie	mededinging	kompetisie	mededinging	N;SG	N;MASC+FEM;SG
kompetisie	competitie	kompetisie	competitie	N;SG	N;MASC+FEM;SG
kompetisie	wedstrijdje	kompetisie	wedstrijd	N;SG	N;NEUT;SG
kompetisie	wedstrijd	kompetisie	wedstrijd	N;SG	N;MASC+FEM;SG
kompetisie	prijsvraag	kompetisie	prijsvraag	N;SG	N;MASC+FEM;SG
privaat	privé	privaat	privé	ADJ;NOM	ADJ
privaat	privé	privaat	privé	ADJ;NOM	ADJ
privaat	particulier	privaat	particulier	ADJ;NOM	ADJ
dialekte	dialecten	dialekte	dialect	N;PL	N;PL
partye	partijen	party	partij	N;PL	N;PL
partye	feestjes	party	feest	N;PL	N;PL
dinge	dingen	ding	dingen	N;PL	N;PL
tegniese	technische	tegnies	technisch	ADJ;NOM	ADJ
tegniese	technisch	tegnies	technisch	ADJ;NOM	ADJ
karakters	personages	karakter	personage	N;PL	N;PL
karakters	tekens	karakter	teken	N;PL	N;PL
karakters	karakters	karakter	karakter	N;PL	N;PL
bedek	bekleed	bedek	bekleed	V;PRS	V;V.PTCP
bedek	dekt	bedek	dekken	V;PRS	V;SG;PRS;FIN
bedek	omvat	bedek	omvatten	V;PRS	V;SG;PRS;FIN
graaf	graf	graaf	graf	N;SG	N;NEUT;SG
argitektuur	architectuur	argitektuur	architectuur	N;SG	N;MASC+FEM;SG
via	via	via	via	ADP	ADP
metode	methode	metode	methode	N;SG	N;MASC+FEM;SG
frank	frank	frank	frank	N;SG	N;MASC+FEM;SG
bespreek	bespreken	bespreek	bespreken	V;PRS	V;NFIN
bespreek	bespreek	bespreek	bespreken	V;PRS	V;SG;PRS;FIN
redes	redenen	rede	reden	N;PL	N;PL
eenhede	units	eenhede	unit	N;PL	N;PL
eenhede	eenheden	eenhede	eenheid	N;PL	N;PL
droë	drogen	droog	drigen	V;PRS	V;NFIN
bestudeer	studeer	bestudeer	studeer	V;PRS	V;SG;PRS;FIN
bestudeer	studeren	bestudeer	studeren	V;PRS	V;NFIN
bestudeer	bestuderen	bestudeer	bestuderen	V;PRS	V;NFIN
beset	bezet	beset	bezetten	V;PRS	V;V.PTCP
olie	olieverf	olie	olieverf	N;SG	N;MASC+FEM;SG
olie	aardolie	olie	aardolie	N;SG	N;MASC+FEM;SG
olie	olie	olie	olie	N;SG	N;MASC+FEM;SG
spelers	spelers	speler	speler	N;PL	N;PL
twaalf	twaalf	twaalf	twaalf	NUM	NUM
sekretaris	secretaris	sekretaris	secretaris	N;SG	N;MASC+FEM;SG
sekretaris	secretaresse	sekretaris	secretaresse	N;SG	N;MASC+FEM;SG
federasie	federatie	federasie	federatie	N;SG	N;MASC+FEM;SG
stof	stof	stof	stof	N;SG	N;MASC+FEM;SG
kommersiële	commerciële	kommersieel	commerciel	ADJ;NOM	ADJ
kommersiële	commercieel	kommersieel	commercieel	ADJ;NOM	ADJ
primêre	primaire	primêr	primair	ADJ;NOM	ADJ
primêre	primair	primêr	primair	ADJ;NOM	ADJ
persiese	perzisch	persies	perzisch	ADJ;NOM	ADJ
persiese	perzische	persies	perzisch	ADJ;NOM	ADJ
dam	dam	dam	dam	N;SG	N;MASC+FEM;SG
dam	stuwdam	dam	stuwdam	N;SG	N;MASC+FEM;SG
toekoms	toekomst	toekoms	toekomst	N;SG	N;MASC+FEM;SG
polisie	politie	polisie	politie	N;SG	N;MASC+FEM;SG
geslag	geslacht	geslag	geslacht	N;SG	N;NEUT;SG
geslag	seks	geslag	seks	N;SG	N;MASC+FEM;SG
geslag	geslacht	geslag	geslacht	N;SG	N;NEUT;SG
geslag	sex	geslag	sex	N;SG	N;MASC+FEM;SG
graf	grave	graf	grave	N;SG	N;MASC+FEM;SG
graf	graf	graf	graf	N;SG	N;NEUT;SG
besoekers	bezoekers	besoeker	bezoeker	N;PL	N;PL
volwasse	volwassen	volwasse	volwassen	ADJ;NOM	ADJ
volwasse	rijpe	volwasse	rijp	ADJ;NOM	ADJ
kies	kies	kies	kiezen	V;PRS	V;SG;PRS;FIN
kies	selecteren	kies	select	V;PRS	V;NFIN
duitsers	duitsers	duitser	duitser	N;PL	N;PL
basiese	fundamentele	basies	fundamenteel	ADJ;NOM	ADJ
basiese	basic	basies	basic	ADJ;NOM	ADJ
benodig	vereiste	benodig	vereisen	V;PRS	V;V.PTCP
benodig	vereist	benodig	vereisen	V;PRS	V;V.PTCP
broers	brothers	broers	brother	N;PL	N;PL
broers	broeders	broers	broeder	N;PL	N;PL
broers	broertjes	broers	broer	N;PL	N;PL
broers	gebroeders	broers	gebroeder	N;PL	N;PL
broers	broers	broers	broer	N;PL	N;PL
komponis	componist	komponis	componist	N;SG	N;MASC+FEM;SG
kunstenaar	kunstenares	kunstenaar	kunstenares	N;SG	N;MASC+FEM;SG
kunstenaar	artiest	kunstenaar	artiest	N;SG	N;MASC+FEM;SG
kunstenaar	kunstenaar	kunstenaar	kunstenaar	N;SG	N;MASC+FEM;SG
kunstenaar	artist	kunstenaar	artist	N;SG	N;MASC+FEM;SG
vermoë	vermogen	vermoë	vermogen	N;SG	N;NEUT;SG
mond	mond	mond	mond	N;SG	N;MASC+FEM;SG
gesondheid	gezondheid	gesondheid	gezondheid	N;SG	N;MASC+FEM;SG
leerders	pupillen	leerder	pupil	N;PL	N;PL
leerders	leerlingen	leerder	leerling	N;PL	N;PL
geskiedkundige	historisch	geskiedkundig	historisch	ADJ;NOM	ADJ
geskiedkundige	historische	geskiedkundig	historisch	ADJ;NOM	ADJ
aktiwiteite	activiteiten	aktiwiteit	activiteit	N;PL	N;PL
aktiwiteite	gebeurtenissen	aktiwiteit	gebeurtenis	N;PL	N;PL
aktiwiteite	evenementen	aktiwiteit	evenement	N;PL	N;PL
konflik	conflict	konflik	conflict	N;SG	N;NEUT;SG
gemeenskaplike	gemeenschappelijk	gemeenskaplik	gemeenschappelijk	ADJ;NOM	ADJ
gemeenskaplike	vaak	gemeenskaplik	vaak	ADJ;NOM	ADJ
inkomste	inkomen	inkomste	inkomen	N;SG	N;NEUT;SG
ken	weten	ken	weten	V;PRS	V;NFIN
ken	weet	ken	weten	V;PRS	V;SG;PRS;FIN
ligte	lichte	lig	licht	ADJ;NOM	ADJ
dirk	dirk	dirk	dirk	N;SG	N;MASC+FEM;SG
erfenis	erfenis	erfenis	erfenis	N;SG	N;MASC+FEM;SG
erfenis	patrimonium	erfenis	patrimonium	N;SG	N;NEUT;SG
erfenis	erfgoed	erfenis	erfgoed	N;SG	N;NEUT;SG
bladsye	bladzijden	bladsy	bladzijde	N;PL	N;PL
heelal	universe	heelal	univers	N;SG	N;MASC+FEM;SG
heelal	heelal	heelal	heelal	N;SG	N;NEUT;SG
heelal	universum	heelal	universum	N;SG	N;NEUT;SG
verdwyn	verdwijnen	verdwyn	verdwijnen	V;PRS	V;PL;PRS;FIN
geskei	gescheiden	skei	scheiden	V;PST;V.PTCP	V;V.PTCP
geskei	gescheiden	skei	scheiden	V;PST;V.PTCP	V;V.PTCP
hoek	hoek	hoek	hoek	N;SG	N;MASC+FEM;SG
